Orthogroup	Camelina_sativa	Alyssum_gmelinii
OG0000080	XP_010445813.1, XP_010419363.1, XP_010467673.1, XP_019096217.1, XP_019097482.1, XP_010473981.1, XP_010474020.1, XP_010424726.1, XP_010474314.1, XP_019091162.1, XP_010481178.1, XP_010451595.1, XP_010513213.2, XP_010451177.1, XP_019082650.1, XP_010418877.1	Ag025G2955200, Ag031G3220300, Ag042G4408900, Ag025G2921000, Ag024G2850500, Ag007G0892400, Ag014G1963800, Ag013G1458800, Ag031G3395500, Ag011G1186400, Ag048G4623700
OG0000081	XP_010462790.1, XP_010480815.1, XP_019089329.1, XP_010456870.1, XP_010436473.1	Ag034G4022300
OG0000081	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1	Ag019G2512100, Ag066G5159500, Ag002G0249600, Ag043G4447600, Ag014G2017300
OG0000082	XP_010424258.1, XP_010446172.1, XP_010412616.1, XP_019096815.1, XP_010424226.1, XP_010473846.1, XP_010425644.1, XP_010468244.1, XP_010451150.1, XP_010478154.1, XP_010485018.1, XP_010418794.1, XP_010447993.1, XP_010412581.1, XP_010451347.1, XP_010490164.1, XP_010497085.1, XP_010468697.1	Ag061G5051200
OG0000082	XP_010487860.1, XP_010440298.1, XP_019090632.1, XP_010431103.1, XP_010424200.1, XP_019085423.1, XP_010468406.1, XP_010470454.1, XP_010451547.1, XP_010518616.1, XP_010463259.1, XP_019092362.1, XP_010424655.1	Ag066G5133800
OG0000082	XP_010419135.1, XP_010511191.1	Ag014G2015500
OG0000083	XP_019091415.1	Ag011G1108800
OG0000083	XP_010468473.1	Ag050G4770200
OG0000084	XP_010497249.1, XP_010436593.1, XP_010419979.1, XP_010424513.1, XP_010431011.1, XP_010480966.1, XP_010473765.1, XP_010473863.1, XP_010507300.1, XP_010480820.1, XP_010495906.1, XP_010480716.1, XP_010424347.1, XP_010474349.1, XP_010445858.1, XP_010501330.1, XP_010443976.1	Ag087G5426100
OG0000084	XP_010513790.1	Ag045G4513700
OG0000084	XP_010474293.1, XP_010495976.1	Ag058G4994100, Ag004G0561600
OG0000084	XP_010431060.1	Ag010G1007700
OG0000086	XP_010435701.1	Ag039G4314100, Ag014G2067200, Ag014G2064700, Ag012G1307900, Ag014G2067300
OG0000086	XP_019093553.1, XP_010511492.1, XP_010415205.1, XP_010496730.1	Ag036G4084000
OG0000089	XP_010421190.1, XP_010454670.1	Ag004G0519800
OG0000089	XP_010503303.1	Ag055G4906500, Ag004G0479400
OG0000089	XP_010469941.1, XP_010414372.1, XP_010510475.1	Ag013G1621300
OG0000089	XP_010419814.1, XP_010491982.1, XP_010453291.1	Ag013G1488000
OG0000089	XP_010494444.1	Ag016G2360800
OG0000089	XP_010434259.1, XP_010439552.1, XP_010449142.1	Ag033G3591100
OG0000089	XP_010516638.1, XP_010504960.1, XP_010509706.1	Ag023G2824600
OG0000089	XP_010416482.1, XP_010471708.1	Ag048G4693300
OG0000090	XP_019085398.1, XP_010480749.1	Ag014G2110900, Ag039G4189800, Ag034G3794600, Ag011G1047900, Ag004G0600000, Ag013G1542300, Ag034G3946500, Ag014G1978300, Ag023G2832300, Ag068G5220000, Ag004G0700900, Ag031G3274800, Ag068G5231800, Ag049G4724100, Ag034G4006000, Ag004G0584200, Ag048G4605300, Ag040G4349000, Ag062G5054300, Ag007G0888700, Ag075G5298700, Ag055G4921900
OG0000090	XP_010461690.1	Ag021G2604300, Ag013G1401800, Ag003G0404200
OG0000090	XP_010513380.1, XP_010451695.1, XP_010468565.1, XP_010468649.1, XP_010513220.1, XP_010413079.1, XP_010446284.1	Ag013G1764600, Ag056G4937000, Ag003G0343600, Ag068G5212400, Ag002G0264300, Ag048G4621900, Ag019G2531000, Ag006G0823200, Ag013G1384300
OG0000091	XP_010454350.1, XP_010493153.1, XP_010493149.1, XP_010420883.1	Ag004G0570300
OG0000095	XP_010472486.1, XP_010429460.1, XP_010417233.1	Ag016G2362700, Ag016G2305100, Ag024G2851600, Ag006G0800000, Ag016G2308200, Ag006G0799900
OG0000096	XP_019100837.1, XP_010513303.1, XP_019092478.1, XP_019093414.1, XP_010431687.1	Ag002G0154900
OG0000098	XP_010490184.1, XP_010412745.2, XP_010468531.1, XP_019092314.1	Ag011G1254000, Ag011G1253500
OG0000098	XP_010499627.1, XP_010499629.1, XP_010501676.1, XP_010478514.2, XP_010480772.1	Ag013G1485800, Ag021G2621100
OG0000098	XP_010497135.2	Ag004G0531500
OG0000098	XP_010431735.1	Ag040G4345100
OG0000098	XP_010460514.1, XP_010478092.1, XP_019091057.1, XP_010499238.1	Ag004G0482500, Ag004G0482700, Ag014G2044400
OG0000100	XP_019082762.1	Ag002G0106500
OG0000100	XP_010430481.1	Ag002G0112700, Ag063G5079400
OG0000101	XP_010435359.1	Ag015G2195700
OG0000101	XP_019084377.1, XP_010426130.1	Ag037G4126400
OG0000101	XP_019095473.1, XP_019084297.1, XP_019096310.1, XP_019100867.1, XP_010468539.2, XP_019091545.1, XP_019092371.1	Ag017G2433300, Ag013G1679700
OG0000102	XP_010424624.1, XP_010467516.1	Ag016G2365600
OG0000102	XP_010431264.1, XP_010422439.1	Ag016G2365900, Ag016G2370500, Ag016G2369900
OG0000102	XP_010424623.1, XP_010456938.1, XP_010467526.1	Ag016G2370600
OG0000102	XP_010422434.1, XP_010431383.1	Ag016G2392700, Ag016G2377000, Ag016G2370800
OG0000102	XP_019084229.1, XP_019090199.1, XP_019090267.1	Ag016G2368300
OG0000105	XP_019089588.1	Ag011G1082700
OG0000105	XP_010456570.1	Ag025G2901500
OG0000105	XP_010434743.1, XP_019086258.1	Ag050G4782400
OG0000105	XP_010441345.1	Ag048G4578200
OG0000105	XP_010414997.1	Ag002G0105300, Ag002G0104800, Ag063G5087100, Ag025G2961900
OG0000107	XP_019093535.1, XP_010417843.1, XP_010473089.1	Ag014G1858900
OG0000107	XP_010508531.1, XP_010466194.1	Ag014G2149500
OG0000107	XP_010468313.1, XP_019096413.1, XP_010487979.1, XP_010508519.1, XP_010466192.1	Ag014G2149100
OG0000107	XP_010466304.1, XP_010422712.1, XP_010456149.1, XP_010467059.1, XP_010434996.1, XP_010440318.1, XP_010449948.1	Ag014G2150100
OG0000107	XP_010425701.1, XP_010514626.1, XP_010507118.2	Ag048G4609500
OG0000107	XP_010466191.1, XP_019096971.1, XP_010508508.1	Ag014G2149200
OG0000108	XP_010505356.1, XP_010504145.1, XP_010517034.1, XP_010515877.1, XP_010509299.1	Ag031G3385800, Ag039G4307100
OG0000108	XP_010514974.1, XP_010503262.1, XP_010483556.1, XP_010426084.1, XP_010483559.1, XP_010483560.1, XP_010454923.1	Ag004G0614200, Ag004G0644200
OG0000108	XP_010464961.1, XP_010498525.1, XP_010486900.1	Ag014G1944700
OG0000108	XP_010422938.1, XP_010491624.1, XP_010452982.1	Ag013G1537900
OG0000108	NP_001289901.1, XP_010507140.1, NP_001289904.1	Ag014G2095200
OG0000108	XP_010461764.1, XP_010479361.1, XP_010500469.1	Ag025G2965600
OG0000108	XP_019100571.1, XP_019082327.1, XP_019101220.1, XP_010508618.1	Ag003G0396500
OG0000109	XP_010431026.1, XP_010518462.1, XP_019097833.1, XP_010468511.1, XP_010424456.1, XP_019086540.1, XP_019098111.1, XP_019090345.1, XP_010421088.1, XP_019093688.1, XP_010496614.1, XP_010431325.1, XP_019093303.1, XP_010513333.1, XP_010484918.1, XP_010436696.1, XP_019098356.1, XP_019101294.1, XP_010445263.1, XP_019089175.1, XP_019097535.1, XP_019101047.1, XP_010480982.1, XP_019089388.1, XP_010480771.1, XP_019092259.1, XP_019099613.1, XP_019094608.1, XP_019085388.1, XP_019082981.1, XP_010480955.1, XP_019089441.1, XP_019089444.1, XP_019097842.1, XP_010498960.2, XP_019087491.1, XP_019092555.1, XP_019094512.1, XP_019098282.1, XP_019085117.1, XP_010468370.1, XP_010455605.1, XP_019087456.1, XP_010514808.1, XP_010467138.1, XP_010419836.1, XP_010445669.1, XP_010501700.1, XP_019099565.1	Ag029G3099600
OG0000110	XP_019089268.1, XP_010484962.1, XP_019093274.1, XP_019098180.1, XP_019098181.1, XP_010424382.1, XP_010490057.1, XP_019084293.1, XP_019096534.1, XP_019094551.1, XP_010430690.1, XP_010451255.1, XP_010436550.1, XP_019085480.1, XP_019086281.1, XP_010431092.1, XP_019084311.1, XP_010463167.1	Ag029G3103900, Ag001G0067200, Ag060G5005400, Ag010G1016200
OG0000113	XP_010445113.1, XP_010507077.1, XP_010451873.1, XP_010463212.1, XP_010412473.1, XP_010445187.1, XP_010490339.1, XP_010436789.1, XP_010436791.1, XP_010513459.1, XP_019096412.1, XP_010507294.1, XP_010507295.1, XP_010495584.1, XP_010490251.1, XP_010456789.1, XP_010445707.1, XP_010445706.1, XP_010467137.1, XP_010445188.1, XP_010420944.2, XP_010467984.1, XP_010513442.1	Ag019G2523200, Ag076G5314400, Ag007G0870200, Ag019G2523600, Ag033G3553300, Ag010G1010300, Ag043G4450700, Ag004G0763700, Ag033G3552200, Ag034G3921800, Ag019G2547300, Ag034G3991600, Ag016G2402200, Ag027G3061800, Ag015G2193100, Ag024G2868700, Ag025G2936100, Ag045G4510100, Ag029G3103300, Ag008G0964800, Ag025G2907000, Ag051G4816800, Ag034G4044900, Ag054G4888200, Ag082G5404300, Ag077G5322600, Ag052G4843300, Ag027G3021000, Ag066G5159800, Ag067G5205900, Ag051G4830800, Ag064G5114600, Ag047G4540600, Ag054G4879300, Ag034G3960500, Ag018G2439200, Ag007G0866600, Ag013G1466300, Ag013G1360400, Ag024G2868000, Ag004G0725300, Ag014G2165200, Ag002G0185300, Ag004G0724400, Ag052G4861000, Ag078G5366500, Ag078G5365400, Ag078G5365900, Ag051G4836400, Ag023G2829100, Ag039G4333000, Ag011G1261400, Ag022G2665900, Ag066G5167600, Ag058G4992600
OG0000113	XP_010495457.1	Ag038G4168000, Ag040G4350600, Ag013G1419600, Ag020G2577300, Ag019G2516800
OG0000115	XP_010513681.1, XP_010501899.1	Ag032G3465800
OG0000115	XP_010480709.1, XP_010484948.1, XP_010412575.1, XP_010430939.2, XP_010445162.1, XP_019087621.1, XP_010463085.1, XP_019090160.1, XP_010474091.1, XP_010472680.1, XP_010468738.1, XP_010424379.1, XP_019094588.1, XP_010495553.1, XP_010451648.1, XP_010430885.1	Ag043G4458700
OG0000115	XP_010490097.1, XP_010468651.1	Ag033G3499700
OG0000117	XP_010477662.1, XP_019099169.1	Ag019G2506600, Ag018G2460700
OG0000117	XP_019099162.1	Ag088G5442700
OG0000117	XP_019095155.1, XP_010477661.1	Ag018G2454400, Ag018G2459300
OG0000117	XP_019098437.1, XP_010480623.1	Ag018G2459400
OG0000117	XP_010477663.1	Ag088G5431700
OG0000117	XP_019097190.1, XP_010498869.1, XP_010477651.1, XP_019099166.1	Ag022G2713800, Ag018G2459500, Ag018G2459700, Ag078G5340800, Ag011G1218200, Ag033G3621900, Ag078G5340900
OG0000118	XP_010481027.1, XP_010512985.1, XP_019099766.1, XP_010412931.1, XP_010412930.1, XP_019099927.1, XP_019099769.1, XP_019099919.1, XP_019087774.1, XP_019085898.1, XP_010512980.1, XP_019099768.1, XP_010509178.1, XP_010412927.1, XP_010469409.1, XP_019084299.1	Ag078G5395500, Ag034G4070400, Ag002G0250500
OG0000118	XP_010432526.1, XP_010437729.1, XP_010447206.1, XP_010415144.1, XP_010469874.2, XP_019088285.1	Ag072G5253200
OG0000119	XP_010477580.1, XP_010485250.1	Ag016G2397300, Ag004G0623300
OG0000119	XP_010485255.1, XP_010446216.1, XP_019086924.1	Ag004G0623100, Ag004G0623400
OG0000119	XP_019085504.1, XP_019099657.1	Ag034G3967000
OG0000119	XP_010412568.1, XP_010431008.1	Ag031G3224900
OG0000119	XP_010425977.1, XP_019099952.1	Ag013G1505800
OG0000120	XP_010430914.1, XP_010430913.1, XP_010430915.1, XP_010445836.1, XP_010484949.1, XP_010474075.2, XP_010495597.1, XP_010418921.2, XP_010456817.1, XP_010456635.1	Ag001G0032000
OG0000121	XP_010513494.2, XP_010467351.1	Ag057G4960300, Ag004G0478000, Ag034G3917400
OG0000121	XP_010425860.1	Ag002G0199500, Ag026G2979400
OG0000121	XP_010463475.1, XP_010445325.1	Ag001G0038000, Ag013G1486800, Ag034G3979800, Ag075G5293000, Ag034G3918700, Ag012G1325100, Ag048G4615600, Ag022G2667600, Ag013G1657600, Ag033G3603300, Ag088G5429800, Ag004G0527800, Ag004G0752500, Ag032G3454000, Ag013G1348300, Ag034G4049200, Ag034G4062600, Ag013G1643800, Ag004G0663600, Ag011G1257700, Ag042G4409800, Ag050G4765300, Ag025G2939600, Ag033G3480100, Ag066G5155600, Ag048G4631500, Ag002G0194900, Ag039G4332100, Ag074G5275500, Ag013G1525700
OG0000121	XP_010424323.1	Ag020G2575400, Ag058G4990100, Ag040G4352400, Ag036G4114000, Ag004G0594400, Ag020G2574400, Ag013G1341000, Ag013G1341700, Ag048G4606800, Ag021G2626200, Ag030G3125100, Ag022G2663000, Ag013G1681600, Ag022G2636200
OG0000121	XP_010474089.1	Ag031G3397300, Ag063G5069400, Ag013G1536100
OG0000121	XP_010490183.1	Ag038G4148800, Ag002G0147900
OG0000122	XP_010501782.1	Ag011G1267200, Ag004G0720700
OG0000122	XP_010485175.2	Ag004G0718500
OG0000124	XP_010427265.1	Ag075G5298000, Ag056G4938600
OG0000124	XP_019101568.1	Ag031G3394500
OG0000124	XP_019093938.1	Ag067G5193700
OG0000124	XP_019095454.1	Ag049G4732800
OG0000125	XP_010510549.1, XP_010414453.2, XP_010473989.1	Ag013G1613200
OG0000125	XP_010513261.2	Ag013G1613100, Ag013G1613000
OG0000125	XP_019101460.1, XP_010470014.1, XP_019082807.1	Ag013G1612600
OG0000125	XP_010487696.1, XP_010475520.1	Ag034G3743800
OG0000125	XP_010500450.1, XP_010481036.2	Ag001G0065100
OG0000125	XP_010462024.1, XP_010479689.1, XP_010500772.2, XP_010500775.1, XP_010479688.1, XP_010462025.1, XP_010500773.1	Ag001G0066100
OG0000125	XP_010466372.1, XP_010420548.1, XP_019096759.1	Ag027G3062400
OG0000125	XP_010500770.1	Ag001G0065900
OG0000127	XP_010421087.1, XP_010454568.1, XP_010493386.1	Ag004G0605400
OG0000127	XP_010504134.1, XP_010515863.1, XP_010427020.1	Ag031G3386800, Ag039G4310500
OG0000127	XP_010505335.1, XP_010509330.1	Ag014G1898000
OG0000127	XP_010443777.1, XP_010455739.1, XP_010483639.1, XP_010503210.1, XP_010503218.1, XP_010426029.1, XP_010514927.1, XP_010426025.1	Ag013G1609800
OG0000128	XP_010473837.1, XP_019100976.1, XP_010512175.1, XP_010413723.1	Ag031G3245700, Ag031G3245600
OG0000128	XP_019101672.1, XP_010469324.1	Ag031G3246800, Ag031G3247000, Ag031G3246900
OG0000128	XP_010512155.1, XP_010469325.1	Ag031G3246700
OG0000128	XP_010435188.1, XP_010450107.1, XP_010512148.1	Ag031G3249200, Ag031G3249100, Ag031G3248800, Ag031G3351900, Ag031G3350800, Ag031G3350000, Ag031G3350700, Ag002G0204500, Ag031G3349900
OG0000129	XP_019098467.1	Ag013G1553100, Ag013G1550500, Ag013G1552900, Ag016G2401500, Ag013G1550300
OG0000130	XP_019087334.1, XP_019086307.1, XP_019092288.1	Ag074G5269900
OG0000130	XP_010456882.1	Ag018G2457000
OG0000132	XP_019089258.1, XP_010451863.1, XP_010445618.1, XP_019087492.1, XP_010451864.1, XP_019087490.1, XP_019089260.1	Ag039G4243000, Ag039G4243200, Ag039G4241900
OG0000134	XP_010419679.1	Ag013G1506600
OG0000136	XP_010463070.1, XP_010424514.1, XP_010481219.1, XP_010456454.1, XP_019089179.1	Ag013G1519100, Ag024G2872900, Ag033G3633700, Ag006G0798400, Ag020G2576300, Ag039G4209200, Ag033G3590600, Ag012G1284000
OG0000136	XP_010507041.1	Ag014G2176200
OG0000137	XP_010482976.2, XP_010449529.1, XP_010443158.1, XP_010449537.1	Ag004G0742000
OG0000137	XP_019087619.1	Ag004G0741800
OG0000137	XP_010443157.1, XP_010482975.1	Ag004G0742300
OG0000137	XP_010482974.1, XP_010449487.1, XP_010443156.1	Ag004G0742500, Ag004G0742600
OG0000137	XP_010488707.1, XP_010467019.1, XP_010473574.1, XP_010485064.1	Ag039G4193200
OG0000138	XP_010459258.1	Ag033G3506400, Ag078G5363200
OG0000138	XP_010513712.1, XP_010513709.1, XP_019102447.1, XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019100975.1, XP_019100422.1, XP_010516554.1, XP_019101673.1, XP_019093914.1, XP_010413722.1	Ag031G3253700, Ag031G3403500
OG0000138	XP_010431708.1, XP_019101750.1, XP_019082847.1, XP_010468953.1, XP_019082884.1, XP_019101747.1	Ag031G3182800
OG0000138	XP_010507432.1, XP_010412763.1, XP_019085590.1	Ag031G3182200, Ag031G3182000, Ag039G4256800
OG0000140	XP_010436519.1, XP_019086253.1	Ag039G4233000
OG0000140	XP_010415262.1	Ag014G2136000
OG0000140	XP_010426758.1	Ag038G4173300, Ag022G2672800, Ag033G3478700
OG0000140	XP_010421794.1	Ag011G1144500
OG0000141	XP_010476200.2	Ag034G3821900
OG0000148	XP_010495264.1, XP_010495265.1, XP_010495267.1, XP_010495269.1, XP_019090062.1, XP_019083858.1, XP_010495266.1	Ag013G1622400, Ag034G3735700
OG0000150	XP_019097474.1	Ag002G0131000, Ag068G5224900, Ag025G2934900
OG0000151	XP_010427259.1, XP_010504355.1	Ag031G3356400
OG0000151	XP_010504354.1, XP_010516066.1, XP_010427258.1	Ag031G3356700
OG0000151	XP_010517272.1, XP_010505600.1, XP_010509030.1	Ag039G4248200
OG0000151	XP_010516065.1, XP_010504353.1, XP_010427257.1	Ag031G3356800
OG0000151	XP_010427003.1, XP_010515843.1, XP_010504115.1	Ag031G3389200
OG0000151	XP_010517003.1, XP_010505317.1, XP_010509348.1	Ag039G4314300
OG0000151	XP_010453438.1, XP_010492119.1, XP_010419943.1	Ag013G1463800
OG0000153	XP_010510508.1, XP_019083065.1, XP_019093759.1	Ag013G1617600, Ag013G1618100
OG0000153	XP_010469818.1, XP_010510314.1, XP_010510309.1, XP_010480220.1, XP_010510316.1, XP_010510310.1, XP_010469814.1	Ag013G1616400
OG0000153	XP_010414403.1, XP_010510507.1	Ag013G1615700
OG0000154	XP_019094641.1, XP_010479548.1, XP_010500655.1, XP_010454099.1, XP_019084172.1, XP_010492860.1	Ag001G0045800
OG0000154	XP_010440216.1, XP_010449863.1	Ag053G4872200
OG0000154	XP_010461930.1	Ag001G0045900
OG0000154	XP_019091146.1, XP_010479545.1, XP_010479429.1	Ag001G0045400, Ag001G0045500, Ag001G0045200, Ag001G0045100, Ag001G0045300, Ag001G0049100, Ag002G0262200
OG0000155	XP_010462647.1, XP_010475461.1	Ag083G5410000, Ag013G1376100, Ag034G3868600, Ag022G2729400, Ag031G3154900, Ag013G1368700, Ag016G2361100, Ag067G5183100
OG0000155	XP_010421838.2, XP_010488698.1	Ag013G1584700
OG0000157	XP_019091026.1	Ag046G4529800, Ag013G1572800
OG0000158	XP_019098381.1, XP_010445231.1, XP_010436460.1	Ag011G1191200
OG0000158	XP_010451022.1, XP_010451027.1	Ag011G1092000
OG0000158	XP_010451312.1	Ag014G2168100, Ag027G3073200, Ag027G3072400
OG0000158	XP_010456538.2, XP_019084187.1, XP_010424095.1, XP_010424138.1, XP_010495250.1, XP_010495192.1, XP_010424083.1, XP_010495137.1, XP_010495139.1, XP_010456480.1, XP_010424050.1, XP_019089450.1, XP_010445370.1, XP_010451485.1, XP_010445367.1, XP_010419067.2	Ag014G1900800
OG0000159	XP_010461147.1	Ag031G3375100, Ag031G3302200, Ag051G4815400, Ag067G5173200, Ag004G0645100, Ag031G3375200
OG0000160	XP_010414912.1	Ag042G4405700
OG0000160	XP_010451109.1, XP_010438207.1, XP_010433017.1	Ag068G5221600
OG0000160	XP_019095995.1, XP_010443420.1, XP_010452018.1	Ag004G0692900
OG0000160	XP_010417678.1, XP_019093982.1	Ag048G4572800
OG0000161	XP_010431163.1, XP_010480697.1, XP_010468663.1, XP_010468429.1, XP_010451623.1, XP_019083754.1, XP_019094390.1, XP_019097379.1, XP_010424555.1, XP_019100882.1, XP_019095604.1, XP_019087507.1, XP_019085658.1, XP_010441968.1, XP_010468675.1, XP_019089489.1, XP_010461558.1, XP_019094900.1, XP_019087661.1, XP_019093571.1, XP_010446428.1, XP_010448186.1, XP_019097312.1, XP_010487716.1, XP_010444892.1, XP_019091417.1, XP_019100078.1, XP_019097549.1, XP_010495558.1, XP_010478175.1	Ag015G2193300, Ag055G4906800
OG0000162	XP_010418655.1, XP_010513083.1	Ag013G1672500
OG0000162	XP_010430859.1, XP_019086328.1	Ag011G1165200, Ag011G1165400, Ag011G1163300, Ag011G1163400, Ag011G1167300, Ag011G1167100, Ag011G1166900, Ag011G1222300
OG0000162	XP_019087482.1	Ag011G1166800
OG0000162	XP_010467034.1, XP_010488721.2	Ag014G2098100
OG0000162	XP_010513089.1, XP_010513087.1, XP_010513088.1, XP_010513085.1, XP_010473860.1, XP_010418658.1	Ag013G1672600
OG0000163	XP_010431304.1, XP_010418610.1, XP_019094462.1, XP_019090236.1, XP_010430896.1, XP_010490049.1, XP_019090157.1, XP_019093237.1, XP_010474117.1, XP_010430984.1, XP_010475339.1, XP_010462812.1, XP_010489385.1, XP_010462887.1	Ag042G4391500, Ag038G4161600
OG0000164	XP_010480941.1, XP_010513381.1, XP_010518599.2, XP_010468593.1, XP_010468702.1, XP_010471048.1	Ag025G2923700, Ag048G4709500
OG0000164	XP_010448853.1, XP_010451717.1	Ag060G5011600, Ag086G5422700
OG0000164	XP_019100791.1	Ag006G0821000
OG0000164	XP_010431617.1	Ag039G4325700
OG0000166	XP_019082674.1	Ag078G5376600
OG0000167	XP_010489988.1, XP_010489989.1, XP_010468338.1	Ag014G2104000, Ag014G2103200, Ag014G2102400
OG0000167	XP_019096441.1, XP_010468484.1, XP_010422557.1, XP_010490067.1, XP_019092273.1, XP_010468410.1	Ag003G0383500, Ag003G0383700
OG0000170	XP_010413500.1	Ag031G3214400
OG0000170	XP_019093195.1, XP_019082501.1	Ag031G3214600
OG0000170	XP_010508144.1, XP_010506518.1, XP_010518179.1, XP_010478793.2, XP_010499912.1, XP_010478790.1	Ag003G0319700, Ag003G0319800, Ag003G0320300, Ag003G0320600, Ag003G0320500, Ag003G0320200
OG0000170	XP_010518177.1, XP_010508150.1, XP_010506516.1	Ag003G0320000
OG0000171	XP_010442887.1, XP_010482719.1, XP_010445686.1	Ag020G2575200
OG0000171	XP_010473679.1, XP_010430541.1, XP_010418477.1	Ag024G2869500
OG0000171	XP_010496667.1, XP_010516221.1	Ag044G4495800
OG0000171	XP_019087079.1, XP_010450714.1, XP_010483082.1	Ag004G0721800
OG0000171	XP_010448055.1, XP_010433285.1, XP_010438527.1	Ag010G1018000
OG0000173	XP_010490335.1, XP_010423607.1	Ag011G1033200
OG0000173	XP_010431532.1, XP_010474363.1, XP_010419221.1	Ag011G1059500
OG0000173	XP_019089000.1, XP_010436230.1, XP_010436231.1, XP_010444934.1	Ag060G4997300, Ag060G4996700, Ag060G4997500, Ag060G4997700, Ag060G4996200, Ag060G4997100, Ag022G2648900, Ag022G2648400, Ag022G2648200, Ag067G5186700, Ag011G1085300
OG0000173	XP_010430858.1, XP_010444913.1, XP_010495339.1, XP_010456616.1	Ag011G1199300
OG0000174	XP_010445225.1, XP_010480804.1, XP_010445911.1, XP_010424112.1, XP_010431132.1, XP_019095601.1, XP_010463111.1, XP_010501343.1, XP_010436504.1, XP_010451554.1, XP_019099714.1, XP_019101872.1, XP_010422589.1	Ag025G2929800
OG0000175	XP_010477643.1, XP_010415728.1, XP_010498859.1, XP_010427826.1, XP_010460136.1, XP_010471043.1	Ag034G4063600
OG0000175	XP_010492280.1, XP_010453596.1, XP_010420114.1	Ag013G1441100
OG0000175	XP_010512616.1	Ag003G0294400, Ag012G1302600, Ag031G3188000
OG0000176	XP_010429373.1, XP_010472419.1, XP_010429377.1, XP_010419294.1	Ag014G1823200, Ag014G1822800, Ag014G1822900, Ag014G1823300, Ag014G1822700
OG0000176	XP_010485978.1, XP_010464056.1, XP_019100088.1	Ag014G1833000
OG0000176	XP_010431481.1	Ag014G1833200
OG0000177	XP_010477387.1, XP_010477385.1, XP_010462815.1, XP_010498573.2, XP_010477384.1, XP_010459830.1, XP_010459833.1	Ag034G3998900, Ag034G3998500, Ag034G3998600
OG0000177	XP_010459827.1, XP_019099126.1, XP_010477383.1	Ag034G3998400
