Orthogroup	Camelina_sativa	Arabidopsis_lyrata_NCBI
OG0000075	XP_010471669.1, XP_010442351.1, XP_010439941.1, XP_010482185.1	XP_020875017.1, XP_002863944.2
OG0000075	XP_019100856.1	XP_020890734.1, XP_020865611.1
OG0000076	XP_019086777.1, XP_019088762.1, XP_010446406.1	XP_020872718.1
OG0000076	XP_010413809.1, XP_019093848.1	XP_020884728.1
OG0000076	XP_010497340.1	XP_002886268.1
OG0000076	XP_010484798.1, XP_019097581.1, XP_010441689.1	XP_020887308.1
OG0000077	XP_010445847.1, XP_010494541.1	XP_020884560.1
OG0000077	XP_010481626.1	XP_020869035.1
OG0000077	XP_019101057.1	XP_020891276.1
OG0000077	XP_010430698.1	XP_020880678.1
OG0000077	XP_010514095.1, XP_019099908.1	XP_020881582.1, XP_020881188.1
OG0000078	XP_010514749.1, XP_010485737.1, XP_010463845.1	XP_002884413.1
OG0000078	XP_019092533.1, XP_010485741.1	XP_020887050.1
OG0000078	XP_010514843.1, XP_010485743.1, XP_010463846.1	XP_020887049.1
OG0000078	XP_019083866.1, XP_019097998.1	XP_020877805.1, XP_020877807.1
OG0000078	XP_019098000.1	XP_002871799.1, XP_020877812.1, XP_002873872.1
OG0000078	XP_019098087.1	XP_020877813.1
OG0000079	XP_010512845.1, XP_010415622.1, XP_019095296.1, XP_019090335.1, XP_019091163.1, XP_019082564.1, XP_019087463.1, XP_019093257.1, XP_010512724.1, XP_019100739.1, XP_019085561.1, XP_019099825.1, XP_019082800.1, XP_010455272.1, XP_010441029.1, XP_019092609.1, XP_010494915.2, XP_010495453.2, XP_010511426.1, XP_010494414.1	XP_020866196.1, XP_020866590.1, XP_020884659.1, XP_020866719.1, XP_020869681.1, XP_020880717.1, XP_020866201.1, XP_020881865.1, XP_020878083.1
OG0000080	XP_010456792.1	XP_020866750.1
OG0000080	XP_010456890.1	XP_020866661.1, XP_020874789.1
OG0000081	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1	XP_020879148.1, XP_020865942.1, XP_020889237.1, XP_002874062.1, XP_020882894.1
OG0000082	XP_019089186.1, XP_019096076.1, XP_019085390.1	XP_020869010.1
OG0000082	XP_010499068.1	XP_020883385.1
OG0000082	XP_010425119.1, XP_010500038.1, XP_010416267.1	XP_020879679.1
OG0000082	XP_019090632.1	XP_020880759.1
OG0000082	XP_010431103.1	XP_020867402.1
OG0000082	XP_010424200.1, XP_019085423.1, XP_010468406.1, XP_010470454.1, XP_010451547.1, XP_010518616.1, XP_010463259.1, XP_019092362.1, XP_010424655.1	XP_020878439.1
OG0000082	XP_010419135.1	XP_020875863.1
OG0000082	XP_010511191.1	XP_020875624.1, XP_020887797.1
OG0000084	XP_010480966.1, XP_010473765.1, XP_010473863.1, XP_010507300.1, XP_010480820.1, XP_010495906.1, XP_010480716.1, XP_010424347.1, XP_010474349.1, XP_010445858.1	XP_020886073.1
OG0000084	XP_010412615.1, XP_010489872.1, XP_010424268.1, XP_010461805.1, XP_010501665.1, XP_010511282.1, XP_010477949.1	XP_020874751.1
OG0000084	XP_010430741.1, XP_010430742.1, XP_010468623.1, XP_010478178.1, XP_010424531.1, XP_019099659.1, XP_010474224.1, XP_010496264.1, XP_010445266.1, XP_010430755.1, XP_010462679.1, XP_010456650.1, XP_010474105.1, XP_019084351.1, XP_019084350.1, XP_010513311.1, XP_010481061.1, XP_010462704.1, XP_010436302.1, XP_010419019.1, XP_010518597.1, XP_010490132.1, XP_010495738.1, XP_019084271.1, XP_010507514.1, XP_010456798.1, XP_019092286.1, XP_010424213.1	XP_020876480.1
OG0000086	XP_019087476.1, XP_010451915.1, XP_010450967.1, XP_010440900.1	XP_002868825.1
OG0000086	XP_010444133.1, XP_010485290.1, XP_019095679.1, XP_019086987.1, XP_010459144.1	XP_002864819.1
OG0000086	XP_019087535.1, XP_010447989.1, XP_019086368.1	XP_002870581.1
OG0000086	XP_010451724.1, XP_010445575.1	XP_002870579.2
OG0000086	XP_010435701.1	XP_020872358.1, XP_002868822.1, XP_002868821.2
OG0000086	XP_010445578.1	XP_002868826.1
OG0000086	XP_019097446.1	XP_020874198.1
OG0000086	XP_010513640.1, XP_010470534.1, XP_019100921.1	XP_020865653.1
OG0000086	XP_019093553.1	XP_020889890.1
OG0000086	XP_010511492.1, XP_010415205.1, XP_010496730.1	XP_020889891.1
OG0000089	XP_010421190.1, XP_010454670.1	XP_020879374.1
OG0000089	NP_001289924.1, XP_010444122.1, XP_010515012.1	XP_020871804.1
OG0000089	XP_010503303.1	XP_020880680.1
OG0000089	XP_010469941.1, XP_010414372.1, XP_010510475.1	XP_020883550.1
OG0000089	XP_010419814.1, XP_010491982.1, XP_010453291.1	XP_002873559.1
OG0000089	XP_010494444.1	XP_002863588.1
OG0000089	XP_010434259.1, XP_010439552.1, XP_010449142.1	XP_020872103.1
OG0000089	XP_010509706.1	XP_002881356.1
OG0000089	XP_010459680.1, XP_010498429.1, XP_010477226.1	XP_020866480.1
OG0000089	XP_010416482.1, XP_010471708.1	XP_020890671.1
OG0000090	XP_010451695.1, XP_010468565.1	XP_020868126.1
OG0000091	XP_010503325.1, XP_010426163.1	XP_020880186.1
OG0000091	XP_010426203.1, XP_010503360.1	XP_002875847.2
OG0000091	XP_019085518.1	XP_002875849.2
OG0000091	XP_019085904.1, XP_019102250.1, XP_019100157.1, XP_010511816.1	XP_020881827.1
OG0000091	XP_019101873.1, XP_010503358.1, XP_010510177.2, XP_010515035.1, XP_010431084.1	XP_020881857.1, XP_020881860.1
OG0000091	XP_010454350.1, XP_010493153.1, XP_010493149.1, XP_010420883.1	XP_020878730.1
OG0000091	XP_010441974.1, XP_010482344.1	XP_002864053.1
OG0000092	XP_019087433.1	XP_020879516.1
OG0000095	XP_010472489.1	XP_020884026.1
OG0000095	XP_010472486.1, XP_010429460.1, XP_010417233.1	XP_020884025.1
OG0000095	XP_010429463.1	XP_002878788.1
OG0000095	XP_010474446.1, XP_019085126.1	XP_002880755.1, XP_002880625.1
OG0000096	XP_019100837.1, XP_010513303.1	XP_020884689.1
OG0000096	XP_019092478.1	XP_002885709.2, XP_020888916.1, XP_002885705.1, XP_002885707.1
OG0000096	XP_010465923.1	XP_002885251.1, XP_020886661.1, XP_020889300.1, XP_020865803.1
OG0000096	XP_019092874.1, XP_019082383.1, XP_010467954.2, XP_019096848.1	XP_020886742.1
OG0000096	XP_010468288.1, XP_010419966.1, XP_010489939.1	XP_002883180.1, XP_002884070.2
OG0000096	XP_010489913.1	XP_020888942.1
OG0000098	XP_010490184.1, XP_010412745.2, XP_010468531.1, XP_019092314.1	XP_020889445.1
OG0000098	XP_010431735.1	XP_020865728.1
OG0000098	XP_010490218.1	XP_002883835.2
OG0000098	XP_010460514.1, XP_010478092.1, XP_019091057.1, XP_010499238.1	XP_002893476.1, XP_020869068.1
OG0000098	XP_010478516.1	XP_020885549.1
OG0000098	XP_010455133.1, XP_010494023.1	XP_020876145.1
OG0000098	XP_019097437.1	XP_020879189.1
OG0000098	XP_010424305.2, XP_010454852.1, XP_010493782.1, XP_010495491.2, XP_010444838.1, XP_010478760.1, XP_010495494.2	XP_002874257.1
OG0000100	XP_019085239.1, XP_010418428.1	XP_020890843.1
OG0000100	XP_010511292.1, XP_010480259.1	XP_020867631.1
OG0000100	XP_010430481.1	XP_020891283.1
OG0000100	XP_019085241.1	XP_020891541.1
OG0000100	XP_010435135.1, XP_010440468.1	XP_020875192.1
OG0000100	XP_010473654.1	XP_002886080.1
OG0000100	XP_010414947.1	XP_020868270.1
OG0000100	XP_019093426.1, XP_019083712.1, XP_010430500.1	XP_002886379.1
OG0000102	XP_010424624.1, XP_010467516.1	XP_020876465.1
OG0000102	XP_010431272.1, XP_010431403.1, XP_010513578.1, XP_010474129.1, XP_010418996.1, XP_010424620.1, XP_010455876.2, XP_010467545.2	XP_002874669.1, XP_020877173.1, XP_020876443.1, XP_002862572.1
OG0000102	XP_010451732.1	XP_002874844.1
OG0000102	XP_010431264.1, XP_010422439.1	XP_002863972.2, XP_002874850.1
OG0000102	XP_010431256.1, XP_010422442.1, XP_010430852.2	XP_002865915.2
OG0000102	XP_010424623.1, XP_010456938.1, XP_010467526.1	XP_002874852.1
OG0000102	XP_010422434.1, XP_010431383.1	XP_002874842.1
OG0000105	XP_019089588.1	XP_020875322.1
OG0000106	XP_019083108.1, XP_010450226.1, XP_010426617.1, XP_019087671.1, XP_019086014.1, XP_010514363.1	XP_020871478.1
OG0000106	XP_010499810.1	XP_020889746.1
OG0000107	XP_010451503.1, XP_010434998.1	XP_002870247.1
OG0000107	XP_010508531.1, XP_010466194.1	XP_020887921.1
OG0000107	XP_010487979.1, XP_010508519.1, XP_010466192.1	XP_002883228.1
OG0000107	XP_010466304.1	XP_020888430.1
OG0000107	XP_010422712.1, XP_010456149.1	XP_020886789.1
OG0000107	XP_010434996.1, XP_010440318.1, XP_010449948.1	XP_002870246.2
OG0000107	XP_010466191.1, XP_019096971.1, XP_010508508.1	XP_020887923.1
OG0000107	XP_010508486.1, XP_010466190.2, XP_019096974.1	XP_020887918.1
OG0000108	XP_010517034.1, XP_010515877.1	XP_020880453.1
OG0000108	XP_010509299.1	XP_020883890.1
OG0000108	XP_010514974.1, XP_010503262.1, XP_010483556.1, XP_010426084.1, XP_010483559.1	XP_020882238.1
OG0000108	XP_010483560.1	XP_020871933.1
OG0000108	XP_010464961.1, XP_010498525.1, XP_010486900.1	XP_020888275.1
OG0000108	XP_010422938.1, XP_010491624.1, XP_010452982.1	XP_020876820.1
OG0000108	NP_001289901.1, XP_010507140.1	XP_020867828.1, XP_002883150.1
OG0000108	XP_019100571.1, XP_019082327.1, XP_019101220.1	XP_002879968.1
OG0000108	XP_010508618.1	XP_002879967.1
OG0000109	XP_019097510.1	XP_020882760.1
OG0000109	XP_010431026.1, XP_010518462.1, XP_019097833.1, XP_010468511.1	XP_020884945.1
OG0000109	XP_010424456.1, XP_019086540.1, XP_019098111.1, XP_019090345.1, XP_010421088.1, XP_019093688.1, XP_010496614.1, XP_010431325.1, XP_019093303.1	XP_020877184.1
OG0000109	XP_010513333.1, XP_010484918.1, XP_010436696.1, XP_019098356.1, XP_019101294.1	XP_020866785.1
OG0000109	XP_010514808.1, XP_010467138.1, XP_010419836.1, XP_010445669.1, XP_010501700.1, XP_019099565.1	XP_020888645.1, XP_020871279.1, XP_020885342.1, XP_020881978.1
OG0000110	XP_019089268.1, XP_010484962.1, XP_019093274.1, XP_019098180.1, XP_019098181.1, XP_010424382.1, XP_010490057.1, XP_019084293.1, XP_019096534.1, XP_019094551.1, XP_010430690.1, XP_010451255.1, XP_010436550.1, XP_019085480.1, XP_019086281.1, XP_010431092.1, XP_019084311.1, XP_010463167.1	XP_020870662.1, XP_002879052.1, XP_002886934.1, XP_020866137.1, XP_002872380.1, XP_020876048.1, XP_002876861.2, XP_002886930.1, XP_002886812.1, XP_002894139.1, XP_002865673.1, XP_002866863.2
OG0000111	XP_010514244.1, XP_010473859.1, XP_010506975.1, XP_010430622.1, XP_010507425.1, XP_010412753.1, XP_010412755.1, XP_010507426.1, XP_019085586.1, XP_010426986.1, XP_010426985.1, XP_010426987.1, XP_010431324.1, XP_010431322.1, XP_010490344.1, XP_019085585.1, XP_010445415.2, XP_010470172.1, XP_010421962.1, XP_010468655.1, XP_010423489.1	XP_002876201.1
OG0000111	XP_010457012.1, XP_010457013.1, XP_010430962.1, XP_019090835.1, XP_010466686.1, XP_010427599.1, XP_010466850.1, XP_010466656.1, XP_010424049.1, XP_010424683.1, XP_010424693.1, XP_010468732.2, XP_010467655.2, XP_010467652.1, XP_010490438.1	XP_002875482.1
OG0000114	XP_019087455.1	XP_020885335.1, XP_020881794.1, XP_020882022.1
OG0000114	XP_010440434.1	XP_020886207.1
OG0000115	XP_010501899.1	XP_020866238.1
OG0000115	XP_010445224.1, XP_010515034.1	XP_020887611.1, XP_020887091.1
OG0000115	XP_010445490.1, XP_019087339.1, XP_019100918.1, XP_010425211.1, XP_010441051.1	XP_020865849.1
OG0000115	XP_010507011.1	XP_020883039.1
OG0000115	XP_010501787.1, XP_010474592.2	XP_020878880.1
OG0000116	XP_010503464.1, XP_010494460.1	XP_002893409.1
OG0000116	XP_010511835.1	XP_020885057.1
OG0000117	XP_010477662.1, XP_019099169.1	XP_020866886.1
OG0000117	XP_019091039.1, XP_019094215.1	XP_020870031.1
OG0000117	XP_010460137.1, XP_010477644.1, XP_019099163.1	XP_020869256.1
OG0000117	XP_019095155.1	XP_002893298.1
OG0000117	XP_019098437.1, XP_010480623.1	XP_020869910.1
OG0000117	XP_019095154.1	XP_020866884.1
OG0000117	XP_010477663.1	XP_002893302.1
OG0000117	XP_019097190.1, XP_010498869.1, XP_010477651.1	XP_002893290.1
OG0000118	XP_010481027.1	XP_020869283.1
OG0000118	XP_010412931.1, XP_010412930.1, XP_019099927.1, XP_019099769.1, XP_019099919.1, XP_019087774.1, XP_019085898.1, XP_010512980.1, XP_019099768.1, XP_010509178.1, XP_010412927.1	XP_020882845.1, XP_020882847.1, XP_020885096.1
OG0000118	XP_010432526.1, XP_010437729.1, XP_010447206.1, XP_010415144.1	XP_020891300.1
OG0000118	XP_010469874.2, XP_019088285.1	XP_020877537.1
OG0000118	XP_010417059.1, XP_010468394.1	XP_020888665.1, XP_002885502.1, XP_020886930.1
OG0000118	XP_019092147.1	XP_020886515.1
OG0000118	XP_019092282.1, XP_010421925.1, XP_010490080.2	XP_020887711.1
OG0000119	XP_010477580.1, XP_010485250.1	XP_020886449.1
OG0000119	XP_019085504.1, XP_019099657.1	XP_020881724.1
OG0000119	XP_010431628.1, XP_010474468.1, XP_019082720.1, XP_010429629.1, XP_010474467.1	XP_020885607.1, XP_002878925.2
OG0000119	XP_010412568.1, XP_010431008.1	XP_020881834.1, XP_020876007.1
OG0000119	XP_010426257.1, XP_010431095.1, XP_010425976.1, XP_010507205.1, XP_010514886.1, XP_010507204.1	XP_002877410.2, XP_020881729.1
OG0000119	XP_010425977.1, XP_019099952.1	XP_020881738.1
OG0000119	XP_019101862.1	XP_020881735.1
OG0000120	XP_010430914.1, XP_010430913.1, XP_010430915.1, XP_010445836.1, XP_010484949.1, XP_010474075.2, XP_010495597.1, XP_010418921.2, XP_010456817.1, XP_010456635.1	XP_020871150.1
OG0000122	XP_010476508.1, XP_010485170.1, XP_019088432.1, XP_019095645.1	XP_020871558.1
OG0000122	XP_010476587.1, XP_010485173.1	XP_020866960.1
OG0000122	XP_010476564.1	XP_020881537.1
OG0000122	XP_019095864.1, XP_019088401.1	XP_020866883.1
OG0000122	XP_019086738.1, XP_010483110.1	XP_020871241.1
OG0000122	XP_010501782.1	XP_002864448.2
OG0000122	XP_010485175.2	XP_020865748.1
OG0000123	XP_019085532.1, XP_010442592.1	XP_002864096.1
OG0000123	XP_019098927.1, XP_019094596.1, XP_019095333.1, XP_019094654.1, XP_019090801.1, XP_019094655.1, XP_010480410.1	XP_020882864.1, XP_020868841.1
OG0000123	XP_019093463.1, XP_019100892.1, XP_019093286.1, XP_010511364.1, XP_019100893.1, XP_019082598.1, XP_019086942.1	XP_002879068.2, XP_002864712.1, XP_002884106.1
OG0000123	XP_019095670.1	XP_002878578.1
OG0000124	XP_010450638.1, XP_010441211.1	XP_020875630.1
OG0000124	XP_010448377.1, XP_010509963.1, XP_019094713.1, XP_010510251.1, XP_010494085.1, XP_010479035.1, XP_010459623.1, XP_010425610.1, XP_019083232.1, XP_010419006.1	XP_020865972.1
OG0000125	XP_019101460.1, XP_010470014.1, XP_019082807.1	XP_020885175.1
OG0000125	XP_010487696.1, XP_010475520.1	XP_020870885.1
OG0000125	XP_010500450.1, XP_010481036.2	XP_020866497.1
OG0000125	XP_010462024.1, XP_010479689.1, XP_010500772.2	XP_020870264.1
OG0000125	XP_010500775.1, XP_010479688.1, XP_010462025.1	XP_020870260.1
OG0000125	XP_010500773.1	XP_020870269.1
OG0000125	XP_010466372.1, XP_010420548.1, XP_019096759.1	XP_020886058.1
OG0000125	XP_010500770.1	XP_020870266.1, XP_020870268.1
OG0000126	XP_010417864.1, XP_010510807.1	XP_020885553.1
OG0000126	XP_010431350.1	XP_020888446.1
OG0000126	XP_019087354.1	XP_020882685.1
OG0000126	XP_010430703.1	XP_020888411.1
OG0000126	XP_010501913.1	XP_020872581.1
OG0000126	XP_010462852.1	XP_020875868.1
OG0000126	XP_010513617.1, XP_010431348.1	XP_020871413.1
OG0000127	XP_010421087.1, XP_010454568.1, XP_010493386.1	XP_002874101.1
OG0000127	XP_010504134.1, XP_010515863.1, XP_010427020.1	XP_020885803.1
OG0000127	XP_010452101.1, XP_010423847.1, XP_010490718.1	XP_002873061.1
OG0000127	XP_010464595.1, XP_010473505.1, XP_010486520.1	XP_020887259.1
OG0000127	XP_010487998.1, XP_010475554.1	XP_020880339.1
OG0000127	XP_010483639.1	XP_020872447.1, XP_002864658.2
OG0000127	XP_010503210.1	XP_020880863.1
OG0000127	XP_010503218.1, XP_010426029.1, XP_010514927.1	XP_002877451.1
OG0000128	XP_019101070.1	XP_020879745.1
OG0000128	XP_010473837.1, XP_019100976.1, XP_010512175.1, XP_010413723.1	XP_020879609.1
OG0000128	XP_010413725.1, XP_010469329.1, XP_019082940.1, XP_019093545.1, XP_019101065.1, XP_010512157.1, XP_010413724.1	XP_020879607.1
OG0000128	XP_019087631.1	XP_020882191.1
OG0000128	XP_019101672.1, XP_010469324.1	XP_020880511.1
OG0000128	XP_010512155.1, XP_010469325.1	XP_020880525.1
OG0000128	XP_010435188.1, XP_010450107.1	XP_002870336.2
OG0000128	XP_010512148.1	XP_020880503.1
OG0000129	XP_019098467.1	XP_020890882.1
OG0000129	XP_019101751.1	XP_020890886.1
OG0000129	XP_019088340.1, XP_010463280.1	XP_020890883.1
OG0000129	XP_010500848.1, XP_019091952.1	XP_020867988.1
OG0000129	XP_019095938.1, XP_019093450.1, XP_019087008.1, XP_010483885.1, XP_019086961.1, XP_010457940.1, XP_010457951.1, XP_019096086.1	XP_002864761.1, XP_020871006.1
OG0000129	XP_019083613.1, XP_010513305.1	XP_020885823.1
OG0000129	XP_010510750.1, XP_019093846.1	XP_002879145.1
OG0000130	XP_019093309.1	XP_020866264.1
OG0000130	XP_010431104.1, XP_019087569.1	XP_020881874.1
OG0000130	XP_010419307.1, XP_010501862.1, XP_010462877.1	XP_002865522.1, XP_020866113.1
OG0000130	XP_019087334.1, XP_019086307.1, XP_019092288.1	XP_002878891.2
OG0000130	XP_010456882.1	XP_020866161.1
OG0000132	XP_010504321.2, XP_010427222.1, XP_010412779.1	XP_020880888.1
OG0000132	XP_019089258.1	XP_020871248.1, XP_020872039.1
OG0000132	XP_010451863.1, XP_010445618.1, XP_019087492.1	XP_020873181.1, XP_020875462.1
OG0000134	XP_019094814.1	XP_002892003.1, XP_020866269.1, XP_020870825.1
OG0000134	XP_010463849.1	XP_020865886.1
OG0000134	XP_010440932.1, XP_010450927.1, XP_010435732.1	XP_020874575.1, XP_020874571.1, XP_020874573.1, XP_020874585.1, XP_020874574.1
OG0000134	XP_010510753.1, XP_010417913.1, XP_010473148.1	XP_020883481.1
OG0000134	XP_010449922.1, XP_010442102.1, XP_010491769.1	XP_020879464.1, XP_020879441.1, XP_002863119.2, XP_020875295.1, XP_020875315.1
OG0000134	XP_010419679.1	XP_002873501.1
OG0000137	XP_010449549.1, XP_010443164.1, XP_010443165.1, XP_010482979.1	XP_002866093.1
OG0000137	XP_010446124.1	XP_020872009.1
OG0000137	XP_010449475.1	XP_020881819.1
OG0000137	XP_019094517.1	XP_002891107.2
OG0000137	XP_010482976.2, XP_010449529.1, XP_010443158.1, XP_010449537.1	XP_020870474.1
OG0000137	XP_010443157.1, XP_010482975.1	XP_002866092.1
OG0000137	XP_010482974.1, XP_010449487.1, XP_010443156.1	XP_020872008.1
OG0000137	XP_010488707.1, XP_010467019.1, XP_010473574.1, XP_010485064.1	XP_020871354.1
OG0000138	XP_010512641.1, XP_010473771.2	XP_020880953.1, XP_020865702.1
OG0000138	XP_010459258.1	XP_020880529.1
OG0000138	XP_010513712.1, XP_010513709.1, XP_019102447.1, XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019100975.1, XP_019100422.1, XP_010516554.1, XP_019101673.1, XP_019093914.1, XP_010413722.1	XP_020881910.1, XP_020880545.1
OG0000138	XP_010431708.1, XP_019101750.1, XP_019082847.1, XP_010468953.1, XP_019082884.1, XP_019101747.1	XP_020880319.1
OG0000138	XP_010507432.1, XP_010412763.1, XP_019085590.1	XP_002876243.1
OG0000140	XP_019096790.1	XP_020883678.1
OG0000140	XP_010426758.1	XP_020890722.1
OG0000140	XP_010421794.1	XP_020890690.1
OG0000141	XP_010458659.1, XP_019094334.1	XP_020869968.1
OG0000141	XP_010462666.1, XP_010476194.1	XP_020867361.1
OG0000141	XP_010435102.1	XP_020867542.1, XP_020874215.1
OG0000141	XP_010476199.2	XP_002889921.2
OG0000141	XP_010418252.1, XP_010418251.1, XP_010473486.1, XP_010430326.1, XP_010430323.1	XP_020891049.1
OG0000141	XP_010430322.1	XP_020891221.1
OG0000144	XP_010513130.1, XP_010450989.1, XP_010436850.1, XP_010468416.1, XP_010444924.1, XP_010478404.1, XP_010445877.1, XP_019095620.1, XP_010507767.1, XP_010507290.1, XP_010463499.1, XP_010474382.1, XP_019100881.1, XP_010462934.1, XP_010490426.1, XP_010451691.1, XP_010445416.1, XP_010412447.1, XP_010480932.1, XP_010513634.1, XP_010495300.1, XP_010431190.1, XP_010445510.1, XP_010484841.1	XP_020875124.1
OG0000148	XP_019098989.1, XP_010486624.1, XP_010464693.1	XP_020886427.1
OG0000148	XP_010463253.1	XP_002894068.1
OG0000148	XP_019082655.1, XP_010431469.1	XP_020889929.1
OG0000148	XP_010501884.1, XP_010479216.1	XP_020868378.1
OG0000148	XP_010431050.2, XP_010412597.1	XP_020888855.1
OG0000148	XP_010495265.1, XP_010495267.1, XP_010495269.1, XP_019090062.1, XP_019083858.1, XP_010495266.1	XP_020877791.1
OG0000150	XP_019097474.1	XP_020866739.1
OG0000151	XP_010427259.1, XP_010504355.1	XP_020881605.1
OG0000151	XP_010504354.1, XP_010516066.1, XP_010427258.1	XP_002878017.1
OG0000151	XP_010517272.1, XP_010505600.1, XP_010509030.1	XP_002881649.1
OG0000151	XP_010516065.1, XP_010504353.1, XP_010427257.1	XP_002878016.1
OG0000151	XP_010427003.1, XP_010515843.1, XP_010504115.1	XP_020880621.1
OG0000151	XP_010517003.1, XP_010505317.1, XP_010509348.1	XP_020884903.1
OG0000151	XP_010453438.1, XP_010492119.1, XP_010419943.1	XP_002871574.1
OG0000153	XP_019093755.1, XP_010510498.1	XP_020885355.1
OG0000153	XP_010510508.1, XP_019083065.1, XP_019093759.1	XP_020885350.1
OG0000153	XP_010469818.1, XP_010510314.1, XP_010510309.1, XP_010480220.1, XP_010510316.1, XP_010510310.1, XP_010469814.1	XP_002881123.1
OG0000153	XP_010414396.1, XP_010469964.1, XP_019101440.1	XP_020885353.1
OG0000153	XP_010414398.1	XP_020885363.1
OG0000153	XP_019101445.1, XP_019093758.1, XP_010469968.1	XP_020885362.1
OG0000154	XP_019094641.1	XP_020866593.1
OG0000154	XP_010479548.1, XP_010500655.1, XP_010454099.1, XP_019084172.1, XP_010492860.1	XP_020879595.1, XP_020877958.1
OG0000154	XP_010440216.1, XP_010449863.1	XP_020874310.1
OG0000154	XP_010461930.1	XP_020866511.1
OG0000154	XP_010479636.2	XP_020869438.1
OG0000154	XP_019091146.1	XP_020867948.1
OG0000154	XP_010479545.1	XP_020867950.1, XP_020867947.1, XP_020867946.1
