Orthogroup	Camelina_sativa	Brassica_rapa
OG0000061	XP_019101969.1, XP_019083787.1	XP_033137465.1
OG0000061	XP_019091030.1	XP_033145824.1, XP_009140814.1
OG0000061	XP_019100817.1, XP_010491240.1	XP_033145280.1
OG0000061	XP_010510427.1	XP_009133838.1
OG0000061	XP_010430593.1	XP_033134438.1
OG0000062	XP_019094835.1, XP_010445890.1, XP_010424291.1, XP_019097384.1, XP_019092382.1, XP_010513205.1, XP_010513649.1	XP_009106514.2, XP_033138783.1, XP_033134230.1, XP_033129421.1
OG0000063	XP_019089097.1	XP_033144322.1
OG0000063	XP_019088608.1, XP_019091190.1, XP_019101846.1, XP_019096222.1, XP_019086020.1, XP_019084316.1	XP_033131783.1
OG0000064	XP_019097464.1, XP_019095830.1, XP_010495949.1, XP_019097470.1, XP_019097730.1, XP_010494197.1, XP_010494198.1, XP_010495950.1, XP_010467928.1, XP_010484899.1, XP_019095588.1, XP_010442146.1, XP_010481977.1, XP_010481978.1, XP_010494196.1, XP_010494195.1, XP_010494194.1	XP_033134282.1, XP_033134283.1, XP_033136270.1, XP_033135749.1, XP_033135748.1, XP_033135746.1, XP_033135747.1, XP_033134284.1, XP_033135687.1, XP_033136269.1, XP_033135741.1, XP_033135477.1, XP_009124650.2, XP_033136272.1, XP_033136268.1, XP_009124058.2, XP_033135744.1, XP_033136271.1, XP_009124087.2, XP_033135742.1, XP_033135743.1, XP_033135685.1, XP_033135686.1, XP_033135684.1, XP_033135688.1
OG0000065	XP_010470573.1, XP_010511598.1, XP_019083199.1, XP_019100931.1	XP_009105243.1
OG0000065	XP_010496110.1	XP_033143336.1
OG0000065	XP_010440921.1, XP_010440922.2, XP_010450949.1	XP_009125065.1
OG0000065	XP_010450947.1, XP_019086129.1	XP_009140044.1
OG0000065	XP_010441031.1, XP_019089248.1, XP_010435808.1	XP_009140101.2, XP_009151130.2
OG0000066	XP_010514443.1, XP_010502711.1	XP_009129719.2
OG0000066	XP_010491788.1, XP_010431986.1	XP_009131189.1
OG0000066	XP_010431988.1	XP_009130061.1
OG0000067	XP_010474142.1	XP_033139687.1, XP_033129159.1, XP_033136430.1, XP_033143282.1
OG0000067	XP_010468532.1, XP_019085178.1, XP_010445366.1, XP_010436483.1	XP_018508435.1
OG0000067	XP_010470520.1	XP_033143570.1
OG0000067	XP_010507263.1	XP_009127952.2
OG0000067	XP_010462653.1, XP_010495193.1, XP_010424660.1, XP_010474442.1, XP_010506977.1	XP_018508607.1
OG0000068	XP_010423843.1, XP_019090686.1, XP_010423328.1, XP_010423367.1, XP_010452589.1, XP_019097301.1, XP_010490972.1, XP_010424780.1, XP_010452237.1, XP_019084545.1, XP_019097292.1	XP_033137765.1, XP_009122279.3, XP_033144949.1, XP_033144954.1
OG0000069	XP_019083270.1, XP_019100969.1	XP_033144869.1
OG0000069	XP_010424996.1, XP_019101786.1, XP_010506856.1, XP_010437086.1, XP_010457739.1, XP_010485812.1, XP_010475324.1	XP_018512413.1, XP_009105410.1
OG0000069	XP_019087685.1, XP_010478135.1, XP_010444227.1, XP_010444236.1, XP_010484077.1, XP_019093841.1, XP_019093843.1, XP_010460670.1, XP_010444261.1, XP_019095680.1	XP_033144867.1, XP_033144865.1, XP_009137441.1, XP_033143704.1, XP_009150992.2
OG0000070	XP_010458359.1, XP_010475885.1, XP_010490823.1, XP_010425101.1, XP_010502325.1, XP_010514084.1, XP_010425103.1, XP_010506934.1, XP_010502326.1, XP_010514085.1	XP_009123589.1, XP_033136464.1
OG0000070	XP_010459699.1, XP_010477249.1, XP_010448526.1, XP_010438976.1, XP_010433736.1	XP_009149503.1
OG0000074	XP_010513382.1	XP_033139578.1
OG0000074	XP_010471120.1	XP_009115282.1, XP_018515120.1, XP_009124283.2, XP_033148537.1, XP_033138826.1
OG0000074	XP_019087687.1	XP_009150337.1, XP_033143354.1, XP_033139002.1, XP_033145286.1, XP_033138837.1
OG0000074	XP_010495562.1, XP_010463274.1, XP_010507355.1, XP_010497102.1, XP_010480731.1	XP_009124358.2
OG0000074	XP_019097678.1	XP_009119511.1, XP_033131958.1
OG0000074	XP_010469242.1, XP_019095568.1	XP_009150440.1, XP_009117211.1
OG0000075	XP_010437077.1, XP_019086095.1, XP_010446510.1	XP_009101862.1
OG0000076	XP_019086777.1, XP_019088762.1, XP_010446406.1	XP_009101919.1
OG0000076	XP_010497340.1	XP_009134123.2, XP_033134012.1, XP_009126890.1, XP_033147785.1, XP_009134127.2, XP_018514362.2, XP_009134129.2, XP_009134122.2
OG0000077	XP_010481626.1	XP_033139970.1
OG0000077	XP_019101057.1	XP_033134075.1
OG0000077	XP_010430698.1, XP_010489646.1, XP_010512993.2, XP_019099582.1, XP_010430699.1, XP_010518589.1, XP_010425134.1, XP_010425130.1	XP_033141183.1
OG0000077	XP_019094380.1, XP_010462608.1	XP_009148269.1
OG0000077	XP_010494467.1	XP_009113876.1, XP_009149053.2
OG0000078	XP_010492794.1, XP_010492795.1	XP_009131641.1
OG0000078	XP_019090250.1, XP_019090249.1, XP_019083862.1, XP_019097999.1, XP_019098000.1, XP_019089956.1, XP_019083864.1, XP_019089955.1, XP_019083868.1, XP_019089957.1, XP_019090652.1, XP_019083867.1, XP_019083863.1, XP_019090034.1, XP_019098001.1, XP_019090033.1, XP_019097860.1, XP_019098095.1, XP_010420540.1, XP_019098087.1, XP_019098096.1, XP_019098094.1, XP_019090301.1, XP_019083860.1	XP_009126231.2, XP_009131624.1, XP_009121025.2, XP_009131630.2, XP_009126229.1, XP_009131627.1
OG0000079	XP_010512845.1, XP_010415622.1, XP_019095296.1, XP_019090335.1, XP_019091163.1, XP_019082564.1, XP_019087463.1, XP_019093257.1	XP_009128331.1, XP_033137616.1, XP_033144013.1, XP_033145947.1, XP_033147003.1, XP_033133869.1, XP_033132648.1, XP_009104162.1, XP_009128728.2, XP_033145258.1, XP_033141181.1, XP_033141130.1, XP_033129223.1, XP_033139099.1, XP_033129128.1, XP_033129127.1, XP_033147269.1, XP_033136406.1, XP_033148881.1, XP_033133874.1, XP_033130432.1, XP_033131180.1, XP_033147836.1, XP_009121263.2, XP_033146531.1, XP_009122926.1, XP_033143107.1, XP_033143236.1, XP_033136497.1, XP_033134319.1, XP_033147267.1, XP_009108250.2, XP_033148205.1, XP_033131034.1, XP_033129991.1, XP_033134219.1, XP_033145242.1, XP_033131468.1, XP_033139661.1, XP_033129913.1, XP_033128795.1, XP_033130871.1, XP_033146432.1, XP_033128838.1, XP_033133429.1, XP_033146434.1, XP_033128695.1, XP_033129645.1
OG0000081	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1	XP_018509212.1, XP_033131829.1, XP_033133259.1
OG0000082	XP_019090632.1	XP_033131405.1, XP_009110495.1
OG0000083	XP_010462955.1, XP_010507316.1	XP_033134381.1, XP_033147924.1, XP_033133989.1
OG0000083	XP_010484936.1	XP_033141175.1
OG0000086	XP_010435701.1	XP_009140166.1
OG0000086	XP_010445581.1, XP_010451914.1	XP_033147599.1
OG0000086	XP_019093553.1, XP_010511492.1, XP_010415205.1, XP_010496730.1	XP_009132807.1
OG0000086	XP_019093672.1, XP_019095324.1	XP_033130821.1
OG0000089	XP_010421190.1, XP_010454670.1	XP_009150907.1
OG0000089	XP_010444122.1	XP_009151388.1
OG0000089	XP_010503303.1	XP_009150568.2, XP_009149954.2
OG0000089	XP_010469941.1, XP_010414372.1, XP_010510475.1	XP_009144365.1, XP_009141007.2
OG0000089	XP_010419814.1, XP_010491982.1, XP_010453291.1	XP_009121863.1
OG0000089	XP_010494444.1	XP_009113926.1, XP_009101721.2
OG0000089	XP_010434259.1, XP_010439552.1, XP_010449142.1	XP_009123590.1
OG0000089	XP_010516638.1, XP_010504960.1	XP_018514901.1
OG0000089	XP_010416482.1, XP_010471708.1	XP_009106234.1
OG0000090	XP_019085398.1, XP_010480749.1	XP_033147238.1
OG0000090	XP_010461690.1	XP_033128016.1, XP_033136189.1
OG0000090	XP_010513380.1	XP_009114438.1, XP_033147067.1
OG0000090	XP_010451695.1, XP_010468565.1	XP_009139876.1, XP_009138593.2, XP_033141256.1, XP_033148504.1
OG0000091	XP_010426203.1, XP_010503360.1	XP_009119422.1
OG0000091	XP_019085904.1, XP_019102250.1, XP_019100157.1, XP_010511816.1	XP_009144708.1, XP_018509698.1, XP_009140909.1, XP_009140910.1
OG0000091	XP_019082456.1	XP_009150032.2
OG0000091	XP_010454350.1, XP_010493153.1, XP_010493149.1, XP_010420883.1	XP_009131797.1, XP_009120802.1
OG0000091	XP_010441974.1, XP_010482344.1	XP_009143939.1, XP_033147614.1
OG0000092	XP_010468079.1, XP_019094590.1, XP_019089182.1	XP_033132808.1
OG0000092	XP_019089181.1, XP_019094589.1, XP_010468080.1	XP_009145085.2
OG0000092	XP_019093410.1	XP_033136537.1
OG0000092	XP_019084184.1, XP_010412600.1, XP_010430878.1, XP_010430774.1, XP_019098319.1, XP_010484985.1, XP_019097507.1, XP_019084380.1	XP_033132217.1
OG0000095	XP_010472486.1, XP_010429460.1, XP_010417233.1	XP_009134223.1, XP_009140586.1
OG0000095	XP_010474446.1, XP_019085126.1	XP_033145267.1, XP_033145730.1
OG0000096	XP_019092478.1	XP_009136113.1
OG0000096	XP_010431195.1, XP_019099139.1	XP_033148466.1
OG0000096	XP_010422163.1, XP_010496193.1, XP_010468105.1	XP_009126084.3, XP_033130384.1
OG0000098	XP_010499627.1, XP_010499629.1, XP_010501676.1, XP_010478514.2, XP_010480772.1	XP_033141220.1
OG0000098	XP_010431735.1	XP_033144223.1, XP_009137095.2, XP_033143042.1
OG0000098	XP_010460514.1, XP_010478092.1, XP_019091057.1, XP_010499238.1, XP_010478516.1	XP_009150964.1, XP_009130073.1
OG0000100	XP_010496571.1	XP_009140612.2
OG0000100	XP_010430481.1	XP_018509586.1
OG0000100	XP_019085241.1	XP_018513710.2
OG0000100	XP_010418223.1	XP_033135340.1
OG0000100	XP_019093426.1, XP_019083712.1, XP_010430500.1	XP_033135318.1
OG0000101	XP_019084377.1, XP_010426130.1	XP_033135654.1
OG0000101	XP_010513534.1	XP_009123725.2
OG0000101	XP_019095473.1, XP_019084297.1, XP_019096310.1, XP_019100867.1, XP_010468539.2, XP_019091545.1, XP_019092371.1	XP_033143361.1, XP_033133927.1, XP_033145957.1
OG0000102	XP_010431264.1, XP_010422439.1	XP_009140229.1
OG0000102	XP_010431256.1, XP_010422442.1, XP_010430852.2	XP_009121666.1
OG0000102	XP_010422434.1, XP_010431383.1	XP_009134336.2, XP_009110937.1, XP_033135887.1
OG0000102	XP_019084229.1, XP_019090199.1, XP_019090267.1	XP_033136290.1, XP_033140146.1
OG0000105	XP_010456570.1	XP_033141972.1
OG0000106	XP_010426473.1	XP_033134365.1, XP_009106472.1, XP_033138832.1, XP_033136535.1, XP_009129265.1
OG0000107	XP_019093535.1, XP_010417843.1, XP_010473089.1	XP_033131954.1, XP_009113964.1
OG0000107	XP_010508531.1, XP_010466194.1	XP_018514730.2
OG0000107	XP_010468313.1, XP_019096413.1, XP_010487979.1, XP_010508519.1, XP_010466192.1	XP_009140112.1, XP_033142636.1
OG0000107	XP_010466304.1, XP_010422712.1, XP_010456149.1, XP_010467059.1, XP_010434996.1, XP_010440318.1, XP_010449948.1	XP_009111243.1
OG0000107	XP_010494611.1, XP_019083601.1, XP_010425701.1, XP_010514626.1, XP_010507118.2	XP_009107347.1, XP_009117328.1
OG0000108	XP_010505356.1, XP_010504145.1, XP_010517034.1, XP_010515877.1, XP_010509299.1	XP_009133195.1, XP_009141678.2
OG0000108	XP_010454923.1	XP_009150245.1
OG0000108	XP_010464961.1, XP_010498525.1, XP_010486900.1	XP_009146646.1
OG0000108	XP_010422938.1, XP_010491624.1, XP_010452982.1	XP_033138402.1, XP_009131124.2, XP_009125344.2
OG0000108	NP_001289901.1, XP_010507140.1	XP_009145858.2, XP_018513774.1
OG0000108	XP_010461764.1, XP_010479361.1, XP_010500469.1	XP_009135599.1
OG0000109	XP_010514808.1, XP_010467138.1, XP_010419836.1, XP_010445669.1, XP_010501700.1, XP_019099565.1	XP_033129717.1, XP_033139404.1, XP_033133988.1, XP_033135850.1, XP_033142467.1, XP_033139430.1, XP_033138987.1, XP_033134841.1
OG0000110	XP_019089268.1, XP_010484962.1, XP_019093274.1, XP_019098180.1, XP_019098181.1, XP_010424382.1, XP_010490057.1, XP_019084293.1, XP_019096534.1, XP_019094551.1, XP_010430690.1, XP_010451255.1, XP_010436550.1, XP_019085480.1, XP_019086281.1, XP_010431092.1, XP_019084311.1, XP_010463167.1	XP_009135134.2, XP_009151027.2, XP_033142705.1, XP_033129379.1, XP_033134264.1, XP_033148525.1, XP_033147962.1, XP_018511583.2, XP_018512883.1, XP_033145191.1, XP_033134317.1, XP_033147814.1
OG0000111	XP_010457012.1, XP_010457013.1, XP_010430962.1, XP_019090835.1, XP_010466686.1, XP_010427599.1, XP_010466850.1, XP_010466656.1, XP_010424049.1, XP_010424683.1, XP_010424693.1, XP_010468732.2, XP_010467655.2, XP_010467652.1, XP_010490438.1	XP_009102969.1, XP_009104069.1, XP_009121559.1, XP_009119630.1, XP_009116825.1
OG0000113	XP_010445113.1, XP_010507077.1, XP_010451873.1, XP_010463212.1, XP_010412473.1, XP_010445187.1, XP_010490339.1, XP_010436789.1, XP_010436791.1, XP_010513459.1, XP_019096412.1, XP_010507294.1, XP_010507295.1, XP_010495584.1, XP_010490251.1, XP_010456789.1, XP_010445707.1, XP_010445706.1, XP_010467137.1, XP_010445188.1, XP_010420944.2, XP_010467984.1, XP_010513442.1	XP_033134259.1, XP_033134292.1, XP_033148544.1, XP_033138745.1, XP_033148606.1, XP_033143257.1, XP_033136505.1, XP_033134387.1, XP_033131249.1, XP_033134191.1, XP_033145268.1, XP_033141191.1, XP_033143294.1, XP_033138793.1, XP_033131066.1, XP_033131512.1, XP_033148493.1, XP_033131862.1, XP_033143310.1, XP_033134196.1, XP_033129359.1, XP_033138744.1, XP_033143346.1
OG0000114	XP_019087455.1	XP_033145921.1
OG0000115	XP_010474174.1, XP_010518625.1, XP_010495521.1, XP_010431181.1	XP_009137698.1
OG0000115	XP_010445224.1, XP_010515034.1, XP_010463443.1, XP_010480858.2, XP_010497103.1	XP_009102138.1
OG0000116	XP_010503464.1, XP_010494460.1	XP_033143201.1, XP_009115039.1, XP_009137034.2, XP_033132498.1, XP_033135118.1, XP_033134167.1, XP_009134460.2, XP_009122979.1, XP_033135204.1, XP_033137857.1, XP_018510163.1, XP_018509848.2, XP_018511518.1, XP_018512844.2, XP_033134594.1
OG0000116	XP_010511835.1	XP_009115537.1
OG0000117	XP_010477662.1, XP_019099169.1	XP_009115511.1
OG0000117	XP_019091039.1, XP_019094215.1	XP_033135734.1, XP_009115048.1, XP_009115516.1
OG0000117	XP_010477663.1	XP_033130333.1
OG0000117	XP_019097190.1, XP_010498869.1, XP_010477651.1, XP_019099166.1	XP_033132544.1, XP_033132543.1, XP_009110093.1, XP_033132540.1, XP_009112003.1
OG0000118	XP_010481027.1, XP_010512985.1, XP_019099766.1, XP_010412931.1, XP_010412930.1, XP_019099927.1, XP_019099769.1, XP_019099919.1, XP_019087774.1, XP_019085898.1, XP_010512980.1, XP_019099768.1, XP_010509178.1, XP_010412927.1, XP_010469409.1, XP_019084299.1	XP_009113644.3, XP_009115539.2, XP_033135170.1, XP_033135169.1, XP_033135012.1, XP_009135990.1, XP_033135900.1
OG0000118	XP_019092282.1, XP_010421925.1, XP_010490080.2	XP_033143226.1
OG0000119	XP_010485255.1, XP_010446216.1, XP_019086924.1	XP_033138803.1
OG0000119	XP_019085504.1, XP_019099657.1	XP_033139673.1
OG0000119	XP_010431628.1, XP_010474468.1, XP_019082720.1, XP_010429629.1, XP_010474467.1, XP_010412568.1, XP_010431008.1, XP_010426257.1, XP_010431095.1, XP_010425976.1, XP_010507205.1, XP_010514886.1, XP_010507204.1	XP_009140726.1
OG0000119	XP_019085142.1, XP_019089199.1	XP_033143911.1
OG0000119	XP_010425977.1, XP_019099952.1	XP_009102480.1
OG0000119	XP_019101862.1, XP_019099656.1, XP_010431012.1, XP_019101861.1	XP_033131888.1
OG0000120	XP_010430914.1, XP_010430913.1, XP_010430915.1, XP_010445836.1, XP_010484949.1, XP_010474075.2, XP_010495597.1, XP_010418921.2, XP_010456817.1, XP_010456635.1	XP_009101979.1
OG0000121	XP_019082557.1, XP_010474076.1	XP_009144746.3
OG0000121	XP_010474089.1, XP_010490183.1	XP_033141060.1
OG0000122	XP_010451113.1	XP_033139826.1, XP_033139827.1
OG0000122	XP_010501782.1	XP_033142107.1, XP_009132310.1, XP_033144567.1
OG0000122	XP_010485169.1, XP_010476450.1	XP_033137394.1
OG0000122	XP_010463198.1, XP_019094537.1	XP_033142009.1, XP_018512820.2
OG0000122	XP_010485175.2	XP_033139821.1
OG0000123	XP_019085532.1, XP_010442592.1	XP_009132628.1, XP_033142284.1
OG0000124	XP_010450638.1, XP_010441211.1	XP_033145235.1
OG0000124	XP_010445250.1, XP_019101568.1, XP_019093938.1, XP_019095454.1, XP_019086354.1	XP_009145189.1
OG0000124	XP_010493377.1, XP_010496376.1, XP_010492308.1, XP_019094054.1, XP_010489205.1, XP_010500816.1, XP_019097614.1, XP_019092896.1	XP_033139475.1, XP_009150285.1, XP_033144074.1, XP_009103633.1, XP_009139448.1, XP_009144927.1, XP_033128191.1, XP_033146613.1, XP_009144615.1
OG0000125	XP_010510549.1, XP_010414453.2, XP_010473989.1	XP_033145187.1, XP_033131572.1
OG0000125	XP_010487696.1, XP_010475520.1	XP_009118428.1
OG0000125	XP_010500450.1, XP_010481036.2	XP_033146903.1
OG0000125	XP_010462024.1, XP_010479689.1, XP_010500772.2, XP_010500775.1, XP_010479688.1, XP_010462025.1, XP_010500773.1	XP_009144873.1
OG0000125	XP_010466372.1, XP_010420548.1, XP_019096759.1	XP_009135746.2, XP_018514690.2
OG0000126	XP_010417864.1, XP_010510807.1	XP_033134231.1
OG0000126	XP_010431350.1	XP_033132090.1
OG0000126	XP_019097360.1, XP_010463419.1	XP_033130693.1
OG0000126	XP_010418853.1	XP_033133986.1
OG0000126	XP_010430703.1, XP_010473754.1	XP_033148740.1
OG0000126	XP_010480822.1, XP_010445155.1	XP_033136403.1
OG0000126	XP_010463096.1, XP_010490253.1, XP_010501554.1, XP_010513124.1, XP_010513566.1, XP_010418623.2, XP_010462540.1, XP_010444994.2, XP_010436243.1, XP_019099650.1, XP_010517151.1	XP_033133742.1
OG0000126	XP_010513617.1, XP_010431348.1, XP_010473753.1	XP_033141534.1
OG0000127	XP_010421087.1, XP_010454568.1, XP_010493386.1	XP_009120626.1, XP_009131894.1
OG0000127	XP_010504134.1, XP_010515863.1, XP_010427020.1	XP_009103877.2, XP_009139383.1, XP_009116061.1
OG0000127	XP_010443777.1, XP_010455739.1, XP_010483639.1, XP_010503210.1	XP_009120513.1
OG0000127	XP_010426025.1	XP_009150049.1
OG0000128	XP_019101070.1	XP_009104190.1
OG0000128	XP_019101672.1, XP_010469324.1	XP_009116587.1, XP_018508692.1
OG0000128	XP_010512155.1, XP_010469325.1	XP_009104193.2
OG0000129	XP_019098467.1	XP_033146831.1, XP_033146830.1
OG0000129	XP_019088340.1, XP_010463280.1	XP_009127389.1
OG0000129	XP_010500848.1, XP_019091952.1, XP_019095938.1, XP_019093450.1, XP_019087008.1, XP_010483885.1, XP_019086961.1, XP_010457940.1, XP_010457951.1, XP_019096086.1, XP_019083613.1, XP_010513305.1, XP_010510750.1, XP_019093846.1	XP_009130179.2, XP_009130183.1
OG0000130	XP_019099640.1, XP_010424169.1, XP_010445343.2, XP_010456748.1, XP_010422447.2, XP_019089262.1	XP_009124883.1
OG0000130	XP_019087334.1, XP_019086307.1, XP_019092288.1	XP_033138416.1
OG0000130	XP_019089170.1	XP_009107043.1, XP_033130441.1
OG0000132	XP_010504321.2, XP_010427222.1, XP_010412779.1	XP_009116244.2, XP_009116245.1, XP_009116184.2, XP_033137144.1, XP_018510613.1
OG0000132	XP_019089258.1, XP_010451863.1, XP_010445618.1, XP_019087492.1, XP_010451864.1, XP_019087490.1, XP_019089260.1	XP_009144883.2
OG0000134	XP_019094814.1, XP_010509565.1	XP_018508210.2
OG0000134	XP_010510753.1, XP_010417913.1, XP_010473148.1	XP_033130500.1
OG0000134	XP_010419679.1	XP_033142785.1, XP_033142547.1, XP_009113973.2, XP_033142504.1
OG0000136	XP_010463070.1, XP_010424514.1, XP_010481219.1, XP_010456454.1, XP_019089179.1	XP_033133938.1
OG0000136	XP_010445900.1, XP_010501525.1	XP_033134355.1
OG0000136	XP_010456449.1, XP_010462627.1	XP_033143311.1
OG0000137	XP_010449511.1, XP_010443159.1, XP_010482977.1	XP_033144579.1, XP_009127007.2, XP_033139637.1
OG0000137	XP_010449549.1, XP_010443164.1, XP_010443165.1, XP_010482979.1	XP_009111746.1, XP_009127005.1
OG0000137	XP_010485140.1	XP_009127057.1
OG0000137	XP_010449475.1	XP_018510146.1
OG0000137	XP_010482976.2, XP_010449529.1, XP_010443158.1, XP_010449537.1	XP_033138715.1
OG0000137	XP_010443157.1, XP_010482975.1	XP_009132393.1
OG0000137	XP_010482974.1, XP_010449487.1, XP_010443156.1	XP_009132642.1, XP_009120051.1
OG0000138	XP_010513712.1, XP_010513709.1, XP_019102447.1, XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019100975.1, XP_019100422.1, XP_010516554.1, XP_019101673.1, XP_019093914.1, XP_010413722.1	XP_033146362.1
OG0000140	XP_010501556.1, XP_010436519.1, XP_019086253.1	XP_009145081.1
OG0000140	XP_010503049.1	XP_033143885.1, XP_033142513.1, XP_033133877.1
OG0000140	XP_010415262.1, XP_019096790.1	XP_009114858.1
OG0000140	XP_010421794.1	XP_018513794.1, XP_009111975.1, XP_033143251.1, XP_033133624.1, XP_033142267.1
OG0000141	XP_010476200.2	XP_009148793.2
OG0000141	XP_010458659.1, XP_019094334.1	XP_033135443.1
OG0000141	XP_010476182.1, XP_019091459.1	XP_009118104.3
OG0000141	XP_010462666.1, XP_010476194.1	XP_018510931.2
OG0000141	XP_010435102.1	XP_009110666.1
OG0000141	XP_010476199.2	XP_009118092.2, XP_033134902.1
OG0000143	XP_010481077.1, XP_010424415.1, XP_010445585.1, XP_010424605.1, XP_010430920.1, XP_010490193.1, XP_010445599.2, XP_010445508.1	XP_033134274.1, XP_033135796.1
OG0000144	XP_010513130.1, XP_010450989.1, XP_010436850.1, XP_010468416.1, XP_010444924.1, XP_010478404.1, XP_010445877.1, XP_019095620.1, XP_010507767.1, XP_010507290.1, XP_010463499.1, XP_010474382.1, XP_019100881.1, XP_010462934.1, XP_010490426.1, XP_010451691.1, XP_010445416.1, XP_010412447.1, XP_010480932.1, XP_010513634.1, XP_010495300.1, XP_010431190.1, XP_010445510.1, XP_010484841.1	XP_018512694.1, XP_009136015.2, XP_033134344.1, XP_033134061.1, XP_033145313.1, XP_009108029.2, XP_033143216.1, XP_033141131.1, XP_033132198.1, XP_033139997.1, XP_033143264.1, XP_033143308.1, XP_033134271.1, XP_033138779.1, XP_009121247.2, XP_033128204.1, XP_033148594.1, XP_009140408.1, XP_009115950.1, XP_018512879.2, XP_009144130.2, XP_009103777.2, XP_033148590.1, XP_033145709.1, XP_033131876.1, XP_033131872.1, XP_009149576.1, XP_033131981.1, XP_033141234.1, XP_033143039.1, XP_033132224.1, XP_009107600.1, XP_009137109.2, XP_009121333.2, XP_033143088.1, XP_033135941.1, XP_009145568.2, XP_009132243.2, XP_009137728.2
