Orthogroup	Camelina_sativa	Arabidopsis_arenosa
OG0000092	XP_010463305.1	jg14356
OG0000092	XP_019089181.1, XP_019094589.1, XP_010468080.1	jg32487
OG0000092	XP_019093410.1	jg26653
OG0000095	XP_010472486.1, XP_010429460.1, XP_010417233.1	jg17289
OG0000095	XP_010429463.1	jg17270, jg17392, jg16998, jg17271
OG0000095	XP_010474446.1, XP_019085126.1	jg16995, jg17274, jg17286, jg17001, jg16991
OG0000095	XP_010417173.1, XP_019098401.1, XP_010429391.1, XP_010429395.1, XP_010429390.1, XP_010431591.1	jg16900
OG0000096	XP_019100837.1, XP_010513303.1	jg17690, jg17691, jg17695
OG0000096	XP_019092478.1	jg26888, jg26886
OG0000096	XP_010465923.1	jg25959, jg6741, jg26029, jg25961, jg6747, jg25960, jg6746, jg25966, jg12059, jg25964, jg25967
OG0000096	XP_019092874.1, XP_019082383.1, XP_010467954.2, XP_019096848.1	jg26027, jg26030
OG0000096	XP_010468288.1, XP_010419966.1, XP_010489939.1	jg26079, jg27891
OG0000096	XP_010431195.1, XP_019099139.1, XP_010507362.2, XP_010412683.1	jg14860
OG0000096	XP_010489913.1	jg6740, jg25958
OG0000098	XP_010490184.1, XP_010412745.2, XP_010468531.1, XP_019092314.1	jg27107
OG0000098	XP_010499627.1, XP_010499629.1, XP_010501676.1, XP_010478514.2, XP_010480772.1	jg16874
OG0000098	XP_010497135.2	jg31283, jg17594, jg11987
OG0000098	XP_010431735.1	jg2306
OG0000098	XP_010490218.1	jg27471, jg27452
OG0000098	XP_010460514.1, XP_010478092.1, XP_019091057.1, XP_010499238.1	jg17595, jg31284
OG0000098	XP_010478516.1	jg16872
OG0000098	XP_010455133.1, XP_010494023.1	jg7433
OG0000098	XP_019097437.1	jg6403
OG0000098	XP_010499626.1, XP_010499628.1	jg17593, jg16875
OG0000098	XP_010424305.2, XP_010454852.1, XP_010493782.1, XP_010495491.2, XP_010444838.1, XP_010478760.1, XP_010495494.2	jg6402, jg6418
OG0000100	XP_019082762.1	jg1373, jg1405, jg472
OG0000100	XP_010511292.1, XP_010480259.1	jg1396
OG0000100	XP_010430481.1	jg492
OG0000100	XP_010435135.1, XP_010440468.1	jg11338
OG0000100	XP_010473654.1	jg27782
OG0000100	XP_010418223.1	jg515
OG0000100	XP_019093426.1, XP_019083712.1, XP_010430500.1, XP_010430284.1	jg471
OG0000100	XP_010473633.2	jg475
OG0000101	XP_019096513.1, XP_010435359.1, XP_019083654.1, XP_019099713.1, XP_019084377.1, XP_010426130.1, XP_010513534.1, XP_019095473.1, XP_019084297.1, XP_019096310.1, XP_019100867.1, XP_010468539.2, XP_019091545.1, XP_019092371.1, XP_010473942.1, XP_019084640.1, XP_010513568.1, XP_010484883.1, XP_019092299.1, XP_019096514.1, XP_019087592.1, XP_010496858.1, XP_010425229.1, XP_010430917.1, XP_010430907.1, XP_019085581.1, XP_010430867.1, XP_010424201.1, XP_019099915.1	jg27510
OG0000102	XP_010424624.1, XP_010467516.1	jg7820
OG0000102	XP_010431272.1, XP_010431403.1, XP_010513578.1, XP_010474129.1, XP_010418996.1, XP_010424620.1, XP_010455876.2, XP_010467545.2	jg7814
OG0000102	XP_010451732.1	jg7815, jg7812, jg7813
OG0000102	XP_010431264.1, XP_010422439.1	jg21543, jg7817
OG0000102	XP_010431256.1, XP_010422442.1	jg7818
OG0000102	XP_010430852.2	jg11552
OG0000102	XP_010424623.1, XP_010456938.1, XP_010467526.1	jg7819
OG0000102	XP_010422434.1, XP_010431383.1	jg7810
OG0000105	XP_010447901.1	jg12808
OG0000105	XP_010441345.1	jg12802, jg12815
OG0000105	XP_010484861.1	jg12094
OG0000106	XP_010416947.1	jg15329
OG0000106	XP_010426473.1	jg727
OG0000106	XP_019083108.1, XP_010450226.1, XP_010426617.1, XP_019087671.1, XP_019086014.1, XP_010514363.1	jg17558
OG0000106	XP_010499810.1	jg25723
OG0000107	XP_019093535.1, XP_010417843.1	jg17559
OG0000107	XP_010473089.1	jg17556
OG0000107	XP_010508531.1, XP_010466194.1	jg26161
OG0000107	XP_010487979.1, XP_010508519.1, XP_010466192.1	jg26159
OG0000107	XP_010487974.1, XP_010466183.1, XP_010508469.1	jg26158
OG0000107	XP_010422712.1, XP_010456149.1	jg26163
OG0000108	XP_010505356.1, XP_010504145.1, XP_010517034.1, XP_010515877.1, XP_010509299.1	jg15311
OG0000108	XP_010514974.1, XP_010503262.1, XP_010483556.1, XP_010426084.1, XP_010483559.1, XP_010483560.1	jg14433, jg22870
OG0000108	XP_010422938.1, XP_010491624.1, XP_010452982.1	jg4799
OG0000108	XP_019100571.1, XP_019082327.1, XP_019101220.1	jg19509
OG0000108	XP_010508618.1	jg19508
OG0000109	XP_010431026.1, XP_010518462.1, XP_019097833.1, XP_010468511.1, XP_010424456.1, XP_019086540.1, XP_019098111.1, XP_019090345.1, XP_010421088.1, XP_019093688.1, XP_010496614.1, XP_010431325.1, XP_019093303.1	jg17478
OG0000109	XP_010513333.1, XP_010484918.1, XP_010436696.1, XP_019098356.1, XP_019101294.1	jg27454, jg27058, jg17336, jg17450, jg13895, jg1859, jg2002
OG0000109	XP_010514808.1, XP_010467138.1, XP_010419836.1, XP_010445669.1, XP_010501700.1, XP_019099565.1	jg16476, jg16484, jg29790, jg9963, jg2091, jg11738, jg13945
OG0000110	XP_019089268.1, XP_010484962.1, XP_019093274.1, XP_019098180.1, XP_019098181.1, XP_010424382.1, XP_010490057.1, XP_019084293.1, XP_019096534.1, XP_019094551.1, XP_010430690.1, XP_010451255.1, XP_010436550.1, XP_019085480.1, XP_019086281.1, XP_010431092.1, XP_019084311.1, XP_010463167.1	jg25795, jg13800, jg13799, jg25794
OG0000111	XP_010514244.1, XP_010473859.1, XP_010506975.1, XP_010430622.1, XP_010507425.1, XP_010412753.1, XP_010412755.1, XP_010507426.1, XP_019085586.1, XP_010426986.1, XP_010426985.1, XP_010426987.1, XP_010431324.1, XP_010431322.1, XP_010490344.1, XP_019085585.1, XP_010445415.2, XP_010470172.1, XP_010421962.1, XP_010468655.1, XP_010423489.1	jg26895, jg27877, jg15265
OG0000111	XP_010457012.1, XP_010457013.1, XP_010430962.1, XP_019090835.1, XP_010466686.1, XP_010427599.1, XP_010466850.1, XP_010466656.1, XP_010424049.1, XP_010424683.1, XP_010424693.1, XP_010468732.2, XP_010467655.2, XP_010467652.1, XP_010490438.1	jg13696, jg13695, jg13697
OG0000114	XP_019087455.1	jg10774, jg6734, jg12947, jg16945, jg14091, jg21201, jg6956, jg16952, jg32081, jg32308, jg21203, jg10179, jg13973
OG0000114	XP_010440434.1	jg6733
OG0000116	XP_010503464.1, XP_010494460.1	jg21091, jg22360, jg6813, jg6561
OG0000116	XP_010511835.1	jg16608, jg16609
OG0000116	XP_010461346.1	jg27190
OG0000117	XP_010477662.1, XP_019099169.1	jg30936
OG0000117	XP_019091039.1, XP_019094215.1	jg30922
OG0000117	XP_010460137.1, XP_010477644.1, XP_019099163.1	jg30923, jg30924
OG0000117	XP_019095155.1	jg30934
OG0000117	XP_019098437.1, XP_010480623.1	jg30937
OG0000117	XP_019095154.1	jg30935
OG0000117	XP_010477660.1	jg30933
OG0000117	XP_010477663.1	jg30938
OG0000118	XP_010412931.1, XP_010412930.1, XP_019099927.1, XP_019099769.1, XP_019099919.1, XP_019087774.1, XP_019085898.1, XP_010512980.1, XP_019099768.1, XP_010509178.1, XP_010412927.1	jg19023, jg19021, jg19020
OG0000118	XP_010469874.2, XP_019088285.1	jg7426
OG0000118	XP_010417059.1, XP_010468394.1	jg24182, jg26523
OG0000118	XP_019092147.1	jg24305
OG0000118	XP_010468432.2	jg26630
OG0000118	XP_010413121.1, XP_010489668.2	jg24304
OG0000119	XP_010485255.1, XP_010446216.1, XP_019086924.1	jg22962
OG0000119	XP_019085504.1, XP_019099657.1	jg14325
OG0000119	XP_010431628.1, XP_010474468.1, XP_019082720.1, XP_010429629.1, XP_010474467.1	jg17259, jg17257
OG0000119	XP_010412568.1, XP_010431008.1	jg14331, jg4290
OG0000119	XP_010426257.1, XP_010431095.1, XP_010425976.1, XP_010507205.1, XP_010514886.1, XP_010507204.1	jg14315, jg14316
OG0000119	XP_010425977.1, XP_019099952.1	jg14330, jg14326, jg14002
OG0000119	XP_019101862.1	jg14314
OG0000120	XP_010430914.1, XP_010430913.1, XP_010430915.1, XP_010445836.1, XP_010484949.1, XP_010474075.2, XP_010495597.1, XP_010418921.2, XP_010456817.1, XP_010456635.1	jg13974
OG0000122	XP_019095864.1, XP_019088401.1	jg22509
OG0000122	XP_010461060.1, XP_019091493.1	jg31888
OG0000122	XP_019086738.1, XP_010483110.1	jg21685, jg22486
OG0000122	XP_010501782.1	jg22485
OG0000122	XP_010485169.1, XP_010476450.1	jg22505
OG0000122	XP_010463198.1, XP_019094537.1	jg32572
OG0000122	XP_010485175.2	jg22508
OG0000123	XP_019085532.1, XP_010442592.1	jg21770
OG0000123	XP_019098927.1, XP_019094596.1, XP_019095333.1, XP_019094654.1, XP_019090801.1, XP_019094655.1, XP_010480410.1	jg23040, jg29450
OG0000123	XP_019093463.1, XP_019100892.1, XP_019093286.1, XP_010511364.1, XP_019100893.1, XP_019082598.1, XP_019086942.1	jg17599, jg27950, jg23041
OG0000123	XP_019095670.1	jg16607
OG0000124	XP_010450638.1, XP_010441211.1	jg12674
OG0000124	XP_019095454.1	jg27681
OG0000124	XP_010493377.1, XP_010496376.1, XP_010492308.1, XP_019094054.1, XP_010489205.1, XP_010500816.1, XP_019097614.1, XP_019092896.1	jg17603
OG0000125	XP_010510549.1, XP_010414453.2, XP_010473989.1	jg17897
OG0000125	XP_010470016.1, XP_010510556.1, XP_019083429.1	jg17884, jg17877
OG0000125	XP_019101460.1, XP_010470014.1, XP_019082807.1	jg17896
OG0000125	XP_010487696.1, XP_010475520.1	jg29111
OG0000125	XP_010500450.1, XP_010481036.2	jg33004
OG0000125	XP_010462024.1, XP_010479689.1, XP_010500772.2	jg33352
OG0000125	XP_010500775.1, XP_010479688.1, XP_010462025.1	jg33355
OG0000125	XP_010466372.1, XP_010420548.1, XP_019096759.1	jg26323
OG0000125	XP_010500770.1	jg33349
OG0000126	XP_019095625.1	jg27207
OG0000126	XP_010417864.1, XP_010510807.1	jg17588
OG0000126	XP_019097360.1, XP_010463419.1	jg754
OG0000126	XP_010430703.1	jg1156, jg1158
OG0000126	XP_010472491.1, XP_010501913.1	jg32822
OG0000126	XP_010480822.1, XP_010445155.1	jg27206, jg17305
OG0000126	XP_010462852.1	jg10194, jg10477
OG0000127	XP_010421087.1, XP_010454568.1, XP_010493386.1	jg6123
OG0000127	XP_010504134.1, XP_010515863.1, XP_010427020.1	jg15301
OG0000127	XP_010452101.1, XP_010423847.1, XP_010490718.1	jg3993
OG0000127	XP_010464595.1, XP_010473505.1, XP_010486520.1	jg24874
OG0000127	XP_010487998.1, XP_010475554.1	jg21256
OG0000127	XP_010483639.1	jg22931
OG0000127	XP_010503210.1	jg14378
OG0000127	XP_010503218.1, XP_010426029.1, XP_010514927.1	jg14383
OG0000128	XP_010473837.1, XP_019100976.1, XP_010512175.1, XP_010413723.1	jg15966
OG0000128	XP_010413725.1, XP_010469329.1, XP_019082940.1, XP_019093545.1, XP_019101065.1, XP_010512157.1, XP_010413724.1	jg15965
OG0000128	XP_019087631.1	jg13485
OG0000128	XP_019101672.1, XP_010469324.1	jg15959
OG0000128	XP_010512155.1, XP_010469325.1	jg15960
OG0000128	XP_010435188.1, XP_010450107.1	jg11381
OG0000129	XP_019098467.1	jg1820
OG0000129	XP_019101751.1	jg1822, jg1705, jg1715
OG0000129	XP_019088340.1, XP_010463280.1	jg1847
OG0000129	XP_010500848.1, XP_019091952.1	jg33436, jg33435
OG0000129	XP_019095938.1, XP_019093450.1, XP_019087008.1, XP_010483885.1, XP_019086961.1, XP_010457940.1, XP_010457951.1, XP_019096086.1	jg23141, jg23140
OG0000129	XP_019083613.1, XP_010513305.1	jg17685, jg17683
OG0000129	XP_010510750.1, XP_019093846.1	jg17687
OG0000130	XP_010430818.1, XP_010418521.1	jg25904
OG0000130	XP_019087334.1, XP_019086307.1, XP_019092288.1	jg32651, jg20179
OG0000130	XP_010456882.1	jg27275
OG0000130	XP_019089170.1	jg9592, jg14104, jg33081
OG0000132	XP_010504321.2, XP_010427222.1, XP_010412779.1	jg15428
OG0000132	XP_019089258.1	jg12398
OG0000132	XP_010451863.1, XP_010445618.1, XP_019087492.1	jg12389, jg12393, jg12394, jg12395
OG0000134	XP_019094814.1	jg1329, jg1326, jg1330, jg1324, jg1320, jg1317, jg1319
OG0000134	XP_010509565.1	jg27419
OG0000134	XP_010463849.1	jg2013
OG0000134	XP_010440932.1, XP_010450927.1, XP_010435732.1	jg12354
OG0000134	XP_010514203.1	jg14178
OG0000134	XP_010510753.1, XP_010417913.1, XP_010473148.1	jg17682
OG0000134	XP_010449922.1, XP_010442102.1, XP_010491769.1	jg20992, jg20995, jg20998, jg20997, jg20999
OG0000134	XP_010419679.1	jg4953
OG0000134	XP_010456486.1, XP_019090462.1	jg20994
OG0000136	XP_019089166.1	jg11601
OG0000137	XP_010446124.1	jg22362
OG0000137	XP_019094517.1	jg32125, jg32130
OG0000137	XP_010482976.2, XP_010449529.1, XP_010443158.1, XP_010449537.1	jg22366, jg22365
OG0000137	XP_010443157.1, XP_010482975.1	jg22364
OG0000137	XP_010482974.1, XP_010449487.1, XP_010443156.1	jg22363
OG0000137	XP_010488707.1, XP_010467019.1, XP_010473574.1, XP_010485064.1	jg21872
OG0000138	XP_010512641.1, XP_010473771.2	jg16317
OG0000138	XP_010459258.1	jg15926
OG0000138	XP_010513712.1, XP_010513709.1, XP_019102447.1, XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019100975.1, XP_019100422.1, XP_010516554.1, XP_019101673.1, XP_019093914.1, XP_010413722.1	jg15932
OG0000138	XP_010431708.1, XP_019101750.1, XP_019082847.1, XP_010468953.1, XP_019082884.1, XP_019101747.1	jg16316
OG0000138	XP_010507432.1, XP_010412763.1, XP_019085590.1	jg15356
OG0000140	XP_010501556.1	jg12153
OG0000140	XP_010436519.1, XP_019086253.1	jg832
OG0000140	XP_010415262.1	jg13730, jg32189
OG0000140	XP_019096790.1	jg11305, jg33822
OG0000140	XP_010426758.1	jg14078, jg1761, jg1441
OG0000140	XP_010421794.1	jg14412, jg13729
OG0000141	XP_010476200.2	jg29677
OG0000141	XP_010458659.1, XP_019094334.1	jg29672
OG0000141	XP_010462666.1, XP_010476194.1	jg29671
OG0000141	XP_010435102.1	jg29664, jg11302
OG0000141	XP_010476199.2	jg12025
OG0000141	XP_010418252.1, XP_010418251.1, XP_010473486.1, XP_010430326.1, XP_010430323.1	jg654, jg658, jg651, jg653
OG0000142	XP_010511862.1, XP_010478536.1, XP_010434008.1, XP_010445368.1, XP_010491896.1, XP_019089980.1	jg14912
OG0000143	XP_010501858.1, XP_010501812.1	jg11978
OG0000143	XP_010463083.1	jg20945
OG0000148	XP_010479176.1, XP_019091126.1, XP_010463252.1	jg32820
OG0000148	XP_019098989.1, XP_010486624.1, XP_010464693.1	jg24959
OG0000148	XP_019082655.1, XP_010431469.1	jg461
OG0000148	XP_010501884.1, XP_010479216.1	jg32882, jg32881
OG0000148	XP_010501948.1, XP_010481101.1	jg33223
OG0000148	XP_010495265.1, XP_010495267.1, XP_010495269.1, XP_019090062.1, XP_019083858.1, XP_010495266.1	jg5636
OG0000151	XP_010427259.1, XP_010504355.1	jg15449
OG0000151	XP_010504354.1, XP_010516066.1, XP_010427258.1	jg15448
OG0000151	XP_010517272.1, XP_010505600.1, XP_010509030.1	jg19118
OG0000151	XP_010516065.1, XP_010504353.1, XP_010427257.1	jg15447
OG0000151	XP_010427003.1, XP_010515843.1, XP_010504115.1	jg15282
OG0000151	XP_010517003.1, XP_010505317.1, XP_010509348.1	jg18884
OG0000151	XP_010453438.1, XP_010492119.1, XP_010419943.1	jg5170
OG0000153	XP_019093755.1, XP_010510498.1	jg17928
OG0000153	XP_010510508.1, XP_019083065.1, XP_019093759.1	jg17934, jg17935
OG0000153	XP_010469818.1, XP_010510314.1, XP_010510309.1, XP_010480220.1, XP_010510316.1, XP_010510310.1, XP_010469814.1	jg18114
OG0000153	XP_010414396.1, XP_010469964.1, XP_019101440.1	jg17940
OG0000153	XP_010414400.1, XP_010510506.1, XP_010510505.1, XP_010414405.1, XP_019101445.1, XP_019093758.1, XP_010469968.1	jg17932
OG0000153	XP_010414403.1, XP_010510507.1	jg17933
OG0000154	XP_019094641.1	jg33217, jg33218
OG0000154	XP_010479548.1, XP_010500655.1, XP_010454099.1, XP_019084172.1, XP_010492860.1	jg5696, jg5697
OG0000154	XP_010440216.1, XP_010449863.1	jg11063
OG0000154	XP_010461930.1	jg33219
OG0000154	XP_010479636.2	jg33312
OG0000154	XP_010479545.1	jg33216, jg33214
OG0000154	XP_010479429.1	jg33213
OG0000155	XP_010488698.1	jg11573, jg32701, jg22135, jg26608
OG0000157	XP_010462998.1	jg31598
OG0000157	XP_010501659.1	jg31645
OG0000157	XP_019099284.1, XP_010480739.1	jg31650
OG0000157	XP_010432850.2, XP_010462816.1, XP_010480573.1, XP_010480574.1, XP_010501540.1, XP_010480512.1, XP_010480603.1	jg12097
OG0000157	XP_010463016.2, XP_010480774.1, XP_010501673.1	jg31643
OG0000157	XP_019099460.1, XP_010481100.1, XP_010463049.1, XP_010480898.1	jg31784
OG0000157	XP_019091026.1	jg31916
OG0000158	XP_010424651.2, XP_010496484.1, XP_019086096.1, XP_010445060.1, XP_010467199.1	jg8688
OG0000158	XP_010451022.1, XP_010451027.1	jg8653
OG0000158	XP_010451312.1	jg10511
OG0000158	XP_010456538.2, XP_019084187.1, XP_010424095.1, XP_010424138.1, XP_010495250.1, XP_010495192.1, XP_010424083.1, XP_010495137.1, XP_010495139.1, XP_010456480.1, XP_010424050.1	jg16699, jg28264, jg5270, jg28263
OG0000158	XP_019089450.1, XP_010445370.1, XP_010451485.1, XP_010445367.1	jg11407
OG0000159	XP_010451835.1	jg17431
OG0000159	XP_010485117.1	jg6891
OG0000160	XP_010414912.1	jg28078
OG0000160	XP_010451109.1, XP_010438207.1, XP_010433017.1	jg9392
OG0000160	XP_019095995.1, XP_010443420.1, XP_010452018.1	jg22635
OG0000160	XP_010488815.1, XP_010496144.1	jg27288
OG0000160	XP_019102235.1, XP_010425792.1	jg13954
OG0000160	XP_010417678.1, XP_019093982.1	jg3697
OG0000160	XP_019094158.1, XP_010429432.1	jg16942
OG0000161	XP_010431163.1, XP_010480697.1, XP_010468663.1, XP_010468429.1, XP_010451623.1, XP_019083754.1, XP_019094390.1, XP_019097379.1, XP_010424555.1	jg6881
OG0000161	XP_019100882.1, XP_019095604.1, XP_019087507.1, XP_019085658.1, XP_010441968.1, XP_010468675.1, XP_019089489.1, XP_010461558.1, XP_019094900.1, XP_019087661.1, XP_019093571.1, XP_010446428.1, XP_010448186.1, XP_019097312.1, XP_010487716.1, XP_010444892.1, XP_019091417.1, XP_019100078.1, XP_019097549.1, XP_010495558.1	jg12949, jg10772, jg12951
OG0000162	XP_010413904.1, XP_010469510.1, XP_010509919.2	jg18405
OG0000162	XP_010418655.1, XP_010513083.1	jg20943
OG0000162	XP_010473861.1, XP_010418659.1, XP_010513090.1	jg18404
OG0000162	XP_010430859.1	jg13155, jg13158
OG0000162	XP_019086328.1	jg12338, jg12339
OG0000162	XP_010467034.1, XP_010488721.2	jg26999, jg27000, jg27001
OG0000162	XP_010513089.1, XP_010513087.1, XP_010513088.1, XP_010513085.1, XP_010473860.1, XP_010418658.1	jg18408
OG0000164	XP_010480941.1, XP_010513381.1, XP_010518599.2, XP_010468593.1	jg6848, jg11792, jg7487
OG0000164	XP_010468702.1, XP_010471048.1	jg11793
OG0000164	XP_019100791.1	jg27251
OG0000164	XP_010431617.1	jg6850
OG0000165	XP_010493314.1, XP_010493375.1, XP_010511019.1, XP_010454546.1, XP_010454545.1, XP_010493374.1, XP_010454524.1, XP_010421072.1, XP_010454547.1, XP_010511017.1, XP_010494605.1, XP_010500453.1, XP_010500454.1, XP_010500452.1, XP_010479337.1, XP_010461707.1, XP_010434541.1, XP_010422126.1	jg12066
OG0000166	XP_019093692.1	jg17120
OG0000166	XP_010472539.1, XP_019098433.1	jg17125
OG0000166	XP_010417315.1, XP_010429540.1, XP_019093282.1	jg1552
OG0000166	XP_010417313.1, XP_010472547.1, XP_019085900.1	jg17119
OG0000166	XP_019083353.1, XP_010428402.2	jg3072, jg21554
OG0000166	XP_019085627.1, XP_010471506.1	jg3071
OG0000166	XP_019082674.1	jg3068, jg3074
OG0000166	XP_019084998.1	jg3070
OG0000167	XP_010468494.1, XP_019096455.1	jg26894, jg26893, jg26896
OG0000167	XP_010422655.1, XP_010422631.1	jg26901
OG0000167	XP_019084309.1, XP_019085733.1	jg7365
OG0000167	XP_010420489.1, XP_010489990.2	jg26298, jg26296
OG0000167	XP_010488097.1	jg26289
OG0000167	XP_019092253.1	jg14328, jg14329
OG0000167	XP_010468337.1, XP_010489986.1	jg26290
OG0000167	XP_019096441.1, XP_010468484.1, XP_010422557.1, XP_010490067.1, XP_019092273.1, XP_010468410.1	jg26576, jg26577
OG0000169	XP_010424491.1, XP_010480719.1	jg16530
OG0000169	XP_019086130.1	jg13088, jg13092, jg13087, jg13090
OG0000169	XP_019091065.1, XP_010460722.1, XP_010462970.1, XP_010466573.1, XP_010499459.1, XP_010478306.1, XP_010480718.2, XP_019087731.1, XP_010473346.1, XP_010468628.2, XP_019096787.1, XP_010423874.1, XP_010468627.2	jg16527, jg27591
OG0000169	XP_019096518.1	jg16764
OG0000169	XP_010500261.1	jg32767, jg32768, jg32765
OG0000170	XP_010518180.1, XP_010508141.1, XP_010508139.1	jg19952
OG0000170	XP_010413500.1	jg16152
OG0000170	XP_019082501.1	jg16151
OG0000170	XP_010508143.1, XP_010506519.1, XP_019082415.1	jg19951
OG0000170	XP_010518177.1, XP_010508150.1, XP_010506516.1	jg19948
OG0000171	XP_010442887.1, XP_010482719.1, XP_010445686.1	jg22050
OG0000171	XP_010441335.1, XP_019091804.1	jg12793
OG0000171	XP_010496667.1, XP_010516221.1	jg27769
OG0000171	XP_019087079.1, XP_010450714.1, XP_010483082.1	jg22463
OG0000173	XP_010496652.1, XP_010446511.1	jg8430
OG0000173	XP_010431532.1, XP_010474363.1, XP_010419221.1	jg8491
OG0000173	XP_019089000.1, XP_010436230.1, XP_010436231.1, XP_010444934.1	jg8629
OG0000173	XP_010430858.1	jg13671
OG0000174	XP_010445225.1, XP_010480804.1, XP_010445911.1, XP_010424112.1, XP_010431132.1, XP_019095601.1, XP_010463111.1, XP_010501343.1, XP_010436504.1, XP_010451554.1, XP_019099714.1, XP_019101872.1, XP_010422589.1	jg20878
OG0000174	XP_010495812.1	jg12954
OG0000175	XP_010492280.1, XP_010453596.1, XP_010420114.1	jg5289
OG0000175	XP_010512616.1	jg20125, jg16299
OG0000176	XP_010429373.1	jg16886, jg16884
OG0000176	XP_010419294.1	jg16885
OG0000176	XP_010431481.1	jg32007
OG0000176	XP_019084962.1, XP_010427974.1	jg2772
OG0000176	XP_010415848.1, XP_010427972.1, XP_010471154.1	jg2769
OG0000176	XP_010415849.1	jg2773
OG0000177	XP_010477387.1	jg30666, jg30667
OG0000177	XP_010477385.1, XP_010462815.1, XP_010498573.2, XP_010477384.1, XP_010459830.1	jg30665
OG0000177	XP_019095422.1	jg26900
OG0000177	XP_010428765.1, XP_010419233.1	jg3362
OG0000178	XP_010432767.1	jg7702
OG0000178	XP_010424589.1, XP_010468078.1, XP_010455738.1	jg7704
OG0000178	XP_010422268.1, XP_010455732.1, XP_010432755.1, XP_010496365.1, XP_010455731.1	jg7703
OG0000178	XP_010456914.1, XP_019089409.1, XP_010455743.1, XP_010455740.1, XP_019089416.1, XP_010432626.1, XP_010422277.1	jg7707
