Orthogroup	Camelina_sativa	Cochlearia_excelsa
OG0000039	XP_019099678.1, XP_019097467.1	g15616, g38605, g48353, g38935, g20566, g34601, g9410, g9534, g15154, g8442, g26561, g33734, g30591, g9307, g48220
OG0000039	XP_019100868.1, XP_019082678.1	g16204, g15893, g15843, g15896, g16200, g21102, g9330, g9097, g48186, g48133, g8399, g42629, g26556, g39032, g35389, g34862, g8902, g20398, g15147, g49183, g20264, g15163, g20939, g15263, g21171, g20808, g30058, g19679, g3538, g30024, g34069, g15290, g33828, g33832, g48859, g33774, g26506, g34577, g38840, g15451, g8891, g35369, g30672, g20400, g20339, g8985, g8963, g9150, g33805, g8966, g21244, g20504, g33808, g15372, g33840, g8969, g49250, g21044, g9535, g21091, g42907, g30644, g34888, g35388, g48113, g34154, g9222, g21215, g9264, g52758, g49246, g8843, g9556, g20444, g34039, g34131, g21540, g15466, g38559, g9194, g34045, g8458, g21870, g34113, g8981, g20527, g34004, g21752, g9254, g21611, g39030, g34126, g9248, g22003, g33850, g22025, g30631, g22027, g34181, g21699, g33966, g21680, g33992, g9199, g9408, g21877, g20657, g30626, g8288, g15136, g34194, g20574, g8449, g48415
OG0000039	XP_019086329.1	g34037
OG0000040	XP_010474284.1, XP_010490455.1	g49152
OG0000040	XP_019090150.1, XP_019089979.1	g3973, g3980
OG0000040	XP_019082992.1	g32821, g17388
OG0000040	XP_019084027.1, XP_019100690.1, XP_019099950.1, XP_019088174.1, XP_019094516.1, XP_019095793.1, XP_019102288.1, XP_019101895.1	g28310, g1466, g41711, g22786
OG0000041	XP_010496670.1, XP_010420068.1	g49411, g40677, g12224
OG0000041	XP_019087596.1, XP_010497180.1, XP_010496781.1, XP_019082552.1, XP_010490036.1, XP_010468379.1, XP_019095576.1, XP_019087652.1, XP_010479820.1, XP_019100970.1	g6205
OG0000041	XP_019097475.1	g147, g45167, g24813
OG0000041	XP_010495533.1	g43788, g43772, g13437
OG0000041	XP_010466315.1	g19447
OG0000041	XP_010513128.1, XP_010451841.1, XP_019089249.1, XP_010412539.1, XP_010513565.1, XP_019096292.1	g28504, g28412, g26640, g45389, g13756, g29232, g14427, g4881, g19458, g46776
OG0000041	XP_019093231.1, XP_019096492.1, XP_010412906.1	g41708, g839, g6204
OG0000041	XP_019099748.1	g12227
OG0000041	XP_019087375.1, XP_019085432.1	g46801
OG0000041	XP_019099649.1, XP_019096533.1, XP_019097420.1	g7668, g53419, g39804, g44227
OG0000041	XP_010497182.1, XP_010493723.1	g36235
OG0000041	XP_019086528.1	g49353, g43914, g11652
OG0000041	XP_019084800.1, XP_010490177.1	g26642
OG0000042	XP_010460219.1	g8825
OG0000042	XP_010415464.1, XP_010456305.1	g41465, g35926
OG0000042	XP_010424457.1	g38829, g20859, g48552, g53555, g47921
OG0000042	XP_010424173.1	g43790, g5736, g43774
OG0000042	XP_010513423.1, XP_010473769.1, XP_010513486.1	g44909, g43791
OG0000042	XP_010506954.1, XP_010412394.1, XP_010506956.1, XP_010484797.1	g6340, g16111, g37181
OG0000042	XP_019101232.1	g6307
OG0000042	XP_010468709.1	g53556
OG0000042	XP_010412790.1, XP_019084298.1, XP_019091192.1, XP_010463184.1, XP_010507036.1, XP_019093234.1, XP_010463124.1, XP_010473014.1, XP_010506923.1, XP_019095980.1, XP_019098840.1, XP_010412406.1	g40104, g13786, g31186, g8826, g30544
OG0000043	XP_019089219.1	g38190
OG0000043	XP_010423930.1	g38500
OG0000043	XP_010463046.1, XP_010497241.1, XP_010501876.1, XP_019099585.1, XP_010445958.1, XP_010422854.1	g1398, g32975
OG0000043	XP_010451890.1, XP_010468194.1	g7022, g9694
OG0000043	XP_010462654.1	g49667
OG0000043	XP_019087448.1	g34289
OG0000043	XP_010424030.1	g52680, g50195, g34809
OG0000043	XP_010424324.1	g16434
OG0000043	XP_010471448.1	g6284, g36271, g16303, g14499, g52886, g31367, g38501, g7845, g6015, g50701
OG0000043	XP_010473926.1	g53496, g52677, g41215, g12586
OG0000043	XP_010445335.1, XP_019091097.1	g49668, g44739
OG0000043	XP_010507068.1	g35546
OG0000043	XP_010484806.1	g43537, g43528, g43532
OG0000043	XP_019097453.1	g41214, g17678
OG0000043	XP_010474216.1	g48334
OG0000044	XP_019095933.1	g10944
OG0000044	XP_019096918.1	g18482
OG0000044	XP_010434749.1, XP_019086125.1, XP_019087254.1, XP_019088788.1, XP_019086569.1, XP_010449698.1, XP_010434750.1, XP_010440077.1, XP_010440087.1	g28154
OG0000046	XP_019091484.1	g3382, g2931
OG0000046	XP_019094579.1, XP_010458616.1, XP_010495787.1, XP_019087961.1	g26196, g11589
OG0000047	XP_010462614.1, XP_010430681.1, XP_010489839.1	g20823, g3147
OG0000047	XP_010424166.1, XP_010424066.1, XP_010445555.1, XP_010445888.1	g29255
OG0000047	XP_010468710.1	g53822, g39938, g46293, g3737, g32568, g29256, g19401, g44942, g26771
OG0000048	XP_010480341.1	g51285
OG0000048	XP_019083013.1, XP_019083016.1, XP_019093684.1, XP_019100809.1, XP_010513158.1, XP_019082540.1, XP_010414120.1, XP_019098434.1, XP_010507693.2, XP_010512904.1, XP_019101431.1	g39852, g39841
OG0000048	XP_010431681.1, XP_019082751.1, XP_010431684.1, XP_010431683.1, XP_010419453.1	g29294, g52069, g52073, g52064
OG0000049	XP_010484995.1, XP_019086715.1	g26707, g4073
OG0000049	XP_010424622.1	g28165, g5623, g29089
OG0000049	XP_019084216.1	g25298, g2374
OG0000049	XP_010436765.1	g7125, g42059, g19431, g24864, g39276, g51171, g7126
OG0000049	XP_010490134.1, XP_010484894.1, XP_010462626.1	g20917, g29939, g20308, g28559, g25198, g14254, g2520
OG0000049	XP_019089269.1	g19076, g35468, g5625
OG0000049	XP_019098392.1, XP_019085514.1, XP_019095820.1	g25569
OG0000049	XP_019084398.1, XP_019093242.1	g19299, g16644, g2521
OG0000049	XP_019091173.1, XP_019091032.1, XP_019092331.1, XP_019090098.1, XP_019095621.1, XP_019100812.1	g53974, g25438, g24922, g41976, g18240
OG0000049	XP_019087409.1, XP_019096549.1, XP_019091158.1, XP_019096462.1, XP_019091083.1	g2899
OG0000049	XP_019087549.1	g39408
OG0000049	XP_019085817.1	g7127
OG0000050	XP_010412420.1	g32289
OG0000050	XP_010463383.1	g182
OG0000051	XP_019100718.1, XP_019102056.1	g53934, g37450
OG0000052	XP_010507020.2	g10535
OG0000052	XP_019099853.1, XP_010431292.1	g19225
OG0000052	XP_010515571.1, XP_010426725.1, XP_010503847.2	g2410
OG0000054	XP_019087483.1, XP_010419074.1, XP_019087585.1, XP_019091106.1, XP_010513461.1, XP_010474092.1, XP_019098333.1, XP_019085464.1, XP_010501846.1	g25225, g3036
OG0000054	XP_019093378.1	g34524, g34533, g30257
OG0000054	XP_010507119.1	g47268, g19674, g3543, g33040
OG0000054	XP_010468617.1	g14337, g24011
OG0000054	XP_019086339.1	g32562
OG0000054	XP_010507141.1	g48023, g2616, g35754, g20877, g16232, g25038, g8779, g34409, g14810, g30055
OG0000054	XP_010496997.1, XP_010451813.1	g34238
OG0000054	XP_019089207.1	g14381, g4607, g48037, g52357, g16667
OG0000054	XP_010473939.1, XP_010468547.1	g22195, g30461
OG0000054	XP_010501857.1, XP_010484908.1	g32961, g33648, g43042, g25738, g35108, g25116, g46983, g27937, g18028, g11564, g50989, g18002
OG0000054	XP_010451852.2	g53889, g53885, g42037
OG0000054	XP_010490378.1, XP_010507049.1, XP_010506879.1, XP_019098175.1, XP_010463155.1, XP_010424414.1	g49166, g4254
OG0000054	XP_019093255.1	g14371, g30404, g53175
OG0000055	XP_019092356.1	g27361
OG0000055	XP_019092636.1	g700
OG0000056	XP_010473417.1, XP_010419451.1	g40991, g44205
OG0000056	XP_010426146.1, XP_010503309.1, XP_019084785.1, XP_010515018.1	g44206, g40901
OG0000058	XP_019086887.1, XP_010493433.1, XP_010496594.1	g3196
OG0000058	XP_019085657.1, XP_010445597.1, XP_010495691.1, XP_010456723.1, XP_010501541.1	g49100
OG0000059	XP_010415481.1	g2480, g46139, g19260, g24166, g14493, g2184, g16902, g51200, g2153, g3380, g49418, g1735, g51079, g36530, g42562, g2712, g50347
OG0000059	XP_010445837.1, XP_010495452.1	g1329
OG0000059	XP_010506938.1	g43705, g16122
OG0000060	XP_010414487.1, XP_010414486.1, XP_010503249.1, XP_010455780.1, XP_010475557.1, XP_010457987.1, XP_010488030.1, XP_010426021.1, XP_010483612.1, XP_010443785.1, XP_010515874.1, XP_010487799.1, XP_010514915.1, XP_010483643.1, XP_010427032.1, XP_010457960.1, XP_010443740.1, XP_010504143.1, XP_010475534.1, XP_010514961.1, XP_010455395.1, XP_010510587.1, XP_010426070.1, XP_010503204.1	g37221, g2918, g28784, g49595, g27015, g1296, g28756, g31080, g39226, g51647
OG0000061	XP_010433411.2, XP_010445103.2, XP_010451164.1	g13471
OG0000061	XP_019100817.1, XP_010491240.1	g50013
OG0000061	XP_010510427.1	g23667
OG0000062	XP_010430776.1, XP_010497024.1	g44326, g2819, g44187
OG0000063	XP_019082509.1, XP_019098391.1, XP_019101826.1, XP_019097369.1	g4478
OG0000063	XP_019098255.1, XP_019082506.1	g4524
OG0000063	XP_019085614.1	g36431
OG0000063	XP_019093206.1	g37872, g53739
OG0000063	XP_019089097.1	g34381, g32907, g19812, g42270
OG0000063	XP_010507647.1	g37179
OG0000063	XP_010445567.1	g12637
OG0000063	XP_019087286.1	g17169, g30940, g52993, g53005, g39776, g7327, g45038
OG0000063	XP_019085503.1, XP_019089052.1, XP_019086237.1, XP_019096554.1, XP_019086200.1, XP_019090121.1, XP_019095484.1, XP_019095597.1, XP_019086378.1, XP_019085320.1, XP_019093329.1, XP_019096445.1, XP_019090996.1, XP_019101850.1, XP_019087326.1, XP_019087327.1	g17168
OG0000063	XP_019088608.1, XP_019091190.1, XP_019101846.1, XP_019096222.1, XP_019086020.1, XP_019084316.1	g14688, g53170
OG0000063	XP_019091125.1, XP_019095609.1	g31405
OG0000063	XP_019084244.1	g24215
OG0000063	XP_010445945.1	g19357
OG0000063	XP_019082609.1	g4523
OG0000063	XP_019094567.1, XP_019094508.1, XP_019095608.1	g23754, g41779, g40701
OG0000063	XP_019099614.1	g48300
OG0000065	XP_010470591.2, XP_019100937.1, XP_010415241.1, XP_010415242.1, XP_019082630.1, XP_019098153.1, XP_010470581.1	g44951
OG0000065	XP_019100936.1, XP_019083220.1	g18042
OG0000065	XP_010441031.1, XP_019089248.1, XP_010435808.1	g46717
OG0000066	XP_010489841.1, XP_010475747.1, XP_010484375.1, XP_010514443.1, XP_010502711.1, XP_010444536.1, XP_010425488.1, XP_010458200.1, XP_010463183.1	g31166, g49660, g5416, g9719, g156, g29501, g45535
OG0000066	XP_010419651.1, XP_010491788.1, XP_010431986.1, XP_010453132.1, XP_010437129.1, XP_010431988.1	g5393
OG0000067	XP_010451555.1	g50177
OG0000067	XP_010462847.1, XP_010501825.1	g51362, g36935, g14554, g2942, g25473, g27561, g41540, g28657, g32593, g13831
OG0000067	XP_010436483.1	g49160, g47659
OG0000067	XP_010470520.1	g12886
OG0000067	XP_010445762.1, XP_010497305.1, XP_010507063.1, XP_010418611.1	g12885, g12881
OG0000067	XP_010506977.1	g3384, g17624
OG0000068	XP_010423843.1, XP_019090686.1, XP_010423328.1, XP_010423367.1, XP_010452589.1, XP_019097301.1, XP_010490972.1, XP_010424780.1, XP_010452237.1, XP_019084545.1, XP_019097292.1, XP_010485475.1, XP_010463635.1, XP_010441868.1, XP_010423706.1, XP_010490829.1, XP_010423608.1, XP_010490827.1, XP_019092519.1, XP_019084672.1, XP_010491460.1	g27956, g25385, g25390, g46783
OG0000069	XP_010424996.1, XP_019101786.1, XP_010506856.1, XP_010437086.1, XP_010457739.1, XP_010485812.1, XP_010475324.1	g13531
OG0000069	XP_019087685.1, XP_010478135.1, XP_010444227.1, XP_010444236.1, XP_010484077.1, XP_019093841.1, XP_019093843.1, XP_010460670.1, XP_010444261.1, XP_019095680.1	g1465, g1180, g34298
OG0000069	XP_010485632.1	g34297
OG0000069	XP_019102373.1	g34299
OG0000070	XP_010458359.1, XP_010475885.1, XP_010490823.1, XP_010425101.1, XP_010502325.1, XP_010514084.1, XP_010425103.1, XP_010506934.1, XP_010502326.1, XP_010514085.1	g10675
OG0000070	XP_010459699.1, XP_010477249.1, XP_010448526.1, XP_010438976.1, XP_010433736.1	g50123
OG0000070	XP_010494151.1, XP_010442189.1, XP_010440828.1, XP_010471746.1, XP_010416502.1, XP_010428644.1	g44417
OG0000073	XP_019089848.1, XP_010456900.1	g10672, g13435, g10819, g24404, g53393
OG0000074	XP_010513382.1	g10989
OG0000074	XP_010413036.1	g14332, g15956, g53053, g36000
OG0000074	XP_010471120.1	g43483, g50927, g53476, g50930, g43482
OG0000074	XP_019087687.1	g14513, g14502, g14522
OG0000074	XP_019097678.1	g48940
OG0000074	XP_010484876.1	g1489
OG0000074	XP_010469242.1, XP_019095568.1	g17909, g17916, g44092, g34969
OG0000075	XP_010437077.1, XP_019086095.1, XP_010446510.1	g25975, g22716
OG0000077	XP_010445847.1, XP_010494541.1, XP_010431250.1	g18473
OG0000077	XP_010481626.1	g18408
OG0000077	XP_019097508.1, XP_010417196.1	g32644
OG0000077	XP_019101057.1, XP_010418955.1, XP_010430698.1, XP_010489646.1, XP_010512993.2, XP_019099582.1, XP_010430699.1, XP_010518589.1, XP_010425134.1, XP_010425130.1, XP_010514095.1, XP_019099908.1	g1538, g1535
OG0000078	XP_010514749.1, XP_010485737.1, XP_010463845.1, XP_010485744.1, XP_010463847.1, XP_010514943.1, XP_019092533.1, XP_010485741.1, XP_010514843.1, XP_010485743.1, XP_010463846.1	g4945
OG0000078	XP_019083866.1, XP_019097998.1	g4940, g4946, g29028, g29029
OG0000079	XP_010512724.1, XP_019100739.1, XP_019085561.1, XP_019099825.1, XP_019082800.1, XP_010455272.1, XP_010441029.1, XP_019092609.1, XP_010494915.2, XP_010495453.2, XP_010511426.1, XP_010494414.1	g53126
OG0000080	XP_010445813.1, XP_010419363.1, XP_010467673.1, XP_019096217.1, XP_019097482.1	g50113, g4633, g53808
OG0000081	XP_010462790.1, XP_010480815.1, XP_019089329.1, XP_010456870.1, XP_010436473.1, XP_019092479.1, XP_019096239.1, XP_019091169.1, XP_019095788.1, XP_010501907.1, XP_019087541.1, XP_019091550.1, XP_019099635.1, XP_019086243.1, XP_019095567.1, XP_010495603.1, XP_019101952.1, XP_010436697.1, XP_019097457.1, XP_010474285.1, XP_010436886.1, XP_010474078.1, XP_019092366.1, XP_019086241.1	g45295, g49162, g32135, g50796, g11094, g25177
OG0000081	XP_010440978.1	g15781, g11373, g584, g48347
OG0000081	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1	g33350, g4665
OG0000082	XP_010510051.1, XP_010441532.1	g18239
OG0000082	XP_010438168.1	g19934, g27203, g6552
OG0000082	XP_019089186.1, XP_019096076.1, XP_019085390.1	g10536, g16647, g54167
OG0000082	XP_010463456.1, XP_019089255.1, XP_010431064.1	g53973
OG0000082	XP_010482700.1	g11608, g1797, g6076, g24927, g35734, g41979, g2376
OG0000082	XP_019099604.1	g29175
OG0000082	XP_019090632.1	g54030, g36211
OG0000082	XP_010431103.1, XP_010424200.1, XP_019085423.1, XP_010468406.1, XP_010470454.1, XP_010451547.1, XP_010518616.1, XP_010463259.1, XP_019092362.1, XP_010424655.1	g52877, g26306
OG0000082	XP_010419135.1, XP_010511191.1	g33411, g33412, g25297, g33414, g33413
OG0000083	XP_010445965.1	g41345
OG0000083	XP_010466913.1	g33291
OG0000083	XP_010436687.1	g53464, g40253, g35242, g42933, g26028, g6325, g52570
OG0000083	XP_010462955.1, XP_010507316.1	g26019, g25832
OG0000083	XP_019091415.1	g6498, g34698, g18541, g2639, g36782, g37302, g49748
OG0000083	XP_019099687.1	g26018
OG0000083	XP_019084188.1, XP_019095657.1	g35239, g42930, g6323
OG0000083	XP_010468473.1	g36784, g49746, g18538, g35187, g6495, g14111, g41347, g2636
OG0000084	XP_010436593.1, XP_010419979.1	g42576
OG0000084	XP_010424513.1, XP_010431011.1	g6971
OG0000084	XP_010480966.1, XP_010473765.1, XP_010473863.1, XP_010507300.1, XP_010480820.1, XP_010495906.1, XP_010480716.1, XP_010424347.1, XP_010474349.1, XP_010445858.1	g25746, g4175, g24845, g45402, g3396, g51983, g46692, g16507
OG0000084	XP_010501874.1, XP_010513467.1, XP_010415675.1, XP_010446055.1, XP_010424869.1, XP_010431283.1, XP_010507435.1, XP_010445427.1, XP_010424583.1, XP_010420530.1, XP_010470106.1, XP_019085418.1, XP_010445186.1, XP_010502397.1, XP_010485017.1, XP_010495807.1	g34382
OG0000084	XP_010507398.1, XP_010456637.1	g53168
OG0000084	XP_010430741.1, XP_010430742.1, XP_010468623.1, XP_010478178.1, XP_010424531.1, XP_019099659.1, XP_010474224.1, XP_010496264.1, XP_010445266.1, XP_010430755.1, XP_010462679.1, XP_010456650.1, XP_010474105.1, XP_019084351.1, XP_019084350.1, XP_010513311.1	g3736
OG0000084	XP_010421721.1	g32908
OG0000084	XP_010431060.1	g14426
OG0000086	XP_019087476.1, XP_010451915.1, XP_010450967.1, XP_010440900.1	g14687
OG0000086	XP_010436165.1, XP_019086484.1	g25067, g25040
OG0000086	XP_010445581.1, XP_010451914.1	g46768, g46769, g43995
OG0000087	XP_010431135.1, XP_010419024.1	g44815, g38027, g41939, g45175, g40505, g3169, g54026, g36849, g32957, g32928, g3161, g13977, g29018, g22547, g42763, g51030, g4939, g47721, g41763, g36977, g42193, g39820, g32406, g17136, g36901, g35331, g25914, g51512, g25963, g25958, g52585, g41102, g35197, g51567, g35012, g43391, g25325, g52887, g2537, g31593, g50803, g27387, g25088, g53103, g25678, g53930, g48210, g34224, g16248, g30140, g11809, g42743, g4615, g36408, g23455, g54025, g34228, g36858, g54046, g25601, g24517, g1968, g24112, g42097, g41297, g51566, g70, g43652, g24113, g3086, g31979, g17773, g41731, g43491, g16487, g46292, g42226, g42241, g42207, g38441, g18608, g14079, g48508, g20088, g37556, g25306, g26840, g35076, g35090, g3215, g53835, g36272, g52913, g10247, g5096, g23412, g53102, g25962, g25957, g53418, g4285, g41471, g53645
OG0000087	XP_010419180.1	g35023, g11668
OG0000087	XP_010430888.1, XP_010431327.1, XP_010436659.1, XP_019085420.1, XP_010451888.1	g53101, g2536, g39580, g26705, g36856, g2535, g36902, g17231, g23456, g2970, g32981, g43655, g35347, g16116, g29019, g45059, g39581, g27558, g28838, g10639, g36499, g13962, g42759, g47720, g22548, g41938, g26174, g24518, g14083, g43223, g35198, g5307, g41669, g32178, g34547, g25530, g17500, g31777, g42941, g30019, g3548, g30029, g25913, g31980, g51511, g41298, g36857, g54045, g24111, g35091, g35077, g35332, g3574
OG0000089	XP_010421190.1, XP_010454670.1	g9991
OG0000089	NP_001289924.1, XP_010444122.1, XP_010515012.1	g339, g2817, g9845
OG0000089	XP_010419814.1, XP_010491982.1, XP_010453291.1	g5316
OG0000089	XP_010494444.1	g11055, g40485
OG0000089	XP_010434259.1, XP_010439552.1, XP_010449142.1	g24042
OG0000089	XP_010459680.1, XP_010498429.1, XP_010477226.1, XP_010416482.1, XP_010471708.1	g46232
OG0000090	XP_019085398.1, XP_010480749.1	g43843
OG0000091	XP_010426203.1, XP_010503360.1	g46886
OG0000091	XP_010454350.1, XP_010493153.1, XP_010493149.1, XP_010420883.1	g28934, g28933
OG0000092	XP_019086317.1	g49999, g27055, g37839, g53725, g18062
OG0000092	XP_019097706.1	g49146, g15729
OG0000092	XP_010463305.1	g14575, g15732, g32984, g46682, g17352, g17357, g1801, g17341, g25289
OG0000092	XP_019087365.1	g2110
OG0000092	XP_019101840.1	g32983
OG0000092	XP_019085803.1	g53648, g33297, g45424
OG0000092	XP_019097489.1, XP_010495672.1	g18063, g14574
OG0000092	XP_019089181.1, XP_019094589.1, XP_010468080.1	g2109, g39323, g26668, g53726, g17664, g37838, g27054, g1402, g24886
OG0000092	XP_019093410.1	g26535
OG0000092	XP_019084184.1, XP_010412600.1, XP_010430878.1, XP_010430774.1, XP_019098319.1, XP_010484985.1, XP_019097507.1, XP_019084380.1	g4808
OG0000095	XP_010472489.1, XP_010417235.1, XP_019092450.1, XP_010431604.1, XP_010429470.1, XP_019093874.1, XP_010472486.1, XP_010429460.1, XP_010417233.1, XP_010429463.1, XP_010474446.1, XP_019085126.1, XP_010417173.1, XP_019098401.1, XP_010429391.1, XP_010429395.1, XP_010429390.1, XP_010431591.1	g51024
OG0000096	XP_019092478.1	g6393
OG0000096	XP_010489913.1	g49764
OG0000098	XP_010490184.1, XP_010412745.2, XP_010468531.1, XP_019092314.1	g11756
OG0000098	XP_010499627.1, XP_010499629.1, XP_010501676.1, XP_010478514.2, XP_010480772.1, XP_010497135.2	g41770
OG0000100	XP_019082762.1	g13564
OG0000100	XP_010430481.1	g40795
OG0000100	XP_010430284.1	g13563
OG0000101	XP_019083654.1	g36823, g16178
OG0000101	XP_019099713.1	g8998, g29945, g30548, g38806, g8608, g26310, g9084, g48831, g29967, g8634, g9122, g30668, g30701, g13421
OG0000101	XP_010513534.1	g35797, g4324, g3304, g41853
OG0000101	XP_019095473.1, XP_019084297.1, XP_019096310.1, XP_019100867.1, XP_010468539.2, XP_019091545.1, XP_019092371.1	g48266, g6083, g12208, g35531, g53490, g35534, g11876
