Orthogroup	Camelina_sativa	Raphanus_sativus
OG0000049	XP_010490134.1, XP_010484894.1, XP_010462626.1	XP_018479358.1
OG0000049	XP_019082607.1, XP_019100894.1, XP_019095674.1, XP_019086215.1, XP_019085512.1, XP_019091164.1	XP_018474144.1, XP_018474143.1
OG0000049	XP_019089269.1	XP_018487786.1
OG0000049	XP_019096539.1	XP_018448878.1
OG0000049	XP_019087412.1, XP_019098132.1, XP_019099318.1, XP_019101870.1	XP_018467582.1
OG0000049	XP_019090182.1	XP_018473828.1
OG0000049	XP_019095478.1	XP_018463619.1
OG0000049	XP_019099751.1, XP_010518640.1, XP_010412990.1, XP_019092365.1	XP_018435667.1
OG0000050	XP_010412420.1	XP_018462198.1
OG0000050	XP_010495728.1, XP_019097515.1	XP_018479391.1, XP_018460528.1, XP_018479861.1
OG0000050	XP_010430899.1	XP_018459880.1
OG0000050	XP_010463383.1	XP_018479406.1
OG0000051	XP_010475218.1, XP_019098849.1, XP_019094361.1, XP_019094954.1, XP_010457379.1	XP_018493126.1
OG0000051	XP_010419487.1, XP_010474608.1, XP_019085682.1	XP_018435533.1, XP_018438374.1, XP_018463100.1, XP_018455750.1, XP_018463099.1
OG0000051	XP_019101976.1, XP_019100719.1, XP_010507704.1, XP_010508571.1, XP_019099792.1, XP_019099930.1, XP_019102077.1, XP_010489918.2, XP_019092650.1, XP_019101975.1, XP_019101079.1	XP_018473990.1, XP_018465828.1
OG0000051	XP_019100718.1, XP_019102056.1	XP_018436547.1, XP_018436548.1, XP_018436546.1, XP_018436545.1, XP_018436438.1, XP_018436441.1
OG0000052	XP_010502638.1	XP_018479392.1, XP_018479394.1, XP_018479395.1, XP_018481202.1
OG0000052	XP_019100897.1, XP_010418932.1, XP_010418929.2, XP_010507020.2, XP_010502644.1, XP_019101817.1, XP_010425426.1, XP_010502642.1, XP_010514366.1, XP_010430778.1, XP_010440300.1, XP_019085462.1, XP_019085408.1	XP_018454118.1
OG0000052	XP_019099853.1, XP_010431292.1, XP_019085576.1, XP_010431289.1, XP_019100300.1	XP_018440341.1, XP_018440340.1, XP_018436949.1
OG0000052	XP_010431290.2, XP_019082473.1, XP_019085577.1, XP_010431293.1, XP_019101910.1, XP_019099715.1, XP_019085580.1, XP_010431296.1, XP_019085579.1, XP_019085912.1	XP_018454062.1
OG0000052	XP_010515571.1, XP_010426725.1, XP_010503847.2	XP_018433197.1, XP_018454367.1, XP_018454366.1
OG0000052	XP_010471335.1, XP_010416064.1, XP_010428193.1, XP_019085547.1, XP_019099693.1, XP_019085544.1, XP_010507328.1	XP_018493248.1
OG0000054	XP_019093378.1, XP_010419041.1, XP_010420509.1, XP_010423961.1, XP_010485112.1, XP_010419011.1	XP_018487733.1
OG0000054	XP_019085386.1	XP_018460999.1
OG0000054	XP_019089207.1	XP_018453724.1
OG0000054	XP_010490378.1, XP_010507049.1, XP_010506879.1, XP_019098175.1, XP_010463155.1, XP_010424414.1	XP_018436134.1
OG0000054	XP_010463411.1	XP_018448607.1
OG0000055	XP_019092356.1	XP_018474315.1, XP_018475877.1, XP_018475876.1, XP_018460442.1, XP_018475208.1, XP_018448356.1, XP_018469080.1, XP_018460063.1
OG0000055	XP_010456592.1	XP_018488227.1
OG0000055	XP_010489359.1, XP_010515149.1	XP_018435448.1, XP_018464098.1, XP_018440394.1
OG0000055	XP_010489901.1, XP_019096397.1, XP_010465850.1, XP_010487685.1, XP_010465849.1	XP_018489423.1, XP_018464956.1
OG0000056	XP_010473417.1, XP_010419451.1	XP_018458632.1
OG0000056	XP_010426146.1, XP_010503309.1, XP_019084785.1, XP_010515018.1	XP_018456965.1, XP_018435121.1
OG0000058	XP_019086887.1, XP_010493433.1, XP_010496594.1	XP_018467931.1, XP_018487493.1
OG0000058	XP_010468544.1, XP_010485044.1	XP_018473916.1, XP_018473917.1
OG0000058	XP_010412459.1, XP_019098310.1, XP_019096550.1, XP_019086270.1, XP_019101868.1, XP_019100846.1, XP_019101359.1, XP_019093349.1, XP_010507005.2, XP_019090153.1, XP_019099752.1, XP_010495718.2, XP_010457035.1, XP_010472188.1, XP_010441848.1, XP_010445492.1, XP_010430898.2, XP_019093221.1	XP_018435571.1, XP_018462760.1, XP_018461876.1, XP_018457139.1
OG0000058	XP_019085657.1, XP_010445597.1, XP_010495691.1, XP_010456723.1, XP_010501541.1	XP_018464202.1, XP_018477823.1, XP_018458662.1
OG0000059	XP_010445837.1, XP_010495452.1	XP_018476848.1, XP_018448721.1, XP_018436112.1, XP_018463973.1, XP_018467561.1, XP_018467345.1, XP_018443425.1, XP_018448461.1, XP_018435913.1, XP_018487671.1, XP_018458755.1, XP_018443688.1
OG0000059	XP_019082768.1, XP_010424297.1, XP_010492076.1, XP_010480864.1, XP_010480807.1, XP_010421928.1, XP_019086245.1, XP_010454794.1, XP_010474415.1, XP_019093613.1, XP_019087039.1, XP_010445534.1, XP_019093612.1, XP_010483128.1, XP_010495455.1, XP_010467664.1, XP_019094598.1, XP_010513527.1, XP_010513525.1, XP_010436683.1, XP_010501879.1, XP_010444952.1, XP_010419243.1, XP_010445432.1, XP_010451388.1, XP_010451387.1, XP_010480860.1, XP_010418226.1, XP_010507751.1, XP_010418870.1, XP_010424397.1, XP_010485261.1, XP_010507491.1, XP_010501675.1, XP_010436657.1, XP_010474557.1, XP_010412778.1, XP_010501678.1, XP_010457038.1	XP_018438980.1
OG0000059	XP_010424196.1, XP_019102427.1, XP_010456828.1, XP_010424751.1, XP_010456785.1	XP_018469270.1, XP_018438946.1, XP_018480125.1, XP_018490555.1
OG0000060	XP_010503249.1	XP_018490753.1
OG0000060	XP_010475557.1	XP_018450800.1, XP_018478486.1
OG0000060	XP_010426021.1	XP_018489416.1
OG0000060	XP_010483612.1	XP_018437089.1
OG0000060	XP_010515874.1, XP_010487799.1	XP_018439064.1, XP_018465955.1
OG0000060	XP_010514915.1	XP_018434873.1
OG0000060	XP_010483643.1, XP_010427032.1	XP_018486629.1
OG0000060	XP_010504143.1, XP_010475534.1	XP_018463191.1
OG0000060	XP_010514961.1	XP_018473023.1
OG0000060	XP_010510587.1, XP_010426070.1	XP_018450799.1
OG0000060	XP_010503204.1	XP_018478406.1
OG0000061	XP_010434141.1, XP_010481076.1, XP_010495296.1, XP_010448996.1, XP_010451304.1	XP_018469367.1, XP_018471384.1, XP_018467960.1, XP_018457588.1
OG0000061	XP_019101969.1, XP_019083787.1	XP_018464627.1
OG0000061	XP_019091030.1	XP_018482142.1
OG0000061	XP_010480591.2, XP_019100817.1, XP_010491240.1	XP_018467401.1
OG0000061	XP_010430593.1	XP_018487822.1
OG0000062	XP_010507126.1	XP_018453735.1
OG0000062	XP_019094835.1, XP_010445890.1, XP_010424291.1, XP_019097384.1, XP_019092382.1, XP_010513205.1, XP_010513649.1	XP_018479829.1, XP_018467054.1, XP_018453734.1, XP_018487794.1, XP_018458698.1
OG0000063	XP_019096396.1, XP_019091125.1, XP_019095609.1, XP_019096651.1, XP_019086271.1, XP_019085571.1, XP_019096021.1, XP_019085633.1	XP_018473954.1
OG0000063	XP_019084244.1	XP_018463363.1, XP_018463353.1
OG0000064	XP_019097464.1, XP_019095830.1, XP_010495949.1, XP_019097470.1, XP_019097730.1, XP_010494197.1, XP_010494198.1, XP_010495950.1, XP_010467928.1, XP_010484899.1, XP_019095588.1, XP_010442146.1, XP_010481977.1, XP_010481978.1, XP_010494196.1, XP_010494195.1, XP_010494194.1	XP_018459458.1, XP_018459460.1, XP_018459461.1, XP_018459459.1, XP_018458876.1, XP_018458874.1, XP_018465641.1, XP_018465640.1, XP_018458875.1, XP_018458873.1
OG0000065	XP_010470574.1	XP_018470312.1
OG0000065	XP_010415232.1	XP_018445374.1, XP_018470553.1, XP_018470311.1
OG0000065	XP_010470573.1, XP_010511598.1, XP_019083199.1, XP_019100931.1	XP_018442727.1, XP_018444185.1
OG0000065	XP_010470591.2, XP_019100937.1, XP_010415241.1, XP_010415242.1, XP_019082630.1, XP_019098153.1, XP_010470581.1	XP_018442725.1
OG0000065	XP_010496110.1	XP_018461774.1
OG0000065	XP_010440921.1, XP_010440922.2, XP_010450949.1	XP_018483048.1, XP_018483050.1, XP_018464170.1
OG0000065	XP_010450947.1, XP_019086129.1	XP_018479670.1
OG0000065	XP_010441031.1, XP_019089248.1, XP_010435808.1	XP_018481866.1, XP_018462609.1, XP_018479313.1, XP_018464676.1, XP_018481217.1
OG0000066	XP_010514443.1, XP_010502711.1	XP_018439713.1
OG0000066	XP_010444536.1	XP_018470661.1
OG0000066	XP_010491788.1	XP_018443026.1
OG0000066	XP_010431986.1	XP_018450392.1
OG0000067	XP_010474142.1	XP_018453861.1, XP_018448851.1
OG0000067	XP_010468532.1, XP_019085178.1, XP_010445366.1, XP_010436483.1	XP_018448865.1
OG0000067	XP_010470520.1	XP_018467522.1
OG0000067	XP_010446237.1, XP_010480816.1, XP_010445762.1, XP_010497305.1, XP_010507063.1, XP_010418611.1, XP_010462653.1, XP_010495193.1, XP_010424660.1, XP_010474442.1, XP_010506977.1, XP_010445242.1	XP_018436246.1, XP_018436236.1
OG0000068	XP_010423843.1, XP_019090686.1, XP_010423328.1, XP_010423367.1, XP_010452589.1, XP_019097301.1, XP_010490972.1, XP_010424780.1, XP_010452237.1, XP_019084545.1, XP_019097292.1	XP_018442371.1, XP_018442368.1, XP_018443375.1, XP_018442366.1, XP_018444607.1, XP_018446006.1, XP_018472777.1, XP_018465626.1, XP_018474335.1
OG0000069	XP_010424996.1, XP_019101786.1, XP_010506856.1, XP_010437086.1, XP_010457739.1, XP_010485812.1, XP_010475324.1	XP_018458214.1, XP_018435567.1, XP_018479283.1, XP_018458190.1
OG0000069	XP_019087685.1, XP_010478135.1, XP_010444227.1, XP_010444236.1, XP_010484077.1, XP_019093841.1, XP_019093843.1, XP_010460670.1, XP_010444261.1, XP_019095680.1	XP_018479217.1, XP_018479215.1, XP_018479201.1, XP_018465639.1, XP_018438799.1, XP_018484272.1, XP_018484259.1, XP_018461828.1, XP_018437258.1, XP_018475087.1, XP_018479296.1, XP_018479295.1, XP_018465128.1
OG0000070	XP_010458359.1, XP_010475885.1, XP_010490823.1, XP_010425101.1, XP_010502325.1, XP_010514084.1, XP_010425103.1, XP_010506934.1, XP_010502326.1, XP_010514085.1	XP_018439895.1, XP_018455246.1
OG0000070	XP_010459699.1, XP_010477249.1, XP_010448526.1, XP_010438976.1, XP_010433736.1	XP_018435343.1
OG0000070	XP_010450797.1, XP_010441003.1, XP_010435879.1, XP_010441072.1, XP_010437611.1, XP_010432410.1, XP_010447075.1, XP_010447073.1	XP_018475135.1
OG0000073	XP_019095488.1, XP_010424522.1	XP_018464388.1
OG0000074	XP_010471120.1	XP_018478850.1, XP_018435497.1, XP_018476436.1
OG0000074	XP_019087687.1	XP_018460750.1, XP_018435910.1
OG0000074	XP_010480978.1	XP_018460637.1, XP_018448896.1
OG0000074	XP_019097678.1	XP_018477791.1
OG0000074	XP_010484876.1	XP_018473819.1
OG0000075	XP_010437077.1, XP_019086095.1, XP_010446510.1	XP_018481197.1, XP_018459483.1
OG0000076	XP_019086777.1, XP_019088762.1, XP_010446406.1	XP_018480217.1
OG0000076	XP_010497340.1	XP_018462841.1, XP_018475048.1, XP_018474599.1, XP_018474598.1, XP_018443200.1, XP_018443823.1, XP_018460203.1, XP_018473529.1, XP_018460207.1, XP_018460209.1, XP_018472945.1, XP_018460208.1, XP_018474714.1, XP_018473780.1, XP_018473779.1
OG0000077	XP_010445847.1, XP_010494541.1, XP_010431250.1	XP_018455183.1
OG0000077	XP_010481626.1	XP_018473635.1, XP_018473636.1, XP_018483784.1
OG0000077	XP_019101057.1	XP_018438135.1
OG0000077	XP_010430698.1, XP_010489646.1, XP_010512993.2, XP_019099582.1, XP_010430699.1, XP_010518589.1, XP_010425134.1, XP_010425130.1	XP_018435698.1
OG0000077	XP_019094380.1, XP_010462608.1	XP_018468968.1
OG0000077	XP_010494467.1	XP_018455896.1, XP_018472848.1
OG0000078	XP_019083866.1, XP_019097998.1	XP_018474944.1
OG0000078	XP_019090250.1, XP_019090249.1, XP_019083862.1, XP_019097999.1, XP_019098000.1, XP_019089956.1, XP_019083864.1, XP_019089955.1, XP_019083868.1, XP_019089957.1, XP_019090652.1, XP_019083867.1, XP_019083863.1, XP_019090034.1, XP_019098001.1, XP_019090033.1, XP_019097860.1, XP_019098095.1, XP_010420540.1, XP_019098087.1, XP_019098096.1, XP_019098094.1, XP_019090301.1, XP_019083860.1	XP_018468001.1, XP_018475082.1, XP_018467409.1, XP_018475059.1, XP_018475741.1, XP_018474955.1, XP_018475088.1, XP_018474996.1
OG0000079	XP_010512845.1, XP_010415622.1, XP_019095296.1, XP_019090335.1, XP_019091163.1, XP_019082564.1, XP_019087463.1, XP_019093257.1	XP_018465529.1, XP_018466131.1, XP_018462783.1, XP_018480069.1, XP_018435592.1, XP_018448733.1, XP_018487595.1, XP_018474104.1, XP_018448192.1, XP_018462658.1, XP_018464512.1, XP_018487875.1, XP_018464755.1, XP_018435990.1, XP_018464130.1, XP_018448824.1, XP_018473838.1, XP_018454571.1, XP_018435964.1, XP_018467728.1, XP_018453714.1, XP_018453700.1, XP_018435546.1, XP_018444405.1, XP_018448694.1, XP_018448697.1, XP_018463788.1, XP_018443589.1, XP_018448758.1, XP_018465298.1, XP_018481702.1, XP_018448633.1, XP_018458820.1, XP_018435507.1
OG0000079	XP_010512724.1, XP_019100739.1, XP_019085561.1, XP_019099825.1, XP_019082800.1, XP_010455272.1, XP_010441029.1, XP_019092609.1, XP_010494915.2, XP_010495453.2, XP_010511426.1, XP_010494414.1	XP_018482195.1
OG0000080	XP_010456792.1	XP_018473795.1
OG0000080	XP_010481168.1	XP_018435995.1
OG0000081	XP_010462790.1, XP_010480815.1, XP_019089329.1, XP_010456870.1, XP_010436473.1, XP_019092479.1, XP_019096239.1, XP_019091169.1, XP_019095788.1, XP_010501907.1, XP_019087541.1, XP_019091550.1, XP_019099635.1, XP_019086243.1, XP_019095567.1, XP_010495603.1, XP_019101952.1, XP_010436697.1, XP_019097457.1, XP_010474285.1, XP_010436886.1, XP_010474078.1, XP_019092366.1, XP_019086241.1, XP_010440978.1	XP_018436245.1
OG0000081	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1	XP_018463440.1, XP_018467536.1, XP_018436146.1
OG0000082	XP_010441532.1	XP_018442695.1
OG0000082	XP_010451686.1, XP_010463456.1, XP_019089255.1, XP_010431064.1, XP_010425119.1, XP_010500038.1, XP_010416267.1, XP_010507211.1, XP_010430849.1, XP_010496910.1, XP_010482700.1, XP_019099604.1	XP_018461311.1, XP_018443682.1
OG0000082	XP_010513388.1, XP_019094564.1	XP_018458822.1, XP_018462908.1, XP_018479409.1, XP_018473810.1, XP_018476184.1, XP_018467767.1
OG0000082	XP_010487860.1, XP_010440298.1	XP_018486502.1
OG0000082	XP_010424200.1, XP_019085423.1, XP_010468406.1	XP_018464493.1, XP_018462716.1
OG0000082	XP_010470454.1, XP_010451547.1, XP_010518616.1, XP_010463259.1, XP_019092362.1, XP_010424655.1	XP_018460856.1, XP_018459743.1
OG0000083	XP_010445965.1	XP_018461649.1
OG0000083	XP_019091415.1	XP_018476684.1
OG0000083	XP_019099687.1	XP_018458977.1
OG0000084	XP_010424513.1	XP_018461657.1
OG0000084	XP_010501874.1, XP_010513467.1, XP_010415675.1, XP_010446055.1, XP_010424869.1, XP_010431283.1, XP_010507435.1, XP_010445427.1, XP_010424583.1, XP_010420530.1, XP_010470106.1, XP_019085418.1, XP_010445186.1, XP_010502397.1, XP_010485017.1, XP_010495807.1	XP_018460216.1
OG0000086	XP_010435701.1	XP_018481064.1
OG0000086	XP_019093553.1, XP_010511492.1, XP_010415205.1, XP_010496730.1	XP_018456777.1, XP_018456775.1, XP_018475756.1
OG0000086	XP_019093672.1, XP_019095324.1	XP_018445028.1, XP_018459504.1
OG0000087	XP_010419180.1	XP_018466056.1
OG0000087	XP_010430888.1, XP_010431327.1, XP_010436659.1, XP_019085420.1, XP_010451888.1	XP_018443672.1
OG0000089	XP_010421190.1, XP_010454670.1	XP_018477697.1, XP_018484582.1
OG0000089	XP_010444122.1	XP_018440532.1
OG0000089	XP_010469941.1, XP_010414372.1, XP_010510475.1	XP_018440871.1
OG0000089	XP_010419814.1, XP_010491982.1, XP_010453291.1	XP_018476501.1, XP_018446020.1
OG0000089	XP_010494444.1	XP_018439894.1, XP_018456689.1, XP_018457306.1, XP_018483831.1
OG0000089	XP_010516638.1, XP_010504960.1	XP_018434101.1
OG0000089	XP_010416482.1, XP_010471708.1	XP_018446239.1, XP_018463490.1
OG0000090	XP_019085398.1, XP_010480749.1	XP_018474003.1
OG0000090	XP_010461690.1	XP_018453787.1
OG0000090	XP_010513380.1	XP_018464061.1
OG0000090	XP_010451695.1, XP_010468565.1	XP_018464193.1, XP_018479336.1, XP_018479335.1, XP_018435895.1, XP_018463736.1, XP_018448663.1, XP_018460575.1, XP_018460577.1, XP_018477007.1, XP_018463618.1, XP_018462341.1, XP_018487679.1
OG0000091	XP_010515061.1	XP_018439296.1
OG0000091	XP_019085904.1, XP_019102250.1, XP_019100157.1, XP_010511816.1	XP_018482085.1, XP_018483277.1
OG0000091	XP_019082456.1	XP_018436152.1
OG0000091	XP_010454350.1, XP_010493153.1, XP_010493149.1, XP_010420883.1	XP_018474898.1, XP_018446823.1
OG0000092	XP_019089257.1, XP_010431167.1	XP_018436214.1
OG0000092	XP_019101840.1	XP_018453851.1
OG0000092	XP_019085575.1	XP_018480053.1, XP_018460656.1, XP_018482031.1
OG0000092	XP_010431369.1, XP_019092338.1	XP_018462904.1
OG0000092	XP_019093410.1	XP_018455197.1
OG0000092	XP_019084184.1, XP_010412600.1, XP_010430878.1, XP_010430774.1, XP_019098319.1, XP_010484985.1, XP_019097507.1, XP_019084380.1	XP_018435657.1, XP_018488019.1, XP_018488020.1, XP_018479259.1
OG0000092	XP_019089027.1	XP_018473956.1
OG0000095	XP_010472486.1, XP_010429460.1, XP_010417233.1	XP_018478409.1, XP_018478874.1
OG0000096	XP_010431195.1, XP_019099139.1, XP_010507362.2, XP_010412683.1	XP_018462071.1
OG0000096	XP_010422163.1, XP_010496193.1, XP_010468105.1	XP_018490105.1
OG0000096	XP_010489913.1	XP_018467758.1
OG0000098	XP_010431735.1	XP_018443647.1, XP_018461538.1, XP_018467732.1
OG0000098	XP_010460514.1, XP_010478092.1, XP_019091057.1, XP_010499238.1, XP_010478516.1	XP_018477065.1
OG0000098	XP_010455133.1, XP_010494023.1, XP_019097437.1, XP_010454853.1, XP_010499626.1, XP_010499628.1, XP_010493274.1, XP_019097436.1, XP_010421382.1, XP_010495488.1, XP_010421381.1, XP_010424305.2, XP_010454852.1, XP_010493782.1, XP_010495491.2, XP_010444838.1, XP_010478760.1, XP_010495494.2	XP_018482705.1
OG0000100	XP_019082762.1	XP_018453997.1, XP_018453999.1
OG0000100	XP_019085239.1, XP_010418428.1	XP_018454271.1, XP_018454261.1
OG0000100	XP_010430481.1	XP_018455681.1
OG0000100	XP_010435135.1, XP_010440468.1	XP_018436752.1
OG0000100	XP_010418223.1	XP_018454730.1, XP_018466158.1
OG0000100	XP_019093426.1, XP_019083712.1, XP_010430500.1	XP_018453994.1
OG0000101	XP_019084377.1, XP_010426130.1	XP_018461557.1
OG0000101	XP_019095473.1, XP_019084297.1, XP_019096310.1, XP_019100867.1, XP_010468539.2, XP_019091545.1, XP_019092371.1	XP_018448389.1, XP_018465075.1, XP_018484396.1, XP_018484394.1, XP_018459100.1
OG0000101	XP_019087592.1, XP_010496858.1, XP_010425229.1, XP_010430917.1, XP_010430907.1, XP_019085581.1, XP_010430867.1, XP_010424201.1	XP_018456076.1
OG0000102	XP_010431264.1, XP_010422439.1	XP_018478798.1
OG0000102	XP_010431256.1, XP_010422442.1, XP_010430852.2	XP_018455932.1, XP_018456414.1, XP_018456413.1, XP_018456412.1, XP_018455931.1
OG0000102	XP_010424623.1, XP_010456938.1, XP_010467526.1	XP_018473576.1
OG0000102	XP_010422434.1, XP_010431383.1	XP_018451515.1, XP_018489433.1, XP_018486652.1, XP_018486669.1, XP_018474049.1
OG0000102	XP_019084229.1, XP_019090199.1, XP_019090267.1	XP_018453850.1
OG0000103	XP_019093319.1, XP_019085495.1, XP_019087606.1	XP_018460328.1
OG0000103	XP_019098419.1, XP_019099598.1	XP_018435808.1
OG0000103	XP_019096616.1, XP_019101967.1, XP_019084287.1, XP_019091093.1	XP_018436063.1, XP_018436064.1
OG0000105	XP_019089588.1	XP_018448388.1
OG0000105	XP_019090875.1	XP_018437703.1
OG0000105	XP_010434743.1	XP_018449080.1
OG0000105	XP_019086258.1	XP_018466654.1
OG0000106	XP_010416947.1	XP_018454225.1
OG0000106	XP_010426473.1	XP_018467032.1, XP_018479497.1, XP_018448376.1, XP_018474012.1, XP_018443565.1, XP_018454001.1
OG0000106	XP_019083108.1, XP_010450226.1, XP_010426617.1, XP_019087671.1, XP_019086014.1, XP_010514363.1, XP_010499810.1	XP_018483022.1, XP_018435770.1, XP_018482722.1
OG0000107	XP_019093535.1, XP_010417843.1, XP_010473089.1	XP_018474063.1, XP_018435236.1
OG0000107	XP_010468313.1, XP_019096413.1, XP_010487979.1, XP_010508519.1, XP_010466192.1	XP_018489727.1, XP_018489629.1, XP_018488234.1, XP_018486234.1
OG0000107	XP_010487974.1, XP_010466183.1, XP_010508469.1, XP_010468312.1	XP_018486571.1, XP_018467025.1
OG0000107	XP_010466304.1, XP_010422712.1, XP_010456149.1, XP_010467059.1, XP_010434996.1, XP_010440318.1, XP_010449948.1	XP_018440339.1, XP_018435080.1, XP_018436775.1
OG0000107	XP_010494611.1, XP_019083601.1, XP_010425701.1, XP_010514626.1, XP_010507118.2	XP_018437231.1
OG0000108	XP_010505356.1, XP_010504145.1, XP_010517034.1, XP_010515877.1, XP_010509299.1	XP_018476215.1, XP_018441209.1
OG0000108	XP_010422938.1, XP_010491624.1, XP_010452982.1	XP_018445204.1, XP_018476330.1, XP_018471220.1
OG0000108	NP_001289901.1, XP_010507140.1	XP_018440679.1
OG0000108	NP_001289904.1	XP_018492579.1
OG0000108	XP_010461764.1, XP_010479361.1, XP_010500469.1	XP_018492660.1
OG0000109	XP_010514808.1, XP_010467138.1, XP_010419836.1, XP_010445669.1, XP_010501700.1, XP_019099565.1	XP_018487761.1, XP_018481572.1, XP_018481855.1, XP_018464035.1, XP_018463274.1, XP_018448709.1, XP_018466706.1, XP_018454380.1, XP_018477453.1, XP_018459917.1
OG0000110	XP_019099724.1	XP_018462224.1
OG0000110	XP_019089268.1, XP_010484962.1, XP_019093274.1, XP_019098180.1, XP_019098181.1, XP_010424382.1, XP_010490057.1, XP_019084293.1, XP_019096534.1, XP_019094551.1, XP_010430690.1, XP_010451255.1, XP_010436550.1, XP_019085480.1, XP_019086281.1, XP_010431092.1, XP_019084311.1, XP_010463167.1	XP_018481465.1, XP_018464346.1, XP_018460458.1, XP_018487640.1, XP_018453398.1, XP_018458166.1, XP_018458754.1
OG0000111	XP_010457012.1, XP_010457013.1, XP_010430962.1, XP_019090835.1, XP_010466686.1, XP_010427599.1, XP_010466850.1, XP_010466656.1, XP_010424049.1, XP_010424683.1, XP_010424693.1, XP_010468732.2, XP_010467655.2, XP_010467652.1, XP_010490438.1	XP_018470802.1
