Orthogroup	Odontarrhena_muralis	Arabidopsis_lyrata_NCBI
OG0000229	Om001G026580	XP_020868387.1, XP_002891651.2, XP_002891717.1
OG0000231	Om006G259610	XP_020873122.1
OG0000232	Om004G153390, Om018G374050, Om002G054380	XP_020888212.1
OG0000234	Om006G252380	XP_020881605.1
OG0000234	Om006G252400	XP_002878017.1
OG0000234	Om006G252410	XP_002878016.1
OG0000234	Om008G332130	XP_002881649.1
OG0000234	Om004G161230	XP_002871574.1
OG0000235	Om002G062850, Om002G062830	XP_020888709.1, XP_020887386.1, XP_002885153.1, XP_002865715.1
OG0000235	Om002G062820	XP_002891354.1, XP_002885152.1
OG0000236	Om002G070320	XP_002885480.1
OG0000236	Om006G242750	XP_020886731.1
OG0000242	Om002G081640	XP_002885958.1
OG0000242	Om005G193910	XP_020870862.1
OG0000242	Om005G194120	XP_002890039.2
OG0000242	Om005G193920, Om005G193930	XP_020869724.1
OG0000244	Om001G008070	XP_020873759.1
OG0000244	Om008G354340	XP_020876627.1
OG0000244	Om008G354370	XP_002872712.1
OG0000244	Om001G008060	XP_002867821.1
OG0000244	Om008G354350, Om003G110630	XP_002872711.1
OG0000248	Om008G353070	XP_002872655.2
OG0000248	Om011G365210, Om020G374470	XP_020865893.1
OG0000248	Om003G119420	XP_002876368.2
OG0000249	Om008G336610	XP_020884151.1
OG0000249	Om008G336590, Om008G336600	XP_002881469.1
OG0000249	Om006G255030	XP_002877904.2
OG0000250	Om005G208240, Om005G208260, Om005G208250	XP_002887278.1, XP_020865738.1
OG0000251	Om006G266370, Om005G218220	XP_020883607.1
OG0000251	Om007G290870, Om006G266390	XP_020879639.1
OG0000252	Om008G334420, Om008G334430, Om003G122070, Om004G175220	XP_020876636.1, XP_002883924.1, XP_020879255.1, XP_002891659.1, XP_002871005.2, XP_020879259.1, XP_002871007.2, XP_002871008.2
OG0000254	Om002G064970	XP_002880609.1, XP_002880923.2, XP_002883112.2, XP_020887741.1
OG0000254	Om008G330440	XP_020877605.1, XP_020877604.1
OG0000256	Om008G329780	XP_020877194.1
OG0000256	Om008G329770	XP_002881722.1
OG0000256	Om008G331560, Om008G331580, Om008G331570, Om008G331550	XP_002863900.1, XP_002865643.1, XP_002885797.1
OG0000256	Om008G329670	XP_002881723.1
OG0000256	Om008G329810	XP_020883542.1, XP_020885530.1, XP_002878839.1
OG0000257	Om001G002940	XP_002894303.2, XP_002894304.2, XP_002891555.1
OG0000257	Om006G235420	XP_020865716.1, XP_020870689.1, XP_002892495.2
OG0000257	Om002G053540	XP_002882670.1
OG0000258	Om008G334140	XP_002876961.1, XP_002876962.1, XP_002876963.1
OG0000258	Om008G327620, Om006G251330	XP_020882087.1
OG0000258	Om006G272550	XP_002876964.1
OG0000260	Om004G173960	XP_020866652.1
OG0000264	Om008G355250	XP_002872741.1
OG0000264	Om004G160560, Om004G160570, Om004G160550	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1
OG0000264	Om008G355300	XP_020876466.1
OG0000265	Om007G304710, Om007G298190	XP_020879047.1
OG0000266	Om003G128150	XP_020880890.1, XP_020882437.1, XP_020882443.1
OG0000267	Om004G134370, Om005G189100, Om002G050140	XP_020884986.1, XP_020885024.1, XP_020885006.1, XP_020885032.1, XP_002879220.1, XP_020883121.1, XP_020885184.1
OG0000268	Om006G274870	XP_020879860.1
OG0000268	Om008G334210	XP_020891047.1
OG0000268	Om004G176390	XP_002870939.2
OG0000268	Om006G253920	XP_002877959.1
OG0000269	Om007G307120, Om009G364100, Om007G303900	XP_020884646.1
OG0000271	Om004G174610, Om002G052450	XP_002870459.1
OG0000271	Om008G334470, Om001G012260, Om008G355390	XP_020878304.1
OG0000274	Om006G245790	XP_002864649.1
OG0000274	Om008G354900	XP_020884551.1, XP_020881938.1, XP_002877465.1, XP_020867206.1, XP_002877471.1
OG0000274	Om007G282440	XP_020883555.1
OG0000276	Om008G337850	XP_020877153.1
OG0000277	Om003G101280	XP_020874808.1
OG0000278	Om006G246960, Om006G246900, Om006G241700, Om006G248780, Om006G248700, Om006G248830	XP_002862832.1
OG0000281	Om003G097620	XP_002891549.1, XP_020866716.1
OG0000281	Om003G121390, Om003G121360, Om003G121670	XP_002894688.2, XP_002892013.2
OG0000281	Om007G317550, Om003G121350, Om003G121370, Om001G006530, Om007G317580, Om007G317540, Om001G006540	XP_002875296.2
OG0000282	Om004G168700	XP_002873315.1
OG0000282	Om004G168720	XP_002873314.1
OG0000282	Om004G168690	XP_002873316.1
OG0000282	Om004G168680	XP_020876208.1, XP_020876210.1
OG0000284	Om007G294370, Om002G074370, Om003G113380	XP_020879188.1
OG0000284	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100	XP_020871231.1
OG0000285	Om001G020260, Om002G085590, Om004G149320, Om008G344410, Om004G173280, Om005G218700, Om080G377260, Om003G112740, Om001G015960	XP_020879740.1, XP_020879190.1, XP_020886087.1, XP_020882764.1, XP_020866108.1
OG0000285	Om009G363400	XP_002870431.1, XP_020880707.1, XP_002863144.2, XP_002893840.2
OG0000286	Om001G007790	XP_020867313.1, XP_002865985.2
OG0000286	Om003G115170, Om003G115230, Om003G115190	XP_020865980.1
OG0000287	Om002G068950	XP_020886743.1
OG0000287	Om002G068990, Om002G068980	XP_020886039.1
OG0000288	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600	XP_002893341.1, XP_020886472.1, XP_020882129.1
OG0000290	Om002G065710	XP_002885269.2
OG0000290	Om005G197460, Om006G231890, Om006G251270, Om006G250320	XP_002864952.1
OG0000293	Om007G315620, Om001G037250, Om002G054920	XP_020884729.1
OG0000294	Om002G064000	XP_020889164.1
OG0000294	Om004G159000	XP_020877038.1
OG0000294	Om005G179320	XP_020867795.1
OG0000295	Om008G352500, Om008G352470, Om008G352530, Om008G352440	XP_020874085.1
OG0000296	Om004G129700, Om006G258460	XP_002891517.1
OG0000297	Om005G212040, Om001G036360, Om001G036390	XP_020875559.1
OG0000297	Om006G242900, Om006G244950	XP_002864686.1
OG0000297	Om002G067110	XP_020889053.1
OG0000298	Om001G007250	XP_002867928.1
OG0000298	Om007G317110	XP_002886167.1
OG0000299	Om001G011700	XP_020865762.1, XP_002862856.2
OG0000300	Om001G025280	XP_002883688.1
OG0000300	Om001G025290	XP_020888721.1, XP_020888706.1
OG0000300	Om008G353600	XP_020887748.1, XP_002883696.1, XP_020886867.1, XP_002883695.1
OG0000301	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890	XP_020883108.1, XP_020872622.1, XP_020877172.1, XP_020886446.1, XP_020868906.1, XP_020876112.1, XP_020874153.1, XP_020870118.1, XP_020886556.1, XP_020885910.1
OG0000304	Om008G357260	XP_020885653.1
OG0000308	Om007G306690, Om008G350290	XP_002870343.2
OG0000308	Om005G198900	XP_020868339.1
OG0000309	Om002G089150, Om002G088820	XP_020876947.1
OG0000310	Om006G246480, Om006G245880	XP_002866323.1
OG0000310	Om006G245320, Om003G096540	XP_002862953.1, XP_002864667.1, XP_002866375.1
OG0000311	Om007G298120	XP_020877332.1
OG0000311	Om003G099520	XP_002891436.1
OG0000311	Om002G064550	XP_020889182.1
OG0000311	Om005G213850	XP_020891044.1
OG0000313	Om003G099080	XP_020869736.1
OG0000314	Om005G181880	XP_002892239.1
OG0000314	Om005G181890	XP_002889523.1
OG0000314	Om005G210380	XP_020883981.1
OG0000315	Om001G014100	XP_020878657.1, XP_020882005.1
OG0000316	Om008G355740, Om008G329420, Om008G329500	XP_020886529.1
OG0000316	Om008G335620	XP_002881726.1, XP_002879874.1, XP_002881728.1
OG0000319	Om005G185820, Om006G245010	XP_020870838.1, XP_002889674.1, XP_002864684.1, XP_020870839.1
OG0000320	Om007G304720, Om007G305380	XP_020886143.1, XP_020868852.1
OG0000320	Om001G017140, Om003G107640, Om003G102020, Om003G105390	XP_020871384.1
OG0000321	Om003G119980	XP_020875511.1, XP_002870549.2
OG0000321	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270	XP_020873117.1, XP_020875512.1, XP_020875510.1, XP_002870533.1, XP_002870532.1
OG0000322	Om004G133260	XP_002889191.1
OG0000322	Om005G198270	XP_002890206.2
OG0000322	Om008G333060, Om008G330110, Om008G330430	XP_020885575.1, XP_020884760.1, XP_002874576.1, XP_002893940.1
OG0000323	Om003G115780	XP_020866009.1
OG0000323	Om001G021170	XP_002869553.1, XP_002869552.1
OG0000324	Om001G037650, Om006G272040, Om002G069780, Om002G069760, Om001G037660, Om002G069770, Om006G272050, Om007G292940	XP_020876120.1, XP_020890803.1, XP_002885850.1
OG0000325	Om001G015830, Om006G266400, Om004G145320, Om006G266360	XP_020869654.1
OG0000327	Om006G253100, Om006G251140, Om006G251150, Om006G253090	XP_002877115.2, XP_020880743.1, XP_020879875.1, XP_002877989.2
OG0000328	Om003G102580	XP_002870302.1
OG0000330	Om003G124480, Om003G124500	XP_020882480.1
OG0000332	Om003G097540	XP_020866713.1
OG0000334	Om006G254200	XP_002877942.1
OG0000334	Om008G335090	XP_020882973.1
OG0000335	Om008G341130	XP_020870420.1
OG0000335	Om002G054740	XP_020888216.1, XP_002885658.1
OG0000336	Om005G198950	XP_002890238.1
OG0000336	Om004G142080, Om004G142060	XP_002887457.1
OG0000338	Om011G365530, Om005G217920	XP_002886727.1, XP_020870323.1
OG0000339	Om001G010480	XP_020869191.1, XP_020873658.1
OG0000339	Om008G321390	XP_020885426.1
OG0000340	Om008G325090	XP_002888546.1, XP_002880050.1
OG0000344	Om006G240680	XP_020877847.1, XP_020876157.1, XP_020880400.1
OG0000345	Om005G196900	XP_020869507.1
OG0000345	Om005G192140	XP_002889955.1
OG0000347	Om006G248330, Om006G248350, Om002G055420	XP_020887803.1, XP_020889440.1, XP_020886138.1, XP_020885147.1, XP_002880843.1
OG0000348	Om007G315920, Om004G149150	XP_020891714.1, XP_020875272.1, XP_020889075.1
OG0000349	Om001G035120	XP_002869064.1
OG0000349	Om008G361710	XP_020889681.1, XP_020891555.1, XP_020891770.1
OG0000349	Om001G035100	XP_020883186.1, XP_020882202.1, XP_020870051.1
OG0000350	Om007G290180	XP_020867532.1
OG0000351	Om002G059520	XP_020886617.1
OG0000352	Om005G197930, Om008G334130	XP_002890193.1
OG0000352	Om008G360290, Om008G360530, Om008G360690, Om008G360810, Om008G360300, Om008G360820, Om008G360270, Om008G360790, Om008G360500, Om008G360670	XP_020889876.1
OG0000355	Om008G338600	XP_002887520.1, XP_020891167.1
OG0000355	Om004G138140, Om005G184710	XP_002887118.1, XP_002887117.1
OG0000356	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030	XP_002874408.2, XP_002872250.1, XP_002874407.2
OG0000358	Om005G181310, Om007G277860	XP_002892204.1
OG0000358	Om007G277850	XP_002873405.1
OG0000359	Om007G290360, Om007G290370	XP_002890838.2, XP_002893588.2, XP_020883007.1, XP_002879498.1
OG0000360	Om006G230130	XP_020871494.1, XP_002865045.1
OG0000360	Om006G230150	XP_020885507.1
OG0000360	Om006G230180	XP_020885516.1
OG0000361	Om002G054940	XP_002882734.1
OG0000361	Om004G172990	XP_020879386.1
OG0000362	Om005G182040	XP_002885626.2, XP_020866123.1
OG0000362	Om004G136190, Om004G136200, Om004G136230	XP_020888758.1, XP_020886043.1
OG0000363	Om002G082440	XP_002886436.2
OG0000363	Om004G151750	XP_020889854.1
OG0000363	Om004G151760, Om005G220950, Om008G341070	XP_020874199.1
OG0000368	Om001G038080, Om001G038070	XP_002866955.2
OG0000368	Om001G038000	XP_020874750.1
OG0000368	Om001G038090	XP_002888509.2, XP_020865922.1
OG0000368	Om001G038110	XP_020873168.1
OG0000369	Om006G245620	XP_002875761.1, XP_002868553.1, XP_002892419.1, XP_002866354.1
OG0000370	Om005G198190	XP_002890198.2
OG0000370	Om005G198070	XP_020870155.1
OG0000371	Om008G319770	XP_002890652.1, XP_002880288.1
OG0000372	Om004G135750	XP_020873782.1, XP_002869578.2, XP_002869577.1, XP_020873778.1
OG0000374	Om003G094990	XP_002891641.1, XP_002891287.1, XP_020869402.1
OG0000377	Om005G221490, Om005G221480, Om005G221450, Om005G221440	XP_020890101.1
OG0000377	Om005G221520	XP_020890100.1
OG0000378	Om003G106910	XP_020888610.1, XP_020872589.1, XP_020888509.1
OG0000382	Om005G179390	XP_002874941.1
OG0000382	Om005G187240	XP_020867895.1
OG0000383	Om007G289040, Om007G289010	XP_020868242.1, XP_002891138.1
OG0000383	Om007G289000	XP_020885420.1
OG0000384	Om002G061090	XP_020870971.1
OG0000384	Om003G093990	XP_020870422.1
OG0000384	Om003G093980, Om003G093940, Om003G093930	XP_020867734.1
OG0000386	Om006G254890, Om006G254870, Om006G254900	XP_002876198.1
OG0000386	Om006G254880	XP_002876199.1, XP_020881893.1
OG0000387	Om008G325420	XP_002868038.2
OG0000388	Om007G313410	XP_020875888.1
OG0000389	Om003G121980	XP_002891988.1, XP_002878213.1
OG0000390	Om006G238000, Om001G007860	XP_002872057.1
OG0000390	Om002G066980	XP_002885786.1
OG0000390	Om002G064160, Om004G151070	XP_002885216.1
OG0000391	Om005G204840	XP_002891115.1, XP_020869226.1
OG0000391	Om005G199920	XP_002893219.1
OG0000391	Om005G204830	XP_002893223.1
OG0000391	Om005G204810, Om005G204820	XP_020870867.1, XP_020870868.1
OG0000392	Om004G166970	XP_020874849.1
OG0000396	Om007G306340, Om009G363510	XP_020879781.1
OG0000396	Om006G270400	XP_020881129.1
OG0000396	Om002G084480	XP_020881240.1
OG0000398	Om002G057970	XP_002882836.2
OG0000398	Om003G090820, Om003G090840	XP_002894496.1
OG0000400	Om001G026500	XP_020880367.1
OG0000403	Om005G220580	XP_002886627.2, XP_002888152.1, XP_020891528.1, XP_020865633.1, XP_002886624.1
OG0000404	Om006G255780, Om008G337600, Om004G170670, Om002G054990	XP_002879596.1, XP_020888327.1, XP_002876158.1
OG0000406	Om007G297520	XP_002873801.1, XP_002873802.1, XP_002873803.1
OG0000406	Om002G044530	XP_020888940.1, XP_002884357.1
OG0000407	Om007G300530	XP_020879520.1
OG0000409	Om002G081160	XP_020882951.1
OG0000410	Om005G222950	XP_020890044.1
OG0000411	Om005G224040	XP_020891025.1
OG0000411	Om008G354000	XP_002874805.1
OG0000411	Om001G008360	XP_002869850.1
OG0000412	Om003G116310	XP_002864349.1
OG0000412	Om002G068560	XP_002883264.1
OG0000412	Om003G096220	XP_020869715.1
OG0000413	Om002G057770	XP_020886129.1
OG0000413	Om003G119170	XP_002864463.1
OG0000413	Om003G090580	XP_002894500.1
OG0000414	Om001G006250	XP_020874932.1
OG0000415	Om004G162740	XP_020879290.1
OG0000415	Om008G326430	XP_002879993.1
OG0000416	Om005G227300, Om004G176330, Om007G280020, Om007G280180	XP_002881192.1, XP_002879346.1
OG0000417	Om002G073380	XP_002883509.2, XP_002883512.2, XP_002883510.1
OG0000420	Om003G125710	XP_020882955.1, XP_002879861.1
OG0000420	Om001G024600, Om001G024620, Om001G024670, Om001G024630, Om001G024610, Om001G032410	XP_020875262.1, XP_020875256.1
OG0000420	Om001G024590	XP_020872037.1
OG0000421	Om001G026550, Om001G026540, Om007G294470, Om001G013810	XP_002868745.2, XP_002868743.1, XP_002868798.2, XP_002868742.1, XP_002868738.1, XP_020872982.1
OG0000422	Om005G187620, Om005G187610	XP_020870169.1
OG0000422	Om005G187660	XP_002889755.1
OG0000422	Om005G187600, Om005G187590	XP_020870459.1
OG0000423	Om004G142290	XP_002888890.1
OG0000423	Om003G091160	XP_002891805.1
OG0000423	Om002G058490	XP_002884997.1
OG0000424	Om002G075860	XP_020876454.1
OG0000424	Om007G293140	XP_020876381.1
OG0000424	Om006G230630, Om007G292750, Om006G230620	XP_020874082.1, XP_020875313.1, XP_002870317.2
OG0000425	Om003G093760	XP_002894415.1
OG0000427	Om007G317740	XP_002889204.1
OG0000427	Om004G132940	XP_002875493.1, XP_002879467.2
OG0000429	Om006G240130	XP_002874255.1
OG0000429	Om004G164170	XP_002871465.1
OG0000429	Om001G029270	XP_002869276.1
OG0000430	Om002G082610, Om002G066320	XP_002884009.1
OG0000430	Om001G041290	XP_020874612.1, XP_002883469.1, XP_020885496.1, XP_020874403.1
OG0000431	Om005G219170	XP_002888218.1
OG0000431	Om005G188470	XP_020870476.1
OG0000431	Om005G188450	XP_002889784.1
OG0000432	Om003G113900	XP_020879107.1
OG0000432	Om003G118170, Om005G204990	XP_020871919.1, XP_020871160.1
OG0000436	Om002G087440	XP_002886024.1
OG0000437	Om001G012410	XP_002891050.1
OG0000439	Om005G183450	XP_002889581.1, XP_002889582.2
OG0000439	Om003G123740	XP_002876506.1
OG0000439	Om007G280530	XP_002881172.1
OG0000440	Om007G297020	XP_002873831.1
OG0000440	Om006G261750, Om006G261700	XP_002884378.1
OG0000441	Om002G062560, Om002G062550	XP_020889114.1
OG0000441	Om002G062430	XP_020889202.1, XP_020889200.1
OG0000441	Om002G062440	XP_002883007.1
OG0000441	Om002G062460	XP_020889199.1, XP_020889194.1
OG0000442	Om001G041180	XP_020875191.1
OG0000442	Om008G323220	XP_002880408.1, XP_020883410.1, XP_020885262.1
OG0000443	Om003G118670, Om004G142810, Om004G142760	XP_002887426.1, XP_002887427.2
OG0000444	Om007G315120	XP_020877162.1
OG0000445	Om003G112420	XP_020878967.1, XP_020877487.1
OG0000446	Om006G235370	XP_002864799.1
OG0000446	Om006G274450	XP_020879966.1
OG0000446	Om005G194520	XP_020868927.1
OG0000447	Om002G060230	XP_020887450.1
OG0000447	Om007G288920	XP_002893535.1
OG0000448	Om008G361730	XP_002863380.1
OG0000448	Om008G361700	XP_002863381.1
OG0000448	Om008G361720	XP_002863382.1, XP_002863379.1
OG0000449	Om006G267260	XP_020880864.1
OG0000449	Om006G245560	XP_002864657.2
OG0000449	Om006G267270	XP_020880865.1
OG0000449	Om006G245570	XP_002864656.1
OG0000450	Om006G231930	XP_020869456.1, XP_020868293.1
OG0000450	Om003G111450, Om002G044350, Om003G095390	XP_020866033.1, XP_020885742.1, XP_020877211.1
OG0000452	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910	XP_020869179.1
OG0000454	Om003G113950, Om003G113940, Om003G113960	XP_020866670.1
OG0000456	Om004G170070, Om003G123150	XP_020874116.1
OG0000456	Om001G027150	XP_020874089.1, XP_020876331.1
OG0000460	Om001G008580	XP_020872570.1
OG0000460	Om005G220920	XP_020869855.1
OG0000461	Om005G177550	XP_020866566.1
OG0000461	Om005G177540	XP_002892018.2
OG0000463	Om001G005850	XP_002877501.1, XP_020881922.1, XP_020880212.1
OG0000466	Om004G174390	XP_002871030.1, XP_002863170.1
OG0000466	Om005G209820	XP_020865786.1
OG0000468	Om006G252980	XP_002877995.1
OG0000468	Om007G278880	XP_002881246.1
OG0000468	Om008G332830	XP_020884576.1
OG0000471	Om007G289290	XP_002893547.1
OG0000472	Om007G316650, Om007G316670	XP_020874381.1
OG0000472	Om007G316690, Om003G102350, Om007G316680, Om007G316660	XP_002868665.1
OG0000473	Om007G316920	XP_020874721.1
OG0000474	Om006G261160, Om006G238310	XP_002877637.1, XP_020872123.1, XP_002880547.1
OG0000475	Om005G227990	XP_002887972.2, XP_020865880.1
OG0000476	Om004G165260, Om004G165270	XP_002864683.1
OG0000477	Om004G169410, Om002G083900, Om006G247780, Om008G334030	XP_002864574.1
OG0000478	Om002G083030	XP_002883923.2
OG0000479	Om007G308100	XP_020872149.1
OG0000481	Om005G223420, Om002G062340	XP_020890091.1
OG0000481	Om007G293590	XP_020880771.1
OG0000482	Om005G212960, Om005G212950	XP_002868776.1, XP_020875436.1, XP_020875435.1
OG0000483	Om003G117450	XP_002864390.1
OG0000484	Om001G035850	XP_002867033.2
OG0000484	Om007G296400	XP_020868157.1
OG0000486	Om007G293910	XP_020869196.1
OG0000487	Om002G046190, Om005G181670, Om007G278330	XP_002889509.1
OG0000488	Om006G246280, Om008G324620, Om006G256140, Om004G176270	XP_020880992.1, XP_020880991.1, XP_020879661.1
OG0000488	Om006G256090, Om006G256070, Om006G256080	XP_002876140.1
OG0000489	Om002G047940, Om002G047950, Om002G047930, Om002G047960	XP_020887078.1, XP_002884527.1
OG0000490	Om005G178960	XP_002892092.1, XP_002892093.1
OG0000491	Om004G137480, Om005G213920, Om001G003620, Om001G003610	XP_020887474.1
OG0000491	Om003G104850	XP_020879288.1
OG0000492	Om003G118980	XP_020885640.1
OG0000495	Om006G264600	XP_020885497.1
OG0000495	Om006G264590, Om006G264500	XP_002869413.1, XP_002880508.1
OG0000497	Om004G146680, Om008G341800	XP_020866146.1, XP_020885209.1
OG0000498	Om003G114860	XP_002864240.1
OG0000498	Om008G361860	XP_020872317.1
OG0000499	Om001G002040, Om002G075590	XP_002868001.1
OG0000499	Om004G133290	XP_002862992.1, XP_002887734.1
OG0000499	Om002G059420	XP_020889418.1
OG0000499	Om003G092390	XP_020889416.1
OG0000500	Om008G357470	XP_020887704.1, XP_002865287.1
OG0000501	Om007G291470	XP_020868804.1
OG0000501	Om001G008590	XP_020882634.1
OG0000504	Om001G012750, Om002G052110, Om008G332030	XP_020887260.1
OG0000505	Om006G239820, Om006G239880	XP_020878888.1, XP_020878709.1, XP_020879055.1
OG0000506	Om005G205820	XP_020888125.1, XP_020891685.1, XP_002871200.1, XP_020889633.1, XP_020873478.1
OG0000507	Om005G228600	XP_020878583.1, XP_020878143.1
OG0000507	Om005G228590, Om008G341610	XP_002887884.2
OG0000508	Om008G325940, Om008G340090, Om008G325910, Om008G325930	XP_020884599.1
OG0000508	Om008G332530	XP_020884707.1, XP_002881642.1
