Orthogroup	Odontarrhena_muralis	Arabidopsis_lyrata_Rawat
OG0000233	Om002G075720, Om001G016050	AL3G45630
OG0000234	Om006G252380	AL5G36230
OG0000234	Om006G252400	AL5G36220
OG0000234	Om006G252410	AL5G36210
OG0000234	Om008G332130	AL4G36690
OG0000234	Om004G161230	AL6G24190
OG0000235	Om002G062850, Om002G062830	AL3G46410, AL3G46450, AL3G29470, AL8G22710
OG0000235	Om002G062820	AL1G53620, AL3G29460
OG0000237	Om008G343820, Om007G307970	AL1G54290
OG0000240	Om001G017850	AL1G56710
OG0000242	Om002G081640	AL3G47120
OG0000242	Om005G193910	AL1G25950
OG0000242	Om005G194120	nbis-gene-83
OG0000242	Om005G193920, Om005G193930	AL1G25930
OG0000244	Om001G008070	AL7G32050
OG0000244	Om008G354340	AL6G48290
OG0000244	Om008G354370	AL6G48330
OG0000244	Om001G008060	AL7G32060
OG0000244	Om008G354350, Om003G110630	AL6G48310
OG0000248	Om008G353070	AL6G47230
OG0000248	Om011G365210, Om020G374470	AL2G18850
OG0000248	Om003G119420	AL5G37800
OG0000249	Om008G336610	AL4G32970
OG0000249	Om008G336590, Om008G336600	AL4G32990
OG0000249	Om006G255030	AL5G34040
OG0000250	Om005G208240, Om005G208260, Om005G208250	nbis-gene-575
OG0000250	Om001G040920, Om001G040910	AL2G29280
OG0000251	Om006G266370, Om005G218220	AL6G42410
OG0000252	Om008G334420, Om008G334430, Om003G122070, Om004G175220	AL6G12280, AL3G47640, AL6G12310, AL1G59710, AL1G59720, AL6G12270, AL6G12290, AL6G12300
OG0000254	Om002G064970	AL4G15410, AL4G21500, AL1G67340, AL3G31320, AL3G41860
OG0000254	Om008G330440	AL6G44930
OG0000256	Om008G329770	AL4G38280
OG0000256	Om008G331560, Om008G331580, Om008G331570, Om008G331550	AL8G21380, nbis-gene-2062, AL3G42840
OG0000256	Om008G329670	AL4G38290
OG0000256	Om008G329810	AL4G16530, AL4G16510, AL4G16550
OG0000257	Om001G002940	nbis-gene-282, AL1G59050, nbis-gene-269
OG0000257	Om006G235420	nbis-gene-1899
OG0000257	Om002G053540	AL3G21820
OG0000258	Om008G334140	AL5G15050, AL5G15060, AL5G15070
OG0000258	Om008G327620, Om006G251330	AL5G15100
OG0000258	Om006G272550	AL5G15090
OG0000264	Om008G355250	AL6G48830
OG0000264	Om004G160560, Om004G160570, Om004G160550	AL6G49970, AL6G49560
OG0000264	Om008G355300	AL6G49960
OG0000266	Om003G128150	AL5G20610, AL5G20620
OG0000267	Om004G134370, Om005G189100, Om002G050140	AL4G24330, AL4G24610, AL4G24350, AL4G24620, AL4G24340, AL4G24320, AL4G24590, AL4G24560
OG0000268	Om006G274870	AL5G11250
OG0000268	Om008G334210	AL2G13720
OG0000268	Om004G176390	AL6G11010
OG0000268	Om006G253920	AL5G35180
OG0000270	Om001G041100	AL7G10820, AL3G49100
OG0000271	Om004G174610, Om002G052450	AL7G44880
OG0000271	Om008G334470, Om001G012260, Om008G355390	AL6G32160
OG0000274	Om006G245790	AL8G36240
OG0000274	Om008G354900	AL4G17310, AL5G25090, AL5G25020, AL1G62090, AL5G25120
OG0000274	Om007G282440	AL4G24200
OG0000276	Om008G337850	AL9U10390
OG0000276	Om008G337860	AL8G15440
OG0000277	Om003G101240	AL7G39730
OG0000277	Om003G101280	AL7G39750
OG0000278	Om006G246960, Om006G246900, Om006G241700, Om006G248780, Om006G248700, Om006G248830	AL132U10010
OG0000279	Om004G168600	AL3G45750, AL3G29500, AL1G60350, AL5G42690, AL3G40660, AL6G28320, AL7G22760, AL6G50810
OG0000279	Om008G348600	AL6G47730, AL1G53900
OG0000279	Om004G152920	AL4G12760, AL7G43800, AL5G22580, AL1G58300, AL9U11340
OG0000279	Om004G168610	AL5G23870, AL9U11700
OG0000279	Om003G109450	AL6G48470
OG0000280	Om008G347720, Om008G325710, Om006G246420	AL5G38160
OG0000281	Om003G097620	AL1G57560
OG0000281	Om003G121390, Om003G121360, Om003G121670	AL1G67480, AL1G67450
OG0000281	Om007G317550, Om003G121350, Om003G121370, Om001G006530, Om007G317580, Om007G317540, Om001G006540	AL5G14680
OG0000282	Om004G168700	AL6G17850
OG0000282	Om004G168720	AL6G17840
OG0000282	Om004G168690	AL6G17860
OG0000282	Om004G168680	AL6G17870
OG0000284	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100	AL3G16620
OG0000285	Om009G363400	AL1G49470, AL9U10420
OG0000286	Om001G007790	AL8G28540, AL8G28530, AL8G28470, AL8G28350, AL8G28560
OG0000287	Om002G068950	AL3G34940
OG0000287	Om002G069010	AL249U10040
OG0000287	Om002G068990, Om002G068980	AL3G34970, AL249U10020, AL3G34990
OG0000288	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600	AL1G38150, nbis-gene-1364, nbis-gene-1197
OG0000290	Om002G065710	AL3G31960
OG0000290	Om005G197460, Om006G231890, Om006G251270, Om006G250320	AL8G42910
OG0000294	Om002G064000	AL3G30460
OG0000294	Om008G336510	AL4G33090
OG0000294	Om004G159000	AL6G51460
OG0000294	Om005G179320	AL1G11840
OG0000295	Om008G352500, Om008G352470, Om008G352530, Om008G352440	AL855U10010
OG0000296	Om004G129700, Om006G258460	AL1G56900
OG0000297	Om005G212040, Om001G036360, Om001G036390	AL7G14480
OG0000297	Om006G242900, Om006G244950	AL8G37040
OG0000297	Om002G067110	AL3G33140
OG0000298	Om007G317110	AL3G51650
OG0000299	Om001G011700	nbis-gene-617, AL122U10010
OG0000300	Om001G025280	AL3G42860
OG0000300	Om001G025290	AL3G42960, AL3G42950
OG0000300	Om008G353600	AL3G43040, AL3G42940, AL3G43030, AL3G42930
OG0000301	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890	AL1G50970
OG0000304	Om008G357260	AL4G18170
OG0000308	Om007G306690, Om008G350290	AL7G42450
OG0000308	Om005G198900	AL1G29920
OG0000310	Om006G246480, Om006G245880	AL8G35710
OG0000310	Om006G245320, Om003G096540	AL71U10060, AL8G36700, AL8G36790
OG0000311	Om007G298120	AL6G27540
OG0000311	Om003G099520	AL1G55110
OG0000311	Om002G064550	AL3G30980
OG0000311	Om005G213850	AL2G23890
OG0000313	Om003G099080	AL1G55550
OG0000314	Om005G181880	AL1G14460
OG0000314	Om005G181890	AL1G14470
OG0000314	Om005G210380	AL4G28680
OG0000315	Om001G014100	AL6G36390, AL5G15440
OG0000316	Om008G355740, Om008G329420, Om008G329500	AL3G14810
OG0000316	Om008G335620	AL4G38410, AL4G38350, AL4G38450
OG0000319	Om005G185820, Om006G245010	AL8G37000, AL1G18210, AL1G18230, AL1G18260
OG0000321	Om003G119980	AL7G46030, AL7G46410
OG0000321	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270	AL7G46130, AL7G38390, AL7G38360, AL7G46040, AL7G46050, AL7G46160, AL7G46150
OG0000322	Om004G133260	AL2G38770
OG0000322	Om005G198270	AL1G29380
OG0000322	Om008G333060, Om008G330110, Om008G330430	AL4G38060, AL4G38120, AL6G43180, AL1G51540
OG0000323	Om003G115780	AL8G29280
OG0000323	Om001G021170	AL7G25050, AL7G25030
OG0000324	Om001G037650, Om006G272040, Om002G069780, Om002G069760, Om001G037660, Om002G069770, Om006G272050, Om007G292940	AL8G29350, AL3G45890, AL4G20200, AL3G44720, AL6G42170, AL6G37470, AL9U11160, AL4G17620, AL4G20220, AL5G19210, AL1G53800, AL6G37460, AL4G18080, AL5G20680, nbis-gene-832
OG0000324	Om007G305950, Om006G251240, Om008G362470, Om008G360900, Om007G309040, Om002G085120, Om004G135510, Om004G156750, Om004G138360, Om005G207620, Om005G223670, Om006G262380, Om002G083090, Om008G349590, Om003G111220	AL59U10070, AL7G49430, AL4G30830
OG0000325	Om001G015830, Om006G266400, Om004G145320, Om006G266360	AL7G46530
OG0000327	Om006G253100, Om006G251140, Om006G251150, Om006G253090	AL5G18190, AL5G18170, AL5G35660, AL5G35670
OG0000328	Om003G102580	AL7G41460
OG0000330	Om003G124480, Om003G124500	AL5G42230
OG0000330	Om003G124470, Om003G125640	AL5G42220
OG0000332	Om006G241400	AL6G31300, AL6G31290
OG0000332	Om003G097540	AL1G57580
OG0000334	Om006G254200	AL5G34800
OG0000334	Om008G335090	AL4G34640
OG0000335	Om002G054740	nbis-gene-690, AL3G40150
OG0000336	Om005G198950	AL1G29940
OG0000336	Om004G142080, Om004G142060	AL2G32630
OG0000338	Om011G365530, Om005G217920	AL1G67290, AL2G18590
OG0000339	Om001G010480	AL1G10760, AL7G30060
OG0000339	Om008G321390	AL4G45180
OG0000340	Om008G325090	AL2G24960, AL4G42300
OG0000344	Om006G240680	AL6G37960, AL6G37980, AL8G21140
OG0000345	Om005G196900	AL1G24160
OG0000345	Om005G192140	AL1G24140
OG0000347	Om006G248330, Om006G248350, Om002G055420	AL3G39810
OG0000348	Om007G315920, Om004G149150	AL5G34600, AL1G65210, AL7G42660, AL1G38780, AL6G38420
OG0000349	Om001G035120	AL7G15370
OG0000349	Om001G035100	AL4G18420, nbis-gene-2066, AL5G14310, AL1G52130
OG0000351	Om002G059520	AL3G26860
OG0000352	Om005G197930, Om008G334130	AL1G29120
OG0000352	Om008G360290, Om008G360530, Om008G360690, Om008G360810, Om008G360300, Om008G360820, Om008G360270, Om008G360790, Om008G360500, Om008G360670	AL2G41010
OG0000355	Om008G338600	AL2G33910, AL2G40610
OG0000355	Om004G138140, Om005G184710	AL2G25940, AL2G25930
OG0000356	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030	AL6G40090, AL6G38970, AL6G40080, AL6G38960
OG0000358	Om005G181310, Om007G277860	AL1G13870
OG0000358	Om007G277850	AL6G19890
OG0000359	Om007G290360, Om007G290370	AL1G43770, AL1G43760, AL4G30390, AL4G30400
OG0000360	Om006G230130	AL8G44510
OG0000360	Om006G230150	AL8G44500
OG0000360	Om006G230180	AL8G44490
OG0000361	Om002G054940	AL3G23020
OG0000361	Om004G172990	AL6G14010
OG0000362	Om005G182040	AL3G39500, AL1G49160
OG0000362	Om004G136190, Om004G136200, Om004G136230	AL3G52440, AL3G52410
OG0000362	Om004G136210	nbis-gene-906
OG0000363	Om002G082440	AL2G12490
OG0000363	Om002G071160	AL7G46890
OG0000363	Om004G151750	AL2G12480
OG0000368	Om001G038080, Om001G038070	AL7G13510
OG0000368	Om001G038000	AL7G13520
OG0000368	Om001G038090	AL2G24410, AL2G24540
OG0000368	Om001G038110	nbis-gene-1705
OG0000369	Om005G185620	AL5G24760, AL8G36410
OG0000369	Om006G245620	AL7G46930
OG0000370	Om005G198190	AL1G29180
OG0000371	Om008G319770	AL1G39190, AL4G46780
OG0000372	Om004G135750	AL7G25660, AL7G25650, AL7G25640
OG0000374	Om003G094990	AL1G58830, AL1G59360, AL1G52250, AL1G59380
OG0000376	Om002G076420, Om001G027340, Om003G105630, Om007G305060, Om005G217350, Om001G020550, Om004G149310, Om007G299490, Om001G020860, Om003G109040, Om002G081990, Om008G349690, Om002G076410, Om004G155060, Om003G111070, Om009G364280, Om008G341300, Om003G107670, Om008G345730, Om010G364450, Om004G148060, Om008G348950, Om008G330790, Om004G152840, Om007G299930, Om005G219550, Om007G299480, Om006G268980, Om006G266380, Om005G219950, Om008G346660, Om001G015380, Om008G346810, Om003G111330, Om003G105890, Om009G363340, Om005G219560, Om002G077960, Om004G150680, Om001G020540, Om007G306030, Om008G349680, Om004G148540, Om010G364440, Om010G364420, Om008G345350, Om003G107630, Om004G155070, Om002G076430, Om003G109030, Om007G299470, Om003G113430, Om008G341290, Om010G364460, Om003G105380, Om006G262970	AL8G21280, AL6G49280
OG0000376	Om008G343640, Om006G264520, Om002G081610, Om004G150450, Om001G018400, Om007G299620, Om013G369720, Om002G081410, Om013G369380, Om006G263130, Om007G312980, Om008G344570, Om004G155090, Om004G146120, Om001G013010, Om005G222820, Om003G110140, Om001G018450, Om002G084580, Om011G365250, Om006G264870, Om003G095860, Om007G309180, Om002G077550, Om002G076520, Om004G150120, Om007G312970, Om001G013000, Om004G155050, Om007G308010, Om005G218460, Om022G375030, Om002G062810, Om002G080270, Om002G081600, Om008G344580, Om003G109020, Om006G267490, Om006G264860, Om008G343400, Om002G079120, Om007G306800, Om006G264390, Om001G018950, Om007G306110, Om001G018110	AL7G53050
OG0000377	Om005G221490, Om005G221480, Om005G221450, Om005G221440	AL2G15870
OG0000378	Om003G106910	AL7G43380, AL3G37650, AL1G50470
OG0000382	Om005G179390	AL6G51150
OG0000382	Om005G187240	nbis-gene-54
OG0000383	Om007G289040, Om007G289010	AL1G42250, AL1G49520
OG0000383	Om007G289000	AL4G21310
OG0000386	Om006G254890, Om006G254870, Om006G254900	AL5G34190
OG0000386	Om006G254880	AL5G34200
OG0000387	Om008G325420	AL7G36780
OG0000388	Om007G313410	nbis-gene-1582
OG0000389	Om003G121980	AL1G66560, AL5G40070
OG0000390	Om006G238000, Om001G007860	AL6G34750
OG0000390	Om002G066980	AL3G42690
OG0000390	Om002G064160, Om004G151070	AL3G30610
OG0000391	Om005G204840	AL1G49180, AL1G35870
OG0000391	Om005G199920	AL1G35790
OG0000391	Om005G204830	AL1G35860
OG0000391	Om005G204810, Om005G204820	AL1G35830
OG0000392	Om004G166970	AL7G52750
OG0000396	Om007G306340, Om009G363510	AL5G20500
OG0000396	Om006G270400	AL5G17950
OG0000396	Om002G084480	AL5G17990
OG0000398	Om002G057970	AL3G25610
OG0000398	Om003G090820, Om003G090840	AL1G63260
OG0000400	Om001G026500	AL5G17850
OG0000403	Om005G220580	AL2G16360, AL2G16550, AL2G16330, AL2G16320, AL2G16340
OG0000404	Om006G255780, Om008G337600, Om004G170670, Om002G054990	AL4G32260, AL3G23060, AL5G33360, AL6G16080
OG0000406	Om007G297520	AL6G27980, AL6G27990, AL6G28000
OG0000407	Om007G300530	AL6G25720
OG0000409	Om002G081160	AL4G38000, AL4G38030
OG0000410	Om005G222950	AL2G14910, AL2G14860
OG0000411	Om005G224040	AL2G13870
OG0000411	Om008G354000	AL6G48090
OG0000411	Om001G008360	AL7G31720
OG0000412	Om003G116310	AL8G30090
OG0000412	Om002G068560	AL3G34580
OG0000412	Om003G096220	AL1G58860
OG0000413	Om002G057770	AL3G25430
OG0000413	Om003G119170	AL8G32300
OG0000413	Om003G090580	AL1G63380
OG0000414	Om001G006250	AL7G33350
OG0000415	Om008G326430	AL4G41100
OG0000416	Om005G227300, Om004G176330, Om007G280020, Om007G280180	AL4G26970, AL4G27140
OG0000416	Om005G182990	AL1G15520
OG0000417	Om002G073380	AL3G39540, AL3G39570, AL3G39550
OG0000420	Om003G125710	AL4G37990, AL4G38020
OG0000420	Om001G024600, Om001G024620, Om001G024670, Om001G024630, Om001G024610, Om001G032410	AL7G22800, AL7G22830
OG0000420	Om001G024590	AL7G22850
OG0000421	Om001G026550, Om001G026540, Om007G294470, Om001G013810	AL7G51350, AL7G51330, AL7G51310, AL7G51320, AL7G51340, nbis-gene-1951, AL7G51280
OG0000422	Om005G187620, Om005G187610	AL1G20020
OG0000422	Om005G187660	AL1G20030
OG0000422	Om005G187600, Om005G187590	nbis-gene-56
OG0000423	Om004G142290	AL2G32410
OG0000423	Om003G091160	AL1G63030
OG0000423	Om002G058490	AL3G26100
OG0000424	Om006G230630, Om007G292750, Om006G230620	AL7G41810, AL7G41820
OG0000425	Om003G093760	AL1G61300
OG0000426	Om004G147980, Om005G215840	AL6G40730
OG0000427	Om007G317740	AL2G39050
OG0000427	Om004G132940	AL5G19040, nbis-gene-1075, AL2G39040
OG0000429	Om006G240130	AL6G37110
OG0000429	Om004G164170	AL6G21860
OG0000429	Om001G029270	AL7G19450
OG0000430	Om002G082610, Om002G066320	AL3G49230
OG0000430	Om001G041290	AL7G16340, AL4G10220, AL7G10620
OG0000431	Om005G219170	AL2G17860
OG0000431	Om005G188470	AL1G20710
OG0000431	Om005G188450	AL1G20700
OG0000432	Om003G113900	AL8G27110
OG0000432	Om003G118170, Om005G204990	AL8G31590, AL8G31580
OG0000435	Om004G163840	nbis-gene-139
OG0000437	Om001G012410	AL1G47970
OG0000439	Om005G183450	AL1G15970, AL1G15980
OG0000439	Om003G123740	AL5G41390
OG0000439	Om007G280530	AL4G26640
OG0000440	Om007G297020	AL6G28550
OG0000440	Om006G261750, Om006G261700	AL3G13080
OG0000441	Om002G062560, Om002G062550	AL3G29280
OG0000441	Om002G062430	AL3G29240, AL3G29230
OG0000441	Om002G062440	AL3G29250
OG0000441	Om002G062460	AL3G29270, AL3G29260
OG0000442	Om001G041180	AL7G10750
OG0000442	Om008G323220	AL4G11250, AL4G11240
OG0000443	Om003G118670, Om004G142810, Om004G142760	AL2G31960, AL2G31970
OG0000445	Om003G112420	AL9U11350
OG0000446	Om006G235370	AL8G39430
OG0000446	Om006G274450	AL5G11960
OG0000446	Om005G194520	AL1G26290
OG0000447	Om002G060230	AL3G27410
OG0000448	Om008G361730	AL8G11320
OG0000448	Om008G361700	AL8G11330
OG0000448	Om008G361720	AL8G11340, AL8G11310
OG0000449	Om006G245560	AL8G36460
OG0000449	Om006G267270	AL5G24720
OG0000449	Om006G245570	AL8G36450
OG0000450	Om006G231930	AL1G63190
OG0000450	Om003G111450, Om002G044350, Om003G095390	AL2G20190
OG0000452	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910	AL8G20400
OG0000453	Om003G095410, Om007G317460	AL1G59860
OG0000454	Om003G113950, Om003G113940, Om003G113960	AL8G27200
OG0000456	Om004G170070, Om003G123150	AL7G44040, AL8G22510
OG0000456	Om001G027150	AL7G42530, AL9U10270
OG0000456	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680	AL8G22520
OG0000460	Om001G008580	AL7G31600
OG0000460	Om005G220920	AL1G52840
OG0000461	Om005G177550	AL1G10020
OG0000461	Om005G177540	AL1G10010
OG0000463	Om001G005850	AL5G25590, AL5G25550, AL5G25630
OG0000465	Om004G158510	AL3G43600
OG0000466	Om004G174390	AL6G13690, AL6G12720, AL9U10960
OG0000466	Om005G209820	AL2G28010
OG0000468	Om006G252980	AL5G35780
OG0000468	Om007G278880	AL4G28330
OG0000468	Om008G332830	AL4G36250
OG0000471	Om007G289290	AL1G42800
OG0000472	Om007G316650, Om007G316670	AL7G49750
OG0000472	Om007G316690, Om003G102350, Om007G316680, Om007G316660	AL7G49760
OG0000473	Om007G316920	AL7G49510
OG0000474	Om006G261160, Om006G238310	AL5G28440, AL7G21330, AL4G14210
OG0000475	Om005G227990	AL2G12320, AL2G12300
OG0000476	Om004G165260, Om004G165270	AL8G36990
OG0000477	Om004G169410, Om002G083900, Om006G247780, Om008G334030	AL8G34610
OG0000478	Om002G083030	AL3G47620
OG0000478	Om002G082030, Om002G082020, Om002G083000, Om002G083010	AL3G49550
OG0000481	Om005G223420, Om002G062340	AL2G14390
OG0000482	Om005G212960, Om005G212950	AL7G52170, AL7G52150, AL7G52160
OG0000483	Om003G117450	AL8G30960
OG0000484	Om001G035850	AL7G14900
OG0000486	Om003G126660, Om003G126620	AL5G43460
OG0000487	Om007G278330	AL3G14390, AL1G14130, AL4G29020
OG0000488	Om006G246280, Om008G324620, Om006G256140, Om004G176270	AL5G32970, AL5G32950, AL5G32890
OG0000488	Om006G256090, Om006G256070, Om006G256080	AL5G33030
OG0000489	Om002G047940, Om002G047950, Om002G047930, Om002G047960	AL3G16350, AL3G16370, AL3G16360
OG0000490	Om005G178960	AL1G11560, AL1G11570
OG0000491	Om004G137480, Om005G213920, Om001G003620, Om001G003610	AL8G10030
OG0000491	Om003G104850	AL6G33720
OG0000492	Om003G118980	AL4G20070
OG0000495	Om006G264600	AL4G16330
OG0000495	Om006G264590, Om006G264500	AL7G22530, AL4G13490
OG0000498	Om003G114860	AL8G28110
OG0000498	Om008G361860	AL7G24740
OG0000499	Om001G002040, Om002G075590	AL7G36030
OG0000499	Om004G133290	AL2G38750, AL60U10060
OG0000499	Om002G059420	AL3G26790
OG0000499	Om003G092390	AL3G26800
OG0000500	Om008G357470	AL8G14270, AL8G14220
OG0000501	Om007G291470	AL1G49900
OG0000501	Om001G008590	nbis-gene-1314, AL5G25330
OG0000504	Om001G012750, Om002G052110, Om008G332030	AL3G20680
OG0000505	Om006G239820, Om006G239880	AL6G36840, AL6G36790, AL6G36770
OG0000506	Om005G205820	AL3G46310, AL2G24380, AL6G16140, AL2G31500, AL106U10010
OG0000507	Om005G228600	AL6G19840, AL2G10320
OG0000507	Om005G228590, Om008G341610	AL2G10340
OG0000508	Om008G325940, Om008G340090, Om008G325910, Om008G325930	AL4G37620
OG0000508	Om008G332530	nbis-gene-1128, AL4G36610
OG0000509	Om003G103700	AL7G38310, AL7G38320, AL7G38340
OG0000510	Om005G220900	AL2G16170
OG0000511	Om003G101890	AL7G40540
OG0000511	Om005G224850	AL2G13380
OG0000513	Om008G335560	AL5G34560
OG0000513	Om006G267240	AL5G24770
OG0000513	Om006G245660	AL8G36390
OG0000514	Om002G068070	AL3G34080
OG0000515	Om003G089490	AL1G64420, AL1G64410
OG0000516	Om002G081900	AL7G23050
OG0000520	Om008G321740	AL5G43340
OG0000521	Om008G344260	AL6G41520
OG0000521	Om005G204880	AL2G38650
OG0000522	Om001G011810	AL1G47260, AL1G47270
OG0000522	Om008G348020	AL6G44560
OG0000522	Om008G348080, Om008G348070	AL6G44600
OG0000523	Om008G320780, Om008G320790	AL4G45900
OG0000523	Om003G127080	AL5G44260
OG0000523	Om003G127050	AL5G44250
OG0000524	Om002G050630	AL3G19190, AL8G20800
OG0000525	Om004G133010	AL2G38970
OG0000525	Om002G059840	AL3G27100
OG0000525	Om003G092800	AL1G62050
OG0000526	Om006G263940	AL5G27060
OG0000526	Om006G263950	AL5G27010
OG0000529	Om006G243980	AL6G33540
OG0000529	Om006G244040, Om006G244010	AL6G33560
OG0000532	Om002G052610	AL3G20980
OG0000532	Om001G040120	AL34U10120
OG0000532	Om001G034110, Om003G115390	AL8G15990
OG0000533	Om004G155930	AL4G10780
OG0000534	Om005G224370	AL2G13690, AL3G48150, AL2G14040, AL2G14030, AL2G13700
OG0000535	Om005G222110	AL2G15360
OG0000535	Om006G274720	AL5G11370
OG0000535	Om008G333800	AL5G11360, AL5G11380
OG0000537	Om007G302270	AL6G49630
OG0000538	Om008G324960	AL4G42410
OG0000538	Om008G324980	AL4G42400
OG0000539	Om006G228950	AL8G45700
OG0000540	Om007G282450	AL4G24180
OG0000540	Om007G282480, Om007G282490	AL4G24060
OG0000541	Om007G282620	AL4G23930
OG0000542	Om003G099070	AL1G55560
OG0000542	Om002G043870	AL3G11930
OG0000543	Om001G016240, Om001G004280, Om001G013170	nbis-gene-965, nbis-gene-977, AL4G18590, AL4G14960, AL8G17380, AL4G14950
OG0000544	Om005G182550, Om005G182520	AL1G15030
OG0000544	Om005G182540	AL1G15020, AL1G15010
OG0000545	Om004G138860, Om004G138840, Om004G138850	AL2G34940
OG0000545	Om004G138820, Om004G138830	AL2G34930
OG0000546	Om002G083470	AL3G49930, AL3G49920, AL3G49890
OG0000550	Om006G255770	AL4G32270, AL5G33370, AL1G62640
OG0000551	Om006G232640	AL8G42200
OG0000551	Om001G040480	AL7G11340
OG0000551	Om004G166290	AL6G20280
OG0000552	Om008G319960	AL4G46650, AL1G37200
OG0000552	Om003G127880	AL5G45000
OG0000553	Om001G012580	AL1G48400
OG0000553	Om001G012520	AL1G48390, AL1G48360
OG0000554	Om001G002110, Om005G222990	AL2G14670
OG0000555	Om008G352870, Om008G352880, Om001G004330	AL6G47080, AL6G47060, AL1G66390, AL6G47070
OG0000556	Om002G049820	AL3G18350
OG0000556	Om002G074570	AL3G40600
OG0000557	Om003G124890, Om003G124880	AL5G42490
OG0000557	Om008G322980	AL4G43870, AL364U10030
