Orthogroup	Odontarrhena_muralis	Eutrema_salsugineum
OG0000165	Om005G200180, Om007G315340	XP_024016201.1
OG0000166	Om001G033710	XP_024010327.1, XP_024013972.1
OG0000166	Om006G255610, Om002G081240, Om002G060790	XP_024009948.1
OG0000167	Om001G004410	XP_006413956.2
OG0000167	Om001G004360	XP_006393695.2
OG0000167	Om001G004400, Om001G004440	XP_024004740.1
OG0000167	Om001G004340	XP_024004741.1, XP_006413960.1
OG0000168	Om001G041790	XP_024009434.1, XP_024015940.1
OG0000169	Om003G127060	XP_024013957.1
OG0000171	Om005G207720	XP_024015929.1, XP_006416080.1
OG0000171	Om005G220880	XP_006417443.1
OG0000171	Om007G301020	XP_024012404.1
OG0000172	Om003G122950	XP_024012920.1
OG0000172	Om003G122830, Om003G122840, Om003G123010, Om006G260870, Om003G123000	XP_024016620.1
OG0000174	Om003G109150	XP_024016025.1
OG0000175	Om002G084540, Om006G257450	XP_006409243.1
OG0000175	Om004G137100	XP_006390262.1
OG0000175	Om002G082840	XP_006409399.1, XP_006412162.1
OG0000176	Om007G291450	XP_024016536.1, XP_006415425.1
OG0000177	Om004G151970	XP_024006586.1, XP_024014023.1
OG0000180	Om008G336650	XP_006390571.2, XP_024016442.1
OG0000180	Om006G261950, Om006G243120, Om004G146070, Om004G165330, Om004G130470, Om004G151850, Om004G129950, Om005G215490	XP_006402374.1
OG0000180	Om006G256410, Om003G119900	XP_006404944.1
OG0000181	Om005G212500	XP_024004085.1
OG0000183	Om008G341930	XP_024016526.1
OG0000184	Om006G270790	XP_024013227.1, XP_024014585.1, XP_024007751.1, XP_024004883.1, XP_024013177.1, XP_024005307.1, XP_024009490.1, XP_024014410.1
OG0000185	Om002G057260, Om001G041450, Om008G356330, Om008G319330	XP_024009937.1
OG0000185	Om008G337930	XP_024010233.1, XP_024014271.1, XP_024011288.1
OG0000186	Om007G285030	XP_024016126.1
OG0000186	Om004G150540	XP_024011103.1
OG0000187	Om001G028260, Om001G028280	XP_024004600.1
OG0000188	Om002G075380	XP_024009392.1
OG0000189	Om001G039670	XP_006411787.1
OG0000189	Om001G037310	XP_006411932.1
OG0000189	Om007G308480, Om007G308250, Om007G308860	XP_006395058.1
OG0000190	Om008G353940	XP_006396688.1
OG0000190	Om008G355670	XP_006396683.2
OG0000190	Om008G353960	XP_024010195.1
OG0000191	Om002G064270	XP_024012172.1
OG0000192	Om005G203480	XP_024008190.1
OG0000192	Om005G203400	XP_006416323.1
OG0000192	Om005G203410	XP_006416321.2
OG0000193	Om005G226150, Om005G226170, Om005G226140	XP_024014929.1
OG0000193	Om002G071740, Om002G071690	XP_024014930.1, XP_024015423.1, XP_024014935.1
OG0000193	Om005G206290	XP_024014991.1, XP_024006548.1, XP_024015693.1
OG0000195	Om003G119760	XP_006402949.1
OG0000195	Om007G285150	XP_006405835.1, XP_006391396.1
OG0000197	Om008G330910, Om001G002150, Om004G163020	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1
OG0000200	Om004G141410, Om003G096320, Om003G096270, Om003G096260, Om001G015930, Om002G066490, Om002G066530, Om005G183320, Om005G183380	XP_024016187.1, XP_024010305.1, XP_006397124.1, XP_006396952.1, XP_024010284.1
OG0000201	Om002G070200	XP_006406033.1, XP_024014915.1
OG0000201	Om002G070220	XP_006406221.2, XP_006406220.1
OG0000201	Om002G070290	XP_006406218.1
OG0000201	Om002G070280	XP_006406219.1
OG0000202	Om002G064090	XP_006403304.1
OG0000202	Om020G374490, Om011G365230	XP_006406160.1, XP_024014950.1, XP_006402133.2, XP_006412628.2, XP_006418788.1, XP_024009328.1, XP_024012507.1, XP_006400938.2, XP_024009330.1
OG0000203	Om003G095370, Om002G055150	XP_006408167.1
OG0000203	Om002G046450, Om002G046460	XP_006403294.1, XP_006413270.2
OG0000204	Om004G171440	XP_006414659.2
OG0000204	Om002G070990	XP_006406140.1
OG0000207	Om008G331300	XP_024009484.1
OG0000207	Om005G197960, Om005G197970	XP_024009108.1
OG0000210	Om007G278540	XP_024004125.1
OG0000210	Om007G278560	XP_006410456.1
OG0000213	Om004G141230, Om005G208800	XP_006390568.1
OG0000213	Om002G053370	XP_024015047.1
OG0000213	Om001G036460, Om001G036440, Om001G036450	XP_024014309.1, XP_024013862.1
OG0000214	Om007G281030	XP_006398075.1
OG0000214	Om004G145430	XP_024009918.1
OG0000215	Om003G099020	XP_024010192.1
OG0000216	Om001G007580	XP_024009180.1
OG0000218	Om001G010890, Om001G010900, Om001G010920	XP_006413529.1
OG0000218	Om004G138180	XP_006395887.1
OG0000218	Om006G241660	XP_006395885.1, XP_006395886.1
OG0000219	Om005G213260	XP_006391444.1
OG0000219	Om007G282230	XP_006410035.1
OG0000219	Om008G350180, Om006G237850, Om006G237870	XP_006394299.1
OG0000220	Om004G175360, Om004G175350, Om004G175400	XP_006392123.1
OG0000221	Om002G088910	XP_024005026.1, XP_024011236.1, XP_024010337.1, XP_024009718.1, XP_024011253.1, XP_024009445.1, XP_024009238.1, XP_024015927.1, XP_024009305.1, XP_024010096.1
OG0000224	Om004G134640, Om004G134630	XP_006390080.1
OG0000225	Om007G289790	XP_006415575.2
OG0000225	Om007G289830, Om007G289770	XP_024008688.1, XP_006415571.1
OG0000226	Om003G089750	XP_024008728.1
OG0000231	Om006G259610	XP_006402171.2, XP_006405728.2
OG0000233	Om008G347700, Om001G013210	XP_024009278.1
OG0000233	Om002G075710	XP_024016558.1, XP_024013534.1, XP_024004135.1, XP_024014514.1
OG0000234	Om006G252380	XP_006403491.1
OG0000234	Om006G252400	XP_006403492.1
OG0000234	Om006G252410	XP_006403493.1
OG0000234	Om008G332130	XP_006411161.1
OG0000234	Om004G161230	XP_006399852.1
OG0000236	Om002G070320	XP_024014965.1
OG0000236	Om006G242740	XP_024014734.1
OG0000236	Om006G242750	XP_024011487.1
OG0000237	Om008G343820, Om007G307970	XP_024011339.1
OG0000237	Om005G218340	XP_024015085.1, XP_024016305.1
OG0000242	Om002G081640	XP_006409559.1
OG0000242	Om005G193910	XP_006417058.1
OG0000242	Om005G194120	XP_024008759.1
OG0000242	Om005G193920, Om005G193930	XP_006417061.1
OG0000243	Om004G152860	XP_024006524.1
OG0000243	Om007G301280, Om004G138340, Om009G363270, Om005G216250, Om003G110640, Om009G363750, Om003G117260, Om007G302560	XP_024010238.1, XP_024009384.1, XP_024009388.1, XP_024009754.1, XP_024014476.1, XP_024009982.1, XP_024006520.1, XP_024007978.1, XP_024004810.1, XP_024006508.1, XP_024010350.1, XP_006405158.1, XP_024007276.1, XP_024014323.1, XP_024006576.1, XP_024006515.1, XP_024016247.1, XP_024014052.1, XP_024004062.1, XP_024014021.1, XP_024004811.1, XP_024016197.1, XP_024014423.1, XP_024015884.1, XP_024004009.1, XP_024006581.1, XP_024006086.1, XP_024009461.1, XP_024009338.1, XP_024007700.1, XP_024011197.1, XP_024016555.1, XP_024007216.1, XP_024013363.1, XP_024016346.1, XP_024011115.1, XP_024014268.1, XP_024014693.1, XP_024007261.1, XP_024006117.1, XP_024013855.1, XP_024009336.1, XP_024013571.1
OG0000244	Om001G008070	XP_006413726.1
OG0000244	Om008G354340	XP_006396665.1
OG0000244	Om008G354370	XP_006396664.1
OG0000244	Om001G008060	XP_006413727.1
OG0000244	Om008G354350, Om003G110630	XP_024010083.1
OG0000248	Om011G365210, Om020G374470	XP_024016821.1
OG0000248	Om003G118130, Om003G119420	XP_006389699.2, XP_024014433.1, XP_006405717.2
OG0000249	Om008G336610	XP_006410850.1
OG0000249	Om008G336590, Om008G336600	XP_006410852.1
OG0000249	Om006G255030	XP_006403719.1
OG0000250	Om005G208240, Om005G208260, Om005G208250, Om001G040920, Om001G040910, Om003G125750, Om005G199050, Om005G199060, Om005G208360	XP_006390930.2
OG0000253	Om004G150660	XP_024014692.1
OG0000254	Om002G064970	XP_024004170.1
OG0000254	Om004G175010	XP_024015022.1
OG0000256	Om008G329780	XP_024009992.1
OG0000256	Om008G331560, Om008G331580, Om008G331570, Om008G331550	XP_006393554.2
OG0000256	Om008G329670	XP_024004174.1
OG0000256	Om008G330290	XP_006396717.1
OG0000257	Om003G096080, Om003G096070, Om001G002940, Om005G209230, Om002G069460, Om005G197800, Om005G197790	XP_006414877.1
OG0000257	Om006G235420	XP_006394385.1
OG0000258	Om008G334140	XP_006395570.1
OG0000258	Om008G327620, Om006G251330	XP_006395567.1
OG0000258	Om006G272550	XP_006395568.2
OG0000260	Om004G173960	XP_006396785.1, XP_006398782.2
OG0000264	Om004G160560, Om004G160570, Om004G160550	XP_006396522.2
OG0000265	Om007G304710, Om007G298190	XP_024011107.1
OG0000266	Om003G128150	XP_006390108.2
OG0000267	Om004G134370, Om005G189100, Om002G050140	XP_024009084.1, XP_006396044.1
OG0000268	Om006G274870	XP_006395818.1
OG0000268	Om008G334210	XP_024016059.1
OG0000268	Om004G176390	XP_006398647.1
OG0000268	Om006G253920	XP_006403613.1
OG0000272	Om006G266430	XP_024004038.1
OG0000272	Om007G315350	XP_024007995.1
OG0000273	Om003G099210	XP_006417866.1
OG0000274	Om006G245790	XP_006400925.1
OG0000274	Om008G354900	XP_006418933.1, XP_006418941.1
OG0000274	Om007G282440	XP_024003799.1
OG0000276	Om008G337850	XP_024004976.1
OG0000276	Om001G005630	XP_006414647.1
OG0000277	Om003G101280	XP_006414472.1
OG0000278	Om005G206870	XP_024012529.1, XP_024004891.1
OG0000279	Om007G304320, Om004G168600, Om008G348600	XP_024009984.1
OG0000281	Om003G097620	XP_006393194.1
OG0000281	Om003G121390, Om003G121360, Om003G121670	XP_006413618.1
OG0000281	Om001G006530, Om007G317580, Om007G317540, Om001G006540	XP_024012370.1
OG0000282	Om004G168700	XP_024012161.1
OG0000282	Om004G168720	XP_006399236.1
OG0000282	Om004G168690	XP_006399237.1, XP_006399238.1
OG0000282	Om004G168680	XP_024012088.1, XP_006399240.2
OG0000283	Om007G278120, Om007G278110, Om007G278160, Om007G278100, Om007G278130	XP_006403255.1
OG0000284	Om007G294370, Om002G074370, Om003G113380	XP_006394900.1
OG0000284	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100	XP_006391378.1, XP_006391379.1, XP_006391380.1, XP_006396188.1, XP_006391455.1, XP_006419174.1, XP_006391456.1, XP_024009775.1, XP_006391433.1, XP_024009395.1, XP_006418995.1, XP_006391312.1, XP_024015704.1, XP_006392079.1, XP_006392157.1
OG0000285	Om004G149320, Om008G344410, Om004G173280, Om005G218700, Om080G377260, Om003G112740, Om001G015960	XP_024013184.1
OG0000285	Om009G363400	XP_006403387.1
OG0000286	Om001G007790	XP_006409554.2
OG0000287	Om002G068950	XP_024014997.1
OG0000288	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600	XP_006406044.2, XP_006406046.1
OG0000290	Om002G065710	XP_006406581.1
OG0000290	Om005G197460, Om006G231890, Om006G251270, Om006G250320	XP_006394046.1
OG0000294	Om002G064000	XP_006406736.1
OG0000294	Om008G336510	XP_006410860.1
OG0000294	Om008G319990	XP_006397900.1
OG0000294	Om004G159000	XP_006396376.1
OG0000294	Om005G179320	XP_006418333.1
OG0000295	Om002G059690	XP_024015112.1
OG0000297	Om005G212040, Om001G036360, Om001G036390	XP_006411985.1
OG0000297	Om006G242900, Om006G244950	XP_024013316.1, XP_024013315.1, XP_006400849.1
OG0000297	Om002G067110	XP_006406472.1
OG0000299	Om004G171990, Om004G172000	XP_024013752.1
OG0000300	Om001G025290	XP_024009522.1
OG0000300	Om008G353600	XP_024009633.1, XP_024009515.1, XP_006396158.1
OG0000303	Om002G086700, Om007G284150	XP_024014626.1
OG0000304	Om008G357250, Om008G357240	XP_006398139.1
OG0000309	Om002G089150	XP_024010306.1, XP_024010387.1
OG0000309	Om002G088820	XP_024015850.1, XP_024014526.1, XP_024007291.1, XP_024014699.1, XP_024015924.1, XP_024016316.1, XP_024016378.1, XP_024009485.1, XP_024010314.1, XP_024006445.1, XP_024013195.1, XP_024009478.1, XP_024013189.1, XP_024014537.1, XP_024004996.1, XP_024009283.1, XP_024010590.1, XP_024014719.1, XP_024014273.1, XP_024013378.1, XP_024013041.1, XP_024013065.1, XP_024014233.1, XP_024006534.1, XP_024013109.1, XP_024014534.1, XP_024013075.1, XP_024013933.1, XP_024010340.1, XP_024009414.1, XP_024013934.1, XP_024016115.1, XP_024010295.1, XP_024005037.1, XP_024014550.1, XP_024009481.1, XP_024010127.1, XP_024013059.1, XP_024010378.1, XP_024005033.1, XP_024015127.1, XP_024010484.1, XP_024016365.1, XP_024006129.1, XP_024010577.1, XP_024016336.1, XP_024013388.1, XP_024011385.1, XP_024007279.1, XP_024010539.1, XP_024016192.1, XP_024010151.1, XP_024013953.1, XP_024013987.1, XP_024013172.1, XP_024010751.1, XP_024007313.1, XP_024004914.1, XP_024013047.1, XP_024014513.1, XP_024010370.1, XP_024009905.1, XP_024009960.1, XP_024004959.1, XP_024013052.1, XP_024004960.1, XP_024009450.1, XP_024009398.1, XP_024014017.1, XP_024004881.1, XP_024004024.1, XP_024013324.1, XP_024016560.1, XP_024015925.1, XP_024016117.1, XP_024009426.1, XP_024015044.1, XP_024010242.1, XP_024010393.1, XP_024010537.1, XP_024015870.1, XP_024010461.1, XP_024010344.1, XP_024009357.1, XP_024015888.1, XP_024015895.1, XP_024010358.1, XP_024006499.1, XP_024010272.1, XP_024007255.1, XP_024010910.1, XP_024015140.1, XP_024004946.1, XP_024013096.1, XP_024014372.1, XP_024010648.1, XP_024009268.1, XP_024009432.1, XP_024014394.1, XP_024010322.1, XP_024013396.1, XP_024013193.1, XP_024015874.1, XP_024014632.1, XP_024016267.1, XP_024010372.1, XP_024016339.1, XP_024016870.1, XP_024013100.1, XP_024013091.1, XP_024010265.1, XP_024014286.1, XP_024009477.1, XP_024013051.1, XP_024013077.1, XP_024009643.1, XP_024009295.1, XP_024014788.1, XP_024013192.1, XP_024016871.1, XP_024010677.1, XP_024010801.1, XP_024007311.1
OG0000310	Om006G245320, Om003G096540	XP_024012521.1, XP_024012520.1, XP_006400881.1, XP_006393432.1
OG0000311	Om007G298120	XP_006400196.1
OG0000311	Om003G099520	XP_006393403.1
OG0000311	Om002G064550	XP_006406687.1
OG0000311	Om005G213850	XP_006391364.1
OG0000313	Om001G005460	XP_024005371.1
OG0000313	Om001G005740	XP_024010224.1
OG0000314	Om005G181880	XP_006418097.1
OG0000314	Om005G181890	XP_024008616.1
OG0000315	Om001G014100	XP_024010215.1
OG0000316	Om008G355740, Om008G329420	XP_006396845.1, XP_006396574.1
OG0000316	Om008G329480	XP_006411318.1, XP_006411325.1
OG0000316	Om008G329490	XP_006393376.2
OG0000316	Om008G335620	XP_024003638.1, XP_006409746.1
OG0000319	Om005G185820, Om006G245010	XP_006417745.1, XP_006417749.1, XP_006400853.1, XP_006417751.1
OG0000321	Om003G119980	XP_006410508.1, XP_024004898.1, XP_006408609.2
OG0000321	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270	XP_006405851.1, XP_006405893.1, XP_024004897.1
OG0000322	Om004G133260	XP_006389987.1
OG0000322	Om008G329570	XP_024008917.1
OG0000322	Om008G333060, Om008G330110, Om008G330430	XP_006411287.1
OG0000323	Om003G115780	XP_024012357.1
OG0000323	Om001G021170	XP_024005613.1, XP_024005472.1
OG0000328	Om003G102580	XP_006414672.1
OG0000328	Om001G030480, Om005G213750, Om001G030460, Om001G030490	XP_006405676.1, XP_006405677.2, XP_006405680.1, XP_006405679.2, XP_006405678.2, XP_006405681.2
OG0000329	Om008G342480, Om008G342550, Om008G323100	XP_024006006.1, XP_024014229.1
OG0000330	Om003G124480, Om003G124500	XP_006390902.2, XP_006402608.1, XP_006402607.1
OG0000332	Om003G097540	XP_006406473.1, XP_006393188.1
OG0000334	Om006G254200	XP_006403652.1
OG0000334	Om008G335090	XP_006410963.1
OG0000335	Om008G341130	XP_006412919.1
OG0000336	Om004G142080, Om004G142060	XP_006390610.1
OG0000338	Om011G365530, Om005G217920, Om005G187760, Om005G187950	XP_006392360.1, XP_006392391.1
OG0000339	Om001G038510, Om004G157580	XP_006396241.1
OG0000339	Om001G010480	XP_006413559.1
OG0000339	Om008G321390	XP_006397781.1
OG0000340	Om008G325090	XP_024010704.1, XP_006397521.2
OG0000341	Om003G123430	XP_024014252.1, XP_024016195.1, XP_024016307.1
OG0000344	Om006G240680	XP_024011021.1, XP_024007503.1, XP_006394848.1, XP_006418706.1
OG0000345	Om005G196900	XP_006417207.2
OG0000346	Om003G115250	XP_006401677.2
OG0000347	Om006G248330, Om006G248350, Om002G055420	XP_006407408.1, XP_006413962.1, XP_006407409.2
OG0000348	Om007G315920, Om004G149150	XP_024014716.1, XP_024007235.1
OG0000349	Om001G035120	XP_006412067.1
OG0000349	Om008G361710	XP_006409265.1
OG0000350	Om007G290140	XP_024011345.1
OG0000350	Om007G290180	XP_024008636.1
OG0000351	Om002G059500	XP_024012331.1
OG0000352	Om005G197930, Om008G334130	XP_006398470.1
OG0000352	Om008G336430	XP_024014168.1
OG0000353	Om003G121920, Om006G268180, Om005G212790	XP_006403065.1, XP_006396164.1, XP_006414856.2, XP_024010449.1, XP_024016108.1, XP_024011305.1
OG0000355	Om004G131070	XP_006389856.2
OG0000355	Om004G138140, Om005G184710	XP_006417837.2
OG0000357	Om007G306530	XP_024004090.1
OG0000358	Om005G181310, Om007G277860	XP_006418147.1
OG0000358	Om007G277850	XP_006399428.2
OG0000359	Om007G290360, Om007G290370	XP_006415537.1, XP_006415536.1, XP_006415534.1, XP_006410587.1
OG0000360	Om006G230130	XP_024006781.1
OG0000360	Om006G230150	XP_024007630.1
OG0000361	Om002G054940	XP_024015571.1
OG0000361	Om004G172990	XP_024011858.1
OG0000362	Om005G182040	XP_006416157.2
OG0000362	Om004G145620, Om004G145610	XP_024010631.1
OG0000363	Om004G151740, Om005G220940, Om002G071160	XP_006393312.1
OG0000363	Om004G151760, Om005G220950, Om008G341070	XP_024011329.1
OG0000368	Om001G038080, Om001G038070	XP_006411900.1, XP_006411901.1
OG0000368	Om001G038000	XP_006393642.1
OG0000368	Om001G038090	XP_024004487.1
OG0000368	Om001G038110	XP_006411898.1
OG0000369	Om006G245620	XP_006418972.1, XP_006400905.1
OG0000370	Om005G198190	XP_006416751.1
OG0000371	Om008G319770	XP_006397915.1, XP_024015422.1
OG0000371	Om008G319760	XP_006397916.1
OG0000372	Om004G135750	XP_024004324.1, XP_006413103.1
OG0000374	Om003G096590, Om003G096580	XP_024006233.1, XP_006393112.2
OG0000377	Om005G221490, Om005G221480, Om005G221450, Om005G221440	XP_006392127.1
OG0000377	Om005G221520	XP_006392125.1
OG0000382	Om005G187240	XP_006417597.1
OG0000383	Om007G289000	XP_024008673.1
OG0000384	Om002G061100	XP_006406953.1
OG0000384	Om003G093990	XP_006392866.1
OG0000386	Om006G254880	XP_006403706.1, XP_024013545.1
OG0000390	Om002G066980	XP_006406481.1, XP_006406482.1
OG0000390	Om002G064160, Om004G151070	XP_024016650.1
OG0000391	Om005G204840	XP_024008649.1
OG0000391	Om005G204810, Om005G204820	XP_006416205.1, XP_006416204.1, XP_024008916.1
OG0000392	Om006G259010	XP_006404046.2
OG0000392	Om006G258990	XP_006404045.1
OG0000392	Om004G166970	XP_006405800.2
OG0000393	Om002G064150, Om002G064120	XP_006414721.2, XP_006414718.2, XP_024014865.1, XP_024014866.1
OG0000396	Om006G270400	XP_024005952.1, XP_006395369.1
OG0000398	Om002G057980	XP_006407189.1, XP_006407188.1
OG0000398	Om002G057970	XP_006407190.1
OG0000398	Om003G090820, Om003G090840	XP_006392671.1
OG0000400	Om001G026500	XP_006405817.2
OG0000402	Om007G317090, Om006G237690, Om005G212470, Om002G081210, Om008G352430, Om008G344500, Om005G206050	XP_024014254.1
OG0000404	Om006G255780	XP_006403789.1
OG0000404	Om004G170670, Om002G054990	XP_006410788.1, XP_006407441.1, XP_006399080.1
OG0000406	Om007G297520	XP_006400239.1
OG0000406	Om002G044530	XP_006408345.1
OG0000407	Om007G300530	XP_024012273.1
OG0000410	Om005G222950	XP_006391998.1
OG0000411	Om005G224040	XP_006391930.1
OG0000411	Om008G354000	XP_006396679.1
OG0000411	Om001G008360	XP_006413700.1
OG0000412	Om003G116310	XP_006401550.1
OG0000413	Om002G057770	XP_024015449.1
OG0000413	Om003G119170	XP_024012323.1
OG0000414	Om001G006250	XP_006413854.1, XP_006413856.1, XP_006411088.1, XP_006413857.1
OG0000415	Om004G162740	XP_006401986.1, XP_024010536.1, XP_024006594.1, XP_006404926.1, XP_006414753.1, XP_006393688.1, XP_006393690.1, XP_024006365.1
OG0000420	Om001G024590	XP_006412828.1
OG0000421	Om001G026550, Om001G026540, Om007G294470, Om001G013810	XP_024014651.1, XP_006405658.1, XP_006405663.1, XP_006414433.1
OG0000422	Om005G187620, Om005G187610	XP_006417567.1
OG0000422	Om005G187630, Om008G329040, Om005G187640, Om004G162770, Om005G187650	XP_006391084.1
OG0000422	Om005G187600, Om005G187590	XP_006417568.1
OG0000423	Om004G142290	XP_006390626.1
OG0000423	Om003G091160	XP_006392695.1
OG0000423	Om002G058490	XP_024015180.1
OG0000424	Om006G230630, Om007G292750, Om006G230620	XP_024009575.1, XP_006418804.2
OG0000425	Om003G093760	XP_006392849.1
OG0000427	Om007G317740, Om002G047720	XP_006405752.1, XP_006408057.1
OG0000427	Om001G021740, Om004G132930	XP_024013937.1
OG0000427	Om004G132940	XP_024016547.1
OG0000429	Om006G240130	XP_006394790.1
OG0000429	Om004G164170	XP_006399622.1
