Orthogroup	Odontarrhena_muralis	Noccaea_praecox
OG0000224	Om004G134620	Np002G074890
OG0000224	Om004G134640, Om004G134630	Np002G074880, Np002G074860
OG0000224	Om005G225780	Np002G121630, Np002G121680, Np002G121650, Np002G121690
OG0000225	Om007G289790	Np004G212520
OG0000225	Om007G289810	Np004G212510
OG0000225	Om007G289830, Om007G289770	Np004G212550, Np004G212570, Np004G212500
OG0000226	Om003G089750, Om002G080610	Np004G243800, Np004G243970, Np004G243900, Np001G063350, Np001G063340
OG0000228	Om005G207000	Np002G084440
OG0000228	Om005G207040	Np002G084530
OG0000229	Om001G026580	Np007G377500, Np007G377590, Np006G330770
OG0000230	Om004G137280, Om004G137390, Om004G137300, Om004G137400	Np002G077370
OG0000231	Om006G259610	Np003G174440
OG0000232	Om004G153390, Om018G374050, Om002G054380	Np006G352410, Np006G352420
OG0000234	Om006G252400	Np001G058680
OG0000234	Om006G252410	Np001G058670
OG0000234	Om008G332130	Np006G333910
OG0000234	Om004G161230	Np003G140390
OG0000235	Om003G105340, Om003G105350, Om002G062840	Np007G391040
OG0000237	Om005G218340	Np006G349720, Np002G102550
OG0000240	Om001G023550, Om001G017850	Np002G104290
OG0000242	Om005G193920, Om005G193930	Np004G242760
OG0000244	Om001G008070	Np005G286400
OG0000244	Om008G354350, Om003G110630	Np003G183740
OG0000246	Om002G071710	Np010G434470, Np003G147670
OG0000248	Om011G365210, Om020G374470	Np002G112170
OG0000248	Om003G118130, Om003G119420	Np001G048790
OG0000249	Om008G336590, Om008G336600	Np003G177600, Np006G338400
OG0000249	Om008G336640	Np005G309230
OG0000250	Om005G208240, Om005G208260, Om005G208250	Np002G085780
OG0000250	Om001G040910	Np005G261040
OG0000250	Om005G199050, Om005G199060, Om005G208360	Np002G086000
OG0000251	Om007G315240, Om004G155420, Om006G267700	Np003G164550
OG0000252	Om008G334420, Om008G334430, Om003G122070, Om004G175220	Np004G205500
OG0000253	Om004G150660	Np003G170230
OG0000254	Om002G064970	Np007G383010
OG0000254	Om008G330360, Om008G330440, Om008G330320, Om004G175010	Np001G046190
OG0000256	Om008G331560, Om008G331580, Om008G331570, Om008G331550	Np004G200500, Np004G200520
OG0000256	Om008G330290	Np003G183070
OG0000257	Om001G028780, Om004G131390	Np007G377790, Np007G377770, Np005G314040, Np007G372930
OG0000257	Om001G028120, Om001G028340, Om001G028100, Om003G096080, Om003G096070, Om001G002940, Om005G209230, Om002G069460, Om005G197800, Om005G197790, Om006G235420, Om001G039600, Om002G053540	Np007G377760
OG0000258	Om008G334140	Np001G022690
OG0000258	Om005G225740	Np001G022720
OG0000258	Om006G272550	Np001G049130, Np001G022660, Np001G022680
OG0000259	Om002G075030, Om002G075040	Np006G352720, Np001G046070, Np003G171180, Np007G395670, Np002G108230, Np001G034910, Np001G020540, Np001G046060
OG0000264	Om008G355250	Np003G185830
OG0000264	Om008G355350	Np003G184810, Np003G184800
OG0000264	Om004G160560, Om004G160570, Om004G160550	Np007G393650, Np003G185820, Np003G185810, Np003G185770, Np003G185800
OG0000265	Om005G198690	Np001G068970
OG0000266	Om003G128150	Np001G053260, Np001G053250
OG0000268	Om006G274870	Np001G026200
OG0000268	Om004G176390	Np003G125800
OG0000268	Om006G253920	Np001G057220
OG0000269	Om007G307110	Np009G432510
OG0000269	Om007G307120, Om009G364100	Np008G427010
OG0000270	Om001G041100	Np005G265330
OG0000270	Om001G033200	Np007G377200
OG0000270	Om005G202020, Om004G138430	Np004G235580
OG0000271	Om004G174610	Np007G395360
OG0000271	Om002G052450	Np007G412870
OG0000271	Om008G355390	Np003G150700, Np003G184840
OG0000272	Om007G315350	Np007G398010, Np003G184260, Np007G397990
OG0000273	Om007G280490	Np007G375980, Np004G199070
OG0000273	Om001G031160, Om001G031140	Np005G262870
OG0000274	Om006G245790	Np003G152640
OG0000274	Om008G354900	Np001G045890, Np001G045900
OG0000276	Om008G337850	Np005G308640
OG0000276	Om001G005630	Np005G309120
OG0000276	Om001G005730	Np001G039310
OG0000276	Om001G027190, Om001G005720	Np005G288560
OG0000277	Om003G101280	Np005G302360
OG0000278	Om006G246960, Om006G246900, Om006G241700, Om006G248780, Om006G248700, Om006G248830	Np006G348830, Np003G189610, Np003G188750
OG0000279	Om004G152920, Om004G168610	Np004G200390
OG0000281	Om003G121390, Om003G121360, Om003G121670	Np001G056160, Np001G056190
OG0000281	Om007G317550	Np003G147970
OG0000282	Om004G168700	Np003G133500
OG0000282	Om004G168690	Np003G133510, Np003G133520
OG0000282	Om004G168680	Np003G133530
OG0000283	Om007G278090	Np001G041370
OG0000283	Om007G278120, Om007G278110, Om007G278160, Om007G278100, Om007G278130	Np001G041380, Np001G041420, Np001G041390, Np001G041410
OG0000284	Om007G294370, Om002G074370, Om003G113380	Np001G014190
OG0000284	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100	Np007G375910, Np007G417960
OG0000285	Om004G149320, Om008G344410, Om004G173280, Om005G218700, Om080G377260, Om003G112740, Om001G015960	Np007G383130
OG0000285	Om009G363400	Np007G402150, Np002G103790
OG0000287	Om002G068970, Om002G071390	Np005G307830
OG0000287	Om002G068950	Np007G380700, Np007G380780
OG0000287	Om002G068960	Np007G380720
OG0000287	Om002G071380, Om002G069000	Np007G380760
OG0000287	Om002G069010	Np007G380730
OG0000287	Om002G068990, Om002G068980	Np007G380790
OG0000288	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600	Np006G324750
OG0000290	Om002G065710	Np007G394710
OG0000290	Om005G197460, Om006G231890, Om006G251270, Om006G250320	Np001G003170, Np004G255370
OG0000293	Om007G315620, Om001G037250, Om002G054920	Np002G085880, Np002G076910, Np005G279570, Np005G316960, Np005G306070, Np006G342490, Np001G016080, Np001G018530, Np004G229290, Np002G120040, Np002G091530, Np004G249640, Np001G044040, Np002G109460, Np006G325310, Np005G313800
OG0000294	Om002G064000	Np007G392540
OG0000294	Om008G336510	Np006G338230
OG0000294	Om004G159000	Np003G187470
OG0000295	Om002G059690	Np007G405240
OG0000296	Om004G129700, Om006G258460	Np005G314280
OG0000297	Om006G242900, Om006G244950	Np003G151840
OG0000297	Om002G067110	Np007G397060
OG0000298	Om001G004610, Om001G004600, Om007G317110	Np005G289560, Np005G289430, Np005G289420
OG0000299	Om004G172000	Np003G129930
OG0000299	Om001G011700	Np004G208320
OG0000300	Om001G025290	Np007G389100
OG0000300	Om008G353600	Np002G094370, Np007G389110, Np007G389150, Np007G388090
OG0000301	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890	Np004G225550, Np006G356740, Np004G197240, Np002G077850, Np007G412040, Np002G074480, Np003G156020, Np005G314010, Np001G031450
OG0000303	Om002G086700, Om007G284150	Np005G299670
OG0000304	Om008G357250, Om008G357240	Np002G114110, Np003G180320
OG0000308	Om007G306690, Om008G350290	Np004G238420, Np003G180510
OG0000308	Om005G198900, Om002G085330, Om002G085350	Np005G316710
OG0000309	Om002G088820	Np002G120790, Np002G096530, Np009G429300, Np002G104210, Np004G218210
OG0000310	Om006G245320, Om003G096540	Np003G152090, Np001G045800, Np003G152100
OG0000311	Om007G298120	Np003G143670
OG0000311	Om003G099520	Np004G199430
OG0000311	Om002G064550	Np007G393150
OG0000311	Om005G213850	Np002G095870
OG0000313	Om001G005740	Np005G309150
OG0000313	Om003G099080	Np004G198950, Np004G198980
OG0000314	Om005G181880	Np004G255460
OG0000314	Om005G181890	Np004G255440
OG0000315	Om001G014100	Np006G328650
OG0000316	Om008G355740, Om008G329420	Np006G331480, Np006G331350, Np006G331360, Np006G358410, Np004G208610
OG0000316	Om008G329480	Np006G331420
OG0000316	Om008G335620	Np006G331500
OG0000319	Om006G273210	Np005G304330
OG0000319	Om005G185820, Om006G245010	Np003G151880, Np005G304320, Np004G196850, Np005G304300
OG0000320	Om001G017140, Om003G107640, Om003G102020, Om003G105390	Np002G092510
OG0000321	Om003G119980	Np004G208960
OG0000321	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270	Np005G311650, Np005G311700
OG0000322	Om004G133260	Np002G073460
OG0000322	Om005G198270	Np004G239000, Np004G204080
OG0000322	Om008G333060, Om008G330110, Om008G330430	Np006G331820, Np002G082860
OG0000323	Om003G115780	Np003G162270
OG0000323	Om001G021170	Np005G277400, Np005G277410
OG0000325	Om001G015830, Om006G266400, Om004G145320, Om006G266360	Np004G217010
OG0000327	Om006G253100	Np002G097600
OG0000327	Om006G251140, Om006G251150, Om006G253090	Np001G057660, Np001G057680, Np001G057670
OG0000328	Om003G102580	Np005G304570
OG0000328	Om001G030480, Om005G213750, Om001G030460, Om001G030490	Np005G314440
OG0000330	Om003G124190	Np007G378870
OG0000330	Om003G124480, Om003G124500	Np001G049070, Np001G049100
OG0000332	Om006G241400	Np003G147850, Np003G147860
OG0000332	Om003G097540	Np004G197090
OG0000334	Om006G254200	Np001G056660
OG0000334	Om008G335090	Np006G336790
OG0000335	Om008G341130	Np005G276000
OG0000336	Om004G142080, Om004G142060	Np002G081720
OG0000338	Om011G365530, Om005G217920, Om005G187760, Om005G187950	Np002G112620, Np002G111810, Np004G249560, Np004G249390
OG0000339	Om001G038510, Om004G157580	Np003G189350
OG0000339	Om001G010480	Np005G283750
OG0000339	Om008G321390	Np006G323420
OG0000339	Om003G126510	Np001G067270
OG0000340	Om008G325090	Np006G326900
OG0000340	Om008G325080, Om008G325070	Np006G326810
OG0000341	Om003G123430	Np004G218230
OG0000344	Om006G240680	Np001G013610, Np001G013620, Np001G041870
OG0000345	Om005G192140	Np004G245050
OG0000346	Om003G115250	Np003G161270
OG0000347	Om006G248330, Om006G248350, Om002G055420	Np005G279340, Np007G409890, Np005G279350, Np007G409880
OG0000348	Om007G315920, Om004G149150	Np006G350410, Np003G172280, Np005G296790
OG0000349	Om001G035120	Np005G267200
OG0000349	Om008G361710	Np006G364070
OG0000350	Om007G290180	Np004G212930
OG0000351	Om002G059530	Np007G388910, Np001G008310
OG0000351	Om002G059500	Np002G084610
OG0000352	Om005G197930, Om008G334130	Np004G239260
OG0000353	Om004G130820, Om008G359190, Om006G274950, Om001G019770	Np007G395330
OG0000353	Om003G121920, Om006G268180, Om005G212790	Np005G261960
OG0000355	Om008G338600	Np002G071340
OG0000355	Om004G131070	Np002G071660
OG0000355	Om004G138140, Om005G184710	Np004G252470, Np003G174550
OG0000355	Om003G116220	Np005G305470, Np002G073330
OG0000356	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030	Np001G014370, Np004G217270, Np004G217180, Np004G217110
OG0000357	Om007G306530	Np006G338370, Np006G345710, Np006G345700, Np009G431560
OG0000358	Om005G181310, Om007G277860	Np004G256010
OG0000358	Om007G277850	Np003G135720
OG0000359	Om007G290360, Om007G290370	Np004G213110, Np004G213120, Np006G342100
OG0000360	Om006G230130	Np001G001460
OG0000360	Om006G230150	Np001G001470
OG0000361	Om002G054940	Np007G410320
OG0000361	Om004G172990	Np003G128970
OG0000361	Om006G229500	Np001G000650
OG0000362	Om004G136210	Np002G098770
OG0000362	Om005G197010	Np004G240120
OG0000363	Om002G082440	Np004G216110
OG0000363	Om004G151740, Om005G220940, Om002G071160	Np005G261010
OG0000363	Om004G151750	Np005G261020
OG0000368	Om001G038080, Om001G038070	Np005G269260
OG0000368	Om001G038000	Np005G269240
OG0000368	Om001G038090	Np005G269270
OG0000368	Om001G038110	Np005G269280
OG0000369	Om005G185620	Np001G045740
OG0000370	Om005G198190	Np004G239190
OG0000370	Om005G198070	Np004G239200
OG0000371	Om008G319770	Np006G321660, Np003G162330
OG0000371	Om008G319760	Np006G321270, Np006G321650
OG0000372	Om004G135750	Np005G278400, Np005G278420, Np005G278410, Np005G278390
OG0000374	Om003G096590, Om003G096580	Np006G361320
OG0000376	Om008G345730, Om010G364450, Om004G148060, Om008G348950	Np001G001320
OG0000376	Om008G343640, Om006G264520, Om002G081610, Om004G150450, Om001G018400, Om007G299620, Om013G369720, Om002G081410, Om013G369380, Om006G263130, Om007G312980, Om008G344570, Om004G155090, Om004G146120, Om001G013010, Om005G222820, Om003G110140, Om001G018450, Om002G084580, Om011G365250, Om006G264870, Om003G095860, Om007G309180, Om002G077550, Om002G076520, Om004G150120, Om007G312970, Om001G013000, Om004G155050, Om007G308010, Om005G218460, Om022G375030, Om002G062810, Om002G080270, Om002G081600, Om008G344580, Om003G109020, Om006G267490, Om006G264860, Om008G343400, Om002G079120, Om007G306800, Om006G264390, Om001G018950, Om007G306110, Om001G018110	Np007G402510
OG0000377	Om005G221490, Om005G221480, Om005G221450, Om005G221440	Np002G116500
OG0000377	Om005G221520	Np002G116540
OG0000378	Om003G106910	Np005G299340
OG0000378	Om003G106900	Np003G160810
OG0000383	Om007G289000	Np004G211580
OG0000384	Om002G061110, Om002G061070	Np007G403160
OG0000384	Om003G093990	Np004G194020
OG0000386	Om006G254890, Om006G254870, Om006G254900	Np001G056060
OG0000386	Om006G254880	Np004G197570, Np001G056100
OG0000387	Om008G325420	Np003G184710
OG0000388	Om007G313410	Np003G141230, Np006G332610, Np001G004990, Np001G005010, Np006G332630
OG0000389	Om003G121990	Np004G204920
OG0000390	Om006G238000, Om001G007860	Np001G010580
OG0000390	Om002G066980	Np007G396900, Np007G396890
OG0000390	Om002G064160, Om004G151070	Np007G392350, Np007G392370, Np007G392400
OG0000391	Om005G204840	Np004G232330, Np001G060850
OG0000391	Om005G204830	Np004G232380
OG0000391	Om005G204810, Om005G204820	Np005G275460, Np004G232430
OG0000392	Om006G259010	Np001G051590, Np001G051560
OG0000396	Om007G306340, Om009G363510	Np001G018330
OG0000396	Om006G270400	Np001G019970
OG0000398	Om002G057990, Om002G057980	Np007G407090, Np007G407070
OG0000398	Om003G090820, Om003G090840	Np004G191370, Np004G191380
OG0000401	Om006G232380	Np001G006780
OG0000402	Om007G317090, Om006G237690, Om005G212470, Om002G081210, Om008G352430, Om008G344500, Om005G206050	Np001G026750
OG0000403	Om005G220580	Np003G137600
OG0000404	Om006G255780	Np006G339530, Np001G054740
OG0000404	Om008G337600	Np003G131430, Np007G410290
OG0000406	Om007G297520	Np003G144160
OG0000406	Om003G124180	Np005G307540
OG0000406	Om002G044530	Np007G422620
OG0000409	Om003G110350	Np001G003030
OG0000411	Om005G224040	Np002G119350
OG0000411	Om008G354000	Np003G183560
OG0000411	Om001G008360	Np005G286200
OG0000412	Om003G116310	Np003G163330
OG0000413	Om002G057770	Np007G407430
OG0000415	Om004G162740	Np004G202110
OG0000416	Om005G227300, Om004G176330, Om007G280020, Om007G280180	Np006G355480, Np006G355650, Np006G355470, Np006G355660
OG0000417	Om002G073370, Om002G084920	Np007G388160
OG0000420	Om003G125710	Np006G331960, Np006G336360, Np006G336370
OG0000421	Om001G026550, Om001G026540, Om007G294470, Om001G013810	Np005G314770, Np005G314820, Np005G314810, Np005G314850, Np005G314860, Np005G314760
OG0000422	Om005G187620, Om005G187610	Np004G249670, Np001G044100
OG0000423	Om004G142290	Np002G082000
OG0000423	Om003G091160	Np004G191630
OG0000423	Om002G058490	Np007G406460
OG0000424	Om007G293140	Np003G185160
OG0000425	Om003G093760	Np004G193780
OG0000427	Om001G021740, Om004G132930	Np002G073180
OG0000427	Om004G132940	Np006G343770, Np001G003290, Np006G343730, Np002G073190
OG0000429	Om006G240130	Np001G012860
OG0000429	Om004G164170	Np003G137770
OG0000430	Om002G082610, Om002G066320	Np007G377070
OG0000430	Om001G041290	Np005G265490, Np005G270150, Np005G260590, Np006G371120
OG0000431	Om005G219170	Np002G113550
OG0000431	Om005G188470	Np004G248890
OG0000431	Om005G188450	Np004G248900
OG0000432	Om003G113900	Np003G165250
OG0000432	Om003G118170, Om005G204990	Np003G149220, Np007G376900, Np003G159570, Np003G158520
OG0000435	Om005G200630, Om004G163840, Om005G200590, Om004G152060, Om005G200620, Om004G152070, Om005G200650, Om006G242990, Om005G200600	Np004G236930
OG0000436	Om006G250310	Np003G157260
OG0000436	Om002G087440	Np007G372950
OG0000437	Om001G012410	Np004G206660, Np004G206670, Np001G036170
OG0000439	Om005G183450	Np004G253720
OG0000439	Om003G123740	Np001G064720
OG0000439	Om007G280530	Np006G355120
OG0000440	Om004G173680	Np003G144800
OG0000440	Om006G261750, Om006G261700	Np004G198320
OG0000441	Om002G062560, Om002G062550	Np007G390830
OG0000441	Om002G062430, Om002G062440	Np007G390750
OG0000442	Om001G041180	Np005G260740
OG0000446	Om006G235370	Np001G007230
OG0000446	Om006G274450	Np001G025190
OG0000446	Om005G194520	Np004G242300
OG0000447	Om002G060230	Np007G404710
OG0000447	Om007G288920	Np004G211530
OG0000448	Om008G361730	Np006G360200, Np006G360170, Np001G009660
OG0000448	Om008G361700	Np001G033730
OG0000449	Om006G267260	Np001G045710
OG0000449	Om006G245560	Np003G152360
OG0000449	Om006G267270	Np001G045700
OG0000449	Om006G245570	Np003G152370
OG0000450	Om006G231930	Np004G233200
OG0000450	Om003G111450, Om002G044350, Om003G095390	Np004G219830
OG0000452	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910	Np005G273490
OG0000453	Om003G095410, Om007G317460	Np001G046100
OG0000454	Om003G113950, Om003G113940, Om003G113960	Np003G165150
OG0000456	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680	Np007G387920, Np004G226780, Np003G132300
OG0000459	Om001G013470, Om001G006630	Np005G287330, Np005G287340
OG0000460	Om005G220920	Np005G285950
OG0000461	Om005G177550	Np004G206830, Np004G259930
OG0000461	Om005G177540	Np004G259940
OG0000461	Om008G335120, Om008G335130	Np006G336810, Np006G336820, Np006G336800
OG0000463	Om008G355320	Np001G046500, Np001G046440, Np001G046450
OG0000463	Om001G005850	Np001G046420
OG0000466	Om004G174390	Np006G324970, Np003G127910, Np003G127830, Np003G127870, Np003G127860, Np003G127900
OG0000466	Om005G209820	Np006G324960
OG0000467	Om003G122490, Om001G002790, Om008G358800	Np001G063650, Np001G036770, Np005G291060
OG0000468	Om006G252980	Np001G057840
OG0000468	Om007G278880	Np006G357390
OG0000468	Om008G332830	Np006G334580
OG0000472	Om003G097580, Om003G097570	Np005G317070
OG0000472	Om007G316650, Om007G316670	Np005G317120, Np005G317110, Np005G317080, Np005G317060
OG0000472	Om007G316690, Om003G102350	Np005G317040
OG0000473	Om008G319530	Np006G321410
OG0000473	Om007G316920	Np005G317530
OG0000475	Om005G227990	Np002G122010
OG0000475	Om005G225920, Om005G225910	Np002G121960
OG0000476	Om004G165260, Om004G165270	Np001G012720
OG0000476	Om006G240140	Np001G013200, Np001G012730
OG0000481	Om005G223420, Om002G062340	Np002G118670
OG0000483	Om003G117450	Np003G159730, Np003G159870
OG0000484	Om001G035850	Np005G267780
OG0000486	Om007G293910	Np001G066700, Np001G066070, Np001G068030, Np001G065890, Np001G065930
OG0000486	Om003G126660, Om003G126620	Np006G323370, Np006G336630
OG0000486	Om007G315930, Om007G316020, Om002G055740, Om002G055140, Om002G077700	Np001G065990, Np001G065910, Np001G065960
OG0000487	Om007G278330	Np004G255840, Np006G346030
