Orthogroup	Odontarrhena_muralis	Raphanus_sativus
OG0000120	Om004G161410, Om004G161280, Om002G075940, Om007G301890, Om001G024520	XP_018448805.1, XP_018448808.1, XP_018448809.1, XP_018448806.1, XP_018448804.1, XP_018461801.1, XP_018477225.1, XP_018477643.1, XP_018488001.1, XP_018477675.1, XP_018477620.1, XP_018482159.1, XP_018488288.1, XP_018490867.1, XP_018473755.1, XP_018477202.1, XP_018466466.1, XP_018442004.1, XP_018466316.1
OG0000120	Om007G296760, Om007G296900	XP_018443272.1
OG0000122	Om004G163000	XP_018487691.1
OG0000122	Om003G118900, Om003G118890	XP_018473651.1
OG0000122	Om003G118880	XP_018482341.1
OG0000122	Om003G118720	XP_018474204.1, XP_018475532.1, XP_018474203.1
OG0000123	Om005G193630	XP_018458507.1
OG0000123	Om005G193560, Om005G193450, Om005G193620, Om005G193610, Om005G193590	XP_018444265.1, XP_018449623.1, XP_018460559.1, XP_018460555.1, XP_018482095.1
OG0000124	Om005G206120	XP_018464495.1
OG0000124	Om008G318760, Om007G317440	XP_018461102.1
OG0000124	Om001G019350	XP_018436417.1
OG0000125	Om006G254380	XP_018485557.1, XP_018478149.1
OG0000125	Om006G244360	XP_018464380.1, XP_018463483.1, XP_018442304.1
OG0000125	Om007G283300	XP_018441606.1, XP_018478084.1, XP_018472875.1
OG0000126	Om006G262390, Om004G151250	XP_018448675.1, XP_018459267.1, XP_018466537.1, XP_018453659.1
OG0000127	Om004G176290	XP_018482062.1, XP_018479651.1
OG0000127	Om004G176360	XP_018443227.1
OG0000127	Om004G176280	XP_018444659.1
OG0000127	Om005G189960	XP_018473001.1
OG0000128	Om005G217280	XP_018464920.1
OG0000133	Om008G345870, Om008G349240	XP_018465827.1
OG0000133	Om007G315880	XP_018452405.1, XP_018477160.1, XP_018477168.1
OG0000135	Om002G054930	XP_018448342.1, XP_018479779.1, XP_018473985.1, XP_018473984.1, XP_018479174.1
OG0000135	Om005G226530	XP_018487469.1
OG0000136	Om002G045120	XP_018445028.1, XP_018459504.1
OG0000137	Om006G258530	XP_018458113.1
OG0000138	Om006G251190, Om006G251180	XP_018481645.1
OG0000138	Om001G037700	XP_018455270.1, XP_018454093.1, XP_018465879.1
OG0000138	Om005G207670, Om005G207700	XP_018470004.1, XP_018452986.1, XP_018453265.1
OG0000138	Om001G026370	XP_018482690.1
OG0000140	Om006G258900, Om006G244250, Om001G032190, Om006G246600	XP_018468399.1
OG0000140	Om006G247230, Om006G247200	XP_018464951.1, XP_018465933.1, XP_018469119.1
OG0000140	Om006G246640	XP_018455338.1
OG0000140	Om006G266710	XP_018487986.1, XP_018437995.1
OG0000142	Om007G282780	XP_018475595.1, XP_018475632.1
OG0000143	Om003G106950, Om004G160650, Om005G207900	XP_018460264.1
OG0000144	Om006G263840, Om005G217250, Om007G314120	XP_018453517.1
OG0000144	Om002G077770	XP_018452589.1
OG0000144	Om022G374950	XP_018443229.1
OG0000144	Om007G317180	XP_018467201.1
OG0000145	Om004G162350	XP_018453796.1, XP_018488296.1
OG0000146	Om003G117410	XP_018466390.1
OG0000146	Om003G117350	XP_018454803.1
OG0000146	Om003G117400, Om003G117360	XP_018469497.1, XP_018452341.1, XP_018454603.1
OG0000146	Om003G117320	XP_018474199.1
OG0000146	Om003G090770, Om003G117200	XP_018476533.1
OG0000146	Om008G326830	XP_018455595.1
OG0000147	Om002G086500	XP_018439896.1, XP_018456672.1
OG0000147	Om001G025660	XP_018447191.1, XP_018447677.1
OG0000147	Om007G285990, Om006G249440	XP_018470730.1, XP_018456230.1
OG0000147	Om004G130850	XP_018453169.1, XP_018442966.1
OG0000147	Om006G268290	XP_018440073.1
OG0000147	Om002G078960	XP_018489772.1
OG0000149	Om006G245860	XP_018454260.1, XP_018482816.1, XP_018468367.1, XP_018461511.1
OG0000149	Om006G245850	XP_018473562.1, XP_018473413.1
OG0000149	Om006G256850	XP_018461508.1, XP_018487951.1
OG0000150	Om008G323560	XP_018466193.1
OG0000150	Om005G201710	XP_018435717.1
OG0000151	Om003G114720	XP_018471382.1, XP_018457991.1
OG0000151	Om001G021860	XP_018445231.1, XP_018461966.1, XP_018447674.1
OG0000151	Om002G051120	XP_018492109.1, XP_018440453.1, XP_018486328.1, XP_018491228.1
OG0000151	Om002G082850	XP_018487201.1, XP_018435045.1
OG0000151	Om003G118410	XP_018468491.1, XP_018455854.1, XP_018476067.1
OG0000151	Om005G227900	XP_018453176.1
OG0000154	Om002G065770, Om004G147300, Om004G147290, Om002G052020, Om002G052040, Om001G020420	XP_018477110.1
OG0000154	Om005G196960	XP_018451125.1, XP_018487475.1
OG0000154	Om002G056330	XP_018439758.1
OG0000154	Om004G147280	XP_018477122.1
OG0000154	Om004G175620	XP_018445474.1, XP_018492171.1, XP_018492160.1, XP_018452385.1, XP_018451023.1, XP_018465909.1, XP_018491687.1, XP_018439788.1
OG0000154	Om004G175630	XP_018445818.1, XP_018445836.1
OG0000155	Om001G020030	XP_018471751.1
OG0000155	Om001G007090	XP_018443883.1, XP_018440226.1, XP_018460363.1
OG0000155	Om001G007100	XP_018447282.1, XP_018484465.1, XP_018476478.1, XP_018442317.1, XP_018442968.1, XP_018471642.1
OG0000155	Om002G055620	XP_018491969.1
OG0000155	Om005G221310	XP_018460811.1
OG0000156	Om008G322060	XP_018491475.1, XP_018477280.1, XP_018481458.1
OG0000156	Om004G146270, Om008G321930, Om001G022080, Om008G321920, Om008G322040, Om008G322020	XP_018485103.1
OG0000157	Om008G326040, Om008G355750	XP_018488077.1, XP_018438578.1, XP_018442744.1, XP_018491246.1, XP_018491336.1, XP_018485751.1, XP_018486403.1, XP_018488302.1, XP_018482093.1
OG0000160	Om003G110430, Om005G214710, Om002G079600	XP_018435759.1, XP_018474025.1, XP_018460645.1
OG0000161	Om006G236100, Om006G236170	XP_018438997.1, XP_018439597.1, XP_018435583.1, XP_018435186.1, XP_018439599.1
OG0000161	Om007G278440	XP_018461987.1
OG0000161	Om004G167210, Om006G249300	XP_018491243.1, XP_018491241.1
OG0000162	Om003G125340, Om003G125230, Om003G125290, Om007G315000	XP_018437416.1
OG0000162	Om003G125390	XP_018490254.1
OG0000162	Om008G322780, Om008G322790	XP_018463531.1
OG0000162	Om008G322800	XP_018436402.1
OG0000164	Om001G024320	XP_018460082.1
OG0000164	Om001G003990	XP_018467693.1
OG0000164	Om001G039840	XP_018448360.1, XP_018443393.1, XP_018448359.1
OG0000164	Om001G039830	XP_018450139.1, XP_018451158.1
OG0000165	Om005G200180, Om007G315340	XP_018479684.1, XP_018464080.1, XP_018435740.1, XP_018436060.1, XP_018460158.1, XP_018479823.1, XP_018453527.1, XP_018487629.1
OG0000166	Om002G081230	XP_018435800.1, XP_018458694.1
OG0000166	Om001G033710	XP_018435864.1, XP_018479705.1, XP_018487806.1
OG0000167	Om001G004410	XP_018456032.1, XP_018470205.1
OG0000167	Om001G004360	XP_018487852.1
OG0000167	Om001G004400, Om001G004440	XP_018448522.1
OG0000167	Om001G004340	XP_018448523.1
OG0000168	Om001G041790	XP_018473751.1, XP_018479095.1, XP_018435547.1
OG0000171	Om005G207720	XP_018486354.1, XP_018471533.1, XP_018433300.1, XP_018466301.1
OG0000171	Om005G220880	XP_018461928.1, XP_018466967.1
OG0000171	Om007G301020	XP_018446341.1
OG0000172	Om003G123010, Om006G260870	XP_018490818.1
OG0000172	Om003G122820, Om006G274300	XP_018490335.1
OG0000174	Om003G109150	XP_018454079.1, XP_018453635.1, XP_018453590.1, XP_018467610.1, XP_018467617.1, XP_018467428.1, XP_018467324.1, XP_018463262.1, XP_018463244.1, XP_018458054.1, XP_018476099.1, XP_018479716.1, XP_018467224.1, XP_018464197.1, XP_018468530.1, XP_018462949.1, XP_018467321.1, XP_018453867.1, XP_018475424.1, XP_018466046.1, XP_018464818.1, XP_018465102.1, XP_018475645.1, XP_018459728.1, XP_018479576.1, XP_018466885.1
OG0000175	Om002G084540	XP_018468233.1, XP_018439736.1, XP_018478940.1
OG0000175	Om001G035510	XP_018481039.1, XP_018482967.1, XP_018470632.1
OG0000175	Om005G202200	XP_018450746.1
OG0000175	Om002G082840	XP_018488978.1, XP_018464957.1, XP_018434453.1
OG0000176	Om007G291450	XP_018448171.1
OG0000177	Om002G077990	XP_018460717.1, XP_018479558.1
OG0000177	Om004G151970	XP_018458949.1, XP_018479599.1, XP_018487774.1, XP_018487773.1
OG0000180	Om008G336650	XP_018475767.1, XP_018479843.1
OG0000183	Om008G341930	XP_018436406.1
OG0000184	Om006G270790	XP_018448562.1, XP_018436057.1, XP_018443690.1, XP_018459854.1, XP_018448716.1, XP_018448714.1, XP_018466332.1, XP_018487833.1, XP_018435495.1, XP_018436010.1, XP_018464848.1
OG0000185	Om002G057260	XP_018460789.1
OG0000185	Om001G041450, Om008G356330, Om008G319330	XP_018458943.1, XP_018466970.1
OG0000186	Om007G285030	XP_018465786.1
OG0000186	Om004G150540	XP_018465860.1
OG0000187	Om004G145860, Om004G145950	XP_018436591.1, XP_018489775.1
OG0000187	Om001G028260, Om001G028280	XP_018450650.1, XP_018450647.1
OG0000187	Om002G054350	XP_018488297.1, XP_018487474.1, XP_018487473.1
OG0000189	Om001G039670	XP_018451159.1
OG0000189	Om001G037310	XP_018471389.1, XP_018467764.1, XP_018469600.1, XP_018470107.1, XP_018467464.1, XP_018466202.1, XP_018450992.1
OG0000189	Om001G038960	XP_018447856.1, XP_018461632.1, XP_018463300.1
OG0000190	Om008G353940	XP_018462163.1, XP_018456012.1
OG0000190	Om008G355670	XP_018466816.1, XP_018474729.1
OG0000190	Om008G353960	XP_018459474.1, XP_018453800.1
OG0000192	Om005G203480	XP_018468276.1
OG0000192	Om005G203400	XP_018459129.1
OG0000192	Om005G203410	XP_018491376.1
OG0000193	Om002G071740, Om002G071690	XP_018490154.1, XP_018488211.1, XP_018488212.1
OG0000195	Om003G119760	XP_018488390.1, XP_018446504.1
OG0000195	Om007G285150	XP_018483199.1, XP_018442298.1
OG0000196	Om007G289450	XP_018474323.1
OG0000196	Om005G185020	XP_018486318.1
OG0000196	Om007G289440	XP_018488814.1
OG0000200	Om005G182720	XP_018471263.1
OG0000202	Om020G374490, Om011G365230	XP_018459668.1, XP_018488215.1
OG0000203	Om003G095370, Om002G055150	XP_018438633.1, XP_018438743.1, XP_018438489.1, XP_018435291.1, XP_018463291.1, XP_018455405.1
OG0000204	Om004G171440	XP_018456173.1
OG0000204	Om002G070990	XP_018490370.1
OG0000207	Om008G331300	XP_018455101.1, XP_018456709.1, XP_018455692.1
OG0000208	Om001G040250	XP_018470117.1
OG0000209	Om005G228040, Om005G227980	XP_018457917.1, XP_018455788.1
OG0000209	Om005G228080	XP_018453498.1
OG0000210	Om007G278560	XP_018475016.1, XP_018474617.1
OG0000213	Om004G141230, Om005G208800	XP_018442714.1, XP_018445738.1
OG0000213	Om002G053370	XP_018483324.1, XP_018493441.1, XP_018487059.1
OG0000213	Om001G036460, Om001G036440, Om001G036450	XP_018483745.1, XP_018439158.1, XP_018441306.1, XP_018438696.1
OG0000214	Om007G281030	XP_018467800.1
OG0000214	Om004G145430, Om004G136700, Om004G136680, Om004G145470	XP_018453892.1, XP_018455978.1
OG0000215	Om003G099020	XP_018448514.1, XP_018448512.1
OG0000216	Om001G007580	XP_018475547.1
OG0000216	Om001G008700	XP_018479857.1, XP_018460848.1
OG0000217	Om001G001730	XP_018435599.1
OG0000218	Om005G195550	XP_018491057.1
OG0000218	Om005G195570, Om005G195580	XP_018491068.1
OG0000218	Om001G010890, Om001G010900, Om001G010920	XP_018460375.1, XP_018479160.1
OG0000218	Om004G138180	XP_018478930.1, XP_018461684.1
OG0000218	Om006G241660	XP_018434683.1
OG0000219	Om007G282230	XP_018479837.1
OG0000220	Om007G276730, Om007G315520	XP_018439292.1, XP_018475580.1
OG0000220	Om004G175360, Om004G175350, Om004G175400	XP_018460188.1, XP_018445439.1
OG0000221	Om002G088910	XP_018456465.1, XP_018466980.1, XP_018460068.1, XP_018435834.1, XP_018465129.1
OG0000224	Om004G134640, Om004G134630	XP_018468894.1, XP_018443098.1, XP_018465306.1, XP_018468896.1, XP_018474587.1, XP_018468895.1, XP_018480389.1
OG0000224	Om005G225780	XP_018453989.1
OG0000225	Om007G289790	XP_018487000.1, XP_018461751.1
OG0000225	Om007G289830, Om007G289770	XP_018449868.1, XP_018449873.1, XP_018484296.1, XP_018461750.1
OG0000226	Om003G089750	XP_018438331.1, XP_018435991.1, XP_018437982.1, XP_018437795.1
OG0000228	Om005G207070	XP_018461690.1, XP_018442250.1
OG0000230	Om004G137280, Om004G137390, Om004G137300, Om004G137400	XP_018445118.1
OG0000231	Om006G259610	XP_018453642.1
OG0000233	Om005G212630, Om001G036910	XP_018436088.1
OG0000233	Om002G075720, Om001G016050	XP_018458079.1
OG0000234	Om006G252380	XP_018481788.1, XP_018491621.1, XP_018443657.1
OG0000234	Om006G252400	XP_018483151.1
OG0000234	Om006G252410	XP_018481215.1
OG0000234	Om008G332130	XP_018439853.1
OG0000234	Om004G161230	XP_018445846.1
OG0000236	Om002G071210	XP_018463131.1, XP_018463132.1
OG0000236	Om006G242750	XP_018467415.1
OG0000237	Om008G343820, Om007G307970	XP_018453696.1, XP_018479625.1
OG0000237	Om005G218340	XP_018473931.1, XP_018443702.1
OG0000240	Om001G023550, Om001G017850	XP_018453720.1
OG0000240	Om008G346080	XP_018466854.1
OG0000242	Om002G081640	XP_018437185.1
OG0000242	Om005G193910	XP_018481469.1, XP_018436585.1, XP_018451077.1
OG0000242	Om005G194120	XP_018451807.1, XP_018451078.1
OG0000242	Om005G193920, Om005G193930	XP_018472324.1
OG0000243	Om004G152860	XP_018458790.1, XP_018435856.1, XP_018435859.1, XP_018460480.1
OG0000243	Om007G301280, Om004G138340, Om009G363270, Om005G216250, Om003G110640, Om009G363750, Om003G117260, Om007G302560	XP_018487481.1, XP_018461693.1, XP_018458554.1
OG0000244	Om001G008070	XP_018480650.1, XP_018462384.1, XP_018471212.1
OG0000244	Om008G354340	XP_018454306.1
OG0000244	Om001G008060	XP_018447604.1, XP_018461916.1, XP_018439136.1, XP_018437127.1
OG0000244	Om008G354350, Om003G110630	XP_018474567.1
OG0000246	Om002G071710	XP_018476684.1
OG0000248	Om008G353070	XP_018455873.1, XP_018455830.1, XP_018467364.1
OG0000248	Om011G365210, Om020G374470	XP_018465408.1, XP_018467341.1
OG0000248	Om003G118130, Om003G119420	XP_018432540.1
OG0000249	Om008G336610	XP_018483506.1, XP_018439075.1
OG0000249	Om008G336590, Om008G336600	XP_018433126.1, XP_018435056.1, XP_018475104.1, XP_018472849.1
OG0000249	Om008G336640	XP_018481107.1
OG0000249	Om006G255030	XP_018461246.1, XP_018490695.1
OG0000250	Om005G208240, Om005G208260, Om005G208250	XP_018469259.1, XP_018469620.1
OG0000250	Om001G040910	XP_018481565.1
OG0000251	Om006G266370, Om005G218220, Om007G290870, Om006G266390	XP_018487642.1, XP_018487699.1
OG0000252	Om004G174910, Om008G334450, Om004G174900, Om004G174890, Om008G334440, Om004G174880	XP_018474177.1
OG0000253	Om004G150660	XP_018463963.1, XP_018464815.1, XP_018460599.1, XP_018460220.1, XP_018453677.1, XP_018453506.1, XP_018464308.1, XP_018459134.1, XP_018462717.1
OG0000254	Om002G064970	XP_018467284.1, XP_018448433.1, XP_018487583.1, XP_018487567.1
OG0000254	Om008G330360, Om008G330440, Om008G330320, Om004G175010	XP_018459956.1, XP_018465832.1, XP_018459955.1, XP_018459954.1
OG0000256	Om008G329670	XP_018475291.1, XP_018474010.1, XP_018463873.1
OG0000256	Om008G330290	XP_018480545.1
OG0000256	Om008G329810	XP_018436453.1
OG0000258	Om008G334140	XP_018438704.1, XP_018465777.1
OG0000258	Om006G272550	XP_018460223.1
OG0000259	Om002G075030	XP_018463649.1
OG0000259	Om002G075040	XP_018487975.1, XP_018487976.1, XP_018448492.1, XP_018465470.1
OG0000260	Om003G091520, Om008G322390	XP_018447426.1
OG0000264	Om008G355250	XP_018455640.1
OG0000264	Om004G160560, Om004G160570, Om004G160550	XP_018455531.1
OG0000265	Om005G198690	XP_018460765.1
OG0000266	Om003G128150	XP_018461432.1
OG0000268	Om006G274870	XP_018484938.1, XP_018484933.1, XP_018457428.1
OG0000268	Om005G194850	XP_018463455.1
OG0000268	Om001G008530	XP_018457780.1
OG0000268	Om004G176390	XP_018446447.1
OG0000268	Om006G253920	XP_018462799.1, XP_018477742.1
OG0000272	Om007G315350	XP_018453784.1, XP_018487592.1, XP_018466036.1, XP_018435691.1, XP_018464145.1, XP_018458827.1, XP_018487521.1, XP_018463182.1
OG0000273	Om007G280490	XP_018486140.1
OG0000274	Om006G245790	XP_018476648.1, XP_018455000.1
OG0000274	Om008G354900	XP_018440337.1
OG0000274	Om007G282440	XP_018460786.1, XP_018480724.1, XP_018434290.1, XP_018434856.1
OG0000275	Om002G070100, Om002G070080, Om002G070090	XP_018461068.1, XP_018487637.1, XP_018489821.1, XP_018487636.1, XP_018460623.1, XP_018461066.1, XP_018489757.1, XP_018460622.1, XP_018460621.1
OG0000276	Om008G337850	XP_018444672.1
OG0000276	Om001G005730	XP_018459435.1, XP_018453810.1, XP_018450692.1
OG0000277	Om003G101280	XP_018463944.1
OG0000277	Om003G101260, Om003G101290	XP_018449673.1
OG0000279	Om007G304320	XP_018465658.1
OG0000279	Om008G348600	XP_018465659.1
OG0000279	Om004G152920, Om004G168610, Om003G109450	XP_018487538.1
OG0000281	Om003G097620	XP_018491770.1, XP_018438476.1
OG0000281	Om001G006530, Om007G317580, Om007G317540, Om001G006540	XP_018444619.1, XP_018443389.1, XP_018443391.1
OG0000282	Om004G168700	XP_018444363.1
OG0000282	Om004G168720	XP_018475192.1
OG0000282	Om004G168690	XP_018444381.1, XP_018464192.1
OG0000282	Om004G168680	XP_018475327.1, XP_018469329.1, XP_018468589.1
OG0000283	Om007G278090	XP_018437787.1, XP_018478840.1
OG0000284	Om007G294370, Om002G074370, Om003G113380	XP_018437451.1, XP_018479318.1
OG0000284	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100	XP_018469477.1, XP_018469474.1, XP_018454705.1
OG0000285	Om001G020260, Om002G085590, Om004G149320, Om008G344410, Om004G173280, Om005G218700, Om080G377260, Om003G112740, Om001G015960	XP_018474301.1
OG0000285	Om009G363400	XP_018487991.1, XP_018459718.1, XP_018458697.1, XP_018487467.1, XP_018487837.1, XP_018487836.1, XP_018487779.1, XP_018487778.1
OG0000286	Om001G007790	XP_018475626.1, XP_018475661.1
OG0000287	Om002G071390	XP_018458255.1, XP_018458254.1
OG0000287	Om002G068960	XP_018487619.1, XP_018458655.1
OG0000287	Om002G069010	XP_018487621.1, XP_018491260.1, XP_018465952.1
OG0000287	Om002G068990, Om002G068980	XP_018491947.1, XP_018467239.1
OG0000288	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600	XP_018437453.1, XP_018439457.1
OG0000290	Om002G065710	XP_018487580.1, XP_018435453.1, XP_018488247.1
OG0000290	Om005G197460, Om006G231890, Om006G251270, Om006G250320	XP_018435558.1
OG0000293	Om007G315620, Om001G037250, Om002G054920	XP_018443236.1, XP_018479918.1
OG0000294	Om002G064000	XP_018441923.1, XP_018436581.1, XP_018491505.1
OG0000294	Om008G336510	XP_018476822.1
OG0000294	Om008G319990	XP_018439366.1
OG0000294	Om004G159000	XP_018457024.1, XP_018474438.1
OG0000295	Om008G352500, Om008G352470, Om008G352530, Om008G352440	XP_018435397.1
OG0000295	Om002G059690	XP_018463420.1, XP_018451439.1, XP_018491052.1, XP_018492521.1
OG0000297	Om006G242900, Om006G244950	XP_018470141.1, XP_018465981.1, XP_018466119.1, XP_018444968.1, XP_018444969.1
OG0000297	Om002G067110	XP_018464969.1, XP_018435462.1
OG0000298	Om001G004610, Om001G004600, Om007G317110	XP_018469624.1
OG0000298	Om001G004470, Om001G004550, Om001G006410, Om001G004500	XP_018471366.1, XP_018470202.1, XP_018469772.1, XP_018470204.1
OG0000299	Om004G172000	XP_018467175.1, XP_018474938.1
OG0000299	Om001G011700	XP_018465267.1, XP_018438523.1
OG0000300	Om001G025290	XP_018486804.1, XP_018490651.1
OG0000300	Om008G353600	XP_018463470.1, XP_018493407.1
OG0000301	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890	XP_018480007.1, XP_018480043.1, XP_018453658.1, XP_018479678.1, XP_018473600.1, XP_018480058.1, XP_018448698.1, XP_018448695.1, XP_018444893.1, XP_018443638.1, XP_018460866.1
OG0000303	Om007G284150	XP_018441672.1, XP_018488295.1, XP_018450717.1
OG0000304	Om008G357290	XP_018478259.1
OG0000308	Om007G306690, Om008G350290	XP_018461058.1, XP_018448245.1
OG0000308	Om005G198900	XP_018484186.1
OG0000310	Om006G245320, Om003G096540	XP_018481847.1, XP_018455379.1, XP_018476335.1, XP_018453508.1, XP_018455403.1, XP_018455404.1
OG0000311	Om007G298120	XP_018442546.1, XP_018471150.1, XP_018471152.1
OG0000311	Om003G099520	XP_018480728.1
OG0000311	Om002G064550	XP_018467144.1, XP_018432705.1, XP_018485900.1
OG0000311	Om005G213850	XP_018472217.1
OG0000313	Om001G005460	XP_018450368.1, XP_018451250.1, XP_018458556.1, XP_018448508.1, XP_018448500.1
OG0000313	Om001G005740	XP_018467703.1
OG0000314	Om005G181880	XP_018486715.1, XP_018490803.1, XP_018447493.1
OG0000314	Om005G181890, Om007G279120	XP_018481595.1, XP_018437810.1, XP_018437490.1
OG0000314	Om005G210380	XP_018481454.1
OG0000315	Om001G014100	XP_018473655.1, XP_018443773.1, XP_018448905.1, XP_018448909.1, XP_018448856.1, XP_018477039.1, XP_018477038.1, XP_018446420.1, XP_018460746.1, XP_018460320.1, XP_018476157.1, XP_018460760.1, XP_018479724.1, XP_018461977.1, XP_018474539.1, XP_018463543.1, XP_018459224.1, XP_018478799.1, XP_018436470.1, XP_018458839.1, XP_018473802.1, XP_018473803.1, XP_018465263.1, XP_018459704.1, XP_018458061.1
