Orthogroup	Odontarrhena_muralis	Brassica_napus
OG0000046	Om001G001860	XP_013737242.2, XP_048638243.1, XP_013669844.2, XP_022574226.2
OG0000046	Om006G253990	XP_013724742.2
OG0000046	Om005G206750	XP_048616752.1, XP_048610981.1, XP_048604137.1
OG0000046	Om005G213160	XP_048610999.1
OG0000047	Om006G268590, Om001G028180	XP_048605495.1, XP_048606198.1
OG0000047	Om002G077780	XP_048606465.1, XP_048615063.1, XP_048630782.1, XP_022563248.1
OG0000047	Om005G225040, Om001G020530	XP_013727892.1
OG0000047	Om007G295670, Om002G084660, Om008G332290, Om006G263590	XP_013704829.2, XP_048604967.1, XP_048611522.1, XP_048596443.1, XP_048637573.1, XP_048620210.1, XP_048622632.1
OG0000047	Om007G314310, Om002G071890, Om005G222620	XP_048638490.1
OG0000048	Om007G296190, Om007G296250	XP_048605148.1, XP_013728790.2, XP_013680693.1, XP_013722306.3, XP_048625026.1, XP_048599157.1, XP_013722311.1, XP_048599156.1
OG0000048	Om007G296260	XP_013676070.2, XP_013740214.1, XP_048607994.1, XP_022555256.1, XP_013676061.1, XP_022555254.1, XP_013728782.2, XP_013728785.2, XP_048605292.1, XP_013676068.2
OG0000049	Om002G080850	XP_048600004.1
OG0000050	Om002G080890, Om003G112360	XP_048591431.1
OG0000050	Om008G323460, Om006G268120	XP_048622868.1, XP_013704335.2, XP_048596437.1, XP_048596181.1, XP_013665273.2, XP_013717743.2, XP_013694933.1, XP_022548666.1, XP_048629593.1, XP_013751523.1, XP_013669411.1, XP_048637596.1, XP_048596358.1, XP_048634865.1, XP_048596316.1, XP_048591449.1, XP_013751433.2, XP_048634900.1, XP_048591793.1, XP_013660420.1, XP_013659078.1, XP_048619968.1, XP_022559956.2, XP_013726896.2, XP_048619948.1, XP_048626905.1, XP_048619946.1, XP_013699967.2
OG0000050	Om002G077490	XP_013718383.1
OG0000050	Om006G268560, Om006G266210, Om002G080140	XP_048634070.1
OG0000052	Om005G179650, Om008G361390, Om005G180640	XP_048613662.1, XP_048599350.1, XP_013680648.2, XP_022549241.2, XP_048598261.1, XP_048597938.1
OG0000052	Om008G326600	XP_048637055.1
OG0000052	Om008G326650	XP_048605363.1, XP_048632926.1
OG0000052	Om008G326590	XP_022556477.2
OG0000052	Om008G326540	XP_013747770.2, XP_048636340.1, XP_013747769.2, XP_022574743.2
OG0000053	Om002G081910, Om001G013510, Om007G303670, Om001G005250, Om003G102410, Om005G223530, Om003G110840, Om001G030740, Om005G223990, Om005G212830	XP_013673756.1, XP_022571037.1
OG0000054	Om002G043200, Om007G279110, Om006G263890	XP_022553428.2, XP_013737743.2, XP_048623720.1, XP_022553704.2, XP_048634735.1, XP_048610596.1, XP_048602294.1, XP_022574445.2, XP_048635553.1, XP_048618573.1, XP_048622748.1, XP_013713188.2, XP_048619894.1, XP_048611783.1, XP_048613170.1, XP_048615234.1, XP_048637818.1, XP_048637045.1, XP_048596138.1, XP_048612574.1, XP_048634954.1, XP_048609051.1, XP_022574301.2, XP_048633225.1, XP_022574506.1, XP_013704260.2, XP_022562802.1, XP_048620993.1, XP_048599089.1, XP_048592551.1, XP_048621337.1, XP_022551131.2, XP_048597720.1, XP_048606142.1, XP_048619790.1, XP_048621209.1, XP_048622552.1, XP_048629346.1, XP_048633888.1, XP_048598954.1, XP_022549978.2, XP_048605107.1, XP_013705438.2, XP_048615650.1, XP_048602917.1, XP_048628816.1, XP_048605478.1, XP_022574390.2, XP_048622671.1, XP_048599304.1, XP_048610747.1, XP_048596260.1, XP_013695048.2, XP_013654745.2, XP_048601641.1, XP_048608968.1
OG0000054	Om006G251510	XP_048609577.1
OG0000054	Om008G354720, Om007G277220, Om003G128320	XP_048592841.1, XP_048613136.1, XP_048634116.1, XP_048628169.1, XP_048592471.1
OG0000055	Om005G202820, Om005G227820, Om005G224840	XP_013742425.2, XP_013664366.1, XP_013660709.1, XP_013644421.1
OG0000055	Om005G224080	XP_013670350.1, XP_013691180.2
OG0000055	Om008G333680	XP_022565366.1, XP_048596263.1, XP_013714829.1
OG0000055	Om008G361740, Om008G332920, Om003G120530, Om005G198120	XP_048633192.1, XP_013686982.2, XP_048600561.1, XP_013728715.2
OG0000056	Om007G293600, Om007G317020, Om002G062780, Om004G164880, Om007G309970	XP_013689080.1
OG0000056	Om008G340700, Om005G220800, Om001G027140	XP_048634929.1, XP_013645844.2, XP_048593471.1, XP_013688936.2, XP_048609321.1, XP_013688795.2, XP_048635087.1, XP_013694675.1, XP_013645882.2, XP_048611631.1, XP_013694324.1, XP_013690206.1, XP_048596449.1, XP_013645336.1, XP_013689842.1, XP_048626013.1, XP_048622740.1, XP_048607413.1, XP_013709826.3, XP_013665443.2, XP_013709534.2, XP_048623820.1, XP_048611849.1, XP_048633213.1, XP_048594492.1
OG0000056	Om003G107750, Om001G017780	XP_013654159.2, XP_048615511.1, XP_048593289.1
OG0000058	Om007G299580, Om006G274770, Om007G313880, Om002G087980, Om002G068450, Om005G190360, Om005G223220, Om005G204610, Om007G304500, Om003G125380, Om008G357860, Om004G129440, Om001G015300, Om002G087130, Om002G075560, Om002G076070, Om003G097800, Om001G033280, Om005G201820, Om002G084100, Om001G039990, Om002G084960, Om008G357700, Om003G090300, Om006G269060, Om006G268940, Om004G141540	XP_048596463.1, XP_013645621.2, XP_048605527.1, XP_048599608.1, XP_013689814.2, XP_048617049.1, XP_022553383.1, XP_013739632.2, XP_022565235.1
OG0000058	Om008G335110, Om007G318000, Om007G289630, Om007G296230	XP_013722514.1, XP_013700583.1, XP_013745363.2, XP_013694732.1, XP_048591504.1, XP_048593222.1, XP_022562618.1, XP_013710788.1, XP_022568760.1, XP_013700064.1, XP_048599667.1, XP_022571757.2, XP_013700531.2, XP_048591560.1, XP_048603602.1, XP_048629394.1, XP_013648539.2, XP_048596304.1, XP_048631614.1, XP_048634594.1
OG0000059	Om003G092270, Om002G088980	XP_048608876.1, XP_048611646.1, XP_013738602.1, XP_048627469.1, XP_013724826.1, XP_013732055.1, XP_048617726.1, XP_048611527.1, XP_048593349.1, XP_048592235.1, XP_013658488.2, XP_013658064.2
OG0000060	Om008G348970, Om003G127290, Om006G235900	XP_048622453.1
OG0000061	Om003G100910, Om006G238480	XP_048609345.1
OG0000061	Om006G263600	XP_048630754.1
OG0000061	Om005G223660, Om006G249810, Om002G076700, Om003G106600, Om008G345470, Om008G347220, Om006G268200, Om007G301100, Om002G047100, Om002G043890, Om005G177780, Om008G328920, Om003G114550, Om005G191460, Om007G312950, Om003G111810, Om008G353280, Om006G242410, Om001G020570, Om005G225030, Om004G146510, Om001G027660	XP_048637558.1, XP_048596723.1, XP_013696292.3, XP_013739780.2, XP_048623330.1, XP_048624587.1, XP_048600681.1, XP_013732657.2, XP_022554064.1, XP_013743691.1, XP_013723290.2, XP_048595762.1, XP_048592686.1, XP_048592725.1, XP_048615070.1, XP_048630784.1, XP_048608631.1, XP_048630841.1, XP_013651771.2, XP_048618601.1, XP_048603650.1, XP_048606030.1, XP_048606466.1, XP_013706470.2, XP_013729547.2, XP_013687886.1, XP_013680970.2, XP_048622924.1, XP_048615428.1, XP_048602960.1, XP_022557143.1, XP_022556335.1, XP_013691840.1, XP_013662162.2, XP_048592595.1, XP_013677735.1, XP_013738633.2, XP_013700197.1, XP_048611597.1, XP_013739555.1, XP_013739489.3, XP_022552117.1, XP_048604597.1
OG0000062	Om002G089260, Om019G374190, Om019G374330, Om019G374380, Om002G089220, Om005G205060, Om005G204090, Om003G124440, Om002G089320	XP_048611761.1, XP_013701495.2, XP_048619707.1, XP_013703977.2, XP_022575147.1, XP_048602568.1, XP_048630018.1, XP_013741022.1, XP_022574457.1, XP_013723697.1, XP_013717352.1, XP_013745422.2, XP_013725743.2, XP_048636767.1, XP_048628779.1, XP_048602176.1, XP_048628782.1, XP_048613487.1
OG0000062	Om003G109490	XP_048624175.1, XP_013694681.2, XP_048604692.1, XP_048623683.1, XP_013705125.2, XP_013658760.2, XP_048633093.1
OG0000064	Om001G041080	XP_013644911.1, XP_013706797.1
OG0000064	Om004G157800	XP_048604746.1
OG0000065	Om006G268440, Om005G217730	XP_048613235.1, XP_048604923.1
OG0000066	Om004G164550	XP_013648759.1, XP_013678984.1, XP_013693331.1, XP_013729633.1, XP_013736360.1, XP_013731924.1, XP_022554306.1, XP_013726329.1, XP_013686983.1
OG0000066	Om004G165570	XP_013750874.1, XP_013686753.1, XP_013709910.2, XP_022552886.1, XP_013678750.1, XP_013657686.1, XP_013726586.1, XP_013686743.2, XP_013731494.1, XP_013698649.1, XP_013712760.1, XP_048627501.1, XP_048626247.1, XP_048627503.1, XP_048626251.1, XP_048630526.1, XP_048601368.1, XP_013738537.1, XP_013718218.1, XP_013686742.1
OG0000067	Om001G023220, Om004G137760	XP_013715412.1, XP_013670850.1, XP_048623178.1, XP_022548777.1, XP_048598519.1, XP_013668584.1
OG0000068	Om006G264170	XP_022562330.1, XP_048620191.1
OG0000068	Om002G079160	XP_048605062.1
OG0000068	Om003G109360, Om001G015230, Om008G350760, Om006G263810, Om008G342030, Om002G073940	XP_013723084.1, XP_048607263.1, XP_048627634.1, XP_013751388.1
OG0000068	Om006G266160	XP_048596359.1, XP_013723439.1, XP_022545059.2, XP_048634864.1, XP_022570226.2, XP_048634071.1, XP_048634069.1, XP_013678805.1, XP_048599065.1, XP_013751275.1, XP_048615532.1, XP_013731687.2, XP_013751434.1, XP_048593386.1, XP_013694932.1, XP_013717744.2, XP_013668641.1, XP_048598134.1, XP_048598944.1, XP_013704334.1, XP_048598057.1, XP_022545058.1, XP_013751430.1, XP_048596438.1, XP_013709126.2, XP_048596182.1, XP_013665271.1
OG0000069	Om005G212060	XP_013705347.1, XP_048620488.1
OG0000069	Om005G223000	XP_022557439.1, XP_048612804.1, XP_048612800.1, XP_013751106.1, XP_048635044.1
OG0000070	Om008G344650	XP_048605739.1, XP_048613332.1, XP_048605466.1
OG0000070	Om005G218350	XP_048609984.1
OG0000070	Om007G311790	XP_013723762.2, XP_048630545.1
OG0000070	Om005G215790	XP_048619942.1
OG0000071	Om001G016290, Om004G163830	XP_048599861.1, XP_048623054.1, XP_013699951.1
OG0000071	Om008G360280, Om004G166900	XP_048593443.1, XP_013739437.1, XP_013728665.1, XP_013739111.2, XP_013709837.1, XP_048623943.1, XP_013694390.2, XP_048613267.1, XP_013678912.2, XP_022553097.1, XP_013668702.2, XP_048605145.1, XP_048611898.1, XP_022550853.1, XP_048609251.1, XP_048622883.1, XP_022567858.2, XP_013679363.1, XP_013679579.1, XP_013704441.1
OG0000071	Om001G039370	XP_048616732.1
OG0000071	Om007G316830, Om001G007220	XP_048609054.1, XP_013713679.2, XP_048618295.1
OG0000071	Om005G207500, Om005G187680, Om002G068810, Om002G068800, Om003G110690	XP_013694308.2, XP_048619240.1, XP_048602142.1, XP_048597827.1, XP_048613740.1, XP_048609191.1, XP_048602227.1, XP_048590918.1, XP_048611693.1, XP_048607794.1, XP_048634699.1, XP_048593576.1, XP_048622539.1, XP_048609011.1, XP_013668572.1, XP_048599864.1, XP_013704573.1, XP_048610443.1, XP_048602877.1, XP_048604701.1, XP_048596552.1, XP_022549881.1, XP_048613071.1, XP_048622994.1, XP_048617994.1
OG0000072	Om006G262700, Om007G309250, Om011G365680, Om001G001700	XP_048635064.1, XP_013647323.1, XP_048593398.1, XP_048596351.1, XP_048603899.1, XP_048600599.1, XP_048594413.1, XP_048618310.1, XP_048604095.1, XP_048604094.1, XP_048596580.1, XP_048594542.1, XP_048604074.1, XP_048591382.1, XP_048627563.1, XP_048590810.1, XP_022567739.2, XP_048619385.1, XP_013689512.1, XP_013652914.1, XP_013719569.1, XP_048599139.1, XP_048594764.1, XP_048626217.1, XP_022549334.2, XP_048626215.1, XP_048591054.1
OG0000072	Om007G308740, Om006G246100, Om002G077420, Om005G220330, Om010G364650, Om003G106210, Om003G102400, Om010G364730, Om001G017210, Om008G353090, Om003G109200	XP_048627555.1, XP_048591403.1, XP_048613739.1
OG0000073	Om002G052330	XP_022570605.2, XP_013724112.2
OG0000073	Om008G360660	XP_048603851.1, XP_048629187.1
OG0000073	Om008G360260	XP_013705861.2
OG0000074	Om004G144080, Om004G144240, Om004G144070, Om004G144330, Om004G144320	XP_013650643.2, XP_013658370.2
OG0000074	Om004G144020, Om001G027970, Om004G144050, Om004G171550	XP_022546508.2, XP_013708002.2, XP_022546507.1, XP_048622493.1, XP_022545999.1, XP_022545996.1, XP_013709335.2, XP_013746925.1, XP_013732623.2, XP_022567450.1, XP_022547402.1
OG0000074	Om004G144100	XP_048618642.1, XP_013650642.2, XP_048592695.1, XP_013659564.1, XP_048618639.1, XP_048592696.1
OG0000074	Om004G144220	XP_013693122.1, XP_013662871.2
OG0000074	Om004G143840	XP_048597301.1, XP_022564630.1, XP_013705955.1, XP_013658420.2, XP_013695922.2
OG0000075	Om005G191180	XP_048624103.1, XP_048599144.1, XP_013675654.2, XP_048626145.1, XP_013742958.2, XP_022570234.2, XP_013730487.2
OG0000075	Om004G132620, Om001G003590, Om001G003700	XP_048602300.1, XP_048604150.1, XP_048600005.1, XP_048599914.1, XP_048591420.1
OG0000075	Om005G194550	XP_048620324.1
OG0000076	Om002G087760	XP_022574473.2, XP_013691589.1
OG0000076	Om006G242520	XP_048595244.1, XP_048625573.1
OG0000076	Om003G090370	XP_013644701.2, XP_022561919.2, XP_013672574.2
OG0000077	Om001G036960, Om001G036970, Om001G036980, Om001G036990, Om001G037020, Om001G037000, Om001G033540, Om001G032490	XP_013735871.1, XP_013735860.1, XP_013707233.1
OG0000078	Om007G305480, Om008G337420	XP_048619152.1, XP_048619079.1, XP_048610792.1, XP_048613318.1, XP_048622904.1, XP_048595356.1
OG0000078	Om008G342420, Om007G305860	XP_013652407.2, XP_048628476.1, XP_048628477.1, XP_048628474.1, XP_048604282.1
OG0000078	Om007G309170	XP_048628233.1
OG0000079	Om003G122890, Om003G122910, Om003G122930, Om003G122940	XP_048612278.1, XP_013734091.1, XP_013683381.1, XP_048596518.1, XP_048597432.1, XP_048620983.1, XP_048612276.1
OG0000079	Om003G122800, Om003G122790	XP_013663684.1, XP_013686218.2
OG0000079	Om003G122880, Om003G122870	XP_048593056.1, XP_048615760.1, XP_022573359.2, XP_013724447.1, XP_048593057.1, XP_013724445.1
OG0000080	Om001G013570	XP_013715458.2, XP_048624999.1, XP_048625002.1, XP_048625005.1, XP_048599127.1
OG0000080	Om003G125630, Om008G347380, Om008G343390, Om008G346000	XP_013703955.1, XP_013730393.2, XP_022556713.1, XP_013743983.2, XP_013720433.1
OG0000081	Om001G032290	XP_048599292.1
OG0000081	Om006G269790, Om006G269770, Om006G266480, Om003G092590, Om003G096470	XP_048614723.1
OG0000081	Om005G184670, Om005G184660	XP_013679962.2, XP_048593909.1, XP_022545884.1, XP_022553576.2, XP_048624358.1, XP_048607762.1, XP_013714080.1, XP_048596074.1, XP_022553568.1, XP_022545889.2
OG0000082	Om007G305200, Om007G305330	XP_048615513.1
OG0000082	Om004G130570	XP_048615966.1
OG0000082	Om003G121830, Om002G084590	XP_013702599.2
OG0000083	Om005G206370	XP_013694863.1
OG0000083	Om008G340620, Om002G046520	XP_013735845.1, XP_048606473.1, XP_048612392.1
OG0000084	Om001G014490, Om008G359620, Om008G359610, Om001G014520, Om008G359580	XP_013716110.2, XP_048627361.1, XP_013729540.1
OG0000085	Om005G217190	XP_048621660.1, XP_022567954.1
OG0000086	Om004G163220	XP_048596830.1, XP_013654149.2, XP_048596828.1, XP_048596826.1, XP_048596831.1, XP_048596838.1, XP_048596825.1, XP_013670270.2, XP_048625411.1, XP_048625797.1, XP_048624818.1, XP_048624742.1, XP_048623032.1, XP_048624743.1, XP_048625421.1, XP_013670272.1, XP_048625417.1, XP_048596836.1, XP_048596827.1, XP_048596835.1, XP_013654809.1, XP_048596829.1, XP_048596834.1, XP_048596833.1, XP_048596839.1, XP_013654148.2, XP_048596832.1, XP_048596823.1, XP_013654807.2, XP_048596837.1, XP_013654814.2, XP_048596824.1
OG0000087	Om006G238380	XP_022562884.1, XP_013643473.2
OG0000087	Om007G282390	XP_013744215.1, XP_048609898.1, XP_013748897.2, XP_048630422.1, XP_013748912.1
OG0000087	Om006G235110	XP_013647839.1, XP_013642755.1, XP_013706649.2, XP_013642584.1, XP_048606695.1, XP_013642908.2
OG0000087	Om004G162490	XP_013727135.1, XP_013668012.1
OG0000087	Om008G339690	XP_048636624.1, XP_022571399.1, XP_013692248.1
OG0000087	Om008G355890	XP_048623521.1, XP_013730319.2, XP_048615524.1, XP_048595999.1, XP_013685704.1, XP_013723718.1, XP_048637415.1
OG0000087	Om001G006430	XP_013735145.1, XP_013671115.1, XP_013717468.1, XP_013737534.1
OG0000087	Om004G137360	XP_013702315.1, XP_013717905.1
OG0000088	Om003G119630	XP_013744164.1, XP_048633769.1, XP_013662951.2, XP_013684409.1, XP_013738446.1, XP_013655528.2, XP_013724542.3, XP_013691478.1, XP_013642657.2, XP_013696082.2, XP_048604148.1, XP_048596586.1, XP_013640522.2, XP_013682377.2, XP_013732525.1, XP_048600910.1, XP_013663313.2, XP_013682378.2, XP_022570880.1, XP_013681867.2, XP_013686818.1
OG0000088	Om006G242180	XP_013667304.2, XP_013703852.2
OG0000089	Om004G166350	XP_013738692.2, XP_013680302.1, XP_013715593.1, XP_022570770.1, XP_048603560.1, XP_013678548.1
OG0000089	Om001G012030	XP_013685761.1
OG0000089	Om003G098490	XP_013744099.1, XP_013749375.1, XP_048635593.1, XP_013641664.1, XP_013684896.1, NP_001302489.1, XP_013736468.1
OG0000089	Om002G055730	XP_013750120.1, XP_022575481.1
OG0000089	Om006G246310, Om006G246300	XP_013703107.1
OG0000090	Om005G202290, Om005G179690	XP_013642020.1, XP_013729969.1
OG0000090	Om004G136810	XP_013648765.1, XP_013721160.1, XP_013702919.2, XP_013717976.1, XP_013693443.1, XP_022551927.1
OG0000090	Om003G098630, Om003G099040	XP_048617030.1, XP_013675129.2, XP_048637955.1, XP_013746882.2
OG0000090	Om006G274160	XP_013713419.1, XP_013691588.1
OG0000091	Om006G264850	XP_048627377.1, XP_048615316.1, XP_048624700.1, XP_048596203.1, XP_048633150.1, XP_048637987.1, XP_048593296.1, XP_048634089.1, XP_013650774.2, XP_048634942.1, XP_048635057.1, XP_048593286.1, XP_048598143.1, XP_048634898.1, XP_048635047.1, XP_048627327.1, XP_048599218.1, XP_048620809.1, XP_048596530.1, XP_048596381.1, XP_048595299.1, XP_048593449.1, XP_048593421.1, XP_048593397.1, XP_048633148.1, XP_048627318.1, XP_022575874.2, XP_048634850.1, XP_048637539.1, XP_048637588.1, XP_048637591.1, XP_048635079.1, XP_048633071.1, XP_048627556.1, XP_048627330.1, XP_048591402.1, XP_048596288.1, XP_022547659.2
OG0000093	Om003G122050	XP_048634291.1, XP_013691599.1, XP_013728903.1, XP_013691684.1
OG0000093	Om003G122020	XP_048593044.1
OG0000093	Om003G121950	XP_022572075.2
OG0000094	Om006G267450	XP_048605619.1
OG0000096	Om007G301150, Om003G093070, Om006G274060	XP_048620183.1, XP_048620181.1
OG0000096	Om005G199550	XP_048596675.1, XP_048630053.1
OG0000096	Om004G143550, Om008G360980	XP_048605333.1, XP_022571361.1
OG0000097	Om008G355560	XP_013657561.2, XP_048621400.1, XP_022547315.1
OG0000097	Om008G355570	XP_048595228.1
OG0000097	Om008G355680, Om008G355600, Om004G133820	XP_013664501.1, XP_048633521.1
OG0000098	Om001G001780	XP_022564393.1
OG0000098	Om005G191670	XP_048594192.1, XP_048613985.1, XP_013671755.2
OG0000098	Om005G191560	XP_048597763.1
OG0000098	Om005G191920, Om005G192380	XP_048597623.1, XP_048597733.1, XP_013694439.2, XP_013708508.2, XP_048638194.1
OG0000099	Om005G227450	XP_013691533.1, XP_013659324.1, XP_048627224.1
OG0000099	Om005G227540, Om005G227530, Om005G227500, Om005G227490, Om005G227470, Om005G227460, Om008G361970	XP_013666092.1, XP_013645053.2, XP_013646308.1
OG0000099	Om003G118970	XP_013659168.2
OG0000099	Om005G227550	XP_013659322.3, XP_013703186.3
OG0000101	Om005G227020	XP_048625969.1
OG0000101	Om005G227120	XP_048626031.1
OG0000104	Om005G185360	XP_048597860.1
OG0000104	Om007G283050, Om007G283070, Om007G283030, Om007G283020	XP_048592849.1
OG0000104	Om003G095420	XP_013641320.1
OG0000104	Om002G069400	XP_013739506.2, XP_048609186.1
OG0000106	Om005G222030	XP_048600690.1, XP_048600692.1, XP_048627462.1, XP_048600689.1, XP_048600029.1, XP_013730902.2
OG0000107	Om002G051530, Om002G051540, Om004G133060	XP_013736071.2
OG0000107	Om002G067730	XP_013651532.2
OG0000107	Om002G067740	XP_048626537.1
OG0000107	Om004G133090, Om001G020080	XP_013654654.2, XP_013710374.1, XP_013665759.2
OG0000107	Om002G067770	XP_048614606.1, XP_013741179.1, XP_048607094.1
OG0000107	Om002G067720, Om007G309010	XP_048635321.1, XP_048612831.1, XP_048614730.1, XP_048626535.1, XP_048607002.1
OG0000108	Om003G100270, Om003G100260	XP_013647147.2
OG0000108	Om006G273840, Om006G273820	XP_048591517.1, XP_013738590.1, XP_013654138.2, XP_048597131.1, XP_013679734.2
OG0000108	Om006G273810	XP_013665891.1
OG0000110	Om003G123410	XP_013648313.1, XP_048591595.1, XP_013724438.1
OG0000110	Om003G123400	XP_048620750.1, XP_013663751.2, XP_013724437.1
OG0000111	Om006G259270	XP_022562617.1, XP_048595446.1
OG0000112	Om005G189180	XP_048608347.1, XP_013679348.1, XP_048608346.1
OG0000113	Om002G045700	XP_048613588.1, XP_048635129.1
OG0000114	Om001G008300	XP_048608177.1
OG0000117	Om002G088690	XP_013724345.2
OG0000118	Om008G333780	XP_013721571.1, XP_013653227.2, XP_022559841.1, XP_048593021.1, XP_048625105.1, XP_048598243.1, XP_048599293.1, XP_013696139.2, XP_013665018.2, XP_048620842.1, XP_013658816.2
OG0000119	Om008G350770, Om005G228020, Om003G109440, Om006G251230, Om001G019890, Om002G078050, Om003G114030, Om001G022840, Om005G223060, Om007G309980	XP_048608170.1, XP_013725180.1, XP_048627629.1, XP_048611711.1, XP_048620164.1, XP_048611930.1, XP_013729112.1, XP_013689486.1, XP_022570381.2, XP_048629988.1, XP_013669078.1, XP_013708039.1, XP_048624841.1
