Orthogroup	Odontarrhena_muralis	Arabis_alpina
OG0000210	Om007G278540	Aa_G363640.h1.t1
OG0000210	Om007G278560	Aa_G851370.h1.t1
OG0000213	Om004G141230, Om005G208800	Aa_G37930.h1.t1
OG0000213	Om002G053370	Aa_G302900.h1.t1, Aa_G586970.h1.t1, Aa_G586960.h1.t1, Aa_G586940.h1.t1
OG0000213	Om001G036460, Om001G036440, Om001G036450	Aa_G317530.h1.t1, Aa_G278650.h1.t1
OG0000214	Om007G281030	Aa_G434790.h1.t1, Aa_G716220.h1.t1
OG0000214	Om004G145430	Aa_G71240.h1.t1
OG0000214	Om004G136700, Om004G136680, Om004G145470	Aa_G296350.h1.t1, Aa_G180050.h1.t1, Aa_G99550.h1.t1, Aa_G191580.h1.t1, Aa_G53200.h1.t1, Aa_G53180.h2.t1, Aa_G53180.h1.t1, Aa_G53180.h3.t1, Aa_G77280.h1.t1, Aa_G548600.h1.t1
OG0000216	Om001G008700	Aa_G371080.h1.t1
OG0000218	Om005G195550	Aa_G328840.h1.t1, Aa_G272200.h1.t1
OG0000218	Om001G010890, Om001G010900, Om001G010920	Aa_G238450.h1.t1, Aa_G222140.h1.t1
OG0000218	Om004G138180	Aa_G278170.h1.t1
OG0000218	Om006G241660	Aa_G509920.h1.t1
OG0000219	Om007G282230	Aa_G391920.h1.t1
OG0000220	Om007G276730, Om007G315520	Aa_G218170.h1.t1
OG0000220	Om004G175360, Om004G175350, Om004G175400	Aa_G151570.h1.t1
OG0000221	Om002G088910	Aa_G147740.h1.t1, Aa_G926270.h1.t1, Aa_G911310.h1.t1, Aa_G897220.h1.t1, Aa_G971390.h1.t1, Aa_G58530.h1.t1, Aa_G327140.h1.t1, Aa_G739800.h1.t1, Aa_G771910.h1.t1, Aa_G771910.h2.t1, Aa_G272810.h1.t1, Aa_G135900.h1.t1, Aa_G91380.h1.t1, Aa_G52990.h1.t1, Aa_G499920.h1.t1, Aa_G224780.h1.t1, Aa_G285490.h1.t1, Aa_G1009350.h1.t1, Aa_G947060.h1.t1, Aa_G407980.h1.t1, Aa_G246870.h1.t1, Aa_G467930.h1.t1, Aa_G985700.h1.t1, Aa_G580420.h1.t1, Aa_G7930.h1.t1, Aa_G980420.h1.t1, Aa_G318020.h1.t1, Aa_G682580.h1.t1, Aa_G1008030.h1.t1, Aa_G623540.h1.t1
OG0000224	Om004G134640, Om004G134630	Aa_G129400.h1.t1, Aa_G129390.h1.t1
OG0000224	Om005G225780	Aa_G95380.h1.t1
OG0000225	Om007G289790	Aa_G465030.h1.t1, Aa_G778410.h1.t1, Aa_G465020.h1.t1, Aa_G22120.h1.t1, Aa_G465070.h1.t1
OG0000225	Om007G289810	Aa_G465010.h1.t1, Aa_G223820.h1.t1, Aa_G22140.h1.t1
OG0000226	Om003G097060	Aa_G503110.h1.t1
OG0000226	Om003G089750	Aa_G464550.h1.t1, Aa_G464540.h1.t1
OG0000226	Om002G080610	Aa_G161250.h1.t1
OG0000228	Om005G207000	Aa_G412960.h1.t1
OG0000228	Om005G207070	Aa_G412940.h1.t1
OG0000228	Om005G207040	Aa_G271400.h1.t1
OG0000229	Om001G024890, Om001G024880	Aa_G20020.h1.t1, Aa_G20030.h1.t1, Aa_G355770.h1.t1
OG0000229	Om001G024900	Aa_G311710.h1.t1
OG0000229	Om003G126740	Aa_G530530.h1.t1, Aa_G311720.h1.t1, Aa_G153710.h1.t1, Aa_G367870.h1.t1, Aa_G362380.h1.t1, Aa_G186410.h1.t1
OG0000230	Om004G137280, Om004G137390, Om004G137300, Om004G137400	Aa_G889510.h1.t1, Aa_G723560.h1.t1
OG0000231	Om006G259610	Aa_G682460.h2.t1, Aa_G682460.h1.t1, Aa_G109980.h1.t1
OG0000232	Om004G153390, Om018G374050, Om002G054380	Aa_G333250.h1.t1
OG0000233	Om008G347700, Om001G013210	Aa_G584490.h1.t1, Aa_G703190.h1.t1, Aa_G427530.h1.t1, Aa_G900640.h1.t1, Aa_G556890.h1.t1, Aa_G337650.h1.t1, Aa_G455950.h1.t1, Aa_G38170.h1.t1, Aa_G297100.h1.t1, Aa_G254320.h1.t1, Aa_G734460.h1.t1, Aa_G210530.h1.t1, Aa_G528940.h1.t1, Aa_G906580.h1.t1, Aa_G155140.h1.t1, Aa_G182270.h1.t1, Aa_G400980.h1.t1, Aa_G869430.h1.t1, Aa_G17470.h1.t1, Aa_G989440.h1.t1, Aa_G473070.h1.t1, Aa_G802560.h1.t1, Aa_G818390.h1.t1, Aa_G319500.h1.t1, Aa_G265330.h1.t1, Aa_G947170.h1.t1, Aa_G2010.h1.t1, Aa_G412130.h1.t1, Aa_G630690.h1.t1, Aa_G177480.h1.t1, Aa_G502040.h1.t1, Aa_G46410.h1.t1, Aa_G106600.h1.t1, Aa_G350550.h1.t1, Aa_G634980.h1.t1, Aa_G907240.h1.t1
OG0000233	Om002G075720, Om001G016050	Aa_G202080.h1.t1
OG0000234	Om006G252380	Aa_G566620.h1.t1, Aa_G329140.h1.t1
OG0000234	Om006G252400	Aa_G729400.h1.t1
OG0000234	Om006G252410, Om008G332130	Aa_G351750.h1.t1, Aa_G351740.h1.t1, Aa_G351730.h1.t1, Aa_G351720.h1.t1
OG0000234	Om004G161230	Aa_G388320.h1.t1
OG0000236	Om006G242750	Aa_G342510.h1.t1, Aa_G133920.h1.t1
OG0000242	Om002G081640	Aa_G405220.h1.t1, Aa_G246740.h1.t1, Aa_G458140.h1.t1
OG0000242	Om005G193910	Aa_G458130.h1.t1
OG0000244	Om001G008070	Aa_G213370.h1.t1
OG0000244	Om008G354370	Aa_G257170.h1.t1
OG0000244	Om001G008060	Aa_G213310.h1.t1, Aa_G213330.h1.t1, Aa_G213320.h1.t1, Aa_G213340.h1.t1, Aa_G213350.h1.t1
OG0000244	Om008G354350, Om003G110630	Aa_G257190.h1.t1
OG0000245	Om004G157810	Aa_G820.h1.t1
OG0000246	Om002G071710	Aa_G8110.h1.t1
OG0000248	Om008G353070	Aa_G389410.h1.t1
OG0000248	Om011G365210, Om020G374470	Aa_G57040.h1.t1
OG0000248	Om003G118130, Om003G119420	Aa_G373050.h1.t1
OG0000249	Om008G336610	Aa_G25260.h1.t1
OG0000249	Om008G336590, Om008G336600	Aa_G25290.h1.t1
OG0000254	Om002G064970	Aa_G316340.h1.t1, Aa_G494560.h1.t1, Aa_G399280.h1.t1
OG0000256	Om008G329670	Aa_G728720.h1.t1
OG0000256	Om008G329810	Aa_G222500.h1.t1
OG0000257	Om001G028780, Om004G131390	Aa_G265760.h1.t1
OG0000257	Om003G096080, Om003G096070	Aa_G415030.h1.t1
OG0000257	Om006G235420	Aa_G592420.h1.t1
OG0000258	Om006G272550	Aa_G276750.h1.t1
OG0000259	Om002G075030, Om002G075040	Aa_G283920.h1.t1
OG0000264	Om004G160560, Om004G160570, Om004G160550	Aa_G189060.h1.t1
OG0000266	Om003G128150	Aa_G398660.h1.t1, Aa_G143210.h1.t1
OG0000267	Om004G134370, Om005G189100, Om002G050140	Aa_G279220.h1.t1, Aa_G773360.h1.t1, Aa_G279150.h1.t1
OG0000268	Om006G274870	Aa_G186470.h1.t1
OG0000268	Om005G194850	Aa_G135880.h1.t1
OG0000268	Om004G176390	Aa_G443020.h1.t1
OG0000268	Om006G253920	Aa_G348540.h1.t1
OG0000270	Om005G202020, Om004G138430	Aa_G696850.h4.t1, Aa_G137830.h4.t1, Aa_G637510.h1.t1, Aa_G238260.h4.t1
OG0000272	Om006G266430	Aa_G1053460.h1.t1
OG0000273	Om001G031160, Om001G031140	Aa_G75970.h1.t1, Aa_G258440.h1.t1
OG0000274	Om006G245790	Aa_G620130.h1.t1, Aa_G550740.h1.t1, Aa_G550750.h1.t1
OG0000274	Om008G354900	Aa_G318690.h1.t1, Aa_G318700.h1.t1
OG0000274	Om007G282440	Aa_G199710.h1.t1
OG0000275	Om002G070140	Aa_G310780.h1.t1
OG0000275	Om002G070120, Om008G330350, Om008G338880, Om008G330330, Om008G330340, Om002G070130	Aa_G95470.h1.t1, Aa_G95490.h1.t1, Aa_G334830.h1.t1
OG0000275	Om002G070100, Om002G070080, Om002G070090	Aa_G244000.h1.t1
OG0000276	Om001G005630	Aa_G455040.h1.t1
OG0000276	Om001G005720	Aa_G623040.h1.t1
OG0000276	Om008G337860	Aa_G623030.h1.t1
OG0000277	Om003G101240	Aa_G355590.h1.t1
OG0000277	Om003G101260, Om003G101290	Aa_G353520.h1.t1
OG0000278	Om006G246960, Om006G246900, Om006G241700, Om006G248780, Om006G248700, Om006G248830	Aa_G225020.h1.t1, Aa_G225040.h1.t1
OG0000278	Om005G206870	Aa_G630560.h1.t1, Aa_G277500.h1.t1, Aa_G761800.h1.t1, Aa_G129230.h1.t1, Aa_G805500.h1.t1, Aa_G423260.h1.t1, Aa_G423250.h1.t1
OG0000281	Om003G097620	Aa_G46120.h1.t1, Aa_G656550.h1.t1, Aa_G180970.h1.t1
OG0000281	Om003G121350, Om003G121370	Aa_G455050.h1.t1
OG0000281	Om001G006530, Om007G317580, Om007G317540, Om001G006540	Aa_G418960.h1.t1, Aa_G283780.h1.t1
OG0000282	Om004G168700	Aa_G471620.h1.t1
OG0000282	Om004G168720	Aa_G471630.h1.t1, Aa_G471640.h1.t1
OG0000282	Om004G168690	Aa_G471610.h1.t1
OG0000282	Om004G168680	Aa_G471600.h1.t1, Aa_G471590.h1.t1, Aa_G529880.h1.t1
OG0000284	Om007G294370, Om002G074370, Om003G113380	Aa_G40840.h1.t1
OG0000284	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100	Aa_G129870.h1.t1, Aa_G129860.h1.t1, Aa_G269360.h1.t1
OG0000288	Om002G046160	Aa_G665880.h1.t1
OG0000288	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600	Aa_G219050.h1.t1
OG0000290	Om002G065710	Aa_G104630.h1.t1
OG0000293	Om007G315620, Om001G037250, Om002G054920	Aa_G547460.h1.t1, Aa_G121630.h1.t1
OG0000294	Om002G064000	Aa_G53610.h1.t1
OG0000294	Om008G336510	Aa_G159770.h1.t1
OG0000294	Om008G319990	Aa_G593400.h1.t1
OG0000294	Om004G159000	Aa_G46660.h1.t1
OG0000295	Om008G352500, Om008G352470, Om008G352530, Om008G352440	Aa_G140370.h1.t1
OG0000295	Om002G059690	Aa_G140380.h1.t1, Aa_G340150.h1.t1
OG0000296	Om004G129700, Om006G258460	Aa_G191760.h1.t1, Aa_G181670.h1.t1
OG0000297	Om006G242900, Om006G244950	Aa_G338300.h1.t1
OG0000298	Om001G007250	Aa_G541690.h1.t1
OG0000298	Om001G004610, Om001G004600	Aa_G505230.h1.t1
OG0000299	Om004G172000	Aa_G634170.h1.t1
OG0000300	Om001G025290	Aa_G136630.h1.t1, Aa_G152480.h1.t1, Aa_G681660.h1.t1
OG0000300	Om008G353600	Aa_G27380.h1.t1, Aa_G142370.h1.t1, Aa_G27360.h1.t1
OG0000303	Om007G284150	Aa_G372300.h1.t1, Aa_G438940.h1.t1
OG0000304	Om008G357290	Aa_G736560.h1.t1, Aa_G736560.h2.t1
OG0000308	Om007G302390	Aa_G278440.h1.t1
OG0000310	Om006G246480, Om006G245880	Aa_G345550.h1.t1, Aa_G739110.h1.t1, Aa_G28270.h1.t1
OG0000311	Om007G298120	Aa_G158100.h1.t1
OG0000311	Om003G099520	Aa_G110720.h1.t1
OG0000311	Om002G064550	Aa_G310220.h1.t1
OG0000311	Om005G213850	Aa_G201270.h1.t1
OG0000313	Om001G005740	Aa_G37700.h1.t1, Aa_G59060.h1.t1
OG0000314	Om005G181880	Aa_G477760.h1.t1
OG0000314	Om005G181890	Aa_G477770.h1.t1
OG0000314	Om007G279120	Aa_G700850.h1.t1
OG0000314	Om007G278660	Aa_G183680.h1.t1
OG0000314	Om005G210380	Aa_G183670.h1.t1
OG0000316	Om008G355740, Om008G329420, Om008G329500	Aa_G705690.h1.t1
OG0000319	Om005G185820, Om006G245010	Aa_G362130.h2.t1, Aa_G362130.h1.t1, Aa_G461520.h3.t1, Aa_G6660.h2.t1, Aa_G461520.h1.t1, Aa_G362130.h3.t1, Aa_G461520.h4.t1, Aa_G6660.h4.t1, Aa_G345330.h3.t1, Aa_G6660.h1.t1, Aa_G345330.h4.t1, Aa_G6660.h3.t1, Aa_G461520.h2.t1, Aa_G345330.h1.t1, Aa_G362130.h4.t1, Aa_G345330.h2.t1
OG0000321	Om003G119980	Aa_G456690.h1.t1
OG0000321	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270	Aa_G41040.h1.t1, Aa_G320580.h1.t1, Aa_G149910.h1.t1
OG0000322	Om008G329570	Aa_G431220.h1.t1
OG0000323	Om003G115780	Aa_G88090.h1.t1
OG0000323	Om001G021170	Aa_G573680.h1.t1
OG0000325	Om001G015830, Om006G266400, Om004G145320, Om006G266360, Om006G266410	Aa_G472730.h1.t1
OG0000327	Om006G251140, Om006G251150, Om006G253090	Aa_G576610.h1.t1, Aa_G68870.h1.t1, Aa_G68850.h1.t1, Aa_G440370.h1.t1, Aa_G600780.h1.t1
OG0000328	Om003G102580	Aa_G408720.h1.t1
OG0000328	Om001G030480, Om005G213750, Om001G030460, Om001G030490	Aa_G365280.h1.t1
OG0000329	Om008G342480, Om008G342550, Om008G323100	Aa_G553550.h1.t1
OG0000330	Om003G124190	Aa_G132690.h1.t1, Aa_G132680.h1.t1
OG0000332	Om003G097540	Aa_G164530.h1.t1, Aa_G180990.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h2.t1
OG0000334	Om006G254200	Aa_G297410.h1.t1
OG0000334	Om008G335090	Aa_G272430.h1.t1
OG0000335	Om008G341130	Aa_G332200.h1.t1
OG0000335	Om002G054740	Aa_G285200.h1.t1
OG0000336	Om004G142050	Aa_G579240.h1.t1, Aa_G10200.h1.t1, Aa_G426940.h1.t1, Aa_G426940.h2.t1
OG0000336	Om005G198950	Aa_G278470.h1.t1
OG0000336	Om004G142080, Om004G142060	Aa_G10210.h1.t1
OG0000337	Om012G366630, Om036G375940, Om015G371880, Om012G366360, Om012G366430, Om012G366590, Om012G366220, Om012G366990, Om012G366510, Om012G366330, Om012G366790, Om012G366890, Om012G366710, Om012G366290, Om012G367050, Om012G366920, Om012G366460, Om012G366480, Om012G366390, Om012G366250, Om012G366570, Om012G366160, Om012G366530, Om012G366680, Om012G366550, Om012G366190, Om012G366950, Om012G367500, Om015G372920, Om015G372030, Om012G367220, Om012G368320, Om015G373020, Om015G372220, Om012G367540, Om012G367970, Om012G368280, Om012G368000, Om012G367190, Om012G368340, Om012G367310, Om012G367920, Om015G372480, Om015G372160, Om012G367270, Om015G371840, Om012G368190, Om012G367670, Om012G367080, Om015G371980, Om012G367710, Om036G375900, Om015G372950, Om012G367400, Om012G368420, Om012G368440, Om015G372390, Om015G372130, Om015G372810, Om015G371770, Om015G372330, Om015G372790, Om012G367470, Om015G372360, Om015G372080, Om015G372570, Om012G367560, Om015G373080, Om055G376990, Om015G372300, Om013G368630, Om051G376670, Om015G372540, Om012G367430, Om015G372110, Om015G373060, Om015G372900, Om012G368110, Om012G367760, Om012G368360, Om015G372610, Om012G368380, Om012G368260, Om015G372640, Om015G372510, Om051G376690, Om012G367360, Om012G368060, Om015G371810, Om015G372430, Om015G372460, Om012G368160, Om012G367630, Om051G376770, Om012G367830, Om012G368240, Om015G372180, Om015G371900, Om036G375990, Om015G373040, Om045G376430, Om015G372970, Om012G367610, Om012G367580, Om036G376030, Om015G372840, Om012G367160, Om012G367330, Om055G376900, Om012G367880, Om012G367790, Om051G376800, Om012G368300, Om051G376740, Om012G367130, Om015G372740, Om055G377010, Om055G376970, Om015G372760, Om015G372990, Om015G372280, Om015G372670, Om015G371940, Om012G368030, Om012G368220, Om036G375920, Om055G376930, Om036G376050, Om013G368780, Om015G372200, Om015G373110, Om013G369390	Aa_G350540.h1.t1
OG0000338	Om011G365530, Om005G217920, Om005G187760, Om005G187950	Aa_G151440.h1.t1
OG0000339	Om001G010480	Aa_G291140.h1.t1, Aa_G439790.h1.t1
OG0000339	Om008G321390	Aa_G17010.h1.t1
OG0000340	Om008G325090	Aa_G581270.h1.t1, Aa_G581260.h1.t1, Aa_G761680.h1.t1, Aa_G761680.h2.t1
OG0000341	Om003G123430	Aa_G560.h1.t1
OG0000344	Om006G240680	Aa_G31240.h1.t1, Aa_G113000.h1.t1
OG0000345	Om005G196900	Aa_G328300.h1.t1, Aa_G328310.h1.t1
OG0000346	Om003G115250	Aa_G82400.h1.t1
OG0000347	Om006G248330, Om006G248350, Om002G055420	Aa_G5620.h1.t1
OG0000348	Om007G315920, Om004G149150	Aa_G373470.h1.t1, Aa_G654900.h1.t1, Aa_G298720.h1.t1, Aa_G484440.h1.t1
OG0000349	Om008G361710	Aa_G329630.h1.t1
OG0000350	Om007G290140	Aa_G108400.h1.t1, Aa_G108370.h1.t1, Aa_G108390.h1.t1, Aa_G108410.h1.t1
OG0000351	Om002G059530	Aa_G191190.h1.t1
OG0000351	Om002G059500	Aa_G317650.h1.t1
OG0000351	Om002G059520	Aa_G791070.h1.t1
OG0000352	Om005G197930, Om008G334130	Aa_G647850.h1.t1
OG0000352	Om005G197980	Aa_G165230.h1.t1
OG0000355	Om004G131070	Aa_G293660.h1.t1
OG0000356	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030	Aa_G309600.h1.t1
OG0000358	Om005G181310, Om007G277860	Aa_G341210.h1.t1
OG0000358	Om007G277850	Aa_G359930.h1.t1
OG0000359	Om007G290360, Om007G290370	Aa_G248930.h1.t1, Aa_G248920.h1.t1, Aa_G12100.h1.t1, Aa_G336950.h1.t1, Aa_G12110.h1.t1
OG0000360	Om006G230150	Aa_G180800.h1.t1
OG0000360	Om006G230160	Aa_G180790.h1.t1, Aa_G180770.h1.t1, Aa_G180780.h1.t1
OG0000361	Om004G172990	Aa_G73050.h1.t1
OG0000361	Om006G229500	Aa_G43860.h1.t1, Aa_G43870.h1.t1
OG0000362	Om005G182040	Aa_G286200.h1.t1, Aa_G286220.h1.t1
OG0000362	Om004G145620, Om004G145610	Aa_G21490.h1.t1, Aa_G30130.h1.t1
OG0000368	Om001G038080, Om001G038070	Aa_G767750.h1.t1
OG0000368	Om001G038000	Aa_G728130.h1.t1
OG0000368	Om001G038110	Aa_G767760.h1.t1
OG0000370	Om005G198190	Aa_G274920.h1.t1, Aa_G377760.h1.t1
OG0000371	Om008G319770	Aa_G493010.h1.t1, Aa_G249900.h1.t1, Aa_G734680.h1.t1
OG0000371	Om008G319760	Aa_G249890.h1.t1
OG0000372	Om004G135750	Aa_G299420.h1.t1, Aa_G310750.h1.t1, Aa_G118510.h1.t1
OG0000374	Om003G096590, Om003G096580	Aa_G370080.h1.t1
OG0000377	Om005G221490, Om005G221480, Om005G221450, Om005G221440	Aa_G296460.h1.t1
OG0000377	Om005G221520	Aa_G296490.h1.t1
OG0000382	Om004G159310, Om005G179390	Aa_G191340.h1.t1
OG0000383	Om007G289000	Aa_G204960.h1.t1
OG0000384	Om002G061100	Aa_G28170.h1.t1
OG0000384	Om002G061090, Om002G061050, Om002G061060, Om002G061110, Om002G061070	Aa_G507890.h1.t1
OG0000384	Om003G093990	Aa_G173550.h1.t1
OG0000386	Om006G254890, Om006G254870, Om006G254900	Aa_G14260.h1.t1
OG0000386	Om006G254880	Aa_G14220.h1.t1
OG0000389	Om003G121990	Aa_G737250.h1.t1
OG0000389	Om003G121820	Aa_G627590.h1.t1
OG0000389	Om003G121980	Aa_G526170.h1.t1, Aa_G368520.h1.t1, Aa_G368510.h1.t1, Aa_G526240.h1.t1, Aa_G368530.h1.t1, Aa_G368570.h1.t1, Aa_G368560.h1.t1, Aa_G368550.h1.t1
OG0000391	Om005G204840	Aa_G549800.h1.t1
OG0000391	Om005G199920	Aa_G292720.h1.t1, Aa_G292700.h1.t1
OG0000391	Om005G204810, Om005G204820	Aa_G292680.h1.t1, Aa_G292710.h1.t1, Aa_G549790.h1.t1, Aa_G292730.h1.t1
OG0000392	Om004G166970	Aa_G682470.h2.t1, Aa_G682470.h1.t1
OG0000396	Om006G270400	Aa_G303210.h1.t1
OG0000396	Om002G084480	Aa_G734010.h1.t1, Aa_G626840.h1.t1, Aa_G303250.h1.t1
OG0000398	Om002G057980	Aa_G546560.h1.t1, Aa_G546540.h1.t1, Aa_G546550.h1.t1, Aa_G668710.h1.t1
OG0000398	Om003G090820, Om003G090840	Aa_G652550.h1.t1
OG0000403	Om005G220580	Aa_G564650.h1.t1
OG0000404	Om006G255780	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1
OG0000405	Om005G214510	Aa_G412930.h1.t1
OG0000406	Om007G297520	Aa_G162150.h1.t1
OG0000406	Om002G044530	Aa_G111750.h1.t1
OG0000407	Om007G299400	Aa_G376810.h1.t1
OG0000409	Om002G081150, Om003G110350	Aa_G96320.h1.t1
OG0000409	Om002G081160	Aa_G644570.h1.t1
OG0000410	Om005G222950	Aa_G283790.h1.t1, Aa_G545620.h1.t1
OG0000411	Om005G224040	Aa_G548750.h1.t1
OG0000411	Om008G354000	Aa_G320710.h3.t1, Aa_G320710.h2.t1, Aa_G320710.h1.t1
OG0000411	Om001G008360	Aa_G117430.h1.t1
OG0000412	Om003G116310	Aa_G123390.h1.t1
OG0000412	Om002G068560	Aa_G133350.h1.t1
OG0000413	Om002G057770	Aa_G463610.h1.t1
OG0000413	Om003G119170	Aa_G232850.h1.t1
OG0000414	Om001G006250	Aa_G422670.h1.t1, Aa_G422680.h1.t1, Aa_G422690.h1.t1
OG0000415	Om004G162740	Aa_G122230.h1.t1, Aa_G502240.h1.t1
OG0000416	Om005G227300, Om004G176330, Om007G280020, Om007G280180	Aa_G481870.h1.t1, Aa_G445760.h1.t1, Aa_G637640.h1.t1, Aa_G460430.h1.t1, Aa_G154770.h1.t1, Aa_G445750.h1.t1
OG0000419	Om001G040100	Aa_G287210.h1.t1, Aa_G217240.h1.t1
OG0000420	Om003G125710	Aa_G340400.h1.t1
OG0000420	Om001G024590	Aa_G37420.h1.t1, Aa_G195750.h1.t1, Aa_G576210.h1.t1, Aa_G195760.h1.t1
OG0000421	Om001G026550, Om001G026540, Om007G294470, Om001G013810	Aa_G745430.h1.t1, Aa_G731640.h1.t1, Aa_G731640.h2.t1, Aa_G671850.h1.t1
OG0000422	Om005G187620, Om005G187610	Aa_G73530.h1.t1, Aa_G73570.h1.t1
OG0000422	Om005G187600, Om005G187590	Aa_G194070.h1.t1
OG0000423	Om004G142290	Aa_G187340.h1.t1
OG0000423	Om003G091160	Aa_G184620.h1.t1
OG0000423	Om002G058490	Aa_G472320.h1.t1
OG0000424	Om002G075860	Aa_G133000.h1.t1
OG0000424	Om003G090900, Om003G090070, Om003G090080, Om003G090090	Aa_G133020.h1.t1
OG0000427	Om007G317740	Aa_G257320.h1.t1
OG0000427	Om001G021740, Om004G132930	Aa_G467340.h1.t1
OG0000429	Om006G240130	Aa_G70670.h1.t1
OG0000429	Om004G164170	Aa_G84570.h1.t1
OG0000429	Om001G029270	Aa_G542010.h1.t1
OG0000430	Om002G082610, Om002G066320	Aa_G313530.h1.t1
OG0000430	Om001G041290	Aa_G385150.h1.t1, Aa_G262500.h1.t1, Aa_G195720.h1.t1, Aa_G137980.h1.t1
OG0000431	Om005G219170	Aa_G202610.h1.t1
OG0000431	Om005G188470	Aa_G171300.h1.t1
OG0000432	Om003G113900	Aa_G586300.h1.t1
OG0000432	Om003G118170, Om005G204990	Aa_G755840.h1.t1, Aa_G40290.h1.t1
OG0000436	Om006G250310	Aa_G22060.h1.t1
OG0000436	Om001G024370, Om002G087440	Aa_G726630.h1.t1
OG0000437	Om001G012410	Aa_G260280.h1.t1
OG0000439	Om005G183450	Aa_G140090.h1.t1
OG0000439	Om003G123740	Aa_G686900.h1.t1, Aa_G340530.h1.t1
OG0000439	Om007G280530	Aa_G167480.h1.t1
OG0000441	Om002G062560, Om002G062550	Aa_G367450.h1.t1, Aa_G417670.h1.t1
OG0000441	Om002G062430	Aa_G417660.h1.t1
OG0000446	Om006G235370	Aa_G13650.h1.t1
OG0000446	Om006G274450	Aa_G146200.h1.t1
OG0000446	Om005G194520	Aa_G117750.h1.t1
OG0000447	Om002G060230	Aa_G1250.h1.t1
OG0000447	Om007G288920	Aa_G650850.h1.t1
OG0000449	Om006G245560	Aa_G33860.h1.t1
OG0000449	Om006G267270	Aa_G318830.h1.t1
OG0000449	Om006G245570	Aa_G33850.h1.t1
OG0000450	Om006G231930	Aa_G210180.h1.t1, Aa_G443340.h1.t1
OG0000450	Om003G111450, Om002G044350, Om003G095390	Aa_G951240.h2.t1, Aa_G951240.h1.t1
OG0000452	Om001G025830	Aa_G156090.h1.t1
OG0000452	Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910	Aa_G156120.h1.t1
OG0000453	Om003G095410, Om007G317460	Aa_G108500.h1.t1
OG0000454	Om003G113950, Om003G113940, Om003G113960	Aa_G263760.h1.t1, Aa_G238120.h1.t1, Aa_G263750.h1.t1, Aa_G263770.h1.t1
OG0000456	Om004G170070, Om003G123150	Aa_G797910.h1.t1
OG0000459	Om001G013470, Om001G006630	Aa_G297810.h1.t1
OG0000460	Om005G220920	Aa_G560430.h1.t1, Aa_G12780.h1.t1, Aa_G527160.h1.t1, Aa_G204790.h1.t1, Aa_G12800.h1.t1, Aa_G316650.h1.t1, Aa_G15540.h5.t1, Aa_G15540.h3.t1, Aa_G15540.h1.t1, Aa_G15540.h4.t1, Aa_G15540.h2.t1, Aa_G15530.h1.t1, Aa_G441580.h1.t1, Aa_G146350.h1.t1, Aa_G206250.h1.t1, Aa_G897000.h1.t1, Aa_G176030.h1.t1
OG0000461	Om005G177550	Aa_G106340.h1.t1
OG0000461	Om005G177540	Aa_G106350.h1.t1
OG0000461	Om008G335120, Om008G335130	Aa_G272410.h1.t1
OG0000463	Om008G355320	Aa_G656940.h1.t1, Aa_G331480.h1.t1
OG0000463	Om001G005850	Aa_G656960.h2.t1, Aa_G656960.h1.t1, Aa_G770910.h1.t1
OG0000466	Om004G174390	Aa_G801790.h1.t1, Aa_G337110.h1.t1, Aa_G682590.h2.t1, Aa_G682590.h1.t1, Aa_G610920.h1.t1, Aa_G170050.h1.t1, Aa_G702830.h1.t1, Aa_G702830.h2.t1, Aa_G242270.h1.t1, Aa_G702840.h1.t1, Aa_G702840.h2.t1, Aa_G625640.h1.t1, Aa_G610900.h1.t1, Aa_G754450.h1.t1, Aa_G1017160.h4.t1, Aa_G1017160.h3.t1, Aa_G1017160.h2.t1, Aa_G1017160.h1.t1
OG0000467	Om003G122490, Om001G002790, Om008G358800	Aa_G220170.h3.t1, Aa_G587490.h1.t1, Aa_G587490.h3.t1, Aa_G220170.h1.t1, Aa_G220170.h2.t1, Aa_G587490.h2.t1
OG0000468	Om006G252980	Aa_G331300.h1.t1
OG0000468	Om008G332830	Aa_G216900.h1.t1
OG0000471	Om007G289290	Aa_G109570.h1.t1
OG0000472	Om007G316650, Om007G316670	Aa_G568800.h1.t1, Aa_G853130.h1.t1
OG0000472	Om007G316690, Om003G102350, Om007G316680, Om007G316660	Aa_G119960.h1.t1, Aa_G119970.h1.t1
OG0000473	Om008G319530	Aa_G226140.h1.t1
OG0000473	Om003G128020, Om007G316920	Aa_G495380.h1.t1
OG0000474	Om006G261160, Om006G238310	Aa_G106840.h1.t1, Aa_G554010.h1.t1, Aa_G273400.h1.t1
OG0000475	Om005G227990	Aa_G433350.h1.t1, Aa_G433360.h1.t1
