Orthogroup	Odontarrhena_muralis	Brassica_oleracea
OG0000119	Om008G350770, Om005G228020, Om003G109440, Om006G251230, Om001G019890, Om002G078050, Om003G114030, Om001G022840, Om005G223060, Om007G309980	XP_013617082.1, XP_013633329.1
OG0000119	Om004G164230, Om005G214120, Om005G222850	XP_013607562.1, XP_013639173.1
OG0000119	Om004G167610, Om008G327080, Om056G377050, Om007G284890, Om002G047880, Om002G045610, Om008G336570, Om004G165930, Om006G268600, Om006G246170, Om005G185730	XP_013612859.1
OG0000120	Om005G221860	XP_013610889.1, XP_013607713.1
OG0000120	Om004G161410, Om004G161280, Om002G075940, Om007G301890, Om001G024520	XP_013601021.1, XP_013601023.1, XP_013588993.1, XP_013588958.1, XP_013588961.1
OG0000120	Om007G296760, Om007G296900	XP_013608535.1
OG0000122	Om004G163000	XP_013623863.1
OG0000122	Om003G118720	XP_013627609.1, XP_013627567.1, XP_013623864.1
OG0000123	Om005G193560, Om005G193450, Om005G193620, Om005G193610, Om005G193590	XP_013590873.1, XP_013602583.1, XP_013590640.1
OG0000125	Om006G254380	XP_013605053.1, XP_013636203.1
OG0000125	Om006G244360	XP_013625682.1, XP_013606602.1
OG0000125	Om006G245540	XP_013606787.1
OG0000125	Om007G283300	XP_013631988.1, XP_013622502.1, XP_013631825.1
OG0000126	Om006G262390, Om004G151250	XP_013601019.1, XP_013613934.1, XP_013633096.1, XP_013617967.1
OG0000127	Om004G176290	XP_013634983.1
OG0000127	Om004G176360	XP_013610892.1
OG0000127	Om004G176280	XP_013610053.1
OG0000127	Om005G189960	XP_013595164.1, XP_013639264.1
OG0000128	Om001G015270	XP_013615506.1
OG0000128	Om004G154610	XP_013624777.1
OG0000128	Om004G150710	XP_013615106.1
OG0000128	Om005G217280	XP_013632707.1
OG0000133	Om008G345870, Om008G349240	XP_013639545.1, XP_013632529.1
OG0000133	Om007G315880	XP_013626943.1
OG0000135	Om002G054930	XP_013617212.1
OG0000135	Om005G226530	XP_013608253.1
OG0000137	Om006G258530	XP_013615026.1
OG0000138	Om006G251190, Om006G251180	XP_013634796.1
OG0000138	Om001G037700	XP_013607487.1
OG0000138	Om005G207670, Om005G207700	XP_013590166.1, XP_013616591.1, XP_013592198.1, XP_013590454.1
OG0000138	Om001G026370	XP_013615083.1
OG0000140	Om006G258900, Om006G244250, Om001G032190, Om006G246600	XP_013618771.1
OG0000140	Om006G247230, Om006G247200	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1
OG0000140	Om006G246640	XP_013609630.1
OG0000140	Om006G266710	XP_013624661.1
OG0000142	Om007G282770	XP_013634161.1
OG0000142	Om007G282780	XP_013622088.1
OG0000144	Om006G263840, Om005G217250, Om007G314120	XP_013591119.1
OG0000144	Om002G077770, Om003G104710	XP_013597156.1
OG0000144	Om007G317180	XP_013635059.1
OG0000146	Om003G117410	XP_013627427.1, XP_013619494.1
OG0000146	Om003G117350	XP_013608191.1
OG0000146	Om003G117400, Om003G117360	XP_013618766.1, XP_013610172.1, XP_013610274.1
OG0000147	Om002G086500	XP_013597841.1, XP_013611416.1
OG0000147	Om007G285990, Om006G249440	XP_013620594.1
OG0000147	Om004G130850	XP_013588689.1
OG0000147	Om006G268290	XP_013622891.1
OG0000147	Om002G078960	XP_013623185.1
OG0000149	Om006G245860	XP_013620732.1, XP_013623837.1
OG0000149	Om006G245850	XP_013628384.1, XP_013628382.1
OG0000149	Om006G256850	XP_013615353.1
OG0000150	Om008G323560	XP_013619977.1, XP_013617470.1
OG0000150	Om005G201710	XP_013617735.1
OG0000151	Om003G114720	XP_013613316.1
OG0000151	Om001G021860	XP_013639325.1, XP_013600456.1
OG0000151	Om002G051120	XP_013622635.1, XP_013617767.1, XP_013638468.1
OG0000151	Om002G082850	XP_013625767.1, XP_013599341.1
OG0000151	Om003G118410	XP_013621604.1, XP_013606619.1, XP_013622226.1
OG0000151	Om005G227900	XP_013608966.1
OG0000154	Om005G196960	XP_013603183.1, XP_013586550.1
OG0000154	Om002G056330	XP_013611399.1
OG0000154	Om004G147280	XP_013610944.1, XP_013632476.1, XP_013623865.1
OG0000154	Om004G175620	XP_013586681.1, XP_013628594.1
OG0000154	Om004G175630	XP_013610798.1, XP_013636193.1
OG0000155	Om001G020030	XP_013604992.1, XP_013598493.1
OG0000155	Om001G007090	XP_013595378.1
OG0000155	Om001G007100	XP_013631137.1, XP_013629080.1, XP_013591327.1, XP_013591329.1, XP_013598049.1
OG0000155	Om002G055620	XP_013628486.1
OG0000156	Om008G322060	XP_013594236.1, XP_013635050.1
OG0000156	Om004G146270, Om008G321930, Om001G022080, Om008G321920, Om008G322040, Om008G322020	XP_013635992.1
OG0000157	Om008G326040, Om008G355750	XP_013615575.1
OG0000161	Om006G236100, Om006G236170	XP_013618060.1, XP_013620235.1
OG0000161	Om007G278440	XP_013617087.1
OG0000161	Om004G167210, Om006G249300	XP_013584094.1
OG0000162	Om003G125340, Om003G125230, Om003G125290, Om007G315000	XP_013636352.1
OG0000162	Om003G125390	XP_013603186.1
OG0000162	Om003G125170	XP_013589389.1
OG0000162	Om008G322780, Om008G322790	XP_013632427.1
OG0000164	Om001G024320	XP_013596962.1
OG0000164	Om001G039840	XP_013627649.1, XP_013624778.1, XP_013608536.1, XP_013608530.1, XP_013608532.1, XP_013627934.1, XP_013593112.1
OG0000164	Om001G039830	XP_013627922.1
OG0000165	Om005G200180, Om007G315340	XP_013632544.1, XP_013634863.1, XP_013632582.1, XP_013614460.1
OG0000165	Om006G266420	XP_013624270.1, XP_013633228.1
OG0000166	Om002G081230	XP_013624665.1
OG0000166	Om001G033710	XP_013583472.1, XP_013624660.1
OG0000167	Om001G004410	XP_013597471.1
OG0000167	Om001G004360	XP_013591070.1
OG0000167	Om001G004400, Om001G004440	XP_013624840.1
OG0000167	Om001G004340	XP_013614095.1
OG0000168	Om001G041790	XP_013601482.1, XP_013624671.1, XP_013613644.1
OG0000171	Om005G189280	XP_013606379.1
OG0000171	Om005G207720	XP_013591469.1, XP_013598255.1, XP_013615623.1, XP_013638007.1
OG0000171	Om007G301020	XP_013606531.1
OG0000172	Om003G123000	XP_013627674.1
OG0000174	Om003G109150	XP_013632966.1, XP_013639350.1, XP_013628317.1, XP_013613857.1, XP_013633174.1, XP_013614970.1, XP_013615628.1, XP_013594966.1, XP_013632040.1, XP_013639489.1, XP_013624703.1, XP_013632910.1, XP_013608335.1, XP_013632486.1, XP_013624014.1, XP_013633240.1, XP_013614762.1, XP_013633176.1, XP_013617509.1, XP_013628376.1, XP_013615485.1, XP_013617782.1, XP_013613471.1, XP_013617851.1
OG0000175	Om002G084540	XP_013584461.1, XP_013594142.1, XP_013604425.1
OG0000175	Om001G035510	XP_013598034.1, XP_013584411.1
OG0000175	Om005G202200	XP_013602023.1
OG0000175	Om002G082840	XP_013611367.1
OG0000176	Om008G352670, Om008G352700, Om008G352660, Om008G352690, Om007G291500	XP_013595924.1
OG0000177	Om004G151970	XP_013639580.1, XP_013624150.1, XP_013607557.1, XP_013583321.1, XP_013594457.1, XP_013614953.1, XP_013589674.1, XP_013607641.1, XP_013589331.1
OG0000180	Om008G336650	XP_013615731.1, XP_013634820.1
OG0000184	Om006G270790	XP_013589203.1, XP_013615555.1, XP_013607625.1, XP_013616898.1, XP_013607725.1, XP_013624805.1, XP_013639742.1, XP_013632191.1, XP_013607908.1, XP_013601719.1, XP_013632975.1, XP_013615595.1, XP_013594324.1, XP_013624323.1, XP_013624678.1, XP_013589313.1, XP_013617472.1, XP_013633123.1, XP_013601633.1, XP_013624833.1
OG0000185	Om001G041450, Om008G356330, Om008G319330	XP_013632059.1, XP_013632542.1, XP_013617175.1, XP_013625901.1, XP_013607651.1, XP_013632418.1, XP_013601664.1, XP_013633197.1
OG0000185	Om008G337930	XP_013626157.1, XP_013607733.1
OG0000186	Om004G150540, Om005G218260	XP_013617859.1, XP_013617857.1
OG0000187	Om001G028260, Om001G028280	XP_013598969.1, XP_013623119.1
OG0000187	Om002G054350	XP_013624170.1, XP_013583413.1, XP_013584438.1
OG0000188	Om002G075380	XP_013639606.1
OG0000189	Om001G037310	XP_013639134.1, XP_013594296.1, XP_013638871.1, XP_013597272.1, XP_013639133.1, XP_013600811.1, XP_013617123.1
OG0000189	Om001G038960	XP_013608204.1, XP_013612750.1
OG0000190	Om008G353940	XP_013606260.1, XP_013606263.1
OG0000190	Om008G355670	XP_013624075.1
OG0000191	Om005G197140	XP_013632995.1
OG0000192	Om005G203480	XP_013638957.1
OG0000192	Om005G203440	XP_013594710.1
OG0000192	Om005G203400	XP_013593246.1
OG0000193	Om002G071740, Om002G071690	XP_013594699.1, XP_013585251.1, XP_013623345.1
OG0000193	Om005G206290	XP_013624265.1
OG0000195	Om008G328660	XP_013599699.1
OG0000195	Om003G119760	XP_013637527.1
OG0000195	Om007G285150	XP_013591852.1, XP_013631163.1
OG0000196	Om005G185020	XP_013595737.1
OG0000196	Om007G289440	XP_013639466.1
OG0000197	Om004G163020	XP_013614338.1
OG0000200	Om005G182720	XP_013639107.1
OG0000202	Om002G064090	XP_013628108.1
OG0000202	Om020G374490, Om011G365230	XP_013589655.1, XP_013639719.1
OG0000203	Om003G095370, Om002G055150	XP_013594335.1, XP_013635235.1, XP_013584998.1, XP_013615621.1, XP_013639409.1, XP_013592108.1, XP_013610533.1
OG0000203	Om002G046450, Om002G046460	XP_013610704.1
OG0000204	Om004G171440	XP_013597315.1
OG0000204	Om002G070990	XP_013627485.1
OG0000207	Om004G132790	XP_013617344.1
OG0000207	Om005G197960, Om005G197970	XP_013602994.1
OG0000209	Om005G228080	XP_013607661.1, XP_013599293.1
OG0000210	Om007G278560	XP_013622310.1
OG0000213	Om004G141230, Om005G208800	XP_013589963.1, XP_013591638.1, XP_013591683.1
OG0000213	Om002G053370	XP_013587607.1
OG0000213	Om001G036460, Om001G036440, Om001G036450	XP_013634984.1, XP_013637045.1, XP_013604409.1, XP_013630249.1
OG0000214	Om007G281030	XP_013614654.1, XP_013623755.1, XP_013623785.1
OG0000214	Om004G145430, Om004G136700, Om004G136680, Om004G145470	XP_013610986.1
OG0000215	Om003G099020	XP_013639127.1, XP_013583308.1, XP_013594599.1, XP_013624356.1, XP_013615107.1, XP_013594523.1, XP_013623839.1, XP_013617613.1, XP_013617953.1, XP_013601214.1, XP_013617026.1, XP_013639456.1, XP_013624246.1, XP_013615161.1, XP_013593122.1, XP_013639800.1
OG0000216	Om001G007580	XP_013627856.1, XP_013603933.1
OG0000216	Om001G008700	XP_013606736.1
OG0000217	Om001G001730	XP_013606916.1
OG0000218	Om005G195550	XP_013601824.1
OG0000218	Om001G010890, Om001G010900, Om001G010920	XP_013596521.1
OG0000218	Om004G138180	XP_013593772.1
OG0000218	Om006G241660	XP_013616568.1
OG0000219	Om005G213260	XP_013624366.1
OG0000219	Om007G282230	XP_013633313.1
OG0000221	Om002G088910	XP_013617136.1, XP_013638242.1, XP_013638238.1
OG0000224	Om004G134640, Om004G134630	XP_013618014.1, XP_013615523.1, XP_013590551.1, XP_013616477.1, XP_013618016.1, XP_013593879.1, XP_013593877.1
OG0000224	Om005G225780	XP_013613905.1
OG0000225	Om007G289790	XP_013587120.1
OG0000225	Om007G289830, Om007G289770	XP_013626468.1, XP_013584622.1
OG0000226	Om003G089750	XP_013597874.1, XP_013597872.1
OG0000226	Om002G080610	XP_013628011.1, XP_013595927.1
OG0000228	Om005G207070	XP_013590268.1
OG0000230	Om004G137280, Om004G137390, Om004G137300, Om004G137400	XP_013616704.1
OG0000231	Om006G259610	XP_013629410.1, XP_013589249.1, XP_013614382.1, XP_013613717.1
OG0000233	Om002G075710	XP_013617515.1
OG0000233	Om002G075720, Om001G016050	XP_013639250.1, XP_013614648.1
OG0000234	Om006G252380	XP_013634847.1, XP_013604669.1, XP_013588671.1
OG0000234	Om006G252400	XP_013635814.1
OG0000234	Om006G252410	XP_013635718.1
OG0000234	Om008G332130	XP_013636124.1
OG0000234	Om004G161230	XP_013611475.1
OG0000237	Om008G343820, Om007G307970	XP_013594372.1, XP_013613872.1, XP_013588940.1
OG0000237	Om005G218340	XP_013594728.1, XP_013633112.1, XP_013633483.1, XP_013624613.1, XP_013614867.1, XP_013608463.1
OG0000240	Om008G346090	XP_013608273.1, XP_013610789.1
OG0000240	Om008G346080	XP_013639519.1
OG0000242	Om002G081640	XP_013610262.1, XP_013596468.1
OG0000242	Om005G193910	XP_013584929.1, XP_013600895.1, XP_013603142.1
OG0000242	Om005G194120	XP_013603225.1, XP_013601473.1, XP_013603505.1
OG0000242	Om005G193920, Om005G193930	XP_013584474.1
OG0000243	Om004G152860	XP_013629422.1, XP_013588949.1
OG0000243	Om007G301280, Om004G138340, Om009G363270, Om005G216250, Om003G110640, Om009G363750, Om003G117260, Om007G302560	XP_013639651.1, XP_013617676.1, XP_013594647.1
OG0000244	Om001G008070	XP_013593118.1, XP_013611429.1
OG0000244	Om008G354340	XP_013607002.1
OG0000244	Om008G354350, Om003G110630	XP_013626139.1
OG0000246	Om002G071710	XP_013632421.1, XP_013615528.1
OG0000248	Om008G353070	XP_013617487.1
OG0000248	Om011G365210, Om020G374470	XP_013620094.1
OG0000248	Om003G118130, Om003G119420	XP_013601679.1
OG0000249	Om008G336610	XP_013631294.1, XP_013631718.1
OG0000249	Om008G336590, Om008G336600	XP_013636148.1, XP_013636145.1, XP_013623426.1
OG0000249	Om008G336640	XP_013634409.1
OG0000249	Om006G255030	XP_013602866.1
OG0000250	Om005G208240, Om005G208260, Om005G208250	XP_013617187.1
OG0000250	Om001G040910	XP_013620054.1, XP_013597084.1
OG0000250	Om005G208360	XP_013589629.1
OG0000252	Om004G174910, Om008G334450, Om004G174900, Om004G174890, Om008G334440, Om004G174880	XP_013623889.1
OG0000252	Om008G334420, Om008G334430, Om003G122070, Om004G175220	XP_013601559.1
OG0000253	Om004G150660	XP_013617604.1, XP_013614060.1, XP_013632510.1, XP_013594470.1, XP_013624384.1, XP_013614083.1, XP_013589075.1, XP_013614058.1, XP_013624307.1, XP_013639165.1, XP_013624571.1, XP_013607914.1, XP_013613702.1, XP_013639414.1, XP_013624710.1, XP_013630991.1, XP_013639197.1, XP_013639389.1, XP_013617507.1, XP_013624819.1, XP_013615471.1, XP_013601593.1, XP_013607656.1, XP_013615252.1, XP_013583299.1
OG0000254	Om002G064970	XP_013613953.1
OG0000254	Om008G330360, Om008G330440, Om008G330320, Om004G175010	XP_013632446.1
OG0000256	Om008G329670	XP_013627237.1, XP_013626278.1
OG0000256	Om008G330290	XP_013636622.1
OG0000256	Om008G329810	XP_013632374.1
OG0000257	Om006G235420	XP_013607544.1
OG0000257	Om001G039600, Om002G053540	XP_013607543.1
OG0000258	Om008G334140	XP_013614897.1
OG0000258	Om005G225740	XP_013599392.1
OG0000258	Om006G272550	XP_013618605.1
OG0000259	Om002G075030	XP_013624089.1
OG0000259	Om002G075040	XP_013608308.1, XP_013614002.1, XP_013617677.1, XP_013624845.1, XP_013639735.1
OG0000260	Om003G091520, Om008G322390	XP_013632872.1, XP_013632871.1
OG0000264	Om008G355250	XP_013610658.1, XP_013610574.1, XP_013627706.1
OG0000264	Om004G160560, Om004G160570, Om004G160550	XP_013607462.1
OG0000265	Om007G304710, Om007G298190	XP_013632826.1
OG0000265	Om005G198690	XP_013588953.1
OG0000266	Om003G128150	XP_013617645.1, XP_013617121.1
OG0000268	Om006G274870	XP_013597635.1, XP_013607868.1
OG0000268	Om005G194850	XP_013601825.1, XP_013584341.1
OG0000268	Om001G008530	XP_013606281.1
OG0000268	Om004G176390	XP_013609173.1
OG0000268	Om006G253920	XP_013603280.1, XP_013637011.1
OG0000272	Om006G266430	XP_013589010.1, XP_013628540.1
OG0000272	Om007G315350	XP_013639223.1, XP_013583378.1, XP_013601726.1, XP_013624932.1, XP_013617210.1, XP_013615529.1, XP_013615426.1, XP_013615318.1, XP_013589300.1, XP_013583257.1, XP_013617020.1, XP_013615240.1
OG0000273	Om001G031160, Om001G031140	XP_013589028.1
OG0000274	Om006G245790	XP_013625891.1
OG0000274	Om008G354900	XP_013629589.1
OG0000274	Om007G282440	XP_013634861.1, XP_013637340.1, XP_013637342.1
OG0000275	Om002G070100, Om002G070080, Om002G070090	XP_013584959.1, XP_013584919.1, XP_013584886.1, XP_013584707.1, XP_013584917.1, XP_013584915.1, XP_013626949.1
OG0000276	Om001G005630	XP_013621481.1, XP_013619332.1, XP_013599132.1
OG0000276	Om001G005730	XP_013586113.1
OG0000276	Om008G337860	XP_013592005.1
OG0000279	Om007G304320	XP_013634550.1, XP_013617248.1
OG0000279	Om004G168600	XP_013583357.1, XP_013624656.1, XP_013607753.1
OG0000279	Om008G348600	XP_013624318.1
OG0000279	Om004G152920, Om004G168610, Om003G109450	XP_013639768.1
OG0000281	Om003G097620	XP_013588149.1
OG0000281	Om001G006530, Om007G317580, Om007G317540, Om001G006540	XP_013610490.1, XP_013609278.1, XP_013609201.1, XP_013616884.1
OG0000282	Om004G168700	XP_013610081.1
OG0000282	Om004G168690	XP_013610418.1
OG0000282	Om004G168680	XP_013626870.1, XP_013627166.1, XP_013616049.1, XP_013619195.1
OG0000283	Om007G278090	XP_013619016.1, XP_013595257.1
OG0000284	Om007G294370, Om002G074370, Om003G113380	XP_013619903.1, XP_013597142.1
OG0000284	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100	XP_013584995.1, XP_013610078.1
OG0000285	Om004G149320, Om008G344410, Om004G173280, Om005G218700, Om080G377260, Om003G112740, Om001G015960	XP_013583293.1, XP_013603973.1, XP_013615035.1
OG0000285	Om009G363400	XP_013616734.1, XP_013595226.1
OG0000286	Om001G007790	XP_013627602.1, XP_013627484.1
OG0000287	Om002G071390	XP_013591874.1
OG0000287	Om002G068990, Om002G068980	XP_013630581.1
OG0000288	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600	XP_013610372.1
OG0000290	Om002G065710	XP_013583243.1, XP_013592561.1, XP_013624242.1
OG0000290	Om005G197460, Om006G231890, Om006G251270, Om006G250320	XP_013613614.1
OG0000294	Om002G064000	XP_013613847.1, XP_013629139.1
OG0000294	Om008G336510	XP_013630077.1
OG0000294	Om008G319990	XP_013637320.1
OG0000294	Om004G159000	XP_013629475.1, XP_013611648.1
OG0000295	Om008G352500, Om008G352470, Om008G352530, Om008G352440	XP_013614343.1
OG0000295	Om002G059690	XP_013628845.1, XP_013628842.1, XP_013628844.1, XP_013628846.1, XP_013637964.1
OG0000297	Om006G242900, Om006G244950	XP_013619937.1, XP_013619932.1, XP_013621272.1, XP_013610714.1
OG0000297	Om002G067110	XP_013639809.1, XP_013632661.1
OG0000298	Om001G004610, Om001G004600, Om007G317110	XP_013624421.1
OG0000299	Om001G011700	XP_013603401.1
OG0000300	Om001G025290	XP_013630824.1
OG0000300	Om008G353600	XP_013626958.1, XP_013615102.1
OG0000301	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890	XP_013629230.1, XP_013639635.1, XP_013632585.1, XP_013639156.1, XP_013614113.1, XP_013594550.1, XP_013594818.1
OG0000303	Om007G284150	XP_013584767.1, XP_013610588.1, XP_013630833.1, XP_013600495.1, XP_013609342.1
OG0000304	Om008G357290	XP_013593806.1
OG0000304	Om008G357250, Om008G357240	XP_013613451.1
OG0000308	Om007G306690, Om008G350290	XP_013601504.1, XP_013601503.1, XP_013605611.1
OG0000308	Om005G198900	XP_013600888.1
OG0000308	Om002G085330, Om002G085350	XP_013615568.1
OG0000310	Om006G245320, Om003G096540	XP_013610830.1, XP_013628418.1, XP_013616929.1, XP_013613287.1
OG0000311	Om007G298120	XP_013606449.1, XP_013614286.1
OG0000311	Om003G099520	XP_013590383.1
OG0000311	Om002G064550	XP_013636878.1, XP_013587377.1, XP_013622724.1
OG0000311	Om005G213850	XP_013621636.1
OG0000312	Om004G144160	XP_013633534.1, XP_013614156.1
OG0000313	Om001G005460	XP_013597168.1
OG0000314	Om005G181880	XP_013638562.1, XP_013605539.1, XP_013603309.1
OG0000314	Om005G181890, Om007G279120	XP_013634837.1, XP_013627258.1, XP_013634788.1
OG0000314	Om005G210380	XP_013634895.1
OG0000315	Om001G014100	XP_013624737.1, XP_013608103.1, XP_013601227.1, XP_013617988.1, XP_013632479.1, XP_013632988.1, XP_013594597.1, XP_013590914.1, XP_013589350.1
OG0000316	Om008G355740, Om008G329420	XP_013617644.1, XP_013613593.1, XP_013613595.1, XP_013632686.1
OG0000316	Om008G329490	XP_013633435.1
OG0000319	Om005G185820, Om006G245010	XP_013604074.1, XP_013586115.1, XP_013636551.1, XP_013628786.1, XP_013620255.1, XP_013620256.1, XP_013611417.1
OG0000320	Om007G304720, Om007G305380	XP_013633075.1, XP_013594982.1, XP_013624296.1, XP_013613450.1, XP_013608034.1
OG0000320	Om001G017140, Om003G107640, Om003G102020, Om003G105390	XP_013632668.1
OG0000321	Om003G119980	XP_013624691.1
OG0000321	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270	XP_013631768.1, XP_013628027.1
OG0000322	Om004G133260	XP_013591147.1
OG0000322	Om005G198270	XP_013596992.1
OG0000322	Om008G333060, Om008G330110, Om008G330430	XP_013633430.1, XP_013627590.1, XP_013591032.1, XP_013627611.1, XP_013627424.1
OG0000323	Om003G115780	XP_013614781.1
OG0000323	Om001G021170	XP_013597076.1, XP_013596584.1, XP_013600866.1, XP_013596204.1, XP_013639774.1
OG0000327	Om006G251140, Om006G251150, Om006G253090	XP_013601648.1, XP_013587907.1, XP_013636627.1, XP_013633031.1, XP_013635126.1
OG0000328	Om003G102580	XP_013605281.1, XP_013605279.1
OG0000328	Om001G030480, Om005G213750, Om001G030460, Om001G030490	XP_013610362.1, XP_013610358.1
OG0000329	Om008G342480, Om008G342550, Om008G323100	XP_013603566.1, XP_013602649.1, XP_013602650.1, XP_013635214.1, XP_013635448.1, XP_013610690.1
