Orthogroup	Odontarrhena_muralis	Erysimum_linariifolium
OG0000294	Om008G319990	El006G280820
OG0000294	Om004G159000	El001G002070
OG0000294	Om005G179320	El002G084190
OG0000297	Om005G212040, Om001G036360, Om001G036390	El003G145640
OG0000297	Om006G242900, Om006G244950	El007G330520
OG0000297	Om002G067110	El005G257220
OG0000298	Om007G317110	El005G279100, El005G276710
OG0000299	Om001G011700	El004G215990
OG0000300	Om001G025290	El005G270370, El005G270380
OG0000300	Om008G353600	El005G270340, El005G270320, El006G312490
OG0000301	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890	El004G204460
OG0000303	Om007G284150	El002G128090
OG0000304	Om008G357260	El001G037860, El002G117260
OG0000308	Om007G306690, Om008G350290	El002G101740
OG0000308	Om005G198900	El002G101720
OG0000310	Om006G246480, Om006G245880	El007G331450
OG0000310	Om006G245320, Om003G096540	El005G269120, El005G267120
OG0000311	Om007G298120	El001G064420
OG0000311	Om003G099520	El002G132070
OG0000311	Om002G064550	El005G254740
OG0000311	Om005G213850	El004G215340
OG0000313	Om001G005460	El003G165610
OG0000313	Om001G005740	El003G165600
OG0000313	Om003G099080	El002G132590
OG0000314	Om005G181880	El002G086800
OG0000314	Om005G181890	El002G086810
OG0000316	Om008G329500	El006G288750
OG0000316	Om008G335620	El006G289040, El006G288950
OG0000319	Om005G185820, Om006G245010	El002G090600, El002G090610, El007G330560
OG0000320	Om007G304720, Om007G305380	El007G351450
OG0000320	Om001G017140, Om003G107640, Om003G102020, Om003G105390	El001G046980
OG0000321	Om003G119980	El003G185760, El003G185810
OG0000321	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270	El003G185430, El003G181320
OG0000322	Om004G133260	El004G231760
OG0000322	Om005G198270	El002G101250
OG0000322	Om008G333060, Om008G330110, Om008G330430	El006G289270, El006G309790, El006G309860, El002G125390
OG0000323	Om001G021170	El003G156470, El003G156460
OG0000324	Om007G305950, Om006G251240, Om008G362470, Om008G360900, Om007G309040, Om002G085120, Om004G135510, Om004G156750, Om004G138360, Om005G207620, Om005G223670, Om006G262380, Om002G083090, Om008G349590, Om003G111220	El007G351620, El007G350030, El007G350080, El001G052560, El007G351640, El003G180670, El007G350040, El007G350060, El003G180650, El003G180660, El007G350050, El007G351610, El007G349580, El007G349590, El007G350070, El003G180640, El007G349560
OG0000324	Om004G152350, Om004G152340	El007G355120
OG0000327	Om006G253100, Om006G251140, Om006G251150, Om006G253090	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370
OG0000328	Om003G102580	El003G174750
OG0000328	Om001G030480, Om005G213750, Om001G030460, Om001G030490	El003G188550
OG0000330	Om003G124190	El001G031460
OG0000330	Om003G124480, Om003G124500	El001G031830, El001G031690, El001G031810, El001G031820, El006G283270
OG0000330	Om003G124470, Om003G125640	El001G031680
OG0000332	Om006G241400	El001G060380
OG0000332	Om003G097540	El002G134240
OG0000334	Om006G254200	El001G024470
OG0000334	Om008G335090	El006G292570
OG0000335	Om002G054740	El005G246880
OG0000336	Om005G198950	El002G101750
OG0000336	Om004G142080, Om004G142060	El004G225030
OG0000337	Om012G366630, Om036G375940, Om015G371880, Om012G366360, Om012G366430, Om012G366590, Om012G366220, Om012G366990, Om012G366510, Om012G366330, Om012G366790, Om012G366890, Om012G366710, Om012G366290, Om012G367050, Om012G366920, Om012G366460, Om012G366480, Om012G366390, Om012G366250, Om012G366570, Om012G366160, Om012G366530, Om012G366680, Om012G366550, Om012G366190, Om012G366950, Om012G367500, Om015G372920, Om015G372030, Om012G367220, Om012G368320, Om015G373020, Om015G372220, Om012G367540, Om012G367970, Om012G368280, Om012G368000, Om012G367190, Om012G368340, Om012G367310, Om012G367920, Om015G372480, Om015G372160, Om012G367270, Om015G371840, Om012G368190, Om012G367670, Om012G367080, Om015G371980, Om012G367710, Om036G375900, Om015G372950, Om012G367400, Om012G368420, Om012G368440, Om015G372390, Om015G372130, Om015G372810, Om015G371770, Om015G372330, Om015G372790, Om012G367470, Om015G372360, Om015G372080, Om015G372570, Om012G367560, Om015G373080, Om055G376990, Om015G372300, Om013G368630, Om051G376670, Om015G372540, Om012G367430, Om015G372110, Om015G373060, Om015G372900, Om012G368110, Om012G367760, Om012G368360, Om015G372610, Om012G368380, Om012G368260, Om015G372640, Om015G372510, Om051G376690, Om012G367360, Om012G368060, Om015G371810, Om015G372430, Om015G372460, Om012G368160, Om012G367630, Om051G376770, Om012G367830, Om012G368240, Om015G372180, Om015G371900, Om036G375990, Om015G373040, Om045G376430, Om015G372970, Om012G367610, Om012G367580, Om036G376030, Om015G372840, Om012G367160, Om012G367330, Om055G376900, Om012G367880, Om012G367790, Om051G376800, Om012G368300, Om051G376740, Om012G367130, Om015G372740, Om055G377010, Om055G376970, Om015G372760, Om015G372990, Om015G372280, Om015G372670, Om015G371940, Om012G368030, Om012G368220, Om036G375920, Om055G376930, Om036G376050, Om013G368780, Om015G372200, Om015G373110, Om013G369390	El008G368180
OG0000338	Om011G365530, Om005G217920	El004G205930, El004G205250
OG0000338	Om005G187760, Om005G187950	El002G092400, El002G092490
OG0000339	Om001G010480	El002G083160, El003G161790
OG0000339	Om008G321390	El006G282150
OG0000340	Om008G325090	El006G285360
OG0000341	Om003G123430	El002G125580, El002G106720
OG0000344	Om006G240680	El001G051870, El007G357010, El001G051950, El001G051990, El001G044330, El001G051920, El001G051930, El007G349080
OG0000345	Om005G196900	El002G096210
OG0000347	Om006G248330, Om006G248350, Om002G055420	El005G267560, El005G247550
OG0000348	Om007G315920, Om004G149150	El004G225860, El007G346220, El004G225870, El006G318050, El007G363860, El003G159600, El003G182960
OG0000349	Om001G035120	El003G146500
OG0000349	Om008G361710	El004G214430, El004G214420, El004G214440
OG0000349	Om001G035100	El002G127670, El002G127640
OG0000350	Om007G290180	El002G115770
OG0000350	Om007G290160	El002G115760
OG0000351	Om002G059530	El002G121580
OG0000351	Om002G059520	El002G121570
OG0000352	Om005G197930, Om008G334130	El006G309450
OG0000353	Om003G121920, Om006G268180, Om005G212790	El006G315280, El002G120920, El006G285880, El006G321000, El004G194250, El002G123910
OG0000355	Om004G138140, Om005G184710	El004G217540, El004G217530
OG0000356	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	Om007G277850	El001G072550
OG0000359	Om007G290360, Om007G290370	El002G115950, El002G115980, El006G296870, El006G296860
OG0000360	Om006G230130	El007G323130
OG0000360	Om006G230170	El007G323140
OG0000361	Om002G054940	El005G247030, El005G247020
OG0000361	Om004G172990	El001G078160
OG0000362	Om004G145620, Om004G145610	El004G212950
OG0000362	Om004G136190, Om004G136200, Om004G136230	El005G273570
OG0000362	Om004G136210	El004G212880
OG0000362	Om005G197010	El002G100150
OG0000363	Om002G082440	El002G126200, El002G126220, El007G351340
OG0000368	Om001G038000	El003G144810
OG0000368	Om001G038090	El004G215830
OG0000368	Om001G038110	El003G144750
OG0000369	Om005G185620, Om006G245630	El002G090430
OG0000370	Om005G198190	El003G185270, El002G101090, El002G101100
OG0000370	Om005G198070	El002G101070
OG0000371	Om008G319770	El002G111190, El006G280660
OG0000371	Om008G319760	El006G280650
OG0000372	Om004G135750	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780
OG0000373	Om012G366320, Om012G366380, Om012G366350, Om013G368470	El007G354680, El042G374880, El011G372030, El008G370960, El008G371140, El008G368190, El008G367050, El008G367680, El030G373760
OG0000376	Om002G076420, Om001G027340, Om003G105630	El008G368480
OG0000376	Om007G305060	El005G270260, El006G311110, El008G368490
OG0000376	Om004G155060, Om003G111070, Om009G364280, Om008G341300, Om003G107670	El001G032490
OG0000376	Om007G299930, Om005G219550, Om007G299480, Om006G268980, Om006G266380, Om005G219950, Om008G346660, Om001G015380, Om008G346810, Om003G111330, Om003G105890, Om009G363340, Om005G219560, Om002G077960, Om004G150680, Om001G020540, Om007G306030, Om008G349680, Om004G148540, Om010G364440, Om010G364420, Om008G345350, Om003G107630, Om004G155070, Om002G076430, Om003G109030, Om007G299470, Om003G113430, Om008G341290	El001G032480
OG0000376	Om008G343640, Om006G264520, Om002G081610, Om004G150450, Om001G018400, Om007G299620, Om013G369720, Om002G081410, Om013G369380, Om006G263130, Om007G312980, Om008G344570, Om004G155090, Om004G146120, Om001G013010, Om005G222820, Om003G110140, Om001G018450, Om002G084580, Om011G365250, Om006G264870, Om003G095860, Om007G309180, Om002G077550, Om002G076520, Om004G150120, Om007G312970, Om001G013000, Om004G155050, Om007G308010, Om005G218460, Om022G375030, Om002G062810, Om002G080270, Om002G081600, Om008G344580, Om003G109020, Om006G267490, Om006G264860, Om008G343400, Om002G079120, Om007G306800, Om006G264390, Om001G018950, Om007G306110, Om001G018110	El001G045790
OG0000377	Om005G221490, Om005G221480, Om005G221450, Om005G221440	El004G200550
OG0000377	Om005G221520	El004G200530
OG0000382	Om005G179390	El001G002380
OG0000382	Om005G187240	El002G091920
OG0000383	Om007G289040, Om007G289010	El002G114440, El002G119180
OG0000384	Om003G093990	El002G137740
OG0000384	Om003G093980, Om003G093940, Om003G093930	El002G137760
OG0000386	Om006G254890, Om006G254870, Om006G254900	El001G023900
OG0000386	Om006G254880	El001G023910
OG0000389	Om003G121980	El004G206640, El004G206700, El004G206670, El004G206820, El004G206780, El004G206750, El004G206650, El001G029870
OG0000390	Om006G238000, Om001G007860	El001G056560
OG0000390	Om002G066980	El005G257120
OG0000391	Om005G204840	El002G107470, El005G271110
OG0000391	Om005G199920	El002G107410, El002G107390
OG0000391	Om005G204810, Om005G204820	El002G107420
OG0000392	Om006G258990	El003G176130
OG0000396	Om007G306340, Om009G363510	El001G046620
OG0000396	Om006G270400	El001G043390
OG0000396	Om002G084480	El001G043470, El001G043530
OG0000398	Om002G057980	El005G249610
OG0000398	Om002G057970	El005G249600
OG0000398	Om003G090820, Om003G090840	El002G140190
OG0000402	Om007G317090, Om006G237690, Om005G212470, Om002G081210, Om008G352430, Om008G344500, Om005G206050	El006G281800
OG0000403	Om005G220580	El004G201190, El004G201260, El004G200670
OG0000404	Om006G255780, Om008G337600, Om004G170670, Om002G054990	El001G023000, El006G294700, El005G247060
OG0000406	Om007G297520	El001G063970
OG0000406	Om002G044530	El005G237360
OG0000409	Om003G110350	El003G189770, El007G337460, El002G084720
OG0000411	Om005G224040	El004G198670
OG0000411	Om008G354000	El001G005390
OG0000411	Om001G008360	El003G163700
OG0000412	Om003G116310	El007G337740
OG0000413	Om002G057770	El005G249460
OG0000413	Om003G119170	El007G335400
OG0000415	Om004G162740	El001G069430
OG0000415	Om008G326430	El006G286470
OG0000416	Om005G227300, Om004G176330, Om007G280020, Om007G280180	El006G300650, El006G300480
OG0000416	Om005G182990	El006G316630
OG0000417	Om002G073380	El005G267220, El005G267230, El007G344240, El005G267240
OG0000420	Om003G125710	El006G289320
OG0000420	Om001G024590	El003G153940, El003G153780
OG0000421	Om001G026550, Om001G026540, Om007G294470, Om001G013810	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490, El003G188880, El003G188870
OG0000422	Om005G187620, Om005G187610	El002G092300
OG0000422	Om005G187660	El002G092310
OG0000422	Om005G187600, Om005G187590	El002G092290, El002G127460
OG0000423	Om004G142290	El004G224830
OG0000423	Om002G058490	El005G250010
OG0000424	Om002G075860	El001G023260
OG0000424	Om007G293140	El001G004250
OG0000424	Om007G293170, Om006G230630, Om007G292750, Om006G230620	El001G004240
OG0000426	Om004G147980, Om005G215840	El003G180620
OG0000427	Om002G047720	El005G240500, El007G341910
OG0000427	Om001G021740, Om004G132930	El004G232020
OG0000427	Om004G132940	El005G275270, El006G298230, El006G298220, El004G232010
OG0000429	Om006G240130	El001G052920
OG0000429	Om004G164170	El001G070450
OG0000429	Om001G029270	El003G150450
OG0000430	Om002G082610, Om002G066320	El005G273810
OG0000430	Om001G041290	El003G147560, El003G142190
OG0000431	Om005G219170	El004G203320
OG0000431	Om005G188470	El002G092990
OG0000431	Om005G188450	El002G092980
OG0000432	Om003G113900	El007G340870
OG0000432	Om003G118170, Om005G204990	El007G336140
OG0000436	Om002G087440	El005G278170
OG0000437	Om001G012410	El002G121440
OG0000439	Om005G183450	El002G088370
OG0000439	Om003G123740	El001G031050
OG0000439	Om007G280530	El006G301030
OG0000440	Om007G297020	El001G063480
OG0000440	Om006G261750, Om006G261700	El005G237740, El005G237730
OG0000441	Om002G062550	El005G253210
OG0000441	Om002G062430	El005G253170
OG0000441	Om002G062440	El005G253180
OG0000441	Om002G062460	El005G253200, El005G253190
OG0000442	Om001G041180	El004G209030, El004G209080
OG0000442	Om008G323220	El006G320400
OG0000443	Om003G118670, Om004G142810, Om004G142760	El027G373480, El004G212300, El004G224310
OG0000446	Om006G235370	El007G328120
OG0000446	Om006G274450	El001G037830
OG0000446	Om005G194520	El002G098330
OG0000447	Om002G060230	El005G251460
OG0000447	Om007G288920	El002G114360
OG0000448	Om008G361730	El007G365940
OG0000448	Om008G361700	El007G365930
OG0000448	Om008G361720	El007G365950
OG0000449	Om006G267260	El001G015080
OG0000449	Om006G245560	El007G331050
OG0000449	Om006G267270	El001G015070
OG0000449	Om006G245570	El007G331060
OG0000450	Om006G231930	El004G210490, El007G349820, El003G188150
OG0000452	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910	El007G350560
OG0000453	Om003G095410, Om007G317460	El001G015610
OG0000454	Om003G113950, Om003G113940, Om003G113960	El007G340780
OG0000456	Om004G170070, Om003G123150	El002G128030, El002G128060
OG0000456	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680	El003G185830, El003G185750, El003G182930, El001G075280
OG0000460	Om005G220920	El005G269910
OG0000461	Om005G177550	El002G082410
OG0000461	Om005G177540	El002G082400
OG0000463	Om001G005850	El001G015990, El001G015960
OG0000465	Om004G158510	El004G212890
OG0000466	Om004G174390	El002G133690, El002G133670, El001G079410
OG0000466	Om005G209820	El004G219990
OG0000468	Om006G252980	El001G025490
OG0000468	Om007G278880	El006G299240
OG0000468	Om008G332830	El006G291120
OG0000471	Om007G289290	El002G114900, El002G114910
OG0000472	Om007G316650, Om007G316670	El003G190770
OG0000472	Om007G316690, Om003G102350, Om007G316680, Om007G316660	El003G190760
OG0000473	Om008G319530	El006G280460
OG0000473	Om007G316920	El003G191060
OG0000474	Om006G261160, Om006G238310	El001G018580, El001G056310, El006G317600
OG0000476	Om004G165260, Om004G165270	El004G207670, El007G330570
OG0000476	Om006G240140	El001G052880
OG0000477	Om004G169410, Om002G083900, Om006G247780, Om008G334030	El006G291920, El005G274770, El007G333070, El001G074740
OG0000478	Om002G080510, Om002G080540, Om002G080550	El002G141170, El002G141110
OG0000478	Om002G083030	El005G274060, El005G274050
OG0000478	Om002G082030, Om002G082020, Om002G083000, Om002G083010	El001G003150
OG0000481	Om007G293590	El007G356160
OG0000482	Om005G212960, Om005G212950	El003G187400, El004G217160
OG0000483	Om003G117450	El007G336760
OG0000486	Om007G315930, Om007G316020, Om002G055740, Om002G055140, Om002G077700	El001G026670, El001G026730, El001G026640
OG0000487	Om002G046190, Om005G181670, Om007G278330	El006G298580
OG0000488	Om006G246280, Om008G324620, Om006G256140, Om004G176270	El001G022690, El002G108290
OG0000488	Om006G256050	El001G044090, El001G044130
OG0000490	Om005G178960	El002G083890, El002G083910
OG0000491	Om003G104850	El001G057630, El001G057640, El001G057670
OG0000493	Om007G304650	El006G308100
OG0000495	Om006G264600	El003G181150, El006G311560
OG0000495	Om006G264590, Om006G264500	El006G318410, El005G260350, El006G318420
OG0000497	Om004G146680	El001G051880
OG0000498	Om003G114860	El007G339720
OG0000498	Om008G361860	El003G156150
OG0000499	Om001G002040, Om002G075590	El003G168300
OG0000499	Om004G133290	El004G231730
OG0000499	Om003G092390	El005G250740
OG0000500	Om008G357480	El007G362310
OG0000500	Om008G357420	El007G362390
OG0000500	Om008G357470	El007G362180, El007G362380
OG0000501	Om007G291470	El002G124350
OG0000504	Om001G012750, Om002G052110, Om008G332030	El005G244670
OG0000505	Om006G239820, Om006G239880	El001G053560, El001G053720, El001G053900
OG0000506	Om005G205820	El001G076020, El004G223710
OG0000507	Om005G228600	El001G065870, El001G065880
OG0000507	Om005G228660	El007G332430, El001G036500
OG0000508	Om008G332530	El001G035030, El006G302300
OG0000509	Om003G103700	El003G170990, El007G326260, El003G170860, El003G171000, El003G171030
OG0000509	Om007G275840	El003G171020
OG0000510	Om005G220900	El004G201010
OG0000511	Om003G101890	El003G173660
