Orthogroup	Odontarrhena_muralis	Alyssum_gmelinii
OG0000100	Om001G023470, Om002G054070	Ag006G511060, Ag005G447890, Ag005G447820, Ag002G169660, Ag004G372650
OG0000100	Om002G062020	Ag007G599450, Ag001G042170, Ag004G367770, Ag002G115440
OG0000100	Om007G307690, Om005G203320	Ag007G616750, Ag007G616790, Ag007G616760, Ag004G360540, Ag004G342380, Ag002G165560, Ag007G656360, Ag006G491540, Ag010G740030, Ag008G728470, Ag001G019470, Ag004G348390, Ag005G465130, Ag004G311540, Ag007G579500, Ag006G505390, Ag008G671960, Ag004G326810
OG0000100	Om004G142840	Ag008G659710
OG0000101	Om005G227120	Ag004G389930, Ag004G393600, Ag004G388590, Ag004G390060
OG0000101	Om005G227680	Ag004G392410, Ag004G396720, Ag004G396730, Ag004G392400
OG0000101	Om005G227700	Ag004G390040, Ag004G396960
OG0000101	Om005G226820	Ag004G389140
OG0000101	Om005G226700	Ag004G395200
OG0000101	Om005G227060	Ag004G395030, Ag004G390080
OG0000101	Om005G227690	Ag004G390280
OG0000104	Om005G185360	Ag004G307220
OG0000104	Om007G283050, Om007G283070	Ag007G594850
OG0000104	Om007G283030	Ag007G594810
OG0000104	Om003G095420	Ag001G010320
OG0000104	Om002G069400	Ag005G441940
OG0000104	Om003G095400	Ag001G010240
OG0000104	Om003G095360	Ag001G010200
OG0000104	Om003G095350	Ag001G010180, Ag001G010190
OG0000106	Om002G065280	Ag005G455010, Ag005G454930, Ag005G475370, Ag005G455060, Ag005G455020, Ag005G454940
OG0000106	Om002G066780	Ag005G455220, Ag005G455230, Ag005G455260, Ag005G455240, Ag002G143260
OG0000106	Om002G065290	Ag005G455000
OG0000106	Om005G222030	Ag004G383320
OG0000107	Om002G051530	Ag005G478150, Ag005G478140, Ag005G478130
OG0000107	Om002G051540, Om004G133060	Ag003G213890
OG0000107	Om002G067730	Ag005G481150
OG0000107	Om002G067740	Ag005G446720
OG0000107	Om004G133090, Om001G020080	Ag003G213880
OG0000107	Om002G067770	Ag005G446670, Ag005G446680
OG0000107	Om002G067720, Om007G309010	Ag005G446780
OG0000108	Om006G239250	Ag008G718910, Ag008G718920, Ag008G722210, Ag008G722220
OG0000108	Om003G100270, Om003G100260	Ag005G459590, Ag008G727840
OG0000108	Om003G104790, Om003G104780, Om003G103800, Om003G124630, Om008G338810	Ag003G269110, Ag003G269200
OG0000108	Om006G273840, Om006G273820, Om006G273810	Ag005G414040
OG0000109	Om007G303510	Ag003G272950, Ag005G461920, Ag006G532070, Ag002G124770, Ag001G038010, Ag001G026000, Ag002G191910
OG0000110	Om003G123410	Ag001G090130
OG0000110	Om003G123400	Ag001G090120
OG0000110	Om003G123330	Ag001G077690, Ag001G077760, Ag001G077840, Ag004G376190
OG0000111	Om004G134730	Ag003G218010
OG0000111	Om004G134740	Ag003G217720
OG0000111	Om006G234230	Ag008G729430, Ag008G729820, Ag008G729470, Ag008G729440
OG0000112	Om006G237220, Om006G237210, Om001G003630	Ag007G615010, Ag007G615020, Ag007G615160, Ag007G615060, Ag007G615030, Ag007G615150, Ag007G615070, Ag007G615040, Ag007G615080, Ag007G615050, Ag005G405660, Ag007G615240, Ag007G615260, Ag007G615250, Ag007G615270, Ag007G615290, Ag007G615280, Ag006G515440, Ag006G515420, Ag006G515430, Ag006G515410, Ag007G615230, Ag007G617630, Ag006G567340, Ag006G542160, Ag006G567310, Ag006G567380, Ag006G567290, Ag006G545290
OG0000112	Om008G359070, Om008G359090, Om008G359060	Ag007G615000
OG0000113	Om005G227040	Ag003G219180
OG0000113	Om005G227030	Ag004G390150, Ag004G389940, Ag004G394920, Ag004G389960
OG0000113	Om008G360410, Om008G360750	Ag002G138540
OG0000113	Om001G037540	Ag004G394970
OG0000113	Om001G034170, Om002G081270	Ag007G655220
OG0000114	Om002G045910, Om002G045900	Ag005G486540, Ag005G485930
OG0000114	Om004G135370	Ag006G573480
OG0000114	Om004G133350, Om003G106720, Om003G106700, Om004G133370, Om004G136120	Ag003G220520
OG0000114	Om001G008300	Ag006G555860
OG0000117	Om002G088690	Ag006G549560
OG0000119	Om001G019890	Ag001G026190
OG0000119	Om002G078050, Om003G114030, Om001G022840, Om005G223060, Om007G309980	Ag008G699540, Ag005G437940, Ag007G645640, Ag007G656830
OG0000119	Om007G284090	Ag007G641820
OG0000119	Om002G073780, Om001G001640, Om003G112380	Ag005G466170, Ag003G240390
OG0000119	Om001G028670, Om001G025220, Om002G069790, Om006G272030, Om001G037640, Om001G016990, Om008G354440, Om003G114200, Om006G246110, Om008G353100, Om002G077410, Om006G263620, Om003G105760, Om001G022440, Om001G021800, Om007G276370, Om002G076490, Om008G340020, Om007G308200, Om001G017550	Ag005G436380
OG0000119	Om003G107360, Om002G082300, Om001G020090, Om003G128770	Ag001G069920, Ag004G325160
OG0000119	Om004G165930	Ag003G279350
OG0000119	Om006G268600, Om006G246170, Om005G185730	Ag005G409220
OG0000120	Om005G221860	Ag004G373700, Ag001G094910
OG0000120	Om004G161410, Om004G161280, Om002G075940, Om007G301890, Om001G024520	Ag003G277400, Ag003G279310, Ag003G275890
OG0000120	Om007G296760, Om007G296900, Om004G172660	Ag006G498650, Ag006G498600, Ag006G498610
OG0000122	Om004G163000	Ag008G698890
OG0000122	Om003G118900, Om003G118890	Ag003G267460
OG0000122	Om003G118720	Ag008G698530
OG0000123	Om005G224980, Om005G193630, Om006G257550	Ag001G067540
OG0000123	Om005G193640	Ag004G318570
OG0000123	Om005G193560, Om005G193450	Ag004G318540
OG0000123	Om005G193620, Om005G193610, Om005G193590	Ag006G573850
OG0000123	Om005G193280, Om005G193230, Om005G193260	Ag006G564520
OG0000123	Om005G193530	Ag002G117150, Ag004G318510
OG0000124	Om003G107740	Ag004G309520
OG0000124	Om004G176730	Ag003G282630
OG0000124	Om008G318760, Om007G317440	Ag006G527550, Ag008G658090
OG0000124	Om003G103030	Ag004G349780, Ag005G468220, Ag002G194630, Ag001G067330, Ag008G665260, Ag001G016150, Ag005G485900, Ag012G741220
OG0000124	Om004G142190	Ag008G669380
OG0000125	Om006G254380	Ag002G172470, Ag001G072990
OG0000125	Om002G052080	Ag005G477020
OG0000125	Om006G244360	Ag008G713670
OG0000125	Om005G185630	Ag004G307540
OG0000125	Om007G283300	Ag007G595180
OG0000126	Om006G262390	Ag008G691850
OG0000127	Om004G176300, Om004G176290	Ag006G492220
OG0000127	Om004G176360	Ag008G679900, Ag004G381150
OG0000127	Om004G176280	Ag006G492230
OG0000127	Om005G189950	Ag004G313180
OG0000127	Om005G189960	Ag004G313210, Ag004G313190, Ag004G313250
OG0000128	Om001G015270	Ag006G549480
OG0000128	Om005G217280	Ag003G264610, Ag003G264920
OG0000130	Om006G267480, Om004G149990, Om007G304660	Ag003G260700
OG0000131	Om007G307190	Ag003G250970
OG0000133	Om008G345870, Om008G349240	Ag004G314420, Ag001G083930, Ag005G455770, Ag008G708500
OG0000133	Om008G358290, Om008G345600, Om001G024110	Ag004G387440
OG0000135	Om002G054930, Om005G226530	Ag007G610770
OG0000136	Om002G045120	Ag008G691470, Ag005G487080
OG0000136	Om002G064560	Ag005G456830, Ag005G456800, Ag005G456810, Ag008G669100, Ag005G457140, Ag002G171850
OG0000137	Om002G072120, Om006G268330, Om006G262830	Ag002G163620, Ag008G688150
OG0000137	Om006G258530	Ag007G652700
OG0000138	Om002G065910	Ag005G453120, Ag005G453110, Ag005G453150
OG0000138	Om001G037700	Ag003G290790
OG0000138	Om005G207670, Om005G207700	Ag004G345080, Ag004G381060, Ag004G345060
OG0000140	Om006G258900	Ag001G060940
OG0000140	Om006G244250	Ag001G070480, Ag001G071460
OG0000140	Om001G032190	Ag007G624420, Ag008G704320
OG0000140	Om006G246600	Ag008G707840, Ag006G566230, Ag008G707860
OG0000140	Om006G247230	Ag008G706820
OG0000140	Om006G247200	Ag008G706850, Ag008G707550, Ag008G706830
OG0000140	Om006G246640	Ag001G080460, Ag008G707780
OG0000140	Om006G266710	Ag001G052690
OG0000142	Om007G282770	Ag007G594400
OG0000142	Om007G282750	Ag007G594390
OG0000142	Om007G282710, Om007G282720	Ag007G594290
OG0000142	Om007G282790, Om006G267630	Ag007G594490, Ag007G594500, Ag007G594520, Ag007G594510
OG0000142	Om007G282780	Ag007G594470
OG0000142	Om007G282660	Ag004G307050
OG0000144	Om008G351670, Om002G077760, Om005G218980, Om001G015950, Om001G019450, Om022G374950	Ag005G434100
OG0000145	Om003G116800	Ag002G117940, Ag003G273300
OG0000145	Om008G347500	Ag003G230540
OG0000145	Om005G215130	Ag004G392330, Ag001G060050, Ag007G610290, Ag004G392340
OG0000146	Om003G117350	Ag008G695350
OG0000146	Om003G097230	Ag002G188250
OG0000146	Om003G117400	Ag008G695470
OG0000146	Om003G117360	Ag008G695460
OG0000146	Om003G117320	Ag008G695270
OG0000146	Om003G090770, Om003G117200	Ag005G465100
OG0000147	Om002G086500	Ag005G408700
OG0000147	Om001G025660	Ag003G261030
OG0000147	Om007G285990, Om006G249440	Ag008G702420
OG0000147	Om004G130850	Ag003G209560
OG0000147	Om003G106450	Ag001G041550
OG0000149	Om006G245860	Ag008G709300
OG0000149	Om006G245850	Ag008G709360
OG0000149	Om006G245840	Ag008G709420
OG0000149	Om007G317470	Ag008G709260
OG0000149	Om006G256850	Ag008G709330
OG0000150	Om008G323560	Ag008G711330, Ag002G133360
OG0000150	Om007G296930	Ag006G518460, Ag007G625710
OG0000150	Om001G010460	Ag001G092600
OG0000150	Om005G201710	Ag004G332580
OG0000150	Om004G140630	Ag008G711310, Ag008G711350
OG0000151	Om003G114720	Ag008G685810
OG0000151	Om001G021860	Ag003G253050
OG0000151	Om002G051120	Ag005G478640
OG0000151	Om002G082850	Ag005G417580
OG0000151	Om003G118410	Ag008G698280
OG0000151	Om005G227900	Ag004G398050
OG0000152	Om003G098350	Ag004G335670, Ag001G036190, Ag003G252320
OG0000154	Om002G065770, Om004G147300, Om004G147290, Om002G052020, Om002G052040, Om001G020420	Ag003G268730, Ag005G477100, Ag005G477120
OG0000154	Om005G196960	Ag004G324480
OG0000154	Om002G056330	Ag005G471090
OG0000154	Om003G097980, Om003G097590	Ag004G346200, Ag003G229140, Ag006G559560, Ag001G016820, Ag004G379660, Ag001G072580, Ag001G026120
OG0000154	Om004G147280	Ag002G177350
OG0000154	Om002G052000	Ag005G407000
OG0000154	Om004G175620	Ag006G493360
OG0000154	Om004G175630	Ag006G507750, Ag006G508580, Ag006G493020
OG0000155	Om001G007100	Ag006G564870
OG0000155	Om002G055620	Ag005G471860
OG0000156	Om008G321900, Om008G321910	Ag002G201950
OG0000156	Om008G322030	Ag002G201930
OG0000156	Om008G321950, Om008G321940	Ag002G201900
OG0000156	Om004G146270, Om008G321930, Om001G022080	Ag002G201920
OG0000156	Om008G322040	Ag002G201850
OG0000156	Om008G322020	Ag002G201820, Ag002G201830, Ag002G201880
OG0000157	Om001G032790, Om001G032520, Om008G334520, Om008G334530, Om002G083660	Ag006G537650, Ag002G142330, Ag002G143730
OG0000157	Om008G326040, Om008G355750	Ag004G346210, Ag003G229150, Ag004G369290
OG0000158	Om004G142800	Ag006G505780
OG0000158	Om001G012390, Om001G033100, Om001G033130	Ag006G563590
OG0000160	Om006G260300, Om005G203330, Om001G023460, Om002G054080, Om003G092480	Ag005G472280, Ag008G719090
OG0000161	Om006G236100, Om006G236170	Ag008G725260
OG0000161	Om004G175180	Ag007G588370
OG0000161	Om007G278440	Ag007G588360
OG0000161	Om004G167210, Om006G249300	Ag007G601560, Ag007G601540, Ag007G601790
OG0000162	Om003G125400, Om003G125370	Ag001G075290
OG0000162	Om003G125390	Ag001G092940
OG0000162	Om003G125170	Ag001G092930
OG0000162	Om003G125360	Ag001G093020
OG0000162	Om003G125450	Ag001G093040
OG0000162	Om003G125240	Ag001G092990
OG0000162	Om003G125350	Ag001G093000, Ag001G093010
OG0000162	Om003G125220, Om003G125200, Om003G125180, Om003G125210	Ag001G092570
OG0000162	Om008G322780, Om008G322790	Ag002G200850, Ag002G200800
OG0000162	Om008G322800	Ag002G200830, Ag002G200780
OG0000162	Om005G207480	Ag002G200840, Ag002G200790
OG0000164	Om001G003920, Om001G003900	Ag006G571470, Ag006G571400
OG0000164	Om001G021910, Om004G130990, Om004G130020	Ag006G571310
OG0000164	Om001G039840	Ag005G487250, Ag003G293940
OG0000164	Om001G039830	Ag003G293740, Ag003G293690, Ag003G293790
OG0000165	Om005G200180, Om007G315340	Ag004G356120, Ag007G623920, Ag006G522660, Ag001G100400, Ag006G498640, Ag007G624740
OG0000165	Om003G124770	Ag005G463710
OG0000165	Om006G266420	Ag001G093340, Ag003G208890
OG0000167	Om001G004410	Ag006G570230
OG0000167	Om001G004360	Ag006G570320
OG0000167	Om001G004340	Ag006G570400, Ag006G570410
OG0000171	Om005G189280	Ag004G312300
OG0000171	Om003G127920	Ag008G670170
OG0000171	Om008G319870	Ag002G204880
OG0000171	Om005G207720	Ag004G345150
OG0000171	Om005G220880	Ag004G371850
OG0000171	Om007G301020	Ag007G614710
OG0000172	Om003G122950	Ag003G233750, Ag006G550460
OG0000172	Om003G122830, Om003G122840	Ag001G071390, Ag001G071380
OG0000172	Om003G123010	Ag001G081750, Ag001G081700
OG0000172	Om006G260870	Ag001G084760, Ag002G204930, Ag001G089480
OG0000172	Om003G123000	Ag001G089440
OG0000172	Om003G122820, Om006G274300	Ag001G089420
OG0000175	Om002G084540	Ag005G414670
OG0000175	Om006G257450	Ag001G067410
OG0000175	Om001G035510	Ag003G287000
OG0000175	Om005G202200	Ag004G333600
OG0000175	Om002G082840	Ag005G417590
OG0000176	Om001G007740, Om001G007770, Om001G007760	Ag007G579980, Ag007G580670, Ag007G580020, Ag007G606560, Ag007G606540, Ag007G606550, Ag007G606580, Ag003G266210, Ag007G599350, Ag007G599300, Ag007G599320, Ag007G580010, Ag007G580050, Ag007G580060
OG0000176	Om004G147890, Om004G147900, Om004G142560	Ag006G501180, Ag006G500850
OG0000176	Om007G292150	Ag001G031780
OG0000176	Om007G291450	Ag007G580300, Ag005G449360
OG0000177	Om004G151970	Ag003G264860, Ag006G520830, Ag004G380920, Ag001G085090, Ag006G551550, Ag006G540630, Ag008G705850, Ag003G279460, Ag006G506380, Ag004G368170
OG0000178	Om004G174380	Ag008G728690
OG0000178	Om002G066990	Ag002G204370
OG0000178	Om005G220760	Ag001G023930, Ag005G413670
OG0000178	Om004G141920, Om008G329580, Om006G246180, Om005G198130	Ag008G660040
OG0000178	Om003G112640, Om004G157400	Ag006G544680, Ag006G512750, Ag006G491380, Ag002G105210, Ag001G017950, Ag005G404700
OG0000178	Om006G274730	Ag006G515970
OG0000178	Om003G091050	Ag008G690070, Ag004G348000
OG0000178	Om004G155850, Om002G053360, Om005G210720	Ag001G051680
OG0000178	Om004G134680, Om004G134670, Om003G110440, Om002G077640, Om005G199540, Om007G276140, Om004G164470, Om002G068680	Ag002G116410
OG0000180	Om006G261950	Ag003G218330
OG0000180	Om006G243120, Om004G146070	Ag003G219050, Ag003G218310, Ag003G218300, Ag003G218420
OG0000180	Om004G165330, Om004G130470, Om004G151850, Om004G129950, Om005G215490	Ag003G208370, Ag003G226210, Ag003G209790, Ag003G209340, Ag003G210360, Ag003G208950, Ag003G209780, Ag003G206940, Ag003G207300, Ag003G207320, Ag004G327120
OG0000181	Om005G212500	Ag003G251860
OG0000184	Om006G270790	Ag001G075930
OG0000185	Om002G057260	Ag006G535550
OG0000185	Om001G041450, Om008G356330, Om008G319330	Ag002G183070
OG0000185	Om008G337930	Ag004G378920
OG0000187	Om001G028150	Ag003G270350
OG0000187	Om001G030060	Ag003G270310
OG0000187	Om001G033230	Ag003G282640
OG0000187	Om001G030100	Ag003G270250
OG0000187	Om008G336940	Ag002G167770
OG0000187	Om001G028260, Om001G028280	Ag003G270560
OG0000187	Om002G054360	Ag005G474090
OG0000187	Om002G054350	Ag005G474080
OG0000189	Om001G036700, Om002G083170	Ag005G482620
OG0000189	Om006G250870	Ag001G080600
OG0000189	Om001G039670	Ag003G293390
OG0000189	Om001G037310	Ag007G631560, Ag007G631600, Ag007G631490, Ag007G631520, Ag007G631710, Ag007G628720, Ag007G631540, Ag006G508880, Ag006G508840, Ag006G508810, Ag004G355860, Ag003G290270
OG0000189	Om001G038960	Ag003G276230
OG0000189	Om001G037320	Ag003G260770, Ag003G290210
OG0000190	Om008G353940	Ag002G140140
OG0000190	Om008G355670	Ag002G128820
OG0000190	Om008G353960	Ag002G140040, Ag002G139950
OG0000191	Om005G197150	Ag004G324780
OG0000191	Om005G197140	Ag005G457150
OG0000191	Om002G064270	Ag005G457490, Ag005G457480
OG0000192	Om005G203480	Ag004G336350
OG0000192	Om005G203440	Ag008G727670
OG0000192	Om005G203400	Ag004G336320
OG0000192	Om005G203410	Ag004G336340, Ag004G336360, Ag004G336330
OG0000193	Om008G326490	Ag002G194540
OG0000193	Om005G206290	Ag004G342780
OG0000195	Om006G243060	Ag008G716390
OG0000195	Om008G328660	Ag002G189340
OG0000195	Om003G119760	Ag001G082920
OG0000195	Om007G285150	Ag007G646090, Ag007G597730
OG0000196	Om007G289450	Ag004G304260, Ag004G304230
OG0000196	Om007G289440	Ag004G304250
OG0000196	Om005G183260, Om008G337540	Ag004G304870
OG0000197	Om008G330910	Ag002G146040
OG0000197	Om001G002150	Ag006G538160, Ag006G565760
OG0000197	Om004G163020	Ag004G326930
OG0000200	Om004G141410	Ag004G373550, Ag004G374020, Ag004G373600, Ag004G373590, Ag004G374070, Ag004G377440, Ag001G035370
OG0000200	Om003G096320, Om003G096270, Om003G096260, Om001G015930	Ag005G410100, Ag006G550880, Ag006G550560, Ag001G017960
OG0000200	Om002G066490, Om002G066530	Ag005G450770, Ag005G450790, Ag005G450780, Ag005G450760
OG0000200	Om005G183320, Om005G183380	Ag004G304970, Ag005G437560
OG0000201	Om002G070200	Ag005G439850
OG0000201	Om002G070270	Ag005G439680
OG0000201	Om002G070220	Ag005G439760
OG0000201	Om002G070290	Ag005G439610
OG0000201	Om002G070240	Ag005G439740, Ag005G439700
OG0000201	Om002G070280	Ag005G439620
OG0000202	Om002G064090	Ag003G215780, Ag005G457800
OG0000203	Om002G052090	Ag005G466220
OG0000203	Om002G046440	Ag005G405220, Ag005G405230, Ag005G407780
OG0000203	Om003G095370, Om002G055150	Ag006G519280, Ag005G485370, Ag005G485380
OG0000203	Om002G046450, Om002G046460	Ag005G485200, Ag004G387230, Ag004G392530, Ag005G485880
OG0000204	Om002G070990	Ag005G437650
OG0000207	Om008G331300	Ag002G183650
OG0000207	Om003G098840, Om003G098830	Ag001G022600, Ag001G022560
OG0000207	Om004G132740, Om004G132730	Ag003G212990
OG0000208	Om001G040250	Ag003G294530, Ag003G294570, Ag003G294700, Ag003G294540
OG0000209	Om002G062100	Ag005G461540
OG0000209	Om005G228040, Om005G227980	Ag004G398980, Ag004G398780, Ag004G398970
OG0000209	Om005G228150	Ag004G399110, Ag004G398940
OG0000209	Om005G228080	Ag004G398990, Ag004G398790, Ag002G138750
OG0000209	Om005G228050	Ag004G398830
OG0000210	Om001G032060, Om001G032100	Ag003G280570, Ag003G273400
OG0000210	Om007G278540	Ag007G588470
OG0000210	Om007G278560	Ag007G588480
OG0000213	Om004G141230, Om005G208800	Ag003G236750, Ag003G236500, Ag003G236780, Ag003G236530
OG0000213	Om001G036460, Om001G036440, Om001G036450	Ag003G288980
OG0000214	Om007G281030	Ag007G604980
OG0000214	Om004G145430, Om004G136700, Om004G136680, Om004G145470	Ag006G510210
OG0000216	Om001G008700	Ag006G554100, Ag006G554110
OG0000216	Om003G116290, Om001G008720, Om006G250260	Ag006G554130
OG0000218	Om005G195550	Ag004G322150
OG0000218	Om005G195570	Ag004G322240, Ag004G322160
OG0000218	Om005G195580	Ag004G322180, Ag004G322280, Ag004G322290
OG0000218	Om001G010920	Ag006G542090, Ag006G547060
OG0000218	Om004G138180	Ag005G439660
OG0000218	Om006G241660	Ag008G689600, Ag002G177290
OG0000219	Om005G213260	Ag004G357760
OG0000219	Om007G282230	Ag007G593670
OG0000219	Om008G350180, Om006G237850	Ag008G724120
OG0000220	Om007G276730, Om007G315520	Ag002G172490
OG0000220	Om004G175360, Om004G175350, Om004G175400	Ag002G179690
OG0000221	Om002G088910	Ag004G396450
OG0000224	Om004G134610	Ag003G217190, Ag003G217140, Ag003G217540
OG0000224	Om004G134620	Ag003G217240
OG0000224	Om004G134640	Ag003G217560, Ag003G217550
OG0000224	Om004G134630	Ag001G013260, Ag003G217250, Ag003G217260, Ag003G217440, Ag003G217450
OG0000224	Om005G225780	Ag004G383650
OG0000225	Om007G289780	Ag007G582050
OG0000225	Om007G289840, Om007G289820	Ag007G581990
OG0000225	Om007G289830, Om007G289770	Ag007G581980, Ag007G582060
OG0000226	Om003G097060	Ag004G375340, Ag002G168080, Ag002G140350
OG0000226	Om003G089750	Ag001G000690, Ag004G337830, Ag005G429260, Ag005G429270, Ag001G000670
OG0000226	Om002G080610	Ag001G000200
OG0000228	Om005G207000	Ag004G344120
OG0000228	Om005G207070	Ag004G344160
OG0000228	Om005G207040	Ag004G344130
OG0000229	Om001G024890	Ag003G258920, Ag003G258260
OG0000229	Om001G024880	Ag003G260280
OG0000229	Om001G024900	Ag003G258250, Ag003G258930
OG0000229	Om001G026580	Ag003G260760
OG0000229	Om003G126740	Ag001G094970
OG0000229	Om004G132520, Om001G025160	Ag003G259310
OG0000229	Om001G027780	Ag003G268910, Ag004G309080, Ag003G268890, Ag003G268880
OG0000230	Om004G137280, Om004G137390, Om004G137300, Om004G137400	Ag003G223650, Ag003G223730
OG0000231	Om006G259610	Ag001G058920
OG0000232	Om004G153390, Om018G374050, Om002G054380	Ag001G011980, Ag001G025350, Ag005G473990, Ag005G474010, Ag005G474060, Ag006G511920, Ag005G474020, Ag005G473970, Ag001G083150
OG0000233	Om001G036910	Ag003G243370
OG0000234	Om006G252380	Ag001G076970
OG0000234	Om006G252400	Ag001G076940
OG0000234	Om006G252410	Ag001G076930
OG0000234	Om004G161230	Ag007G612020
OG0000235	Om002G062820	Ag005G460880
OG0000235	Om003G105340, Om003G105350, Om002G062840	Ag005G460820, Ag005G460830, Ag005G460800
OG0000236	Om006G242740	Ag008G716730, Ag008G716740, Ag008G716760
OG0000242	Om002G081640	Ag005G419410
