Orthogroup	Odontarrhena_muralis	Cardamine_glauca
OG0000356	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030	Cg008G306390, Cg008G306550
OG0000358	Om005G181310, Om007G277860	Cg006G242200
OG0000358	Om007G277850	Cg008G289880
OG0000359	Om007G290360, Om007G290370	Cg006G216530, Cg006G216520, Cg006G216510, Cg005G172180, Cg005G172170
OG0000360	Om006G230130	Cg003G114870
OG0000360	Om006G230170	Cg003G114860
OG0000361	Om002G054940	Cg004G127210
OG0000361	Om004G172990	Cg008G285160
OG0000362	Om005G182040	Cg006G241490
OG0000363	Om002G082440	Cg004G145460
OG0000363	Om004G151750	Cg006G201850
OG0000363	Om004G151760, Om005G220950, Om008G341070	Cg006G201860
OG0000368	Om001G038080, Om001G038070	Cg001G002850
OG0000368	Om001G038000	Cg001G002860
OG0000368	Om001G038110	Cg001G002830
OG0000370	Om005G198190	Cg006G228950
OG0000371	Om008G319770	Cg006G220780, Cg005G158480
OG0000371	Om008G319760	Cg005G158470
OG0000372	Om004G135750	Cg001G013540, Cg001G013550, Cg001G013560
OG0000374	Om003G096590, Om003G096580	Cg006G203210, Cg006G203180, Cg006G203200, Cg006G203220, Cg006G203250, Cg006G203260, Cg006G203240, Cg006G203230, Cg006G203190, Cg006G198280, Cg006G198270, Cg006G198290
OG0000377	Om005G221490, Om005G221480, Om005G221450, Om005G221440	Cg007G249720
OG0000377	Om005G221520	Cg007G249710
OG0000382	Om005G187240	Cg006G236900
OG0000383	Om007G289040, Om007G289010	Cg006G217970
OG0000384	Om002G061100	Cg004G131950
OG0000386	Om006G254890, Om006G254870, Om006G254900	Cg002G053290
OG0000386	Om006G254880	Cg002G053280
OG0000387	Om008G325420	Cg005G162800
OG0000390	Om006G238000, Om001G007860	Cg008G303200
OG0000390	Om002G064160, Om004G151070	Cg002G062740
OG0000391	Om005G204840	Cg006G223560, Cg006G223590
OG0000391	Om005G199920	Cg006G223610
OG0000391	Om005G204810, Om005G204820	Cg006G223580
OG0000392	Om006G259010	Cg002G056660
OG0000392	Om006G258990	Cg002G056620, Cg002G056600
OG0000392	Om004G166970	Cg001G037860, Cg001G037810
OG0000393	Om002G064150, Om002G064120	Cg003G086190, Cg003G086120
OG0000396	Om006G270400	Cg001G030810, Cg002G069030
OG0000396	Om002G084480	Cg002G069060
OG0000398	Om002G057980	Cg008G310730
OG0000398	Om002G057970	Cg004G129510
OG0000398	Om003G090820, Om003G090840	Cg006G195010
OG0000400	Om001G026500	Cg004G145190
OG0000403	Om005G220580	Cg007G250650, Cg007G250640
OG0000404	Om006G255780, Om008G337600, Om004G170670, Om002G054990	Cg002G054180, Cg008G286930, Cg004G127240, Cg005G170410
OG0000406	Om007G297520	Cg008G297220
OG0000406	Om002G044530	Cg004G118250
OG0000407	Om005G226340, Om005G225250	Cg007G246870
OG0000407	Om007G300530	Cg008G295160
OG0000410	Om005G222940	Cg007G249100
OG0000411	Om005G224040	Cg007G248450
OG0000411	Om008G354000	Cg003G093460, Cg003G080490
OG0000411	Om001G008360	Cg001G019000
OG0000412	Om003G116310	Cg003G101880
OG0000413	Om002G057770	Cg004G129370
OG0000413	Om003G119170	Cg003G104010
OG0000415	Om004G162740	Cg008G292540
OG0000416	Om005G227300, Om004G176330, Om007G280020, Om007G280180	Cg005G174990, Cg005G174850
OG0000416	Om005G182990	Cg006G240670
OG0000417	Om002G073380	Cg004G141850
OG0000419	Om001G040100	Cg008G310850, Cg008G309170
OG0000421	Om001G026550, Om001G026540, Om007G294470, Om001G013810	Cg001G039140, Cg001G039040
OG0000422	Om005G187620, Om005G187610	Cg001G020210, Cg006G236580
OG0000422	Om005G187660	Cg006G236570, Cg006G236560
OG0000422	Om005G187600, Om005G187590	Cg006G236590
OG0000423	Om004G142290	Cg007G273210
OG0000423	Om003G091160	Cg006G195220
OG0000423	Om002G058490	Cg004G129870
OG0000425	Om003G093760	Cg006G196760, Cg004G145250, Cg004G145230, Cg004G145240
OG0000426	Om004G147980, Om005G215840	Cg006G210120
OG0000427	Om002G047720	Cg004G121350
OG0000427	Om001G021740, Om004G132930	Cg004G145850, Cg007G279320
OG0000427	Om004G132940	Cg005G172930
OG0000429	Om006G240130	Cg008G305090
OG0000429	Om004G164170	Cg008G291690
OG0000429	Om001G029270	Cg001G008100
OG0000430	Om002G082610, Om002G066320	Cg004G152450
OG0000430	Om001G041290	Cg001G005380, Cg005G193810, Cg001G000600
OG0000431	Om005G219170	Cg007G251970
OG0000431	Om005G188470	Cg006G235970
OG0000431	Om005G188450	Cg006G235980
OG0000432	Om003G113900	Cg003G099400
OG0000432	Om003G118170, Om005G204990	Cg003G103300
OG0000435	Om004G163840	Cg006G224010
OG0000436	Om006G250310	Cg003G104180
OG0000436	Om001G024370	Cg001G011130
OG0000436	Om002G087440	Cg004G156050
OG0000437	Om001G012410	Cg006G211940
OG0000439	Om005G183450	Cg006G240180, Cg006G240170
OG0000439	Om003G123740	Cg002G047030
OG0000439	Om007G280530	Cg005G175260
OG0000440	Om004G173680, Om007G297020	Cg008G297760
OG0000440	Om006G261750, Om006G261700	Cg004G118570
OG0000441	Om002G062560, Om002G062550	Cg004G132880
OG0000441	Om002G062430	Cg004G132850
OG0000441	Om002G062460	Cg004G132870, Cg004G132860
OG0000442	Om008G323220	Cg005G192980, Cg007G247910
OG0000443	Om003G118670, Om004G142810, Om004G142760	Cg007G272740, Cg007G272730
OG0000446	Om006G235370	Cg003G110320
OG0000446	Om006G274450	Cg002G074360
OG0000446	Om005G194520	Cg006G231520
OG0000447	Om002G060230	Cg004G131200
OG0000447	Om007G288920	Cg006G218040
OG0000448	Om008G361730	Cg008G324500
OG0000448	Om008G361700	Cg008G324490
OG0000448	Om008G361720	Cg008G324510
OG0000449	Om006G267260	Cg002G061250
OG0000449	Om006G245560	Cg003G107590
OG0000449	Om006G267270	Cg002G061240
OG0000449	Om006G245570	Cg003G107580
OG0000454	Om003G113950, Om003G113940, Om003G113960	Cg003G099450
OG0000456	Om001G027150	Cg002G056050, Cg002G056060, Cg005G187000
OG0000460	Om001G008580	Cg001G018880
OG0000460	Om005G220920	Cg005G157890
OG0000461	Om005G177550	Cg006G245460
OG0000461	Om005G177540	Cg006G245470
OG0000463	Om001G005850	Cg002G060570, Cg002G060480
OG0000466	Om004G174390	Cg005G169700, Cg005G160230, Cg008G284120
OG0000468	Om006G252980	Cg002G051880
OG0000468	Om007G278880	Cg005G173840
OG0000468	Om008G332830	Cg005G167330
OG0000471	Om007G289290	Cg006G217740, Cg006G217720, Cg006G217730
OG0000472	Om007G316650, Om007G316670	Cg001G040820
OG0000472	Om007G316690, Om003G102350, Om007G316680, Om007G316660	Cg001G040810, Cg001G040800
OG0000474	Om006G261160, Om006G238310	Cg002G057990, Cg005G190550, Cg001G009730
OG0000483	Om003G117450	Cg003G102670
OG0000487	Om007G278330	Cg004G120040, Cg005G173270, Cg006G241950
OG0000488	Om006G246280, Om008G324620, Om006G256140, Om004G176270	Cg002G054460
OG0000489	Om002G047940, Om002G047950, Om002G047930, Om002G047960	Cg004G121500, Cg004G121510
OG0000490	Om005G178960	Cg006G244130, Cg006G244120
OG0000491	Om003G104850	Cg008G302450
OG0000495	Om006G264590, Om006G264500	Cg005G191210
OG0000497	Om004G146680	Cg008G309780, Cg008G311600
OG0000497	Om008G341800	Cg006G209790
OG0000498	Om003G114860	Cg003G100300
OG0000498	Om008G361860, Om001G021660	Cg001G012780, Cg006G218710
OG0000499	Om001G002040, Om002G075590	Cg001G022510
OG0000499	Om004G133290	Cg007G279080
OG0000499	Om002G059420	Cg004G130580
OG0000500	Om008G357480	Cg008G321810
OG0000500	Om008G357420	Cg008G321740
OG0000501	Om007G291470	Cg006G209830
OG0000504	Om001G012750, Om002G052110, Om008G332030	Cg004G125100
OG0000505	Om006G239820, Om006G239880	Cg008G304760, Cg008G304720, Cg008G304710
OG0000506	Om005G205820	Cg008G286990
OG0000507	Om005G228660	Cg007G245970, Cg007G245960, Cg007G245940, Cg008G320160
OG0000508	Om008G332530	Cg005G170330, Cg005G169030
OG0000509	Om003G103700	Cg006G201540, Cg001G024650
OG0000509	Om007G275840	Cg001G024640
OG0000510	Om005G220900	Cg007G250480, Cg007G250500
OG0000511	Om003G101890	Cg001G026600
OG0000511	Om005G224850	Cg007G247860
OG0000512	Om001G010440	Cg001G017530
OG0000513	Om008G335560, Om006G254410	Cg002G052890
OG0000513	Om006G267240	Cg002G061210
OG0000513	Om006G245660	Cg003G107510
OG0000516	Om002G081900	Cg001G039660
OG0000520	Om008G321740	Cg009G325440, Cg008G313690
OG0000520	Om001G027250, Om008G321750	Cg002G045640
OG0000521	Om008G344260	Cg003G085930
OG0000521	Om005G204880	Cg007G278940
OG0000522	Om001G011810	Cg006G212930
OG0000523	Om008G320780, Om008G320790	Cg005G159230
OG0000523	Om007G288290	Cg006G218660
OG0000524	Om002G050640	Cg004G123940
OG0000524	Om002G050630	Cg008G312990
OG0000525	Om004G133010	Cg007G279230
OG0000525	Om005G198050	Cg006G228960
OG0000525	Om002G059840	Cg004G130910
OG0000525	Om003G092800	Cg006G196190
OG0000526	Om006G263940	Cg002G059250
OG0000526	Om006G263950	Cg002G059300
OG0000533	Om004G155930	Cg005G193250
OG0000534	Om005G224370	Cg007G248240, Cg007G248260, Cg007G248310, Cg007G248250
OG0000535	Om005G222110	Cg002G074680, Cg007G250270
OG0000535	Om006G274720	Cg002G074710
OG0000537	Om007G302270	Cg003G094580, Cg003G079430
OG0000537	Om003G104980	Cg001G031430
OG0000538	Om008G324960	Cg005G162220
OG0000538	Om008G324980	Cg005G162230
OG0000539	Om006G228950	Cg007G251010
OG0000540	Om007G282450	Cg005G177450
OG0000540	Om007G282480, Om007G282490	Cg005G177500, Cg005G177490
OG0000542	Om007G298840	Cg008G296420
OG0000542	Om003G099070	Cg006G200890
OG0000542	Om002G043870	Cg004G117700
OG0000543	Om001G016240, Om001G004280, Om001G013170	Cg005G190410, Cg005G189960, Cg005G190420, Cg005G190000, Cg005G189950, Cg005G190430, Cg005G189990, Cg005G190400, Cg005G189970, Cg005G190020, Cg005G189980
OG0000544	Om005G182550, Om005G182520	Cg006G241110
OG0000544	Om005G182540	Cg006G241100
OG0000545	Om004G138860, Om004G138840, Om004G138850	Cg007G275530
OG0000545	Om004G138820, Om004G138830	Cg007G275520, Cg007G275510
OG0000546	Om002G083470	Cg004G152970, Cg004G152950, Cg004G152920, Cg004G152930, Cg004G152960, Cg004G152940
OG0000550	Om008G337580	Cg005G170400
OG0000551	Om006G232640	Cg003G112680
OG0000551	Om001G040480	Cg001G001200
OG0000551	Om004G166290	Cg008G290260
OG0000552	Om008G319960	Cg006G222430
OG0000552	Om003G127880	Cg005G175630, Cg002G044370
OG0000554	Om001G002110, Om005G222990	Cg007G248970
OG0000555	Om008G352870, Om008G352880, Om001G004330	Cg003G081530
OG0000556	Om002G049820	Cg004G123180
OG0000556	Om002G074570	Cg004G142770
OG0000557	Om003G124890, Om003G124880	Cg002G046330
OG0000557	Om008G322980	Cg005G161030, Cg005G161040
OG0000558	Om005G225770	Cg005G164050, Cg005G163680
OG0000558	Om008G337590	Cg005G164040
OG0000558	Om008G327270	Cg005G164030
OG0000559	Om004G174990	Cg008G283670
OG0000559	Om004G175040	Cg008G284340
OG0000560	Om006G246000	Cg003G107170
OG0000561	Om006G232200	Cg008G302100, Cg003G090310, Cg003G095750, Cg003G113090, Cg003G113110
OG0000562	Om002G048170	Cg004G121670
OG0000562	Om007G301050	Cg008G294850
OG0000562	Om007G294310	Cg008G306290
OG0000564	Om001G028220	Cg001G008860
OG0000564	Om003G093660, Om003G093650, Om003G093640	Cg005G189640, Cg005G189660
OG0000565	Om005G208350	Cg008G295270
OG0000565	Om005G208340	Cg007G270450
OG0000569	Om007G276590	Cg005G171340
OG0000570	Om002G043360	Cg004G117190
OG0000571	Om006G244500	Cg003G108460
OG0000573	Om005G222710	Cg007G249330
OG0000575	Om001G031670, Om001G031700	Cg002G064200
OG0000578	Om005G188980	Cg006G235600
OG0000578	Om005G219910	Cg007G251220
OG0000579	Om003G113910	Cg003G099410
OG0000579	Om007G318320	Cg001G042350
OG0000580	Om008G323800, Om008G323780, Om008G323790, Om008G323750	Cg005G161570
OG0000580	Om008G323810, Om008G323830	Cg005G161580
OG0000582	Om006G243850	Cg008G302230
OG0000582	Om007G284590	Cg005G180390
OG0000584	Om001G022800	Cg001G012010
OG0000585	Om007G290440, Om008G340110, Om002G059620	Cg004G130730, Cg005G172160, Cg006G216450
OG0000586	Om008G342910	Cg008G317030
OG0000587	Om004G158710	Cg014G331710, Cg003G077950
OG0000587	Om008G320250	Cg005G158850
OG0000587	Om005G178890	Cg006G244220
OG0000588	Om002G060100	Cg004G131080
OG0000588	Om008G326370	Cg005G163370
OG0000588	Om003G093150	Cg006G196360
OG0000589	Om006G245680	Cg003G107490
OG0000589	Om006G267230	Cg002G061190, Cg002G061200
OG0000590	Om007G293960	Cg008G306680
OG0000590	Om005G179630	Cg006G243560
OG0000591	Om001G027320	Cg001G009410
OG0000592	Om002G064890, Om002G064880	Cg006G201250, Cg004G134690
OG0000592	Om005G199600	Cg006G227950
OG0000593	Om004G139920	Cg001G026500
OG0000593	Om007G287490, Om007G287500	Cg001G026300
OG0000595	Om006G269050	Cg002G063260
OG0000596	Om007G281450, Om003G117040	Cg003G102460
OG0000598	Om001G004930, Om002G071420	Cg001G020860
OG0000600	Om006G250410	Cg003G104060
OG0000600	Om002G087460	Cg004G156080
OG0000600	Om001G024270	Cg001G011170
OG0000601	Om007G299770	Cg008G295790
OG0000601	Om007G315410	Cg001G039300
OG0000602	Om004G174460	Cg008G284060
OG0000602	Om006G254960	Cg002G053370
OG0000602	Om002G052520	Cg004G125440
OG0000604	Om003G128580, Om008G319190	Cg002G043840
OG0000604	Om007G285830	Cg001G015890
OG0000605	Om004G140130	Cg007G274490
OG0000606	Om002G061700	Cg004G132340
OG0000606	Om004G129810	Cg007G281550
OG0000606	Om003G094590	Cg006G197370
OG0000607	Om002G066240	Cg004G135710
OG0000608	Om003G120910	Cg002G048590
OG0000608	Om004G153420, Om018G374080, Om003G120920	Cg002G048610
OG0000609	Om001G034210	Cg001G005110
OG0000609	Om001G033820	Cg001G005120
OG0000612	Om008G327550, Om005G188550	Cg007G251640
OG0000613	Om002G043790	Cg004G117600
OG0000614	Om004G167200, Om004G167190	Cg003G083720, Cg003G083730
OG0000615	Om002G084910	Cg004G154140
OG0000615	Om001G035770	Cg001G003930
OG0000615	Om006G257560	Cg002G055630
OG0000616	Om006G244670	Cg003G108360
OG0000617	Om004G159110	Cg014G331930, Cg003G077690, Cg014G331920, Cg003G077700
OG0000617	Om004G158130	Cg014G332730, Cg003G076870
OG0000618	Om004G133000	Cg007G279240
OG0000618	Om001G020760	Cg001G013140
OG0000619	Om008G335990	Cg005G169350
OG0000619	Om006G254680	Cg002G053130
OG0000620	Om007G289350, Om005G200260	Cg006G227500
OG0000620	Om004G140080	Cg007G274540
OG0000621	Om001G034690, Om008G350020, Om005G199690	Cg001G035510, Cg007G255970
OG0000622	Om004G145830, Om004G145910	Cg005G192750
OG0000625	Om002G043480	Cg004G117350
OG0000626	Om002G081100	Cg007G246710
OG0000627	Om001G018740	Cg007G266770, Cg001G013990
OG0000627	Om003G117480	Cg003G102720
OG0000628	Om004G134080	Cg007G278590
OG0000628	Om002G065810	Cg004G135400, Cg006G208420
OG0000630	Om005G221290	Cg001G037880, Cg001G037840, Cg001G037850, Cg001G037890, Cg007G264980, Cg001G037920, Cg001G037910, Cg001G037900
OG0000632	Om008G322280	Cg003G076000, Cg002G045850
OG0000633	Om006G268280	Cg002G066750
OG0000633	Om004G129890	Cg007G281520
OG0000635	Om007G280320	Cg007G251250, Cg005G175120
OG0000636	Om004G171070	Cg008G286670
OG0000636	Om004G171040, Om004G171060	Cg005G180860, Cg008G286680, Cg008G286690
OG0000639	Om001G003060, Om001G003300, Om001G003110	Cg001G021660
OG0000641	Om002G069900, Om008G350820	Cg004G138840
OG0000642	Om007G315380	Cg001G039280, Cg001G039290
OG0000645	Om005G206760	Cg001G027980, Cg002G058030, Cg001G028010
OG0000645	Om008G329430, Om005G208230	Cg001G028030
OG0000646	Om006G269470	Cg002G068200
OG0000646	Om002G043170	Cg004G117060
OG0000646	Om007G315500	Cg001G039450
OG0000648	Om003G128400, Om003G128430, Om003G128440	Cg007G250430, Cg002G043950
OG0000649	Om006G253830	Cg006G207250
OG0000649	Om005G204230	Cg006G224150
OG0000649	Om004G136710	Cg007G276770
OG0000650	Om008G359210	Cg008G323240
OG0000650	Om008G359240, Om008G359230, Om008G359250, Om008G359270, Om008G359310	Cg008G323250
OG0000651	Om005G203940	Cg002G059880, Cg003G107620, Cg003G085490, Cg003G085500, Cg003G085520
OG0000652	Om006G237830, Om006G237880, Om006G237860	Cg008G303080, Cg008G303060, Cg008G303090
OG0000653	Om006G242630	Cg008G301300
OG0000654	Om006G246810, Om006G247060, Om006G245900	Cg003G106900, Cg003G106910, Cg003G107260
OG0000655	Om004G139280, Om004G139270, Om002G050770, Om005G194660, Om002G061540, Om002G056020, Om006G240500, Om005G220320, Om009G363040, Om003G099500, Om006G270570	Cg008G312870
OG0000658	Om003G106660, Om007G293840, Om006G254110	Cg008G306770, Cg002G052670, Cg002G070930
OG0000659	Om001G024350	Cg001G011140, Cg003G104130
OG0000660	Om005G185150	Cg006G238730
OG0000660	Om006G246670	Cg002G060220, Cg003G106780
OG0000661	Om007G280270, Om008G327370	Cg005G175080
OG0000662	Om007G299230	Cg008G296140
OG0000662	Om002G043690	Cg004G117510
OG0000662	Om007G299200	Cg008G296150
OG0000663	Om005G211670	Cg007G267970
OG0000663	Om004G147530, Om004G147600	Cg006G219810
OG0000665	Om008G325860, Om008G332120	Cg002G071770
OG0000665	Om006G271910	Cg002G071600, Cg002G071720, Cg002G071730, Cg002G071740, Cg002G071750, Cg002G071760
OG0000669	Om008G323950, Om001G002100, Om001G002090	Cg005G161680
OG0000669	Om002G057870	Cg004G129440
OG0000670	Om001G010780	Cg001G017310
OG0000671	Om006G248300	Cg001G038980, Cg001G038990
OG0000672	Om008G340360	Cg005G172330
OG0000672	Om007G289610	Cg006G217430
OG0000673	Om006G272930	Cg002G072930
OG0000673	Om004G158090	Cg005G190050
OG0000674	Om005G179570	Cg006G243600
OG0000674	Om008G319260	Cg005G158060
OG0000674	Om004G159710	Cg014G331360, Cg003G078290
OG0000675	Om005G196790, Om007G279730	Cg006G229960
OG0000676	Om006G251430	Cg002G050620
OG0000676	Om004G139720	Cg007G274730
OG0000677	Om004G136950, Om004G145150	Cg006G221400, Cg006G221380, Cg006G221390, Cg006G221370
OG0000677	Om001G025590	Cg006G221350, Cg006G221340
OG0000678	Om003G121880	Cg006G214830, Cg006G214880, Cg006G214860, Cg006G214850
OG0000679	Om001G020960, Om001G018760, Om003G114710, Om005G215850	Cg004G134810
OG0000679	Om002G083080	Cg003G087780
OG0000682	Om002G081140	Cg006G202670
OG0000685	Om001G024490	Cg001G011050
OG0000685	Om002G087370	Cg001G014490
OG0000686	Om001G031630, Om001G031650, Om001G031590	Cg008G311460
OG0000686	Om001G031660	Cg001G006490
OG0000687	Om007G275820	Cg001G024670
OG0000687	Om008G322470, Om008G322490	Cg005G160620
OG0000688	Om001G026700, Om002G067310	Cg002G074580
OG0000689	Om005G205310, Om001G012690	Cg006G223150, Cg006G210940, Cg003G084980
OG0000690	Om007G317360, Om007G301600, Om001G010530, Om002G056310	Cg003G092220
OG0000691	Om007G298400	Cg004G132830, Cg004G132800
OG0000692	Om003G122540, Om003G122530	Cg002G047610, Cg002G047600
OG0000692	Om003G122550	Cg002G047590
OG0000692	Om008G326170	Cg005G163150
OG0000693	Om006G251440	Cg002G050630
OG0000695	Om004G140010	Cg007G274590
OG0000696	Om002G061880	Cg004G132450
OG0000696	Om005G195930	Cg006G230630
OG0000697	Om003G096510	Cg006G198930
OG0000698	Om002G052470, Om002G051930	Cg004G125010
OG0000699	Om008G332780, Om008G332690, Om008G338280	Cg001G035790
OG0000700	Om007G282890, Om072G377200	Cg005G177830
OG0000702	Om007G301290	Cg008G294680
OG0000702	Om002G042520	Cg004G116410
OG0000703	Om004G173900	Cg008G284440
OG0000703	Om008G337070	Cg005G170070
OG0000703	Om006G255340	Cg002G053740
OG0000704	Om001G004670, Om001G004680	Cg001G020990
OG0000705	Om008G324600	Cg005G162030
OG0000706	Om006G239960	Cg008G304870, Cg008G304860
OG0000706	Om006G232490	Cg003G112850
OG0000707	Om005G211110	Cg007G268410
OG0000708	Om005G190620	Cg006G234380
OG0000709	Om007G296380	Cg008G322220
OG0000710	Om005G193740, Om005G194960, Om005G193780	Cg006G232190
OG0000711	Om005G226640	Cg006G243760
OG0000712	Om002G049340	Cg004G122720
OG0000712	Om001G029690	Cg001G007710
OG0000713	Om003G095190, Om008G340040	Cg005G172650
OG0000714	Om005G213220	Cg007G266550
OG0000715	Om008G353360	Cg003G081200, Cg003G081210
OG0000716	Om005G211830, Om008G328670	Cg001G035590, Cg001G035630, Cg001G035640
OG0000719	Om006G245640	Cg003G107520
OG0000720	Om003G128230	Cg002G044040
OG0000720	Om004G159420	Cg014G331600, Cg003G078090
OG0000720	Om008G319350	Cg006G243670
OG0000721	Om004G159540	Cg014G331440, Cg003G078210
OG0000722	Om005G208970	Cg007G270140
OG0000722	Om005G194430	Cg006G231610
OG0000723	Om007G294640	Cg008G306000
OG0000724	Om006G252130, Om006G252070, Om006G252080, Om006G252100, Om006G252120	Cg007G268070
OG0000726	Om001G037180, Om001G037210	Cg008G311850, Cg008G306710, Cg002G066420
OG0000726	Om008G358900	Cg004G150170
OG0000726	Om007G288770	Cg004G151710
OG0000726	Om008G354650	Cg004G142450, Cg005G190590, Cg005G191890, Cg005G191900
OG0000728	Om007G295340	Cg008G299110
OG0000730	Om006G274110	Cg002G074010
OG0000730	Om005G193950	Cg006G231930
OG0000731	Om008G338660	Cg002G072510
OG0000732	Om006G255490	Cg002G053890
OG0000734	Om006G235570	Cg003G110100, Cg003G110110, Cg002G059770
OG0000735	Om003G118240	Cg003G103340
