Orthogroup	Odontarrhena_muralis	Arabidopsis_thaliana
OG0000352	Om008G360290, Om008G360530, Om008G360690, Om008G360810, Om008G360300, Om008G360820, Om008G360270, Om008G360790, Om008G360500, Om008G360670	AT1G80470.1
OG0000355	Om004G131070	AT1G80960.1
OG0000355	Om004G138140, Om005G184710	AT1G67390.1
OG0000355	Om004G138150	AT3G43410.1, AT5G35945.1
OG0000356	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1
OG0000358	Om005G181310, Om007G277860	AT1G04270.1
OG0000358	Om007G277850	AT5G09490.1
OG0000359	Om007G290360, Om007G290370	AT1G29920.1, AT1G29910.1, AT1G29930.1, AT2G34420.1, AT2G34430.1
OG0000360	Om006G230130	AT5G66890.1
OG0000360	Om006G230150	AT5G66900.2
OG0000360	Om006G230180	AT5G66910.1
OG0000361	Om002G054940	AT3G11480.1
OG0000361	Om004G172990	AT5G04370.2
OG0000361	Om006G229500	AT5G66430.1
OG0000363	Om004G151760, Om005G220950, Om008G341070	AT5G33406.1
OG0000368	Om001G038080, Om001G038070	AT4G37330.1
OG0000368	Om001G038000	AT4G37320.1
OG0000368	Om001G038090	AT1G66540.1
OG0000368	Om001G038110	AT4G37370.1
OG0000369	Om006G245620	AT1G07770.1, AT5G59850.1
OG0000370	Om005G198190	AT1G17020.1
OG0000370	Om005G198070	AT1G17010.1
OG0000371	Om008G319770	AT1G26540.1, AT2G47230.2
OG0000372	Om004G135750	AT4G27170.1, AT4G27140.1, AT4G27160.1, AT4G27150.1
OG0000374	Om003G094990	AT1G47600.1, AT1G51470.1
OG0000377	Om005G221490, Om005G221480, Om005G221450, Om005G221440	AT1G60710.1
OG0000377	Om005G221520	AT1G60750.1
OG0000382	Om005G179390	AT4G02080.1
OG0000382	Om005G187240	AT1G09180.1
OG0000383	Om007G289040, Om007G289010	AT1G28610.2, AT1G28600.1, AT1G31550.2
OG0000383	Om007G289000	AT2G27360.1
OG0000384	Om002G061090	AT1G28030.1
OG0000384	Om003G093990	AT1G52810.1
OG0000386	Om006G254890, Om006G254870, Om006G254900	AT3G53280.1
OG0000386	Om006G254880	AT3G53290.1, AT3G53305.1, AT3G53300.1, AT5G35715.1
OG0000387	Om008G325420	AT4G17780.1
OG0000388	Om007G313410	AT3G30430.1, AT2G35280.1, AT1G36030.1
OG0000389	Om003G121980	AT3G58340.1
OG0000390	Om006G238000, Om001G007860	AT2G02290.1, AT5G23470.1
OG0000390	Om002G066980	AT2G04930.1, AT3G19595.1
OG0000390	Om002G064160, Om004G151070	AT3G17550.1
OG0000391	Om005G204840	AT1G22400.1
OG0000391	Om005G199920	AT1G22340.1
OG0000391	Om005G204830	AT1G22380.1
OG0000391	Om005G204810, Om005G204820	AT1G22370.2, AT1G22360.1
OG0000392	Om006G258990	AT3G50290.1
OG0000392	Om004G166970	AT5G38130.1
OG0000393	Om002G064150, Om002G064120	AT3G24700.2
OG0000396	Om006G270400	AT3G28345.1
OG0000398	Om003G090820, Om003G090840	AT1G55210.1
OG0000400	Om001G026500	AT3G28330.1
OG0000403	Om005G220580	AT1G60280.1, AT1G60380.1, AT1G60340.1, AT1G60300.1, AT1G60350.1
OG0000404	Om006G255780, Om008G337600, Om004G170670, Om002G054990	AT3G11510.1, AT2G36160.1, AT3G52580.1
OG0000405	Om005G214510	AT4G20220.1
OG0000406	Om007G297520	AT5G16970.1, AT5G16980.2, AT5G16990.1, AT5G17000.1
OG0000406	Om002G044530	AT3G03080.1
OG0000407	Om005G226340, Om005G225250	AT1G31000.1
OG0000410	Om005G222950	AT1G61420.2, AT1G61460.1
OG0000411	Om005G224040	AT1G62040.1
OG0000411	Om008G354000	AT4G04620.1
OG0000411	Om001G008360	AT4G21980.2
OG0000412	Om003G116310	AT5G54640.1
OG0000412	Om002G068560	AT3G20670.1
OG0000412	Om003G096220	AT1G51060.1
OG0000413	Om002G057770	AT3G13520.1
OG0000413	Om003G119170	AT5G56540.1
OG0000413	Om003G090580	AT1G55330.1
OG0000414	Om001G006250	AT4G20800.1
OG0000415	Om004G162740	AT5G12090.1
OG0000415	Om008G326430	AT2G42550.1
OG0000416	Om005G227300, Om004G176330, Om007G280020, Om007G280180	AT2G31862.1, AT2G31720.1, AT2G18810.1
OG0000417	Om002G073380	AT3G23950.1, AT3G23970.1
OG0000420	Om001G024600, Om001G024620, Om001G024670, Om001G024630, Om001G024610, Om001G032410	AT4G29550.1
OG0000421	Om001G026550, Om001G026540, Om007G294470, Om001G013810	AT5G39150.1, AT5G39180.1, AT5G39120.1, AT5G39110.1, AT5G39100.1, AT5G39160.1, AT5G39190.1, AT5G39130.1
OG0000422	Om005G187620, Om005G187610	AT1G09500.1
OG0000422	Om005G187660	AT1G09510.1
OG0000422	Om005G187600, Om005G187590	AT1G09480.1, AT1G09490.1
OG0000423	Om004G142290	AT1G72730.1
OG0000423	Om003G091160	AT1G54270.1
OG0000423	Om002G058490	AT3G13920.5
OG0000424	Om002G075860	AT4G03505.1
OG0000424	Om003G090900, Om003G090070, Om003G090080, Om003G090090	AT4G03440.1
OG0000424	Om007G293140	AT4G03470.1
OG0000424	Om006G230630, Om007G292750, Om006G230620	AT4G05040.1, AT4G14400.1, AT4G14390.1
OG0000425	Om003G093760	AT1G52970.1
OG0000426	Om004G147980, Om005G215840, Om001G018750	AT2G07290.1
OG0000427	Om007G317740	AT1G78635.1
OG0000427	Om001G021740, Om004G132930	AT1G78640.1
OG0000427	Om004G132940	AT2G33720.1
OG0000429	Om006G240130	AT5G25400.1
OG0000429	Om004G164170	AT5G11230.1
OG0000429	Om001G029270	AT4G32390.1
OG0000430	Om002G082610, Om002G066320	AT2G16600.1
OG0000430	Om001G041290	AT4G34870.1, AT2G21130.1, AT4G38740.1
OG0000431	Om005G219170	AT1G58360.1
OG0000431	Om005G188470	AT1G10010.2
OG0000432	Om003G113900	AT5G52640.1
OG0000432	Om003G118170, Om005G204990	AT5G56030.2, AT5G56010.1, AT5G56000.1
OG0000435	Om004G163840	AT1G18770.1
OG0000436	Om006G250310	AT4G26230.1, AT5G56710.1
OG0000436	Om002G087440	AT2G19740.1
OG0000437	Om001G012410	AT1G33590.2
OG0000439	Om005G183450	AT1G06020.1, AT1G06030.1
OG0000439	Om003G123740	AT3G59480.1
OG0000439	Om007G280530	AT2G31390.1
OG0000440	Om007G297020	AT5G17470.1
OG0000440	Om006G261750, Om006G261700	AT3G03410.1
OG0000441	Om002G062560, Om002G062550	AT3G16460.1
OG0000441	Om002G062430	AT3G16430.1, AT3G16420.1
OG0000441	Om002G062460	AT3G16450.1, AT3G16440.2
OG0000442	Om001G041180	AT4G38870.1
OG0000442	Om008G323220	AT2G21930.2
OG0000446	Om006G235370	AT5G62540.1
OG0000446	Om006G274450	AT2G02760.1
OG0000446	Om005G194520	AT1G14400.1
OG0000447	Om002G060230	AT3G15060.1
OG0000447	Om007G288920	AT1G28550.1
OG0000448	Om008G361730	AT5G46960.1, AT5G46950.1
OG0000448	Om008G361700	AT5G46940.1
OG0000448	Om008G361720	AT5G46930.1, AT5G46970.1
OG0000449	Om006G267260	AT3G46010.2
OG0000449	Om006G245560	AT5G59890.1
OG0000449	Om006G267270	AT3G46000.2
OG0000449	Om006G245570	AT5G59880.1
OG0000452	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910	AT5G48070.1
OG0000453	Om003G095410, Om007G317460	AT3G45920.1
OG0000454	Om003G113950, Om003G113940, Om003G113960	AT5G52770.1
OG0000456	Om001G027150	AT4G13390.1
OG0000456	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680	AT5G35190.2
OG0000460	Om001G008580	AT4G22100.1
OG0000460	Om005G220920	AT1G45191.1
OG0000461	Om005G177550	AT1G02190.1
OG0000461	Om005G177540	AT1G02205.3
OG0000463	Om001G005850	AT3G46650.1, AT3G46680.1
OG0000466	Om004G174390	AT5G03390.1
OG0000466	Om005G209820	AT1G68960.1
OG0000467	Om003G122490, Om001G002790, Om008G358800	AT4G18730.1, AT5G45775.2, AT3G58700.1
OG0000468	Om006G252980	AT3G54700.1
OG0000468	Om007G278880	AT2G32830.1
OG0000468	Om008G332830	AT2G38940.1
OG0000471	Om007G289290	AT1G29080.1
OG0000472	Om007G316650, Om007G316670	AT5G40240.2
OG0000472	Om007G316690, Om003G102350, Om007G316680, Om007G316660	AT5G40230.1
OG0000473	Om007G316920	AT5G40382.1
OG0000474	Om006G261160, Om006G238310	AT3G48930.1, AT4G30800.1
OG0000475	Om005G227990	AT1G63190.1
OG0000476	Om004G165260, Om004G165270	AT5G60380.1
OG0000477	Om004G169410, Om002G083900, Om006G247780, Om008G334030	AT5G58420.1
OG0000478	Om002G080510, Om002G080540, Om002G080550	AT1G55947.1
OG0000478	Om002G083030	AT2G16810.1
OG0000481	Om005G223420, Om002G062340	AT1G61730.1, AT4G00390.1
OG0000482	Om005G212960, Om005G212950	AT5G38410.3, AT5G38430.1, AT5G38420.1
OG0000483	Om003G117450	AT5G55410.2
OG0000484	Om001G035850	AT4G36140.1
OG0000487	Om002G046190, Om005G181670, Om007G278330	AT3G04400.1
OG0000488	Om006G246280, Om008G324620, Om006G256140, Om004G176270	AT3G52330.1, AT3G52320.1, AT1G23037.1
OG0000489	Om002G047940, Om002G047950, Om002G047930, Om002G047960	AT3G05685.1
OG0000490	Om005G178960	AT3G04420.1, AT1G02220.1, AT1G02230.1, AT1G02250.1
OG0000491	Om003G104850	AT5G22730.1
OG0000492	Om003G118980	AT2G26860.1
OG0000495	Om006G264600	AT2G25150.1
OG0000495	Om006G264590, Om006G264500	AT2G23510.1
OG0000498	Om003G114860	AT5G53400.1
OG0000498	Om008G361860	AT4G27890.1
OG0000499	Om001G002040, Om002G075590	AT4G18360.1
OG0000499	Om002G059420	AT3G14415.2
OG0000499	Om003G092390	AT3G14420.1
OG0000501	Om007G291470	AT1G35190.1
OG0000501	Om001G008590	AT3G46500.5
OG0000504	Om001G012750, Om002G052110, Om008G332030	AT3G09500.1
OG0000505	Om006G239820, Om006G239880	AT5G25180.1, AT5G25130.1, AT5G25120.1, AT5G25140.1
OG0000506	Om005G205820	AT5G43610.1, AT2G14670.1, AT1G66570.1, AT5G06170.1, AT1G71890.1
OG0000508	Om008G332530	AT2G30615.1, AT2G30385.1, AT1G49790.2
OG0000509	Om003G103700	AT4G16555.1, AT4G16540.1, AT2G03020.1
OG0000509	Om007G275840	AT4G16545.1
OG0000511	Om003G101890	AT4G15160.1
OG0000511	Om005G224850	AT1G62500.1
OG0000512	Om001G010440	AT4G23350.1, AT4G23355.1, AT4G23360.1, AT4G23365.1
OG0000513	Om008G335560	AT3G53610.1
OG0000513	Om006G267240	AT3G46060.1
OG0000513	Om006G245660	AT5G59840.1
OG0000514	Om002G068070	AT3G20360.1
OG0000515	Om003G089490	AT1G56140.1, AT1G56130.2
OG0000520	Om008G321740	AT3G61111.1
OG0000521	Om008G344260	AT4G09000.2
OG0000521	Om005G204880	AT1G78300.1
OG0000522	Om001G011810	AT1G32950.1, AT1G32960.1
OG0000522	Om008G348020	AT4G10510.3
OG0000522	Om008G348080, Om008G348070	AT4G10550.3
OG0000523	Om008G320780, Om008G320790	AT2G46494.1
OG0000523	Om007G288290	AT1G28040.1
OG0000523	Om008G320770	AT2G46495.1
OG0000523	Om003G127080	AT5G36001.1
OG0000523	Om003G127050	AT2G25410.1
OG0000524	Om002G050640	AT3G07840.1
OG0000524	Om002G050630	AT3G07820.1, AT5G48140.1
OG0000525	Om004G133010	AT1G78570.1
OG0000525	Om002G059840	AT3G14790.2
OG0000525	Om003G092800	AT1G53500.1
OG0000526	Om006G263940	AT3G47780.1
OG0000526	Om006G263950	AT3G47740.1
OG0000529	Om006G243980	AT5G22540.1
OG0000529	Om008G331390, Om008G331400	AT3G47250.1, AT3G47200.1, AT3G44710.1, AT3G44700.1
OG0000529	Om006G244040, Om006G244010	AT5G22550.2
OG0000533	Om004G155930	AT2G21580.1
OG0000534	Om005G224370	AT1G62225.1, AT1G62220.1, AT1G62000.1, AT1G62080.1, AT1G62060.1
OG0000535	Om005G222110	AT1G61070.1
OG0000535	Om006G274720	AT2G02120.1
OG0000535	Om008G333800	AT2G02130.1
OG0000537	Om007G302270	AT4G03290.1
OG0000538	Om008G324960	AT2G43590.1
OG0000538	Om008G324980	AT2G43580.1
OG0000539	Om006G228950	AT5G65940.1
OG0000540	Om007G282450	AT2G29490.1
OG0000540	Om007G282460	AT2G29480.1
OG0000540	Om007G282480, Om007G282490	AT2G29460.1
OG0000541	Om007G282620	AT2G29370.1
OG0000542	Om007G298840	AT5G16130.1
OG0000542	Om003G099070	AT1G48830.1
OG0000542	Om002G043870	AT3G02560.1
OG0000543	Om001G016240, Om001G004280, Om001G013170	AT2G24285.2, AT3G42940.1, AT2G24480.1, AT3G28620.1, AT5G43200.1, AT2G24460.1
OG0000544	Om005G182540	AT1G05250.1, AT1G05240.1
OG0000545	Om004G138860, Om004G138840, Om004G138850	AT1G75050.1
OG0000545	Om004G138820, Om004G138830	AT1G75040.1
OG0000546	Om002G083470	AT2G17080.1, AT2G17070.1
OG0000547	Om001G038500, Om001G038550, Om008G330150, Om008G330140, Om001G038480, Om001G038530, Om001G038540, Om007G313700, Om001G038490	AT4G11745.1
OG0000550	Om006G255770	AT2G36170.1, AT3G52590.1
OG0000551	Om006G232640	AT5G64740.1
OG0000551	Om001G040480	AT4G39350.1
OG0000551	Om004G166290	AT5G09870.1
OG0000552	Om008G319960	AT2G47110.1, AT1G23410.1
OG0000552	Om003G127880	AT3G62250.1
OG0000553	Om001G012580	AT1G33890.1
OG0000553	Om001G012520	AT1G33900.1, AT1G33910.1, AT1G33930.1
OG0000554	Om001G002110, Om005G222990	AT1G61580.1
OG0000555	Om008G352870, Om008G352880, Om001G004330	AT4G12150.1, AT4G12140.1, AT4G12220.1, AT4G12210.1, AT4G05350.1
OG0000555	Om002G081550	AT4G12190.1
OG0000556	Om002G049820	AT3G07110.2
OG0000556	Om002G074570	AT3G24830.1
OG0000557	Om003G124890, Om003G124880	AT3G60270.1
OG0000557	Om008G322980	AT2G44790.1
OG0000558	Om005G225770	AT2G41910.1
OG0000558	Om008G327270	AT2G41920.1, AT2G34290.1, AT5G27790.1
OG0000559	Om004G174990	AT5G02910.1
OG0000559	Om004G175040	AT3G28410.1, AT5G02700.1
OG0000560	Om006G246000	AT5G59530.1, AT5G59540.1
OG0000561	Om006G232260, Om006G232240	AT1G77080.8, AT5G65050.3, AT5G65060.1
OG0000562	Om002G048170	AT3G05840.1
OG0000562	Om007G301050	AT5G14640.1
OG0000562	Om007G294310	AT5G26751.1
OG0000563	Om002G081700, Om002G081710, Om002G081690, Om005G196730	AT1G15890.1
OG0000564	Om001G028220	AT5G27100.1, AT4G31710.2
OG0000564	Om003G093660, Om003G093650, Om003G093640	AT2G24720.1, AT2G24710.3
OG0000565	Om005G208350	AT5G15025.1
OG0000565	Om005G208340	AT1G70030.1
OG0000566	Om007G297320, Om006G242250, Om006G242050, Om006G242270, Om002G082780	AT5G20330.1, AT5G20340.1, AT1G33220.1
OG0000567	Om002G063590	AT3G17080.1
OG0000569	Om007G276590	AT2G35250.1
OG0000570	Om002G043360	AT3G02080.1
OG0000570	Om007G299740	AT5G15520.1
OG0000570	Om006G237000	AT5G61170.1
OG0000571	Om006G244500	AT5G60770.1
OG0000571	Om005G186030, Om005G186020	AT1G08100.1
OG0000572	Om004G140900	AT1G58270.1
OG0000573	Om005G222710	AT1G57570.1
OG0000575	Om001G031670, Om001G031700	AT3G44010.1, AT4G33865.1, AT3G43980.1
OG0000578	Om005G188980	AT1G10430.1
OG0000578	Om005G219910	AT1G59830.1
OG0000579	Om007G286810	AT5G52650.1, AT4G25740.1
OG0000579	Om007G318320	AT5G41520.1
OG0000580	Om008G323850	AT2G44220.1
OG0000580	Om008G323740	AT2G44240.1
OG0000582	Om006G243850	AT5G22440.1
OG0000582	Om007G284590	AT2G27530.1
OG0000583	Om005G183560	AT1G06135.1
OG0000583	Om005G183570	AT1G06137.1
OG0000583	Om007G280600, Om007G280610	AT2G31335.1
OG0000584	Om007G292850	AT5G44140.1
OG0000584	Om001G022800	AT4G28510.1
OG0000584	Om002G088330	AT2G20530.1
OG0000585	Om008G340110, Om002G059620	AT2G34480.2
OG0000586	Om002G083340	AT2G16980.4, AT2G16970.2
OG0000586	Om008G342910	AT5G42210.1
OG0000587	Om004G158710	AT4G01480.1
OG0000587	Om008G320250	AT2G46860.1
OG0000587	Om005G178890	AT1G01050.1
OG0000588	Om002G060100	AT3G14940.1
OG0000588	Om008G326370	AT2G42600.1
OG0000588	Om003G093150	AT1G53310.1
OG0000589	Om006G245680	AT5G59820.1
OG0000589	Om006G267230	AT3G46090.1, AT3G46080.1, AT3G46070.1
OG0000590	Om002G047710	AT3G05560.1
OG0000590	Om007G293960	AT5G27770.1
OG0000590	Om005G179630	AT1G02830.1
OG0000591	Om001G027320	AT4G31100.1, AT4G31110.1
OG0000592	Om002G064890, Om002G064880	AT1G48630.1, AT3G18130.1
OG0000592	Om005G199600	AT1G18080.1
OG0000593	Om004G139920	AT1G78500.1
OG0000593	Om007G287490, Om007G287500	AT4G15340.1, AT4G15370.1
OG0000594	Om006G262800	AT3G48300.2
OG0000595	Om006G269050	AT3G44540.1
OG0000595	Om006G243810, Om006G243820	AT5G22420.1
OG0000596	Om007G281510, Om006G241720	AT5G20010.1
OG0000596	Om007G281450, Om003G117040	AT5G55190.1
OG0000598	Om001G004930, Om002G071420	AT4G19870.1
OG0000600	Om006G250410	AT5G56600.1
OG0000600	Om002G087460	AT2G19760.1
OG0000600	Om001G024270	AT4G29350.1
OG0000601	Om007G299770	AT5G15490.1
OG0000601	Om007G315410	AT5G39320.1
OG0000602	Om004G174460	AT5G03340.1
OG0000602	Om006G254960	AT3G53230.1
OG0000602	Om002G052520	AT3G09840.1
OG0000603	Om001G014500, Om008G359600, Om005G223970, Om018G373750, Om008G341190, Om001G025330	AT1G47890.1
OG0000604	Om003G128580, Om008G319190	AT2G47610.1
OG0000604	Om007G285830	AT3G62870.1
OG0000605	Om004G140130	AT1G74020.1
OG0000605	Om004G140160	AT1G74000.1
OG0000606	Om002G061700	AT3G15980.5
OG0000606	Om004G129810	AT1G79990.1
OG0000606	Om003G094590	AT1G52360.2
OG0000607	Om002G066240	AT3G19020.1
OG0000608	Om003G120910	AT3G57730.1
OG0000612	Om008G327550, Om005G188550	AT1G58684.1, AT1G59359.1, AT1G58983.1, AT1G58380.1, AT2G41840.1, AT3G57490.1
OG0000613	Om002G043790	AT3G02480.1
OG0000614	Om004G167200, Om004G167190	AT5G08690.1, AT5G08670.1
OG0000615	Om002G084910	AT2G18020.1
OG0000615	Om001G035770	AT4G36130.1
OG0000615	Om006G257560	AT3G51190.1
OG0000616	Om006G244670	AT5G60670.1
OG0000617	Om004G159110	AT4G01770.2, AT4G01750.1
OG0000617	Om004G158130	AT4G01220.1
OG0000618	Om004G133000	AT1G78580.1
OG0000618	Om001G020760	AT4G27550.1
OG0000619	Om008G335990	AT2G37170.2, AT2G37180.1
OG0000619	Om006G254680	AT3G53420.1
OG0000620	Om007G289350, Om005G200260	AT1G18540.1
OG0000620	Om004G140080	AT1G74060.1, AT1G74050.1
OG0000621	Om001G034690, Om008G350020, Om005G199690	AT5G52090.1, AT5G37150.1
OG0000622	Om004G145830, Om004G145910	AT2G22050.1
OG0000625	Om002G043480	AT3G02190.1
OG0000626	Om005G226500	AT1G63550.1
OG0000627	Om001G018740	AT1G66970.2, AT4G26690.1
OG0000627	Om003G117480	AT5G55480.1
OG0000628	Om004G134080	AT1G77940.1
OG0000628	Om002G065810	AT1G36240.1
OG0000630	Om005G221290	AT5G38160.1, AT5G38170.1, AT5G38180.1, AT5G38195.1, AT5G38197.1, AT3G57310.1
OG0000632	Om004G157130, Om003G125830	AT4G00100.1
OG0000633	Om006G268280	AT3G42170.1
OG0000634	Om006G246380, Om006G246370, Om006G246400, Om006G246390	AT5G59320.1
OG0000635	Om007G281810	AT2G30220.1
OG0000635	Om007G280320	AT2G31540.1, AT1G58430.1
OG0000636	Om004G171070	AT5G05870.1
OG0000636	Om004G171040, Om004G171060	AT5G05890.1, AT5G05880.1, AT5G05900.1
OG0000640	Om006G258730	AT1G57565.1, AT1G57580.1
OG0000641	Om002G069890, Om005G193540, Om002G069920, Om002G069900, Om008G350820	AT3G21790.1
OG0000642	Om008G339330	AT5G39260.1
OG0000642	Om007G315380	AT5G39310.1
OG0000645	Om008G329430, Om005G208230	AT4G14245.1
OG0000646	Om006G269470	AT3G29160.1
OG0000646	Om002G043170	AT3G01090.2
OG0000646	Om007G315500	AT5G39440.1
OG0000647	Om004G174940	AT5G02960.1
OG0000647	Om002G052310	AT3G09680.1
OG0000648	Om003G128400, Om003G128430, Om003G128440	AT3G62750.2, AT3G62740.1
OG0000649	Om006G253830	AT1G41830.1
OG0000649	Om005G204230	AT1G21860.1, AT1G21850.1
OG0000649	Om004G136710	AT1G76160.1
OG0000650	Om008G359210	AT5G46040.1
OG0000650	Om008G359240, Om008G359230, Om008G359250	AT5G46050.1
OG0000651	Om006G246340	AT3G48400.1
OG0000651	Om005G203940	AT4G01350.1, AT5G59920.1, AT4G01340.1
OG0000651	Om006G245520, Om006G245510	AT5G59940.1, AT5G59930.1
OG0000652	Om006G237830, Om006G237880, Om006G237860	AT5G23360.1, AT5G23350.1, AT5G23370.1
OG0000653	Om007G305010, Om007G281870, Om006G265690	AT1G67020.1
OG0000654	Om006G246810, Om006G247060, Om006G245900	AT1G35890.1, AT3G46565.1
OG0000658	Om003G106660, Om007G293840, Om006G254110	AT5G27700.1, AT3G53890.1
OG0000660	Om006G246670	AT3G46830.1, AT5G59150.1
OG0000661	Om007G280270, Om008G327370	AT5G35530.1, AT3G53870.1, AT2G31610.1
OG0000662	Om007G299230	AT5G15840.1
OG0000662	Om002G043690	AT3G02380.1
OG0000662	Om007G299200	AT5G15850.1
OG0000663	Om005G211670	AT1G67990.1
OG0000663	Om004G147530, Om004G147600	AT1G24735.2
OG0000664	Om002G058130	AT3G13760.1
OG0000664	Om001G038790	AT5G17960.1, AT2G17590.1, AT2G17600.1, AT3G59130.1, AT3G11390.1, AT3G11385.1, AT3G11370.1, AT3G11402.1
OG0000665	Om008G325860, Om008G332120	AT3G27680.1, AT3G26860.2, AT2G24880.1, AT3G27329.1, AT3G27331.1, AT2G24870.1
OG0000665	Om006G271910	AT3G26870.1
OG0000666	Om001G024180, Om001G024200	AT2G22121.1, AT4G09153.1, AT4G29283.1, AT4G29280.1, AT4G29273.1
OG0000669	Om008G323950, Om001G002100, Om001G002090	AT2G44120.2
OG0000669	Om002G057870	AT3G13580.1
OG0000670	Om001G010780	AT4G23590.1
OG0000671	Om006G248300	AT5G39050.1, AT5G39080.1
OG0000672	Om008G340360	AT2G34250.1
OG0000672	Om007G289610	AT1G29310.1
OG0000673	Om006G272930	AT3G25820.1, AT3G25830.1, AT3G25810.1
OG0000673	Om004G158090	AT2G24210.1
OG0000674	Om005G179570	AT1G02810.1
OG0000674	Om008G319260	AT2G47550.1
OG0000674	Om004G159710	AT4G02330.1
OG0000675	Om005G196790, Om007G279730	AT1G15930.1
OG0000676	Om005G184580	AT1G07070.1
OG0000676	Om006G251430	AT3G55750.1, AT1G41880.1
OG0000676	Om004G139720	AT1G74270.1
OG0000677	Om001G025590	AT1G27030.1, AT1G27020.1
OG0000678	Om003G121880	AT3G27040.1, AT2G01790.1, AT1G31400.1, AT1G31390.1, AT1G31380.1, AT1G31370.1
OG0000679	Om003G114710, Om005G215850	AT2G11462.1
OG0000685	Om001G024490	AT4G29480.1
OG0000685	Om002G087370	AT4G26210.1
OG0000686	Om001G031630, Om001G031650, Om001G031590	AT4G33830.1, AT4G33840.1
OG0000686	Om001G031660	AT4G33860.1
OG0000687	Om007G275820	AT4G16520.1
OG0000687	Om008G322470, Om008G322490	AT2G45170.1
OG0000687	Om003G125660	AT3G60640.1
OG0000688	Om002G067310	AT2G02250.1
OG0000689	Om005G205310, Om001G012690	AT4G09800.1
OG0000690	Om007G301600, Om001G010530, Om002G056310	AT5G33330.1
OG0000692	Om003G122540, Om003G122530	AT3G58740.1
OG0000692	Om003G122550	AT3G58750.1
OG0000692	Om008G326170	AT2G42790.1
OG0000693	Om006G251440	AT3G55740.1
OG0000695	Om004G140010	AT1G74090.1
OG0000697	Om003G095790	AT1G51538.1
OG0000699	Om008G332780, Om008G332690, Om008G338280	AT2G43255.2
OG0000699	Om008G325440	AT5G37300.4
OG0000700	Om007G282890, Om072G377200	AT2G29100.2, AT2G29110.2
OG0000702	Om007G301290	AT5G14480.1
OG0000702	Om002G042520	AT3G01620.1
OG0000703	Om004G173900	AT5G03690.1
OG0000703	Om008G337070	AT2G36460.1
OG0000703	Om006G255340	AT3G52930.1
OG0000704	Om001G004670, Om001G004680	AT4G19690.2
OG0000705	Om008G324590	AT2G43730.1, AT2G43740.1
OG0000706	Om006G239960	AT5G25260.1, AT5G25250.1
OG0000706	Om006G232490	AT5G64870.1
OG0000707	Om005G211110	AT1G68310.1
OG0000708	Om005G190620	AT1G11580.2
OG0000709	Om007G296380	AT5G45060.1, AT5G45250.1, AT3G51570.1
OG0000710	Om005G193740, Om005G194960, Om005G193780	AT1G13780.1
OG0000712	Om002G049340	AT3G06710.1
OG0000712	Om001G029690	AT4G32670.1
OG0000714	Om005G213220	AT1G66880.1
OG0000715	Om008G353360	AT4G12470.1, AT4G12490.1, AT4G12500.1, AT4G12480.1
OG0000716	Om005G211830, Om008G328670	AT5G37280.1, AT5G37270.1, AT5G37250.2, AT5G37230.1, AT5G37220.1
OG0000716	Om001G030930	AT5G37200.1
OG0000719	Om006G245640	AT5G59845.1
OG0000720	Om003G128230	AT3G62660.1
OG0000720	Om004G159420	AT4G02130.1
OG0000720	Om008G319350	AT1G02720.1
OG0000721	Om004G159540	AT4G02230.1
OG0000722	Om005G208970	AT1G66580.1
OG0000722	Om005G194430	AT1G14320.1
OG0000723	Om007G294640	AT5G26300.1, AT5G26280.3, AT5G26260.1, AT5G26320.1
OG0000724	Om006G252130, Om006G252070, Om006G252080, Om006G252100, Om006G252120	AT2G17845.1
OG0000725	Om005G183330	AT4G16200.1
OG0000726	Om001G037180, Om001G037210	AT5G48543.1, AT3G43083.1
OG0000726	Om008G358900	AT2G15535.1
OG0000726	Om007G288770	AT2G27145.1
