Orthogroup	Odontarrhena_muralis	Brassica_rapa
OG0000162	Om003G125340, Om003G125230, Om003G125290, Om007G315000	XP_009138832.1, XP_033145512.1, XP_009138923.1
OG0000162	Om003G125390	XP_033134420.1
OG0000162	Om003G125170	XP_009104263.2
OG0000162	Om008G322780, Om008G322790	XP_009143082.1
OG0000164	Om001G024320	XP_018513023.1
OG0000164	Om001G039840	XP_009109983.2, XP_009109984.2, XP_009127111.1
OG0000164	Om001G039830	XP_009109447.1
OG0000165	Om005G200180, Om007G315340	XP_033145232.1
OG0000165	Om006G266420	XP_033137724.1, XP_018515086.1
OG0000166	Om001G033710	XP_009121367.1
OG0000167	Om001G004410	XP_009132947.2
OG0000167	Om001G004360	XP_033138466.1
OG0000167	Om001G004400, Om001G004440	XP_033133956.1
OG0000167	Om001G004340	XP_009108433.1
OG0000168	Om001G041790	XP_033129442.1, XP_033136094.1
OG0000171	Om005G189280	XP_009113207.1
OG0000171	Om005G207720	XP_009127800.1, XP_033134622.1, XP_033130273.1, XP_009103171.1
OG0000171	Om007G301020	XP_033137829.1
OG0000172	Om003G123010, Om006G260870	XP_018514807.1
OG0000172	Om003G123000	XP_033146362.1
OG0000172	Om003G122820, Om006G274300	XP_018514555.2
OG0000174	Om003G109150	XP_033131805.1, XP_033128516.1, XP_033138985.1
OG0000175	Om002G084540	XP_033144807.1, XP_009115809.1
OG0000175	Om001G035510	XP_009138399.1, XP_009148517.1
OG0000175	Om002G082840	XP_009107160.1, XP_009121201.1
OG0000177	Om002G077990	XP_033133384.1
OG0000177	Om004G151970	XP_009114469.1, XP_009135913.1
OG0000180	Om008G336650	XP_009142475.1
OG0000184	Om006G270790	XP_033143411.1, XP_018509904.2, XP_018511330.2, XP_018513830.1, XP_033145096.1
OG0000185	Om001G041450, Om008G356330, Om008G319330	XP_009151510.2, XP_009145081.1, XP_033142513.1, XP_033143885.1, XP_033133877.1
OG0000186	Om004G150540, Om005G218260	XP_033148158.1
OG0000187	Om004G145860, Om004G145950	XP_033141740.1
OG0000187	Om001G028260, Om001G028280	XP_009138031.1, XP_009108912.2
OG0000187	Om002G054360	XP_033142277.1
OG0000187	Om002G054350	XP_009135996.2, XP_009146778.2, XP_009146779.1
OG0000189	Om001G036700, Om002G083170	XP_033143369.1
OG0000189	Om001G039670	XP_009109432.1
OG0000189	Om001G037310	XP_033143325.1, XP_033133045.1, XP_018509102.1, XP_009127593.1
OG0000189	Om001G038960	XP_009110381.2, XP_009120076.1
OG0000190	Om008G353940	XP_033136390.1
OG0000190	Om008G355670	XP_009134313.1
OG0000191	Om005G197140	XP_033136709.1
OG0000191	Om002G064270	XP_033136630.1
OG0000192	Om005G203480	XP_009103301.1
OG0000192	Om005G203400	XP_009103302.2
OG0000192	Om005G203410	XP_009149600.1
OG0000193	Om002G071740, Om002G071690	XP_009108226.2, XP_033142187.1, XP_009146097.1, XP_009146095.2
OG0000195	Om003G119760	XP_009139073.1
OG0000195	Om007G285150	XP_009105204.1
OG0000196	Om007G289450	XP_009115266.1
OG0000196	Om007G289440	XP_033136326.1
OG0000197	Om004G163020	XP_033141548.1
OG0000200	Om005G182720	XP_009119459.1
OG0000202	Om020G374490, Om011G365230	XP_033136198.1, XP_033143482.1, XP_033132006.1, XP_033144213.1, XP_009116005.2
OG0000203	Om003G095370, Om002G055150	XP_033147068.1, XP_033147041.1, XP_033134665.1, XP_033135894.1, XP_009124984.2, XP_033137619.1, XP_033136539.1
OG0000203	Om002G046450, Om002G046460	XP_033136263.1, XP_033135940.1
OG0000204	Om002G070990	XP_009135819.1
OG0000207	Om008G331300	XP_009106592.3
OG0000207	Om005G197960, Om005G197970	XP_033136142.1
OG0000209	Om005G228040, Om005G227980	XP_009112818.1
OG0000209	Om005G228080	XP_018509758.1
OG0000210	Om007G278560	XP_009132915.1
OG0000213	Om004G141230, Om005G208800	XP_009105992.1, XP_033131152.1, XP_033131151.1
OG0000213	Om002G053370	XP_009146838.2
OG0000213	Om001G036460, Om001G036440, Om001G036450	XP_033145539.1, XP_009140442.1, XP_033136677.1, XP_033130301.1, XP_009133997.1
OG0000214	Om007G281030	XP_033128644.1
OG0000214	Om004G145430, Om004G136700, Om004G136680, Om004G145470	XP_018510493.2, XP_033136786.1, XP_033136787.1, XP_033139302.1, XP_033136790.1, XP_033139304.1, XP_033136797.1, XP_033139309.1, XP_033136798.1, XP_033139307.1, XP_009111284.2
OG0000215	Om003G099020	XP_018515114.1, XP_033134360.1, XP_018509844.1, XP_033130030.1, XP_018513827.1, XP_018514374.1, XP_033144296.1
OG0000216	Om001G007580	XP_009131272.2, XP_033142480.1, XP_033133167.1
OG0000218	Om005G195550	XP_009117861.2
OG0000218	Om005G195570, Om005G195580	XP_009148880.1
OG0000218	Om004G138180	XP_009101339.1
OG0000218	Om006G241660	XP_009129226.1
OG0000219	Om005G213260	XP_033129569.1
OG0000219	Om007G282230	XP_033145279.1
OG0000220	Om007G276730, Om007G315520	XP_033142532.1, XP_009133030.1
OG0000224	Om004G134640, Om004G134630	XP_009128235.1, XP_009104620.1, XP_009128234.1, XP_009101726.1
OG0000224	Om005G225780	XP_009112729.1
OG0000225	Om007G289790	XP_009115238.1
OG0000225	Om007G289830, Om007G289770	XP_009109662.1, XP_033137288.1
OG0000226	Om003G089750	XP_033131216.1, XP_018508547.1, XP_033131868.1, XP_033132192.1
OG0000228	Om005G207070	XP_009127830.1, XP_033130552.1
OG0000231	Om006G259610	XP_033137004.1, XP_033137966.1, XP_033131398.1, XP_033131015.1
OG0000234	Om006G252380	XP_033146519.1, XP_009116212.1, XP_009103951.1
OG0000234	Om006G252400	XP_009139199.2
OG0000234	Om006G252410	XP_009139200.1
OG0000234	Om008G332130	XP_033148760.1
OG0000234	Om004G161230	XP_009121752.1, XP_033134394.1
OG0000236	Om006G242750	XP_033147566.1
OG0000237	Om008G343820, Om007G307970	XP_033138965.1, XP_033139265.1, XP_033139531.1, XP_033138898.1, XP_033139125.1, XP_033139379.1, XP_033139165.1, XP_033139278.1, XP_033139030.1
OG0000237	Om005G218340	XP_033140973.1, XP_033131806.1, XP_033145196.1, XP_033140618.1
OG0000242	Om002G081640	XP_009123234.1, XP_009119414.1
OG0000242	Om005G193910	XP_009117938.1, XP_009110562.1
OG0000242	Om005G194120	XP_009110559.1, XP_009110560.1
OG0000242	Om005G193920, Om005G193930	XP_009117939.2, XP_009148687.1
OG0000243	Om007G301280, Om004G138340, Om009G363270, Om005G216250, Om003G110640, Om009G363750, Om003G117260, Om007G302560	XP_033134259.1
OG0000244	Om001G008070	XP_009137217.1, XP_009135314.1
OG0000244	Om008G354340	XP_009114544.1
OG0000244	Om001G008060	XP_009108531.1
OG0000244	Om008G354350, Om003G110630	XP_009134322.1
OG0000248	Om008G353070	XP_033134839.1, XP_009144491.1
OG0000248	Om011G365210, Om020G374470	XP_009102525.1
OG0000248	Om003G118130, Om003G119420	XP_009116349.1
OG0000249	Om008G336610	XP_009141608.1, XP_009114411.2
OG0000249	Om008G336590, Om008G336600	XP_009143556.1, XP_009143557.1, XP_009133099.1
OG0000249	Om008G336640	XP_009141607.1
OG0000249	Om006G255030	XP_009116009.2
OG0000250	Om005G208240, Om005G208260, Om005G208250	XP_033140079.1
OG0000250	Om001G040910	XP_009136507.1, XP_009101906.1
OG0000251	Om006G266370, Om005G218220	XP_033135947.1
OG0000252	Om004G174910, Om008G334450, Om004G174900, Om004G174890, Om008G334440, Om004G174880	XP_009132661.1
OG0000252	Om008G334420, Om008G334430, Om003G122070, Om004G175220	XP_009110744.2
OG0000253	Om004G150660	XP_033129362.1, XP_033138900.1, XP_033139331.1, XP_033139264.1, XP_033131794.1, XP_033139071.1, XP_033138991.1, XP_033138901.1, XP_033134302.1, XP_033143391.1, XP_033143394.1, XP_033137951.1, XP_033139365.1, XP_033143414.1, XP_033133917.1, XP_033139180.1, XP_033148272.1
OG0000254	Om002G064970	XP_009145913.2, XP_033148591.1, XP_033148595.1, XP_009145915.1, XP_033147082.1, XP_009146127.3, XP_033148596.1
OG0000256	Om008G329780	XP_009138558.1
OG0000256	Om008G331560, Om008G331580, Om008G331570, Om008G331550	XP_009144755.2
OG0000256	Om008G329670	XP_009133433.2
OG0000256	Om008G330290	XP_033145283.1, XP_033146439.1, XP_033146438.1, XP_009141126.1
OG0000257	Om003G096080, Om003G096070, Om001G002940, Om005G209230, Om002G069460, Om005G197800, Om005G197790	XP_033136642.1
OG0000257	Om006G235420	XP_033140341.1
OG0000258	Om008G334140	XP_009123566.1
OG0000258	Om005G225740	XP_009152066.1
OG0000258	Om008G327620, Om006G251330	XP_009121542.3
OG0000258	Om006G272550	XP_009123565.1
OG0000259	Om002G075040	XP_033148607.1, XP_033129369.1, XP_033148678.1, XP_033134260.1, XP_033145901.1, XP_033138371.1, XP_033147927.1
OG0000264	Om008G355250	XP_009111248.1, XP_009114492.1, XP_009108752.1
OG0000264	Om004G160560, Om004G160570, Om004G160550	XP_009111247.1
OG0000265	Om005G198690	XP_009121260.1
OG0000268	Om006G274870	XP_009101283.1, XP_009114212.1
OG0000268	Om005G194850	XP_009117889.1, XP_009148842.1
OG0000268	Om001G008530	XP_009114213.1
OG0000268	Om004G176390	XP_033137560.1
OG0000268	Om006G253920	XP_009116102.1, XP_018514158.2
OG0000269	Om007G307110	XP_033147169.1
OG0000272	Om006G266430	XP_033148579.1
OG0000272	Om007G315350	XP_009152176.2, XP_033145714.1, XP_033145713.1, XP_033129331.1
OG0000274	Om006G245790	XP_009131977.2, XP_009120488.1
OG0000274	Om008G354900	XP_009149982.1
OG0000274	Om007G282440	XP_009118237.2, XP_009144371.1
OG0000275	Om002G070100, Om002G070080, Om002G070090	XP_009145438.1, XP_009145263.1, XP_009145440.1, XP_009145439.2, XP_009132499.1
OG0000276	Om001G005630	XP_009148250.1, XP_009130004.1
OG0000276	Om001G005730	XP_033145088.1, XP_009133566.2
OG0000276	Om008G337860	XP_009150993.1
OG0000277	Om003G101280	XP_033146251.1, XP_009146815.1
OG0000279	Om008G348600	XP_033144959.1
OG0000279	Om004G168610	XP_033140527.1
OG0000279	Om003G109450	XP_033129405.1
OG0000280	Om006G246420	XP_033129583.1
OG0000281	Om003G097620	XP_009147860.1
OG0000281	Om001G006530, Om007G317580, Om007G317540, Om001G006540	XP_009120646.1, XP_009120752.1, XP_033138612.1, XP_033129707.1, XP_033140082.1
OG0000282	Om004G168700	XP_009122327.1
OG0000282	Om004G168690	XP_009122326.1, XP_033144505.1
OG0000282	Om004G168680	NP_001288906.1, XP_033144506.1, XP_009125692.3, XP_018511882.1
OG0000283	Om007G278090	XP_009123895.1, XP_009101789.1
OG0000284	Om007G294370, Om002G074370, Om003G113380	XP_033140482.1, XP_009151152.2
OG0000284	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100	XP_033147938.1, XP_009144622.1, XP_009114607.1
OG0000285	Om004G149320, Om008G344410, Om004G173280, Om005G218700, Om080G377260, Om003G112740, Om001G015960	XP_033139775.1, XP_033139809.1, XP_033144986.1, XP_033142243.1, XP_018514409.1
OG0000286	Om001G007790	XP_033143114.1
OG0000287	Om002G071390	XP_018514349.1
OG0000287	Om002G068960	XP_033147150.1, XP_033148574.1
OG0000287	Om002G069010	XP_033147151.1
OG0000287	Om002G068990, Om002G068980	XP_009135722.1
OG0000288	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600	XP_009108045.2
OG0000290	Om002G065710	XP_009146116.1, XP_009112576.1
OG0000290	Om005G197460, Om006G231890, Om006G251270, Om006G250320	XP_033141781.1
OG0000294	Om002G064000	XP_009114068.1, XP_009135526.2
OG0000294	Om008G336510	XP_009133101.1
OG0000294	Om008G319990	XP_009124482.1
OG0000294	Om004G159000	XP_009134472.1, XP_009111338.2
OG0000295	Om002G059690	XP_009135394.2, XP_033142335.1, XP_018513576.2, XP_009146335.1
OG0000297	Om006G242900, Om006G244950	XP_009126602.1, XP_033140106.1, XP_033140107.1, XP_009120577.1
OG0000297	Om002G067110	XP_033147125.1
OG0000298	Om001G004610, Om001G004600, Om007G317110	XP_009120089.1, XP_033129769.1, XP_018512721.1, XP_009132988.2
OG0000299	Om004G172000	XP_009125591.2, XP_009130868.1
OG0000299	Om001G011700	XP_009117327.1
OG0000300	Om001G025290	XP_009136172.2
OG0000300	Om008G353600	XP_009136171.2, XP_033130781.1, XP_009124421.2, XP_033130784.1
OG0000301	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890	XP_033129398.1, XP_033143235.1, XP_033136496.1, XP_009114824.2, XP_009108249.1, XP_033134266.1
OG0000303	Om007G284150	XP_033133221.1
OG0000304	Om008G357290	XP_033136859.1
OG0000308	Om007G306690, Om008G350290	XP_033134008.1, XP_033133188.1, XP_009117653.2
OG0000308	Om005G198900	XP_033137191.1
OG0000309	Om002G088820	XP_033139208.1
OG0000310	Om006G245320, Om003G096540	XP_009120537.2, XP_033142420.1, XP_033133201.1, XP_033142421.1, XP_033137987.1, XP_033138021.1
OG0000311	Om007G298120	XP_009121474.1, XP_009126124.1
OG0000311	Om003G099520	XP_009147968.1
OG0000311	Om002G064550	XP_009113719.2, XP_009145973.2, XP_009135551.1
OG0000311	Om005G213850	XP_009127474.2
OG0000313	Om001G005460	XP_009108429.1, XP_033142746.1
OG0000313	Om001G005740	XP_009137041.2
OG0000314	Om005G181880	XP_009119258.1, XP_009118621.1, XP_009111083.2
OG0000314	Om005G181890, Om007G279120	XP_018514131.2, XP_033145296.1, XP_009132860.1, XP_009143949.1
OG0000314	Om005G210380	XP_009141288.1
OG0000315	Om001G014100	XP_033134376.1, XP_033134357.1, XP_009136048.2, XP_033139276.1, XP_033141070.1, XP_033139810.1, XP_033130946.1, XP_033134328.1, XP_009129529.2
OG0000316	Om008G355740, Om008G329420	XP_009123612.3, XP_009101647.1, XP_009113904.3, XP_009114073.1
OG0000316	Om008G329490	XP_033146063.1
OG0000319	Om005G185820, Om006G245010	XP_009110915.1, XP_009131916.2, XP_033135868.1, XP_009144204.2, XP_009126609.2, XP_009126611.2, XP_009148045.1, XP_009120571.1, XP_033135867.1
OG0000321	Om003G119980	XP_033133683.1
OG0000321	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270	XP_009139716.1, XP_009126866.1, XP_033145882.1
OG0000322	Om004G133260	XP_009106547.1
OG0000322	Om008G333060, Om008G330110, Om008G330430	XP_009141884.1, XP_018513450.2, XP_009139173.1, XP_009105613.2, XP_009133429.2, XP_009134090.2
OG0000323	Om003G115780	XP_033137968.1
OG0000323	Om001G021170	XP_009109129.1, XP_033144141.1, XP_009137680.1, XP_009143743.1, XP_009137683.1, XP_009109128.1, XP_009143792.1
OG0000325	Om001G015830, Om006G266400, Om004G145320, Om006G266360	XP_033140461.1
OG0000327	Om006G251140, Om006G251150, Om006G253090	XP_033136302.1, XP_033131973.1, XP_033146020.1, XP_033145569.1
OG0000328	Om003G102580	XP_009107789.1
OG0000328	Om001G030480, Om005G213750, Om001G030460, Om001G030490	XP_009113441.1
OG0000329	Om008G342480, Om008G342550, Om008G323100	XP_009117672.2, XP_009117388.2, XP_009117355.1, XP_009140683.1, XP_009140859.2, XP_033132454.1, XP_018513864.2, XP_009111443.1
OG0000330	Om003G124190	XP_018510062.1
OG0000330	Om003G124470, Om003G125640	XP_033144842.1
OG0000332	Om003G097540	XP_009147859.2
OG0000334	Om006G254200	XP_009116078.1
OG0000334	Om008G335090	XP_009133202.2, XP_009143456.1
OG0000335	Om008G341130	XP_033142331.1
OG0000335	Om002G054740	XP_033142265.1
OG0000336	Om004G142050	XP_009105953.2
OG0000336	Om005G198950	XP_009149213.1
OG0000336	Om004G142080, Om004G142060	XP_009127959.1, XP_009105951.1, XP_009104837.1, XP_009104838.1
OG0000338	Om011G365530, Om005G217920, Om005G187760, Om005G187950	XP_009113354.1
OG0000339	Om001G038510, Om004G157580	XP_009134562.1
OG0000339	Om008G321390	XP_009142386.2
OG0000339	Om003G126510	XP_009138772.2, XP_009116806.2
OG0000340	Om008G325090	XP_009142948.1
OG0000340	Om008G325080, Om008G325070	XP_009142953.2
OG0000344	Om006G240680	XP_009107810.2, XP_009108971.2, XP_033133704.1, XP_033133703.1, XP_009123220.1, XP_009123219.1, XP_033134125.1, XP_033137260.1, XP_033142048.1, XP_033140392.1, XP_033140388.1, XP_033140393.1, XP_009105016.2, XP_009110511.1, XP_009148652.1
OG0000345	Om005G196900	XP_009118065.2
OG0000345	Om005G192140	XP_009148575.2
OG0000347	Om006G248330, Om006G248350, Om002G055420	XP_018514239.1
OG0000348	Om007G315920, Om004G149150	XP_033139377.1, XP_033137181.1, XP_033143395.1, XP_033143433.1, XP_033143408.1, XP_009102950.2, XP_033140547.1, XP_033139418.1, XP_033138952.1, XP_033138908.1
OG0000349	Om001G035120	XP_033133066.1
OG0000350	Om007G290140	XP_009125082.1
OG0000350	Om007G290180	XP_033131852.1, XP_009102807.1, XP_033130718.1
OG0000351	Om002G059500	XP_009116847.1, XP_009116816.1, XP_033128163.1
OG0000352	Om005G197930, Om008G334130	XP_033145369.1
OG0000352	Om008G336430	XP_033128350.1
OG0000352	Om008G360290, Om008G360530, Om008G360690, Om008G360810, Om008G360300, Om008G360820, Om008G360270, Om008G360790, Om008G360500, Om008G360670	XP_009117135.1
OG0000352	Om005G197980	XP_033145239.1, XP_009116069.1
OG0000355	Om004G131070	XP_009134356.1, XP_033138192.1
OG0000355	Om004G138140, Om005G184710	XP_009118991.2, XP_033137924.1
OG0000356	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030	XP_009147930.3, XP_033134039.1, XP_009148218.2, XP_033134477.1, XP_033134406.1, XP_033134327.1, XP_009105602.1
OG0000357	Om007G306530	XP_009123420.1, XP_033141142.1, XP_033141072.1, XP_033139159.1, XP_033139158.1, XP_033131509.1, XP_033131844.1, XP_033132197.1, XP_033145228.1
OG0000358	Om005G181310, Om007G277860	XP_009118657.1, XP_009111117.2, XP_009119322.1
OG0000359	Om007G290360, Om007G290370	XP_009102801.2, XP_009102798.1, XP_018510339.2, XP_009141380.2, XP_009109634.2, XP_009132986.2, XP_009143774.2, XP_009143778.2
OG0000360	Om006G230150	XP_033129614.1, XP_033136095.1
OG0000360	Om006G230170	XP_018508882.1
OG0000361	Om002G054940	XP_033148393.1, XP_018514318.2, XP_009135166.1
OG0000361	Om004G172990	XP_033145076.1
OG0000362	Om005G182040	XP_009111072.1, XP_009111225.1
OG0000362	Om004G145620, Om004G145610	XP_009134636.2
OG0000362	Om004G136190, Om004G136200, Om004G136230	XP_009104507.1, XP_009106691.2
OG0000363	Om002G082440	XP_018509896.1
OG0000363	Om004G151750	XP_033134322.1, XP_009150352.3, XP_009110508.1
OG0000363	Om008G341070	XP_033130005.1
OG0000368	Om001G038080, Om001G038070	XP_009136992.1, XP_009138490.1
OG0000368	Om001G038090	XP_009136876.1
OG0000368	Om001G038110	XP_009138491.1
OG0000369	Om006G245620	XP_018514987.2, XP_009118420.1
OG0000370	Om005G198190	XP_009117729.1
OG0000370	Om005G198070	XP_009117731.1, XP_009149139.1
OG0000371	Om008G319770	XP_033147193.1, XP_009129664.1
OG0000372	Om004G135750	XP_033133133.1, XP_009143159.1, XP_009143171.2, XP_009145761.1, XP_009143149.2, XP_009143139.1, XP_009143128.1, XP_009131634.2, XP_009137640.1, XP_009137643.1
OG0000374	Om003G094990	XP_009144939.2, XP_033148500.1, XP_033148501.1, XP_033148499.1, XP_033148498.1
OG0000374	Om003G096590, Om003G096580	XP_033133363.1, XP_033133367.1, XP_033133366.1
OG0000377	Om005G221520	XP_009103955.1
OG0000378	Om003G106910	XP_033148143.1, XP_033133623.1, XP_033134555.1, XP_033144383.1, XP_033132564.1, XP_033133622.1, XP_033142880.1, XP_033134554.1, XP_033137750.1, XP_033136126.1, XP_033142881.1
OG0000382	Om004G159310, Om005G179390	XP_009111320.1, XP_009134447.1
OG0000382	Om005G187240	XP_009110844.1, XP_009148170.1
OG0000383	Om007G289000	XP_009113642.2
OG0000384	Om002G061100	XP_009146228.1
OG0000384	Om002G061110, Om002G061070	XP_033137053.1
OG0000384	Om008G331990, Om002G061040	XP_009115437.2, XP_009116922.1
OG0000384	Om003G093990	XP_009107019.1, XP_009147659.1
OG0000386	Om006G254890, Om006G254870, Om006G254900	XP_009103856.1
OG0000386	Om006G254880	XP_009116024.1, XP_009116022.1
OG0000387	Om008G325420	XP_033142012.1
OG0000388	Om007G313410	XP_009138228.1, XP_009117693.2, XP_033148601.1, XP_033142291.1, XP_009108634.1
OG0000389	Om003G122000	XP_009138961.1, XP_009105539.1, XP_033146230.1
OG0000389	Om003G121980	XP_018509646.2, XP_033136040.1
OG0000389	Om003G122110, Om003G122100	XP_033136010.1
OG0000390	Om002G066980	XP_009111665.1, XP_018514444.2, XP_009145769.1
OG0000391	Om005G204840	XP_009103240.1
OG0000391	Om005G199920	XP_009145349.1
OG0000391	Om005G204830	XP_009103242.1
OG0000391	Om005G204810, Om005G204820	XP_009110142.2, XP_009145345.1
OG0000392	Om006G259010	XP_009115699.1, XP_009101733.1
OG0000392	Om006G258990	XP_009102495.1
OG0000393	Om002G064150, Om002G064120	XP_033144962.1, XP_033145144.1
OG0000396	Om007G306340, Om009G363510	XP_033129586.1
OG0000396	Om006G270400	XP_009151889.2, XP_033140725.1
OG0000398	Om002G057970	XP_009117606.1
OG0000398	Om003G090820, Om003G090840	XP_009107087.1
OG0000400	Om001G026500	XP_018512154.2, XP_033140777.1, XP_033140778.1
OG0000401	Om006G232380	XP_033128406.1
OG0000402	Om007G317090, Om006G237690, Om005G212470, Om002G081210, Om008G352430, Om008G344500, Om005G206050	XP_033134618.1
