Orthogroup	Eutrema_salsugineum	Aethionema_saxatile
OG0000449	XP_006418975.1	As010G224860
OG0000449	XP_006418977.1	As010G224870
OG0000449	XP_006400899.1	As005G114730
OG0000452	XP_006412725.1	As001G002300, As001G002310
OG0000453	XP_024008214.1	As008G192270
OG0000453	XP_024004064.1	As008G192590
OG0000454	XP_006401786.1	As002G044440, As002G044430, As002G043530, As002G043510, As002G043520
OG0000455	XP_006416259.1, XP_006416257.1, XP_006416249.2, XP_024016320.1, XP_024016313.1, XP_006416243.1	As007G178440
OG0000457	XP_006401714.1	As008G198890, As008G198870, As008G198860
OG0000458	XP_006401647.1	As002G043040
OG0000459	XP_006413831.1, XP_006413832.1, XP_006414786.1, XP_006405058.1, XP_024014295.1, XP_024014294.1, XP_006405062.2, XP_006405063.2, XP_024014299.1, XP_024004521.1, XP_024004735.1, XP_006408692.1	As003G058960
OG0000461	XP_024008949.1	As008G199680
OG0000461	XP_024016836.1	As006G146770
OG0000462	XP_006405769.1, XP_006396361.1, XP_006419029.1, XP_006419002.1	As009G214710
OG0000463	XP_006418870.1, XP_006418874.2, XP_024009622.1, XP_006418873.1	As010G224360, As010G224370
OG0000465	XP_024007231.1	As001G010580, As004G090240
OG0000466	XP_006398788.1, XP_024012555.1, XP_006407646.2	As002G032990, As003G058720, As003G058680, As007G181090, As007G181100, As007G181730, As007G181390, As002G038080, As009G205530, As002G045940, As002G033580, As002G036910, As002G036900, As002G036920, As009G205540, As009G206460, As009G202280, As009G202290, As002G033670
OG0000467	XP_006398262.1, XP_006402758.1	As004G088230, As012G284990
OG0000468	XP_024013791.1	As012G280020
OG0000468	XP_006410416.1	As006G125920
OG0000468	XP_006411118.1	As006G144160
OG0000472	XP_006405518.1	As004G097070, As004G097040, As004G097060, As004G097030, As004G097050
OG0000472	XP_006405526.1, XP_006405529.2, XP_024014648.1	As004G097020
OG0000473	XP_024012881.1	As012G288330, As005G099530
OG0000474	XP_006404910.2	As011G261780, As010G222300
OG0000477	XP_024011731.1	As003G057970
OG0000477	XP_006411040.1, XP_006409322.1, XP_024004213.1	As004G084280, As009G211280
OG0000481	XP_006391972.1	As001G021880
OG0000482	XP_006405770.1, XP_006391472.1	As004G077750
OG0000482	XP_006391132.1	As001G028390
OG0000483	XP_006401457.2	As002G047220
OG0000484	XP_006398189.2, XP_006400333.1	As009G203850
OG0000486	XP_024013553.1	As001G013050, As001G013370
OG0000487	XP_006418124.1	As006G137570, As008G196100, As006G129680, As006G125350
OG0000495	XP_006412809.1	As001G001610, As001G001580, As001G001640, As001G001650
OG0000495	XP_006412810.1, XP_006412808.1	As007G179430, As007G177930
OG0000496	XP_024006587.1, XP_024005418.1	As002G041620, As001G004760
OG0000496	XP_024010187.1	As001G012100, As004G090800
OG0000497	XP_024007919.1	As009G210870, As009G211010
OG0000498	XP_006401710.1	As002G045150
OG0000499	XP_006414116.1	As003G056720
OG0000499	XP_006407078.1	As011G246530
OG0000499	XP_006407077.1	As012G269540
OG0000500	XP_006398151.1	As004G087530, As004G087510, As004G087540, As004G087560, As004G087480
OG0000500	XP_024013186.1	As004G087470
OG0000501	XP_006397433.1	As010G232220
OG0000504	XP_006411165.1, XP_006398719.1	As006G143860
OG0000504	XP_006407670.1	As002G037010, As002G034340
OG0000505	XP_006394762.1, XP_006394763.1	As009G215510
OG0000506	XP_006392340.1, XP_006399085.1	As010G234690
OG0000509	XP_006414335.1	As001G017890
OG0000510	XP_006392156.1, XP_006392155.1	As001G020890, As001G020900
OG0000511	XP_006391857.1	As001G032060
OG0000512	XP_024008934.1, XP_024004630.1, XP_024004631.1, XP_024004627.1	As003G061390
OG0000513	XP_024013482.1	As006G146210
OG0000513	XP_006418971.1, XP_006400909.1	As005G114770
OG0000514	XP_006406393.2	As011G252640, As011G252630
OG0000515	XP_006392562.2	As012G267810
OG0000520	XP_006395228.1	As002G050660, As002G050220, As012G287100
OG0000521	XP_006397430.1	As003G063570
OG0000521	XP_006397240.1	As004G080410
OG0000521	XP_006389998.1	As010G235150
OG0000522	XP_006415136.1, XP_006397047.2, XP_006397045.1	As004G083810
OG0000523	XP_006397839.1	As005G100530
OG0000523	XP_006402450.1	As012G287730
OG0000524	XP_006407793.1, XP_006395214.1	As006G141600, As006G141560, As006G141590
OG0000525	XP_006389974.1	As010G241940
OG0000525	XP_006407044.2	As011G246900
OG0000525	XP_006392784.1	As012G269710
OG0000526	XP_006404341.1	As010G223400
OG0000526	XP_024013574.1	As010G223440
OG0000529	XP_006404402.1	As010G223810, As010G223800, As010G223830
OG0000529	XP_024005716.1	As005G113510, As005G113490, As005G113470
OG0000530	XP_024011579.1	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740
OG0000533	XP_006411723.1	As007G180830, As003G075650
OG0000533	XP_024016443.1	As011G263320
OG0000534	XP_006391916.1, XP_006391915.1	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060
OG0000535	XP_006392063.1	As001G023320
OG0000537	XP_006396558.1	As006G124070
OG0000537	XP_006414985.1	As004G093070
OG0000537	XP_006407833.1	As006G141200
OG0000538	XP_006397532.2, XP_006410096.1, XP_006397531.1	As005G103710, As005G103700
OG0000539	XP_024006693.1	As005G120910
OG0000540	XP_006410006.1, XP_006410005.1, XP_024004258.1, XP_006410003.1	As006G128870, As006G128860, As006G128850
OG0000542	XP_006400145.1	As009G202020
OG0000542	XP_006393353.1	As012G273170
OG0000543	XP_006419063.1	As007G177800
OG0000544	XP_006418049.1, XP_006418048.1	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120
OG0000545	XP_006390357.1	As010G238530
OG0000546	XP_006409352.1	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980
OG0000550	XP_006403788.1, XP_006410789.1	As006G144690
OG0000551	XP_006394118.2	As005G117770
OG0000551	XP_006411737.1	As003G075520
OG0000551	XP_006399471.1	As002G053470
OG0000552	XP_006416085.1	As007G159560
OG0000553	XP_006415054.2	As003G063010
OG0000555	XP_006396790.1, XP_006396788.2, XP_006396791.1	As003G067180
OG0000556	XP_006395114.1	As006G140800
OG0000557	XP_006402599.1	As012G286190
OG0000557	XP_024010854.1	As005G102360
OG0000558	XP_006410145.1, XP_006410091.1, XP_006410092.1, XP_006410262.1	As005G105310, As005G105360, As005G105380, As005G105290
OG0000559	XP_024012508.1, XP_024007929.1, XP_006398731.1	As005G107810
OG0000560	XP_006400950.1, XP_024011556.1, XP_024011555.1	As005G115530
OG0000560	XP_006418138.1	As008G196260, As008G196230
OG0000561	XP_024007051.1, XP_024007049.1	As005G118160
OG0000562	XP_006408022.1	As006G139230
OG0000562	XP_006399977.1	As009G200380
OG0000562	XP_006394905.1	As009G205610
OG0000564	XP_006412568.1	As007G177230
OG0000565	XP_024006690.1	As010G233050
OG0000565	XP_024008863.1	As010G233040
OG0000566	XP_006400602.1	As011G250840
OG0000567	XP_006414379.2	As012G274310
OG0000570	XP_006408450.1	As006G135060
OG0000570	XP_006394535.1	As009G217810
OG0000571	XP_006400814.1	As005G113940
OG0000571	XP_006417730.1, XP_006417729.1	As008G191230
OG0000572	XP_024009377.1	As010G240020, As010G240030, As010G240050, As010G240010
OG0000578	XP_006417465.1	As008G187240
OG0000578	XP_006392226.1	As001G020350
OG0000579	XP_006413277.1, XP_006401796.1	As002G044410
OG0000579	XP_006405346.1	As004G098040
OG0000581	XP_024010629.1	As005G107050, As005G107040, As005G107070, As005G107030
OG0000582	XP_006417701.1, XP_006400750.1	As005G113410
OG0000582	XP_006409766.1	As006G130460
OG0000583	XP_006410266.1	As006G127330
OG0000583	XP_024004248.1	As006G127350
OG0000584	XP_006418196.1	As006G124400
OG0000584	XP_006412945.1, XP_006408980.1, XP_024008620.1	As001G000400
OG0000585	XP_006410594.1, XP_024008821.1, XP_006407062.1	As012G275350
OG0000586	XP_006409366.1	As011G263800
OG0000587	XP_006396349.1	As006G122410
OG0000587	XP_006397877.1	As005G100170
OG0000587	XP_006418370.1	As008G198370
OG0000588	XP_006407030.1	As011G247080
OG0000588	XP_024016817.1	As005G104750
OG0000588	XP_006392801.2	As012G269820
OG0000589	XP_006400912.1	As005G114800
OG0000589	XP_006418970.1, XP_006418969.1	As010G224800
OG0000590	XP_006408058.1	As006G138710
OG0000590	XP_006394940.1	As009G205980
OG0000590	XP_006418299.1	As008G197660
OG0000592	XP_006406649.1	As011G250170
OG0000592	XP_006416642.1	As010G239910, As007G154690
OG0000595	XP_006419124.1	As010G226140
OG0000596	XP_006401481.1	As010G227450
OG0000600	XP_024011763.1	As002G048280
OG0000600	XP_024005040.1	As001G001180
OG0000601	XP_006400070.1	As009G201050, As006G135040
OG0000601	XP_024014612.1, XP_006395280.1	As001G027850
OG0000602	XP_006405119.1	As012G276820
OG0000602	XP_006407632.1	As002G034860
OG0000603	XP_024014963.1	As002G036280, As002G036560
OG0000604	XP_006397956.1	As005G099260
OG0000604	XP_006402333.1, XP_006413364.1	As007G163770, As012G288540
OG0000605	XP_006390477.1	As010G239470
OG0000605	XP_006390479.1	As010G239480
OG0000606	XP_006406894.1	As011G248160
OG0000606	XP_006392926.1	As012G270700
OG0000607	XP_006406541.2	As011G251140
OG0000607	XP_006409498.2	As011G262980
OG0000608	XP_006402849.2	As012G284160
OG0000608	XP_024012869.1	As012G284170, As012G284200
OG0000612	XP_006402872.1	As001G019830, As001G020020, As005G105470, As008G187810
OG0000613	XP_006401658.1, XP_006405705.1	As002G045780
OG0000615	XP_006409207.1	As011G264960
OG0000615	XP_006412022.1	As003G072430
OG0000616	XP_006400823.1	As005G114070
OG0000616	XP_006410898.1, XP_006403690.1	As012G277180
OG0000617	XP_006396288.1	As006G121910
OG0000618	XP_006389973.1	As010G241950
OG0000618	XP_024008719.1, XP_006416752.1, XP_024005525.1	As006G132210
OG0000619	XP_006410896.1, XP_006410897.1	As006G145810, As006G145800
OG0000619	XP_006403691.1	As012G277130
OG0000620	XP_006416595.1, XP_006390473.1, XP_006390471.1	As010G239430, As007G154950
OG0000625	XP_006408437.1	As006G135190
OG0000626	XP_024014769.1, XP_024014552.1, XP_024016567.1, XP_006405992.2	As001G031250
OG0000627	XP_006391459.1, XP_006413151.1	As006G134640
OG0000627	XP_006401453.1	As002G047240
OG0000628	XP_006406571.1, XP_006406572.1	As003G064150, As011G250810
OG0000630	XP_006405797.2, XP_006405794.1, XP_006405796.1, XP_006404280.1, XP_006405795.1, XP_006417774.1, XP_006417775.1	As004G077630, As004G077620, As004G077610
OG0000631	XP_024015829.1	As012G277780
OG0000633	XP_006419173.1	As005G110870
OG0000633	XP_024016400.1	As010G244250
OG0000634	XP_006400973.1, XP_024012686.1	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	XP_006410133.1	As006G128210
OG0000635	XP_006410288.2	As006G127130
OG0000636	XP_006399051.1, XP_006399050.1, XP_024012374.1	As009G212850
OG0000646	XP_006395301.1	As001G027670
OG0000646	XP_006408461.1	As006G134940
OG0000647	XP_006391002.2	As002G034480, As005G107800
OG0000648	XP_024012822.1	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	XP_024007003.1	As003G066660
OG0000649	XP_006390229.1	As010G237340
OG0000651	XP_006402049.1	As005G115100
OG0000652	XP_006394602.2, XP_006394601.1	As009G217160
OG0000658	XP_006403643.1, XP_006395441.1	As009G206090, As012G277750, As001G026410
OG0000660	XP_006417807.1	As008G192800
OG0000660	XP_006418853.1	As010G224220
OG0000660	XP_006400995.1	As005G115310
OG0000661	XP_006410295.1, XP_006410294.1	As010G223120, As006G127120, As006G127080
OG0000662	XP_006400110.1	As009G201630
OG0000662	XP_006400111.1	As009G201640
OG0000663	XP_006391196.1, XP_006415831.1	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000663	XP_024009125.1	As010G229530
OG0000664	XP_024009773.1, XP_024012919.1	As011G245420
OG0000664	XP_006398366.1	As011G245410
OG0000669	XP_006397587.1	As005G103090
OG0000669	XP_006407195.1, XP_006398510.1	As001G022370
OG0000670	XP_006413539.1, XP_006413537.1	As003G061610, As003G061660
OG0000672	XP_006415586.1	As004G081100, As011G248400
OG0000674	XP_006418303.1	As008G197690
OG0000674	XP_006397950.1	As005G099330
OG0000674	XP_006396440.1	As006G123130
OG0000675	XP_006410343.1	As007G152400
OG0000676	XP_006417848.1	As008G193080
OG0000676	XP_006390443.1	As010G239230, As007G155100
OG0000677	XP_024008748.1, XP_006415989.1, XP_006392419.1, XP_006415988.1, XP_006405194.1	As007G160250
OG0000685	XP_006413214.1	As002G032860
OG0000686	XP_024004418.1, XP_024005495.1	As001G012430
OG0000687	XP_006414337.1	As001G017930
OG0000687	XP_006402562.1	As012G286760
OG0000688	XP_024007468.1	As001G023430
OG0000689	XP_006415047.1, XP_006397143.1	As007G158860, As003G063160, As004G080020
OG0000690	XP_024016483.1	As007G154700, As003G065860, As008G196720, As010G226610
OG0000692	XP_006402752.2, XP_006402751.1, XP_006411548.1	As005G104580
OG0000693	XP_006403423.1	As012G282230
OG0000693	XP_006411231.1, XP_006411229.2	As006G143100
OG0000694	XP_024014605.1, XP_024014116.1, XP_006405004.1	As007G177770
OG0000695	XP_006390467.1	As010G239400
OG0000696	XP_006406883.1	As012G270790, As011G248260
OG0000697	XP_024006135.1	As012G271560
OG0000702	XP_006399960.1	As009G199960
OG0000702	XP_024007567.1	As001G026500
OG0000702	XP_006408529.1	As006G132970
OG0000703	XP_006398826.1	As002G035150
OG0000703	XP_006410823.1	As006G145070
OG0000703	XP_024013437.1	As012G276510
OG0000704	XP_006413939.1, XP_006398156.1, XP_006398157.1, XP_024011058.1	As003G058000
OG0000705	XP_024010846.1	As005G103510, As005G103480
OG0000706	XP_006394101.1, XP_006392058.2	As005G117900
OG0000707	XP_024013755.1	As006G138740
OG0000707	XP_006393296.1, XP_024015278.1	As007G161420
OG0000708	XP_006417343.1	As008G185890
OG0000709	XP_006398184.1, XP_024013795.1, XP_006400332.1	As009G203840
OG0000713	XP_006403378.1, XP_024003645.1, XP_024015831.1, XP_024006638.1	As001G006270
OG0000714	XP_024014757.1	As004G077650
OG0000715	XP_006396752.1	As004G085240
OG0000718	XP_024015265.1, XP_006396820.1, XP_006398584.1	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	XP_006400907.1	As005G114760
OG0000720	XP_024012880.1	As012G288480
OG0000720	XP_006396418.1	As006G122970
OG0000720	XP_024008656.1	As008G197790
OG0000721	XP_006396429.1	As006G123060
OG0000721	XP_006414399.1, XP_006406807.1	As008G197760, As012G274520, As011G248980
OG0000722	XP_006390978.1	As010G232800
OG0000723	XP_024007171.1	As009G205300, As009G205260
OG0000723	XP_006394872.1	As009G205270, As009G205280, As009G205290, As009G205310
OG0000724	XP_024013819.1, XP_006403474.1	As012G281700, As012G281680, As012G281690, As012G281640
OG0000730	XP_006395730.1	As001G023940
OG0000730	XP_006417063.1	As008G183370
OG0000731	XP_006395578.1	As001G025190, As001G025200, As001G025210
OG0000732	XP_024004570.1	As002G032800
OG0000732	XP_006403764.1	As012G276370
OG0000734	XP_006394402.1	As009G218770, As010G223710
OG0000734	XP_006401963.1	As002G043480
OG0000735	XP_006392762.1, XP_024012647.1, XP_024011182.1	As002G047800
OG0000736	XP_006399521.1	As002G053050
OG0000736	XP_006411786.1	As003G074810
OG0000737	XP_006411749.1, XP_006396175.2, XP_006404787.1	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	XP_006410443.1, XP_006410444.1	As006G125610
OG0000739	XP_006414766.1, XP_006418191.1	As009G216850, As008G197070
OG0000739	XP_006406060.2	As011G255260
OG0000740	XP_024005007.1	As011G260560
OG0000740	XP_024004875.1	As010G237290
OG0000741	XP_006392634.1	As012G268430
OG0000749	XP_006417131.1	As008G184000
OG0000749	XP_006415878.1	As007G161240
OG0000750	XP_024014727.1, XP_024009955.1, XP_006405316.2, XP_024016340.1	As001G030660
OG0000751	XP_024009674.1, XP_006418719.2, XP_006398843.2, XP_006397284.1	As005G108820, As002G035280
OG0000752	XP_006394749.2	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	XP_006399573.1	As002G052450
OG0000753	XP_006393757.1, XP_024006241.1, XP_006393753.1	As003G064670
OG0000754	XP_006393769.1	As003G064750
OG0000755	XP_006396631.1, XP_006396630.2, XP_024010121.1	As004G086160
OG0000756	XP_024004396.1, XP_006391965.2, XP_006391964.2, XP_024011066.1	As004G087220
OG0000757	XP_006403658.1, XP_006410950.1	As006G146500
OG0000758	XP_006389834.1	As010G243380
OG0000758	XP_006410344.1	As006G126420
OG0000759	XP_006409593.1, XP_006401063.1	As009G219760
OG0000759	XP_024004229.1	As006G128470
OG0000759	XP_006417838.1	As008G193030
OG0000760	XP_006411327.1	As006G142310
OG0000760	XP_006402996.2	As012G282830
OG0000762	XP_006408908.1	As011G266570
OG0000763	XP_006392728.1, XP_024005980.1, XP_006392727.1	As012G269290
OG0000764	XP_006393078.1, XP_006393121.2, XP_006393122.1, XP_024006151.1	As012G271730
OG0000772	XP_006395357.2, XP_006395358.1, XP_024006861.1	As002G037440, As001G027110, As001G015580
OG0000774	XP_006413208.1	As002G033010
OG0000775	XP_006407563.1, XP_006407561.1, XP_006399623.1	As002G035830, As009G214640
OG0000776	XP_006407706.1	As009G213010, As002G037060
OG0000778	XP_006399829.1, XP_006399828.1	As002G050230
OG0000779	XP_006413670.1	As003G060370
OG0000779	XP_006396732.1	As004G085410
OG0000779	XP_006396733.1	As004G085400
OG0000780	XP_006411777.2	As003G074900
OG0000780	XP_006404680.1, XP_024011737.1	As007G180430
OG0000781	XP_006397555.1	As004G079650
OG0000781	XP_006397556.1	As005G103380, As005G103370
OG0000782	XP_024015637.1, XP_006406302.1	As005G107060, As005G106550
OG0000783	XP_006400711.1	As005G113140
OG0000783	XP_006404506.1	As010G226400
OG0000784	XP_024009551.1	As010G225950
OG0000784	XP_006400774.1	As005G113590
OG0000785	XP_006412370.1	As007G161520
OG0000785	XP_006398927.1	As009G214360
OG0000786	XP_024006812.1	As009G217820, As009G217830
OG0000787	XP_006407333.2	As010G222930, As010G222920
OG0000788	XP_006419073.1	As010G225660, As010G225670, As010G225650
OG0000789	XP_006389877.1	As010G242960
OG0000789	XP_006407295.1	As012G267770
OG0000799	XP_006408266.1, XP_006415959.1	As001G021710
OG0000800	XP_006395695.1	As001G024200, As001G024190, As001G024170
OG0000801	XP_006407540.1	As002G035990
OG0000801	XP_006398921.1	As009G214440
OG0000801	XP_006407539.1	As002G036000
OG0000802	XP_006398302.1	As004G088660
OG0000802	XP_006415502.1	As003G070730
OG0000802	XP_006414111.1	As003G056750
OG0000803	XP_006413935.1	As003G058030
OG0000804	XP_024004133.1	As004G081460
OG0000804	XP_024014382.1	As004G097150
OG0000805	XP_006406196.1, XP_006414610.1	As004G096100, As011G254230
OG0000806	XP_006391683.2, XP_006418664.1, XP_006397615.1	As005G102850
OG0000807	XP_006397604.1	As005G102950
OG0000807	XP_006395185.1, XP_006408555.1	As006G139170, As006G133330
