Orthogroup	Eutrema_salsugineum	Cardamine_amara
OG0000173	XP_006397382.1, XP_024004806.1, XP_024010671.1, XP_024010073.1	evm.model.RL_5.288
OG0000174	XP_024014711.1, XP_024013094.1, XP_024015854.1, XP_024006545.1	evm.model.RL_1.135
OG0000174	XP_024016025.1	evm.model.RL_7.2138
OG0000175	XP_006409243.1	evm.model.RL_7.1254
OG0000175	XP_006390262.1	evm.model.RL_3.1995
OG0000175	XP_006416436.1	evm.model.RL_5.1839
OG0000175	XP_006412162.1	evm.model.RL_2.3025
OG0000175	XP_006412039.1	evm.model.RL_2.3122
OG0000177	XP_024006586.1, XP_024014023.1	evm.model.RL_4.357
OG0000177	XP_024004140.1	evm.model.RL_2.510, evm.model.RL_2.497, evm.model.RL_2.1097
OG0000180	XP_006390571.2, XP_024016442.1	evm.model.RL_4.643
OG0000181	XP_024014219.1	evm.model.RL_3.1261, evm.model.RL_2.1089, evm.model.RL_8.1686, evm.model.RL_2.403, evm.model.RL_6.478
OG0000185	XP_024016314.1	evm.model.RL_5.3641, evm.model.RL_3.292
OG0000185	XP_024009937.1	evm.model.RL_3.5, evm.model.RL_7.2167, evm.model.RL_1.2420, evm.model.RL_7.527, evm.model.RL_3.588, evm.model.RL_1.1351, evm.model.RL_2.287, evm.model.RL_8.2218, evm.model.RL_6.431, evm.model.RL_5.2237
OG0000186	XP_024016126.1	evm.model.RL_5.2354, evm.model.RL_8.2135
OG0000189	XP_006411932.1	evm.model.RL_6.2240, evm.model.RL_6.2193, evm.model.RL_2.3227
OG0000189	XP_024006800.1	evm.model.RL_4.1578
OG0000190	XP_006396683.2	evm.model.RL_8.473, evm.model.RL_8.474.1.687c8557
OG0000190	XP_024010195.1	evm.model.RL_8.472
OG0000192	XP_024008190.1	evm.model.RL_5.3624
OG0000192	XP_006416321.2	evm.model.RL_3.2104
OG0000195	XP_006408585.1	evm.model.RL_6.761
OG0000195	XP_006402949.1	evm.model.RL_7.686, evm.model.RL_6.2234
OG0000195	XP_006405835.1, XP_006391396.1	evm.model.RL_2.437, evm.model.RL_3.1018
OG0000196	XP_006415507.2	evm.model.RL_5.2252
OG0000196	XP_006415505.2	evm.model.RL_1.1858
OG0000197	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1	evm.model.RL_2.911
OG0000203	XP_006408167.1	evm.model.RL_1.381, evm.model.RL_1.380
OG0000204	XP_006414659.2, XP_006392176.1, XP_006406140.1, XP_024014985.1	evm.model.RL_1.2062
OG0000207	XP_024009484.1	evm.model.RL_3.2270
OG0000210	XP_024015969.1	evm.model.RL_7.1999, evm.model.RL_7.2509
OG0000213	XP_024013862.1	evm.model.RL_6.204
OG0000214	XP_006398075.1	evm.model.RL_7.215
OG0000217	XP_006392266.1	evm.model.RL_3.599
OG0000218	XP_006395887.1, XP_006395885.1, XP_006395886.1	evm.model.RL_7.2697_evm.model.RL_7.2698
OG0000219	XP_006391444.1	evm.model.RL_3.1053
OG0000219	XP_006410035.1	evm.model.RL_6.1077
OG0000219	XP_006394298.1	evm.model.RL_8.2397
OG0000224	XP_006390080.1	evm.model.RL_3.2156
OG0000225	XP_006415575.2	evm.model.RL_5.2978, evm.model.RL_5.2982, evm.model.RL_5.2983, evm.model.RL_5.2977
OG0000225	XP_006415569.1	evm.model.RL_5.2981
OG0000228	XP_006390832.1	evm.model.RL_3.1484, evm.model.RL_3.1485
OG0000228	XP_024007098.1	evm.model.RL_3.1486
OG0000229	XP_006413298.1, XP_006412791.2	evm.model.RL_8.305, evm.model.RL_8.256, evm.model.RL_8.257
OG0000231	XP_006402171.2, XP_006405728.2	evm.model.RL_2.361
OG0000231	XP_006391509.1	evm.model.RL_3.874, evm.model.RL_3.1104
OG0000232	XP_024014358.1	evm.model.RL_1.493
OG0000233	XP_024016558.1, XP_024013534.1, XP_024004135.1, XP_024014514.1	evm.model.RL_7.2092
OG0000233	XP_024010264.1, XP_024010263.1	evm.model.RL_2.2480
OG0000234	XP_006403491.1	evm.model.RL_7.860
OG0000234	XP_006403492.1	evm.model.RL_7.861
OG0000234	XP_006403493.1	evm.model.RL_7.862
OG0000234	XP_006411161.1	evm.model.RL_6.2046
OG0000234	XP_006399852.1	evm.model.RL_4.2267
OG0000236	XP_024014734.1	evm.model.RL_6.790
OG0000237	XP_024011339.1	evm.model.RL_2.732
OG0000238	XP_024011137.1	evm.model.RL_4.549
OG0000242	XP_006409559.1	evm.model.RL_7.2542
OG0000244	XP_006413726.1	evm.model.RL_2.1690
OG0000248	XP_006389699.2, XP_024014433.1, XP_006405717.2	evm.model.RL_7.722
OG0000249	XP_006410850.1	evm.model.RL_6.1769
OG0000249	XP_006410852.1	evm.model.RL_6.1770
OG0000250	XP_006390930.2	evm.model.RL_3.1397, evm.model.RL_2.492
OG0000253	XP_024014692.1	evm.model.RL_8.1032
OG0000256	XP_024009992.1	evm.model.RL_8.503, evm.model.RL_8.501, evm.model.RL_8.502, evm.model.RL_8.500
OG0000256	XP_006393554.2	evm.model.RL_2.275
OG0000256	XP_024004174.1	evm.model.RL_6.2167, evm.model.RL_4.439
OG0000258	XP_006395570.1	evm.model.RL_7.2389
OG0000258	XP_006395568.2	evm.model.RL_7.2388
OG0000264	XP_006396522.2	evm.model.RL_8.324
OG0000265	XP_024011107.1	evm.model.RL_4.1725
OG0000265	XP_024013466.1, XP_024006182.1	evm.model.RL_2.540, evm.model.RL_3.1127, evm.model.RL_5.2471
OG0000266	XP_006402522.1, XP_006405778.1	evm.model.RL_7.1038
OG0000266	XP_006390108.2	evm.model.RL_7.884
OG0000266	XP_006414422.1	evm.model.RL_7.114
OG0000266	XP_006418087.2	evm.model.RL_7.312, evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608
OG0000268	XP_006395818.1	evm.model.RL_7.2613
OG0000268	XP_024016059.1	evm.model.RL_3.272
OG0000268	XP_006398647.1	evm.model.RL_4.3350
OG0000268	XP_006403613.1	evm.model.RL_7.967
OG0000271	XP_006393349.1	evm.model.RL_4.3212
OG0000272	XP_024006427.1	evm.model.RL_5.2235, evm.model.RL_5.3642
OG0000273	XP_006393374.1, XP_006393366.1, XP_024006296.1, XP_006401972.1, XP_006417866.1, XP_006393515.2, XP_006392846.1	evm.model.RL_5.2635
OG0000274	XP_006400925.1	evm.model.RL_8.2049
OG0000274	XP_006418933.1, XP_006418941.1	evm.model.RL_7.1747, evm.model.RL_7.1745
OG0000274	XP_024003799.1	evm.model.RL_6.1051
OG0000275	XP_024014973.1, XP_024014974.1	evm.model.RL_3.456, evm.model.RL_1.2114
OG0000278	XP_024008930.1	evm.model.RL_8.1959, evm.model.RL_8.1993
OG0000278	XP_024012255.1	evm.model.RL_3.1756
OG0000279	XP_024009984.1	evm.model.RL_6.568
OG0000281	XP_006413618.1	evm.model.RL_2.1747
OG0000282	XP_006399236.1	evm.model.RL_4.226, evm.model.RL_4.2794
OG0000282	XP_024012088.1, XP_006399240.2	evm.model.RL_4.2792
OG0000284	XP_006394900.1	evm.model.RL_4.1106, evm.model.RL_4.1105
OG0000284	XP_024015704.1, XP_006392079.1, XP_006392157.1	evm.model.RL_4.572
OG0000285	XP_024006539.1	evm.model.RL_6.721
OG0000288	XP_006406044.2, XP_006406046.1	evm.model.RL_1.2504
OG0000290	XP_006406581.1	evm.model.RL_1.1777
OG0000290	XP_006394046.1	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862
OG0000291	XP_024006122.1	evm.model.RL_5.2580, evm.model.RL_4.862
OG0000294	XP_006406736.1	evm.model.RL_1.1662
OG0000294	XP_006410860.1	evm.model.RL_6.1779
OG0000294	XP_006396376.1	evm.model.RL_8.188
OG0000294	XP_006418333.1	evm.model.RL_5.103
OG0000295	XP_006407057.2	evm.model.RL_3.944
OG0000296	XP_006405376.2	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476
OG0000297	XP_006411985.1	evm.model.RL_4.356
OG0000297	XP_024013316.1, XP_024013315.1, XP_006400849.1	evm.model.RL_8.2112
OG0000297	XP_006406472.1	evm.model.RL_1.1874
OG0000298	XP_006413834.1, XP_006413902.1	evm.model.RL_2.1523
OG0000299	XP_006395553.1	evm.model.RL_3.177
OG0000300	XP_024009522.1	evm.model.RL_1.2518
OG0000300	XP_024009515.1, XP_006396158.1	evm.model.RL_1.2516, evm.model.RL_1.2511
OG0000309	XP_024015850.1, XP_024014526.1, XP_024007291.1, XP_024014699.1, XP_024015924.1, XP_024016316.1, XP_024016378.1, XP_024009485.1, XP_024010314.1, XP_024006445.1, XP_024013195.1, XP_024009478.1, XP_024013189.1, XP_024014537.1, XP_024004996.1, XP_024009283.1, XP_024010590.1, XP_024014719.1, XP_024014273.1, XP_024013378.1, XP_024013041.1, XP_024013065.1, XP_024014233.1, XP_024006534.1, XP_024013109.1, XP_024014534.1, XP_024013075.1, XP_024013933.1, XP_024010340.1, XP_024009414.1, XP_024013934.1, XP_024016115.1, XP_024010295.1, XP_024005037.1, XP_024014550.1, XP_024009481.1, XP_024010127.1, XP_024013059.1, XP_024010378.1, XP_024005033.1, XP_024015127.1, XP_024010484.1, XP_024016365.1, XP_024006129.1, XP_024010577.1, XP_024016336.1, XP_024013388.1, XP_024011385.1, XP_024007279.1, XP_024010539.1, XP_024016192.1, XP_024010151.1, XP_024013953.1, XP_024013987.1, XP_024013172.1, XP_024010751.1, XP_024007313.1, XP_024004914.1, XP_024013047.1, XP_024014513.1, XP_024010370.1, XP_024009905.1, XP_024009960.1, XP_024004959.1, XP_024013052.1, XP_024004960.1, XP_024009450.1, XP_024009398.1, XP_024014017.1, XP_024004881.1, XP_024004024.1, XP_024013324.1, XP_024016560.1, XP_024015925.1, XP_024016117.1, XP_024009426.1, XP_024015044.1, XP_024010242.1, XP_024010393.1, XP_024010537.1, XP_024015870.1, XP_024010461.1, XP_024010344.1, XP_024009357.1, XP_024015888.1, XP_024015895.1, XP_024010358.1, XP_024006499.1, XP_024010272.1, XP_024007255.1, XP_024010910.1, XP_024015140.1, XP_024004946.1, XP_024013096.1, XP_024014372.1, XP_024010648.1, XP_024009268.1, XP_024009432.1, XP_024014394.1, XP_024010322.1, XP_024013396.1, XP_024013193.1, XP_024015874.1, XP_024014632.1, XP_024016267.1, XP_024010372.1, XP_024016339.1, XP_024016870.1, XP_024013100.1, XP_024013091.1, XP_024010265.1, XP_024014286.1, XP_024009477.1, XP_024013051.1, XP_024013077.1, XP_024009643.1, XP_024009295.1, XP_024014788.1, XP_024013192.1, XP_024016871.1, XP_024010677.1, XP_024010801.1, XP_024007311.1	evm.model.RL_1.3296
OG0000310	XP_024012521.1, XP_024012520.1, XP_006400881.1, XP_006393432.1	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	XP_006400196.1	evm.model.RL_4.1982
OG0000311	XP_006393403.1	evm.model.RL_5.2161
OG0000311	XP_006405853.1	evm.model.RL_2.463
OG0000311	XP_006391364.1	evm.model.RL_3.998
OG0000314	XP_006418097.1	evm.model.RL_5.327
OG0000314	XP_024008616.1	evm.model.RL_5.328
OG0000314	XP_006410450.1	evm.model.RL_6.1397
OG0000315	XP_024010215.1	evm.model.RL_1.1077
OG0000316	XP_024003638.1, XP_006409746.1	evm.model.RL_6.2182, evm.model.RL_6.2173
OG0000319	XP_006417745.1, XP_006417749.1, XP_006400853.1, XP_006417751.1	evm.model.RL_8.2110
OG0000322	XP_006389987.1	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	XP_024012357.1	evm.model.RL_8.1505
OG0000323	XP_024005613.1	evm.model.RL_2.2281
OG0000323	XP_024005472.1	evm.model.RL_2.2282
OG0000323	XP_006413047.1	evm.model.RL_2.2280
OG0000325	XP_024006424.1	evm.model.RL_1.2773
OG0000328	XP_006405676.1, XP_006405677.2, XP_006405680.1, XP_006405679.2, XP_006405678.2, XP_006405681.2	evm.model.RL_2.315
OG0000329	XP_006402565.2	evm.model.RL_1.1997
OG0000330	XP_006402644.2	evm.model.RL_7.377
OG0000332	XP_006406473.1, XP_006393188.1	evm.model.RL_1.1873, evm.model.RL_5.2031
OG0000334	XP_006403652.1	evm.model.RL_7.998
OG0000335	XP_024008297.1	evm.model.RL_5.357
OG0000335	XP_024011089.1	evm.model.RL_2.1239, evm.model.RL_5.2346, evm.model.RL_5.2348
OG0000335	XP_006415705.2	evm.model.RL_5.3094
OG0000336	XP_006390610.1	evm.model.RL_3.1688
OG0000339	XP_006413559.1	evm.model.RL_2.1855.1.687c86e4
OG0000339	XP_006397781.1	evm.model.RL_6.2741
OG0000341	XP_024005011.1, XP_024006610.1, XP_024006440.1, XP_024007287.1, XP_024010441.1, XP_024016189.1, XP_024009361.1, XP_024016527.1, XP_024006450.1, XP_024016196.1, XP_024016327.1, XP_024010286.1, XP_024013588.1, XP_024014466.1, XP_024014262.1, XP_024006541.1, XP_024010206.1, XP_024013203.1, XP_024014730.1, XP_024009814.1, XP_024010552.1, XP_024013707.1, XP_024004828.1, XP_024010235.1, XP_024009424.1, XP_024009805.1, XP_024007319.1, XP_024014510.1, XP_024014491.1, XP_024016588.1, XP_024015918.1, XP_024009409.1, XP_024013122.1, XP_024013976.1, XP_024014243.1, XP_024015856.1, XP_024006544.1, XP_024014462.1, XP_024011290.1, XP_024011299.1, XP_024016145.1, XP_024014751.1, XP_024014245.1, XP_024006449.1, XP_024010920.1, XP_024007310.1, XP_024013915.1, XP_024006198.1, XP_024010435.1, XP_024015882.1, XP_024013657.1, XP_024011322.1, XP_024016182.1, XP_024016335.1, XP_024004992.1	evm.model.RL_5.2482
OG0000341	XP_024014252.1	evm.model.RL_6.571, evm.model.RL_8.906
OG0000341	XP_024016195.1, XP_024016307.1	evm.model.RL_1.2670, evm.model.RL_7.2048
OG0000342	XP_006391246.2	evm.model.RL_6.549
OG0000344	XP_024011021.1, XP_024007503.1, XP_006394848.1, XP_006418706.1	evm.model.RL_2.1757
OG0000345	XP_006417207.2	evm.model.RL_5.1127
OG0000345	XP_024009081.1, XP_024009045.1	evm.model.RL_5.1126
OG0000347	XP_006407408.1, XP_006413962.1	evm.model.RL_1.1092
OG0000349	XP_006412067.1	evm.model.RL_2.3096
OG0000350	XP_024008636.1	evm.model.RL_5.2955
OG0000352	XP_024014168.1	evm.model.RL_7.1322
OG0000355	XP_006389856.2	evm.model.RL_3.2369
OG0000356	XP_006419039.1, XP_024006833.1, XP_006394913.1	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000357	XP_024004090.1	evm.model.RL_7.2050
OG0000358	XP_006418147.1	evm.model.RL_5.756, evm.model.RL_5.280
OG0000358	XP_024013255.1	evm.model.RL_4.512, evm.model.RL_4.2635
OG0000358	XP_006399428.2	evm.model.RL_4.2636
OG0000360	XP_024006781.1	evm.model.RL_8.2767
OG0000361	XP_024015571.1	evm.model.RL_1.1054
OG0000362	XP_024010631.1	evm.model.RL_3.917
OG0000364	XP_024013180.1, XP_024014045.1, XP_024015947.1, XP_024016118.1, XP_024014844.1, XP_024010586.1, XP_024007770.1, XP_024004968.1, XP_024011240.1, XP_024013615.1, XP_024013696.1, XP_024013190.1, XP_024009286.1, XP_024005933.1, XP_024010414.1, XP_024015848.1, XP_024014703.1, XP_024009488.1, XP_024013211.1, XP_024010534.1, XP_024004933.1, XP_024010256.1, XP_006397256.2, XP_024016206.1, XP_024010483.1, XP_024016244.1, XP_024004967.1, XP_024004068.1, XP_024006162.1, XP_024011266.1, XP_024013944.1, XP_024007944.1	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607, evm.model.RL_8.1057
OG0000368	XP_006411900.1, XP_006411901.1	evm.model.RL_2.3252
OG0000368	XP_006393642.1	evm.model.RL_2.3251.1.687c86e8
OG0000368	XP_024004487.1	evm.model.RL_3.1025, evm.model.RL_2.3253
OG0000368	XP_006411898.1	evm.model.RL_2.3254
OG0000370	XP_006416751.1	evm.model.RL_5.1545
OG0000370	XP_006413319.1	evm.model.RL_2.604, evm.model.RL_2.2043
OG0000371	XP_006397915.1, XP_024015422.1	evm.model.RL_5.3286, evm.model.RL_6.2874
OG0000371	XP_024004900.1	evm.model.RL_5.1007
OG0000371	XP_006397916.1	evm.model.RL_6.2875
OG0000372	XP_024004324.1, XP_006413103.1	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	XP_024006233.1, XP_006393112.2	evm.model.RL_8.878
OG0000377	XP_006392127.1	evm.model.RL_3.379
OG0000377	XP_006392125.1	evm.model.RL_3.381
OG0000377	XP_006392126.1	evm.model.RL_3.380
OG0000379	XP_024009713.1	evm.model.RL_6.752
OG0000379	XP_024007943.1, XP_024013624.1, XP_024010341.1, XP_024010451.1, XP_024004070.1, XP_024010255.1, XP_024014459.1, XP_024011264.1, XP_024010338.1, XP_024010397.1, XP_024014767.1, XP_024006431.1, XP_024004964.1, XP_024013943.1, XP_024013614.1, XP_024015946.1, XP_024006517.1, XP_024009489.1, XP_024004956.1, XP_024014722.1, XP_024014046.1, XP_024011298.1, XP_024016205.1, XP_024013686.1, XP_024014011.1, XP_024013390.1, XP_024010656.1, XP_024013393.1, XP_024013942.1, XP_024007771.1, XP_024007315.1, XP_024011239.1, XP_024004969.1	evm.model.RL_5.2400, evm.model.RL_4.2609
OG0000382	XP_006418323.1	evm.model.RL_5.113
OG0000382	XP_024015516.1, XP_006392444.1	evm.model.RL_3.698
OG0000382	XP_006417597.1	evm.model.RL_5.778
OG0000383	XP_024008361.1	evm.model.RL_5.3045, evm.model.RL_5.3042
OG0000387	XP_006411150.2	evm.model.RL_6.2462
OG0000390	XP_006401605.1, XP_006397366.1, XP_006401607.2	evm.model.RL_8.1517
OG0000390	XP_006406481.1, XP_006406482.1	evm.model.RL_1.1863
OG0000390	XP_024016650.1	evm.model.RL_1.1673, evm.model.RL_7.1867
OG0000391	XP_024008649.1	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d
OG0000391	XP_024008916.1	evm.model.RL_5.3527
OG0000392	XP_006404046.2	evm.model.RL_7.1360, evm.model.RL_7.1363
OG0000392	XP_006404045.1	evm.model.RL_7.1361
OG0000392	XP_006405800.2	evm.model.RL_2.416
OG0000396	XP_006395369.1	evm.model.RL_7.2206
OG0000397	XP_024004818.1, XP_024007253.1, XP_024016329.1	evm.model.RL_3.767
OG0000398	XP_006407189.1, XP_006407188.1	evm.model.RL_1.1275
OG0000398	XP_006407190.1	evm.model.RL_1.1274
OG0000398	XP_006392671.1	evm.model.RL_5.3907, evm.model.RL_5.3908
OG0000401	XP_006408678.2	evm.model.RL_8.1238, evm.model.RL_8.1309
OG0000403	XP_006392175.1	evm.model.RL_3.475, evm.model.RL_3.476
OG0000404	XP_006403789.1, XP_006410788.1, XP_006407441.1, XP_006399080.1	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057
OG0000406	XP_006400239.1	evm.model.RL_4.1943
OG0000406	XP_006402646.2	evm.model.RL_7.379
OG0000406	XP_006408345.1	evm.model.RL_1.230
OG0000408	XP_024013952.1, XP_024014112.1	evm.model.RL_6.363
OG0000411	XP_006417319.1	evm.model.RL_3.280.1.687c84ba
OG0000411	XP_006396679.1	evm.model.RL_8.468
OG0000411	XP_006413700.1	evm.model.RL_2.1704
OG0000412	XP_006401550.1	evm.model.RL_8.1550
OG0000412	XP_006413100.1	evm.model.RL_2.2237
OG0000412	XP_006393086.1	evm.model.RL_5.1961
OG0000412	XP_006406360.1	evm.model.RL_1.1990
OG0000413	XP_024015449.1	evm.model.RL_1.1261
OG0000413	XP_024012323.1	evm.model.RL_8.1728
OG0000414	XP_006415921.1	evm.model.RL_5.3277
OG0000415	XP_006401986.1, XP_024010536.1, XP_024006594.1, XP_006404926.1, XP_006414753.1, XP_006393688.1, XP_006393690.1, XP_024006365.1	evm.model.RL_4.2375, evm.model.RL_4.2377
OG0000421	XP_006405658.1	evm.model.RL_2.302
OG0000422	XP_006417567.1	evm.model.RL_5.809
OG0000422	XP_006417568.1	evm.model.RL_5.808.1.687c88af
OG0000423	XP_006390626.1	evm.model.RL_3.1665
OG0000423	XP_006392695.1	evm.model.RL_5.3889
OG0000423	XP_024015180.1	evm.model.RL_1.1311
OG0000424	XP_024004870.1	evm.model.RL_8.373
OG0000425	XP_006392849.1	evm.model.RL_5.3756
OG0000427	XP_006405752.1, XP_006408057.1	evm.model.RL_3.2260
OG0000427	XP_024013937.1	evm.model.RL_2.1164, evm.model.RL_3.2261
OG0000427	XP_024016547.1	evm.model.RL_6.1459, evm.model.RL_3.2259
OG0000429	XP_006394790.1	evm.model.RL_4.1204
OG0000429	XP_006399622.1	evm.model.RL_4.2465
OG0000429	XP_006412480.1	evm.model.RL_2.2744
OG0000429	XP_006405188.1	evm.model.RL_6.461
OG0000430	XP_006409418.1	evm.model.RL_1.2834
OG0000430	XP_006404551.1	evm.model.RL_6.22
OG0000430	XP_006411664.1	evm.model.RL_2.3452
OG0000431	XP_006392303.1	evm.model.RL_3.561
OG0000431	XP_006417504.1	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	XP_006401798.1	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000432	XP_006413591.1, XP_006413166.1	evm.model.RL_2.2173
OG0000432	XP_006401391.1	evm.model.RL_8.1680
OG0000436	XP_006413212.1	evm.model.RL_2.2141
OG0000436	XP_006401294.1	evm.model.RL_8.1743
OG0000436	XP_006412845.1	evm.model.RL_2.2461
OG0000436	XP_006408890.2	evm.model.RL_1.3151
OG0000437	XP_006415074.1, XP_006415068.1, XP_006415075.2	evm.model.RL_5.2606
OG0000437	XP_006415076.2	evm.model.RL_5.2608
OG0000438	XP_006396746.1	evm.model.RL_8.525
OG0000439	XP_006402684.1	evm.model.RL_7.411
OG0000439	XP_006410273.1	evm.model.RL_6.1235
OG0000440	XP_006418718.1, XP_006398844.1	evm.model.RL_4.1896
OG0000440	XP_006408308.2	evm.model.RL_1.259
OG0000440	XP_006393265.2	evm.model.RL_1.260
OG0000441	XP_006406833.1	evm.model.RL_1.1577
OG0000441	XP_006406836.1	evm.model.RL_1.1575
OG0000441	XP_024014827.1	evm.model.RL_1.1576
OG0000445	XP_024005367.1, XP_024016655.1, XP_024007925.1, XP_024014826.1, XP_024007940.1, XP_024013372.1, XP_024016565.1, XP_024013359.1, XP_024004847.1, XP_024007935.1, XP_024011247.1, XP_024010216.1, XP_024013582.1, XP_024009491.1, XP_024014227.1, XP_024013232.1, XP_024013557.1, XP_024009291.1, XP_024009920.1, XP_024016492.1, XP_024015279.1, XP_024014002.1, XP_024010543.1, XP_024004510.1, XP_024007946.1, XP_024009302.1, XP_024013126.1, XP_024004044.1, XP_024014242.1, XP_024011878.1, XP_024014003.1, XP_024004805.1, XP_024015970.1, XP_024011181.1, XP_024004390.1, XP_024010300.1, XP_024010248.1, XP_024011176.1, XP_024004837.1, XP_024014478.1, XP_024010287.1, XP_024004827.1, XP_024004746.1, XP_024009335.1, XP_024011291.1, XP_024007308.1	evm.model.RL_3.951, evm.model.RL_2.846
OG0000446	XP_006394381.1	evm.model.RL_8.2324
OG0000446	XP_006395760.1	evm.model.RL_7.2573
OG0000446	XP_006417014.1	evm.model.RL_5.1283
OG0000447	XP_024015143.1	evm.model.RL_1.1423
OG0000447	XP_024007423.1	evm.model.RL_8.2153
OG0000447	XP_006410540.1	evm.model.RL_6.1484
OG0000448	XP_006398389.1	evm.model.RL_4.101
OG0000449	XP_006418975.1	evm.model.RL_7.1766
OG0000449	XP_006418977.1	evm.model.RL_7.1767
OG0000449	XP_006400899.1	evm.model.RL_8.2066
OG0000450	XP_024011135.1, XP_024013366.1, XP_024011343.1, XP_024015908.1	evm.model.RL_6.2784
OG0000453	XP_006418911.2	evm.model.RL_6.1003
OG0000454	XP_006401786.1	evm.model.RL_8.1369
OG0000457	XP_006399759.1	evm.model.RL_4.2343
OG0000458	XP_024012579.1, XP_006397187.1, XP_006394267.1	evm.model.RL_6.819, evm.model.RL_6.820, evm.model.RL_8.1388, evm.model.RL_8.1390
OG0000461	XP_006418508.2	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911
OG0000461	XP_024008949.1	evm.model.RL_8.2929, evm.model.RL_5.2910
OG0000466	XP_006398788.1	evm.model.RL_4.3195, evm.model.RL_4.3197
OG0000468	XP_024013791.1	evm.model.RL_7.908
OG0000468	XP_006410416.1	evm.model.RL_6.1370
OG0000468	XP_006411118.1	evm.model.RL_6.2006
OG0000471	XP_006415613.1	evm.model.RL_5.3017
OG0000472	XP_006405518.1	evm.model.RL_2.9
OG0000472	XP_006405526.1, XP_006405529.2, XP_024014648.1	evm.model.RL_2.8
OG0000473	XP_024010693.1	evm.model.RL_6.2891
OG0000473	XP_024007127.1	evm.model.RL_8.2204
OG0000473	XP_024012881.1	evm.model.RL_7.124
OG0000474	XP_006394638.1, XP_006404202.1	evm.model.RL_4.1353
OG0000474	XP_006404910.2	evm.model.RL_7.1494, evm.model.RL_2.2587, evm.model.RL_6.296
OG0000477	XP_006411040.1, XP_006409322.1, XP_024004213.1	evm.model.RL_4.2841, evm.model.RL_8.1916.1.687c855e, evm.model.RL_6.1936, evm.model.RL_1.2914
OG0000481	XP_024005890.1	evm.model.RL_2.858
