Orthogroup	Eutrema_salsugineum	Erysimum_linariifolium
OG0000243	XP_024010238.1, XP_024009384.1, XP_024009388.1, XP_024009754.1, XP_024014476.1, XP_024009982.1, XP_024006520.1, XP_024007978.1, XP_024004810.1, XP_024006508.1, XP_024010350.1, XP_006405158.1, XP_024007276.1, XP_024014323.1, XP_024006576.1, XP_024006515.1, XP_024016247.1, XP_024014052.1, XP_024004062.1, XP_024014021.1, XP_024004811.1, XP_024016197.1, XP_024014423.1, XP_024015884.1, XP_024004009.1, XP_024006581.1, XP_024006086.1, XP_024009461.1, XP_024009338.1, XP_024007700.1, XP_024011197.1, XP_024016555.1, XP_024007216.1, XP_024013363.1, XP_024016346.1, XP_024011115.1, XP_024014268.1, XP_024014693.1, XP_024007261.1, XP_024006117.1, XP_024013855.1, XP_024009336.1, XP_024013571.1	El002G131050, El001G012090
OG0000244	XP_006413726.1	El003G163990
OG0000244	XP_006396665.1	El001G005180
OG0000244	XP_006413727.1	El003G164000
OG0000244	XP_024010083.1	El001G005170, El001G005160
OG0000246	XP_024006498.1, XP_024009339.1, XP_024014050.1, XP_024009186.1, XP_024004079.1	El007G366210
OG0000247	XP_006418673.2	El002G130240
OG0000248	XP_024016821.1	El004G205450
OG0000248	XP_006408645.2	El003G188180
OG0000248	XP_006389699.2, XP_024014433.1, XP_006405717.2	El001G027800
OG0000249	XP_006410852.1	El001G010190, El001G010200
OG0000249	XP_006403719.1	El001G023760
OG0000250	XP_006390930.2	El004G221440, El004G221420, El004G221410, El004G221430, El004G221620, El004G221570, El003G143450, El003G143430, El001G057760, El001G032560, El001G032520, El001G032550, El001G032540, El001G032510, El003G189050
OG0000254	XP_006412559.1	El002G133750, El002G133740, El002G133770, El002G133780
OG0000256	XP_024009992.1	El001G005740
OG0000256	XP_006393554.2	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510, El007G348440, El007G348630, El007G348410, El007G348460
OG0000256	XP_024004174.1	El006G289100
OG0000257	XP_006394385.1	El003G184780
OG0000258	XP_006395570.1	El001G040630, El001G040650
OG0000258	XP_006401223.1	El007G334450
OG0000258	XP_006395568.2	El001G040670
OG0000261	XP_024016828.1, XP_024010054.1, XP_024010569.1, XP_024008033.1	El003G172830, El007G338290, El003G149370, El007G343030, El003G186040
OG0000264	XP_006396522.2	El001G003620
OG0000265	XP_024013466.1, XP_024006182.1	El001G028230, El005G251540, El003G190960, El006G310460, El002G124910, El003G178950
OG0000266	XP_006418087.2	El001G032330
OG0000267	XP_024009084.1, XP_006396044.1	El006G303900, El006G300950, El006G300970
OG0000268	XP_006395818.1	El001G037050
OG0000268	XP_024016059.1	El004G198500
OG0000268	XP_006398647.1	El001G081300
OG0000268	XP_006403613.1	El001G024850
OG0000271	XP_006393349.1	El001G004610, El001G004620
OG0000272	XP_024004038.1	El003G153700
OG0000273	XP_006417866.1	El003G181450
OG0000274	XP_006400925.1	El007G331270
OG0000274	XP_006418933.1, XP_006418941.1	El001G015380, El002G138930, El005G270610, El001G015480, El001G015500
OG0000274	XP_024003799.1	El006G303380, El006G303400
OG0000275	XP_024014973.1, XP_024014974.1	El005G260440, El001G046400, El005G260470, El005G260460, El005G260450
OG0000276	XP_024004976.1	El003G177930
OG0000277	XP_006414472.1	El003G172510
OG0000278	XP_024008930.1	El007G332310, El007G332260
OG0000278	XP_024012255.1	El006G297740
OG0000279	XP_024009984.1	El006G309180
OG0000281	XP_006393194.1	El002G134210, El002G134220
OG0000281	XP_006413618.1	El004G205670, El004G205700
OG0000281	XP_024012370.1	El001G048140
OG0000282	XP_024012161.1	El001G074230, El001G074220
OG0000282	XP_006399236.1	El001G074240
OG0000282	XP_006399237.1, XP_006399238.1	El001G074210
OG0000282	XP_024012088.1, XP_006399240.2	El001G074200, El001G074190
OG0000283	XP_024013277.1, XP_006403248.1, XP_006403249.1, XP_006403251.1, XP_006403252.1	El007G358950, El007G358900, El007G358940
OG0000284	XP_006394900.1	El001G051110
OG0000284	XP_024015704.1, XP_006392079.1, XP_006392157.1	El001G010020, El005G240890, El007G347650
OG0000285	XP_024014265.1, XP_006408133.1, XP_006411039.1, XP_006419058.2	El005G252080
OG0000286	XP_006401683.1, XP_024011221.1	El007G339220, El007G356290
OG0000288	XP_006406044.2, XP_006406046.1	El005G236820, El005G237970, El002G127980
OG0000290	XP_006406581.1	El005G255960
OG0000290	XP_006394046.1	El007G324830
OG0000294	XP_006406736.1	El005G254320
OG0000294	XP_006410860.1	El006G293670
OG0000294	XP_006397900.1	El006G280820
OG0000294	XP_006396376.1	El001G002070
OG0000294	XP_006418333.1	El002G084190
OG0000295	XP_006407057.2	El005G250990, El004G213700, El004G213760
OG0000296	XP_006405376.2	El004G224600, El004G224660, El006G317420, El006G317640, El006G317430
OG0000296	XP_006405379.1	El002G114740, El002G114830
OG0000296	XP_024013292.1	El007G339110
OG0000297	XP_006411985.1	El003G145640
OG0000297	XP_006405949.1, XP_006409893.2	El006G304920
OG0000297	XP_024013316.1, XP_024013315.1, XP_006400849.1	El007G330520
OG0000297	XP_006406472.1	El005G257220
OG0000298	XP_006405569.1	El006G307630, El006G307840, El006G307810, El006G307740, El006G307730, El006G307940, El006G307780, El007G355570
OG0000298	XP_006413834.1, XP_006413902.1	El006G320790
OG0000299	XP_024003896.1	El001G044780, El001G044800, El001G044870
OG0000300	XP_024009522.1	El005G270370, El005G270380
OG0000300	XP_006410187.1	El002G126770, El005G270360, El001G016940
OG0000300	XP_024009515.1, XP_006396158.1	El005G270340
OG0000303	XP_024014626.1	El001G039690, El005G277320, El002G128090
OG0000310	XP_024012512.1, XP_024012532.1, XP_006400936.1	El002G106070
OG0000310	XP_024012521.1, XP_024012520.1, XP_006400881.1, XP_006393432.1	El005G269120, El005G267120
OG0000311	XP_006400196.1	El001G064420
OG0000311	XP_006393403.1	El002G132070
OG0000311	XP_006406687.1	El005G254740
OG0000311	XP_006391364.1	El004G215340
OG0000313	XP_024010224.1	El003G165600, El003G178140
OG0000313	XP_024006438.1	El002G132590
OG0000314	XP_006418097.1	El002G086800
OG0000314	XP_024003717.1	El006G299440
OG0000314	XP_024008616.1	El002G086810
OG0000314	XP_006410450.1	El006G298930
OG0000316	XP_024003638.1, XP_006409746.1	El006G289040, El006G288950
OG0000319	XP_006417745.1, XP_006417749.1, XP_006400853.1, XP_006417751.1	El002G090600, El002G090610, El007G330560
OG0000321	XP_006408609.2	El003G185760, El003G185810
OG0000321	XP_024004897.1	El003G185430, El003G181320
OG0000322	XP_006389987.1	El004G231760
OG0000322	XP_006413912.1	El002G129460
OG0000322	XP_006411287.1	El006G289270, El006G309790, El006G309860, El002G125390
OG0000323	XP_024005613.1	El003G156470
OG0000323	XP_006413047.1	El003G156480
OG0000325	XP_024006424.1	El004G205680, El005G236050
OG0000328	XP_006414672.1	El003G174750
OG0000328	XP_006405676.1, XP_006405677.2, XP_006405680.1, XP_006405679.2, XP_006405678.2, XP_006405681.2	El003G188550
OG0000329	XP_024014235.1	El006G313370
OG0000330	XP_006402644.2	El001G031500
OG0000331	XP_006409293.2, XP_024011376.1	El002G122670, El001G044380, El005G250440, El006G293100, El005G264650, El004G209740, El004G210410, El001G037400
OG0000332	XP_006400538.1, XP_006400540.1	El001G060380
OG0000332	XP_006406473.1, XP_006393188.1	El002G134240
OG0000334	XP_006403652.1	El001G024470
OG0000334	XP_006410963.1	El006G292570
OG0000335	XP_024008297.1	El002G087130
OG0000335	XP_024011089.1	El002G130900
OG0000335	XP_006415705.2	El002G113660
OG0000336	XP_024008627.1	El004G225060
OG0000336	XP_006390610.1	El004G225030
OG0000338	XP_006392360.1, XP_006392391.1	El004G205930, El004G205250, El002G092400, El002G092490
OG0000339	XP_006413559.1	El003G161790
OG0000339	XP_006397781.1	El006G282150
OG0000340	XP_024010704.1, XP_006397521.2	El006G285360
OG0000341	XP_024014252.1	El002G125580, El002G106720
OG0000342	XP_006391246.2	El003G192910
OG0000344	XP_024011021.1, XP_024007503.1, XP_006394848.1, XP_006418706.1	El001G051870
OG0000345	XP_006417207.2	El002G096200, El002G096210
OG0000345	XP_006409424.1	El002G096170
OG0000346	XP_006405005.2, XP_006401681.1	El003G185310, El007G346420, El005G272170
OG0000346	XP_024011934.1	El007G346340, El007G339300
OG0000347	XP_006407408.1, XP_006413962.1	El005G267560, El005G247550
OG0000348	XP_024007235.1	El003G159600, El003G182960
OG0000349	XP_006412067.1	El003G146500
OG0000349	XP_006409265.1	El004G214430, El004G214420, El004G214440
OG0000350	XP_024008636.1	El002G115770
OG0000351	XP_006394502.2	El007G329340
OG0000352	XP_006398470.1	El006G309450
OG0000352	XP_006392158.2	El004G201170, El004G201120, El003G185340, El007G358620
OG0000353	XP_006403065.1, XP_006396164.1, XP_006414856.2, XP_024010449.1, XP_024016108.1, XP_024011305.1	El006G315280, El002G120920, El006G285880, El006G321000, El004G194250, El002G123910
OG0000355	XP_006396035.1, XP_024004822.1, XP_024004849.1, XP_006414573.2, XP_024009770.1	El003G173970
OG0000355	XP_006417837.2	El004G217540, El004G217530
OG0000356	XP_006419039.1, XP_024006833.1, XP_006394913.1	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	XP_024013255.1	El007G359240, El001G072540
OG0000358	XP_006399428.2	El001G072550
OG0000360	XP_024006781.1	El007G323130
OG0000361	XP_024015571.1	El005G247030, El005G247020
OG0000361	XP_024011858.1	El001G078160
OG0000361	XP_024011987.1	El001G078130
OG0000362	XP_024010631.1	El004G212950
OG0000363	XP_024011329.1	El002G126210
OG0000364	XP_024013180.1, XP_024014045.1, XP_024015947.1, XP_024016118.1, XP_024014844.1, XP_024010586.1, XP_024007770.1, XP_024004968.1, XP_024011240.1, XP_024013615.1, XP_024013696.1, XP_024013190.1, XP_024009286.1, XP_024005933.1, XP_024010414.1, XP_024015848.1, XP_024014703.1, XP_024009488.1, XP_024013211.1, XP_024010534.1, XP_024004933.1, XP_024010256.1, XP_006397256.2, XP_024016206.1, XP_024010483.1, XP_024016244.1, XP_024004967.1, XP_024004068.1, XP_024006162.1, XP_024011266.1, XP_024013944.1, XP_024007944.1	El004G211570
OG0000368	XP_006393642.1	El003G144810
OG0000368	XP_024004487.1	El004G215830, El003G144770, El003G144760
OG0000368	XP_006411898.1	El003G144750
OG0000370	XP_006416751.1	El003G185270, El002G101090, El002G101100
OG0000370	XP_006413319.1	El001G014550, El003G159300, El003G159280
OG0000371	XP_006397915.1, XP_024015422.1	El002G111190, El006G280660
OG0000371	XP_006397916.1	El006G280650
OG0000372	XP_024004324.1, XP_006413103.1	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780
OG0000377	XP_006392127.1	El004G200550
OG0000377	XP_006392125.1	El004G200530
OG0000377	XP_006392126.1	El004G200540
OG0000379	XP_024007943.1, XP_024013624.1, XP_024010341.1, XP_024010451.1, XP_024004070.1, XP_024010255.1, XP_024014459.1, XP_024011264.1, XP_024010338.1, XP_024010397.1, XP_024014767.1, XP_024006431.1, XP_024004964.1, XP_024013943.1, XP_024013614.1, XP_024015946.1, XP_024006517.1, XP_024009489.1, XP_024004956.1, XP_024014722.1, XP_024014046.1, XP_024011298.1, XP_024016205.1, XP_024013686.1, XP_024014011.1, XP_024013390.1, XP_024010656.1, XP_024013393.1, XP_024013942.1, XP_024007771.1, XP_024007315.1, XP_024011239.1, XP_024004969.1	El003G186470, El006G311540
OG0000380	XP_006391829.2	El004G208570
OG0000382	XP_006418323.1	El002G084270
OG0000382	XP_024015516.1, XP_006392444.1	El004G208350
OG0000382	XP_006417597.1	El002G091920
OG0000383	XP_024008361.1	El002G114400, El002G114390, El002G114430
OG0000384	XP_006406954.1	El005G252180
OG0000384	XP_006392866.1	El002G137740
OG0000386	XP_006395576.1	El001G040470, El001G040480
OG0000386	XP_006403706.1, XP_024013545.1	El001G023910
OG0000387	XP_006411150.2	El006G285490
OG0000390	XP_006401605.1, XP_006397366.1, XP_006401607.2	El007G338360
OG0000390	XP_006406481.1, XP_006406482.1	El005G257120
OG0000391	XP_024008649.1	El002G107470
OG0000391	XP_024008916.1	El002G107420
OG0000392	XP_006404046.2	El003G176450
OG0000392	XP_006404045.1	El003G176130
OG0000393	XP_024015029.1	El005G254450, El005G254470, El001G064960, El005G254460
OG0000396	XP_006395369.1	El001G043390
OG0000396	XP_024007562.1	El001G043540, El001G043570
OG0000398	XP_006407189.1, XP_006407188.1	El005G249610
OG0000398	XP_006407190.1	El005G249600
OG0000398	XP_006392671.1	El002G140190
OG0000400	XP_024010856.1	El003G160990
OG0000400	XP_024007895.1, XP_024007894.1	El006G281540
OG0000402	XP_024014254.1	El006G281800
OG0000403	XP_006392175.1	El004G201290
OG0000404	XP_006403789.1, XP_006410788.1, XP_006407441.1, XP_006399080.1	El001G023000, El006G294700, El005G247060
OG0000406	XP_006400239.1	El001G063970
OG0000406	XP_006402646.2	El001G031450
OG0000406	XP_006408345.1	El005G237360
OG0000407	XP_024010155.1	El001G007400, El001G065720
OG0000408	XP_024013952.1	El006G316660
OG0000408	XP_024014112.1	El006G316640
OG0000408	XP_006405015.2	El006G311690
OG0000408	XP_024014113.1	El006G316620, El006G316610
OG0000411	XP_006391930.1	El004G198670
OG0000411	XP_006396679.1	El001G005390
OG0000411	XP_006413700.1	El003G163700
OG0000412	XP_006401550.1	El007G337740
OG0000412	XP_006413100.1	El003G157090
OG0000412	XP_006393086.1	El002G135360
OG0000412	XP_006406360.1	El005G258570
OG0000413	XP_024015449.1	El005G249460
OG0000413	XP_006413205.2	El003G158150
OG0000413	XP_024012323.1	El007G335400
OG0000414	XP_006415921.1	El002G110530
OG0000415	XP_024006594.1, XP_006404926.1, XP_006414753.1, XP_006393688.1, XP_006393690.1, XP_024006365.1	El001G069430
OG0000416	XP_024008095.1	El006G316630
OG0000417	XP_024013818.1	El001G006910
OG0000420	XP_006412828.1	El003G153940, El003G153780
OG0000421	XP_024014651.1	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490
OG0000421	XP_006405658.1	El003G188880
OG0000421	XP_006405663.1, XP_006414433.1	El003G188870
OG0000422	XP_006417567.1	El002G092300
OG0000422	XP_006417568.1	El002G092290, El002G127460
OG0000423	XP_006390626.1	El004G224830
OG0000423	XP_024015180.1	El005G250010
OG0000424	XP_024009935.1, XP_024009575.1, XP_006418804.2	El001G004240
OG0000425	XP_006407383.1	El005G247780
OG0000427	XP_006405752.1, XP_006408057.1	El005G240500, El007G341910
OG0000427	XP_024013937.1	El004G232020
OG0000427	XP_024016547.1	El005G275270, El006G298230, El006G298220, El004G232010
OG0000429	XP_006394790.1	El001G052920
OG0000429	XP_006399622.1	El001G070450
OG0000429	XP_006412480.1	El003G150450
OG0000429	XP_006405188.1	El006G314410
OG0000430	XP_006409418.1	El005G273810
OG0000430	XP_024005120.1	El003G147560
OG0000430	XP_006411664.1	El003G142190
OG0000431	XP_006392303.1	El004G203320
OG0000431	XP_006417504.1	El002G092990
OG0000431	XP_006417505.1	El002G092980
OG0000432	XP_006401798.1	El007G340870
OG0000432	XP_006413166.1	El003G157860
OG0000432	XP_006401391.1	El007G336140
OG0000436	XP_006401294.1	El003G158230, El007G335250
OG0000436	XP_006408890.2	El005G278170
OG0000437	XP_006415074.1, XP_006415068.1, XP_006415075.2	El002G121480, El002G121680, El002G121530
OG0000437	XP_006415076.2	El002G121440
OG0000438	XP_006396746.1	El001G006030
OG0000439	XP_006402684.1	El001G031050
OG0000439	XP_006410273.1	El006G301030
OG0000440	XP_006418718.1, XP_006398844.1	El001G063480
OG0000440	XP_006408308.2	El005G237700
OG0000440	XP_006393265.2	El005G237740, El005G237730
OG0000441	XP_006406833.1	El005G253210
OG0000441	XP_006406836.1	El005G253180
OG0000441	XP_024014827.1	El005G253200, El005G253190
OG0000442	XP_006404833.1	El006G320400
OG0000443	XP_006390679.1	El004G202810, El004G202820, El004G224300, El001G054400, El027G373480, El004G212300, El004G224310, El004G224290, El004G224230, El004G224280, El004G224250, El004G224240, El004G224330
OG0000446	XP_006394381.1	El007G328120
OG0000446	XP_006395760.1	El001G037830
OG0000446	XP_006417014.1	El002G098330
OG0000447	XP_024015143.1	El005G251460
OG0000447	XP_024007423.1	El007G330070
OG0000447	XP_006410540.1	El006G297870
OG0000447	XP_006415639.1	El002G114360
OG0000448	XP_006398389.1	El007G365930
OG0000449	XP_006418975.1	El001G015080
OG0000449	XP_006418977.1	El001G015070
OG0000449	XP_006400899.1	El007G331060
OG0000450	XP_024011135.1, XP_024013366.1, XP_024011343.1, XP_024015908.1	El004G210490, El007G349820, El003G188150
OG0000452	XP_006412725.1	El007G350560
OG0000452	XP_006412724.1	El003G152790, El003G152800
OG0000453	XP_006418911.2	El001G015610
OG0000453	XP_024004064.1	El006G308850
OG0000454	XP_006401786.1	El007G357850, El007G340800, El007G340780
OG0000457	XP_006401714.1	El003G190300
OG0000458	XP_006401647.1	El007G327050
OG0000458	XP_024012579.1, XP_006397187.1, XP_006394267.1	El007G340350, El006G307260
OG0000459	XP_006413831.1, XP_006413832.1, XP_006414786.1, XP_006405058.1, XP_024014295.1, XP_024014294.1, XP_006405062.2, XP_006405063.2, XP_024014299.1, XP_024004521.1, XP_024004735.1, XP_006408692.1	El003G185370, El003G179210, El003G164990, El001G048170, El001G047570
OG0000461	XP_006418508.2	El002G082410
OG0000461	XP_024008949.1	El002G082400
OG0000462	XP_006405769.1	El003G187410
OG0000462	XP_006396361.1	El001G066140
OG0000465	XP_024007231.1	El004G212890
OG0000466	XP_006398788.1	El002G133690, El002G133670, El001G079410
OG0000466	XP_024012555.1	El004G219990
OG0000467	XP_006414065.1	El001G030350, El003G167630, El007G364000
OG0000468	XP_024013791.1	El001G025490
OG0000468	XP_006410416.1	El006G299240
OG0000468	XP_006411118.1	El006G291120
OG0000471	XP_006415613.1	El002G114920
OG0000472	XP_006405518.1	El003G190770
OG0000472	XP_006405526.1, XP_006405529.2, XP_024014648.1	El003G190760
OG0000473	XP_024010693.1	El006G280460
OG0000473	XP_024007127.1	El007G329520
OG0000473	XP_024012881.1	El001G034670
OG0000473	XP_024014752.1	El003G191060
OG0000474	XP_006404910.2	El001G018580, El001G056310, El006G317600
OG0000475	XP_006391769.2	El004G196420
OG0000476	XP_024007583.1	El004G207670, El007G330570, El001G052870
OG0000477	XP_024011731.1	El006G291920, El005G274770, El007G333070, El001G074740
OG0000478	XP_006409386.2, XP_024010333.1	El005G274060, El005G274050, El001G003150
OG0000481	XP_024005890.1	El003G177200
OG0000481	XP_006401331.2	El003G185000
OG0000481	XP_006405843.2	El007G356160
OG0000483	XP_006401457.2	El007G336760
OG0000483	XP_006401456.1, XP_006414126.1	El007G336750, El007G336710
OG0000486	XP_024013553.1	El001G026720, El001G026660, El001G026650, El001G026690
OG0000487	XP_006418124.1	El006G298580, El005G239000, El002G086490
OG0000488	XP_024010482.1, XP_024010477.1	El001G022690
OG0000488	XP_024013552.1	El002G108290
OG0000491	XP_024012621.1	El001G042360
OG0000491	XP_024012500.1	El001G057790, El007G360970
OG0000491	XP_024011431.1	El001G057630, El001G057640, El001G057670
OG0000495	XP_006412809.1	El003G181140, El003G181130, El006G311570, El003G184390
OG0000496	XP_024006587.1, XP_024005418.1	El004G209190
OG0000496	XP_024010187.1	El002G127540
OG0000497	XP_024007919.1	El001G051880, El001G048830, El001G048840
