Orthogroup	Conringia_planisiliqua	Odontarrhena_muralis
OG0000109	CP1_g40029_DN1_SP0_c.t1, CP12_g31050_DN2_SP0_c.t1, CP13_g20454_DN2_SP0_c.t1, CP18_g12074_DN1_SP0_c.t1, CP6_g8582_DN2_SP0_c.t1, CP3_g15710_DN2_SP0_c.t1, CP12_g31527_DN3_SP0_c.t1, CP24_g47038_DN2_SP0_c.t1, CP3_g16737_DN2_SP0_c.t1, CP3_g14975_DN3_SP0_c.t1, CP2_g50413_DN1_SP0_c.t1	Om007G303510
OG0000110	CP3_g13458_DN3_SP0_c.t1	Om003G123410
OG0000113	CP20_g4448_DN2_SP0_c.t1	Om001G037540
OG0000113	CP12_g31635_DN1_SP0_c.t1	Om002G045450, Om001G037890, Om001G037740, Om002G045700, Om001G037550, Om001G037800, Om001G037460, Om001G037470, Om001G037490, Om001G034170, Om002G081270
OG0000117	CP5_g3262_DN3_SP0_c.t1, CP37_g11372_DN1_SP0_c.t1, CP2_g49793_DN2_SP0_c.t1, CP23_g21369_DN1_SP0_c.t1	Om002G088690
OG0000117	CP12_g31116_DN2_SP0_c.t1, CP14_g23889_DN2_SP0_c.t1	Om001G014560
OG0000118	CP5_g1908_DN2_SP0_c.t1, CP5_g1919_DN2_SP0_c.t1, CP5_g1915_DN1_SP0_c.t1, CP5_g1912_DN2_SP0_c.t1, CP5_g1886_DN2_SP0_c.t1, CP5_g1935_DN3_SP0_c.t1, CP94_g6400_DN3_SP0_c.t1, CP5_g1897_DN2_SP0_c.t1, CP5_g1895_DN2_SP0_c.t1, CP5_g1905_DN3_SP0_c.t1	Om008G333780
OG0000119	CP45_g22359_DN3_SP0_c.t1, CP29_g21958_DN3_SP0_c.t1, CP8_g54530_DN3_SP0_c.t1, CP8_g52687_DN2_SP0_c.t1, CP8_g52236_DN2_SP0_c.t1, CP5_g1847_DN2_SP0_c.t1	Om004G164230, Om005G214120, Om005G222850
OG0000120	CP2_g49217_DN3_SP0_c.t1, CP2_g49209_DN1_SP0_c.t1	Om005G221860
OG0000120	CP6_g8949_DN3_SP0_c.t1, CP20_g4168_DN3_SP0_c.t1, CP20_g4172_DN3_SP0_c.t1	Om004G161410, Om004G161280, Om002G075940, Om007G301890, Om001G024520
OG0000122	CP8_g53628_DN3_SP0_c.t1	Om003G118900, Om003G118890, Om003G118880
OG0000122	CP8_g53621_DN3_SP0_c.t1, CP8_g53620_DN3_SP0_c.t1	Om003G118720
OG0000123	CP2_g49912_DN3_SP0_c.t1, CP1_g37670_DN3_SP0_c.t1	Om005G193560, Om005G193450, Om005G193620, Om005G193610, Om005G193590
OG0000123	CP1_g37644_DN3_SP0_c.t1	Om005G193280, Om005G193230, Om005G193260
OG0000124	CP8_g54204_DN2_SP0_c.t1, CP22_g17175_DN1_SP0_c.t1	Om005G227380, Om001G036630, Om003G104490, Om003G111030, Om003G110990, Om003G111110, Om003G111130
OG0000124	CP6_g8046_DN2_SP0_c.t1	Om005G206120
OG0000124	CP2_g49700_DN3_SP0_c.t1	Om008G318760, Om007G317440
OG0000124	CP8_g54335_DN2_SP0_c.t1	Om001G019350
OG0000124	CP24_g47153_DN1_SP0_c.t1	Om004G142190
OG0000125	CP3_g13990_DN2_SP0_c.t1	Om006G254380
OG0000125	CP11_g33621_DN2_SP0_c.t1, CP10_g42910_DN3_SP0_c.t1	Om002G052080
OG0000125	CP8_g54114_DN3_SP0_c.t1	Om006G244360
OG0000125	CP3_g14838_DN3_SP0_c.t1, CP8_g54018_DN3_SP0_c.t1	Om006G245540
OG0000125	CP4_g25869_DN3_SP0_c.t1	Om007G283300
OG0000126	CP95_g12689_DN3_SP0_c.t1, CP18_g12087_DN3_SP0_c.t1, CP3_g14120_DN3_SP0_c.t1, CP13_g20555_DN3_SP0_c.t1, CP9_g27971_DN3_SP0_c.t1, CP6_g8634_DN3_SP0_c.t1	Om006G262390, Om004G151250
OG0000127	CP5_g1412_DN3_SP0_c.t1	Om004G176290
OG0000127	CP6_g7448_DN3_SP0_c.t1, CP12_g30884_DN3_SP0_c.t1, CP12_g30885_DN3_SP0_c.t1	Om005G189960
OG0000128	CP29_g22135_DN2_SP0_c.t1	Om001G015270
OG0000128	CP6_g9544_DN1_SP0_c.t1	Om004G154610
OG0000128	CP18_g12126_DN1_SP0_c.t1	Om004G150710
OG0000128	CP6_g9543_DN2_SP0_c.t1	Om005G217280
OG0000131	CP12_g30982_DN3_SP0_c.t1, CP18_g12092_DN3_SP0_c.t1, CP9_g27816_DN2_SP0_c.t1, CP17_g5831_DN3_SP0_c.t1, CP3_g14116_DN1_SP0_c.t1, CP3_g15173_DN3_SP0_c.t1	Om003G106820
OG0000133	CP8_g52981_DN3_SP0_c.t1	Om008G345870, Om008G349240
OG0000133	CP16_g55355_DN3_SP0_c.t1	Om008G358290, Om008G345600, Om001G024110
OG0000133	CP1_g38831_DN3_SP0_c.t1, CP1_g38743_DN3_SP0_c.t1, CP16_g55379_DN3_SP0_c.t1, CP18_g11525_DN3_SP0_c.t1, CP29_g21957_DN3_SP0_c.t1, CP1_g38828_DN3_SP0_c.t1, CP15_g34799_DN3_SP0_c.t1, CP16_g55378_DN1_SP0_c.t1, CP17_g5408_DN3_SP0_c.t1, CP6_g8172_DN3_SP0_c.t1, CP1_g38774_DN3_SP0_c.t1, CP25_g56000_DN3_SP0_c.t1, CP12_g31312_DN3_SP0_c.t1, CP31_g46783_DN3_SP0_c.t1, CP3_g16732_DN3_SP0_c.t1, CP3_g16786_DN3_SP0_c.t1, CP6_g9687_DN3_SP0_c.t1, CP1_g39364_DN3_SP0_c.t1, CP17_g6255_DN3_SP0_c.t1, CP9_g27528_DN3_SP0_c.t1, CP7_g44180_DN3_SP0_c.t1, CP15_g34601_DN3_SP0_c.t1, CP6_g8795_DN3_SP0_c.t1, CP15_g35572_DN3_SP0_c.t1, CP1_g40804_DN3_SP0_c.t1, CP17_g4997_DN3_SP0_c.t1, CP2_g50653_DN3_SP0_c.t1, CP22_g17525_DN3_SP0_c.t1, CP12_g31604_DN3_SP0_c.t1, CP15_g35987_DN3_SP0_c.t1, CP18_g11529_DN3_SP0_c.t1, CP23_g21575_DN3_SP0_c.t1, CP17_g4998_DN3_SP0_c.t1, CP31_g46845_DN3_SP0_c.t1, CP36_g50997_DN3_SP0_c.t1, CP1_g40805_DN3_SP0_c.t1	Om007G315880
OG0000135	CP6_g7882_DN2_SP0_c.t1	Om002G054930
OG0000135	CP20_g4161_DN1_SP0_c.t1	Om005G226530
OG0000136	CP9_g28199_DN3_SP0_c.t1	Om002G045120
OG0000137	CP14_g23405_DN1_SP0_c.t1	Om002G072120, Om006G268330, Om006G262830
OG0000137	CP92_g51792_DN1_SP0_c.t1	Om006G258530
OG0000138	CP16_g55443_DN2_SP0_c.t1	Om006G251190, Om006G251180
OG0000138	CP2_g48869_DN3_SP0_c.t1	Om001G037700
OG0000138	CP9_g28663_DN3_SP0_c.t1	Om005G207670, Om005G207700
OG0000138	CP2_g48868_DN3_SP0_c.t1	Om001G026370
OG0000140	CP17_g5869_DN3_SP0_c.t1	Om006G247230, Om006G247200
OG0000143	CP3_g15650_DN3_SP0_c.t1	Om003G106950
OG0000144	CP15_g34508_DN1_SP0_c.t1, CP6_g8551_DN1_SP0_c.t1	Om005G217250
OG0000144	CP26_g51180_DN2_SP0_c.t1	Om007G314120
OG0000144	CP50_g6557_DN2_SP0_c.t1	Om002G077770
OG0000144	CP12_g31721_DN2_SP0_c.t1, CP3_g16438_DN3_SP0_c.t1	Om008G351670, Om002G077760, Om005G218980, Om001G015950, Om001G019450, Om022G374950
OG0000144	CP35_g52082_DN2_SP0_c.t1	Om007G317180
OG0000146	CP29_g22095_DN2_SP0_c.t1	Om008G326830
OG0000147	CP10_g43624_DN3_SP8_c.t1	Om002G086500
OG0000147	CP5_g984_DN3_SP8_c.t1	Om001G025660
OG0000147	CP8_g53733_DN3_SP8_c.t1	Om007G285990, Om006G249440
OG0000147	CP9_g29643_DN3_SP8_c.t1	Om004G130850
OG0000147	CP17_g5850_DN3_SP8_c.t1	Om002G078960
OG0000149	CP8_g53985_DN3_SP0_c.t1	Om006G256850
OG0000150	CP8_g53726_DN3_SP0_c.t1	Om008G323560
OG0000151	CP8_g53294_DN3_SP8_c.t1	Om003G114720
OG0000151	CP5_g1205_DN3_SP7_c.t1	Om001G021860
OG0000151	CP10_g42832_DN3_SP8_c.t1	Om002G051120
OG0000151	CP10_g43893_DN3_SP8_c.t1	Om002G082850
OG0000151	CP8_g53599_DN3_SP8_c.t1	Om003G118410
OG0000152	CP4_g26038_DN3_SP0_c.t1, CP30_g10162_DN3_SP0_c.t1, CP26_g51216_DN3_SP0_c.t1	Om003G098350
OG0000154	CP6_g8024_DN1_SP0_c.t1	Om004G147280
OG0000156	CP4_g24175_DN3_SP0_c.t1	Om008G322060
OG0000161	CP2_g48114_DN3_SP0_c.t1	Om006G236100, Om006G236170
OG0000161	CP10_g43808_DN3_SP0_c.t1, CP9_g27597_DN3_SP0_c.t1	Om007G278440
OG0000161	CP10_g42426_DN3_SP0_c.t1, CP14_g22722_DN3_SP0_c.t1	Om004G167210, Om006G249300
OG0000162	CP16_g55105_DN3_SP0_c.t1	Om003G125170
OG0000164	CP5_g1063_DN3_SP0_c.t1	Om001G024320
OG0000165	CP6_g7697_DN1_SP0_c.t1	Om005G200180, Om007G315340
OG0000166	CP8_g54681_DN2_SP0_c.t1	Om001G033710
OG0000167	CP6_g6855_DN3_SP0_c.t1	Om001G004410
OG0000167	CP1_g38820_DN1_SP0_c.t1, CP1_g38769_DN2_SP0_c.t1, CP1_g38811_DN2_SP0_c.t1	Om001G004360
OG0000167	CP6_g6856_DN2_SP0_c.t1	Om001G004340
OG0000168	CP13_g20273_DN1_SP0_c.t1	Om001G041790
OG0000171	CP4_g24004_DN3_SP6_c.t1	Om003G127920
OG0000171	CP3_g13159_DN3_SP8_c.t1	Om008G319870
OG0000171	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1	Om005G207720
OG0000171	CP2_g49264_DN3_SP7_c.t1	Om005G220880
OG0000171	CP11_g32500_DN3_SP8_c.t1	Om007G301020
OG0000174	CP2_g50320_DN1_SP0_c.t1	Om003G109150
OG0000175	CP10_g43741_DN3_SP4_c.t1	Om002G084540, Om006G257450
OG0000175	CP9_g29229_DN3_SP8_c.t1	Om004G137100
OG0000175	CP5_g509_DN3_SP8_c.t1, CP10_g43894_DN3_SP5_c.t1	Om002G082840
OG0000176	CP7_g44859_DN3_SP0_c.t1	Om008G352670, Om008G352700, Om008G352660, Om008G352690, Om007G291500
OG0000177	CP1_g38437_DN2_SP0_c.t1, CP3_g14990_DN3_SP0_c.t1, CP18_g12258_DN3_SP0_c.t1	Om004G151970
OG0000178	CP1_g41085_DN2_SP0_c.t1	Om004G134680, Om004G134670, Om003G110440, Om002G077640, Om005G199540, Om007G276140, Om004G164470, Om002G068680
OG0000181	CP3_g15926_DN2_SP0_c.t1, CP15_g35373_DN2_SP0_c.t1, CP3_g15372_DN1_SP0_c.t1, CP3_g15137_DN1_SP0_c.t1, CP2_g50125_DN1_SP0_c.t1, CP3_g16664_DN3_SP0_c.t1, CP8_g52846_DN1_SP0_c.t1, CP18_g12220_DN2_SP0_c.t1	Om005G212500
OG0000183	CP2_g49982_DN2_SP0_c.t1, CP3_g14204_DN3_SP0_c.t1	Om008G341930
OG0000184	CP15_g34572_DN3_SP0_c.t1, CP3_g16448_DN1_SP0_c.t1	Om006G270790
OG0000185	CP2_g49134_DN3_SP0_c.t1, CP14_g23074_DN2_SP0_c.t1, CP5_g2106_DN1_SP0_c.t1, CP5_g2107_DN2_SP0_c.t1, CP13_g20745_DN1_SP0_c.t1, CP10_g44055_DN3_SP0_c.t1, CP335_g34392_DN3_SP0_c.t1	Om001G041450, Om008G356330, Om008G319330
OG0000186	CP4_g26270_DN2_SP0_c.t1	Om007G285030
OG0000187	CP1_g38275_DN3_SP0_c.t1	Om001G030100, Om008G336940
OG0000187	CP5_g831_DN3_SP0_c.t1	Om001G028260, Om001G028280
OG0000187	CP10_g43074_DN3_SP0_c.t1	Om002G054350
OG0000189	CP5_g175_DN2_SP0_c.t1	Om001G039670
OG0000192	CP7_g45651_DN3_SP1_c.t1	Om005G203480
OG0000192	CP9_g29342_DN3_SP0_c.t1	Om005G203440
OG0000193	CP12_g30688_DN2_SP0_c.t1	Om002G069160, Om002G069150, Om005G226150, Om005G226170, Om005G226140, Om002G071740, Om002G071690
OG0000195	CP3_g15618_DN3_SP5_c.t1, CP8_g54208_DN3_SP5_c.t1	Om006G243060
OG0000195	CP3_g13675_DN3_SP8_c.t1	Om003G119760
OG0000195	CP5_g1726_DN3_SP8_c.t1	Om007G285150
OG0000196	CP7_g44994_DN1_SP0_c.t1	Om005G182080
OG0000200	CP12_g31409_DN1_SP0_c.t1, CP3_g15725_DN3_SP0_c.t1, CP12_g31416_DN2_SP0_c.t1, CP12_g31356_DN2_SP0_c.t1, CP12_g31334_DN3_SP0_c.t1, CP12_g31367_DN3_SP0_c.t1, CP12_g31322_DN3_SP0_c.t1, CP12_g31309_DN3_SP0_c.t1, CP6_g8942_DN2_SP0_c.t1	Om004G141410, Om003G096320, Om003G096270, Om003G096260, Om001G015930, Om002G066490, Om002G066530, Om005G183320, Om005G183380
OG0000201	CP12_g30564_DN3_SP0_c.t1	Om002G070290
OG0000202	CP12_g30613_DN1_SP0_c.t1, CP8_g52810_DN1_SP0_c.t1	Om020G374490, Om011G365230
OG0000204	CP12_g30628_DN3_SP0_c.t1	Om002G070990
OG0000207	CP9_g29509_DN3_SP0_c.t1	Om004G132790
OG0000210	CP4_g25433_DN2_SP0_c.t1	Om007G278560
OG0000211	CP17_g5641_DN2_SP0_c.t1, CP17_g5529_DN1_SP0_c.t1, CP17_g5390_DN3_SP0_c.t1, CP49_g12883_DN1_SP0_c.t1, CP1_g41127_DN1_SP0_c.t1, CP1_g41063_DN1_SP0_c.t1, CP3_g15759_DN2_SP0_c.t1, CP9_g27557_DN3_SP0_c.t1, CP17_g5611_DN2_SP0_c.t1, CP6_g9573_DN2_SP0_c.t1, CP9_g27779_DN2_SP0_c.t1, CP17_g5813_DN1_SP0_c.t1, CP1_g40670_DN2_SP0_c.t1, CP3_g15684_DN2_SP0_c.t1, CP17_g5610_DN3_SP0_c.t1, CP17_g5507_DN3_SP0_c.t1, CP17_g5528_DN2_SP0_c.t1, CP17_g5640_DN2_SP0_c.t1, CP18_g12399_DN2_SP0_c.t1, CP3_g15758_DN3_SP0_c.t1, CP3_g16268_DN1_SP0_c.t1, CP17_g5600_DN1_SP0_c.t1, CP1_g41175_DN1_SP0_c.t1, CP17_g5498_DN1_SP0_c.t1, CP1_g41178_DN2_SP0_c.t1, CP3_g16047_DN2_SP0_c.t1, CP1_g39747_DN3_SP0_c.t1, CP21_g11052_DN1_SP0_c.t1, CP1_g39702_DN1_SP0_c.t1, CP3_g15916_DN2_SP0_c.t1, CP49_g12855_DN2_SP0_c.t1, CP2_g50098_DN1_SP0_c.t1, CP4_g26956_DN1_SP0_c.t1, CP1_g39760_DN3_SP0_c.t1, CP22_g17346_DN3_SP0_c.t1, CP1_g41302_DN2_SP0_c.t1, CP28_g33917_DN3_SP0_c.t1, CP1_g41444_DN3_SP0_c.t1, CP1_g39852_DN1_SP0_c.t1, CP3_g16005_DN1_SP0_c.t1, CP30_g10267_DN3_SP0_c.t1, CP18_g11513_DN3_SP0_c.t1, CP15_g36228_DN3_SP0_c.t1, CP18_g12063_DN2_SP0_c.t1, CP14_g23230_DN3_SP0_c.t1, CP22_g17493_DN2_SP0_c.t1, CP15_g35646_DN1_SP0_c.t1, CP15_g35715_DN3_SP0_c.t1, CP15_g35563_DN1_SP0_c.t1, CP1_g40693_DN2_SP0_c.t1, CP1_g41286_DN2_SP0_c.t1, CP2_g50764_DN2_SP0_c.t1, CP31_g46654_DN2_SP0_c.t1, CP25_g55913_DN2_SP0_c.t1, CP27_g41669_DN2_SP0_c.t1, CP1_g40187_DN1_SP0_c.t1, CP1_g40444_DN2_SP0_c.t1, CP17_g5518_DN2_SP0_c.t1, CP17_g5631_DN1_SP0_c.t1, CP22_g17156_DN3_SP0_c.t1, CP22_g17144_DN3_SP0_c.t1, CP22_g17187_DN3_SP0_c.t1, CP16_g55670_DN3_SP0_c.t1, CP15_g36032_DN3_SP0_c.t1, CP6_g9505_DN3_SP0_c.t1, CP15_g35934_DN3_SP0_c.t1, CP18_g12033_DN3_SP0_c.t1, CP1_g39956_DN2_SP0_c.t1, CP22_g17199_DN3_SP0_c.t1, CP18_g11663_DN3_SP0_c.t1, CP26_g51192_DN3_SP0_c.t1, CP31_g46655_DN3_SP0_c.t1, CP4_g26726_DN3_SP0_c.t1, CP6_g8800_DN2_SP0_c.t1, CP18_g12341_DN3_SP0_c.t1, CP1_g40134_DN2_SP0_c.t1, CP17_g5712_DN3_SP0_c.t1, CP1_g38568_DN2_SP0_c.t1, CP5_g3340_DN3_SP0_c.t1, CP5_g2474_DN1_SP0_c.t1, CP30_g10190_DN1_SP0_c.t1, CP1_g40754_DN1_SP0_c.t1, CP18_g11437_DN2_SP0_c.t1, CP1_g40864_DN1_SP0_c.t1, CP26_g51193_DN2_SP0_c.t1, CP15_g35047_DN2_SP0_c.t1, CP15_g35714_DN1_SP0_c.t1, CP22_g17639_DN2_SP0_c.t1, CP2_g50763_DN1_SP0_c.t1, CP12_g30905_DN3_SP0_c.t1, CP22_g17198_DN1_SP0_c.t1, CP17_g5746_DN2_SP0_c.t1, CP24_g47258_DN2_SP0_c.t1, CP18_g11436_DN3_SP0_c.t1, CP3_g15313_DN2_SP0_c.t1, CP1_g39850_DN1_SP0_c.t1, CP2_g50754_DN1_SP0_c.t1, CP22_g17524_DN3_SP0_c.t1, CP9_g27558_DN3_SP0_c.t1, CP18_g12530_DN2_SP0_c.t1, CP3_g15806_DN3_SP0_c.t1, CP21_g11051_DN3_SP0_c.t1, CP6_g9574_DN3_SP0_c.t1, CP1_g40445_DN3_SP0_c.t1, CP2_g50608_DN2_SP0_c.t1, CP3_g15166_DN3_SP0_c.t1, CP30_g10189_DN2_SP0_c.t1, CP18_g12082_DN2_SP0_c.t1, CP24_g47121_DN1_SP0_c.t1, CP12_g30904_DN2_SP0_c.t1, CP17_g6365_DN1_SP0_c.t1, CP1_g40513_DN1_SP0_c.t1, CP14_g23231_DN1_SP0_c.t1, CP30_g10266_DN1_SP0_c.t1, CP18_g11900_DN1_SP0_c.t1, CP22_g17347_DN2_SP0_c.t1, CP1_g39701_DN2_SP0_c.t1, CP15_g35562_DN2_SP0_c.t1, CP4_g26725_DN1_SP0_c.t1, CP6_g9504_DN1_SP0_c.t1, CP5_g2473_DN2_SP0_c.t1, CP1_g39445_DN3_SP0_c.t1, CP2_g50271_DN2_SP0_c.t1, CP1_g40863_DN2_SP0_c.t1, CP25_g55912_DN3_SP0_c.t1, CP31_g46656_DN1_SP0_c.t1, CP18_g11662_DN1_SP0_c.t1, CP320_g4629_DN1_SP0_p.t1, CP30_g10188_DN1_SP0_c.t1, CP26_g51191_DN2_SP0_c.t1, CP1_g38569_DN1_SP0_c.t1, CP1_g40446_DN1_SP0_c.t1, CP14_g23849_DN3_SP0_c.t1, CP17_g5632_DN1_SP0_c.t1, CP1_g39957_DN3_SP0_c.t1, CP34_g51551_DN3_SP0_c.t1, CP22_g17497_DN3_SP0_c.t1, CP17_g5713_DN1_SP0_c.t1, CP2_g50753_DN3_SP0_c.t1, CP8_g52510_DN3_SP0_c.t1, CP15_g35713_DN1_SP0_c.t1, CP18_g11899_DN1_SP0_c.t1, CP15_g35561_DN2_SP0_c.t1, CP3_g15757_DN2_SP0_c.t1, CP17_g5601_DN2_SP0_c.t1, CP17_g5499_DN2_SP0_c.t1, CP6_g9850_DN2_SP0_c.t1, CP9_g27559_DN2_SP0_c.t1, CP17_g6355_DN1_SP0_c.t1, CP21_g11050_DN3_SP0_c.t1, CP6_g9575_DN1_SP0_c.t1, CP3_g15805_DN2_SP0_c.t1, CP15_g35702_DN1_SP0_c.t1, CP18_g12529_DN1_SP0_c.t1, CP24_g47405_DN2_SP0_c.t1, CP6_g8219_DN2_SP0_c.t1, CP14_g23782_DN3_SP0_c.t1, CP15_g35673_DN3_SP0_c.t1, CP18_g11418_DN2_SP0_c.t1, CP26_g51283_DN2_SP0_c.t1, CP2_g50099_DN3_SP0_c.t1, CP49_g12882_DN1_SP0_c.t1, CP1_g40969_DN2_SP0_c.t1, CP17_g5812_DN3_SP0_c.t1, CP1_g39851_DN2_SP0_c.t1, CP1_g40671_DN3_SP0_c.t1, CP1_g39967_DN3_SP0_c.t1, CP14_g23260_DN3_SP0_c.t1, CP1_g40753_DN3_SP0_c.t1, CP1_g40188_DN2_SP0_c.t1, CP26_g51108_DN2_SP0_c.t1, CP1_g39668_DN3_SP0_c.t1, CP8_g52274_DN2_SP0_c.t1, CP1_g41287_DN3_SP0_c.t1, CP2_g49871_DN3_SP0_c.t1, CP9_g27778_DN3_SP0_c.t1	Om002G077310
OG0000213	CP9_g28965_DN3_SP0_c.t1, CP9_g28963_DN3_SP0_c.t1	Om004G141230, Om005G208800
OG0000213	CP10_g43006_DN3_SP1_c.t1	Om002G053370
OG0000213	CP5_g1624_DN3_SP0_c.t1, CP16_g54934_DN3_SP1_c.t1	Om001G036460, Om001G036440, Om001G036450
OG0000215	CP9_g27649_DN2_SP0_c.t1, CP5_g2038_DN2_SP0_c.t1, CP4_g26129_DN3_SP0_c.t1, CP29_g22138_DN3_SP0_c.t1, CP15_g35154_DN3_SP0_c.t1, CP2_g50183_DN2_SP0_c.t1, CP13_g20515_DN2_SP0_c.t1, CP2_g50202_DN2_SP0_c.t1	Om003G099020
OG0000217	CP2_g49383_DN2_SP0_c.t1, CP2_g49358_DN1_SP0_c.t1	Om001G001730
OG0000218	CP1_g37802_DN3_SP1_c.t1	Om005G195550
OG0000218	CP1_g37803_DN3_SP1_c.t1	Om005G195570, Om005G195580
OG0000218	CP19_g18287_DN3_SP0_c.t1	Om001G010890, Om001G010900, Om001G010920
OG0000218	CP13_g19663_DN3_SP3_c.t1	Om004G138180
OG0000218	CP13_g19661_DN2_SP8_c.t1	Om006G241660
OG0000219	CP4_g25777_DN3_SP0_c.t1	Om007G282230
OG0000219	CP2_g47983_DN3_SP0_c.t1	Om008G350180, Om006G237850, Om006G237870
OG0000224	CP9_g29396_DN3_SP0_c.t1, CP9_g29395_DN3_SP1_c.t1	Om004G134640, Om004G134630
OG0000225	CP7_g44968_DN2_SP0_c.t1	Om007G289790
OG0000225	CP7_g44969_DN2_SP0_c.t1, CP7_g44961_DN2_SP0_c.t1, CP7_g44967_DN2_SP0_c.t1	Om007G289830, Om007G289770
OG0000231	CP1_g38847_DN3_SP0_c.t1, CP46_g6641_DN3_SP0_c.t1, CP100_g56185_DN3_SP0_c.t1, CP46_g6645_DN3_SP0_c.t1, CP15_g34757_DN3_SP0_c.t1, CP1_g39749_DN3_SP0_c.t1, CP1_g38772_DN3_SP0_c.t1, CP1_g39081_DN3_SP0_c.t1, CP1_g38830_DN3_SP0_c.t1, CP291_g50944_DN3_SP0_c.t1, CP100_g56192_DN3_SP0_c.t1, CP100_g56188_DN3_SP0_c.t1, CP1_g38794_DN3_SP0_c.t1, CP1_g38624_DN3_SP0_c.t1, CP1_g38813_DN3_SP0_c.t1, CP5_g1545_DN3_SP0_c.t1, CP5_g1552_DN3_SP0_c.t1, CP5_g1701_DN3_SP0_c.t1, CP46_g6643_DN1_SP0_c.t1, CP1_g38829_DN3_SP0_c.t1, CP18_g11849_DN3_SP0_c.t1, CP1_g39090_DN3_SP0_c.t1, CP1_g39092_DN3_SP0_c.t1, CP234_g41541_DN3_SP0_p.t1, CP46_g6649_DN1_SP0_c.t1, CP1_g38877_DN1_SP0_c.t1, CP100_g56191_DN1_SP0_c.t1, CP386_g3773_DN3_SP0_c.t1, CP100_g56183_DN3_SP0_c.t1, CP46_g6647_DN2_SP0_c.t1, CP100_g56189_DN2_SP0_c.t1, CP1_g38822_DN3_SP0_c.t1, CP1_g38765_DN3_SP0_c.t1, CP16_g55342_DN3_SP0_c.t1, CP5_g1548_DN3_SP0_c.t1, CP5_g1699_DN3_SP0_c.t1, CP5_g1693_DN3_SP0_c.t1, CP5_g1696_DN3_SP0_c.t1, CP5_g1550_DN3_SP0_c.t1, CP15_g34756_DN3_SP0_c.t1, CP1_g39086_DN3_SP0_c.t1, CP1_g38878_DN3_SP0_c.t1, CP234_g41533_DN3_SP0_p.t1, CP1_g38833_DN3_SP0_c.t1, CP1_g38779_DN3_SP0_c.t1, CP1_g38849_DN3_SP0_c.t1, CP1_g38796_DN3_SP0_c.t1, CP234_g41540_DN3_SP0_c.t1, CP1_g38775_DN3_SP0_c.t1, CP1_g38760_DN3_SP0_c.t1, CP1_g38808_DN3_SP0_c.t1, CP3_g15219_DN3_SP0_c.t1, CP1_g38626_DN2_SP0_c.t1, CP291_g50945_DN3_SP0_p.t1, CP1_g38628_DN3_SP0_c.t1, CP1_g39091_DN2_SP0_c.t1, CP46_g6642_DN3_SP0_c.t1, CP1_g38414_DN3_SP0_c.t1, CP1_g38812_DN3_SP0_c.t1, CP1_g38771_DN3_SP0_c.t1, CP1_g38627_DN3_SP0_c.t1, CP1_g38413_DN3_SP0_c.t1, CP5_g1691_DN3_SP0_c.t1, CP5_g1551_DN3_SP0_c.t1, CP100_g56190_DN3_SP0_c.t1, CP46_g6650_DN3_SP0_c.t1, CP100_g56184_DN3_SP0_c.t1, CP46_g6646_DN3_SP0_c.t1, CP1_g38795_DN2_SP0_c.t1, CP1_g38848_DN3_SP0_c.t1, CP1_g38827_DN3_SP0_c.t1, CP1_g38858_DN3_SP0_c.t1, CP1_g39750_DN3_SP0_c.t1, CP3_g15508_DN3_SP0_c.t1, CP1_g38797_DN3_SP0_c.t1, CP1_g38411_DN3_SP0_c.t1, CP1_g40623_DN3_SP0_c.t1, CP1_g38759_DN3_SP0_c.t1, CP1_g38807_DN3_SP0_c.t1, CP1_g39087_DN3_SP0_c.t1, CP1_g38304_DN3_SP0_c.t1	Om006G259610
OG0000236	CP9_g28570_DN3_SP0_c.t1	Om006G242740
OG0000236	CP9_g28569_DN3_SP0_c.t1	Om006G242750
OG0000240	CP1_g39490_DN3_SP0_c.t1, CP4_g26411_DN2_SP0_c.t1	Om001G017850
OG0000242	CP10_g44098_DN3_SP0_c.t1	Om002G081640
OG0000242	CP1_g37709_DN3_SP1_c.t1	Om005G193910
OG0000242	CP1_g37712_DN3_SP0_c.t1	Om005G194120
OG0000242	CP1_g37708_DN3_SP1_c.t1	Om005G193920, Om005G193930
OG0000244	CP19_g18502_DN3_SP0_c.t1	Om001G008070
OG0000244	CP19_g18503_DN3_SP1_c.t1	Om001G008060
OG0000244	CP11_g31874_DN3_SP3_c.t1	Om008G354350, Om003G110630
OG0000246	CP2_g49796_DN2_SP0_c.t1, CP14_g23213_DN2_SP0_c.t1	Om002G071710
OG0000248	CP16_g55066_DN2_SP0_c.t1	Om008G353070, Om011G365210, Om020G374470, Om003G118130, Om003G119420
OG0000250	CP19_g18375_DN2_SP0_c.t1	Om001G040910
OG0000251	CP7_g44188_DN1_SP0_c.t1	Om008G345500
OG0000253	CP6_g8885_DN1_SP0_c.t1, CP15_g36030_DN1_SP0_c.t1, CP15_g35083_DN2_SP0_c.t1	Om004G150660
OG0000256	CP4_g24672_DN3_SP0_c.t1	Om008G329810
OG0000257	CP10_g43007_DN1_SP0_c.t1	Om001G039600, Om002G053540
OG0000260	CP4_g25900_DN2_SP0_c.t1	Om004G174020
OG0000260	CP19_g17936_DN2_SP0_c.t1	Om003G091520, Om008G322390
