Orthogroup	Conringia_planisiliqua	Aethionema_saxatile
OG0000248	CP16_g55066_DN2_SP0_c.t1	As001G019970, As001G019960, As001G019950, As001G019930, As001G019460, As001G019420
OG0000253	CP6_g8886_DN2_SP0_c.t1	As003G066460
OG0000256	CP1_g38409_DN1_SP0_c.t1	As006G142420
OG0000256	CP4_g24672_DN3_SP0_c.t1	As006G142430
OG0000257	CP10_g43007_DN1_SP0_c.t1	As002G035710, As012G268510
OG0000258	CP8_g53723_DN3_SP1_c.t1	As002G048970
OG0000264	CP11_g32001_DN3_SP0_c.t1	As004G086270, As010G229170
OG0000268	CP13_g19604_DN3_SP0_c.t1	As001G023220, As001G023200
OG0000270	CP5_g76_DN3_SP7_c.t1, CP5_g536_DN3_SP7_c.t1	As003G075960
OG0000270	CP10_g43930_DN3_SP8_c.t1	As001G014420
OG0000270	CP9_g29204_DN3_SP8_c.t1	As007G156110
OG0000271	CP11_g31916_DN3_SP0_c.t1, CP4_g25904_DN3_SP0_c.t1	As002G034810, As005G108140
OG0000271	CP3_g13893_DN3_SP0_c.t1	As004G086280
OG0000272	CP2_g50566_DN1_SP0_c.t1, CP3_g14774_DN2_SP0_c.t1, CP15_g36148_DN1_SP0_c.t1	As003G064910
OG0000272	CP3_g15023_DN1_SP0_c.t1, CP3_g15027_DN2_SP0_c.t1	As006G146450
OG0000276	CP6_g6808_DN3_SP0_c.t1	As011G256110
OG0000276	CP6_g7302_DN3_SP0_c.t1, CP6_g6806_DN3_SP1_c.t1	As007G163350, As007G163430
OG0000277	CP6_g7322_DN2_SP0_c.t1	As004G096710
OG0000277	CP6_g7328_DN3_SP0_c.t1, CP6_g7327_DN3_SP0_c.t1	As004G096720
OG0000280	CP5_g3153_DN2_SP0_c.t1	As004G093300
OG0000282	CP11_g33138_DN1_SP1_c.t1, CP11_g33137_DN2_SP1_c.t1	As002G055220
OG0000283	CP13_g20296_DN2_SP3_c.t1	As006G125110
OG0000283	CP13_g20310_DN3_SP5_c.t1, CP13_g20306_DN3_SP0_c.t1, CP13_g20309_DN3_SP1_c.t1, CP13_g20308_DN3_SP1_c.t1, CP13_g20307_DN3_SP0_c.t1, CP13_g20311_DN3_SP1_c.t1, CP13_g20312_DN3_SP7_c.t1	As006G125160, As006G125170, As006G125120, As006G125130
OG0000284	CP15_g36121_DN3_SP0_c.t1, CP17_g5006_DN2_SP0_c.t1, CP17_g5017_DN3_SP0_c.t1, CP17_g5042_DN3_SP0_c.t1, CP17_g5013_DN1_SP0_c.t1, CP17_g5025_DN2_SP0_c.t1, CP15_g36143_DN3_SP0_c.t1, CP17_g5048_DN2_SP0_c.t1, CP17_g5046_DN3_SP0_c.t1, CP334_g27197_DN3_SP0_c.t1, CP17_g5022_DN3_SP0_c.t1, CP15_g36133_DN2_SP0_c.t1, CP12_g31528_DN3_SP0_c.t1, CP17_g5036_DN2_SP0_c.t1, CP11_g31795_DN3_SP0_c.t1	As006G139290
OG0000291	CP12_g31281_DN1_SP0_c.t1, CP3_g14599_DN1_SP0_c.t1, CP3_g16391_DN3_SP0_c.t1, CP24_g47003_DN3_SP0_c.t1, CP1_g39508_DN1_SP0_c.t1, CP15_g35988_DN2_SP0_c.t1, CP10_g43966_DN1_SP0_c.t1, CP24_g46963_DN3_SP0_c.t1, CP30_g9959_DN1_SP0_c.t1, CP26_g51087_DN3_SP0_c.t1, CP5_g2466_DN3_SP0_c.t1, CP4_g26718_DN3_SP0_c.t1, CP2_g50646_DN3_SP0_c.t1, CP16_g55244_DN3_SP0_c.t1, CP28_g33979_DN3_SP0_c.t1, CP18_g11720_DN3_SP0_c.t1, CP3_g15680_DN3_SP0_c.t1, CP1_g39936_DN3_SP0_c.t1, CP20_g3857_DN3_SP0_c.t1, CP30_g10011_DN3_SP0_c.t1, CP3_g15529_DN3_SP0_c.t1, CP24_g47230_DN3_SP0_c.t1, CP5_g3338_DN3_SP0_c.t1, CP2_g49735_DN2_SP0_c.t1, CP3_g15681_DN1_SP0_c.t1, CP30_g10010_DN1_SP0_c.t1, CP27_g41875_DN2_SP0_c.t1	As008G188960
OG0000293	CP18_g12238_DN1_SP0_c.t1, CP21_g11054_DN2_SP0_c.t1	As008G189890
OG0000293	CP5_g3081_DN2_SP0_c.t1, CP2_g50574_DN1_SP0_c.t1, CP36_g50970_DN2_SP0_c.t1, CP9_g28188_DN1_SP0_c.t1, CP24_g47340_DN3_SP0_c.t1, CP18_g12239_DN1_SP0_c.t1, CP5_g2028_DN3_SP0_c.t1	As008G183660, As010G232130, As005G108620, As004G086880, As002G041480, As001G006100, As010G228040, As012G281040, As007G178790, As004G092500, As002G035750, As012G280660, As001G012420, As008G183780, As010G226290, As003G071470, As002G038540, As007G178480, As009G209600, As001G010260, As008G190530, As004G096370, As001G004210, As008G187190, As010G221940, As003G075280
OG0000294	CP12_g30079_DN2_SP0_c.t1	As011G249490
OG0000294	CP5_g1346_DN3_SP0_c.t1, CP4_g25056_DN1_SP0_c.t1	As006G145420
OG0000294	CP4_g24012_DN3_SP0_c.t1	As005G099900
OG0000294	CP11_g32138_DN3_SP0_c.t1	As006G122700
OG0000294	CP1_g36812_DN3_SP0_c.t1	As008G198060
OG0000297	CP4_g25881_DN2_SP0_c.t1	As008G198730
OG0000297	CP8_g54064_DN3_SP0_c.t1, CP26_g51182_DN2_SP0_c.t1, CP8_g54065_DN2_SP0_c.t1, CP12_g30313_DN1_SP0_c.t1	As005G114280
OG0000299	CP16_g54939_DN3_SP0_c.t1	As004G094650, As004G094810, As004G094790, As004G094750, As004G094730, As004G094760, As004G094670, As004G094660, As004G094800
OG0000299	CP11_g33380_DN2_SP0_c.t1	As010G241860, As009G207860
OG0000299	CP7_g46446_DN3_SP1_c.t1	As012G267900
OG0000300	CP12_g31598_DN3_SP0_c.t1	As008G194750
OG0000303	CP18_g11484_DN3_SP0_c.t1, CP6_g9408_DN2_SP0_c.t1	As003G069740
OG0000308	CP7_g45988_DN3_SP0_c.t1, CP9_g28921_DN3_SP0_c.t1, CP5_g1415_DN3_SP0_c.t1	As010G240850, As010G240840, As010G240940, As010G240920
OG0000310	CP5_g1543_DN2_SP0_c.t1, CP8_g53979_DN3_SP0_c.t1	As005G115910, As001G004860, As001G003850, As005G113880
OG0000311	CP11_g32313_DN3_SP8_c.t1	As009G202530
OG0000311	CP1_g38280_DN3_SP8_c.t1	As012G273730
OG0000311	CP12_g30117_DN3_SP8_c.t1	As011G249880
OG0000311	CP5_g1783_DN3_SP8_c.t1	As004G077290
OG0000311	CP9_g28164_DN3_SP8_c.t1	As001G029000
OG0000313	CP6_g6805_DN3_SP1_c.t1, CP6_g7305_DN3_SP1_c.t1	As007G163450, As007G163440
OG0000314	CP1_g36601_DN3_SP8_c.t1	As008G195840
OG0000314	CP4_g25492_DN3_SP8_c.t1, CP1_g36600_DN3_SP7_c.t1	As006G125760
OG0000315	CP61_g51951_DN2_SP0_c.t1, CP88_g18974_DN3_SP0_c.t1, CP16_g55662_DN1_SP0_c.t1, CP7_g44376_DN3_SP0_c.t1, CP6_g8838_DN3_SP0_c.t1, CP24_g47483_DN3_SP0_c.t1, CP12_g31370_DN3_SP0_c.t1, CP12_g31345_DN3_SP0_c.t1, CP12_g31325_DN2_SP0_c.t1, CP12_g31396_DN2_SP0_c.t1, CP1_g40980_DN2_SP0_c.t1, CP3_g14999_DN3_SP0_c.t1, CP1_g38448_DN1_SP0_c.t1, CP17_g5832_DN3_SP0_c.t1, CP4_g26685_DN3_SP0_c.t1, CP12_g31358_DN3_SP0_c.t1, CP12_g31335_DN2_SP0_c.t1, CP12_g31313_DN2_SP0_c.t1, CP72_g12657_DN2_SP0_c.t1, CP7_g44370_DN1_SP0_c.t1, CP5_g2041_DN3_SP0_c.t1, CP1_g38502_DN3_SP0_c.t1, CP16_g55663_DN2_SP0_c.t1	As006G137990, As006G137760
OG0000316	CP3_g14581_DN1_SP0_c.t1, CP3_g14582_DN3_SP0_c.t1, CP13_g20114_DN3_SP0_c.t1	As008G187440, As008G187910
OG0000319	CP1_g38523_DN3_SP0_c.t1, CP1_g37075_DN3_SP8_c.t1, CP1_g37218_DN3_SP0_c.t1, CP8_g54061_DN3_SP0_c.t1, CP5_g1996_DN2_SP0_c.t1, CP4_g25509_DN3_SP0_c.t1, CP11_g32405_DN3_SP1_c.t1	As006G129730, As005G114310, As008G191530
OG0000322	CP9_g29478_DN3_SP0_c.t1	As009G214030
OG0000322	CP13_g20259_DN3_SP0_c.t1	As001G014750
OG0000322	CP8_g53634_DN3_SP1_c.t1, CP4_g24689_DN3_SP1_c.t1, CP10_g43906_DN3_SP0_c.t1, CP13_g20260_DN3_SP0_c.t1	As007G153590
OG0000323	CP8_g53388_DN3_SP0_c.t1	As002G045490
OG0000323	CP5_g1241_DN3_SP0_c.t1	As005G112480
OG0000327	CP7_g45415_DN1_SP0_c.t1, CP7_g45413_DN2_SP0_c.t1, CP7_g45411_DN1_SP0_c.t1, CP7_g45414_DN2_SP0_c.t1	As008G195090, As008G195100, As011G263130
OG0000328	CP6_g7476_DN3_SP2_c.t1	As001G029880
OG0000328	CP5_g1591_DN3_SP2_c.t1, CP5_g1590_DN3_SP2_c.t1	As004G078040, As004G078080, As004G078060, As004G078050, As004G078070
OG0000329	CP16_g55476_DN1_SP0_c.t1, CP16_g55478_DN1_SP0_c.t1, CP16_g55479_DN2_SP0_c.t1, CP16_g54831_DN3_SP0_c.t1, CP2_g49182_DN1_SP0_c.t1, CP3_g13356_DN3_SP0_c.t1	As007G180560
OG0000332	CP8_g54349_DN3_SP5_c.t1, CP8_g54355_DN3_SP7_c.t1	As002G033230
OG0000332	CP1_g38104_DN3_SP7_c.t1	As011G251780
OG0000334	CP13_g20732_DN1_SP0_c.t1, CP13_g20735_DN3_SP0_c.t1, CP11_g32066_DN3_SP0_c.t1, CP11_g32067_DN3_SP0_c.t1	As006G146780
OG0000338	CP318_g3528_DN3_SP0_c.t1, CP2_g49694_DN3_SP0_c.t1, CP2_g49689_DN3_SP0_c.t1, CP2_g49549_DN3_SP0_c.t1, CP2_g49696_DN3_SP0_c.t1, CP1_g37240_DN3_SP8_c.t1, CP1_g37250_DN3_SP0_c.t1	As008G188190, As008G188080, As001G019490, As001G019290
OG0000339	CP19_g18321_DN3_SP8_c.t1	As003G061400
OG0000339	CP4_g24125_DN3_SP8_c.t1, CP3_g13253_DN3_SP6_c.t1	As005G101130, As012G287430
OG0000340	CP4_g24378_DN3_SP0_c.t1	As005G103820
OG0000340	CP4_g24377_DN3_SP0_c.t1	As005G103800, As005G103810
OG0000344	CP6_g7421_DN3_SP2_c.t1	As005G110100
OG0000348	CP6_g8485_DN1_SP0_c.t1	As002G041810
OG0000348	CP1_g40648_DN2_SP0_c.t1, CP5_g2124_DN3_SP0_c.t1, CP6_g9045_DN3_SP0_c.t1, CP2_g50570_DN3_SP0_c.t1, CP14_g22734_DN3_SP0_c.t1	As002G040050
OG0000350	CP7_g44921_DN3_SP0_c.t1	As003G070220, As003G070200
OG0000351	CP39_g21119_DN3_SP1_c.t1	As007G177900
OG0000352	CP16_g55214_DN2_SP0_c.t1, CP7_g46052_DN3_SP0_c.t1	As007G153380
OG0000358	CP11_g32975_DN3_SP1_c.t1, CP1_g36652_DN3_SP8_c.t1	As006G124930, As008G196330
OG0000358	CP13_g20386_DN3_SP5_c.t1, CP13_g20258_DN3_SP5_c.t1, CP11_g32977_DN3_SP4_c.t1	As008G196390
OG0000359	CP4_g25299_DN3_SP0_c.t1	As012G275420
OG0000363	CP3_g14946_DN2_SP0_c.t1, CP8_g52930_DN2_SP0_c.t1	As009G209420
OG0000369	CP8_g54010_DN3_SP6_c.t1	As006G145250, As010G224820, As006G129520, As008G192050
OG0000370	CP7_g46045_DN3_SP1_c.t1, CP7_g46046_DN3_SP0_c.t1, CP19_g18116_DN3_SP1_c.t1, CP7_g44614_DN3_SP0_c.t1, CP19_g18115_DN3_SP0_c.t1	As007G153440
OG0000371	CP10_g42640_DN3_SP0_c.t1, CP6_g7558_DN3_SP0_c.t1, CP1_g36859_DN3_SP0_c.t1	As005G099710, As005G099720
OG0000372	CP5_g1292_DN3_SP0_c.t1	As006G132540, As006G132550
OG0000373	CP8_g52623_DN2_SP0_c.t1	As006G149560
OG0000377	CP2_g49233_DN3_SP6_c.t1, CP2_g49234_DN3_SP0_c.t1	As001G021080
OG0000382	CP11_g32110_DN3_SP8_c.t1	As006G122900
OG0000382	CP1_g37198_DN3_SP6_c.t1	As008G188710
OG0000383	CP7_g45026_DN3_SP0_c.t1	As003G069230
OG0000383	CP7_g45027_DN3_SP0_c.t1, CP7_g45028_DN3_SP0_c.t1, CP7_g45029_DN3_SP0_c.t1	As003G069340, As003G069370, As003G069310, As003G069390, As003G069380
OG0000384	CP12_g29893_DN3_SP2_c.t1, CP1_g37845_DN3_SP0_c.t1, CP1_g37846_DN3_SP2_c.t1	As011G247740
OG0000386	CP13_g19387_DN3_SP4_c.t1	As001G025230, As001G025220, As011G256850
OG0000389	CP29_g22062_DN3_SP0_c.t1	As001G003830
OG0000390	CP2_g49021_DN2_SP0_c.t1, CP2_g49360_DN2_SP0_c.t1	As001G012620
OG0000390	CP12_g30303_DN3_SP0_c.t1, CP12_g30264_DN3_SP0_c.t1	As011G251840
OG0000396	CP2_g49819_DN3_SP0_c.t1	As001G026990, As001G027000, As001G027010
OG0000403	CP2_g49295_DN2_SP0_c.t1	As001G020780, As001G020790
OG0000404	CP10_g43111_DN3_SP8_c.t1, CP11_g33201_DN3_SP1_c.t1, CP4_g25129_DN3_SP3_c.t1	As012G276100, As006G144680, As002G037330
OG0000406	CP11_g32266_DN3_SP5_c.t1, CP3_g13404_DN3_SP0_c.t1, CP10_g42303_DN3_SP2_c.t1, CP10_g43820_DN3_SP0_c.t1	As006G136090
OG0000407	CP2_g49193_DN3_SP0_c.t1	As009G201130, As009G201860
OG0000411	CP2_g49070_DN3_SP8_c.t1	As001G022090
OG0000411	CP12_g31665_DN3_SP5_c.t1	As011G261620
OG0000411	CP11_g31860_DN3_SP6_c.t1	As004G085710
OG0000411	CP19_g18474_DN3_SP8_c.t1	As003G060010
OG0000412	CP8_g53432_DN3_SP8_c.t1	As002G046400
OG0000412	CP5_g1290_DN3_SP2_c.t1	As006G132500
OG0000412	CP1_g38014_DN3_SP7_c.t1	As012G271680
OG0000413	CP10_g43316_DN3_SP0_c.t1	As011G245460
OG0000413	CP19_g18008_DN3_SP0_c.t1, CP8_g53648_DN3_SP0_c.t1	As002G048240
OG0000414	CP7_g45280_DN3_SP0_c.t1, CP7_g45281_DN3_SP0_c.t1, CP6_g6776_DN3_SP0_c.t1, CP6_g6777_DN3_SP0_c.t1	As003G058750, As003G058770, As003G058760
OG0000415	CP20_g4094_DN3_SP0_c.t1, CP20_g4072_DN2_SP0_c.t1, CP20_g4092_DN2_SP0_c.t1, CP20_g4074_DN3_SP0_c.t1, CP11_g32724_DN3_SP0_c.t1, CP4_g24470_DN3_SP0_c.t1	As005G104640
OG0000416	CP4_g25583_DN2_SP0_c.t1	As006G125710
OG0000416	CP18_g12552_DN1_SP0_c.t1, CP13_g19903_DN2_SP0_c.t1	As006G127220, As008G194210
OG0000417	CP12_g30812_DN1_SP0_c.t1, CP7_g46166_DN3_SP0_c.t1	As007G163710, As008G186410
OG0000420	CP11_g31933_DN3_SP0_c.t1	As001G015280
OG0000421	CP5_g1565_DN2_SP7_c.t1, CP5_g1564_DN3_SP3_c.t1, CP5_g1568_DN3_SP3_c.t1, CP5_g1566_DN3_SP0_c.t1	As004G078160, As004G078150
OG0000422	CP1_g37230_DN3_SP0_c.t1, CP9_g28478_DN3_SP0_c.t1, CP1_g37229_DN3_SP0_c.t1	As008G188280, As008G188290, As008G188300
OG0000423	CP9_g28912_DN3_SP8_c.t1	As010G241040
OG0000423	CP7_g46349_DN3_SP6_c.t1	As012G269020
OG0000429	CP11_g32808_DN3_SP0_c.t1	As002G052030
OG0000429	CP5_g768_DN2_SP0_c.t1, CP16_g55377_DN3_SP0_c.t1	As001G004910
OG0000430	CP10_g43916_DN3_SP0_c.t1	As011G263500
OG0000430	CP5_g523_DN3_SP0_c.t1	As001G014590
OG0000431	CP2_g49426_DN3_SP8_c.t1	As001G019780
OG0000431	CP1_g37287_DN3_SP2_c.t1, CP1_g37286_DN3_SP0_c.t1	As008G187750
OG0000432	CP8_g53214_DN3_SP6_c.t1	As002G044400
OG0000432	CP7_g44799_DN3_SP1_c.t1, CP19_g17982_DN3_SP4_c.t1	As006G134280
OG0000432	CP8_g53584_DN3_SP8_c.t1	As002G047750
OG0000433	CP2_g50405_DN2_SP0_c.t1	As003G075340
OG0000433	CP2_g49569_DN3_SP0_c.t1, CP2_g49577_DN3_SP0_c.t1	As003G075370, As003G075380, As003G075360, As003G075330, As003G075320, As003G075390, As011G250230, As008G187390, As008G187380, As008G187400
OG0000435	CP1_g38285_DN2_SP0_c.t1	As011G260090, As011G260040
OG0000436	CP8_g53662_DN3_SP1_c.t1, CP5_g1061_DN2_SP2_c.t1, CP10_g43558_DN2_SP6_c.t1	As011G266430, As002G048360
OG0000437	CP7_g44536_DN3_SP0_c.t1	As003G062850
OG0000438	CP11_g31781_DN3_SP0_c.t1	As004G085300
OG0000439	CP1_g36893_DN3_SP7_c.t1	As008G194170
OG0000439	CP3_g13441_DN3_SP8_c.t1	As012G285510
OG0000439	CP4_g25610_DN3_SP8_c.t1	As006G127290
OG0000440	CP11_g33505_DN2_SP0_c.t1, CP10_g42334_DN3_SP0_c.t1	As006G136440
OG0000441	CP12_g29999_DN3_SP0_c.t1	As011G248660
OG0000446	CP2_g48048_DN3_SP8_c.t1	As009G219000
OG0000446	CP13_g19553_DN3_SP8_c.t1	As001G023650
OG0000446	CP1_g37745_DN3_SP8_c.t1	As008G183010
OG0000447	CP10_g43472_DN3_SP8_c.t1	As011G247170
OG0000447	CP4_g25348_DN3_SP8_c.t1	As004G081330
OG0000447	CP7_g45032_DN3_SP7_c.t1	As003G069220
OG0000448	CP13_g19803_DN1_SP0_c.t1, CP13_g19807_DN2_SP0_c.t1, CP13_g19802_DN1_SP0_c.t1, CP13_g19808_DN3_SP0_c.t1, CP13_g19804_DN3_SP0_c.t1, CP13_g19805_DN2_SP0_c.t1, CP13_g19801_DN2_SP0_c.t1	As004G089550
OG0000449	CP3_g14835_DN3_SP4_c.t1	As010G224860
OG0000449	CP8_g54016_DN3_SP7_c.t1	As005G114720
OG0000449	CP3_g14836_DN3_SP7_c.t1	As010G224870
OG0000449	CP8_g54015_DN3_SP5_c.t1	As005G114730
OG0000452	CP5_g974_DN3_SP3_c.t1	As001G002300, As001G002310
OG0000454	CP8_g53225_DN3_SP0_c.t1, CP8_g53224_DN3_SP0_c.t1, CP8_g53223_DN3_SP0_c.t1	As002G044440, As002G044430, As002G043530, As002G043510, As002G043520
OG0000457	CP8_g53302_DN3_SP0_c.t1	As002G045110, As002G045120, As002G041830, As002G045100, As002G045130
OG0000459	CP6_g6757_DN2_SP0_c.t1, CP6_g6758_DN3_SP0_c.t1, CP6_g6755_DN3_SP0_c.t1, CP6_g6754_DN3_SP0_c.t1	As003G058960
OG0000461	CP4_g24959_DN3_SP0_c.t1, CP4_g24957_DN3_SP2_c.t1	As006G146770
OG0000463	CP3_g14733_DN3_SP0_c.t1, CP3_g14732_DN3_SP0_c.t1, CP10_g43551_DN3_SP0_c.t1, CP3_g14737_DN3_SP0_c.t1	As010G224360, As010G224370
OG0000466	CP10_g42952_DN2_SP0_c.t1	As002G032990, As003G058720, As003G058680, As007G181090, As007G181100, As007G181730, As007G181390, As002G038080, As009G205530, As002G045940, As002G033580, As002G036910, As002G036900, As002G036920, As009G205540, As009G206460, As009G202280, As009G202290, As002G033670
OG0000467	CP13_g19938_DN3_SP8_c.t1, CP3_g13486_DN3_SP3_c.t1, CP6_g6937_DN3_SP3_c.t1	As004G088230, As012G284990
OG0000468	CP3_g13884_DN3_SP0_c.t1	As012G280020
OG0000468	CP4_g25471_DN3_SP5_c.t1	As006G125920
OG0000468	CP4_g24828_DN3_SP0_c.t1, CP4_g24827_DN3_SP0_c.t1	As006G144160
OG0000471	CP7_g45005_DN3_SP0_c.t1, CP22_g17349_DN3_SP0_c.t1, CP7_g45004_DN3_SP0_c.t1	As003G069540, As003G069550
OG0000472	CP5_g1397_DN3_SP0_c.t1, CP5_g1398_DN3_SP1_c.t1	As004G097070, As004G097040, As004G097060, As004G097030, As004G097050
OG0000472	CP5_g1404_DN2_SP0_c.t1	As004G097020
OG0000474	CP16_g55067_DN3_SP7_c.t1	As011G261780, As010G222300
OG0000477	CP4_g24894_DN3_SP0_c.t1, CP11_g33191_DN3_SP8_c.t1	As004G084280, As009G211280
OG0000481	CP2_g49102_DN3_SP0_c.t1	As001G021880
OG0000482	CP39_g21146_DN3_SP5_c.t1	As004G077750, As001G028390
OG0000483	CP8_g53519_DN3_SP0_c.t1	As002G047220
OG0000484	CP5_g395_DN3_SP0_c.t1, CP13_g20013_DN3_SP0_c.t1, CP11_g32184_DN3_SP0_c.t1	As009G203850
OG0000487	CP10_g42431_DN3_SP8_c.t1	As006G137570, As008G196100
OG0000495	CP5_g1033_DN3_SP0_c.t1	As001G001610, As001G001580, As001G001640, As001G001650
OG0000495	CP5_g1031_DN3_SP0_c.t1, CP16_g55002_DN3_SP0_c.t1	As007G179430, As007G177930
OG0000497	CP10_g44040_DN1_SP0_c.t1	As010G233080, As007G164590, As007G163820, As007G164600
OG0000498	CP8_g53304_DN3_SP2_c.t1	As002G045150
OG0000500	CP12_g31429_DN2_SP0_c.t1	As004G087470
OG0000501	CP7_g44407_DN3_SP6_c.t1	As010G232220
OG0000504	CP10_g42911_DN3_SP6_c.t1	As002G037010, As002G034340
OG0000505	CP2_g48421_DN3_SP1_c.t1, CP2_g48422_DN3_SP0_c.t1, CP2_g48426_DN3_SP1_c.t1	As009G215510
OG0000506	CP11_g33206_DN3_SP3_c.t1, CP161_g50908_DN3_SP0_c.t1, CP161_g50914_DN3_SP0_c.t1	As010G234690
OG0000509	CP6_g7186_DN3_SP0_c.t1	As001G017890
OG0000510	CP2_g49258_DN3_SP3_c.t1, CP2_g49260_DN3_SP0_c.t1, CP2_g49255_DN3_SP0_c.t1, CP2_g49253_DN3_SP2_c.t1	As001G020890, As001G020900
OG0000511	CP12_g30572_DN2_SP0_c.t1	As011G254140
OG0000511	CP2_g49029_DN3_SP0_c.t1	As001G032060
OG0000512	CP19_g18327_DN3_SP0_c.t1, CP19_g18326_DN3_SP0_c.t1, CP19_g18324_DN3_SP0_c.t1, CP19_g18322_DN3_SP0_c.t1, CP19_g18325_DN3_SP0_c.t1	As003G061390
OG0000513	CP3_g13993_DN3_SP8_c.t1	As006G146210
OG0000513	CP3_g14830_DN3_SP8_c.t1, CP8_g54008_DN3_SP8_c.t1	As005G114770
OG0000514	CP12_g30390_DN3_SP0_c.t1	As011G252640, As011G252630
OG0000520	CP3_g13293_DN3_SP5_c.t1	As002G050660, As002G050220, As012G287100
OG0000521	CP7_g44419_DN3_SP8_c.t1	As003G063570
OG0000521	CP20_g3901_DN3_SP5_c.t1	As004G080410
OG0000521	CP7_g45546_DN3_SP2_c.t1	As007G158420
OG0000521	CP9_g29470_DN3_SP8_c.t1	As010G235150
OG0000522	CP20_g4229_DN3_SP1_c.t1, CP20_g4230_DN3_SP0_c.t1	As004G083810
OG0000523	CP4_g24072_DN2_SP0_c.t1	As005G100530
OG0000523	CP3_g13220_DN3_SP0_c.t1	As012G287730
OG0000524	CP10_g42793_DN3_SP5_c.t1	As006G141600, As006G141560, As006G141590
OG0000525	CP9_g29494_DN3_SP8_c.t1	As010G241940
OG0000525	CP7_g46047_DN3_SP3_c.t1	As007G153430
OG0000525	CP10_g43446_DN3_SP8_c.t1	As011G246900
OG0000525	CP7_g46271_DN3_SP8_c.t1	As012G269710
OG0000526	CP3_g14619_DN3_SP2_c.t1	As010G223400
OG0000526	CP3_g14625_DN3_SP0_c.t1	As010G223440
OG0000529	CP8_g54144_DN3_SP0_c.t1	As005G113510, As005G113490, As005G113470
OG0000533	CP10_g43978_DN3_SP7_c.t1	As011G263320
OG0000534	CP9_g28179_DN3_SP0_c.t1, CP2_g49060_DN3_SP0_c.t1, CP16_g54944_DN3_SP0_c.t1	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060
OG0000535	CP2_g49181_DN3_SP0_c.t1	As001G023320
OG0000535	CP13_g19595_DN2_SP6_c.t1	As001G023310
OG0000536	CP1_g39973_DN3_SP0_c.t1, CP8_g52921_DN2_SP0_c.t1, CP6_g9644_DN3_SP0_c.t1, CP92_g51797_DN3_SP0_c.t1	As010G228630, As004G090520
OG0000537	CP11_g31965_DN3_SP0_c.t1	As006G124070
OG0000537	CP6_g8774_DN3_SP0_c.t1	As004G093070
OG0000537	CP10_g42756_DN3_SP0_c.t1	As006G141200
OG0000538	CP4_g24368_DN3_SP3_c.t1, CP4_g24370_DN3_SP0_c.t1, CP4_g25205_DN3_SP0_c.t1	As005G103710, As005G103700
OG0000539	CP2_g47512_DN3_SP3_c.t1	As005G120910
OG0000542	CP11_g32359_DN3_SP8_c.t1	As009G202020
OG0000542	CP1_g38232_DN3_SP7_c.t1	As012G273170
OG0000544	CP1_g36550_DN3_SP1_c.t1	As008G195060
OG0000544	CP1_g36551_DN3_SP0_c.t1	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120
OG0000545	CP9_g29141_DN3_SP2_c.t1	As010G238530
OG0000546	CP10_g43853_DN3_SP0_c.t1, CP10_g43854_DN3_SP0_c.t1, CP10_g43856_DN3_SP0_c.t1	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980
OG0000550	CP10_g43110_DN3_SP7_c.t1	As002G037320, As012G276110
OG0000550	CP3_g14100_DN3_SP5_c.t1, CP7_g46311_DN2_SP0_c.t1, CP7_g46239_DN2_SP0_c.t1	As006G144690
OG0000551	CP2_g47824_DN3_SP8_c.t1	As005G117770
OG0000551	CP5_g116_DN3_SP8_c.t1	As003G075520
OG0000551	CP11_g32945_DN3_SP8_c.t1	As002G053470
OG0000552	CP7_g45441_DN3_SP0_c.t1	As007G159560
OG0000553	CP7_g44514_DN3_SP0_c.t1, CP7_g44505_DN3_SP0_c.t1	As003G063070, As003G063050
OG0000555	CP20_g4426_DN2_SP0_c.t1, CP20_g4428_DN3_SP0_c.t1, CP2_g49838_DN3_SP0_c.t1, CP1_g37314_DN2_SP0_c.t1	As003G067180
OG0000556	CP2_g48751_DN3_SP8_c.t1	As006G140800
OG0000557	CP3_g13362_DN3_SP0_c.t1	As012G286190
OG0000558	CP4_g25740_DN3_SP0_c.t1, CP18_g12479_DN2_SP0_c.t1, CP6_g6993_DN3_SP0_c.t1	As005G105310, As005G105360, As005G105380, As005G105290
OG0000559	CP11_g33591_DN3_SP1_c.t1, CP2_g49571_DN1_SP0_c.t1, CP13_g19301_DN3_SP0_c.t1, CP2_g49575_DN3_SP0_c.t1, CP11_g33603_DN3_SP0_c.t1	As005G107810
OG0000561	CP2_g47792_DN3_SP0_c.t1	As005G118160
OG0000562	CP10_g42579_DN3_SP8_c.t1	As006G139230
OG0000562	CP11_g32503_DN3_SP8_c.t1	As009G200380
OG0000562	CP2_g48551_DN3_SP8_c.t1	As009G205610
OG0000563	CP6_g7342_DN3_SP0_c.t1	As007G152350
OG0000564	CP16_g55169_DN3_SP0_c.t1	As007G177180
OG0000566	CP8_g54288_DN3_SP0_c.t1, CP8_g54270_DN2_SP0_c.t1	As011G250840
OG0000570	CP10_g42201_DN3_SP8_c.t1	As006G135060
OG0000570	CP2_g48187_DN3_SP8_c.t1	As009G217810
