Orthogroup	Cardamine_glauca	Cardamine_amara
OG0000264	Cg003G079930, Cg003G094080	evm.model.RL_8.411
OG0000264	Cg003G094090, Cg003G079920, Cg003G094100, Cg003G079900, Cg003G094120, Cg003G094110, Cg003G079910, Cg003G079890	evm.model.RL_8.410, evm.model.RL_8.409
OG0000264	Cg003G079060, Cg003G094880	evm.model.RL_8.324
OG0000265	Cg005G179750, Cg005G186970	evm.model.RL_4.1725
OG0000265	Cg001G029400, Cg001G041950, Cg006G213200, Cg008G309270, Cg007G252820, Cg001G002880, Cg006G204120	evm.model.RL_2.540
OG0000266	Cg003G098940, Cg003G099000	evm.model.RL_7.1038, evm.model.RL_3.1675
OG0000266	Cg002G044180, Cg002G044170	evm.model.RL_7.114
OG0000268	Cg002G074810	evm.model.RL_7.2613
OG0000268	Cg007G248330	evm.model.RL_3.272
OG0000268	Cg008G282710	evm.model.RL_4.3350
OG0000268	Cg002G052420	evm.model.RL_7.967
OG0000270	Cg001G005510	evm.model.RL_2.3440
OG0000270	Cg006G226060	evm.model.RL_5.1819
OG0000271	Cg001G032910	evm.model.RL_4.3215
OG0000271	Cg003G079870, Cg006G199270	evm.model.RL_4.3212
OG0000273	Cg006G201150, Cg006G201180, Cg006G201130, Cg006G201120, Cg006G201160, Cg006G201170	evm.model.RL_5.2635
OG0000274	Cg003G107390	evm.model.RL_8.2049
OG0000274	Cg002G061020	evm.model.RL_7.1747, evm.model.RL_7.1745
OG0000274	Cg007G251180	evm.model.RL_3.504
OG0000274	Cg006G238740	evm.model.RL_5.592, evm.model.RL_5.591
OG0000274	Cg006G210540	evm.model.RL_5.2543
OG0000274	Cg005G177430	evm.model.RL_6.1051
OG0000275	Cg004G138950, Cg004G138940	evm.model.RL_3.456, evm.model.RL_1.2114
OG0000278	Cg003G105620	evm.model.RL_8.1959
OG0000279	Cg003G090740	evm.model.RL_1.2266
OG0000280	Cg007G271390	evm.model.RL_4.2683
OG0000281	Cg006G220980	evm.model.RL_2.1747
OG0000282	Cg008G288340	evm.model.RL_4.2795
OG0000282	Cg008G288350	evm.model.RL_4.226
OG0000282	Cg008G323220	evm.model.RL_4.2794
OG0000282	Cg008G288420, Cg008G288390, Cg008G288410, Cg008G288400	evm.model.RL_4.2792
OG0000284	Cg008G323450, Cg008G323400, Cg008G323440, Cg005G189010, Cg008G323430, Cg008G323380	evm.model.RL_4.1106, evm.model.RL_4.1105
OG0000285	Cg002G060650, Cg005G182020	evm.model.RL_6.721
OG0000287	Cg007G251270	evm.model.RL_1.2024
OG0000287	Cg004G137910	evm.model.RL_1.2023
OG0000287	Cg004G137950	evm.model.RL_1.2025, evm.model.RL_4.2391
OG0000287	Cg004G137980	evm.model.RL_1.2027
OG0000287	Cg004G137960	evm.model.RL_1.2026
OG0000290	Cg004G135310	evm.model.RL_1.1777
OG0000290	Cg001G040670, Cg001G040570, Cg001G040700	evm.model.RL_2.214
OG0000293	Cg008G293400	evm.model.RL_1.1303, evm.model.RL_6.763
OG0000294	Cg004G133910	evm.model.RL_1.1662
OG0000294	Cg005G169690	evm.model.RL_6.1779
OG0000294	Cg003G077590, Cg014G332020	evm.model.RL_8.188
OG0000294	Cg006G243870	evm.model.RL_5.103
OG0000295	Cg007G263400	evm.model.RL_3.944
OG0000295	Cg007G266220, Cg001G026760, Cg005G180220, Cg004G130780	evm.model.RL_1.1387
OG0000296	Cg007G280920, Cg007G280630	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476
OG0000296	Cg005G167490	evm.model.RL_6.1991
OG0000297	Cg001G003600	evm.model.RL_4.356
OG0000297	Cg003G108160	evm.model.RL_8.2112
OG0000297	Cg004G136450	evm.model.RL_1.1874
OG0000299	Cg006G194370	evm.model.RL_5.3976
OG0000300	Cg004G145450	evm.model.RL_1.2517
OG0000300	Cg004G145480, Cg004G145490	evm.model.RL_1.2518
OG0000300	Cg004G145430	evm.model.RL_1.2516
OG0000300	Cg004G144800	evm.model.RL_1.2511
OG0000304	Cg008G321360, Cg008G321310, Cg008G321320, Cg008G321650, Cg008G321610	evm.model.RL_6.1687
OG0000308	Cg001G040650	evm.model.RL_2.215
OG0000311	Cg008G296830	evm.model.RL_4.1982
OG0000311	Cg006G201410	evm.model.RL_5.2161
OG0000311	Cg001G036380	evm.model.RL_2.463
OG0000311	Cg007G265360	evm.model.RL_3.998
OG0000314	Cg006G241650	evm.model.RL_5.327
OG0000314	Cg006G241640	evm.model.RL_5.328
OG0000316	Cg005G165580, Cg005G165480	evm.model.RL_6.2182, evm.model.RL_6.2173
OG0000321	Cg001G036490, Cg001G035900	evm.model.RL_2.498
OG0000322	Cg007G279100	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	Cg003G101320	evm.model.RL_8.1505
OG0000323	Cg001G013020	evm.model.RL_2.2280
OG0000324	Cg008G317460, Cg001G031330, Cg007G263750	evm.model.RL_5.115, evm.model.RL_7.1914, evm.model.RL_8.923
OG0000325	Cg001G033350	evm.model.RL_1.2773
OG0000328	Cg001G038690	evm.model.RL_2.327
OG0000328	Cg001G038800	evm.model.RL_2.314
OG0000328	Cg001G038720, Cg001G038710	evm.model.RL_2.325, evm.model.RL_2.324
OG0000329	Cg005G161130	evm.model.RL_6.2598
OG0000329	Cg004G137660	evm.model.RL_1.1997
OG0000332	Cg008G300270	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a
OG0000332	Cg004G136440	evm.model.RL_1.1873
OG0000334	Cg002G052730	evm.model.RL_7.998
OG0000334	Cg008G316780, Cg003G078420, Cg014G331200	evm.model.RL_4.686
OG0000334	Cg014G331210, Cg003G078410	evm.model.RL_8.264
OG0000335	Cg006G205050	evm.model.RL_5.2346, evm.model.RL_5.2348
OG0000335	Cg004G142530, Cg004G127070	evm.model.RL_1.1041
OG0000335	Cg006G218670	evm.model.RL_5.3094
OG0000336	Cg007G273380	evm.model.RL_3.1695, evm.model.RL_3.1694
OG0000336	Cg007G273390	evm.model.RL_3.1693, evm.model.RL_3.1696
OG0000336	Cg006G228370	evm.model.RL_5.1597
OG0000336	Cg007G273370	evm.model.RL_3.1688
OG0000338	Cg007G252750, Cg006G236370	evm.model.RL_5.818
OG0000338	Cg007G253150	evm.model.RL_5.827
OG0000339	Cg001G017490	evm.model.RL_2.1855.1.687c86e4
OG0000339	Cg006G244870	evm.model.RL_8.2868
OG0000339	Cg014G333260, Cg003G076340	evm.model.RL_8.60
OG0000339	Cg005G159770	evm.model.RL_6.2741
OG0000339	Cg002G045310	evm.model.RL_7.229
OG0000341	Cg002G068310	evm.model.RL_5.2482
OG0000341	Cg007G258870	evm.model.RL_7.2056
OG0000341	Cg001G030730	evm.model.RL_6.571, evm.model.RL_8.906
OG0000342	Cg001G042360	evm.model.RL_2.164
OG0000344	Cg008G305710, Cg008G305700	evm.model.RL_2.1757
OG0000344	Cg001G025010	evm.model.RL_2.1173
OG0000344	Cg008G308010, Cg008G312970	evm.model.RL_4.946, evm.model.RL_4.994
OG0000345	Cg006G233270	evm.model.RL_5.1127
OG0000345	Cg006G233290	evm.model.RL_5.1126
OG0000347	Cg004G127590	evm.model.RL_1.1092
OG0000347	Cg007G261880, Cg007G261870, Cg007G261860, Cg007G261890, Cg007G261900, Cg007G261920, Cg007G261910, Cg007G261930, Cg007G261840, Cg007G264260, Cg007G264270, Cg007G264250, Cg007G264200, Cg007G264220, Cg007G264180, Cg007G264360, Cg007G264320, Cg007G261830, Cg007G264380, Cg007G264140, Cg007G264280, Cg007G264350, Cg007G264230, Cg007G264290, Cg007G264160, Cg007G264150, Cg007G264240, Cg007G264420, Cg007G264330, Cg007G264300, Cg007G264310, Cg007G264340, Cg007G261850	evm.model.RL_3.905
OG0000348	Cg004G146340, Cg007G271550	evm.model.RL_8.988
OG0000349	Cg001G004450	evm.model.RL_2.3096
OG0000349	Cg005G177460	evm.model.RL_6.1047
OG0000350	Cg006G216780	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf
OG0000355	Cg007G280400	evm.model.RL_3.2369
OG0000356	Cg008G306390, Cg008G306550	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000358	Cg008G289900	evm.model.RL_4.2634
OG0000358	Cg006G242200	evm.model.RL_5.756, evm.model.RL_5.280
OG0000358	Cg008G319440	evm.model.RL_4.512
OG0000358	Cg008G289890	evm.model.RL_4.2635
OG0000358	Cg008G289880	evm.model.RL_4.2636
OG0000359	Cg006G216530, Cg006G216520, Cg006G216510	evm.model.RL_5.2921
OG0000359	Cg005G172170	evm.model.RL_6.1531
OG0000360	Cg003G114850	evm.model.RL_8.2764_evm.model.RL_8.2765
OG0000360	Cg003G114870	evm.model.RL_8.2767
OG0000360	Cg003G114860	evm.model.RL_8.2766
OG0000361	Cg004G127210	evm.model.RL_1.1054
OG0000362	Cg007G270120	evm.model.RL_3.1363
OG0000363	Cg004G145460	evm.model.RL_4.583
OG0000364	Cg004G140890	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607
OG0000368	Cg001G002850	evm.model.RL_2.3252
OG0000368	Cg001G002860	evm.model.RL_2.3251.1.687c86e8
OG0000368	Cg001G002840	evm.model.RL_2.3253
OG0000368	Cg001G002830	evm.model.RL_2.3254
OG0000369	Cg006G238280	evm.model.RL_5.629
OG0000369	Cg003G107530	evm.model.RL_7.1763
OG0000370	Cg006G228950	evm.model.RL_5.1545
OG0000370	Cg001G033700, Cg001G033710	evm.model.RL_2.604
OG0000370	Cg001G015500	evm.model.RL_2.2043
OG0000371	Cg006G220780	evm.model.RL_5.3286
OG0000371	Cg005G158480	evm.model.RL_6.2874
OG0000371	Cg006G243100	evm.model.RL_5.191
OG0000371	Cg005G158470	evm.model.RL_6.2875
OG0000372	Cg001G013540, Cg001G013550, Cg001G013560	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	Cg006G203210, Cg006G203180, Cg006G203200, Cg006G203220, Cg006G203250, Cg006G203260, Cg006G203240, Cg006G203230, Cg006G203190, Cg006G198280, Cg006G198270, Cg006G198290	evm.model.RL_8.878
OG0000377	Cg007G249720	evm.model.RL_3.378, evm.model.RL_3.379
OG0000377	Cg007G249710	evm.model.RL_3.376, evm.model.RL_3.381, evm.model.RL_5.946
OG0000377	Cg007G249740	evm.model.RL_3.380
OG0000379	Cg007G257560, Cg002G060420, Cg003G107790	evm.model.RL_5.2400
OG0000379	Cg001G025230, Cg005G186070, Cg008G310010	evm.model.RL_4.2609
OG0000381	Cg006G239330, Cg006G239310, Cg006G240450	evm.model.RL_5.182, evm.model.RL_5.98, evm.model.RL_5.105, evm.model.RL_5.32
OG0000381	Cg006G225170, Cg006G239510, Cg006G240680	evm.model.RL_5.706, evm.model.RL_5.397
OG0000382	Cg006G243790	evm.model.RL_5.113
OG0000382	Cg007G254420	evm.model.RL_3.698
OG0000382	Cg006G236900	evm.model.RL_5.778
OG0000383	Cg006G217970	evm.model.RL_5.3041
OG0000383	Cg006G218010	evm.model.RL_5.3045
OG0000383	Cg006G217980	evm.model.RL_5.3042
OG0000386	Cg002G053290	evm.model.RL_7.1060
OG0000387	Cg005G162800	evm.model.RL_6.2452, evm.model.RL_2.1330
OG0000387	Cg005G162500	evm.model.RL_6.2462
OG0000387	Cg005G162480	evm.model.RL_6.2791, evm.model.RL_6.2463
OG0000390	Cg008G303200	evm.model.RL_4.1377
OG0000390	Cg002G062740	evm.model.RL_1.1673, evm.model.RL_7.1867
OG0000391	Cg006G223560, Cg006G223590	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d
OG0000391	Cg006G223610	evm.model.RL_5.3528
OG0000391	Cg006G223580	evm.model.RL_5.3527
OG0000392	Cg002G056660	evm.model.RL_7.1360
OG0000392	Cg002G056610	evm.model.RL_7.1363
OG0000392	Cg002G056590	evm.model.RL_7.1359
OG0000392	Cg002G056620, Cg002G056600	evm.model.RL_7.1361
OG0000392	Cg001G037860, Cg001G037810	evm.model.RL_2.416
OG0000396	Cg001G030810, Cg002G069030	evm.model.RL_7.2206
OG0000398	Cg008G310730	evm.model.RL_1.1275
OG0000398	Cg004G129520	evm.model.RL_1.1276
OG0000398	Cg004G129510	evm.model.RL_1.1274
OG0000398	Cg008G309090	evm.model.RL_4.886
OG0000398	Cg006G195010	evm.model.RL_5.3908
OG0000401	Cg003G110670	evm.model.RL_8.2356
OG0000401	Cg003G098280	evm.model.RL_8.1276
OG0000403	Cg007G250680	evm.model.RL_3.475, evm.model.RL_3.476
OG0000403	Cg007G250650	evm.model.RL_3.472, evm.model.RL_3.471
OG0000404	Cg002G054180	evm.model.RL_7.1127.1.687c84b8
OG0000404	Cg008G286930, Cg004G127240, Cg005G170410	evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057
OG0000405	Cg006G212540	evm.model.RL_6.867
OG0000406	Cg008G297220	evm.model.RL_4.1943
OG0000406	Cg002G046730	evm.model.RL_7.379
OG0000406	Cg004G118250	evm.model.RL_1.230
OG0000408	Cg005G189700	evm.model.RL_6.363
OG0000411	Cg004G145680	evm.model.RL_1.2526
OG0000411	Cg003G093460, Cg003G080490	evm.model.RL_8.468
OG0000411	Cg001G019000	evm.model.RL_2.1704
OG0000412	Cg003G101880	evm.model.RL_8.1550
OG0000412	Cg001G013500	evm.model.RL_2.2237
OG0000412	Cg006G198710	evm.model.RL_5.1961
OG0000412	Cg004G137580	evm.model.RL_1.1990
OG0000413	Cg004G129370	evm.model.RL_1.1261
OG0000413	Cg003G104010	evm.model.RL_8.1728
OG0000414	Cg006G220700	evm.model.RL_5.3277
OG0000415	Cg008G292540	evm.model.RL_4.2375, evm.model.RL_4.2377
OG0000415	Cg008G306950	evm.model.RL_4.1043
OG0000416	Cg005G174850	evm.model.RL_6.1277
OG0000416	Cg006G240670	evm.model.RL_5.417
OG0000422	Cg001G020210, Cg006G236580	evm.model.RL_5.809
OG0000422	Cg006G236570, Cg006G236560	evm.model.RL_5.810
OG0000422	Cg006G236590	evm.model.RL_5.808.1.687c88af
OG0000423	Cg007G273210	evm.model.RL_3.1665
OG0000423	Cg006G195220	evm.model.RL_5.3889
OG0000423	Cg004G129870	evm.model.RL_1.1311
OG0000424	Cg005G185110	evm.model.RL_8.374
OG0000425	Cg006G196760	evm.model.RL_5.3756
OG0000427	Cg004G145850, Cg007G279320	evm.model.RL_2.1164, evm.model.RL_3.2261
OG0000427	Cg005G172930	evm.model.RL_6.1459
OG0000429	Cg008G305090	evm.model.RL_4.1204
OG0000429	Cg008G291690	evm.model.RL_4.2465
OG0000429	Cg001G008100	evm.model.RL_2.2744
OG0000429	Cg005G188170	evm.model.RL_6.461
OG0000430	Cg004G152450	evm.model.RL_1.2834
OG0000430	Cg005G193810	evm.model.RL_6.22
OG0000430	Cg001G000600	evm.model.RL_2.3452
OG0000431	Cg007G251970	evm.model.RL_3.561
OG0000431	Cg006G235970	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	Cg003G099400	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000432	Cg001G014130	evm.model.RL_2.2173
OG0000432	Cg003G103300	evm.model.RL_8.1680
OG0000435	Cg006G227220, Cg006G227250	evm.model.RL_5.1716, evm.model.RL_5.1713, evm.model.RL_5.1714
OG0000436	Cg001G014470	evm.model.RL_2.2141
OG0000436	Cg003G104180	evm.model.RL_8.1743
OG0000436	Cg001G011130	evm.model.RL_2.2461
OG0000436	Cg004G156050	evm.model.RL_1.3151
OG0000437	Cg006G211940	evm.model.RL_5.2608
OG0000438	Cg003G081140	evm.model.RL_8.525
OG0000439	Cg006G240180	evm.model.RL_5.461_evm.model.RL_5.462.2.687c9b4b
OG0000439	Cg002G047030	evm.model.RL_7.411
OG0000439	Cg005G175260	evm.model.RL_6.1235
OG0000440	Cg008G297760	evm.model.RL_4.1896
OG0000440	Cg004G118560	evm.model.RL_1.259
OG0000440	Cg004G118570	evm.model.RL_1.260
OG0000441	Cg004G132880	evm.model.RL_1.1577
OG0000441	Cg004G132870	evm.model.RL_1.1576
OG0000442	Cg001G027430, Cg002G071920	evm.model.RL_7.1601
OG0000446	Cg003G110320	evm.model.RL_8.2324
OG0000446	Cg002G074360	evm.model.RL_7.2573
OG0000446	Cg006G231520	evm.model.RL_5.1283
OG0000447	Cg004G131200	evm.model.RL_1.1423
OG0000447	Cg003G108540	evm.model.RL_8.2153
OG0000447	Cg005G172640	evm.model.RL_6.1484
OG0000448	Cg008G324500	evm.model.RL_4.100
OG0000448	Cg008G324490	evm.model.RL_4.101
OG0000449	Cg002G061250	evm.model.RL_7.1766
OG0000449	Cg003G107590	evm.model.RL_8.2067
OG0000449	Cg002G061240	evm.model.RL_7.1767
OG0000449	Cg003G107580	evm.model.RL_8.2066
OG0000453	Cg005G177990	evm.model.RL_6.1003
OG0000453	Cg006G197950	evm.model.RL_6.1004
OG0000454	Cg003G099450, Cg003G099460	evm.model.RL_8.1369
OG0000457	Cg008G292890	evm.model.RL_4.2343
OG0000458	Cg003G099750, Cg003G099730	evm.model.RL_8.1388, evm.model.RL_8.1390
OG0000460	Cg007G250660, Cg007G250670	evm.model.RL_3.473
OG0000460	Cg005G157890	evm.model.RL_6.2924
OG0000461	Cg005G168760	evm.model.RL_6.1809
OG0000461	Cg006G245460	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911
OG0000461	Cg006G245470	evm.model.RL_5.2910
OG0000463	Cg002G060570	evm.model.RL_7.360
OG0000466	Cg005G169700, Cg005G160230	evm.model.RL_1.2178
OG0000466	Cg008G284120	evm.model.RL_4.3195
OG0000467	Cg008G322950, Cg002G047650, Cg001G022010	evm.model.RL_4.251.1.687c86cd
OG0000468	Cg002G051880	evm.model.RL_7.908
OG0000468	Cg005G173840	evm.model.RL_6.1370
OG0000468	Cg005G167330	evm.model.RL_6.2006
OG0000471	Cg006G217710	evm.model.RL_5.3017
OG0000471	Cg006G217740	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020
OG0000471	Cg006G217720	evm.model.RL_5.3018
OG0000471	Cg006G217730	evm.model.RL_5.3019
OG0000471	Cg006G217690	evm.model.RL_5.3015
OG0000472	Cg001G040820	evm.model.RL_2.9
OG0000472	Cg001G040800	evm.model.RL_2.8
OG0000473	Cg003G109030	evm.model.RL_8.2204
OG0000473	Cg002G044230	evm.model.RL_7.124
OG0000474	Cg008G303420	evm.model.RL_4.1353
OG0000474	Cg002G057990	evm.model.RL_7.1494
OG0000474	Cg005G190550	evm.model.RL_2.2587
OG0000474	Cg001G009730	evm.model.RL_6.296
OG0000477	Cg008G287900	evm.model.RL_4.2841
OG0000477	Cg003G105990, Cg004G153320	evm.model.RL_8.1916.1.687c855e
OG0000477	Cg005G168060	evm.model.RL_6.1936, evm.model.RL_1.2914
OG0000481	Cg001G029300, Cg003G087600	evm.model.RL_2.858
OG0000482	Cg007G266950	evm.model.RL_3.1086
OG0000482	Cg001G038090	evm.model.RL_2.377
OG0000483	Cg003G102670	evm.model.RL_8.1626
OG0000483	Cg003G102690, Cg003G102680	evm.model.RL_8.1628, evm.model.RL_8.1627
OG0000487	Cg004G120040, Cg005G173270, Cg006G241950	evm.model.RL_1.357
OG0000489	Cg004G121500, Cg004G121510	evm.model.RL_1.499
OG0000489	Cg003G094350, Cg003G079680	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383
OG0000493	Cg008G310080	evm.model.RL_4.773, evm.model.RL_8.1075, evm.model.RL_2.642
OG0000495	Cg003G101210	evm.model.RL_8.1494
OG0000495	Cg005G191210	evm.model.RL_6.241
OG0000496	Cg008G318740, Cg001G021720	evm.model.RL_1.2426
OG0000498	Cg003G100300	evm.model.RL_8.1435
OG0000498	Cg006G218710	evm.model.RL_5.3097
OG0000499	Cg001G022510	evm.model.RL_2.1390.1.687c86e2
OG0000499	Cg007G279080, Cg004G130580	evm.model.RL_3.2236, evm.model.RL_5.1890
OG0000500	Cg008G321760	evm.model.RL_4.764
OG0000501	Cg006G209830	evm.model.RL_5.2509
OG0000501	Cg004G151200	evm.model.RL_1.2766
OG0000502	Cg008G316630	evm.model.RL_4.1265, evm.model.RL_7.1712, evm.model.RL_3.722
OG0000504	Cg008G283420	evm.model.RL_4.3277
OG0000504	Cg004G125100	evm.model.RL_1.857
OG0000506	Cg008G286990	evm.model.RL_4.2927
OG0000506	Cg007G272280	evm.model.RL_3.1583
OG0000507	Cg007G245970	evm.model.RL_3.47, evm.model.RL_3.45
OG0000507	Cg007G245960, Cg007G245940	evm.model.RL_3.43
OG0000507	Cg008G320160	evm.model.RL_6.1857
OG0000508	Cg005G170330	evm.model.RL_6.1717
OG0000509	Cg006G201540	evm.model.RL_5.3768
OG0000509	Cg001G024650	evm.model.RL_2.1208
OG0000510	Cg007G250480, Cg007G250500	evm.model.RL_3.457
OG0000510	Cg007G250460	evm.model.RL_3.458
OG0000511	Cg001G026600	evm.model.RL_2.1043
OG0000511	Cg007G247860	evm.model.RL_3.238
OG0000512	Cg001G017530	evm.model.RL_2.1853
OG0000512	Cg001G017520	evm.model.RL_2.1854
OG0000512	Cg002G068470	evm.model.RL_7.2237
OG0000513	Cg002G052890	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7
OG0000513	Cg002G061210	evm.model.RL_7.1762
OG0000513	Cg003G107510	evm.model.RL_8.2062
OG0000514	Cg004G137240	evm.model.RL_1.1956, evm.model.RL_1.1955
OG0000515	Cg006G194180	evm.model.RL_5.3997, evm.model.RL_5.3996, evm.model.RL_5.3998
OG0000520	Cg005G160050	evm.model.RL_6.2708
OG0000520	Cg009G325440, Cg008G313690	evm.model.RL_4.754
OG0000520	Cg002G045640	evm.model.RL_7.262
OG0000521	Cg006G209950	evm.model.RL_5.2511
OG0000521	Cg003G085930	evm.model.RL_8.860
OG0000521	Cg007G278940	evm.model.RL_3.2229
OG0000522	Cg006G212940	evm.model.RL_5.2665
OG0000522	Cg003G083570	evm.model.RL_8.724.1.687c8558
OG0000523	Cg006G218660	evm.model.RL_5.3093
OG0000524	Cg004G123940	evm.model.RL_1.735
OG0000524	Cg008G312990	evm.model.RL_4.768
OG0000525	Cg007G279230	evm.model.RL_3.2252
OG0000525	Cg006G228960	evm.model.RL_5.1541
OG0000525	Cg004G130910	evm.model.RL_1.1399
OG0000525	Cg006G196190	evm.model.RL_5.3805
OG0000526	Cg002G059250	evm.model.RL_7.1608
OG0000526	Cg002G059300	evm.model.RL_7.1613
OG0000526	Cg002G059290	evm.model.RL_7.1612, evm.model.RL_7.1611
OG0000526	Cg002G059280, Cg002G059260	evm.model.RL_7.1609
OG0000530	Cg008G297330, Cg008G297350	evm.model.RL_4.1935
OG0000532	Cg003G081940	evm.model.RL_8.602
OG0000533	Cg001G001030	evm.model.RL_6.67
OG0000533	Cg004G152110	evm.model.RL_1.2814
OG0000537	Cg003G094580, Cg003G079430	evm.model.RL_8.362
OG0000537	Cg001G031430	evm.model.RL_2.772
OG0000537	Cg004G123580	evm.model.RL_1.692
OG0000538	Cg005G162220	evm.model.RL_6.2482, evm.model.RL_6.2483
OG0000538	Cg005G162250	evm.model.RL_6.2479
OG0000539	Cg007G251010	evm.model.RL_3.492
OG0000539	Cg005G176040	evm.model.RL_6.1158
OG0000540	Cg005G177450	evm.model.RL_6.1049
OG0000540	Cg005G177480	evm.model.RL_6.1045
OG0000540	Cg005G177500	evm.model.RL_6.1042
OG0000540	Cg005G177490	evm.model.RL_6.1043, evm.model.RL_6.1044
OG0000542	Cg008G296420	evm.model.RL_4.2027.1.687c86d7
OG0000542	Cg006G200890	evm.model.RL_5.2133
OG0000542	Cg004G117700	evm.model.RL_1.173
OG0000543	Cg005G190410, Cg005G189960, Cg005G190420, Cg005G190000	evm.model.RL_6.338
OG0000543	Cg005G189950, Cg005G190430, Cg005G189990	evm.model.RL_6.344, evm.model.RL_6.339
OG0000544	Cg006G241110	evm.model.RL_5.382, evm.model.RL_5.384
OG0000544	Cg006G241100	evm.model.RL_5.383
OG0000545	Cg007G275530	evm.model.RL_3.1918
OG0000545	Cg007G275520	evm.model.RL_3.1916_evm.model.RL_3.1917
OG0000545	Cg007G275490	evm.model.RL_3.1915
OG0000546	Cg004G152970	evm.model.RL_1.2886
OG0000546	Cg004G152950	evm.model.RL_1.2884
OG0000546	Cg004G152920	evm.model.RL_1.2883
OG0000546	Cg004G152930, Cg004G152960, Cg004G152940	evm.model.RL_1.2885
OG0000550	Cg005G170400, Cg002G054170	evm.model.RL_7.1126
OG0000551	Cg003G112680	evm.model.RL_8.2558
OG0000551	Cg001G001200	evm.model.RL_2.3398
OG0000551	Cg008G290260	evm.model.RL_4.2595.1.687c86da
OG0000552	Cg006G222430	evm.model.RL_5.3425
OG0000552	Cg005G175630, Cg002G044370	evm.model.RL_6.1199
OG0000554	Cg006G205560, Cg008G316540	evm.model.RL_4.678
OG0000554	Cg007G248970	evm.model.RL_3.335
OG0000556	Cg004G142770	evm.model.RL_1.2383
OG0000557	Cg002G046330	evm.model.RL_7.337
OG0000558	Cg005G164050	evm.model.RL_3.444
OG0000558	Cg005G163680	evm.model.RL_6.2355
OG0000558	Cg005G164040	evm.model.RL_3.443
OG0000559	Cg008G283670	evm.model.RL_4.3249
OG0000559	Cg008G284340	evm.model.RL_4.3262
OG0000560	Cg003G107170	evm.model.RL_8.2034
OG0000562	Cg004G121670	evm.model.RL_1.516.4.687c87ea
OG0000562	Cg008G294850	evm.model.RL_4.2164
OG0000562	Cg008G306290	evm.model.RL_4.1100
OG0000564	Cg005G189590	evm.model.RL_6.373, evm.model.RL_6.370
OG0000564	Cg005G189600	evm.model.RL_6.369
OG0000564	Cg005G189640, Cg005G189660	evm.model.RL_6.367
OG0000565	Cg007G270450	evm.model.RL_3.1396
OG0000566	Cg008G300980	evm.model.RL_4.1597
OG0000567	Cg008G292520	evm.model.RL_4.2379
OG0000569	Cg005G171340	evm.model.RL_6.1611
OG0000570	Cg004G117190	evm.model.RL_1.121
OG0000571	Cg003G108460	evm.model.RL_8.2145
OG0000571	Cg006G237990	evm.model.RL_5.659
OG0000571	Cg006G238000	evm.model.RL_5.658
OG0000572	Cg007G274000	evm.model.RL_3.1767
OG0000573	Cg007G249330	evm.model.RL_3.359.1.687c84ba
OG0000575	Cg002G064240	evm.model.RL_7.1985, evm.model.RL_7.1988, evm.model.RL_2.2901
