Orthogroup	Cardamine_glauca	Camelina_sativa
OG0000114	Cg008G318090	XP_010449922.1, XP_010442102.1, XP_010491769.1, XP_010419679.1, XP_010436453.1, XP_019089586.1, XP_010419682.1, XP_019083764.1, XP_019097993.1, XP_019083763.1, XP_010491840.1, XP_010491839.1
OG0000117	Cg007G257800	XP_010431048.1, XP_010507514.1, XP_010431011.1
OG0000117	Cg004G155040, Cg014G333100, Cg005G179380, Cg001G030950	XP_010468510.1, XP_010467790.1
OG0000118	Cg003G083280, Cg003G083300	XP_010423489.1, XP_010468655.1, XP_010470172.1, XP_010421962.1, XP_010445415.2, XP_010430622.1, XP_010514244.1, XP_010473859.1, XP_010506975.1, XP_010507426.1, XP_019085586.1, XP_019085585.1, XP_010431322.1, XP_010426986.1, XP_010426987.1, XP_010426985.1, XP_010431324.1, XP_010507425.1, XP_010412755.1, XP_010412753.1
OG0000120	Cg007G250010, Cg007G249930	XP_010431665.1, XP_010474561.1, XP_019085269.1, XP_010418039.1, XP_019093056.1
OG0000120	Cg008G308250, Cg008G308040, Cg008G308890, Cg008G310540	XP_010501998.1, XP_019095599.1, XP_010484975.1, XP_010471755.1, XP_010445968.1
OG0000120	Cg008G285500	XP_010422875.1, XP_010514742.1, XP_010514729.1, XP_010490384.1, XP_010451268.1, XP_010468704.1
OG0000122	Cg003G086890	XP_010485175.2
OG0000122	Cg003G103770	XP_010476450.1, XP_010485169.1
OG0000122	Cg003G103780	XP_019094485.1
OG0000122	Cg003G103810	XP_010480833.1, XP_019086761.1, XP_019088446.1
OG0000122	Cg003G103790	XP_010476587.1, XP_010485173.1
OG0000123	Cg006G218510, Cg006G218490	XP_010499321.1, XP_010460594.1, XP_010499319.1, XP_010478184.1, XP_010478181.1, XP_010499316.1
OG0000123	Cg001G014410	XP_019082754.1, XP_010418264.1
OG0000123	Cg006G232300	XP_010496748.1, XP_010507196.1
OG0000123	Cg001G029000, Cg001G029020	XP_019091637.1
OG0000125	Cg002G052860	XP_010515863.1, XP_010504134.1, XP_010427020.1
OG0000125	Cg008G283340	XP_010486520.1, XP_010473505.1, XP_010464595.1, XP_010423847.1, XP_010452101.1, XP_010490718.1
OG0000125	Cg008G302630	XP_010454568.1, XP_010421087.1, XP_010493386.1
OG0000125	Cg003G107610	XP_010443777.1, XP_010455739.1, XP_010483639.1
OG0000125	Cg002G061230, Cg002G061270	XP_010503218.1, XP_010426029.1, XP_010514927.1
OG0000126	Cg007G271870, Cg008G305740, Cg007G255150	XP_010446067.1
OG0000127	Cg004G124780	XP_019085470.1, XP_010468073.1, XP_010418330.1
OG0000127	Cg007G262280	XP_010462637.1, XP_010501424.1, XP_010476015.1, XP_010501425.1, XP_010480428.1, XP_010462638.1, XP_010501392.1
OG0000128	Cg008G315740	XP_010480709.1, XP_010430939.2, XP_010445162.1, XP_019087621.1, XP_010412575.1, XP_010484948.1, XP_019090160.1, XP_010474091.1, XP_010463085.1, XP_010472680.1, XP_010468738.1, XP_010424379.1, XP_010451648.1, XP_019094588.1, XP_010495553.1
OG0000128	Cg001G020220	XP_010501899.1, XP_010513681.1
OG0000128	Cg008G318340	XP_010474174.1, XP_010495521.1, XP_010431181.1, XP_010518625.1
OG0000129	Cg005G172680	XP_019089980.1
OG0000132	Cg001G031120, Cg001G029490	XP_010435093.1, XP_019091966.1
OG0000132	Cg008G321270	XP_019098211.1
OG0000133	Cg005G185140	XP_010478935.1
OG0000133	Cg007G269340	XP_010470593.1, XP_010511614.1
OG0000133	Cg003G084500, Cg005G185150, Cg004G141220	XP_010451618.1
OG0000135	Cg004G138210	XP_010480532.1, XP_019089522.1, XP_019096507.1, XP_019083281.1, XP_010419124.1, XP_019090992.1, XP_010463281.1, XP_010421256.1, XP_019096436.1, XP_019100924.1, XP_019099608.1, XP_019098415.1
OG0000136	Cg001G037110	XP_010445581.1, XP_010451914.1
OG0000136	Cg001G037100	XP_010450967.1, XP_010440900.1
OG0000137	Cg001G031800	XP_010500816.1, XP_019097614.1, XP_019092896.1
OG0000137	Cg001G041290	XP_010450638.1, XP_010441211.1
OG0000138	Cg001G039000	XP_010430892.1
OG0000138	Cg002G067580, Cg002G067290	XP_010502978.1, XP_010425759.1, XP_010425761.1, XP_010502982.1
OG0000139	Cg005G182990	XP_010445532.1
OG0000140	Cg002G060210	XP_019099847.1, XP_019085742.1
OG0000140	Cg003G106820	XP_010483539.1
OG0000140	Cg003G106800	XP_010454742.1, XP_019088267.1
OG0000140	Cg003G106450	XP_010483489.1, XP_010483490.1
OG0000140	Cg003G106810, Cg008G324860, Cg003G096950	XP_010443667.1, XP_019095877.1, XP_019092906.1, XP_010443669.1, XP_010483537.1, XP_019095865.1, XP_010443671.1, XP_010454754.1
OG0000142	Cg005G177670	XP_010414396.1, XP_019101440.1, XP_010469964.1
OG0000142	Cg005G177660	XP_010414398.1
OG0000142	Cg005G177630	XP_010510502.1, XP_010414426.1
OG0000142	Cg005G176030	XP_010510316.1, XP_010510310.1, XP_010469814.1, XP_010510309.1, XP_010480220.1, XP_010510314.1, XP_010469818.1
OG0000144	Cg005G182040	XP_010474167.1, XP_010501988.1, XP_019099579.1, XP_010501955.1, XP_019101921.1, XP_019089838.1, XP_019095642.1, XP_019087092.1, XP_010417744.1, XP_019091657.1, XP_010457814.1, XP_010424494.1, XP_019090446.1, XP_010489801.1, XP_019082513.1, XP_010441447.2, XP_010461380.2, XP_010472684.2, XP_010501777.1, XP_010451589.1, XP_010496057.1, XP_019094549.1, XP_010495781.2, XP_010431020.1, XP_010436526.1, XP_019087679.1, XP_019086294.1, XP_019087453.1, XP_010471647.1
OG0000145	Cg008G324160, Cg008G308910, Cg001G039950, Cg003G096580, Cg001G035820	XP_010490403.1, XP_010413090.2, XP_010489850.1, XP_010490206.1, XP_010412502.1
OG0000146	Cg003G102630	XP_010443159.1, XP_010449511.1, XP_010482977.1
OG0000146	Cg003G102640	XP_010443165.1, XP_010443164.1, XP_010482979.1, XP_010449549.1
OG0000146	Cg003G102600	XP_010482974.1, XP_010449487.1, XP_010443156.1
OG0000146	Cg003G098470, Cg003G098480	XP_010488707.1, XP_010467019.1, XP_010473574.1, XP_010485064.1
OG0000146	Cg003G102620	XP_010449529.1, XP_010443158.1, XP_010482976.2
OG0000146	Cg003G102610	XP_010482975.1, XP_010443157.1
OG0000147	Cg004G155250	XP_010414912.1, XP_019096581.1
OG0000147	Cg001G010340	XP_010433017.1, XP_010451109.1, XP_010438207.1
OG0000147	Cg003G104960	XP_010443420.1, XP_019095995.1, XP_010452018.1
OG0000147	Cg007G280860	XP_019093982.1, XP_010417678.1
OG0000147	Cg004G146670	XP_010496144.1, XP_010488815.1
OG0000147	Cg005G189880	XP_010429432.1, XP_019094158.1
OG0000149	Cg002G060900	XP_010507237.1, XP_019085759.1, XP_010412591.2
OG0000149	Cg003G107300, Cg003G107310	XP_010455308.1, XP_019095493.1, XP_010443729.1, XP_010455299.1, XP_010443725.2, XP_010443735.1, XP_010443736.1
OG0000149	Cg003G107320	XP_010443739.1
OG0000149	Cg003G107330, Cg003G107340	XP_019092996.1
OG0000149	Cg001G028530	XP_019095498.1, XP_019092982.1
OG0000149	Cg003G107280	XP_019095503.1
OG0000149	Cg002G060920	XP_010426071.1, XP_010514962.1, XP_010503250.1
OG0000150	Cg005G186200	XP_010431628.1, XP_019082720.1, XP_010474468.1, XP_010429629.1, XP_010474467.1
OG0000150	Cg002G061900	XP_010425976.1, XP_010431095.1, XP_010426257.1, XP_010507205.1, XP_010514886.1, XP_010507204.1, XP_010431008.1, XP_010412568.1
OG0000151	Cg003G100170	XP_010442887.1, XP_010482719.1, XP_010445686.1
OG0000151	Cg001G012710	XP_010448055.1, XP_010438527.1, XP_010433285.1
OG0000151	Cg004G152640	XP_010516221.1, XP_010496667.1, XP_010489253.1
OG0000151	Cg003G103430	XP_019087079.1, XP_010450714.1, XP_010483082.1
OG0000151	Cg007G246070	XP_010441335.1, XP_019091804.1, XP_010418477.1, XP_010473679.1, XP_010430541.1
OG0000152	Cg006G206580	XP_010490446.2
OG0000152	Cg002G069910, Cg006G216840, Cg002G069290, Cg005G182640, Cg004G145620, Cg002G063800, Cg003G096260, Cg001G034420, Cg007G260590, Cg004G146430, Cg002G067820, Cg005G182630, Cg007G251500, Cg003G082490, Cg008G288890, Cg007G251240, Cg006G195780	XP_010414897.1, XP_019097809.1, XP_010456977.1, XP_010424836.1, XP_010501420.1, XP_019087424.1, XP_019087624.1, XP_010456808.1, XP_010412533.1
OG0000154	Cg006G229860	XP_010497610.1, XP_010459142.1, XP_010476705.1
OG0000154	Cg004G128290	XP_010465032.1, XP_010499184.1, XP_010486980.1
OG0000154	Cg004G125060	XP_010464591.1, XP_010473075.1, XP_010486515.1
OG0000154	Cg008G283240	XP_010423853.1, XP_019097656.1, XP_010452093.1
OG0000154	Cg008G283230	XP_010495044.1, XP_010423858.1, XP_010484430.1, XP_010446275.1, XP_010463615.1, XP_010456365.1, XP_010490742.1, XP_010423825.2
OG0000155	Cg001G013440	XP_010448157.1, XP_010433385.1, XP_010445100.2
OG0000155	Cg001G019650	XP_010439485.1, XP_010449073.1, XP_010434187.1
OG0000155	Cg004G127780	XP_010498398.2
OG0000156	Cg002G045690	XP_019082501.1, XP_019093195.1
OG0000156	Cg005G160240	XP_010506519.1, XP_019082415.1, XP_010508143.1
OG0000156	Cg005G160250	XP_010506516.1, XP_010508150.1, XP_010518177.1
OG0000157	Cg004G141270	XP_010468432.2
OG0000158	Cg008G283250	XP_010451312.1
OG0000158	Cg001G008080	XP_010424651.2, XP_019086096.1, XP_010446511.1, XP_010496652.1, XP_010496484.1, XP_010467199.1, XP_010445060.1
OG0000158	Cg005G184100	XP_010495192.1, XP_010424083.1, XP_010495139.1, XP_010495137.1, XP_010456480.1, XP_010424050.1, XP_010495250.1, XP_010424138.1, XP_010424095.1, XP_019084187.1, XP_010456538.2
OG0000160	Cg007G264990, Cg006G202970	XP_010507068.1, XP_010484806.1, XP_010471448.1, XP_019087314.1, XP_019094473.1, XP_019086326.1, XP_019082700.1
OG0000160	Cg003G091850	XP_019099585.1, XP_010445958.1, XP_010422854.1, XP_010424468.1, XP_019098185.1, XP_010490075.1, XP_010501876.1, XP_010463046.1, XP_010497241.1, XP_010468194.1, XP_010451890.1, XP_010462654.1
OG0000161	Cg003G109710, Cg003G109720, Cg003G109690	XP_019086961.1, XP_010483885.1, XP_019087008.1, XP_019093450.1, XP_019095938.1, XP_010457940.1, XP_010457951.1, XP_019096086.1, XP_010500848.1, XP_019091952.1
OG0000161	Cg005G179900, Cg005G180000, Cg005G179820	XP_010513305.1, XP_019083613.1, XP_010510750.1, XP_019093846.1
OG0000161	Cg006G215310	XP_010495046.1
OG0000161	Cg007G261320	XP_010463280.1, XP_019088340.1
OG0000161	Cg007G257190	XP_019098467.1
OG0000162	Cg002G046140	XP_010469182.1, XP_010512372.1, XP_010413555.1
OG0000162	Cg005G160860	XP_010508228.1, XP_010507742.1, XP_010518105.1
OG0000164	Cg008G307470	XP_019093268.1, XP_010511064.1, XP_019093267.1, XP_010418538.1
OG0000165	Cg009G325660	XP_010462647.1
OG0000167	Cg003G099980, Cg003G099950, Cg003G099970, Cg003G100000, Cg003G085600, Cg003G085540, Cg005G187960, Cg005G187970, Cg005G188000, Cg005G188050, Cg005G187980	XP_019098659.1
OG0000167	Cg001G021130	XP_010439682.1, XP_010434386.1, XP_010449327.1
OG0000167	Cg001G021150	XP_010434387.1, XP_010451359.1, XP_019089428.1
OG0000167	Cg001G021160	XP_010449335.1, XP_010434389.1
OG0000168	Cg001G034720	XP_019095488.1, XP_010419047.1, XP_019087294.1, XP_010456839.1
OG0000169	Cg013G330250, Cg013G330280, Cg013G330310, Cg036G336840	XP_019082671.1
OG0000171	Cg002G044340, Cg005G158520	XP_010518410.1
OG0000171	Cg006G222370, Cg007G270890	XP_010427826.1, XP_010415728.1, XP_010498859.1, XP_010460136.1, XP_010471043.1, XP_010477643.1
OG0000171	Cg006G235360, Cg007G250530	XP_010475938.1, XP_010491587.1
OG0000171	Cg008G294880	XP_010492280.1, XP_010453596.1, XP_010420114.1
OG0000172	Cg002G052400	XP_019085590.1, XP_010507432.1, XP_010412763.1
OG0000172	Cg007G250100, Cg007G250140	XP_010512641.1, XP_010473771.2
OG0000172	Cg002G060680, Cg002G060150	XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019102447.1, XP_010513709.1, XP_010513712.1, XP_019101673.1, XP_010413722.1, XP_019093914.1, XP_019100422.1, XP_010516554.1, XP_019100975.1
OG0000173	Cg003G091670	XP_019087367.1, XP_019087552.1, XP_010431369.1, XP_019092338.1, XP_010513363.1, XP_010423359.1, XP_010419245.1, XP_010440824.1, XP_010473844.1, XP_019087433.1, XP_010434792.1, XP_019087365.1, XP_010507185.1, XP_019097706.1, XP_019086317.1, XP_019089182.1, XP_019094590.1, XP_010468079.1, XP_010431167.1, XP_019089257.1, XP_010463305.1, XP_019085575.1, XP_019101840.1, XP_010412600.1, XP_019084184.1, XP_019084380.1, XP_010430878.1, XP_019097507.1, XP_010430774.1, XP_010484985.1, XP_019098319.1, XP_019089027.1, XP_019093410.1
OG0000174	Cg009G325780, Cg006G205480	XP_010419029.1
OG0000175	Cg002G055540	XP_010426685.1, XP_010515535.1, XP_010503823.1
OG0000175	Cg007G276430	XP_010471725.1, XP_010428632.1
OG0000175	Cg006G225880	XP_010477239.1, XP_010459691.1, XP_010498441.1
OG0000175	Cg001G005230	XP_010437541.1, XP_019086115.1, XP_010447010.1
OG0000175	Cg004G153920	XP_010467579.1, XP_010413444.1
OG0000175	Cg001G004130	XP_010432207.1
OG0000176	Cg006G215540	XP_010501673.1, XP_010480774.1, XP_010463016.2
OG0000178	Cg002G069730, Cg002G066500	XP_019097453.1, XP_010474216.1
OG0000180	Cg007G279310	XP_010437086.1, XP_010506856.1, XP_010424996.1, XP_019101786.1, XP_010484077.1, XP_010444236.1, XP_019093841.1, XP_019093843.1, XP_010444227.1, XP_010460670.1, XP_010444261.1, XP_010478135.1, XP_019095680.1, XP_019087685.1
OG0000180	Cg001G043140	XP_010485812.1, XP_010475324.1, XP_010457739.1
OG0000180	Cg007G269630	XP_019100969.1
OG0000184	Cg006G215550	XP_019087451.1, XP_019092310.1, XP_019085497.1, XP_019084338.1, XP_019094578.1, XP_019089217.1, XP_010473661.1, XP_019087261.1, XP_019100948.1, XP_019088769.1, XP_019097427.1, XP_019082663.1, XP_019098367.1, XP_019099645.1, XP_019098403.1, XP_019099574.1, XP_019094540.1, XP_019085257.1
OG0000185	Cg003G088110	XP_010426758.1
OG0000185	Cg003G098770	XP_010501556.1, XP_019086253.1, XP_010436519.1
OG0000187	Cg001G008920, Cg001G008910	XP_010477477.1
OG0000189	Cg004G151040	XP_010490335.1, XP_010423607.1
OG0000189	Cg001G007520	XP_019089000.1, XP_010436230.1, XP_010436231.1, XP_010444934.1
OG0000189	Cg002G073510	XP_010430858.1
OG0000190	Cg003G080590, Cg003G080580	XP_010432767.1, XP_010422269.1
OG0000190	Cg006G210720	XP_010424589.1, XP_010468078.1, XP_010455738.1
OG0000190	Cg006G210710	XP_010455732.1, XP_010422268.1, XP_010432755.1, XP_010496365.1, XP_010455731.1
OG0000191	Cg005G168430	XP_010412920.1, XP_010507603.1, XP_010512991.1, XP_019101954.1
OG0000191	Cg004G153150, Cg004G153270	XP_010423011.1, XP_010468696.1, XP_010467502.1, XP_010468689.1, XP_010515232.1
OG0000192	Cg006G224780	XP_010498577.1, XP_010477391.1, XP_010459836.1
OG0000192	Cg006G224800	XP_010477383.1, XP_010459827.1, XP_019099126.1
OG0000192	Cg006G224790	XP_010462815.1, XP_010477385.1, XP_010498573.2, XP_010477384.1, XP_010459830.1
OG0000192	Cg006G224760	XP_010459833.1
OG0000193	Cg004G138060	XP_010509709.1, XP_010466335.1, XP_010422631.1, XP_010422655.1, XP_019096455.1, XP_010468494.1
OG0000193	Cg004G140730	XP_010490067.1, XP_019092273.1, XP_010468410.1
OG0000195	Cg005G182280	XP_010417845.1, XP_010510825.1
OG0000195	Cg002G049520, Cg005G164920	XP_010516281.1
OG0000195	Cg001G036760, Cg007G265630	XP_010470516.1, XP_010415183.1, XP_010435687.1, XP_010450539.1, XP_010511465.1, XP_010440887.1
OG0000195	Cg002G064380, Cg008G301610	XP_010454449.1, XP_010514736.1, XP_010493243.1, XP_010503055.1, XP_010420972.1
OG0000196	Cg006G202640	XP_010499537.1, XP_010478396.1, XP_010460804.1, XP_010478394.1, XP_010460803.1
OG0000196	Cg006G217620	XP_019095653.1
OG0000196	Cg006G240790	XP_019094287.1, XP_019091373.1
OG0000196	Cg006G217600	XP_019094465.1
OG0000196	Cg006G202630	XP_010499535.1, XP_010460802.1, XP_019094639.1, XP_010499539.2
OG0000196	Cg006G240780	XP_010475251.1
OG0000196	Cg006G237980	XP_010426023.1
OG0000197	Cg001G041590	XP_019086310.1, XP_019087110.1, XP_010431131.1, XP_010412635.1, XP_019101884.1, XP_019099691.1, XP_010475048.1, XP_019088773.1, XP_010450596.2, XP_010509288.1, XP_019089189.1, XP_019086311.1, XP_019093366.1, XP_019086703.1, XP_019089134.1, XP_010424190.2, XP_010495317.1, XP_010434893.1, XP_010449814.1, XP_010441124.2, XP_010450693.1, XP_019086348.1, XP_019088411.1, XP_019089597.1
OG0000200	Cg006G240250	XP_010480360.1, XP_010462576.1, XP_010501335.1, XP_010480361.1, XP_019090960.1
OG0000200	Cg003G084880, Cg004G143040, Cg004G143090	XP_010514019.1, XP_010514165.1, XP_019092298.1, XP_019092480.1, XP_010488630.1, XP_010488646.1, XP_010490129.2
OG0000202	Cg004G134030	XP_010473442.1, XP_019085863.1
OG0000203	Cg004G120290	XP_019099870.1
OG0000203	Cg004G126450, Cg004G126500, Cg004G126510, Cg002G062080	XP_010492545.1, XP_010486697.1, XP_010465695.1, XP_019092732.1, XP_010464759.1, XP_010464757.1, XP_010495466.1, XP_010456692.1, XP_010421359.1, XP_010465694.1, XP_010464760.1, XP_010495493.1, XP_010489757.1, XP_010492654.1, XP_010486695.2, XP_010424055.1, XP_010495148.1, XP_010456489.1, XP_010491919.1, XP_010424061.1, XP_010456497.1, XP_010495153.1, XP_010424059.1, XP_010495151.1, XP_010453223.1, XP_010495152.1, XP_010424060.1, XP_010424062.1, XP_010456498.1, XP_010495156.1, XP_019097703.1, XP_019097317.1, XP_019084656.1
OG0000204	Cg004G142490, Cg004G140470	XP_010464353.1, XP_010486421.1, XP_010418583.1, XP_010484095.1, XP_010464716.1, XP_019096348.1, XP_010456916.1, XP_010467939.1, XP_010456893.1, XP_010467948.1, XP_010455758.1, XP_010432488.1, XP_010430568.1
OG0000204	Cg006G200670	XP_019099914.1, XP_010427191.1
OG0000204	Cg004G138460	XP_010490001.2, XP_010420571.2, XP_010468343.2, XP_010468345.1, XP_010468344.2
OG0000204	Cg001G010180	XP_010424294.1, XP_010456688.2, XP_010456693.1, XP_010424231.1, XP_010518646.1, XP_010430646.1
OG0000207	Cg007G279410	XP_010429708.1, XP_010429712.1, XP_010463689.1, XP_010429704.1
OG0000209	Cg001G042590	XP_010441339.1, XP_010475079.1, XP_010436120.1
OG0000210	Cg004G144520	XP_010467034.1, XP_010488721.2
OG0000210	Cg005G173490	XP_010513088.1, XP_010513087.1, XP_010513085.1, XP_010513089.1, XP_010473860.1, XP_010418658.1
OG0000210	Cg005G173520	XP_010473861.1, XP_010418659.1, XP_010513090.1
OG0000210	Cg005G173500	XP_010515777.2, XP_010431309.1
OG0000213	Cg005G191730	XP_010472298.1, XP_010429242.1, XP_010472301.1
OG0000214	Cg003G078170	XP_010456973.1, XP_010429335.2, XP_010429346.1, XP_010422628.1, XP_010456069.1
OG0000216	Cg001G018760	XP_010448924.1, XP_010445215.2, XP_010436448.1, XP_010445216.1
OG0000218	Cg006G230920	XP_010459011.1
OG0000218	Cg006G230900, Cg006G230890	XP_010459012.1, XP_010476570.1, XP_010496673.1
OG0000218	Cg002G072370	XP_010425329.1, XP_010430761.1, XP_010502572.1, XP_010514273.1, XP_010425353.1
OG0000218	Cg002G075340	XP_010513878.1, XP_010424925.1, XP_010502132.1, XP_010513879.1
OG0000219	Cg007G266520, Cg007G266510	XP_010415221.1, XP_010470559.1, XP_010511861.1, XP_019082626.1, XP_010511589.1, XP_010470560.1
OG0000219	Cg001G014450	XP_010435755.2, XP_010496153.1, XP_010455339.1, XP_010435766.1, XP_010500533.1, XP_010479435.1, XP_010463329.1, XP_010479430.1, XP_010461223.1, XP_010499944.1, XP_010478822.1
OG0000219	Cg005G177180	XP_010510460.1, XP_010473970.1
OG0000220	Cg005G192620	XP_010517401.1, XP_010508919.1, XP_019099879.1, XP_019099782.1, XP_010420939.1, XP_010420935.1, XP_019084221.1, XP_019097392.1, XP_010505711.1
OG0000220	Cg003G103090	XP_019086713.1, XP_019087204.1, XP_010483048.1, XP_019087938.1, XP_019087770.1, XP_010442604.1, XP_010425365.1, XP_010506999.1, XP_019086723.1
OG0000221	Cg005G182530	XP_010418555.1, XP_019094587.1, XP_019092256.1, XP_010501655.2, XP_010424571.1, XP_010424981.1, XP_010467026.1, XP_010451819.1, XP_010480935.1, XP_010463104.1, XP_010422284.1, XP_010474005.1, XP_010419179.1, XP_010507018.1, XP_010476022.1, XP_010451604.1, XP_010484865.1, XP_010484727.1, XP_019095377.1, XP_010419056.1, XP_010436719.1, XP_010507248.1, XP_010431086.1, XP_010518641.1, XP_010501815.1, XP_010463490.1, XP_010431414.1, XP_010473952.1, XP_010513145.1, XP_019089252.1, XP_010474131.1, XP_019097521.1, XP_010474121.1, XP_010424168.2, XP_019101810.1, XP_010418802.1, XP_010468650.1, XP_010457015.1, XP_010412595.1, XP_010436642.1, XP_019093239.1, XP_010485235.1, XP_010462971.1, XP_019101951.1, XP_019097424.1, XP_010451441.1
OG0000224	Cg007G278180, Cg007G278170	XP_010416697.1, XP_010428831.1
OG0000224	Cg007G278160	XP_010471946.1, XP_010416696.1, XP_010428832.1
OG0000224	Cg001G008870, Cg001G017640	XP_019091399.1, XP_010447532.1, XP_010438007.1, XP_010438010.1, XP_010432829.1
OG0000226	Cg004G156690	XP_010517434.1, XP_019100734.1
OG0000226	Cg003G113210	XP_019090791.1, XP_019088006.1
OG0000226	Cg004G128760	XP_010460854.1, XP_010477702.1, XP_010477707.1, XP_010498903.1
OG0000226	Cg006G218020	XP_010480684.1, XP_010501621.1
OG0000228	Cg007G271320	XP_010427883.1, XP_010471090.1, XP_010415779.1, XP_010415778.1
OG0000228	Cg008G307350	XP_010421666.1
OG0000228	Cg002G069120	XP_019091213.1
OG0000228	Cg007G271290	XP_010427881.1, XP_010415776.1
OG0000229	Cg003G078340, Cg014G331290, Cg008G315850, Cg014G331310, Cg014G331300, Cg003G078330	XP_010451117.1, XP_010438263.1, XP_010441643.1, XP_010441644.1, XP_010494756.1, XP_010433066.1, XP_010447810.1, XP_010447809.1, XP_010438266.1, XP_010436343.1
OG0000229	Cg001G010780	XP_019097293.1, XP_010438269.1, XP_010438210.2, XP_010447760.1, XP_010447759.1, XP_010433021.1
OG0000229	Cg007G261570	XP_010500744.1, XP_010479658.1, XP_010501962.1, XP_010442215.1, XP_010482049.1, XP_010471249.2, XP_010462002.1, XP_010479661.1
OG0000230	Cg008G323410	XP_010511518.1, XP_010470470.1, XP_019101583.1
OG0000230	Cg007G276410	XP_019083391.1, XP_010471724.1, XP_010428631.1
OG0000232	Cg004G121460	XP_010464097.1, XP_010486027.1, XP_010430543.1
OG0000232	Cg004G149470, Cg004G149480, Cg004G150500, Cg004G149520	XP_019096300.1
OG0000232	Cg004G149550	XP_010418689.1, XP_019096691.1
OG0000233	Cg005G186600	XP_010445316.1, XP_010418973.1, XP_010495661.1, XP_010431280.1, XP_010445883.1, XP_010490366.1, XP_010496199.1, XP_010431385.1
