Orthogroup	Cardamine_glauca	Erysimum_linariifolium
OG0000322	Cg005G165820	El006G289270
OG0000323	Cg001G013020	El003G156480
OG0000324	Cg008G317460, Cg001G031330, Cg007G263750	El007G351620, El007G350030, El007G350080
OG0000325	Cg001G033350	El004G205680, El005G236050
OG0000325	Cg007G261500, Cg004G148160	El007G348860
OG0000327	Cg006G222130, Cg006G222140, Cg006G222120	El002G109100, El002G109110
OG0000327	Cg002G052000	El001G043800, El001G043810
OG0000328	Cg001G038690, Cg001G038800	El003G188540
OG0000330	Cg002G046560	El001G031820
OG0000331	Cg007G257080, Cg005G189380	El002G122670, El001G044380, El005G250440, El006G293100, El005G264650, El004G209740, El004G210410, El001G037400
OG0000332	Cg008G300270	El001G060380
OG0000332	Cg004G136440	El002G134240
OG0000334	Cg002G052730	El001G024470
OG0000334	Cg005G168750	El006G292570
OG0000334	Cg008G316780, Cg003G078420, Cg014G331200	El027G373440, El004G212490
OG0000334	Cg014G331210, Cg003G078410	El001G002940
OG0000335	Cg006G205050	El002G130900
OG0000335	Cg006G218670	El002G113660
OG0000336	Cg006G228370	El002G101750
OG0000336	Cg007G273370	El004G225030
OG0000339	Cg001G017490	El003G161790
OG0000339	Cg014G333260, Cg003G076340	El001G000520
OG0000339	Cg005G159770	El006G282150
OG0000339	Cg002G045310	El001G033440
OG0000340	Cg005G162340	El006G285360
OG0000340	Cg005G162330	El006G285350, El002G130230
OG0000341	Cg001G030730	El002G125580, El002G106720
OG0000344	Cg008G305710, Cg008G305700	El001G051870, El007G357010, El001G051950, El001G051990, El001G044330, El001G051920
OG0000345	Cg006G233280	El002G096200
OG0000346	Cg003G100610, Cg003G097510	El005G272170
OG0000347	Cg004G127590	El005G267560, El005G247550
OG0000348	Cg004G146340, Cg007G271550	El004G225870
OG0000349	Cg001G004450	El003G146500
OG0000349	Cg005G177460	El002G127670, El002G127640
OG0000351	Cg003G086090	El002G121580
OG0000351	Cg006G211780	El002G121660
OG0000351	Cg004G130660	El005G250820
OG0000352	Cg006G229000	El006G309450
OG0000352	Cg007G250610	El004G201170, El004G201120, El003G185340, El007G358620
OG0000353	Cg001G022220, Cg002G056550, Cg008G295330	El001G081410
OG0000355	Cg005G187890	El004G217540, El004G217530, El004G231880
OG0000356	Cg008G306390, Cg008G306550	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	Cg008G289900	El001G072530
OG0000358	Cg008G319440	El007G359240
OG0000358	Cg008G289890	El001G072540
OG0000358	Cg008G289880	El001G072550
OG0000359	Cg006G216530, Cg006G216520, Cg006G216510	El002G115950, El002G115980
OG0000359	Cg005G172170	El006G296860
OG0000360	Cg003G114870	El007G323130
OG0000360	Cg003G114860	El007G323140
OG0000361	Cg004G127210	El005G247030, El005G247020
OG0000361	Cg008G285160	El001G078160
OG0000361	Cg004G141500	El001G078130
OG0000363	Cg004G145460	El002G126200, El002G126220
OG0000363	Cg006G201860	El002G126210
OG0000364	Cg002G068570	El004G211570
OG0000368	Cg001G002860	El003G144810
OG0000368	Cg001G002840	El003G144770, El003G144760
OG0000368	Cg001G002830	El003G144750
OG0000369	Cg003G107530	El001G011880, El001G013250
OG0000370	Cg006G228950	El003G185270, El002G101090, El002G101100
OG0000370	Cg001G015500	El001G014550, El003G159300, El003G159280
OG0000371	Cg006G220780	El002G111190
OG0000371	Cg005G158480	El006G280660
OG0000371	Cg006G243100	El002G085130
OG0000371	Cg005G158470	El006G280650
OG0000372	Cg001G013540, Cg001G013550, Cg001G013560	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780
OG0000377	Cg007G249720	El004G200550
OG0000377	Cg007G249710	El004G200530
OG0000377	Cg007G249740	El004G200540
OG0000379	Cg007G257560, Cg002G060420, Cg003G107790, Cg001G025230, Cg005G186070, Cg008G310010	El003G186470, El006G311540
OG0000380	Cg001G040980	El004G197270
OG0000381	Cg006G225170, Cg006G239510, Cg006G240680	El004G194570, El005G236170, El006G287460
OG0000382	Cg006G243790	El002G084270
OG0000382	Cg007G254420	El004G208350
OG0000382	Cg006G236900	El002G091920
OG0000383	Cg006G217970	El002G114440, El002G119180
OG0000383	Cg006G218010, Cg006G217980	El002G114400, El002G114390, El002G114430
OG0000384	Cg006G196900	El002G137770, El002G137730
OG0000386	Cg002G053290	El001G023900
OG0000386	Cg002G072490	El001G040470, El001G040480
OG0000386	Cg002G053280	El001G023910
OG0000387	Cg005G162800	El006G285610
OG0000387	Cg005G162500	El006G285490
OG0000387	Cg005G162480	El006G281610
OG0000390	Cg008G303200	El001G056560
OG0000391	Cg006G223560, Cg006G223590	El002G107470
OG0000391	Cg006G223610	El002G107410, El002G107390
OG0000391	Cg006G223580	El002G107420
OG0000392	Cg002G056610	El003G176450
OG0000392	Cg002G056620, Cg002G056600	El003G176130
OG0000392	Cg002G056570	El003G176120, El003G176430
OG0000393	Cg004G134070	El005G254450, El005G254470, El001G064960, El005G254460
OG0000396	Cg001G030810, Cg002G069030	El001G043390
OG0000396	Cg002G069060	El001G043470, El001G043530
OG0000396	Cg002G069050	El001G043490
OG0000398	Cg008G310730	El005G249610
OG0000398	Cg004G129510	El005G249600
OG0000398	Cg006G195010	El002G140190
OG0000399	Cg004G143320, Cg004G143360	El001G014530, El001G014520
OG0000400	Cg005G159260	El003G160990, El006G281540
OG0000401	Cg003G098280	El007G342040, El007G342050
OG0000403	Cg007G250680	El004G201290
OG0000403	Cg007G250650	El004G201190, El004G201260
OG0000403	Cg007G250640	El004G200670
OG0000406	Cg008G297220	El001G063970
OG0000406	Cg002G046730	El001G031450
OG0000406	Cg004G118250	El005G237360
OG0000408	Cg005G189700	El006G316660, El006G316640, El007G348910, El006G316550, El006G311690, El006G316620, El006G316610
OG0000411	Cg007G248450	El004G198670
OG0000411	Cg004G145680	El005G270540
OG0000411	Cg003G093460, Cg003G080490	El001G005390
OG0000411	Cg001G019000	El003G163700
OG0000412	Cg003G101880	El007G337740
OG0000412	Cg001G013500	El003G157090
OG0000412	Cg006G198710	El002G135360
OG0000412	Cg004G137580	El005G258570
OG0000413	Cg004G129370	El005G249460
OG0000413	Cg001G014360	El003G158150
OG0000413	Cg003G104010	El007G335400
OG0000414	Cg006G220700	El002G110530
OG0000415	Cg008G292540	El001G069430
OG0000415	Cg008G306950	El001G049570, El001G049550, El001G049580, El001G049150
OG0000416	Cg005G174990, Cg005G174850	El006G300650, El006G300480
OG0000416	Cg006G240670	El006G316630
OG0000417	Cg003G109700	El001G006910, El001G009680
OG0000419	Cg008G309140, Cg008G310840, Cg008G309150	El001G006000, El001G048200, El007G346790, El006G309090, El006G308980, El006G309030, El006G309020, El002G121920, El002G121970, El002G121960, El007G346780, El002G122010, El007G345660, El007G345790, El007G345880
OG0000421	Cg001G039140, Cg001G039040	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490
OG0000422	Cg001G020210, Cg006G236580	El002G092300
OG0000422	Cg006G236570, Cg006G236560	El002G092310
OG0000422	Cg006G236590	El002G092290, El002G127460
OG0000423	Cg007G273210	El004G224830
OG0000423	Cg004G129870	El005G250010
OG0000424	Cg005G185110	El001G004180
OG0000425	Cg004G127770	El005G247780
OG0000426	Cg006G207870, Cg001G036330	El006G312290
OG0000426	Cg006G210120	El003G180620
OG0000427	Cg004G121350	El005G240500, El007G341910
OG0000427	Cg004G145850, Cg007G279320	El004G232020
OG0000427	Cg005G172930	El005G275270, El006G298230
OG0000429	Cg008G305090	El001G052920
OG0000429	Cg008G291690	El001G070450
OG0000429	Cg001G008100	El003G150450
OG0000429	Cg005G188170	El006G314410
OG0000430	Cg004G152450	El005G273810
OG0000430	Cg001G005380	El003G147560
OG0000430	Cg001G000600	El003G142190
OG0000431	Cg007G251970	El004G203320
OG0000431	Cg006G235970	El002G092990
OG0000431	Cg006G235980	El002G092980
OG0000432	Cg003G099400	El007G340870
OG0000432	Cg001G014130	El003G157860
OG0000432	Cg003G103300	El007G336140
OG0000433	Cg008G318280	El004G212820, El004G212680
OG0000435	Cg006G227220, Cg006G227250	El002G102960
OG0000436	Cg004G156050	El005G278170
OG0000437	Cg006G211920, Cg006G211880	El002G121450
OG0000437	Cg006G211900	El002G121480
OG0000437	Cg006G211940	El002G121440
OG0000438	Cg003G081140	El001G006030
OG0000439	Cg006G240180	El002G088370
OG0000439	Cg002G047030	El001G031050
OG0000439	Cg005G175260	El006G301030
OG0000440	Cg008G297760	El006G294680, El001G063480
OG0000440	Cg004G118560	El005G237700
OG0000440	Cg004G118570	El005G237730
OG0000441	Cg004G132880	El005G253210
OG0000441	Cg004G132850	El005G253170
OG0000441	Cg004G132860	El005G253190
OG0000442	Cg001G027430, Cg002G071920	El004G209030, El004G209080
OG0000442	Cg005G192980	El006G320400
OG0000443	Cg007G272740, Cg007G272730	El001G054400, El027G373480, El004G212300, El004G224310
OG0000446	Cg003G110320	El007G328120
OG0000446	Cg002G074360	El001G037830
OG0000446	Cg006G231520	El002G098330
OG0000447	Cg004G131200	El005G251460
OG0000447	Cg003G108540	El007G330070
OG0000447	Cg005G172640	El006G297870
OG0000447	Cg006G218040	El002G114360
OG0000448	Cg008G324500	El007G365940
OG0000448	Cg008G324490	El007G365930
OG0000448	Cg008G324510	El007G365950
OG0000449	Cg002G061250	El001G015080
OG0000449	Cg003G107590	El007G331050
OG0000449	Cg002G061240	El001G015070
OG0000449	Cg003G107580	El007G331060
OG0000452	Cg001G010190	El003G152780
OG0000452	Cg001G010200	El003G152790, El003G152800
OG0000454	Cg003G099450	El007G357850, El007G340800, El007G340780
OG0000457	Cg008G292890	El001G069060, El001G069080, El001G069070
OG0000457	Cg001G040480	El003G190300
OG0000458	Cg003G099750, Cg003G099730	El007G340350, El006G307260
OG0000460	Cg007G250660, Cg007G250670	El002G120170
OG0000460	Cg005G157890	El005G269910
OG0000461	Cg005G168760	El006G292580
OG0000461	Cg006G245460	El002G082410
OG0000461	Cg006G245470	El002G082400
OG0000462	Cg006G210000	El003G187410, El003G187420, El001G066140
OG0000466	Cg008G284120	El002G133690, El002G133670
OG0000467	Cg008G322950, Cg002G047650	El001G030350
OG0000467	Cg001G022010	El007G364000
OG0000468	Cg002G051880	El001G025490
OG0000468	Cg005G173840	El006G299240
OG0000468	Cg005G167330	El006G291120
OG0000471	Cg006G217710	El002G114920
OG0000471	Cg006G217740, Cg006G217720, Cg006G217730	El002G114900, El002G114910
OG0000471	Cg006G217690	El002G114940
OG0000472	Cg001G040820	El003G190770
OG0000472	Cg001G040810, Cg001G040800	El003G190760
OG0000473	Cg003G109030	El007G329520
OG0000473	Cg002G044230	El001G034670
OG0000474	Cg002G057990	El001G018580
OG0000476	Cg008G305110, Cg008G305030	El001G052870
OG0000481	Cg001G029300, Cg003G087600	El003G177200
OG0000483	Cg003G102670	El007G336760
OG0000483	Cg003G102690, Cg003G102680	El007G336750, El007G336710
OG0000487	Cg004G120040, Cg005G173270, Cg006G241950	El006G298580
OG0000488	Cg002G054230	El003G184200, El003G184220, El003G184190, El003G184180
OG0000488	Cg002G054460	El001G022690
OG0000489	Cg003G094350, Cg003G079680	El001G004350
OG0000490	Cg006G244130	El002G083890, El002G083910
OG0000491	Cg008G302450	El001G057630, El001G057640, El001G057670
OG0000493	Cg008G310080	El004G207720, El007G346800, El004G215880, El001G047220, El008G368440, El007G352560, El007G350420, El002G125590, El004G207810, El003G181020
OG0000495	Cg003G101210	El003G181140, El003G181130, El006G311570, El003G184390, El007G338650
OG0000495	Cg005G191210	El006G318420
OG0000496	Cg004G148140	El002G127540
OG0000496	Cg002G063650, Cg004G148150, Cg008G318740, Cg001G021720	El007G352050
OG0000497	Cg008G309780, Cg008G311600	El001G051880
OG0000498	Cg003G100300	El007G339720
OG0000498	Cg001G012780, Cg006G218710	El003G156150
OG0000499	Cg001G022510	El003G168300
OG0000499	Cg007G279080	El004G231730
OG0000500	Cg008G321790	El007G362300
OG0000500	Cg008G321770	El007G362320, El007G362170, El007G362280
OG0000500	Cg008G321810	El007G362310
OG0000500	Cg008G321740	El007G362390
OG0000501	Cg006G209830	El002G124350
OG0000501	Cg004G151200, Cg002G060780	El001G015680
OG0000502	Cg008G316630	El007G334300, El002G129120, El005G264630
OG0000504	Cg008G283420	El001G080270
OG0000504	Cg004G125100	El005G244670
OG0000505	Cg008G304760, Cg008G304720	El001G053720
OG0000505	Cg008G304710	El001G053900
OG0000506	Cg008G286990	El001G076020
OG0000506	Cg007G272280	El004G223700
OG0000507	Cg008G320160	El007G332430
OG0000508	Cg005G169030	El006G302300
OG0000509	Cg006G201540	El007G326260
OG0000509	Cg001G024650	El003G171030
OG0000509	Cg001G024640	El003G171020
OG0000510	Cg007G250480, Cg007G250500	El004G201010
OG0000510	Cg007G250460	El004G201000, El004G200950, El004G200930, El004G200920
OG0000511	Cg001G026600	El003G173660
OG0000511	Cg007G247860	El004G198000
OG0000512	Cg001G017530	El003G161870
OG0000512	Cg001G017520	El003G161830
OG0000512	Cg002G068470	El005G278610, El005G278600
OG0000512	Cg001G017500	El003G161800
OG0000512	Cg001G017510	El003G161820
OG0000513	Cg002G052890	El001G024240
OG0000513	Cg002G061210	El001G015200
OG0000513	Cg003G107510	El007G331120
OG0000520	Cg005G160050	El006G282630
OG0000520	Cg009G325440, Cg008G313690, Cg002G045640	El007G355250, El001G032970
OG0000521	Cg006G209950	El002G124400
OG0000521	Cg003G085930	El001G010450
OG0000521	Cg007G278940	El004G231650
OG0000522	Cg006G212940	El002G120450
OG0000522	Cg006G212930	El002G120470, El002G120480, El002G120460
OG0000522	Cg003G083570	El001G008630
OG0000523	Cg005G159230	El006G281510
OG0000524	Cg008G312990	El007G349900
OG0000525	Cg007G279230	El004G231940
OG0000525	Cg004G130910	El005G251140
OG0000525	Cg006G196190	El002G138890
OG0000526	Cg002G059250	El001G017270, El001G017260
OG0000526	Cg002G059300	El001G017250
OG0000527	Cg001G028730	El003G176630
OG0000527	Cg001G028570	El003G176200, El003G176220, El003G176260, El003G176280
OG0000533	Cg001G001030	El003G142670
OG0000533	Cg005G193250	El006G320740
OG0000534	Cg007G248240	El004G198430
OG0000534	Cg007G248260, Cg007G248310, Cg007G248250	El004G198470, El004G198440, El004G198450
OG0000535	Cg002G074710	El001G037130, El001G037150
OG0000537	Cg003G094580, Cg003G079430	El001G004010
OG0000537	Cg001G031430	El003G179510, El003G179620
OG0000538	Cg005G162220	El006G285250
OG0000538	Cg005G162250	El006G285280, El002G122690
OG0000538	Cg005G162230	El006G285260
OG0000539	Cg007G251010	El007G321890
OG0000540	Cg005G177450	El006G303390, El006G303410
OG0000540	Cg005G177500, Cg005G177490	El006G303430
OG0000541	Cg005G177620	El006G303710
OG0000542	Cg008G296420	El001G065210
OG0000542	Cg006G200890	El002G132600
OG0000542	Cg004G117700	El005G236740
OG0000543	Cg005G190410, Cg005G189960, Cg005G190420, Cg005G190000	El006G316900
OG0000543	Cg005G189950, Cg005G190430, Cg005G189990, Cg005G190400, Cg005G189970, Cg005G190020, Cg005G189980	El004G207440
OG0000544	Cg006G241110	El004G214840, El002G087430, El002G087420
OG0000545	Cg007G275530	El004G227580
OG0000545	Cg007G275520, Cg007G275510	El004G227570
OG0000545	Cg007G275490	El004G227560
OG0000546	Cg004G152970	El005G274410
OG0000546	Cg004G152950	El005G274380
OG0000546	Cg004G152920	El005G274350, El005G274360
OG0000546	Cg004G152930, Cg004G152960, Cg004G152940	El005G274370
OG0000547	Cg003G081950, Cg003G081930	El001G007180
OG0000550	Cg005G170400	El001G023010
OG0000551	Cg003G112680	El007G325660
OG0000551	Cg001G001200	El003G142820
OG0000551	Cg008G290260	El001G072190
OG0000552	Cg006G222430	El002G108750
OG0000552	Cg005G175630, Cg002G044370	El001G034520
OG0000553	Cg006G211460	El002G121870, El006G320810, El006G320920
OG0000554	Cg007G248970	El004G199370
OG0000555	Cg003G081530	El001G006440, El001G006420, El001G006400, El002G132040
OG0000556	Cg004G123180	El005G242380
OG0000556	Cg008G311260, Cg008G309430	El007G347100
OG0000556	Cg004G142770	El005G268380
OG0000557	Cg002G046330	El001G031980
OG0000557	Cg005G161030	El006G283870
OG0000558	Cg005G164030	El004G218510, El004G215510
OG0000558	Cg004G144890	El005G270050
OG0000559	Cg008G283670	El001G080000
OG0000559	Cg008G283680	El001G079990
OG0000560	Cg003G107170	El007G331600
OG0000560	Cg006G242130	El002G086290
OG0000562	Cg004G121670	El005G240840
OG0000562	Cg008G294850	El001G066850
OG0000562	Cg008G306290	El001G051040
OG0000564	Cg001G008860	El003G151240
OG0000564	Cg005G189600	El006G316520
OG0000564	Cg005G189630, Cg005G189610, Cg005G189570	El006G316490
OG0000565	Cg008G295270	El001G066430, El007G339140
OG0000565	Cg007G270450	El004G221400
OG0000566	Cg008G300820	El002G122870, El002G120910, El002G120890
OG0000566	Cg008G300980	El001G059490
OG0000567	Cg008G292520	El001G069460, El001G069470
OG0000568	Cg004G134820, Cg004G152730, Cg003G087790, Cg007G255630	El005G263120, El005G263130, El006G314190, El002G124900, El006G291130, El003G182600
OG0000569	Cg005G171340	El006G295830
OG0000570	Cg004G117190	El005G236220
OG0000571	Cg003G108460	El007G330150
OG0000571	Cg006G237990, Cg006G238000	El002G090790, El002G090800
OG0000573	Cg007G249330	El004G199750
OG0000574	Cg007G257570	El007G351380
OG0000575	Cg002G064240	El003G148790, El003G148770
OG0000575	Cg002G064200	El003G151530
OG0000578	Cg006G235600	El002G093390
OG0000578	Cg007G251220	El004G201790
OG0000578	Cg007G270390	El004G221340
OG0000578	Cg006G221520	El002G109780
OG0000579	Cg001G042350	El003G192870
OG0000580	Cg005G161570	El006G284520
OG0000580	Cg005G161580	El006G284530
OG0000581	Cg004G124880, Cg004G124890	El005G244430
OG0000581	Cg008G307570	El001G047990
OG0000582	Cg005G180390	El006G306650
OG0000584	Cg001G012010	El003G155370
OG0000585	Cg004G130730, Cg005G172160, Cg006G216450	El005G250920, El006G296810, El002G116030
OG0000586	Cg008G317030	El007G356130
OG0000587	Cg014G331710, Cg003G077950	El001G001680
OG0000587	Cg005G158850	El006G281050
OG0000587	Cg006G244220	El002G083840
OG0000588	Cg004G131080	El005G251300
OG0000588	Cg005G163370	El006G286410
OG0000588	Cg006G196360	El002G138330
OG0000589	Cg003G107490	El007G331140
OG0000589	Cg002G061190	El001G015220
OG0000589	Cg002G061200	El001G015210
OG0000590	Cg008G306680	El001G050260
OG0000590	Cg006G243560	El002G084540, El001G046970
OG0000591	Cg001G009410	El003G151850
OG0000591	Cg002G057870	El002G103710
OG0000591	Cg002G057860	El007G348160
OG0000592	Cg006G201250	El002G132330
OG0000592	Cg004G134690	El005G255230
OG0000592	Cg006G227950	El002G102180
OG0000593	Cg001G026300	El001G044920, El001G044820
OG0000593	Cg007G253070	El003G183860
OG0000595	Cg002G063250	El001G012790, El001G012770
OG0000595	Cg002G063260	El001G012760
OG0000596	Cg008G300510	El001G060140
OG0000596	Cg003G102460	El007G337050
OG0000597	Cg005G175670	El006G301360
OG0000600	Cg003G104060	El007G335330
OG0000600	Cg004G156080	El005G278200
OG0000600	Cg001G011170	El003G154330
OG0000601	Cg008G295790	El001G065960
OG0000601	Cg001G039300	El003G189040
OG0000601	Cg002G067730	El001G045460
OG0000602	Cg008G284060	El001G079540
OG0000602	Cg002G053370	El001G023830
