Orthogroup	Cardamine_glauca	Brassica_napus
OG0000087	Cg005G177380	XP_013744215.1, XP_048609898.1, XP_013748897.2, XP_048630422.1, XP_013748912.1
OG0000087	Cg003G110470	XP_013647839.1, XP_013642755.1, XP_013706649.2, XP_013642584.1, XP_048606695.1, XP_013642908.2
OG0000087	Cg002G060160	XP_013711754.2
OG0000087	Cg008G292710	XP_013727135.1, XP_013668012.1
OG0000087	Cg005G171830	XP_048636624.1, XP_022571399.1, XP_013692248.1
OG0000087	Cg008G320640	XP_048623521.1, XP_013730319.2, XP_048615524.1, XP_048595999.1, XP_013685704.1, XP_013723718.1, XP_048637415.1
OG0000087	Cg001G020160	XP_013735145.1, XP_013671115.1, XP_013717468.1, XP_013737534.1
OG0000087	Cg007G276340	XP_013702315.1, XP_013717905.1
OG0000088	Cg005G181240	XP_013691478.1, XP_013642657.2, XP_013696082.2, XP_048604148.1, XP_048596586.1, XP_013640522.2, XP_013682377.2, XP_013732525.1, XP_048600910.1, XP_013663313.2, XP_013682378.2
OG0000088	Cg002G059930	XP_013686818.1
OG0000088	Cg001G039390, Cg008G300920	XP_013667304.2, XP_013703852.2
OG0000088	Cg003G090240, Cg003G095710	XP_048637102.1, XP_013686530.2
OG0000089	Cg008G290150	XP_013738692.2, XP_013680302.1, XP_013715593.1, XP_022570770.1, XP_048603560.1, XP_013678548.1
OG0000089	Cg004G127880	XP_013750120.1, XP_022575481.1
OG0000089	Cg002G060740, Cg003G107020	XP_013703107.1
OG0000090	Cg006G225800	XP_013642020.1, XP_013729969.1
OG0000090	Cg007G276570, Cg001G034690, Cg001G034670, Cg001G034700	XP_013648765.1, XP_013721160.1, XP_013702919.2, XP_013717976.1, XP_013693443.1, XP_022551927.1
OG0000090	Cg006G200830, Cg006G200820, Cg006G200840, Cg006G200440, Cg006G200850	XP_048617030.1, XP_013675129.2, XP_048637955.1, XP_013746882.2
OG0000090	Cg002G074060	XP_013713419.1, XP_013691588.1
OG0000090	Cg006G235770	XP_013685705.1, XP_022560926.1, XP_048630146.1, XP_013730312.2
OG0000093	Cg002G047960	XP_048634291.1, XP_013691599.1, XP_013728903.1, XP_013691684.1
OG0000093	Cg002G047940	XP_048596501.1, XP_048597205.1, XP_048597208.1, XP_013659934.2
OG0000093	Cg002G048030	XP_022572075.2
OG0000096	Cg007G252880	XP_048599796.1
OG0000096	Cg002G073910	XP_048620183.1, XP_048620181.1
OG0000097	Cg003G079780, Cg003G094240	XP_013657561.2, XP_048621400.1, XP_022547315.1
OG0000097	Cg003G079770, Cg003G094250	XP_048595228.1
OG0000098	Cg007G253040, Cg007G249450	XP_048619287.1, XP_013719593.1, XP_048626041.1
OG0000099	Cg007G249510	XP_013666092.1, XP_013645053.2, XP_013646308.1, XP_013718325.1, XP_013673199.2, XP_013659168.2, XP_013659322.3, XP_013703186.3, XP_048627225.1
OG0000100	Cg006G202960, Cg007G265000	XP_013713263.2
OG0000104	Cg006G238510	XP_048597860.1
OG0000104	Cg005G178080, Cg005G178040, Cg005G177940, Cg005G177960, Cg005G177980, Cg005G177930, Cg005G177920	XP_048592849.1
OG0000104	Cg006G200560	XP_013641320.1
OG0000104	Cg004G138340	XP_013739506.2, XP_048609186.1
OG0000104	Cg005G178050	XP_013747135.1, XP_048611967.1
OG0000105	Cg003G084510	XP_013718782.2, XP_013694042.1, XP_022553563.2, XP_013704439.1
OG0000106	Cg001G042030	XP_048607054.1, XP_013655148.2
OG0000107	Cg005G182320	XP_013651532.2
OG0000107	Cg004G136880	XP_048626536.1, XP_048612847.1, XP_013721342.1, XP_048612849.1
OG0000107	Cg004G136910	XP_013741568.1, XP_013746885.2, XP_048632489.1
OG0000107	Cg004G136890, Cg004G136900	XP_013684958.2, XP_022555319.1
OG0000108	Cg008G306430	XP_013647147.2
OG0000108	Cg007G245680, Cg007G245670	XP_048591517.1, XP_013738590.1, XP_013654138.2, XP_048597131.1, XP_013679734.2
OG0000109	Cg006G211600	XP_013700376.1, XP_048615040.1, XP_048626127.1, XP_048635093.1, XP_048606619.1, XP_022543140.2, XP_013650395.3
OG0000110	Cg002G047270	XP_013648313.1, XP_048591595.1, XP_013724438.1
OG0000110	Cg002G047280	XP_048620750.1, XP_013663751.2, XP_013724437.1
OG0000110	Cg002G047240	XP_013724441.1, XP_048591598.1, XP_013724449.1
OG0000110	Cg007G269260	XP_013651996.2, XP_048617731.1
OG0000111	Cg002G051630	XP_048597120.1, XP_022571256.1, XP_013708223.1, XP_048620603.1, XP_048597109.1, XP_048620602.1, XP_013690802.1, XP_013707956.2, XP_048597113.1, XP_048620623.1, XP_022546856.2, XP_048597111.1
OG0000113	Cg007G253910	XP_013713013.1
OG0000114	Cg008G318090	XP_048605864.1, XP_048607881.1, XP_013716522.2, XP_022566896.2, XP_022566891.2, XP_048595956.1
OG0000114	Cg008G320920	XP_048635127.1
OG0000117	Cg006G206330, Cg006G206270, Cg016G334370, Cg003G095540	XP_048633010.1
OG0000119	Cg003G096910, Cg005G178360	XP_013665306.2, XP_048605364.1, XP_013665288.2, XP_013699737.1, XP_048608920.1
OG0000119	Cg007G255080, Cg002G068550, Cg003G107770, Cg002G060400, Cg001G039470, Cg001G029640, Cg007G255680	XP_048611665.1
OG0000120	Cg007G250010, Cg007G249930	XP_048595818.1, XP_048626059.1, XP_013700597.2, XP_048595780.1
OG0000120	Cg008G308250, Cg008G308040, Cg008G308890, Cg008G310540	XP_048593515.1, XP_048621623.1, XP_013690264.1, XP_013739293.2, XP_048617643.1, XP_048617725.1, XP_048637971.1, XP_048617632.1
OG0000120	Cg008G285500	XP_022548769.1, XP_048623248.1
OG0000122	Cg003G086890	XP_013725365.1, XP_013714453.2
OG0000122	Cg003G103770	XP_048624005.1
OG0000122	Cg003G103780	XP_048626415.1, XP_048632035.1
OG0000123	Cg006G218510, Cg006G218490	XP_013655114.1, XP_013681615.1
OG0000123	Cg001G014410	XP_013652310.2
OG0000123	Cg001G014420	XP_013741543.2, XP_013705830.2, XP_013696173.1, XP_013741231.1
OG0000123	Cg001G029000, Cg001G029020	XP_048615718.1
OG0000124	Cg002G063920, Cg003G086460	XP_013650484.1
OG0000125	Cg002G052860	XP_013678311.1, XP_013661166.1, XP_013742587.1, XP_013737891.1, XP_013651899.1
OG0000125	Cg008G302630	XP_013724039.1, XP_048628026.1, XP_013680559.2, XP_013667165.1
OG0000125	Cg003G107610	XP_013714507.1, XP_013712083.2
OG0000125	Cg005G178390	XP_048610082.1, XP_013733819.1, XP_013647688.1, XP_013702707.1, XP_048633779.1
OG0000126	Cg001G027760, Cg001G028690, Cg002G060390, Cg007G271870, Cg008G305740, Cg007G255150	XP_013662639.1, XP_013689270.2, XP_013728260.1, XP_013689902.1, XP_013704251.1, XP_022567855.1, XP_013654696.1
OG0000127	Cg008G282750	XP_048611875.1, XP_013746797.2
OG0000127	Cg007G262300, Cg007G263860	XP_013732255.2
OG0000127	Cg004G124780	XP_048635996.1, XP_048615291.1, XP_048634173.1, XP_013650485.1
OG0000127	Cg007G262280	XP_022558142.1
OG0000128	Cg008G315740	XP_048621991.1
OG0000128	Cg001G020220	XP_048611509.1
OG0000128	Cg008G318340	XP_048616880.1, XP_013724553.1, XP_013694815.1, XP_013669150.1, XP_048599561.1, XP_013709326.1, XP_013650617.2
OG0000129	Cg005G172680	XP_048605155.1
OG0000131	Cg002G057540	XP_013704250.1, XP_022547453.2
OG0000133	Cg005G185140	XP_022561458.1, XP_048624232.1, XP_048617376.1
OG0000133	Cg007G269340	XP_048620020.1, XP_048605371.1, XP_013725686.2, XP_013719899.1, XP_048600424.1, XP_048608067.1, XP_048620019.1, XP_048612226.1, XP_048606196.1
OG0000133	Cg003G084500, Cg005G185150, Cg004G141220	XP_013700850.2, XP_048606577.1, XP_048593307.1, XP_048638477.1, XP_048636877.1, XP_048623900.1, XP_048625819.1, XP_013694505.2, XP_048601493.1, XP_048601605.1, XP_048633105.1, XP_048610426.1, XP_048606779.1, XP_048595013.1, XP_048616767.1, XP_048630751.1
OG0000135	Cg004G138210	XP_048623049.1, XP_048625727.1, XP_048622705.1, XP_013709067.1, XP_048600011.1, XP_048630971.1, XP_013704825.2, XP_048619881.1, XP_048611456.1, XP_048613585.1, XP_048615512.1, XP_048615533.1, XP_013654035.1, XP_048633042.1, XP_022573031.1, XP_013751117.1, XP_013651829.1, XP_013704239.2, XP_013679520.1, XP_048605339.1, XP_048634144.1, XP_013678844.1, XP_013654448.1, XP_022546345.1, XP_013674518.2, XP_048635120.1, XP_013672187.1, XP_013689648.1, XP_048634854.1, XP_048630530.1, XP_013707030.1, XP_048607650.1, XP_048613581.1, XP_048626626.1
OG0000136	Cg001G037110	XP_022575046.2
OG0000136	Cg001G037040	XP_013739113.2
OG0000137	Cg001G031800	XP_048623950.1, XP_048623949.1
OG0000137	Cg001G041290	XP_048612120.1
OG0000138	Cg001G039000	XP_048615898.1
OG0000138	Cg008G324060	XP_013689399.2, XP_022545049.2
OG0000138	Cg002G067580, Cg002G067290	XP_013644477.2, XP_013703822.2
OG0000140	Cg003G106800	XP_013740286.2, XP_013681326.3, XP_048608044.1, XP_048630919.1
OG0000140	Cg003G106450	XP_048606408.1, XP_013713879.2, XP_048604485.1, XP_048606386.1, XP_013674904.1, XP_013733786.2, XP_048604591.1, XP_022556278.2, XP_013743782.2
OG0000140	Cg003G106810, Cg008G324860, Cg003G096950	XP_013729602.1, XP_022549051.2
OG0000142	Cg005G177660	XP_013734925.2
OG0000142	Cg005G177630	XP_048630430.1, XP_022564993.1, XP_013744244.1
OG0000142	Cg005G176030	XP_013744231.2, XP_013744228.3
OG0000144	Cg005G182040	XP_013679242.2, XP_048595251.1, XP_022566389.2, XP_022565470.2, XP_048599583.1, XP_013725300.2, XP_013713395.2, XP_022552704.1, XP_048608087.1, XP_013675846.2, XP_022553542.2, XP_048631449.1, XP_013745851.1, XP_013673531.2, XP_048595688.1, XP_022552373.1, XP_048611630.1, XP_048623690.1, XP_013689514.2, XP_022552374.1, XP_022548636.2, XP_013645549.1, XP_048622922.1, XP_048622921.1, XP_022547936.1
OG0000146	Cg003G102630	XP_022568478.2, XP_022573244.1, XP_048607276.1, XP_013681201.2
OG0000146	Cg003G102640	XP_048607272.1, XP_013680812.1, XP_013652138.1, XP_013665788.1
OG0000146	Cg003G102600	XP_013705645.2, XP_013665791.2, XP_048629397.1
OG0000146	Cg003G102620	XP_013683699.1, XP_013665789.1, XP_013665790.1, XP_013651101.2
OG0000146	Cg003G102610	XP_013646341.2, XP_022573245.1
OG0000147	Cg004G155250	XP_013652767.1, XP_013652756.1, XP_048625859.1, XP_013738909.2, XP_048590962.1, XP_048606560.1
OG0000147	Cg001G010340	XP_013656312.2
OG0000147	Cg003G104960	XP_048606815.1, XP_048603056.1, XP_048624774.1, XP_048598891.1
OG0000147	Cg007G280860	XP_013726987.1, XP_013650334.2, XP_013648576.1
OG0000147	Cg004G146670	XP_013681235.2, XP_048632582.1
OG0000147	Cg005G189880	XP_048620974.1, XP_013664071.2
OG0000149	Cg002G060880	XP_048615922.1, XP_048606719.1
OG0000149	Cg003G107300, Cg003G107310	XP_013682103.1, XP_013732617.1, XP_013681735.2
OG0000149	Cg003G107320	XP_048602602.1, XP_048606211.1
OG0000149	Cg003G107280	XP_048602607.1
OG0000149	Cg002G060920	XP_048601079.1
OG0000150	Cg002G061900	XP_022557713.2, XP_013745990.2
OG0000151	Cg003G100170	XP_013666811.1, XP_013714744.1
OG0000151	Cg001G012710	XP_013750324.1, XP_013671658.1, XP_013712559.1, XP_013656387.1, XP_048626642.1
OG0000151	Cg004G124340	XP_013736096.1, XP_048600778.1, XP_013696468.1, XP_013648126.1, XP_013750474.1
OG0000151	Cg004G152640	XP_022555445.1, XP_013741197.1, XP_013690523.1, XP_048593192.1
OG0000151	Cg003G103430	XP_013685382.1, XP_013680464.1, XP_048598833.1, XP_013733435.1
OG0000151	Cg007G246070	XP_013659307.2, XP_013675110.1, XP_013684904.1, XP_013750266.2
OG0000152	Cg006G206580	XP_048627744.1, XP_048627645.1, XP_048628764.1, XP_048611409.1, XP_013654390.1
OG0000152	Cg002G069910, Cg006G216840, Cg002G069290, Cg005G182640, Cg004G145620, Cg002G063800, Cg003G096260, Cg001G034420, Cg007G260590, Cg004G146430, Cg002G067820, Cg005G182630, Cg007G251500, Cg003G082490, Cg008G288890, Cg007G251240, Cg006G195780	XP_022558237.1, XP_013680119.1, XP_048622801.1, XP_048611899.1, XP_022553260.1, XP_048604815.1, XP_048611415.1, XP_048623564.1, XP_022566227.2, XP_048601872.1, XP_048623645.1, XP_048609835.1, XP_048603127.1, XP_048609486.1, XP_048603122.1, XP_013684395.2, XP_048600462.1, XP_048600451.1, XP_048600538.1, XP_048604191.1, XP_048609038.1, XP_048609844.1, XP_048614714.1, XP_048614200.1, XP_013706323.1, XP_048612558.1, XP_022550713.1, XP_048604577.1, XP_048613034.1, XP_048618542.1, XP_048625770.1, XP_048612291.1, XP_048603571.1, XP_048613090.1, XP_048625013.1, XP_048626055.1, XP_048616617.1, XP_048616869.1, XP_048616543.1, XP_048618818.1, XP_048606691.1, XP_048626125.1, XP_048608938.1, XP_048610595.1, XP_048624702.1, XP_048601429.1, XP_022558865.2, XP_022565689.2, XP_022560790.2, XP_022554936.2, XP_048625850.1, XP_048602261.1, XP_048611203.1, XP_048625904.1, XP_048605452.1, XP_048625984.1, XP_048604589.1, XP_048608767.1, XP_048603702.1, XP_048630078.1, XP_048629704.1, XP_048603919.1, XP_048608148.1, XP_048605384.1, XP_048603742.1
OG0000154	Cg006G229860	XP_013682918.2, XP_048622370.1, XP_013702845.1, XP_013692504.2, XP_013641680.1
OG0000154	Cg004G128290	XP_013673168.1, XP_013646788.2
OG0000154	Cg008G283240	XP_048614596.1, XP_048596233.1, XP_013655775.2, XP_013685168.1, XP_013736813.2
OG0000154	Cg008G283230	XP_013661106.1, NP_001302519.1, XP_048624365.1, XP_013656843.2, XP_048598646.1
OG0000155	Cg001G013440	XP_048598681.1, XP_048600242.1, XP_013705446.2, XP_013741574.2
OG0000155	Cg001G019660	XP_013647261.1, XP_048601146.1, XP_048591924.1
OG0000155	Cg001G019650	XP_013734858.2, XP_048601553.1
OG0000155	Cg004G127780	XP_013695739.1
OG0000156	Cg002G045690	XP_013689481.2, XP_013745192.3
OG0000156	Cg005G160240	XP_013749648.1, XP_013688285.1
OG0000158	Cg005G184100	XP_048597975.1, XP_013670384.2
OG0000160	Cg007G264990, Cg006G202970	XP_013739955.2, XP_048590927.1, XP_048596314.1
OG0000160	Cg003G091850	XP_048605524.1, XP_048629290.1, XP_013719559.1, XP_048611877.1, XP_048611519.1, XP_048609372.1, XP_048606939.1, XP_022574359.1, XP_048599619.1, XP_048615915.1, XP_048613260.1, XP_022545617.1, XP_048604754.1, XP_022553522.1, XP_013717562.2, XP_022558254.2, XP_022562590.2
OG0000161	Cg003G098030, Cg005G179900, Cg005G180000, Cg005G179820	XP_048627955.1, XP_048603220.1, XP_048627950.1, XP_048603222.1, XP_048627949.1
OG0000161	Cg007G261320	XP_048604730.1, XP_013699317.2
OG0000161	Cg007G257190	XP_048636143.1, XP_048614546.1
OG0000162	Cg008G314630, Cg002G046130	XP_013705409.2, XP_022569453.1, XP_022573600.2
OG0000162	Cg005G178220	XP_048620816.1, XP_022547562.2
OG0000162	Cg002G046140	XP_013701394.2, XP_048591524.1
OG0000165	Cg009G325660	XP_013654018.1, XP_013654227.2, XP_048613245.1, XP_048634984.1, XP_048605141.1, XP_048634283.1, XP_048611477.1, XP_048620177.1, XP_048634167.1, XP_022547417.2
OG0000165	Cg001G034730, Cg004G147530	XP_048608276.1
OG0000167	Cg003G099980, Cg003G099950, Cg003G099970, Cg003G100000, Cg003G085600, Cg003G085540, Cg005G187960, Cg005G187970, Cg005G188000, Cg005G188050, Cg005G187980, Cg001G021130	XP_013672715.1, XP_013734245.1
OG0000167	Cg001G021160	XP_013674586.2, XP_013669834.2
OG0000168	Cg001G034720	XP_048604769.1, XP_013690279.2, XP_048624036.1, XP_048634841.1, XP_048618000.1, XP_048598047.1
OG0000171	Cg006G222370, Cg007G270890	XP_013653324.1, XP_048596910.1, XP_048618648.1, XP_013714414.2, XP_048614943.1, XP_048592072.1, XP_013702814.1, XP_013690623.3
OG0000171	Cg008G294880	XP_013712780.1, XP_022549246.1
OG0000172	Cg002G060680, Cg002G060150	XP_013718167.3, XP_013646102.2
OG0000173	Cg003G091670	XP_048600381.1, XP_048612444.1, XP_048599290.1, XP_013745323.2, XP_048615855.1, XP_022565065.1, XP_022549058.2, XP_048632905.1, XP_022544232.2, XP_048610054.1, XP_048605727.1, XP_048637484.1, XP_048622726.1, XP_048629287.1, XP_048617357.1, XP_048614637.1, XP_048636289.1, XP_048628240.1, XP_048620631.1, XP_013729948.2, XP_048595001.1, XP_048595009.1, XP_048627901.1, XP_048594755.1, XP_013654994.3, XP_048629892.1, XP_022553448.2, XP_048602627.1, XP_048611491.1, XP_048608872.1, XP_048631011.1, XP_022550293.2, XP_048622719.1, XP_048634947.1, XP_048596689.1, XP_048623985.1, XP_013723174.2, XP_048613898.1, XP_048613890.1
OG0000174	Cg009G325780, Cg006G205480	XP_013659739.2, XP_048613268.1, XP_048623662.1, XP_013700453.1, XP_048605528.1, XP_048601518.1, XP_048613197.1, XP_048604705.1, XP_048622670.1, XP_048611492.1, XP_048611734.1, XP_048593436.1, XP_048623561.1, XP_048613363.1, XP_048605754.1, XP_048605878.1, XP_048611840.1, XP_048624058.1, XP_048623562.1, XP_048604626.1, XP_048623631.1, XP_048623787.1, XP_048624055.1, XP_048604793.1, XP_048615850.1, XP_048605376.1, XP_048598072.1, XP_048611733.1, XP_048605499.1, XP_048622843.1, XP_048604760.1, XP_048620031.1, XP_048605508.1, XP_048623899.1, XP_048613999.1
OG0000175	Cg002G055540	XP_013647409.2, XP_013737148.2, XP_048632706.1, XP_048627767.1, XP_022546789.1, XP_048620498.1
OG0000175	Cg006G225880	XP_013727399.1, XP_013737935.2
OG0000175	Cg001G005230	XP_013731018.1
OG0000175	Cg001G004130	XP_013661478.1, XP_048619516.1, XP_048607179.1, XP_048590981.1
OG0000177	Cg007G253550, Cg005G182360, Cg007G250370, Cg006G214000	XP_013723157.1, XP_048634157.1, XP_048611463.1
OG0000180	Cg007G279310	XP_048620275.1, XP_048629089.1, XP_048622845.1, XP_048632822.1, XP_048633012.1, XP_048627580.1, XP_048629090.1, XP_022561245.1, XP_048618885.1, XP_013741321.2, XP_013707682.3, XP_013737994.2, XP_048629732.1, XP_048628383.1, XP_048631091.1, XP_048604491.1, XP_022557823.1, XP_022549593.1, XP_013675545.2, XP_013683480.1, XP_048606581.1, XP_048606585.1, XP_048605564.1, XP_048608943.1, XP_048603164.1, XP_048603163.1, XP_048591066.1, XP_013643693.1
OG0000180	Cg007G269630	XP_048594193.1
OG0000184	Cg006G215550	XP_048620218.1, XP_048596369.1, XP_048611802.1, XP_048618572.1, XP_048615881.1, XP_048613241.1, XP_048593288.1, XP_048591432.1, XP_048634034.1, XP_048622878.1, XP_048624127.1, XP_048611971.1, XP_048637505.1, XP_048634301.1, XP_048623732.1, XP_048624122.1, XP_048611625.1, XP_048593843.1, XP_013646126.1, XP_048593290.1, XP_013665195.1, XP_048622870.1, XP_048623648.1, XP_048599578.1, XP_048596262.1, XP_048619951.1, XP_013725617.1, XP_048599669.1, XP_048623712.1, XP_013738896.1, XP_048605140.1, XP_048604936.1, XP_048611352.1, XP_048611668.1, XP_048615830.1, XP_048604771.1, XP_048604994.1, XP_048615526.1, XP_013738815.2, XP_048633562.1, XP_013658299.2, XP_048624144.1, XP_048622606.1, XP_048605844.1, XP_013669059.1, XP_013665384.1, XP_013700244.2, XP_013721003.1, XP_048611748.1, XP_022564488.1, XP_048611344.1, XP_013689170.1, XP_048608391.1, XP_013715022.2, XP_013745562.1, XP_048611715.1, XP_013650524.2, XP_048635488.1, XP_013709198.1, XP_013678911.1, XP_048613163.1, XP_048622596.1, XP_048605684.1, XP_048637546.1, XP_048591464.1, XP_013723480.1, XP_048613304.1, XP_048613295.1, XP_048608564.1
OG0000185	Cg003G098770	XP_013709426.1
OG0000189	Cg001G007520	XP_013650367.3, XP_013700568.1, XP_013665098.1, XP_013665099.1, XP_048619980.1, XP_048618411.1, XP_048621893.1, XP_048621903.1, XP_048621895.1, XP_013735587.1, XP_013670633.1, XP_013705651.2
OG0000190	Cg003G080590, Cg003G080580	XP_013672591.2, XP_048624260.1
OG0000190	Cg006G210720	XP_048632031.1, XP_048606981.1
OG0000190	Cg006G210710	XP_013740823.2
OG0000190	Cg003G087120, Cg003G087200	XP_013659197.2, XP_013674954.1, XP_048596741.1, XP_022567082.1, XP_048612619.1, XP_013726305.2
OG0000191	Cg003G087540	XP_048635984.1
OG0000191	Cg004G134260	XP_013741097.1, XP_013655513.1, XP_048609105.1, XP_013741098.2, XP_013749473.1, XP_048635647.1, XP_013721665.1
OG0000191	Cg004G153150, Cg004G153270	XP_022548180.1, XP_048635084.1, XP_013719076.1
OG0000192	Cg006G224780	XP_022558417.1, XP_013653407.2
OG0000192	Cg006G224800	XP_022568989.2, XP_013653408.1
OG0000192	Cg006G224760	XP_013642310.2
OG0000193	Cg004G140730	XP_048592945.1, XP_048600322.1, XP_048592947.1, XP_013706835.2, XP_048628682.1, XP_048635382.1, XP_013707370.2, XP_048614733.1, XP_013707971.1
OG0000195	Cg002G049520, Cg005G164920	XP_048597158.1
OG0000195	Cg001G036760, Cg007G265630	XP_013649150.1
OG0000196	Cg006G202640	XP_022558220.1, XP_013656824.2, XP_013671416.1
OG0000196	Cg006G217620	XP_013696074.1, XP_048596047.1
OG0000196	Cg006G240790	XP_048621454.1, XP_048594289.1, XP_048622557.1, XP_013696208.1, XP_013666667.2, XP_048613754.1
OG0000196	Cg006G217600	XP_048596446.1, XP_048612868.1
OG0000196	Cg006G202630	XP_048593872.1, XP_048606243.1
OG0000196	Cg006G240780	XP_013696225.1, XP_048613753.1, XP_013666666.2, XP_022573301.1, XP_048594290.1, XP_048621453.1
OG0000197	Cg001G041590	XP_048638216.1, XP_048604610.1, XP_048601422.1, XP_048616365.1, XP_013640353.2, XP_048615569.1, XP_013684494.2, XP_048613114.1, XP_048604801.1
OG0000200	Cg006G240250	XP_013674137.1, XP_048626070.1
OG0000203	Cg004G120290	XP_013714166.2, XP_013696040.2, XP_048596086.1, XP_013659650.2, XP_013644811.2, XP_048590899.1, XP_048595270.1, XP_013670049.2, XP_013747241.2
OG0000203	Cg004G126450, Cg004G126500, Cg004G126510, Cg002G062080	XP_013658139.2, XP_048626062.1
OG0000204	Cg004G142490, Cg004G140470	XP_048600701.1, XP_048610047.1, XP_013646421.2, XP_013675581.2, XP_048609706.1, XP_013675574.1, XP_013679720.1, XP_048632324.1, XP_013652583.2, XP_022553895.2, XP_013650962.2, XP_013683539.1, XP_013691186.2
OG0000204	Cg004G138460	XP_022553993.1
OG0000205	Cg003G098990, Cg003G098960, Cg003G098910	XP_048616907.1, XP_013701329.1
OG0000209	Cg001G042590	XP_048611888.1
OG0000210	Cg005G173520	XP_048636700.1, XP_048609592.1
OG0000210	Cg005G173500	XP_048595832.1
OG0000213	Cg005G191730	XP_013707946.2, XP_048597462.1, XP_048608774.1, XP_013653508.1, XP_048631899.1
OG0000214	Cg003G078170	XP_048595080.1, XP_013639971.2, XP_048626136.1, XP_013660371.2, XP_048595078.1, XP_048626138.1, XP_022547927.2, XP_048595079.1, XP_013736205.2, XP_048596124.1, XP_013660370.2, XP_048596129.1
