Orthogroup	Cardamine_glauca	Odontarrhena_muralis
OG0000356	Cg008G306390, Cg008G306550	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030
OG0000358	Cg006G242200	Om005G181310, Om007G277860
OG0000358	Cg008G289880	Om007G277850
OG0000359	Cg006G216530, Cg006G216520, Cg006G216510, Cg005G172180, Cg005G172170	Om007G290360, Om007G290370
OG0000360	Cg003G114870	Om006G230130
OG0000360	Cg003G114860	Om006G230170
OG0000361	Cg004G127210	Om002G054940
OG0000361	Cg008G285160	Om004G172990
OG0000362	Cg006G241490	Om005G182040
OG0000363	Cg004G145460	Om002G082440
OG0000363	Cg006G201850	Om004G151750
OG0000363	Cg006G201860	Om004G151760, Om005G220950, Om008G341070
OG0000368	Cg001G002850	Om001G038080, Om001G038070
OG0000368	Cg001G002860	Om001G038000
OG0000368	Cg001G002830	Om001G038110
OG0000370	Cg006G228950	Om005G198190
OG0000371	Cg006G220780, Cg005G158480	Om008G319770
OG0000371	Cg005G158470	Om008G319760
OG0000372	Cg001G013540, Cg001G013550, Cg001G013560	Om004G135750
OG0000374	Cg006G203210, Cg006G203180, Cg006G203200, Cg006G203220, Cg006G203250, Cg006G203260, Cg006G203240, Cg006G203230, Cg006G203190, Cg006G198280, Cg006G198270, Cg006G198290	Om003G096590, Om003G096580
OG0000377	Cg007G249720	Om005G221490, Om005G221480, Om005G221450, Om005G221440
OG0000377	Cg007G249710	Om005G221520
OG0000382	Cg006G236900	Om005G187240
OG0000383	Cg006G217970	Om007G289040, Om007G289010
OG0000384	Cg004G131950	Om002G061100
OG0000386	Cg002G053290	Om006G254890, Om006G254870, Om006G254900
OG0000386	Cg002G053280	Om006G254880
OG0000387	Cg005G162800	Om008G325420
OG0000390	Cg008G303200	Om006G238000, Om001G007860
OG0000390	Cg002G062740	Om002G064160, Om004G151070
OG0000391	Cg006G223560, Cg006G223590	Om005G204840
OG0000391	Cg006G223610	Om005G199920
OG0000391	Cg006G223580	Om005G204810, Om005G204820
OG0000392	Cg002G056660	Om006G259010
OG0000392	Cg002G056620, Cg002G056600	Om006G258990
OG0000392	Cg001G037860, Cg001G037810	Om004G166970
OG0000393	Cg003G086190, Cg003G086120	Om002G064150, Om002G064120
OG0000396	Cg001G030810, Cg002G069030	Om006G270400
OG0000396	Cg002G069060	Om002G084480
OG0000398	Cg008G310730	Om002G057980
OG0000398	Cg004G129510	Om002G057970
OG0000398	Cg006G195010	Om003G090820, Om003G090840
OG0000400	Cg004G145190	Om001G026500
OG0000403	Cg007G250650, Cg007G250640	Om005G220580
OG0000404	Cg002G054180, Cg008G286930, Cg004G127240, Cg005G170410	Om006G255780, Om008G337600, Om004G170670, Om002G054990
OG0000406	Cg008G297220	Om007G297520
OG0000406	Cg004G118250	Om002G044530
OG0000407	Cg007G246870	Om005G226340, Om005G225250
OG0000407	Cg008G295160	Om007G300530
OG0000410	Cg007G249100	Om005G222940
OG0000411	Cg007G248450	Om005G224040
OG0000411	Cg003G093460, Cg003G080490	Om008G354000
OG0000411	Cg001G019000	Om001G008360
OG0000412	Cg003G101880	Om003G116310
OG0000413	Cg004G129370	Om002G057770
OG0000413	Cg003G104010	Om003G119170
OG0000415	Cg008G292540	Om004G162740
OG0000416	Cg005G174990, Cg005G174850	Om005G227300, Om004G176330, Om007G280020, Om007G280180
OG0000416	Cg006G240670	Om005G182990
OG0000417	Cg004G141850	Om002G073380
OG0000419	Cg008G310850, Cg008G309170	Om001G040100
OG0000421	Cg001G039140, Cg001G039040	Om001G026550, Om001G026540, Om007G294470, Om001G013810
OG0000422	Cg001G020210, Cg006G236580	Om005G187620, Om005G187610
OG0000422	Cg006G236570, Cg006G236560	Om005G187660
OG0000422	Cg006G236590	Om005G187600, Om005G187590
OG0000423	Cg007G273210	Om004G142290
OG0000423	Cg006G195220	Om003G091160
OG0000423	Cg004G129870	Om002G058490
OG0000425	Cg006G196760, Cg004G145250, Cg004G145230, Cg004G145240	Om003G093760
OG0000426	Cg006G210120	Om004G147980, Om005G215840
OG0000427	Cg004G121350	Om002G047720
OG0000427	Cg004G145850, Cg007G279320	Om001G021740, Om004G132930
OG0000427	Cg005G172930	Om004G132940
OG0000429	Cg008G305090	Om006G240130
OG0000429	Cg008G291690	Om004G164170
OG0000429	Cg001G008100	Om001G029270
OG0000430	Cg004G152450	Om002G082610, Om002G066320
OG0000430	Cg001G005380, Cg005G193810, Cg001G000600	Om001G041290
OG0000431	Cg007G251970	Om005G219170
OG0000431	Cg006G235970	Om005G188470
OG0000431	Cg006G235980	Om005G188450
OG0000432	Cg003G099400	Om003G113900
OG0000432	Cg003G103300	Om003G118170, Om005G204990
OG0000435	Cg006G224010	Om004G163840
OG0000436	Cg003G104180	Om006G250310
OG0000436	Cg001G011130	Om001G024370
OG0000436	Cg004G156050	Om002G087440
OG0000437	Cg006G211940	Om001G012410
OG0000439	Cg006G240180, Cg006G240170	Om005G183450
OG0000439	Cg002G047030	Om003G123740
OG0000439	Cg005G175260	Om007G280530
OG0000440	Cg008G297760	Om004G173680, Om007G297020
OG0000440	Cg004G118570	Om006G261750, Om006G261700
OG0000441	Cg004G132880	Om002G062560, Om002G062550
OG0000441	Cg004G132850	Om002G062430
OG0000441	Cg004G132870, Cg004G132860	Om002G062460
OG0000442	Cg005G192980, Cg007G247910	Om008G323220
OG0000443	Cg007G272740, Cg007G272730	Om003G118670, Om004G142810, Om004G142760
OG0000446	Cg003G110320	Om006G235370
OG0000446	Cg002G074360	Om006G274450
OG0000446	Cg006G231520	Om005G194520
OG0000447	Cg004G131200	Om002G060230
OG0000447	Cg006G218040	Om007G288920
OG0000448	Cg008G324500	Om008G361730
OG0000448	Cg008G324490	Om008G361700
OG0000448	Cg008G324510	Om008G361720
OG0000449	Cg002G061250	Om006G267260
OG0000449	Cg003G107590	Om006G245560
OG0000449	Cg002G061240	Om006G267270
OG0000449	Cg003G107580	Om006G245570
OG0000454	Cg003G099450	Om003G113950, Om003G113940, Om003G113960
OG0000456	Cg002G056050, Cg002G056060, Cg005G187000	Om001G027150
OG0000460	Cg001G018880	Om001G008580
OG0000460	Cg005G157890	Om005G220920
OG0000461	Cg006G245460	Om005G177550
OG0000461	Cg006G245470	Om005G177540
OG0000463	Cg002G060570, Cg002G060480	Om001G005850
OG0000466	Cg005G169700, Cg005G160230, Cg008G284120	Om004G174390
OG0000468	Cg002G051880	Om006G252980
OG0000468	Cg005G173840	Om007G278880
OG0000468	Cg005G167330	Om008G332830
OG0000471	Cg006G217740, Cg006G217720, Cg006G217730	Om007G289290
OG0000472	Cg001G040820	Om007G316650, Om007G316670
OG0000472	Cg001G040810, Cg001G040800	Om007G316690, Om003G102350, Om007G316680, Om007G316660
OG0000474	Cg002G057990, Cg005G190550, Cg001G009730	Om006G261160, Om006G238310
OG0000483	Cg003G102670	Om003G117450
OG0000487	Cg004G120040, Cg005G173270, Cg006G241950	Om007G278330
OG0000488	Cg002G054460	Om006G246280, Om008G324620, Om006G256140, Om004G176270
OG0000489	Cg004G121500, Cg004G121510	Om002G047940, Om002G047950, Om002G047930, Om002G047960
OG0000490	Cg006G244130, Cg006G244120	Om005G178960
OG0000491	Cg008G302450	Om003G104850
OG0000495	Cg005G191210	Om006G264590, Om006G264500
OG0000497	Cg008G309780, Cg008G311600	Om004G146680
OG0000497	Cg006G209790	Om008G341800
OG0000498	Cg003G100300	Om003G114860
OG0000498	Cg001G012780, Cg006G218710	Om008G361860, Om001G021660
OG0000499	Cg001G022510	Om001G002040, Om002G075590
OG0000499	Cg007G279080	Om004G133290
OG0000499	Cg004G130580	Om002G059420
OG0000500	Cg008G321810	Om008G357480
OG0000500	Cg008G321740	Om008G357420
OG0000501	Cg006G209830	Om007G291470
OG0000504	Cg004G125100	Om001G012750, Om002G052110, Om008G332030
OG0000505	Cg008G304760, Cg008G304720, Cg008G304710	Om006G239820, Om006G239880
OG0000506	Cg008G286990	Om005G205820
OG0000507	Cg007G245970, Cg007G245960, Cg007G245940, Cg008G320160	Om005G228660
OG0000508	Cg005G170330, Cg005G169030	Om008G332530
OG0000509	Cg006G201540, Cg001G024650	Om003G103700
OG0000509	Cg001G024640	Om007G275840
OG0000510	Cg007G250480, Cg007G250500	Om005G220900
OG0000511	Cg001G026600	Om003G101890
OG0000511	Cg007G247860	Om005G224850
OG0000512	Cg001G017530	Om001G010440
OG0000513	Cg002G052890	Om008G335560, Om006G254410
OG0000513	Cg002G061210	Om006G267240
OG0000513	Cg003G107510	Om006G245660
OG0000516	Cg001G039660	Om002G081900
OG0000520	Cg009G325440, Cg008G313690	Om008G321740
OG0000520	Cg002G045640	Om001G027250, Om008G321750
OG0000521	Cg003G085930	Om008G344260
OG0000521	Cg007G278940	Om005G204880
OG0000522	Cg006G212930	Om001G011810
OG0000523	Cg005G159230	Om008G320780, Om008G320790
OG0000523	Cg006G218660	Om007G288290
OG0000524	Cg004G123940	Om002G050640
OG0000524	Cg008G312990	Om002G050630
OG0000525	Cg007G279230	Om004G133010
OG0000525	Cg006G228960	Om005G198050
OG0000525	Cg004G130910	Om002G059840
OG0000525	Cg006G196190	Om003G092800
OG0000526	Cg002G059250	Om006G263940
OG0000526	Cg002G059300	Om006G263950
OG0000533	Cg005G193250	Om004G155930
OG0000534	Cg007G248240, Cg007G248260, Cg007G248310, Cg007G248250	Om005G224370
OG0000535	Cg002G074680, Cg007G250270	Om005G222110
OG0000535	Cg002G074710	Om006G274720
OG0000537	Cg003G094580, Cg003G079430	Om007G302270
OG0000537	Cg001G031430	Om003G104980
OG0000538	Cg005G162220	Om008G324960
OG0000538	Cg005G162230	Om008G324980
OG0000539	Cg007G251010	Om006G228950
OG0000540	Cg005G177450	Om007G282450
OG0000540	Cg005G177500, Cg005G177490	Om007G282480, Om007G282490
OG0000542	Cg008G296420	Om007G298840
OG0000542	Cg006G200890	Om003G099070
OG0000542	Cg004G117700	Om002G043870
OG0000543	Cg005G190410, Cg005G189960, Cg005G190420, Cg005G190000, Cg005G189950, Cg005G190430, Cg005G189990, Cg005G190400, Cg005G189970, Cg005G190020, Cg005G189980	Om001G016240, Om001G004280, Om001G013170
OG0000544	Cg006G241110	Om005G182550, Om005G182520
OG0000544	Cg006G241100	Om005G182540
OG0000545	Cg007G275530	Om004G138860, Om004G138840, Om004G138850
OG0000545	Cg007G275520, Cg007G275510	Om004G138820, Om004G138830
OG0000546	Cg004G152970, Cg004G152950, Cg004G152920, Cg004G152930, Cg004G152960, Cg004G152940	Om002G083470
OG0000550	Cg005G170400	Om008G337580
OG0000551	Cg003G112680	Om006G232640
OG0000551	Cg001G001200	Om001G040480
OG0000551	Cg008G290260	Om004G166290
OG0000552	Cg006G222430	Om008G319960
OG0000552	Cg005G175630, Cg002G044370	Om003G127880
OG0000554	Cg007G248970	Om001G002110, Om005G222990
OG0000555	Cg003G081530	Om008G352870, Om008G352880, Om001G004330
OG0000556	Cg004G123180	Om002G049820
OG0000556	Cg004G142770	Om002G074570
OG0000557	Cg002G046330	Om003G124890, Om003G124880
OG0000557	Cg005G161030, Cg005G161040	Om008G322980
OG0000558	Cg005G164050, Cg005G163680	Om005G225770
OG0000558	Cg005G164040	Om008G337590
OG0000558	Cg005G164030	Om008G327270
OG0000559	Cg008G283670	Om004G174990
OG0000559	Cg008G284340	Om004G175040
OG0000560	Cg003G107170	Om006G246000
OG0000561	Cg008G302100, Cg003G090310, Cg003G095750, Cg003G113090, Cg003G113110	Om006G232200
OG0000562	Cg004G121670	Om002G048170
OG0000562	Cg008G294850	Om007G301050
OG0000562	Cg008G306290	Om007G294310
OG0000564	Cg001G008860	Om001G028220
OG0000564	Cg005G189640, Cg005G189660	Om003G093660, Om003G093650, Om003G093640
OG0000565	Cg008G295270	Om005G208350
OG0000565	Cg007G270450	Om005G208340
OG0000569	Cg005G171340	Om007G276590
OG0000570	Cg004G117190	Om002G043360
OG0000571	Cg003G108460	Om006G244500
OG0000573	Cg007G249330	Om005G222710
OG0000575	Cg002G064200	Om001G031670, Om001G031700
OG0000578	Cg006G235600	Om005G188980
OG0000578	Cg007G251220	Om005G219910
OG0000579	Cg003G099410	Om003G113910
OG0000579	Cg001G042350	Om007G318320
OG0000580	Cg005G161570	Om008G323800, Om008G323780, Om008G323790, Om008G323750
OG0000580	Cg005G161580	Om008G323810, Om008G323830
OG0000582	Cg008G302230	Om006G243850
OG0000582	Cg005G180390	Om007G284590
OG0000584	Cg001G012010	Om001G022800
OG0000585	Cg004G130730, Cg005G172160, Cg006G216450	Om007G290440, Om008G340110, Om002G059620
OG0000586	Cg008G317030	Om008G342910
OG0000587	Cg014G331710, Cg003G077950	Om004G158710
OG0000587	Cg005G158850	Om008G320250
OG0000587	Cg006G244220	Om005G178890
OG0000588	Cg004G131080	Om002G060100
OG0000588	Cg005G163370	Om008G326370
OG0000588	Cg006G196360	Om003G093150
OG0000589	Cg003G107490	Om006G245680
OG0000589	Cg002G061190, Cg002G061200	Om006G267230
OG0000590	Cg008G306680	Om007G293960
OG0000590	Cg006G243560	Om005G179630
OG0000591	Cg001G009410	Om001G027320
OG0000592	Cg006G201250, Cg004G134690	Om002G064890, Om002G064880
OG0000592	Cg006G227950	Om005G199600
OG0000593	Cg001G026500	Om004G139920
OG0000593	Cg001G026300	Om007G287490, Om007G287500
OG0000595	Cg002G063260	Om006G269050
OG0000596	Cg003G102460	Om007G281450, Om003G117040
OG0000598	Cg001G020860	Om001G004930, Om002G071420
OG0000600	Cg003G104060	Om006G250410
OG0000600	Cg004G156080	Om002G087460
OG0000600	Cg001G011170	Om001G024270
OG0000601	Cg008G295790	Om007G299770
OG0000601	Cg001G039300	Om007G315410
OG0000602	Cg008G284060	Om004G174460
OG0000602	Cg002G053370	Om006G254960
OG0000602	Cg004G125440	Om002G052520
OG0000604	Cg002G043840	Om003G128580, Om008G319190
OG0000604	Cg001G015890	Om007G285830
OG0000605	Cg007G274490	Om004G140130
OG0000606	Cg004G132340	Om002G061700
OG0000606	Cg007G281550	Om004G129810
OG0000606	Cg006G197370	Om003G094590
OG0000607	Cg004G135710	Om002G066240
OG0000608	Cg002G048590	Om003G120910
OG0000608	Cg002G048610	Om004G153420, Om018G374080, Om003G120920
OG0000609	Cg001G005110	Om001G034210
OG0000609	Cg001G005120	Om001G033820
OG0000612	Cg007G251640	Om008G327550, Om005G188550
OG0000613	Cg004G117600	Om002G043790
OG0000614	Cg003G083720, Cg003G083730	Om004G167200, Om004G167190
OG0000615	Cg004G154140	Om002G084910
OG0000615	Cg001G003930	Om001G035770
OG0000615	Cg002G055630	Om006G257560
OG0000616	Cg003G108360	Om006G244670
OG0000617	Cg014G331930, Cg003G077690, Cg014G331920, Cg003G077700	Om004G159110
OG0000617	Cg014G332730, Cg003G076870	Om004G158130
OG0000618	Cg007G279240	Om004G133000
OG0000618	Cg001G013140	Om001G020760
OG0000619	Cg005G169350	Om008G335990
OG0000619	Cg002G053130	Om006G254680
OG0000620	Cg006G227500	Om007G289350, Om005G200260
OG0000620	Cg007G274540	Om004G140080
OG0000621	Cg001G035510, Cg007G255970	Om001G034690, Om008G350020, Om005G199690
OG0000622	Cg005G192750	Om004G145830, Om004G145910
OG0000625	Cg004G117350	Om002G043480
OG0000626	Cg007G246710	Om002G081100
OG0000627	Cg007G266770, Cg001G013990	Om001G018740
OG0000627	Cg003G102720	Om003G117480
OG0000628	Cg007G278590	Om004G134080
OG0000628	Cg004G135400, Cg006G208420	Om002G065810
OG0000630	Cg001G037880, Cg001G037840, Cg001G037850, Cg001G037890, Cg007G264980, Cg001G037920, Cg001G037910, Cg001G037900	Om005G221290
OG0000632	Cg003G076000, Cg002G045850	Om008G322280
OG0000633	Cg002G066750	Om006G268280
OG0000633	Cg007G281520	Om004G129890
OG0000635	Cg007G251250, Cg005G175120	Om007G280320
OG0000636	Cg008G286670	Om004G171070
OG0000636	Cg005G180860, Cg008G286680, Cg008G286690	Om004G171040, Om004G171060
OG0000639	Cg001G021660	Om001G003060, Om001G003300, Om001G003110
OG0000641	Cg004G138840	Om002G069900, Om008G350820
OG0000642	Cg001G039280, Cg001G039290	Om007G315380
OG0000645	Cg001G027980, Cg002G058030, Cg001G028010	Om005G206760
OG0000645	Cg001G028030	Om008G329430, Om005G208230
OG0000646	Cg002G068200	Om006G269470
OG0000646	Cg004G117060	Om002G043170
OG0000646	Cg001G039450	Om007G315500
OG0000648	Cg007G250430, Cg002G043950	Om003G128400, Om003G128430, Om003G128440
OG0000649	Cg006G207250	Om006G253830
OG0000649	Cg006G224150	Om005G204230
OG0000649	Cg007G276770	Om004G136710
OG0000650	Cg008G323240	Om008G359210
OG0000650	Cg008G323250	Om008G359240, Om008G359230, Om008G359250, Om008G359270, Om008G359310
OG0000651	Cg002G059880, Cg003G107620, Cg003G085490, Cg003G085500, Cg003G085520	Om005G203940
OG0000652	Cg008G303080, Cg008G303060, Cg008G303090	Om006G237830, Om006G237880, Om006G237860
OG0000653	Cg008G301300	Om006G242630
OG0000654	Cg003G106900, Cg003G106910, Cg003G107260	Om006G246810, Om006G247060, Om006G245900
OG0000655	Cg008G312870	Om004G139280, Om004G139270, Om002G050770, Om005G194660, Om002G061540, Om002G056020, Om006G240500, Om005G220320, Om009G363040, Om003G099500, Om006G270570
OG0000658	Cg008G306770, Cg002G052670, Cg002G070930	Om003G106660, Om007G293840, Om006G254110
OG0000659	Cg001G011140, Cg003G104130	Om001G024350
OG0000660	Cg006G238730	Om005G185150
OG0000660	Cg002G060220, Cg003G106780	Om006G246670
OG0000661	Cg005G175080	Om007G280270, Om008G327370
OG0000662	Cg008G296140	Om007G299230
OG0000662	Cg004G117510	Om002G043690
OG0000662	Cg008G296150	Om007G299200
OG0000663	Cg007G267970	Om005G211670
OG0000663	Cg006G219810	Om004G147530, Om004G147600
OG0000665	Cg002G071770	Om008G325860, Om008G332120
OG0000665	Cg002G071600, Cg002G071720, Cg002G071730, Cg002G071740, Cg002G071750, Cg002G071760	Om006G271910
OG0000669	Cg005G161680	Om008G323950, Om001G002100, Om001G002090
OG0000669	Cg004G129440	Om002G057870
OG0000670	Cg001G017310	Om001G010780
OG0000671	Cg001G038980, Cg001G038990	Om006G248300
OG0000672	Cg005G172330	Om008G340360
OG0000672	Cg006G217430	Om007G289610
OG0000673	Cg002G072930	Om006G272930
OG0000673	Cg005G190050	Om004G158090
OG0000674	Cg006G243600	Om005G179570
OG0000674	Cg005G158060	Om008G319260
OG0000674	Cg014G331360, Cg003G078290	Om004G159710
OG0000675	Cg006G229960	Om005G196790, Om007G279730
OG0000676	Cg002G050620	Om006G251430
OG0000676	Cg007G274730	Om004G139720
OG0000677	Cg006G221400, Cg006G221380, Cg006G221390, Cg006G221370	Om004G136950, Om004G145150
OG0000677	Cg006G221350, Cg006G221340	Om001G025590
OG0000678	Cg006G214830, Cg006G214880, Cg006G214860, Cg006G214850	Om003G121880
OG0000679	Cg004G134810	Om001G020960, Om001G018760, Om003G114710, Om005G215850
OG0000679	Cg003G087780	Om002G083080
OG0000682	Cg006G202670	Om002G081140
OG0000685	Cg001G011050	Om001G024490
OG0000685	Cg001G014490	Om002G087370
OG0000686	Cg008G311460	Om001G031630, Om001G031650, Om001G031590
OG0000686	Cg001G006490	Om001G031660
OG0000687	Cg001G024670	Om007G275820
OG0000687	Cg005G160620	Om008G322470, Om008G322490
OG0000688	Cg002G074580	Om001G026700, Om002G067310
OG0000689	Cg006G223150, Cg006G210940, Cg003G084980	Om005G205310, Om001G012690
OG0000690	Cg003G092220	Om007G317360, Om007G301600, Om001G010530, Om002G056310
OG0000691	Cg004G132830, Cg004G132800	Om007G298400
OG0000692	Cg002G047610, Cg002G047600	Om003G122540, Om003G122530
OG0000692	Cg002G047590	Om003G122550
OG0000692	Cg005G163150	Om008G326170
OG0000693	Cg002G050630	Om006G251440
OG0000695	Cg007G274590	Om004G140010
OG0000696	Cg004G132450	Om002G061880
OG0000696	Cg006G230630	Om005G195930
OG0000697	Cg006G198930	Om003G096510
OG0000698	Cg004G125010	Om002G052470, Om002G051930
OG0000699	Cg001G035790	Om008G332780, Om008G332690, Om008G338280
OG0000700	Cg005G177830	Om007G282890, Om072G377200
OG0000702	Cg008G294680	Om007G301290
OG0000702	Cg004G116410	Om002G042520
OG0000703	Cg008G284440	Om004G173900
OG0000703	Cg005G170070	Om008G337070
OG0000703	Cg002G053740	Om006G255340
OG0000704	Cg001G020990	Om001G004670, Om001G004680
OG0000705	Cg005G162030	Om008G324600
OG0000706	Cg008G304870, Cg008G304860	Om006G239960
OG0000706	Cg003G112850	Om006G232490
OG0000707	Cg007G268410	Om005G211110
OG0000708	Cg006G234380	Om005G190620
OG0000709	Cg008G322220	Om007G296380
OG0000710	Cg006G232190	Om005G193740, Om005G194960, Om005G193780
OG0000711	Cg006G243760	Om005G226640
OG0000712	Cg004G122720	Om002G049340
OG0000712	Cg001G007710	Om001G029690
OG0000713	Cg005G172650	Om003G095190, Om008G340040
OG0000714	Cg007G266550	Om005G213220
OG0000715	Cg003G081200, Cg003G081210	Om008G353360
OG0000716	Cg001G035590, Cg001G035630, Cg001G035640	Om005G211830, Om008G328670
OG0000719	Cg003G107520	Om006G245640
OG0000720	Cg002G044040	Om003G128230
OG0000720	Cg014G331600, Cg003G078090	Om004G159420
OG0000720	Cg006G243670	Om008G319350
OG0000721	Cg014G331440, Cg003G078210	Om004G159540
OG0000722	Cg007G270140	Om005G208970
OG0000722	Cg006G231610	Om005G194430
OG0000723	Cg008G306000	Om007G294640
OG0000724	Cg007G268070	Om006G252130, Om006G252070, Om006G252080, Om006G252100, Om006G252120
OG0000726	Cg008G311850, Cg008G306710, Cg002G066420	Om001G037180, Om001G037210
OG0000726	Cg004G150170	Om008G358900
OG0000726	Cg004G151710	Om007G288770
OG0000726	Cg004G142450, Cg005G190590, Cg005G191890, Cg005G191900	Om008G354650
OG0000728	Cg008G299110	Om007G295340
OG0000730	Cg002G074010	Om006G274110
OG0000730	Cg006G231930	Om005G193950
OG0000731	Cg002G072510	Om008G338660
OG0000732	Cg002G053890	Om006G255490
OG0000734	Cg003G110100, Cg003G110110, Cg002G059770	Om006G235570
OG0000735	Cg003G103340	Om003G118240
