Orthogroup	Cardamine_glauca	Aethionema_saxatile
OG0000592	Cg006G227950	As010G239910, As007G154690
OG0000595	Cg002G063260	As010G226140
OG0000596	Cg003G102460	As010G227450
OG0000600	Cg003G104060	As002G048280
OG0000600	Cg001G011170	As001G001180
OG0000601	Cg008G295790	As009G201050, As006G135040
OG0000601	Cg001G039300, Cg002G067730	As001G027850
OG0000602	Cg002G053370	As012G276820
OG0000602	Cg004G125440	As002G034860
OG0000604	Cg002G043840	As005G099260
OG0000604	Cg001G015890	As007G163770, As012G288540
OG0000605	Cg007G274490	As010G239470
OG0000606	Cg004G132340	As011G248160
OG0000606	Cg007G281550	As010G244280
OG0000606	Cg006G197370	As012G270700
OG0000607	Cg004G135710	As011G251140
OG0000607	Cg004G151620	As011G262980
OG0000608	Cg002G048620	As012G284160
OG0000608	Cg002G048590	As012G284170, As012G284200
OG0000612	Cg006G235910	As001G019830, As001G020020, As005G105470, As008G187810
OG0000613	Cg004G117600	As006G135470
OG0000613	Cg001G038460	As002G045780
OG0000615	Cg004G154140	As011G264960
OG0000615	Cg001G003930	As003G072430
OG0000616	Cg003G108360	As005G114070
OG0000616	Cg002G053120, Cg005G169320	As012G277180
OG0000617	Cg014G332730, Cg003G076870	As006G121910
OG0000618	Cg007G279240	As010G241950
OG0000618	Cg001G013140	As006G132210
OG0000619	Cg005G169350, Cg005G169330	As006G145810, As006G145800
OG0000619	Cg002G053130	As012G277130
OG0000620	Cg006G227500, Cg007G274540	As010G239430, As007G154950
OG0000625	Cg004G117350	As006G135190
OG0000625	Cg005G188780	As001G004420
OG0000626	Cg007G246760, Cg007G246730, Cg007G246740, Cg007G246710, Cg007G246720	As001G031250
OG0000627	Cg007G266770, Cg001G013990	As006G134640
OG0000627	Cg003G102720	As002G047240
OG0000628	Cg004G135400, Cg006G208420	As003G064150, As011G250810
OG0000630	Cg001G037880, Cg001G037840, Cg001G037850, Cg001G037890, Cg007G264980, Cg001G037920, Cg001G037910, Cg001G037900	As004G077630, As004G077620, As004G077610
OG0000633	Cg007G281520	As010G244250
OG0000634	Cg003G106960, Cg003G106970, Cg003G106980	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	Cg005G176520	As006G128210
OG0000635	Cg007G251250, Cg005G175120	As006G127130
OG0000636	Cg008G286670, Cg005G180860, Cg008G286680, Cg008G286690	As009G212850
OG0000646	Cg002G068200	As001G027670
OG0000646	Cg004G117060	As006G134940
OG0000648	Cg007G250430, Cg002G043950	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	Cg006G207250	As003G066660
OG0000649	Cg007G276770	As010G237340
OG0000650	Cg008G323240	As004G088550
OG0000652	Cg008G303080, Cg008G303060, Cg008G303090	As009G217160
OG0000658	Cg008G306770, Cg002G052670, Cg002G070930	As009G206090, As012G277750, As001G026410
OG0000659	Cg001G011140	As009G211360, As002G048340
OG0000660	Cg006G238730	As008G192800
OG0000660	Cg002G060220	As010G224220
OG0000660	Cg003G106780	As005G115310
OG0000661	Cg005G175080	As010G223120, As006G127120, As006G127080
OG0000662	Cg008G296140	As009G201630
OG0000662	Cg004G117510	As006G135390
OG0000662	Cg008G296150	As009G201640
OG0000663	Cg007G267970, Cg006G219810	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000663	Cg007G267960	As010G229530
OG0000669	Cg005G161680	As005G103090
OG0000669	Cg004G129440, Cg002G075620	As001G022370
OG0000670	Cg001G017310, Cg001G017300	As003G061610, As003G061660
OG0000672	Cg001G005000	As007G157950, As006G146270
OG0000672	Cg006G217430	As004G081100, As011G248400
OG0000674	Cg006G243600	As008G197690
OG0000674	Cg005G158060	As005G099330
OG0000674	Cg014G331360, Cg003G078290	As006G123130
OG0000675	Cg007G280540	As010G243370
OG0000675	Cg006G229960	As007G152400, As006G126430
OG0000676	Cg007G274730	As012G282240
OG0000677	Cg006G221400, Cg006G221380, Cg006G221390, Cg006G221370, Cg006G221360, Cg006G221350, Cg006G221340	As007G160250
OG0000685	Cg001G011050	As001G001340
OG0000685	Cg001G014490	As002G032860
OG0000686	Cg008G311460, Cg001G006490	As001G012430
OG0000687	Cg001G024670	As001G017930
OG0000687	Cg005G160620	As005G101960
OG0000688	Cg002G074580	As001G023430, As001G023420
OG0000689	Cg006G223150, Cg006G210940, Cg003G084980	As007G158860, As003G063160, As004G080020
OG0000690	Cg003G092220	As007G154700, As003G065860, As008G196720, As010G226610
OG0000691	Cg004G132830, Cg004G132800	As004G080740, As011G248640
OG0000692	Cg002G047610, Cg002G047600, Cg002G047590, Cg005G163150	As005G104580
OG0000693	Cg002G050630	As012G282230
OG0000693	Cg005G166320	As006G143100
OG0000694	Cg007G265030, Cg005G183400, Cg005G189730	As007G177770
OG0000695	Cg007G274590	As010G239400
OG0000696	Cg004G132450, Cg002G066590	As012G270790, As011G248260
OG0000697	Cg006G198930	As012G271560
OG0000702	Cg008G294680	As009G199960
OG0000702	Cg002G070800	As001G026500
OG0000702	Cg004G116410	As006G132970
OG0000703	Cg008G284440	As002G035150
OG0000703	Cg005G170070	As006G145070
OG0000703	Cg002G053740	As012G276510
OG0000704	Cg001G020990	As003G058000
OG0000706	Cg003G112850	As005G117900
OG0000707	Cg002G055970	As006G138740
OG0000707	Cg007G246220	As007G161420
OG0000708	Cg006G234380	As008G185890
OG0000709	Cg008G298180, Cg008G322220	As009G203840
OG0000714	Cg001G037960	As004G077650
OG0000715	Cg003G081200, Cg003G081210	As004G085240
OG0000716	Cg001G035590, Cg001G035630, Cg001G035640	As004G088610, As007G165810
OG0000718	Cg004G127540, Cg005G192840, Cg005G192800, Cg008G282120	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	Cg003G107520	As005G114760
OG0000720	Cg002G044040	As012G288480
OG0000720	Cg014G331600, Cg003G078090	As006G122970
OG0000720	Cg006G243670	As008G197790
OG0000721	Cg014G331440, Cg003G078210	As006G123060
OG0000721	Cg004G133230	As008G197760, As012G274520, As011G248980
OG0000722	Cg007G270140	As010G232800
OG0000722	Cg006G231610	As008G183090
OG0000723	Cg008G305990	As009G205260
OG0000723	Cg008G306000	As009G205270, As009G205280, As009G205290, As009G205310
OG0000724	Cg007G268070	As012G281700, As012G281680, As012G281690, As012G281640
OG0000730	Cg002G074010	As001G023940
OG0000730	Cg006G231930	As008G183370
OG0000731	Cg002G072510, Cg002G072530, Cg002G072520	As001G025190, As001G025200, As001G025210
OG0000732	Cg001G014590	As002G032800
OG0000732	Cg002G053890	As012G276370
OG0000733	Cg001G029600	As004G088840, As002G035920
OG0000733	Cg001G033420	As004G093360
OG0000735	Cg003G103350, Cg003G103360, Cg003G103340	As002G047800
OG0000736	Cg008G290670	As002G053050
OG0000736	Cg001G001710	As003G074810
OG0000737	Cg005G191560	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	Cg005G173620	As006G125610
OG0000741	Cg006G194800	As012G268430
OG0000749	Cg006G232590	As008G184000
OG0000749	Cg006G220250	As007G161240
OG0000750	Cg003G087530, Cg001G025700	As001G030660
OG0000751	Cg004G125700, Cg008G284620	As005G108820, As002G035280
OG0000752	Cg008G304630	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	Cg008G291200	As002G052450
OG0000753	Cg006G205300, Cg006G205270	As003G064670
OG0000754	Cg006G206090	As003G064750
OG0000754	Cg008G317070	As004G082990
OG0000755	Cg003G093960, Cg003G080030	As004G086160
OG0000756	Cg001G004510	As004G087220
OG0000757	Cg002G052790, Cg005G168880	As006G146500
OG0000758	Cg007G280560	As010G243380
OG0000758	Cg005G174590	As006G126420
OG0000759	Cg005G176850	As006G128470
OG0000759	Cg006G239020	As008G193030
OG0000760	Cg005G165490	As006G142310
OG0000760	Cg005G165570, Cg002G049960	As012G282830
OG0000763	Cg006G195580, Cg006G195570	As012G269290
OG0000764	Cg006G198640, Cg006G199090	As012G271730
OG0000765	Cg002G054830, Cg008G311840, Cg008G315080	As012G275540, As012G275570, As012G275590
OG0000772	Cg002G069280, Cg002G069270, Cg002G069310, Cg002G069300	As002G037440, As001G027110, As001G015580
OG0000774	Cg001G014380	As002G033010
OG0000776	Cg004G124820, Cg004G126990	As009G213010, As002G037060
OG0000777	Cg001G013570	As006G132560, As002G046520
OG0000778	Cg008G293510, Cg008G293520, Cg008G293530	As002G050230
OG0000779	Cg001G018640	As003G060370
OG0000779	Cg003G081040	As004G085400
OG0000780	Cg001G001620	As003G074900
OG0000780	Cg005G192490, Cg008G290580	As007G180430
OG0000781	Cg005G161950	As004G079650
OG0000781	Cg005G161940	As005G103380, As005G103370
OG0000782	Cg004G138160, Cg002G056490	As005G107060, As005G106550
OG0000783	Cg008G301820	As005G113140
OG0000783	Cg002G064100	As010G226400
OG0000784	Cg002G062890	As010G225950
OG0000784	Cg008G302400	As005G113590
OG0000785	Cg001G007050	As007G161520
OG0000785	Cg008G285560	As009G214360
OG0000786	Cg003G108880, Cg003G108890	As009G217820, As009G217830
OG0000788	Cg002G062390	As010G225660, As010G225670, As010G225650
OG0000789	Cg007G280200	As010G242960
OG0000789	Cg006G194100	As012G267770
OG0000799	Cg002G064040	As001G021720, As005G104360
OG0000800	Cg002G073650	As001G024200, As001G024190, As001G024170
OG0000801	Cg008G285490	As002G035990
OG0000801	Cg008G285510	As009G214440
OG0000801	Cg004G126190	As002G036000
OG0000802	Cg008G323490	As004G088660
OG0000802	Cg006G216250	As003G070730
OG0000802	Cg001G022470	As003G056750
OG0000803	Cg001G020920	As003G058030
OG0000803	Cg001G020940	As003G070410, As003G065450
OG0000803	Cg001G020930	As007G160300
OG0000805	Cg004G139450	As004G096100, As011G254230
OG0000806	Cg005G179050, Cg005G161460, Cg008G319250	As005G102850
OG0000807	Cg005G161560	As005G102950
OG0000807	Cg004G116150, Cg004G116160	As006G139170, As006G133330
OG0000808	Cg005G178330	As006G129450
OG0000808	Cg002G060860	As010G224570
OG0000808	Cg003G106930	As005G114980
OG0000809	Cg006G220900	As007G160640
OG0000809	Cg006G232030	As008G183460
OG0000818	Cg008G304070, Cg002G057590	As010G221920
OG0000818	Cg001G012930, Cg007G245560	As001G030280
OG0000819	Cg004G126210	As002G036020
OG0000819	Cg002G050070	As012G282730
OG0000821	Cg003G098580	As002G043850
OG0000823	Cg008G324800	As004G090360
OG0000823	Cg001G023440	As003G055870
OG0000824	Cg006G212730	As003G062540
OG0000824	Cg003G083770	As004G083720
OG0000825	Cg002G045150	As012G287570
OG0000825	Cg005G159470	As005G100830
OG0000826	Cg005G161390	As005G102780
OG0000827	Cg003G102230	As012G278780
OG0000827	Cg001G007240, Cg008G282540	As005G106720
OG0000829	Cg004G119150	As006G136530
OG0000829	Cg008G297830	As009G203460, As009G203470
OG0000830	Cg006G225710, Cg007G276620	As007G156440
OG0000831	Cg006G225520, Cg006G225530	As007G156620, As007G156630
OG0000833	Cg004G130960	As011G246960
OG0000834	Cg004G135270	As011G250710
OG0000835	Cg004G135790	As011G251220
OG0000835	Cg006G200030	As012G272760
OG0000836	Cg002G049020	As012G283770, As012G283780, As012G283790
OG0000842	Cg002G072470, Cg002G072400, Cg002G072420	As001G025250
OG0000843	Cg002G067390, Cg002G067380, Cg007G260490, Cg007G260480, Cg007G260510, Cg001G026240, Cg001G026460, Cg007G262830	As001G029790, As001G029800
OG0000844	Cg004G125230	As002G034430
OG0000844	Cg008G283640	As005G107840
OG0000845	Cg003G090670, Cg001G015930	As002G042280
OG0000845	Cg002G058370	As010G222560
OG0000846	Cg001G007070	As004G079020, As002G046530, As006G146430
OG0000847	Cg008G290080	As002G053580
OG0000847	Cg003G112490	As005G117570
OG0000848	Cg001G033730, Cg006G244290	As004G078550, As006G122300
OG0000849	Cg014G332380, Cg003G077230	As006G122200
OG0000849	Cg002G044730	As005G100320
OG0000850	Cg002G045460	As012G287330
OG0000851	Cg005G164180, Cg002G048830	As005G105540
OG0000852	Cg008G300650	As010G227460, As010G227470, As005G111370
OG0000853	Cg003G094800, Cg003G094810, Cg003G079140	As006G123840
OG0000854	Cg005G178980, Cg006G238090	As008G191240
OG0000855	Cg002G059040	As010G223210
OG0000855	Cg003G110450	As009G219120
OG0000856	Cg007G267690	As010G224290
OG0000857	Cg008G317780, Cg002G066130	As010G227430, As010G227420
OG0000868	Cg008G287420	As009G211830
OG0000868	Cg004G127670	As006G130700, As002G037910
OG0000869	Cg008G324790	As004G090370
OG0000869	Cg001G023430	As003G055880
OG0000870	Cg006G218420	As003G068700
OG0000870	Cg005G172880, Cg005G172890	As004G081540
OG0000871	Cg004G117640	As006G135520
OG0000871	Cg008G296340	As009G201940
OG0000871	Cg001G038170	As004G077790
OG0000872	Cg005G174170	As006G126250
OG0000873	Cg008G298690, Cg004G119870	As010G233530, As006G137440, As009G204210
OG0000875	Cg006G239610	As008G193510
OG0000876	Cg008G302740	As009G217470, As009G217500, As009G217530
OG0000883	Cg004G120520, Cg001G005560	As006G138050
OG0000884	Cg006G220070	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400
OG0000885	Cg006G223510	As007G158480
OG0000885	Cg001G012610	As002G049480
OG0000886	Cg008G318350	As004G082110
OG0000887	Cg005G185200, Cg005G185190	As005G099860
OG0000888	Cg002G047840	As012G284780
OG0000888	Cg005G163520	As005G104850
OG0000889	Cg003G106940, Cg002G051090	As005G114990
OG0000889	Cg002G060830	As010G224550
OG0000890	Cg002G052850	As012G277560
OG0000890	Cg005G169010	As006G146240
OG0000891	Cg001G018860, Cg006G223530, Cg006G223520	As007G158460, As007G158450, As007G158470, As007G158440
OG0000892	Cg008G305220	As009G215030, As009G215020
OG0000895	Cg004G143380	As011G258420
OG0000897	Cg002G052600, Cg005G168540	As012G277910, As012G277930
OG0000900	Cg006G232460, Cg006G232450	As001G016830, As001G016840
OG0000901	Cg001G024700	As001G017960, As001G018000, As001G017970, As001G017990, As001G017980
OG0000902	Cg004G126600	As002G036680, As002G036460
OG0000903	Cg008G291670	As002G052040
OG0000904	Cg001G008880	As005G118380, As002G052940
OG0000905	Cg008G290680	As002G053040
OG0000905	Cg003G113200	As005G118090
OG0000906	Cg008G290420	As002G053300
OG0000907	Cg001G022170	As003G057070
OG0000907	Cg008G323080	As004G088350
OG0000908	Cg001G001080	As003G075600, As010G234720
OG0000909	Cg006G221900	As007G159890
OG0000909	Cg001G029520	As004G083080
OG0000910	Cg003G107900	As005G114500
OG0000911	Cg003G115090	As005G119970
OG0000911	Cg002G056130	As010G220810
OG0000912	Cg014G330920, Cg003G078630, Cg006G243400	As006G123380
OG0000915	Cg002G053780	As012G276470
OG0000915	Cg005G170130	As006G145010
OG0000917	Cg006G232860, Cg006G232850	As008G184260, As008G184270
OG0000918	Cg001G029770	As009G205850
OG0000919	Cg004G133710, Cg004G133740, Cg004G133750	As011G249370
OG0000920	Cg001G041790, Cg006G195600	As012G269320, As012G269300
OG0000921	Cg006G199990, Cg006G199970	As012G272730
OG0000930	Cg004G156100	As011G266460
OG0000930	Cg001G011180	As001G001170
OG0000931	Cg004G126890	As002G036870
OG0000932	Cg005G169230	As004G079170, As002G037970
OG0000933	Cg003G099100	As002G044170, As007G165200
OG0000935	Cg003G079860, Cg003G094160	As004G086290
OG0000935	Cg001G019870	As003G059060
OG0000936	Cg001G019410	As003G059620
OG0000936	Cg001G019420	As003G059640
OG0000937	Cg001G016930	As003G062060
OG0000938	Cg008G305500, Cg001G001460, Cg001G001440	As003G075080
OG0000940	Cg004G145690	As004G092040
OG0000940	Cg001G033460	As004G090050
OG0000941	Cg001G028160	As004G095180
OG0000941	Cg006G240800	As008G194780
OG0000942	Cg005G162110	As005G103580
OG0000943	Cg004G121390, Cg008G306640	As006G138940
OG0000944	Cg002G046950, Cg005G162410	As005G103890, As012G285600
OG0000946	Cg008G282310	As005G106490, As005G106480
OG0000947	Cg008G295950	As009G200880
OG0000947	Cg004G117390	As006G135230
OG0000950	Cg008G306410, Cg004G121620	As009G205820
OG0000953	Cg002G056770, Cg002G056740, Cg002G056730	As010G221250
OG0000954	Cg004G136070	As011G251450
OG0000962	Cg002G069340, Cg002G069350	As001G027150
OG0000963	Cg008G283130	As002G034260
OG0000964	Cg003G091510	As002G040430
OG0000965	Cg004G129490	As011G245590, As011G255900
OG0000965	Cg001G021420	As003G057680
OG0000966	Cg001G021220	As003G057820
OG0000967	Cg006G208540	As003G064080
OG0000967	Cg006G223750	As007G158200
OG0000968	Cg001G036850	As004G077430
OG0000969	Cg008G321010	As004G086960, As004G086930, As004G086940, As004G086920
OG0000969	Cg008G320930, Cg008G321000	As004G086790, As004G086800
OG0000970	Cg003G114490, Cg002G056790	As005G119400
OG0000971	Cg002G050560, Cg004G119750	As006G137320
OG0000972	Cg008G306250	As009G205570
OG0000973	Cg008G299390	As009G204830
OG0000973	Cg004G122110	As006G139760
OG0000974	Cg003G091210, Cg003G091610, Cg005G188820	As006G144950
OG0000975	Cg006G226270	As007G155990
OG0000975	Cg006G226260	As010G238030
OG0000977	Cg002G059970	As010G224030
OG0000977	Cg002G060000	As010G224040
OG0000977	Cg002G060010	As010G224050
OG0000979	Cg008G319100, Cg008G319070, Cg008G319160, Cg008G319120, Cg008G319080, Cg008G319110, Cg008G319090, Cg001G025600	As012G274790
OG0000986	Cg005G193270	As012G268180
OG0000986	Cg001G009330, Cg004G148460	As004G094360, As001G003430
OG0000987	Cg006G214510	As001G016180
OG0000988	Cg008G286600	As009G212980
OG0000988	Cg004G127030	As002G037150
OG0000989	Cg001G034280, Cg003G098720, Cg008G315380, Cg001G036560	As002G043930
OG0000990	Cg008G323820, Cg008G323510	As004G088950, As003G056480, As006G141100
OG0000991	Cg006G212760	As003G062470
OG0000992	Cg001G001180	As003G075530
OG0000993	Cg004G143300, Cg001G040010	As004G092920
OG0000994	Cg005G176710	As006G128340, As006G128350, As006G128360
OG0000995	Cg005G175140	As006G127150
OG0000995	Cg006G240330	As008G194310
OG0000996	Cg006G239550	As008G193450
OG0000997	Cg004G119800, Cg006G232510	As006G137380
OG0000998	Cg005G166590, Cg002G050950	As006G143360
OG0001000	Cg004G152760, Cg008G295070	As009G200600
OG0001001	Cg008G305640, Cg008G305660, Cg008G305670, Cg008G305650	As009G214920
OG0001002	Cg004G129200	As012G268250, As011G245250
OG0001003	Cg004G132120	As011G247910
OG0001003	Cg006G197170	As012G270560
OG0001008	Cg001G011250	As001G001100
OG0001008	Cg001G011260	As001G001090
OG0001009	Cg001G010880, Cg001G010890	As001G001490
OG0001009	Cg001G010900, Cg008G313440	As001G001470
OG0001010	Cg006G214300	As003G068260, As001G016390
OG0001010	Cg005G171020	As004G079320
OG0001011	Cg006G214110	As001G016600, As001G016620, As001G016630, As001G016640, As001G016610, As001G016590, As001G016580, As001G016560
OG0001011	Cg001G029030	As004G079380
OG0001012	Cg007G253190	As001G019280
OG0001012	Cg006G236470	As008G188200
OG0001013	Cg007G261710, Cg007G261330, Cg007G261700	As001G029630, As001G029620
OG0001014	Cg008G312280, Cg008G312240	As002G035480
OG0001015	Cg001G015150	As007G165030
OG0001015	Cg003G099210	As002G044280
OG0001016	Cg008G291560	As002G052140
OG0001016	Cg008G304900	As009G215410
OG0001017	Cg003G113600, Cg003G100960	As002G052670, As002G052700
OG0001018	Cg008G289400, Cg008G303340	As002G054290
OG0001019	Cg001G023320	As003G056000
OG0001020	Cg001G023010	As003G056290
OG0001020	Cg008G324240	As004G089150
OG0001021	Cg002G043740	As012G288810
OG0001021	Cg005G157750	As005G098840
OG0001022	Cg005G158440	As005G099680
OG0001022	Cg002G044320	As012G288250
