Orthogroup	Arabidopsis_thaliana	Erysimum_linariifolium
OG0000277	AT4G15690.1	El003G172490
OG0000277	AT4G15680.1	El003G172510
OG0000277	AT4G15660.1, AT4G15670.1	El003G172540, El003G172520
OG0000278	AT1G73490.2	El006G297740
OG0000281	AT1G49990.1	El002G134220
OG0000281	AT4G22430.1	El004G205670, El004G205700
OG0000281	AT3G26010.1	El002G136400, El001G040230, El001G039370, El001G040160, El005G265000, El007G357260, El001G040220, El001G048140
OG0000282	AT5G07520.1	El001G074250
OG0000282	AT5G07540.1	El001G074230, El001G074220
OG0000282	AT5G07530.1	El001G074240
OG0000282	AT5G07550.1	El001G074210
OG0000282	AT5G07560.1	El001G074200
OG0000282	AT5G07571.1	El001G074190
OG0000283	AT5G43370.1, AT5G43350.1	El007G358950, El007G358900, El007G358940, El007G358910
OG0000284	AT5G26630.1	El001G051110
OG0000284	AT5G48670.1	El007G347650
OG0000287	AT3G20980.1	El005G258960
OG0000287	AT3G21000.1	El005G258990, El005G259000
OG0000288	AT2G03460.1	El002G127980
OG0000288	AT3G08810.1, AT3G06570.1	El005G265170, El005G269820, El005G269800
OG0000290	AT3G18650.1	El005G255960
OG0000290	AT4G11250.1, AT5G65330.1	El007G324830
OG0000290	AT5G40070.1, AT5G40220.1, AT5G41200.1, AT5G40120.1, AT5G38740.1, AT5G37415.1, AT5G39750.1, AT5G39810.1	El003G191140, El003G191110
OG0000294	AT3G17390.1	El005G254320
OG0000294	AT4G01850.1	El001G002070
OG0000294	AT1G02500.1	El002G084190
OG0000295	AT3G14690.2	El005G250990
OG0000295	AT3G14650.1, AT3G14660.1	El005G250980
OG0000295	AT3G14640.2, AT3G14680.1	El027G373380, El004G212390, El005G250970
OG0000296	AT4G11700.1	El006G317420, El006G317640, El006G317430
OG0000296	AT1G24388.1	El002G114740, El002G114830
OG0000296	AT3G25080.1	El006G291480, El007G339110
OG0000297	AT4G36590.1	El003G145640
OG0000297	AT5G60440.1	El007G330520
OG0000298	AT1G77570.1	El004G230640
OG0000299	AT1G78490.1	El004G215990
OG0000299	AT1G55940.2	El002G141100
OG0000300	AT2G05530.1, AT2G05520.1	El005G270380
OG0000300	AT2G05440.2	El005G270320, El006G312490
OG0000303	AT2G20625.2	El002G128090
OG0000304	AT2G26030.4	El001G037860, El002G117260
OG0000308	AT1G72860.2	El004G224970
OG0000308	AT1G17600.1	El002G101720
OG0000310	AT1G21620.1	El002G106070
OG0000310	AT1G35850.1, AT5G59280.1	El007G331450
OG0000310	AT5G60180.1, AT5G60110.1	El005G269120, El005G267120
OG0000311	AT5G16570.1	El001G064420
OG0000311	AT1G48470.1	El002G132070
OG0000311	AT3G17820.1	El005G254740
OG0000311	AT1G66200.3	El004G215340
OG0000313	AT4G20200.1	El003G165610
OG0000313	AT1G48820.1, AT1G48800.1	El002G132590
OG0000313	AT4G15870.1	El006G293390
OG0000314	AT1G04750.1	El002G086800
OG0000314	AT1G04760.1	El002G086810
OG0000314	AT2G33120.2	El006G298930
OG0000316	AT2G40560.1, AT2G40500.1	El006G289040, El006G288950
OG0000319	AT1G07940.1, AT1G07920.1, AT1G07930.1, AT5G60390.1	El002G090600, El002G090610, El007G330560
OG0000320	AT5G39775.1	El007G351450
OG0000321	AT5G37650.1	El003G185760, El003G185810
OG0000321	AT4G09440.1	El003G185430, El003G181320
OG0000322	AT1G78400.1	El004G231760
OG0000322	AT1G17150.1	El002G101250
OG0000322	AT2G26620.1, AT2G15470.1, AT2G15450.1, AT2G15460.1, AT4G13760.1, AT2G40310.1	El006G289270
OG0000323	AT4G27652.1	El003G156480
OG0000325	AT1G35820.1, AT1G43720.1, AT3G42870.1, AT3G30520.1	El004G205680, El005G236050
OG0000327	AT1G23720.2	El002G109100, El002G109110
OG0000327	AT3G28550.1, AT3G54580.1, AT3G54590.3	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370
OG0000328	AT4G14630.1	El003G174750
OG0000328	AT5G38960.1	El003G188540
OG0000328	AT5G38930.1, AT5G38940.2	El003G188510, El003G188530, El003G188520
OG0000330	AT1G06630.1	El001G031820
OG0000331	AT5G34581.1	El005G263690
OG0000332	AT5G19770.1, AT5G19780.1	El001G060380
OG0000332	AT4G14960.2, AT1G04820.1, AT1G50010.1	El002G134240
OG0000334	AT3G53810.1	El001G024470
OG0000334	AT2G37710.1	El006G292570
OG0000334	AT4G02420.1	El027G373440, El004G212490
OG0000334	AT4G02410.1	El001G002940
OG0000335	AT1G05005.1	El002G087130
OG0000335	AT1G43010.1	El002G130900
OG0000335	AT1G28020.1	El002G113660
OG0000336	AT1G72950.1	El004G225060
OG0000336	AT1G72940.1	El004G225040
OG0000336	AT1G17615.1	El002G101750
OG0000336	AT1G72890.2	El004G225030
OG0000338	AT1G57660.1, AT1G57860.1	El004G205930, El004G205250
OG0000339	AT1G01620.1	El002G083160
OG0000339	AT4G23400.1	El003G161790
OG0000339	AT4G00430.1	El001G000520
OG0000339	AT3G61430.1	El001G033440
OG0000340	AT2G43510.1	El006G285360
OG0000340	AT1G47540.2	El006G285350, El002G130230
OG0000340	AT2G43535.1	El006G285340
OG0000344	AT5G26000.1	El001G051870
OG0000344	AT5G25980.2	El007G357010, El001G051950, El001G051990, El001G044330, El001G051920
OG0000344	AT5G48375.1	El007G349080
OG0000345	AT1G12672.2	El002G096210
OG0000345	AT1G12663.1	El002G096170
OG0000346	AT5G53635.1	El003G185310, El007G346420, El005G272170
OG0000347	AT2G15660.1	El005G267560
OG0000347	AT2G40210.1, AT2G26880.1	El005G247550
OG0000349	AT4G35733.1	El003G146500
OG0000349	AT1G65760.1, AT1G65740.1	El004G214430, El004G214420
OG0000349	AT1G65770.1	El004G214440
OG0000349	AT1G44080.1	El002G127670, El002G127640
OG0000350	AT1G29720.1	El002G115750, El002G115700
OG0000350	AT1G29740.1	El002G115770
OG0000350	AT1G29730.2	El002G115760
OG0000351	AT1G33750.1	El002G121660
OG0000351	AT3G32030.1	El005G250830
OG0000352	AT1G16930.1	El006G309450
OG0000352	AT1G60400.1, AT1G60410.1	El004G201170, El004G201120, El003G185340, El007G358620
OG0000355	AT1G67390.1	El004G217540, El004G217530
OG0000356	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	AT1G04270.1	El002G086200, El001G072530
OG0000358	AT5G43640.1	El007G359240
OG0000358	AT5G09500.1	El001G072540
OG0000358	AT5G09490.1	El001G072550
OG0000359	AT1G29920.1, AT1G29910.1, AT1G29930.1	El002G115950, El002G115980
OG0000359	AT2G34420.1	El006G296870
OG0000359	AT2G34430.1	El006G296860
OG0000360	AT5G66890.1	El007G323130
OG0000361	AT3G11480.1	El005G247030, El005G247020
OG0000361	AT5G04370.2	El001G078160
OG0000361	AT5G04380.3	El001G078130
OG0000368	AT4G37320.1	El003G144810
OG0000368	AT1G66540.1	El004G215830
OG0000368	AT4G37340.1	El003G144770
OG0000368	AT4G37360.1	El003G144760
OG0000368	AT4G37370.1	El003G144750
OG0000369	AT2G39590.1	El007G331100, El001G015190
OG0000370	AT1G17020.1	El003G185270, El002G101090, El002G101100
OG0000370	AT1G17010.1	El002G101070
OG0000370	AT4G25300.1	El001G014550, El003G159300, El003G159280
OG0000371	AT1G26540.1	El002G111190
OG0000371	AT2G47230.2	El006G280660
OG0000371	AT1G03300.1	El002G085130
OG0000371	AT2G47220.1	El006G280670
OG0000372	AT4G27170.1, AT4G27140.1, AT4G27160.1, AT4G27150.1	El003G157160, El003G157170, El003G173780
OG0000377	AT1G60710.1	El004G200550
OG0000377	AT1G60750.1	El004G200530
OG0000377	AT1G60690.1	El004G200590
OG0000379	AT1G31150.1	El003G186470, El006G311540
OG0000380	AT1G63320.1	El004G197270
OG0000382	AT4G02080.1	El001G002380
OG0000382	AT1G56330.1	El004G208350
OG0000382	AT1G09180.1	El002G091920
OG0000383	AT1G28600.1	El002G114440
OG0000383	AT1G28570.1	El002G114400
OG0000383	AT1G28580.1	El002G114430
OG0000386	AT3G53280.1	El001G023900
OG0000386	AT3G26200.1	El001G040470, El001G040480
OG0000386	AT3G53290.1	El001G023910
OG0000387	AT2G43260.2	El006G285610
OG0000389	AT3G58340.1	El001G029870
OG0000390	AT2G02290.1, AT5G23470.1	El001G056560
OG0000390	AT5G54210.1	El007G338360
OG0000390	AT1G20320.1	El002G104620
OG0000390	AT2G04930.1, AT3G19595.1	El005G257120
OG0000391	AT1G22400.1	El002G107470
OG0000391	AT1G22340.1	El002G107390
OG0000391	AT1G22360.1	El002G107420
OG0000392	AT3G50270.1	El003G176450
OG0000392	AT3G50290.1	El003G176130
OG0000392	AT3G50300.1	El003G176120, El003G176430
OG0000393	AT3G17530.1, AT2G24510.1, AT3G17540.1	El005G254450, El005G254470, El001G064960, El005G254460
OG0000396	AT3G28345.1	El001G043390
OG0000396	AT3G28415.2	El001G043540, El001G043570
OG0000396	AT3G28360.1	El001G043520
OG0000398	AT1G55210.1	El002G140190
OG0000399	AT1G34047.2	El001G014530, El001G014520
OG0000401	AT5G50220.1	El007G344350, El007G344320, El007G344360
OG0000403	AT1G60240.1	El004G201290
OG0000403	AT1G60380.1, AT1G60340.1, AT1G60300.1, AT1G60350.1	El004G200670
OG0000404	AT3G11510.1, AT2G36160.1	El001G023000, El006G294700
OG0000406	AT5G16970.1, AT5G16980.2, AT5G16990.1, AT5G17000.1	El001G063970
OG0000406	AT3G59845.1	El001G031450
OG0000406	AT5G38000.1, AT5G37940.1, AT5G37980.1	El003G186520
OG0000406	AT3G03080.1	El005G237360
OG0000407	AT4G11590.1	El001G007400
OG0000408	AT2G24650.1	El006G316640
OG0000408	AT2G24696.1	El006G316550
OG0000408	AT2G24680.6	El006G316620, El006G316610
OG0000409	AT1G23935.1	El003G167680
OG0000411	AT1G62040.1	El004G198670
OG0000411	AT4G04620.1	El001G005390
OG0000411	AT4G21980.2	El003G163700
OG0000412	AT5G54640.1	El007G337740
OG0000412	AT4G27230.1	El003G157090
OG0000413	AT3G13520.1	El005G249460
OG0000413	AT4G26320.1	El003G158150
OG0000413	AT5G56540.1	El007G335400
OG0000414	AT1G26420.1	El002G110530
OG0000415	AT5G12090.1	El001G069430
OG0000415	AT5G27510.1	El001G049570, El001G049550, El001G049580, El001G049150
OG0000415	AT2G42550.1	El006G286470
OG0000416	AT2G31862.1, AT2G31720.1, AT2G18810.1	El006G300650, El006G300480
OG0000416	AT1G05615.1, AT2G24670.1	El006G316630
OG0000417	AT3G23950.1, AT3G23970.1	El005G267220, El005G267230, El007G344240
OG0000419	AT5G48980.1	El001G006000
OG0000419	AT5G48990.1	El001G048200
OG0000419	AT2G20380.1	El002G122010, El007G345660, El007G345790, El007G345880
OG0000420	AT2G20620.1	El003G191940, El003G191980, El003G184480
OG0000421	AT5G39150.1, AT5G39180.1, AT5G39120.1, AT5G39110.1, AT5G39100.1	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490
OG0000421	AT5G39160.1, AT5G39190.1, AT5G39130.1	El003G188880
OG0000422	AT1G09500.1	El002G092300
OG0000422	AT1G09510.1	El002G092310
OG0000422	AT1G09480.1, AT1G09490.1	El002G092290, El002G127460
OG0000423	AT1G72730.1	El004G224830
OG0000423	AT3G13920.5	El005G250010
OG0000424	AT4G03505.1	El001G023260
OG0000424	AT4G03470.1	El001G004250
OG0000424	AT4G05040.1, AT4G14400.1, AT4G14390.1	El001G004240
OG0000425	AT1G47470.1, AT1G47450.1, AT3G11990.1, AT1G45190.1	El005G247780
OG0000426	AT2G07290.1	El006G312290, El003G180620
OG0000427	AT1G78640.1	El004G232020
OG0000427	AT2G33720.1	El006G298220
OG0000429	AT5G25400.1	El001G052920
OG0000429	AT5G11230.1	El001G070450
OG0000429	AT4G32390.1	El003G150450
OG0000429	AT2G25520.1	El006G314410
OG0000430	AT2G16600.1	El005G273810
OG0000430	AT4G34870.1	El003G147560
OG0000430	AT4G38740.1	El003G142190
OG0000431	AT1G58360.1	El004G203320
OG0000431	AT1G10010.2	El002G092990
OG0000432	AT5G52640.1	El007G340870
OG0000432	AT5G56030.2, AT5G56010.1, AT5G56000.1	El007G336140
OG0000433	AT5G52320.1	El007G341310
OG0000433	AT1G65340.1	El004G212820, El004G212680, El003G142960
OG0000435	AT1G18760.1	El002G102960
OG0000436	AT4G26230.1, AT5G56710.1	El003G158230, El007G335250
OG0000436	AT2G19740.1	El005G278170
OG0000437	AT1G33610.1	El002G121450
OG0000437	AT1G33590.2	El002G121440
OG0000438	AT4G22505.1, AT4G22485.1	El003G163050
OG0000439	AT1G06020.1, AT1G06030.1	El002G088370
OG0000439	AT3G59480.1	El001G031050
OG0000439	AT2G31390.1	El006G301030
OG0000440	AT2G36180.1	El006G294680
OG0000440	AT5G17470.1	El001G063480
OG0000440	AT3G03400.1	El005G237700
OG0000440	AT3G03410.1	El005G237740, El005G237730
OG0000441	AT3G16460.1	El005G253210
OG0000441	AT3G16430.1, AT3G16420.1	El005G253170
OG0000441	AT3G16440.2	El005G253190
OG0000442	AT4G38870.1	El004G209030, El004G209080
OG0000442	AT2G21930.2	El006G320400
OG0000443	AT1G72290.1	El004G202810, El004G202820
OG0000446	AT5G62540.1	El007G328120
OG0000446	AT2G02760.1	El001G037830
OG0000446	AT1G14400.1	El002G098330
OG0000447	AT3G15060.1	El005G251460
OG0000447	AT5G60860.1	El007G330070
OG0000447	AT2G33870.1	El006G297870
OG0000447	AT1G28550.1	El002G114360
OG0000448	AT5G46960.1, AT5G46950.1	El007G365940
OG0000448	AT5G46940.1	El007G365930
OG0000448	AT5G46970.1	El007G365950
OG0000449	AT3G46010.2	El001G015080
OG0000449	AT5G59890.1	El007G331050
OG0000449	AT3G46000.2	El001G015070
OG0000449	AT5G59880.1	El007G331060
OG0000452	AT5G48070.1	El007G350560
OG0000452	AT4G30290.1	El003G152780
OG0000452	AT4G30280.1	El003G152790
OG0000452	AT1G65310.2	El003G152800
OG0000453	AT3G45920.1	El001G015610
OG0000453	AT3G46355.1, AT3G46410.1	El001G015620, El001G015600
OG0000454	AT5G52750.1	El007G357850, El007G340800
OG0000454	AT5G52770.1	El007G340780
OG0000456	AT5G35190.2	El003G185830, El003G185750, El003G182930, El001G075280
OG0000457	AT5G12420.1	El001G069080, El001G069070
OG0000458	AT5G52975.1, AT5G52965.1	El007G340940, El007G340370
OG0000458	AT2G27315.1	El007G340350, El006G307260
OG0000459	AT4G21080.1, AT4G21040.1, AT4G21030.1, AT4G21050.1	El003G185370, El003G179210, El003G164990, El001G048170, El001G047570
OG0000460	AT1G60090.1, AT1G60270.1, AT1G60260.1	El002G120170
OG0000460	AT1G45191.1	El005G269910
OG0000461	AT2G37700.3	El006G292580
OG0000461	AT1G02190.1	El002G082410
OG0000461	AT1G02205.3	El002G082400
OG0000462	AT5G38435.1	El003G187410
OG0000462	AT5G38440.1	El003G187420
OG0000463	AT3G46650.1	El001G015960
OG0000466	AT5G03390.1	El002G133690, El002G133670, El001G079410
OG0000466	AT1G68960.1	El004G219990
OG0000467	AT2G42740.1	El001G030350, El003G167630, El007G364000
OG0000468	AT3G54700.1	El001G025490
OG0000468	AT2G32830.1	El006G299240
OG0000468	AT2G38940.1	El006G291120
OG0000471	AT1G29090.1	El002G114920
OG0000471	AT1G29080.1	El002G114900, El002G114910
OG0000471	AT1G29110.1	El002G114950, El002G114940
OG0000472	AT5G40240.2	El003G190770
OG0000472	AT5G40230.1	El003G190760
OG0000473	AT5G61310.1	El007G329520
OG0000473	AT5G40382.1	El003G191060
OG0000474	AT3G48930.1	El001G018580
OG0000474	AT4G30800.1	El001G056310
OG0000475	AT1G63200.1	El004G196450, El004G196490
OG0000476	AT5G60380.1	El004G207670, El007G330570
OG0000476	AT5G25410.1	El001G052870
OG0000477	AT5G58420.1	El001G074740
OG0000478	AT1G55947.1	El002G141170, El002G141110
OG0000478	AT2G16810.1	El005G274060, El005G274050
OG0000481	AT1G44810.1, AT4G00250.1, AT4G00238.1	El003G177200
OG0000482	AT5G38410.3, AT5G38430.1, AT5G38420.1	El003G187400
OG0000483	AT5G55410.2	El007G336760
OG0000483	AT5G55450.1	El007G336710
OG0000487	AT3G04400.1	El006G298580, El005G239000, El002G086490
OG0000488	AT3G52510.1	El003G184200, El003G184220, El003G184190, El003G184180
OG0000488	AT3G52330.1	El001G022690
OG0000488	AT3G52320.1, AT1G23037.1	El002G108290
OG0000490	AT3G04420.1, AT1G02220.1	El002G083890, El002G083910
OG0000491	AT5G22600.1, AT5G22610.2	El001G057790
OG0000491	AT5G44490.1	El007G360970
OG0000491	AT5G22730.1	El001G057630, El001G057640, El001G057670
OG0000495	AT2G25150.1	El003G181150, El006G311560, El003G181140, El003G181130, El006G311570, El003G184390, El007G338650
OG0000495	AT2G23510.1	El006G318420
OG0000496	AT2G10975.1	El004G209190
OG0000496	AT3G29645.1	El002G127540
OG0000498	AT5G53400.1	El007G339720
OG0000498	AT4G27890.1	El003G156150
OG0000499	AT4G18360.1	El003G168300
OG0000499	AT3G14420.1	El005G250740
OG0000500	AT5G45090.1	El007G362360
OG0000500	AT5G45080.1	El007G362300
OG0000500	AT5G45070.1	El007G362320, El007G362170, El007G362280
OG0000501	AT1G35190.1	El002G124350
OG0000501	AT3G46490.1	El001G015680
OG0000502	AT5G25600.1, AT5G36228.1, AT1G43680.1, AT2G16676.1, AT4G02000.1, AT2G13450.1, AT3G47920.1, AT2G13500.1, AT2G13510.1, AT2G17920.1, AT5G25200.1, AT5G18636.1, AT2G02103.1, AT2G41590.1, AT3G57587.1	El002G129120
OG0000502	AT5G35737.1	El005G264630
OG0000503	AT5G40680.1	El003G182900, El003G182860, El003G182910, El003G190650
OG0000504	AT5G02610.2	El001G080270
OG0000504	AT3G09500.1	El005G244670
OG0000505	AT5G25180.1	El001G053560
OG0000505	AT5G25140.1	El001G053720
OG0000506	AT5G43610.1, AT2G14670.1, AT1G66570.1, AT5G06170.1	El001G076020
OG0000506	AT1G71890.1	El004G223710
OG0000506	AT1G71880.1	El004G223700
OG0000508	AT2G30385.1	El006G302300
OG0000509	AT4G16555.1	El003G170990
OG0000509	AT4G16540.1, AT2G03020.1	El003G171030
OG0000509	AT4G16545.1	El003G171020
OG0000510	AT1G60530.1	El004G200990
OG0000511	AT3G22120.2	El005G260930
OG0000511	AT4G15160.1	El003G173660
OG0000511	AT1G62500.1	El004G198000
OG0000512	AT4G23350.1, AT4G23355.1, AT4G23360.1, AT4G23365.1	El003G161870
OG0000512	AT4G23370.1, AT4G23373.1	El003G161830
OG0000512	AT2G20170.1	El005G278610
OG0000512	AT4G23390.1	El003G161800
OG0000512	AT4G23380.1	El003G161820
OG0000513	AT3G53610.1	El001G024240
OG0000513	AT3G46060.1	El001G015200
OG0000513	AT5G59840.1	El007G331120
OG0000514	AT3G20360.1	El005G258100
OG0000515	AT1G56140.1	El002G141390
OG0000516	AT5G39560.1	El003G189330, El003G189370, El003G189360
OG0000520	AT5G47930.1	El006G282630
OG0000520	AT3G61111.1, AT2G45710.1	El007G355250, El001G032970
OG0000521	AT1G35160.2	El002G124400
OG0000521	AT4G09000.2	El001G010450
OG0000521	AT1G78300.1	El004G231650
OG0000522	AT1G32940.1	El002G120450
OG0000522	AT1G32960.1	El002G120460
OG0000522	AT4G10540.1	El001G008630
OG0000522	AT4G10510.3	El001G008720
OG0000523	AT2G46494.1	El006G281510
OG0000523	AT2G46495.1	El006G281490
OG0000523	AT2G25410.1	El001G033890
OG0000524	AT3G07820.1	El005G243280
OG0000524	AT5G48140.1	El007G349900
OG0000525	AT1G78570.1	El004G231940
OG0000525	AT3G14790.2	El005G251140
OG0000525	AT1G53500.1	El002G138890
OG0000526	AT3G47780.1	El001G017270, El001G017260
OG0000526	AT3G47740.1	El001G017250
OG0000527	AT4G13820.1	El003G176630
OG0000527	AT4G13880.1	El003G176200, El003G176220, El003G176260, El003G176280
OG0000529	AT5G22540.1	El001G057940
OG0000529	AT3G44710.1	El001G013150
OG0000529	AT3G44700.1	El001G013100, El001G013120
OG0000529	AT5G22560.1	El001G057870
OG0000529	AT5G22550.2	El001G057910
OG0000530	AT5G17150.1, AT5G17120.1	El001G063850
OG0000533	AT4G39200.1	El003G142670
OG0000533	AT2G21580.1	El006G320740
OG0000533	AT4G34555.1	El003G147880
OG0000534	AT1G62225.1	El004G198430
OG0000534	AT1G62220.1, AT1G62000.1, AT1G62080.1, AT1G62060.1	El004G198470, El004G198440
OG0000535	AT2G02120.1	El001G037130, El001G037150
OG0000535	AT2G02130.1	El001G037170, El001G037140
OG0000537	AT4G03290.1	El001G004010
OG0000538	AT2G43590.1	El006G285250
OG0000538	AT2G43580.1	El006G285260
OG0000539	AT5G65940.1	El007G321890
OG0000540	AT2G29490.1	El006G303390, El006G303410
OG0000540	AT2G29480.1	El006G303420
OG0000540	AT2G29460.1	El006G303430
OG0000541	AT2G29360.1	El006G303710
OG0000541	AT2G29350.1, AT2G29290.2	El006G304030, El006G304040, El006G304020
OG0000542	AT5G16130.1	El001G065210
OG0000542	AT1G48830.1	El002G132600
OG0000542	AT3G02560.1	El005G236740
OG0000543	AT2G24285.2, AT3G42940.1, AT2G24480.1, AT3G28620.1, AT5G43200.1, AT2G24460.1	El006G316900
OG0000545	AT1G75050.1	El004G227580
OG0000545	AT1G75040.1	El004G227570
OG0000545	AT1G75030.1	El004G227560
OG0000546	AT2G17080.1	El005G274410
OG0000546	AT2G17070.1	El005G274380
OG0000547	AT4G11770.1	El001G007180
OG0000547	AT4G11745.1	El003G144660, El007G358860
OG0000551	AT5G64740.1	El007G325660
OG0000551	AT4G39350.1	El003G142820
OG0000551	AT5G09870.1	El001G072190
OG0000552	AT2G47110.1	El006G280800
OG0000552	AT1G23410.1	El002G108750
OG0000552	AT3G62250.1	El001G034520
OG0000553	AT1G33830.1, AT2G26820.3, AT1G33870.1	El002G121880
OG0000554	AT1G43170.1	El002G126740
OG0000554	AT1G61580.1	El004G199370
OG0000555	AT4G12150.1, AT4G12140.1	El001G006440
OG0000555	AT4G12220.1	El001G006420, El001G006400
OG0000555	AT4G12210.1	El002G132040
OG0000555	AT4G12190.1	El001G006430, El001G006410
OG0000556	AT3G07110.2	El005G242380
OG0000556	AT5G48760.1	El007G347100
OG0000556	AT3G24830.1	El005G268380
OG0000557	AT3G60270.1	El001G031980
OG0000557	AT3G60280.1	El001G031990
OG0000557	AT2G44790.1	El006G283870
OG0000558	AT2G41920.1, AT2G34290.1, AT5G27790.1	El004G218510, El004G215510
OG0000558	AT2G05060.1	El005G270050
OG0000559	AT5G02910.1	El001G080000
OG0000559	AT5G02930.1, AT5G02920.1	El001G079990
OG0000560	AT5G59530.1	El007G331600
OG0000560	AT5G59540.1	El007G331590
OG0000560	AT1G04350.1	El002G086290
OG0000561	AT1G77080.8	El004G230080
OG0000561	AT5G65050.3, AT5G65060.1	El007G325210
OG0000561	AT5G65070.3	El007G325200
OG0000562	AT3G05840.1	El005G240840
OG0000562	AT5G14640.1	El001G066850
OG0000562	AT5G26751.1	El001G051040
OG0000564	AT5G27100.1	El003G151240
OG0000564	AT4G31710.2	El003G183160
OG0000565	AT5G15025.1	El001G066430, El007G339140
OG0000565	AT1G70030.1	El004G221400
OG0000565	AT5G35610.1	El003G183240, El003G183330
OG0000566	AT5G20330.1, AT5G20340.1, AT1G33220.1	El002G120890
OG0000566	AT5G20560.1, AT5G20390.1	El001G059490
