Orthogroup	Cochlearia_excelsa	Arabidopsis_arenosa
OG0000253	g30425, g30424, g30421, g30418, g21279, g20461	jg17414
OG0000253	g33206	jg6861
OG0000254	g6897	jg16978, jg17665
OG0000254	g1607	jg33080, jg33082, jg7439, jg19336, jg28872, jg16868
OG0000256	g51896, g51897	jg21390, jg21205, jg21204, jg27046
OG0000256	g51887	jg17079
OG0000257	g48005	jg24983, jg8499
OG0000258	g39309	jg22623
OG0000258	g16641	jg13321, jg13320
OG0000260	g35947	jg13732
OG0000260	g45350	jg17320
OG0000260	g46771	jg14255
OG0000260	g25934	jg4069
OG0000264	g25493	jg7787
OG0000264	g39627	jg7883
OG0000264	g40712	jg7893
OG0000266	g27624	jg16158, jg16157
OG0000266	g11014, g40790	jg15559
OG0000267	g17092	jg16584
OG0000268	g1514	jg13018
OG0000268	g45297	jg3910
OG0000268	g19165	jg15354
OG0000270	g18216	jg8879
OG0000270	g18323	jg27707
OG0000270	g27445, g31888, g50111	jg30517
OG0000271	g6508, g45178	jg7768
OG0000271	g25541	jg7876
OG0000271	g5749	jg5927
OG0000272	g24804	jg159
OG0000273	g31035, g53570	jg29043
OG0000274	g28758	jg22908
OG0000274	g39974	jg17967
OG0000276	g41552	jg20724
OG0000277	g47115	jg11133, jg11132
OG0000277	g17643	jg11135
OG0000278	g10751, g26081, g26058	jg22742, jg22822, jg22743
OG0000278	g27505, g27502	jg2988
OG0000279	g53522	jg14913, jg32174
OG0000279	g53521	jg32173
OG0000280	g43238	jg32523
OG0000281	g36419	jg14807, jg33130, jg33131
OG0000282	g5538	jg4596
OG0000282	g45483	jg4598
OG0000282	g29622	jg4599
OG0000283	g11114, g11113, g39732	jg20896, jg20889, jg20890, jg20895, jg20892, jg20894
OG0000284	g10112	jg6565
OG0000284	g12521	jg24512, jg11645, jg21432
OG0000284	g7689	jg1878
OG0000286	g28434, g45026	jg22101
OG0000287	g13375	jg26273, jg26272, jg26275
OG0000287	g13376	jg26279
OG0000290	g11997	jg25996
OG0000290	g16860	jg23546
OG0000294	g6947	jg25844
OG0000294	g26892	jg28558, jg8055
OG0000295	g12173, g12193, g12167, g12172	jg25486
OG0000297	g41326	jg22984
OG0000298	g34492	jg27999
OG0000299	g53411, g29745	jg11188
OG0000299	g27806	jg3528
OG0000299	g29744, g53412	jg574
OG0000300	g13574, g6349	jg27072, jg27071
OG0000300	g51227	jg14552, jg14546
OG0000300	g53214, g52576, g53200, g11641	jg27067, jg27057, jg27066
OG0000301	g14672, g43509, g3110, g32825, g11542, g25301, g30948, g40323	jg1040, jg31936, jg18105, jg33104, jg20960, jg32961, jg25811
OG0000304	g40529, g40528, g40527	jg17236
OG0000308	g44591	jg2926
OG0000310	g19547, g28753	jg22857, jg22859, jg30710
OG0000310	g41320, g28797, g28774, g28802, g859	jg22951, jg22963
OG0000311	g45737	jg5485
OG0000311	g6918, g13293	jg25896
OG0000311	g46788	jg12214
OG0000311	g45009	jg2061
OG0000313	g17626	jg10546
OG0000314	g26947, g49462	jg28796
OG0000314	g30904	jg28797
OG0000314	g37954	jg18396
OG0000316	g37360, g37362, g37913, g17870	jg24355
OG0000319	g28817	jg22981
OG0000321	g32189	jg12172
OG0000321	g14307	jg12224
OG0000321	g46809	jg10987, jg10984, jg12178, jg12174, jg12175, jg12188, jg12186
OG0000322	g46450	jg3516
OG0000322	g51878, g53520	jg19279, jg7268, jg32496, jg19283
OG0000324	g24937	jg26083
OG0000325	g11614	jg17653, jg27101, jg16718
OG0000327	g11293, g11292, g11294	jg13629, jg13626, jg15393, jg15391
OG0000328	g24521, g24516, g24520	jg11299
OG0000330	g1956	jg16059, jg13825, jg16058, jg16057
OG0000331	g33150	jg21410, jg11762
OG0000332	g41419	jg5839, jg5838
OG0000332	g54159	jg33133, jg33127
OG0000334	g2329	jg15317
OG0000334	g37230	jg18934
OG0000334	g16596	jg7976
OG0000335	g37063	jg31317
OG0000335	g27709	jg25084, jg7397
OG0000336	g17997, g17998	jg2931, jg2932
OG0000336	g31719	jg30287
OG0000336	g44587	jg2930
OG0000338	g31209, g27091, g31190, g27095	jg29339, jg29325, jg1313, jg1242
OG0000339	g52289	jg19995
OG0000340	g38215	jg2171, jg19687
OG0000340	g37505	jg19688
OG0000342	g43821, g43806	jg12776
OG0000344	g10089	jg6493
OG0000344	g10092, g10980	jg6491, jg6492
OG0000345	g27193	jg29716
OG0000345	g51206	jg29717
OG0000347	g12309	jg27595, jg26743, jg27016, jg12750, jg19271, jg17533
OG0000347	g36126	jg26744
OG0000348	g24671, g43329, g4284, g43830	jg7177, jg27094
OG0000349	g18231	jg8767
OG0000349	g13748, g13750	jg1986, jg1993, jg1995, jg1992, jg1988, jg1991, jg1994, jg1987, jg1996, jg27902, jg25535
OG0000350	g32411	jg31515
OG0000351	g45238	jg25467
OG0000352	g31677	jg30216, jg911, jg964, jg968, jg811, jg963, jg3720, jg1222, jg969, jg3721
OG0000353	g32289	jg10506
OG0000355	g24488, g24484, g24489, g47089, g47088, g38275	jg11230
OG0000355	g38274	jg2266, jg2265
OG0000356	g35508, g18523, g37782, g4812, g4800, g4814	jg6712, jg6600, jg6710, jg6598
OG0000358	g49447, g30863, g26927	jg28744
OG0000358	g29557, g39719	jg20849, jg4766
OG0000358	g45514	jg4765
OG0000360	g9658	jg23698
OG0000361	g7378	jg25100
OG0000368	g22842	jg8600
OG0000368	g16342	jg8601
OG0000368	g47982	jg2119, jg8599, jg8598
OG0000369	g1291	jg29135, jg22923
OG0000369	g2920	jg14384
OG0000370	g23768	jg30222
OG0000370	g47536	jg9938, jg9939
OG0000371	g7650, g11474	jg31101, jg20131
OG0000372	g17100, g17096, g17097, g17099	jg9737, jg9736, jg9735
OG0000374	g11643	jg33246, jg33303, jg33298, jg33305, jg33297, jg33302, jg33300, jg33301, jg33299, jg33306, jg33304, jg33307
OG0000374	g36851, g36855, g36853, g36852, g36854, g54187	jg10334
OG0000377	g41000	jg916
OG0000379	g41816	jg31721, jg1927, jg6752, jg12019, jg1641
OG0000380	g41044	jg443
OG0000382	g25452	jg8018
OG0000382	g41120	jg1426
OG0000382	g31165	jg29276
OG0000383	g32362, g32361	jg17641
OG0000383	g50490	jg31386
OG0000384	g24279	jg31322
OG0000386	g2365	jg15260, jg14140
OG0000386	g10579	jg13305
OG0000387	g52116	jg18888
OG0000387	g37493, g37492	jg19656, jg10836, jg19678, jg19658
OG0000390	g35026, g34348, g34350, g28458, g28439, g35303	jg22210, jg30557
OG0000390	g6787	jg27023, jg26105, jg26106
OG0000390	g13288	jg25857
OG0000391	g50242	jg30800
OG0000392	g11310	jg12313
OG0000392	g11364	jg14893
OG0000396	g10425	jg13602
OG0000396	g4323	jg13605, jg13608
OG0000398	g27985, g54333	jg25353, jg21510, jg33681
OG0000400	g50668	jg26730, jg20048, jg13594, jg21499, jg21484, jg21493, jg14665, jg13595
OG0000402	g478, g43406, g12782	jg17326
OG0000403	g44123	jg978
OG0000403	g44131, g44135, g17396	jg974, jg991, jg972, jg971, jg973
OG0000404	g51571	jg18747, jg25103, jg15180
OG0000406	g5012, g5008	jg5527, jg5528, jg5529
OG0000406	g12661	jg24137
OG0000408	g50999	jg16967
OG0000409	g49864	jg12681, jg31726, jg31724
OG0000409	g23221	jg27776
OG0000410	g1733, g24568, g44176	jg821, jg823, jg818
OG0000411	g13575	jg27082
OG0000411	g23976, g17311	jg10342
OG0000412	g28489	jg22288
OG0000412	g47623	jg9732
OG0000413	g12238	jg22533
OG0000414	g27592	jg31120
OG0000414	g50367	jg31118, jg31122, jg31119, jg31117
OG0000414	g47348	jg10496, jg10495
OG0000415	g4813, g4802	jg5048
OG0000416	g37911	jg18234, jg18250
OG0000416	g49506, g50636	jg28902, jg16969
OG0000420	g13846	jg9474, jg9478, jg9481, jg10557, jg28285
OG0000421	g46706	jg12479
OG0000421	g53730, g46707	jg12478
OG0000422	g49629, g49628	jg29314
OG0000423	g12212	jg2908
OG0000423	g27989, g54339	jg25396
OG0000425	g36594, g54279	jg33495, jg33493
OG0000425	g13131	jg11554, jg13203, jg13205, jg13204, jg13202, jg32794, jg25151
OG0000427	g23603	jg3545
OG0000429	g598	jg6415
OG0000429	g23276	jg9154
OG0000430	g6127	jg27751
OG0000431	g44045	jg1153
OG0000431	g27100	jg29378
OG0000431	g31232	jg29377
OG0000432	g39358	jg21967
OG0000432	g47588, g17129, g23688	jg9794
OG0000433	g18132, g16748	jg21925, jg1883, jg1879
OG0000433	g44024, g44018	jg1283
OG0000436	g39339, g1080	jg9831
OG0000437	g16334	jg32010
OG0000437	g16330	jg32014
OG0000437	g32687	jg32008
OG0000437	g41665	jg32009
OG0000437	g50713	jg17396
OG0000438	g23955	jg10285
OG0000439	g2023	jg15993
OG0000439	g51246	jg18200
OG0000440	g12773	jg24181
OG0000440	g36390	jg24183
OG0000441	g12084, g12086, g12087, g12083	jg25701
OG0000441	g12089	jg25698
OG0000446	g353	jg23206
OG0000447	g7121	jg25527
OG0000447	g50489, g32357	jg31384
OG0000448	g40670	jg20366
OG0000448	g10911	jg20367
OG0000449	g19571	jg14381
OG0000449	g1293, g28780, g41309	jg22929
OG0000449	g19572	jg14380
OG0000449	g41304	jg22927, jg22928
OG0000450	g6331, g6330, g40449	jg2096
OG0000450	g21393	jg1849
OG0000452	g47740	jg21310
OG0000452	g47741, g47742, g23417	jg9383, jg1872
OG0000453	g54240	jg33350
OG0000453	g54231, g33385	jg33353
OG0000454	g890	jg21978, jg21979, jg21980
OG0000456	g5590	jg11408, jg11521
OG0000457	g16865	jg5458, jg5460
OG0000457	g28419	jg22059
OG0000457	g28417, g28418	jg12580
OG0000459	g24037	jg10462, jg10471, jg26914, jg10468
OG0000461	g51663	jg18932
OG0000461	g49273	jg28396
OG0000461	g30720, g1438	jg28395
OG0000462	g6231	jg32516
OG0000463	g11422	jg14457
OG0000466	g12390	jg2479
OG0000468	g19139, g11288	jg15405
OG0000468	g37303	jg19076
OG0000471	g50497	jg31419
OG0000471	g50496	jg31418, jg31424
OG0000472	g46683, g46681	jg12627
OG0000472	g18100	jg12626
OG0000474	g502, g2678, g19454, g19442, g9989	jg6224
OG0000475	g45250	jg559, jg561, jg560, jg562, jg565, jg566
OG0000476	g10073	jg6424
OG0000478	g40973, g23602	jg27618, jg27779
OG0000481	g40945	jg775
OG0000481	g24644	jg11478, jg28172
OG0000482	g46747, g18097, g18041, g44922, g44926, g41800	jg12372, jg12374, jg12373
OG0000483	g39375	jg22371
OG0000487	g12606, g30872, g12810, g7774, g7765	jg28766, jg24317
OG0000488	g11331	jg15148
OG0000489	g31982, g32989	jg7831, jg24484, jg24486, jg24485
OG0000489	g25938, g25526	jg7830
OG0000492	g1343, g1338, g43635	jg17521, jg22549, jg22552, jg22553, jg12732, jg22551, jg22550, jg22999
OG0000493	g41962	jg17477
OG0000497	g1698, g52938	jg13943
OG0000498	g28420, g918	jg22061
OG0000498	g23591	jg9651
OG0000499	g24192	jg10760
OG0000501	g32899	jg32175
OG0000501	g2874	jg14430
OG0000503	g17492	jg12687
OG0000504	g37317	jg3998, jg19114
OG0000504	g13045, g12397, g7487	jg24877
OG0000505	g10041	jg6390, jg6386, jg6385
OG0000506	g29695	jg27491, jg2122, jg2123, jg4379
OG0000506	g13576	jg2817
OG0000506	g44625, g16494, g45982	jg2816
OG0000507	g16066, g16061	jg26681
OG0000508	g37276	jg18411
OG0000509	g24336	jg10982
OG0000510	g44132, g41019, g41018	jg948, jg949
OG0000510	g44133	jg945, jg947
OG0000511	g17679	jg11210
OG0000511	g40900	jg673
OG0000512	g17267	jg10170, jg10168, jg10169
OG0000512	g23904	jg10167, jg10166
OG0000512	g24586, g23899, g23901	jg28227
OG0000512	g23902	jg10165
OG0000513	g19186	jg15295
OG0000513	g2921	jg14385
OG0000514	g6742	jg26191
OG0000515	g54384	jg33807, jg33806
OG0000516	g50705	jg9499
OG0000516	g43009	jg12529
OG0000520	g52272	jg16159
OG0000521	g32883, g27873	jg32168
OG0000521	g40242	jg7215
OG0000522	g50671, g32646	jg31946
OG0000522	g50679	jg31949
OG0000522	g40318	jg7404
OG0000523	g32310, g32311, g32309	jg31323
OG0000523	g1822	jg16235
OG0000524	g12430	jg24739
OG0000525	g36635	jg33557
OG0000526	g2744	jg14581
OG0000526	g19502	jg14578
OG0000526	g2743	jg14579
OG0000529	g802, g14403	jg6065
OG0000530	g29147, g29150, g29148	jg5540
OG0000531	g52035, g25499, g2998, g24849, g45108, g31196, g43423, g23795, g3319, g31195, g7090, g16387, g24976, g24629, g47577, g52034, g43168, g22415, g45892, g24977, g15524, g2395, g23794, g31197, g15905, g53221, g42185, g26798, g32854, g42065, g6487, g25497, g49767, g45891, g15606, g28876, g11627, g28037, g45464, g25498, g14584, g3320, g22990, g28936, g43169, g32395, g36363, g24412, g18829, g26168, g41069, g15888, g2738, g19920, g16313, g42161, g42133, g3572, g10347, g19047, g42998, g43936, g34859, g25684, g43540, g49521, g50231, g42151, g26330, g26327, g25212, g1895, g36541, g24329, g25447	jg21177
OG0000532	g12455	jg20354
OG0000532	g46524	jg32684
OG0000533	g18305	jg8390
OG0000535	g40981	jg868
OG0000535	g10730	jg13027
OG0000536	g3462	jg7064, jg12390, jg32655
OG0000537	g45190	jg7925
OG0000537	g26286, g46950	jg11657
OG0000537	g12972	jg24704
OG0000538	g52123	jg19699
OG0000539	g8	jg23802
OG0000540	g37885	jg17962
OG0000540	g51161, g51163	jg17961
OG0000543	g50674, g6257, g6276, g3083, g6273, g6259, g38385	jg16929, jg16931, jg17291, jg17003, jg16987, jg17292, jg16935, jg20923, jg16934
OG0000545	g44484	jg3158
OG0000546	g6101	jg27825, jg27824, jg27811, jg27820, jg27810, jg27823
OG0000547	g45202, g45181	jg7573, jg7576, jg7572, jg7574
OG0000547	g32583	jg10575, jg10586, jg21284
OG0000550	g19237	jg15181, jg18748
OG0000551	g206	jg23481
OG0000551	g5442	jg4806
OG0000552	g2664, g24348, g37712, g50813	jg30914, jg32005
OG0000553	g32710	jg32059, jg32066
OG0000553	g32707	jg32058, jg32057, jg32051, jg32065
OG0000554	g44179	jg32499
OG0000554	g40964	jg1218
OG0000555	g25667	jg7626, jg7624, jg1372, jg1387, jg1382, jg1384, jg1385, jg1383, jg1386, jg7625
OG0000556	g11687	jg26824
OG0000557	g1926	jg16084
OG0000557	g18838	jg16085
OG0000557	g52194	jg19839
OG0000557	g16296	jg19838
OG0000558	g45137, g6394, g37094, g37077, g37420	jg17449, jg19488, jg27025
OG0000559	g5764	jg4024
OG0000559	g45334	jg4012
OG0000560	g28744, g39227	jg22886, jg22887
OG0000561	g9727	jg3374, jg23514, jg23512
OG0000561	g186, g185	jg23516, jg23515
OG0000562	g12524, g12903	jg24508
OG0000562	g29300, g5178	jg5286
OG0000562	g4833	jg6572
OG0000563	g2642	jg30082
OG0000564	g51022, g51021	jg16982, jg16980
OG0000566	g41560	jg5898, jg5899, jg31971
OG0000566	g41399	jg5921, jg26863
OG0000566	g720	jg5920
OG0000567	g13274	jg25775, jg5046, jg25789
OG0000570	g7906	jg24012
OG0000570	g9919	jg23059
OG0000571	g830	jg23018
OG0000571	g31103, g31105	jg29172, jg29173
OG0000572	g45954, g44613	jg16645
OG0000572	g17535	jg14399
OG0000572	g53091	jg3001
OG0000573	g28017	jg21636, jg21633
OG0000574	g21420, g15759	jg7027, jg32621, jg13872
OG0000578	g31250	jg29431
OG0000578	g44098	jg1019
OG0000579	g28384	jg21968
OG0000579	g23738	jg12774
OG0000581	g13025, g2527, g7507	jg24849
OG0000582	g797	jg6054
OG0000582	g40099	jg17669
OG0000583	g39847	jg28960, jg18195
OG0000584	g11067	jg20779
OG0000584	g23547	jg9581
OG0000586	g18462	jg21166
OG0000587	g45222	jg8090
OG0000587	g50800	jg20091
OG0000588	g12159	jg25511
OG0000588	g51276, g52074	jg19576
OG0000588	g54285	jg33536
OG0000589	g1289, g41302	jg22919
OG0000589	g2922	jg14387, jg14386
OG0000590	g12549	jg28594
OG0000591	g31850	jg30467
OG0000592	g50029, g27399, g31749	jg30331
OG0000593	g25928	jg28016, jg3525
OG0000593	g25927	jg3529
OG0000593	g13347	jg13710, jg13746
OG0000594	g41553, g11391	jg14641
OG0000594	g19467	jg14644
OG0000595	g19605	jg14167
OG0000596	g28961	jg5865
OG0000596	g39380	jg22346
OG0000597	g39867	jg18166
OG0000600	g17007, g23476	jg9501
OG0000601	g5112, g45694	jg5374
OG0000601	g7907	jg24008
OG0000601	g16898	jg12491
OG0000602	g5741	jg4065
OG0000602	g12391, g7465, g13062	jg24911
OG0000604	g18739	jg20176
OG0000605	g44550	jg3048
OG0000605	g46113	jg3046
OG0000605	g46114, g44551	jg3047
OG0000606	g54263, g36563	jg33426
OG0000607	g6843	jg26039
OG0000607	g23142	jg8969
OG0000608	g2125	jg20346
OG0000613	g12753	jg24063
OG0000613	g18086	jg12418
OG0000614	g5483, g5477, g5478, g5481	jg4726, jg4724
OG0000615	g47953, g22949, g18248	jg8720
OG0000616	g37198, g19196	jg18864
OG0000617	g39480	jg8112
OG0000618	g46462	jg3537
OG0000618	g23624	jg9695
OG0000619	g38064	jg18862, jg18863
OG0000619	g19197, g2358	jg15274
OG0000620	g27410, g50047	jg30377
OG0000620	g44549, g46124	jg3057, jg3055
OG0000621	g25662	jg7674
OG0000621	g46832	jg13820, jg12134
OG0000621	g46831	jg12138
OG0000622	g51991	jg19418
OG0000626	g44259	jg516
OG0000627	g23678	jg2207, jg2201, jg9780
OG0000628	g46398	jg3467
OG0000628	g11992, g13318	jg26006
OG0000630	g31077	jg15742
OG0000631	g13616, g18068, g53847, g43154, g43139, g9322, g43155, g13701	jg14865
OG0000631	g24850, g36336, g22861, g18639, g51671, g39956, g22859, g13024, g27067, g22860, g3111, g12541	jg6528
OG0000633	g31589	jg30016
OG0000634	g50687, g39240	jg22863
OG0000635	g51197, g37897	jg18072
OG0000635	g39933	jg18062
OG0000635	g51257, g39835	jg16950
OG0000636	g45438	jg4344
OG0000636	g29704	jg4345
OG0000637	g24626, g6994	jg2447, jg14026, jg14027
OG0000639	g17411, g17424	jg9275
OG0000640	g44684, g44686	jg30624
OG0000640	g2580	jg14903, jg1339, jg1338
OG0000641	g13399	jg26381
OG0000641	g11856, g11857	jg26382
OG0000642	g46703, g46704	jg12488, jg12487
OG0000642	g37779	jg12489
OG0000645	g16321, g17740	jg11357
OG0000645	g24549, g47041	jg11358
OG0000646	g10368	jg13733
OG0000646	g12697	jg23996
OG0000648	g18725, g18726, g18727, g18724	jg28245, jg14836
OG0000649	g53982	jg32443
OG0000649	g46253	jg3275
OG0000650	g43973	jg20467
OG0000652	g484, g485, g9960	jg6184, jg6183, jg6185
OG0000653	g740	jg5952
OG0000653	g53264, g23562, g42175, g16340	jg1701
OG0000658	g10133, g4789	jg6629
OG0000660	g31060	jg29094
OG0000660	g2820, g11418	jg14470
OG0000661	g51258, g51261, g39834	jg15323
OG0000662	g5081	jg5409
OG0000662	g6216, g7879	jg24052
OG0000663	g32229	jg31209
OG0000664	g6058, g6063, g6054	jg12034
OG0000669	g52160, g37530	jg19759
OG0000669	g13190	jg25341
OG0000669	g10812	jg12915
OG0000671	g28292, g22608, g22602, g46709	jg12467, jg12468, jg12470
OG0000672	g32394	jg31455
OG0000673	g38393	jg16893
OG0000674	g30793	jg28590
OG0000674	g50833, g37733	jg20170
OG0000674	g39558	jg7985
OG0000677	g50338	jg31038
OG0000678	g1972	jg31763, jg31760, jg31765, jg31762
OG0000679	g14391, g53443	jg1084, jg26966, jg17014, jg21402, jg1076
OG0000679	g24935	jg26084
OG0000685	g47697	jg9487
OG0000685	g23710	jg9833
OG0000686	g47857	jg8985
OG0000687	g17578	jg10990
OG0000687	g37589	jg19905
OG0000687	g18804	jg16123
OG0000688	g1520, g1518	jg13041, jg13040
OG0000689	g40273, g32732	jg32073
OG0000692	g18931	jg15901
OG0000692	g1998	jg15902
OG0000693	g19066, g19065	jg15530
OG0000693	g37337	jg19220
OG0000694	g50998	jg16966
OG0000695	g41726, g6247, g40992	jg890
OG0000696	g36560, g13252, g28014, g54257	jg30012
OG0000697	g36466, g36467	jg5696, jg5697, jg33217, jg33218
OG0000698	g47464	jg24864, jg2553
OG0000699	g25848	jg19654, jg19082
OG0000699	g37307, g38113	jg12157
OG0000700	g37868, g37867, g37860	jg17906
OG0000702	g45660, g29306	jg5269
OG0000702	g10477	jg13510
OG0000702	g7936	jg23933
OG0000703	g29827	jg4113
OG0000703	g2392	jg15218
OG0000704	g17405, g24115	jg10608
OG0000704	g11011	jg20606
OG0000704	g11010	jg20605
OG0000706	g587	jg6398, jg6397
OG0000706	g9735	jg23494
OG0000708	g27159	jg29593
OG0000710	g31477	jg29845
OG0000714	g46750	jg12325
OG0000714	g41820	jg2184
OG0000715	g25621, g25619, g25607, g25625, g25606, g25629, g25632, g25605	jg7653, jg7652, jg7651
OG0000716	g19482	jg12148, jg12146
OG0000716	g46826, g46814	jg12150
OG0000718	g7358	jg25127
OG0000719	g28768	jg22922
OG0000719	g49733, g14247	jg29456, jg13625, jg13628
OG0000720	g1754	jg16333
OG0000720	g39542	jg8009
OG0000721	g6993	jg25749
OG0000722	g45812	jg2566
OG0000722	g31518	jg29905
OG0000723	g18529	jg26920
OG0000723	g4864	jg6538, jg6537
OG0000724	g19102, g2219	jg27921
OG0000727	g27109	jg33545
OG0000728	g29070	jg5720
OG0000728	g29071	jg5721
OG0000730	g10673	jg13121
OG0000730	g31492	jg29875
OG0000732	g11321	jg15206
OG0000733	g48909	jg13883
OG0000733	g26796	jg32285
OG0000734	g41169, g1326, g28342	jg14522
OG0000735	g28539	jg2339, jg1451
OG0000735	g28538	jg22454
OG0000736	g45529, g29507	jg4856
OG0000736	g22748	jg8490
OG0000737	g48007	jg8415, jg8416
OG0000737	g38444	jg16766
OG0000738	g51327	jg18389
OG0000738	g39784	jg18427
OG0000739	g30842, g49434	jg1966
OG0000749	g10608	jg29796, jg29795
OG0000749	g32196	jg31164
OG0000750	g40831	jg12798, jg409, jg407, jg411
OG0000751	g5711, g29815, g45374	jg4130
OG0000752	g18564	jg6373
OG0000752	g29481	jg4905
OG0000753	g53790	jg26936, jg26935, jg32585
OG0000754	g28181	jg32553
OG0000754	g42706	jg27368
OG0000754	g42720, g42742	jg21141
OG0000755	g25545	jg7774, jg7775
OG0000755	g40463	jg7776
OG0000756	g18411	jg20650
