Orthogroup	Cochlearia_excelsa	Cardamine_amara
OG0000219	g311	evm.model.RL_8.2397
OG0000224	g46370	evm.model.RL_3.2156
OG0000225	g27682	evm.model.RL_5.2981, evm.model.RL_5.2975
OG0000226	g11864	evm.model.RL_1.1295, evm.model.RL_1.1199
OG0000228	g32057	evm.model.RL_4.998
OG0000228	g44668	evm.model.RL_3.1487
OG0000228	g44669	evm.model.RL_3.1489
OG0000228	g44677	evm.model.RL_3.1484, evm.model.RL_3.1485
OG0000231	g13807, g46733	evm.model.RL_2.361
OG0000231	g18039	evm.model.RL_3.874, evm.model.RL_3.1104
OG0000233	g53346, g43307, g27732, g16269, g19533, g14957, g52369, g43031, g35549, g48287, g53347, g1483, g14787, g26102, g3184, g53946, g26599, g34930, g48282, g35561, g16294, g33166, g33170, g33200, g34779, g16144, g6202, g26600, g16293, g32898, g33199, g4655, g25229	evm.model.RL_7.2092
OG0000233	g53753, g43144, g15838	evm.model.RL_2.2480
OG0000234	g19127	evm.model.RL_7.860
OG0000234	g19128	evm.model.RL_7.861
OG0000234	g2235	evm.model.RL_7.862
OG0000234	g51765	evm.model.RL_6.2046
OG0000234	g29346	evm.model.RL_4.2267
OG0000237	g6529	evm.model.RL_2.733
OG0000237	g33179, g33208, g26037	evm.model.RL_2.732
OG0000240	g41655	evm.model.RL_2.1026
OG0000242	g14258	evm.model.RL_7.2542
OG0000242	g14272, g6162	evm.model.RL_1.2752, evm.model.RL_1.2751
OG0000244	g17320	evm.model.RL_2.1690, evm.model.RL_8.453.1.687c8556
OG0000246	g49748, g37302, g2639, g36782, g18541, g34698	evm.model.RL_8.1155
OG0000246	g26027, g6323	evm.model.RL_8.1884
OG0000246	g42932	evm.model.RL_4.1792
OG0000246	g6325	evm.model.RL_4.2138
OG0000249	g51603	evm.model.RL_6.1769
OG0000249	g37185	evm.model.RL_6.1770
OG0000251	g53444	evm.model.RL_6.835
OG0000251	g35942	evm.model.RL_1.2772
OG0000252	g45347	evm.model.RL_5.3777
OG0000253	g15865, g14571, g24991, g33178	evm.model.RL_6.612, evm.model.RL_1.2600, evm.model.RL_3.948
OG0000253	g30425, g30424, g30421, g30418, g21279, g20461	evm.model.RL_6.613, evm.model.RL_8.1032
OG0000256	g51896, g51897	evm.model.RL_2.275
OG0000258	g16641	evm.model.RL_7.2388
OG0000260	g3248	evm.model.RL_4.3200
OG0000260	g45350	evm.model.RL_2.1046
OG0000260	g46771	evm.model.RL_4.3199
OG0000260	g17690, g17692, g17691	evm.model.RL_7.274
OG0000264	g25493	evm.model.RL_8.323
OG0000266	g27624	evm.model.RL_7.1038
OG0000266	g11014, g40790	evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8
OG0000268	g1514	evm.model.RL_7.2613
OG0000268	g45297	evm.model.RL_4.3350
OG0000268	g19165	evm.model.RL_7.967
OG0000270	g50111	evm.model.RL_5.1819
OG0000271	g25541, g40469	evm.model.RL_4.3212
OG0000273	g31035, g53570, g54095	evm.model.RL_5.2635
OG0000274	g28758	evm.model.RL_8.2049
OG0000274	g2936, g2910	evm.model.RL_7.1747, evm.model.RL_7.1745
OG0000274	g39974	evm.model.RL_6.1051
OG0000278	g10751, g26081, g26058	evm.model.RL_8.1959, evm.model.RL_8.1993
OG0000278	g27505, g27502	evm.model.RL_3.1756
OG0000279	g53521	evm.model.RL_2.847
OG0000279	g52217, g11045, g757, g47019, g545, g29414, g50555, g22903, g26848, g30825, g17765, g50710	evm.model.RL_6.745
OG0000280	g43238	evm.model.RL_7.2051, evm.model.RL_5.404
OG0000280	g4161, g52352	evm.model.RL_4.2683
OG0000280	g38419	evm.model.RL_4.115, evm.model.RL_7.2740
OG0000280	g6911, g3091, g34941, g53473, g49339, g12351, g14062, g11985	evm.model.RL_2.600, evm.model.RL_3.729, evm.model.RL_2.3128
OG0000282	g5538	evm.model.RL_4.226, evm.model.RL_4.2794
OG0000282	g29622	evm.model.RL_4.2792
OG0000284	g10112	evm.model.RL_4.1106, evm.model.RL_4.1105
OG0000284	g12521	evm.model.RL_4.572
OG0000287	g13376	evm.model.RL_1.2027
OG0000290	g11997	evm.model.RL_1.1777
OG0000290	g16860	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862
OG0000291	g52646, g35477, g52325, g16568, g3759, g25120, g34564, g54048, g7965, g35842, g42625, g43848, g39202, g11597, g52455, g53119, g43960, g15668, g42588, g45080, g15851, g48989, g21527, g25305, g52933, g22068, g42482, g3695, g21935, g49081, g35278, g6425, g43604, g16043, g43632, g43447, g15497, g42794, g22549, g43019, g33226, g42496, g49090, g34886, g25980, g20769, g22618, g34538, g8938, g48008, g43302, g26502, g30154, g48997, g8012, g33661, g9169, g26368, g25961, g48062, g33098, g43399, g42918, g16754	evm.model.RL_5.2580, evm.model.RL_4.862
OG0000294	g6947	evm.model.RL_1.1662
OG0000294	g39522, g25429	evm.model.RL_8.188
OG0000294	g26892	evm.model.RL_5.103
OG0000295	g12173, g12193, g12167, g12172	evm.model.RL_3.944
OG0000297	g41326	evm.model.RL_8.2112
OG0000299	g29744, g53412	evm.model.RL_3.177
OG0000300	g13574, g6349	evm.model.RL_1.2518
OG0000301	g14672, g43509, g3110, g32825, g11542, g25301, g30948, g40323	evm.model.RL_1.1569
OG0000303	g14940	evm.model.RL_5.1701
OG0000310	g41320, g28797, g28774, g28802, g859	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	g45737	evm.model.RL_4.1982
OG0000311	g36325	evm.model.RL_5.2161
OG0000311	g46788	evm.model.RL_2.463
OG0000311	g45009	evm.model.RL_3.998
OG0000314	g26947, g49462	evm.model.RL_5.327
OG0000314	g30904	evm.model.RL_5.328
OG0000314	g51329	evm.model.RL_6.1397
OG0000315	g16098	evm.model.RL_1.1077
OG0000319	g849, g41323	evm.model.RL_8.2110
OG0000321	g46809	evm.model.RL_2.498
OG0000322	g46450	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	g23616	evm.model.RL_2.2282
OG0000325	g11614	evm.model.RL_1.2773
OG0000328	g46723	evm.model.RL_2.315
OG0000330	g41256	evm.model.RL_7.370, evm.model.RL_7.371
OG0000332	g41419	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a
OG0000332	g54159	evm.model.RL_1.1873
OG0000334	g2329	evm.model.RL_7.998
OG0000334	g16596	evm.model.RL_8.264
OG0000335	g27709	evm.model.RL_5.2876
OG0000336	g31719	evm.model.RL_5.1597
OG0000336	g44587	evm.model.RL_3.1688
OG0000338	g31209, g27091, g31190, g27095	evm.model.RL_3.604, evm.model.RL_5.818, evm.model.RL_5.827, evm.model.RL_3.628
OG0000339	g25359	evm.model.RL_8.2868
OG0000339	g52289	evm.model.RL_6.2741
OG0000342	g43783	evm.model.RL_6.549
OG0000344	g10089	evm.model.RL_2.1757
OG0000345	g27193	evm.model.RL_5.1126
OG0000347	g12309	evm.model.RL_1.1092
OG0000347	g36126	evm.model.RL_3.905
OG0000348	g10623	evm.model.RL_8.988
OG0000349	g18231	evm.model.RL_2.3096
OG0000350	g32411	evm.model.RL_5.2955
OG0000352	g31677	evm.model.RL_7.1322
OG0000356	g35508, g18523, g37782, g4812, g4800, g4814	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000358	g49447, g30863, g26927	evm.model.RL_4.2634, evm.model.RL_5.756, evm.model.RL_5.280
OG0000358	g29557, g39719	evm.model.RL_4.512, evm.model.RL_4.2635
OG0000358	g45514	evm.model.RL_4.2636
OG0000360	g9656	evm.model.RL_8.2767
OG0000361	g7378	evm.model.RL_1.1054
OG0000362	g43847	evm.model.RL_3.917
OG0000362	g31636	evm.model.RL_5.1461
OG0000364	g53150	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607
OG0000364	g46567, g31147, g53151, g42117, g33131	evm.model.RL_8.1057
OG0000368	g22842	evm.model.RL_2.3252
OG0000368	g16342	evm.model.RL_2.3251.1.687c86e8
OG0000368	g47982	evm.model.RL_3.1025, evm.model.RL_2.3253
OG0000368	g47983	evm.model.RL_2.3254
OG0000369	g1291, g2920	evm.model.RL_8.2063
OG0000369	g49585	evm.model.RL_5.629, evm.model.RL_7.1763
OG0000370	g23768	evm.model.RL_5.1544
OG0000370	g47536	evm.model.RL_2.2043
OG0000371	g7650, g11474	evm.model.RL_5.3286, evm.model.RL_6.2874
OG0000371	g36060	evm.model.RL_6.2873
OG0000371	g3821	evm.model.RL_6.2875
OG0000372	g17100, g17096, g17097, g17099	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	g11643, g36851, g36855, g36853, g36852, g36854, g54187	evm.model.RL_8.878
OG0000377	g41000	evm.model.RL_3.379
OG0000379	g34488	evm.model.RL_6.752
OG0000379	g41816	evm.model.RL_5.2400, evm.model.RL_4.2609
OG0000380	g41044	evm.model.RL_3.114.1.687c84b9, evm.model.RL_7.2132
OG0000382	g25452	evm.model.RL_8.159
OG0000382	g41120	evm.model.RL_3.698
OG0000382	g31165	evm.model.RL_5.778
OG0000383	g27666	evm.model.RL_5.3040
OG0000383	g50490	evm.model.RL_5.3045, evm.model.RL_5.3042
OG0000386	g2365	evm.model.RL_7.1060
OG0000387	g37493, g37492	evm.model.RL_6.2452, evm.model.RL_2.1330
OG0000387	g50869	evm.model.RL_6.2462
OG0000389	g1975	evm.model.RL_7.524
OG0000390	g35026, g34348, g34350, g28458, g28439, g35303	evm.model.RL_8.1517
OG0000390	g6787	evm.model.RL_1.1863
OG0000390	g13288	evm.model.RL_1.1673, evm.model.RL_7.1867
OG0000391	g27516	evm.model.RL_5.3527
OG0000392	g2587	evm.model.RL_7.1361
OG0000392	g11310	evm.model.RL_2.416
OG0000396	g10425	evm.model.RL_7.2206
OG0000397	g20590, g34124, g21030, g9234, g19833, g34190, g21321, g33688, g50770, g21973, g9391, g19874, g39138, g20712, g30574, g26401, g38577, g42624, g20281, g30127, g42694, g26524, g10758, g20952, g22037, g25154, g34098, g38601, g39198, g42403, g34049, g20710, g34058, g33922, g34076, g37456, g5164, g34189, g38912, g8298, g49265, g33592, g8006, g52667, g2229, g47146, g9390, g20268, g16006, g21974, g8836, g20779, g8409, g8534, g30564, g5163, g42428, g21936, g20641, g38849, g20778, g20547, g8327, g38740, g22060, g21946, g9188, g34016, g8291, g34026, g34151, g34055, g22122, g20764, g34089, g20744, g20624, g49007, g20736, g30077, g21031, g39207, g21728, g33972, g21886, g33869, g21932, g22071, g38882, g34075, g37455, g27384, g34048	evm.model.RL_2.735, evm.model.RL_6.651, evm.model.RL_6.634
OG0000398	g12228, g12223	evm.model.RL_1.1275
OG0000398	g27985, g54333	evm.model.RL_1.1274, evm.model.RL_4.886, evm.model.RL_5.3907, evm.model.RL_5.3908
OG0000403	g44123	evm.model.RL_3.475, evm.model.RL_3.476
OG0000405	g46887, g32218, g47022, g36151, g40695, g39186, g52351, g46888	evm.model.RL_7.1865
OG0000405	g40811, g52416, g46447, g10447, g22665, g45815, g52098, g27114, g3266, g52415	evm.model.RL_6.1772
OG0000405	g7156, g4021	evm.model.RL_2.871
OG0000406	g5012, g5008	evm.model.RL_4.1943
OG0000406	g12661	evm.model.RL_1.230
OG0000408	g50999	evm.model.RL_6.363
OG0000409	g23783	evm.model.RL_1.3251
OG0000411	g13575	evm.model.RL_1.2526
OG0000412	g28489	evm.model.RL_8.1550
OG0000412	g47623	evm.model.RL_2.2237
OG0000412	g36484	evm.model.RL_5.1961
OG0000412	g11899	evm.model.RL_1.1990
OG0000413	g12238	evm.model.RL_8.1728
OG0000414	g50367	evm.model.RL_5.3277
OG0000415	g4813, g4802	evm.model.RL_4.2375, evm.model.RL_4.2377
OG0000416	g37911	evm.model.RL_6.1277
OG0000416	g49506, g50636	evm.model.RL_5.417
OG0000420	g23784	evm.model.RL_1.3253, evm.model.RL_1.3252
OG0000421	g46706	evm.model.RL_2.302
OG0000422	g49629, g49628	evm.model.RL_5.809
OG0000422	g27081	evm.model.RL_5.808.1.687c88af
OG0000423	g12212	evm.model.RL_3.1665
OG0000423	g27989, g54339	evm.model.RL_5.3889, evm.model.RL_1.1311
OG0000425	g36594, g54279	evm.model.RL_5.3756
OG0000426	g49078, g28337, g53936, g25486, g44392	evm.model.RL_1.2512
OG0000427	g23603	evm.model.RL_3.2260
OG0000427	g43972, g18058, g26185	evm.model.RL_2.1164, evm.model.RL_3.2261
OG0000429	g598	evm.model.RL_4.1204
OG0000429	g45564, g29450	evm.model.RL_4.2465
OG0000429	g23276	evm.model.RL_2.2744
OG0000430	g6127	evm.model.RL_1.2834
OG0000431	g44045	evm.model.RL_3.561
OG0000431	g27100	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	g39358	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000432	g47588, g17129, g23688	evm.model.RL_2.2173
OG0000433	g18132, g16748	evm.model.RL_4.595
OG0000436	g39339, g1080, g28563	evm.model.RL_8.1743
OG0000437	g16330	evm.model.RL_5.2606
OG0000437	g32687	evm.model.RL_5.2608
OG0000438	g40411	evm.model.RL_8.525
OG0000438	g23955	evm.model.RL_2.1751
OG0000439	g2023	evm.model.RL_7.411
OG0000439	g51246	evm.model.RL_6.1235
OG0000440	g12773	evm.model.RL_1.259
OG0000440	g36390	evm.model.RL_1.260
OG0000441	g12084, g12086, g12087, g12083	evm.model.RL_1.1577
OG0000441	g12089	evm.model.RL_1.1575
OG0000446	g353	evm.model.RL_8.2324
OG0000446	g27266	evm.model.RL_5.1283
OG0000447	g7121	evm.model.RL_1.1423
OG0000448	g40670	evm.model.RL_4.100
OG0000448	g10911	evm.model.RL_4.101
OG0000449	g19571	evm.model.RL_7.1766
OG0000449	g1293, g28780, g41309	evm.model.RL_8.2067
OG0000449	g19572	evm.model.RL_7.1767
OG0000449	g41304	evm.model.RL_8.2066
OG0000450	g32550, g6331, g6330, g40449, g21393, g34479, g6329	evm.model.RL_6.2784
OG0000453	g54240	evm.model.RL_6.1003
OG0000454	g890, g41237	evm.model.RL_8.1369
OG0000457	g16865, g5308	evm.model.RL_4.2343
OG0000461	g51663	evm.model.RL_6.1809
OG0000461	g49273	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911
OG0000461	g30720, g1438	evm.model.RL_8.2929, evm.model.RL_5.2910
OG0000468	g19139, g11288	evm.model.RL_7.908
OG0000468	g37303	evm.model.RL_6.2006
OG0000471	g50497	evm.model.RL_5.3017
OG0000471	g50496	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019, evm.model.RL_5.3015
OG0000472	g46683, g46681	evm.model.RL_2.9
OG0000472	g18100	evm.model.RL_2.8
OG0000473	g37725	evm.model.RL_6.2891
OG0000474	g502, g2678, g19454, g19442, g9989	evm.model.RL_4.1353
OG0000475	g45250	evm.model.RL_3.170, evm.model.RL_3.171
OG0000481	g24644	evm.model.RL_2.858
OG0000483	g39375	evm.model.RL_8.1626
OG0000484	g29022	evm.model.RL_4.1855
OG0000487	g12606, g30872, g12810, g7774, g7765	evm.model.RL_6.1422, evm.model.RL_1.357, evm.model.RL_5.300
OG0000489	g31982, g32989	evm.model.RL_8.391, evm.model.RL_8.384, evm.model.RL_1.499
OG0000489	g25938, g25526, g44791, g44879, g17389, g25525	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383
OG0000492	g1343, g1338, g43635	evm.model.RL_8.1742
OG0000497	g36932, g52937, g16337	evm.model.RL_1.2355
OG0000498	g28420, g918	evm.model.RL_8.1435
OG0000498	g23591	evm.model.RL_5.3097
OG0000499	g24192	evm.model.RL_2.1390.1.687c86e2
OG0000499	g13215, g12179	evm.model.RL_3.2236, evm.model.RL_5.1890
OG0000501	g32899	evm.model.RL_5.2509
OG0000501	g2874	evm.model.RL_7.1731, evm.model.RL_1.2766, evm.model.RL_7.1729
OG0000504	g37317	evm.model.RL_4.3277, evm.model.RL_6.2050
OG0000504	g13045, g12397, g7487	evm.model.RL_1.857
OG0000505	g580	evm.model.RL_4.1219
OG0000506	g29695	evm.model.RL_4.2927
OG0000506	g44625, g16494, g45982	evm.model.RL_3.1583
OG0000507	g16066, g16061	evm.model.RL_3.536
OG0000508	g37276	evm.model.RL_6.1717, evm.model.RL_6.1844, evm.model.RL_3.268
OG0000509	g24336	evm.model.RL_2.1208
OG0000510	g44132, g41019, g41018	evm.model.RL_3.457
OG0000510	g44133	evm.model.RL_3.451, evm.model.RL_3.458
OG0000511	g13408	evm.model.RL_1.2121
OG0000511	g17679	evm.model.RL_2.1043
OG0000511	g40900	evm.model.RL_3.238
OG0000512	g17267	evm.model.RL_2.1853
OG0000512	g23904	evm.model.RL_2.1854
OG0000512	g24586, g23899, g23901	evm.model.RL_7.2237
OG0000513	g19186	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7
OG0000513	g2921	evm.model.RL_7.1762
OG0000514	g6742	evm.model.RL_1.1957
OG0000515	g54384	evm.model.RL_5.3999
OG0000520	g1879	evm.model.RL_7.262
OG0000521	g32883, g27873	evm.model.RL_5.2511
OG0000521	g40242	evm.model.RL_8.860
OG0000522	g50671, g32646	evm.model.RL_5.2665
OG0000523	g32310, g32311, g32309	evm.model.RL_5.3093
OG0000523	g1820	evm.model.RL_7.198
OG0000523	g1822	evm.model.RL_7.199
OG0000524	g37932, g37940, g12429	evm.model.RL_1.735
OG0000524	g12430	evm.model.RL_1.734
OG0000525	g46461	evm.model.RL_3.2252
OG0000525	g27359	evm.model.RL_5.1541
OG0000525	g36635	evm.model.RL_5.3805
OG0000526	g2744	evm.model.RL_7.1608
OG0000526	g19502	evm.model.RL_7.1613
OG0000526	g2743	evm.model.RL_7.1612, evm.model.RL_7.1611
OG0000529	g802, g14403	evm.model.RL_4.1462
OG0000532	g12455	evm.model.RL_6.324, evm.model.RL_6.71
OG0000532	g46524	evm.model.RL_2.3383
OG0000533	g18305	evm.model.RL_2.3413, evm.model.RL_6.67
OG0000537	g45190	evm.model.RL_8.362
OG0000537	g12972	evm.model.RL_1.692
OG0000538	g52123	evm.model.RL_6.2482, evm.model.RL_6.2483
OG0000539	g8	evm.model.RL_3.492
OG0000540	g51164	evm.model.RL_6.1046
OG0000540	g37885	evm.model.RL_6.1045
OG0000540	g51161, g51163	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044
OG0000542	g5064, g45719	evm.model.RL_4.2027.1.687c86d7
OG0000543	g50674, g6257, g6276, g3083, g6273, g6259, g38385	evm.model.RL_6.338, evm.model.RL_6.344, evm.model.RL_6.339
OG0000545	g44484	evm.model.RL_3.1918
OG0000546	g6101	evm.model.RL_1.2886, evm.model.RL_1.2884, evm.model.RL_1.2882, evm.model.RL_1.2883, evm.model.RL_1.2885
OG0000547	g45202, g45181	evm.model.RL_8.603
OG0000547	g32583	evm.model.RL_7.2475
OG0000550	g19237, g11324	evm.model.RL_6.1710
OG0000551	g206	evm.model.RL_8.2558
OG0000551	g5442	evm.model.RL_4.2595.1.687c86da
OG0000552	g2664, g24348, g37712, g50813	evm.model.RL_5.3425
OG0000553	g32710	evm.model.RL_5.2576
OG0000553	g32707	evm.model.RL_5.2577, evm.model.RL_5.2578, evm.model.RL_5.2593
OG0000554	g44179, g40964	evm.model.RL_3.335
OG0000556	g11687	evm.model.RL_1.2383
OG0000557	g1926	evm.model.RL_7.336, evm.model.RL_7.337
OG0000557	g1927	evm.model.RL_6.2607
OG0000558	g45137, g6394, g37094, g37077, g37420	evm.model.RL_3.443
OG0000559	g5764	evm.model.RL_4.3249
OG0000559	g45334	evm.model.RL_4.3262
OG0000560	g28744, g39227	evm.model.RL_8.2034, evm.model.RL_8.2035
OG0000560	g30866	evm.model.RL_6.2826
OG0000561	g9727	evm.model.RL_8.2590.1.687c8562
OG0000561	g186, g185	evm.model.RL_8.2591
OG0000562	g12524, g12903	evm.model.RL_1.516.4.687c87ea
OG0000562	g29300, g5178	evm.model.RL_4.2164
OG0000562	g4833	evm.model.RL_4.1100
OG0000564	g51022, g51021	evm.model.RL_6.367
OG0000566	g41399	evm.model.RL_4.1597
OG0000567	g13274	evm.model.RL_1.1621, evm.model.RL_4.2379
OG0000570	g7906	evm.model.RL_1.121
OG0000571	g830	evm.model.RL_8.2145
OG0000571	g31103, g31105	evm.model.RL_5.659, evm.model.RL_5.658
OG0000572	g45954, g44613	evm.model.RL_3.1622
OG0000572	g17535	evm.model.RL_7.1752
OG0000572	g53091	evm.model.RL_3.1767
OG0000578	g31250	evm.model.RL_5.908
OG0000578	g44098	evm.model.RL_3.507
OG0000578	g49727	evm.model.RL_5.3353
OG0000579	g887, g41228, g28384	evm.model.RL_8.1361, evm.model.RL_8.1365
OG0000579	g23738	evm.model.RL_2.2089
OG0000580	g37536	evm.model.RL_6.2549
OG0000581	g13025, g2527, g7507	evm.model.RL_1.834, evm.model.RL_1.833
OG0000582	g797	evm.model.RL_7.1671, evm.model.RL_4.1470
OG0000582	g40099	evm.model.RL_5.694.2.687c88ae, evm.model.RL_6.839
OG0000584	g26911, g11067	evm.model.RL_5.241
OG0000584	g23547	evm.model.RL_2.2368
OG0000585	g32425, g51449, g37082, g7149	evm.model.RL_1.1384, evm.model.RL_6.1536
OG0000586	g18462	evm.model.RL_4.663
OG0000587	g45222	evm.model.RL_8.220
OG0000587	g50800	evm.model.RL_6.2828
OG0000588	g12159	evm.model.RL_1.1413
OG0000588	g51276, g52074	evm.model.RL_6.2386
OG0000588	g54285	evm.model.RL_5.3792
OG0000589	g1289, g41302	evm.model.RL_8.2060
OG0000589	g2922	evm.model.RL_7.1759, evm.model.RL_7.1761
OG0000590	g12549	evm.model.RL_5.138
OG0000592	g6901	evm.model.RL_1.1725
OG0000592	g50029, g27399, g31749	evm.model.RL_5.1635
OG0000593	g25928	evm.model.RL_3.2245
OG0000595	g19605	evm.model.RL_7.1900
OG0000595	g17977	evm.model.RL_4.1472
OG0000596	g28509	evm.model.RL_8.1612
OG0000597	g39867	evm.model.RL_6.1206
OG0000599	g18538, g35187, g6495, g14111, g41347, g2636	evm.model.RL_5.2658
OG0000599	g44786, g53917, g24394, g45075, g40165, g44332, g188, g37985, g4867, g17314, g18218, g1440, g45076, g29210, g7891, g50678, g12698, g46332	evm.model.RL_2.1527
OG0000599	g41168, g10032, g1216, g27391, g10031, g24809, g51553, g29851, g4465, g28112, g2282, g31488, g2079, g31823	evm.model.RL_6.1099
OG0000600	g17007, g23476	evm.model.RL_2.2457
OG0000601	g16898	evm.model.RL_2.297
OG0000602	g19206	evm.model.RL_7.1068
OG0000602	g12391, g7465, g13062	evm.model.RL_1.894, evm.model.RL_1.895
OG0000604	g11148, g37743	evm.model.RL_7.79
OG0000605	g44550	evm.model.RL_3.1817
OG0000605	g46113	evm.model.RL_3.1815
OG0000605	g46114, g44551	evm.model.RL_3.1816
OG0000606	g54263, g36563	evm.model.RL_5.3705.2.687c88c4
OG0000607	g6843	evm.model.RL_1.1811
OG0000607	g23142	evm.model.RL_2.2912
OG0000608	g2125	evm.model.RL_7.586
OG0000608	g14112	evm.model.RL_7.587
OG0000612	g44058	evm.model.RL_8.742
OG0000612	g37413	evm.model.RL_6.2311
OG0000613	g12753	evm.model.RL_1.163
OG0000613	g18086	evm.model.RL_2.347, evm.model.RL_2.354
OG0000614	g5483, g5477, g5478, g5481	evm.model.RL_8.730, evm.model.RL_8.731
OG0000615	g47953, g22949, g18248	evm.model.RL_2.3143
OG0000617	g25435	evm.model.RL_8.191, evm.model.RL_8.199
OG0000617	g39480	evm.model.RL_8.110
OG0000618	g46462	evm.model.RL_3.2253
OG0000618	g49988	evm.model.RL_5.1540
OG0000618	g23624	evm.model.RL_2.2268
OG0000619	g38064	evm.model.RL_6.1867, evm.model.RL_6.1866
OG0000619	g19197, g2358	evm.model.RL_7.1046
OG0000620	g27410, g50047	evm.model.RL_5.1688
OG0000620	g44549, g46124	evm.model.RL_3.1824
OG0000621	g25662	evm.model.RL_8.514
OG0000621	g46831	evm.model.RL_2.525_evm.model.RL_2.524
OG0000626	g44259	evm.model.RL_3.139
OG0000627	g23678	evm.model.RL_3.1076
OG0000627	g47594	evm.model.RL_2.2187
