Orthogroup	Cochlearia_excelsa	Odontarrhena_muralis
OG0000199	g54080, g48886, g4846, g30050, g31832, g41796, g15016, g38803, g52693, g29978, g8636, g42858, g14738, g48018, g50641, g22736, g24878, g51898, g42769, g14701, g42261, g48828, g20796, g11433, g35725, g8653, g16092, g25810, g11535, g42888, g3428, g4488, g26619, g43134, g41441, g2692, g24187, g527, g44704, g37864, g48885, g26580, g54414, g42753, g13881, g14870, g15561, g36643, g43136, g43563, g30049, g4548, g20804, g11434, g35915, g30456, g2962, g8613, g38802, g29948, g42754, g30037, g19904, g14869, g16074, g15562, g34427, g44703, g26930, g14454, g20905, g19997, g48421, g2948, g26396, g30036, g3466, g2693, g42164, g34749, g36005, g32017, g12187, g26617, g41442, g54081, g19124, g50640, g33458, g11605, g4149, g10768, g14455, g19996, g42259, g41794, g32484, g31833, g24876, g54065, g34426, g42768, g29979, g48826, g29969, g8637, g36673, g34597, g52506, g24510, g24554, g42815, g42163, g42889, g42860, g29970, g48825, g29980, g24874, g4735, g41793, g19125, g48017, g16075, g30335, g42448, g45197, g39617, g4239, g42891, g3465, g51900, g50639, g33372, g8269, g48675, g26929, g16496, g3429, g44025, g35791, g3579, g36827, g17821, g528, g20797, g16574, g4845, g35374, g39319, g14702, g35726, g52692, g3799, g4486, g41795, g4534, g35133, g35117, g15655, g16093, g8652, g3798, g3797, g15654, g4533, g51899, g33459, g39320, g12186, g32016, g3234, g529, g4734, g19123, g32486, g36642, g19122, g33460, g8612, g16575	Om008G349250
OG0000200	g49523	Om004G141410, Om003G096320, Om003G096270, Om003G096260, Om001G015930, Om002G066490, Om002G066530, Om005G183320, Om005G183380
OG0000201	g6534, g11758	Om002G070200
OG0000201	g17326, g17323, g17324, g17327, g17336, g17334, g17322, g17332	Om002G070210
OG0000201	g11846	Om002G070270, Om002G070220, Om002G070290, Om002G070240
OG0000202	g27177, g10880	Om020G374490, Om011G365230
OG0000204	g11805	Om002G070990
OG0000207	g4046	Om004G132790
OG0000213	g46059, g46056	Om004G141230, Om005G208800
OG0000213	g7432	Om002G053370
OG0000213	g28220, g50932, g50935, g50928, g50931, g38464	Om001G036460, Om001G036440, Om001G036450
OG0000214	g36825, g36830	Om007G281030
OG0000215	g44182, g28576, g34690, g46938, g53273, g35999, g1145, g47027, g42119, g24969	Om003G099020
OG0000216	g53737	Om001G007580
OG0000216	g53736	Om001G008700
OG0000217	g44052	Om001G001730
OG0000218	g31564, g49926	Om005G195550
OG0000218	g10793	Om006G241660
OG0000219	g13335, g45479, g28368	Om005G213260
OG0000219	g46873	Om007G282230
OG0000219	g18634	Om008G350180, Om006G237850, Om006G237870
OG0000220	g14029	Om004G175360, Om004G175350, Om004G175400
OG0000221	g22946, g6183, g17356, g43665, g43500, g17351, g17354, g41390, g53962, g35050, g22945, g51855, g53388, g43499, g33429, g175, g43666, g35582, g53304, g15934, g5126, g32276, g26607, g6275, g12850, g53575, g26608, g6292, g4337, g36877, g3974, g3981	Om002G088910
OG0000224	g46370	Om004G134640, Om004G134630
OG0000224	g40852	Om005G225780
OG0000225	g27682	Om007G289810
OG0000226	g11864	Om003G089750
OG0000226	g35799	Om002G080610
OG0000230	g44430	Om004G137280, Om004G137390, Om004G137300, Om004G137400
OG0000231	g46733	Om006G259610
OG0000233	g53346, g43307, g27732, g16269, g19533, g14957, g52369, g43031, g35549, g48287, g53347, g1483, g14787, g26102, g3184, g53946, g26599, g34930, g48282, g35561, g16294, g33166, g33170, g33200, g34779, g16144, g6202, g26600, g16293, g32898, g33199, g4655, g25229	Om002G075710
OG0000233	g53753, g43144, g15838	Om002G075720, Om001G016050
OG0000234	g19127	Om006G252380
OG0000234	g19128	Om006G252400
OG0000234	g2235	Om006G252410
OG0000234	g51765	Om008G332130
OG0000234	g29346	Om004G161230
OG0000236	g6598	Om002G071210
OG0000236	g11672	Om006G242750
OG0000237	g33179, g33208	Om008G343820, Om007G307970
OG0000237	g52606, g16443	Om005G218340
OG0000240	g24726	Om001G023550, Om001G017850
OG0000240	g41655	Om008G346080
OG0000242	g14258	Om002G081640
OG0000242	g31494	Om005G193910
OG0000242	g31496, g31497, g31498, g31499	Om005G194120
OG0000244	g17320	Om001G008070, Om008G354340, Om008G354370, Om001G008060, Om008G354350, Om003G110630
OG0000245	g43784, g43799, g43812, g43808, g26007, g18468, g42316, g4311, g30015, g30014, g30013, g42822, g14746, g3270, g34966, g42026, g17669, g17673, g32968, g33437, g24745, g26694, g16427, g4302, g42309, g43637, g26319, g36291, g6039, g41262, g18211, g18488, g11850, g52737, g27942, g18245, g53308, g17674, g16426	Om004G157810
OG0000246	g4466, g53390, g41773, g29853, g31425, g2281, g28111, g41774, g6498, g49748, g37302, g2639, g36782, g18541, g34698, g24811, g27392	Om002G071710
OG0000248	g25664	Om008G353070
OG0000248	g41086, g41090, g41083	Om011G365210, Om020G374470
OG0000249	g51603	Om008G336610
OG0000249	g37185, g43113, g43105, g51605	Om008G336590, Om008G336600
OG0000251	g35942	Om005G218220
OG0000252	g45347	Om008G334420, Om008G334430, Om003G122070, Om004G175220
OG0000253	g30425, g30424, g30421, g30418, g21279, g20461	Om004G150660
OG0000254	g6897	Om002G064970
OG0000254	g1607	Om008G330360, Om008G330440, Om008G330320, Om004G175010
OG0000256	g51896, g51897	Om008G331560, Om008G331580, Om008G331570, Om008G331550
OG0000256	g51887	Om008G329810
OG0000257	g999, g1000, g41020	Om004G131390
OG0000257	g36491	Om003G096080, Om003G096070
OG0000257	g31669, g24015	Om005G197800, Om005G197790
OG0000257	g22762	Om001G039600
OG0000257	g48005	Om002G053540
OG0000258	g16641	Om008G327620, Om006G251330, Om006G272550
OG0000260	g45350	Om004G174020
OG0000264	g25493	Om008G355250
OG0000264	g39627	Om004G160560, Om004G160570, Om004G160550
OG0000264	g40712	Om008G355300
OG0000266	g11014, g40790	Om003G128150
OG0000268	g1514	Om006G274870
OG0000268	g45297	Om004G176390
OG0000268	g19165	Om006G253920
OG0000269	g32698	Om007G307110
OG0000270	g18216	Om001G041100
OG0000271	g40469	Om008G355390
OG0000272	g52239	Om006G266430
OG0000272	g43342, g1845, g24476, g54012, g11179, g24259	Om007G315350
OG0000274	g28758	Om006G245790
OG0000274	g2936, g2910	Om008G354900
OG0000274	g39974	Om007G282440
OG0000275	g13403, g13402	Om002G070100, Om002G070080, Om002G070090
OG0000276	g17712, g53651	Om001G005630
OG0000276	g17631	Om001G005730
OG0000276	g41552	Om008G337860
OG0000277	g47115	Om003G101240
OG0000277	g17643	Om003G101280
OG0000278	g3407, g30889	Om005G206870
OG0000279	g53522	Om008G348600
OG0000279	g53521	Om004G152920, Om004G168610
OG0000279	g52217, g11045, g757, g47019, g545, g29414, g50555, g22903, g26848, g30825, g17765, g50710	Om003G109450
OG0000280	g38418, g13780, g13779, g35954, g40910, g27822, g34932, g28520, g28738, g45012, g1417, g27784, g24540, g18154, g25731, g10437, g23746, g45214, g51852, g17061, g13198, g54330, g26144, g32501, g40907, g3101, g14275	Om008G347720
OG0000280	g40619, g41680, g51065, g3102, g13781, g28519, g45013, g27783, g26141, g32500, g13197, g14276, g24627, g40113, g14339, g4039, g11315, g2198, g53398, g11546, g23839, g23865, g44439, g25659, g34781, g5758, g25732, g37098, g1164	Om008G325710
OG0000280	g6911, g3091, g34941, g53473, g49339, g12351, g14062, g11985	Om006G246420
OG0000281	g36419	Om003G097620
OG0000282	g5538	Om004G168720
OG0000282	g45483	Om004G168690
OG0000282	g29622	Om004G168680
OG0000283	g11114, g11113, g39732	Om007G278120, Om007G278110, Om007G278160, Om007G278100, Om007G278130
OG0000284	g10112	Om007G294370, Om002G074370, Om003G113380
OG0000284	g12521	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100
OG0000285	g449	Om009G363400
OG0000286	g28434, g45026	Om003G115170, Om003G115230, Om003G115190
OG0000287	g13375	Om002G068960, Om002G071380, Om002G069000, Om002G069010
OG0000287	g13376	Om002G068990, Om002G068980
OG0000290	g11997	Om002G065710
OG0000290	g16860	Om005G197460, Om006G231890, Om006G251270, Om006G250320
OG0000294	g6947	Om002G064000
OG0000294	g39522, g25429	Om004G159000
OG0000294	g26892	Om005G179320
OG0000295	g7146, g7145	Om002G059690
OG0000297	g41326	Om006G242900, Om006G244950
OG0000298	g26940	Om001G004610, Om001G004600
OG0000298	g34492	Om007G317110
OG0000299	g53411, g29745	Om004G172000
OG0000299	g27806	Om001G011700
OG0000300	g13574, g6349	Om001G025290
OG0000300	g53214, g52576, g53200, g11641	Om008G353600
OG0000301	g14672, g43509, g3110, g32825, g11542, g25301, g30948, g40323	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890
OG0000303	g20406, g21339	Om007G284150
OG0000304	g11024, g11016, g11018	Om008G357250, Om008G357240
OG0000304	g40529, g40528, g40527	Om008G357260
OG0000310	g19547, g28753	Om006G246480, Om006G245880
OG0000310	g41320	Om006G245320, Om003G096540
OG0000311	g45737	Om007G298120
OG0000311	g36325	Om003G099520
OG0000311	g6918, g13293	Om002G064550
OG0000311	g45009	Om005G213850
OG0000312	g11348, g13763, g25651, g13342, g5819, g24623, g26314, g5671, g53558, g42177, g3059, g53788, g6280, g11346, g26744, g3332, g4910, g27925, g10009, g53557, g13693, g36821, g40534, g641, g43795, g43779, g1912, g52173, g18350, g4001, g3947, g42789, g46412, g19088, g12441, g11349, g5820, g46271, g13762, g25589, g1910, g24624, g17498, g39373, g16274, g53559, g43778, g42139, g25650, g40665, g640, g18533, g16422, g27342, g28654, g3060, g32480, g40533, g18532, g1911, g25641, g13692, g36424, g10008, g16770, g5672, g27926, g26743, g39996, g13341, g19089, g12440, g46445, g22876, g10749, g27038, g53377, g35855, g10616, g10691, g16713, g27037, g27216, g46411, g44013, g3944, g35900, g7197, g23887, g24954, g24755, g17641, g46410, g41520, g42751, g16209, g47924, g39870, g12807, g10854, g23886, g41519, g23232, g27041, g49023, g6474, g1096, g17860, g23869, g47922, g46907, g14374, g51767, g36589, g17158, g17876, g6303, g25718, g51864, g17580, g36426, g5673, g27343, g26782, g16777, g42750, g25027, g44222, g39654, g18519, g38119, g6343, g24708, g53450, g17211, g35898	Om004G144160
OG0000313	g24067	Om001G005460
OG0000313	g17626	Om001G005740
OG0000313	g555	Om001G005660
OG0000314	g26947, g49462	Om005G181880
OG0000314	g30904	Om005G181890
OG0000315	g16098	Om001G014100
OG0000316	g37360, g37362, g37913, g17870	Om008G355740, Om008G329420
OG0000316	g51921	Om008G329480
OG0000319	g28817, g849, g41323, g31094, g49601, g27017	Om005G185820, Om006G245010
OG0000321	g32189, g14307	Om003G119980
OG0000321	g38273, g38276, g46827, g46812, g46809	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270
OG0000322	g46450	Om004G133260
OG0000322	g32324	Om008G329570
OG0000322	g51878, g53520	Om008G333060, Om008G330110, Om008G330430
OG0000323	g47638, g23616	Om001G021170
OG0000324	g32873, g54300, g26198, g3280, g32999, g23186, g49511, g22605, g3645, g4167, g24937, g14390	Om004G152350, Om004G152340
OG0000327	g11293, g11292, g11294	Om006G251140, Om006G251150, Om006G253090
OG0000328	g24521, g24516, g24520	Om003G102580
OG0000328	g46723	Om001G030480, Om005G213750, Om001G030460, Om001G030490
OG0000330	g41256	Om003G124190
OG0000330	g1956	Om003G124480, Om003G124500, Om003G124470, Om003G125640
OG0000332	g28972	Om006G241390
OG0000332	g41419	Om006G241400
OG0000332	g54159	Om003G097540
OG0000334	g2329	Om006G254200
OG0000334	g37230	Om008G335090
OG0000335	g37063	Om008G341130
OG0000336	g31719	Om005G198950
OG0000336	g44587	Om004G142080, Om004G142060
OG0000338	g31209, g27091, g31190, g27095	Om011G365530, Om005G217920, Om005G187760, Om005G187950
OG0000339	g52289	Om008G321390
OG0000340	g38215	Om008G325090
OG0000344	g10089, g10092, g10980	Om006G240680
OG0000345	g49843	Om005G192140
OG0000347	g12309, g36126	Om006G248330, Om006G248350, Om002G055420
OG0000348	g10623, g18434, g24671, g43329, g4284, g43830, g53724, g15621, g48271, g41887, g15633	Om007G315920, Om004G149150
OG0000349	g18231	Om001G035120
OG0000349	g13748, g13750	Om008G361710
OG0000350	g32411	Om007G290180
OG0000351	g45238	Om002G059520
OG0000352	g31677	Om005G197930, Om008G334130, Om008G336430, Om008G360290, Om008G360530, Om008G360690, Om008G360810, Om008G360300, Om008G360820, Om008G360270, Om008G360790, Om008G360500, Om008G360670, Om005G197980, Om007G290660, Om008G336420, Om004G132540
OG0000353	g44252	Om004G130820, Om008G359190, Om006G274950, Om001G019770
OG0000353	g31395, g44060	Om003G121920, Om006G268180, Om005G212790
OG0000355	g38274	Om004G138140, Om005G184710, Om004G138150
OG0000356	g35508, g18523, g37782, g4812, g4800, g4814	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030
OG0000358	g49447, g30863, g26927	Om005G181310, Om007G277860
OG0000358	g45514	Om007G277850
OG0000359	g32419, g32420, g50521, g37083, g51445	Om007G290360, Om007G290370
OG0000360	g9656	Om006G230130
OG0000360	g9658	Om006G230150
OG0000361	g7378	Om002G054940
OG0000361	g50704	Om006G229500
OG0000362	g49471	Om005G182040
OG0000362	g43847	Om004G145620, Om004G145610
OG0000362	g31636	Om005G197010
OG0000368	g22842	Om001G038080, Om001G038070
OG0000368	g16342	Om001G038000, Om001G005480, Om001G037990
OG0000368	g47982	Om001G038090
OG0000368	g47983	Om001G038110
OG0000370	g23768	Om005G198070
OG0000371	g7650, g11474	Om008G319770
OG0000371	g3821	Om008G319760
OG0000372	g17100, g17096, g17097, g17099	Om004G135750
OG0000374	g11643	Om003G094990
OG0000374	g36851, g36855, g36853, g36852, g36854, g54187	Om003G096590, Om003G096580
OG0000376	g14641, g23525	Om008G343640, Om006G264520, Om002G081610, Om004G150450, Om001G018400, Om007G299620, Om013G369720, Om002G081410, Om013G369380, Om006G263130, Om007G312980, Om008G344570, Om004G155090, Om004G146120, Om001G013010, Om005G222820, Om003G110140, Om001G018450, Om002G084580, Om011G365250, Om006G264870, Om003G095860, Om007G309180, Om002G077550, Om002G076520, Om004G150120, Om007G312970, Om001G013000, Om004G155050, Om007G308010, Om005G218460, Om022G375030, Om002G062810, Om002G080270, Om002G081600, Om008G344580, Om003G109020, Om006G267490, Om006G264860, Om008G343400, Om002G079120, Om007G306800, Om006G264390, Om001G018950, Om007G306110, Om001G018110
OG0000377	g41000	Om005G221490, Om005G221480, Om005G221450, Om005G221440
OG0000378	g3460, g53194, g14340, g35740, g25090, g26814, g49158, g24703, g25124, g34269, g53637, g42660, g42669, g24668, g35251, g4719, g26729, g25031, g48278, g22260	Om003G106900
OG0000378	g42670, g42662, g24704, g25123, g34270, g11473, g26727, g19614, g22259, g4718, g35252, g25030, g24614, g4053	Om003G112050
OG0000382	g25452	Om005G179390
OG0000382	g31165	Om005G187240
OG0000383	g32362, g32361, g27666	Om007G289000
OG0000384	g12121	Om002G061100
OG0000384	g24279	Om002G061090
OG0000384	g7070, g7071, g7072	Om002G061110, Om002G061070
OG0000386	g2365	Om006G254890, Om006G254870, Om006G254900
OG0000387	g37493, g37492	Om008G325420
OG0000388	g22154	Om007G313410
OG0000389	g1975	Om003G121990
OG0000389	g1977	Om003G122000
OG0000390	g6787	Om002G066980
OG0000390	g13288	Om002G064160, Om004G151070
OG0000391	g50242, g27516	Om005G204810, Om005G204820
OG0000392	g2587	Om006G258990
OG0000392	g11310	Om004G166970
OG0000396	g10425	Om006G270400
OG0000396	g4323	Om002G084480
OG0000398	g12228, g12223	Om002G057980
OG0000398	g27985, g54333	Om002G057960, Om002G057970, Om003G090820, Om003G090840
OG0000400	g50668	Om001G026500
OG0000402	g14418	Om007G317090, Om006G237690, Om005G212470, Om002G081210, Om008G352430, Om008G344500, Om005G206050
OG0000403	g44131, g44135, g17396	Om005G220580
OG0000404	g51571	Om006G255780, Om008G337600, Om004G170670, Om002G054990
OG0000406	g5012, g5008	Om007G297520
OG0000406	g12661	Om002G044530
OG0000409	g49864	Om003G110350
OG0000409	g23783	Om002G081160
OG0000410	g1733, g24568, g44176	Om005G222950
OG0000411	g23976, g17311	Om001G008360
OG0000412	g28489	Om003G116310
OG0000413	g12238	Om003G119170
OG0000414	g24049, g47348	Om001G006250
OG0000415	g4813, g4802	Om004G162740
OG0000416	g37911	Om005G227300, Om004G176330, Om007G280020, Om007G280180
OG0000416	g49506, g50636	Om005G182990
OG0000417	g6467	Om002G073370, Om002G084920
OG0000420	g23784	Om003G125710
OG0000420	g13846	Om001G024600, Om001G024620, Om001G024670, Om001G024630, Om001G024610, Om001G032410, Om001G024590
OG0000421	g46706, g53730, g46707	Om001G026550, Om001G026540, Om007G294470, Om001G013810
OG0000422	g49629, g49628	Om005G187620, Om005G187610
OG0000422	g27082	Om005G187630, Om008G329040, Om005G187640, Om004G162770, Om005G187650
OG0000422	g27081	Om005G187600, Om005G187590
OG0000423	g12212	Om004G142290
OG0000423	g27989, g54339	Om003G091160, Om002G058490
OG0000424	g39649	Om007G293170
OG0000425	g36594, g54279	Om003G093760
OG0000426	g14467	Om004G147980, Om005G215840
OG0000426	g35227	Om001G018750
OG0000427	g23603	Om007G317740
OG0000427	g43972, g18058, g26185	Om001G021740, Om004G132930
OG0000429	g598	Om006G240130
OG0000429	g45564, g29450	Om004G164170
OG0000429	g23276	Om001G029270
OG0000430	g6127	Om002G082610, Om002G066320
OG0000431	g41054, g44045	Om005G219170
OG0000431	g27100	Om005G188470
OG0000431	g31232	Om005G188450
OG0000432	g39358	Om003G113900
OG0000435	g46992, g26157, g46989	Om005G200630, Om004G163840
OG0000436	g28563	Om006G250310
OG0000437	g32687	Om001G012410
OG0000439	g49529	Om005G183450
OG0000439	g2023	Om003G123740
OG0000439	g51246	Om007G280530
OG0000440	g36390	Om006G261750, Om006G261700
OG0000441	g12084, g12086, g12087, g12083	Om002G062550
OG0000441	g12089	Om002G062440
OG0000444	g53717, g41585, g2934, g35902, g24421, g53535, g14667, g44305, g28029, g19051	Om007G315120
OG0000446	g353	Om006G235370
OG0000446	g27266	Om005G194520
OG0000447	g12153, g7121, g13231	Om002G060230
OG0000447	g50489, g32357	Om007G288920
OG0000448	g10910, g40670	Om008G361730
OG0000448	g10911	Om008G361700
OG0000449	g19571	Om006G267260
OG0000449	g1293, g28780, g41309	Om006G245560
OG0000449	g19572	Om006G267270
OG0000449	g41304	Om006G245570
OG0000450	g21393, g34479, g6329	Om003G111450, Om002G044350, Om003G095390
OG0000452	g47740	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910
OG0000453	g54240	Om003G095410, Om007G317460
OG0000454	g890	Om003G113950, Om003G113940, Om003G113960
OG0000456	g5590	Om001G027150
OG0000459	g24036, g47359	Om001G013470, Om001G006630
OG0000461	g49273	Om005G177550
OG0000461	g30720, g1438	Om005G177540
OG0000463	g2833	Om008G355320
OG0000466	g12390	Om005G209820
OG0000467	g10969, g40576, g47280, g1996, g17461	Om003G122490, Om001G002790, Om008G358800
OG0000468	g19139, g11288	Om006G252980
OG0000468	g37303	Om008G332830
OG0000471	g50496	Om007G289290
OG0000472	g46683, g46681	Om003G097580, Om003G097570, Om007G316650, Om007G316670
OG0000473	g37725	Om008G319530
OG0000475	g45250	Om005G227990, Om005G225920, Om005G225910
OG0000476	g10073	Om006G240140
OG0000478	g3013	Om002G080510, Om002G080540
OG0000478	g40973, g23602	Om002G083030, Om002G082030, Om002G082020, Om002G083000, Om002G083010
OG0000479	g18810, g628, g11791, g41679, g14264, g36314, g53858, g24386, g32835, g4064, g11712, g1723, g36870, g11491, g53190, g16451, g4973, g676, g32736, g16652, g32735, g43328, g16252, g1726, g675, g14203, g53189, g43055, g11492, g11790, g16450, g34706, g4412, g8720, g35870, g14638, g35997, g35176, g36253, g53800, g8730, g8230, g46612, g30242, g16062, g16530, g16521, g16545, g16225, g4501, g35451, g25806, g26135, g52560, g4349, g41863, g52895, g26134, g33554, g21456, g34817, g16539, g4348, g34460, g4418, g35450, g53314, g37785, g36225, g16601, g16253, g16348, g15568, g35177, g34705, g4411, g8231, g8218, g8731, g36254, g28959, g46613, g14637, g51816, g4434, g14618, g34358, g35313, g35036, g53802, g43056, g46614, g28958, g22614, g16266, g35912, g16346, g4433, g14204	Om007G308100
OG0000481	g40945	Om005G223420, Om002G062340
