Orthogroup	Cochlearia_excelsa	Erysimum_linariifolium
OG0000333	g53249, g39412, g4227, g43018, g32949, g3181, g42744, g42445, g16460, g3741, g24197, g49051, g36728, g26766, g26778, g15045, g3628, g22176, g6961, g42781, g29252, g23372, g28211, g40613, g51000, g13884, g2578, g27902, g17443, g26178, g41596, g13539, g6960, g19404, g46297, g7215, g4543, g3306, g53248, g53827, g22007, g32711, g32820, g14954, g41617, g20820, g53877, g22374, g17837, g41918, g28248, g25797, g53471, g32977, g26777, g39941, g16752, g18761, g32510, g4542, g32717, g31366, g44162, g36208, g43486, g29250, g44946, g7011, g4620, g17251, g13032, g47416, g31927, g32716, g45165, g33361, g53868, g32571, g43505, g43507, g32751, g52823, g26170, g53370, g52957, g16591, g14056, g33104, g15984, g51894, g10878, g41627, g8171, g30239, g2579, g3730, g14438, g42444, g53472, g45166, g25231, g36209, g28249, g26767, g52394, g3473, g33028, g4058, g22175, g33247, g33278, g33020, g52700, g52378, g52393, g43595, g14762, g15044, g48251, g26679, g3627, g4292, g49143, g36729, g53620, g3182, g3341, g32715, g14439, g43514, g36946, g43237, g34928, g34777	El006G305980
OG0000334	g2329	El001G024470
OG0000334	g37230	El006G292570
OG0000334	g16596	El001G002940
OG0000335	g27709	El002G126300
OG0000336	g44586	El004G225060
OG0000336	g17997, g17998	El004G225040
OG0000336	g31719	El002G101750
OG0000336	g44587	El004G225030
OG0000338	g31209, g27091, g31190, g27095	El004G205930, El004G205250, El002G092400, El002G092490
OG0000339	g52289	El006G282150
OG0000340	g38215	El006G285360
OG0000342	g43783	El003G192910
OG0000344	g10089	El001G051870
OG0000344	g10092, g10980	El007G357010, El001G051950, El001G051990, El001G044330, El001G051920
OG0000345	g51206	El002G096170
OG0000347	g12309	El005G267560, El005G247550
OG0000348	g24671, g43329, g4284, g43830, g53724	El003G159600, El003G182960
OG0000349	g18231	El003G146500
OG0000349	g13748, g13750	El004G214430, El004G214420, El004G214440
OG0000350	g32411	El002G115770
OG0000351	g45239	El007G329340
OG0000351	g45238	El002G121570
OG0000352	g31677	El006G309450, El004G201170, El004G201120, El003G185340, El007G358620
OG0000353	g32289	El001G081410
OG0000353	g3	El007G351070
OG0000353	g31395, g44060	El006G315280, El002G120920, El006G285880, El006G321000, El004G194250, El002G123910
OG0000355	g24488, g24484, g24489, g47089, g47088, g38275	El003G173970
OG0000355	g38274	El004G217540, El004G217530
OG0000356	g35508, g18523, g37782, g4812, g4800, g4814	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	g49447, g30863, g26927	El002G086200, El001G072530
OG0000358	g29557, g39719	El007G359240, El001G072540
OG0000358	g45514	El001G072550
OG0000360	g9656	El007G323130
OG0000361	g7378	El005G247030, El005G247020
OG0000361	g50704	El001G078140
OG0000362	g43847	El004G212950
OG0000362	g31636	El002G100150
OG0000364	g16505, g24639, g16374, g23229	El004G211570
OG0000368	g16342	El003G144810, El003G144790
OG0000368	g47982	El004G215830, El003G144770, El003G144760
OG0000368	g47983	El003G144750
OG0000369	g1291, g2920	El007G331100, El001G015190
OG0000369	g49585	El001G011880, El001G013250
OG0000370	g23768	El002G101070
OG0000370	g47536	El001G014550, El003G159300, El003G159280
OG0000371	g7650, g11474	El002G111190, El006G280660
OG0000371	g3821	El006G280650
OG0000372	g17100, g17096, g17097, g17099	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780
OG0000376	g14641, g23525	El001G045790
OG0000377	g41000	El004G200550
OG0000379	g41816	El003G186470, El006G311540
OG0000380	g41044	El004G208570
OG0000380	g40880	El004G197800
OG0000382	g25452	El001G002380
OG0000382	g41120	El004G208350
OG0000382	g31165	El002G091920
OG0000383	g50490	El002G114400, El002G114390, El002G114430
OG0000386	g2365	El001G023900
OG0000386	g10579	El001G040470, El001G040480
OG0000387	g37493, g37492	El006G285610
OG0000387	g50869	El006G285490
OG0000390	g35026, g34348, g34350, g28458, g28439, g35303	El007G338360, El002G104620
OG0000390	g6787	El005G257120
OG0000391	g27516	El002G107420
OG0000392	g2587	El003G176130
OG0000392	g11364	El003G176120, El003G176430
OG0000396	g10425	El001G043390
OG0000396	g4323	El001G043470, El001G043530
OG0000398	g12228, g12223	El005G249610
OG0000398	g27985, g54333	El005G249600, El002G140190
OG0000400	g50668	El003G160990, El006G281540
OG0000402	g478, g43406, g12782	El004G203740
OG0000402	g14418	El006G281800
OG0000403	g44123	El004G201290
OG0000403	g44131, g44135, g17396	El004G200670
OG0000404	g51571	El001G023000, El006G294700, El005G247060
OG0000406	g5012, g5008	El001G063970
OG0000406	g12661	El005G237360
OG0000408	g50999	El006G316660, El006G316640
OG0000408	g51011	El006G311690
OG0000409	g49864	El006G302510, El005G258640, El003G189770, El007G337460, El002G084720, El005G261050, El003G167680
OG0000411	g13575	El005G270540
OG0000411	g23976, g17311	El003G163700
OG0000412	g28489	El007G337740
OG0000412	g47623	El003G157090
OG0000412	g36484	El002G135360
OG0000412	g11899	El005G258570
OG0000413	g12238	El003G158150, El007G335400
OG0000414	g50367	El002G110530
OG0000415	g4813, g4802	El001G069430
OG0000416	g37911	El006G300650, El006G300480
OG0000416	g49506, g50636	El006G316630
OG0000420	g23784	El006G289320
OG0000420	g13846	El003G153940, El003G153780, El003G191940, El003G191980, El003G184480, El003G193530
OG0000421	g46706	El003G188880
OG0000421	g53730, g46707	El003G188870
OG0000422	g49629, g49628	El002G092300
OG0000422	g27081	El002G092290, El002G127460
OG0000423	g12212	El004G224830
OG0000423	g27989, g54339	El005G250010, El002G139960
OG0000424	g39649	El001G004240
OG0000425	g13131	El005G247780
OG0000426	g14467	El003G180620
OG0000427	g43972, g18058, g26185	El004G232020
OG0000429	g598	El001G052920
OG0000429	g45564, g29450	El001G070450
OG0000429	g23276	El003G150450
OG0000430	g6127	El005G273810
OG0000431	g44045	El004G203320
OG0000431	g27100	El002G092990
OG0000431	g31232	El002G092980
OG0000432	g39358	El007G340870
OG0000432	g23688	El003G157860
OG0000433	g18132, g16748	El007G341310, El004G212820, El004G212680, El003G142960
OG0000433	g44024, g44018	El004G205710, El004G205510, El004G205720, El001G047980
OG0000436	g39339, g1080	El003G158230
OG0000437	g16334	El002G121450
OG0000437	g16330	El002G121680, El002G121530
OG0000437	g18485	El002G121500, El002G121510
OG0000437	g32687	El002G121440
OG0000438	g40411	El001G006030
OG0000438	g23955	El003G163050
OG0000439	g2023	El001G031050
OG0000439	g51246	El006G301030
OG0000440	g12773	El005G237700
OG0000440	g36390	El005G237740, El005G237730
OG0000441	g12084, g12086, g12087, g12083	El005G253210
OG0000441	g12089	El005G253180
OG0000446	g353	El007G328120
OG0000446	g27266	El002G098330
OG0000447	g7121	El005G251460
OG0000447	g50489, g32357	El002G114360
OG0000448	g40670	El007G365940
OG0000448	g10911	El007G365930
OG0000449	g19571	El001G015080
OG0000449	g1293, g28780, g41309	El007G331050
OG0000449	g19572	El001G015070
OG0000449	g41304	El007G331060
OG0000452	g47740	El007G350560
OG0000452	g47741, g47742, g23417	El003G152790, El003G152800
OG0000453	g54240	El001G015610
OG0000453	g17376	El006G308830
OG0000454	g890	El007G357850, El007G340800, El007G340780
OG0000457	g28417, g28418	El003G190300
OG0000459	g24037	El003G185370, El003G179210, El003G164990, El001G048170, El001G047570
OG0000461	g51663	El006G292580
OG0000461	g49273	El002G082410
OG0000461	g30720, g1438	El002G082400
OG0000462	g36218, g36226, g36221	El003G187420
OG0000462	g6231	El001G066140
OG0000466	g12390	El004G219990
OG0000468	g19139, g11288	El001G025490
OG0000468	g37303	El006G291120
OG0000471	g50497	El002G114920
OG0000471	g50496	El002G114900, El002G114910, El002G114950, El002G114940
OG0000472	g46683, g46681	El003G190770
OG0000472	g18100	El003G190760
OG0000473	g37725	El006G280460
OG0000475	g45250	El004G196420, El004G202070, El004G196500, El004G196450, El004G196490
OG0000476	g10073	El001G052880
OG0000478	g3013	El002G141170, El002G141110
OG0000478	g40973, g23602	El004G213430, El005G274060, El005G274050, El001G003150
OG0000479	g4972	El007G355950
OG0000481	g24644	El003G177200
OG0000482	g46747, g18097, g18041, g44922, g44926, g41800	El003G187400, El004G217160
OG0000483	g39375	El007G336760
OG0000487	g12606, g30872, g12810, g7774, g7765	El006G298580, El005G239000, El002G086490
OG0000489	g44791, g44879, g17389, g25525	El001G004350
OG0000493	g41962	El006G308100
OG0000497	g11659, g23500	El001G051880
OG0000497	g13548	El001G048830
OG0000498	g28420, g918	El007G339720
OG0000498	g23591	El003G156150
OG0000499	g24192	El003G168300
OG0000500	g11013	El007G362310
OG0000500	g18472	El007G362390
OG0000501	g32899	El002G124350
OG0000501	g2874	El001G015680
OG0000503	g17492	El003G182900, El003G182860, El003G182910, El003G190650
OG0000504	g37317	El001G080270
OG0000504	g13045, g12397, g7487	El005G244670
OG0000505	g10041	El001G053560, El001G053720, El001G053900
OG0000506	g29695	El001G076020
OG0000506	g13576	El004G223710
OG0000506	g44625, g16494, g45982	El004G223700
OG0000507	g16066, g16061	El001G065860, El001G065850
OG0000508	g37276	El001G035030
OG0000509	g24336	El003G171030
OG0000510	g44132, g41019, g41018	El004G201010
OG0000510	g44133	El004G200990, El004G200980, El004G201000, El004G200950, El004G200930, El004G200920
OG0000511	g17679	El003G173660
OG0000511	g40900	El004G198000
OG0000512	g17267	El003G161870
OG0000512	g23904	El003G161830
OG0000512	g24586, g23899, g23901	El005G278610, El005G278600
OG0000512	g23902	El003G161820
OG0000513	g19186	El001G024240
OG0000513	g2921	El001G015200
OG0000514	g6742	El005G258100
OG0000515	g54384	El002G141390
OG0000520	g1879	El007G355250, El001G032970
OG0000521	g32883, g27873	El002G124400
OG0000521	g40242	El001G010450
OG0000522	g50671, g32646	El002G120450
OG0000522	g50679	El002G120470, El002G120480, El002G120460
OG0000523	g1822	El001G033890
OG0000524	g12430	El005G243280
OG0000525	g46461	El004G231940
OG0000525	g36635	El002G138890
OG0000526	g2744	El001G017270, El001G017260
OG0000526	g19502	El001G017250
OG0000529	g802, g14403	El001G057940
OG0000529	g3117	El001G013150, El001G013100, El001G013120
OG0000530	g29147, g29150, g29148	El001G063850
OG0000532	g12455	El005G269830, El007G366130, El001G018890, El001G018810
OG0000533	g18305	El003G142670
OG0000535	g10730	El001G037150
OG0000535	g1517	El001G037140
OG0000537	g45190	El001G004010
OG0000537	g7589	El005G242790
OG0000538	g52123	El006G285250
OG0000539	g8	El007G321890
OG0000540	g51164	El006G303420
OG0000540	g51161, g51163	El006G303430
OG0000541	g46875	El006G303710
OG0000542	g5064, g45719	El001G065210
OG0000543	g50674, g6257, g6276, g3083, g6273, g6259, g38385	El006G316900, El004G207440
OG0000545	g44484	El004G227580
OG0000546	g6101	El005G274410, El005G274380, El005G274350, El005G274360, El005G274370
OG0000547	g45202, g45181	El001G007180
OG0000547	g32583	El003G144660, El007G358860
OG0000551	g206	El007G325660
OG0000551	g5442	El001G072190
OG0000552	g2664, g24348, g37712, g50813	El002G108750
OG0000553	g32710	El002G122120
OG0000553	g32707	El002G122090
OG0000554	g44179	El003G161340
OG0000554	g40964	El004G199370
OG0000555	g25667	El001G006440, El001G006420, El001G006400, El002G132040
OG0000556	g11687	El005G268380
OG0000557	g1926	El001G031980
OG0000557	g18838	El001G031990
OG0000557	g52194	El006G283870
OG0000558	g45137, g6394, g37094, g37077, g37420	El004G218510, El004G215510, El005G270050
OG0000559	g5764	El001G080000
OG0000560	g28744, g39227	El007G331600, El007G331590
OG0000561	g9727	El004G230080, El007G325210
OG0000561	g186, g185	El007G325200
OG0000562	g12524, g12903	El005G240840
OG0000562	g29300, g5178	El001G066850
OG0000562	g4833	El001G051040
OG0000564	g54035	El003G151240
OG0000564	g54031	El003G183160
OG0000565	g18012	El001G066430, El007G339140
OG0000566	g41560	El001G059810, El002G122870, El002G120910, El002G120890
OG0000566	g41399	El001G059490
OG0000566	g720	El001G059500
OG0000567	g13274	El005G253790, El005G253770, El001G069460, El001G069470
OG0000570	g7906	El005G236220
OG0000570	g9919	El007G329730
OG0000571	g830	El007G330150
OG0000571	g31103, g31105	El002G090790, El002G090800
OG0000574	g21420, g15759	El007G351380
OG0000578	g31250	El002G093390
OG0000578	g44098	El004G201790
OG0000578	g49727	El002G109780
OG0000579	g23738	El003G192870, El007G340860
OG0000581	g13025, g2527, g7507	El005G244430
OG0000582	g797	El001G058060
OG0000582	g40099	El006G306650
OG0000583	g39847	El002G088500, El006G301100
OG0000584	g11067	El007G360170, El007G360210
OG0000584	g23547	El003G155370
OG0000585	g51449, g37082, g7149	El006G296810
OG0000586	g18462	El007G356130
OG0000587	g45222	El001G001680
OG0000587	g50800	El006G281050
OG0000588	g12159	El005G251300
OG0000588	g51276, g52074	El006G286410
OG0000588	g54285	El002G138330
OG0000589	g1289, g41302	El007G331140
OG0000589	g2922	El001G015220, El001G015210
OG0000590	g7700, g53288	El005G240490
OG0000590	g12549	El002G084540, El001G046970
OG0000591	g16963	El003G151850
OG0000591	g31850	El002G103710
OG0000592	g6901	El005G255230
OG0000592	g50029, g27399, g31749	El002G102180
OG0000593	g13347	El003G183860
OG0000594	g41553, g11391	El001G017870
OG0000594	g19467	El001G017900
OG0000595	g19605	El001G012760
OG0000595	g17977	El001G058080
OG0000596	g39380	El007G337050
OG0000597	g39867	El006G301710, El006G301370
OG0000599	g45075, g40165	El004G213590
OG0000599	g44332, g188, g37985, g4867, g17314, g18218, g1440, g45076, g29210, g7891, g50678, g12698, g46332	El001G053770
OG0000600	g17007, g23476	El003G154330
OG0000601	g5112, g45694	El001G065960
OG0000601	g16898	El003G189040
OG0000602	g5741	El001G079540
OG0000602	g19206	El001G023830
OG0000602	g12391, g7465, g13062	El005G245050
OG0000603	g14003	El001G045550
OG0000604	g18739	El006G280200
OG0000605	g44550	El004G226470
OG0000605	g46113	El004G226450
OG0000605	g46114, g44551	El004G226460
OG0000606	g54263, g36563	El002G137160
OG0000607	g6843	El005G256430
OG0000607	g23142	El003G148580
OG0000608	g2125	El001G029190, El007G366220
OG0000609	g27801	El006G297030
OG0000613	g12753	El005G236630
OG0000613	g46730	El003G188050
OG0000613	g932, g18086	El007G338900
OG0000614	g5483, g5477, g5478, g5481	El001G072980, El001G052060
OG0000615	g47953, g22949, g18248	El003G146000
OG0000616	g2352	El001G024030
OG0000617	g39480	El001G001050
OG0000618	g46462	El004G231950
OG0000618	g23624	El003G156630
OG0000619	g38064	El006G293360, El006G293330
OG0000619	g19197, g2358	El001G024020
OG0000620	g27410, g50047	El002G132960, El002G102710
OG0000620	g44549, g46124	El004G226590
OG0000621	g25662	El001G005840, El001G005850
OG0000621	g46831	El003G184960
OG0000626	g44259	El004G195860
OG0000627	g23678	El004G216800, El004G216700, El003G157670
OG0000628	g46398	El004G231200
OG0000628	g11992, g13318	El005G256040
OG0000632	g18715, g1892, g37597	El001G000130, El001G032630, El003G179670
OG0000633	g31589	El002G099360
OG0000633	g9749	El001G047050
OG0000634	g50687, g39240	El007G331850, El007G331840
OG0000635	g51197, g37897	El006G302380
OG0000635	g39933	El006G302520
OG0000635	g51257, g39835	El006G316770
OG0000636	g45438	El001G076360
OG0000636	g29704	El001G076340, El001G076350, El001G076330
OG0000638	g23088, g23092	El004G202730, El005G262730
OG0000640	g44684, g44686	El002G105140
OG0000640	g2580	El001G020470
OG0000641	g13399	El005G260170
OG0000641	g11856, g11857	El005G260180
OG0000642	g46703, g46704	El003G189020, El003G189010
OG0000642	g37779	El003G189030
OG0000645	g24549, g47041	El003G175320
OG0000646	g10368	El001G045010
OG0000646	g12697	El005G236080
OG0000648	g18725, g18726, g18727, g18724	El001G034950, El006G289710, El001G007600
OG0000649	g53982	El002G125830
OG0000649	g46253	El004G228960
OG0000650	g43973	El007G364410
OG0000652	g484, g485, g9960	El001G056710, El001G056700, El001G056690
OG0000653	g740	El001G059180
OG0000658	g10133, g4789	El001G042420, El001G024540, El001G049910
OG0000660	g27009	El002G089950
OG0000660	g2820, g11418	El001G016140
OG0000660	g39246	El007G332040
OG0000662	g5081	El001G065510
OG0000662	g6216, g7879	El005G236530
OG0000663	g32229	El002G112430
OG0000663	g44869	El004G218530, El004G218540
OG0000664	g6063, g6054	El005G249750
OG0000665	g1443	El001G041390
OG0000669	g52160, g37530	El006G284700
OG0000669	g13190	El005G249520
OG0000669	g10812	El001G036140
OG0000671	g28292, g22608, g22602, g46709	El003G188730, El003G188630
OG0000672	g37974	El006G297080
OG0000672	g32394	El002G115210
OG0000673	g38393	El006G317280, El006G317320
OG0000674	g30793	El002G084490, El001G044880
OG0000674	g50833, g37733	El006G280250
OG0000674	g39558	El001G002840
OG0000675	g31625, g49954, g51289	El002G100000
OG0000676	g46133, g44537	El002G102840
OG0000677	g50336	El002G110080
OG0000678	g1972	El002G118650, El002G118660, El002G118590, El002G118640, El002G118610, El002G118600, El002G118570
OG0000685	g47697	El003G153470, El003G153890
OG0000685	g23710	El003G158250
OG0000687	g17578	El003G171090
OG0000687	g37589	El006G283280
OG0000687	g18804	El001G032400
OG0000688	g1520, g1518	El001G037310, El001G037320
OG0000689	g40273, g32732	El001G009730, El002G122220, El002G107950
OG0000692	g18931	El001G030390
OG0000692	g1998	El001G030400
OG0000693	g19066, g19065	El001G026960
OG0000693	g37337	El006G289890
OG0000694	g50998	El006G316670
OG0000695	g17988	El002G130860
OG0000695	g41726, g6247, g40992	El004G200270, El004G200410, El004G200400, El004G200430, El004G200440
OG0000696	g36560, g13252, g28014, g54257	El002G099320
OG0000697	g36466, g36467	El001G062140, El002G135100, El001G006570
OG0000698	g47464	El004G220840
OG0000699	g37307, g38113	El003G185200
OG0000700	g37868, g37867, g37860	El006G304090, El006G304100, El006G304120, El006G304110
OG0000702	g45660, g29306	El001G067010
OG0000702	g10477	El001G042500
OG0000702	g7936	El005G235390
OG0000703	g29827	El001G078990
OG0000703	g2392	El001G023490
OG0000704	g17405, g24115	El003G166220
OG0000704	g11010	El007G362440
OG0000706	g587	El001G053400, El001G053410
OG0000706	g9735	El007G325440
OG0000707	g44848	El001G021050
OG0000708	g27159	El002G094850
OG0000709	g29021	El001G062910
OG0000710	g31477	El002G097440
OG0000713	g28782	El007G331020
OG0000714	g41820	El004G216430, El004G216550
OG0000715	g25621, g25619, g25607, g25625, g25606, g25629, g25632, g25605	El001G006110, El001G006090, El001G006100
