Orthogroup	Cochlearia_excelsa	Aethionema_saxatile
OG0000540	g51164, g37885, g51161, g51163	As006G128870, As006G128860, As006G128850
OG0000541	g51136	As006G128960, As006G128940
OG0000542	g5064, g45719	As009G202020
OG0000544	g30920, g30919	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120
OG0000545	g44484	As010G238530
OG0000546	g6101	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980
OG0000550	g19237, g11324	As006G144690
OG0000551	g9748, g206	As005G117770
OG0000551	g5442	As002G053470
OG0000552	g2664, g24348, g37712, g50813	As012G288190, As005G099880, As007G159560, As003G061630
OG0000553	g50718	As003G063010
OG0000553	g32710	As003G063020, As003G063040
OG0000553	g32707	As003G063070, As003G063050
OG0000554	g40964	As007G157590
OG0000554	g28219, g36991	As003G065060, As004G082630
OG0000555	g25667	As003G067180
OG0000557	g1926, g18838	As012G286190
OG0000557	g1927	As005G102360
OG0000559	g5764, g45334, g11485, g24218	As005G107810
OG0000560	g28744, g39227	As005G115530
OG0000560	g30866	As008G196260, As008G196230
OG0000561	g9727, g186, g185	As005G118160
OG0000562	g12524, g12903	As006G139230
OG0000562	g29300, g5178	As009G200380
OG0000562	g4833	As009G205610
OG0000563	g2642	As007G152350
OG0000564	g54035, g54031	As007G177230
OG0000565	g18012	As010G233050
OG0000566	g41560	As011G250840
OG0000567	g13274	As012G274310
OG0000570	g7906	As006G135060
OG0000570	g9919	As009G217810
OG0000571	g830	As005G113940
OG0000571	g31103, g31105	As008G191230
OG0000572	g45954, g44613	As010G240060
OG0000572	g17535	As010G240020, As010G240030, As010G240050, As010G240010
OG0000578	g31250	As008G187240
OG0000578	g44098	As001G020350
OG0000579	g887, g41228, g28384	As002G044410
OG0000579	g23738	As004G098040
OG0000582	g797	As005G113410
OG0000582	g40099	As006G130460
OG0000583	g39847	As006G127330
OG0000584	g26911, g11067	As006G124400
OG0000584	g17039, g23547	As001G000400
OG0000585	g32425, g51449, g37082, g7149	As012G275350
OG0000586	g18462	As004G082960
OG0000587	g45222	As006G122410
OG0000587	g50800	As005G100170
OG0000588	g12159	As011G247080
OG0000588	g51276, g52074	As005G104750
OG0000588	g54285	As012G269820
OG0000589	g1289, g41302	As005G114800
OG0000589	g2922	As010G224800
OG0000590	g7700, g53288	As006G138710
OG0000590	g12549	As008G197660
OG0000592	g6901	As011G250170
OG0000592	g50029, g27399, g31749	As010G239910, As007G154690
OG0000593	g25928	As008G192880, As010G241820, As010G241840
OG0000594	g41553, g11391	As010G222860
OG0000595	g19604	As010G226120, As010G226090
OG0000595	g19605	As010G226140
OG0000596	g39380	As010G227450
OG0000600	g17007, g23476	As001G001180
OG0000600	g13897	As011G266450
OG0000601	g5112, g45694, g7907	As009G201050, As006G135040
OG0000601	g16898	As001G027850
OG0000602	g19206	As012G276820
OG0000602	g12391, g7465, g13062	As002G034860
OG0000604	g11148, g37743	As005G099260
OG0000605	g44550	As010G239470
OG0000605	g46113	As010G239480
OG0000606	g54263, g36563	As012G270700
OG0000607	g6843	As011G251140
OG0000613	g12753	As006G135470
OG0000613	g46730	As006G132250
OG0000613	g932, g18086	As002G045780
OG0000615	g47953, g22949, g18248	As003G072430
OG0000616	g37198, g19196	As012G277180
OG0000617	g39480	As006G121910
OG0000618	g46462	As010G241950
OG0000618	g49988, g23624	As006G132210
OG0000619	g38064	As006G145810, As006G145800
OG0000619	g19197, g2358	As012G277130
OG0000620	g27410, g50047, g31787, g44549, g46124	As010G239430, As007G154950
OG0000626	g44259	As001G031250
OG0000627	g23678, g47594	As006G134640
OG0000628	g11992, g13318	As003G064150, As011G250810
OG0000629	g19953, g20499, g52982, g10332, g33223, g34035, g35383, g4108, g45112, g4096, g43641, g34576, g33128, g42643, g24439, g34082, g19927, g25889, g35773, g42718, g21396, g42022, g16172, g34754, g16276, g52450, g34757, g33354, g42959, g21454, g48069, g15351, g9243, g52520, g43642, g34769, g52449, g35367, g21240, g24691, g42325, g34038, g34573, g34755, g35785, g48337, g8828, g33585, g42322, g35795, g3403, g42249, g34085, g48070, g4068, g22188, g19922, g30248, g21519, g48068, g48067, g21535, g48047, g30392, g21520, g30393	As010G229270, As010G229250, As004G090580, As003G067260, As007G166860
OG0000630	g31077	As004G077630, As004G077620, As004G077610
OG0000631	g13616, g18068, g53847, g43154, g43139, g9322, g43155, g13701	As012G277780
OG0000631	g52818	As005G118000, As011G255910, As004G089180
OG0000633	g9749	As005G110870
OG0000634	g50687, g39240	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	g51197, g37897, g39933	As006G128210
OG0000635	g51257, g39835	As006G127130
OG0000636	g45438, g29704	As009G212850
OG0000645	g16321, g17740	As001G004340
OG0000646	g10368	As001G027670
OG0000646	g12697	As006G134940
OG0000648	g18725, g18726, g18727, g18724, g24725	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	g53982	As003G066660
OG0000649	g46253	As010G237340
OG0000652	g484, g485, g9960	As009G217160
OG0000658	g10133, g4789	As009G206090, As012G277750, As001G026410
OG0000660	g27009	As008G192800
OG0000660	g2820, g11418	As010G224220
OG0000660	g39246	As005G115310
OG0000661	g51258, g51261, g39834	As010G223120, As006G127120, As006G127080
OG0000662	g5081	As009G201630
OG0000662	g6216, g7879	As006G135390
OG0000663	g44868, g32229	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000663	g44869	As010G229530
OG0000664	g6063, g6054	As011G245420
OG0000669	g52160, g37530	As005G103090
OG0000669	g13190, g10812	As001G022370
OG0000672	g1753, g13730, g23019	As007G157950, As006G146270
OG0000672	g27678, g32394	As004G081100, As011G248400
OG0000674	g30793	As008G197690
OG0000674	g50833, g37733	As005G099330
OG0000674	g39558	As006G123130
OG0000675	g31625, g49954, g51289	As007G152400, As006G126430
OG0000676	g46133, g44537	As010G239230, As007G155100
OG0000677	g50336, g50338	As007G160250
OG0000685	g47697	As001G001340
OG0000685	g23710	As002G032860
OG0000686	g23152, g11460, g47857	As001G012430
OG0000687	g17578	As001G017930
OG0000687	g37589	As005G101960
OG0000687	g18804	As012G286760
OG0000689	g40273, g32732	As007G158860, As003G063160, As004G080020
OG0000692	g18931, g1998, g18930	As005G104580
OG0000693	g19066, g19065	As012G282230
OG0000693	g37337, g51826, g51831, g51825, g51828	As006G143100
OG0000694	g50998	As007G177770
OG0000695	g17988, g10088	As010G239400
OG0000702	g45660, g29306	As009G199960
OG0000702	g10477	As001G026500
OG0000702	g7936	As006G132970
OG0000703	g29827	As002G035150
OG0000703	g2392	As012G276510
OG0000704	g17405, g24115, g11011, g11010	As003G058000
OG0000706	g9735	As005G117900
OG0000707	g44848	As006G138740
OG0000708	g27159	As008G185890
OG0000709	g29021	As009G203840
OG0000714	g46750	As004G077650
OG0000714	g41820	As001G028540
OG0000716	g19482, g46826, g46814	As004G088610, As007G165810
OG0000717	g27487	As010G227840, As010G227810, As007G157130, As004G091870, As010G236660
OG0000718	g7358, g12311, g5854	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	g1290, g28768	As005G114760
OG0000720	g1754	As012G288480
OG0000720	g39542	As006G122970
OG0000721	g6993	As008G197760, As012G274520, As011G248980
OG0000722	g45812	As010G232800
OG0000722	g31518	As008G183090
OG0000723	g18529	As009G205300, As009G205260
OG0000723	g4864	As009G205270, As009G205280, As009G205290, As009G205310
OG0000724	g19102	As012G281700, As012G281680, As012G281690, As012G281640
OG0000730	g10673	As001G023940
OG0000730	g31492	As008G183370
OG0000731	g16643	As001G025190, As001G025200, As001G025210
OG0000732	g23718	As002G032800
OG0000732	g11321	As012G276370
OG0000733	g48909	As002G035910
OG0000733	g26796	As007G178640
OG0000733	g586	As005G110340
OG0000733	g43317, g53596	As004G088840, As002G035920
OG0000734	g41169, g1326, g28342	As002G043480
OG0000735	g28539, g28538	As002G047800
OG0000736	g45529, g29507	As002G053050
OG0000736	g22748	As003G074810
OG0000737	g48007, g38444	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	g51327, g39758	As006G125610
OG0000739	g30842, g49434	As009G216850, As008G197070
OG0000740	g26827	As011G260560
OG0000741	g36715	As012G268430
OG0000742	g20210, g8039, g48784	As295G297840
OG0000742	g19694, g19721, g20008, g19768, g19695, g19984, g19769, g19741	As209G297130
OG0000749	g10608	As008G184000, As001G024820
OG0000749	g32196	As007G161240
OG0000750	g40831	As001G030660
OG0000752	g18564	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	g29481	As002G052450
OG0000753	g53790	As003G064670
OG0000754	g28181	As003G064750
OG0000754	g42720, g42742	As004G082990
OG0000755	g25545, g40463	As004G086160
OG0000756	g18411, g47929, g40941, g18484, g18486, g18410	As004G087220
OG0000757	g37224	As006G146500
OG0000758	g46550	As010G243380
OG0000758	g39816	As006G126420
OG0000759	g1202, g28719	As009G219760
OG0000759	g26999	As008G193030
OG0000760	g51911	As006G142310
OG0000760	g19031, g2152	As012G282830
OG0000762	g5941	As011G266570
OG0000763	g27997, g54354, g36680, g36679	As012G269290
OG0000764	g28045, g28051	As012G271730
OG0000765	g1550, g2438, g2440, g2441	As012G275540, As012G275570, As012G275590
OG0000772	g10410	As002G037440, As001G027110, As001G015580
OG0000773	g44749	As007G160440, As010G232720, As001G027430
OG0000774	g47581	As002G033010
OG0000775	g13099, g7430, g12371, g12372, g45399	As002G035830, As009G214640
OG0000776	g13022, g7512	As009G213010, As002G037060
OG0000778	g29359, g5274, g45617	As002G050230
OG0000779	g17303, g47419	As003G060370
OG0000779	g25661	As004G085410
OG0000779	g25660	As004G085400
OG0000780	g22739	As003G074900
OG0000780	g38506, g29511	As007G180430
OG0000781	g37478, g38223	As004G079650
OG0000781	g37524	As005G103380, As005G103370
OG0000783	g772	As005G113140
OG0000783	g29397	As010G226400
OG0000784	g3089	As010G225950
OG0000784	g28866, g807	As005G113590
OG0000785	g18150	As007G161520
OG0000785	g29776	As009G214360
OG0000786	g432, g9918	As009G217820, As009G217830
OG0000788	g3012	As010G225660, As010G225670, As010G225650
OG0000789	g44317	As010G242960
OG0000789	g13146	As012G267770
OG0000798	g24320, g47203	As001G017630, As003G055740, As004G083120
OG0000799	g50344	As001G021710
OG0000800	g41234	As001G024200, As001G024190, As001G024170
OG0000801	g29782	As002G035990
OG0000801	g29780	As009G214440
OG0000801	g13101	As002G036000
OG0000802	g10953	As004G088660
OG0000803	g47325	As003G058030
OG0000803	g17401	As007G160300
OG0000804	g53817	As004G097150
OG0000805	g17702	As004G096100, As011G254230
OG0000806	g18426	As005G102850
OG0000807	g37537	As005G102950
OG0000807	g7952	As006G139170, As006G133330
OG0000808	g39999	As006G129450
OG0000808	g19564, g2880	As010G224570
OG0000808	g1260	As005G114980
OG0000809	g32151, g50360, g27587	As007G160640
OG0000818	g2629	As010G221920
OG0000818	g47643, g40738	As001G030280
OG0000819	g12365	As002G036020
OG0000819	g29778	As009G214420
OG0000819	g2161	As012G282730
OG0000821	g1309, g1310, g41199, g41184, g41183	As002G043850
OG0000823	g40691, g10891	As004G090360
OG0000823	g47213, g24255	As003G055870
OG0000824	g32658, g27798	As003G062540
OG0000824	g40312	As004G083720
OG0000825	g1837	As012G287570
OG0000825	g52299, g37652	As005G100830
OG0000826	g52166, g37548	As005G102780
OG0000827	g985	As012G278780
OG0000827	g47835, g5823	As005G106720
OG0000829	g45753	As009G203460, As009G203470
OG0000830	g31913, g50129	As007G156440
OG0000831	g27461	As007G156620, As007G156630
OG0000832	g44311, g44310	As008G195870
OG0000833	g13227, g7141, g54293	As011G246960
OG0000834	g6862	As011G250710
OG0000834	g54107	As012G273380
OG0000835	g11975, g6829	As011G251220
OG0000835	g36401	As012G272760
OG0000843	g45127	As001G029790, As001G029800
OG0000844	g7481	As002G034430
OG0000844	g29846, g5767	As005G107840
OG0000846	g18149, g23193	As004G079020, As002G046530, As006G146430
OG0000847	g29549	As002G053580
OG0000847	g219	As005G117570
OG0000848	g49348	As004G078550, As006G122300
OG0000849	g1795	As005G100320
OG0000851	g52005, g2106	As005G105540
OG0000853	g25495	As006G123840
OG0000854	g37834, g40042	As008G191240
OG0000855	g11395, g2757	As010G223210
OG0000855	g340	As009G219120
OG0000857	g14408, g6195	As010G227430, As010G227420
OG0000858	g13482	As011G255880, As011G255860
OG0000868	g45455, g5591, g29666	As009G211830
OG0000868	g12305, g7345, g13126	As006G130700, As002G037910
OG0000869	g47214, g17532	As004G090370
OG0000870	g50492, g50452	As003G068700
OG0000871	g7867	As006G135520
OG0000871	g18093	As004G077790
OG0000872	g39803	As006G126250
OG0000875	g31012	As008G193510
OG0000883	g47886	As001G014390
OG0000883	g7738, g12824, g12583	As006G138050
OG0000884	g32204, g27609	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400
OG0000885	g50244	As007G158480
OG0000885	g17066, g23580	As002G049480
OG0000886	g37044	As004G082110
OG0000888	g11209, g1980, g18951	As012G284780
OG0000888	g52055	As005G104850
OG0000889	g2212, g19095	As005G114990
OG0000890	g2336, g19181	As012G277560
OG0000890	g51643, g32141	As006G146240
OG0000891	g32036, g27518	As007G158460, As007G158450, As007G158470, As007G158440
OG0000892	g602	As009G215030, As009G215020
OG0000893	g523	As009G216470
OG0000900	g49875, g31459, g53611	As001G016830, As001G016840
OG0000901	g2658, g2672, g24339, g17581	As001G017960, As001G018000, As001G017970, As001G017990, As001G017980
OG0000902	g12349	As002G036680, As002G036460
OG0000903	g29451	As002G052040
OG0000904	g23312	As005G118380, As002G052940
OG0000905	g29506	As002G053040
OG0000905	g9730	As005G118090
OG0000906	g29526, g45525	As002G053300
OG0000907	g24176, g17469	As003G057070
OG0000907	g40587, g10964	As004G088350
OG0000908	g22696	As003G075600, As010G234720
OG0000909	g50312	As007G159890
OG0000910	g28799, g28800	As005G114500
OG0000911	g19649	As005G119970
OG0000911	g11359, g19349	As010G220810
OG0000912	g45240, g25475, g39592, g49396	As006G123380
OG0000913	g50285, g44694	As007G159440, As010G233540, As006G125620
OG0000914	g7801	As006G137220
OG0000915	g2397	As012G276470
OG0000915	g37165	As006G145010
OG0000916	g27270	As008G182940, As008G182910
OG0000917	g23320	As008G184260, As008G184270
OG0000918	g46686	As009G205850
OG0000919	g6958	As011G249370
OG0000921	g36381, g36403	As012G272730
OG0000930	g13896	As011G266460
OG0000930	g23477, g17008	As001G001170
OG0000931	g12335	As002G036870
OG0000933	g41220, g28366	As002G044170, As007G165200
OG0000935	g25539	As004G086290
OG0000935	g17365, g24033	As003G059060
OG0000937	g23857	As003G062060
OG0000938	g18138, g22721, g2326, g22720	As003G075080
OG0000939	g18311	As007G181030, As007G181020, As003G075790
OG0000940	g11622	As004G092040
OG0000940	g22969	As004G090050
OG0000941	g24567	As004G095180
OG0000941	g49502, g30936	As008G194780
OG0000942	g24536, g6533, g17723	As011G255350, As004G095350, As005G103580
OG0000943	g12872, g7695, g12546	As006G138940
OG0000943	g4794, g10126	As009G205930
OG0000945	g51875, g41357	As009G202950
OG0000945	g47995	As005G105910
OG0000947	g5091	As009G200880
OG0000947	g12689, g7889	As006G135230
OG0000948	g2220	As012G281630, As010G224740, As010G224730, As006G143570
OG0000950	g4810, g10118, g32990	As009G205820
OG0000952	g37515, g52125	As009G216080
OG0000953	g2592	As010G221250
OG0000954	g6806	As011G251450
OG0000962	g45549	As001G027150
OG0000963	g45314, g5792	As005G107430
OG0000964	g26701, g26717	As002G040430
OG0000965	g7238	As011G245590, As011G255900
OG0000965	g47303	As003G057680
OG0000966	g17414, g47314	As003G057820
OG0000967	g27912	As003G064080
OG0000967	g50234, g27514	As007G158200
OG0000968	g16220	As004G077430
OG0000969	g40498	As004G086960, As004G086930, As004G086940, As004G086920
OG0000969	g40496	As004G086790, As004G086800
OG0000970	g18677, g76, g10717	As005G119400
OG0000971	g12613, g2066	As006G137320
OG0000972	g4838, g18527	As009G205570
OG0000972	g12522	As006G139250
OG0000973	g29080, g41449	As009G204830
OG0000973	g7660, g12501	As006G139760
OG0000975	g31877	As007G155990
OG0000977	g1479, g2807	As010G224030
OG0000977	g2808	As010G224050
OG0000979	g47124, g24424, g24425	As012G274790
OG0000986	g47772	As004G094360, As001G003430
OG0000987	g50608	As001G016180
OG0000988	g29708	As009G212980
OG0000988	g13113	As002G037150
OG0000989	g4496, g3840, g28360, g26454, g37017, g37018	As002G043930
OG0000992	g22703	As003G075530
OG0000993	g13525, g11661, g6390	As004G092920
OG0000994	g39943	As006G128340, As006G128350, As006G128360
OG0000995	g51255	As006G127150
OG0000995	g39837, g49522, g30960	As008G194310
OG0000996	g49550, g31018, g26987	As008G193450
OG0000997	g12610	As006G137380
OG0000997	g31457	As008G184100
OG0000998	g37327, g51789, g2194	As006G143360
OG0000999	g27596	As007G160930
OG0001000	g29281	As009G200600
OG0001001	g51023	As009G214920
OG0001002	g7245	As011G245250
OG0001003	g7061, g12110, g13245	As011G247910
OG0001003	g36579	As012G270560
OG0001004	g51862	As011G266800, As011G266810, As011G266820, As011G266860, As011G266830, As011G266870
OG0001005	g6249, g50592, g43746, g32335, g35536, g4447, g23217, g13771, g45, g6248, g39866, g17234, g22309, g14229, g7499, g24583, g43747, g43333, g22365, g6041, g18397, g53074, g35340, g3827, g53269, g39865, g22366, g4437, g7498, g44072, g22306, g40004, g40181, g24710, g16635, g45185, g15784, g44212, g42186, g10259, g44, g35339, g35084, g35099, g12920, g35535, g46919, g53723, g27835, g36043, g22898, g13772, g23218, g5891, g49886, g35271	As012G278820, As012G274490
