Orthogroup	Cochlearia_excelsa	Eutrema_salsugineum
OG0000112	g28315	XP_024011276.1, XP_024011279.1, XP_024011277.1, XP_024012457.1
OG0000112	g1342, g28314	XP_024012107.1
OG0000113	g53975	XP_024014375.1
OG0000114	g17433	XP_024006571.1
OG0000114	g4924	XP_024011055.1
OG0000115	g39955, g27065, g42081	XP_024013331.1
OG0000119	g52379	XP_024008042.1, XP_024013572.1, XP_024015842.1, XP_024013153.1, XP_024016093.1
OG0000119	g50178	XP_024010311.1, XP_024010843.1, XP_024009910.1, XP_024004523.1
OG0000120	g40996	XP_006392103.1, XP_006392097.1
OG0000120	g32414, g29781	XP_006409474.2, XP_006398920.1
OG0000122	g18088	XP_024014445.1, XP_024014583.1
OG0000122	g1065	XP_024012240.1
OG0000122	g1066	XP_006401346.1
OG0000123	g25911	XP_024013225.1
OG0000123	g44233	XP_006391838.1, XP_006416395.1, XP_006416391.1, XP_006391843.2, XP_006391844.1, XP_006408668.1
OG0000123	g17137	XP_006413192.2
OG0000125	g41348	XP_006400797.1
OG0000125	g2919, g1294, g28781	XP_006400898.1, XP_006418973.1, XP_006418979.1
OG0000125	g39998	XP_006409905.1
OG0000126	g53241, g45978, g37471, g16077	XP_024006495.1, XP_024014536.1
OG0000126	g16084, g27841, g1792, g4332, g27839, g27662, g37157, g53925, g35446	XP_024010260.1, XP_024014515.1, XP_024006138.1
OG0000127	g7513	XP_024014032.1
OG0000129	g1920	XP_024010230.1, XP_024006563.1
OG0000129	g47377	XP_024014159.1, XP_024011248.1, XP_024014041.1
OG0000129	g5087, g26476, g1494, g35945, g4368, g51751, g3127, g11722, g51320, g1921, g2256, g3374, g42741, g26737, g14405, g53475, g1918, g3336, g43831, g14282, g41855, g12267, g27070, g40923, g4461, g2523, g42052, g3187, g38048, g53529, g11392, g4362, g2129, g3232, g26465, g18537, g4327, g18139, g10593, g35776	XP_024014274.1, XP_024013931.1, XP_024009757.1, XP_024010147.1
OG0000129	g28199, g35812, g50657, g17847	XP_024004902.1, XP_024006549.1
OG0000129	g4526, g26706, g4684, g11032, g26785, g24533, g54350, g32853, g17644, g52103, g27870, g4667, g18265, g52232, g27388, g6863, g11123, g6327, g23862, g47169, g27185, g24485, g3423	XP_024004086.1, XP_024007750.1, XP_024006458.1, XP_024014815.1, XP_024013979.1, XP_024009941.1, XP_024008002.1, XP_024013304.1, XP_024010557.1, XP_024013929.1, XP_024013647.1, XP_024011259.1, XP_024009747.1, XP_024009366.1, XP_024009279.1, XP_024004932.1, XP_024013309.1, XP_024011242.1, XP_024014409.1
OG0000130	g26208, g43583	XP_024009728.1
OG0000131	g34673, g32668, g49077, g28772	XP_024013367.1
OG0000132	g32782, g32775, g18438, g27853	XP_024006877.1
OG0000132	g53769, g43756, g15634	XP_024016184.1
OG0000133	g43464, g33594, g43872, g14817, g4106, g26152, g26059, g19681, g53756, g14659, g35132	XP_024007305.1
OG0000135	g51256, g14066, g27772	XP_024012099.1
OG0000136	g43995, g46769, g46768, g46770	XP_006405815.1, XP_024014475.1
OG0000136	g14687	XP_024014367.1
OG0000136	g25040, g25067	XP_006405821.2
OG0000138	g41830	XP_006395271.1
OG0000138	g10345	XP_006395269.1
OG0000138	g10340	XP_006395267.1
OG0000139	g25175	XP_024004032.1
OG0000140	g1248	XP_024011857.1
OG0000140	g28714	XP_024011989.1, XP_024011966.1, XP_024012425.1
OG0000140	g1252	XP_006400992.1
OG0000142	g40020	XP_024003713.1, XP_024003707.1, XP_024003718.1, XP_024003669.1
OG0000142	g51131	XP_006409977.2
OG0000142	g37876, g37875	XP_006409978.1, XP_006409980.1, XP_024003801.1
OG0000143	g3976	XP_024016119.1, XP_024006418.1, XP_024014441.1, XP_024015068.1, XP_024010579.1, XP_024014431.1
OG0000143	g4369, g50433, g35440	XP_024008405.1
OG0000143	g53104	XP_024014702.1
OG0000145	g21338, g26301	XP_024006787.1
OG0000146	g1010	XP_006401461.1
OG0000146	g1011	XP_006401460.1
OG0000146	g1009	XP_006401466.1
OG0000147	g5985	XP_006409094.1
OG0000147	g23426	XP_024005341.1
OG0000147	g1105	XP_024012572.1
OG0000147	g46563	XP_006389820.1
OG0000147	g11547	XP_006419170.1
OG0000147	g6339	XP_006396088.1
OG0000147	g50994	XP_006404985.2
OG0000149	g2887	XP_024009527.1
OG0000149	g1282	XP_006400931.1
OG0000149	g1278	XP_024011593.1
OG0000149	g2888	XP_024009365.1
OG0000150	g11441, g11440	XP_006419033.2
OG0000151	g915, g28415	XP_006401722.1
OG0000151	g17072	XP_024005195.1
OG0000151	g7540	XP_006407751.1
OG0000151	g14078	XP_006409398.1
OG0000151	g28546	XP_006401372.1
OG0000154	g27332	XP_006416851.1
OG0000154	g12277	XP_006407319.1
OG0000154	g7492	XP_006407676.1
OG0000154	g54073, g45315, g5784	XP_006398709.1
OG0000155	g23645	XP_006413094.1
OG0000155	g42046	XP_006391517.1, XP_024007950.1, XP_006391515.2
OG0000155	g47372	XP_024005112.1
OG0000155	g7340	XP_024009272.1, XP_006407382.2
OG0000156	g2802	XP_024010808.1
OG0000156	g52257	XP_024010825.1
OG0000156	g52256	XP_024010761.1
OG0000157	g46122, g12809	XP_006408206.1
OG0000157	g1395	XP_006410257.2, XP_024010220.1, XP_024009977.1
OG0000157	g12640, g6146, g50762, g35294	XP_006416096.1
OG0000158	g51427	XP_006390675.2
OG0000161	g392, g9880	XP_024007354.1, XP_006394457.2, XP_024006771.1
OG0000161	g24222, g24219	XP_024011911.1
OG0000161	g45131	XP_006408194.2
OG0000162	g1914	XP_006395656.2
OG0000162	g26821	XP_024012462.1
OG0000165	g24260	XP_024016201.1
OG0000166	g32988, g18507, g12785, g438, g473, g49225, g30202, g30203, g20814	XP_024014255.1
OG0000167	g24121	XP_006413956.2
OG0000167	g24122	XP_024005579.1
OG0000167	g17408	XP_024004741.1, XP_006413960.1
OG0000168	g43389	XP_024007996.1
OG0000171	g45857	XP_024015929.1, XP_006416080.1
OG0000171	g5177	XP_006417443.1
OG0000171	g29297	XP_024012404.1
OG0000173	g52822, g25282, g31108, g41537, g37373, g50635, g15729, g49146, g17663, g37839, g27055, g49999, g53725, g17352, g17357, g17341, g1801, g25289, g14575, g15732, g18062, g46682, g32984, g45423, g24727, g33298, g51510, g2110	XP_006397382.1
OG0000173	g4808	XP_024004806.1, XP_024010671.1, XP_024010073.1
OG0000174	g4698, g43877, g52305, g16685	XP_024014711.1, XP_024013094.1, XP_024015854.1, XP_024006545.1
OG0000174	g26585, g53787, g43917	XP_024016025.1
OG0000175	g6044, g13998	XP_006409243.1
OG0000175	g23036	XP_006409399.1
OG0000175	g47947	XP_006412039.1
OG0000176	g27714	XP_006415425.1
OG0000180	g13531	XP_006404944.1
OG0000181	g16615	XP_024004085.1
OG0000183	g45042	XP_024013677.1, XP_024014473.1
OG0000183	g3712, g43268, g11496, g11193	XP_024016526.1
OG0000184	g10990, g27914	XP_024014585.1
OG0000184	g52236	XP_024007751.1
OG0000184	g35463, g48936	XP_024005307.1
OG0000185	g40049, g47161, g26166	XP_024016314.1
OG0000185	g35118, g49472, g24428, g49019	XP_024009937.1
OG0000186	g16331	XP_024004101.1, XP_024010268.1
OG0000186	g1666	XP_024016126.1
OG0000186	g16333	XP_024011103.1
OG0000187	g35037	XP_024004605.1
OG0000188	g35312, g35871	XP_024014319.1
OG0000188	g22947, g53961, g41391, g174, g25074, g51854, g53385	XP_024004132.1, XP_024006500.1
OG0000188	g34418, g16603, g52966, g34813	XP_024006852.1, XP_024013198.1, XP_024013314.1, XP_024014220.1, XP_024009962.1, XP_024010234.1
OG0000188	g53386, g35584, g43664, g43835, g35453, g52963, g16455, g32833, g16453, g16606, g14262, g4421, g4066, g33383, g41867, g34261, g35243, g35800, g52562, g30246, g22183	XP_024009392.1
OG0000190	g40442	XP_006396688.1
OG0000190	g45173	XP_024010194.1, XP_006396684.1
OG0000192	g50736, g31972, g36879, g31976	XP_006416321.2
OG0000195	g40143	XP_006408585.1
OG0000195	g18117	XP_006405835.1, XP_006391396.1
OG0000196	g40674	XP_006418015.2
OG0000196	g27686	XP_006415505.2
OG0000196	g32383	XP_006415606.2
OG0000197	g18526, g7663	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1
OG0000200	g27759, g27721, g49523	XP_024016187.1, XP_024010305.1, XP_006397124.1, XP_006396952.1, XP_024010284.1
OG0000201	g6534, g11758	XP_006406033.1, XP_024014915.1
OG0000201	g11846	XP_006406221.2, XP_006406220.1, XP_006406218.1, XP_006391352.1
OG0000202	g27177	XP_006406160.1, XP_024014950.1
OG0000202	g10880	XP_024012507.1, XP_006400938.2, XP_024009330.1
OG0000204	g11805	XP_006406140.1
OG0000204	g36933	XP_024014985.1
OG0000205	g53988	XP_024006540.1, XP_024006299.1, XP_024006462.1
OG0000206	g13752, g51222, g23924, g6223	XP_024005273.1
OG0000206	g37934	XP_024006442.1, XP_024006834.1, XP_024003977.1, XP_024006206.1
OG0000206	g11812, g6224	XP_024006280.1
OG0000207	g4045	XP_024009484.1
OG0000208	g19610	XP_006404465.1
OG0000208	g6217, g6207	XP_006411750.1
OG0000208	g1632	XP_006405739.1, XP_006405740.1
OG0000210	g28290	XP_024015969.1
OG0000213	g46059, g46056	XP_006390568.1
OG0000213	g7432	XP_024015047.1
OG0000213	g28220	XP_024014309.1
OG0000213	g38464	XP_024013862.1
OG0000214	g36825, g36830	XP_006398075.1
OG0000215	g46380, g31873, g44183, g31839	XP_024016358.1
OG0000216	g53737	XP_024009180.1
OG0000216	g47412	XP_024004517.1, XP_024004516.1
OG0000217	g31539, g1718	XP_024004887.1, XP_006392295.2
OG0000218	g25893, g10793	XP_006395885.1, XP_006395886.1
OG0000219	g13335, g45479, g28368	XP_006391444.1
OG0000219	g46873	XP_006410035.1
OG0000219	g311	XP_006394298.1
OG0000219	g18634	XP_006394299.1
OG0000220	g14029	XP_006392123.1
OG0000221	g22946, g6183, g17356	XP_024005026.1
OG0000222	g2261, g45344, g10741, g44563, g51060, g5898, g28476, g32750, g41189, g41204	XP_024010605.1
OG0000224	g46370	XP_006390080.1
OG0000224	g40852	XP_006412567.1, XP_024015991.1
OG0000225	g27682	XP_006415569.1
OG0000226	g11864	XP_024008728.1
OG0000228	g44677	XP_006390832.1
OG0000230	g46235	XP_006390972.1, XP_006405181.1
OG0000230	g44426	XP_006390266.1, XP_006390265.1
OG0000231	g13807, g46733	XP_006402171.2, XP_006405728.2
OG0000231	g18039	XP_006391509.1
OG0000233	g53346, g43307, g27732, g16269, g19533, g14957, g52369, g43031, g35549, g48287, g53347, g1483, g14787, g26102, g3184, g53946, g26599, g34930, g48282, g35561, g16294, g33166, g33170, g33200, g34779, g16144, g6202, g26600, g16293, g32898, g33199, g4655, g25229	XP_024016558.1, XP_024013534.1, XP_024004135.1, XP_024014514.1
OG0000233	g53753, g43144, g15838	XP_024010264.1, XP_024010263.1
OG0000234	g19127	XP_006403491.1
OG0000234	g19128	XP_006403492.1
OG0000234	g2235	XP_006403493.1
OG0000234	g51765	XP_006411161.1
OG0000234	g29346	XP_006399852.1
OG0000234	g19126	XP_006403489.1
OG0000235	g27763	XP_006415272.2, XP_006410830.1
OG0000235	g6133, g39573, g39563, g2100, g6386, g39569, g6136, g6130	XP_006406824.1, XP_006406823.1, XP_006406760.1
OG0000236	g13483	XP_024014966.1
OG0000236	g11672	XP_024011487.1
OG0000237	g33179, g33208	XP_024011339.1
OG0000237	g52606, g16443	XP_024015085.1, XP_024016305.1
OG0000238	g32890, g4077, g7032, g2311	XP_024003652.1
OG0000238	g22405, g22409, g22252, g25326	XP_024014198.1
OG0000238	g53046, g52809, g4078, g32889, g53047, g27354, g2143, g27482	XP_024008028.1, XP_024009606.1
OG0000239	g51324	XP_024003985.1
OG0000240	g26214, g10490, g22460	XP_024007588.1, XP_006407514.1
OG0000240	g24726	XP_024005057.1, XP_024010219.1, XP_006396981.1
OG0000242	g14258	XP_006409559.1
OG0000242	g31494	XP_006417058.1
OG0000242	g31496, g31497, g31498, g31499	XP_024008759.1
OG0000244	g17320	XP_006413726.1, XP_006396665.1, XP_006396664.1, XP_006413727.1, XP_024010083.1
OG0000246	g25834	XP_024006498.1, XP_024009339.1, XP_024014050.1, XP_024009186.1
OG0000248	g41086, g41090, g41083	XP_024016821.1
OG0000249	g51603	XP_006410850.1
OG0000249	g37185	XP_006410852.1
OG0000251	g26634	XP_024013204.1, XP_024007914.1
OG0000253	g30425, g30424, g30421, g30418, g21279, g20461	XP_024014692.1
OG0000254	g6897	XP_024004170.1
OG0000254	g1607	XP_006412559.1, XP_024015022.1, XP_006412107.2
OG0000256	g51896, g51897	XP_006393554.2
OG0000256	g50554	XP_006393540.1, XP_024006523.1
OG0000257	g36491, g31669, g24015, g11568	XP_006414877.1
OG0000258	g39309	XP_006401223.1
OG0000258	g16641	XP_006395567.1, XP_006395568.2
OG0000261	g53714, g14389	XP_024010569.1, XP_024008033.1
OG0000266	g27624	XP_006402522.1, XP_006405778.1
OG0000267	g17092	XP_024014209.1, XP_006404623.2, XP_006393105.1, XP_024014238.1, XP_024014208.1
OG0000268	g1514	XP_006395818.1
OG0000268	g45297	XP_006398647.1
OG0000268	g19165	XP_006403613.1
OG0000271	g6508, g45178	XP_006396612.1, XP_006396617.1
OG0000271	g25541	XP_006393349.1
OG0000272	g6807	XP_024006427.1
OG0000272	g52239	XP_024004038.1
OG0000272	g1845, g24476, g54012, g11179	XP_024007995.1
OG0000274	g28758	XP_006400925.1
OG0000274	g2936, g2910	XP_006418933.1, XP_006418941.1
OG0000274	g39974	XP_024003799.1
OG0000276	g17712, g53651	XP_006414647.1
OG0000277	g47116, g47114	XP_006414476.1
OG0000277	g17643	XP_006414472.1
OG0000277	g47117	XP_006414471.1, XP_024005335.1
OG0000278	g3407, g30889	XP_024012529.1
OG0000278	g26081, g26058	XP_024008930.1
OG0000278	g27505, g27502	XP_024012255.1
OG0000279	g35399, g45089, g11046, g53522	XP_024009984.1
OG0000281	g36419	XP_006393194.1
OG0000282	g5538	XP_006399236.1
OG0000282	g45483	XP_006399237.1
OG0000282	g29622	XP_024012088.1, XP_006399240.2
OG0000283	g11114, g11113, g39732	XP_024013277.1, XP_006403248.1, XP_006403249.1, XP_006403251.1, XP_006403252.1, XP_006403255.1
OG0000284	g10112	XP_006394900.1
OG0000284	g12521	XP_006391378.1, XP_006391379.1, XP_006391380.1, XP_006396188.1, XP_006391455.1, XP_006419174.1, XP_006391456.1, XP_024009775.1, XP_006391433.1, XP_024009395.1, XP_006418995.1, XP_006391312.1, XP_024015704.1, XP_006392079.1, XP_006392157.1
OG0000285	g449	XP_006403387.1
OG0000290	g11997	XP_006406581.1
OG0000290	g16860	XP_006394046.1, XP_024014365.1, XP_024014450.1, XP_024014589.1
OG0000291	g52646, g35477, g52325, g16568, g3759, g25120, g34564, g54048, g7965, g35842, g42625, g43848, g39202, g11597, g52455, g53119, g43960, g15668, g42588, g45080, g15851, g48989, g21527, g25305, g52933, g22068, g42482, g3695, g21935, g49081, g35278, g6425, g43604, g16043, g43632, g43447, g15497, g42794, g22549, g43019, g33226, g42496, g49090, g34886, g25980, g20769, g22618, g34538, g8938, g48008, g43302, g26502, g30154, g48997, g8012, g33661, g9169, g26368, g25961, g48062, g33098, g43399, g42918, g16754	XP_024006122.1, XP_024009591.1, XP_024011281.1, XP_024004953.1, XP_024006584.1, XP_006414722.2, XP_024009389.1
OG0000294	g39522, g25429	XP_006396376.1
OG0000294	g26892	XP_006418333.1
OG0000295	g12173, g12193, g12167, g12172	XP_006407057.2
OG0000295	g7146, g7145	XP_024015112.1
OG0000297	g41326	XP_024013316.1, XP_024013315.1, XP_006400849.1
OG0000299	g53411, g29745	XP_024013752.1
OG0000299	g29744, g53412	XP_006395553.1
OG0000300	g13574, g6349	XP_024009522.1
OG0000300	g51227	XP_006410187.1
OG0000303	g20406, g21339, g26299	XP_024014626.1
OG0000304	g11024, g11016, g11018	XP_006398139.1
OG0000310	g19547, g28753	XP_024012512.1, XP_024012532.1, XP_006400936.1
OG0000310	g41320, g28797, g28774, g28802, g859	XP_024012521.1, XP_024012520.1, XP_006400881.1, XP_006393432.1
OG0000311	g45737	XP_006400196.1
OG0000311	g36325	XP_006393403.1
OG0000311	g6918, g13293	XP_006406687.1
OG0000311	g46788	XP_006405853.1
OG0000311	g45009	XP_006391364.1
OG0000313	g24067	XP_024005371.1
OG0000313	g17626	XP_024010224.1
OG0000314	g26947	XP_006418097.1
OG0000314	g51309	XP_024003717.1
OG0000314	g30904	XP_024008616.1
OG0000314	g51329	XP_006410450.1
OG0000315	g16098	XP_024010215.1
OG0000316	g37360, g37362, g37913, g17870	XP_006396845.1, XP_006396574.1
OG0000316	g51921	XP_006411318.1, XP_006411325.1
OG0000318	g9286, g43021, g53177, g52401, g53058, g32906, g48020, g41482, g49030, g44673, g16620, g52432, g48959, g32790, g50749, g53105, g25238, g53176, g8235, g35671, g11746, g53228, g48028, g35941, g53098, g30452, g33476, g15996, g8771, g30465, g26349, g49793, g17803, g25815, g49031, g26610, g8782, g8784, g42302, g3275, g21530, g53166, g48031, g4608, g35487, g52329, g8733, g35070, g8778, g53229, g33527, g30450, g33528, g3786, g43560, g8776, g43022, g3274, g15997, g30451, g30466, g3542, g19675, g30441, g30449, g33529, g33455, g43559, g11747, g16082, g9284, g14382, g14372, g48022, g14692, g33048, g26350, g32564, g11748, g30405, g3541, g19676, g9285, g26650, g19856, g8236, g8734, g44672, g30541, g32563, g35071, g41483, g3785, g52348, g32905, g52402, g19857, g48021, g8777, g42955, g16666, g2617, g32572, g19855, g8822, g26714, g35741, g16259, g14585, g30056, g4609, g16083, g21532, g30408, g48038, g17507, g8773, g7991, g33264, g52358, g35845, g30406, g8783, g48030, g36342, g48052, g21531, g20876, g33238, g25237, g25039, g48015, g30460, g34251, g16011, g53106, g52429, g52672	XP_024009598.1, XP_024013878.1
OG0000319	g28817, g849, g41323, g31094, g49601, g27017	XP_006417745.1, XP_006417749.1, XP_006400853.1, XP_006417751.1
OG0000321	g14307	XP_006408609.2
OG0000321	g38273, g38276	XP_006405851.1, XP_006405893.1
OG0000321	g46827, g46812	XP_024004897.1
OG0000322	g46450	XP_006389987.1
OG0000322	g32324	XP_024008917.1
OG0000322	g50458	XP_006413912.1
OG0000322	g51878, g53520	XP_006411287.1
OG0000323	g23616	XP_024005472.1
OG0000325	g11614	XP_024006424.1
OG0000328	g24521, g24516, g24520	XP_006414672.1
OG0000328	g53328, g37787, g37784, g53311, g53348, g53326, g53330	XP_006405675.1
OG0000328	g46723	XP_006405676.1, XP_006405677.2, XP_006405680.1, XP_006405679.2, XP_006405678.2, XP_006405681.2
OG0000330	g1956	XP_006390902.2, XP_006402608.1, XP_006402607.1
OG0000332	g41419	XP_006400538.1, XP_006400540.1
OG0000332	g54159	XP_006406473.1, XP_006393188.1
OG0000334	g2329	XP_006403652.1
OG0000334	g37230	XP_006410963.1
OG0000335	g37063	XP_006412919.1
OG0000336	g44586	XP_024008627.1
OG0000336	g44587	XP_006390610.1
OG0000338	g31209, g27091, g31190, g27095	XP_006417548.1, XP_006417558.1, XP_006392360.1, XP_006392391.1
OG0000339	g52289	XP_006397781.1
OG0000340	g38215	XP_024010704.1, XP_006397521.2
OG0000340	g37505	XP_006397523.1
OG0000342	g43821, g43806, g53971, g43797, g43782, g43783	XP_006391246.2
OG0000344	g10089	XP_024011021.1, XP_024007503.1, XP_006394848.1, XP_006418706.1
OG0000345	g27193	XP_024009081.1, XP_024009045.1
OG0000345	g51206	XP_006409424.1
OG0000347	g12309	XP_006407408.1, XP_006413962.1
OG0000348	g53724	XP_024007235.1
OG0000349	g18231	XP_006412067.1
OG0000349	g13748, g13750	XP_006409265.1
OG0000350	g32411	XP_024008636.1
OG0000351	g45239	XP_006394502.2
OG0000352	g31677	XP_006398470.1, XP_024014168.1, XP_006392158.2
OG0000353	g31395, g44060	XP_006403065.1, XP_006396164.1, XP_006414856.2, XP_024010449.1, XP_024016108.1, XP_024011305.1
OG0000355	g24488, g24484, g24489, g47089, g47088, g38275	XP_006396035.1, XP_024004822.1, XP_024004849.1, XP_006414573.2, XP_024009770.1
OG0000355	g38274	XP_006417837.2
OG0000358	g49447, g30863, g26927	XP_006418147.1
OG0000358	g29557	XP_024013255.1
OG0000358	g45514	XP_006399428.2
OG0000359	g32419, g32420, g50521	XP_006415537.1, XP_006415536.1, XP_006415534.1
OG0000359	g37083, g51445	XP_006410587.1
OG0000360	g9656	XP_024006781.1
OG0000360	g9658	XP_024007630.1
OG0000361	g7378	XP_024015571.1
OG0000361	g45398	XP_024012118.1
OG0000362	g49471	XP_006416157.2
OG0000362	g43847	XP_024010631.1
OG0000364	g53150, g41815, g46567, g31147, g53151, g42117, g33131, g16505, g24639, g16374, g23229, g35057, g16424, g35445, g37807	XP_024013180.1, XP_024014045.1, XP_024015947.1, XP_024016118.1, XP_024014844.1, XP_024010586.1, XP_024007770.1, XP_024004968.1, XP_024011240.1, XP_024013615.1, XP_024013696.1, XP_024013190.1, XP_024009286.1, XP_024005933.1, XP_024010414.1, XP_024015848.1, XP_024014703.1, XP_024009488.1, XP_024013211.1, XP_024010534.1, XP_024004933.1, XP_024010256.1, XP_006397256.2, XP_024016206.1, XP_024010483.1, XP_024016244.1, XP_024004967.1, XP_024004068.1, XP_024006162.1, XP_024011266.1, XP_024013944.1, XP_024007944.1
OG0000368	g22842	XP_006411900.1, XP_006411901.1
OG0000368	g16342	XP_006393642.1
OG0000368	g47982	XP_024004487.1
OG0000368	g47983	XP_006411898.1
OG0000370	g47536	XP_006413319.1
OG0000371	g7650, g11474	XP_024015422.1
OG0000371	g3821	XP_006397916.1
OG0000372	g17100, g17096, g17097, g17099	XP_024004324.1, XP_006413103.1
OG0000374	g36851, g36855, g36853, g36852, g36854, g54187	XP_024006233.1, XP_006393112.2
OG0000377	g41000	XP_006392127.1
OG0000379	g34488	XP_024009713.1
OG0000379	g34499	XP_024010578.1
