Orthogroup	Cochlearia_excelsa	Brassica_napus
OG0000032	g53822, g44165, g4624, g6966, g53873, g32714, g13890, g46293, g39938, g26771, g32568, g29256, g19401, g44942, g3737	XP_048593368.1, XP_022566280.2, XP_048605055.1, XP_013668632.2, XP_013704494.1, XP_048605031.1, XP_013704147.1, XP_048635897.1, XP_013704134.2, XP_013679365.1, XP_048620015.1
OG0000033	g23911	XP_013737559.2, XP_022555869.1
OG0000033	g24014	XP_013737259.1
OG0000033	g23905	XP_048597043.1, XP_048601628.1, XP_048597076.1
OG0000033	g23912	XP_013737581.2
OG0000033	g40468	XP_048596713.1, XP_013644429.1
OG0000034	g15118, g44910	XP_048623297.1, XP_048623038.1, XP_048592734.1, XP_022574481.2, XP_048621898.1, XP_048603766.1
OG0000034	g42218, g42234, g34899	XP_048628411.1, XP_048614818.1, XP_048630350.1, XP_048633211.1, XP_013657802.1, XP_013683745.1, XP_013734837.1, XP_013688359.1, XP_013749796.1, XP_013672505.1, XP_048603409.1, XP_048628910.1, XP_048628410.1, XP_048614058.1, XP_048624623.1, XP_048619694.1, XP_022569352.1, XP_048592466.1, XP_013687328.1, XP_013653378.1
OG0000034	g15664, g3441, g9297	XP_022570272.1, XP_048623388.1, XP_048602182.1, XP_048623276.1, XP_013743057.1
OG0000034	g15120	XP_048612319.1, XP_048602271.1
OG0000035	g3815	XP_048636739.1
OG0000035	g39852, g39841	XP_013739520.1, XP_048598553.1, XP_013689525.2, XP_048598552.1
OG0000035	g3814	XP_048634166.1
OG0000036	g3196	XP_048604985.1
OG0000036	g49100	XP_048605396.1, XP_013657831.1, XP_022573022.1
OG0000037	g43400, g53061, g34996, g53063	XP_048600422.1
OG0000037	g26707	XP_013645251.1, XP_048605902.1
OG0000037	g24763, g47054, g2374, g50425, g35466	XP_013751552.2
OG0000037	g20917, g29939, g20308, g28559, g25198, g14254, g2520, g10090, g6551, g27201, g54294, g38089, g14278, g52663, g1250, g13609	XP_048618200.1
OG0000038	g49458	XP_048594240.1, XP_048622251.1, XP_048622252.1, XP_022546529.1, XP_013719588.1, XP_048621240.1
OG0000038	g44982, g44984, g44985, g7414	XP_048615236.1, XP_048635940.1, XP_048635115.1, XP_048615249.1, XP_048635116.1, XP_048615246.1
OG0000039	g53808	XP_013679936.2
OG0000040	g38367, g38376, g38372, g38380	XP_013701833.2, XP_022560216.2, XP_048591590.1, XP_022562465.2, XP_013659007.2, XP_013751455.2
OG0000040	g44631	XP_048600575.1, XP_048596338.1
OG0000040	g13193, g13194	XP_013679817.1, XP_013717097.2, XP_013679818.1
OG0000041	g36073	XP_048605013.1, XP_022565661.2, XP_048614815.1
OG0000042	g26735	XP_048596317.1
OG0000042	g41631, g25133, g41632, g52948, g49021	XP_048626442.1, XP_048630045.1, XP_048605221.1, XP_013669445.2, XP_048611385.1, XP_048611386.1, XP_048620148.1, XP_013673772.1, XP_013688861.2, XP_013709330.2, XP_013645051.1, XP_013704720.1, XP_013709605.2, XP_048603720.1, XP_013728575.2, XP_048615885.1, XP_013739621.1, XP_048627763.1, XP_013658202.2, XP_013650837.1
OG0000042	g49152	XP_013653696.1, XP_013673846.1
OG0000042	g22786, g41711, g1466, g28310, g17388, g32821	XP_048593336.1
OG0000043	g42036	XP_013689090.1
OG0000043	g48032, g14357, g33263, g53602, g3049, g30442, g16404, g16232, g30055, g17329, g34409, g32562, g25038, g49091, g34238	XP_013713707.2, XP_048604980.1
OG0000043	g35754	XP_048611738.1, XP_048611858.1
OG0000043	g33040	XP_048605095.1
OG0000044	g14749, g15027, g4490, g17910, g17917, g16165, g31981, g43446, g3382, g2931, g36166, g25959	XP_022547672.2, XP_013669672.2, XP_048623948.1, XP_048598164.1, XP_048613213.1, XP_048615669.1, XP_013642234.3, XP_013669592.2, XP_048608518.1, XP_013736305.1
OG0000045	g7244, g39351, g17718, g41293	XP_013653957.2, XP_048610024.1, XP_048594918.1, XP_048593338.1, XP_013650961.1, XP_013689509.1, XP_013679635.1
OG0000045	g42618	XP_013713178.1
OG0000046	g46717	XP_048591104.1
OG0000046	g17485	XP_048622771.1
OG0000046	g18113	XP_013720885.1, XP_013724742.2
OG0000046	g44951	XP_048604140.1, XP_013676351.2, XP_013729317.1
OG0000046	g18042	XP_048616752.1, XP_048610981.1, XP_048604137.1
OG0000047	g4320, g7910	XP_048605495.1, XP_048606198.1
OG0000047	g17624, g3384	XP_022565160.1
OG0000047	g51086, g3105	XP_022562643.1, XP_048630749.1, XP_013646205.1, XP_013713305.1, XP_013730190.2
OG0000047	g37253, g10849, g36778, g1473	XP_048623760.1, XP_048612616.1
OG0000047	g49160, g47659, g43703, g25474, g28245, g53765, g45296, g42772	XP_013673366.2, XP_048609206.1, XP_013745490.2
OG0000047	g51126, g3852	XP_048622648.1, XP_048627697.1
OG0000047	g51838	XP_048611387.1
OG0000047	g28468, g43700, g14016, g18660, g44830, g41217, g37480, g4319, g45363, g51127, g3853, g11964	XP_048638490.1
OG0000048	g4944	XP_013676061.1, XP_022555254.1, XP_013728782.2, XP_013728785.2, XP_048605292.1, XP_013676068.2
OG0000049	g36235	XP_022557509.2, XP_013721367.1
OG0000049	g19459, g12227	XP_048626071.1
OG0000049	g7668, g44227, g39804, g53419	XP_048611513.1, XP_048611514.1, XP_048623930.1
OG0000049	g45435	XP_013688839.1
OG0000049	g46641, g45389, g28412, g26640, g14427, g29232, g13756, g19458, g4881, g46776	XP_013716690.2
OG0000049	g53733, g3343, g42873, g8818, g42836, g11677, g42842, g54418	XP_048617249.1
OG0000052	g37450	XP_048637054.1, XP_022558010.2, XP_013752059.2, XP_013716726.2, XP_013716727.2
OG0000053	g2712, g50347, g36530, g16902, g49418, g51200, g3380, g2153, g1735, g51079, g42562, g14493, g24166, g19260, g2184, g2480, g46139	XP_013673756.1, XP_022571037.1
OG0000054	g43259, g25259, g25261, g33494, g3251, g25071, g36457, g12619, g25266, g43262, g33492, g3255, g20304, g43263, g25276, g4234, g41821, g35341, g4130	XP_048609577.1
OG0000055	g40901	XP_013742425.2, XP_013664366.1, XP_013660709.1, XP_013644421.1
OG0000055	g40991	XP_022565366.1, XP_048596263.1, XP_013714829.1
OG0000055	g44205	XP_048633192.1, XP_013686982.2
OG0000057	g50182, g50184, g50186	XP_013681505.3, XP_048606065.1
OG0000057	g27361, g5648	XP_013665444.2, XP_022565713.1
OG0000058	g19665	XP_048627202.1
OG0000058	g50156, g182, g51073, g5874	XP_013722514.1, XP_013700583.1
OG0000058	g11773, g19588	XP_013722174.1, XP_048605187.1, XP_048604750.1, XP_048630748.1, XP_013665553.2, XP_048598161.1, XP_048611596.1
OG0000059	g6571	XP_048605596.1
OG0000059	g43390	XP_048605573.1
OG0000059	g42621	XP_048634909.1
OG0000059	g14202	XP_048627704.1, XP_048622764.1, XP_013645474.1, XP_048598050.1
OG0000059	g39389, g39352	XP_048630102.1, XP_048604784.1
OG0000061	g51097, g11499, g25472, g32592, g17431, g28656, g13832, g11373, g15781, g584, g45295, g49162, g11094, g32135, g50796, g25177	XP_048609345.1
OG0000061	g4665, g33350	XP_013724723.1, XP_013713606.1, XP_022553144.2, XP_048608931.1, XP_013723559.1, XP_022549641.2, XP_013694716.2, XP_022575860.2, XP_013691380.1, XP_048622961.1, XP_013694722.2, XP_013709239.1, XP_013700058.2, XP_022560099.1
OG0000061	g1261, g46382, g48920, g25951, g1599, g17623, g48295, g35530, g34935	XP_048630754.1
OG0000062	g32823, g13726, g11246, g41835	XP_048611761.1, XP_013701495.2, XP_048619707.1, XP_013703977.2, XP_022575147.1, XP_048602568.1, XP_048630018.1, XP_013741022.1, XP_022574457.1, XP_013723697.1, XP_013717352.1, XP_013745422.2, XP_013725743.2, XP_048636767.1, XP_048628779.1, XP_048602176.1, XP_048628782.1, XP_048613487.1
OG0000064	g51190, g32307	XP_048615860.1, XP_048615859.1, XP_013667305.2, XP_022568611.2
OG0000065	g21237, g20503, g3890	XP_048613235.1, XP_048604923.1
OG0000066	g5393	XP_013648759.1, XP_013678984.1, XP_013693331.1, XP_013729633.1, XP_013736360.1, XP_013731924.1, XP_022554306.1, XP_013726329.1, XP_013686983.1
OG0000066	g156	XP_013750874.1, XP_013686753.1, XP_013709910.2, XP_022552886.1, XP_013678750.1, XP_013657686.1, XP_013726586.1, XP_013686743.2, XP_013731494.1, XP_013698649.1, XP_013712760.1, XP_048627501.1, XP_048626247.1, XP_048627503.1, XP_048626251.1, XP_048630526.1, XP_048601368.1, XP_013738537.1, XP_013718218.1, XP_013686742.1
OG0000069	g10672, g13435, g10819, g37685, g16623, g14359, g43051, g31936, g11177, g40367, g37837, g24092, g24404, g53393	XP_013705347.1, XP_048620488.1
OG0000069	g24808, g44257, g26746	XP_048624011.1, XP_022568109.2, XP_048615570.1, XP_013679163.1
OG0000069	g10624, g41852	XP_013705921.1, XP_013745198.1, XP_013688957.1, XP_048594533.1, XP_048590945.1, XP_013739369.1, XP_048622910.1, XP_013678757.1
OG0000069	g4931	XP_013751106.1, XP_048635044.1
OG0000069	g36963	XP_048624020.1, XP_013709314.2, XP_013674400.1
OG0000069	g17549, g12998	XP_048599924.1
OG0000070	g33102, g43981, g14572	XP_048626931.1, XP_048611541.1
OG0000070	g15856, g15924, g26036	XP_048609984.1
OG0000070	g30429, g30434, g34722, g20467, g25157, g21277	XP_013723762.2, XP_048630545.1
OG0000070	g3658, g16018, g33103, g33082, g33075, g6383, g4182, g14664, g41983, g33049, g26414, g43980, g43401, g38750, g11415	XP_048632928.1
OG0000070	g43402	XP_048611988.1
OG0000070	g6385, g42779, g53235	XP_048623629.1
OG0000070	g4159	XP_048627235.1, XP_048635003.1, XP_048633120.1
OG0000070	g24990, g40193	XP_048619861.1
OG0000070	g48491, g42778, g26415, g20785	XP_022567896.1
OG0000071	g36375, g47125, g4591, g36881	XP_048613215.1
OG0000073	g28154	XP_013715512.2, XP_013728487.2
OG0000073	g10944	XP_048629188.1, XP_048607107.1, XP_048607408.1, XP_048611866.1
OG0000073	g10942	XP_022548484.2
OG0000073	g18482	XP_048603851.1, XP_048629187.1, XP_013705861.2
OG0000074	g50301	XP_013650643.2, XP_013658370.2
OG0000074	g27549, g27550	XP_013693122.1, XP_013662871.2
OG0000075	g5026	XP_048620324.1
OG0000075	g49834, g49840, g49829	XP_048617869.1, XP_022543434.2, XP_013703735.2
OG0000076	g2410	XP_013662287.2
OG0000076	g19225	XP_013659850.2, XP_022549905.1, XP_048633975.1, XP_048633972.1, XP_048633971.1, XP_013645263.2
OG0000076	g10535	XP_048595244.1, XP_048625573.1
OG0000077	g25975, g22716	XP_022543769.2, XP_013707234.1
OG0000078	g32727, g44450, g24957	XP_013665481.1
OG0000078	g46791, g24881	XP_013700526.1, XP_013650905.1, XP_013745380.1, XP_048637495.1, XP_013700179.1, XP_048605892.1, XP_048623590.1, XP_048611607.1, XP_013665097.1, XP_048622699.1, XP_022549656.1, XP_048609005.1, XP_048599720.1, XP_013739428.1, XP_048596368.1, XP_048623987.1, XP_048613524.1, XP_048620033.1, XP_022546375.1, XP_048628043.1, XP_048615664.1, XP_022576097.1, XP_048628042.1, XP_048603585.1, XP_048630261.1, XP_048634207.1, XP_048609229.1, XP_048591498.1, XP_048591499.1, XP_013654184.1, XP_048623523.1, XP_013681787.1, XP_048634099.1, XP_048611376.1, XP_022551141.2, XP_048617967.1, XP_048634792.1, XP_048592898.1, XP_013728224.3
OG0000079	g18915	XP_048593056.1, XP_048615760.1, XP_022573359.2, XP_013724447.1, XP_048593057.1, XP_013724445.1
OG0000081	g6399	XP_013679962.2, XP_048593909.1, XP_022545884.1, XP_022553576.2, XP_048624358.1, XP_048607762.1, XP_013714080.1, XP_048596074.1, XP_022553568.1, XP_022545889.2
OG0000081	g13268	XP_022553283.1
OG0000082	g20916, g29940, g2519, g54167, g10536, g16647	XP_048621527.1
OG0000082	g2376, g41979	XP_048604698.1
OG0000082	g33413, g33414, g25297, g33412, g33411	XP_048615966.1
OG0000082	g52877, g26306	XP_013702599.2
OG0000082	g36211, g54030	XP_022547626.1, XP_013654527.1, XP_022564315.1
OG0000082	g1797	XP_022568271.1
OG0000082	g53973	XP_048605800.1
OG0000083	g46885	XP_048595388.1
OG0000083	g12860	XP_048614188.1, XP_048637466.1, XP_048638382.1, XP_048638383.1, XP_048613145.1, XP_022542962.2
OG0000084	g51024	XP_048612342.1
OG0000085	g23926	XP_013651157.1
OG0000085	g28998, g41305	XP_013668679.1
OG0000085	g41306	XP_048630868.1
OG0000085	g1372, g19190, g37189	XP_048609202.1
OG0000085	g50685, g15804	XP_013673820.1, XP_013650723.1, XP_048596508.1
OG0000085	g41377, g32262, g25866	XP_048611969.1
OG0000085	g45065, g17068, g32641, g23586, g17797, g646, g39882, g12326, g32434, g40957, g11412, g53404, g14573, g25696, g16012, g23626, g25615, g24420, g4774, g41376, g6725, g47748, g6734, g41005, g28612, g45253, g40136, g37419, g6446, g31882, g42047, g47747, g25209, g14210, g35996, g4263, g50686, g41786, g23625, g35064, g2142, g24601, g4079, g52808, g53049, g32660, g2312, g7031, g28845, g47102, g28846	XP_022569788.1
OG0000087	g9991	XP_022562884.1, XP_013643473.2
OG0000087	g9845, g2817, g339	XP_013647839.1, XP_013642755.1, XP_013706649.2, XP_013642584.1, XP_048606695.1, XP_013642908.2
OG0000087	g5316	XP_013727135.1, XP_013668012.1
OG0000087	g40485, g11055	XP_048623521.1, XP_013730319.2, XP_048615524.1, XP_048595999.1, XP_013685704.1, XP_013723718.1, XP_048637415.1
OG0000087	g17371, g24042	XP_013735145.1, XP_013671115.1, XP_013717468.1, XP_013737534.1
OG0000087	g46232	XP_013702315.1, XP_013717905.1
OG0000088	g11453	XP_013744164.1, XP_048633769.1, XP_013662951.2
OG0000088	g19510	XP_013691478.1, XP_013642657.2
OG0000088	g40516	XP_013696082.2, XP_048604148.1, XP_048596586.1, XP_013640522.2, XP_013682377.2, XP_013732525.1, XP_048600910.1, XP_013663313.2, XP_013682378.2
OG0000088	g46886	XP_022570880.1, XP_013681867.2
OG0000088	g28933, g28934	XP_013667304.2, XP_013703852.2
OG0000089	g29544	XP_013738692.2, XP_013680302.1
OG0000089	g13323, g11989	XP_013744099.1, XP_013749375.1, XP_048635593.1, XP_013641664.1, XP_013684896.1, NP_001302489.1, XP_013736468.1
OG0000089	g2333	XP_022560353.2
OG0000089	g37225, g51658	XP_048600147.1
OG0000089	g38077	XP_048631655.1, XP_048629514.1, XP_013723939.1, XP_013682352.1, XP_013704053.2, XP_013688694.1, XP_048636507.1
OG0000090	g50123	XP_013642020.1, XP_013729969.1
OG0000090	g46242	XP_013648765.1, XP_013721160.1, XP_013702919.2, XP_013717976.1, XP_013693443.1, XP_022551927.1
OG0000090	g10675	XP_013713419.1, XP_013691588.1, XP_013685705.1, XP_022560926.1, XP_048630146.1, XP_013730312.2
OG0000093	g2360	XP_048634291.1, XP_013691599.1, XP_013728903.1, XP_013691684.1
OG0000093	g18958	XP_022572075.2
OG0000094	g4290, g53623, g15807, g3339, g52826, g28223, g23369, g13888, g40617, g43503, g53294, g41703, g27899, g36952, g43233, g35716, g53823, g4030, g7212, g44164, g41600, g3309, g29255, g18759, g33106, g33280, g42749, g24202, g6964, g32512, g34775, g34927, g53609, g4224, g17838, g22372, g42784, g33016, g16590, g33360, g17254, g53875, g3121, g41625, g43015, g24774, g14055, g51890, g53469, g24967, g26769, g7012, g53872, g41620, g22008, g9203, g17790, g30236, g43517, g32713, g46295, g44944, g41921, g17441, g32818, g51004, g28209, g26683, g3338, g52703, g32754, g3178, g25799	XP_013704180.2
OG0000094	g3626, g53292, g23942, g14955, g43515, g52392, g43485, g33019, g33105, g43504, g41597, g3340, g53626, g7214, g42446, g26680, g4029, g52956, g8172, g41919, g53621, g4226, g32819, g22373, g32712, g53876, g9202, g30238, g1498, g42745, g15985, g26177, g41626, g3123, g43506, g3475, g10877, g13033	XP_048605619.1
OG0000094	g35301, g20821, g53826, g52824, g48252, g43017, g3307, g52377, g25798, g26776, g41618, g27901, g4291, g53508, g3740, g28210, g43236, g39940, g32978, g53250, g32752	XP_022567370.1
OG0000096	g1538, g1535	XP_013730536.2, XP_048599796.1, XP_048620183.1, XP_048620181.1, XP_048604155.1, XP_048600124.1, XP_013674189.1, XP_048596675.1, XP_048630053.1, XP_048631311.1, XP_013689048.2
OG0000096	g18473	XP_048603802.1
OG0000097	g45186, g45201	XP_013657561.2, XP_048621400.1, XP_022547315.1
OG0000097	g45182	XP_048602514.1, XP_013712776.2
OG0000097	g25521, g25536, g25522	XP_048596474.1, XP_013694326.3
OG0000098	g49817	XP_048594192.1
OG0000099	g24889	XP_013691533.1, XP_013659324.1, XP_048627224.1
OG0000099	g43603	XP_013666092.1, XP_013645053.2, XP_013646308.1
OG0000100	g38499	XP_048613144.1
OG0000101	g13563	XP_048620996.1, XP_048609481.1
OG0000101	g40795	XP_013661566.1, XP_013688447.1
OG0000102	g2810, g52815, g32214, g49776, g16019	XP_048596531.1
OG0000104	g31072	XP_048597860.1
OG0000104	g51118	XP_048592849.1
OG0000104	g6675	XP_013739506.2, XP_048609186.1
OG0000104	g54244, g54237, g54238	XP_048637750.1, XP_013717076.1, XP_013749139.1, XP_048616605.1, XP_048627500.1, XP_048636910.1
OG0000105	g43845	XP_013709582.1
OG0000105	g43456	XP_013718782.2, XP_013694042.1, XP_022553563.2, XP_013704439.1
OG0000106	g49764	XP_048631306.1
OG0000106	g6393	XP_048601271.1, XP_048601277.1, XP_013733328.3, XP_048592492.1, XP_048600690.1, XP_048600692.1, XP_048627462.1, XP_048600689.1, XP_048600029.1, XP_013730902.2, XP_048607054.1, XP_013655148.2
OG0000107	g11936	XP_013741568.1, XP_013746885.2, XP_048632489.1
OG0000107	g6757	XP_048626537.1
OG0000107	g13346, g17783, g17676, g17802, g13363, g6693	XP_013654654.2, XP_013710374.1, XP_013665759.2
OG0000108	g41770	XP_013711330.1
OG0000110	g2009	XP_013648313.1, XP_048591595.1, XP_013724438.1
OG0000110	g18900, g2008	XP_048620748.1, XP_048597222.1, XP_022547556.1
OG0000110	g2010	XP_013651996.2, XP_048617731.1
OG0000111	g51066	XP_013740543.2, XP_013683578.2
OG0000112	g1342	XP_048608347.1, XP_013679348.1, XP_048608346.1
OG0000113	g43820	XP_013644478.1, XP_048595848.1, XP_013659064.1
OG0000113	g54287	XP_022555930.1
OG0000113	g11211	XP_013751710.1, XP_022545824.1
OG0000114	g4924	XP_048635127.1
OG0000114	g18420	XP_013742280.2, XP_048601725.1, XP_013750066.1, XP_048602540.1, XP_013742273.2, XP_048591888.1
OG0000115	g42081	XP_013668619.2
OG0000117	g4175, g24845	XP_013724345.2
OG0000117	g46165, g23756, g3226, g42576, g43638, g39474	XP_048633010.1
OG0000118	g14347, g14348, g14394, g45220, g45247	XP_013721571.1, XP_013653227.2, XP_022559841.1, XP_048593021.1, XP_048625105.1, XP_048598243.1, XP_048599293.1, XP_013696139.2, XP_013665018.2, XP_048620842.1, XP_013658816.2
OG0000119	g52379	XP_048606980.1, XP_048623557.1, XP_013696778.1, XP_013741741.1, XP_048633365.1, XP_048607617.1, XP_048618447.1, XP_048609910.1, XP_048596424.1, XP_013665306.2, XP_048605364.1, XP_013665288.2, XP_013699737.1, XP_048608920.1
OG0000119	g50178	XP_048611665.1
OG0000120	g40996	XP_048595818.1, XP_048626059.1, XP_013700597.2, XP_048595780.1
OG0000120	g6424	XP_048593515.1, XP_048621623.1, XP_013690264.1, XP_013739293.2, XP_048617643.1, XP_048617725.1, XP_048637971.1, XP_048617632.1
OG0000120	g32414, g29781	XP_022548769.1, XP_048623248.1
OG0000122	g1066	XP_013700096.2, XP_022570740.2, XP_022570742.2
OG0000123	g25911	XP_013652310.2
OG0000123	g44233	XP_048633168.1, XP_048609746.1, XP_013690970.2, XP_013673363.1, XP_048595736.1
OG0000123	g17137	XP_013741543.2, XP_013705830.2, XP_013696173.1, XP_013741231.1
OG0000123	g25909, g25905, g25906	XP_022545315.2, XP_013655236.1, XP_013675212.2, XP_013655239.2, XP_013655240.1
OG0000123	g25912	XP_048615718.1
OG0000125	g41348	XP_013724039.1, XP_048628026.1, XP_013680559.2, XP_013667165.1
OG0000125	g2919, g1294, g28781	XP_013714507.1, XP_013712083.2, XP_013652943.2, XP_013680989.2
OG0000125	g39998	XP_013647688.1, XP_013702707.1
OG0000126	g52267, g32913, g35883, g25977, g19802, g14393, g26747, g1643, g32916, g42286, g45979, g53240, g32663, g19828, g19824, g42291, g3278, g42811, g28336, g49079, g28773, g17732	XP_048605174.1, XP_022570246.1
OG0000126	g16084, g27841, g1792, g4332, g27839, g27662, g37157, g53925, g35446	XP_013662639.1, XP_013689270.2, XP_013728260.1, XP_013689902.1, XP_013704251.1, XP_022567855.1, XP_013654696.1
OG0000127	g2965	XP_048611875.1, XP_013746797.2
OG0000127	g7513	XP_048615293.1, XP_048635993.1
OG0000128	g53811, g31875	XP_048608612.1
OG0000128	g47021, g10344	XP_013739790.1, XP_013708972.1
OG0000128	g10185, g51760, g41109	XP_048619961.1
OG0000128	g5236, g5604, g3371, g22741	XP_048611509.1
OG0000128	g42122, g41206, g3584	XP_048623593.1, XP_048591416.1, XP_048638580.1, XP_013680167.1, XP_013674045.1
OG0000129	g1920, g47377	XP_048605155.1
OG0000129	g17463	XP_048634040.1
OG0000129	g5087, g26476, g1494, g35945, g4368, g51751, g3127, g11722, g51320, g1921, g2256, g3374, g42741, g26737, g14405, g53475, g1918, g3336, g43831, g14282, g41855, g12267, g27070, g40923, g4461, g2523, g42052, g3187, g38048, g53529, g11392, g4362, g2129, g3232, g26465, g18537, g4327, g18139, g10593, g35776	XP_048605492.1, XP_048605610.1, XP_048591408.1, XP_013674392.1
OG0000130	g34628	XP_048598133.1
OG0000130	g26208, g43583	XP_048631499.1, XP_048628581.1, XP_048628582.1, XP_048631476.1, XP_048627746.1, XP_048627967.1, XP_048627968.1, XP_048611550.1, XP_048604950.1, XP_048629103.1, XP_048628150.1, XP_048631316.1, XP_048621905.1, XP_048623603.1, XP_048599843.1, XP_048604262.1, XP_048622059.1, XP_048611404.1, XP_022552326.1, XP_022552089.1, XP_048605542.1, XP_048627568.1, XP_048617047.1, XP_048614025.1, XP_048628611.1, XP_022557135.2, XP_048606240.1
