Orthogroup	Brassica_rapa	Erysimum_linariifolium
OG0000181	XP_033132318.1, XP_033134326.1, XP_033141154.1, XP_033141153.1, XP_033130867.1, XP_033143783.1, XP_033128225.1, XP_033132193.1, XP_033135982.1	El001G037070, El007G362960, El001G081130, El003G164550, El006G294400
OG0000183	XP_033129480.1	El002G109930, El002G097230, El003G174400, El002G139010, El002G135320
OG0000184	XP_033131052.1	El002G135760
OG0000185	XP_018512005.1	El004G210290
OG0000185	XP_033142513.1, XP_033143885.1, XP_033133877.1	El001G037380, El004G194470
OG0000185	XP_009114858.1	El007G338660, El001G004120, El001G048970
OG0000185	XP_018513794.1, XP_009111975.1	El001G004130
OG0000187	XP_009138031.1, XP_009108912.2	El003G151220
OG0000187	XP_033142277.1, XP_009135996.2, XP_009146778.2, XP_009146779.1	El005G246530
OG0000189	XP_009109432.1	El004G229250
OG0000189	XP_033128749.1, XP_033129164.1	El005G268020, El005G267970
OG0000189	XP_009110381.2, XP_009120076.1	El003G144190, El001G061400, El001G061930
OG0000190	XP_009134310.1	El001G005520
OG0000190	XP_009134313.1	El001G005530
OG0000190	XP_033141427.1, XP_009144510.1	El001G005510
OG0000190	XP_009114566.2, XP_009144506.1, XP_009144502.1	El005G265350
OG0000191	XP_033135663.1	El005G268370
OG0000191	XP_009135546.1, XP_033144428.1, XP_033147260.1	El005G254650
OG0000191	XP_033136630.1	El005G274440, El005G274460, El005G274720
OG0000192	XP_009103301.1	El002G105680
OG0000192	XP_009149598.1, XP_009149599.2	El002G105560, El002G105590, El002G105640
OG0000192	XP_009103302.2	El002G105570
OG0000192	XP_033132885.1	El002G107880, El002G105580
OG0000192	XP_009149600.1	El002G105690
OG0000193	XP_009108226.2, XP_033142187.1, XP_009146097.1, XP_009146095.2, XP_033131842.1	El006G309730
OG0000195	XP_009140755.1	El006G308260
OG0000195	XP_009139073.1	El006G288320, El001G028150
OG0000195	XP_009105204.1	El003G186220, El004G215670
OG0000196	XP_009109613.1	El002G116380
OG0000196	XP_033133539.1	El002G115030
OG0000197	XP_033141548.1	El005G275730, El005G275770, El005G276170
OG0000200	XP_033136267.1	El002G119250
OG0000200	XP_033134513.1	El004G214290
OG0000200	XP_009119459.1	El004G202190
OG0000201	XP_018508379.1, XP_009136545.2, XP_009136566.1, XP_009143886.1, XP_009143893.1	El005G260710
OG0000202	XP_033145936.1, XP_009146009.2, XP_009106475.2	El001G009350
OG0000202	XP_033136198.1, XP_033143482.1, XP_033132006.1	El005G261620, El005G261760
OG0000202	XP_033144213.1, XP_009116005.2	El005G261630
OG0000203	XP_033147068.1, XP_033147041.1	El005G239330, El005G239300
OG0000203	XP_033134665.1, XP_033135894.1, XP_009124984.2, XP_033137619.1, XP_033136539.1	El005G239360, El005G239320, El005G239280, El007G349670
OG0000203	XP_033136263.1, XP_033135940.1	El005G238860
OG0000204	XP_018515099.1, XP_009122925.1, XP_018514914.1, XP_018513505.1, XP_033143227.1, XP_018513498.1	El005G243840, El005G241010, El001G005350
OG0000204	XP_009135819.1	El005G261570
OG0000204	XP_033144214.1	El005G259630
OG0000205	XP_033132763.1	El005G273080, El005G273070, El006G312030, El003G178380, El003G178560, El003G178400, El003G178460
OG0000206	XP_033146631.1, XP_033146217.1	El001G018920
OG0000207	XP_033136142.1	El002G100990
OG0000208	XP_009101867.1	El002G130530, El002G130520
OG0000208	XP_009101865.1, XP_009101866.1	El006G317590, El003G150670
OG0000209	XP_009112818.1	El004G207330, El004G207320, El004G207280, El004G207300, El004G207310
OG0000210	XP_033129079.1	El005G269850
OG0000210	XP_009132915.1	El006G297290, El006G297480, El006G298870, El006G298840
OG0000213	XP_009105992.1, XP_033131152.1, XP_033131151.1	El004G225470, El004G225480
OG0000213	XP_009146838.2	El005G245790
OG0000213	XP_033145539.1, XP_009140442.1	El006G319110
OG0000213	XP_033136677.1, XP_033130301.1, XP_009133997.1	El006G319100
OG0000214	XP_033128644.1	El001G033600
OG0000214	XP_018510493.2, XP_033136786.1, XP_033136787.1, XP_033139302.1, XP_033136790.1, XP_033139304.1, XP_033136797.1, XP_033139309.1, XP_033136798.1, XP_033139307.1, XP_009111284.2	El001G009830, El001G007470, El006G314950, El003G174420
OG0000216	XP_009131272.2, XP_033142480.1, XP_033133167.1	El003G163460, El003G163490
OG0000217	XP_033143525.1	El004G202120
OG0000218	XP_009117861.2	El002G099030, El002G099010
OG0000218	XP_009148880.1	El002G099020
OG0000218	XP_009129226.1	El001G036390
OG0000219	XP_033129569.1	El004G216370
OG0000219	XP_009150384.1	El007G327350
OG0000220	XP_033142532.1, XP_009133030.1	El004G196230
OG0000221	XP_033130945.1, XP_033145218.1, XP_033139360.1	El008G369870
OG0000222	XP_033147475.1, XP_033147181.1, XP_018512190.2	El005G268220
OG0000224	XP_009128234.1, XP_009101726.1	El004G230590
OG0000224	XP_009126727.1, XP_009108914.1	El005G267900
OG0000224	XP_009112729.1	El004G196560, El004G196620, El004G196600
OG0000225	XP_009115233.1	El002G115560
OG0000225	XP_009115238.1	El002G115460, El002G115540, El002G115490, El002G115450
OG0000226	XP_009129754.1	El001G017980, El001G017970, El007G334490, El007G334480
OG0000226	XP_033131868.1, XP_033132192.1	El003G167740, El003G167670, El003G167790
OG0000226	XP_009122447.1	El005G258620, El005G258970, El005G258600
OG0000228	XP_009110123.1	El001G048740, El001G048760
OG0000228	XP_009115561.1	El002G108430
OG0000228	XP_009127830.1	El004G222520
OG0000228	XP_033141574.1, XP_009127833.1	El004G222500
OG0000229	XP_009108973.2, XP_009108976.2, XP_009102300.2, XP_009127652.1	El003G153420
OG0000230	XP_009128139.1, XP_009104696.2	El004G228550, El004G228570, El004G228580, El004G228600, El004G228560
OG0000231	XP_033137004.1, XP_033137966.1, XP_033131398.1, XP_033131015.1	El003G188200
OG0000234	XP_009124228.1	El001G013810
OG0000234	XP_033146519.1, XP_009116212.1, XP_009103951.1	El001G026000
OG0000234	XP_009139199.2	El001G025990
OG0000234	XP_009139200.1	El001G025980
OG0000234	XP_033148760.1	El006G290620
OG0000234	XP_009121752.1	El001G068080
OG0000236	XP_033144988.1, XP_033148569.1	El005G261550
OG0000237	XP_033138965.1, XP_033139265.1, XP_033139531.1, XP_033138898.1, XP_033139125.1, XP_033139379.1, XP_033139165.1, XP_033139278.1, XP_033139030.1	El005G266480, El003G180350
OG0000239	XP_009133159.1	El006G299430
OG0000239	XP_033146269.1	El006G314580, El006G314600
OG0000241	XP_033139015.1, XP_033146175.1, XP_033146174.1	El004G206480, El004G203420
OG0000242	XP_009117938.1, XP_009110562.1	El002G097950
OG0000242	XP_009118142.1	El002G097960
OG0000242	XP_009110559.1, XP_009110560.1	El002G097970
OG0000242	XP_009117939.2, XP_009148687.1	El002G097940
OG0000243	XP_033134259.1	El002G131050, El001G012090
OG0000244	XP_009137217.1, XP_009135314.1	El003G163990
OG0000244	XP_009114544.1	El001G005180
OG0000244	XP_009108531.1	El003G164000
OG0000244	XP_009134322.1	El001G005170, El001G005160
OG0000246	XP_033145473.1, XP_033144422.1	El007G366210
OG0000247	XP_009135150.1	El002G130240
OG0000248	XP_009102525.1	El004G205450
OG0000248	XP_009116349.1	El001G027800
OG0000249	XP_009143556.1, XP_009143557.1, XP_009133099.1	El001G010190, El001G010200
OG0000249	XP_009116009.2	El001G023760
OG0000250	XP_009105679.1, XP_009105678.1	El004G221440, El004G221420, El004G221410, El004G221430
OG0000250	XP_033140079.1	El004G221620, El004G221570
OG0000253	XP_033129362.1, XP_033138900.1, XP_033139331.1, XP_033139264.1, XP_033131794.1, XP_033139071.1, XP_033138991.1, XP_033138901.1, XP_033134302.1, XP_033143391.1, XP_033143394.1, XP_033137951.1, XP_033139365.1, XP_033143414.1, XP_033133917.1, XP_033139180.1, XP_033148272.1	El005G262180
OG0000254	XP_009145913.2, XP_033148591.1, XP_033148595.1, XP_009145915.1, XP_033147082.1, XP_009146127.3, XP_033148596.1	El004G205790, El004G205810, El004G205800, El004G205770
OG0000255	XP_033145202.1, XP_033131576.1, XP_033134177.1, XP_033138169.1, XP_033143413.1, XP_033134176.1, XP_033131921.1, XP_033145816.1, XP_033133667.1, XP_033138468.1, XP_033144122.1, XP_033148749.1, XP_033144508.1, XP_033147542.1, XP_033139283.1, XP_033143398.1, XP_033134248.1, XP_033143401.1, XP_033131791.1, XP_033134298.1, XP_033132003.1, XP_033138236.1, XP_033131334.1	El002G127510
OG0000256	XP_009138558.1	El001G005740
OG0000256	XP_009144755.2	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510, El007G348440, El007G348630, El007G348410, El007G348460
OG0000256	XP_009133433.2	El006G289100
OG0000257	XP_033140341.1	El003G184780
OG0000258	XP_009121576.1	El001G040590, El001G040540
OG0000258	XP_009123566.1	El001G040630, El001G040650
OG0000258	XP_009132141.2	El007G334450
OG0000258	XP_018515176.2, XP_009152066.1	El001G040600, El004G213560
OG0000258	XP_009123565.1	El001G040670
OG0000264	XP_009111248.1	El001G003610
OG0000264	XP_009111247.1	El001G003620
OG0000265	XP_009119449.1, XP_018509889.1, XP_033134375.1	El001G028230, El005G251540, El003G190960, El006G310460, El002G124910, El003G178950
OG0000268	XP_009101283.1, XP_009114212.1	El001G037050
OG0000268	XP_009114213.1	El001G037020
OG0000268	XP_033137560.1	El001G081300
OG0000268	XP_009116102.1, XP_018514158.2	El001G024850
OG0000271	XP_009122723.1	El002G111590
OG0000271	XP_018510294.1, XP_009134330.1	El006G308350
OG0000272	XP_033148579.1	El003G153700
OG0000273	XP_009133284.1	El001G049110
OG0000273	XP_018513554.2, XP_009138197.2	El002G105290
OG0000274	XP_009131977.2, XP_009120488.1	El007G331270
OG0000274	XP_009149982.1	El001G015380
OG0000274	XP_009118237.2, XP_009144371.1	El006G303380, El006G303400
OG0000275	XP_009109255.2, XP_009109273.1	El005G260440, El001G046400, El005G260470, El005G260460, El005G260450
OG0000276	XP_033145088.1, XP_009133566.2	El003G165590
OG0000276	XP_009132752.1	El006G301860, El005G266830
OG0000277	XP_033146251.1, XP_009146815.1	El003G172510
OG0000277	XP_033146239.1	El003G172540, El003G172520
OG0000278	XP_009109521.1	El007G332310, El007G332260
OG0000278	XP_009126872.2, XP_009115170.1, XP_033144288.1	El006G297740
OG0000279	XP_033144959.1	El006G309180
OG0000279	XP_033134301.1, XP_033134300.1	El001G046110
OG0000279	XP_033141155.1	El001G046100
OG0000280	XP_033129583.1	El006G320040
OG0000281	XP_009147860.1	El002G134210, El002G134220
OG0000281	XP_009120646.1, XP_009120752.1, XP_033138612.1, XP_033129707.1, XP_033140082.1	El001G048140
OG0000282	XP_009122327.1	El001G074230, El001G074220
OG0000282	XP_009122326.1, XP_033144505.1	El001G074210
OG0000282	NP_001288906.1, XP_033144506.1, XP_009125692.3, XP_018511882.1	El001G074200, El001G074190
OG0000283	XP_009101789.1	El007G358960
OG0000283	XP_009113997.2, XP_009123889.1, XP_009101790.1, XP_033136159.1, XP_009101973.1, XP_009123893.1, XP_009123946.2, XP_033136273.1, XP_033136503.1, XP_033136506.1, XP_033136557.1	El007G358950, El007G358900, El007G358940
OG0000284	XP_033140482.1, XP_009151152.2	El001G051110
OG0000284	XP_009144622.1, XP_009114607.1	El001G010020, El005G240890, El007G347650
OG0000287	XP_033147151.1	El005G259010
OG0000288	XP_009108045.2	El005G236820, El005G237970, El002G127980
OG0000290	XP_009146116.1, XP_009112576.1	El005G255960
OG0000290	XP_033141781.1	El007G324830
OG0000294	XP_009114068.1, XP_009135526.2	El005G254320
OG0000294	XP_009133101.1	El006G293670
OG0000294	XP_009124482.1	El006G280820
OG0000294	XP_009134472.1, XP_009111338.2	El001G002070
OG0000295	XP_009146334.1	El005G250990
OG0000295	XP_009116708.1	El004G213700, El004G213760
OG0000296	XP_033143279.1	El004G224600, El004G224660, El006G317420, El006G317640, El006G317430
OG0000296	XP_009115349.1	El002G114740, El002G114830
OG0000297	XP_009140925.1	El006G304920
OG0000297	XP_009126602.1, XP_033140106.1, XP_033140107.1, XP_009120577.1	El007G330520
OG0000297	XP_033147125.1	El005G257220
OG0000298	XP_009140412.1, XP_009140184.1, XP_009140185.1, XP_009140178.1	El006G307630, El006G307840, El006G307810, El006G307740, El006G307730, El006G307940, El006G307780, El007G355570
OG0000298	XP_009132950.1	El006G320790
OG0000298	XP_009120089.1, XP_033129769.1, XP_018512721.1, XP_009132988.2	El005G279100, El005G276710
OG0000299	XP_009117327.1	El004G215990
OG0000300	XP_009136172.2	El005G270370, El005G270380
OG0000300	XP_009141111.1	El002G126770, El005G270360, El001G016940
OG0000300	XP_033130781.1, XP_009124421.2, XP_033130784.1	El005G270340, El005G270320, El006G312490
OG0000303	XP_033133221.1	El002G128090
OG0000308	XP_033134008.1, XP_033133188.1	El002G101740
OG0000308	XP_009127955.1	El006G308510, El006G308560
OG0000308	XP_033137191.1	El002G101720
OG0000310	XP_009121314.2, XP_009126684.1, XP_009121239.3	El002G106070
OG0000310	XP_009120537.2, XP_033142420.1, XP_033133201.1, XP_033142421.1, XP_033137987.1, XP_033138021.1	El005G269120, El005G267120
OG0000311	XP_009121474.1, XP_009126124.1	El001G064420
OG0000311	XP_009147968.1	El002G132070
OG0000311	XP_009113719.2, XP_009145973.2, XP_009135551.1	El005G254740
OG0000311	XP_009127474.2	El004G215340
OG0000313	XP_009137041.2	El003G165600
OG0000313	XP_018510982.1	El003G178140
OG0000313	XP_009113382.1, XP_009113858.2	El002G132590
OG0000314	XP_009119258.1, XP_009118621.1, XP_009111083.2	El002G086800
OG0000314	XP_018514131.2, XP_033145296.1, XP_009132860.1, XP_009143949.1	El006G299440, El002G086810
OG0000314	XP_009143895.1, XP_009132911.1	El006G298930
OG0000319	XP_009110915.1, XP_009131916.2, XP_033135868.1, XP_009144204.2, XP_009126609.2, XP_009126611.2, XP_009148045.1, XP_009120571.1, XP_033135867.1	El002G090600, El002G090610, El007G330560
OG0000322	XP_009106547.1	El004G231760
OG0000322	XP_009141884.1, XP_018513450.2, XP_009139173.1, XP_009105613.2, XP_009133429.2, XP_009134090.2	El006G289270, El006G309790, El006G309860, El002G125390
OG0000323	XP_009109129.1, XP_033144141.1, XP_009137680.1, XP_009143743.1	El003G156470
OG0000323	XP_009137679.1, XP_009109130.1	El003G156480
OG0000325	XP_033143630.1, XP_033136329.1, XP_033135938.1, XP_033129344.1, XP_033128075.1, XP_033141127.1	El004G205680, El005G236050
OG0000327	XP_033136218.1	El002G109100, El002G109110
OG0000327	XP_033136302.1, XP_033131973.1, XP_033146020.1, XP_033145569.1	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370
OG0000328	XP_009107789.1	El003G174750
OG0000328	XP_009113441.1	El003G188550
OG0000330	XP_018510062.1	El001G031460
OG0000330	XP_033144842.1	El001G031680
OG0000332	XP_009147859.2	El002G134240
OG0000334	XP_009116078.1	El001G024470
OG0000334	XP_009133202.2, XP_009143456.1	El006G292570
OG0000335	XP_033142265.1	El005G246880
OG0000335	XP_033135955.1	El002G126300
OG0000335	XP_033136554.1	El002G113660
OG0000336	XP_009105952.1, XP_009106486.2	El004G225060
OG0000336	XP_009149213.1	El002G101750
OG0000336	XP_009127959.1, XP_009105951.1, XP_009104837.1, XP_009104838.1	El004G225030
OG0000338	XP_009113354.1	El004G205930, El004G205250, El002G092400, El002G092490
OG0000339	XP_009133759.2, XP_009142386.2	El006G282150
OG0000340	XP_009142948.1	El006G285360
OG0000340	XP_009142200.1, XP_033146480.1, XP_018513669.1	El006G285340
OG0000344	XP_009107810.2, XP_009108971.2, XP_033133704.1, XP_033133703.1, XP_009123220.1, XP_009123219.1, XP_033134125.1, XP_033137260.1, XP_033142048.1, XP_033140392.1, XP_033140388.1, XP_033140393.1, XP_009105016.2, XP_009110511.1	El001G051870
OG0000345	XP_009118065.2	El002G096210
OG0000346	XP_033143602.1	El007G346340, El007G339300
OG0000348	XP_033143395.1	El004G225870
OG0000348	XP_009102950.2, XP_033140547.1	El003G159600, El003G182960
OG0000349	XP_033133066.1	El003G146500
OG0000350	XP_033132859.1, XP_009115219.1	El002G115720
OG0000350	XP_033132857.1	El002G115710
OG0000350	XP_033131852.1, XP_009102807.1, XP_033130718.1	El002G115770
OG0000351	XP_033142298.1	El005G250830
OG0000351	XP_009136480.1	El007G329340
OG0000352	XP_033145369.1	El006G309450
OG0000353	XP_033134003.1	El001G081410
OG0000355	XP_009128298.1, XP_009106556.1	El003G173970
OG0000355	XP_009118991.2, XP_033137924.1	El004G217540, El004G217530
OG0000356	XP_009147930.3, XP_033134039.1, XP_009148218.2, XP_033134477.1, XP_033134406.1, XP_033134327.1, XP_009105602.1	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	XP_009118657.1, XP_009111117.2, XP_009119322.1	El002G086200, El001G072530
OG0000358	XP_009131113.1, XP_009125366.1	El007G359240, El001G072540
OG0000360	XP_018508882.1	El007G323140
OG0000361	XP_033148393.1, XP_018514318.2, XP_009135166.1	El005G247030, El005G247020
OG0000361	XP_033145076.1	El001G078160
OG0000361	XP_009103822.2	El001G078140
OG0000361	XP_009122603.1	El001G078130
OG0000362	XP_009134636.2	El004G212950
OG0000362	XP_009104507.1, XP_009106691.2	El005G273570
OG0000363	XP_018509896.1	El002G126200, El002G126220
OG0000363	XP_033145217.1, XP_033132282.1	El002G126210
OG0000364	XP_009150320.1, XP_033138758.1, XP_033131799.1, XP_033134213.1, XP_033131441.1, XP_033143389.1, XP_033131819.1, XP_033133436.1	El004G211570
OG0000368	XP_009136876.1	El004G215830, El003G144770, El003G144760
OG0000368	XP_009138491.1	El003G144750
OG0000369	XP_009126644.1, XP_009131965.1, XP_009148016.2, XP_009110929.1, NP_001288842.1	El007G331100, El001G015190, El001G011880, El001G013250
OG0000370	XP_009117729.1	El003G185270, El002G101090, El002G101100
OG0000370	XP_009117731.1, XP_009149139.1	El002G101070
OG0000370	XP_009109218.1, XP_009137512.1, XP_009139101.2, XP_018508332.1, XP_009109221.2, XP_009109219.2	El001G014550, El003G159300, El003G159280
OG0000371	XP_033147193.1, XP_009129664.1	El002G111190, El006G280660
OG0000372	XP_033133133.1, XP_009143159.1, XP_009143171.2, XP_009145761.1, XP_009143149.2, XP_009143139.1, XP_009143128.1, XP_009131634.2, XP_009137640.1, XP_009137643.1	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780
OG0000377	XP_009103955.1	El004G200530
OG0000379	XP_033134334.1, XP_033143351.1, XP_033134293.1, XP_033129985.1	El003G186470, El006G311540
OG0000380	XP_033135337.1	El004G197810
OG0000382	XP_009111320.1, XP_009134447.1	El002G084270, El001G002380
OG0000382	XP_009113390.1, XP_009122984.1	El004G208350
OG0000382	XP_009110844.1, XP_009148170.1	El002G091920
OG0000383	XP_009102895.1, XP_009102892.1	El002G114400, El002G114390, El002G114430
OG0000384	XP_033148608.1	El004G213290, El004G213300
OG0000384	XP_009107019.1, XP_009147659.1	El002G137740
OG0000386	XP_009103856.1	El001G023900
OG0000386	XP_009129561.1, XP_009152070.1	El001G040470, El001G040480
OG0000386	XP_009116024.1	El001G023910
OG0000387	XP_009142924.1	El006G285610
OG0000387	XP_033145318.1	El006G281610
OG0000389	XP_018509646.2, XP_033136040.1	El004G206640, El004G206700, El004G206670, El004G206820, El004G206780, El004G206750, El004G206650, El001G029870
OG0000390	XP_009111665.1, XP_018514444.2, XP_009145769.1	El005G257120
OG0000391	XP_009103240.1	El002G107470
OG0000391	XP_009145349.1	El002G107410, El002G107390
OG0000391	XP_009145345.1	El002G107420
OG0000392	XP_009115699.1, XP_009101733.1	El003G176450
OG0000392	XP_009102495.1	El003G176130
OG0000393	XP_009123139.3, XP_033132405.1, XP_033146876.1	El005G254450, El005G254470, El001G064960, El005G254460
OG0000396	XP_033129586.1	El001G046620
OG0000396	XP_009151889.2, XP_033140725.1	El001G043390
OG0000396	XP_033129766.1, XP_033129588.1, XP_033135089.1, XP_009111595.2	El001G043540, El001G043570
OG0000398	XP_009117606.1	El005G249600
