Orthogroup	Brassica_rapa	Brassica_napus
OG0000017	XP_033141176.1	XP_048621674.1, XP_048601570.1
OG0000017	XP_033140693.1	XP_048614569.1
OG0000017	XP_033136828.1	XP_048608279.1, XP_048607119.1, XP_048622871.1, XP_048616199.1
OG0000017	XP_033148581.1	XP_048615681.1
OG0000017	XP_009119107.3, XP_009138630.2, XP_033133950.1, XP_033139108.1, XP_033144661.1	XP_048631555.1
OG0000017	XP_033135041.1	XP_013649958.1
OG0000017	XP_033133264.1	XP_013645061.2
OG0000017	XP_033132853.1	XP_048594622.1
OG0000017	XP_033139109.1	XP_022546269.2
OG0000017	XP_033132628.1	XP_048604833.1, XP_048623309.1, XP_048616263.1, XP_048622348.1, XP_022556500.2
OG0000017	XP_033134397.1, XP_033131911.1, XP_033137097.1, XP_033139322.1, XP_033144538.1, XP_033137868.1, XP_033131263.1, XP_033128364.1, XP_018511251.2, XP_018510172.2, XP_009144112.2, XP_033129018.1	XP_013673983.1, XP_048611629.1
OG0000018	XP_033143299.1	XP_048596272.1
OG0000018	XP_009113298.1	XP_013688917.1, XP_013651116.2, XP_048633126.1
OG0000018	XP_033129326.1	XP_013700193.2, XP_048637481.1, XP_048594395.1
OG0000018	XP_009108738.3	XP_048634308.1, XP_048610225.1, XP_048610582.1, XP_048599165.1, XP_048593225.1, XP_022567697.1
OG0000018	XP_033145198.1	XP_013664995.2
OG0000018	XP_033141182.1	XP_048627957.1
OG0000018	XP_033135948.1	XP_013723386.1, XP_048620905.1, XP_048596639.1
OG0000018	XP_033145970.1	XP_022565086.2, XP_048615837.1, XP_048623681.1
OG0000018	XP_033141768.1	XP_013694986.1, XP_013651110.1, XP_048604736.1, XP_013724413.2, XP_048621801.1, XP_048621797.1, XP_048619956.1, XP_048619958.1
OG0000018	XP_033148520.1	XP_048596417.1, XP_013720098.2
OG0000018	XP_033129522.1	XP_048637603.1
OG0000018	XP_033141116.1	XP_022550513.2, XP_048622957.1
OG0000018	XP_033129361.1	XP_048590776.1
OG0000018	XP_009119482.2	XP_013665022.2
OG0000018	XP_018513563.2	XP_048604864.1, XP_013745820.1, XP_048613131.1, XP_048606197.1, XP_022557717.1, XP_013751868.1, XP_022568346.1, XP_048611977.1
OG0000018	XP_033131843.1	XP_013679337.1, XP_013704991.1
OG0000018	XP_033141097.1	XP_048620421.1, XP_048604881.1
OG0000018	XP_033133955.1, XP_033145227.1	XP_013745661.1
OG0000018	XP_033136601.1	XP_022552507.2
OG0000018	XP_033136202.1	XP_013657853.2, XP_013704346.2
OG0000018	XP_009124449.2	XP_013658447.2
OG0000019	XP_018509279.1	XP_022551193.1
OG0000019	XP_033128807.1	XP_048621485.1
OG0000019	XP_009117181.1	XP_022557639.1
OG0000019	XP_033148528.1, XP_018509802.2	XP_048592640.1, XP_048625519.1
OG0000019	XP_033144190.1	XP_013658536.1, XP_048593485.1, XP_048624077.1
OG0000019	XP_033136826.1	XP_048596600.1
OG0000019	XP_033143864.1, XP_033143559.1	XP_013745161.1
OG0000019	XP_033130890.1	XP_022562585.2, XP_048593373.1, XP_013658360.2
OG0000019	XP_033128834.1	XP_013674258.2
OG0000019	XP_033148218.1	XP_048631187.1, XP_048591492.1, XP_048600050.1, XP_048604601.1, XP_048633529.1, XP_013667922.1
OG0000019	XP_033141867.1	XP_013650790.2, XP_048616705.1, XP_048623938.1, XP_048634915.1, XP_048596323.1
OG0000019	XP_033143497.1, XP_033129499.1, XP_018513221.2	XP_048635128.1, XP_013689709.2
OG0000019	XP_033131994.1	XP_048605574.1, XP_022547754.2
OG0000019	XP_033139088.1	XP_013739682.2
OG0000019	XP_033130854.1, XP_033144009.1, XP_033140208.1, XP_033129445.1, XP_033136844.1	XP_048633186.1
OG0000020	XP_033134461.1	XP_048615648.1, XP_048605650.1
OG0000020	XP_033135776.1	XP_048607600.1, XP_048606214.1, XP_048603551.1
OG0000020	XP_033142724.1	XP_048616652.1
OG0000020	XP_033143202.1	XP_022567210.2
OG0000020	XP_009135997.2	XP_013650967.1, XP_048591571.1, XP_048626859.1, XP_048613161.1
OG0000020	XP_033135162.1	XP_013658586.2
OG0000020	XP_033128356.1	XP_048611725.1, XP_013699854.1
OG0000020	XP_033143832.1	XP_048595588.1, XP_048596917.1, XP_048596183.1, XP_048613160.1, XP_048626856.1, XP_048600450.1, XP_048620012.1
OG0000020	XP_033140358.1	XP_013709011.1, XP_048604246.1, XP_048604535.1
OG0000020	XP_033131579.1	XP_022549023.2, XP_013723822.1, XP_013657903.1, XP_013723556.1, XP_048611901.1, XP_048605534.1, XP_013674065.2, XP_048634951.1, XP_048591547.1, XP_013650843.2
OG0000020	XP_033143189.1	XP_048615651.1, XP_048613478.1, XP_013709420.1
OG0000020	XP_033139131.1, XP_033134440.1	XP_048609050.1
OG0000020	XP_033134407.1	XP_013679762.2, XP_048637046.1, XP_048627992.1, XP_048628108.1, XP_048613522.1, XP_048596430.1, XP_048633083.1, XP_048622997.1, XP_048591443.1
OG0000020	XP_033131448.1	XP_048612046.1, XP_013673528.1
OG0000020	XP_033147249.1	XP_013746230.1, XP_013688741.2, XP_013713236.1, XP_013700399.2
OG0000020	XP_033134268.1	XP_048620217.1
OG0000020	XP_033143197.1, XP_033131889.1	XP_048617270.1, XP_048632936.1
OG0000020	XP_033138010.1	XP_048595713.1
OG0000020	XP_033148490.1	XP_048612579.1
OG0000021	XP_033145314.1	XP_048634143.1, XP_013700085.1
OG0000021	XP_033133938.1	XP_048594884.1
OG0000021	XP_009145336.1	XP_048629072.1
OG0000021	XP_009106506.2	XP_048591559.1, XP_013690322.2
OG0000021	XP_033143250.1	XP_048635125.1
OG0000021	XP_009123480.1	XP_048604867.1, XP_048611893.1, XP_013650079.2
OG0000021	XP_033129481.1	XP_048609742.1
OG0000021	XP_033134448.1	XP_048613501.1
OG0000021	XP_018510870.2	XP_013658178.1, XP_048626986.1, XP_048626984.1, XP_048612021.1
OG0000021	XP_033147757.1	XP_048637078.1
OG0000021	XP_033143311.1	XP_048604910.1, XP_048620249.1
OG0000021	XP_018509111.1	XP_048593364.1, XP_048599759.1
OG0000021	XP_009150818.1	XP_048593340.1
OG0000021	XP_009113517.1	XP_048620273.1, XP_013658199.2
OG0000021	XP_033146211.1	XP_048604627.1
OG0000021	XP_033143214.1	XP_048604719.1
OG0000021	XP_033146253.1	XP_022574317.2, XP_013717736.1
OG0000023	XP_009136778.1	XP_013697411.2, XP_013738434.2
OG0000023	XP_009136797.2	XP_013738445.2, XP_022570725.1
OG0000023	XP_033143898.1	XP_048601630.1
OG0000023	XP_009137329.1	XP_013694303.1
OG0000023	XP_009136911.1	XP_013661254.1, XP_013737516.2
OG0000023	XP_033143991.1	XP_048619015.1
OG0000023	XP_033132923.1	XP_013723122.1, XP_013663886.1
OG0000023	XP_009139620.1	XP_048633858.1
OG0000023	XP_009137327.1	XP_013694257.1, XP_013737657.1
OG0000023	XP_009108600.1	XP_048612374.1
OG0000023	XP_033142132.1	XP_048605400.1
OG0000023	XP_009134240.1	XP_013735533.1, XP_013684115.2
OG0000023	XP_033142038.1	XP_048632003.1
OG0000023	XP_009108162.1	XP_013718560.2
OG0000023	XP_009108168.1	XP_013718638.2
OG0000023	XP_033144191.1	XP_022572340.2, XP_048632570.1
OG0000023	XP_009108593.2	XP_013663876.1
OG0000023	XP_033132924.1	XP_013663877.2
OG0000023	XP_033143803.1	XP_013737896.1, XP_048601610.1
OG0000023	XP_009136374.2	XP_013737922.2, XP_013737872.2
OG0000023	XP_009114807.1	XP_013710801.1, XP_013717353.1
OG0000023	XP_009137330.1	XP_013694329.2
OG0000023	XP_009136791.2	XP_013741339.2
OG0000024	XP_009145091.1	XP_013669544.1
OG0000024	XP_009120038.1	XP_048613420.1, XP_048605024.1
OG0000024	XP_033136251.1, XP_009123717.2	XP_048613449.1, XP_048605856.1, XP_048623912.1, XP_048599793.1, XP_048599838.1, XP_048605606.1, XP_048615618.1, XP_048623904.1, XP_048611507.1, XP_048605123.1
OG0000024	XP_033143946.1	XP_048611627.1
OG0000024	XP_033139457.1	XP_013669256.2
OG0000024	XP_033148542.1	XP_013669031.1
OG0000024	XP_009124404.2	XP_048623779.1, XP_048611621.1, XP_048613345.1, XP_048623915.1, XP_048604991.1, XP_048611565.1, XP_013689192.1, XP_013751200.1, XP_048622634.1, XP_048605648.1, XP_048622898.1, XP_048611836.1, XP_013689892.2, XP_013650453.1, XP_048623902.1, XP_048613349.1, XP_048619937.1, XP_048624080.1, XP_048624013.1, XP_048623970.1, XP_048611471.1, XP_048605851.1, XP_013669564.2, XP_048620139.1, XP_048605025.1, XP_048623990.1, XP_048611730.1, XP_048622724.1, XP_048617117.1
OG0000025	XP_009101849.2	XP_048637460.1
OG0000025	XP_033129787.1	XP_048596622.1, XP_048637461.1
OG0000025	XP_033138374.1	XP_048594642.1, XP_013713555.1, XP_013665745.2
OG0000025	XP_033140823.1	XP_022569752.1
OG0000025	XP_009127106.1	XP_013674736.2
OG0000025	XP_009127105.2	XP_013714776.2
OG0000025	XP_033140818.1	XP_013674735.2
OG0000025	XP_009107001.1	XP_048607423.1, XP_048607435.1, XP_013655489.2
OG0000025	XP_033132404.1	XP_022571152.1, XP_048626769.1, XP_048626770.1, XP_013693915.2, XP_048606182.1, XP_048624533.1, XP_022554086.2, XP_048607422.1
OG0000025	XP_033132412.1	XP_013670188.1, XP_022554085.2, XP_048607429.1
OG0000025	XP_033136215.1	XP_048598773.1, XP_048596892.1
OG0000025	XP_009119972.1	XP_022548711.2
OG0000025	XP_033140822.1	XP_048607496.1
OG0000025	XP_033140827.1	XP_013704762.2
OG0000025	XP_033138713.1	XP_022548570.1
OG0000025	XP_018509211.2	XP_022546346.2, XP_048630650.1, XP_013674435.1, XP_048627723.1
OG0000025	XP_009148196.2	XP_022563911.2, XP_048631222.1, XP_013674433.2, XP_048627722.1, XP_048627726.1, XP_013674436.2, XP_013645094.1
OG0000025	XP_009105560.1	XP_013645334.2, XP_013651019.1
OG0000025	XP_009102308.1	XP_022569112.2
OG0000025	XP_009133872.1	XP_013739125.2, XP_013733752.2
OG0000025	XP_009102299.1	XP_013645330.1, XP_013651021.2
OG0000025	XP_009133873.1	XP_013733741.2, XP_013734914.2
OG0000026	XP_009111790.1	XP_013660801.2, XP_013693183.2
OG0000026	XP_033136819.1, XP_033130671.1	XP_048604113.1
OG0000026	XP_033134459.1	XP_048623977.1, XP_048619887.1, XP_013716236.1
OG0000026	XP_033133949.1	XP_048604608.1
OG0000026	XP_033129389.1	XP_022570698.1
OG0000026	XP_033143428.1	XP_013650782.2
OG0000026	XP_033133947.1	XP_048633038.1, XP_013654050.2
OG0000026	XP_009115887.2	XP_013656470.2
OG0000026	XP_033131817.1	XP_013650482.2
OG0000026	XP_033129312.1	XP_013678944.3
OG0000026	XP_009108648.2	XP_013649960.1, XP_013708922.1, XP_013701765.1, XP_048607574.1, XP_022559746.2
OG0000026	XP_033145240.1	XP_022546075.2
OG0000026	XP_033128962.1	XP_013642305.2
OG0000026	XP_033129465.1	XP_013748306.2
OG0000026	XP_009113561.2	XP_048633191.1, XP_048596374.1
OG0000026	XP_033130697.1	XP_013694198.1
OG0000026	XP_033140694.1	XP_013709327.2
OG0000026	XP_033139909.1	XP_022568227.1, XP_048619935.1, XP_048624252.1
OG0000026	XP_033141132.1	XP_048605392.1, XP_048608748.1
OG0000027	XP_018512901.1	XP_048618819.1
OG0000027	XP_009109039.2	XP_013684599.1
OG0000027	XP_033132209.1	XP_022567836.1, XP_022546469.2
OG0000027	XP_033148397.1	XP_022575972.2, XP_048609431.1
OG0000027	XP_018514372.2	XP_048636470.1
OG0000027	XP_009116539.1	XP_013663491.2, XP_013663656.1
OG0000028	XP_009119478.1	XP_013665034.1
OG0000028	XP_009105534.2	XP_013649023.1
OG0000028	XP_033129358.1	XP_013709149.1, XP_013645637.1
OG0000028	XP_009106480.1	XP_013732607.1
OG0000028	XP_009102786.1	XP_048613315.1
OG0000028	XP_009118510.1	XP_048611865.1, XP_013645696.2, XP_048605437.1, XP_048625180.1, XP_048607633.1, XP_013665469.2
OG0000028	XP_009103430.1	XP_048638265.1
OG0000028	XP_009103792.1, XP_033136629.1	XP_013650677.1
OG0000028	XP_033138123.1	XP_022548807.2
OG0000028	XP_033128758.1	XP_013646182.2, XP_048623697.1
OG0000028	XP_009107501.2, XP_033129930.1	XP_048616838.1, XP_013704224.2
OG0000028	XP_009113849.2	XP_013658458.1
OG0000028	XP_009124763.2	XP_013719392.2
OG0000028	XP_009115704.1	XP_013704816.2
OG0000028	XP_033147848.1	XP_048613359.1, XP_048611760.1, XP_022561462.1
OG0000028	XP_009101982.1	XP_013658247.1
OG0000028	XP_033141106.1	XP_022549798.1
OG0000028	XP_009145551.2	XP_013645232.1
OG0000028	XP_009115654.1	XP_048632999.1, XP_013725945.1, XP_022557655.1
OG0000028	XP_009132264.1	XP_048637584.1
OG0000028	XP_009123077.2	XP_048593411.1
OG0000028	XP_009121319.1	XP_013652335.1
OG0000028	XP_033138742.1, XP_009145179.2	XP_048599560.1, XP_048618607.1
OG0000028	XP_009150817.2	XP_013645857.1, XP_013718802.1
OG0000028	XP_009138126.1	XP_013720035.1
OG0000028	XP_009144174.1	XP_013657814.2, XP_022562306.1
OG0000028	XP_033144745.1	XP_048615853.1
OG0000028	XP_009137703.2	XP_013717166.2
OG0000028	XP_009150036.1	XP_013709292.1
OG0000029	XP_018511257.1	XP_022573237.1
OG0000029	XP_033135654.1	XP_048595129.1
OG0000029	XP_033129539.1	XP_048613515.1
OG0000029	XP_009108043.1	XP_013745291.1
OG0000029	XP_033129024.1	XP_013738737.2, XP_048620192.1, XP_048632518.1, XP_048621879.1
OG0000029	XP_033134239.1	XP_048609574.1, XP_048601956.1, XP_048624719.1
OG0000029	XP_033135931.1	XP_048605707.1
OG0000029	XP_009123725.2	XP_048630615.1
OG0000029	XP_033145957.1	XP_048615843.1, XP_048637599.1
OG0000029	XP_033143361.1	XP_048593648.1
OG0000029	XP_033133927.1	XP_048607162.1, XP_048623050.1
OG0000029	XP_033135195.1	XP_022558100.2, XP_048591075.1, XP_048638384.1, XP_048596031.1, XP_013738696.2
OG0000029	XP_033133647.1	XP_048634928.1, XP_048632933.1, XP_048591471.1, XP_048596550.1
OG0000029	XP_033145942.1	XP_048634105.1
OG0000029	XP_033134398.1	XP_048623704.1, XP_013650865.2
OG0000029	XP_033140589.1	XP_048609092.1, XP_048594955.1, XP_048615335.1
OG0000029	XP_033146383.1	XP_048634156.1, XP_013721193.1
OG0000029	XP_033145514.1, XP_033137046.1	XP_048608517.1
OG0000030	XP_033144303.1	XP_022562440.1
OG0000030	XP_009121228.1	XP_048593313.1
OG0000030	XP_033135352.1	XP_048591080.1, XP_048597574.1, XP_013678966.1
OG0000030	XP_033148072.1	XP_048634976.1
OG0000030	XP_033134225.1	XP_013658305.1
OG0000030	XP_033130759.1, XP_033136651.1	XP_048631703.1
OG0000030	XP_033132456.1, XP_018515301.2	XP_048593350.1
OG0000030	XP_033148584.1, XP_033143238.1	XP_048599751.1
OG0000030	XP_033131887.1	XP_013695679.1
OG0000030	XP_009151481.2	XP_022566780.1, XP_013741789.1, XP_048601881.1, XP_048622454.1
OG0000030	XP_033129573.1	XP_013679446.2
OG0000030	XP_033129992.1	XP_048630454.1
OG0000030	XP_009138234.2	XP_048605211.1
OG0000030	XP_033131226.1	XP_048622936.1
OG0000030	XP_009108258.2	XP_048615642.1, XP_048613169.1
OG0000031	XP_009112698.1	XP_013733295.2, XP_013664368.1
OG0000031	XP_009118081.1	XP_048621294.1, XP_013693457.2
OG0000031	XP_009110632.1	XP_013657308.1, XP_048594187.1
OG0000031	XP_033133748.1	XP_013677849.2
OG0000031	XP_033134453.1	XP_013708901.1, XP_022547209.2
OG0000031	XP_009118036.2	XP_013697094.2
OG0000031	XP_033135466.1	XP_013693835.2
OG0000031	XP_033138678.1	XP_048598690.1, XP_048594186.1
OG0000031	XP_009112843.1	XP_013653843.2, XP_013661513.2
OG0000031	XP_009112950.1	XP_013748144.1, XP_013716554.2
OG0000031	XP_009121467.1	XP_013728454.1, XP_013667568.2
OG0000031	XP_009140073.1	XP_013731595.1, XP_013743363.2
OG0000031	XP_009114567.1	XP_048602151.1, XP_048594826.1
OG0000031	XP_009142868.1	XP_013742432.1, XP_013741893.2
OG0000031	XP_009112701.1	XP_013664370.2, XP_048595644.1
OG0000031	XP_009118532.1	XP_013716382.2
OG0000032	XP_009124182.2	XP_013689883.2, XP_048611576.1, XP_013659958.1, XP_013679015.2
OG0000032	XP_009123813.1	XP_048619995.1, XP_048619996.1, XP_048605078.1, XP_048605690.1, XP_013669046.1, XP_013738775.1, XP_013727502.2, XP_048604963.1
OG0000032	XP_009123814.2	XP_013654241.2, XP_013690096.1, XP_048598071.1
OG0000032	XP_033134289.1	XP_013727509.2, XP_013673638.2, XP_013713362.2, XP_048611594.1, XP_048605714.1
OG0000032	XP_009124453.2	XP_048623908.1, XP_022567665.2, XP_013673844.2, XP_013717718.2, XP_013665240.2, XP_013751474.2, XP_013654495.2, XP_013662945.2, XP_048622756.1, XP_022558240.2, XP_048623903.1, XP_048605618.1, XP_048613309.1, XP_048613371.1, XP_013665241.2
OG0000032	XP_009123343.2	XP_013690150.1
OG0000032	XP_018511422.1	XP_048604975.1, XP_048611622.1, XP_013665277.1, XP_013663883.1
OG0000032	XP_033143388.1	XP_022565137.1, XP_048635026.1, XP_048605667.1, XP_048605614.1, XP_013669028.2, XP_013668976.1, XP_048599799.1, XP_048623918.1, XP_013654493.2, XP_048623901.1, XP_013645657.1
OG0000032	XP_009123579.2	XP_048630590.1, XP_048630611.1, XP_013726205.2, XP_013708892.1, XP_048599785.1, XP_048623905.1, XP_048605651.1, XP_048622669.1
OG0000032	XP_033145294.1	XP_048630802.1, XP_048605656.1, XP_048599756.1, XP_013751673.1, XP_022552264.1, XP_013673342.2, XP_022557382.2
OG0000032	XP_033129373.1	XP_013668715.2
OG0000032	XP_033134312.1	XP_048611616.1
OG0000032	XP_033143865.1	XP_013654425.2, XP_048626924.1, XP_013708988.2, XP_048599776.1, XP_013709250.1, XP_048598065.1, XP_048598067.1, XP_048619994.1, XP_013713767.2, XP_013719466.1
OG0000032	XP_033148540.1	XP_013745534.2
OG0000032	XP_033134307.1	XP_048619925.1, XP_013669066.2
OG0000032	XP_033134308.1	XP_013751667.2
OG0000032	XP_033134303.1	XP_013651589.1
OG0000032	XP_009145112.2	XP_013704115.3
OG0000032	XP_009123766.1	XP_013704527.1, XP_048605005.1, XP_013739460.2, XP_048618613.1, XP_048605644.1, XP_013745503.2, XP_048613372.1, XP_048613389.1, XP_048619879.1, XP_048599778.1, XP_048605004.1, XP_048619858.1, XP_013699884.2, XP_048598078.1
OG0000032	XP_009123666.1	XP_048636483.1, XP_048605634.1
OG0000032	XP_033134310.1	XP_048635897.1
OG0000033	XP_009108047.1	XP_013714969.1
OG0000033	XP_009136929.1	XP_013737559.2
OG0000033	XP_009137321.1	XP_013694313.2, XP_013737653.2, XP_013694321.1
OG0000033	XP_009136747.2	XP_013661245.2, XP_048597027.1
OG0000033	XP_009124034.1	XP_013742887.2, XP_013664124.2
OG0000033	XP_009137319.1	XP_013715780.1, XP_048628576.1, XP_048627598.1
OG0000033	XP_033135404.1	XP_048622964.1
OG0000033	XP_009137324.1	XP_013694271.1, XP_013737656.2
OG0000033	XP_009137188.1	XP_013717260.1
OG0000033	XP_009134716.1	XP_013737259.1
OG0000033	XP_009128507.1	XP_013694845.2, XP_048630548.1
OG0000033	XP_018509629.1	XP_013661799.2, XP_048596587.1
OG0000033	XP_033137152.1	XP_048591452.1
OG0000033	XP_033143973.1	XP_048597020.1, XP_013738358.2, XP_022570722.1
OG0000033	XP_033143795.1	XP_048597043.1
OG0000033	XP_033143970.1	XP_013737646.2, XP_013737574.2
OG0000033	XP_009137317.1	XP_013737581.2
OG0000033	XP_009108599.1	XP_048608846.1, XP_013663884.1
OG0000033	XP_033136442.1	XP_048596713.1, XP_013644429.1
OG0000034	XP_033143708.1	XP_048623297.1
OG0000034	XP_033133157.1	XP_048621898.1, XP_048603766.1
OG0000034	XP_009145453.2, XP_033138396.1	XP_048602612.1, XP_048593533.1
OG0000034	XP_033139273.1, XP_033139162.1	XP_048628411.1, XP_048614818.1, XP_048630350.1, XP_048633211.1, XP_013657802.1, XP_013683745.1, XP_013734837.1, XP_013688359.1, XP_013749796.1, XP_013672505.1, XP_048603409.1, XP_048628910.1, XP_048628410.1, XP_048614058.1, XP_048624623.1, XP_048619694.1, XP_022569352.1, XP_048592466.1, XP_013687328.1, XP_013653378.1
OG0000034	XP_033146625.1, XP_033146692.1, XP_033139028.1	XP_013752183.1, XP_048610695.1, XP_022562393.1, XP_048594912.1
OG0000035	XP_033147664.1	XP_013751269.1
OG0000035	XP_009123149.2	XP_048636739.1
OG0000035	XP_033137775.1	XP_013739520.1, XP_048598553.1
OG0000035	XP_033137778.1	XP_013689525.2, XP_048598552.1
OG0000035	XP_033146467.1	XP_048609969.1, XP_013747197.1
OG0000035	XP_033145502.1	XP_022557090.1, XP_022574570.1
OG0000035	XP_033147829.1	XP_013751316.2
OG0000035	XP_033146958.1	XP_048636772.1
OG0000035	XP_033145355.1	XP_013747176.2
OG0000035	XP_018513876.1	XP_013723850.2, XP_013747222.2
OG0000035	XP_009146516.2	XP_048635821.1, XP_048613549.1
OG0000035	XP_018513390.1	XP_013645362.1
OG0000035	XP_009141229.2	XP_048611994.1
OG0000035	XP_033145293.1	XP_048634354.1
OG0000035	XP_009141452.3	XP_013746089.2, XP_013696206.2, XP_013747225.2, XP_013723835.2
OG0000035	XP_009141227.2	XP_013666043.2, XP_013747220.2
OG0000035	XP_033145356.1	XP_022574418.2
OG0000035	XP_033145756.1	XP_013723790.1
OG0000035	XP_033145751.1	XP_013723791.2
OG0000035	XP_033145292.1, XP_018514111.1	XP_048634353.1
OG0000035	XP_009141011.2	XP_048633807.1
OG0000035	XP_033145289.1	XP_048634166.1
OG0000035	XP_033145357.1	XP_048611992.1
OG0000035	XP_009141214.1	XP_048634350.1
OG0000035	XP_033139568.1	XP_013715831.2
OG0000035	XP_009127532.1	XP_048603751.1, XP_013715819.2
OG0000036	XP_033131068.1	XP_048627543.1, XP_048608409.1
OG0000036	XP_033132741.1, XP_033146849.1	XP_048628172.1
OG0000036	XP_009114424.1	XP_013729460.2, XP_013658994.1, XP_048604753.1, XP_013726692.1, XP_048615564.1
OG0000036	XP_033147285.1	XP_048604985.1
OG0000036	XP_033134311.1	XP_048634998.1, XP_048633135.1, XP_048631005.1
OG0000036	XP_033143404.1, XP_033148539.1, XP_033138233.1	XP_013679728.2
OG0000036	XP_033131792.1	XP_013723742.2
OG0000036	XP_033138465.1	XP_048596196.1
OG0000036	XP_033148531.1	XP_048634962.1, XP_048619840.1, XP_048604795.1
OG0000036	XP_033134400.1	XP_048591395.1, XP_048633128.1
OG0000036	XP_033139188.1	XP_048634988.1, XP_048636937.1
OG0000036	XP_033148815.1	XP_048599567.1
OG0000036	XP_033131195.1	XP_048591429.1, XP_013751417.2, XP_048630409.1, XP_048627410.1, XP_048632997.1
OG0000036	XP_033131764.1	XP_048615571.1
OG0000036	XP_033139241.1, XP_033134272.1, XP_033129427.1	XP_013674398.1
OG0000036	XP_033131918.1	XP_048627287.1
OG0000036	XP_033139143.1	XP_048596389.1, XP_048627847.1, XP_013658424.2, XP_048608393.1, XP_013658575.1
OG0000036	XP_033131462.1	XP_013659482.2
OG0000036	XP_009145099.2	XP_048619926.1, XP_013729499.1, XP_013674029.1, XP_022549692.2, XP_013669055.1, XP_048634960.1, XP_048629054.1
OG0000036	XP_033131591.1, XP_033143352.1	XP_048635001.1
OG0000036	XP_009150325.2	XP_048605396.1, XP_013657831.1
OG0000036	XP_033133377.1	XP_022573022.1
