Orthogroup	Noccaea_praecox	Arabidopsis_arenosa
OG0000267	Np001G0079700	jg17411, jg17413, jg32346
OG0000267	Np003G1683000	jg32649
OG0000269	Np003G1526500	jg22908
OG0000269	Np001G0459000, Np001G0458900	jg14405, jg14407
OG0000269	Np004G2521600	jg14408, jg1015, jg17967
OG0000270	Np006G3619100	jg581
OG0000274	Np002G1028400	jg27362
OG0000274	Np004G2151900	jg13700
OG0000274	Np002G1089600, Np007G4175900	jg2060
OG0000275	Np001G0244400	jg8473
OG0000275	Np004G1985300	jg1129, jg6761, jg6771, jg6767, jg6769, jg6762, jg6770, jg1128
OG0000277	Np007G3772100	jg8879
OG0000277	Np002G0777200	jg30517
OG0000277	Np004G2355900	jg3222
OG0000278	Np005G3117100	jg12188, jg12186, jg12174, jg10987, jg10984, jg12178, jg12175
OG0000279	Np002G1141200, Np003G1803300	jg20637, jg17236
OG0000279	Np001G0386500	jg20630, jg20632
OG0000282	Np006G3612000	jg33448, jg10319, jg10323
OG0000282	Np005G2741000	jg10266
OG0000283	Np005G2968000, Np003G1722900	jg20347, jg6911
OG0000284	Np005G2943000	jg5787
OG0000285	Np005G2879700	jg10428
OG0000285	Np004G2185500	jg14971
OG0000286	Np003G1578100	jg20757, jg20756, jg11068, jg25017, jg25016, jg25015
OG0000286	Np005G2707100, Np005G2706600, Np005G2707500	jg28841
OG0000286	Np002G0753400	jg7751
OG0000290	Np002G1240300	jg33120
OG0000290	Np002G1239500, Np002G0914000	jg419
OG0000290	Np002G1239600	jg416, jg418
OG0000290	Np002G1239700, Np002G1239800	jg415, jg413
OG0000291	Np005G2987000	jg14552, jg14546
OG0000292	Np003G1428400, Np005G3200500	jg17325, jg10075
OG0000292	Np003G1590800	jg11860
OG0000292	Np001G0267600	jg13668
OG0000292	Np005G2785600	jg28282, jg27759
OG0000294	Np007G3931800, Np002G0947400	jg7548, jg7545
OG0000294	Np002G1225100	jg5315
OG0000295	Np004G2036300	jg32824
OG0000295	Np004G2551000	jg28831
OG0000295	Np005G2760100	jg31317
OG0000295	Np004G2108200	jg25084, jg7397
OG0000295	Np004G2108300	jg25085, jg7398, jg25082, jg26786
OG0000296	Np003G1534000, Np007G4243900, Np003G1534400	jg22851, jg22847
OG0000296	Np003G1539300	jg22801, jg21885, jg22800
OG0000296	Np003G1534300	jg22798, jg22799
OG0000298	Np004G2067300	jg32011
OG0000298	Np001G0361700, Np004G2066800, Np004G2066700	jg32008
OG0000299	Np002G1034500	jg17441
OG0000300	Np004G2011900	jg21798
OG0000300	Np004G1944000	jg15635, jg15546, jg13486, jg26991, jg21853
OG0000301	Np001G0656600	jg19826
OG0000301	Np006G3657800, Np006G3692300, Np001G0664000	jg16118
OG0000303	Np002G0762300	jg21610
OG0000304	Np003G1831200	jg17079
OG0000304	Np004G2005100, Np004G2005300	jg21390, jg21205, jg21204, jg27046
OG0000304	Np003G1830800	jg19308
OG0000305	Np004G2040900, Np004G2390100	jg30239
OG0000307	Np007G3777700	jg33267
OG0000309	Np005G3043400	jg22981
OG0000312	Np002G1029400	jg6753
OG0000312	Np001G0253500	jg1649
OG0000313	Np006G3363800, Np006G3363700	jg28285
OG0000314	Np003G1725200	jg17949
OG0000314	Np001G0349500	jg16768
OG0000314	Np002G0900000	jg21060
OG0000316	Np007G4052400, Np007G4052300, Np002G1064100	jg25481
OG0000318	Np004G2401400	jg32160
OG0000321	Np004G1971000	jg33127, jg33133
OG0000321	Np003G1478700	jg5838, jg5839
OG0000323	Np005G3167200	jg12614
OG0000323	Np004G2384500	jg2919, jg2926, jg1474, jg20698
OG0000325	Np004G2554700	jg28796
OG0000325	Np004G2554500	jg28797
OG0000326	Np006G3247600, Np004G2144700, Np005G3048100	jg31005, jg13147, jg2458, jg25667
OG0000327	Np005G3168200	jg3425
OG0000328	Np007G3808000	jg26279, jg26278, jg26277
OG0000328	Np007G3807900	jg26271
OG0000328	Np007G3807800	jg26276
OG0000328	Np007G3807200	jg26274
OG0000328	Np007G3807400	jg26275
OG0000328	Np007G3807700	jg26272, jg26273
OG0000329	Np005G3045800	jg11299
OG0000330	Np002G0817100, Np002G0817000	jg2932, jg2931
OG0000330	Np002G0817200	jg2930
OG0000331	Np007G3925500	jg25844
OG0000331	Np006G3382400	jg18827
OG0000332	Np002G1180900	jg805, jg807, jg814
OG0000334	Np008G4277100	jg27468, jg29921
OG0000334	Np001G0128900, Np001G0128700	jg13498, jg18867, jg21058, jg13113, jg12230, jg11080, jg14024, jg13959, jg21899, jg21901, jg1165, jg14183, jg8025
OG0000334	Np002G0988300	jg4267, jg10505, jg1845
OG0000334	Np002G1103700	jg12492
OG0000334	Np006G3520700	jg13854
OG0000334	Np002G0884600	jg11603
OG0000334	Np002G0934800	jg25251, jg32583, jg32326, jg14085
OG0000335	Np007G3788800	jg16034
OG0000335	Np001G0652400, Np001G0653300	jg16010
OG0000335	Np001G0491000, Np001G0490700	jg16059
OG0000339	Np001G0393100	jg10545
OG0000339	Np005G3086500	jg11537, jg11540
OG0000341	Np004G1990800, Np007G3759900	jg32950
OG0000341	Np005G3127500	jg32635, jg32647
OG0000342	Np005G3060100, Np005G3059800	jg16938
OG0000343	Np005G2719800, Np003G1331500, Np007G4007500, Np001G0312600, Np002G0955000, Np003G1807800, Np006G3571500, Np003G1663500, Np003G1480000, Np003G1620800, Np007G3966900, Np003G1635000, Np002G1079200, Np007G3966600, Np003G1814300, Np007G4002600	jg30677
OG0000343	Np006G3457100, Np009G4315700, Np006G3457200, Np006G3383800	jg13708, jg17445, jg26926, jg6756, jg6755
OG0000344	Np007G3786100	jg29636, jg29549, jg29545, jg29543, jg29550, jg33257, jg364, jg12227, jg29834, jg21571
OG0000345	Np001G0410500	jg4766, jg20849
OG0000345	Np003G1357300	jg4765
OG0000345	Np003G1357400	jg28744
OG0000346	Np001G0560600	jg15260
OG0000346	Np001G0228500, Np001G0228200, Np001G0228300	jg13305
OG0000346	Np004G1975800	jg15261
OG0000346	Np001G0561000	jg15262
OG0000347	Np006G3234300	jg19995
OG0000347	Np001G0672700	jg28483, jg16199
OG0000347	Np005G2837600	jg10163
OG0000347	Np004G2592100	jg28458
OG0000347	Np003G1893600	jg8201
OG0000348	Np003G1858900	jg14665
OG0000348	Np005G2722200, Np005G2722100, Np005G2722300	jg20048, jg26730
OG0000349	Np003G1527100	jg22904
OG0000350	Np007G3817600, Np007G3817500, Np007G3817800, Np007G3824500, Np007G3824300, Np007G3845500, Np007G3845200, Np007G3829000	jg13712, jg26397, jg26398, jg26400, jg26399, jg26396, jg26395
OG0000351	Np007G4098900, Np005G2793500, Np005G2793600, Np007G4098800	jg26743, jg27595
OG0000355	Np003G1518500	jg22984
OG0000356	Np006G3653600, Np006G3653700	jg16968
OG0000357	Np004G2131300, Np004G2131200	jg31533, jg31532
OG0000358	Np006G3613300	jg10334
OG0000359	Np005G2774500, Np005G2774300	jg9679
OG0000361	Np002G1200400	jg17741, jg13739, jg17397
OG0000361	Np004G1900200	jg17742, jg33715, jg16229, jg17720, jg2108, jg12203, jg2107, jg13084, jg16745
OG0000363	Np002G1079000, Np003G1299400	jg11188
OG0000363	Np004G1904600	jg33778
OG0000363	Np004G2083300	jg3528
OG0000364	Np002G1151500, Np006G3313600, Np006G3314900, Np006G3313700, Np006G3584200, Np004G2086200	jg24355
OG0000364	Np006G3315100	jg19314, jg19320, jg12453, jg19325
OG0000365	Np004G2256300	jg31122, jg31118, jg31119, jg31117
OG0000367	Np002G0859300, Np002G0859700	jg11956, jg7206
OG0000367	Np005G2934000	jg30998, jg31000, jg27187, jg27188, jg31008
OG0000368	Np001G0464200	jg14450
OG0000368	Np001G0464500, Np001G0465000, Np001G0464400	jg14457
OG0000369	Np007G3873300, Np007G3872900, Np007G3878000, Np003G1659100, Np006G3612900	jg21600, jg21583, jg21561, jg21534, jg21584, jg21558
OG0000369	Np004G2010000	jg11313
OG0000370	Np007G3881700	jg26720, jg26718, jg26719
OG0000371	Np005G2999700	jg1972
OG0000371	Np003G1738900	jg1971
OG0000371	Np005G2999800	jg13947
OG0000371	Np004G2170200	jg17116, jg27205
OG0000374	Np002G0915900, Np007G3934900, Np002G1001700	jg2022
OG0000375	Np003G1608200, Np005G2993500	jg6729, jg12392, jg7062
OG0000376	Np002G1165400	jg918
OG0000376	Np002G1165100	jg916
OG0000377	Np005G2692800	jg2119, jg8598, jg8599
OG0000377	Np005G2692500	jg8601
OG0000377	Np005G2692700	jg8600
OG0000379	Np001G0262000	jg13018
OG0000379	Np001G0572200	jg15354
OG0000379	Np001G0262300	jg13016
OG0000380	Np003G1532600	jg22859, jg22857, jg30710
OG0000380	Np003G1521100, Np003G1521000, Np001G0458000	jg22963, jg22951
OG0000381	Np002G0731800	jg3545
OG0000381	Np001G0032900, Np006G3437800	jg21076, jg18471, jg13731
OG0000381	Np006G3437400	jg18472
OG0000381	Np002G0731900	jg3544, jg3543
OG0000382	Np003G1866800	jg7975, jg7974, jg7976
OG0000382	Np006G3368000	jg18934
OG0000383	Np006G3646200, Np006G3646100, Np004G2298600	jg30941
OG0000383	Np001G0576800, Np001G0576700, Np001G0576600, Np002G0976000	jg13626, jg13629, jg15391, jg15393
OG0000384	Np001G0337300	jg20367, jg20365, jg20368
OG0000386	Np004G2074600, Np004G2076900, Np004G2072700	jg32051
OG0000386	Np004G2078600, Np004G2071200	jg32049
OG0000386	Np004G2074700	jg32057
OG0000386	Np004G2078500, Np004G2079300, Np004G2073500, Np004G2071300, Np004G2074900	jg32058
OG0000388	Np007G3923800, Np007G3923600, Np007G3924100, Np007G3782200	jg25857
OG0000388	Np003G1624100, Np003G1624300	jg22210
OG0000388	Np001G0105800	jg6196
OG0000388	Np007G3969000, Np007G3969100	jg27023, jg26105, jg26106
OG0000389	Np003G1571700	jg22549
OG0000389	Np007G3923900	jg22552
OG0000389	Np004G2014700, Np004G2017900	jg22553, jg12732, jg22551, jg22550
OG0000389	Np005G3094800	jg17521
OG0000390	Np004G2323900	jg30801
OG0000390	Np005G2754700	jg30800
OG0000390	Np004G2323400, Np001G0608500	jg30802, jg27191
OG0000391	Np005G3125100	jg24982
OG0000392	Np004G2392000	jg30223
OG0000392	Np004G2392100	jg30222
OG0000392	Np005G2809800, Np005G2809900, Np005G2809300, Np005G2809500, Np005G2809700	jg9939, jg9938
OG0000393	Np005G3148700	jg12479
OG0000393	Np005G3147700	jg12478
OG0000393	Np005G3147800, Np005G3148300, Np005G3148200, Np005G3148600	jg12475
OG0000394	Np004G1940300	jg33475
OG0000399	Np003G1871200	jg28568, jg8018
OG0000399	Np002G1076800, Np002G1077300	jg1426
OG0000399	Np004G2500200	jg29276
OG0000402	Np001G0014700	jg23698
OG0000402	Np001G0014600	jg23699
OG0000403	Np003G1851700	jg7841
OG0000403	Np003G1852000	jg7840
OG0000404	Np001G0030300	jg12681
OG0000404	Np004G2440800, Np004G2439200	jg31726, jg31724
OG0000404	Np006G3363500	jg27776, jg9479, jg17226, jg19138
OG0000405	Np007G3790000, Np007G3790300	jg25463
OG0000405	Np001G0083200	jg23093
OG0000405	Np002G0846100	jg25469, jg25468
OG0000406	Np004G2516000	jg19181
OG0000406	Np003G1524900	jg22923, jg29135, jg14384
OG0000407	Np006G3216700, Np003G1623400	jg28645, jg31101, jg20131
OG0000409	Np004G2115900	jg17641
OG0000409	Np004G2115600	jg31386
OG0000410	Np005G2853200, Np005G2853100	jg10285
OG0000411	Np006G3656700, Np001G0448300	jg17003, jg16987, jg17292, jg17291, jg16929, jg16931, jg16935, jg20923, jg16934
OG0000412	Np003G1436800	jg5485
OG0000412	Np005G3122900	jg12214
OG0000412	Np002G0958700	jg2061
OG0000412	Np007G3931600	jg25896
OG0000413	Np007G4070900, Np007G4070700	jg25354
OG0000413	Np004G1913900, Np004G1913800, Np004G1913700	jg33681
OG0000414	Np002G1202200	jg673
OG0000414	Np005G3114200, Np007G4006400	jg27345
OG0000414	Np005G3034800	jg11210
OG0000414	Np007G3826300	jg26431
OG0000416	Np003G1820700	jg7623
OG0000420	Np007G3781800	jg6651
OG0000421	Np003G1652600	jg21967
OG0000421	Np007G3769100, Np003G1492300, Np003G1595800, Np003G1585300	jg22448, jg22447
OG0000423	Np004G2332100, Np003G1694800, Np006G3508100	jg2096, jg1876, jg1796, jg1235, jg12316, jg2904
OG0000424	Np003G1633400	jg22288
OG0000424	Np005G2783600	jg9732
OG0000425	Np004G2267900, Np003G1323100, Np007G3879300	jg21524
OG0000427	Np005G2952500	jg32210
OG0000428	Np004G2340900	jg1641, jg31721, jg6752, jg1927, jg12019
OG0000429	Np005G3179700	jg15870
OG0000429	Np001G0632600	jg1359, jg15868
OG0000430	Np002G1193600	jg731
OG0000430	Np007G3892700	jg27082
OG0000431	Np004G1949000	jg12387
OG0000431	Np004G1948000	jg21633, jg21636
OG0000431	Np002G1177200	jg844, jg846
OG0000432	Np004G1989900, Np004G1989600	jg32966
OG0000432	Np004G2024700	jg11324
OG0000432	Np005G3091600	jg10548, jg10546
OG0000433	Np005G2784000, Np005G2784300, Np005G2784100, Np005G2784200	jg9737, jg9736, jg9735
OG0000434	Np007G3746700	jg32516
OG0000436	Np001G0457000	jg14380
OG0000436	Np003G1523800	jg22927, jg22928
OG0000436	Np003G1523700	jg22929
OG0000436	Np001G0457100	jg14381
OG0000437	Np005G2796000	jg22554, jg9831
OG0000437	Np007G3729600	jg28169
OG0000438	Np001G0445000, Np001G0445500	jg14103, jg14100, jg14110, jg14105, jg14108, jg14098, jg20919, jg14109, jg14106, jg14233, jg14232
OG0000439	Np002G0832700, Np002G0832800	jg2816
OG0000439	Np003G1315100	jg2123, jg4379, jg27491, jg2122
OG0000443	Np006G3638900	jg17131
OG0000443	Np001G0128600	jg6415
OG0000444	Np006G3551300	jg18200
OG0000444	Np001G0647200	jg15993
OG0000445	Np001G0496300, Np001G0109300	jg6224
OG0000445	Np006G3663800	jg16878
OG0000446	Np003G1508000	jg6094, jg7081
OG0000446	Np003G1507900	jg6090
OG0000447	Np003G1314400, Np007G4102900	jg15180, jg25103, jg18747
OG0000448	Np001G0183300	jg13894
OG0000448	Np001G0199700	jg13602
OG0000449	Np007G3893700	jg17321, jg17317, jg17322
OG0000449	Np001G0641900	jg15925, jg15924, jg15929
OG0000449	Np007G4226700	jg24132, jg24131
OG0000451	Np005G2859600, Np006G3209400	jg990, jg976, jg5486, jg32699
OG0000452	Np002G1218800	jg561, jg560
OG0000452	Np002G1220200, Np002G1219700	jg562
OG0000457	Np007G4205700, Np006G3460400	jg24317
OG0000457	Np009G4310900	jg28766
OG0000458	Np004G2119000	jg31419
OG0000460	Np007G4074300	jg25335
OG0000463	Np004G2039200	jg32175
OG0000463	Np001G0461800	jg14430
OG0000464	Np004G2583500, Np004G2580300	jg28529, jg28530
OG0000466	Np007G4165800, Np007G4185400	jg7833, jg7828, jg7826, jg7830, jg7831, jg24484, jg24486, jg24485
OG0000469	Np001G0367700, Np001G0636500, Np005G2910700	jg15897, jg19591, jg10715, jg20504
OG0000470	Np004G2290500	jg22231, jg22229, jg1931
OG0000470	Np002G0795000	jg5117, jg5119
OG0000470	Np005G2908400, Np003G1893400	jg10877
OG0000471	Np005G3069200	jg11429
OG0000471	Np005G3067600	jg11432, jg11422
OG0000472	Np002G1119500	jg14011, jg17123, jg21902, jg3815, jg21009
OG0000473	Np004G2068400, Np004G2599400	jg28396
OG0000473	Np004G2599500	jg28395
OG0000474	Np004G2559900	jg28747
OG0000474	Np001G0411400	jg20853
OG0000474	Np001G0439700	jg11064
OG0000475	Np002G1011100	jg11478, jg28172
OG0000475	Np002G1186800	jg775
OG0000476	Np001G0143700, Np004G2171900, Np004G2172800, Np004G2171200	jg6712, jg6710, jg6600, jg6598
OG0000477	Np001G0072300	jg23206
OG0000477	Np001G0251900	jg13074
OG0000478	Np002G1243800	jg26681, jg382, jg4760, jg4696
OG0000478	Np001G0052500	jg384, jg386
OG0000480	Np002G1173500	jg868
OG0000480	Np001G0260600, Np001G0260800, Np002G0874600, Np001G0260900	jg13027
OG0000480	Np001G0261000	jg13028
OG0000481	Np002G1135600	jg1153
OG0000481	Np004G2489000	jg29378
OG0000481	Np004G2489100	jg29377
OG0000483	Np001G0136200, Np001G0418700	jg6491, jg6492
OG0000483	Np001G0136100	jg6493
OG0000484	Np005G2735000	jg21310
OG0000484	Np005G2734900, Np005G2734800	jg9383, jg1872
OG0000485	Np005G2838000	jg10170, jg10168, jg10169
OG0000486	Np004G2369400	jg30401, jg30400, jg30403, jg25301
OG0000491	Np001G0483800	jg14644
OG0000491	Np001G0483700	jg14641
OG0000492	Np001G0578400	jg15405
OG0000492	Np006G3574000	jg18363
OG0000492	Np006G3345900	jg19076
OG0000493	Np001G0031700, Np004G2553800	jg23546
OG0000493	Np005G3165700	jg12611, jg12549, jg12556
OG0000494	Np001G0544600, Np001G0544300	jg26556, jg15148
OG0000494	Np001G0546800	jg12046
OG0000495	Np001G0458400	jg14399
OG0000496	Np001G0476000	jg14581
OG0000497	Np002G0820000	jg2908
OG0000498	Np007G4081100	jg25277
OG0000498	Np001G0643900	jg15953
OG0000498	Np003G1453300	jg9327
OG0000499	Np001G0092000	jg17672, jg26193
OG0000500	Np002G0932400, Np005G3134700	jg2227
OG0000501	Np004G2058300	jg31946
OG0000501	Np003G1785900	jg7403
OG0000501	Np003G1785800	jg7401
OG0000501	Np003G1786100	jg7404
OG0000502	Np005G3150100	jg12488, jg12487
OG0000502	Np005G3150200	jg12489
OG0000506	Np003G1545600, Np003G1328500, Np006G3356700	jg4536, jg27864
OG0000507	Np003G1696700, Np005G2992500	jg6528
OG0000507	Np002G1004300, Np007G4019100	jg14865
OG0000509	Np005G2994800	jg10981, jg10977, jg10980, jg10975
OG0000510	Np005G3171300, Np005G3171200	jg12627
OG0000510	Np005G3168500	jg12626
OG0000511	Np002G1113900, Np005G2776000	jg22180
OG0000512	Np001G0437000, Np005G2640700, Np002G0915600	jg8980
OG0000513	Np004G2485700	jg33545
OG0000513	Np004G2159300	jg26959, jg26956
OG0000514	Np008G4269900	jg32479
OG0000516	Np001G0082200, Np002G0912600	jg2299
OG0000517	Np003G1443000, Np004G2494200, Np004G2495400	jg5539
OG0000518	Np003G1640600, Np003G1640900, Np003G1639400	jg22059
OG0000518	Np003G1392900	jg5458, jg5460, jg5083
OG0000519	Np001G0000200	jg23802
OG0000519	Np006G3606100	jg18112, jg18116
OG0000520	Np004G2449500	jg29720
OG0000521	Np001G0036100	jg23516, jg23515
OG0000522	Np003G1268600	jg3998
OG0000522	Np001G0587800, Np006G3338600	jg19114, jg15455
OG0000522	Np007G4133500	jg24877
OG0000523	Np006G3652300	jg16981
OG0000524	Np005G2847800	jg10575, jg10586
OG0000524	Np003G1813100	jg7573, jg7576, jg7572, jg7574
OG0000525	Np003G1847200, Np006G3272200	jg19656
OG0000525	Np006G3261300	jg18888, jg19658, jg19678
OG0000526	Np003G1465800	jg5720, jg5722, jg5723
OG0000527	Np004G2330200	jg17607
OG0000529	Np006G3553000	jg18217
OG0000529	Np006G3527600, Np006G3479500	jg18062, jg18072
OG0000530	Np003G1651600	jg21979, jg21978
OG0000534	Np005G3036300	jg11230
OG0000535	Np004G2312400	jg21075
OG0000535	Np004G2312600	jg30849
OG0000535	Np001G0629100	jg15829, jg15828
OG0000536	Np005G3112700	jg12138
OG0000536	Np003G1829100	jg7674
OG0000537	Np007G4149500, Np007G4149100	jg24739
OG0000537	Np001G0180200	jg21346
OG0000538	Np001G0187000	jg13818
OG0000538	Np006G3681400	jg13822
OG0000539	Np006G3605600	jg17943
OG0000540	Np006G3543900, Np006G3486500	jg18166
OG0000540	Np006G3543800, Np006G3486600, Np006G3546800, Np006G3482600, Np006G3479300, Np006G3528000	jg17982, jg18157
OG0000542	Np004G2483400	jg29431
OG0000542	Np002G1149500	jg1019
OG0000542	Np002G0860700	jg2597
OG0000543	Np004G2364000	jg20611
OG0000543	Np001G0384100	jg20612
OG0000543	Np001G0384200	jg20613
OG0000546	Np003G1278800, Np003G1279200, Np003G1278400, Np003G1278700, Np003G1279100	jg4077
OG0000547	Np006G3267300	jg19699
OG0000547	Np003G1537800, Np006G3267400	jg19698
OG0000548	Np006G3669300	jg16816, jg16819
OG0000549	Np006G3576700	jg18389
OG0000552	Np001G0630800	jg15840
OG0000553	Np007G3875900	jg26824
OG0000553	Np001G0171600	jg21449, jg21453
OG0000553	Np007G4159800	jg24663
OG0000554	Np003G1825900, Np003G1826000	jg7650, jg7651, jg7652, jg7653
OG0000555	Np007G3811200	jg26302
OG0000556	Np002G1196300	jg708, jg713, jg712, jg742, jg710, jg741
OG0000557	Np006G3680200	jg16737
OG0000558	Np006G3223500, Np003G1770500, Np004G2588500, Np002G0974700, Np004G2329100, Np003G1593500, Np008G4267900, Np008G4269100, Np009G4291800, Np004G2028000, Np003G1819900, Np002G0857600, Np007G4164100, Np004G2295900	jg6962, jg11818
OG0000558	Np009G4317800	jg11931
OG0000561	Np005G3150300	jg12491
OG0000561	Np001G0188000	jg13777
OG0000561	Np007G4240200	jg24008
OG0000561	Np003G1424200	jg5374
OG0000562	Np006G3579300	jg17669
OG0000562	Np003G1505300	jg6054
OG0000563	Np006G3218900	jg20120
OG0000563	Np004G2302400	jg30914, jg32005
OG0000564	Np006G3238900, Np001G0668600, Np001G0181600	jg21281
OG0000565	Np004G2467800	jg29593
OG0000566	Np002G1124500	jg1283
OG0000566	Np004G2036600	jg1883, jg1879
OG0000568	Np006G3258900	jg19773
OG0000569	Np001G0019000	jg23657
OG0000569	Np001G0512900	jg14877
OG0000569	Np001G0513000	jg14876
OG0000570	Np003G1527900, Np003G1536700, Np003G1537500	jg22830, jg21106
OG0000571	Np007G4131700, Np007G4129400	jg8399, jg10402, jg8978, jg24864, jg2553, jg30719, jg9105
OG0000572	Np007G3765500	jg27796, jg27797
OG0000572	Np001G0429400	jg21166
OG0000573	Np003G1846700	jg7776
OG0000573	Np003G1846600	jg7774, jg7775
OG0000579	Np007G4239400	jg24012
OG0000579	Np001G0095200	jg23059
OG0000580	Np006G3550700	jg28960, jg18195
OG0000580	Np004G2536400	jg28961
OG0000581	Np003G1488300	jg26863
OG0000581	Np003G1486100	jg31971, jg5898, jg5899
OG0000581	Np003G1488200	jg5920
OG0000582	Np001G0441600	jg14167
OG0000582	Np001G0441800, Np001G0441900	jg14172, jg14169
OG0000583	Np004G1928600	jg33557
OG0000584	Np002G1182300	jg1218
OG0000584	Np001G0426700	jg32499
OG0000587	Np002G1117700, Np004G2346900	jg30622
OG0000587	Np001G0518000, Np001G0517900	jg1339, jg1338, jg14903
OG0000588	Np006G3606400	jg17964, jg17962, jg17961
OG0000589	Np003G1604100, Np003G1482400	jg5865
OG0000590	Np004G2288900	jg12468
OG0000591	Np005G2789100	jg9780
OG0000592	Np002G0732600	jg3537
OG0000592	Np004G2392300	jg30221
OG0000592	Np005G2776300	jg9695
OG0000593	Np002G0742300	jg3467
OG0000593	Np004G2044200, Np007G3857500, Np007G3949200, Np006G3310100, Np007G3821200	jg32279, jg11908, jg26006
OG0000594	Np001G0137400	jg9498
OG0000594	Np005G3046600, Np005G3135400	jg12521, jg12524, jg12523, jg12522, jg12526, jg12528, jg12525
