Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_NCBI
OG0000243	Np004G2125700, Np004G2125900, Np004G2125000	XP_020867504.1
OG0000243	Np004G2125200	XP_020867502.1
OG0000243	Np004G2125600	XP_020867503.1, XP_020867501.1
OG0000244	Np003G1858400	XP_002872741.1
OG0000244	Np003G1858200, Np003G1858100, Np003G1857800	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1
OG0000244	Np003G1848200, Np003G1848100	XP_020876466.1
OG0000245	Np004G2322800, Np006G3313100, Np003G1676900	XP_020891448.1, XP_020882908.1
OG0000246	Np006G3384100, Np003G1776100	XP_002881469.1
OG0000247	Np004G2545900	XP_002868770.2, XP_002867509.1, XP_020871709.1, XP_002877687.1
OG0000247	Np004G2538200, Np003G1780900, Np003G1801100, Np003G1791800, Np003G1778100, Np003G1777900, Np003G1786000	XP_020869614.1
OG0000248	Np002G0857800	XP_002887278.1, XP_020865738.1
OG0000248	Np002G0860000	XP_020872989.1, XP_002887265.1
OG0000249	Np004G2146500	XP_020888722.1
OG0000249	Np004G2068100	XP_020866080.1
OG0000249	Np009G4325100	XP_020884646.1
OG0000249	Np009G4325200, Np001G0129900, Np003G1744700	XP_002887885.2
OG0000250	Np007G3953700, Np007G4128700	XP_002870459.1
OG0000250	Np003G1647300	XP_020876444.1
OG0000251	Np001G0226900	XP_002876961.1, XP_002876962.1, XP_002876963.1
OG0000251	Np001G0491300, Np001G0226800, Np001G0226600	XP_002876964.1
OG0000251	Np003G1562200	XP_002866197.1
OG0000251	Np002G0877400, Np004G2306300	XP_002876960.2
OG0000253	Np002G0865000	XP_002891955.2
OG0000253	Np007G4134200	XP_002884737.1
OG0000253	Np003G1267200	XP_002873056.1
OG0000254	Np005G3023700, Np005G3023600	XP_020874808.1
OG0000254	Np005G3024300	XP_002870217.1
OG0000259	Np001G0461900	XP_020866712.1, XP_020877604.1, XP_020877605.1, XP_002889545.2, XP_020883633.1, XP_020866820.1
OG0000259	Np007G3830200	XP_020887741.1, XP_002883112.2, XP_002880923.2, XP_002880609.1
OG0000262	Np004G2283300, Np002G1124100	XP_020890692.1
OG0000263	Np004G2041700	XP_020887742.1, XP_020880631.1
OG0000265	Np005G3140200, Np007G4120400, Np002G0744800, Np002G0778500, Np003G1560300, Np004G1972500, Np006G3567500, Np004G2255600, Np001G0314500	XP_020883108.1, XP_020872622.1, XP_020877172.1, XP_020886446.1, XP_020876112.1, XP_020868906.1, XP_020870118.1, XP_020874153.1, XP_020886556.1, XP_020885910.1
OG0000267	Np001G0079700	XP_020881424.1, XP_020890931.1, XP_020872390.1, XP_020868795.1, XP_020872178.1, XP_020872998.1, XP_020891338.1
OG0000267	Np003G1683000	XP_020876553.1
OG0000269	Np003G1526500	XP_002864649.1
OG0000269	Np001G0459000, Np001G0458900	XP_020881938.1, XP_002877465.1
OG0000269	Np004G2521600	XP_002888167.1, XP_020883555.1
OG0000275	Np001G0244400	XP_002866883.1
OG0000275	Np005G2619800	XP_020872234.1
OG0000275	Np004G1985300	XP_002886688.1, XP_002872307.1, XP_020879009.1, XP_020879174.1
OG0000276	Np002G1070200, Np001G0402600	XP_020887762.1, XP_020881628.1, XP_020878929.1, XP_020879276.1, XP_020876981.1, XP_020890967.1
OG0000277	Np002G0777200	XP_020867393.1
OG0000277	Np004G2355900	XP_020891062.1
OG0000278	Np005G3117100	XP_002870533.1, XP_002870532.1, XP_020875512.1, XP_020873117.1, XP_020875510.1
OG0000279	Np001G0387500	XP_020866105.1
OG0000279	Np002G1141200, Np003G1803300	XP_020885653.1, XP_020880341.1
OG0000279	Np005G3095700, Np001G0385400	XP_002865315.1
OG0000279	Np001G0386500	XP_020871068.1
OG0000282	Np006G3612000	XP_020873572.1, XP_020873565.1
OG0000283	Np005G2968000, Np003G1722900	XP_020889075.1, XP_020891714.1
OG0000284	Np005G2943000	XP_020879047.1
OG0000285	Np005G2879700	XP_002867852.2
OG0000285	Np004G2185500	XP_020873335.1, XP_020881884.1, XP_020873355.1
OG0000286	Np003G1578100	XP_002863596.2, XP_002867613.2, XP_020875162.1
OG0000286	Np005G2707100, Np005G2706600, Np005G2707500	XP_020868786.1
OG0000286	Np003G1257000	XP_020871052.1
OG0000290	Np002G1240300	XP_020866701.1
OG0000290	Np002G1239600	XP_020890821.1
OG0000290	Np002G1239700, Np002G1239800	XP_020890819.1, XP_020890820.1
OG0000292	Np003G1428400, Np005G3200500, Np003G1590800	XP_020890626.1
OG0000294	Np007G3931800, Np002G0947400	XP_020875769.1
OG0000294	Np002G1225100	XP_020879520.1
OG0000295	Np004G2036300	XP_020866817.1, XP_020866818.1
OG0000295	Np004G2551000	XP_020868018.1
OG0000295	Np005G2760100	XP_020870420.1
OG0000295	Np004G2108300	XP_020888216.1, XP_002885658.1, XP_020886583.1
OG0000296	Np003G1534000, Np007G4243900, Np003G1534400	XP_020874639.1, XP_002864614.1
OG0000296	Np003G1539300	XP_020871535.1, XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1, XP_020879394.1
OG0000296	Np003G1534300	XP_020869658.1
OG0000298	Np004G2067000	XP_002891052.1
OG0000298	Np001G0361700, Np004G2066800, Np004G2066700	XP_002891050.1
OG0000300	Np004G1944000	XP_020872734.1, XP_002877052.1, XP_020881468.1, XP_020890816.1
OG0000301	Np001G0656600	XP_020884774.1
OG0000304	Np003G1831200	XP_002878839.1, XP_020883542.1, XP_020885530.1
OG0000304	Np004G2005100, Np004G2005300	XP_002863900.1, XP_002865643.1, XP_002885797.1
OG0000304	Np003G1830800	XP_002881723.1
OG0000305	Np004G2040900, Np004G2390100	XP_002890206.2
OG0000307	Np007G3777700	XP_002894303.2, XP_002894304.2, XP_002891555.1, XP_020876752.1, XP_020865716.1, XP_020870689.1, XP_002892495.2
OG0000313	Np006G3363800, Np006G3363700	XP_020887580.1
OG0000313	Np006G3319700	XP_020882955.1, XP_002879861.1
OG0000314	Np003G1698600, Np003G1725200, Np001G0349500	XP_020879586.1
OG0000314	Np004G2096300, Np002G0900000, Np001G0544400	XP_020889577.1
OG0000320	Np008G4290700	XP_020875403.1
OG0000321	Np004G1971000	XP_020866713.1
OG0000322	Np006G3488400, Np003G1896200, Np003G1887600	XP_002862832.1
OG0000323	Np005G3167200	XP_020873004.1
OG0000323	Np004G2384500	XP_020865749.1
OG0000325	Np004G2554700	XP_002892239.1
OG0000325	Np006G3577000	XP_020883979.1
OG0000325	Np004G2554500	XP_002889523.1
OG0000326	Np006G3247600, Np004G2144700, Np005G3048100	XP_002893341.1, XP_020882129.1, XP_020886472.1
OG0000328	Np007G3808000	XP_020886039.1
OG0000328	Np007G3807900	XP_020886036.1
OG0000328	Np007G3807800	XP_020871918.1
OG0000328	Np007G3807700	XP_020886261.1, XP_020871911.1
OG0000329	Np005G3045800	XP_002870302.1
OG0000330	Np002G0817100, Np002G0817000	XP_002887461.1, XP_002887460.1, XP_002887463.1
OG0000330	Np002G0817200	XP_002887457.1
OG0000331	Np003G1874800	XP_020877038.1
OG0000331	Np007G3925500	XP_020889164.1
OG0000331	Np006G3382400	XP_002881476.1
OG0000332	Np002G1180900	XP_020890048.1, XP_020890047.1
OG0000335	Np007G3788800	XP_020879727.1
OG0000335	Np001G0491000, Np001G0490700	XP_020882480.1
OG0000336	Np004G2494000, Np002G1126300, Np004G2495700, Np002G1118200	XP_002892517.1
OG0000339	Np005G3086500	XP_020877153.1
OG0000341	Np005G3127500	XP_002891297.2, XP_020866157.1
OG0000342	Np005G3060100, Np005G3059800	XP_020884394.1
OG0000344	Np007G3786100	XP_002889905.1, XP_002880773.1, XP_020869549.1, XP_002892766.1, XP_020869015.1, XP_020882023.1, XP_020867242.1
OG0000345	Np001G0410500	XP_020877760.1, XP_020868529.1, XP_002865409.1
OG0000345	Np003G1357300	XP_002873405.1
OG0000345	Np004G2560200	XP_002892204.1
OG0000346	Np001G0560600	XP_002876198.1
OG0000346	Np001G0228500, Np001G0228200, Np001G0228300	XP_002875312.1
OG0000346	Np004G1975800	XP_002876199.1
OG0000346	Np001G0561000	XP_020881893.1
OG0000347	Np006G3234300	XP_020885426.1
OG0000347	Np001G0672700	XP_020881574.1
OG0000347	Np005G2837600	XP_020873658.1
OG0000347	Np004G2592100	XP_020869191.1
OG0000347	Np003G1893600	XP_002872953.1
OG0000348	Np003G1858900	XP_020880367.1
OG0000348	Np004G2045200, Np007G3968000	XP_020873026.1, XP_020887719.1, XP_020887720.1
OG0000349	Np003G1527400	XP_020871263.1
OG0000349	Np003G1526900	XP_020871259.1
OG0000349	Np003G1527100	XP_020871256.1
OG0000350	Np007G3817600, Np007G3817500, Np007G3817800, Np007G3824500, Np007G3824300, Np007G3845500, Np007G3845200, Np007G3829000	XP_002877153.1, XP_020889498.1, XP_002883330.1, XP_002883331.1, XP_020886120.1
OG0000351	Np007G4098900, Np005G2793500, Np005G2793600, Np007G4098800	XP_020889440.1, XP_020887803.1
OG0000355	Np003G1518500	XP_002864686.1
OG0000357	Np004G2131300, Np004G2131200	XP_002893588.2, XP_002890838.2
OG0000359	Np003G1622800	XP_020866009.1
OG0000359	Np005G2774500, Np005G2774300	XP_020875469.1
OG0000359	Np005G2774200	XP_002869553.1
OG0000361	Np004G1900200	XP_020881921.1, XP_020876173.1, XP_020881894.1
OG0000363	Np004G1904600	XP_020867799.1
OG0000363	Np004G2083300	XP_020865762.1
OG0000364	Np002G1151500, Np006G3313600, Np006G3314900, Np006G3313700, Np006G3584200, Np004G2086200	XP_020886529.1
OG0000364	Np006G3315100	XP_002881726.1, XP_002879874.1, XP_002881728.1
OG0000365	Np004G2256300	XP_020868575.1, XP_020868574.1, XP_020868576.1, XP_002890659.1
OG0000367	Np002G0859300, Np002G0859700	XP_020875683.1
OG0000367	Np005G2934000	XP_020866398.1
OG0000368	Np001G0464200	XP_002877501.1, XP_020881922.1
OG0000368	Np001G0464500, Np001G0465000, Np001G0464400	XP_002877507.1, XP_002877508.1, XP_020879738.1
OG0000369	Np007G3873300, Np007G3872900, Np007G3878000, Np003G1659100, Np006G3612900	XP_020871775.1, XP_020877424.1, XP_020872669.1, XP_020890208.1, XP_020877244.1, XP_020881008.1, XP_020890264.1
OG0000370	Np007G3881700	XP_002883509.2, XP_002883512.2, XP_002883510.1
OG0000371	Np005G2999700	XP_020875171.1
OG0000371	Np003G1738900	XP_020881802.1
OG0000371	Np005G2999800	XP_002891227.2
OG0000371	Np004G2170200	XP_020869654.1
OG0000375	Np003G1608200, Np005G2993500	XP_020888610.1, XP_020888509.1, XP_020872589.1
OG0000376	Np002G1165500	XP_020890100.1
OG0000376	Np002G1164800, Np002G0907800	XP_020869788.1
OG0000376	Np002G1165400	XP_002886599.1
OG0000376	Np002G1165100	XP_020890101.1
OG0000377	Np005G2692900	XP_020873168.1
OG0000377	Np005G2692800	XP_020865922.1, XP_002888509.2
OG0000377	Np005G2692500	XP_020874750.1
OG0000377	Np005G2692700	XP_002866955.2
OG0000379	Np001G0262000	XP_020879860.1
OG0000379	Np001G0572200	XP_002877959.1
OG0000379	Np001G0262300	XP_020879861.1
OG0000380	Np003G1532600	XP_002866323.1, XP_020867728.1
OG0000380	Np003G1521100, Np003G1521000, Np001G0458000	XP_002866375.1, XP_002862953.1, XP_002864667.1
OG0000381	Np002G0731800	XP_002889204.1
OG0000381	Np001G0032900, Np006G3437800	XP_002875493.1
OG0000381	Np006G3437400	XP_002879467.2
OG0000382	Np003G1866800	XP_002872840.1, XP_002872839.1, XP_020876136.1
OG0000382	Np006G3368000	XP_020882973.1
OG0000383	Np006G3646200, Np006G3646100, Np004G2298600	XP_020870142.1
OG0000383	Np001G0576800, Np001G0576700, Np001G0576600, Np002G0976000	XP_020880743.1, XP_002877115.2, XP_002877989.2, XP_020879875.1
OG0000384	Np001G0337300	XP_002863381.1, XP_002863379.1, XP_002863382.1
OG0000385	Np005G2715300	XP_020875226.1
OG0000386	Np004G2074600, Np004G2076900, Np004G2072700	XP_002893794.1
OG0000386	Np004G2078600, Np004G2071200	XP_002893792.1
OG0000386	Np004G2074700	XP_002893796.1
OG0000386	Np004G2078500, Np004G2079300, Np004G2073500, Np004G2071300, Np004G2074900	XP_002891067.1
OG0000388	Np007G3923800, Np007G3923600, Np007G3924100, Np007G3782200	XP_002885216.1
OG0000388	Np003G1624100, Np003G1624300	XP_002864312.1
OG0000388	Np001G0105800	XP_002872057.1
OG0000388	Np007G3969000, Np007G3969100	XP_002885786.1
OG0000389	Np003G1571700	XP_020890802.1, XP_020890804.1, XP_020865791.1
OG0000389	Np004G2014700, Np004G2017900	XP_020865833.1, XP_020872401.1, XP_020865797.1, XP_020865827.1
OG0000389	Np005G3094800	XP_020885640.1
OG0000390	Np004G2323900	XP_002893223.1
OG0000390	Np005G2754700	XP_020870867.1
OG0000390	Np004G2324400	XP_020870868.1
OG0000390	Np004G2323400, Np001G0608500	XP_002891115.1, XP_020869226.1
OG0000391	Np005G3125100	XP_020887377.1
OG0000392	Np004G2392000	XP_002890198.2
OG0000392	Np004G2392100	XP_020870155.1
OG0000392	Np005G2809800, Np005G2809900, Np005G2809300, Np005G2809500, Np005G2809700	XP_020873585.1, XP_020873586.1
OG0000393	Np005G3148700	XP_002868738.1
OG0000393	Np005G3147700	XP_020872982.1
OG0000393	Np005G3147800, Np005G3148300, Np005G3148200, Np005G3148600	XP_002868745.2
OG0000394	Np004G1940300	XP_020870422.1
OG0000396	Np006G3286600	XP_020878657.1, XP_020882005.1
OG0000399	Np003G1871200	XP_002889409.1, XP_002874941.1
OG0000399	Np002G1076800, Np002G1077300	XP_020868304.1
OG0000399	Np004G2500200	XP_020867895.1
OG0000402	Np001G0014700	XP_020885507.1
OG0000402	Np001G0014600	XP_002865045.1, XP_020871494.1
OG0000403	Np003G1851700	XP_020876381.1
OG0000403	Np003G1852000	XP_020876447.1
OG0000404	Np004G2440800, Np004G2439200	XP_020867763.1, XP_020869354.1
OG0000404	Np006G3363500	XP_020882951.1, XP_002893048.1, XP_020872469.1, XP_020872474.1, XP_020879689.1
OG0000405	Np007G3790000, Np007G3790300	XP_002885048.2
OG0000406	Np001G0457400	XP_002892419.1, XP_002875761.1, XP_002866354.1
OG0000406	Np004G2516000	XP_002881664.1
OG0000407	Np006G3216700, Np003G1623400	XP_020870312.1, XP_002890652.1, XP_002880288.1
OG0000409	Np004G2115900	XP_020885420.1
OG0000409	Np004G2115600	XP_020868889.1, XP_020868885.1
OG0000411	Np006G3656700, Np001G0448300	XP_002878793.1, XP_002878935.1, XP_020883505.1, XP_020883097.1, XP_002878760.1, XP_002863681.1
OG0000412	Np003G1436800	XP_020877332.1
OG0000412	Np005G3122900	XP_002870545.1
OG0000412	Np002G0958700	XP_020891044.1
OG0000412	Np007G3931600	XP_020889182.1
OG0000413	Np007G4070900, Np007G4070700	XP_002882837.2
OG0000413	Np004G1913900, Np004G1913800, Np004G1913700	XP_002894496.1
OG0000414	Np002G1202200	XP_020865813.1
OG0000414	Np005G3114200, Np007G4006400	XP_020887850.1
OG0000414	Np005G3034800	XP_020875754.1
OG0000414	Np007G3826300	XP_020886757.1
OG0000415	Np005G2996800, Np002G1089500	XP_020883764.1
OG0000420	Np007G3781800	XP_002874367.1
OG0000421	Np003G1652600	XP_020879107.1
OG0000421	Np007G3769100, Np003G1492300, Np003G1595800, Np003G1585300	XP_020871919.1, XP_020871160.1
OG0000423	Np004G2361600	XP_020867632.1
OG0000423	Np004G2332100, Np003G1694800, Np006G3508100	XP_020869456.1, XP_020868293.1
OG0000424	Np003G1633400	XP_002864349.1
OG0000424	Np005G2783600	XP_002867518.1
OG0000428	Np004G2340900	XP_020871628.1, XP_002862473.2
OG0000429	Np004G2049300	XP_002891987.1
OG0000429	Np005G3179700	XP_020880517.1
OG0000429	Np001G0632600	XP_002891988.1, XP_002878218.1
OG0000430	Np003G1835700	XP_002874805.1
OG0000430	Np002G1193600	XP_020891025.1
OG0000430	Np007G3892700	XP_002885799.1
OG0000431	Np002G1177200	XP_002888099.1
OG0000432	Np004G1989900, Np004G1989600	XP_020866653.1, XP_020869736.1
OG0000433	Np005G2784000, Np005G2784300, Np005G2784100, Np005G2784200	XP_020873782.1, XP_002869578.2, XP_020873778.1, XP_002869577.1
OG0000436	Np001G0457000	XP_020880865.1
OG0000436	Np003G1523800	XP_002864656.1
OG0000436	Np003G1523700	XP_002864657.2
OG0000436	Np001G0457100	XP_020880864.1
OG0000437	Np005G2796000	XP_020871534.1, XP_020873821.1
OG0000437	Np007G3729600	XP_002886024.1
OG0000438	Np001G0445000, Np001G0445500	XP_020882264.1, XP_020882053.1, XP_020882473.1, XP_020881200.1, XP_020882093.1
OG0000439	Np002G0832700, Np002G0832800	XP_002887396.1
OG0000439	Np003G1315100	XP_020891685.1, XP_002871200.1, XP_020888125.1
OG0000440	Np005G3174000	XP_002868753.2
OG0000442	Np001G0093700	XP_020889161.1
OG0000442	Np001G0686900	XP_002876673.1, XP_020872236.1
OG0000442	Np005G3175400	XP_020874721.1
OG0000443	Np006G3638900	XP_002878859.1
OG0000443	Np003G1377800	XP_002871465.1
OG0000443	Np001G0128600	XP_002874255.1
OG0000444	Np006G3551300	XP_002881172.1
OG0000444	Np001G0647200	XP_002876506.1
OG0000445	Np001G0496300, Np001G0109300	XP_002874145.1
OG0000445	Np006G3663800	XP_002880547.1
OG0000446	Np003G1508000	XP_020879288.1
OG0000446	Np003G1507900	XP_020879284.1, XP_020887474.1
OG0000447	Np003G1314400, Np007G4102900	XP_002876158.1, XP_020888327.1, XP_002879596.1
OG0000448	Np001G0183300	XP_020879781.1
OG0000448	Np002G1081700	XP_020881239.1
OG0000448	Np001G0199700	XP_020881129.1
OG0000449	Np007G3893700	XP_020880507.1, XP_020884444.1
OG0000449	Np001G0641900	XP_020880494.1, XP_020880524.1, XP_020880521.1
OG0000449	Np007G4226700	XP_020888699.1, XP_020887488.1
OG0000450	Np005G3123700	XP_002868530.1
OG0000451	Np005G2859600, Np006G3209400	XP_020890146.1, XP_020890731.1, XP_020891235.1, XP_002873785.1, XP_020869855.1
OG0000452	Np002G1218800	XP_002886425.1, XP_020891488.1
OG0000452	Np002G1220200, Np002G1219700	XP_002886426.2
OG0000457	Np007G4205700, Np006G3460400, Np004G2558500, Np009G4310900	XP_002881278.1
OG0000458	Np004G2119000	XP_002893548.1
OG0000460	Np007G4074300	XP_020886129.1
OG0000460	Np005G2794500	XP_020873839.1
OG0000463	Np004G2039200	XP_020868804.1
OG0000464	Np004G2583500, Np004G2580300	XP_002892092.1, XP_002892093.1
OG0000466	Np007G4165800, Np007G4185400	XP_020877209.1, XP_020876487.1, XP_020887078.1, XP_002884527.1
OG0000468	Np006G3277100	XP_020884599.1
OG0000470	Np002G0795000	XP_002873596.2
OG0000470	Np005G2718900	XP_002870105.1
OG0000470	Np005G2908400, Np003G1893400	XP_002868068.1
OG0000471	Np005G3069200	XP_020875496.1
OG0000471	Np005G3067600	XP_020874394.1
OG0000473	Np004G2068400, Np004G2599400	XP_020866566.1
OG0000473	Np004G2599500	XP_002892018.2
OG0000474	Np004G2559900	XP_020870451.1
OG0000474	Np001G0411400	XP_020886615.1
OG0000474	Np001G0439700	XP_002870188.2
OG0000475	Np002G1011100	XP_020875636.1, XP_020886805.1
OG0000475	Np002G1186800	XP_020890091.1
OG0000476	Np001G0143700, Np004G2171900, Np004G2172800, Np004G2171200	XP_002874408.2, XP_002874407.2, XP_002872250.1
OG0000477	Np001G0072300	XP_002864799.1
OG0000477	Np001G0251900	XP_020879966.1
OG0000477	Np004G2423100	XP_020868927.1
OG0000478	Np002G1243800	XP_002883482.1, XP_002883015.1, XP_020878583.1, XP_020878143.1
OG0000478	Np001G0052500	XP_002887884.2
OG0000479	Np003G1732000, Np002G1075900	XP_020869562.1
OG0000480	Np002G1173500	XP_002886566.1
OG0000480	Np001G0260600, Np001G0260800, Np002G0874600, Np001G0260900	XP_020881107.1
OG0000480	Np001G0261000	XP_020881110.1
OG0000481	Np002G1135600	XP_002888218.1
OG0000481	Np004G2489000	XP_020870476.1
OG0000481	Np004G2489100	XP_002889784.1
OG0000483	Np001G0136100	XP_020877847.1, XP_020876157.1
OG0000484	Np005G2735000	XP_020869179.1
OG0000484	Np005G2734900, Np005G2734800	XP_020875370.1, XP_020889704.1, XP_020865687.1
OG0000485	Np005G2838000	XP_002867713.1, XP_020873851.1
OG0000486	Np004G2369400	XP_020866607.1, XP_020869582.1, XP_002893014.1, XP_020886267.1
OG0000491	Np001G0483800	XP_002875894.1
OG0000491	Np001G0483700	XP_020880384.1
OG0000492	Np001G0578400	XP_002877995.1
OG0000492	Np006G3574000	XP_002881246.1
OG0000492	Np006G3345900	XP_020884576.1
OG0000493	Np001G0031700, Np004G2553800	XP_002864952.1
OG0000493	Np005G3165700	XP_002870726.2, XP_020872955.1
OG0000494	Np001G0544600, Np001G0544300	XP_020888485.1, XP_002876140.1
OG0000494	Np001G0546800	XP_020873021.1, XP_002868464.1
OG0000495	Np001G0458400	XP_020881774.1
OG0000496	Np001G0476000	XP_020879671.1
OG0000497	Np002G0820000	XP_002888890.1
OG0000497	Np007G4064600	XP_002884997.1
OG0000497	Np004G1916400	XP_002891805.1
OG0000500	Np002G0932400, Np005G3134700	XP_002888576.1
OG0000501	Np004G2058300	XP_020868025.1
OG0000501	Np003G1785800	XP_020876295.1
OG0000501	Np003G1786100	XP_020877248.1
OG0000502	Np005G3150100	XP_002868731.1, XP_002868732.1
OG0000502	Np005G3150200	XP_002868730.1
OG0000506	Np003G1545600, Np003G1328500, Np006G3356700	XP_002884052.1, XP_002871248.1
OG0000507	Np003G1696700, Np005G2992500	XP_002889590.2
OG0000509	Np005G2994600	XP_020866899.1
OG0000509	Np005G2994800	XP_020873980.1, XP_020873979.1
OG0000510	Np005G3171300, Np005G3171200	XP_020874381.1
OG0000510	Np005G3168500	XP_002868665.1
OG0000512	Np001G0437000, Np005G2640700, Np002G0915600	XP_002877314.1, XP_002867150.1, XP_002877311.1, XP_002869188.1
OG0000513	Np004G2485700	XP_020867133.1
OG0000516	Np001G0082200, Np002G0912600	XP_002887133.1
OG0000517	Np003G1443000, Np004G2494200, Np004G2495400	XP_020875875.1, XP_002873811.1
OG0000518	Np003G1640600, Np003G1640900, Np003G1639400	XP_002864239.1
OG0000518	Np003G1392900	XP_020879072.1, XP_020879487.1, XP_020878648.1
OG0000519	Np001G0000200	XP_020881302.1
OG0000519	Np006G3606100	XP_020884835.1, XP_020884831.1, XP_020884708.1
OG0000520	Np004G2449500	XP_020869507.1
OG0000521	Np001G0036100	XP_020889324.1
OG0000522	Np003G1268600	XP_020879507.1
OG0000522	Np001G0587800, Np006G3338600	XP_020884014.1, XP_020882284.1
OG0000522	Np007G4133500	XP_020887260.1
OG0000523	Np006G3650900, Np006G3652100	XP_020885380.1
