Orthogroup	Noccaea_praecox	Rorippa_islandica
OG0000106	Np005G2719900	Roisl.0021s0082.1.p, Roisl.0046s1283.1.p, Roisl.0082s0473.1.p
OG0000107	Np007G3984300	Roisl.0115s0324.1.p, Roisl.0115s0323.1.p
OG0000107	Np007G4184500	Roisl.0115s0325.1.p
OG0000108	Np006G3369500, Np001G0565800	Roisl.0017s0109.1.p
OG0000108	Np001G0462100	Roisl.0209s0353.1.p
OG0000108	Np007G4093400	Roisl.0074s0792.1.p
OG0000108	Np003G1360400	Roisl.0210s0691.1.p
OG0000108	Np007G3950400	Roisl.0074s0053.1.p
OG0000109	Np001G0341500	Roisl.0194s0008.1.p
OG0000110	Np002G0928100, Np002G0869900, Np002G0972400	Roisl.0040s0028.1.p
OG0000111	Np005G3154700, Np005G3138900, Np001G0444800	Roisl.0210s2207.1.p, Roisl.0013s0027.1.p
OG0000114	Np002G1018000	Roisl.0195s0034.1.p, Roisl.0082s0484.1.p
OG0000116	Np004G2021800	Roisl.0019s0048.1.p, Roisl.0046s0709.1.p
OG0000117	Np004G2300300	Roisl.0191s0200.1.p
OG0000117	Np004G2300200	Roisl.0191s0196.1.p
OG0000119	Np003G1836400	Roisl.0080s0250.1.p
OG0000121	Np002G0833400	Roisl.0066s0357.1.p
OG0000122	Np001G0563200	Roisl.0080s0688.1.p
OG0000122	Np003G1578400	Roisl.0080s0694.1.p
OG0000122	Np003G1578500	Roisl.0080s0684.1.p
OG0000124	Np005G2989500, Np003G1311000, Np002G1109100	Roisl.0011s0204.1.p
OG0000125	Np006G3601100	Roisl.0082s0689.1.p
OG0000125	Np004G2519400	Roisl.0091s1034.1.p
OG0000125	Np004G1951700	Roisl.0013s0044.1.p
OG0000125	Np004G1951500	Roisl.0006s0236.1.p, Roisl.0006s0238.1.p, Roisl.0006s0239.1.p
OG0000125	Np004G1951600	Roisl.0213s0753.1.p
OG0000125	Np007G3813400	Roisl.0115s0481.1.p, Roisl.0115s0480.1.p
OG0000126	Np006G3613200	Roisl.0021s0393.1.p, Roisl.0208s0044.1.p, Roisl.0208s0042.1.p, Roisl.0020s0136.1.p
OG0000126	Np002G0902700	Roisl.0021s0394.1.p
OG0000126	Np002G1171100	Roisl.0082s0286.1.p, Roisl.0020s0135.1.p
OG0000126	Np006G3560000	Roisl.0209s0516.1.p
OG0000126	Np001G0233600	Roisl.0195s0036.1.p, Roisl.0010s0059.1.p, Roisl.0051s0005.1.p, Roisl.0184s0211.1.p, Roisl.0066s0220.1.p
OG0000126	Np001G0262900	Roisl.0045s0077.1.p, Roisl.0191s0553.1.p
OG0000126	Np004G2191600	Roisl.0075s0113.1.p
OG0000127	Np003G1510700	Roisl.0210s1950.1.p
OG0000127	Np001G0565000	Roisl.0046s1343.1.p
OG0000127	Np003G1523500	Roisl.0080s0276.1.p
OG0000127	Np006G3598300	Roisl.0082s0645.1.p
OG0000128	Np001G0644700	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p
OG0000128	Np001G0644900	Roisl.0018s0038.1.p
OG0000128	Np001G0644500	Roisl.0018s0034.1.p
OG0000129	Np002G0866100	Roisl.0021s0622.1.p
OG0000129	Np005G3118200	Roisl.0022s0002.1.p, Roisl.0022s0001.1.p
OG0000130	Np006G3485400	Roisl.0080s0678.1.p
OG0000132	Np001G0583700	Roisl.0046s1480.1.p
OG0000132	Np001G0060300	Roisl.0024s0216.1.p
OG0000134	Np003G1378400	Roisl.0214s0290.1.p, Roisl.0091s0127.1.p
OG0000136	Np005G2937900	Roisl.0082s0010.1.p
OG0000137	Np003G1600600	Roisl.0080s0797.1.p, Roisl.0080s0796.1.p
OG0000137	Np003G1600500	Roisl.0080s0795.1.p
OG0000137	Np003G1602300, Np003G1829600	Roisl.0080s0802.1.p
OG0000137	Np003G1602000, Np003G1601500, Np003G1600700	Roisl.0080s0798.1.p
OG0000137	Np003G1602100	Roisl.0080s0799.1.p
OG0000137	Np003G1602400	Roisl.0080s0800.1.p
OG0000140	Np005G2883300	Roisl.0040s0019.1.p
OG0000141	Np002G1165900	Roisl.0023s0060.1.p, Roisl.0209s0568.1.p, Roisl.0209s0569.1.p, Roisl.0010s0046.1.p, Roisl.0010s0047.1.p, Roisl.0184s0160.1.p, Roisl.0209s0570.1.p, Roisl.0010s0044.1.p
OG0000143	Np004G2289300	Roisl.0014s0024.1.p, Roisl.0058s0105.1.p, Roisl.0184s0037.1.p, Roisl.0213s0768.1.p, Roisl.0210s2172.1.p, Roisl.0185s0038.1.p, Roisl.0047s0065.1.p
OG0000145	Np022G4391500	Roisl.0214s0507.1.p, Roisl.0015s0191.1.p, Roisl.0031s0042.1.p
OG0000148	Np004G1960900, Np004G1960800	Roisl.0013s0141.1.p
OG0000148	Np001G0107700	Roisl.0082s0572.1.p
OG0000151	Np001G0586800	Roisl.0046s1505.1.p
OG0000151	Np006G3339200	Roisl.0017s0307.1.p
OG0000151	Np001G0586700	Roisl.0046s1504.1.p
OG0000151	Np001G0563500	Roisl.0046s1329.1.p
OG0000151	Np006G3374700	Roisl.0017s0076.1.p
OG0000151	Np003G1404000	Roisl.0210s1053.1.p
OG0000153	Np004G2521100	Roisl.0082s0716.1.p, Roisl.0091s1020.1.p, Roisl.0091s1018.1.p
OG0000154	Np004G1998200	Roisl.0006s0138.1.p
OG0000155	Np007G4008100	Roisl.0045s0096.1.p, Roisl.0005s0072.1.p
OG0000158	Np002G0811900, Np005G2867000, Np005G2866500	Roisl.0020s0089.1.p
OG0000158	Np001G0700500	Roisl.0046s0594.1.p, Roisl.0046s1609.1.p
OG0000158	Np003G1292700	Roisl.0034s0152.1.p
OG0000158	Np005G2956600, Np001G0506900, Np001G0492300, Np001G0486500	Roisl.0191s0244.1.p
OG0000158	Np001G0283500, Np001G0283800, Np001G0282900, Np007G4061200	Roisl.0020s0185.1.p
OG0000158	Np002G0909800, Np002G0811800	Roisl.0214s0665.1.p, Roisl.0214s0661.1.p
OG0000159	Np005G3080900	Roisl.0024s0087.1.p
OG0000159	Np003G1303600, Np003G1531700	Roisl.0029s0024.1.p
OG0000160	Np007G3739600	Roisl.0066s0007.1.p
OG0000160	Np005G2740000	Roisl.0003s0027.1.p
OG0000160	Np003G1560700	Roisl.0080s0566.1.p
OG0000160	Np007G3899700	Roisl.0214s0132.1.p
OG0000160	Np001G0430500	Roisl.0185s0093.1.p
OG0000160	Np002G0711700	Roisl.0115s0111.1.p
OG0000162	Np001G0244800	Roisl.0213s0743.1.p
OG0000162	Np006G3578300	Roisl.0028s0712.1.p
OG0000164	Np007G4010900, Np004G2250900, Np008G4276900, Np009G4319300, Np006G3505100	Roisl.0020s0019.1.p, Roisl.0214s0688.1.p, Roisl.0215s0002.1.p, Roisl.0184s0199.1.p
OG0000164	Np001G0316300, Np002G1011400, Np002G1016200, Np001G0433600, Np005G2941300, Np004G2582200, Np001G0316200, Np001G0316100, Np002G1011500, Np004G2239900	Roisl.0022s0021.1.p
OG0000165	Np002G1201100, Np002G1201400, Np002G1201300, Np002G1201200	Roisl.0013s0197.1.p
OG0000166	Np007G3748700	Roisl.0023s0082.1.p
OG0000167	Np007G3808900	Roisl.0115s0454.1.p
OG0000170	Np001G0667900	Roisl.0018s0216.1.p
OG0000170	Np006G3241500	Roisl.0035s0199.1.p
OG0000171	Np003G1641800	Roisl.0031s0104.1.p
OG0000171	Np002G1239200	Roisl.0050s0073.1.p
OG0000171	Np007G3768900	Roisl.0066s0281.1.p
OG0000171	Np003G1582900	Roisl.0080s0713.1.p
OG0000171	Np005G2770300	Roisl.0022s0465.1.p
OG0000172	Np003G1644100, Np006G3712300, Np004G1991300, Np004G1900300	Roisl.0046s1356.1.p
OG0000173	Np005G2621400	Roisl.0001s0452.1.p
OG0000173	Np001G0199900	Roisl.0210s1802.1.p, Roisl.0001s0420.1.p, Roisl.0008s0315.1.p, Roisl.0214s0637.1.p
OG0000174	Np004G2073400, Np002G0998200, Np004G2311300, Np004G2306100, Np005G2829600, Np005G2992600, Np003G1659900, Np003G1696800, Np003G1769800	Roisl.0066s0013.1.p, Roisl.0082s0594.1.p
OG0000175	Np003G1416000	Roisl.0210s1168.1.p
OG0000175	Np002G1160900	Roisl.0214s0596.1.p
OG0000175	Np001G0685700, Np006G3217800	Roisl.0018s0359.1.p
OG0000176	Np007G4189400	Roisl.0021s0605.1.p
OG0000177	Np002G0868200, Np007G3897800, Np002G0760200	Roisl.0189s0081.1.p
OG0000178	Np003G1833700	Roisl.0082s0204.1.p
OG0000178	Np003G1835100	Roisl.0082s0206.1.p
OG0000178	Np003G1835200	Roisl.0082s0205.1.p
OG0000178	Np003G1835300	Roisl.0082s0211.1.p
OG0000178	Np003G1834900, Np003G1834200	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p
OG0000182	Np001G0465800, Np003G1776200	Roisl.0046s1327.1.p
OG0000182	Np003G1557500, Np007G3723300	Roisl.0046s1483.1.p
OG0000182	Np001G0532600, Np001G0532500	Roisl.0017s0371.1.p, Roisl.0017s0367.1.p
OG0000183	Np005G3124900	Roisl.0024s0013.1.p
OG0000183	Np006G3615500	Roisl.0209s0513.1.p
OG0000185	Np001G0026600, Np001G0030000, Np001G0688200	Roisl.0213s0109.1.p, Roisl.0080s0095.1.p, Roisl.0080s0099.1.p, Roisl.0024s0218.1.p, Roisl.0024s0123.1.p
OG0000188	Np007G4208500	Roisl.0210s0897.1.p
OG0000189	Np002G0772800	Roisl.0004s0308.1.p
OG0000189	Np004G2354100	Roisl.0007s0123.1.p
OG0000192	Np003G1311400	Roisl.0021s0468.1.p, Roisl.0021s0466.1.p
OG0000192	Np003G1314300	Roisl.0021s0463.1.p
OG0000192	Np004G2432200	Roisl.0021s0465.1.p
OG0000193	Np004G2176400	Roisl.0213s0477.1.p
OG0000194	Np002G1056600	Roisl.0049s0017.1.p, Roisl.0075s0133.1.p
OG0000196	Np007G4161800	Roisl.0066s0322.1.p
OG0000196	Np005G3188800	Roisl.0009s0075.1.p, Roisl.0009s0047.1.p, Roisl.0009s0053.1.p
OG0000197	Np004G2022400	Roisl.0091s0346.1.p
OG0000198	Np004G2414700	Roisl.0007s0637.1.p
OG0000199	Np007G3776000, Np007G3775100, Np006G3307800	Roisl.0091s0010.1.p, Roisl.0019s0834.1.p, Roisl.0024s0042.1.p, Roisl.0001s0510.1.p
OG0000199	Np004G2471000, Np004G2469700, Np004G2471600, Np004G2469900, Np004G2460000	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p
OG0000200	Np004G2544000	Roisl.0091s0810.1.p
OG0000200	Np004G2120000	Roisl.0213s0164.1.p
OG0000200	Np004G2120400	Roisl.0210s0742.1.p
OG0000200	Np004G2543900	Roisl.0091s0809.1.p
OG0000202	Np007G3890500	Roisl.0191s0662.1.p, Roisl.0191s0665.1.p, Roisl.0191s0668.1.p, Roisl.0191s0669.1.p
OG0000202	Np002G1149700	Roisl.0184s0147.1.p
OG0000203	Np001G0632300	Roisl.0026s0056.1.p
OG0000203	Np001G0631800	Roisl.0026s0058.1.p
OG0000209	Np003G1366500	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p
OG0000209	Np004G2336500	Roisl.0210s1801.1.p
OG0000210	Np006G3250000	Roisl.0082s0655.1.p, Roisl.0028s0090.1.p
OG0000210	Np001G0662300	Roisl.0018s0163.1.p
OG0000210	Np006G3639200	Roisl.0018s0162.1.p, Roisl.0018s0164.1.p, Roisl.0018s0165.1.p, Roisl.0214s0326.1.p, Roisl.0214s0323.1.p, Roisl.0055s0064.1.p, Roisl.0214s0324.1.p, Roisl.0214s0328.1.p
OG0000215	Np007G4021500, Np002G1038000	Roisl.0019s0017.1.p, Roisl.0210s2007.1.p
OG0000215	Np002G0864000	Roisl.0021s0628.1.p, Roisl.0111s0041.1.p, Roisl.0019s0139.1.p, Roisl.0210s0511.1.p, Roisl.0083s0037.1.p, Roisl.0046s0259.1.p
OG0000216	Np002G1121800	Roisl.0214s0809.1.p
OG0000216	Np001G0606300, Np001G0606400	Roisl.0046s1649.1.p
OG0000218	Np001G0082600, Np005G2949200, Np005G2921000, Np002G0962900, Np002G0922800	Roisl.0022s0061.1.p, Roisl.0210s0467.1.p, Roisl.0214s0787.1.p, Roisl.0213s0859.1.p, Roisl.0010s0024.1.p, Roisl.0083s0054.1.p
OG0000219	Np001G0161000	Roisl.0009s0148.1.p
OG0000222	Np003G1707700	Roisl.0209s0533.1.p
OG0000222	Np003G1700600	Roisl.0043s0026.1.p, Roisl.0185s0040.1.p, Roisl.0209s0026.1.p, Roisl.0200s0008.1.p, Roisl.0201s0002.1.p, Roisl.0027s0040.1.p, Roisl.0209s0541.1.p
OG0000222	Np009G4299200	Roisl.0185s0100.1.p
OG0000225	Np002G0730400	Roisl.0115s0258.1.p
OG0000227	Np006G3524200, Np006G3524300	Roisl.0039s0096.1.p, Roisl.0074s0899.1.p, Roisl.0047s0017.1.p
OG0000229	Np003G1876400	Roisl.0012s0367.1.p, Roisl.0074s0611.1.p
OG0000229	Np002G1043000	Roisl.0019s0783.1.p, Roisl.0019s0786.1.p
OG0000230	Np001G0641400	Roisl.0018s0014.1.p
OG0000230	Np001G0642200	Roisl.0046s0007.1.p
OG0000233	Np003G1335400	Roisl.0210s0497.1.p
OG0000233	Np003G1335100	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p
OG0000233	Np003G1334700, Np003G1334800, Np003G1334900, Np005G2911800	Roisl.0210s0492.1.p
OG0000234	Np003G1792500	Roisl.0046s0775.1.p, Roisl.0028s0136.1.p
OG0000234	Np004G2055100	Roisl.0030s0017.1.p
OG0000235	Np005G3142900	Roisl.0017s0279.1.p, Roisl.0017s0245.1.p, Roisl.0017s0244.1.p
OG0000235	Np006G3375200	Roisl.0004s0134.1.p
OG0000236	Np007G3825300, Np007G3825800	Roisl.0115s0551.1.p
OG0000236	Np007G3825000	Roisl.0075s0132.1.p, Roisl.0053s0263.1.p, Roisl.0115s0550.1.p, Roisl.0213s0762.1.p
OG0000236	Np003G1773300	Roisl.0184s0155.1.p
OG0000237	Np006G3664800, Np005G3024700	Roisl.0051s0004.1.p
OG0000237	Np007G3835000	Roisl.0115s0615.1.p
OG0000237	Np007G3814600	Roisl.0115s0490.1.p
OG0000238	Np002G0845400	Roisl.0019s0445.1.p
OG0000238	Np002G0845300	Roisl.0019s0444.1.p
OG0000238	Np004G2309500	Roisl.0046s0451.1.p
OG0000239	Np004G2128000, Np005G3094300, Np007G3909100, Np004G1948500, Np005G3117700, Np003G1657100, Np003G1411900, Np005G3036700, Np001G0216500, Np001G0293200, Np001G0630400, Np004G2156900, Np007G4040900, Np004G1948600, Np006G3651300, Np004G2333400, Np001G0292400	Roisl.0213s0279.1.p
OG0000239	Np003G1674300, Np001G0362700, Np001G0271800, Np003G1818900, Np002G0913500, Np007G4007300, Np001G0271700	Roisl.0213s0866.1.p
OG0000241	Np005G2864100	Roisl.0091s0140.1.p
OG0000241	Np003G1837500	Roisl.0082s0230.1.p
OG0000242	Np007G4179600	Roisl.0082s0505.1.p, Roisl.0012s0059.1.p, Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p
OG0000242	Np001G0141900	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p
OG0000243	Np004G2125700, Np004G2125900, Np004G2125000	Roisl.0213s0203.1.p, Roisl.0213s0195.1.p
OG0000243	Np004G2125200	Roisl.0213s0207.1.p
OG0000243	Np004G2125600	Roisl.0213s0196.1.p, Roisl.0213s0206.1.p, Roisl.0213s0204.1.p
OG0000244	Np003G1858400	Roisl.0082s0280.1.p
OG0000244	Np003G1858200, Np003G1858100, Np003G1857800	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p
OG0000244	Np003G1848200, Np003G1848100	Roisl.0082s0369.1.p
OG0000245	Np004G2322800, Np006G3313100, Np003G1676900	Roisl.0080s0033.1.p
OG0000246	Np006G3384100, Np003G1776100	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p, Roisl.0017s0013.1.p
OG0000246	Np005G3092400	Roisl.0017s0006.1.p, Roisl.0017s0005.1.p, Roisl.0017s0008.1.p
OG0000247	Np004G2545900	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p, Roisl.0015s0176.1.p
OG0000248	Np002G0857800	Roisl.0019s0522.1.p, Roisl.0019s0521.1.p
OG0000248	Np005G2610500	Roisl.0210s2206.1.p
OG0000248	Np002G0860000	Roisl.0013s0199.1.p
OG0000249	Np001G0129900, Np003G1744700	Roisl.0188s0126.1.p
OG0000250	Np003G1507100, Np003G1848500	Roisl.0082s0295.1.p
OG0000251	Np001G0491300, Np001G0226800, Np001G0226600	Roisl.0011s0408.1.p
OG0000252	Np002G0966500, Np002G1217000, Np002G1216400, Np002G1216900, Np002G1216600	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p
OG0000253	Np002G1120300	Roisl.0034s0150.1.p
OG0000253	Np007G4134200	Roisl.0079s0301.1.p
OG0000253	Np003G1267200	Roisl.0034s0151.1.p
OG0000255	Np008G4290400, Np007G4010300, Np006G3593600, Np003G1709200, Np005G2940900, Np005G2940700, Np004G2248500, Np007G4040600, Np006G3428900, Np003G1755900, Np002G0990800, Np009G4319500, Np002G0970800, Np011G4356100, Np006G3533100	Roisl.0188s0103.1.p, Roisl.0071s0006.1.p, Roisl.0214s0884.1.p, Roisl.0023s0115.1.p, Roisl.0021s0638.1.p, Roisl.0189s0035.1.p, Roisl.0184s0191.1.p, Roisl.0087s0024.1.p
OG0000255	Np003G1707800	Roisl.0058s0109.1.p, Roisl.0210s2090.1.p, Roisl.0195s0005.1.p
OG0000258	Np004G2182300	Roisl.0025s0050.1.p, Roisl.0052s0068.1.p
OG0000258	Np004G2195200, Np002G1089200	Roisl.0053s0009.1.p
OG0000259	Np001G0461900	Roisl.0017s0412.1.p, Roisl.0004s0013.1.p, Roisl.0004s0014.1.p
OG0000259	Np007G3830200	Roisl.0074s0123.1.p
OG0000263	Np004G2041700	Roisl.0074s0831.1.p
OG0000265	Np005G3140200, Np007G4120400, Np002G0744800, Np002G0778500, Np003G1560300, Np004G1972500, Np006G3567500, Np004G2255600, Np001G0314500	Roisl.0194s0056.1.p, Roisl.0066s0323.1.p, Roisl.0046s0630.1.p, Roisl.0075s0154.1.p, Roisl.0046s1126.1.p, Roisl.0061s0025.1.p
OG0000267	Np001G0402800	Roisl.0023s0047.1.p
OG0000269	Np003G1526500	Roisl.0080s0302.1.p
OG0000269	Np001G0459000, Np001G0458900	Roisl.0209s0327.1.p
OG0000269	Np004G2521600	Roisl.0091s1013.1.p, Roisl.0091s1011.1.p, Roisl.0056s0018.1.p, Roisl.0214s0655.1.p, Roisl.0082s0743.1.p
OG0000270	Np005G2730100	Roisl.0184s0072.1.p
OG0000270	Np002G1237700	Roisl.0050s0087.1.p
OG0000270	Np006G3619100	Roisl.0010s0123.1.p
OG0000275	Np001G0244400	Roisl.0005s0214.1.p
OG0000275	Np005G2619800	Roisl.0006s0174.1.p
OG0000275	Np004G1985300	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p
OG0000277	Np007G3772100	Roisl.0115s0709.1.p, Roisl.0001s0078.1.p
OG0000277	Np002G0777200	Roisl.0007s0143.1.p
OG0000278	Np005G3116600	Roisl.0002s0174.1.p
OG0000278	Np005G3117100	Roisl.0210s2209.1.p, Roisl.0210s2204.1.p, Roisl.0210s2203.1.p, Roisl.0210s2200.1.p, Roisl.0210s2202.1.p
OG0000279	Np002G1141200, Np003G1803300	Roisl.0012s0361.1.p, Roisl.0074s0025.1.p, Roisl.0074s0024.1.p
OG0000279	Np005G3095700, Np001G0385400	Roisl.0213s0480.1.p, Roisl.0213s0484.1.p
OG0000279	Np001G0386500	Roisl.0204s0061.1.p
OG0000282	Np006G3612000	Roisl.0091s0104.1.p
OG0000282	Np004G2027200, Np005G3148900, Np005G2741000	Roisl.0091s0102.1.p
OG0000285	Np005G2879700	Roisl.0091s0196.1.p
OG0000286	Np006G3225600	Roisl.0012s0259.1.p
OG0000286	Np002G0753400	Roisl.0032s0040.1.p
OG0000292	Np003G1428400, Np005G3200500	Roisl.0115s0245.1.p
OG0000294	Np002G1225100	Roisl.0010s0166.1.p, Roisl.0010s0167.1.p
OG0000295	Np004G2551000	Roisl.0091s0750.1.p, Roisl.0091s0749.1.p
OG0000295	Np004G2108300	Roisl.0053s0212.1.p, Roisl.0074s0873.1.p
OG0000296	Np003G1534000, Np007G4243900, Np003G1534400	Roisl.0213s0539.1.p, Roisl.0080s0367.1.p
OG0000296	Np003G1539300	Roisl.0011s0339.1.p, Roisl.0080s0406.1.p, Roisl.0193s0017.1.p
OG0000296	Np006G3620800	Roisl.0031s0059.1.p
OG0000298	Np004G2066900, Np004G2067000	Roisl.0040s0062.1.p
OG0000298	Np001G0361700, Np004G2066800, Np004G2066700	Roisl.0040s0063.1.p
OG0000299	Np002G1034500	Roisl.0045s0106.1.p, Roisl.0188s0022.1.p, Roisl.0210s2236.1.p, Roisl.0047s0059.1.p, Roisl.0077s0007.1.p, Roisl.0184s0192.1.p, Roisl.0111s0017.1.p, Roisl.0053s0037.1.p, Roisl.0066s0403.1.p, Roisl.0053s0158.1.p, Roisl.0060s0015.1.p, Roisl.0008s0126.1.p, Roisl.0214s0286.1.p, Roisl.0020s0104.1.p, Roisl.0213s0014.1.p, Roisl.0053s0101.1.p
OG0000300	Np004G2011900	Roisl.0189s0239.1.p
OG0000300	Np004G1944000	Roisl.0046s1516.1.p, Roisl.0084s0003.1.p
OG0000301	Np001G0656600	Roisl.0028s0118.1.p, Roisl.0028s0117.1.p, Roisl.0009s0246.1.p, Roisl.0028s0116.1.p
OG0000304	Np003G1831200	Roisl.0023s0037.1.p
OG0000304	Np003G1830800	Roisl.0013s0043.1.p
OG0000305	Np004G2040900, Np004G2390100	Roisl.0007s0413.1.p
OG0000307	Np007G3777700	Roisl.0010s0043.1.p, Roisl.0010s0045.1.p, Roisl.0006s0187.1.p, Roisl.0209s0671.1.p, Roisl.0209s0672.1.p, Roisl.0008s0124.1.p, Roisl.0008s0125.1.p, Roisl.0008s0119.1.p, Roisl.0210s2233.1.p, Roisl.0008s0116.1.p, Roisl.0008s0097.1.p, Roisl.0210s2235.1.p
OG0000308	Np001G0413700	Roisl.0012s0108.1.p
OG0000308	Np001G0413900, Np001G0413800, Np001G0414200, Np001G0414100	Roisl.0012s0104.1.p, Roisl.0012s0103.1.p, Roisl.0012s0106.1.p
OG0000312	Np002G1029400	Roisl.0024s0014.1.p
OG0000313	Np002G0785500	Roisl.0009s0102.1.p
OG0000316	Np007G3795500, Np006G3425200	Roisl.0014s0009.1.p, Roisl.0014s0010.1.p
OG0000318	Np004G2401400	Roisl.0019s0565.1.p
OG0000318	Np004G2401500	Roisl.0007s0523.1.p
OG0000320	Np008G4290800	Roisl.0194s0061.1.p
OG0000320	Np008G4290700	Roisl.0214s0119.1.p, Roisl.0009s0007.1.p, Roisl.0200s0009.1.p, Roisl.0210s2220.1.p
OG0000320	Np003G1728200	Roisl.0094s0006.1.p, Roisl.0184s0032.1.p, Roisl.0071s0012.1.p
OG0000321	Np004G1971000	Roisl.0115s0278.1.p
OG0000321	Np003G1478600, Np003G1478700	Roisl.0210s1699.1.p
OG0000322	Np006G3488400, Np003G1896200, Np003G1887600	Roisl.0191s0603.1.p
OG0000322	Np005G2608200, Np005G2608600, Np005G2607900	Roisl.0080s0556.1.p
OG0000323	Np004G2384300, Np003G1805200	Roisl.0194s0064.1.p, Roisl.0194s0057.1.p
OG0000323	Np005G3167200	Roisl.0009s0244.1.p
OG0000323	Np004G2384500	Roisl.0019s0212.1.p, Roisl.0019s0210.1.p, Roisl.0019s0204.1.p, Roisl.0036s0011.1.p
OG0000325	Np004G2554700	Roisl.0091s0717.1.p
OG0000325	Np006G3577000	Roisl.0028s0703.1.p
OG0000325	Np004G2554500	Roisl.0091s0718.1.p
OG0000325	Np006G3570800	Roisl.0028s0650.1.p
OG0000326	Np006G3247600, Np004G2144700, Np005G3048100	Roisl.0214s0049.1.p
OG0000327	Np005G3168200	Roisl.0074s0465.1.p
OG0000328	Np007G3807900	Roisl.0115s0433.1.p
OG0000328	Np007G3807200	Roisl.0115s0432.1.p
OG0000328	Np007G3807300, Np005G3078400	Roisl.0115s0436.1.p
OG0000329	Np005G3045800	Roisl.0002s0278.1.p
OG0000330	Np002G0817100, Np002G0817000	Roisl.0019s0200.1.p, Roisl.0019s0198.1.p, Roisl.0019s0196.1.p, Roisl.0019s0199.1.p, Roisl.0019s0197.1.p, Roisl.0019s0195.1.p, Roisl.0020s0181.1.p, Roisl.0019s0076.1.p
OG0000330	Np002G0817200	Roisl.0019s0201.1.p
OG0000331	Np003G1874800	Roisl.0191s0607.1.p
OG0000331	Np007G3925500	Roisl.0074s0203.1.p
OG0000331	Np006G3382400	Roisl.0017s0021.1.p
OG0000332	Np002G1180900	Roisl.0209s0699.1.p
OG0000334	Np008G4277100	Roisl.0082s0483.1.p
OG0000334	Np002G1103700	Roisl.0214s0093.1.p, Roisl.0214s0204.1.p
OG0000335	Np007G3788800	Roisl.0018s0096.1.p
OG0000335	Np001G0652400, Np001G0653300	Roisl.0018s0074.1.p
OG0000336	Np004G2494000, Np002G1126300, Np004G2495700, Np002G1118200	Roisl.0214s0842.1.p, Roisl.0021s0006.1.p, Roisl.0214s0804.1.p, Roisl.0036s0101.1.p
OG0000339	Np001G0393100	Roisl.0091s0283.1.p
OG0000342	Np005G3060100, Np005G3059800	Roisl.0074s0190.1.p
OG0000343	Np006G3457100, Np009G4315700, Np006G3457200, Np006G3383800	Roisl.0060s0012.1.p, Roisl.0214s0813.1.p, Roisl.0036s0093.1.p, Roisl.0066s0245.1.p, Roisl.0005s0277.1.p, Roisl.0209s0236.1.p, Roisl.0204s0147.1.p, Roisl.0213s0751.1.p, Roisl.0009s0304.1.p, Roisl.0008s0067.1.p, Roisl.0213s0182.1.p, Roisl.0213s0482.1.p, Roisl.0012s0389.1.p, Roisl.0185s0048.1.p, Roisl.0075s0028.1.p, Roisl.0189s0044.1.p, Roisl.0027s0017.1.p, Roisl.0210s2092.1.p, Roisl.0029s0056.1.p, Roisl.0027s0149.1.p, Roisl.0045s0008.1.p, Roisl.0047s0050.1.p
OG0000344	Np007G3786100	Roisl.0210s2099.1.p, Roisl.0021s0257.1.p, Roisl.0021s0198.1.p
OG0000345	Np001G0410500	Roisl.0210s0658.1.p, Roisl.0012s0138.1.p
OG0000345	Np003G1357300	Roisl.0210s0657.1.p
OG0000345	Np004G2560200	Roisl.0210s0362.1.p, Roisl.0210s0659.1.p
OG0000346	Np001G0560600	Roisl.0046s1306.1.p
OG0000346	Np001G0228500, Np001G0228200, Np001G0228300	Roisl.0011s0395.1.p
OG0000347	Np006G3234300	Roisl.0035s0152.1.p
OG0000347	Np001G0672700	Roisl.0018s0264.1.p
OG0000347	Np005G2837600	Roisl.0008s0139.1.p
OG0000347	Np004G2592100	Roisl.0210s0074.1.p
OG0000347	Np003G1893600	Roisl.0191s0472.1.p
OG0000348	Np003G1858900	Roisl.0046s1018.1.p
OG0000348	Np001G0200000, Np004G2045200, Np007G3968000, Np005G2722200, Np005G2722100, Np005G2722300	Roisl.0025s0057.1.p, Roisl.0066s0273.1.p
OG0000349	Np003G1527400	Roisl.0080s0312.1.p
OG0000349	Np003G1526900	Roisl.0080s0306.1.p, Roisl.0080s0307.1.p
OG0000350	Np007G3817600, Np007G3817500, Np007G3817800, Np007G3824500, Np007G3824300, Np007G3845500, Np007G3845200, Np007G3829000	Roisl.0115s0545.1.p
OG0000355	Np003G1518500	Roisl.0080s0227.1.p
