Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_Rawat
OG0000232	Np004G2411800, Np006G3677000	AL8G13400
OG0000232	Np006G3632500, Np007G3843600, Np001G0330000, Np002G0948700, Np004G2389900, Np006G3592000, Np005G2963500	AL9U10240, AL5G17720, AL8G21610, AL7G48830, AL3G31430, AL4G15240, AL8G25040
OG0000233	Np003G1335200, Np003G1335300	AL6G17860
OG0000233	Np003G1335400	AL6G17870
OG0000233	Np003G1335100	AL6G17850
OG0000233	Np003G1334700, Np003G1334800, Np003G1334900, Np005G2911800	AL6G17810, AL6G17910, AL6G17830
OG0000235	Np003G1886600, Np003G1804500	AL6G32810
OG0000235	Np005G3142900	AL4G35970, AL463U10040, AL4G36830, AL1G56900
OG0000235	Np005G3191700, Np005G3191200	AL1G40550, AL6G39940
OG0000236	Np007G3825000	AL2G23070
OG0000236	Np003G1773300	nbis-gene-989, AL6G43290, AL6G43280
OG0000237	Np006G3664800, Np005G3024700	AL5G33670
OG0000237	Np007G3814600	AL3G35490
OG0000238	Np004G2309500	AL6G40180, AL6G40330
OG0000241	Np005G2864100	AL7G32050
OG0000241	Np003G1837500	AL6G48310
OG0000242	Np007G4179600	AL3G16620
OG0000243	Np004G2125700, Np004G2125900, Np004G2125000	AL1G43240
OG0000243	Np004G2125800, Np004G2125100	nbis-gene-176
OG0000243	Np004G2125600	AL1G43260
OG0000244	Np003G1858400	AL6G48830
OG0000244	Np003G1858200, Np003G1858100, Np003G1857800	AL6G49970, AL6G49560
OG0000244	Np003G1848200, Np003G1848100	AL6G49960
OG0000245	Np004G2322800, Np006G3313100, Np003G1676900	nbis-gene-2041
OG0000246	Np006G3384100, Np003G1776100	AL4G32990
OG0000247	Np004G2545900	AL7G52080, AL7G25460, AL8G22470, AL5G29460
OG0000247	Np004G2538200, Np003G1780900, Np003G1801100, Np003G1791800, Np003G1778100, Np003G1777900, Np003G1786000	AL1G46070
OG0000248	Np002G0857800	nbis-gene-575
OG0000248	Np002G0860000	nbis-gene-574, nbis-gene-573
OG0000249	Np004G2068100	AL1G48110
OG0000249	Np009G4325200, Np001G0129900, Np003G1744700	AL2G10350
OG0000250	Np007G3953700, Np007G4128700	AL7G44880
OG0000250	Np003G1507100, Np003G1848500	AL6G48930
OG0000250	Np003G1647300	AL6G48650
OG0000251	Np001G0226900	AL5G15050, AL5G15060, AL5G15070
OG0000251	Np001G0491300, Np001G0226800, Np001G0226600	AL5G15090
OG0000251	Np003G1562200	AL8G33230
OG0000251	Np002G0877400, Np004G2306300	AL5G15040
OG0000253	Np002G0865000	AL1G66060
OG0000253	Np007G4088500	AL1G19530
OG0000253	Np007G4134200	AL3G20620
OG0000253	Np006G3304500	AL1G19520
OG0000253	Np003G1267200	AL6G11740
OG0000254	Np005G3023700, Np005G3023600	AL7G39750
OG0000254	Np005G3024300	AL7G39720
OG0000258	Np004G2182300	AL5G20640, AL6G41050
OG0000259	Np001G0461900	AL6G44930, AL1G15160, AL1G67360
OG0000259	Np007G3830200	AL3G41860, AL3G31320, AL4G21500, AL4G15410
OG0000262	Np004G2283300, Np002G1124100	AL2G11960
OG0000262	Np002G1139000, Np007G4037400, Np002G1236600	AL2G11040
OG0000265	Np005G3140200, Np007G4120400, Np002G0744800, Np002G0778500, Np003G1560300, Np004G1972500, Np006G3567500, Np004G2255600, Np001G0314500	AL1G50970
OG0000267	Np001G0079700	AL5G21550
OG0000268	Np005G2764400	AL5G24090
OG0000268	Np011G4358700, Np006G3603100	AL3G43630
OG0000269	Np003G1526500	AL8G36240
OG0000269	Np001G0459000, Np001G0458900	AL5G25090, AL5G25020
OG0000269	Np004G2521600	AL2G16910, AL4G24200
OG0000270	Np006G3619100	AL2G12790
OG0000275	Np001G0244400	AL7G11970
OG0000275	Np005G2619800	AL7G11950
OG0000275	Np004G1985300	nbis-gene-421, AL2G17720, AL6G40420, AL6G40440, AL6G40430, AL2G17690
OG0000276	Np002G1070200, Np001G0402600	AL8G19610
OG0000276	Np006G3457600, Np009G4313700, Np006G3415200, Np002G1079600, Np002G1026500, Np007G3963600, Np004G2391400, Np002G1180800, Np005G2842400, Np002G1001000, Np005G3185400, Np006G3594100, Np007G4034600, Np007G3963500	AL8G16120
OG0000277	Np007G3772100	AL3G49100, AL7G10820
OG0000277	Np002G0777200	AL1G32640
OG0000278	Np005G3117100	AL7G46160, AL7G46150, AL7G46040, AL7G38390, AL7G38360, AL7G46130, AL7G46050
OG0000279	Np002G1141200, Np003G1803300	AL4G18170, AL8G14530
OG0000279	Np005G3095700, Np001G0385400	AL8G14520
OG0000279	Np001G0386500	AL8G14470
OG0000282	Np006G3612000	nbis-gene-292, AL7G31500, AL7G30780, AL7G31520
OG0000283	Np005G2968000, Np003G1722900	AL5G34600
OG0000283	Np006G3504200	AL6G38420, AL1G38780
OG0000285	Np005G2879700	AL7G32710
OG0000285	Np004G2185500	AL113U10030, AL5G31320, AL113U10010
OG0000286	Np003G1578100	AL8G15660, AL7G27750, AL3G22250, AL3G22230
OG0000286	Np005G2707100, Np005G2706600, Np005G2707500	AL1G14840
OG0000290	Np002G1240300	AL1G57470
OG0000290	Np002G1239600	AL2G10720
OG0000290	Np002G1239700, Np002G1239800	AL2G10710, AL2G10700
OG0000292	Np001G0267600	AL2G32690
OG0000292	Np005G2785600	AL3G52050
OG0000294	Np002G1225100	AL6G25720
OG0000295	Np004G2036300	AL1G54220, AL1G54230
OG0000295	Np004G2551000	AL1G14750
OG0000295	Np004G2108200	nbis-gene-691
OG0000295	Np004G2108300	nbis-gene-690, AL3G40150
OG0000296	Np003G1534000, Np007G4243900, Np003G1534400	AL48U10010, nbis-gene-2180
OG0000296	Np003G1539300	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177
OG0000296	Np003G1534300	nbis-gene-2175
OG0000298	Np004G2067300	AL1G47990
OG0000298	Np004G2067000	AL1G48070
OG0000298	Np001G0361700, Np004G2066800, Np004G2066700	AL1G47970
OG0000300	Np004G1944000	nbis-gene-1380, AL164U10010, AL5G16820, AL247U10040, AL8G26030
OG0000301	Np001G0656600	AL4G43730
OG0000301	Np006G3657800, Np006G3692300, Np001G0664000	AL5G42900
OG0000304	Np003G1831200	AL4G16550, AL4G16530, AL4G16510
OG0000304	Np004G2005100, Np004G2005300	AL8G21380, nbis-gene-2062, AL3G42840
OG0000304	Np003G1830800	AL4G38290
OG0000305	Np004G2040900, Np004G2390100	AL1G29380
OG0000307	Np007G3777700	nbis-gene-282, AL1G59050, nbis-gene-269, AL3G46890, nbis-gene-851, AL6G36930, AL9U10590, nbis-gene-1899
OG0000313	Np006G3363800, Np006G3363700	nbis-gene-910
OG0000313	Np006G3319700	AL4G37990, AL4G38020
OG0000314	Np004G2096300, Np002G0900000, Np001G0544400	AL7G44460
OG0000320	Np003G1684900	AL4G19330
OG0000321	Np004G1971000	AL1G57580
OG0000321	Np003G1478700	AL6G31300, AL6G31290
OG0000322	Np008G4268900, Np009G4291900	AL7G25500
OG0000322	Np006G3488400, Np003G1896200, Np003G1887600	AL132U10010
OG0000323	Np005G3167200	AL7G49910
OG0000323	Np004G2384500	AL2G32530, AL2G32570
OG0000325	Np004G2554700	AL1G14460
OG0000325	Np006G3577000	AL4G28660
OG0000325	Np004G2554500	AL1G14470
OG0000326	Np006G3247600, Np004G2144700, Np005G3048100	AL1G38150, nbis-gene-1197, nbis-gene-1364, AL3G28900, AL4G24660
OG0000328	Np007G3808000	AL3G34990, AL249U10020, AL3G34970
OG0000328	Np007G3807900	AL3G34950
OG0000328	Np007G3807800	AL249U10030
OG0000328	Np007G3807400	AL249U10040
OG0000328	Np007G3807700	AL3G34960, AL249U10050
OG0000329	Np005G3045800	AL7G41460
OG0000330	Np002G0817100, Np002G0817000	AL2G32680, AL2G32660, AL2G32700
OG0000330	Np002G0817200	AL2G32630
OG0000331	Np003G1874800	AL6G51460
OG0000331	Np007G3925500	AL3G30460
OG0000331	Np006G3382400	AL4G33090
OG0000332	Np002G1180900	AL2G14760, AL2G14800
OG0000335	Np007G3788800	AL5G41960
OG0000335	Np001G0652400, Np001G0653300	AL5G41630, AL5G41650
OG0000335	Np001G0491000, Np001G0490700	AL5G42230
OG0000336	Np004G2494000, Np002G1126300, Np004G2495700, Np002G1118200	AL1G20240
OG0000339	Np005G3091300	AL8G15440
OG0000339	Np005G3086500	AL9U10390
OG0000341	Np005G3127500	AL1G52480, AL1G52390
OG0000342	Np005G3060100, Np005G3059800	AL4G15010
OG0000344	Np007G3786100	AL1G23150, AL4G18870, AL1G22300, AL1G22320, AL1G25470, nbis-gene-69, AL5G16800, AL1G58940, AL7G46450, AL8G23030
OG0000345	Np001G0410500	AL6G19900, AL390U10020
OG0000345	Np003G1357300	AL6G19890
OG0000345	Np004G2560200	AL1G13870
OG0000346	Np001G0560600	AL5G34190
OG0000346	Np001G0228500, Np001G0228200, Np001G0228300	AL5G14950
OG0000346	Np004G1975800	AL5G34200
OG0000347	Np006G3234300	AL4G45180
OG0000347	Np001G0672700	AL5G43730
OG0000347	Np005G2837600	AL7G30060
OG0000347	Np004G2592100	AL1G10760
OG0000347	Np003G1893600	AL6G53040
OG0000348	Np004G2045200, Np007G3968000	AL133U10030, AL3G39670, AL3G39690
OG0000348	Np005G2722200, Np005G2722100, Np005G2722300	AL4G45790
OG0000349	Np003G1527400	AL8G36180
OG0000349	Np003G1527100	AL8G36200
OG0000350	Np007G3817600, Np007G3817500, Np007G3817800, Np007G3824500, Np007G3824300, Np007G3845500, Np007G3845200, Np007G3829000	AL5G18930, AL3G36110, nbis-gene-754, AL3G36140, AL3G36150, AL3G36100, AL3G36090
OG0000351	Np007G4098900, Np005G2793500, Np005G2793600, Np007G4098800	AL3G39810
OG0000355	Np003G1518500	AL8G37040
OG0000357	Np004G2131300, Np004G2131200	AL1G43760, AL1G43770
OG0000359	Np003G1622800	AL8G29280
OG0000359	Np005G2774500, Np005G2774300	AL7G25060
OG0000359	Np005G2774200	AL7G25050
OG0000361	Np004G1900200	nbis-gene-1361
OG0000362	Np005G2824200	nbis-gene-807, AL5G18550
OG0000363	Np004G1904600	AL1G64190
OG0000363	Np004G2083300	nbis-gene-617
OG0000364	Np002G1151500, Np006G3313600, Np006G3314900, Np006G3313700, Np006G3584200, Np004G2086200	AL3G14810
OG0000364	Np006G3315100	AL4G38410, AL4G38350, AL4G38450
OG0000365	Np004G2256300	AL1G39380, AL1G39340, AL1G39360, AL1G39330
OG0000367	Np002G0859300, Np002G0859700	AL6G41620
OG0000367	Np005G2934000	nbis-gene-150
OG0000368	Np001G0464200	AL5G25590, AL5G25550
OG0000368	Np001G0464500, Np001G0465000, Np001G0464400	AL5G25660, AL5G25670, AL5G25690
OG0000370	Np007G3881700	AL3G39540, AL3G39570, AL3G39550
OG0000371	Np005G2999900	AL3G47030
OG0000371	Np005G2999700	AL7G44480
OG0000371	Np004G2170300	AL5G11160
OG0000371	Np003G1738900	AL5G20870, AL5G20550
OG0000371	Np005G2999800	AL1G51150
OG0000371	Np004G2170200	AL7G46530
OG0000375	Np003G1608200, Np005G2993500	AL7G43380, AL3G37650, AL1G50470
OG0000376	Np002G1164800, Np002G0907800	AL1G21740
OG0000376	Np002G1165400	AL2G15890
OG0000376	Np002G1165100	AL2G15870
OG0000377	Np005G2692900	nbis-gene-1705
OG0000377	Np005G2692800	AL2G24540, AL2G24410
OG0000377	Np005G2692500	AL7G13520
OG0000377	Np005G2692700	AL7G13510
OG0000379	Np001G0262000	AL5G11250
OG0000379	Np001G0572200	AL5G35180
OG0000379	Np001G0262300	AL5G11220
OG0000380	Np003G1532600	AL8G35710
OG0000380	Np003G1521100, Np003G1521000, Np001G0458000	AL8G36790, AL71U10060, AL8G36700
OG0000381	Np002G0731800	AL2G39050
OG0000381	Np001G0032900, Np006G3437800	AL5G19040
OG0000381	Np006G3437400	nbis-gene-1075
OG0000381	Np002G0731900	AL2G39040
OG0000382	Np003G1866800	AL6G50680, AL6G50670, AL6G50700
OG0000382	Np006G3368000	AL4G34640
OG0000383	Np006G3646200, Np006G3646100, Np004G2298600	AL1G37470
OG0000383	Np001G0576800, Np001G0576700, Np001G0576600, Np002G0976000	AL5G18170, AL5G18190, AL5G35660, AL5G35670
OG0000384	Np001G0337300	AL8G11330, AL8G11310, AL8G11340
OG0000385	Np005G2715300	AL22U10010, nbis-gene-1954, AL7G51970, nbis-gene-1735
OG0000386	Np004G2074600, Np004G2076900, Np004G2072700	AL1G48360
OG0000386	Np004G2078500, Np004G2079300, Np004G2073500, Np004G2071300, Np004G2074900	AL1G48390
OG0000388	Np007G3923800, Np007G3923600, Np007G3924100, Np007G3782200	AL3G30610
OG0000388	Np003G1624100, Np003G1624300	AL8G29440
OG0000388	Np001G0105800	AL6G34750
OG0000388	Np007G3969000, Np007G3969100	AL3G42690
OG0000389	Np003G1571700	AL8G32520
OG0000389	Np004G2014700, Np004G2017900	AL8G32530, AL8G32510, AL8G32500
OG0000389	Np005G3094800	AL4G20070
OG0000390	Np004G2323900	AL1G35860
OG0000390	Np004G2324400	AL1G35830
OG0000390	Np004G2323400, Np001G0608500	AL1G49180, AL1G35870
OG0000391	Np005G3125100	AL3G21810
OG0000392	Np004G2392000	AL1G29180
OG0000392	Np005G2809800, Np005G2809900, Np005G2809300, Np005G2809500, Np005G2809700	AL7G27840, AL7G27830
OG0000393	Np005G3148700	nbis-gene-1951
OG0000393	Np005G3147700	AL7G51280
OG0000393	Np005G3147800, Np005G3148300, Np005G3148200, Np005G3148600	AL7G51350
OG0000394	Np007G4033200	AL3G28170
OG0000396	Np006G3286600	AL6G36390, AL5G15440
OG0000399	Np003G1871200	AL1G11940, AL6G51150
OG0000399	Np002G1076800, Np002G1077300	AL1G65940
OG0000399	Np004G2500200	nbis-gene-54
OG0000402	Np001G0014700	AL8G44500
OG0000402	Np001G0014600	AL8G44510
OG0000404	Np004G2440800, Np004G2439200	nbis-gene-145, AL1G49360
OG0000404	Np004G1969800, Np005G3197800, Np005G3189300, Np005G3177400, Np001G0535200	AL3G48820
OG0000404	Np006G3363500	AL5G23110, AL4G38000, AL4G38030, AL1G32050, AL7G22840, AL7G23550, AL5G23010, AL5G23100
OG0000405	Np007G3790000, Np007G3790300	AL3G26870
OG0000406	Np001G0457400	AL1G18060, AL8G36410
OG0000406	Np004G2516000	AL4G37000
OG0000407	Np006G3216700, Np003G1623400	AL1G12810, AL1G39190, AL4G46780
OG0000409	Np004G2115900	AL4G21310
OG0000409	Np004G2115600	AL1G42220, AL1G42200
OG0000411	Np006G3656700, Np001G0448300	nbis-gene-977, AL4G18590, nbis-gene-965, AL4G14960, AL8G17380, AL4G14950
OG0000412	Np003G1436800	AL6G27540
OG0000412	Np005G3122900	AL7G46360
OG0000412	Np002G0958700	AL2G23890
OG0000412	Np007G3931600	AL3G30980
OG0000413	Np007G4070900, Np007G4070700	AL3G25620
OG0000413	Np004G1913900, Np004G1913800, Np004G1913700	AL1G63260
OG0000414	Np002G1202200	AL2G13380
OG0000414	Np005G3114200, Np007G4006400	AL3G44750
OG0000414	Np005G3034800	AL7G40540
OG0000420	Np007G3781800	AL6G39500
OG0000421	Np003G1652600	AL8G27110
OG0000421	Np007G3769100, Np003G1492300, Np003G1595800, Np003G1585300	AL8G31590, AL8G31580
OG0000423	Np004G2361600	nbis-gene-331
OG0000423	Np004G2332100, Np003G1694800, Np006G3508100	AL1G63190
OG0000424	Np003G1633400	AL8G30090
OG0000424	Np005G2783600	AL7G25590
OG0000425	Np004G2267900, Np003G1323100, Np007G3879300	AL8G22520
OG0000427	Np006G3598900	AL4G15190, AL7G41800, AL8G22250, AL7G30940
OG0000427	Np005G2981700	AL5G26830
OG0000427	Np001G0413000, Np005G2952500	AL8G21280, AL6G49280
OG0000428	Np004G2340900	AL8G20780, AL4G19350, AL3G53690, AL1G45700, AL1G45680, AL446U10030
OG0000429	Np004G2049300	AL1G66550
OG0000429	Np005G3179700	AL5G40200
OG0000429	Np001G0632600	AL1G66560, AL5G40170
OG0000430	Np003G1835700	AL6G48090
OG0000430	Np002G1193600	AL2G13870
OG0000430	Np007G3892700	AL3G43130
OG0000431	Np002G1177200	AL2G15130
OG0000432	Np004G1989900, Np004G1989600	AL1G55550
OG0000433	Np005G2784000, Np005G2784300, Np005G2784100, Np005G2784200	AL7G25660, AL7G25640, AL7G25650
OG0000434	Np007G3746700	AL6G26180
OG0000436	Np001G0457000	AL5G24720
OG0000436	Np003G1523800	AL8G36450
OG0000436	Np003G1523700	AL8G36460
OG0000437	Np005G2796000	AL8G32540, AL7G26730
OG0000438	Np001G0445000, Np001G0445500	AL5G22220, nbis-gene-1289, AL8G17280, AL428U10010, AL5G23280, AL5G23260, AL5G23270
OG0000439	Np002G0832700, Np002G0832800	AL2G31490
OG0000439	Np003G1315100	AL2G24380, AL6G16140, AL3G46310
OG0000440	Np005G3174000	AL7G51660
OG0000442	Np001G0093700	AL8G37970
OG0000442	Np001G0686900	AL213U10010
OG0000442	Np005G3175400	AL7G49510
OG0000443	Np006G3638900	AL4G16950
OG0000443	Np003G1377800	AL6G21860
OG0000443	Np001G0128600	AL6G37110
OG0000444	Np006G3551300	AL4G26640
OG0000444	Np001G0647200	AL5G41390
OG0000445	Np001G0496300, Np001G0109300	AL6G35020
OG0000445	Np006G3663800	AL4G14210
OG0000446	Np003G1508000	AL6G33720
OG0000446	Np003G1507900	AL6G33700, AL8G10030
OG0000447	Np003G1314400, Np007G4102900	AL5G33360, AL3G23060, AL4G32260, AL6G16080
OG0000448	Np001G0183300	AL5G20500
OG0000448	Np002G1081700	AL5G18000
OG0000448	Np001G0199700	AL5G17950
OG0000449	Np007G3893700	AL5G40750, AL4G18900, AL4G18910
OG0000449	Np001G0641900	AL5G40740, AL5G40730, AL5G40790
OG0000449	Np007G4226700	AL3G12550, AL3G12540
OG0000450	Np005G3123700	AL7G46430
OG0000451	Np005G2859600, Np006G3209400	nbis-gene-413, nbis-gene-414, AL6G27550, AL1G52840
OG0000452	Np002G1218800	nbis-gene-378, nbis-gene-377
OG0000452	Np002G1220200, Np002G1219700	AL2G12270
OG0000457	Np007G4205700, Np006G3460400	AL3G14390
OG0000458	Np004G2119000	AL1G42810
OG0000460	Np007G4074300	AL3G25430
OG0000460	Np005G2794500	AL7G26630
OG0000463	Np004G2039200	AL1G49900
OG0000464	Np004G2583500, Np004G2580300	AL1G11560, AL1G11570
OG0000466	Np007G4165800, Np007G4185400	AL6G49230, AL6G49220, AL6G49260, AL3G16350, AL3G16370, AL3G16360
OG0000468	Np006G3277100	AL4G37620
OG0000469	Np001G0367700, Np001G0636500, Np005G2910700	AL8G12820, AL5G40470, AL7G35520
OG0000470	Np004G2290500	AL8G29670, AL2G22460
OG0000470	Np002G0795000	AL6G23640
OG0000470	Np005G2718900	AL7G37250
OG0000470	Np005G2908400, Np003G1893400	AL7G37280
OG0000471	Np005G3067600	AL7G42710
OG0000472	Np005G2610200	AL7G46890
OG0000473	Np004G2068400, Np004G2599400	AL1G10020
OG0000473	Np004G2599500	AL1G10010
OG0000474	Np004G2559900	AL1G13900
OG0000474	Np001G0411400	AL8G43430, AL8G16740
OG0000474	Np001G0439700	AL7G39140
OG0000475	Np002G1011100	AL7G43190, AL3G48460
OG0000475	Np002G1186800	AL2G14390
OG0000476	Np001G0143700, Np004G2171900, Np004G2172800, Np004G2171200	AL6G40090, AL6G40080, AL6G38970, AL6G38960
OG0000477	Np001G0072300	AL8G39430
OG0000477	Np001G0251900	AL5G11960
OG0000477	Np004G2423100	AL1G26290
OG0000478	Np002G1243800	AL3G39130, AL3G29480, AL2G10320, AL6G19840
OG0000478	Np001G0052500	AL2G10340
OG0000480	Np002G1173500	AL2G15360
OG0000480	Np001G0260600, Np001G0260800, Np002G0874600, Np001G0260900	AL5G11370
OG0000480	Np001G0261000	AL5G11380, AL5G11360
OG0000481	Np002G1135600	AL2G17860
OG0000481	Np004G2489000	AL1G20710
OG0000481	Np004G2489100	AL1G20700
OG0000483	Np001G0136100	AL6G37960
OG0000484	Np005G2735000	AL8G20400
OG0000484	Np005G2734900, Np005G2734800	AL7G21870, AL2G21950, AL2G21060
OG0000486	Np004G2369400	AL1G31270, AL1G31240, AL1G31290, AL3G25060
OG0000491	Np001G0483800	AL5G27700
OG0000491	Np001G0483700	AL5G27670
OG0000492	Np001G0578400	AL5G35780
OG0000492	Np006G3574000	AL4G28330
OG0000492	Np006G3345900	AL4G36250
OG0000493	Np001G0031700, Np004G2553800	AL8G42910
OG0000493	Np005G3165700	AL7G49930, AL7G50550, AL7G50480
OG0000494	Np001G0544600, Np001G0544300	AL3G37620, AL5G33030
OG0000494	Np001G0546800	AL7G44280, AL7G45230
OG0000495	Np001G0458400	AL5G24920
OG0000496	Np001G0476000	AL5G27060
OG0000497	Np002G0820000	AL2G32410
OG0000497	Np007G4064600	AL3G26100
OG0000497	Np004G1916400	AL1G63030
OG0000498	Np001G0643900	AL5G41010
OG0000500	Np002G0932400, Np005G3134700	AL2G25460
OG0000501	Np004G2058300	AL1G47250
OG0000501	Np003G1785900	AL6G44590
OG0000501	Np003G1785800	AL6G44560
OG0000501	Np003G1786100	AL6G44600
OG0000502	Np005G3150100	nbis-gene-1948, nbis-gene-1949
OG0000502	Np005G3150200	AL7G51170
OG0000503	Np004G2174100, Np003G1790000	AL1G45660
OG0000506	Np003G1545600, Np003G1328500, Np006G3356700	AL6G17270
OG0000507	Np003G1696700, Np005G2992500	AL1G16150
OG0000509	Np005G2994600	AL1G32140
OG0000509	Np005G2994800	AL7G38310, AL7G38320
OG0000510	Np005G3171300, Np005G3171200	AL7G49750
OG0000510	Np005G3168500	AL7G49760
OG0000512	Np001G0437000, Np005G2640700, Np002G0915600	AL7G17600, AL5G22000, AL5G22050
OG0000513	Np004G2485700	AL1G61840
OG0000516	Np001G0082200, Np002G0912600	AL2G26290
OG0000517	Np003G1443000, Np004G2494200, Np004G2495400	AL6G28110, AL6G28160, AL6G28150
OG0000518	Np003G1640600, Np003G1640900, Np003G1639400	AL8G28090
OG0000518	Np003G1392900	AL6G23220, AL6G23240, AL6G27270
OG0000519	Np001G0000200	AL8G45700
OG0000519	Np006G3606100	AL4G25540, AL4G25570, AL4G25550
OG0000520	Np004G2449500	AL1G24160
OG0000521	Np001G0036100	AL8G42580
OG0000522	Np003G1268600	AL6G11890
OG0000522	Np001G0587800, Np006G3338600	AL4G36740, AL5G36290
OG0000522	Np007G4133500	AL3G20680
OG0000523	Np006G3650900, Np006G3652100	AL4G15490
OG0000523	Np006G3651100	AL4G15440
OG0000524	Np005G2847800	AL7G33960, AL7G34070
OG0000524	Np003G1813100	AL6G46340, AL6G46460
OG0000525	Np003G1847200, Np006G3272200	AL4G41930
OG0000525	Np006G3261300	AL4G34310, AL4G41950, AL4G42180
OG0000526	Np003G1465800	AL6G30000, AL6G30030
OG0000527	Np004G2330200	nbis-gene-427, nbis-gene-426, nbis-gene-320, nbis-gene-428, nbis-gene-127, nbis-gene-136, nbis-gene-130, nbis-gene-134, nbis-gene-129, nbis-gene-135
OG0000529	Np006G3553000	AL4G26790
OG0000529	Np006G3527600, Np006G3479500	AL4G25050, AL4G25170
OG0000530	Np003G1651600	AL8G27190, AL8G27180
OG0000534	Np005G3036300	AL7G40680, AL7G40710
OG0000535	Np004G2312400	AL8G18810, AL8G18840
OG0000535	Np004G2312600	AL1G36460
OG0000535	Np001G0629100	AL5G39770, AL5G39760
OG0000536	Np005G3112700	nbis-gene-1900
OG0000536	Np003G1829100	AL6G47660
OG0000537	Np007G4149500, Np007G4149100	AL3G19190
OG0000537	Np001G0180200	AL8G20800
OG0000538	Np001G0187000	AL5G19720
OG0000539	Np006G3605600	AL4G23930
OG0000539	Np006G3605500	AL41U10060
OG0000540	Np006G3543900, Np006G3486500	AL4G26320
OG0000540	Np006G3543800, Np006G3486600, Np006G3546800, Np006G3482600, Np006G3479300, Np006G3528000	AL4G24360, AL4G26160
OG0000542	Np004G2483400	AL1G21210
OG0000542	Np002G1149500	AL2G16950
OG0000542	Np002G0860700	AL2G29200
OG0000543	Np004G2364000	AL65U10020
OG0000543	Np001G0384100	AL65U10050, AL8G14290, AL65U10030
OG0000543	Np004G2364100	AL8G14220, AL8G14270
OG0000543	Np001G0384200	AL8G14280, AL65U10040
OG0000546	Np006G3249800	AL6G13690
OG0000546	Np003G1278800, Np003G1279200, Np003G1278400, Np003G1278700, Np003G1279100	AL6G12720
OG0000547	Np006G3267300	AL4G42410
OG0000547	Np003G1537800, Np006G3267400	AL4G42400
OG0000548	Np006G3669300	AL4G13540, nbis-gene-958
OG0000549	Np006G3576700	AL4G28600
OG0000552	Np001G0630800	AL5G39900
OG0000553	Np007G3875900	AL3G40600
OG0000553	Np001G0171600	AL8G21870
OG0000553	Np007G4159800	AL3G18350
OG0000554	Np003G1825900, Np003G1826000	AL6G47350, AL6G47410, AL6G47440, AL6G47420
OG0000556	Np002G1196300	AL2G13690, AL2G13700, AL3G48150, AL2G14040, AL2G14030
OG0000557	Np006G3680100	AL4G12630
OG0000557	Np006G3680200	AL4G12610
OG0000558	Np006G3223500, Np003G1770500, Np004G2588500, Np002G0974700, Np004G2329100, Np003G1593500, Np008G4267900, Np008G4269100, Np009G4291800, Np004G2028000, Np003G1819900, Np002G0857600, Np007G4164100, Np004G2295900	AL9U11130, AL6G51850
