Orthogroup	Arabidopsis_arenosa	Cardamine_hirsuta
OG0000252	jg3422	CARHR071060, CARHR071050
OG0000253	jg25213	CARHR087080
OG0000253	jg24871	CARHR083850
OG0000253	jg3985	CARHR210880
OG0000256	jg26502	CARHR024770
OG0000256	jg26501	CARHR099690
OG0000257	jg3241	CARHR069250, CARHR069290, CARHR069270
OG0000257	jg20723	CARHR069280, CARHR069310, CARHR284300, CARHR069260
OG0000259	jg19336	CARHR135220, CARHR117790
OG0000259	jg32916	CARHR093470, CARHR093450
OG0000260	jg8418	CARHR247220
OG0000260	jg21871	CARHR264830
OG0000260	jg32800	CARHR247230
OG0000260	jg12428	CARHR181000
OG0000262	jg7311	CARHR046970
OG0000262	jg454	CARHR051080, CARHR046940
OG0000262	jg451	CARHR046930
OG0000266	jg22089, jg22121	CARHR257990
OG0000266	jg22091	CARHR266780, CARHR224090, CARHR036480
OG0000269	jg22908	CARHR273300
OG0000269	jg1015	CARHR053220
OG0000269	jg17967	CARHR122830
OG0000270	jg609, jg537	CARHR055280
OG0000270	jg443	CARHR052820
OG0000270	jg581	CARHR055290, CARHR048540, CARHR048090
OG0000270	jg498	CARHR050170, CARHR048500
OG0000273	jg22106	CARHR266740
OG0000273	jg22098	CARHR284830, CARHR266760
OG0000275	jg8473	CARHR175770
OG0000275	jg1129, jg6761, jg6771, jg6767, jg6769, jg6762, jg6770, jg1128	CARHR185060, CARHR185040
OG0000275	jg8472, jg1130	CARHR246950
OG0000277	jg8879	CARHR243020, CARHR247840
OG0000277	jg30517	CARHR020400
OG0000278	jg12172	CARHR215670
OG0000278	jg12224	CARHR215220
OG0000278	jg12188, jg12186	CARHR215570, CARHR215560, CARHR215610
OG0000278	jg12174, jg10987, jg10984, jg12178, jg12175	CARHR215640, CARHR215620, CARHR215650, CARHR215200
OG0000279	jg17236	CARHR094510
OG0000279	jg20634, jg20628, jg20633, jg20631, jg20635	CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770, CARHR178120, CARHR177310, CARHR177790, CARHR177800, CARHR178860, CARHR178130, CARHR180680
OG0000282	jg33448	CARHR229020
OG0000282	jg10319, jg10323	CARHR229730
OG0000282	jg10317	CARHR229580
OG0000282	jg10273, jg10321, jg10322, jg10320	CARHR229030, CARHR229040
OG0000282	jg10266	CARHR229570
OG0000285	jg10428	CARHR227980
OG0000285	jg9725	CARHR234950
OG0000286	jg20757, jg20756	CARHR178840
OG0000286	jg28841	CARHR175950, CARHR174900
OG0000289	jg26840, jg26924, jg26930, jg26928, jg26834, jg26931	CARHR175550
OG0000289	jg18343	CARHR126570, CARHR126060, CARHR126550, CARHR127010, CARHR253920, CARHR126990
OG0000289	jg18344	CARHR262160
OG0000289	jg26837	CARHR116010, CARHR127060
OG0000289	jg18387	CARHR127090
OG0000291	jg27066, jg27067, jg27057	CARHR103190, CARHR103130
OG0000291	jg27048	CARHR103220, CARHR103210
OG0000294	jg5391, jg5390, jg31107, jg31105, jg31104	CARHR197660
OG0000294	jg5315	CARHR198380
OG0000295	jg32824	CARHR035800
OG0000295	jg28831	CARHR004430
OG0000295	jg25084, jg7397	CARHR223360
OG0000295	jg25083	CARHR027430
OG0000295	jg25085, jg7398, jg25082, jg26786	CARHR100860
OG0000296	jg22851, jg22847	CARHR285460, CARHR285480
OG0000296	jg22801, jg21885, jg22800	CARHR272760, CARHR053670, CARHR272770
OG0000296	jg22798, jg22799	CARHR272750
OG0000297	jg17414	CARHR115150
OG0000298	jg32010, jg32011	CARHR033060
OG0000298	jg32014	CARHR033080
OG0000298	jg32008	CARHR033050
OG0000300	jg15634	CARHR166780
OG0000300	jg21677	CARHR258400
OG0000300	jg15546, jg13486	CARHR166000
OG0000300	jg21853	CARHR264620, CARHR264630
OG0000301	jg19826	CARHR139910, CARHR139920
OG0000301	jg16118	CARHR167680, CARHR096590
OG0000305	jg30239	CARHR017730
OG0000305	jg32496, jg19283, jg19279, jg7268	CARHR260510, CARHR135390
OG0000306	jg12412	CARHR214120, CARHR262590
OG0000307	jg33267	CARHR041320
OG0000308	jg20897, jg20895, jg20892, jg20894, jg20890, jg20896, jg20889	CARHR180280
OG0000309	jg22981	CARHR274060
OG0000314	jg17949	CARHR213600
OG0000314	jg17443, jg21060	CARHR006310
OG0000318	jg3658	CARHR073450
OG0000318	jg2564, jg2563	CARHR062770, CARHR062740
OG0000318	jg27679, jg32154	CARHR016600
OG0000318	jg32160	CARHR062760
OG0000321	jg33127, jg33133	CARHR095140, CARHR040120
OG0000321	jg5838, jg5839	CARHR193110, CARHR193130
OG0000321	jg1712	CARHR055410
OG0000322	jg2988, jg22743, jg22742, jg22822	CARHR259720
OG0000323	jg2927	CARHR065850
OG0000323	jg12614	CARHR262010
OG0000323	jg30285	CARHR018200
OG0000325	jg28796	CARHR004130
OG0000325	jg18340	CARHR126540
OG0000325	jg28797	CARHR004140
OG0000326	jg2458, jg25667	CARHR112590
OG0000326	jg24602	CARHR083130
OG0000327	jg3425	CARHR089970
OG0000327	jg9024	CARHR226470
OG0000329	jg11299	CARHR220880
OG0000329	jg12437, jg12445, jg12449, jg12448, jg12438, jg12436	CARHR263580
OG0000329	jg12435	CARHR263590
OG0000330	jg2930	CARHR065880
OG0000331	jg28558, jg8055	CARHR001810
OG0000331	jg25844	CARHR092710
OG0000332	jg805, jg807, jg814	CARHR050960, CARHR050950
OG0000332	jg823, jg821, jg818	CARHR050970, CARHR050980
OG0000332	jg806	CARHR050860
OG0000335	jg16010	CARHR170010
OG0000335	jg16059	CARHR170350
OG0000336	jg1242, jg1313	CARHR054330
OG0000339	jg6369	CARHR188470
OG0000339	jg6371	CARHR188490
OG0000339	jg11537, jg11540	CARHR218850
OG0000341	jg29043	CARHR038710, CARHR038690, CARHR038330
OG0000341	jg32635, jg32647	CARHR038610
OG0000342	jg16938, jg25856	CARHR092860
OG0000344	jg364	CARHR011460
OG0000345	jg4766	CARHR203880
OG0000345	jg20849	CARHR006290
OG0000345	jg4765	CARHR203890
OG0000346	jg15260	CARHR163180
OG0000346	jg13305	CARHR147230
OG0000346	jg13304	CARHR147220
OG0000346	jg15261	CARHR163190
OG0000346	jg15262	CARHR163200
OG0000347	jg19995	CARHR141230
OG0000347	jg28483, jg16199	CARHR171770
OG0000347	jg10163	CARHR230740
OG0000347	jg28458	CARHR000730
OG0000347	jg8201	CARHR248520
OG0000348	jg21499, jg21484, jg21493	CARHR286050
OG0000348	jg26730	CARHR100730
OG0000349	jg22900	CARHR273130
OG0000350	jg13712, jg26397, jg26398, jg26400, jg26399, jg26396, jg26395	CARHR097870
OG0000351	jg12750, jg19271, jg17533	CARHR086360
OG0000355	jg22984	CARHR274100
OG0000355	jg8679	CARHR244920, CARHR118860, CARHR244890
OG0000356	jg16973	CARHR117170, CARHR178010
OG0000356	jg16971, jg16970	CARHR117180
OG0000356	jg16975	CARHR117150
OG0000356	jg16967	CARHR117270
OG0000357	jg31533, jg31532	CARHR128500, CARHR029510
OG0000358	jg10334	CARHR041650, CARHR259760
OG0000358	jg33246, jg33306, jg33305, jg33298, jg33297, jg33303, jg33299, jg33304, jg33300, jg33302, jg33301	CARHR041640
OG0000359	jg9679	CARHR235360
OG0000363	jg33778	CARHR045650
OG0000363	jg3528	CARHR071990
OG0000364	jg19314, jg19320, jg12453, jg19325	CARHR135700
OG0000365	jg31120	CARHR025550
OG0000365	jg10496, jg10495	CARHR227340
OG0000365	jg31119	CARHR025540
OG0000365	jg31117	CARHR025530
OG0000367	jg2605	CARHR063110, CARHR263620, CARHR063120
OG0000367	jg2333	CARHR024590
OG0000367	jg30998, jg31000, jg27187, jg27188, jg31008, jg31010	CARHR253970, CARHR024610
OG0000368	jg14453	CARHR155100
OG0000368	jg14450	CARHR155150, CARHR155070
OG0000368	jg14457	CARHR154970
OG0000369	jg21600, jg21583, jg21561, jg21534, jg21584, jg21558	CARHR293630, CARHR283580, CARHR058390, CARHR059500, CARHR186430, CARHR116680
OG0000369	jg11313	CARHR221010
OG0000370	jg26720	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580
OG0000370	jg26719	CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580
OG0000371	jg1972	CARHR102540
OG0000371	jg23552	CARHR034450
OG0000376	jg918	CARHR051710
OG0000376	jg916	CARHR051700
OG0000377	jg2119	CARHR058550, CARHR058530, CARHR058590
OG0000377	jg8598, jg8599	CARHR245740
OG0000377	jg8601	CARHR245720
OG0000377	jg8600	CARHR245730
OG0000379	jg13018	CARHR144670
OG0000379	jg15354	CARHR164050
OG0000379	jg13016	CARHR144630
OG0000379	jg13017, jg716	CARHR049930
OG0000380	jg30710	CARHR157270
OG0000380	jg22963, jg22951	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860
OG0000381	jg3545	CARHR072160
OG0000382	jg7975, jg7974	CARHR250680
OG0000382	jg7976	CARHR250610
OG0000382	jg18934	CARHR131810
OG0000383	jg13626, jg13629, jg15391, jg15393	CARHR164490, CARHR164480
OG0000384	jg20367	CARHR174500
OG0000384	jg20365	CARHR174480
OG0000384	jg20368	CARHR174510
OG0000384	jg20366	CARHR174490, CARHR089510
OG0000385	jg9230	CARHR239600
OG0000386	jg32051	CARHR033250
OG0000386	jg32050	CARHR033240
OG0000386	jg32049	CARHR033230
OG0000386	jg32060	CARHR033300
OG0000386	jg32429	CARHR289270
OG0000386	jg32057	CARHR033280
OG0000386	jg32058	CARHR033290
OG0000386	jg32059	CARHR292740
OG0000388	jg25857	CARHR092870
OG0000388	jg22210, jg30557	CARHR267450
OG0000388	jg6196	CARHR190050, CARHR179180, CARHR153480
OG0000388	jg27023, jg26105, jg26106	CARHR095050
OG0000389	jg22999	CARHR179630, CARHR179650, CARHR274280, CARHR274270
OG0000389	jg22549	CARHR270410, CARHR105990, CARHR152840, CARHR152780, CARHR270430, CARHR270420, CARHR270400
OG0000389	jg22550	CARHR270450
OG0000390	jg30797	CARHR022710
OG0000390	jg30801	CARHR022740
OG0000390	jg30800	CARHR022730
OG0000390	jg27191	CARHR022750
OG0000391	jg2971	CARHR066360
OG0000391	jg24982	CARHR084950
OG0000392	jg30223	CARHR017550
OG0000392	jg30222	CARHR017540
OG0000392	jg9939, jg9938	CARHR185400, CARHR216970, CARHR232710
OG0000393	jg12479	CARHR263220
OG0000393	jg12332, jg12477, jg12476, jg12475	CARHR103170
OG0000394	jg33475	CARHR043000
OG0000395	jg29880	CARHR014460
OG0000395	jg27567	CARHR105730, CARHR105760, CARHR105770
OG0000397	jg25713, jg25714, jg25718, jg25676, jg25673, jg25675	CARHR091750
OG0000397	jg27860, jg27859	CARHR293580
OG0000399	jg28568	CARHR001910
OG0000399	jg29276	CARHR009120
OG0000402	jg23699	CARHR289020
OG0000402	jg23697	CARHR177820, CARHR292110, CARHR292450, CARHR289650, CARHR289030
OG0000403	jg7841	CARHR251850
OG0000403	jg7840, jg7766, jg11334, jg11332, jg11331	CARHR251840
OG0000404	jg27776, jg9479, jg17226, jg19138	CARHR235030
OG0000405	jg25463	CARHR089280
OG0000405	jg12225	CARHR089240
OG0000405	jg32033, jg32027, jg6347	CARHR033150, CARHR033140
OG0000405	jg25469, jg25468	CARHR203560
OG0000405	jg25462	CARHR089260
OG0000406	jg22923, jg29135, jg14384	CARHR123820, CARHR154410
OG0000407	jg28645	CARHR005930, CARHR002610
OG0000407	jg31101	CARHR025430
OG0000407	jg20131	CARHR142610
OG0000409	jg17641	CARHR028100
OG0000409	jg31780, jg31388	CARHR028090
OG0000409	jg31386	CARHR028080, CARHR028050
OG0000410	jg10285	CARHR229370
OG0000411	jg16935, jg20923, jg16934	CARHR117550, CARHR117600
OG0000412	jg5485	CARHR196640
OG0000412	jg12214	CARHR215260
OG0000412	jg2061	CARHR292180
OG0000412	jg25896	CARHR093170
OG0000413	jg25354	CARHR088360, CARHR088350
OG0000413	jg33681	CARHR044870
OG0000413	jg25353	CARHR088340
OG0000413	jg21510	CARHR182690
OG0000414	jg673	CARHR049420
OG0000414	jg27345	CARHR105130, CARHR106410
OG0000414	jg11210	CARHR221890
OG0000414	jg26431	CARHR097980
OG0000419	jg18645, jg18647	CARHR129410
OG0000420	jg19571	CARHR137680
OG0000420	jg6651	CARHR186080
OG0000420	jg5048	CARHR201040
OG0000421	jg21967	CARHR265630
OG0000424	jg22288	CARHR267950
OG0000424	jg9732	CARHR234870
OG0000425	jg21524	CARHR206570, CARHR180690
OG0000426	jg32903	CARHR032310, CARHR032340, CARHR136030
OG0000426	jg27618	CARHR182090
OG0000428	jg1641, jg31721, jg6752, jg1927, jg12019	CARHR292240
OG0000429	jg15870	CARHR168810
OG0000429	jg1359, jg15868, jg15858	CARHR168790
OG0000430	jg10342	CARHR228790
OG0000430	jg731	CARHR050150
OG0000430	jg27082	CARHR103290
OG0000431	jg844	CARHR051400
OG0000431	jg846	CARHR051440
OG0000432	jg32966	CARHR038820
OG0000432	jg10548	CARHR227030
OG0000433	jg9737, jg9736, jg9735	CARHR234790, CARHR289420, CARHR234800, CARHR289410, CARHR058020
OG0000434	jg12377	CARHR291870
OG0000434	jg19077	CARHR034080
OG0000436	jg14380	CARHR154360
OG0000436	jg22927, jg22928	CARHR273490
OG0000436	jg22929	CARHR273500
OG0000436	jg14381	CARHR154370
OG0000437	jg22554, jg9831	CARHR233780
OG0000437	jg28169	CARHR110190
OG0000438	jg14106	CARHR152850
OG0000438	jg14099	CARHR152740
OG0000438	jg14126, jg14101	CARHR152730
OG0000439	jg2816	CARHR064690
OG0000439	jg2123, jg4379, jg27491, jg2122	CARHR179040, CARHR206880
OG0000440	jg21485, jg21490	CARHR286140, CARHR286080, CARHR286060, CARHR286070, CARHR085380
OG0000443	jg9154	CARHR240310
OG0000443	jg17131	CARHR115900
OG0000443	jg6415	CARHR188110
OG0000444	jg18200	CARHR125020
OG0000444	jg15993	CARHR169860
OG0000445	jg6224	CARHR189790
OG0000445	jg9330	CARHR157730
OG0000446	jg6094, jg7081	CARHR190860, CARHR190870
OG0000446	jg13483	CARHR148780
OG0000446	jg6075	CARHR190880
OG0000446	jg6090	CARHR107640, CARHR189230
OG0000448	jg13604	CARHR292580, CARHR292570
OG0000448	jg13602	CARHR292620
OG0000449	jg15925	CARHR169300
OG0000449	jg15924	CARHR169310
OG0000450	jg30082	CARHR150940
OG0000450	jg11999, jg20839, jg20841	CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510
OG0000451	jg10331	CARHR228900
OG0000451	jg990, jg976	CARHR052700
OG0000452	jg561, jg560	CARHR048280
OG0000452	jg562	CARHR048290, CARHR048270
OG0000457	jg24317	CARHR127370
OG0000457	jg28766	CARHR003820
OG0000458	jg31419	CARHR028400
OG0000458	jg31424	CARHR028420
OG0000458	jg31418	CARHR028370, CARHR286910, CARHR028390
OG0000459	jg10503	CARHR108900
OG0000459	jg17882	CARHR122180
OG0000459	jg33353	CARHR122200
OG0000460	jg25335	CARHR088190
OG0000460	jg22533	CARHR270190
OG0000462	jg10471, jg26914, jg10468	CARHR227570, CARHR227590, CARHR227620, CARHR227580, CARHR221090, CARHR254770
OG0000463	jg32175	CARHR287270
OG0000463	jg14430	CARHR155320
OG0000463	jg14431	CARHR155360
OG0000464	jg28529	CARHR001520, CARHR000930
OG0000466	jg24485	CARHR284350
OG0000467	jg6422	CARHR188130
OG0000468	jg16346	CARHR138480
OG0000468	jg26267, jg18103, jg17563	CARHR134120, CARHR134100
OG0000468	jg18411	CARHR130510
OG0000469	jg19591, jg10715	CARHR176200
OG0000469	jg20504	CARHR169080
OG0000470	jg5117, jg5119	CARHR240060
OG0000471	jg11429	CARHR219700
OG0000471	jg11432, jg11422	CARHR219800
OG0000473	jg28396	CARHR000130
OG0000473	jg28395	CARHR000120
OG0000473	jg18932	CARHR131820
OG0000474	jg28747	CARHR003630
OG0000474	jg20853	CARHR180040
OG0000474	jg11064	CARHR252030, CARHR110210
OG0000475	jg11478, jg28172	CARHR219220
OG0000475	jg33667, jg12650	CARHR261640, CARHR216020
OG0000475	jg775	CARHR050610
OG0000476	jg6712, jg6710, jg6600, jg6598	CARHR186490, CARHR186690
OG0000477	jg23206	CARHR276320
OG0000477	jg13074	CARHR145200
OG0000478	jg26681	CARHR052650, CARHR078100
OG0000480	jg868	CARHR052230
OG0000480	jg13026	CARHR144740
OG0000481	jg1153	CARHR284150
OG0000481	jg29378	CARHR010120
OG0000481	jg29377	CARHR010110
OG0000482	jg2864	CARHR065170, CARHR065180
OG0000483	jg21371	CARHR184910
OG0000483	jg6491, jg6492, jg6493	CARHR187250, CARHR187260
OG0000484	jg9382	CARHR238200
OG0000484	jg9383, jg1872	CARHR238190
OG0000485	jg10165	CARHR230730
OG0000485	jg10170, jg10168, jg10169	CARHR230700
OG0000485	jg10166, jg10167	CARHR230710
OG0000485	jg28227	CARHR149360
OG0000486	jg30401, jg30400	CARHR019430, CARHR019400, CARHR019410, CARHR189080
OG0000491	jg14643, jg14645	CARHR056050, CARHR157060, CARHR157050
OG0000491	jg14644	CARHR157080
OG0000491	jg14642	CARHR157040
OG0000491	jg14641	CARHR157090, CARHR157100
OG0000492	jg15405	CARHR164620
OG0000492	jg18363	CARHR126780
OG0000492	jg19076	CARHR133660
OG0000493	jg23546	CARHR058360, CARHR279290
OG0000494	jg15141	CARHR162100
OG0000494	jg15148	CARHR162140
OG0000495	jg14399	CARHR154580
OG0000495	jg16645	CARHR065150, CARHR056910
OG0000495	jg3001	CARHR262730, CARHR066640, CARHR066630, CARHR066650
OG0000496	jg14579	CARHR156430
OG0000496	jg14580	CARHR156450
OG0000496	jg14578	CARHR156420
OG0000496	jg14581	CARHR156460
OG0000497	jg2908	CARHR065650
OG0000497	jg25396	CARHR088730
OG0000498	jg25277	CARHR087660
OG0000498	jg25086, jg25087	CARHR085920
OG0000498	jg9327	CARHR195160
OG0000498	jg12034	CARHR107800
OG0000499	jg17671	CARHR096070
OG0000499	jg26193	CARHR096080
OG0000499	jg31173	CARHR026050
OG0000499	jg26192	CARHR096060, CARHR096040
OG0000500	jg2227	CARHR059540, CARHR214170
OG0000501	jg31946	CARHR032270
OG0000501	jg31947	CARHR032280
OG0000501	jg7403	CARHR256050
OG0000501	jg7404	CARHR256030
OG0000502	jg12488, jg12487	CARHR262940, CARHR263150, CARHR263140
OG0000502	jg12489	CARHR263120
OG0000506	jg4536, jg27864	CARHR272250, CARHR132920, CARHR107490
OG0000508	jg33662	CARHR044660
OG0000508	jg33664, jg33564	CARHR044100
OG0000508	jg33605, jg33562, jg33565, jg33563	CARHR043780
OG0000509	jg10978	CARHR215530
OG0000509	jg10977, jg10980, jg10975	CARHR223020
OG0000510	jg12627	CARHR261860, CARHR261870
OG0000510	jg12626	CARHR261890, CARHR261880
OG0000511	jg22180	CARHR267150
OG0000512	jg8980	CARHR187460
OG0000513	jg29502	CARHR011140
OG0000513	jg21423	CARHR183370
OG0000513	jg26959, jg26956	CARHR028380, CARHR290720
OG0000514	jg17303, jg17304, jg21135, jg11876	CARHR052930, CARHR154020, CARHR216890, CARHR121700, CARHR104360
OG0000514	jg32479	CARHR058790, CARHR151080, CARHR257980, CARHR216880, CARHR214550
OG0000514	jg11820	CARHR216860
OG0000516	jg2299	CARHR060200
OG0000517	jg5539	CARHR196080
OG0000519	jg23802	CARHR053020
OG0000519	jg18116	CARHR124120, CARHR124130
OG0000520	jg29717	CARHR012950, CARHR035990, CARHR182820
OG0000520	jg29720	CARHR012980
OG0000521	jg23516	CARHR278990
OG0000521	jg23515	CARHR278980
OG0000521	jg23514, jg23512, jg3374	CARHR278970
OG0000522	jg3998	CARHR210740
OG0000522	jg19114	CARHR134240
OG0000522	jg24877	CARHR083900
OG0000523	jg16981	CARHR117080, CARHR117060
OG0000524	jg7573, jg7576	CARHR254550
OG0000524	jg7572, jg7574	CARHR254600, CARHR254540
OG0000525	jg19656	CARHR138330
OG0000525	jg10836	CARHR224500
OG0000526	jg5724	CARHR194280
OG0000526	jg5721	CARHR194270
OG0000527	jg17607	CARHR031850
OG0000529	jg1138	CARHR283970
OG0000529	jg18217	CARHR125180
OG0000529	jg18062, jg18072	CARHR123630
OG0000531	jg6390	CARHR188300, CARHR188360, CARHR188370, CARHR188310, CARHR188350
OG0000533	jg32834, jg32837	CARHR286630
OG0000533	jg13422, jg13423	CARHR286620
OG0000535	jg21075	CARHR023280
OG0000535	jg30849	CARHR023260
OG0000535	jg15829	CARHR168410, CARHR168430
OG0000535	jg15828	CARHR168400, CARHR168420
OG0000536	jg12138	CARHR215920, CARHR215900
OG0000537	jg24739	CARHR082530
OG0000537	jg21346	CARHR184200
OG0000538	jg13818	CARHR153120
OG0000538	jg13822, jg23058	CARHR274860, CARHR274880, CARHR274890
OG0000539	jg17943	CARHR122660
OG0000539	jg17941	CARHR122450, CARHR122440
OG0000540	jg18166	CARHR124720
OG0000540	jg18157	CARHR124400, CARHR124580, CARHR124730
OG0000542	jg29431	CARHR010580
OG0000542	jg1019	CARHR053260
OG0000542	jg2597	CARHR063060
OG0000543	jg20611	CARHR177550, CARHR177600
OG0000543	jg20613	CARHR177610, CARHR177580
OG0000546	jg2479	CARHR283630
OG0000547	jg19699	CARHR138750, CARHR138760
OG0000547	jg19696	CARHR138720
OG0000547	jg19698	CARHR138740
OG0000548	jg16818	CARHR217760
OG0000549	jg18427	CARHR126770
OG0000549	jg18385	CARHR127300
OG0000549	jg18389	CARHR126970
OG0000552	jg15841	CARHR168580
OG0000552	jg14225	CARHR151280
OG0000553	jg26824	CARHR081710, CARHR101180
OG0000554	jg7650	CARHR253710, CARHR253700
OG0000554	jg7651, jg7652, jg7653	CARHR253730, CARHR253720
OG0000555	jg26302	CARHR097090
OG0000556	jg708	CARHR049900
OG0000557	jg16741	CARHR292760, CARHR285920
OG0000557	jg16738	CARHR257100, CARHR292750
OG0000561	jg12491	CARHR263090
OG0000561	jg13777	CARHR154070
OG0000561	jg5374	CARHR197820
OG0000562	jg6054	CARHR191090, CARHR155630
OG0000562	jg29198	CARHR008240
OG0000563	jg20120	CARHR172580
OG0000563	jg30914, jg32005	CARHR124610, CARHR023850
OG0000564	jg16160	CARHR184330
OG0000564	jg21281	CARHR140950
OG0000565	jg33064, jg32475, jg33172, jg29597	CARHR011880
OG0000565	jg29593	CARHR011870
OG0000566	jg1883	CARHR292650, CARHR181100, CARHR181080
OG0000567	jg12551	CARHR145790, CARHR145270, CARHR215390, CARHR146690
OG0000568	jg19773	CARHR139380
OG0000569	jg23657	CARHR280390
OG0000569	jg14876	CARHR112890
OG0000569	jg4310	CARHR239210, CARHR207730
OG0000570	jg22830	CARHR273100
OG0000571	jg10402	CARHR228300
OG0000571	jg8978	CARHR228310, CARHR254090, CARHR083760
OG0000572	jg21166	CARHR180450
OG0000573	jg7777	CARHR252430
OG0000573	jg7776	CARHR252440
OG0000573	jg7774, jg7775	CARHR252450
OG0000579	jg24012	CARHR076040
OG0000580	jg28960	CARHR005640
OG0000580	jg18195	CARHR124970
OG0000580	jg28961	CARHR005650
OG0000581	jg31971, jg5898, jg5899	CARHR192500
OG0000581	jg5920	CARHR192270
OG0000582	jg14167	CARHR151600
OG0000582	jg14169	CARHR151610
OG0000583	jg33557	CARHR043730
OG0000583	jg25495	CARHR089730
OG0000584	jg1218	CARHR050810
OG0000584	jg32499	CARHR035310, CARHR181990
OG0000588	jg17964	CARHR122810
OG0000588	jg17962	CARHR122760
OG0000588	jg17961	CARHR122730, CARHR122750
OG0000589	jg22346	CARHR268550
OG0000589	jg5865	CARHR192820
OG0000589	jg5866	CARHR192830
OG0000590	jg12470	CARHR263610, CARHR263330
OG0000590	jg12468	CARHR263350
OG0000590	jg12467	CARHR263380, CARHR263360, CARHR263370
OG0000591	jg2201	CARHR059300
