Orthogroup	Arabidopsis_arenosa	Capsella_rubella
OG0000195	jg22932	XP_006281429.1
OG0000196	jg12711	XP_023634402.1
OG0000197	jg10625, jg12243	XP_023635153.1, XP_023644224.1
OG0000197	jg10623	XP_006285566.1
OG0000197	jg12242	XP_023634326.1
OG0000197	jg10624	XP_023633844.1
OG0000198	jg12942	XP_006291995.1
OG0000198	jg31686	XP_023632818.1
OG0000198	jg29979	XP_006305966.2
OG0000198	jg29981	XP_006306087.1
OG0000198	jg13337	XP_006291997.1, XP_023638678.1, XP_006291999.1, XP_023638990.1
OG0000199	jg33326	XP_006304151.2
OG0000199	jg9442	XP_006293511.1
OG0000199	jg5645, jg5642	XP_006280936.1
OG0000200	jg28891	XP_006305980.1
OG0000200	jg31559	XP_006305145.1
OG0000200	jg31560	XP_006305143.1
OG0000200	jg31558	XP_006303722.1
OG0000202	jg8001	XP_006286785.2
OG0000202	jg7534, jg7536	XP_006289397.1
OG0000202	jg7538, jg7531, jg7506	XP_006289797.1, XP_006287235.1
OG0000202	jg7999	XP_023636924.1
OG0000202	jg2493	XP_006301794.1
OG0000202	jg8000	XP_023636108.1
OG0000202	jg7249	XP_023636923.1
OG0000203	jg15851	XP_006292197.1
OG0000203	jg15863	XP_006293093.1
OG0000203	jg15862	XP_006292664.2
OG0000203	jg15861	XP_023638587.1
OG0000208	jg21410	XP_023644532.1
OG0000208	jg17188	XP_023633328.1
OG0000208	jg16962, jg32361, jg11759	XP_023632621.1
OG0000209	jg4863	XP_006287874.1, XP_006296766.1
OG0000210	jg19859	XP_006294103.1
OG0000210	jg2036	XP_006302230.1
OG0000210	jg2591	XP_006293283.1
OG0000210	jg16104	XP_006293088.1
OG0000216	jg7641	XP_023636119.1, XP_023635737.1
OG0000216	jg7640	XP_023637283.1
OG0000216	jg7420	XP_023635820.1
OG0000216	jg1267	XP_006302421.1
OG0000216	jg15619	XP_006292358.1
OG0000218	jg1481, jg1902, jg7083, jg15996, jg14689, jg6981	XP_023643610.1, XP_023642575.1, XP_023632899.1, XP_023637419.1
OG0000219	jg12633, jg12636	XP_023634346.1
OG0000219	jg14708	XP_023638924.1
OG0000219	jg12792	XP_006283424.1
OG0000219	jg12608	XP_023635498.1
OG0000221	jg11581	XP_023644090.1
OG0000225	jg3556, jg12504, jg2076, jg17554, jg2082, jg2084, jg2083, jg1979, jg2081	XP_006303104.2, XP_023643999.1, XP_006279053.2, XP_006301337.1, XP_006300995.1, XP_006301845.1
OG0000225	jg11400	XP_023633659.1
OG0000226	jg17319, jg2101, jg2102, jg31434, jg4069	XP_006285264.2
OG0000226	jg4074	XP_023641923.1
OG0000226	jg21365	XP_023633599.1
OG0000226	jg7405	XP_023635990.1
OG0000226	jg732	XP_023643531.1
OG0000227	jg24479	XP_006296962.1
OG0000227	jg25056	XP_006296942.1
OG0000227	jg6481, jg6484	XP_006286443.2
OG0000227	jg27543	XP_006296914.1
OG0000229	jg17464, jg1772	XP_006289451.2, XP_023644307.1, XP_006282853.2, XP_006286342.2
OG0000229	jg32293	XP_006279442.1, XP_006304782.2
OG0000230	jg15911, jg15928	XP_006292365.1
OG0000230	jg12369, jg12364	XP_023634418.1
OG0000230	jg12367, jg12366, jg11406	XP_006283699.2
OG0000230	jg12362, jg12370, jg12363, jg12361	XP_006285558.1, XP_006285901.1, XP_023635365.1, XP_006285033.2, XP_006285578.1, XP_006286115.1
OG0000230	jg15934	XP_006290346.1
OG0000232	jg28047	XP_023636098.1
OG0000232	jg13723	XP_023641916.1, XP_023634272.1, XP_023634273.1
OG0000233	jg4598	XP_006290020.1
OG0000233	jg4599	XP_006286767.1
OG0000233	jg4604	XP_006289542.2
OG0000233	jg4594	XP_006289289.1
OG0000234	jg4032	XP_023639230.1, XP_006295841.1, XP_023635829.1
OG0000234	jg4036	XP_023635762.1
OG0000234	jg4033	XP_023636750.1
OG0000234	jg33336	XP_023644543.1
OG0000234	jg33337	XP_006305075.2
OG0000235	jg28076	XP_006298477.2, XP_006298206.1
OG0000235	jg2205	XP_006288183.1, XP_023636873.1
OG0000235	jg15723, jg15658	XP_023639113.1
OG0000236	jg26494	XP_006299722.2
OG0000236	jg7280	XP_006289606.1
OG0000237	jg26496	XP_006296746.1
OG0000237	jg26333	XP_006297875.1
OG0000238	jg2698	XP_023644384.1
OG0000238	jg2702	XP_006301818.1
OG0000238	jg6718	XP_006289231.1
OG0000238	jg2707	XP_006302942.1
OG0000239	jg11713, jg23119	XP_023644469.1, XP_023637320.1, XP_023633734.1, XP_023633507.1
OG0000241	jg10370	XP_006284545.1
OG0000241	jg10371	XP_006279099.1, XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1
OG0000241	jg7736	XP_006289300.1
OG0000241	jg7734	XP_006289616.1
OG0000241	jg7735	XP_006289215.1
OG0000242	jg24512	XP_006298183.1
OG0000242	jg6565	XP_006279117.1, XP_006286819.1, XP_006286567.1
OG0000243	jg31478, jg31472	XP_006303366.2
OG0000243	jg31468	XP_006305764.1, XP_006304484.1
OG0000243	jg31473	XP_006304293.1
OG0000243	jg31477	XP_023632637.1
OG0000243	jg31471, jg31479, jg31470	XP_023632576.1, XP_006305710.2, XP_006304552.1
OG0000244	jg7787	XP_006286805.1
OG0000244	jg7884, jg7885, jg7892, jg7931, jg7886	XP_023636139.1, XP_006286807.1
OG0000244	jg7893	XP_006289480.2
OG0000246	jg15247	XP_023639020.1
OG0000246	jg18819	XP_006294087.1, XP_006294083.1
OG0000246	jg18816	XP_006296366.1
OG0000246	jg18818	XP_006294067.1
OG0000246	jg18817	XP_006293528.1
OG0000247	jg12382, jg9719	XP_006285568.2
OG0000247	jg14818	XP_006279047.1
OG0000247	jg26794, jg26858, jg26826	XP_006300085.1
OG0000248	jg2621, jg2622	XP_006301741.2
OG0000248	jg12494, jg12493	XP_006284516.1
OG0000248	jg2604, jg2603	XP_023644302.1
OG0000250	jg7768	XP_006287939.1
OG0000250	jg7876	XP_006289516.1
OG0000250	jg33663	XP_006306291.1
OG0000250	jg6298	XP_006288303.1, XP_006288300.1
OG0000251	jg13318, jg13319	XP_006290957.1, XP_006290955.1
OG0000251	jg13320	XP_006290953.1
OG0000251	jg22623	XP_006282010.1
OG0000251	jg13315	XP_006290948.1
OG0000251	jg13316	XP_006292423.1
OG0000252	jg9231	XP_006299068.1
OG0000252	jg571, jg570	XP_006301004.1
OG0000252	jg3420	XP_006302386.1
OG0000252	jg3422	XP_006301754.1
OG0000253	jg3984	XP_006290203.1
OG0000253	jg25213	XP_006297173.1
OG0000253	jg24871	XP_006297174.1
OG0000253	jg3985	XP_006287234.1
OG0000254	jg11135	XP_006284821.1
OG0000254	jg11133, jg11132	XP_006284817.1, XP_006286199.1, XP_006284824.1, XP_006284827.1, XP_006284826.1
OG0000256	jg7315	XP_023636091.1
OG0000256	jg26504, jg26509	XP_006299501.1
OG0000256	jg26503, jg26506, jg26505	XP_006299345.2
OG0000256	jg27014, jg27013, jg27015	XP_023641895.1
OG0000257	jg967, jg812	XP_006301262.1
OG0000258	jg12130	XP_023634267.1, XP_023636036.1, XP_023642569.1, XP_023644229.1, XP_023633341.1, XP_023634276.1, XP_023644464.1, XP_023638852.1, XP_023644468.1
OG0000258	jg17248, jg20584	XP_023632795.1
OG0000258	jg7050	XP_023633336.1, XP_023640347.1
OG0000259	jg1303	XP_023643302.1
OG0000259	jg16868	XP_023639557.1
OG0000259	jg983, jg985	XP_006302259.2, XP_023643256.1
OG0000260	jg9182	XP_023635375.1
OG0000260	jg8418	XP_006283573.1
OG0000260	jg21871	XP_006280314.1, XP_023633561.1
OG0000260	jg32803, jg32805	XP_006306153.1
OG0000260	jg12428	XP_006281509.2
OG0000262	jg7311	XP_023643964.1
OG0000262	jg719, jg720	XP_006301668.1, XP_023637514.1
OG0000262	jg7296	XP_006301980.1
OG0000262	jg454	XP_006299358.1
OG0000262	jg455	XP_006301961.2
OG0000262	jg457	XP_023637360.1, XP_023637436.1
OG0000265	jg1040, jg31936, jg18105, jg33104, jg20960, jg32961, jg25811	XP_023634027.1, XP_023644471.1, XP_023638862.1, XP_023643543.1, XP_023636086.1, XP_023638866.1
OG0000266	jg22116, jg22112, jg22104, jg22110, jg22092, jg22111	XP_006281608.2, XP_023643674.1
OG0000266	jg22119	XP_023644793.1
OG0000266	jg33280, jg22118	XP_023633225.1, XP_006281791.2
OG0000266	jg22101	XP_006279750.2
OG0000269	jg22908	XP_006281238.1
OG0000269	jg14405, jg14407	XP_006291980.1
OG0000269	jg1015	XP_023642855.1
OG0000269	jg17967	XP_006295138.1
OG0000270	jg25842	XP_023641165.1
OG0000270	jg581	XP_023644130.1
OG0000273	jg22097	XP_023639467.1, XP_006281696.1
OG0000273	jg22114	XP_006280481.1, XP_006280434.1
OG0000273	jg1528	XP_023633395.1
OG0000273	jg22085, jg22087, jg22094	XP_023633397.1
OG0000274	jg27362	XP_023634435.1
OG0000275	jg8473	XP_023633707.1
OG0000275	jg6761, jg6771, jg6767, jg6769, jg6762, jg6770	XP_023635808.1
OG0000275	jg1128	XP_023643272.1
OG0000275	jg8472	XP_023635206.1
OG0000277	jg30517	XP_023644770.1, XP_006302919.1
OG0000278	jg12172	XP_006285871.1
OG0000278	jg12224	XP_023634323.1
OG0000278	jg12188	XP_006282573.1
OG0000278	jg12186	XP_006286231.1
OG0000278	jg12178	XP_006283651.2
OG0000278	jg12175	XP_006282490.1
OG0000279	jg20637	XP_006281784.1
OG0000279	jg17236	XP_006294221.1
OG0000282	jg33448	XP_006306137.1
OG0000282	jg10319	XP_006285218.1, XP_006286276.1
OG0000282	jg10317	XP_006285624.1
OG0000282	jg10321, jg10322, jg10320	XP_006285202.1
OG0000283	jg20347	XP_023633819.1
OG0000283	jg7177, jg27094, jg3156, jg6794	XP_023644223.1
OG0000284	jg5787	XP_023635719.1
OG0000284	jg10834	XP_006285151.2
OG0000285	jg10428	XP_023634855.1
OG0000285	jg14971	XP_006289794.2
OG0000285	jg9725	XP_006286160.1
OG0000285	jg2004	XP_023643783.1
OG0000286	jg20757, jg20756	XP_023637684.1, XP_023637652.1
OG0000286	jg25017, jg25016, jg25015	XP_023642772.1
OG0000286	jg28841	XP_023633084.1
OG0000286	jg7751	XP_023636130.1
OG0000289	jg26839	XP_006299447.2
OG0000289	jg26840, jg26924, jg26930, jg26928, jg26834, jg26931	XP_006297139.1, XP_006279144.2, XP_023642640.1
OG0000289	jg18386	XP_006296090.2
OG0000289	jg18343	XP_006295734.1
OG0000290	jg33120	XP_023636837.1
OG0000290	jg414	XP_006300968.1
OG0000290	jg415	XP_023644381.1
OG0000290	jg413	XP_023642945.1
OG0000290	jg12794	XP_023633824.1
OG0000290	jg21564	XP_023633370.1
OG0000291	jg27066	XP_023641055.1
OG0000291	jg27067, jg27057	XP_023642219.1
OG0000291	jg27048	XP_006298886.1, XP_006298873.2
OG0000291	jg27072, jg27071	XP_006298874.2
OG0000292	jg17798, jg17325, jg10075, jg27846, jg4758, jg11860, jg725, jg13668, jg28282, jg27759, jg11859, jg11269	XP_023637503.1
OG0000294	jg5390	XP_023637593.1
OG0000294	jg7545	XP_023637686.1
OG0000294	jg5315	XP_023637726.1
OG0000295	jg32824	XP_023644521.1
OG0000295	jg28831	XP_023644982.1
OG0000295	jg25085	XP_023641263.1
OG0000296	jg22851	XP_006280067.1
OG0000296	jg22847	XP_006280069.1
OG0000296	jg22801	XP_023640928.1
OG0000296	jg21885	XP_023642636.1
OG0000296	jg22800	XP_023640932.1
OG0000297	jg12852	XP_023634332.1, XP_023633969.1
OG0000298	jg32009	XP_006307387.1
OG0000298	jg17396	XP_006300098.1
OG0000299	jg17441	XP_023644207.1
OG0000300	jg15634	XP_023643235.1
OG0000300	jg31893, jg31895	XP_006304938.1
OG0000300	jg15546, jg13486	XP_006292785.1
OG0000301	jg19826	XP_023640002.1, XP_006296449.1, XP_006292850.2, XP_006293050.1
OG0000301	jg16118	XP_006290449.1, XP_006293245.1, XP_023637513.1
OG0000304	jg17079	XP_006295453.1, XP_006295599.1, XP_006295455.1
OG0000304	jg13826	XP_006292910.1
OG0000304	jg21390, jg21205, jg21204	XP_006281060.1
OG0000304	jg27046	XP_023642516.1
OG0000304	jg19308	XP_006294980.1
OG0000305	jg30239	XP_023632628.1
OG0000305	jg19279, jg7268	XP_006295765.1, XP_006301907.1
OG0000306	jg12412	XP_006283372.1
OG0000307	jg33267	XP_006303691.1
OG0000308	jg20897, jg20895, jg20892, jg20894, jg20890, jg20896, jg20889	XP_006281683.1
OG0000309	jg29154, jg29153	XP_006307728.2, XP_006280459.1
OG0000313	jg10557	XP_006301636.2
OG0000313	jg19139	XP_006296249.1
OG0000313	jg18134	XP_006294443.1
OG0000313	jg9481	XP_023635806.1
OG0000313	jg9478, jg9474	XP_023634578.1
OG0000313	jg28285	XP_023633408.1
OG0000315	jg16044	XP_006292413.2, XP_006292967.1, XP_006292295.1, XP_006290418.1, XP_023639208.1
OG0000316	jg25486	XP_006299550.1
OG0000316	jg25482, jg25485, jg25483	XP_006297414.1
OG0000316	jg25481	XP_006299313.1
OG0000318	jg27680	XP_006297043.2
OG0000318	jg2564, jg2563	XP_006301027.2, XP_006300756.1
OG0000318	jg32160	XP_023642916.1
OG0000321	jg33127, jg33133	XP_006279139.1, XP_006307493.1
OG0000321	jg5838, jg5839	XP_006286795.1
OG0000321	jg1712	XP_006301274.1
OG0000322	jg22822	XP_006280995.1
OG0000323	jg12614	XP_023635159.1
OG0000325	jg28796	XP_006304190.1
OG0000325	jg28797	XP_006306317.1
OG0000326	jg12408	XP_006285867.1
OG0000326	jg12409	XP_023635329.1
OG0000328	jg26279	XP_023642080.1
OG0000328	jg26278, jg26277	XP_023642081.1
OG0000328	jg26271	XP_023641339.1
OG0000328	jg26276	XP_023642101.1
OG0000328	jg26272, jg26273	XP_023642461.1
OG0000329	jg12437, jg12445, jg12449, jg12448, jg12438, jg12436	XP_006285306.1, XP_006284934.2
OG0000329	jg12435	XP_006285960.2
OG0000330	jg2931	XP_006302398.1
OG0000330	jg2930	XP_006300480.1
OG0000330	jg30287	XP_006305103.1
OG0000331	jg28558, jg8055	XP_006305011.1
OG0000331	jg25844	XP_006297742.2
OG0000331	jg18827	XP_006294372.1
OG0000332	jg805, jg807, jg814	XP_023643047.1
OG0000332	jg815, jg820, jg826	XP_023644075.1
OG0000332	jg816	XP_006300306.1
OG0000332	jg817	XP_023643049.1, XP_023643050.1
OG0000332	jg806	XP_023642947.1
OG0000335	jg16034	XP_006291046.1, XP_023637070.1
OG0000335	jg16010	XP_023638528.1
OG0000335	jg16058	XP_023638843.1
OG0000335	jg16059	XP_006291184.2
OG0000336	jg1242, jg1313	XP_006302924.1, XP_006302921.1
OG0000338	jg19287, jg11883	XP_023643347.1
OG0000339	jg18123	XP_006294061.1, XP_006295640.1, XP_006294064.1
OG0000339	jg18125	XP_006294021.2
OG0000339	jg6369, jg6371	XP_006289208.1
OG0000339	jg10545	XP_006286226.1
OG0000339	jg11537, jg11540	XP_006285657.1
OG0000341	jg32948	XP_006304613.1, XP_006307122.1
OG0000341	jg32949	XP_006304877.1
OG0000342	jg16938	XP_006295871.2
OG0000344	jg29636	XP_006279039.2
OG0000344	jg12227, jg29834, jg21571	XP_006305093.1
OG0000345	jg4766	XP_006289613.1
OG0000345	jg20849	XP_006281260.2
OG0000345	jg4765	XP_006289891.1
OG0000346	jg15260	XP_006292361.1, XP_006292171.1
OG0000346	jg15261	XP_023638827.1
OG0000347	jg19995	XP_006294736.1
OG0000347	jg16199	XP_023639059.1
OG0000347	jg10163	XP_006284249.1
OG0000347	jg28458	XP_006304071.1
OG0000347	jg8201	XP_006288376.1
OG0000348	jg13595	XP_023639193.1
OG0000348	jg13594	XP_006293162.2, XP_023637783.1, XP_023638074.1
OG0000348	jg20048	XP_023640428.1
OG0000349	jg22900	XP_023638620.1
OG0000350	jg26397	XP_006299022.1
OG0000350	jg26398, jg26400, jg26399	XP_006299133.1, XP_006298980.1
OG0000350	jg26396	XP_006299285.1
OG0000350	jg26395	XP_006299855.1
OG0000351	jg26743, jg27595	XP_006299246.2
OG0000351	jg27016	XP_006296244.1
OG0000351	jg26744	XP_023634257.1, XP_023640356.1
OG0000355	jg22984	XP_006282294.1
OG0000356	jg16971, jg16970	XP_023639411.1, XP_023639413.1
OG0000356	jg16975	XP_023640295.1
OG0000356	jg16967	XP_023639406.1
OG0000357	jg31533, jg31532	XP_006305913.1, XP_006305533.1, XP_006304391.1
OG0000357	jg18544	XP_006295385.1
OG0000357	jg18545	XP_006293384.1
OG0000358	jg10334	XP_023634596.1, XP_023634983.1
OG0000358	jg33307	XP_006306140.2
OG0000358	jg33246, jg33306, jg33305, jg33298, jg33297, jg33303, jg33299, jg33304, jg33300, jg33302, jg33301	XP_006303728.1, XP_023643844.1
OG0000359	jg9679	XP_006284880.1
OG0000361	jg17742	XP_023644238.1, XP_023637692.1
OG0000361	jg16229, jg17720	XP_023634606.1, XP_023638025.1
OG0000363	jg13745	XP_023639078.1, XP_023638428.1, XP_006291047.1, XP_023638451.1
OG0000363	jg11188	XP_006290340.1, XP_006292669.1
OG0000363	jg33778	XP_023645495.1
OG0000364	jg24355	XP_006300905.2, XP_023634679.1
OG0000364	jg19314, jg19320, jg12453, jg19325	XP_006296274.2, XP_006296154.2, XP_006296300.1
OG0000365	jg31120	XP_006307227.1
OG0000365	jg10496, jg10495	XP_006285161.1, XP_006285030.1
OG0000365	jg31122	XP_023632699.1
OG0000365	jg31118	XP_006307169.1
OG0000365	jg31119	XP_023632865.1
OG0000365	jg31117	XP_006303963.1
OG0000367	jg2605	XP_006301692.1
OG0000367	jg11956, jg7206	XP_006282948.2
OG0000367	jg30998, jg31000, jg27187, jg27188, jg31008	XP_023644866.1
OG0000367	jg31010	XP_006304870.1
OG0000368	jg14450	XP_023639149.1
OG0000369	jg21583, jg21561, jg21534, jg21584, jg21558	XP_006281901.1
OG0000370	jg7304	XP_006289254.1
OG0000370	jg7722, jg7721	XP_023636129.1
OG0000370	jg26718	XP_006297713.1
OG0000371	jg1972	XP_023635543.1
OG0000371	jg23552, jg2400, jg1971, jg13947, jg1954, jg27204, jg32262, jg17116, jg27205	XP_023633698.1
OG0000374	jg13862	XP_023634363.1, XP_023644211.1
OG0000374	jg2022	XP_023638107.1
OG0000375	jg6729, jg12392, jg7062	XP_023644476.1, XP_023633308.1
OG0000376	jg921	XP_023642864.1
OG0000376	jg918	XP_023642863.1
OG0000376	jg916	XP_006302496.1
OG0000377	jg2119	XP_023643598.1, XP_006302152.1
OG0000377	jg8598, jg8599	XP_006283582.1
OG0000377	jg8601	XP_006283601.1
OG0000379	jg13018	XP_006292510.2
OG0000379	jg15354	XP_006292488.1
OG0000379	jg13016	XP_023637894.1
OG0000379	jg716	XP_023643441.1
OG0000380	jg22859, jg22857	XP_006282038.1
OG0000380	jg22963, jg22951	XP_006282003.1, XP_006282276.1
OG0000381	jg3545	XP_006300414.1
OG0000381	jg18472	XP_006295834.2
OG0000382	jg7975	XP_006287213.1
OG0000382	jg18934	XP_006295761.1
OG0000383	jg30941	XP_023633034.1
OG0000383	jg13626, jg13629, jg15391, jg15393	XP_023633577.1, XP_023633611.1, XP_023638622.1
OG0000384	jg20367	XP_006281981.1
OG0000384	jg20365	XP_006281658.1
OG0000384	jg20368	XP_006281516.1
OG0000384	jg20366	XP_006281442.1
OG0000385	jg9230	XP_006283864.1
OG0000386	jg32065	XP_006305849.2
OG0000386	jg32066	XP_006305315.1
OG0000388	jg25857	XP_006299181.1
OG0000388	jg30557	XP_023645413.1
OG0000389	jg22552	XP_006279769.1
OG0000389	jg22553	XP_023633423.1
OG0000389	jg17521	XP_006294348.1, XP_006294343.1
OG0000390	jg30796	XP_006307682.2
OG0000390	jg30801	XP_006304665.1
OG0000390	jg30800	XP_006303659.1, XP_023644768.1
OG0000390	jg30802, jg27191	XP_006304493.1
OG0000391	jg24982	XP_023642299.1, XP_023641412.1
OG0000392	jg30223	XP_006305429.2
OG0000392	jg30222	XP_006305827.1
OG0000392	jg9939, jg9938	XP_006302461.1, XP_006284329.1
OG0000393	jg12478	XP_006286150.1
OG0000393	jg12475	XP_006285342.2, XP_006282503.1
OG0000394	jg33476	XP_023644983.1
OG0000394	jg33477	XP_006304019.1
OG0000394	jg31322	XP_006305900.1
OG0000395	jg29880	XP_023645571.1
OG0000395	jg27565	XP_006300202.1
OG0000395	jg27567	XP_006297317.1
OG0000395	jg29879	XP_006307178.2
OG0000397	jg2134, jg25878	XP_006299879.1
OG0000397	jg27860, jg27859	XP_006299361.1
OG0000399	jg28568	XP_006305654.1
OG0000399	jg8018	XP_006288715.1
OG0000399	jg16322	XP_006292743.1
OG0000399	jg1426	XP_006301123.2
OG0000402	jg23698	XP_006281815.1
OG0000402	jg23699	XP_023644261.1
OG0000403	jg7845	XP_023636138.1
OG0000403	jg7841	XP_006290210.1, XP_006289326.2
OG0000403	jg7766	XP_023637061.1
OG0000403	jg11331	XP_023635170.1
OG0000404	jg31726, jg31724	XP_023641265.1
OG0000404	jg9479	XP_023633760.1
OG0000405	jg25463	XP_006299882.1
OG0000405	jg25462	XP_006304904.2
OG0000406	jg19181	XP_006295517.1
OG0000407	jg28645	XP_006303834.1
OG0000407	jg31101	XP_006304409.1
OG0000407	jg20131	XP_023640112.1
OG0000409	jg17641	XP_023640959.1
OG0000409	jg31780	XP_023645696.1
OG0000409	jg31388	XP_023646002.1, XP_023632684.1, XP_023637173.1, XP_023644905.1
OG0000409	jg31386	XP_023644902.1, XP_023644904.1
OG0000410	jg10285	XP_023634720.1
OG0000411	jg17003, jg16987, jg17292, jg17291	XP_006295889.1
OG0000411	jg16935, jg20923, jg16934	XP_006296440.1
OG0000412	jg5485	XP_023636500.1
OG0000412	jg12214	XP_006284008.1
OG0000412	jg2061	XP_006300523.1
OG0000412	jg25896	XP_006298020.1
OG0000413	jg25354	XP_006298652.1
OG0000413	jg33681	XP_006306130.1
OG0000413	jg21510	XP_023641278.1
OG0000414	jg673	XP_023643359.1
OG0000414	jg27345	XP_006298325.1
OG0000414	jg26433	XP_023641700.1
OG0000414	jg11210	XP_006286225.1
OG0000419	jg18645, jg18647	XP_023640570.1
OG0000420	jg19571	XP_006296273.1
OG0000420	jg6651	XP_006289424.1
OG0000420	jg5048	XP_023637706.1
OG0000421	jg21967	XP_006280097.1
OG0000421	jg22448, jg22447	XP_006287183.1, XP_006280103.1, XP_006280101.1
OG0000422	jg5332	XP_006280581.1, XP_006281543.2
OG0000422	jg21036, jg33136, jg17475, jg30061, jg9337, jg20836, jg6575, jg11862, jg587, jg1933, jg3185, jg6818, jg17576, jg27527	XP_023635019.1
OG0000423	jg11745, jg1287	XP_023638054.1
OG0000424	jg22288	XP_006281244.2
OG0000424	jg9732	XP_006284751.1
OG0000424	jg26230	XP_006296635.1
OG0000425	jg21524	XP_006282487.2, XP_006285273.2, XP_006296466.2
OG0000425	jg27650, jg4447, jg4448	XP_006289943.2
OG0000425	jg11913	XP_006285654.2, XP_006285992.2
OG0000426	jg27779	XP_023645496.1
OG0000426	jg27618	XP_023641943.1
OG0000428	jg31721	XP_006306907.1
OG0000428	jg6752, jg1927, jg12019	XP_006299894.2
OG0000429	jg15870	XP_023638962.1
OG0000429	jg1359	XP_023643802.1
OG0000429	jg15858	XP_023639062.1
OG0000430	jg10342	XP_023633999.1
OG0000430	jg731	XP_006300332.1
OG0000430	jg27082	XP_006298837.1
OG0000431	jg21633, jg21636	XP_006306247.1
OG0000431	jg846	XP_006301035.1
OG0000432	jg32966, jg32963	XP_006304837.1, XP_006304764.1
OG0000432	jg10548	XP_006285692.2
OG0000432	jg10546	XP_006286118.1
OG0000433	jg9737	XP_006286272.1, XP_006282347.1
OG0000433	jg9736, jg9735	XP_006284992.1, XP_006285601.1
OG0000434	jg19077	XP_006303689.1, XP_006304775.1
OG0000436	jg14380	XP_006292028.1
OG0000436	jg22927, jg22928	XP_006281290.1
OG0000436	jg22929	XP_006281292.1
OG0000436	jg14381	XP_006292022.1
OG0000437	jg22554	XP_023640362.1
OG0000437	jg28169	XP_006298740.2
OG0000438	jg14103, jg14100	XP_006292323.1
OG0000438	jg14110, jg14105, jg14108, jg14098	XP_006293249.2, XP_023639227.1
OG0000438	jg20919	XP_023639055.1, XP_006293264.2
OG0000438	jg14233, jg14232	XP_023638895.1, XP_006292168.1
OG0000438	jg13965, jg14099, jg14126, jg14101	XP_023641933.1
OG0000439	jg2816	XP_006302149.1
OG0000439	jg2817	XP_006301807.1
OG0000439	jg2123, jg4379, jg27491, jg2122	XP_006285493.1, XP_006286640.1
OG0000440	jg21492	XP_006279058.2, XP_006282291.1, XP_006279059.2, XP_006281745.1, XP_006281865.1
