Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI
OG0000134	jg12354	XP_020874575.1, XP_020874571.1, XP_020874573.1, XP_020874585.1, XP_020874574.1
OG0000134	jg12353	XP_020880962.1
OG0000134	jg17682	XP_020883481.1
OG0000134	jg20706	XP_020882189.1
OG0000134	jg20995	XP_020879441.1, XP_002863119.2, XP_020875295.1
OG0000134	jg20998	XP_020875315.1
OG0000134	jg4953	XP_002873501.1
OG0000137	jg22361	XP_020871893.1
OG0000137	jg22362	XP_020872009.1
OG0000137	jg32125, jg32130	XP_002891107.2
OG0000137	jg22366, jg22365	XP_020870474.1
OG0000137	jg22364	XP_002866092.1
OG0000137	jg22363	XP_020872008.1
OG0000137	jg21872	XP_020871354.1
OG0000138	jg16317	XP_020880953.1, XP_020865702.1
OG0000138	jg15930	XP_020880550.1
OG0000138	jg15926	XP_020880529.1
OG0000138	jg15939	XP_020880592.1
OG0000138	jg15937	XP_020880551.1
OG0000138	jg15932	XP_020881910.1, XP_020880545.1
OG0000138	jg16316	XP_020880319.1
OG0000138	jg15356	XP_002876243.1
OG0000138	jg5387	XP_020876585.1
OG0000140	jg16992, jg1149	XP_020890721.1
OG0000140	jg11305, jg33822	XP_020883678.1
OG0000140	jg14078, jg1761, jg1441	XP_020890722.1
OG0000140	jg14412, jg13729	XP_020890690.1
OG0000141	jg29672	XP_020869968.1
OG0000141	jg29671	XP_020867361.1
OG0000141	jg29664	XP_020867542.1
OG0000141	jg11302	XP_020874215.1
OG0000141	jg12025	XP_002889921.2
OG0000141	jg654, jg658, jg651, jg653	XP_020891049.1
OG0000148	jg24959	XP_020886427.1
OG0000148	jg33221	XP_020866202.1
OG0000148	jg461	XP_020889929.1
OG0000148	jg32881	XP_020868378.1
OG0000148	jg32883	XP_020868376.1
OG0000148	jg5636	XP_020877791.1
OG0000151	jg15451	XP_002878020.1
OG0000151	jg15449	XP_020881605.1
OG0000151	jg15448	XP_002878017.1
OG0000151	jg19118	XP_002881649.1
OG0000151	jg15447	XP_002878016.1
OG0000151	jg15282	XP_020880621.1
OG0000151	jg18884	XP_020884903.1
OG0000151	jg5170	XP_002871574.1
OG0000153	jg17928	XP_020885355.1
OG0000153	jg17935	XP_020885350.1
OG0000153	jg18114	XP_002881123.1
OG0000153	jg17940	XP_020885353.1
OG0000153	jg17932	XP_020885362.1
OG0000153	jg29098	XP_020866558.1
OG0000154	jg33218	XP_020866593.1
OG0000154	jg5696	XP_020879595.1
OG0000154	jg5697	XP_020877958.1
OG0000154	jg11063	XP_020874310.1
OG0000154	jg33219	XP_020866511.1
OG0000154	jg33312	XP_020869438.1
OG0000154	jg33216	XP_020867950.1, XP_020867947.1
OG0000154	jg33214	XP_020867946.1
OG0000154	jg33213	XP_020866200.1
OG0000154	jg33212	XP_020867949.1
OG0000157	jg31598	XP_020869751.1
OG0000157	jg12097	XP_020889806.1
OG0000157	jg31643	XP_020869575.1, XP_020870755.1
OG0000157	jg31636, jg31639	XP_020866682.1
OG0000157	jg32028	XP_002893779.1
OG0000157	jg31784	XP_020870907.1
OG0000158	jg8688	XP_020873114.1
OG0000158	jg8653	XP_002869017.2
OG0000158	jg10511	XP_020873567.1, XP_020873647.1, XP_002869930.1
OG0000158	jg28264	XP_020883421.1
OG0000158	jg7562, jg7551	XP_020877947.1
OG0000158	jg11407	XP_002894673.1, XP_002868325.2
OG0000160	jg28078	XP_020888881.1
OG0000160	jg9392	XP_020872380.1
OG0000160	jg22635	XP_020870964.1
OG0000160	jg27288	XP_020889051.1
OG0000160	jg13954	XP_020882578.1
OG0000160	jg3697	XP_020890865.1
OG0000160	jg16942	XP_020885195.1
OG0000161	jg6881	XP_002892325.1
OG0000162	jg18405	XP_002879436.2
OG0000162	jg20943	XP_002863691.1
OG0000162	jg18404	XP_002879435.1
OG0000162	jg13164	XP_020881030.1
OG0000162	jg13159, jg13157	XP_020880682.1
OG0000162	jg5057	XP_002873553.1
OG0000162	jg13161	XP_020881771.1
OG0000162	jg13160	XP_002875217.1
OG0000162	jg12338	XP_020874590.1
OG0000162	jg12339	XP_020875337.1
OG0000162	jg26999	XP_002883663.1
OG0000162	jg27001	XP_020887605.1
OG0000162	jg18412, jg18409	XP_002879439.1
OG0000162	jg18408	XP_002879438.1
OG0000165	jg12066	XP_002870492.1
OG0000166	jg17125	XP_020885127.1, XP_020878232.1
OG0000166	jg1552	XP_020866560.1
OG0000166	jg17119	XP_020882873.1
OG0000166	jg3071	XP_020890616.1
OG0000166	jg3073	XP_020865592.1
OG0000166	jg3068	XP_020890605.1
OG0000166	jg3074	XP_020865593.1
OG0000166	jg3070	XP_020890617.1
OG0000167	jg26894	XP_002883620.2
OG0000167	jg26893	XP_020887739.1
OG0000167	jg26901	XP_002883624.2
OG0000167	jg7365	XP_020876857.1
OG0000167	jg26298, jg26296	XP_020886358.1
OG0000167	jg26297	XP_020886753.1
OG0000167	jg26290	XP_020886949.1
OG0000167	jg26288	XP_020886948.1
OG0000167	jg26294	XP_020886745.1
OG0000167	jg26576, jg26577	XP_020889511.1
OG0000169	jg27598	XP_020887101.1
OG0000169	jg16530	XP_002877168.1
OG0000169	jg13088	XP_002876846.1
OG0000169	jg13092	XP_020879732.1
OG0000169	jg13087	XP_002876845.1
OG0000169	jg13090	XP_002876847.2
OG0000169	jg32764	XP_002894039.2
OG0000169	jg32767	XP_020868436.1
OG0000169	jg32765	XP_002894040.2
OG0000170	jg19952	XP_002882022.1
OG0000170	jg16152	XP_020882337.1
OG0000170	jg19951	XP_002882021.1
OG0000170	jg19948	XP_002882020.2
OG0000171	jg22050	XP_002865968.1
OG0000171	jg12793	XP_020874812.1
OG0000171	jg27769	XP_020888018.1
OG0000171	jg22463	XP_020891046.1
OG0000171	jg24782	XP_020888570.1
OG0000173	jg8430	XP_002868919.2
OG0000173	jg8491	XP_002868934.1
OG0000173	jg8611, jg8545	XP_002866926.1
OG0000173	jg8547	XP_020874945.1
OG0000174	jg21576	XP_002877435.1
OG0000174	jg27974	XP_020876203.1
OG0000174	jg7024	XP_002885691.1, XP_020877212.1
OG0000174	jg13725	XP_020866195.1
OG0000174	jg12954	XP_020876483.1
OG0000175	jg5289	XP_002871626.1
OG0000175	jg20125	XP_020883923.1
OG0000176	jg24440	XP_020888844.1
OG0000176	jg16886, jg16884	XP_020883479.1
OG0000176	jg16885	XP_020882656.1
OG0000176	jg32422	XP_020866346.1
OG0000176	jg27213	XP_020887913.1
OG0000176	jg2771	XP_020889939.1
OG0000176	jg2769	XP_020891687.1
OG0000176	jg2773	XP_020865931.1, XP_020872871.1
OG0000177	jg30666	XP_020869470.1
OG0000177	jg30667	XP_020869469.1
OG0000177	jg30668	XP_020869472.1
OG0000177	jg30665	XP_002890432.1
OG0000177	jg26900	XP_020889073.1
OG0000177	jg8064	XP_020877970.1
OG0000177	jg3362	XP_020869475.1
OG0000178	jg7702	XP_002874799.1
OG0000178	jg7704	XP_002872696.1
OG0000178	jg7703	XP_020877648.1
OG0000178	jg7707	XP_020877653.1
OG0000178	jg7705	XP_002872697.1
OG0000178	jg32186	XP_002893865.1
OG0000179	jg1148	XP_020891727.1
OG0000179	jg1096	XP_020868284.1
OG0000179	jg1145	XP_002886692.2
OG0000179	jg1072	XP_020890288.1
OG0000182	jg16158	XP_020880330.1
OG0000182	jg16157	XP_020880329.1
OG0000182	jg15782, jg15779	XP_020882675.1, XP_020881705.1
OG0000182	jg15778	XP_020881706.1
OG0000182	jg16268	XP_020880843.1
OG0000182	jg15781	XP_020881703.1
OG0000182	jg15586, jg15562	XP_020880890.1
OG0000182	jg15559	XP_020882443.1, XP_020882437.1
OG0000183	jg2098, jg12245	XP_002888498.1, XP_002870564.1
OG0000183	jg5984	XP_020877395.1
OG0000183	jg17567	XP_002879035.1
OG0000184	jg26410	XP_020885996.1
OG0000184	jg26411	XP_020886141.1
OG0000184	jg26423	XP_020886142.1
OG0000184	jg26417, jg26418	XP_002885573.2
OG0000185	jg26094	XP_020886010.1
OG0000185	jg29773	XP_002886961.1
OG0000185	jg30591	XP_020870626.1
OG0000185	jg31725, jg31727	XP_002891127.1
OG0000185	jg31723	XP_002891130.1
OG0000185	jg19265	XP_002862875.1
OG0000185	jg23338	XP_020869863.1
OG0000185	jg30960	XP_020871016.1, XP_020867770.1
OG0000185	jg31379, jg31377	XP_002890779.1
OG0000186	jg21587	XP_020879077.1
OG0000186	jg22417, jg22418	XP_020881811.1
OG0000186	jg760	XP_020891309.1
OG0000186	jg19241	XP_020891314.1
OG0000187	jg16584	XP_020882989.1
OG0000187	jg30474	XP_020869806.1
OG0000187	jg18001	XP_020883121.1
OG0000187	jg17979, jg17999	XP_020885184.1
OG0000187	jg17980	XP_020884986.1
OG0000187	jg18002	XP_020885024.1
OG0000187	jg17981	XP_020885006.1
OG0000187	jg17978	XP_002879220.1
OG0000188	jg5008, jg5007	XP_020879451.1
OG0000188	jg5020	XP_020879478.1
OG0000188	jg5022, jg5021	XP_002873533.1
OG0000188	jg24303	XP_002884435.1
OG0000188	jg9421	XP_020885974.1
OG0000188	jg24346, jg24347	XP_020888830.1
OG0000188	jg24349	XP_002882369.2
OG0000188	jg24348	XP_002882368.1
OG0000189	jg15013	XP_002876081.1
OG0000189	jg8854	XP_002869113.1
OG0000189	jg3242	XP_002887616.1
OG0000189	jg30537	XP_020870471.1
OG0000192	jg29805	XP_020869616.1
OG0000192	jg9826	XP_020873611.1
OG0000193	jg32771	XP_002891354.1
OG0000193	jg25724	XP_002885152.1
OG0000193	jg27497	XP_020888709.1
OG0000193	jg27499, jg27501	XP_020887386.1
OG0000193	jg21538	XP_002865715.1
OG0000193	jg25725	XP_002885153.1
OG0000193	jg32770	XP_002891353.1
OG0000193	jg31894	XP_020866445.1
OG0000193	jg31896	XP_020869780.1, XP_020869845.1
OG0000195	jg14467	XP_020881258.1
OG0000195	jg14468	XP_020881847.1
OG0000195	jg28159	XP_020886859.1
OG0000195	jg12215	XP_020874961.1
OG0000195	jg6046	XP_020877989.1
OG0000195	jg22932	XP_020884059.1
OG0000196	jg12711	XP_002870666.2, XP_002870667.2
OG0000196	jg12812, jg12806, jg12803, jg12809	XP_020872249.1
OG0000196	jg12817, jg12816, jg17734	XP_020883783.1
OG0000196	jg12779	XP_020874890.1
OG0000196	jg12778	XP_002868590.1, XP_020872799.1
OG0000197	jg10625	XP_020872595.1
OG0000197	jg10623	XP_020872593.1
OG0000197	jg12242	XP_020872359.1
OG0000197	jg10624	XP_002869981.2
OG0000197	jg10621	XP_020875194.1
OG0000197	jg10622	XP_020875186.1
OG0000197	jg23232	XP_020865995.1
OG0000197	jg10620	XP_020875268.1
OG0000198	jg12942	XP_002875203.1, XP_002875076.1
OG0000198	jg11388	XP_002870338.1
OG0000198	jg29982	XP_020869542.1
OG0000198	jg31686	XP_002890920.1
OG0000198	jg29979	XP_002892838.1
OG0000198	jg29981	XP_020869449.1
OG0000198	jg13337	XP_020882067.1
OG0000199	jg33326	XP_002891651.2
OG0000199	jg32894	XP_020868387.1
OG0000199	jg9442	XP_020874321.1
OG0000199	jg5645	XP_020877798.1
OG0000199	jg5642	XP_002871796.1
OG0000199	jg9443	XP_020874322.1
OG0000199	jg9444	XP_020874320.1
OG0000200	jg28892	XP_020870342.1
OG0000200	jg31432	XP_020867608.1
OG0000200	jg28891	XP_020870343.1
OG0000200	jg31559	XP_020870363.1
OG0000200	jg31560	XP_020870362.1
OG0000200	jg31558	XP_020870365.1
OG0000202	jg7284	XP_020876166.1
OG0000202	jg7538	XP_020876211.1
OG0000202	jg7531	XP_020889753.1
OG0000202	jg7506	XP_020877177.1
OG0000202	jg7999	XP_020877218.1
OG0000202	jg2493	XP_020891504.1
OG0000203	jg15846	XP_002878201.2
OG0000203	jg15851	XP_002878203.1, XP_020880570.1
OG0000203	jg15863	XP_020880616.1
OG0000203	jg15862	XP_020880586.1
OG0000203	jg15865	XP_020880589.1
OG0000203	jg15861	XP_020880584.1
OG0000206	jg6893	XP_020882672.1
OG0000208	jg21410	XP_002880818.2
OG0000208	jg11762	XP_020866266.1, XP_020866240.1, XP_020866152.1, XP_020877110.1, XP_020865718.1
OG0000208	jg27196	XP_020890797.1
OG0000208	jg32317	XP_002883616.1, XP_002894619.2
OG0000208	jg1612	XP_020877180.1, XP_020874111.1, XP_020867984.1, XP_020884643.1, XP_020890796.1
OG0000208	jg16962	XP_020866261.1, XP_020887718.1, XP_002872341.2
OG0000208	jg32361, jg11759	XP_020866138.1, XP_020877109.1, XP_020877113.1, XP_020871234.1, XP_020866267.1
OG0000209	jg29335	XP_020868187.1
OG0000209	jg4863	XP_002871416.1
OG0000210	jg19859	XP_020884580.1
OG0000210	jg2236	XP_020865963.1
OG0000210	jg2036	XP_020891301.1
OG0000210	jg16104	XP_020881913.1
OG0000215	jg32156	XP_002878830.2, XP_020890798.1
OG0000216	jg7641	XP_020877703.1
OG0000216	jg7640	XP_002872655.2
OG0000216	jg7420	XP_002874641.2
OG0000216	jg7418	XP_020877170.1
OG0000216	jg1267	XP_020865893.1
OG0000216	jg15619	XP_002876368.2
OG0000218	jg1481, jg1902, jg7083, jg15996, jg14689, jg6981	XP_020877744.1, XP_020872551.1, XP_020882165.1, XP_020881105.1
OG0000219	jg12176	XP_020873116.1
OG0000219	jg12633	XP_020873172.1
OG0000219	jg12636	XP_020873179.1
OG0000219	jg14708	XP_020880783.1
OG0000219	jg15293, jg14696	XP_020880728.1
OG0000219	jg17925	XP_020880727.1
OG0000219	jg12743	XP_020875545.1
OG0000219	jg12179	XP_020872035.1
OG0000219	jg12792	XP_020874450.1
OG0000219	jg12608	XP_020874171.1
OG0000219	jg12682	XP_020873037.1, XP_020875518.1
OG0000219	jg28098	XP_020887839.1
OG0000221	jg11559	XP_020885596.1, XP_020870726.1
OG0000224	jg11828	XP_020876947.1
OG0000225	jg3556	XP_002889207.2
OG0000225	jg12504, jg2076	XP_020891546.1
OG0000225	jg17554	XP_020885070.1
OG0000225	jg2082	XP_020891565.1
OG0000225	jg2084	XP_020889907.1
OG0000225	jg2083, jg1979	XP_020891568.1
OG0000225	jg2081	XP_020891517.1
OG0000225	jg11400	XP_020874829.1
OG0000225	jg3554	XP_020890466.1
OG0000225	jg2551	XP_020889768.1
OG0000225	jg3555	XP_020890453.1
OG0000226	jg31434	XP_020866652.1
OG0000226	jg17810	XP_020884912.1
OG0000226	jg3914	XP_020869099.1
OG0000226	jg14255	XP_020881126.1
OG0000226	jg7405	XP_020877252.1
OG0000226	jg732	XP_020865845.1
OG0000227	jg24479	XP_020886550.1
OG0000227	jg24480	XP_020887062.1
OG0000227	jg25056	XP_020888212.1
OG0000227	jg25050	XP_020886582.1
OG0000227	jg6481, jg6484	XP_020877841.1
OG0000227	jg27543	XP_020888649.1
OG0000227	jg27540	XP_020888528.1
OG0000227	jg27541	XP_020890178.1
OG0000229	jg17464, jg1772	XP_020884846.1, XP_002878902.1, XP_020884852.1
OG0000229	jg23298	XP_002877248.2
OG0000229	jg32293	XP_020866248.1, XP_002875577.1
OG0000230	jg15911	XP_020880546.1
OG0000230	jg15928	XP_020880539.1
OG0000230	jg12369, jg12364	XP_020874865.1
OG0000230	jg11406	XP_020872200.1
OG0000230	jg12362	XP_020874862.1
OG0000230	jg12370	XP_020872443.1
OG0000230	jg12363	XP_020874863.1
OG0000230	jg12361	XP_020875150.1
OG0000230	jg15934	XP_020880531.1
OG0000230	jg15922	XP_020880533.1
OG0000230	jg15921	XP_020880534.1
OG0000233	jg4598	XP_002873316.1
OG0000233	jg4599	XP_020876208.1
OG0000233	jg4597	XP_002873315.1
OG0000233	jg4604	XP_020877613.1
OG0000233	jg4594	XP_020876205.1
OG0000234	jg4031	XP_002871005.2
OG0000234	jg4036	XP_020879259.1
OG0000234	jg4033	XP_020876636.1
OG0000234	jg4035	XP_020879255.1
OG0000234	jg27620	XP_002883924.1
OG0000234	jg33337	XP_002891659.1
OG0000234	jg4034	XP_002871008.2
OG0000235	jg19164	XP_020885592.1, XP_020883752.1, XP_002862453.1
OG0000235	jg31240	XP_020868439.1
OG0000235	jg28105	XP_020889468.1, XP_020888012.1
OG0000235	jg2205	XP_020865723.1, XP_020877183.1
OG0000235	jg15723, jg15658	XP_002878138.2
OG0000236	jg2555	XP_020865841.1
OG0000236	jg2556	XP_002888729.2
OG0000236	jg7281	XP_020878466.1
OG0000237	jg15213	XP_020881383.1
OG0000237	jg26333	XP_002885438.2
OG0000238	jg2698	XP_020872592.1, XP_002888798.1
OG0000238	jg2702	XP_002888800.1
OG0000238	jg6718	XP_002872296.1
OG0000238	jg6720	XP_002874413.1
OG0000238	jg2707	XP_020891768.1
OG0000241	jg10370	XP_020873759.1
OG0000241	jg10371	XP_002867821.1
OG0000241	jg10373	XP_020873797.1
OG0000241	jg10374	XP_002867824.2
OG0000241	jg10372	XP_002867822.1
OG0000241	jg7736	XP_002872712.1
OG0000241	jg7734	XP_020876628.1
OG0000241	jg7735	XP_002872711.1
OG0000242	jg11645, jg21432	XP_020871231.1
OG0000242	jg6565	XP_020879188.1
OG0000243	jg31469	XP_020867504.1
OG0000243	jg31473	XP_020867502.1
OG0000243	jg31471	XP_020867503.1
OG0000243	jg31470	XP_020867501.1
OG0000244	jg7793	XP_020876482.1
OG0000244	jg7788	XP_020876490.1
OG0000244	jg7787	XP_002872741.1
OG0000244	jg7884, jg7885	XP_020876452.1
OG0000244	jg7931	XP_020877213.1, XP_020876461.1
OG0000244	jg7886	XP_020876462.1
OG0000244	jg7893	XP_020876466.1
OG0000245	jg21089	XP_020869985.1
OG0000246	jg15247	XP_002877904.2
OG0000246	jg18819	XP_002881469.1
OG0000246	jg18816	XP_020884151.1
OG0000246	jg18818	XP_002881468.1
OG0000247	jg12382	XP_002868770.2
OG0000247	jg9719	XP_002867509.1
OG0000247	jg14818	XP_020871709.1, XP_002877687.1
OG0000247	jg26794	XP_002883538.1
OG0000247	jg26858	XP_002883579.1
OG0000247	jg26826	XP_020887089.1
OG0000247	jg31833	XP_020869614.1
OG0000248	jg2609	XP_002887270.1
OG0000248	jg2612	XP_002887273.1
OG0000248	jg2608	XP_002887269.1
OG0000248	jg2621	XP_002887278.1
OG0000248	jg2622	XP_020865738.1
OG0000248	jg12494, jg12493	XP_020872989.1
OG0000248	jg2603	XP_002887265.1
OG0000249	jg11991	XP_020866080.1, XP_020884646.1, XP_020879887.1, XP_002887885.2
OG0000250	jg7797	XP_020876399.1
OG0000250	jg4053	XP_020876469.1
OG0000251	jg13318	XP_002876961.1, XP_002876962.1
OG0000251	jg13319	XP_002876963.1
OG0000251	jg13320	XP_002876964.1
OG0000251	jg22623	XP_002866197.1
OG0000251	jg13315	XP_020881297.1
OG0000251	jg13316	XP_002876960.2
OG0000252	jg571	XP_002887975.1
OG0000252	jg570	XP_002887974.1
OG0000252	jg3420	XP_002887689.1
OG0000252	jg3422	XP_020891652.1
OG0000253	jg3984	XP_002873055.1
OG0000253	jg1415	XP_002891955.2
OG0000253	jg25213	XP_002884912.1
OG0000253	jg24871	XP_002884737.1
OG0000253	jg3985	XP_002873056.1
OG0000254	jg11135	XP_020874808.1
OG0000254	jg11136, jg11137	XP_002870222.1
OG0000254	jg11133, jg11132	XP_002870218.1
OG0000256	jg25806	XP_002885190.1
OG0000256	jg26504	XP_020886707.1
OG0000256	jg26509	XP_020886709.1
OG0000256	jg26502	XP_020886139.1
OG0000256	jg26501	XP_002885520.2
OG0000256	jg26503, jg26506, jg26505	XP_020886708.1
OG0000256	jg26463	XP_002883357.2
OG0000256	jg27013	XP_020886222.1
OG0000256	jg27030	XP_002885791.1
OG0000256	jg27031	XP_002885792.1
OG0000257	jg3241	XP_002887614.1
OG0000257	jg20723	XP_020871178.1
OG0000257	jg967, jg812	XP_020891373.1
OG0000259	jg33082	XP_020866712.1
OG0000259	jg7439	XP_020877605.1
OG0000259	jg28872	XP_002889545.2
OG0000259	jg19336	XP_020883633.1
OG0000259	jg1303	XP_020866820.1
OG0000259	jg26917	XP_020887741.1
OG0000259	jg17665	XP_002880923.2
OG0000259	jg16978	XP_002880609.1
OG0000260	jg8417	XP_020872427.1
OG0000260	jg9182	XP_002869292.1
OG0000260	jg8418	XP_020872429.1
OG0000260	jg21871	XP_020881315.1, XP_002862576.1
OG0000260	jg32803	XP_002894061.1
OG0000260	jg32805	XP_002894062.1
OG0000262	jg543	XP_020890692.1
OG0000262	jg7296	XP_002874589.2
OG0000262	jg451	XP_020891397.1
OG0000263	jg17561	XP_020887742.1, XP_020880631.1
OG0000265	jg1040	XP_020883108.1, XP_020872622.1, XP_020877172.1
OG0000265	jg31936	XP_020886446.1
OG0000265	jg18105	XP_020876112.1, XP_020868906.1
OG0000265	jg20960, jg32961, jg25811	XP_020886556.1, XP_020885910.1
OG0000266	jg22116, jg22112, jg22104, jg22110	XP_020871560.1
OG0000266	jg22092, jg22111	XP_020884921.1
OG0000266	jg22090	XP_020872284.1
OG0000266	jg22105	XP_020884928.1, XP_020878059.1
OG0000266	jg22086	XP_020871769.1
OG0000266	jg22118	XP_020884976.1
OG0000266	jg22101	XP_020865980.1
OG0000267	jg17411, jg17413	XP_020881424.1
OG0000267	jg32346	XP_020890931.1, XP_020872390.1, XP_020868795.1, XP_020872178.1, XP_020872998.1, XP_020891338.1
OG0000267	jg32649	XP_020876553.1
OG0000267	jg32356, jg32339, jg32391, jg32338	XP_020871242.1
OG0000267	jg17416, jg17385	XP_020872340.1
OG0000267	jg11749, jg11798	XP_020871360.1, XP_020874002.1, XP_020883547.1, XP_020866150.1, XP_020874940.1
OG0000269	jg22908	XP_002864649.1
OG0000269	jg33561	XP_020867206.1
OG0000269	jg14405	XP_020881938.1
OG0000269	jg14407	XP_002877465.1
OG0000269	jg1015	XP_002888167.1
OG0000269	jg17967	XP_020883555.1
OG0000270	jg609, jg537	XP_020890701.1
OG0000270	jg25842	XP_002885208.2
OG0000273	jg22093, jg22108	XP_020871183.1
OG0000273	jg22106	XP_020878066.1
OG0000273	jg22084	XP_020878710.1
OG0000273	jg22123	XP_020884916.1
OG0000273	jg22124	XP_020884904.1
OG0000273	jg22085	XP_020871340.1, XP_020878716.1
OG0000273	jg22087, jg22094	XP_020871336.1
OG0000273	jg22098	XP_020881848.1
OG0000273	jg22099, jg22100, jg26722, jg27041	XP_020886929.1, XP_002862372.2
OG0000275	jg8473	XP_002866883.1
OG0000275	jg1129	XP_002886688.1
OG0000275	jg6761	XP_002872307.1
OG0000275	jg6771	XP_020879009.1
OG0000275	jg6767, jg6769, jg6762	XP_020879174.1
OG0000275	jg8472	XP_020872235.1
OG0000277	jg30517	XP_020867393.1
OG0000278	jg12172	XP_020875511.1
OG0000278	jg12224	XP_002870549.2
OG0000278	jg12188	XP_002870533.1
OG0000278	jg12186	XP_002870532.1
OG0000278	jg12174	XP_020875512.1
OG0000278	jg10987, jg10984	XP_020873117.1
OG0000278	jg12175	XP_020875510.1
OG0000279	jg17236	XP_020885653.1
OG0000279	jg20630, jg20632	XP_020871068.1
OG0000279	jg20628	XP_020880901.1
OG0000279	jg20633	XP_002865312.2
OG0000279	jg20635	XP_020879319.1, XP_002865311.2
OG0000282	jg10319	XP_020873572.1, XP_020873565.1
OG0000282	jg10315	XP_020873528.1
OG0000282	jg10316	XP_002869835.1
OG0000282	jg10317	XP_002869836.1
OG0000282	jg10273	XP_020873595.1
OG0000282	jg10321, jg10322, jg10320	XP_020873496.1
OG0000283	jg20347	XP_020891714.1
OG0000283	jg6794	XP_020875272.1
OG0000284	jg5787	XP_020879047.1
OG0000284	jg10834	XP_020875872.1, XP_020884755.1
OG0000285	jg10428	XP_002867852.2
OG0000285	jg14971	XP_020873335.1, XP_020881884.1, XP_020873355.1
OG0000285	jg9725	XP_020873274.1
OG0000285	jg2004	XP_002886975.2
OG0000286	jg20757, jg20756	XP_002863596.2
OG0000286	jg11068	XP_020875162.1
OG0000286	jg28841	XP_020868786.1
OG0000287	jg12081	XP_020883537.1
OG0000287	jg21326, jg11888	XP_020887934.1, XP_020887949.1, XP_020886474.1, XP_020884445.1
OG0000287	jg27384, jg6900, jg11889	XP_020886473.1, XP_020875648.1, XP_020878635.1, XP_020872665.1
OG0000287	jg1606	XP_020887771.1
OG0000287	jg32453	XP_020867880.1, XP_020890153.1, XP_020867339.1, XP_020876821.1, XP_020875267.1
OG0000287	jg32382, jg28325	XP_020866400.1
OG0000287	jg27317	XP_020875797.1, XP_020873078.1
OG0000287	jg15509	XP_020881804.1
OG0000287	jg21146, jg1608	XP_020874122.1
OG0000287	jg12089	XP_020882722.1
OG0000288	jg10768, jg12948	XP_020890803.1
OG0000288	jg10773, jg16953, jg32309, jg32082, jg21200, jg6957	XP_002885850.1
OG0000288	jg6903, jg6876, jg11725, jg1045, jg1568, jg6895, jg1838, jg300, jg7168	XP_020876120.1
OG0000289	jg26840, jg26924	XP_020886439.1, XP_020889388.1
OG0000289	jg26930, jg26928	XP_020887166.1
OG0000289	jg26834, jg26931	XP_020886437.1
OG0000289	jg18393, jg18428	XP_020872389.1
