Orthogroup	Arabidopsis_arenosa	Arabidopsis_thaliana
OG0000229	jg32293	AT5G35540.1
OG0000230	jg15911	AT3G58820.1
OG0000230	jg12369, jg12364	AT5G38396.1
OG0000230	jg12367, jg12366	AT1G52650.1
OG0000230	jg11406	AT4G13960.1
OG0000230	jg12362, jg12370, jg12363, jg12361	AT5G38386.1, AT5G38390.1
OG0000230	jg15934	AT3G59000.1
OG0000230	jg15921	AT3G58900.4
OG0000233	jg4598	AT5G07550.1
OG0000233	jg4599	AT5G07560.1
OG0000233	jg4597	AT5G07540.1
OG0000233	jg4604	AT5G07600.1
OG0000233	jg4594	AT5G07520.1
OG0000234	jg19739	AT2G44030.1, AT2G45406.1
OG0000234	jg4031	AT5G02980.1
OG0000234	jg4036	AT5G03020.1, AT5G03010.1
OG0000234	jg4033	AT5G03000.1
OG0000234	jg4035	AT3G46050.1
OG0000235	jg31240	AT1G24388.1
OG0000235	jg2205	AT4G11700.1
OG0000235	jg15723, jg15658	AT3G57210.1
OG0000237	jg15213	AT1G77650.1
OG0000237	jg26496	AT3G22650.2
OG0000237	jg26333	AT3G21410.1
OG0000238	jg2698	AT1G70840.1
OG0000238	jg6718	AT5G28000.1
OG0000238	jg6720	AT5G28010.1
OG0000241	jg10370	AT4G21860.1
OG0000241	jg10371	AT4G21850.1
OG0000241	jg10373, jg10374, jg10376	AT4G21840.1, AT4G21830.1
OG0000241	jg7736	AT4G04840.1
OG0000241	jg7734	AT4G04810.1
OG0000241	jg7735	AT4G04830.1
OG0000242	jg11645, jg21432	AT5G48670.1
OG0000242	jg6565	AT5G26630.1
OG0000243	jg31478, jg31472	AT1G29450.1
OG0000243	jg31469	AT1G29420.2
OG0000243	jg31473	AT1G29460.2
OG0000243	jg31470	AT1G29440.1, AT1G29430.1, AT5G27780.1
OG0000244	jg7793	AT4G05260.1
OG0000244	jg7788	AT4G05240.1
OG0000244	jg7787	AT4G05230.1
OG0000244	jg7884, jg7885	AT4G03370.1, AT4G03360.1, AT4G02950.1
OG0000244	jg7892, jg7931, jg7886	AT4G03350.1, AT4G02970.1
OG0000245	jg21089	AT4G03740.1
OG0000246	jg15247	AT3G53160.1
OG0000246	jg18819	AT2G36790.1, AT2G36800.1
OG0000246	jg18816	AT2G36750.1
OG0000246	jg18818	AT2G36780.1
OG0000246	jg18817	AT2G36770.1
OG0000247	jg12382	AT5G38500.1
OG0000247	jg14818	AT3G49610.1
OG0000247	jg26794	AT5G24050.1
OG0000247	jg26858, jg26826	AT3G24850.1
OG0000247	jg31833	AT1G32030.1
OG0000248	jg2608	AT1G70040.1
OG0000248	jg2620, jg2621, jg2622	AT1G70120.1
OG0000248	jg12494, jg12493	AT5G39330.1
OG0000248	jg2603	AT1G70020.1
OG0000249	jg11991	AT1G43260.1
OG0000249	jg6559	AT5G31412.1
OG0000250	jg7876	AT4G05320.2
OG0000250	jg6298	AT5G03240.1, AT1G65350.1
OG0000251	jg13318	AT3G26300.1
OG0000251	jg13319	AT3G26310.1
OG0000251	jg13320	AT3G26330.1
OG0000251	jg22623	AT5G57260.1
OG0000251	jg13315	AT3G26290.2
OG0000252	jg9231	AT5G37170.1
OG0000252	jg571, jg570	AT1G63140.4
OG0000252	jg3420	AT1G77520.1
OG0000252	jg3422	AT1G77530.1
OG0000253	jg3984	AT5G02490.1
OG0000253	jg1415	AT1G56410.1
OG0000253	jg25213	AT3G12580.1
OG0000253	jg24871	AT3G09440.1
OG0000253	jg3985	AT5G02500.1
OG0000254	jg11135	AT4G15680.1
OG0000254	jg11136, jg11137	AT4G15660.1
OG0000254	jg11133, jg11132	AT4G15700.1
OG0000256	jg26509	AT3G22730.1
OG0000256	jg26501	AT3G22710.1, AT3G22720.1
OG0000256	jg26463	AT3G22350.1
OG0000256	jg27014, jg27013, jg27015	AT2G04920.1
OG0000257	jg3241	AT2G26020.1, AT2G26010.1, AT5G44430.1
OG0000257	jg20723	AT5G44420.1
OG0000257	jg967, jg812	AT1G75830.1
OG0000259	jg33082	AT1G49610.1
OG0000259	jg28872	AT3G03360.1
OG0000259	jg1303	AT1G57690.1
OG0000260	jg8417	AT4G39500.2
OG0000260	jg9182	AT4G32170.1
OG0000260	jg8418	AT4G39510.1
OG0000260	jg21871	AT5G02900.1
OG0000260	jg32803, jg32805	AT1G47620.1
OG0000262	jg719, jg720	AT1G62170.2
OG0000262	jg454	AT2G14540.1
OG0000265	jg33104, jg20960, jg32961, jg25811	AT4G04775.1
OG0000266	jg22119, jg33280, jg22118	AT1G51370.1
OG0000269	jg22908	AT5G59720.1
OG0000269	jg33561	AT1G53540.1
OG0000269	jg14405, jg14407	AT3G46230.1
OG0000269	jg1015	AT1G59860.1
OG0000269	jg17967	AT2G29500.1
OG0000270	jg25842	AT3G17370.1
OG0000270	jg581	AT1G63320.1
OG0000273	jg22123, jg22124	AT5G53640.1
OG0000273	jg22099, jg22100, jg26722, jg27041	AT3G23955.2
OG0000275	jg8473	AT4G39760.1
OG0000275	jg6761, jg6771, jg6767, jg6769, jg6762, jg6770	AT5G28180.1, AT5G28160.1
OG0000275	jg8472	AT4G39756.1
OG0000277	jg8879	AT4G38920.1
OG0000278	jg12172	AT5G37400.2
OG0000278	jg12224	AT5G37650.1
OG0000278	jg12188	AT5G37470.2
OG0000278	jg12186	AT5G37460.1
OG0000278	jg12174	AT5G37410.2
OG0000278	jg10987, jg10984, jg12178	AT4G16530.1
OG0000278	jg12175	AT5G37420.1
OG0000279	jg17236	AT2G26030.4
OG0000279	jg20630, jg20632	AT5G44970.1
OG0000279	jg20628, jg20633, jg20631	AT5G44980.1
OG0000279	jg20635	AT5G44940.1, AT5G44960.1
OG0000282	jg10319	AT4G22170.1
OG0000282	jg10315	AT4G22180.1
OG0000282	jg10273	AT4G22660.1
OG0000282	jg10321, jg10322, jg10320	AT4G22165.1
OG0000282	jg10266	AT4G14165.1
OG0000284	jg5787	AT5G19270.1
OG0000285	jg10428	AT4G21380.1
OG0000285	jg9725	AT4G27290.2
OG0000285	jg2004	AT1G65800.1
OG0000286	jg25017, jg25016, jg25015	AT3G10750.1
OG0000286	jg28841	AT1G05080.1
OG0000287	jg12081	AT3G32190.1
OG0000287	jg21326	AT3G33393.1
OG0000287	jg11888	AT5G35604.1
OG0000287	jg27384, jg6900, jg11889	AT1G36100.1
OG0000287	jg1606	AT2G11010.1
OG0000287	jg15509, jg21146, jg1608, jg12089	AT3G32150.1
OG0000288	jg10768, jg12948, jg10773, jg16953, jg32309, jg32082, jg21200, jg6957, jg1836, jg1038, jg17280, jg1037, jg17281	AT5G30520.1
OG0000288	jg6903, jg6876, jg11725, jg1045, jg1568, jg6895, jg1838, jg300, jg7168	AT2G06565.1
OG0000289	jg26840, jg26924, jg26930, jg26928, jg26834, jg26931	AT3G25010.2, AT3G25020.1, AT3G24982.1, AT3G24900.2
OG0000289	jg18393, jg18428	AT2G33080.1
OG0000289	jg18344	AT2G32680.1
OG0000289	jg17113	AT2G25440.1
OG0000290	jg33120	AT1G49920.1
OG0000290	jg7741	AT1G64253.1
OG0000290	jg414	AT1G64260.1
OG0000291	jg27066	AT2G05510.1
OG0000291	jg27067, jg27057	AT2G05440.2
OG0000291	jg27048	AT2G05380.3
OG0000291	jg27072	AT2G05530.1
OG0000291	jg27071	AT2G05520.1
OG0000292	jg4758	AT5G42965.1, AT5G38920.1
OG0000292	jg13668	AT4G29090.1
OG0000292	jg11859	AT2G34320.1
OG0000294	jg5391	AT5G15670.1
OG0000294	jg5390	AT5G15660.1
OG0000294	jg31107	AT1G26510.1
OG0000294	jg31105, jg31104	AT1G26515.1
OG0000294	jg7548	AT4G11590.1
OG0000295	jg10939	AT1G43010.1
OG0000295	jg28831	AT1G05005.1
OG0000295	jg31321	AT1G28020.1
OG0000295	jg25085	AT3G11380.1
OG0000295	jg7398	AT3G11350.1
OG0000296	jg22851	AT5G59090.1
OG0000296	jg22847	AT5G59120.1
OG0000296	jg22801	AT5G58840.1
OG0000296	jg21885	AT5G58820.1
OG0000296	jg22800	AT5G58830.1
OG0000298	jg32009	AT1G33600.1
OG0000298	jg17396	AT2G26380.1
OG0000298	jg32008	AT1G33590.2
OG0000300	jg21677	AT5G50220.1
OG0000300	jg31893, jg31895	AT1G32420.1
OG0000300	jg15635	AT3G56670.1
OG0000301	jg19826	AT2G44630.1, AT2G44700.1
OG0000301	jg16118	AT4G02310.1
OG0000303	jg14119	AT5G28730.1
OG0000303	jg13946	AT1G43722.1
OG0000303	jg31869	AT3G30525.1
OG0000304	jg19307	AT3G29740.1, AT2G40440.1
OG0000304	jg21390, jg21205, jg21204	AT5G48510.1
OG0000304	jg27046	AT2G05330.1
OG0000304	jg19308	AT2G40450.1
OG0000305	jg30239	AT1G17150.1
OG0000305	jg32496	AT1G43090.1, AT1G43100.1, AT1G43080.1
OG0000305	jg19283	AT2G15470.1, AT2G15450.1, AT2G15460.1, AT2G26620.1
OG0000305	jg19279, jg7268	AT4G13760.1, AT2G40310.1
OG0000306	jg12412	AT5G38690.1
OG0000307	jg33267	AT1G51250.1
OG0000308	jg20897, jg20895, jg20892, jg20894, jg20890, jg20896, jg20889	AT5G43370.1, AT5G43350.1
OG0000309	jg29154	AT1G07940.1
OG0000309	jg29153	AT1G07930.1, AT5G60390.1
OG0000313	jg10557	AT4G20095.3
OG0000313	jg9478, jg9474	AT4G29550.1
OG0000313	jg28285	AT2G20620.1
OG0000315	jg16044	AT5G33355.1, AT3G59930.1
OG0000316	jg25486	AT3G14690.2
OG0000316	jg25482, jg25485, jg25483	AT3G14650.1, AT3G14660.1
OG0000316	jg25481	AT3G14680.1, AT3G14640.2
OG0000318	jg3658	AT1G79680.1
OG0000318	jg2564, jg2563	AT1G69730.1
OG0000318	jg30100	AT1G16090.1
OG0000321	jg33127, jg33133	AT1G04820.1
OG0000321	jg5838, jg5839	AT5G19770.1, AT5G19780.1
OG0000321	jg1712	AT1G64740.1
OG0000322	jg2988	AT1G73490.2
OG0000323	jg2927	AT1G72860.2
OG0000323	jg12614	AT5G40100.1
OG0000323	jg30285	AT1G17600.1
OG0000323	jg2919	AT1G72840.2, AT4G09430.1
OG0000323	jg1474, jg20698	AT5G48770.1
OG0000325	jg28796	AT1G04750.1
OG0000325	jg18340	AT2G32670.1
OG0000325	jg28797	AT1G04760.1
OG0000325	jg18397	AT2G33110.1
OG0000326	jg13147	AT2G03460.1
OG0000326	jg12408	AT5G38670.1
OG0000326	jg12409	AT5G38680.1
OG0000326	jg24918, jg24919, jg2457	AT3G08810.1
OG0000326	jg24602	AT3G06570.1
OG0000327	jg3425	AT1G77570.1
OG0000328	jg26271	AT3G20980.1
OG0000328	jg26273	AT3G21000.1
OG0000329	jg11299	AT4G14630.1
OG0000329	jg12437, jg12445	AT5G38930.1
OG0000329	jg12449, jg12448	AT5G38940.2
OG0000329	jg12435, jg12439	AT5G38910.1
OG0000330	jg2932	AT1G72920.1, AT1G72940.1
OG0000330	jg2931	AT1G72930.1, AT1G72910.1
OG0000330	jg2930	AT1G72890.2
OG0000330	jg30287	AT1G17615.1
OG0000331	jg28558, jg8055	AT1G02500.1
OG0000331	jg25844	AT3G17390.1
OG0000331	jg18827	AT2G36880.1
OG0000332	jg814	AT1G61500.3
OG0000332	jg820	AT1G61430.1
OG0000332	jg826	AT1G61400.2, AT1G61440.2
OG0000332	jg816	AT1G61480.1
OG0000332	jg821	AT1G61420.2
OG0000332	jg818	AT1G61460.1
OG0000332	jg806	AT1G61550.1
OG0000335	jg16058	AT3G60040.3
OG0000335	jg16059	AT1G06630.1
OG0000336	jg1242, jg1313	AT1G57660.1, AT1G57860.1
OG0000339	jg18123	AT1G11610.2, AT2G30750.1
OG0000339	jg18125	AT2G30770.1
OG0000339	jg6371	AT5G24950.1
OG0000339	jg10545	AT4G20235.1
OG0000339	jg11537	AT4G13310.1
OG0000339	jg11540	AT4G13290.1
OG0000341	jg32948	AT1G48660.2
OG0000341	jg32949	AT1G48670.1
OG0000342	jg25856	AT3G17540.1
OG0000342	jg26804	AT3G17265.1
OG0000344	jg29550	AT1G11270.1
OG0000345	jg4766	AT5G09500.1
OG0000345	jg20849	AT5G43640.1
OG0000345	jg4765	AT5G09490.1
OG0000345	jg4767	AT5G09510.1
OG0000346	jg15260	AT3G53280.1
OG0000346	jg14140	AT3G44250.1
OG0000346	jg13305	AT3G26200.1
OG0000346	jg13304	AT3G26190.1
OG0000346	jg15261	AT3G53290.1
OG0000346	jg15262	AT3G53305.1
OG0000347	jg28483, jg16199	AT3G61430.1
OG0000347	jg10163	AT4G23400.1
OG0000347	jg28458	AT1G01620.1
OG0000347	jg8201	AT4G00430.1
OG0000348	jg13595	AT3G28330.1
OG0000349	jg22900	AT5G59650.2
OG0000350	jg13712	AT3G29050.2
OG0000350	jg26398, jg26400, jg26399	AT3G21920.2, AT3G21930.1
OG0000350	jg26396	AT3G21910.1
OG0000350	jg26395	AT3G21900.2
OG0000351	jg26743, jg27595	AT2G15660.1
OG0000351	jg12750, jg19271	AT2G40210.1
OG0000351	jg17533	AT2G26880.1
OG0000355	jg22984	AT5G60440.1
OG0000355	jg8679	AT4G36590.1
OG0000356	jg16971, jg16970	AT2G24680.6
OG0000356	jg16975	AT2G24696.1
OG0000356	jg16967	AT2G24650.1
OG0000357	jg31533, jg31532	AT1G29930.1, AT1G29920.1, AT1G29910.1
OG0000357	jg18544	AT2G34420.1
OG0000357	jg18545	AT2G34430.1
OG0000358	jg33246, jg33306, jg33305, jg33298, jg33297, jg33303, jg33299, jg33304, jg33300, jg33302, jg33301	AT1G51470.1, AT1G47600.1
OG0000359	jg9679	AT4G27652.1
OG0000361	jg16745	AT5G32613.1
OG0000363	jg11189	AT5G48000.1
OG0000363	jg11188	AT3G44970.1
OG0000363	jg33778	AT1G55940.2
OG0000363	jg3528	AT1G78490.1
OG0000364	jg19314, jg19320	AT2G40560.1
OG0000364	jg12453, jg19325	AT2G40500.1
OG0000365	jg31120	AT1G26390.1
OG0000365	jg10496, jg10495	AT4G20800.1
OG0000365	jg31122	AT1G26380.1
OG0000365	jg31118	AT1G26410.1
OG0000365	jg31119	AT1G26400.1
OG0000365	jg31117	AT1G26420.1
OG0000367	jg2605	AT1G70030.1
OG0000367	jg30995	AT1G24200.1
OG0000367	jg11956	AT5G35610.1
OG0000367	jg31008	AT1G27250.1
OG0000367	jg31010	AT1G27220.1
OG0000368	jg14453	AT3G46680.1
OG0000368	jg14457	AT3G46720.1
OG0000369	jg21583	AT5G49490.1
OG0000369	jg21584	AT5G49420.1, AT5G38620.1
OG0000371	jg1972	AT5G36080.1
OG0000371	jg1971	AT1G35820.1, AT3G42870.1, AT3G30520.1
OG0000371	jg13947	AT1G43720.1
OG0000376	jg915	AT1G60730.3
OG0000376	jg921	AT1G60680.1
OG0000376	jg918	AT1G60690.1
OG0000376	jg916	AT1G60710.1
OG0000377	jg2119	AT1G66540.1
OG0000377	jg8598	AT4G37360.1
OG0000377	jg8599	AT4G37340.1
OG0000377	jg8601	AT4G37320.1
OG0000377	jg8600	AT4G37330.1
OG0000379	jg13018	AT2G02040.1
OG0000379	jg15354	AT3G54140.1
OG0000379	jg13016	AT2G02020.1
OG0000379	jg716	AT1G62200.3
OG0000380	jg22859, jg22857	AT1G35850.1, AT5G59280.1
OG0000380	jg30710	AT1G21620.1
OG0000380	jg22963, jg22951	AT5G60180.1, AT5G60110.1
OG0000381	jg3545	AT1G78635.1
OG0000381	jg18472	AT2G33720.1
OG0000382	jg7975	AT4G02420.1
OG0000382	jg7976	AT4G02410.1
OG0000382	jg18934	AT2G37710.1
OG0000383	jg30941	AT1G23720.2
OG0000383	jg13626	AT3G28550.1
OG0000383	jg15393	AT3G54590.3, AT3G54580.1
OG0000384	jg20367	AT5G46940.1
OG0000384	jg20365	AT5G46970.1
OG0000384	jg20368	AT5G46930.1
OG0000384	jg20366	AT5G46960.1, AT5G46950.1
OG0000386	jg32051	AT1G33930.1
OG0000386	jg32050	AT1G33880.1
OG0000386	jg32424	AT2G26820.3
OG0000386	jg32045	AT1G33830.1
OG0000386	jg32049	AT1G33870.1
OG0000386	jg32057	AT1G33910.1
OG0000386	jg32058	AT1G33900.1
OG0000386	jg32059	AT1G33890.1
OG0000388	jg25857	AT3G17550.1
OG0000388	jg22210	AT5G54210.1
OG0000388	jg30557	AT1G20320.1
OG0000388	jg6196	AT5G23470.1, AT2G02290.1
OG0000388	jg27023	AT2G04930.1
OG0000388	jg26105	AT3G19595.1
OG0000389	jg22999	AT5G60610.1
OG0000389	jg22553	AT5G56700.2
OG0000389	jg12732, jg22551, jg22550	AT5G56690.1
OG0000389	jg17521	AT2G26860.1
OG0000390	jg30796	AT1G22340.1
OG0000390	jg30801	AT1G22380.1
OG0000390	jg30800	AT1G22370.2
OG0000390	jg30802	AT1G22400.1
OG0000391	jg2970	AT1G73270.1
OG0000391	jg24982	AT3G10450.1
OG0000392	jg30223	AT1G17020.1
OG0000392	jg30222	AT1G17010.1
OG0000392	jg9939, jg9938	AT4G25300.1, AT4G25310.1
OG0000393	jg12479	AT5G39130.1, AT5G39190.1, AT5G39160.1
OG0000393	jg12332, jg12477, jg12476	AT5G39110.1
OG0000393	jg12475	AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1
OG0000394	jg33475	AT1G52810.1
OG0000394	jg31322	AT1G28030.1
OG0000395	jg29880	AT1G14080.1
OG0000395	jg27565	AT2G15350.1, AT2G15370.1
OG0000395	jg27567	AT2G15390.2
OG0000397	jg25714	AT3G16555.1
OG0000397	jg25718	AT3G51171.1
OG0000397	jg2134, jg25878	AT3G17710.1
OG0000397	jg25882	AT3G44130.1, AT3G18340.1, AT2G07120.1
OG0000397	jg27860, jg27859	AT2G17310.1
OG0000399	jg8018	AT4G02080.1
OG0000399	jg16322	AT3G62560.1
OG0000399	jg1426	AT1G56330.1
OG0000399	jg29276	AT1G09180.1
OG0000402	jg23698	AT5G66900.2
OG0000402	jg23699	AT5G66890.1
OG0000402	jg23697	AT5G66910.1
OG0000403	jg7765	AT4G03505.1
OG0000403	jg7844	AT4G03440.1
OG0000403	jg7841	AT4G03470.1
OG0000403	jg7766	AT4G05040.1
OG0000403	jg11334	AT4G14390.1
OG0000403	jg11332	AT4G14400.1
OG0000404	jg31489	AT2G19420.1
OG0000404	jg31726, jg31724	AT1G23935.1
OG0000405	jg25463	AT3G14490.1
OG0000405	jg12225	AT3G32030.1
OG0000405	jg32033, jg32027, jg6347	AT1G33750.1
OG0000405	jg25468	AT3G29410.1
OG0000405	jg25462	AT1G31950.3
OG0000406	jg19181	AT2G39590.1
OG0000407	jg28645	AT1G03300.1
OG0000407	jg31101	AT1G26540.1
OG0000407	jg20131	AT2G47230.2
OG0000407	jg29567	AT1G11420.1
OG0000409	jg17641	AT2G27360.1
OG0000409	jg31780	AT1G31550.2
OG0000409	jg31388	AT1G28600.1
OG0000409	jg31386	AT1G28580.1
OG0000409	jg31387	AT1G28590.1
OG0000410	jg10285	AT4G22485.1
OG0000411	jg17003, jg16987, jg17292, jg17291	AT3G42940.1
OG0000411	jg16929, jg16931	AT2G24285.2
OG0000411	jg16935	AT2G24480.1
OG0000411	jg20923	AT5G43200.1, AT3G28620.1
OG0000411	jg16934	AT2G24460.1
OG0000412	jg5485	AT5G16570.1
OG0000412	jg12214	AT5G37600.1
OG0000412	jg2061	AT1G66200.3
OG0000412	jg25896	AT3G17820.1
OG0000413	jg25354	AT3G13662.1
OG0000413	jg33681	AT1G55210.1
OG0000413	jg21510	AT5G49040.1
OG0000414	jg673	AT1G62500.1
OG0000414	jg27345	AT2G10940.1
OG0000414	jg11210	AT4G15160.1
OG0000414	jg26431	AT3G22120.2
OG0000419	jg18645, jg18647	AT2G35250.1
OG0000420	jg19571	AT2G42550.1
OG0000420	jg6651	AT5G27510.1
OG0000420	jg5048	AT5G12090.1
OG0000421	jg21967	AT5G52640.1
OG0000421	jg22448	AT5G56010.1
OG0000421	jg22447	AT5G56000.1
OG0000422	jg1784	AT2G13500.1, AT2G13510.1, AT2G17920.1, AT2G41590.1, AT5G25200.1, AT5G18636.1, AT2G02103.1, AT3G57587.1
OG0000422	jg1779	AT2G16676.1, AT4G02000.1, AT2G13450.1, AT3G47920.1
OG0000422	jg33136, jg17475, jg30061	AT5G25600.1
OG0000422	jg6575, jg11862, jg587	AT2G31590.1, AT4G04730.1
OG0000422	jg27527	AT1G43680.1, AT5G36228.1
OG0000422	jg6817	AT5G35737.1
OG0000423	jg11745, jg1287	AT3G30200.1, AT1G40087.1
OG0000424	jg22288	AT5G54640.1
OG0000424	jg9732	AT4G27230.1
OG0000424	jg26230	AT3G20670.1
OG0000424	jg33249	AT1G51060.1
OG0000425	jg21524	AT5G35190.2
OG0000425	jg27650, jg4447	AT5G06630.1, AT2G24980.3
OG0000425	jg4448	AT4G08400.1, AT4G08410.1
OG0000425	jg11521, jg11408	AT4G13390.1
OG0000426	jg27779	AT1G55947.1
OG0000426	jg27618	AT2G16810.1
OG0000428	jg31721	AT1G31150.1
OG0000429	jg15870	AT3G58440.1
OG0000429	jg1359	AT3G58410.1
OG0000429	jg15858	AT3G58340.1
OG0000430	jg10342	AT4G21980.2
OG0000430	jg731	AT1G62040.1
OG0000431	jg12387	AT5G38550.1, AT5G38540.1
OG0000431	jg21633, jg21636	AT5G49860.1, AT1G52110.1, AT5G49850.1, AT5G49870.1
OG0000431	jg844	AT1G61230.1
OG0000431	jg846	AT1G57570.1
OG0000432	jg32966, jg32963	AT1G48800.1
OG0000432	jg11324	AT4G20210.1
OG0000432	jg10548	AT4G20230.2
OG0000433	jg9737	AT4G27140.1
OG0000433	jg9736, jg9735	AT4G27150.1, AT4G27160.1
OG0000434	jg12377	AT5G38435.1
OG0000436	jg14380	AT3G46000.2
OG0000436	jg22927, jg22928	AT5G59880.1
OG0000436	jg22929	AT5G59890.1
OG0000436	jg14381	AT3G46010.2
OG0000437	jg28169	AT2G19740.1
OG0000438	jg14103	AT3G44090.1
OG0000438	jg14100	AT3G44080.1
OG0000438	jg14110, jg14105, jg14108, jg14098	AT3G44060.1
OG0000438	jg14233, jg14232	AT3G44810.1
OG0000438	jg14126, jg14101	AT3G44180.1
OG0000439	jg2816	AT1G71880.1
OG0000439	jg2817	AT1G71890.1
OG0000439	jg2123	AT5G06170.1
OG0000439	jg27491, jg2122	AT1G66570.1, AT2G14670.1, AT5G43610.1
OG0000440	jg21485	AT5G48980.1
OG0000440	jg21483, jg21497, jg21498, jg21491	AT5G48990.1
OG0000440	jg28254	AT2G20380.1
OG0000442	jg20150	AT2G47380.1
OG0000443	jg9154	AT4G32390.1
OG0000443	jg17131	AT2G25520.1
OG0000443	jg6415	AT5G25400.1
OG0000444	jg18200	AT2G31390.1
OG0000444	jg15993	AT3G59480.1
OG0000444	jg28950	AT1G06030.1
OG0000445	jg6224	AT5G23740.1
OG0000445	jg14718	AT3G48930.1
OG0000445	jg9330	AT4G30800.1
OG0000446	jg6094, jg7081	AT5G22730.1
OG0000446	jg6082	AT5G22610.2
OG0000446	jg6081	AT5G22600.1
OG0000446	jg6075	AT5G22590.1
OG0000446	jg6090	AT5G22720.1
OG0000447	jg25103	AT3G11510.1
OG0000447	jg18747	AT2G36160.1
OG0000448	jg13609	AT3G28390.1
OG0000448	jg13604	AT3G28360.1
OG0000448	jg13602	AT3G28345.1
OG0000449	jg15925	AT3G58940.1
OG0000449	jg15924	AT3G58930.1
OG0000449	jg24132	AT3G03040.1
OG0000449	jg24131	AT3G03030.1
OG0000450	jg30082	AT1G15890.1
OG0000450	jg11999	AT1G51480.1
OG0000450	jg20839	AT5G43740.1, AT5G43730.1
OG0000451	jg10331	AT4G22100.1
OG0000451	jg990	AT1G60090.1
OG0000451	jg976	AT1G60270.1
OG0000451	jg5486	AT5G16580.1
OG0000451	jg32699	AT1G45191.1
OG0000452	jg560	AT1G63205.1
OG0000452	jg562	AT1G63200.1
OG0000452	jg566, jg565	AT1G63190.1
OG0000457	jg24317	AT1G04480.1
OG0000458	jg31419	AT1G29090.1
OG0000458	jg31424	AT1G29110.1
OG0000458	jg31418	AT1G29080.1
OG0000459	jg10503	AT4G20450.1
OG0000459	jg22903	AT3G45920.1
OG0000459	jg14424	AT3G46410.1
OG0000460	jg25335	AT3G13520.1
OG0000460	jg22533	AT5G56540.1
OG0000462	jg10471, jg26914	AT4G21030.1
OG0000462	jg10468	AT4G21050.1
OG0000462	jg10462	AT4G21080.1, AT4G21040.1
OG0000463	jg32175	AT1G35190.1
OG0000463	jg14431	AT3G46500.5
OG0000464	jg28529	AT1G02220.1, AT3G04420.1
OG0000464	jg28530	AT1G02230.1
OG0000464	jg28531	AT3G04410.1
OG0000465	jg32412, jg20969, jg32544, jg12442, jg12080, jg7043, jg27333, jg32368, jg27386, jg11751, jg32384, jg6898, jg14072, jg32440	AT3G43150.1
OG0000465	jg17529, jg12042	AT3G32160.1, AT3G30220.1, AT4G06583.2, AT5G35603.2, AT4G07740.1, AT3G32180.1
OG0000465	jg27316	AT4G07932.1
OG0000466	jg7828	AT4G03570.1
OG0000466	jg24485	AT3G05685.1
OG0000467	jg6422	AT5G25410.1
OG0000468	jg18410	AT1G49790.2
OG0000468	jg26267, jg18103, jg17563	AT2G30385.1
OG0000468	jg18411	AT2G30615.1
OG0000469	jg15897, jg19591, jg10715, jg20504	AT2G42740.1
OG0000471	jg11429	AT4G13820.1
OG0000471	jg11417	AT4G13920.1
OG0000471	jg11415	AT4G13880.1, AT4G13810.2
OG0000472	jg14011	AT1G36095.1
OG0000472	jg7126, jg7131, jg7107	AT5G33406.1
OG0000473	jg28396	AT1G02190.1
OG0000473	jg28395	AT1G02205.3
OG0000473	jg18932	AT2G37700.3
OG0000474	jg28747	AT1G04300.3
OG0000474	jg20853	AT5G43560.1
OG0000474	jg11064	AT4G16045.1
OG0000474	jg21926	AT5G52330.1
OG0000475	jg11478	AT1G44810.1
OG0000475	jg28172	AT4G00250.1, AT4G00238.1
OG0000475	jg33667, jg12650	AT4G00610.1
OG0000475	jg775	AT4G00390.1, AT1G61730.1
OG0000476	jg6712, jg6710, jg6600, jg6598	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1
OG0000477	jg23206	AT5G62540.1
OG0000477	jg13074	AT2G02760.1
OG0000480	jg868	AT1G61070.1
OG0000480	jg13027	AT2G02120.1
OG0000480	jg13026	AT2G02100.1
OG0000480	jg13028	AT2G02130.1
OG0000481	jg1153	AT1G58360.1
OG0000481	jg29378	AT1G10010.2
OG0000482	jg2863	AT1G72290.1
OG0000483	jg21371	AT5G48375.1
OG0000483	jg6491, jg6492	AT5G25980.2
OG0000483	jg6493	AT5G26000.1
OG0000484	jg21310	AT5G48070.1
OG0000484	jg9382	AT4G30290.1
OG0000484	jg9383	AT4G30280.1
OG0000484	jg1872	AT1G65310.2
OG0000485	jg10165	AT4G23380.1
OG0000485	jg10170	AT4G23350.1
OG0000485	jg10168, jg10169	AT4G23365.1, AT4G23355.1, AT4G23360.1
OG0000485	jg10166	AT4G23373.1
OG0000485	jg10167	AT4G23370.1
OG0000485	jg28227	AT2G20170.1
OG0000485	jg10164	AT4G23390.1
OG0000486	jg30401, jg30400	AT1G18760.1
OG0000486	jg25301	AT3G13228.1
OG0000491	jg14645	AT3G48310.1, AT3G48320.1
OG0000491	jg14644	AT3G48300.2
OG0000491	jg14642	AT3G48280.1
OG0000491	jg14641	AT3G48270.1
OG0000492	jg15405	AT3G54700.1
OG0000492	jg18363	AT2G32830.1
OG0000492	jg19076	AT2G38940.1
OG0000493	jg23546	AT5G65330.1, AT4G11250.1
