Orthogroup	Arabidopsis_arenosa	Rorippa_islandica
OG0000127	jg17851	Roisl.0082s0645.1.p
OG0000128	jg20835	Roisl.0019s0650.1.p
OG0000128	jg15959	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p
OG0000128	jg15960	Roisl.0018s0038.1.p
OG0000129	jg1820	Roisl.0021s0622.1.p
OG0000129	jg1822, jg1705, jg1715	Roisl.0194s0004.1.p
OG0000129	jg1847	Roisl.0022s0002.1.p, Roisl.0022s0001.1.p
OG0000129	jg33436, jg33435, jg23141, jg23140	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p
OG0000129	jg17685, jg17683, jg17687	Roisl.0204s0037.1.p, Roisl.0204s0045.1.p
OG0000129	jg21823	Roisl.0189s0223.1.p
OG0000129	jg1819	Roisl.0021s0625.1.p
OG0000130	jg25904	Roisl.0083s0046.1.p
OG0000130	jg32651, jg20179	Roisl.0080s0678.1.p
OG0000130	jg27977	Roisl.0202s0005.1.p
OG0000132	jg15428	Roisl.0046s1480.1.p
OG0000132	jg23313	Roisl.0024s0217.1.p
OG0000132	jg23312	Roisl.0024s0216.1.p
OG0000134	jg1329, jg1326, jg1330, jg1324, jg1320, jg1317, jg1319	Roisl.0214s0845.1.p
OG0000134	jg2013	Roisl.0045s0039.1.p
OG0000134	jg12354, jg12353	Roisl.0046s0012.1.p
OG0000134	jg14178	Roisl.0027s0026.1.p, Roisl.0027s0027.1.p
OG0000134	jg7114	Roisl.0214s0834.1.p, Roisl.0210s0840.1.p, Roisl.0214s0027.1.p, Roisl.0214s0024.1.p, Roisl.0214s0025.1.p
OG0000134	jg17682, jg20706, jg1189	Roisl.0004s0001.1.p
OG0000134	jg20992, jg20995, jg20998, jg20997, jg20999	Roisl.0214s0290.1.p
OG0000134	jg20994	Roisl.0091s0127.1.p
OG0000136	jg13269	Roisl.0055s0066.1.p
OG0000137	jg22358	Roisl.0080s0802.1.p
OG0000137	jg22365	Roisl.0080s0798.1.p
OG0000137	jg22364	Roisl.0080s0799.1.p
OG0000137	jg22363	Roisl.0080s0800.1.p
OG0000138	jg16317	Roisl.0214s0533.1.p
OG0000138	jg15930	Roisl.0018s0009.1.p
OG0000138	jg15926	Roisl.0018s0007.1.p
OG0000138	jg15939	Roisl.0018s0015.1.p
OG0000138	jg15937	Roisl.0018s0013.1.p
OG0000138	jg15932	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p
OG0000138	jg15356	Roisl.0046s1395.1.p
OG0000140	jg6686	Roisl.0047s0081.1.p
OG0000140	jg12153	Roisl.0210s1920.1.p, Roisl.0188s0133.1.p, Roisl.0019s0384.1.p
OG0000140	jg832	Roisl.0047s0080.1.p, Roisl.0046s0059.1.p, Roisl.0083s0051.1.p, Roisl.0201s0007.1.p
OG0000140	jg13730, jg32189	Roisl.0008s0035.1.p, Roisl.0040s0019.1.p
OG0000140	jg14412, jg13729	Roisl.0066s0405.1.p
OG0000140	jg7346	Roisl.0005s0334.1.p
OG0000141	jg29677	Roisl.0006s0330.1.p
OG0000141	jg29671	Roisl.0021s0319.1.p
OG0000141	jg650	Roisl.0023s0060.1.p
OG0000141	jg23265	Roisl.0010s0063.1.p, Roisl.0010s0064.1.p
OG0000142	jg14912	Roisl.0189s0103.1.p, Roisl.0066s0433.1.p, Roisl.0015s0157.1.p, Roisl.0064s0043.1.p, Roisl.0209s0143.1.p
OG0000148	jg32820	Roisl.0013s0175.1.p
OG0000148	jg33221	Roisl.0006s0146.1.p
OG0000148	jg461	Roisl.0006s0148.1.p
OG0000148	jg32882, jg32881, jg32883	Roisl.0013s0141.1.p
OG0000148	jg5636	Roisl.0210s1505.1.p
OG0000151	jg15449	Roisl.0046s1506.1.p
OG0000151	jg15448	Roisl.0046s1505.1.p
OG0000151	jg19118	Roisl.0017s0307.1.p
OG0000151	jg15447	Roisl.0046s1504.1.p
OG0000151	jg15282	Roisl.0046s1329.1.p
OG0000151	jg18884	Roisl.0017s0076.1.p
OG0000151	jg5170	Roisl.0210s1053.1.p
OG0000153	jg17928, jg17934, jg17935	Roisl.0209s0522.1.p, Roisl.0082s0712.1.p
OG0000153	jg18114	Roisl.0033s0089.1.p
OG0000153	jg17932	Roisl.0082s0717.1.p, Roisl.0082s0715.1.p
OG0000153	jg17933	Roisl.0082s0714.1.p
OG0000153	jg29098	Roisl.0091s1018.1.p
OG0000154	jg5696, jg5697	Roisl.0006s0138.1.p
OG0000157	jg31640	Roisl.0080s0598.1.p
OG0000157	jg31643	Roisl.0213s0342.1.p, Roisl.0213s0344.1.p
OG0000158	jg8688	Roisl.0020s0089.1.p
OG0000158	jg8653	Roisl.0046s0594.1.p, Roisl.0046s1609.1.p
OG0000158	jg10511	Roisl.0034s0152.1.p
OG0000158	jg16699, jg28264, jg5270, jg28263	Roisl.0191s0244.1.p
OG0000158	jg7562, jg7551	Roisl.0020s0185.1.p
OG0000160	jg28078	Roisl.0066s0007.1.p
OG0000160	jg9392	Roisl.0003s0027.1.p
OG0000160	jg22635	Roisl.0080s0566.1.p
OG0000160	jg27288	Roisl.0214s0132.1.p
OG0000160	jg13954	Roisl.0185s0093.1.p
OG0000160	jg3697	Roisl.0115s0111.1.p
OG0000160	jg16942	Roisl.0051s0034.1.p
OG0000162	jg18405	Roisl.0028s0711.1.p
OG0000162	jg18404	Roisl.0028s0709.1.p
OG0000162	jg13164, jg13159, jg13157, jg5057, jg13161, jg13155, jg13158, jg13160, jg12338, jg12339	Roisl.0028s0513.1.p
OG0000162	jg26999, jg27000, jg27001	Roisl.0213s0743.1.p
OG0000162	jg18412, jg18409, jg18408	Roisl.0028s0712.1.p
OG0000164	jg6848, jg11792, jg7487, jg11793	Roisl.0020s0019.1.p, Roisl.0214s0688.1.p, Roisl.0215s0002.1.p, Roisl.0184s0199.1.p
OG0000164	jg6850	Roisl.0022s0021.1.p
OG0000166	jg27821, jg17118	Roisl.0066s0240.1.p
OG0000166	jg17505	Roisl.0019s0845.1.p
OG0000166	jg17120	Roisl.0051s0042.1.p
OG0000166	jg17125	Roisl.0023s0082.1.p
OG0000166	jg3072, jg21554	Roisl.0204s0086.1.p
OG0000167	jg26894, jg26893, jg26896, jg26901	Roisl.0115s0450.1.p
OG0000167	jg26298, jg26296	Roisl.0115s0454.1.p
OG0000167	jg26576, jg26577	Roisl.0053s0365.1.p
OG0000169	jg16530	Roisl.0006s0266.1.p
OG0000169	jg16527	Roisl.0006s0267.1.p
OG0000170	jg19952	Roisl.0035s0196.1.p
OG0000170	jg16152	Roisl.0018s0217.1.p
OG0000170	jg19951	Roisl.0035s0198.1.p
OG0000170	jg19948	Roisl.0035s0200.1.p
OG0000171	jg22050	Roisl.0031s0104.1.p
OG0000171	jg12793	Roisl.0050s0073.1.p
OG0000171	jg27769	Roisl.0066s0281.1.p
OG0000171	jg22463	Roisl.0080s0713.1.p
OG0000171	jg24782	Roisl.0079s0225.1.p
OG0000173	jg8430	Roisl.0003s0258.1.p
OG0000173	jg8491, jg3298	Roisl.0001s0452.1.p
OG0000173	jg8629	Roisl.0028s0555.1.p
OG0000173	jg8611	Roisl.0001s0420.1.p
OG0000173	jg8547	Roisl.0214s0637.1.p
OG0000175	jg29462, jg30921, jg955	Roisl.0046s1598.1.p
OG0000175	jg5289	Roisl.0210s1168.1.p
OG0000175	jg16299	Roisl.0018s0359.1.p, Roisl.0035s0021.1.p
OG0000176	jg16886, jg16884, jg16885	Roisl.0021s0605.1.p
OG0000176	jg2771	Roisl.0005s0278.1.p
OG0000176	jg2772	Roisl.0019s0375.1.p
OG0000177	jg26900, jg30833	Roisl.0049s0035.1.p
OG0000177	jg30663, jg8064, jg3362	Roisl.0189s0081.1.p
OG0000178	jg7702	Roisl.0082s0204.1.p
OG0000178	jg7704	Roisl.0082s0206.1.p
OG0000178	jg7703	Roisl.0082s0205.1.p
OG0000178	jg7707	Roisl.0082s0207.1.p
OG0000178	jg7705	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p
OG0000178	jg32186	Roisl.0184s0012.1.p
OG0000179	jg1096	Roisl.0214s0666.1.p
OG0000179	jg1086	Roisl.0214s0677.1.p
OG0000179	jg1072	Roisl.0214s0687.1.p, Roisl.0214s0686.1.p
OG0000179	jg1022	Roisl.0214s0662.1.p, Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p
OG0000182	jg31826, jg16158, jg16157	Roisl.0046s1327.1.p
OG0000182	jg15782, jg15779, jg32711, jg15778	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p
OG0000182	jg15781	Roisl.0020s0170.1.p
OG0000182	jg15586, jg15562	Roisl.0046s1483.1.p
OG0000182	jg15559	Roisl.0046s1409.1.p, Roisl.0046s1413.1.p, Roisl.0046s1124.1.p
OG0000182	jg19013	Roisl.0017s0371.1.p, Roisl.0017s0367.1.p
OG0000183	jg2098	Roisl.0024s0013.1.p
OG0000183	jg15712	Roisl.0026s0219.1.p
OG0000183	jg14060	Roisl.0208s0006.1.p, Roisl.0210s1846.1.p
OG0000183	jg17567	Roisl.0209s0513.1.p
OG0000184	jg26423	Roisl.0115s0547.1.p
OG0000185	jg31725, jg31727, jg31723	Roisl.0213s0109.1.p
OG0000185	jg23338	Roisl.0024s0123.1.p
OG0000185	jg30960	Roisl.0074s0700.1.p
OG0000185	jg31379, jg31377	Roisl.0213s0120.1.p, Roisl.0213s0122.1.p
OG0000186	jg21587	Roisl.0034s0137.1.p, Roisl.0209s0018.1.p
OG0000186	jg22417, jg22418	Roisl.0080s0756.1.p
OG0000186	jg13067	Roisl.0011s0158.1.p
OG0000186	jg19241	Roisl.0209s0667.1.p, Roisl.0214s0772.1.p, Roisl.0209s0059.1.p
OG0000187	jg16584	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p
OG0000187	jg30474	Roisl.0007s0183.1.p
OG0000187	jg18001, jg17979, jg17999, jg17980, jg18002, jg17981, jg17978	Roisl.0082s0775.1.p, Roisl.0082s0772.1.p, Roisl.0033s0001.1.p, Roisl.0082s0770.1.p, Roisl.0020s0168.1.p, Roisl.0082s0774.1.p
OG0000188	jg5008, jg5007, jg5020, jg5022, jg5021, jg24303	Roisl.0210s0897.1.p
OG0000188	jg9421	Roisl.0074s0934.1.p
OG0000189	jg15013	Roisl.0046s1079.1.p
OG0000189	jg3242	Roisl.0004s0308.1.p
OG0000189	jg30537	Roisl.0007s0123.1.p
OG0000192	jg647	Roisl.0021s0468.1.p, Roisl.0021s0466.1.p
OG0000192	jg14270	Roisl.0021s0465.1.p
OG0000193	jg32770	Roisl.0013s0218.1.p
OG0000193	jg31894, jg31896	Roisl.0209s0180.1.p
OG0000195	jg14467, jg14468	Roisl.0209s0387.1.p
OG0000195	jg6046	Roisl.0210s1898.1.p
OG0000196	jg12776	Roisl.0009s0078.1.p, Roisl.0009s0045.1.p
OG0000196	jg12812, jg12806, jg12803, jg12809, jg12800, jg12817, jg12816, jg17734, jg12804, jg12810, jg12779	Roisl.0009s0050.1.p, Roisl.0009s0051.1.p, Roisl.0009s0073.1.p, Roisl.0009s0076.1.p, Roisl.0009s0071.1.p, Roisl.0009s0040.1.p
OG0000196	jg12778	Roisl.0014s0087.1.p, Roisl.0009s0039.1.p, Roisl.0009s0046.1.p, Roisl.0009s0075.1.p, Roisl.0009s0047.1.p, Roisl.0009s0053.1.p
OG0000197	jg10624	Roisl.0091s0346.1.p
OG0000197	jg23232, jg10620	Roisl.0091s0344.1.p, Roisl.0091s0343.1.p
OG0000198	jg12942	Roisl.0011s0049.1.p
OG0000198	jg29981	Roisl.0007s0637.1.p
OG0000199	jg33326, jg32894	Roisl.0091s0010.1.p, Roisl.0019s0834.1.p, Roisl.0024s0042.1.p, Roisl.0001s0510.1.p
OG0000199	jg9442	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p
OG0000200	jg28892	Roisl.0091s0810.1.p
OG0000200	jg31430	Roisl.0213s0164.1.p
OG0000200	jg28891	Roisl.0091s0809.1.p
OG0000201	jg32554	Roisl.0066s0324.1.p
OG0000202	jg8001	Roisl.0191s0663.1.p
OG0000202	jg7999	Roisl.0191s0669.1.p
OG0000202	jg8000	Roisl.0184s0147.1.p
OG0000203	jg15851	Roisl.0026s0064.1.p
OG0000203	jg15862	Roisl.0026s0056.1.p
OG0000208	jg21410	Roisl.0213s0614.1.p
OG0000209	jg21051, jg1344	Roisl.0007s0703.1.p, Roisl.0118s0007.1.p
OG0000209	jg14429	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p
OG0000209	jg4863, jg4865	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p
OG0000210	jg19859	Roisl.0028s0090.1.p
OG0000210	jg19860	Roisl.0013s0217.1.p, Roisl.0214s0325.1.p
OG0000210	jg16105	Roisl.0018s0165.1.p
OG0000215	jg12459, jg1615, jg32047, jg27336, jg20828, jg32156, jg32318	Roisl.0210s0627.1.p
OG0000216	jg7641	Roisl.0209s0235.1.p, Roisl.0209s0234.1.p
OG0000216	jg7640	Roisl.0209s0233.1.p
OG0000216	jg1267	Roisl.0214s0809.1.p
OG0000216	jg15619	Roisl.0046s1649.1.p
OG0000218	jg1481, jg1902, jg7083, jg15996, jg14689, jg6981	Roisl.0022s0061.1.p, Roisl.0210s0467.1.p, Roisl.0214s0787.1.p, Roisl.0213s0859.1.p, Roisl.0010s0024.1.p, Roisl.0083s0054.1.p
OG0000219	jg17925	Roisl.0009s0056.1.p
OG0000219	jg12179	Roisl.0009s0148.1.p
OG0000221	jg11559	Roisl.0043s0012.1.p
OG0000222	jg11917	Roisl.0043s0026.1.p, Roisl.0185s0040.1.p, Roisl.0209s0026.1.p, Roisl.0200s0008.1.p, Roisl.0201s0002.1.p, Roisl.0027s0040.1.p, Roisl.0209s0541.1.p
OG0000225	jg16693	Roisl.0210s0850.1.p, Roisl.0115s0257.1.p
OG0000225	jg2551	Roisl.0115s0258.1.p
OG0000225	jg3555	Roisl.0115s0260.1.p
OG0000226	jg4069	Roisl.0057s0014.1.p
OG0000226	jg13732	Roisl.0210s2061.1.p
OG0000226	jg732	Roisl.0209s0617.1.p
OG0000227	jg24479	Roisl.0039s0096.1.p
OG0000227	jg6481, jg6484	Roisl.0047s0017.1.p
OG0000227	jg27543	Roisl.0047s0018.1.p
OG0000229	jg17464, jg1772	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p
OG0000229	jg32293	Roisl.0019s0783.1.p, Roisl.0019s0786.1.p
OG0000230	jg15911, jg15928	Roisl.0036s0075.1.p, Roisl.0198s0012.1.p, Roisl.0198s0049.1.p
OG0000230	jg15922	Roisl.0209s0715.1.p
OG0000230	jg15921	Roisl.0018s0014.1.p
OG0000233	jg4599	Roisl.0210s0497.1.p
OG0000233	jg4597	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p
OG0000233	jg4604, jg4594	Roisl.0210s0492.1.p
OG0000234	jg19739	Roisl.0046s0775.1.p, Roisl.0028s0136.1.p
OG0000234	jg4032	Roisl.0115s0284.1.p, Roisl.0030s0017.1.p
OG0000234	jg4033, jg4035, jg27620, jg33336, jg33337, jg33335	Roisl.0053s0230.1.p, Roisl.0053s0229.1.p
OG0000234	jg4034	Roisl.0030s0016.1.p
OG0000235	jg19164	Roisl.0017s0244.1.p
OG0000235	jg28105, jg28076, jg2205	Roisl.0209s0012.1.p, Roisl.0209s0080.1.p
OG0000236	jg2555	Roisl.0020s0191.1.p, Roisl.0019s0572.1.p
OG0000236	jg26494	Roisl.0115s0551.1.p
OG0000236	jg7281, jg7280	Roisl.0184s0155.1.p
OG0000237	jg15213	Roisl.0051s0004.1.p
OG0000237	jg26496	Roisl.0115s0615.1.p
OG0000237	jg26333	Roisl.0115s0490.1.p
OG0000238	jg2698	Roisl.0019s0444.1.p
OG0000238	jg2702	Roisl.0019s0441.1.p
OG0000238	jg6718	Roisl.0046s0451.1.p
OG0000238	jg2707	Roisl.0019s0443.1.p
OG0000239	jg17673	Roisl.0213s0279.1.p
OG0000241	jg10370	Roisl.0091s0140.1.p
OG0000241	jg10371	Roisl.0091s0141.1.p
OG0000241	jg10373, jg10374, jg10376	Roisl.0091s0142.1.p
OG0000241	jg7736	Roisl.0082s0231.1.p
OG0000241	jg7735	Roisl.0082s0230.1.p
OG0000242	jg24512, jg11645, jg21432	Roisl.0082s0505.1.p, Roisl.0012s0059.1.p, Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p
OG0000242	jg6565	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p
OG0000243	jg31471, jg31479, jg31470	Roisl.0213s0196.1.p, Roisl.0213s0206.1.p, Roisl.0213s0204.1.p
OG0000244	jg7793	Roisl.0082s0288.1.p, Roisl.0082s0284.1.p, Roisl.0082s0282.1.p, Roisl.0082s0292.1.p, Roisl.0082s0281.1.p
OG0000244	jg7787	Roisl.0082s0280.1.p
OG0000244	jg7882	Roisl.0082s0375.1.p
OG0000244	jg7884, jg7885, jg7892, jg7931, jg7886	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p
OG0000244	jg7893	Roisl.0082s0369.1.p
OG0000246	jg15247	Roisl.0046s1292.1.p
OG0000246	jg18819	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p
OG0000246	jg18818, jg18817	Roisl.0017s0006.1.p, Roisl.0017s0005.1.p, Roisl.0017s0008.1.p
OG0000247	jg12382	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p
OG0000247	jg9719	Roisl.0015s0176.1.p
OG0000247	jg26794, jg26858, jg26826	Roisl.0053s0155.1.p
OG0000248	jg2609, jg2612, jg2608	Roisl.0019s0530.1.p
OG0000248	jg2620, jg2621, jg2622	Roisl.0019s0522.1.p, Roisl.0019s0521.1.p
OG0000248	jg12494, jg12493	Roisl.0013s0199.1.p
OG0000249	jg11991	Roisl.0188s0126.1.p, Roisl.0011s0462.1.p
OG0000250	jg7768	Roisl.0012s0265.1.p
OG0000250	jg7876	Roisl.0082s0295.1.p
OG0000251	jg13320	Roisl.0011s0408.1.p
OG0000251	jg13321	Roisl.0080s0576.1.p
OG0000251	jg13315	Roisl.0011s0400.1.p
OG0000252	jg9231	Roisl.0008s0081.1.p
OG0000252	jg571, jg570	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p
OG0000252	jg3420	Roisl.0004s0146.1.p
OG0000252	jg3422	Roisl.0004s0145.1.p
OG0000253	jg25213	Roisl.0074s0750.1.p
OG0000253	jg24871	Roisl.0079s0301.1.p
OG0000253	jg3985	Roisl.0034s0151.1.p
OG0000254	jg11133, jg11132	Roisl.0002s0125.1.p, Roisl.0002s0123.1.p
OG0000256	jg25806	Roisl.0074s0222.1.p
OG0000256	jg26502	Roisl.0115s0633.1.p
OG0000256	jg27019, jg27030, jg27031	Roisl.0115s0620.1.p, Roisl.0115s0621.1.p
OG0000257	jg3241	Roisl.0005s0208.1.p, Roisl.0005s0205.1.p
OG0000257	jg967, jg812	Roisl.0004s0309.1.p
OG0000258	jg12130	Roisl.0025s0050.1.p, Roisl.0052s0068.1.p
OG0000258	jg1478, jg27068	Roisl.0011s0409.1.p, Roisl.0046s0254.1.p
OG0000258	jg7050	Roisl.0053s0009.1.p
OG0000259	jg19336	Roisl.0017s0412.1.p, Roisl.0004s0013.1.p, Roisl.0004s0014.1.p
OG0000259	jg26917	Roisl.0074s0123.1.p
OG0000260	jg8418	Roisl.0001s0521.1.p
OG0000260	jg21871	Roisl.0189s0177.1.p
OG0000262	jg454	Roisl.0050s0098.1.p, Roisl.0209s0719.1.p
OG0000262	jg455, jg458, jg453, jg457	Roisl.0209s0739.1.p
OG0000262	jg451	Roisl.0050s0097.1.p
OG0000263	jg19302	Roisl.0214s0747.1.p
OG0000263	jg17561	Roisl.0074s0831.1.p
OG0000265	jg1040, jg31936, jg18105, jg33104, jg20960, jg32961, jg25811	Roisl.0194s0056.1.p
OG0000266	jg22116, jg22112, jg22104, jg22110, jg22092, jg22111, jg22090, jg22089, jg22121, jg22117, jg22103, jg22105, jg22086, jg22119, jg33280, jg22118	Roisl.0189s0075.1.p, Roisl.0189s0074.1.p, Roisl.0184s0095.1.p, Roisl.0184s0093.1.p
OG0000266	jg22091	Roisl.0082s0658.1.p
OG0000266	jg22101	Roisl.0082s0100.1.p
OG0000267	jg32731, jg13995	Roisl.0023s0047.1.p
OG0000267	jg11749, jg11798	Roisl.0019s0027.1.p
OG0000269	jg22908	Roisl.0080s0302.1.p
OG0000269	jg33561	Roisl.0209s0328.1.p
OG0000269	jg14405, jg14407	Roisl.0209s0327.1.p
OG0000269	jg1015	Roisl.0214s0655.1.p
OG0000269	jg17967	Roisl.0082s0743.1.p
OG0000270	jg29673, jg609, jg537, jg443, jg25842	Roisl.0050s0087.1.p
OG0000270	jg581	Roisl.0010s0123.1.p
OG0000270	jg498	Roisl.0010s0124.1.p
OG0000273	jg22097	Roisl.0020s0163.1.p, Roisl.0020s0169.1.p, Roisl.0082s0102.1.p
OG0000273	jg1528	Roisl.0058s0037.1.p, Roisl.0058s0038.1.p
OG0000273	jg22123, jg22124, jg22085, jg22087, jg22094	Roisl.0082s0107.1.p
OG0000273	jg22098	Roisl.0082s0101.1.p
OG0000275	jg8473	Roisl.0005s0214.1.p
OG0000275	jg1129, jg6761, jg6771, jg6767, jg6769, jg6762, jg6770, jg1128	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p
OG0000277	jg8879	Roisl.0001s0078.1.p
OG0000277	jg30517	Roisl.0007s0143.1.p
OG0000278	jg12172	Roisl.0210s2199.1.p
OG0000278	jg12224	Roisl.0064s0021.1.p
OG0000278	jg12188, jg12186	Roisl.0210s2209.1.p, Roisl.0210s2204.1.p
OG0000278	jg12174, jg10987, jg10984, jg12178, jg12175	Roisl.0210s2203.1.p, Roisl.0210s2200.1.p, Roisl.0210s2202.1.p
OG0000279	jg20637	Roisl.0012s0361.1.p
OG0000279	jg17236	Roisl.0074s0025.1.p, Roisl.0074s0024.1.p
OG0000279	jg20630, jg20632	Roisl.0204s0061.1.p
OG0000279	jg20634, jg20628, jg20633, jg20631, jg20635	Roisl.0012s0364.1.p, Roisl.0002s0222.1.p, Roisl.0012s0338.1.p, Roisl.0012s0363.1.p, Roisl.0012s0072.1.p
OG0000282	jg33448	Roisl.0091s0104.1.p
OG0000282	jg10266	Roisl.0091s0102.1.p
OG0000285	jg10428	Roisl.0091s0196.1.p
OG0000285	jg9725	Roisl.0022s0391.1.p
OG0000286	jg7751	Roisl.0032s0040.1.p
OG0000287	jg26953, jg20954, jg12081, jg21326, jg11888, jg27384, jg6900, jg11889, jg1606, jg32453, jg32382, jg28325, jg27317, jg15509, jg21146, jg1608, jg12089	Roisl.0210s2064.1.p
OG0000288	jg10768, jg12948, jg10773, jg16953, jg32309, jg32082, jg21200, jg6957, jg1836, jg1038, jg17280, jg1037, jg17281, jg6903, jg6876, jg11725, jg1045, jg1568, jg6895, jg1838, jg300, jg7168, jg30211, jg21080	Roisl.0204s0118.1.p, Roisl.0005s0251.1.p, Roisl.0074s0867.1.p, Roisl.0213s0192.1.p, Roisl.0025s0037.1.p, Roisl.0055s0015.1.p, Roisl.0020s0127.1.p, Roisl.0195s0030.1.p, Roisl.0214s0072.1.p, Roisl.0060s0004.1.p, Roisl.0005s0153.1.p, Roisl.0019s0304.1.p, Roisl.0082s0290.1.p, Roisl.0082s0287.1.p, Roisl.0066s0396.1.p, Roisl.0006s0167.1.p, Roisl.0179s0061.1.p, Roisl.0021s0476.1.p, Roisl.0011s0357.1.p, Roisl.0214s0058.1.p
OG0000288	jg26083, jg31791, jg32749, jg10121	Roisl.0021s0555.1.p
OG0000288	jg31792, jg32750, jg10120	Roisl.0209s0098.1.p, Roisl.0021s0556.1.p
OG0000289	jg18343	Roisl.0028s0695.1.p, Roisl.0011s0576.1.p, Roisl.0028s0689.1.p
OG0000289	jg18344	Roisl.0204s0092.1.p, Roisl.0028s0651.1.p
OG0000289	jg17113	Roisl.0023s0078.1.p
OG0000291	jg27066, jg27067, jg27057	Roisl.0213s0709.1.p
OG0000291	jg27048	Roisl.0213s0698.1.p, Roisl.0213s0699.1.p
OG0000292	jg17325, jg10075, jg27846	Roisl.0115s0245.1.p
OG0000294	jg5391, jg5390, jg31107, jg31105, jg31104	Roisl.0210s1263.1.p
OG0000294	jg5315	Roisl.0010s0166.1.p, Roisl.0010s0167.1.p
OG0000295	jg10939	Roisl.0091s0669.1.p
OG0000295	jg28831	Roisl.0091s0750.1.p, Roisl.0091s0749.1.p
OG0000295	jg25083, jg31321	Roisl.0213s0061.1.p
OG0000295	jg25085, jg7398	Roisl.0053s0212.1.p
OG0000295	jg25082	Roisl.0074s0873.1.p
OG0000296	jg22851, jg22847	Roisl.0213s0539.1.p, Roisl.0080s0367.1.p
OG0000296	jg22801, jg21885, jg22800	Roisl.0011s0339.1.p, Roisl.0080s0406.1.p, Roisl.0193s0017.1.p
OG0000297	jg12852	Roisl.0013s0163.1.p, Roisl.0214s0906.1.p
OG0000298	jg32008	Roisl.0040s0063.1.p
OG0000299	jg17441	Roisl.0045s0106.1.p, Roisl.0188s0022.1.p, Roisl.0210s2236.1.p, Roisl.0047s0059.1.p, Roisl.0077s0007.1.p, Roisl.0184s0192.1.p, Roisl.0111s0017.1.p, Roisl.0053s0037.1.p, Roisl.0066s0403.1.p, Roisl.0053s0158.1.p, Roisl.0060s0015.1.p, Roisl.0008s0126.1.p, Roisl.0214s0286.1.p, Roisl.0020s0104.1.p, Roisl.0213s0014.1.p, Roisl.0053s0101.1.p
OG0000300	jg21798	Roisl.0189s0239.1.p
OG0000300	jg15634	Roisl.0046s0537.1.p
OG0000300	jg21677	Roisl.0214s0156.1.p, Roisl.0214s0160.1.p
OG0000300	jg31893, jg31895	Roisl.0046s0538.1.p
OG0000300	jg26991, jg21853	Roisl.0046s1516.1.p, Roisl.0084s0003.1.p
OG0000301	jg19826	Roisl.0028s0118.1.p, Roisl.0028s0117.1.p, Roisl.0009s0246.1.p, Roisl.0028s0116.1.p
OG0000301	jg16118	Roisl.0018s0197.1.p, Roisl.0026s0175.1.p
OG0000304	jg17079	Roisl.0023s0037.1.p
OG0000304	jg19308	Roisl.0013s0043.1.p
OG0000305	jg30239	Roisl.0007s0413.1.p
OG0000305	jg32496, jg19283, jg19279, jg7268	Roisl.0028s0606.1.p
OG0000306	jg12412	Roisl.0213s0805.1.p, Roisl.0046s0021.1.p
OG0000307	jg33267	Roisl.0006s0187.1.p
OG0000308	jg20897, jg20895, jg20892, jg20894, jg20890, jg20896, jg20889	Roisl.0012s0104.1.p, Roisl.0012s0103.1.p, Roisl.0012s0106.1.p
OG0000312	jg6753	Roisl.0024s0014.1.p
OG0000313	jg18134	Roisl.0028s0202.1.p
OG0000313	jg9481, jg9478, jg9474	Roisl.0044s0033.1.p
OG0000316	jg25482, jg25485, jg25483	Roisl.0074s0499.1.p
OG0000318	jg2564, jg2563	Roisl.0019s0564.1.p
OG0000318	jg27679, jg32154	Roisl.0007s0521.1.p
OG0000318	jg32160	Roisl.0019s0565.1.p
OG0000321	jg33127, jg33133	Roisl.0115s0278.1.p
OG0000321	jg5838, jg5839	Roisl.0210s1699.1.p
OG0000321	jg1712	Roisl.0204s0187.1.p
OG0000322	jg2988	Roisl.0019s0184.1.p
OG0000322	jg22743, jg22742, jg22822	Roisl.0080s0556.1.p
OG0000323	jg12614	Roisl.0009s0244.1.p
