Orthogroup	Cardamine_amara	Brassica_oleracea
OG0000132	evm.model.RL_8.1179	XP_013617705.1, XP_013614960.1, XP_013624699.1, XP_013590002.1, XP_013615166.1, XP_013619242.1, XP_013624601.1, XP_013624600.1, XP_013617165.1, XP_013617423.1, XP_013637479.1
OG0000135	evm.model.RL_5.2242	XP_013632860.1
OG0000135	evm.model.RL_4.523, evm.model.RL_3.1563	XP_013617212.1, XP_013622608.1, XP_013616864.1, XP_013608253.1
OG0000135	evm.model.RL_3.1676	XP_013632433.1, XP_013633470.1
OG0000135	evm.model.RL_3.365	XP_013589544.1
OG0000136	evm.model.RL_3.1028	XP_013590467.1, XP_013588679.1
OG0000137	evm.model.RL_7.1543	XP_013607431.1, XP_013637635.1, XP_013635053.1, XP_013591446.1, XP_013624397.1, XP_013624662.1, XP_013593825.1, XP_013583307.1, XP_013620971.1, XP_013617333.1, XP_013624379.1, XP_013594691.1, XP_013594525.1, XP_013596613.1, XP_013630987.1, XP_013624674.1, XP_013599415.1, XP_013619803.1, XP_013631416.1, XP_013594338.1, XP_013628588.1, XP_013599145.1, XP_013638220.1, XP_013608176.1, XP_013636294.1, XP_013587564.1
OG0000137	evm.model.RL_2.50	XP_013633165.1
OG0000139	evm.model.RL_6.1684	XP_013614236.1, XP_013625012.1, XP_013615149.1, XP_013614363.1
OG0000139	evm.model.RL_8.982	XP_013601300.1, XP_013631642.1, XP_013601351.1, XP_013632921.1, XP_013632922.1
OG0000140	evm.model.RL_8.2003	XP_013626670.1
OG0000142	evm.model.RL_6.1032	XP_013622088.1
OG0000142	evm.model.RL_6.789, evm.model.RL_6.1159	XP_013634388.1
OG0000144	evm.model.RL_8.1451	XP_013594587.1, XP_013591119.1, XP_013607728.1
OG0000145	evm.model.RL_2.934	XP_013623886.1
OG0000145	evm.model.RL_8.608	XP_013632530.1, XP_013627239.1, XP_013590108.1, XP_013613646.1, XP_013590667.1, XP_013629113.1, XP_013628355.1, XP_013591422.1
OG0000147	evm.model.RL_1.3091	XP_013623586.1
OG0000147	evm.model.RL_8.1812	XP_013620594.1
OG0000147	evm.model.RL_3.2406	XP_013588689.1
OG0000147	evm.model.RL_1.2583	XP_013623185.1
OG0000147	evm.model.RL_6.348	XP_013605622.1
OG0000149	evm.model.RL_7.1737	XP_013591815.1, XP_013624654.1
OG0000150	evm.model.RL_8.2095	XP_013617470.1
OG0000150	evm.model.RL_7.1810	XP_013617735.1
OG0000151	evm.model.RL_8.1422	XP_013613316.1
OG0000151	evm.model.RL_2.2307	XP_013639325.1, XP_013600456.1
OG0000151	evm.model.RL_1.777	XP_013622635.1, XP_013617767.1, XP_013638468.1
OG0000151	evm.model.RL_1.2853	XP_013625767.1, XP_013599341.1
OG0000151	evm.model.RL_8.1691	XP_013621604.1, XP_013606619.1, XP_013622226.1
OG0000151	evm.model.RL_3.61	XP_013608966.1, XP_013606344.1
OG0000152	evm.model.RL_7.117, evm.model.RL_2.778, evm.model.RL_2.919, evm.model.RL_5.2414, evm.model.RL_4.661, evm.model.RL_4.735, evm.model.RL_6.581, evm.model.RL_1.2711, evm.model.RL_2.713, evm.model.RL_2.777, evm.model.RL_6.572, evm.model.RL_8.1671, evm.model.RL_6.2907, evm.model.RL_4.1821, evm.model.RL_6.815, evm.model.RL_7.1603	XP_013594572.1, XP_013589287.1, XP_013594961.1, XP_013632593.1, XP_013616911.1, XP_013624658.1, XP_013591103.1, XP_013634271.1, XP_013589388.1, XP_013632999.1, XP_013633457.1, XP_013626333.1, XP_013583325.1, XP_013617114.1, XP_013628023.1
OG0000154	evm.model.RL_6.951, evm.model.RL_5.1456	XP_013603183.1, XP_013586550.1
OG0000154	evm.model.RL_4.3288	XP_013623865.1
OG0000154	evm.model.RL_1.853	XP_013616125.1
OG0000154	evm.model.RL_2.489	XP_013610798.1, XP_013636193.1
OG0000155	evm.model.RL_2.2243	XP_013604992.1, XP_013598493.1
OG0000156	evm.model.RL_6.2689	XP_013635050.1
OG0000156	evm.model.RL_4.1065	XP_013635993.1
OG0000156	evm.model.RL_8.1108, evm.model.RL_8.1107, evm.model.RL_6.2691	XP_013635992.1
OG0000158	evm.model.RL_6.58	XP_013584343.1, XP_013603971.1
OG0000161	evm.model.RL_3.891	XP_013617087.1
OG0000161	evm.model.RL_3.897	XP_013584094.1
OG0000162	evm.model.RL_4.640, evm.model.RL_2.640	XP_013636352.1
OG0000162	evm.model.RL_3.978, evm.model.RL_3.979, evm.model.RL_3.975, evm.model.RL_3.977, evm.model.RL_3.976	XP_013616918.1
OG0000162	evm.model.RL_6.2628	XP_013632427.1
OG0000164	evm.model.RL_4.581, evm.model.RL_2.1488	XP_013624352.1
OG0000164	evm.model.RL_4.218	XP_013607799.1
OG0000165	evm.model.RL_7.798	XP_013607591.1, XP_013613668.1, XP_013632544.1, XP_013634863.1, XP_013632582.1, XP_013614460.1, XP_013601725.1, XP_013617614.1, XP_013615290.1, XP_013601806.1
OG0000165	evm.model.RL_1.2476	XP_013592414.1, XP_013601414.1
OG0000165	evm.model.RL_1.2284	XP_013608284.1, XP_013624937.1
OG0000167	evm.model.RL_8.1410, evm.model.RL_8.842, evm.model.RL_2.1517	XP_013597471.1
OG0000167	evm.model.RL_2.1514	XP_013591070.1
OG0000169	evm.model.RL_3.574	XP_013595006.1
OG0000171	evm.model.RL_5.3418.1.687c88c2	XP_013599473.1
OG0000171	evm.model.RL_3.1439	XP_013591469.1, XP_013598255.1, XP_013615623.1, XP_013638007.1
OG0000171	evm.model.RL_4.2162.1.687c86d7	XP_013606531.1
OG0000172	evm.model.RL_7.1680, evm.model.RL_7.1683	XP_013627674.1
OG0000173	evm.model.RL_5.288	XP_013633246.1, XP_013594390.1, XP_013607846.1, XP_013632624.1, XP_013632688.1, XP_013632752.1, XP_013628198.1, XP_013601272.1, XP_013639569.1, XP_013589338.1
OG0000174	evm.model.RL_1.135, evm.model.RL_2.746, evm.model.RL_7.2138, evm.model.RL_1.3079	XP_013632966.1, XP_013639350.1, XP_013628317.1, XP_013613857.1, XP_013633174.1, XP_013614970.1, XP_013615628.1, XP_013594966.1, XP_013632040.1, XP_013639489.1, XP_013624703.1, XP_013632910.1, XP_013608335.1, XP_013632486.1, XP_013624014.1, XP_013633240.1, XP_013614762.1, XP_013633176.1, XP_013617509.1, XP_013628376.1, XP_013615485.1, XP_013617782.1, XP_013613471.1, XP_013617851.1
OG0000175	evm.model.RL_7.1254	XP_013584461.1, XP_013594142.1, XP_013604425.1
OG0000175	evm.model.RL_2.3025	XP_013611367.1
OG0000175	evm.model.RL_2.3122	XP_013629002.1
OG0000177	evm.model.RL_2.510, evm.model.RL_2.497, evm.model.RL_2.1097	XP_013624281.1, XP_013639360.1, XP_013632637.1
OG0000180	evm.model.RL_4.643	XP_013615731.1, XP_013634820.1
OG0000180	evm.model.RL_4.185	XP_013626856.1, XP_013629093.1
OG0000185	evm.model.RL_8.2218	XP_013632059.1
OG0000187	evm.model.RL_1.1017	XP_013624170.1, XP_013583413.1, XP_013584438.1
OG0000188	evm.model.RL_8.964, evm.model.RL_8.2357	XP_013632911.1
OG0000188	evm.model.RL_1.2150, evm.model.RL_1.1078	XP_013627402.1
OG0000189	evm.model.RL_2.3227	XP_013597272.1, XP_013639133.1
OG0000189	evm.model.RL_4.1578	XP_013594067.1
OG0000190	evm.model.RL_8.476, evm.model.RL_8.475	XP_013606260.1
OG0000190	evm.model.RL_8.473	XP_013626923.1
OG0000190	evm.model.RL_8.474.1.687c8557	XP_013624075.1
OG0000190	evm.model.RL_8.916	XP_013610612.1, XP_013610263.1
OG0000191	evm.model.RL_1.1588	XP_013632995.1
OG0000192	evm.model.RL_5.3624	XP_013638957.1
OG0000192	evm.model.RL_3.2103	XP_013594710.1
OG0000192	evm.model.RL_3.2104	XP_013596163.1
OG0000195	evm.model.RL_6.761	XP_013631799.1
OG0000195	evm.model.RL_7.686, evm.model.RL_6.2234	XP_013637527.1
OG0000196	evm.model.RL_5.2252	XP_013639491.1
OG0000196	evm.model.RL_4.2554	XP_013595737.1
OG0000196	evm.model.RL_1.1858	XP_013639466.1, XP_013625101.1
OG0000197	evm.model.RL_8.487	XP_013601505.1
OG0000197	evm.model.RL_2.911	XP_013616925.1, XP_013624146.1, XP_013589013.1, XP_013614338.1
OG0000200	evm.model.RL_5.455	XP_013607726.1, XP_013624376.1
OG0000203	evm.model.RL_1.381	XP_013594335.1, XP_013635235.1
OG0000203	evm.model.RL_1.380	XP_013584998.1, XP_013615621.1, XP_013639409.1, XP_013592108.1, XP_013610533.1
OG0000204	evm.model.RL_1.2062	XP_013638927.1, XP_013592450.1, XP_013595113.1, XP_013592994.1, XP_013624166.1, XP_013628123.1, XP_013627513.1, XP_013597315.1, XP_013623754.1, XP_013623737.1, XP_013627485.1
OG0000205	evm.model.RL_8.836	XP_013588901.1, XP_013601108.1
OG0000206	evm.model.RL_6.475, evm.model.RL_8.541	XP_013614046.1
OG0000209	evm.model.RL_2.160, evm.model.RL_2.161	XP_013633180.1
OG0000213	evm.model.RL_6.204	XP_013604409.1, XP_013630249.1
OG0000214	evm.model.RL_7.216, evm.model.RL_7.215	XP_013614654.1, XP_013623755.1, XP_013623785.1
OG0000214	evm.model.RL_8.81, evm.model.RL_8.239	XP_013610986.1
OG0000215	evm.model.RL_6.1605	XP_013594524.1, XP_013639221.1, XP_013633308.1
OG0000217	evm.model.RL_3.548	XP_013606916.1
OG0000217	evm.model.RL_3.599	XP_013626388.1
OG0000218	evm.model.RL_5.1347, evm.model.RL_5.1349	XP_013601824.1
OG0000218	evm.model.RL_7.2697_evm.model.RL_7.2698	XP_013609824.1, XP_013593772.1, XP_013616568.1
OG0000219	evm.model.RL_3.1053	XP_013624366.1
OG0000219	evm.model.RL_6.1077	XP_013633313.1
OG0000219	evm.model.RL_8.2397	XP_013627992.1
OG0000220	evm.model.RL_3.318	XP_013632549.1, XP_013637228.1
OG0000224	evm.model.RL_3.2156	XP_013616477.1, XP_013618016.1, XP_013593879.1, XP_013593877.1
OG0000225	evm.model.RL_5.2978, evm.model.RL_5.2982, evm.model.RL_5.2983, evm.model.RL_5.2977	XP_013587120.1
OG0000226	evm.model.RL_8.2609, evm.model.RL_8.2608	XP_013619324.1, XP_013617945.1, XP_013620145.1
OG0000226	evm.model.RL_1.1295, evm.model.RL_1.1199	XP_013597874.1, XP_013597872.1
OG0000228	evm.model.RL_4.998	XP_013603021.1
OG0000228	evm.model.RL_3.1490	XP_013590268.1
OG0000228	evm.model.RL_3.1486	XP_013620218.1
OG0000229	evm.model.RL_8.305, evm.model.RL_8.256, evm.model.RL_8.257	XP_013628081.1, XP_013601305.1
OG0000231	evm.model.RL_2.361	XP_013629410.1, XP_013589249.1, XP_013614382.1, XP_013613717.1
OG0000231	evm.model.RL_3.874, evm.model.RL_3.1104	XP_013618673.1, XP_013589939.1
OG0000233	evm.model.RL_7.2092	XP_013617515.1
OG0000233	evm.model.RL_2.2480	XP_013639250.1, XP_013614648.1
OG0000234	evm.model.RL_7.1848	XP_013634717.1
OG0000234	evm.model.RL_7.860	XP_013634847.1, XP_013604669.1, XP_013588671.1
OG0000234	evm.model.RL_7.861	XP_013635814.1
OG0000234	evm.model.RL_7.862	XP_013635718.1
OG0000234	evm.model.RL_6.2046	XP_013636124.1
OG0000234	evm.model.RL_4.2267	XP_013611475.1
OG0000237	evm.model.RL_2.732	XP_013594372.1, XP_013613872.1, XP_013588940.1
OG0000238	evm.model.RL_4.549, evm.model.RL_4.1383	XP_013594584.1, XP_013594803.1, XP_013639454.1
OG0000240	evm.model.RL_4.753	XP_013600996.1
OG0000240	evm.model.RL_2.1027	XP_013608273.1, XP_013610789.1
OG0000240	evm.model.RL_2.1026	XP_013639519.1
OG0000242	evm.model.RL_7.2542	XP_013610262.1, XP_013596468.1
OG0000244	evm.model.RL_2.1690	XP_013593118.1, XP_013611429.1
OG0000246	evm.model.RL_8.1155	XP_013632421.1, XP_013615528.1
OG0000248	evm.model.RL_8.548	XP_013624066.1, XP_013624067.1
OG0000248	evm.model.RL_7.722	XP_013601679.1
OG0000249	evm.model.RL_6.1769	XP_013631294.1, XP_013631718.1
OG0000249	evm.model.RL_6.1770	XP_013636148.1, XP_013636145.1, XP_013623426.1
OG0000251	evm.model.RL_8.2352	XP_013583448.1
OG0000252	evm.model.RL_3.611	XP_013590850.1
OG0000252	evm.model.RL_4.3241, evm.model.RL_4.3240, evm.model.RL_4.3242, evm.model.RL_5.3777, evm.model.RL_1.1880, evm.model.RL_1.1879, evm.model.RL_1.1878, evm.model.RL_3.263	XP_013601559.1
OG0000253	evm.model.RL_6.613, evm.model.RL_8.1032	XP_013617604.1, XP_013614060.1, XP_013632510.1, XP_013594470.1, XP_013624384.1, XP_013614083.1, XP_013589075.1, XP_013614058.1, XP_013624307.1, XP_013639165.1, XP_013624571.1, XP_013607914.1, XP_013613702.1, XP_013639414.1, XP_013624710.1, XP_013630991.1, XP_013639197.1, XP_013639389.1, XP_013617507.1, XP_013624819.1, XP_013615471.1, XP_013601593.1, XP_013607656.1, XP_013615252.1, XP_013583299.1
OG0000256	evm.model.RL_6.2167, evm.model.RL_4.439	XP_013627237.1, XP_013626278.1
OG0000258	evm.model.RL_7.2389	XP_013614897.1
OG0000258	evm.model.RL_7.2388	XP_013618605.1
OG0000264	evm.model.RL_8.323	XP_013610658.1
OG0000264	evm.model.RL_8.324	XP_013607462.1
OG0000265	evm.model.RL_4.1725	XP_013632826.1
OG0000265	evm.model.RL_2.540, evm.model.RL_3.1127, evm.model.RL_5.2471	XP_013633451.1, XP_013594877.1, XP_013594874.1, XP_013639524.1, XP_013608291.1, XP_013608168.1, XP_013594763.1, XP_013589327.1, XP_013624961.1, XP_013639681.1, XP_013617496.1, XP_013617018.1
OG0000265	evm.model.RL_6.1068	XP_013588953.1
OG0000266	evm.model.RL_7.1038	XP_013601717.1
OG0000266	evm.model.RL_4.734, evm.model.RL_7.884, evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8	XP_013617645.1, XP_013617121.1
OG0000268	evm.model.RL_7.2613	XP_013597635.1, XP_013607868.1
OG0000268	evm.model.RL_7.2615	XP_013606281.1
OG0000268	evm.model.RL_4.3350	XP_013609173.1
OG0000268	evm.model.RL_7.967	XP_013603280.1, XP_013637011.1
OG0000271	evm.model.RL_4.3215	XP_013611497.1
OG0000271	evm.model.RL_4.3212	XP_013628057.1
OG0000273	evm.model.RL_5.2635	XP_013609445.1, XP_013610407.1, XP_013589028.1, XP_013596331.1, XP_013619802.1, XP_013603699.1, XP_013603489.1, XP_013590838.1
OG0000274	evm.model.RL_8.2049	XP_013625891.1
OG0000274	evm.model.RL_7.1747, evm.model.RL_7.1745	XP_013629589.1
OG0000274	evm.model.RL_6.1051	XP_013634861.1, XP_013637340.1, XP_013637342.1
OG0000275	evm.model.RL_3.456, evm.model.RL_1.2114	XP_013589790.1, XP_013591347.1
OG0000278	evm.model.RL_8.1959, evm.model.RL_8.1993	XP_013624759.1
OG0000278	evm.model.RL_3.1756	XP_013632490.1, XP_013636529.1, XP_013636538.1, XP_013636533.1, XP_013636536.1, XP_013616452.1, XP_013583839.1, XP_013597326.1
OG0000279	evm.model.RL_6.568	XP_013583357.1, XP_013624656.1
OG0000279	evm.model.RL_2.847, evm.model.RL_6.745	XP_013639768.1
OG0000280	evm.model.RL_4.115, evm.model.RL_7.2740	XP_013594860.1
OG0000282	evm.model.RL_4.2792	XP_013626870.1, XP_013627166.1, XP_013616049.1, XP_013619195.1
OG0000284	evm.model.RL_4.1106, evm.model.RL_4.1105	XP_013619903.1, XP_013597142.1
OG0000284	evm.model.RL_4.572	XP_013610078.1
OG0000287	evm.model.RL_1.2023	XP_013591874.1
OG0000288	evm.model.RL_6.93	XP_013614925.1, XP_013629132.1, XP_013624164.1
OG0000288	evm.model.RL_1.2504	XP_013610372.1
OG0000290	evm.model.RL_1.1777	XP_013583243.1, XP_013592561.1, XP_013624242.1
OG0000290	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862	XP_013613614.1
OG0000294	evm.model.RL_1.1662	XP_013613847.1, XP_013629139.1
OG0000294	evm.model.RL_6.1779	XP_013630077.1
OG0000294	evm.model.RL_8.188	XP_013629475.1, XP_013611648.1
OG0000297	evm.model.RL_8.2112	XP_013619937.1, XP_013619932.1, XP_013621272.1, XP_013610714.1
OG0000297	evm.model.RL_1.1874	XP_013639809.1, XP_013632661.1
OG0000299	evm.model.RL_3.177	XP_013623753.1
OG0000300	evm.model.RL_1.2518	XP_013630824.1
OG0000300	evm.model.RL_1.2516, evm.model.RL_1.2511	XP_013615102.1
OG0000301	evm.model.RL_1.1569	XP_013629230.1, XP_013639635.1, XP_013632585.1, XP_013639156.1, XP_013614113.1, XP_013594550.1, XP_013594818.1
OG0000303	evm.model.RL_5.1701	XP_013624541.1, XP_013624766.1, XP_013589525.1, XP_013624765.1, XP_013589131.1, XP_013615779.1, XP_013608332.1, XP_013605239.1, XP_013590107.1, XP_013613648.1, XP_013624891.1
OG0000308	evm.model.RL_3.1679, evm.model.RL_3.1680	XP_013589504.1
OG0000308	evm.model.RL_1.2756.3.687c87f0	XP_013600024.1
OG0000310	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096	XP_013610830.1, XP_013628418.1, XP_013616929.1, XP_013613287.1
OG0000311	evm.model.RL_4.1982	XP_013606449.1, XP_013614286.1
OG0000311	evm.model.RL_5.2161	XP_013590383.1
OG0000311	evm.model.RL_2.463	XP_013637496.1
OG0000311	evm.model.RL_3.998	XP_013621636.1
OG0000314	evm.model.RL_5.327	XP_013638562.1, XP_013605539.1, XP_013603309.1
OG0000314	evm.model.RL_5.328	XP_013634837.1, XP_013627258.1, XP_013634788.1
OG0000314	evm.model.RL_6.1397	XP_013636697.1, XP_013622603.1
OG0000315	evm.model.RL_1.1077	XP_013624737.1, XP_013608103.1, XP_013601227.1, XP_013617988.1, XP_013632479.1, XP_013632988.1, XP_013594597.1, XP_013590914.1, XP_013589350.1
OG0000319	evm.model.RL_8.2110	XP_013604074.1, XP_013586115.1, XP_013636551.1, XP_013628786.1, XP_013620255.1, XP_013620256.1, XP_013611417.1
OG0000320	evm.model.RL_3.706, evm.model.RL_3.707, evm.model.RL_3.708	XP_013633075.1, XP_013594982.1, XP_013624296.1, XP_013613450.1, XP_013608034.1
OG0000322	evm.model.RL_3.2239, evm.model.RL_3.2238	XP_013591147.1
OG0000323	evm.model.RL_8.1505	XP_013614781.1, XP_013619112.1
OG0000323	evm.model.RL_2.2281	XP_013597076.1, XP_013596584.1, XP_013600866.1
OG0000323	evm.model.RL_2.2282	XP_013596204.1, XP_013639774.1
OG0000323	evm.model.RL_2.2280	XP_013596321.1, XP_013602977.1
OG0000325	evm.model.RL_6.836	XP_013639845.1, XP_013603867.1
OG0000328	evm.model.RL_2.315	XP_013610362.1, XP_013610358.1
OG0000329	evm.model.RL_1.1997	XP_013592257.1
OG0000330	evm.model.RL_7.377	XP_013588585.1
OG0000332	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a	XP_013628524.1
OG0000332	evm.model.RL_1.1873, evm.model.RL_5.2031	XP_013591750.1, XP_013628373.1
OG0000334	evm.model.RL_7.998	XP_013599508.1
OG0000335	evm.model.RL_1.1041, evm.model.RL_1.1040, evm.model.RL_1.2360	XP_013628407.1, XP_013624173.1
OG0000335	evm.model.RL_5.2876	XP_013607804.1
OG0000335	evm.model.RL_5.3094	XP_013613563.1
OG0000336	evm.model.RL_3.1689_evm.model.RL_3.1692, evm.model.RL_3.1695, evm.model.RL_3.1694, evm.model.RL_3.1693, evm.model.RL_3.1696	XP_013588245.1
OG0000336	evm.model.RL_5.1597	XP_013585022.1
OG0000336	evm.model.RL_3.1688	XP_013618931.1, XP_013590664.1, XP_013590374.1, XP_013589502.1, XP_013590614.1, XP_013588250.1
OG0000338	evm.model.RL_3.604, evm.model.RL_5.818, evm.model.RL_5.827, evm.model.RL_3.628	XP_013608922.1
OG0000341	evm.model.RL_5.2482	XP_013608223.1, XP_013614288.1, XP_013629652.1, XP_013624610.1
OG0000341	evm.model.RL_3.731	XP_013632859.1
OG0000344	evm.model.RL_2.1757	XP_013602611.1, XP_013603475.1, XP_013612895.1, XP_013620174.1, XP_013603159.1
OG0000344	evm.model.RL_2.1173	XP_013627388.1
OG0000345	evm.model.RL_5.1127	XP_013614430.1, XP_013603951.1, XP_013603925.1, XP_013639514.1, XP_013585362.1
OG0000345	evm.model.RL_5.1126	XP_013604090.1, XP_013603949.1
OG0000348	evm.model.RL_8.988	XP_013627872.1, XP_013585384.1
OG0000349	evm.model.RL_2.3096	XP_013627316.1
OG0000350	evm.model.RL_5.2955	XP_013594614.1, XP_013598179.1
OG0000352	evm.model.RL_7.1322	XP_013584779.1
OG0000355	evm.model.RL_3.2369	XP_013626040.1, XP_013587285.1
OG0000356	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842	XP_013615815.1, XP_013591122.1, XP_013592109.1, XP_013591162.1, XP_013605329.1, XP_013589556.1, XP_013588208.1
OG0000357	evm.model.RL_7.2050	XP_013608425.1, XP_013624666.1, XP_013624420.1, XP_013624791.1, XP_013601207.1, XP_013607830.1, XP_013615549.1, XP_013589484.1, XP_013624538.1, XP_013594965.1, XP_013632809.1, XP_013594432.1, XP_013601134.1, XP_013632029.1, XP_013607748.1, XP_013617024.1, XP_013624416.1, XP_013632357.1, XP_013628397.1, XP_013631066.1
OG0000358	evm.model.RL_4.2634, evm.model.RL_5.756, evm.model.RL_5.280	XP_013600499.1, XP_013587167.1, XP_013602022.1
OG0000358	evm.model.RL_4.512, evm.model.RL_4.2635	XP_013625024.1, XP_013619486.1
OG0000358	evm.model.RL_4.2636	XP_013619714.1
OG0000359	evm.model.RL_6.1531	XP_013635658.1
OG0000360	evm.model.RL_8.2767	XP_013611365.1, XP_013607432.1
OG0000361	evm.model.RL_1.1054	XP_013623278.1
OG0000362	evm.model.RL_3.917	XP_013628530.1
OG0000364	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607, evm.model.RL_8.1057	XP_013608128.1, XP_013594430.1, XP_013594694.1, XP_013615274.1, XP_013589168.1, XP_013594403.1, XP_013624570.1
OG0000368	evm.model.RL_2.3252	XP_013590187.1, XP_013599452.1
OG0000368	evm.model.RL_2.3251.1.687c86e8	XP_013593941.1
OG0000368	evm.model.RL_3.1025, evm.model.RL_2.3253	XP_013605587.1
OG0000368	evm.model.RL_2.3254	XP_013598869.1
OG0000369	evm.model.RL_8.2063, evm.model.RL_5.629, evm.model.RL_7.1763	XP_013623048.1, XP_013603088.1, XP_013608778.1, XP_013638648.1
OG0000370	evm.model.RL_5.1545	XP_013602876.1
OG0000370	evm.model.RL_5.1544	XP_013604246.1, XP_013585331.1
OG0000370	evm.model.RL_2.604, evm.model.RL_2.2043	XP_013593167.1, XP_013593168.1, XP_013599700.1, XP_013599691.1, XP_013599541.1
OG0000371	evm.model.RL_5.3286, evm.model.RL_6.2874	XP_013634586.1, XP_013635073.1, XP_013583454.1, XP_013639040.1
OG0000371	evm.model.RL_5.1007	XP_013603282.1
OG0000372	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491	XP_013621452.1, XP_013589349.1, XP_013592507.1, XP_013623354.1, XP_013588759.1, XP_013596148.1
OG0000374	evm.model.RL_8.878	XP_013584584.1
OG0000377	evm.model.RL_3.381	XP_013620825.1
OG0000377	evm.model.RL_5.946	XP_013604727.1
OG0000377	evm.model.RL_3.380	XP_013610000.1
OG0000379	evm.model.RL_5.2400, evm.model.RL_4.2609	XP_013624625.1, XP_013588979.1, XP_013594405.1, XP_013639392.1, XP_013627267.1, XP_013624198.1, XP_013594944.1, XP_013627948.1, XP_013631393.1
OG0000380	evm.model.RL_7.2132	XP_013625151.1
OG0000380	evm.model.RL_3.415	XP_013633244.1
OG0000382	evm.model.RL_5.113, evm.model.RL_8.159	XP_013606142.1, XP_013622500.1
OG0000382	evm.model.RL_3.698	XP_013635241.1, XP_013613576.1
OG0000382	evm.model.RL_5.778	XP_013605289.1, XP_013587547.1
OG0000383	evm.model.RL_5.3045, evm.model.RL_5.3042	XP_013598010.1, XP_013638650.1
OG0000386	evm.model.RL_7.1060	XP_013590573.1
OG0000387	evm.model.RL_6.2452	XP_013631964.1, XP_013631846.1
OG0000387	evm.model.RL_2.1330	XP_013598248.1
OG0000387	evm.model.RL_6.2463	XP_013633460.1
OG0000390	evm.model.RL_1.1863	XP_013593763.1, XP_013639835.1, XP_013638305.1
OG0000391	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d	XP_013598821.1
OG0000391	evm.model.RL_5.3527	XP_013638777.1
OG0000392	evm.model.RL_7.1361	XP_013596476.1
OG0000392	evm.model.RL_2.417	XP_013634825.1
OG0000392	evm.model.RL_2.416	XP_013634595.1
OG0000396	evm.model.RL_7.2206	XP_013598575.1, XP_013616436.1
