Orthogroup	Cardamine_amara	Arabidopsis_thaliana
OG0000368	evm.model.RL_2.3252	AT4G37330.1
OG0000368	evm.model.RL_2.3251.1.687c86e8	AT4G37320.1
OG0000368	evm.model.RL_3.1025	AT1G66540.1
OG0000368	evm.model.RL_2.3253	AT4G37340.1, AT4G37360.1
OG0000368	evm.model.RL_2.3254	AT4G37370.1
OG0000369	evm.model.RL_8.2063	AT2G39590.1
OG0000370	evm.model.RL_5.1545	AT1G17020.1
OG0000370	evm.model.RL_5.1544	AT1G17010.1
OG0000370	evm.model.RL_2.2043	AT4G25310.1, AT4G25300.1
OG0000371	evm.model.RL_5.3286	AT1G26540.1
OG0000371	evm.model.RL_6.2874	AT2G47230.2
OG0000371	evm.model.RL_5.191	AT1G03300.1
OG0000371	evm.model.RL_5.1007	AT1G11420.1
OG0000371	evm.model.RL_6.2873	AT2G47220.1
OG0000372	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491	AT4G27170.1, AT4G27140.1, AT4G27160.1, AT4G27150.1
OG0000374	evm.model.RL_8.878	AT1G47600.1, AT1G51470.1
OG0000377	evm.model.RL_3.379	AT1G60730.3, AT1G60710.1
OG0000377	evm.model.RL_3.381	AT1G60750.1
OG0000377	evm.model.RL_5.946	AT1G10810.1
OG0000381	evm.model.RL_5.425	AT1G24256.1
OG0000381	evm.model.RL_8.2652, evm.model.RL_8.2653	AT1G06925.1
OG0000382	evm.model.RL_8.159	AT4G02080.1
OG0000382	evm.model.RL_3.698	AT1G56330.1
OG0000382	evm.model.RL_5.778	AT1G09180.1
OG0000383	evm.model.RL_5.3041	AT1G28610.2, AT1G28600.1, AT1G31550.2
OG0000383	evm.model.RL_5.3045, evm.model.RL_5.3042	AT1G28570.1, AT1G28580.1
OG0000386	evm.model.RL_7.1060	AT3G53280.1
OG0000386	evm.model.RL_7.1059, evm.model.RL_7.2020	AT3G53305.1, AT3G53300.1, AT5G35715.1
OG0000387	evm.model.RL_6.2452	AT2G43260.2
OG0000387	evm.model.RL_2.1330	AT4G17780.1
OG0000390	evm.model.RL_4.1377	AT2G02290.1, AT5G23470.1
OG0000390	evm.model.RL_8.1517	AT5G54210.1
OG0000390	evm.model.RL_1.1863	AT2G04930.1, AT3G19595.1
OG0000390	evm.model.RL_1.1673, evm.model.RL_7.1867	AT3G17550.1
OG0000391	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d	AT1G22400.1
OG0000391	evm.model.RL_5.3528	AT1G22340.1
OG0000391	evm.model.RL_5.3527	AT1G22360.1
OG0000392	evm.model.RL_7.1363	AT3G50270.1
OG0000392	evm.model.RL_7.1361	AT3G50290.1
OG0000392	evm.model.RL_2.416	AT5G38130.1
OG0000396	evm.model.RL_7.2206	AT3G28345.1
OG0000398	evm.model.RL_1.1276	AT3G13662.1
OG0000398	evm.model.RL_4.886	AT5G49040.1
OG0000398	evm.model.RL_5.3908	AT1G55210.1
OG0000401	evm.model.RL_7.700	AT3G56670.1
OG0000403	evm.model.RL_3.475, evm.model.RL_3.476	AT1G60240.1
OG0000405	evm.model.RL_7.1865, evm.model.RL_6.867, evm.model.RL_6.1772, evm.model.RL_2.871	AT4G20220.1
OG0000406	evm.model.RL_4.1943	AT5G16990.1
OG0000406	evm.model.RL_7.379	AT3G59845.1
OG0000406	evm.model.RL_1.230	AT3G03080.1
OG0000408	evm.model.RL_6.363	AT2G24650.1
OG0000410	evm.model.RL_5.1950	AT1G61430.1, AT1G61400.2, AT1G61440.2
OG0000411	evm.model.RL_8.468	AT4G04620.1
OG0000411	evm.model.RL_2.1704	AT4G21980.2
OG0000412	evm.model.RL_8.1550	AT5G54640.1
OG0000412	evm.model.RL_2.2237	AT4G27230.1
OG0000413	evm.model.RL_1.1261	AT3G13520.1
OG0000413	evm.model.RL_8.1728	AT5G56540.1
OG0000413	evm.model.RL_5.3918	AT1G55330.1
OG0000414	evm.model.RL_5.3277	AT1G26420.1
OG0000415	evm.model.RL_4.2375, evm.model.RL_4.2377	AT5G12090.1
OG0000415	evm.model.RL_4.1043	AT5G27510.1
OG0000415	evm.model.RL_6.2381	AT2G42550.1
OG0000416	evm.model.RL_6.1277	AT2G31862.1, AT2G31720.1, AT2G18810.1
OG0000421	evm.model.RL_2.302	AT5G39160.1, AT5G39190.1, AT5G39130.1
OG0000422	evm.model.RL_5.809	AT1G09500.1
OG0000422	evm.model.RL_5.810	AT1G09510.1
OG0000422	evm.model.RL_5.808.1.687c88af	AT1G09480.1, AT1G09490.1
OG0000423	evm.model.RL_3.1665	AT1G72730.1
OG0000423	evm.model.RL_5.3889	AT1G54270.1
OG0000423	evm.model.RL_1.1311	AT3G13920.5
OG0000424	evm.model.RL_8.373	AT4G03450.1
OG0000425	evm.model.RL_5.3756	AT1G52970.1
OG0000426	evm.model.RL_1.2512	AT2G07290.1
OG0000427	evm.model.RL_3.2260	AT1G78635.1
OG0000427	evm.model.RL_2.1164, evm.model.RL_3.2261	AT1G78640.1
OG0000429	evm.model.RL_4.1204	AT5G25400.1
OG0000429	evm.model.RL_4.2465	AT5G11230.1
OG0000429	evm.model.RL_2.2744	AT4G32390.1
OG0000429	evm.model.RL_6.461	AT2G25520.1
OG0000430	evm.model.RL_1.2834	AT2G16600.1
OG0000430	evm.model.RL_6.22	AT2G21130.1
OG0000430	evm.model.RL_2.3452	AT4G38740.1
OG0000431	evm.model.RL_3.561	AT1G58360.1
OG0000431	evm.model.RL_5.862_evm.model.RL_5.863	AT1G10010.2
OG0000432	evm.model.RL_8.1360, evm.model.RL_8.1364	AT5G52640.1
OG0000432	evm.model.RL_8.1680	AT5G56030.2, AT5G56010.1, AT5G56000.1
OG0000433	evm.model.RL_4.595	AT1G65340.1
OG0000435	evm.model.RL_5.1716, evm.model.RL_5.1713, evm.model.RL_5.1714	AT1G18760.1
OG0000436	evm.model.RL_8.1743	AT4G26230.1, AT5G56710.1
OG0000436	evm.model.RL_1.3151	AT2G19740.1
OG0000437	evm.model.RL_5.2608	AT1G33590.2
OG0000438	evm.model.RL_2.1752	AT4G22485.1
OG0000439	evm.model.RL_5.461_evm.model.RL_5.462.2.687c9b4b	AT1G06020.1
OG0000439	evm.model.RL_7.411	AT3G59480.1
OG0000439	evm.model.RL_6.1235	AT2G31390.1
OG0000440	evm.model.RL_4.1896	AT2G36180.1, AT5G17470.1
OG0000440	evm.model.RL_1.259	AT3G03400.1
OG0000440	evm.model.RL_1.260	AT3G03410.1
OG0000441	evm.model.RL_1.1577	AT3G16460.1
OG0000442	evm.model.RL_7.1601	AT4G38870.1
OG0000446	evm.model.RL_8.2324	AT5G62540.1
OG0000446	evm.model.RL_7.2573	AT2G02760.1
OG0000446	evm.model.RL_5.1283	AT1G14400.1
OG0000447	evm.model.RL_1.1423	AT3G15060.1
OG0000447	evm.model.RL_8.2153	AT5G60860.1
OG0000447	evm.model.RL_6.1484	AT2G33870.1
OG0000448	evm.model.RL_4.100	AT5G46960.1, AT5G46950.1
OG0000448	evm.model.RL_4.101	AT5G46940.1
OG0000448	evm.model.RL_4.102	AT5G46930.1
OG0000449	evm.model.RL_7.1766	AT3G46010.2
OG0000449	evm.model.RL_8.2067	AT5G59890.1
OG0000449	evm.model.RL_7.1767	AT3G46000.2
OG0000449	evm.model.RL_8.2066	AT5G59880.1
OG0000450	evm.model.RL_6.2784	AT1G42700.1
OG0000450	evm.model.RL_2.603, evm.model.RL_4.971	AT1G40087.1, AT3G30200.1
OG0000453	evm.model.RL_6.1003	AT3G45920.1
OG0000454	evm.model.RL_8.1369	AT5G52750.1, AT5G52760.1, AT5G52770.1
OG0000457	evm.model.RL_4.2343	AT5G16350.1, AT5G12420.1
OG0000458	evm.model.RL_6.819, evm.model.RL_6.820, evm.model.RL_8.1388, evm.model.RL_8.1390	AT2G27315.1
OG0000460	evm.model.RL_3.473	AT1G60090.1, AT1G60270.1, AT1G60260.1
OG0000460	evm.model.RL_6.2924	AT1G45191.1
OG0000461	evm.model.RL_6.1809	AT2G37700.3
OG0000461	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911	AT1G02190.1
OG0000461	evm.model.RL_8.2929, evm.model.RL_5.2910	AT1G02205.3
OG0000466	evm.model.RL_4.3195, evm.model.RL_4.3197	AT5G03390.1
OG0000467	evm.model.RL_2.1432, evm.model.RL_7.492	AT4G18730.1, AT5G45775.2, AT3G58700.1
OG0000468	evm.model.RL_7.908	AT3G54700.1
OG0000468	evm.model.RL_6.1370	AT2G32830.1
OG0000468	evm.model.RL_6.2006	AT2G38940.1
OG0000471	evm.model.RL_5.3017	AT1G29090.1
OG0000471	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019	AT1G29080.1
OG0000471	evm.model.RL_5.3015	AT1G29110.1
OG0000472	evm.model.RL_2.9	AT5G40240.2
OG0000472	evm.model.RL_2.8	AT5G40230.1
OG0000473	evm.model.RL_8.2204	AT5G61310.1
OG0000474	evm.model.RL_4.1353	AT5G23740.1
OG0000474	evm.model.RL_7.1494	AT3G48930.1
OG0000475	evm.model.RL_3.171	AT1G63200.1, AT1G63190.1
OG0000477	evm.model.RL_4.2841	AT5G07090.1
OG0000477	evm.model.RL_8.1916.1.687c855e, evm.model.RL_6.1936, evm.model.RL_1.2914	AT2G17360.1
OG0000481	evm.model.RL_2.858	AT1G44810.1, AT4G00250.1, AT4G00238.1
OG0000482	evm.model.RL_3.1086, evm.model.RL_2.377	AT1G67090.1
OG0000483	evm.model.RL_8.1626	AT5G55410.2
OG0000483	evm.model.RL_8.1628, evm.model.RL_8.1627	AT5G55450.1
OG0000484	evm.model.RL_4.1853	AT5G17890.1
OG0000487	evm.model.RL_6.1422, evm.model.RL_1.357, evm.model.RL_5.300	AT3G04400.1
OG0000489	evm.model.RL_1.499	AT3G05685.1
OG0000489	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383	AT4G03570.1, AT4G03590.1
OG0000495	evm.model.RL_8.1497, evm.model.RL_8.1494	AT2G25150.1
OG0000495	evm.model.RL_6.241	AT2G23510.1
OG0000498	evm.model.RL_8.1435	AT5G53400.1
OG0000498	evm.model.RL_5.3097	AT4G27890.1
OG0000499	evm.model.RL_2.1390.1.687c86e2	AT4G18360.1
OG0000499	evm.model.RL_3.2236, evm.model.RL_5.1890	AT3G14415.2, AT3G14420.1
OG0000500	evm.model.RL_4.344	AT5G45090.1
OG0000501	evm.model.RL_5.2509	AT1G35190.1
OG0000501	evm.model.RL_7.1731, evm.model.RL_1.2766	AT3G46490.1
OG0000501	evm.model.RL_7.1732	AT3G46480.1
OG0000502	evm.model.RL_4.1265, evm.model.RL_7.1712	AT5G25600.1
OG0000504	evm.model.RL_4.3277	AT5G02610.2
OG0000504	evm.model.RL_6.2050	AT2G39390.1
OG0000504	evm.model.RL_1.857	AT3G09500.1
OG0000506	evm.model.RL_4.2927	AT5G43610.1, AT2G14670.1, AT1G66570.1, AT5G06170.1
OG0000506	evm.model.RL_3.1583	AT1G71880.1
OG0000508	evm.model.RL_6.1717	AT2G30615.1
OG0000509	evm.model.RL_2.485	AT4G16555.1
OG0000509	evm.model.RL_2.1208	AT4G16540.1, AT2G03020.1
OG0000510	evm.model.RL_3.457	AT1G60500.1
OG0000511	evm.model.RL_2.1043	AT4G15160.1
OG0000511	evm.model.RL_3.238	AT1G62500.1
OG0000512	evm.model.RL_2.1853	AT4G23350.1, AT4G23355.1, AT4G23360.1, AT4G23365.1
OG0000512	evm.model.RL_2.1854	AT4G23370.1, AT4G23373.1
OG0000512	evm.model.RL_7.2237	AT2G20170.1
OG0000513	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7	AT3G53610.1
OG0000513	evm.model.RL_7.1762	AT3G46060.1
OG0000513	evm.model.RL_8.2062	AT5G59840.1
OG0000514	evm.model.RL_1.1956, evm.model.RL_1.1955	AT3G20370.1
OG0000514	evm.model.RL_1.1957	AT3G20360.1
OG0000515	evm.model.RL_5.3997, evm.model.RL_5.3996, evm.model.RL_5.3998	AT1G56120.1
OG0000515	evm.model.RL_5.3999	AT1G56140.1, AT1G56130.2
OG0000520	evm.model.RL_6.2708	AT5G47930.1
OG0000520	evm.model.RL_4.754	AT3G61111.1
OG0000521	evm.model.RL_5.2511	AT1G35160.2
OG0000521	evm.model.RL_8.860	AT4G09000.2
OG0000521	evm.model.RL_3.2229	AT1G78300.1
OG0000522	evm.model.RL_5.2665	AT1G32940.1
OG0000522	evm.model.RL_8.724.1.687c8558	AT4G10540.1
OG0000523	evm.model.RL_5.3093	AT1G28040.1
OG0000523	evm.model.RL_7.198	AT5G36001.1
OG0000523	evm.model.RL_7.199	AT2G25410.1
OG0000524	evm.model.RL_1.735	AT3G07840.1
OG0000524	evm.model.RL_1.734	AT3G07820.1
OG0000524	evm.model.RL_4.768	AT5G48140.1
OG0000525	evm.model.RL_3.2252	AT1G78570.1
OG0000525	evm.model.RL_1.1399	AT3G14790.2
OG0000525	evm.model.RL_5.3805	AT1G53500.1
OG0000526	evm.model.RL_7.1608	AT3G47780.1
OG0000526	evm.model.RL_7.1613	AT3G47740.1
OG0000526	evm.model.RL_7.1612, evm.model.RL_7.1611	AT3G47750.1
OG0000526	evm.model.RL_7.1609	AT3G47770.2
OG0000529	evm.model.RL_4.1462	AT5G22540.1
OG0000529	evm.model.RL_8.1947, evm.model.RL_7.1657	AT3G47250.1, AT3G47200.1
OG0000533	evm.model.RL_2.3413, evm.model.RL_6.67	AT4G39200.1
OG0000533	evm.model.RL_2.2982	AT4G34555.1
OG0000533	evm.model.RL_1.2814	AT2G16360.1
OG0000537	evm.model.RL_8.362	AT4G03290.1
OG0000537	evm.model.RL_1.692	AT3G07490.1
OG0000538	evm.model.RL_6.2482, evm.model.RL_6.2483	AT2G43590.1
OG0000539	evm.model.RL_3.492	AT5G65940.1
OG0000539	evm.model.RL_6.1158	AT2G30660.1
OG0000540	evm.model.RL_6.1049	AT2G29490.1
OG0000540	evm.model.RL_6.1046	AT2G29480.1
OG0000540	evm.model.RL_6.1045	AT2G29470.1
OG0000540	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044	AT2G29460.1
OG0000541	evm.model.RL_6.1036	AT2G29370.1
OG0000542	evm.model.RL_4.2027.1.687c86d7	AT5G16130.1
OG0000542	evm.model.RL_5.2133	AT1G48830.1
OG0000542	evm.model.RL_1.173	AT3G02560.1
OG0000543	evm.model.RL_6.338	AT2G24285.2, AT3G42940.1, AT2G24480.1, AT3G28620.1, AT5G43200.1, AT2G24460.1
OG0000544	evm.model.RL_5.383	AT1G05250.1, AT1G05240.1
OG0000545	evm.model.RL_3.1918	AT1G75050.1
OG0000545	evm.model.RL_3.1916_evm.model.RL_3.1917	AT1G75040.1
OG0000545	evm.model.RL_3.1915	AT1G75030.1
OG0000546	evm.model.RL_1.2886	AT2G17080.1
OG0000546	evm.model.RL_1.2884	AT2G17070.1
OG0000550	evm.model.RL_6.1710	AT2G36170.1, AT3G52590.1
OG0000551	evm.model.RL_8.2558	AT5G64740.1
OG0000551	evm.model.RL_2.3398	AT4G39350.1
OG0000551	evm.model.RL_4.2595.1.687c86da	AT5G09870.1
OG0000552	evm.model.RL_5.3425	AT1G23410.1
OG0000552	evm.model.RL_7.139, evm.model.RL_6.1199	AT3G62250.1
OG0000553	evm.model.RL_5.2576	AT1G33890.1
OG0000553	evm.model.RL_5.2594	AT1G33880.1
OG0000553	evm.model.RL_5.2596	AT1G33830.1
OG0000553	evm.model.RL_5.2595	AT1G33870.1
OG0000553	evm.model.RL_5.2577	AT1G33900.1
OG0000553	evm.model.RL_5.2578	AT1G33910.1
OG0000553	evm.model.RL_5.2593	AT1G33930.1
OG0000554	evm.model.RL_3.335	AT1G61580.1
OG0000556	evm.model.RL_1.2383	AT3G24830.1
OG0000557	evm.model.RL_7.337	AT3G60270.1
OG0000558	evm.model.RL_3.444, evm.model.RL_6.2355	AT2G41910.1
OG0000559	evm.model.RL_4.3249	AT5G02910.1
OG0000559	evm.model.RL_4.3262	AT3G28410.1, AT5G02700.1
OG0000560	evm.model.RL_8.2034	AT5G59530.1
OG0000560	evm.model.RL_8.2035	AT5G59540.1
OG0000561	evm.model.RL_8.2590.1.687c8562	AT1G77080.8
OG0000561	evm.model.RL_8.2591	AT5G65070.3
OG0000562	evm.model.RL_1.516.4.687c87ea	AT3G05840.1
OG0000562	evm.model.RL_4.2164	AT5G14640.1
OG0000562	evm.model.RL_4.1100	AT5G26751.1
OG0000564	evm.model.RL_6.367	AT2G24720.1, AT2G24710.3
OG0000565	evm.model.RL_3.1396	AT1G70030.1
OG0000566	evm.model.RL_4.1597	AT5G20560.1, AT5G20390.1
OG0000567	evm.model.RL_1.1621	AT3G16960.1
OG0000569	evm.model.RL_6.1611	AT2G35250.1
OG0000570	evm.model.RL_1.121	AT3G02080.1
OG0000571	evm.model.RL_8.2145	AT5G60770.1
OG0000571	evm.model.RL_5.659, evm.model.RL_5.658	AT1G08090.1
OG0000572	evm.model.RL_7.1752	AT3G46190.2
OG0000572	evm.model.RL_3.1767	AT1G58270.1
OG0000573	evm.model.RL_3.359.1.687c84ba	AT1G57570.1
OG0000575	evm.model.RL_7.1987	AT3G44010.1, AT4G33865.1, AT3G43980.1
OG0000578	evm.model.RL_5.908	AT1G10430.1
OG0000578	evm.model.RL_3.507	AT1G59830.1
OG0000578	evm.model.RL_3.1392	AT1G69960.1
OG0000579	evm.model.RL_8.1361, evm.model.RL_8.1365	AT5G52650.1, AT4G25740.1
OG0000579	evm.model.RL_2.2089	AT5G41520.1
OG0000580	evm.model.RL_6.2547	AT2G44220.1
OG0000580	evm.model.RL_6.2549	AT2G44240.1
OG0000581	evm.model.RL_1.834, evm.model.RL_1.833	AT3G09260.1
OG0000582	evm.model.RL_7.1671, evm.model.RL_4.1470	AT5G22440.1
OG0000582	evm.model.RL_5.694.2.687c88ae	AT2G27530.1
OG0000584	evm.model.RL_5.241	AT1G03860.1, AT5G44140.1
OG0000584	evm.model.RL_2.2368	AT4G28510.1
OG0000585	evm.model.RL_1.1384, evm.model.RL_6.1536	AT3G14600.1, AT2G34480.2, AT1G29965.1
OG0000586	evm.model.RL_1.2875.1.687c87f0	AT2G16990.1
OG0000586	evm.model.RL_4.663	AT5G42210.1
OG0000587	evm.model.RL_8.220	AT4G01480.1
OG0000587	evm.model.RL_6.2828	AT2G46860.1
OG0000587	evm.model.RL_5.72	AT1G01050.1
OG0000588	evm.model.RL_1.1413	AT3G14940.1
OG0000588	evm.model.RL_6.2386	AT2G42600.1
OG0000588	evm.model.RL_5.3792	AT1G53310.1
OG0000589	evm.model.RL_8.2060	AT5G59820.1
OG0000589	evm.model.RL_7.1759	AT3G46090.1, AT3G46080.1
OG0000589	evm.model.RL_7.1761	AT3G46070.1
OG0000590	evm.model.RL_4.1063.1.687c86d1	AT5G27770.1
OG0000590	evm.model.RL_5.138	AT1G02830.1
OG0000592	evm.model.RL_5.2146	AT1G48630.1
OG0000592	evm.model.RL_1.1725	AT3G18130.1
OG0000592	evm.model.RL_5.1635	AT1G18080.1
OG0000595	evm.model.RL_7.1899	AT3G44550.1
OG0000595	evm.model.RL_7.1900	AT3G44540.1
OG0000595	evm.model.RL_4.1472	AT5G22420.1
OG0000596	evm.model.RL_4.1645_evm.model.RL_4.1646	AT5G20020.1
OG0000596	evm.model.RL_8.1605	AT5G55080.1
OG0000597	evm.model.RL_6.1195	AT2G26720.1
OG0000600	evm.model.RL_8.1733	AT5G56600.1
OG0000600	evm.model.RL_1.3152	AT2G19760.1
OG0000600	evm.model.RL_2.2457	AT4G29350.1
OG0000601	evm.model.RL_2.297	AT5G39320.1
OG0000602	evm.model.RL_7.1068	AT3G53230.1
OG0000602	evm.model.RL_1.894, evm.model.RL_1.895	AT3G09840.1
OG0000604	evm.model.RL_7.79	AT2G47610.1
OG0000604	evm.model.RL_2.2009	AT3G62870.1
OG0000605	evm.model.RL_3.1817	AT1G74020.1
OG0000605	evm.model.RL_3.1815	AT1G74000.1
OG0000605	evm.model.RL_3.1816	AT1G74010.1
OG0000606	evm.model.RL_1.1521	AT3G15980.5
OG0000606	evm.model.RL_3.2481	AT1G79990.1
OG0000606	evm.model.RL_5.3705.2.687c88c4	AT1G52360.2
OG0000607	evm.model.RL_1.1811	AT3G19020.1
OG0000607	evm.model.RL_1.2784	AT2G15880.1
OG0000607	evm.model.RL_2.2912	AT4G33970.1
OG0000608	evm.model.RL_7.588	AT3G57710.1
OG0000612	evm.model.RL_3.547	AT1G58684.1, AT1G59359.1, AT1G58983.1, AT1G58380.1
OG0000612	evm.model.RL_7.617	AT3G57490.1
OG0000613	evm.model.RL_1.163	AT3G02480.1
OG0000613	evm.model.RL_2.347, evm.model.RL_2.354	AT5G38760.1
OG0000614	evm.model.RL_8.733	AT5G08680.1
OG0000614	evm.model.RL_8.730, evm.model.RL_8.731	AT5G08690.1, AT5G08670.1
OG0000615	evm.model.RL_1.2984	AT2G18020.1
OG0000615	evm.model.RL_2.3143	AT4G36130.1
OG0000615	evm.model.RL_7.1268	AT3G51190.1
OG0000616	evm.model.RL_8.2134	AT5G60670.1
OG0000617	evm.model.RL_8.191, evm.model.RL_8.199	AT4G01770.2, AT4G01750.1
OG0000617	evm.model.RL_8.110	AT4G01220.1
OG0000618	evm.model.RL_3.2253	AT1G78580.1
OG0000618	evm.model.RL_5.1540	AT1G17000.1, AT1G16980.1
OG0000618	evm.model.RL_2.2268	AT4G27550.1
OG0000619	evm.model.RL_7.1046	AT3G53420.1
OG0000620	evm.model.RL_5.1688	AT1G18540.1
OG0000620	evm.model.RL_3.1824	AT1G74060.1, AT1G74050.1
OG0000621	evm.model.RL_8.514	AT4G05540.1
OG0000621	evm.model.RL_2.528	AT5G37030.1
OG0000621	evm.model.RL_2.525_evm.model.RL_2.524	AT5G37160.1, AT5G37165.1
OG0000622	evm.model.RL_6.110	AT2G22050.1
OG0000626	evm.model.RL_3.143, evm.model.RL_3.144, evm.model.RL_3.142	AT1G63570.2
OG0000626	evm.model.RL_3.138	AT1G63600.1
OG0000627	evm.model.RL_8.1631	AT5G55480.1
OG0000628	evm.model.RL_3.2192.1.687c84bd	AT1G77940.1
OG0000628	evm.model.RL_1.1784	AT1G36240.1
OG0000630	evm.model.RL_2.413	AT5G38160.1, AT5G38170.1
OG0000630	evm.model.RL_2.412, evm.model.RL_3.980, evm.model.RL_2.406	AT5G38180.1, AT5G38195.1, AT5G38197.1
OG0000633	evm.model.RL_7.2010	AT3G42170.1
OG0000634	evm.model.RL_8.2014	AT5G59310.1
OG0000635	evm.model.RL_6.1124	AT2G30310.1
OG0000635	evm.model.RL_3.556	AT2G31540.1, AT1G58430.1
OG0000635	evm.model.RL_3.509	AT2G31550.1
OG0000636	evm.model.RL_4.2957	AT5G05870.1
OG0000636	evm.model.RL_4.1763, evm.model.RL_4.2956	AT5G05890.1, AT5G05880.1
OG0000636	evm.model.RL_4.2955	AT5G05900.1
OG0000638	evm.model.RL_1.2536, evm.model.RL_2.150	AT5G63820.1
OG0000641	evm.model.RL_1.2106	AT3G21780.1
OG0000642	evm.model.RL_2.298	AT5G39300.1, AT5G39280.1, AT5G39290.1, AT5G39270.1
OG0000645	evm.model.RL_2.938	AT4G14245.1
OG0000646	evm.model.RL_7.2116	AT3G29160.1
OG0000646	evm.model.RL_1.113	AT3G01090.2
OG0000647	evm.model.RL_1.876	AT3G09680.1
OG0000648	evm.model.RL_7.93	AT4G27820.1
OG0000649	evm.model.RL_5.2409	AT1G41830.1
OG0000649	evm.model.RL_5.3571	AT1G21860.1, AT1G21850.1
OG0000650	evm.model.RL_4.223	AT5G46040.1
OG0000650	evm.model.RL_4.222	AT5G46050.1
OG0000652	evm.model.RL_4.1390, evm.model.RL_4.1389, evm.model.RL_4.1391	AT5G23360.1, AT5G23350.1, AT5G23370.1
OG0000653	evm.model.RL_3.839	AT1G67020.1
OG0000654	evm.model.RL_8.2042, evm.model.RL_8.2010	AT1G35890.1, AT3G46565.1
OG0000658	evm.model.RL_4.1057, evm.model.RL_7.2265, evm.model.RL_7.992	AT5G27700.1, AT3G53890.1
OG0000660	evm.model.RL_7.1691	AT3G46830.1
OG0000661	evm.model.RL_6.1256, evm.model.RL_6.1074, evm.model.RL_6.2013, evm.model.RL_6.1251	AT5G35530.1, AT3G53870.1, AT2G31610.1
OG0000662	evm.model.RL_4.2054	AT5G15840.1
OG0000662	evm.model.RL_1.149	AT3G02380.1
OG0000662	evm.model.RL_4.2053	AT5G15850.1
OG0000663	evm.model.RL_5.3202	AT1G24735.2
OG0000663	evm.model.RL_3.1173	AT1G67980.1
OG0000664	evm.model.RL_1.1043	AT3G11390.1, AT3G11385.1, AT3G11370.1, AT3G11402.1
OG0000665	evm.model.RL_7.2342	AT2G24870.1
OG0000666	evm.model.RL_2.2449	AT4G29305.1, AT4G29300.1
OG0000667	evm.model.RL_7.1908	AT3G44180.1, AT3G44060.1, AT3G44090.1, AT3G44080.1, AT3G44810.1, AT3G42770.1
OG0000669	evm.model.RL_6.2536	AT2G44120.2
OG0000669	evm.model.RL_1.1267	AT3G13580.1
OG0000669	evm.model.RL_7.2672	AT2G01250.1
OG0000670	evm.model.RL_2.1876	AT4G23600.1
OG0000672	evm.model.RL_6.1514	AT2G34250.1
OG0000672	evm.model.RL_3.2269	AT1G78720.1
OG0000672	evm.model.RL_5.2994	AT1G29310.1
OG0000673	evm.model.RL_7.2439	AT3G25820.1, AT3G25830.1, AT3G25810.1
OG0000673	evm.model.RL_6.309	AT2G24210.1
OG0000674	evm.model.RL_5.134	AT1G02810.1
OG0000674	evm.model.RL_6.2908	AT2G47550.1
OG0000674	evm.model.RL_8.252	AT4G02330.1
OG0000675	evm.model.RL_6.1302	AT2G32060.1
OG0000675	evm.model.RL_5.1447	AT1G15930.1
OG0000676	evm.model.RL_5.557	AT1G07070.1
OG0000676	evm.model.RL_7.783	AT3G55750.1, AT1G41880.1
OG0000676	evm.model.RL_3.1843	AT1G74270.1
OG0000677	evm.model.RL_5.3342	AT1G27030.1
OG0000685	evm.model.RL_2.2469	AT4G29480.1
OG0000685	evm.model.RL_1.3145	AT2G19680.1
OG0000685	evm.model.RL_2.2139	AT4G26210.1
OG0000686	evm.model.RL_2.2897, evm.model.RL_4.849	AT4G33830.1, AT4G33840.1
OG0000686	evm.model.RL_2.2898	AT4G33860.1
OG0000687	evm.model.RL_2.1206	AT4G16520.1
OG0000687	evm.model.RL_6.2651	AT2G45170.1
OG0000687	evm.model.RL_7.301	AT3G60640.1
OG0000688	evm.model.RL_7.2596	AT2G02250.1
OG0000689	evm.model.RL_5.3488, evm.model.RL_8.807, evm.model.RL_5.2568	AT1G34030.1, AT1G22780.1, AT4G09800.1
OG0000690	evm.model.RL_5.2417	AT5G33330.1, AT4G03040.1, AT1G66045.1
OG0000691	evm.model.RL_6.2044	AT2G39310.1
OG0000692	evm.model.RL_7.488, evm.model.RL_7.487	AT3G58740.1
OG0000692	evm.model.RL_7.486	AT3G58750.1
OG0000692	evm.model.RL_6.2405	AT2G42790.1
OG0000693	evm.model.RL_7.784	AT3G55740.1
OG0000693	evm.model.RL_3.868	AT2G36590.1
OG0000693	evm.model.RL_6.2102	AT2G39890.1
OG0000694	evm.model.RL_6.362	AT2G24645.3, AT4G00260.1
OG0000697	evm.model.RL_5.1919	AT1G51538.1
OG0000700	evm.model.RL_6.1019	AT2G29120.1
OG0000700	evm.model.RL_6.1017, evm.model.RL_6.1016	AT2G29100.2
OG0000700	evm.model.RL_6.1018	AT2G29110.2
