Orthogroup	Cardamine_amara	Brassica_rapa
OG0000164	evm.model.RL_4.218	XP_009152161.2, XP_033128791.1, XP_009152162.1, XP_009114077.2
OG0000165	evm.model.RL_7.798	XP_033145232.1, XP_018508434.1, XP_033134004.1, XP_018513877.1
OG0000165	evm.model.RL_1.2284	XP_033143356.1
OG0000167	evm.model.RL_8.1410, evm.model.RL_8.842, evm.model.RL_2.1517	XP_009132947.2
OG0000167	evm.model.RL_2.1514	XP_033138466.1
OG0000171	evm.model.RL_3.1439	XP_009127800.1, XP_033134622.1, XP_033130273.1, XP_009103171.1
OG0000171	evm.model.RL_4.2162.1.687c86d7	XP_033137829.1
OG0000172	evm.model.RL_7.1680, evm.model.RL_7.1683	XP_033146362.1
OG0000173	evm.model.RL_5.288	XP_033131411.1, XP_033146510.1, XP_033141924.1, XP_033144486.1, XP_033143949.1, XP_009137270.1, XP_033143950.1, XP_033148640.1, XP_033132808.1, XP_033147154.1, XP_033140197.1, XP_033132217.1, XP_033128174.1, XP_033136537.1
OG0000174	evm.model.RL_1.135, evm.model.RL_2.746, evm.model.RL_7.2138, evm.model.RL_1.3079	XP_033131805.1, XP_033128516.1, XP_033138985.1
OG0000175	evm.model.RL_7.1254	XP_033144807.1, XP_009115809.1
OG0000175	evm.model.RL_5.1839	XP_009110241.1
OG0000175	evm.model.RL_2.3025	XP_009107160.1
OG0000175	evm.model.RL_2.3122	XP_009112460.1, XP_009121076.1, XP_009124572.1
OG0000177	evm.model.RL_2.478	XP_033133384.1
OG0000180	evm.model.RL_4.643	XP_009142475.1
OG0000180	evm.model.RL_4.185	XP_033144869.1
OG0000185	evm.model.RL_5.3641, evm.model.RL_3.292	XP_018512005.1
OG0000185	evm.model.RL_8.2218	XP_009151510.2, XP_009145081.1
OG0000185	evm.model.RL_6.431	XP_009114858.1
OG0000187	evm.model.RL_1.1017	XP_033142277.1, XP_009135996.2, XP_009146778.2, XP_009146779.1
OG0000189	evm.model.RL_5.2279, evm.model.RL_4.1578	XP_033138718.1
OG0000190	evm.model.RL_8.473	XP_009134310.1
OG0000190	evm.model.RL_8.474.1.687c8557	XP_009134313.1
OG0000190	evm.model.RL_8.916	XP_009114566.2, XP_009144506.1, XP_009144502.1
OG0000191	evm.model.RL_1.1588	XP_033136709.1
OG0000192	evm.model.RL_5.3624	XP_009103301.1
OG0000192	evm.model.RL_3.2104	XP_033132885.1
OG0000195	evm.model.RL_6.761	XP_009140755.1
OG0000195	evm.model.RL_7.686, evm.model.RL_6.2234	XP_009139073.1
OG0000195	evm.model.RL_2.437, evm.model.RL_3.1018	XP_009105204.1
OG0000196	evm.model.RL_1.1858	XP_033136326.1, XP_009109613.1
OG0000197	evm.model.RL_2.911	XP_033142545.1, XP_033128946.1, XP_033129265.1, XP_033141548.1
OG0000200	evm.model.RL_5.455	XP_033134513.1
OG0000203	evm.model.RL_1.381	XP_033147068.1, XP_033147041.1
OG0000203	evm.model.RL_1.380	XP_033134665.1, XP_033135894.1, XP_009124984.2, XP_033137619.1, XP_033136539.1
OG0000204	evm.model.RL_1.2062	XP_018515099.1, XP_009122925.1, XP_018514914.1, XP_018513505.1, XP_033143227.1, XP_018513498.1, XP_018511790.1, XP_009135819.1, XP_033144214.1
OG0000205	evm.model.RL_8.836	XP_033132763.1
OG0000207	evm.model.RL_3.2270	XP_009106592.3
OG0000209	evm.model.RL_3.58, evm.model.RL_3.243, evm.model.RL_6.273	XP_009112818.1
OG0000210	evm.model.RL_7.2509	XP_033129079.1
OG0000213	evm.model.RL_6.204	XP_033136677.1, XP_033130301.1, XP_009133997.1
OG0000214	evm.model.RL_7.216, evm.model.RL_7.215	XP_033128644.1
OG0000214	evm.model.RL_8.81, evm.model.RL_8.239	XP_018510493.2, XP_033136786.1, XP_033136787.1, XP_033139302.1, XP_033136790.1, XP_033139304.1, XP_033136797.1, XP_033139309.1, XP_033136798.1, XP_033139307.1, XP_009111284.2
OG0000217	evm.model.RL_3.599	XP_033143525.1
OG0000218	evm.model.RL_5.1347, evm.model.RL_5.1349	XP_009117861.2
OG0000218	evm.model.RL_7.2697_evm.model.RL_7.2698	XP_009114232.1, XP_009101339.1, XP_009129226.1
OG0000219	evm.model.RL_3.1053	XP_033129569.1
OG0000219	evm.model.RL_6.1077	XP_033145279.1
OG0000219	evm.model.RL_8.2397	XP_009150384.1
OG0000220	evm.model.RL_3.318	XP_009143662.1, XP_033146950.1
OG0000224	evm.model.RL_3.2156	XP_009128234.1, XP_009101726.1
OG0000225	evm.model.RL_5.2978, evm.model.RL_5.2982, evm.model.RL_5.2983, evm.model.RL_5.2977	XP_009115238.1
OG0000226	evm.model.RL_8.2609, evm.model.RL_8.2608	XP_009129754.1
OG0000226	evm.model.RL_1.1295, evm.model.RL_1.1199	XP_033131216.1, XP_018508547.1
OG0000228	evm.model.RL_4.998	XP_009110123.1
OG0000228	evm.model.RL_3.1484, evm.model.RL_3.1485	XP_009105750.1
OG0000228	evm.model.RL_3.1490	XP_009127830.1, XP_033130552.1
OG0000228	evm.model.RL_3.1486	XP_033141574.1, XP_009127833.1
OG0000229	evm.model.RL_8.305, evm.model.RL_8.256, evm.model.RL_8.257	XP_009108973.2, XP_009108976.2, XP_009102300.2, XP_009127652.1
OG0000231	evm.model.RL_2.361	XP_033137004.1, XP_033137966.1, XP_033131398.1, XP_033131015.1
OG0000231	evm.model.RL_3.874, evm.model.RL_3.1104	XP_009127540.1, XP_009105266.1
OG0000234	evm.model.RL_7.1848	XP_009124228.1
OG0000234	evm.model.RL_7.860	XP_033146519.1, XP_009116212.1, XP_009103951.1
OG0000234	evm.model.RL_7.861	XP_009139199.2
OG0000234	evm.model.RL_7.862	XP_009139200.1
OG0000234	evm.model.RL_6.2046	XP_033148760.1
OG0000234	evm.model.RL_4.2267	XP_009121752.1
OG0000237	evm.model.RL_2.732	XP_033138965.1, XP_033139265.1, XP_033139531.1, XP_033138898.1, XP_033139125.1, XP_033139379.1, XP_033139165.1, XP_033139278.1, XP_033139030.1
OG0000240	evm.model.RL_4.753	XP_033137486.1
OG0000241	evm.model.RL_1.2750	XP_033146243.1, XP_033144439.1
OG0000242	evm.model.RL_7.2542	XP_009123234.1, XP_009119414.1
OG0000244	evm.model.RL_2.1690	XP_009137217.1, XP_009135314.1
OG0000246	evm.model.RL_8.1884, evm.model.RL_4.1792, evm.model.RL_4.2138	XP_033145473.1, XP_033144422.1
OG0000248	evm.model.RL_8.548	XP_033142073.1, XP_033142074.1
OG0000248	evm.model.RL_7.722	XP_009116349.1
OG0000249	evm.model.RL_6.1769	XP_009141608.1, XP_009114411.2
OG0000249	evm.model.RL_6.1770	XP_009143556.1, XP_009143557.1, XP_009133099.1
OG0000251	evm.model.RL_6.835	XP_033134348.1
OG0000251	evm.model.RL_8.2352	XP_033133972.1
OG0000251	evm.model.RL_1.2772	XP_033135947.1
OG0000252	evm.model.RL_4.3241, evm.model.RL_4.3240, evm.model.RL_4.3242, evm.model.RL_5.3777, evm.model.RL_1.1880, evm.model.RL_1.1879, evm.model.RL_1.1878, evm.model.RL_3.263	XP_009110744.2
OG0000253	evm.model.RL_6.612, evm.model.RL_1.2600, evm.model.RL_3.948	XP_033143947.1
OG0000253	evm.model.RL_6.613, evm.model.RL_8.1032	XP_033129362.1, XP_033138900.1, XP_033139331.1, XP_033139264.1, XP_033131794.1, XP_033139071.1, XP_033138991.1, XP_033138901.1, XP_033134302.1, XP_033143391.1, XP_033143394.1, XP_033137951.1, XP_033139365.1, XP_033143414.1, XP_033133917.1, XP_033139180.1, XP_033148272.1
OG0000256	evm.model.RL_8.503, evm.model.RL_8.501, evm.model.RL_8.502, evm.model.RL_8.500	XP_009138558.1
OG0000256	evm.model.RL_2.275	XP_009144755.2
OG0000256	evm.model.RL_6.2167, evm.model.RL_4.439	XP_009133433.2
OG0000258	evm.model.RL_7.2389	XP_009123566.1
OG0000258	evm.model.RL_7.2388	XP_009123565.1
OG0000264	evm.model.RL_8.323	XP_009111248.1
OG0000264	evm.model.RL_8.324	XP_009111247.1
OG0000265	evm.model.RL_2.540, evm.model.RL_3.1127, evm.model.RL_5.2471	XP_009119449.1, XP_018509889.1, XP_033134375.1
OG0000265	evm.model.RL_6.1068	XP_009121260.1
OG0000266	evm.model.RL_7.1038	XP_009116717.1
OG0000268	evm.model.RL_7.2613	XP_009101283.1, XP_009114212.1
OG0000268	evm.model.RL_7.2615	XP_009114213.1
OG0000268	evm.model.RL_4.3350	XP_033137560.1
OG0000268	evm.model.RL_7.967	XP_009116102.1, XP_018514158.2
OG0000271	evm.model.RL_4.3215	XP_009122723.1
OG0000273	evm.model.RL_5.2635	XP_009133284.1, XP_009113338.1, XP_009120003.1, XP_018513554.2, XP_009138197.2, XP_033140992.1, XP_033142842.1, XP_009148392.1, XP_033129881.1, XP_009148391.1, XP_009118248.1, XP_009118244.2, XP_009118246.1, XP_009124897.1
OG0000274	evm.model.RL_8.2049	XP_009131977.2, XP_009120488.1
OG0000274	evm.model.RL_7.1747, evm.model.RL_7.1745	XP_009149982.1
OG0000274	evm.model.RL_6.1051	XP_009118237.2, XP_009144371.1
OG0000275	evm.model.RL_3.456, evm.model.RL_1.2114	XP_009109255.2, XP_009109273.1
OG0000278	evm.model.RL_8.1959, evm.model.RL_8.1993	XP_009109521.1
OG0000278	evm.model.RL_3.1756	XP_009143396.1, XP_009126872.2, XP_009115170.1, XP_033144288.1
OG0000279	evm.model.RL_2.847	XP_033140527.1, XP_033147239.1, XP_009151548.2
OG0000279	evm.model.RL_6.745	XP_033129405.1
OG0000280	evm.model.RL_4.115, evm.model.RL_7.2740	XP_009138616.1
OG0000280	evm.model.RL_2.600, evm.model.RL_3.729, evm.model.RL_2.3128	XP_033129583.1
OG0000282	evm.model.RL_4.2792	NP_001288906.1, XP_033144506.1, XP_009125692.3, XP_018511882.1
OG0000284	evm.model.RL_4.1106, evm.model.RL_4.1105	XP_033140482.1, XP_009151152.2
OG0000284	evm.model.RL_4.572	XP_009144622.1, XP_009114607.1
OG0000287	evm.model.RL_1.2023	XP_018514349.1
OG0000288	evm.model.RL_6.93	XP_009131164.1, XP_033134805.1
OG0000288	evm.model.RL_1.2504	XP_009108045.2
OG0000290	evm.model.RL_1.1777	XP_009146116.1, XP_009112576.1
OG0000290	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862	XP_033141781.1
OG0000294	evm.model.RL_1.1662	XP_009114068.1, XP_009135526.2
OG0000294	evm.model.RL_6.1779	XP_009133101.1
OG0000294	evm.model.RL_8.188	XP_009134472.1, XP_009111338.2
OG0000295	evm.model.RL_3.944	XP_009116708.1
OG0000296	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476	XP_033143279.1
OG0000297	evm.model.RL_8.2112	XP_009126602.1, XP_033140106.1, XP_033140107.1, XP_009120577.1
OG0000297	evm.model.RL_1.1874	XP_033147125.1
OG0000298	evm.model.RL_2.1523	XP_009132950.1
OG0000300	evm.model.RL_1.2518	XP_009136172.2
OG0000300	evm.model.RL_1.2516, evm.model.RL_1.2511	XP_033130781.1, XP_009124421.2, XP_033130784.1
OG0000301	evm.model.RL_1.1569	XP_033129398.1, XP_033143235.1, XP_033136496.1, XP_009114824.2, XP_009108249.1, XP_033134266.1
OG0000303	evm.model.RL_5.1701	XP_033141982.1, XP_009119510.2
OG0000308	evm.model.RL_3.1679	XP_009127955.1
OG0000309	evm.model.RL_1.3296	XP_033139208.1
OG0000310	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096	XP_009120537.2, XP_033142420.1, XP_033133201.1, XP_033142421.1, XP_033137987.1, XP_033138021.1
OG0000311	evm.model.RL_4.1982	XP_009121474.1, XP_009126124.1
OG0000311	evm.model.RL_5.2161	XP_009147968.1
OG0000311	evm.model.RL_2.463	XP_009139734.1
OG0000311	evm.model.RL_3.998	XP_009127474.2
OG0000313	evm.model.RL_3.1012, evm.model.RL_1.2839	XP_033137499.1
OG0000314	evm.model.RL_5.327	XP_009119258.1, XP_009118621.1, XP_009111083.2
OG0000314	evm.model.RL_5.328	XP_018514131.2, XP_033145296.1, XP_009132860.1, XP_009143949.1
OG0000314	evm.model.RL_6.1397	XP_009143895.1, XP_009132911.1
OG0000315	evm.model.RL_1.1077	XP_033134376.1, XP_033134357.1, XP_009136048.2, XP_033139276.1, XP_033141070.1, XP_033139810.1, XP_033130946.1, XP_033134328.1, XP_009129529.2
OG0000319	evm.model.RL_8.2110	XP_009110915.1, XP_009131916.2, XP_033135868.1, XP_009144204.2, XP_009126609.2, XP_009126611.2, XP_009148045.1, XP_009120571.1, XP_033135867.1
OG0000322	evm.model.RL_3.2239, evm.model.RL_3.2238	XP_009106547.1
OG0000323	evm.model.RL_8.1505	XP_033137968.1, XP_009127112.1
OG0000323	evm.model.RL_2.2281	XP_009109129.1, XP_033144141.1, XP_009137680.1, XP_009143743.1
OG0000323	evm.model.RL_2.2282	XP_009137683.1, XP_009109128.1, XP_009143792.1
OG0000323	evm.model.RL_2.2280	XP_009137679.1, XP_009109130.1
OG0000325	evm.model.RL_1.2773	XP_033143630.1, XP_033136329.1, XP_033135938.1, XP_033129344.1
OG0000328	evm.model.RL_2.315	XP_009113441.1
OG0000329	evm.model.RL_1.1997	XP_033131536.1
OG0000330	evm.model.RL_7.370, evm.model.RL_7.371	XP_018510062.1
OG0000332	evm.model.RL_1.1873, evm.model.RL_5.2031	XP_009147859.2
OG0000334	evm.model.RL_7.998	XP_009116078.1
OG0000335	evm.model.RL_1.1041, evm.model.RL_1.1040, evm.model.RL_1.2360	XP_033142265.1
OG0000335	evm.model.RL_5.2876	XP_033135955.1
OG0000335	evm.model.RL_5.3094	XP_033136554.1
OG0000336	evm.model.RL_3.1689_evm.model.RL_3.1692, evm.model.RL_3.1695, evm.model.RL_3.1694, evm.model.RL_3.1693, evm.model.RL_3.1696	XP_009105953.2
OG0000336	evm.model.RL_5.1597	XP_009149213.1
OG0000336	evm.model.RL_3.1688	XP_009127959.1, XP_009105951.1, XP_009104837.1, XP_009104838.1
OG0000338	evm.model.RL_3.604, evm.model.RL_5.818, evm.model.RL_5.827, evm.model.RL_3.628	XP_009113354.1
OG0000339	evm.model.RL_6.2741	XP_009133759.2, XP_009142386.2
OG0000344	evm.model.RL_2.1757	XP_009107810.2, XP_009108971.2, XP_033133704.1, XP_033133703.1, XP_009123220.1, XP_009123219.1, XP_033134125.1, XP_033137260.1, XP_033142048.1, XP_033140392.1, XP_033140388.1, XP_033140393.1, XP_009105016.2, XP_009110511.1
OG0000344	evm.model.RL_2.1173	XP_009148652.1
OG0000345	evm.model.RL_5.1127	XP_009145700.1, XP_033135876.1, XP_009118066.1, XP_018510225.1, XP_033148814.1
OG0000345	evm.model.RL_5.1126	XP_018515337.1, XP_009118067.2
OG0000348	evm.model.RL_8.988	XP_033143395.1, XP_033143433.1, XP_033143408.1
OG0000349	evm.model.RL_2.3096	XP_033133066.1
OG0000350	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf	XP_033132857.1
OG0000350	evm.model.RL_5.2955	XP_033131852.1, XP_009102807.1, XP_033130718.1
OG0000352	evm.model.RL_7.1322	XP_033128350.1
OG0000355	evm.model.RL_3.2369	XP_009134356.1, XP_033138192.1
OG0000356	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842	XP_009147930.3, XP_033134039.1, XP_009148218.2, XP_033134477.1, XP_033134406.1, XP_033134327.1, XP_009105602.1
OG0000357	evm.model.RL_7.2050	XP_009123420.1, XP_033141142.1, XP_033141072.1, XP_033139159.1, XP_033139158.1, XP_033131509.1, XP_033131844.1, XP_033132197.1, XP_033145228.1
OG0000358	evm.model.RL_4.2634, evm.model.RL_5.756, evm.model.RL_5.280	XP_009118657.1, XP_009111117.2, XP_009119322.1
OG0000358	evm.model.RL_4.512, evm.model.RL_4.2635	XP_009131113.1, XP_009125366.1
OG0000360	evm.model.RL_8.2766	XP_018508882.1
OG0000361	evm.model.RL_1.1054	XP_033148393.1, XP_018514318.2, XP_009135166.1
OG0000362	evm.model.RL_3.917	XP_009134636.2
OG0000363	evm.model.RL_4.583	XP_018509896.1
OG0000364	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607, evm.model.RL_8.1057	XP_009150320.1, XP_033138758.1, XP_033131799.1, XP_033134213.1, XP_033131441.1, XP_033143389.1, XP_033131819.1, XP_033133436.1
OG0000368	evm.model.RL_2.3252	XP_009136992.1, XP_009138490.1
OG0000368	evm.model.RL_3.1025, evm.model.RL_2.3253	XP_009136876.1
OG0000368	evm.model.RL_2.3254	XP_009138491.1
OG0000369	evm.model.RL_8.2063, evm.model.RL_5.629, evm.model.RL_7.1763	XP_009126644.1, XP_009131965.1, XP_009148016.2, XP_009110929.1, NP_001288842.1
OG0000370	evm.model.RL_5.1545	XP_009117729.1
OG0000370	evm.model.RL_5.1544	XP_009117731.1, XP_009149139.1
OG0000370	evm.model.RL_2.604, evm.model.RL_2.2043	XP_009109218.1, XP_009137512.1, XP_009139101.2, XP_018508332.1, XP_009109221.2, XP_009109219.2
OG0000371	evm.model.RL_5.3286, evm.model.RL_6.2874	XP_033147193.1, XP_009129664.1
OG0000371	evm.model.RL_5.1007	XP_033133931.1
OG0000372	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491	XP_033133133.1, XP_009143159.1, XP_009143171.2, XP_009145761.1, XP_009143149.2, XP_009143139.1, XP_009143128.1, XP_009131634.2, XP_009137640.1, XP_009137643.1
OG0000374	evm.model.RL_8.878	XP_033133368.1, XP_033133364.1, XP_033132411.1, XP_009144939.2, XP_033148500.1, XP_033148501.1, XP_033148499.1, XP_033148498.1, XP_033133363.1, XP_033133367.1, XP_033133366.1
OG0000377	evm.model.RL_3.381	XP_009103955.1
OG0000379	evm.model.RL_5.2400, evm.model.RL_4.2609	XP_033134334.1, XP_033143351.1, XP_033134293.1, XP_033129985.1
OG0000382	evm.model.RL_5.113, evm.model.RL_8.159	XP_009111320.1, XP_009134447.1
OG0000382	evm.model.RL_3.698	XP_009113390.1, XP_009122984.1
OG0000382	evm.model.RL_5.778	XP_009110844.1, XP_009148170.1
OG0000383	evm.model.RL_5.3045, evm.model.RL_5.3042	XP_009102895.1, XP_009102892.1
OG0000384	evm.model.RL_1.1482	XP_033148608.1
OG0000386	evm.model.RL_7.1060	XP_009103856.1
OG0000386	evm.model.RL_7.1059, evm.model.RL_7.2020	XP_009116022.1
OG0000387	evm.model.RL_6.2452	XP_009142924.1
OG0000387	evm.model.RL_2.1330	XP_033142012.1
OG0000390	evm.model.RL_1.1863	XP_009111665.1, XP_018514444.2, XP_009145769.1
OG0000391	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d	XP_009103240.1
OG0000391	evm.model.RL_5.3528	XP_009145349.1
OG0000391	evm.model.RL_5.3527	XP_009145345.1
OG0000392	evm.model.RL_7.1360, evm.model.RL_7.1363	XP_009115699.1, XP_009101733.1
OG0000392	evm.model.RL_7.1361	XP_009102495.1
OG0000392	evm.model.RL_2.417	XP_009139772.1
OG0000396	evm.model.RL_7.2206	XP_009151889.2, XP_033140725.1
OG0000397	evm.model.RL_2.735, evm.model.RL_6.651, evm.model.RL_6.634, evm.model.RL_3.767	XP_033134288.1, XP_033138854.1, XP_033139567.1
OG0000398	evm.model.RL_1.1276	XP_009117592.1
OG0000398	evm.model.RL_1.1274	XP_009117606.1
OG0000398	evm.model.RL_4.886	XP_009117615.1
OG0000398	evm.model.RL_5.3907, evm.model.RL_5.3908	XP_009147520.1, XP_009106894.1, XP_009106896.1, XP_009147519.1, XP_009147518.2, XP_009107087.1
OG0000401	evm.model.RL_8.1238, evm.model.RL_8.1309	XP_033145274.1, XP_018514145.1
OG0000401	evm.model.RL_7.700	XP_033145980.1
OG0000403	evm.model.RL_3.475, evm.model.RL_3.476	XP_009105503.2
OG0000404	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057	XP_009122218.1, XP_033143081.1, XP_009133065.1, XP_009143612.1, XP_009141564.1, XP_033144021.1, XP_033143082.1, XP_009115956.1, XP_009146712.2, XP_018511274.2
OG0000406	evm.model.RL_4.1943	XP_009121423.1, XP_009131573.1
OG0000406	evm.model.RL_7.379	XP_009116654.1
OG0000406	evm.model.RL_1.230	XP_009130330.1
OG0000411	evm.model.RL_3.280.1.687c84ba	XP_033143951.1
OG0000411	evm.model.RL_1.2526	XP_009136176.1
OG0000411	evm.model.RL_8.468	XP_009144513.1, XP_009114557.1
OG0000411	evm.model.RL_2.1704	XP_009135506.1
OG0000412	evm.model.RL_8.1550	XP_009119993.1
OG0000412	evm.model.RL_2.2237	XP_009143223.1
OG0000412	evm.model.RL_5.1961	XP_009144926.1, XP_009107182.1
OG0000412	evm.model.RL_1.1990	XP_009145600.2, XP_009110281.1
OG0000413	evm.model.RL_1.1261	XP_009146482.1, XP_009124752.1
OG0000413	evm.model.RL_8.1728	XP_009126933.1
OG0000414	evm.model.RL_5.3277	XP_009115359.1
OG0000415	evm.model.RL_4.2375, evm.model.RL_4.2377	XP_033133709.1, XP_033133839.1, XP_033132765.1, XP_033137613.1, XP_033132502.1
OG0000415	evm.model.RL_6.2381	XP_018514613.1
OG0000416	evm.model.RL_6.1277	XP_033147681.1, XP_033147658.1, XP_033145498.1, XP_033145503.1, XP_033145501.1, XP_033145622.1
OG0000420	evm.model.RL_1.3253, evm.model.RL_1.3252	XP_009117175.1
OG0000421	evm.model.RL_2.302	XP_009129904.1, XP_009140209.1
OG0000422	evm.model.RL_5.809	XP_009118318.1
OG0000422	evm.model.RL_5.808.1.687c88af	XP_009148245.1, XP_009148246.1, XP_009148244.2
OG0000423	evm.model.RL_3.1665	XP_009105938.1, XP_009127948.1
OG0000423	evm.model.RL_5.3889	XP_009147530.1
OG0000423	evm.model.RL_1.1311	XP_009146433.2, XP_009135344.1, XP_009117360.2
OG0000426	evm.model.RL_1.2512	XP_009147596.1, XP_033148335.1, XP_033148371.1, XP_033148615.1, XP_033131369.1
OG0000429	evm.model.RL_4.1204	XP_033129927.1, XP_009129964.1
OG0000429	evm.model.RL_4.2465	XP_009121978.2, XP_009131198.1
OG0000429	evm.model.RL_2.2744	XP_009126072.2
OG0000429	evm.model.RL_6.461	XP_009140677.1, XP_009117057.1
OG0000430	evm.model.RL_1.2834	XP_009112393.1
OG0000430	evm.model.RL_2.3452	XP_009101932.1, NP_001289049.1
OG0000431	evm.model.RL_3.561	XP_009138576.1, XP_009102845.1, XP_018510444.2
OG0000431	evm.model.RL_5.862_evm.model.RL_5.863	XP_009148321.2
OG0000432	evm.model.RL_8.1360, evm.model.RL_8.1364	XP_009119805.1
OG0000432	evm.model.RL_8.1680	XP_009132345.2, XP_009132342.2, XP_009132299.2, XP_033139627.1, XP_009126978.2
OG0000436	evm.model.RL_8.1743	XP_009120181.1, XP_009142069.1, XP_009132186.2, XP_009126926.1
OG0000436	evm.model.RL_1.3151	XP_009117525.1, XP_033144018.1, XP_009112624.1
OG0000437	evm.model.RL_5.2606	XP_009105682.1
OG0000437	evm.model.RL_5.2608	XP_009114790.1
OG0000438	evm.model.RL_8.525	XP_033142113.1
OG0000438	evm.model.RL_2.1751	XP_033132929.1, XP_033131003.1
OG0000439	evm.model.RL_7.411	XP_009116612.1, XP_009138911.1, XP_009104208.2
OG0000439	evm.model.RL_6.1235	XP_009132781.2, XP_009144211.1
OG0000440	evm.model.RL_4.1896	XP_033145104.1
OG0000440	evm.model.RL_1.260	XP_033128467.1, XP_009144983.1
OG0000441	evm.model.RL_1.1577	XP_009146085.3
OG0000441	evm.model.RL_1.1575	XP_009114776.1
OG0000442	evm.model.RL_7.1601	XP_009109990.1
OG0000445	evm.model.RL_7.2550	XP_033139123.1, XP_033131137.1, XP_033139056.1, XP_033139406.1, XP_033139076.1, XP_033139414.1, XP_033139154.1, XP_033141174.1, XP_033131557.1, XP_033138967.1, XP_033143374.1, XP_033129311.1, XP_018514395.1
OG0000446	evm.model.RL_8.2324	XP_009130224.1
OG0000446	evm.model.RL_7.2573	XP_009114189.1, XP_009129126.1, NP_001288862.1
OG0000446	evm.model.RL_5.1283	XP_009148815.1, XP_009110545.1, XP_009117904.1
OG0000447	evm.model.RL_6.1484	XP_009132963.1
OG0000448	evm.model.RL_4.100	XP_009128918.1, XP_033141448.1, XP_009128915.1, XP_033141010.1, XP_033141449.1
OG0000448	evm.model.RL_4.101	XP_033141447.1
OG0000449	evm.model.RL_8.2067	XP_009126640.1, XP_009131961.1
OG0000449	evm.model.RL_8.2066	XP_018513341.2, XP_009120511.2, XP_018512380.1
OG0000450	evm.model.RL_2.603, evm.model.RL_4.971	XP_033143710.1
OG0000453	evm.model.RL_8.2046, evm.model.RL_8.2045	XP_033137991.1
OG0000454	evm.model.RL_8.1369	XP_033140108.1, XP_033141682.1, XP_009127217.1, XP_033140109.1, XP_009127219.1, XP_009132515.1, XP_009119810.2, XP_033137797.1, XP_033137798.1
