Orthogroup	Cardamine_amara	Arabidopsis_lyrata_Rawat
OG0000218	evm.model.RL_5.1347, evm.model.RL_5.1349	AL1G27010
OG0000218	evm.model.RL_7.2697_evm.model.RL_7.2698	AL7G42370, AL5G10550, AL5G13150, AL5G10520
OG0000219	evm.model.RL_3.1053	AL2G25070, AL2G25100
OG0000219	evm.model.RL_6.1077	nbis-gene-1037, nbis-gene-362
OG0000219	evm.model.RL_8.2397	AL835U10030
OG0000224	evm.model.RL_3.2157	AL2G37740
OG0000224	evm.model.RL_3.2156	AL2G37720
OG0000225	evm.model.RL_5.2977	AL1G43260
OG0000225	evm.model.RL_5.2975	AL1G43270
OG0000226	evm.model.RL_8.2609, evm.model.RL_8.2608	AL5G14060, AL8G40780
OG0000226	evm.model.RL_1.1295, evm.model.RL_1.1199	AL1G41350
OG0000228	evm.model.RL_3.1491	AL2G30310
OG0000228	evm.model.RL_4.998	AL6G40330, AL6G40180
OG0000229	evm.model.RL_8.305, evm.model.RL_8.256, evm.model.RL_8.257	AL7G22490, AL7G22500, AL6G29250, AL6G29230, AL7G22480
OG0000229	evm.model.RL_2.330, evm.model.RL_7.1066	AL1G54760, AL1G59580, AL1G61110
OG0000231	evm.model.RL_2.361	AL7G51760
OG0000231	evm.model.RL_3.874	AL7G43870
OG0000231	evm.model.RL_3.1104	AL2G25780, AL2G25790
OG0000234	evm.model.RL_7.860	AL5G36230
OG0000234	evm.model.RL_7.861	AL5G36220
OG0000234	evm.model.RL_7.862	AL5G36210
OG0000234	evm.model.RL_6.2046	AL4G36690
OG0000234	evm.model.RL_4.2267	AL6G24190
OG0000236	evm.model.RL_6.790	AL4G20950
OG0000237	evm.model.RL_2.732	AL1G54290
OG0000238	evm.model.RL_4.549, evm.model.RL_4.1383, evm.model.RL_5.2232	AL2G18390
OG0000242	evm.model.RL_1.2752, evm.model.RL_1.2751	AL3G47130
OG0000244	evm.model.RL_2.1690	AL7G32050
OG0000246	evm.model.RL_8.1884	AL2G11510
OG0000246	evm.model.RL_4.1792	AL6G45940, AL1G47930
OG0000246	evm.model.RL_4.2138	AL4G15260, AL4G15250
OG0000248	evm.model.RL_8.548	AL6G43900, AL6G44750
OG0000248	evm.model.RL_7.722	AL5G37800
OG0000249	evm.model.RL_6.1769	AL4G32970
OG0000249	evm.model.RL_6.1770	AL4G32990
OG0000250	evm.model.RL_3.1397	AL2G29310
OG0000250	evm.model.RL_2.492	AL2G29280
OG0000251	evm.model.RL_1.2772	AL6G42410
OG0000252	evm.model.RL_5.3777	AL6G12310
OG0000252	evm.model.RL_1.1879	AL6G12270
OG0000252	evm.model.RL_3.263	AL6G12300
OG0000256	evm.model.RL_2.275	AL8G21380, nbis-gene-2062, AL3G42840
OG0000256	evm.model.RL_6.2167, evm.model.RL_4.439	AL4G38290
OG0000258	evm.model.RL_7.2389	AL5G15050, AL5G15060, AL5G15070
OG0000258	evm.model.RL_7.2388	AL5G15090
OG0000260	evm.model.RL_4.3199	AL5G23490
OG0000264	evm.model.RL_8.411, evm.model.RL_8.323	AL6G48830
OG0000264	evm.model.RL_8.410, evm.model.RL_8.409	AL6G49330, AL6G48870
OG0000264	evm.model.RL_8.324	AL6G49970, AL6G49560
OG0000265	evm.model.RL_3.1127, evm.model.RL_5.2471	AL8G40900, AL5G20730
OG0000265	evm.model.RL_5.3116	nbis-gene-1018
OG0000266	evm.model.RL_7.1038	AL5G43310, AL5G43300
OG0000266	evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8	AL5G20620
OG0000266	evm.model.RL_3.560	nbis-gene-1319
OG0000266	evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608	AL7G51710, AL5G39240
OG0000268	evm.model.RL_7.2613	AL5G11250
OG0000268	evm.model.RL_3.272	AL2G13720
OG0000268	evm.model.RL_4.3350	AL6G11010
OG0000268	evm.model.RL_7.967	AL5G35180
OG0000270	evm.model.RL_5.1819	AL1G32640
OG0000271	evm.model.RL_4.3212	AL6G48930, AL2G21240, AL2G21890, AL6G32160
OG0000273	evm.model.RL_5.2635	AL1G55400, AL1G52480, AL1G52390, AL1G55350
OG0000274	evm.model.RL_8.2049	AL8G36240
OG0000274	evm.model.RL_3.504	AL2G16910
OG0000274	evm.model.RL_6.1051	AL4G24200
OG0000275	evm.model.RL_3.456, evm.model.RL_1.2114	AL3G36090
OG0000278	evm.model.RL_8.184, evm.model.RL_8.181	AL132U10010
OG0000278	evm.model.RL_8.1993	AL8G34460, nbis-gene-2163, AL8G34510
OG0000278	evm.model.RL_3.1756	AL7G25500
OG0000279	evm.model.RL_6.568	AL3G45750, AL3G29500, AL1G60350, AL5G42690, AL3G40660, AL6G28320, AL7G22760
OG0000279	evm.model.RL_2.847	AL4G12760, AL7G43800, AL5G22580, AL1G58300, AL9U11340, AL5G23870, AL9U11700, AL6G30690, AL1G40130, AL1G58550, AL1G29700
OG0000279	evm.model.RL_6.745	AL6G48470
OG0000279	evm.model.RL_1.2266	AL5G12110
OG0000280	evm.model.RL_1.3093	AL4G29970
OG0000280	evm.model.RL_4.2683	AL8G22250, AL4G15190, AL7G41800, AL5G26830, AL7G30940
OG0000280	evm.model.RL_4.115, evm.model.RL_7.2740, evm.model.RL_2.600, evm.model.RL_3.729, evm.model.RL_2.3128	AL5G38160
OG0000281	evm.model.RL_2.1747	AL1G67480, AL1G67450
OG0000282	evm.model.RL_4.2795	AL6G17810, AL6G17910, AL6G17830
OG0000282	evm.model.RL_4.226, evm.model.RL_4.2794	AL6G17840
OG0000282	evm.model.RL_4.2792	AL6G17870
OG0000284	evm.model.RL_4.572	AL3G16620
OG0000285	evm.model.RL_6.721	AL4G18700, AL6G38570, AL4G16420, AL2G18820, AL22U10020
OG0000287	evm.model.RL_1.2024	AL3G34950
OG0000287	evm.model.RL_4.2391	AL249U10030
OG0000287	evm.model.RL_1.2026	AL3G34970, AL249U10020, AL3G34990
OG0000288	evm.model.RL_1.2504	AL1G38150, nbis-gene-1364, nbis-gene-1197
OG0000290	evm.model.RL_1.1777	AL3G31960
OG0000290	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862	AL8G42910
OG0000290	evm.model.RL_2.214	AL7G49930, AL7G50550, AL7G50480
OG0000294	evm.model.RL_1.1662	AL3G30460
OG0000294	evm.model.RL_6.1779	AL4G33090
OG0000294	evm.model.RL_8.188	AL6G51460
OG0000294	evm.model.RL_5.103	AL1G11840
OG0000296	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476	AL3G52720, AL3G49080
OG0000296	evm.model.RL_6.1991	AL4G35970
OG0000296	evm.model.RL_6.1978	AL4G36830, AL463U10040
OG0000297	evm.model.RL_4.356	AL7G14480
OG0000297	evm.model.RL_8.2112	AL8G37040
OG0000297	evm.model.RL_1.1874	AL3G33140
OG0000298	evm.model.RL_2.1523	AL7G18840
OG0000299	evm.model.RL_3.177	nbis-gene-314, nbis-gene-311, nbis-gene-312
OG0000299	evm.model.RL_5.3976	AL1G64190
OG0000300	evm.model.RL_1.2517	AL3G42860
OG0000300	evm.model.RL_1.2518	AL3G42960, AL3G42950
OG0000300	evm.model.RL_1.2516, evm.model.RL_1.2511	AL3G43040
OG0000301	evm.model.RL_1.1569	AL1G50970
OG0000310	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096	AL71U10060, AL8G36700, AL8G36790
OG0000311	evm.model.RL_4.1982	AL6G27540
OG0000311	evm.model.RL_5.2161	AL1G55110
OG0000311	evm.model.RL_2.463	AL7G46360
OG0000311	evm.model.RL_3.998	AL2G23890
OG0000314	evm.model.RL_5.327	AL1G14460
OG0000314	evm.model.RL_5.328	AL1G14470
OG0000314	evm.model.RL_6.1397	AL4G28660
OG0000315	evm.model.RL_1.1077	AL6G36390, AL5G15440
OG0000316	evm.model.RL_6.434	AL3G14810
OG0000316	evm.model.RL_6.2182, evm.model.RL_6.2173	AL4G38410, AL4G38350, AL4G38450
OG0000319	evm.model.RL_8.2110	AL1G18260
OG0000321	evm.model.RL_2.498	AL7G46130, AL7G38390, AL7G38360, AL7G46040, AL7G46050
OG0000322	evm.model.RL_3.2239, evm.model.RL_3.2238	AL2G38770
OG0000323	evm.model.RL_8.1505	AL8G29280
OG0000323	evm.model.RL_2.2281	AL7G25050
OG0000323	evm.model.RL_2.2282	AL7G25030
OG0000323	evm.model.RL_2.2280	AL7G25060
OG0000324	evm.model.RL_5.115, evm.model.RL_7.1914, evm.model.RL_8.923	AL59U10070, AL7G49430, AL4G30830
OG0000325	evm.model.RL_1.2773	nbis-gene-1635, nbis-gene-811, AL1G51150
OG0000328	evm.model.RL_2.313, evm.model.RL_2.322, evm.model.RL_2.316, evm.model.RL_2.318, evm.model.RL_2.320	AL7G51460, AL7G51480, AL7G51490
OG0000328	evm.model.RL_2.325, evm.model.RL_2.324	AL7G51500
OG0000329	evm.model.RL_2.90	AL4G43730
OG0000330	evm.model.RL_7.377	AL5G41960
OG0000330	evm.model.RL_7.397	AL5G41650, AL5G41630
OG0000332	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a	AL6G31290
OG0000332	evm.model.RL_1.1873	AL1G57580
OG0000334	evm.model.RL_7.998	AL5G34800
OG0000334	evm.model.RL_4.686	AL6G50670, AL6G50680
OG0000334	evm.model.RL_8.264	AL6G50700
OG0000335	evm.model.RL_5.357, evm.model.RL_5.356	AL1G14750
OG0000335	evm.model.RL_2.1239	nbis-gene-1835
OG0000335	evm.model.RL_5.2346, evm.model.RL_5.2348	AL1G54230, AL1G54220
OG0000335	evm.model.RL_1.1040	nbis-gene-690
OG0000335	evm.model.RL_1.2360	AL3G40150
OG0000335	evm.model.RL_5.2876	nbis-gene-691
OG0000335	evm.model.RL_5.3094	nbis-gene-162
OG0000336	evm.model.RL_5.1597	AL1G29940
OG0000336	evm.model.RL_3.1688	AL2G32630
OG0000339	evm.model.RL_2.1855.1.687c86e4	AL7G30060
OG0000339	evm.model.RL_8.60	AL6G53040
OG0000339	evm.model.RL_6.2741	AL4G45180
OG0000339	evm.model.RL_7.229	AL5G43730
OG0000341	evm.model.RL_5.2482	AL6G41050
OG0000342	evm.model.RL_2.164, evm.model.RL_2.1788	AL4G22240, AL7G47600, AL7G47590, AL7G47570, AL7G47850
OG0000342	evm.model.RL_6.549	AL7G48670
OG0000344	evm.model.RL_2.1757	AL6G37960
OG0000344	evm.model.RL_4.995	AL6G37980
OG0000345	evm.model.RL_5.1126	AL1G24120
OG0000347	evm.model.RL_1.1092	AL3G39810
OG0000348	evm.model.RL_8.988	AL5G34600, AL1G65210, AL7G42660
OG0000349	evm.model.RL_2.3096	AL7G15370
OG0000349	evm.model.RL_6.1047	AL4G18420, nbis-gene-2066, AL5G14310, AL1G52130
OG0000350	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf	AL1G43550
OG0000356	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842	AL6G40090, AL6G38970, AL6G40080, AL6G38960
OG0000358	evm.model.RL_4.2634, evm.model.RL_5.756, evm.model.RL_5.280	AL1G13870
OG0000358	evm.model.RL_4.512	AL390U10020
OG0000358	evm.model.RL_4.2635	AL6G19900
OG0000358	evm.model.RL_4.2636	AL6G19890
OG0000359	evm.model.RL_5.2921	AL1G43770, AL1G43760
OG0000359	evm.model.RL_6.1531	AL4G30400
OG0000361	evm.model.RL_1.1054	AL3G23020
OG0000362	evm.model.RL_3.1363	AL2G28900
OG0000362	evm.model.RL_5.2675	nbis-gene-906
OG0000363	evm.model.RL_4.583	AL2G12490
OG0000364	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607	AL1G45660
OG0000368	evm.model.RL_2.3252	AL7G13510
OG0000368	evm.model.RL_2.3251.1.687c86e8	AL7G13520
OG0000368	evm.model.RL_3.1025	AL2G24410, AL2G24540
OG0000368	evm.model.RL_2.3254	nbis-gene-1705
OG0000369	evm.model.RL_8.2063	AL4G37000
OG0000370	evm.model.RL_5.1545	AL1G29180
OG0000370	evm.model.RL_2.2043	AL7G27830, AL7G27840
OG0000371	evm.model.RL_5.3286	AL1G39190
OG0000371	evm.model.RL_6.2874	AL4G46780
OG0000371	evm.model.RL_5.191	AL1G12810
OG0000371	evm.model.RL_5.1007	AL1G22510
OG0000372	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491	AL7G25660, AL7G25650, AL7G25640
OG0000374	evm.model.RL_8.878	AL1G58830, AL1G59360, AL1G52250, AL1G59380
OG0000377	evm.model.RL_3.379	AL2G15860, AL2G15870
OG0000377	evm.model.RL_5.946	AL1G21740
OG0000379	evm.model.RL_4.2609	AL1G45680, AL1G45700, AL446U10030
OG0000380	evm.model.RL_3.415	AL2G12510
OG0000381	evm.model.RL_2.796	AL1G14200, nbis-gene-25
OG0000381	evm.model.RL_5.3552	AL3G48630
OG0000381	evm.model.RL_8.2652, evm.model.RL_8.2653	AL1G17090, AL1G16980
OG0000382	evm.model.RL_5.113	AL1G11940
OG0000382	evm.model.RL_8.159	AL6G51150
OG0000382	evm.model.RL_3.698	AL1G65940
OG0000382	evm.model.RL_5.778	nbis-gene-54
OG0000383	evm.model.RL_5.3041	AL1G42250, AL1G49520
OG0000383	evm.model.RL_5.3045, evm.model.RL_5.3042	AL1G42200, AL1G42220
OG0000384	evm.model.RL_1.1482	AL3G28170
OG0000386	evm.model.RL_7.1060	AL5G34190
OG0000387	evm.model.RL_6.2452	AL4G41930
OG0000387	evm.model.RL_2.1330	AL7G36780
OG0000389	evm.model.RL_7.524	AL1G66550
OG0000390	evm.model.RL_4.1377	AL6G34750
OG0000390	evm.model.RL_8.1517	AL8G29440
OG0000390	evm.model.RL_1.1863	AL3G42690
OG0000390	evm.model.RL_1.1673, evm.model.RL_7.1867	AL3G30610
OG0000391	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d	AL1G49180, AL1G35870
OG0000391	evm.model.RL_5.3528	AL1G35790
OG0000391	evm.model.RL_5.3527	AL1G35830
OG0000392	evm.model.RL_7.1363	AL5G30390
OG0000392	evm.model.RL_2.417	AL7G52760
OG0000392	evm.model.RL_2.416	AL7G52750
OG0000396	evm.model.RL_7.2206	AL5G17950
OG0000398	evm.model.RL_1.1276	AL3G25620
OG0000398	evm.model.RL_1.1274	AL3G25610
OG0000398	evm.model.RL_5.3908	AL1G63260
OG0000401	evm.model.RL_8.1276	AL8G26030, AL247U10040
OG0000401	evm.model.RL_7.700	nbis-gene-1380
OG0000403	evm.model.RL_3.475, evm.model.RL_3.476	AL2G16410
OG0000404	evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057	AL6G16080
OG0000406	evm.model.RL_4.1943	AL6G27990
OG0000408	evm.model.RL_6.363	AL4G15330
OG0000409	evm.model.RL_1.3251	AL4G38000, AL4G38030
OG0000410	evm.model.RL_5.1950	nbis-gene-400, AL2G14930
OG0000411	evm.model.RL_1.2526	AL3G43130
OG0000411	evm.model.RL_8.468	AL6G48090
OG0000411	evm.model.RL_2.1704	AL7G31720
OG0000412	evm.model.RL_8.1550	AL8G30090
OG0000412	evm.model.RL_2.2237	AL7G25590
OG0000413	evm.model.RL_1.1261	AL3G25430
OG0000413	evm.model.RL_8.1728	AL8G32300
OG0000413	evm.model.RL_5.3918	AL1G63380
OG0000414	evm.model.RL_5.3277	AL1G39330
OG0000415	evm.model.RL_4.1043	AL6G39500
OG0000415	evm.model.RL_6.2381	AL4G41100
OG0000416	evm.model.RL_6.1277	AL4G26970, AL4G27140
OG0000416	evm.model.RL_5.417	AL1G15520
OG0000421	evm.model.RL_2.302	nbis-gene-1951
OG0000422	evm.model.RL_5.809	AL1G20020
OG0000422	evm.model.RL_5.810	AL1G20030
OG0000422	evm.model.RL_5.808.1.687c88af	nbis-gene-56
OG0000423	evm.model.RL_3.1665	AL2G32410
OG0000423	evm.model.RL_5.3889	AL1G63030
OG0000423	evm.model.RL_1.1311	AL3G26100
OG0000424	evm.model.RL_8.373	AL6G49410
OG0000424	evm.model.RL_8.374	AL6G49420
OG0000425	evm.model.RL_5.3756	AL1G61300
OG0000426	evm.model.RL_1.2512	AL4G19060
OG0000427	evm.model.RL_3.2260	AL2G39050
OG0000427	evm.model.RL_6.1459	AL5G19040
OG0000427	evm.model.RL_3.2259	AL2G39040
OG0000429	evm.model.RL_4.1204	AL6G37110
OG0000429	evm.model.RL_4.2465	AL6G21860
OG0000429	evm.model.RL_2.2744	AL7G19450
OG0000429	evm.model.RL_6.461	AL4G16950
OG0000430	evm.model.RL_1.2834	AL3G49230
OG0000430	evm.model.RL_6.22	AL4G10220
OG0000430	evm.model.RL_2.3452	AL7G10620
OG0000431	evm.model.RL_3.561	AL2G17860
OG0000431	evm.model.RL_5.862_evm.model.RL_5.863	AL1G20710
OG0000432	evm.model.RL_8.1360, evm.model.RL_8.1364	AL8G27110
OG0000432	evm.model.RL_2.2173	AL7G26330
OG0000432	evm.model.RL_8.1680	AL8G31590, AL8G31580
OG0000435	evm.model.RL_5.1716, evm.model.RL_5.1713, evm.model.RL_5.1714	AL1G31270, AL1G31240
OG0000436	evm.model.RL_8.1743	AL7G26730, AL8G32540
OG0000437	evm.model.RL_5.2606	AL1G48070
OG0000437	evm.model.RL_5.2608	AL1G47970
OG0000439	evm.model.RL_5.461_evm.model.RL_5.462.2.687c9b4b	AL1G15970
OG0000439	evm.model.RL_7.411	AL5G41390
OG0000439	evm.model.RL_6.1235	AL4G26640
OG0000440	evm.model.RL_4.1896	AL4G32280, AL6G28550
OG0000440	evm.model.RL_1.259	AL3G13070
OG0000440	evm.model.RL_1.260	AL3G13080
OG0000441	evm.model.RL_1.1577	AL3G29280
OG0000441	evm.model.RL_1.1575	AL3G29250
OG0000442	evm.model.RL_7.1601	AL7G10750
OG0000445	evm.model.RL_3.951, evm.model.RL_2.846	AL9U11350
OG0000446	evm.model.RL_8.2324	AL8G39430
OG0000446	evm.model.RL_7.2573	AL5G11960
OG0000446	evm.model.RL_5.1283	AL1G26290
OG0000447	evm.model.RL_1.1423	AL3G27410
OG0000447	evm.model.RL_8.2153	AL8G37480
OG0000447	evm.model.RL_6.1484	AL4G29700
OG0000448	evm.model.RL_4.100	AL8G11320
OG0000448	evm.model.RL_4.101	AL8G11330
OG0000448	evm.model.RL_4.102	AL8G11340
OG0000449	evm.model.RL_8.2067	AL8G36460
OG0000449	evm.model.RL_7.1767	AL5G24720
OG0000449	evm.model.RL_8.2066	AL8G36450
OG0000450	evm.model.RL_6.2784	AL1G63190, nbis-gene-331, AL6G37670, AL2G20190
OG0000453	evm.model.RL_6.1003	nbis-gene-13, AL1G59860
OG0000453	evm.model.RL_6.1004	AL1G60320, AL7G51820
OG0000454	evm.model.RL_8.1369	AL8G27180, AL8G27190, AL8G27200
OG0000457	evm.model.RL_4.2343	AL6G23240, AL6G27270, AL6G23220
OG0000458	evm.model.RL_6.819, evm.model.RL_6.820, evm.model.RL_8.1388, evm.model.RL_8.1390	AL4G21270
OG0000460	evm.model.RL_3.473	nbis-gene-413, nbis-gene-414
OG0000460	evm.model.RL_6.2924	AL1G52840
OG0000461	evm.model.RL_6.1809	AL4G34630
OG0000461	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911	AL1G10020
OG0000461	evm.model.RL_8.2929	AL1G10010
OG0000463	evm.model.RL_7.360	AL5G25590
OG0000466	evm.model.RL_4.3195, evm.model.RL_4.3197	AL6G12720
OG0000467	evm.model.RL_4.251.1.687c86cd	AL7G35520, AL8G12820, AL5G40470
OG0000468	evm.model.RL_7.908	AL5G35780
OG0000468	evm.model.RL_6.1370	AL4G28330
OG0000468	evm.model.RL_6.2006	AL4G36250
OG0000471	evm.model.RL_5.3017	AL1G42810
OG0000471	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019	AL1G42800
OG0000471	evm.model.RL_5.3015	AL1G42830
OG0000472	evm.model.RL_2.9	AL7G49750
OG0000472	evm.model.RL_2.8	AL7G49760
OG0000473	evm.model.RL_8.2204	AL5G45200
OG0000473	evm.model.RL_7.124	AL213U10010
OG0000474	evm.model.RL_4.1353	AL6G35020
OG0000474	evm.model.RL_7.1494	AL5G28440
OG0000475	evm.model.RL_3.171	AL2G12270, AL2G12320, AL2G12300
OG0000477	evm.model.RL_4.2841	AL6G17270
OG0000481	evm.model.RL_2.858	AL7G43190, AL3G48460
OG0000482	evm.model.RL_3.1086, evm.model.RL_2.377	AL2G25460
OG0000483	evm.model.RL_8.1626	AL8G30960
OG0000483	evm.model.RL_8.1628, evm.model.RL_8.1627	AL8G30970, AL8G30990
OG0000484	evm.model.RL_4.347	AL8G13740
OG0000484	evm.model.RL_4.1855	AL6G28990
OG0000487	evm.model.RL_1.357	AL3G14390, AL1G14130, AL4G29020
OG0000489	evm.model.RL_1.499	AL3G16360
OG0000489	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383	AL6G49230, AL6G49220, AL6G49260
OG0000490	evm.model.RL_5.76	AL1G11580
OG0000495	evm.model.RL_8.1497, evm.model.RL_8.1494	AL4G16330
OG0000495	evm.model.RL_2.2495	AL7G22530
OG0000495	evm.model.RL_6.241	AL4G13490
OG0000496	evm.model.RL_1.2426	AL8G18760
OG0000497	evm.model.RL_1.2355	AL1G53460
OG0000498	evm.model.RL_8.1435	AL8G28110
OG0000498	evm.model.RL_5.3097	AL7G24740
OG0000499	evm.model.RL_2.1390.1.687c86e2	AL7G36030
OG0000499	evm.model.RL_3.2236, evm.model.RL_5.1890	AL2G38750, AL60U10060, AL3G26790, AL3G26800
OG0000500	evm.model.RL_4.344	AL65U10020
OG0000500	evm.model.RL_4.348	AL8G14220
OG0000501	evm.model.RL_5.2509	AL1G49900
OG0000501	evm.model.RL_7.1731, evm.model.RL_1.2766	AL132U10030, nbis-gene-1313
OG0000502	evm.model.RL_7.1712	AL4G20010
OG0000504	evm.model.RL_4.3277	AL6G11890
OG0000504	evm.model.RL_6.2050	AL4G36740
OG0000504	evm.model.RL_1.857	AL3G20680
OG0000506	evm.model.RL_4.2927	AL3G46310, AL2G24380, AL6G16140
OG0000506	evm.model.RL_3.1583	AL2G31490
OG0000507	evm.model.RL_3.44, evm.model.RL_1.317, evm.model.RL_3.536	AL3G39130, AL3G29480
OG0000508	evm.model.RL_6.1717	nbis-gene-1128
OG0000509	evm.model.RL_2.485	AL7G38310, AL7G38320
OG0000509	evm.model.RL_2.1208	AL7G38340
OG0000510	evm.model.RL_3.457	AL2G16170, AL2G16180
OG0000510	evm.model.RL_3.451	AL2G16110
OG0000511	evm.model.RL_2.1043	AL7G40540
OG0000511	evm.model.RL_3.238	AL2G13380
OG0000512	evm.model.RL_7.2237	AL3G47940
OG0000513	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7	AL5G34560
OG0000513	evm.model.RL_7.1762	AL5G24770
OG0000513	evm.model.RL_8.2062	AL8G36390
OG0000514	evm.model.RL_1.1956, evm.model.RL_1.1955	AL3G34090
OG0000514	evm.model.RL_1.1957	AL3G34080
OG0000515	evm.model.RL_5.3997, evm.model.RL_5.3996, evm.model.RL_5.3998	AL1G64400, AL1G64390
OG0000515	evm.model.RL_5.3999	AL1G64420, AL1G64410
OG0000520	evm.model.RL_4.754	AL5G43340
OG0000521	evm.model.RL_5.2511	AL1G49870
OG0000521	evm.model.RL_8.860	AL6G41520
OG0000521	evm.model.RL_3.2229	AL2G38650
OG0000522	evm.model.RL_5.2665	AL1G47250
OG0000522	evm.model.RL_8.724.1.687c8558	AL6G44590
OG0000523	evm.model.RL_7.198	AL5G44260
OG0000523	evm.model.RL_7.199	AL5G44250
OG0000524	evm.model.RL_1.734	AL3G19190
OG0000524	evm.model.RL_4.768	AL8G20800
OG0000525	evm.model.RL_3.2252	AL2G38970
OG0000525	evm.model.RL_1.1399	AL3G27100
OG0000525	evm.model.RL_5.3805	AL1G62050
OG0000526	evm.model.RL_7.1608	AL5G27060
OG0000526	evm.model.RL_7.1613	AL5G27010
OG0000526	evm.model.RL_7.1612, evm.model.RL_7.1611	AL5G27040
OG0000526	evm.model.RL_7.1609	AL5G27050
OG0000529	evm.model.RL_4.1462	AL6G33540
OG0000532	evm.model.RL_2.3383	AL8G15990
OG0000532	evm.model.RL_8.602	nbis-gene-2054
OG0000533	evm.model.RL_2.3413, evm.model.RL_6.67	AL7G11160
OG0000533	evm.model.RL_2.2982	AL7G16660
OG0000537	evm.model.RL_8.362	AL6G49630
OG0000537	evm.model.RL_1.692	AL3G18810
OG0000538	evm.model.RL_6.2482, evm.model.RL_6.2483	AL4G42410
OG0000539	evm.model.RL_3.492	AL8G45700
OG0000539	evm.model.RL_6.1158	AL4G25550
OG0000540	evm.model.RL_6.1049	AL4G24180
OG0000540	evm.model.RL_6.1045	AL4G24070
OG0000540	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044	AL4G24060
OG0000541	evm.model.RL_6.1036	AL4G23930
OG0000542	evm.model.RL_5.2133	AL1G55560
OG0000542	evm.model.RL_1.173	AL3G11930
OG0000543	evm.model.RL_6.338	nbis-gene-965, nbis-gene-977, AL4G18590, AL4G14960, AL8G17380, AL4G14950
OG0000544	evm.model.RL_5.382, evm.model.RL_5.384	AL1G15030
OG0000544	evm.model.RL_5.383	AL1G15020, AL1G15010
OG0000545	evm.model.RL_3.1918	AL2G34940
OG0000545	evm.model.RL_3.1916_evm.model.RL_3.1917	AL2G34930
OG0000545	evm.model.RL_3.1915	AL2G34910
OG0000546	evm.model.RL_1.2886	AL3G49930
OG0000546	evm.model.RL_1.2884	AL3G49920
OG0000546	evm.model.RL_1.2885	AL3G49890
OG0000547	evm.model.RL_7.2475	AL7G33960, AL7G34070
OG0000548	evm.model.RL_1.3298	AL5G16570, AL8G36910, AL7G51810, AL5G15410, AL1G58450, AL6G46160
OG0000548	evm.model.RL_1.3295	AL8G19450
OG0000550	evm.model.RL_6.1710	AL4G32270, AL5G33370, AL1G62640
OG0000551	evm.model.RL_8.2558	AL8G42200
OG0000551	evm.model.RL_2.3398	AL7G11340
OG0000551	evm.model.RL_4.2595.1.687c86da	AL6G20280
OG0000552	evm.model.RL_5.3425	AL1G37200
OG0000552	evm.model.RL_6.1199	AL5G45000
OG0000553	evm.model.RL_5.2576	AL1G48400
OG0000553	evm.model.RL_5.2596	AL1G48310
OG0000553	evm.model.RL_5.2577	AL1G48390
OG0000553	evm.model.RL_5.2593	AL1G48360
OG0000554	evm.model.RL_3.335	AL2G14670
OG0000556	evm.model.RL_1.2383	AL3G40600
OG0000557	evm.model.RL_7.337	AL5G42490
OG0000558	evm.model.RL_3.444, evm.model.RL_6.2355	nbis-gene-1141
OG0000559	evm.model.RL_4.3249	AL6G12190
OG0000559	evm.model.RL_4.3262	AL6G12050
OG0000560	evm.model.RL_8.2034	AL8G36020
OG0000560	evm.model.RL_8.2035	AL8G36030
OG0000561	evm.model.RL_8.2590.1.687c8562	AL2G37250
OG0000561	evm.model.RL_8.2591	AL8G42580
OG0000562	evm.model.RL_1.516.4.687c87ea	AL3G16590
OG0000562	evm.model.RL_4.2164	AL6G25410
OG0000562	evm.model.RL_4.1100	AL6G38620
OG0000563	evm.model.RL_2.457	AL7G46430
OG0000564	evm.model.RL_6.367	AL4G15430
OG0000565	evm.model.RL_3.1396	AL2G29270
OG0000566	evm.model.RL_4.1597	AL3G41080
OG0000567	evm.model.RL_1.1621	AL3G29940
