Orthogroup	Cardamine_amara	Cardamine_glauca
OG0000264	evm.model.RL_8.411	Cg003G079930, Cg003G094080
OG0000264	evm.model.RL_8.410, evm.model.RL_8.409	Cg003G094090, Cg003G079920, Cg003G094100, Cg003G079900, Cg003G094120, Cg003G094110, Cg003G079910, Cg003G079890
OG0000264	evm.model.RL_8.324	Cg003G079060, Cg003G094880
OG0000265	evm.model.RL_4.1725	Cg005G179750, Cg005G186970
OG0000265	evm.model.RL_2.540	Cg001G029400, Cg001G041950, Cg006G213200, Cg008G309270, Cg007G252820, Cg001G002880, Cg006G204120
OG0000266	evm.model.RL_7.1038, evm.model.RL_3.1675	Cg003G098940, Cg003G099000
OG0000266	evm.model.RL_7.114	Cg002G044180, Cg002G044170
OG0000268	evm.model.RL_7.2613	Cg002G074810
OG0000268	evm.model.RL_3.272	Cg007G248330
OG0000268	evm.model.RL_4.3350	Cg008G282710
OG0000268	evm.model.RL_7.967	Cg002G052420
OG0000270	evm.model.RL_2.3440	Cg001G005510
OG0000270	evm.model.RL_5.1819	Cg006G226060
OG0000271	evm.model.RL_4.3215	Cg001G032910
OG0000271	evm.model.RL_4.3212	Cg003G079870, Cg006G199270
OG0000273	evm.model.RL_5.2635	Cg006G201150, Cg006G201180, Cg006G201130, Cg006G201120, Cg006G201160, Cg006G201170
OG0000274	evm.model.RL_8.2049	Cg003G107390
OG0000274	evm.model.RL_7.1747, evm.model.RL_7.1745	Cg002G061020
OG0000274	evm.model.RL_3.504	Cg007G251180
OG0000274	evm.model.RL_5.592, evm.model.RL_5.591	Cg006G238740
OG0000274	evm.model.RL_5.2543	Cg006G210540
OG0000274	evm.model.RL_6.1051	Cg005G177430
OG0000275	evm.model.RL_3.456, evm.model.RL_1.2114	Cg004G138950, Cg004G138940
OG0000278	evm.model.RL_8.1959	Cg003G105620
OG0000279	evm.model.RL_1.2266	Cg003G090740
OG0000280	evm.model.RL_4.2683	Cg007G271390
OG0000281	evm.model.RL_2.1747	Cg006G220980
OG0000282	evm.model.RL_4.2795	Cg008G288340
OG0000282	evm.model.RL_4.226	Cg008G288350
OG0000282	evm.model.RL_4.2794	Cg008G323220
OG0000282	evm.model.RL_4.2792	Cg008G288420, Cg008G288390, Cg008G288410, Cg008G288400
OG0000284	evm.model.RL_4.1106, evm.model.RL_4.1105	Cg008G323450, Cg008G323400, Cg008G323440, Cg005G189010, Cg008G323430, Cg008G323380
OG0000285	evm.model.RL_6.721	Cg002G060650, Cg005G182020
OG0000287	evm.model.RL_1.2024	Cg007G251270
OG0000287	evm.model.RL_1.2023	Cg004G137910
OG0000287	evm.model.RL_1.2025, evm.model.RL_4.2391	Cg004G137950
OG0000287	evm.model.RL_1.2027	Cg004G137980
OG0000287	evm.model.RL_1.2026	Cg004G137960
OG0000290	evm.model.RL_1.1777	Cg004G135310
OG0000290	evm.model.RL_2.214	Cg001G040670, Cg001G040570, Cg001G040700
OG0000293	evm.model.RL_1.1303, evm.model.RL_6.763	Cg008G293400
OG0000294	evm.model.RL_1.1662	Cg004G133910
OG0000294	evm.model.RL_6.1779	Cg005G169690
OG0000294	evm.model.RL_8.188	Cg003G077590, Cg014G332020
OG0000294	evm.model.RL_5.103	Cg006G243870
OG0000295	evm.model.RL_3.944	Cg007G263400
OG0000295	evm.model.RL_1.1387	Cg007G266220, Cg001G026760, Cg005G180220, Cg004G130780
OG0000296	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476	Cg007G280920, Cg007G280630
OG0000296	evm.model.RL_6.1991	Cg005G167490
OG0000297	evm.model.RL_4.356	Cg001G003600
OG0000297	evm.model.RL_8.2112	Cg003G108160
OG0000297	evm.model.RL_1.1874	Cg004G136450
OG0000299	evm.model.RL_5.3976	Cg006G194370
OG0000300	evm.model.RL_1.2517	Cg004G145450
OG0000300	evm.model.RL_1.2518	Cg004G145480, Cg004G145490
OG0000300	evm.model.RL_1.2516	Cg004G145430
OG0000300	evm.model.RL_1.2511	Cg004G144800
OG0000304	evm.model.RL_6.1687	Cg008G321360, Cg008G321310, Cg008G321320, Cg008G321650, Cg008G321610
OG0000308	evm.model.RL_2.215	Cg001G040650
OG0000311	evm.model.RL_4.1982	Cg008G296830
OG0000311	evm.model.RL_5.2161	Cg006G201410
OG0000311	evm.model.RL_2.463	Cg001G036380
OG0000311	evm.model.RL_3.998	Cg007G265360
OG0000314	evm.model.RL_5.327	Cg006G241650
OG0000314	evm.model.RL_5.328	Cg006G241640
OG0000316	evm.model.RL_6.2182, evm.model.RL_6.2173	Cg005G165580, Cg005G165480
OG0000321	evm.model.RL_2.498	Cg001G036490, Cg001G035900
OG0000322	evm.model.RL_3.2239, evm.model.RL_3.2238	Cg007G279100
OG0000323	evm.model.RL_8.1505	Cg003G101320
OG0000323	evm.model.RL_2.2280	Cg001G013020
OG0000324	evm.model.RL_5.115, evm.model.RL_7.1914, evm.model.RL_8.923	Cg008G317460, Cg001G031330, Cg007G263750
OG0000325	evm.model.RL_1.2773	Cg001G033350
OG0000328	evm.model.RL_2.327	Cg001G038690
OG0000328	evm.model.RL_2.314	Cg001G038800
OG0000328	evm.model.RL_2.325, evm.model.RL_2.324	Cg001G038720, Cg001G038710
OG0000329	evm.model.RL_6.2598	Cg005G161130
OG0000329	evm.model.RL_1.1997	Cg004G137660
OG0000332	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a	Cg008G300270
OG0000332	evm.model.RL_1.1873	Cg004G136440
OG0000334	evm.model.RL_7.998	Cg002G052730
OG0000334	evm.model.RL_4.686	Cg008G316780, Cg003G078420, Cg014G331200
OG0000334	evm.model.RL_8.264	Cg014G331210, Cg003G078410
OG0000335	evm.model.RL_5.2346, evm.model.RL_5.2348	Cg006G205050
OG0000335	evm.model.RL_1.1041	Cg004G142530, Cg004G127070
OG0000335	evm.model.RL_5.3094	Cg006G218670
OG0000336	evm.model.RL_3.1695, evm.model.RL_3.1694	Cg007G273380
OG0000336	evm.model.RL_3.1693, evm.model.RL_3.1696	Cg007G273390
OG0000336	evm.model.RL_5.1597	Cg006G228370
OG0000336	evm.model.RL_3.1688	Cg007G273370
OG0000338	evm.model.RL_5.818	Cg007G252750, Cg006G236370
OG0000338	evm.model.RL_5.827	Cg007G253150
OG0000339	evm.model.RL_2.1855.1.687c86e4	Cg001G017490
OG0000339	evm.model.RL_8.2868	Cg006G244870
OG0000339	evm.model.RL_8.60	Cg014G333260, Cg003G076340
OG0000339	evm.model.RL_6.2741	Cg005G159770
OG0000339	evm.model.RL_7.229	Cg002G045310
OG0000341	evm.model.RL_5.2482	Cg002G068310
OG0000341	evm.model.RL_7.2056	Cg007G258870
OG0000341	evm.model.RL_6.571, evm.model.RL_8.906	Cg001G030730
OG0000342	evm.model.RL_2.164	Cg001G042360
OG0000344	evm.model.RL_2.1757	Cg008G305710, Cg008G305700
OG0000344	evm.model.RL_2.1173	Cg001G025010
OG0000344	evm.model.RL_4.946, evm.model.RL_4.994	Cg008G308010, Cg008G312970
OG0000345	evm.model.RL_5.1127	Cg006G233270
OG0000345	evm.model.RL_5.1126	Cg006G233290
OG0000347	evm.model.RL_1.1092	Cg004G127590
OG0000347	evm.model.RL_3.905	Cg007G261880, Cg007G261870, Cg007G261860, Cg007G261890, Cg007G261900, Cg007G261920, Cg007G261910, Cg007G261930, Cg007G261840, Cg007G264260, Cg007G264270, Cg007G264250, Cg007G264200, Cg007G264220, Cg007G264180, Cg007G264360, Cg007G264320, Cg007G261830, Cg007G264380, Cg007G264140, Cg007G264280, Cg007G264350, Cg007G264230, Cg007G264290, Cg007G264160, Cg007G264150, Cg007G264240, Cg007G264420, Cg007G264330, Cg007G264300, Cg007G264310, Cg007G264340, Cg007G261850
OG0000348	evm.model.RL_8.988	Cg004G146340, Cg007G271550
OG0000349	evm.model.RL_2.3096	Cg001G004450
OG0000349	evm.model.RL_6.1047	Cg005G177460
OG0000350	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf	Cg006G216780
OG0000355	evm.model.RL_3.2369	Cg007G280400
OG0000356	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842	Cg008G306390, Cg008G306550
OG0000358	evm.model.RL_4.2634	Cg008G289900
OG0000358	evm.model.RL_5.756, evm.model.RL_5.280	Cg006G242200
OG0000358	evm.model.RL_4.512	Cg008G319440
OG0000358	evm.model.RL_4.2635	Cg008G289890
OG0000358	evm.model.RL_4.2636	Cg008G289880
OG0000359	evm.model.RL_5.2921	Cg006G216530, Cg006G216520, Cg006G216510
OG0000359	evm.model.RL_6.1531	Cg005G172170
OG0000360	evm.model.RL_8.2764_evm.model.RL_8.2765	Cg003G114850
OG0000360	evm.model.RL_8.2767	Cg003G114870
OG0000360	evm.model.RL_8.2766	Cg003G114860
OG0000361	evm.model.RL_1.1054	Cg004G127210
OG0000362	evm.model.RL_3.1363	Cg007G270120
OG0000363	evm.model.RL_4.583	Cg004G145460
OG0000364	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607	Cg004G140890
OG0000368	evm.model.RL_2.3252	Cg001G002850
OG0000368	evm.model.RL_2.3251.1.687c86e8	Cg001G002860
OG0000368	evm.model.RL_2.3253	Cg001G002840
OG0000368	evm.model.RL_2.3254	Cg001G002830
OG0000369	evm.model.RL_5.629	Cg006G238280
OG0000369	evm.model.RL_7.1763	Cg003G107530
OG0000370	evm.model.RL_5.1545	Cg006G228950
OG0000370	evm.model.RL_2.604	Cg001G033700, Cg001G033710
OG0000370	evm.model.RL_2.2043	Cg001G015500
OG0000371	evm.model.RL_5.3286	Cg006G220780
OG0000371	evm.model.RL_6.2874	Cg005G158480
OG0000371	evm.model.RL_5.191	Cg006G243100
OG0000371	evm.model.RL_6.2875	Cg005G158470
OG0000372	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491	Cg001G013540, Cg001G013550, Cg001G013560
OG0000374	evm.model.RL_8.878	Cg006G203210, Cg006G203180, Cg006G203200, Cg006G203220, Cg006G203250, Cg006G203260, Cg006G203240, Cg006G203230, Cg006G203190, Cg006G198280, Cg006G198270, Cg006G198290
OG0000377	evm.model.RL_3.378, evm.model.RL_3.379	Cg007G249720
OG0000377	evm.model.RL_3.376, evm.model.RL_3.381, evm.model.RL_5.946	Cg007G249710
OG0000377	evm.model.RL_3.380	Cg007G249740
OG0000379	evm.model.RL_5.2400	Cg007G257560, Cg002G060420, Cg003G107790
OG0000379	evm.model.RL_4.2609	Cg001G025230, Cg005G186070, Cg008G310010
OG0000381	evm.model.RL_5.182, evm.model.RL_5.98, evm.model.RL_5.105, evm.model.RL_5.32	Cg006G239330, Cg006G239310, Cg006G240450
OG0000381	evm.model.RL_5.706, evm.model.RL_5.397	Cg006G225170, Cg006G239510, Cg006G240680
OG0000382	evm.model.RL_5.113	Cg006G243790
OG0000382	evm.model.RL_3.698	Cg007G254420
OG0000382	evm.model.RL_5.778	Cg006G236900
OG0000383	evm.model.RL_5.3041	Cg006G217970
OG0000383	evm.model.RL_5.3045	Cg006G218010
OG0000383	evm.model.RL_5.3042	Cg006G217980
OG0000386	evm.model.RL_7.1060	Cg002G053290
OG0000387	evm.model.RL_6.2452, evm.model.RL_2.1330	Cg005G162800
OG0000387	evm.model.RL_6.2462	Cg005G162500
OG0000387	evm.model.RL_6.2791, evm.model.RL_6.2463	Cg005G162480
OG0000390	evm.model.RL_4.1377	Cg008G303200
OG0000390	evm.model.RL_1.1673, evm.model.RL_7.1867	Cg002G062740
OG0000391	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d	Cg006G223560, Cg006G223590
OG0000391	evm.model.RL_5.3528	Cg006G223610
OG0000391	evm.model.RL_5.3527	Cg006G223580
OG0000392	evm.model.RL_7.1360	Cg002G056660
OG0000392	evm.model.RL_7.1363	Cg002G056610
OG0000392	evm.model.RL_7.1359	Cg002G056590
OG0000392	evm.model.RL_7.1361	Cg002G056620, Cg002G056600
OG0000392	evm.model.RL_2.416	Cg001G037860, Cg001G037810
OG0000396	evm.model.RL_7.2206	Cg001G030810, Cg002G069030
OG0000398	evm.model.RL_1.1275	Cg008G310730
OG0000398	evm.model.RL_1.1276	Cg004G129520
OG0000398	evm.model.RL_1.1274	Cg004G129510
OG0000398	evm.model.RL_4.886	Cg008G309090
OG0000398	evm.model.RL_5.3908	Cg006G195010
OG0000401	evm.model.RL_8.2356	Cg003G110670
OG0000401	evm.model.RL_8.1276	Cg003G098280
OG0000403	evm.model.RL_3.475, evm.model.RL_3.476	Cg007G250680
OG0000403	evm.model.RL_3.472, evm.model.RL_3.471	Cg007G250650
OG0000404	evm.model.RL_7.1127.1.687c84b8	Cg002G054180
OG0000404	evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057	Cg008G286930, Cg004G127240, Cg005G170410
OG0000405	evm.model.RL_6.867	Cg006G212540
OG0000406	evm.model.RL_4.1943	Cg008G297220
OG0000406	evm.model.RL_7.379	Cg002G046730
OG0000406	evm.model.RL_1.230	Cg004G118250
OG0000408	evm.model.RL_6.363	Cg005G189700
OG0000411	evm.model.RL_1.2526	Cg004G145680
OG0000411	evm.model.RL_8.468	Cg003G093460, Cg003G080490
OG0000411	evm.model.RL_2.1704	Cg001G019000
OG0000412	evm.model.RL_8.1550	Cg003G101880
OG0000412	evm.model.RL_2.2237	Cg001G013500
OG0000412	evm.model.RL_5.1961	Cg006G198710
OG0000412	evm.model.RL_1.1990	Cg004G137580
OG0000413	evm.model.RL_1.1261	Cg004G129370
OG0000413	evm.model.RL_8.1728	Cg003G104010
OG0000414	evm.model.RL_5.3277	Cg006G220700
OG0000415	evm.model.RL_4.2375, evm.model.RL_4.2377	Cg008G292540
OG0000415	evm.model.RL_4.1043	Cg008G306950
OG0000416	evm.model.RL_6.1277	Cg005G174850
OG0000416	evm.model.RL_5.417	Cg006G240670
OG0000422	evm.model.RL_5.809	Cg001G020210, Cg006G236580
OG0000422	evm.model.RL_5.810	Cg006G236570, Cg006G236560
OG0000422	evm.model.RL_5.808.1.687c88af	Cg006G236590
OG0000423	evm.model.RL_3.1665	Cg007G273210
OG0000423	evm.model.RL_5.3889	Cg006G195220
OG0000423	evm.model.RL_1.1311	Cg004G129870
OG0000424	evm.model.RL_8.374	Cg005G185110
OG0000425	evm.model.RL_5.3756	Cg006G196760
OG0000427	evm.model.RL_2.1164, evm.model.RL_3.2261	Cg004G145850, Cg007G279320
OG0000427	evm.model.RL_6.1459	Cg005G172930
OG0000429	evm.model.RL_4.1204	Cg008G305090
OG0000429	evm.model.RL_4.2465	Cg008G291690
OG0000429	evm.model.RL_2.2744	Cg001G008100
OG0000429	evm.model.RL_6.461	Cg005G188170
OG0000430	evm.model.RL_1.2834	Cg004G152450
OG0000430	evm.model.RL_6.22	Cg005G193810
OG0000430	evm.model.RL_2.3452	Cg001G000600
OG0000431	evm.model.RL_3.561	Cg007G251970
OG0000431	evm.model.RL_5.862_evm.model.RL_5.863	Cg006G235970
OG0000432	evm.model.RL_8.1360, evm.model.RL_8.1364	Cg003G099400
OG0000432	evm.model.RL_2.2173	Cg001G014130
OG0000432	evm.model.RL_8.1680	Cg003G103300
OG0000435	evm.model.RL_5.1716, evm.model.RL_5.1713, evm.model.RL_5.1714	Cg006G227220, Cg006G227250
OG0000436	evm.model.RL_2.2141	Cg001G014470
OG0000436	evm.model.RL_8.1743	Cg003G104180
OG0000436	evm.model.RL_2.2461	Cg001G011130
OG0000436	evm.model.RL_1.3151	Cg004G156050
OG0000437	evm.model.RL_5.2608	Cg006G211940
OG0000438	evm.model.RL_8.525	Cg003G081140
OG0000439	evm.model.RL_5.461_evm.model.RL_5.462.2.687c9b4b	Cg006G240180
OG0000439	evm.model.RL_7.411	Cg002G047030
OG0000439	evm.model.RL_6.1235	Cg005G175260
OG0000440	evm.model.RL_4.1896	Cg008G297760
OG0000440	evm.model.RL_1.259	Cg004G118560
OG0000440	evm.model.RL_1.260	Cg004G118570
OG0000441	evm.model.RL_1.1577	Cg004G132880
OG0000441	evm.model.RL_1.1576	Cg004G132870
OG0000442	evm.model.RL_7.1601	Cg001G027430, Cg002G071920
OG0000446	evm.model.RL_8.2324	Cg003G110320
OG0000446	evm.model.RL_7.2573	Cg002G074360
OG0000446	evm.model.RL_5.1283	Cg006G231520
OG0000447	evm.model.RL_1.1423	Cg004G131200
OG0000447	evm.model.RL_8.2153	Cg003G108540
OG0000447	evm.model.RL_6.1484	Cg005G172640
OG0000448	evm.model.RL_4.100	Cg008G324500
OG0000448	evm.model.RL_4.101	Cg008G324490
OG0000449	evm.model.RL_7.1766	Cg002G061250
OG0000449	evm.model.RL_8.2067	Cg003G107590
OG0000449	evm.model.RL_7.1767	Cg002G061240
OG0000449	evm.model.RL_8.2066	Cg003G107580
OG0000453	evm.model.RL_6.1003	Cg005G177990
OG0000453	evm.model.RL_6.1004	Cg006G197950
OG0000454	evm.model.RL_8.1369	Cg003G099450, Cg003G099460
OG0000457	evm.model.RL_4.2343	Cg008G292890
OG0000458	evm.model.RL_8.1388, evm.model.RL_8.1390	Cg003G099750, Cg003G099730
OG0000460	evm.model.RL_3.473	Cg007G250660, Cg007G250670
OG0000460	evm.model.RL_6.2924	Cg005G157890
OG0000461	evm.model.RL_6.1809	Cg005G168760
OG0000461	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911	Cg006G245460
OG0000461	evm.model.RL_5.2910	Cg006G245470
OG0000463	evm.model.RL_7.360	Cg002G060570
OG0000466	evm.model.RL_1.2178	Cg005G169700, Cg005G160230
OG0000466	evm.model.RL_4.3195	Cg008G284120
OG0000467	evm.model.RL_4.251.1.687c86cd	Cg008G322950, Cg002G047650, Cg001G022010
OG0000468	evm.model.RL_7.908	Cg002G051880
OG0000468	evm.model.RL_6.1370	Cg005G173840
OG0000468	evm.model.RL_6.2006	Cg005G167330
OG0000471	evm.model.RL_5.3017	Cg006G217710
OG0000471	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020	Cg006G217740
OG0000471	evm.model.RL_5.3018	Cg006G217720
OG0000471	evm.model.RL_5.3019	Cg006G217730
OG0000471	evm.model.RL_5.3015	Cg006G217690
OG0000472	evm.model.RL_2.9	Cg001G040820
OG0000472	evm.model.RL_2.8	Cg001G040800
OG0000473	evm.model.RL_8.2204	Cg003G109030
OG0000473	evm.model.RL_7.124	Cg002G044230
OG0000474	evm.model.RL_4.1353	Cg008G303420
OG0000474	evm.model.RL_7.1494	Cg002G057990
OG0000474	evm.model.RL_2.2587	Cg005G190550
OG0000474	evm.model.RL_6.296	Cg001G009730
OG0000477	evm.model.RL_4.2841	Cg008G287900
OG0000477	evm.model.RL_8.1916.1.687c855e	Cg003G105990, Cg004G153320
OG0000477	evm.model.RL_6.1936, evm.model.RL_1.2914	Cg005G168060
OG0000481	evm.model.RL_2.858	Cg001G029300, Cg003G087600
OG0000482	evm.model.RL_3.1086	Cg007G266950
OG0000482	evm.model.RL_2.377	Cg001G038090
OG0000483	evm.model.RL_8.1626	Cg003G102670
OG0000483	evm.model.RL_8.1628, evm.model.RL_8.1627	Cg003G102690, Cg003G102680
OG0000487	evm.model.RL_1.357	Cg004G120040, Cg005G173270, Cg006G241950
OG0000489	evm.model.RL_1.499	Cg004G121500, Cg004G121510
OG0000489	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383	Cg003G094350, Cg003G079680
OG0000493	evm.model.RL_4.773, evm.model.RL_8.1075, evm.model.RL_2.642	Cg008G310080
OG0000495	evm.model.RL_8.1494	Cg003G101210
OG0000495	evm.model.RL_6.241	Cg005G191210
OG0000496	evm.model.RL_1.2426	Cg008G318740, Cg001G021720
OG0000498	evm.model.RL_8.1435	Cg003G100300
OG0000498	evm.model.RL_5.3097	Cg006G218710
OG0000499	evm.model.RL_2.1390.1.687c86e2	Cg001G022510
OG0000499	evm.model.RL_3.2236, evm.model.RL_5.1890	Cg007G279080, Cg004G130580
OG0000500	evm.model.RL_4.764	Cg008G321760
OG0000501	evm.model.RL_5.2509	Cg006G209830
OG0000501	evm.model.RL_1.2766	Cg004G151200
OG0000502	evm.model.RL_4.1265, evm.model.RL_7.1712, evm.model.RL_3.722	Cg008G316630
OG0000504	evm.model.RL_4.3277	Cg008G283420
OG0000504	evm.model.RL_1.857	Cg004G125100
OG0000506	evm.model.RL_4.2927	Cg008G286990
OG0000506	evm.model.RL_3.1583	Cg007G272280
OG0000507	evm.model.RL_3.47, evm.model.RL_3.45	Cg007G245970
OG0000507	evm.model.RL_3.43	Cg007G245960, Cg007G245940
OG0000507	evm.model.RL_6.1857	Cg008G320160
OG0000508	evm.model.RL_6.1717	Cg005G170330
OG0000509	evm.model.RL_5.3768	Cg006G201540
OG0000509	evm.model.RL_2.1208	Cg001G024650
OG0000510	evm.model.RL_3.457	Cg007G250480, Cg007G250500
OG0000510	evm.model.RL_3.458	Cg007G250460
OG0000511	evm.model.RL_2.1043	Cg001G026600
OG0000511	evm.model.RL_3.238	Cg007G247860
OG0000512	evm.model.RL_2.1853	Cg001G017530
OG0000512	evm.model.RL_2.1854	Cg001G017520
OG0000512	evm.model.RL_7.2237	Cg002G068470
OG0000513	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7	Cg002G052890
OG0000513	evm.model.RL_7.1762	Cg002G061210
OG0000513	evm.model.RL_8.2062	Cg003G107510
OG0000514	evm.model.RL_1.1956, evm.model.RL_1.1955	Cg004G137240
OG0000515	evm.model.RL_5.3997, evm.model.RL_5.3996, evm.model.RL_5.3998	Cg006G194180
OG0000520	evm.model.RL_6.2708	Cg005G160050
OG0000520	evm.model.RL_4.754	Cg009G325440, Cg008G313690
OG0000520	evm.model.RL_7.262	Cg002G045640
OG0000521	evm.model.RL_5.2511	Cg006G209950
OG0000521	evm.model.RL_8.860	Cg003G085930
OG0000521	evm.model.RL_3.2229	Cg007G278940
OG0000522	evm.model.RL_5.2665	Cg006G212940
OG0000522	evm.model.RL_8.724.1.687c8558	Cg003G083570
OG0000523	evm.model.RL_5.3093	Cg006G218660
OG0000524	evm.model.RL_1.735	Cg004G123940
OG0000524	evm.model.RL_4.768	Cg008G312990
OG0000525	evm.model.RL_3.2252	Cg007G279230
OG0000525	evm.model.RL_5.1541	Cg006G228960
OG0000525	evm.model.RL_1.1399	Cg004G130910
OG0000525	evm.model.RL_5.3805	Cg006G196190
OG0000526	evm.model.RL_7.1608	Cg002G059250
OG0000526	evm.model.RL_7.1613	Cg002G059300
OG0000526	evm.model.RL_7.1612, evm.model.RL_7.1611	Cg002G059290
OG0000526	evm.model.RL_7.1609	Cg002G059280, Cg002G059260
OG0000530	evm.model.RL_4.1935	Cg008G297330, Cg008G297350
OG0000532	evm.model.RL_8.602	Cg003G081940
OG0000533	evm.model.RL_6.67	Cg001G001030
OG0000533	evm.model.RL_1.2814	Cg004G152110
OG0000537	evm.model.RL_8.362	Cg003G094580, Cg003G079430
OG0000537	evm.model.RL_2.772	Cg001G031430
OG0000537	evm.model.RL_1.692	Cg004G123580
OG0000538	evm.model.RL_6.2482, evm.model.RL_6.2483	Cg005G162220
OG0000538	evm.model.RL_6.2479	Cg005G162250
OG0000539	evm.model.RL_3.492	Cg007G251010
OG0000539	evm.model.RL_6.1158	Cg005G176040
OG0000540	evm.model.RL_6.1049	Cg005G177450
OG0000540	evm.model.RL_6.1045	Cg005G177480
OG0000540	evm.model.RL_6.1042	Cg005G177500
OG0000540	evm.model.RL_6.1043, evm.model.RL_6.1044	Cg005G177490
OG0000542	evm.model.RL_4.2027.1.687c86d7	Cg008G296420
OG0000542	evm.model.RL_5.2133	Cg006G200890
OG0000542	evm.model.RL_1.173	Cg004G117700
OG0000543	evm.model.RL_6.338	Cg005G190410, Cg005G189960, Cg005G190420, Cg005G190000
OG0000543	evm.model.RL_6.344, evm.model.RL_6.339	Cg005G189950, Cg005G190430, Cg005G189990
OG0000544	evm.model.RL_5.382, evm.model.RL_5.384	Cg006G241110
OG0000544	evm.model.RL_5.383	Cg006G241100
OG0000545	evm.model.RL_3.1918	Cg007G275530
OG0000545	evm.model.RL_3.1916_evm.model.RL_3.1917	Cg007G275520
OG0000545	evm.model.RL_3.1915	Cg007G275490
OG0000546	evm.model.RL_1.2886	Cg004G152970
OG0000546	evm.model.RL_1.2884	Cg004G152950
OG0000546	evm.model.RL_1.2883	Cg004G152920
OG0000546	evm.model.RL_1.2885	Cg004G152930, Cg004G152960, Cg004G152940
OG0000550	evm.model.RL_7.1126	Cg005G170400, Cg002G054170
OG0000551	evm.model.RL_8.2558	Cg003G112680
OG0000551	evm.model.RL_2.3398	Cg001G001200
OG0000551	evm.model.RL_4.2595.1.687c86da	Cg008G290260
OG0000552	evm.model.RL_5.3425	Cg006G222430
OG0000552	evm.model.RL_6.1199	Cg005G175630, Cg002G044370
OG0000554	evm.model.RL_4.678	Cg006G205560, Cg008G316540
OG0000554	evm.model.RL_3.335	Cg007G248970
OG0000556	evm.model.RL_1.2383	Cg004G142770
OG0000557	evm.model.RL_7.337	Cg002G046330
OG0000558	evm.model.RL_3.444	Cg005G164050
OG0000558	evm.model.RL_6.2355	Cg005G163680
OG0000558	evm.model.RL_3.443	Cg005G164040
OG0000559	evm.model.RL_4.3249	Cg008G283670
OG0000559	evm.model.RL_4.3262	Cg008G284340
OG0000560	evm.model.RL_8.2034	Cg003G107170
OG0000562	evm.model.RL_1.516.4.687c87ea	Cg004G121670
OG0000562	evm.model.RL_4.2164	Cg008G294850
OG0000562	evm.model.RL_4.1100	Cg008G306290
OG0000564	evm.model.RL_6.373, evm.model.RL_6.370	Cg005G189590
OG0000564	evm.model.RL_6.369	Cg005G189600
OG0000564	evm.model.RL_6.367	Cg005G189640, Cg005G189660
OG0000565	evm.model.RL_3.1396	Cg007G270450
OG0000566	evm.model.RL_4.1597	Cg008G300980
OG0000567	evm.model.RL_4.2379	Cg008G292520
OG0000569	evm.model.RL_6.1611	Cg005G171340
OG0000570	evm.model.RL_1.121	Cg004G117190
OG0000571	evm.model.RL_8.2145	Cg003G108460
OG0000571	evm.model.RL_5.659	Cg006G237990
OG0000571	evm.model.RL_5.658	Cg006G238000
OG0000572	evm.model.RL_3.1767	Cg007G274000
OG0000573	evm.model.RL_3.359.1.687c84ba	Cg007G249330
OG0000575	evm.model.RL_7.1985, evm.model.RL_7.1988, evm.model.RL_2.2901	Cg002G064240
