Orthogroup	Cardamine_amara	Noccaea_praecox
OG0000249	evm.model.RL_6.1770	Np003G177600, Np006G338400
OG0000252	evm.model.RL_3.611	Np003G179240
OG0000252	evm.model.RL_5.3777	Np004G205500
OG0000253	evm.model.RL_6.613, evm.model.RL_8.1032	Np003G170230
OG0000256	evm.model.RL_2.275	Np004G200500, Np004G200520
OG0000257	evm.model.RL_6.895	Np007G377760
OG0000258	evm.model.RL_7.2389	Np001G022690
OG0000258	evm.model.RL_7.2388	Np001G049130, Np001G022660, Np001G022680
OG0000260	evm.model.RL_8.722	Np005G316850
OG0000260	evm.model.RL_4.3199	Np005G316660
OG0000264	evm.model.RL_8.411, evm.model.RL_8.323	Np003G185830
OG0000264	evm.model.RL_8.324	Np003G185810, Np003G185770, Np003G185800
OG0000265	evm.model.RL_2.540, evm.model.RL_3.1127, evm.model.RL_5.2471	Np005G294290
OG0000265	evm.model.RL_6.1068	Np001G068970
OG0000266	evm.model.RL_7.1038	Np003G177610, Np001G046580
OG0000266	evm.model.RL_4.734, evm.model.RL_7.884, evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8	Np001G053260, Np001G053250
OG0000266	evm.model.RL_3.560	Np003G155740
OG0000266	evm.model.RL_7.114	Np006G336470
OG0000266	evm.model.RL_7.312, evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608	Np002G082150
OG0000268	evm.model.RL_7.2613	Np001G026200
OG0000268	evm.model.RL_4.3350	Np003G125800
OG0000268	evm.model.RL_7.967	Np001G057220
OG0000270	evm.model.RL_2.3440	Np007G377200
OG0000270	evm.model.RL_5.1819	Np002G077720
OG0000271	evm.model.RL_4.3212	Np003G150700, Np003G184840
OG0000273	evm.model.RL_5.2635	Np007G375980, Np004G199070, Np005G312740, Np005G262870
OG0000274	evm.model.RL_8.2049	Np003G152640
OG0000274	evm.model.RL_3.504	Np004G252150
OG0000275	evm.model.RL_3.456, evm.model.RL_1.2114	Np007G384510, Np007G381770, Np007G381750, Np007G381740, Np007G382440, Np007G382420, Np007G384540, Np007G382890
OG0000278	evm.model.RL_8.184, evm.model.RL_8.181	Np006G348830
OG0000278	evm.model.RL_8.1959, evm.model.RL_8.1993	Np005G260810, Np005G260780, Np005G260850
OG0000278	evm.model.RL_3.1756	Np008G426890, Np009G429180
OG0000279	evm.model.RL_2.847	Np004G200390
OG0000280	evm.model.RL_4.2683	Np006G359880, Np005G298160
OG0000281	evm.model.RL_2.1747	Np001G056160, Np001G056190
OG0000282	evm.model.RL_4.2792	Np003G133530
OG0000284	evm.model.RL_4.1106, evm.model.RL_4.1105	Np001G014190
OG0000284	evm.model.RL_4.572	Np007G417960
OG0000285	evm.model.RL_6.721	Np002G086400
OG0000287	evm.model.RL_1.2024	Np004G226800, Np004G226820, Np004G226810, Np004G226830
OG0000287	evm.model.RL_1.2023	Np005G307830
OG0000287	evm.model.RL_1.2027	Np007G380790
OG0000288	evm.model.RL_6.93	Np002G076120, Np007G410970
OG0000288	evm.model.RL_1.2504	Np006G324750
OG0000290	evm.model.RL_1.1777	Np007G394710
OG0000290	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862	Np001G003170, Np004G255370
OG0000293	evm.model.RL_3.1488, evm.model.RL_6.4, evm.model.RL_4.950	Np002G120030
OG0000293	evm.model.RL_1.1303, evm.model.RL_6.763	Np002G083290
OG0000294	evm.model.RL_1.1662	Np007G392540
OG0000294	evm.model.RL_6.1779	Np006G338230
OG0000294	evm.model.RL_8.188	Np003G187470
OG0000296	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476	Np006G337510
OG0000297	evm.model.RL_8.2112	Np003G151840
OG0000297	evm.model.RL_1.1874	Np007G397060
OG0000299	evm.model.RL_5.3976	Np004G190450
OG0000300	evm.model.RL_1.2516, evm.model.RL_1.2511	Np007G389150
OG0000301	evm.model.RL_1.1569	Np004G225550, Np006G356740, Np004G197240, Np002G077850, Np007G412040, Np002G074480, Np003G156020, Np005G314010
OG0000303	evm.model.RL_5.1701	Np002G108940
OG0000304	evm.model.RL_6.1687	Np001G038750
OG0000308	evm.model.RL_2.215	Np005G316710
OG0000309	evm.model.RL_1.3296	Np002G120790, Np002G096530, Np009G429300, Np002G104210, Np004G218210
OG0000310	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096	Np003G152090, Np001G045800, Np003G152100
OG0000311	evm.model.RL_4.1982	Np003G143670
OG0000311	evm.model.RL_5.2161	Np004G199430
OG0000311	evm.model.RL_2.463	Np005G312280
OG0000311	evm.model.RL_3.998	Np002G095870
OG0000313	evm.model.RL_3.1012, evm.model.RL_1.2839	Np004G202460
OG0000314	evm.model.RL_5.327	Np004G255460
OG0000314	evm.model.RL_5.328	Np004G255440
OG0000314	evm.model.RL_6.1397	Np006G357690
OG0000315	evm.model.RL_1.1077	Np006G328650
OG0000316	evm.model.RL_6.2182, evm.model.RL_6.2173	Np006G331500
OG0000319	evm.model.RL_8.2110	Np003G151880, Np005G304320, Np004G196850, Np005G304300
OG0000322	evm.model.RL_3.2239, evm.model.RL_3.2238	Np002G073460
OG0000323	evm.model.RL_8.1505	Np003G162270
OG0000323	evm.model.RL_2.2281	Np005G277410
OG0000323	evm.model.RL_2.2280	Np005G277420, Np005G277440
OG0000325	evm.model.RL_1.2773	Np005G299970
OG0000328	evm.model.RL_2.315	Np005G314440
OG0000329	evm.model.RL_2.90	Np001G065660
OG0000329	evm.model.RL_1.1997	Np001G066400
OG0000330	evm.model.RL_7.370, evm.model.RL_7.371	Np007G378870
OG0000330	evm.model.RL_7.377	Np001G065240, Np001G065330
OG0000332	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a	Np003G147860
OG0000332	evm.model.RL_1.1873	Np004G197090
OG0000334	evm.model.RL_7.998	Np001G056660
OG0000335	evm.model.RL_5.357, evm.model.RL_5.356	Np004G255090
OG0000335	evm.model.RL_2.1239, evm.model.RL_5.2346, evm.model.RL_5.2348	Np004G203620
OG0000335	evm.model.RL_5.2876	Np004G210810
OG0000336	evm.model.RL_3.1688	Np002G081720
OG0000339	evm.model.RL_2.1855.1.687c86e4	Np005G283750
OG0000339	evm.model.RL_8.2868	Np004G259200
OG0000339	evm.model.RL_6.2741	Np006G323420
OG0000341	evm.model.RL_5.2482	Np004G218220
OG0000341	evm.model.RL_6.571, evm.model.RL_8.906	Np004G218230
OG0000341	evm.model.RL_3.731	Np002G108910
OG0000344	evm.model.RL_2.1757	Np001G013610
OG0000345	evm.model.RL_5.1127	Np004G244940
OG0000345	evm.model.RL_5.1126	Np004G244950, Np004G245040
OG0000347	evm.model.RL_1.1092	Np005G279340, Np007G409890, Np005G279350, Np007G409880
OG0000348	evm.model.RL_8.988	Np006G350410
OG0000349	evm.model.RL_2.3096	Np005G267200
OG0000350	evm.model.RL_5.2955	Np004G212930
OG0000355	evm.model.RL_3.2369	Np002G071660
OG0000356	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842	Np001G014370, Np004G217270, Np004G217180, Np004G217110
OG0000357	evm.model.RL_7.2050	Np006G338370, Np006G345710, Np006G345700, Np009G431560
OG0000358	evm.model.RL_4.2634, evm.model.RL_5.756, evm.model.RL_5.280	Np004G256010
OG0000358	evm.model.RL_4.2636	Np003G135720
OG0000360	evm.model.RL_8.2767	Np001G001460
OG0000361	evm.model.RL_1.1054	Np007G410320
OG0000362	evm.model.RL_5.2675	Np002G098770
OG0000362	evm.model.RL_5.1461	Np004G240120
OG0000363	evm.model.RL_4.583, evm.model.RL_5.2689	Np004G216110
OG0000364	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607, evm.model.RL_8.1057	Np004G217400, Np003G178990
OG0000368	evm.model.RL_2.3252	Np005G269260
OG0000368	evm.model.RL_2.3251.1.687c86e8	Np005G269240
OG0000368	evm.model.RL_3.1025, evm.model.RL_2.3253	Np005G269270
OG0000368	evm.model.RL_2.3254	Np005G269280
OG0000369	evm.model.RL_8.2063	Np003G152480, Np004G251590
OG0000370	evm.model.RL_5.1545	Np004G239190
OG0000370	evm.model.RL_5.1544	Np004G239200
OG0000370	evm.model.RL_5.1542	Np004G239180
OG0000370	evm.model.RL_2.604, evm.model.RL_2.2043	Np005G280980, Np005G280970, Np005G280960, Np005G280940, Np005G280920
OG0000371	evm.model.RL_5.3286, evm.model.RL_6.2874	Np006G321660, Np003G162330
OG0000371	evm.model.RL_5.1007	Np005G306140
OG0000371	evm.model.RL_6.2875	Np006G321270, Np006G321650
OG0000372	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491	Np005G278400, Np005G278420, Np005G278410, Np005G278390
OG0000374	evm.model.RL_8.878	Np006G361320
OG0000377	evm.model.RL_3.379	Np002G116500
OG0000377	evm.model.RL_3.381	Np002G116540
OG0000377	evm.model.RL_5.946	Np002G116470, Np002G090780
OG0000377	evm.model.RL_3.380	Np002G116530
OG0000379	evm.model.RL_5.2400, evm.model.RL_4.2609	Np004G234080
OG0000382	evm.model.RL_3.698	Np002G107670, Np002G107720
OG0000383	evm.model.RL_5.3045, evm.model.RL_5.3042	Np004G211550
OG0000386	evm.model.RL_7.1060	Np001G056060
OG0000386	evm.model.RL_7.1059, evm.model.RL_7.2020	Np001G056100
OG0000387	evm.model.RL_6.2452	Np006G327210
OG0000387	evm.model.RL_2.1330	Np003G184710
OG0000387	evm.model.RL_6.2462, evm.model.RL_6.2791, evm.model.RL_6.2463	Np006G326120
OG0000389	evm.model.RL_7.524	Np005G317960, Np004G204920
OG0000390	evm.model.RL_4.1377	Np001G010580
OG0000390	evm.model.RL_8.1517	Np003G162420, Np003G162400
OG0000390	evm.model.RL_1.1863	Np007G396900, Np007G396890
OG0000390	evm.model.RL_1.1673, evm.model.RL_7.1867	Np007G392350, Np007G392370, Np007G392400, Np007G378210
OG0000391	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d	Np004G232330
OG0000391	evm.model.RL_5.3527	Np004G232430
OG0000392	evm.model.RL_7.1360, evm.model.RL_7.1363	Np001G051590, Np001G051560
OG0000396	evm.model.RL_7.2206	Np001G019970
OG0000398	evm.model.RL_1.1275	Np007G407090, Np007G407070
OG0000398	evm.model.RL_5.3907, evm.model.RL_5.3908	Np004G191370, Np004G191380, Np004G191360
OG0000401	evm.model.RL_8.1238, evm.model.RL_8.1309	Np004G201180
OG0000403	evm.model.RL_3.475, evm.model.RL_3.476	Np002G115780
OG0000404	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057	Np006G339530, Np001G054740, Np003G131430, Np007G410290
OG0000405	evm.model.RL_7.1865	Np005G295230
OG0000406	evm.model.RL_4.1943	Np003G144160
OG0000406	evm.model.RL_7.379	Np002G105970, Np002G112240
OG0000406	evm.model.RL_1.230	Np007G422620
OG0000408	evm.model.RL_6.363	Np006G365350, Np006G365360
OG0000411	evm.model.RL_1.2526	Np007G389260
OG0000411	evm.model.RL_8.468	Np003G183560
OG0000412	evm.model.RL_8.1550	Np003G163330
OG0000412	evm.model.RL_2.2237	Np005G278350
OG0000412	evm.model.RL_5.1961	Np004G196050
OG0000412	evm.model.RL_1.1990	Np007G380350
OG0000413	evm.model.RL_1.1261	Np007G407430
OG0000414	evm.model.RL_5.3277	Np004G225620
OG0000415	evm.model.RL_4.2375, evm.model.RL_4.2377	Np004G202110
OG0000415	evm.model.RL_4.1043	Np007G378170
OG0000416	evm.model.RL_6.1277	Np006G355480, Np006G355650, Np006G355470, Np006G355660
OG0000421	evm.model.RL_2.302	Np005G314860
OG0000422	evm.model.RL_5.809	Np004G249670, Np001G044100
OG0000423	evm.model.RL_3.1665	Np002G082000
OG0000423	evm.model.RL_5.3889	Np004G191630
OG0000423	evm.model.RL_1.1311	Np007G406460
OG0000425	evm.model.RL_5.3756	Np004G193780
OG0000427	evm.model.RL_2.1164, evm.model.RL_3.2261	Np002G073180
OG0000427	evm.model.RL_6.1459	Np006G343770, Np001G003290
OG0000427	evm.model.RL_3.2259	Np002G073190
OG0000429	evm.model.RL_4.1204	Np001G012860
OG0000429	evm.model.RL_4.2465	Np003G137770
OG0000429	evm.model.RL_6.461	Np006G363880
OG0000430	evm.model.RL_1.2834	Np007G377070
OG0000430	evm.model.RL_6.22	Np006G371120
OG0000431	evm.model.RL_3.561	Np002G113550
OG0000431	evm.model.RL_5.862_evm.model.RL_5.863	Np004G248890
OG0000432	evm.model.RL_8.1360, evm.model.RL_8.1364	Np003G165250
OG0000432	evm.model.RL_8.1680	Np003G149220, Np007G376900, Np003G159570, Np003G158520
OG0000436	evm.model.RL_2.2141	Np005G279590
OG0000436	evm.model.RL_8.1743	Np003G157260
OG0000436	evm.model.RL_1.3151	Np007G372950
OG0000437	evm.model.RL_5.2606	Np004G206690
OG0000437	evm.model.RL_5.2608	Np004G206660, Np004G206670, Np001G036170
OG0000438	evm.model.RL_8.525	Np003G182660
OG0000438	evm.model.RL_2.1751	Np005G285310, Np005G285300
OG0000439	evm.model.RL_7.411	Np001G064720
OG0000439	evm.model.RL_6.1235	Np006G355120
OG0000440	evm.model.RL_4.1896	Np003G128340, Np003G128320, Np003G144800
OG0000440	evm.model.RL_1.259	Np007G422200
OG0000440	evm.model.RL_1.260	Np004G198320
OG0000441	evm.model.RL_1.1577	Np007G390830
OG0000441	evm.model.RL_2.1399, evm.model.RL_1.1575	Np007G390750
OG0000442	evm.model.RL_7.1601	Np005G260740
OG0000446	evm.model.RL_8.2324	Np001G007230
OG0000446	evm.model.RL_7.2573	Np001G025190
OG0000446	evm.model.RL_5.1283	Np004G242300
OG0000447	evm.model.RL_1.1423	Np007G404710
OG0000447	evm.model.RL_6.1484	Np006G343160
OG0000448	evm.model.RL_4.101	Np001G033730
OG0000449	evm.model.RL_7.1766	Np001G045710
OG0000449	evm.model.RL_8.2067	Np003G152360
OG0000449	evm.model.RL_7.1767	Np001G045700
OG0000449	evm.model.RL_8.2066	Np003G152370
OG0000450	evm.model.RL_6.2784	Np004G233200, Np006G350800, Np003G169470, Np004G236150, Np004G219830
OG0000450	evm.model.RL_2.603, evm.model.RL_4.971	Np004G217720
OG0000453	evm.model.RL_6.1003	Np001G046100
OG0000454	evm.model.RL_8.1369	Np003G165150
OG0000457	evm.model.RL_4.2343	Np003G139280
OG0000461	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911	Np004G206830, Np004G259930
OG0000461	evm.model.RL_8.2929, evm.model.RL_5.2910	Np004G259940
OG0000463	evm.model.RL_7.360	Np001G046420
OG0000466	evm.model.RL_4.3195, evm.model.RL_4.3197	Np003G127910, Np003G127830, Np003G127870, Np003G127860, Np003G127900
OG0000468	evm.model.RL_7.908	Np001G057840
OG0000468	evm.model.RL_6.1370	Np006G357390
OG0000468	evm.model.RL_6.2006	Np006G334580
OG0000471	evm.model.RL_5.3017	Np004G211890
OG0000472	evm.model.RL_2.9	Np005G317120, Np005G317110, Np005G317080, Np005G317060
OG0000472	evm.model.RL_2.8	Np005G317040, Np005G316840
OG0000473	evm.model.RL_6.2891	Np006G321410
OG0000473	evm.model.RL_8.2204	Np001G009370
OG0000473	evm.model.RL_7.124	Np001G068690
OG0000474	evm.model.RL_4.1353	Np001G010930, Np001G049630
OG0000474	evm.model.RL_7.1494, evm.model.RL_2.2587, evm.model.RL_6.296	Np006G366370
OG0000475	evm.model.RL_3.170	Np002G122020, Np002G121880, Np002G122230, Np002G121910, Np002G121940, Np002G121930
OG0000475	evm.model.RL_3.171	Np002G122010
OG0000477	evm.model.RL_4.2841, evm.model.RL_8.1916.1.687c855e, evm.model.RL_6.1936, evm.model.RL_1.2914	Np003G154550, Np003G132840, Np006G335660
OG0000480	evm.model.RL_8.1001, evm.model.RL_3.892, evm.model.RL_2.705	Np002G103440
OG0000481	evm.model.RL_2.858	Np002G101110
OG0000482	evm.model.RL_3.1086	Np002G093240
OG0000482	evm.model.RL_2.377	Np005G313460
OG0000483	evm.model.RL_8.1626	Np003G159730, Np003G159870
OG0000483	evm.model.RL_8.1628, evm.model.RL_8.1627	Np003G159720, Np003G159710
OG0000484	evm.model.RL_2.3144	Np005G267760
OG0000486	evm.model.RL_6.86, evm.model.RL_7.1009, evm.model.RL_5.341	Np001G066700, Np001G066070, Np001G068030, Np001G065890, Np001G065930
OG0000486	evm.model.RL_5.342	Np001G065990, Np001G065910, Np001G065960
OG0000487	evm.model.RL_1.357	Np004G255840, Np006G346030
OG0000487	evm.model.RL_5.300	Np009G431080
OG0000489	evm.model.RL_8.391, evm.model.RL_8.384, evm.model.RL_1.499	Np007G416580, Np007G418540
OG0000495	evm.model.RL_8.1494	Np005G308300, Np005G274750
OG0000496	evm.model.RL_1.2426	Np008G426990
OG0000498	evm.model.RL_8.1435	Np003G163900
OG0000498	evm.model.RL_5.3097	Np005G277130
OG0000499	evm.model.RL_2.1390.1.687c86e2	Np005G291890
OG0000499	evm.model.RL_3.2236, evm.model.RL_5.1890	Np007G405570
OG0000500	evm.model.RL_4.344	Np004G236390
OG0000501	evm.model.RL_5.2509	Np004G203910
OG0000504	evm.model.RL_4.3277	Np003G126850
OG0000504	evm.model.RL_1.857	Np007G413350
OG0000505	evm.model.RL_4.1219	Np001G012450
OG0000506	evm.model.RL_4.2927	Np003G131500
OG0000506	evm.model.RL_3.1583	Np002G083270, Np002G083280
OG0000507	evm.model.RL_3.536	Np002G078910, Np002G121110
OG0000507	evm.model.RL_3.86	Np002G123340, Np002G078900
OG0000507	evm.model.RL_6.2843	Np006G332570
OG0000507	evm.model.RL_3.47, evm.model.RL_3.45, evm.model.RL_3.43	Np001G024370, Np001G024320, Np001G024410, Np006G332560
OG0000507	evm.model.RL_6.1857	Np002G123330
OG0000510	evm.model.RL_3.457, evm.model.RL_3.451, evm.model.RL_3.458, evm.model.RL_3.459	Np002G116120
OG0000511	evm.model.RL_2.1043	Np005G303470
OG0000511	evm.model.RL_3.238	Np002G120210
OG0000512	evm.model.RL_2.1853	Np005G283790
OG0000513	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7	Np001G056460
OG0000513	evm.model.RL_7.1762	Np001G045750
OG0000513	evm.model.RL_8.2062	Np003G152500
OG0000515	evm.model.RL_5.3833	Np003G158590
OG0000515	evm.model.RL_5.3999	Np004G190200
OG0000521	evm.model.RL_5.2511	Np004G204100
OG0000521	evm.model.RL_8.860	Np003G176230
OG0000521	evm.model.RL_3.2229	Np002G073540
OG0000522	evm.model.RL_5.2665	Np004G205820
OG0000522	evm.model.RL_8.724.1.687c8558	Np003G178580
OG0000523	evm.model.RL_7.198	Np001G067730
OG0000523	evm.model.RL_7.199	Np001G067720
OG0000524	evm.model.RL_1.735	Np007G414900, Np005G309320
OG0000524	evm.model.RL_1.734	Np007G414910, Np007G414950
OG0000524	evm.model.RL_4.768	Np001G018020
OG0000525	evm.model.RL_3.2252	Np002G073270
OG0000525	evm.model.RL_5.1541	Np004G239210
OG0000525	evm.model.RL_5.3805	Np004G192850
OG0000526	evm.model.RL_7.1608	Np001G047600
OG0000529	evm.model.RL_4.1462	Np003G150630
OG0000529	evm.model.RL_8.1948	Np007G379120, Np007G379100
OG0000532	evm.model.RL_8.602	Np006G330270
OG0000533	evm.model.RL_2.3413	Np005G261250, Np006G369990
OG0000537	evm.model.RL_8.362	Np003G185370
OG0000539	evm.model.RL_3.492	Np001G000020
OG0000539	evm.model.RL_6.1158	Np006G360600
OG0000540	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044	Np006G360630
OG0000542	evm.model.RL_4.2027.1.687c86d7	Np003G143150
OG0000542	evm.model.RL_5.2133	Np004G198940
OG0000542	evm.model.RL_1.173	Np007G423250
OG0000543	evm.model.RL_6.338, evm.model.RL_6.344, evm.model.RL_6.339	Np006G365660, Np001G044830
OG0000544	evm.model.RL_5.382, evm.model.RL_5.384	Np004G254830, Np004G254780, Np004G254810
OG0000545	evm.model.RL_3.1918	Np002G078500
OG0000545	evm.model.RL_3.1916_evm.model.RL_3.1917	Np002G078560
OG0000546	evm.model.RL_1.2885	Np007G376380
OG0000547	evm.model.RL_8.603	Np003G181300
OG0000547	evm.model.RL_7.2475	Np005G284770
OG0000550	evm.model.RL_6.1710	Np001G054750, Np006G339520, Np003G166830, Np004G192230
OG0000551	evm.model.RL_8.2558	Np001G004080
OG0000551	evm.model.RL_2.3398	Np005G261440
OG0000551	evm.model.RL_4.2595.1.687c86da	Np003G136120
OG0000552	evm.model.RL_5.3425	Np004G230230
OG0000552	evm.model.RL_7.139, evm.model.RL_6.1199	Np006G321880
OG0000553	evm.model.RL_5.2595	Np004G207850, Np004G207110
OG0000553	evm.model.RL_5.2577	Np004G207840, Np004G207340, Np004G207920, Np004G207120, Np004G207480
OG0000553	evm.model.RL_5.2578	Np004G207460
OG0000553	evm.model.RL_5.2593	Np004G207260, Np004G207680
OG0000554	evm.model.RL_4.678	Np001G042670
OG0000554	evm.model.RL_3.335	Np002G112730, Np002G118220
OG0000556	evm.model.RL_1.2383	Np007G387580
OG0000557	evm.model.RL_7.337	Np001G065760
OG0000558	evm.model.RL_3.443	Np006G347620, Np006G353170, Np006G352480
OG0000559	evm.model.RL_4.3249	Np003G127110
OG0000559	evm.model.RL_4.3262	Np007G378410
OG0000560	evm.model.RL_8.2034, evm.model.RL_8.2035	Np003G152880
OG0000561	evm.model.RL_8.2591	Np001G003610
OG0000562	evm.model.RL_1.516.4.687c87ea	Np007G418000
OG0000562	evm.model.RL_4.2164	Np003G141560
OG0000562	evm.model.RL_4.1100	Np001G014270
OG0000563	evm.model.RL_2.457	Np005G312360
OG0000564	evm.model.RL_6.369	Np006G365090
OG0000564	evm.model.RL_6.367	Np006G365200, Np006G365080, Np006G365220
OG0000565	evm.model.RL_3.1396	Np002G085990
OG0000566	evm.model.RL_4.1597	Np003G148820
OG0000570	evm.model.RL_1.121	Np007G423940
OG0000570	evm.model.RL_8.2186	Np003G134070
OG0000571	evm.model.RL_8.2145	Np003G151390
OG0000571	evm.model.RL_5.659, evm.model.RL_5.658	Np004G251280
OG0000572	evm.model.RL_7.1752	Np001G045840
OG0000572	evm.model.RL_3.1767	Np002G080890, Np002G080880
OG0000575	evm.model.RL_7.1987	Np001G043700, Np005G264060, Np002G091560
OG0000578	evm.model.RL_5.908	Np004G248330
OG0000578	evm.model.RL_3.507	Np002G114940
OG0000578	evm.model.RL_3.1392	Np002G086070
OG0000579	evm.model.RL_8.1361, evm.model.RL_8.1365	Np005G280250
OG0000579	evm.model.RL_2.2089	Np005G319570
OG0000580	evm.model.RL_6.2547	Np006G325880
OG0000582	evm.model.RL_7.1671, evm.model.RL_4.1470	Np003G150520
OG0000582	evm.model.RL_5.694.2.687c88ae, evm.model.RL_6.839	Np006G357920
OG0000584	evm.model.RL_5.241	Np004G256510, Np001G040230
OG0000584	evm.model.RL_2.2368	Np005G276330
OG0000585	evm.model.RL_1.1384, evm.model.RL_6.1536	Np007G402940, Np007G405290, Np006G342010, Np004G213180
OG0000586	evm.model.RL_4.663	Np001G042940
OG0000587	evm.model.RL_8.220	Np003G187920
OG0000587	evm.model.RL_6.2828	Np006G322270
OG0000587	evm.model.RL_5.72	Np004G258420
OG0000588	evm.model.RL_1.1413	Np007G404890
OG0000588	evm.model.RL_6.2386	Np006G328260
OG0000588	evm.model.RL_5.3792	Np004G193210
OG0000589	evm.model.RL_8.2060	Np003G152530
OG0000589	evm.model.RL_7.1759, evm.model.RL_7.1761	Np001G045760
OG0000590	evm.model.RL_5.138	Np001G014720, Np001G014510
OG0000592	evm.model.RL_5.2146	Np004G199190
