Orthogroup	Cardamine_amara	Camelina_sativa
OG0000087	evm.model.RL_2.1599	XP_010439552.1, XP_010449142.1, XP_010434259.1
OG0000087	evm.model.RL_5.1831	XP_010498429.1, XP_010459680.1, XP_010477226.1
OG0000087	evm.model.RL_3.1990	XP_010416482.1, XP_010471708.1
OG0000088	evm.model.RL_7.1629	XP_010511816.1, XP_019102250.1, XP_019085904.1, XP_019100157.1, XP_010426203.1, XP_010503360.1, XP_010426163.1, XP_010503325.1, XP_010515061.1, XP_010515060.1, XP_019085518.1
OG0000088	evm.model.RL_8.1137	XP_010441974.1, XP_010482344.1
OG0000089	evm.model.RL_4.2603	XP_010422938.1, XP_010452982.1, XP_010491624.1
OG0000089	evm.model.RL_1.1790.1.687c87ee	XP_010507140.1, NP_001289904.1
OG0000089	evm.model.RL_6.2333	XP_010508618.1, XP_019082327.1, XP_019100571.1, XP_019101220.1
OG0000089	evm.model.RL_1.1121	XP_010498525.1, XP_010486900.1, XP_010464961.1
OG0000090	evm.model.RL_5.1846	XP_010448526.1, XP_010433736.1, XP_010438976.1, XP_010477249.1, XP_010459699.1
OG0000090	evm.model.RL_4.706	XP_010442189.1
OG0000090	evm.model.RL_2.2972	XP_010447073.1, XP_010447075.1, XP_010432410.1, XP_010437611.1, XP_010450797.1, XP_010435879.1, XP_010441072.1, XP_010441003.1
OG0000090	evm.model.RL_7.2545	XP_010425103.1, XP_010502326.1, XP_010514085.1, XP_010506934.1, XP_010502325.1, XP_010514084.1, XP_010425101.1
OG0000090	evm.model.RL_5.885	XP_010458359.1, XP_010475885.1, XP_010490823.1
OG0000093	evm.model.RL_7.523	XP_010431453.2, XP_019099736.1, XP_019102066.1
OG0000093	evm.model.RL_7.532	XP_010427730.1
OG0000096	evm.model.RL_3.612	XP_019101057.1
OG0000096	evm.model.RL_7.2533	XP_019099908.1, XP_010514095.1
OG0000096	evm.model.RL_4.275	XP_010418955.1
OG0000096	evm.model.RL_4.362	XP_010445847.1, XP_010494541.1
OG0000096	evm.model.RL_8.633, evm.model.RL_4.313, evm.model.RL_4.314, evm.model.RL_4.324, evm.model.RL_4.323	XP_010481626.1
OG0000097	evm.model.RL_8.394	XP_010431383.1, XP_010422434.1
OG0000097	evm.model.RL_8.392	XP_010422442.1, XP_010431256.1
OG0000097	evm.model.RL_2.828	XP_010430852.2
OG0000097	evm.model.RL_8.388	XP_010467516.1, XP_010424624.1
OG0000097	evm.model.RL_8.395	XP_010424620.1, XP_010455876.2, XP_010467545.2, XP_010513578.1, XP_010418996.1, XP_010474129.1, XP_010431403.1, XP_010431272.1
OG0000098	evm.model.RL_3.229	XP_010473480.1, XP_010430322.1, XP_010418251.1, XP_010473486.1, XP_010430326.1, XP_010430323.1, XP_010418252.1, XP_019091459.1
OG0000099	evm.model.RL_3.84, evm.model.RL_3.230, evm.model.RL_3.232	XP_010419499.2, XP_010430517.1, XP_019082764.1, XP_010473429.1, XP_010430254.1
OG0000101	evm.model.RL_3.653	XP_019082758.1, XP_010418389.1, XP_010430467.1
OG0000101	evm.model.RL_2.338	XP_010496571.1
OG0000102	evm.model.RL_2.452	XP_019094567.1, XP_019095608.1
OG0000104	evm.model.RL_6.1001	XP_019101460.1, XP_010470014.1, XP_019082807.1
OG0000104	evm.model.RL_6.1006	XP_010414453.2, XP_010473989.1, XP_010510549.1
OG0000104	evm.model.RL_5.2109	XP_010500450.1, XP_010481036.2
OG0000104	evm.model.RL_1.2055	XP_010466372.1, XP_019096759.1, XP_010420548.1
OG0000106	evm.model.RL_7.1075	XP_010489939.1
OG0000106	evm.model.RL_1.1887, evm.model.RL_1.1895, evm.model.RL_1.1845	XP_019096848.1, XP_010467954.2, XP_019082383.1, XP_019092874.1, XP_010468288.1, XP_010419966.1
OG0000106	evm.model.RL_1.965	XP_019099139.1
OG0000107	evm.model.RL_1.1927	XP_010468312.1
OG0000107	evm.model.RL_1.1928	XP_010508486.1, XP_019096974.1, XP_010466190.2, XP_010508508.1, XP_019096971.1, XP_010466191.1
OG0000107	evm.model.RL_1.2019, evm.model.RL_1.2021	XP_010466304.1
OG0000108	evm.model.RL_4.1209	XP_010494023.1, XP_010455133.1
OG0000108	evm.model.RL_8.499, evm.model.RL_4.164, evm.model.RL_4.166	XP_010478092.1, XP_010497135.2, XP_010499238.1, XP_010460514.1
OG0000108	evm.model.RL_3.231	XP_010431735.1
OG0000108	evm.model.RL_1.3010	XP_010499627.1, XP_010499629.1, XP_010501676.1, XP_010478514.2, XP_010480772.1
OG0000109	evm.model.RL_1.2215, evm.model.RL_4.1270	XP_010461690.1
OG0000109	evm.model.RL_6.809	XP_010513380.1
OG0000110	evm.model.RL_7.771	XP_010412404.1
OG0000110	evm.model.RL_7.1925	XP_019101672.1, XP_010469324.1
OG0000110	evm.model.RL_7.432	XP_010413723.1, XP_010512175.1, XP_019100976.1, XP_010473837.1
OG0000111	evm.model.RL_8.2409	XP_019086613.1
OG0000112	evm.model.RL_8.2167	XP_019100892.1, XP_019100893.1, XP_010511364.1, XP_019093286.1, XP_019093463.1, XP_019082598.1, XP_019086942.1
OG0000113	evm.model.RL_4.208	XP_010447901.1, XP_010441255.1
OG0000113	evm.model.RL_2.149	XP_010441345.1
OG0000113	evm.model.RL_3.97, evm.model.RL_7.1875	XP_010414997.1
OG0000113	evm.model.RL_4.346	XP_010484861.1, XP_010418953.1
OG0000113	evm.model.RL_4.610, evm.model.RL_4.608	XP_019089588.1
OG0000114	evm.model.RL_3.2232, evm.model.RL_3.2202	XP_019094970.1, XP_010415607.1, XP_019093832.1
OG0000114	evm.model.RL_4.611	XP_010449922.1, XP_010442102.1, XP_010491769.1
OG0000114	evm.model.RL_3.630	XP_010436453.1, XP_019089586.1
OG0000115	evm.model.RL_4.2608, evm.model.RL_4.2425, evm.model.RL_2.2979	XP_010431163.1, XP_010468663.1, XP_010480697.1, XP_010468429.1, XP_010451623.1, XP_010424555.1, XP_019097379.1, XP_019094390.1, XP_019083754.1
OG0000116	evm.model.RL_5.1553	XP_010494942.1, XP_010425569.1, XP_010425748.1, XP_010477229.1, XP_010425741.1, XP_010511123.1, XP_010494683.1, XP_010428342.1, XP_010463378.1, XP_010420297.1, XP_010484801.1, XP_010496838.1, XP_010416306.1, XP_010471355.1, XP_010442366.1
OG0000117	evm.model.RL_8.488	XP_010468510.1, XP_010467790.1, XP_010431060.1, XP_010456798.1, XP_010481061.1, XP_010462704.1, XP_010436302.1, XP_010419019.1, XP_010490132.1, XP_010518597.1, XP_010495738.1, XP_019084271.1, XP_010468623.1, XP_010430741.1, XP_010430742.1, XP_010496264.1, XP_010474224.1, XP_010445266.1, XP_010424531.1, XP_019099659.1, XP_010478178.1, XP_010513311.1, XP_010456650.1, XP_010474105.1, XP_019084351.1, XP_019084350.1, XP_010462679.1, XP_010430755.1, XP_010424213.1
OG0000118	evm.model.RL_8.709, evm.model.RL_8.712	XP_010423489.1, XP_010468655.1, XP_010470172.1, XP_010421962.1, XP_010445415.2, XP_010430622.1, XP_010514244.1, XP_010473859.1, XP_010506975.1, XP_010507426.1, XP_019085586.1, XP_019085585.1, XP_010431322.1, XP_010426986.1, XP_010426987.1, XP_010426985.1, XP_010431324.1, XP_010507425.1, XP_010412755.1, XP_010412753.1
OG0000120	evm.model.RL_3.399, evm.model.RL_3.395	XP_010431665.1, XP_010474561.1, XP_019085269.1, XP_010418039.1, XP_019093056.1
OG0000120	evm.model.RL_4.896, evm.model.RL_4.944, evm.model.RL_4.881, evm.model.RL_4.932	XP_010501998.1, XP_019095599.1, XP_010484975.1, XP_010471755.1, XP_010445968.1
OG0000120	evm.model.RL_7.2421, evm.model.RL_7.2552, evm.model.RL_6.504	XP_010422875.1, XP_010514742.1, XP_010514729.1, XP_010490384.1, XP_010451268.1, XP_010468704.1
OG0000122	evm.model.RL_8.1715	XP_010485170.1, XP_019088432.1, XP_019095645.1
OG0000122	evm.model.RL_8.1713	XP_010451113.1
OG0000122	evm.model.RL_5.2721	XP_010501782.1
OG0000122	evm.model.RL_8.1714	XP_019088338.1
OG0000123	evm.model.RL_5.1209	XP_010495498.1, XP_010458819.1, XP_010476380.1
OG0000123	evm.model.RL_5.1210	XP_019082754.1, XP_010418264.1
OG0000123	evm.model.RL_5.1211	XP_010496748.1, XP_010507196.1
OG0000124	evm.model.RL_3.893	XP_019099640.1
OG0000124	evm.model.RL_4.540	XP_019089170.1
OG0000125	evm.model.RL_7.1020	XP_010515863.1, XP_010504134.1, XP_010427020.1
OG0000125	evm.model.RL_4.3281	XP_010486520.1, XP_010473505.1, XP_010464595.1, XP_010423847.1, XP_010452101.1, XP_010490718.1
OG0000125	evm.model.RL_4.1435	XP_010454568.1, XP_010421087.1, XP_010493386.1
OG0000125	evm.model.RL_8.2069	XP_010443777.1, XP_010455739.1, XP_010483639.1
OG0000125	evm.model.RL_7.1764, evm.model.RL_7.1769	XP_010503218.1, XP_010426029.1, XP_010514927.1
OG0000126	evm.model.RL_1.2513	XP_010484949.1, XP_010474075.2, XP_010430914.1, XP_010430913.1, XP_010430915.1, XP_010445836.1, XP_010495597.1, XP_010456817.1, XP_010485130.1, XP_010471591.1, XP_010474008.1, XP_010412424.1, XP_010418921.2, XP_010456635.1
OG0000126	evm.model.RL_6.543, evm.model.RL_3.859	XP_010484881.1, XP_010507403.1, XP_010446067.1
OG0000127	evm.model.RL_1.823	XP_010464553.2
OG0000127	evm.model.RL_4.3345	XP_010490603.1, XP_010452021.1
OG0000127	evm.model.RL_4.3346	XP_010424823.1, XP_019089812.1
OG0000127	evm.model.RL_1.822	XP_019085470.1, XP_010468073.1, XP_010418330.1
OG0000128	evm.model.RL_3.715	XP_010474592.2, XP_010501787.1
OG0000128	evm.model.RL_4.1217	XP_010462906.1
OG0000128	evm.model.RL_3.654	XP_010445253.1
OG0000128	evm.model.RL_5.2370	XP_010501899.1, XP_010513681.1
OG0000130	evm.model.RL_6.625	XP_010424525.1, XP_010507268.1, XP_010481078.1
OG0000130	evm.model.RL_4.724, evm.model.RL_5.2503, evm.model.RL_6.691, evm.model.RL_6.707	XP_010448680.1, XP_010451831.1, XP_010473967.1
OG0000132	evm.model.RL_8.1179	XP_010494460.1
OG0000132	evm.model.RL_2.3365	XP_010435093.1, XP_019091966.1
OG0000132	evm.model.RL_6.1268, evm.model.RL_7.2086	XP_019098211.1
OG0000135	evm.model.RL_5.2242	XP_019098415.1
OG0000135	evm.model.RL_5.2429	XP_010496709.1, XP_019100863.1
OG0000136	evm.model.RL_3.1028	XP_010511492.1, XP_010415205.1, XP_019093553.1, XP_019101118.1, XP_010496730.1, XP_010470534.1, XP_010513640.1, XP_019100921.1
OG0000136	evm.model.RL_2.429	XP_010450967.1, XP_010440900.1
OG0000137	evm.model.RL_7.1543	XP_010493377.1, XP_010496376.1, XP_010492308.1, XP_019094054.1, XP_010489205.1, XP_010448377.1, XP_010510251.1, XP_010509963.1, XP_019094713.1, XP_010494085.1, XP_010425610.1, XP_010459623.1, XP_019083232.1, XP_010479035.1, XP_010419006.1
OG0000137	evm.model.RL_2.50	XP_010450638.1, XP_010441211.1
OG0000139	evm.model.RL_6.1684	XP_010496220.1, XP_010495869.1, XP_010490389.1, XP_010506889.1, XP_010456768.1, XP_010506862.1, XP_019087546.1
OG0000139	evm.model.RL_8.982	XP_010431617.1
OG0000139	evm.model.RL_2.706, evm.model.RL_3.777, evm.model.RL_8.1023, evm.model.RL_7.2060, evm.model.RL_2.666, evm.model.RL_4.723, evm.model.RL_3.732, evm.model.RL_7.1944, evm.model.RL_7.2044	XP_010445532.1
OG0000140	evm.model.RL_7.1690	XP_019099847.1, XP_019085742.1
OG0000140	evm.model.RL_8.2003	XP_010454742.1, XP_019088267.1
OG0000142	evm.model.RL_6.1032	XP_010414403.1, XP_010510507.1
OG0000142	evm.model.RL_6.1033, evm.model.RL_6.1034	XP_010510502.1, XP_010414426.1
OG0000142	evm.model.RL_6.789	XP_010510309.1, XP_010480220.1, XP_010510314.1, XP_010469818.1
OG0000143	evm.model.RL_1.2794	XP_010481066.1, XP_010456739.1
OG0000144	evm.model.RL_8.1451	XP_010463347.1, XP_010424386.1, XP_019082656.1, XP_010463179.1, XP_010413083.1, XP_010453170.1, XP_010497231.1, XP_010436569.1, XP_010463024.1, XP_010481228.1, XP_010445159.1, XP_019090975.1
OG0000145	evm.model.RL_2.934	XP_010418979.1
OG0000145	evm.model.RL_8.608	XP_010490333.1, XP_010481237.1, XP_010451529.1, XP_010506882.1, XP_010474153.1, XP_010445442.1, XP_010456812.1, XP_010423370.1, XP_010436399.1, XP_010490351.1
OG0000146	evm.model.RL_8.1243	XP_019087619.1
OG0000147	evm.model.RL_1.3091	XP_019096581.1
OG0000147	evm.model.RL_2.2536	XP_010433017.1, XP_010451109.1, XP_010438207.1
OG0000147	evm.model.RL_8.1812	XP_010443420.1, XP_019095995.1, XP_010452018.1
OG0000147	evm.model.RL_3.2406	XP_019093982.1, XP_010417678.1
OG0000147	evm.model.RL_1.2583	XP_010496144.1, XP_010488815.1
OG0000147	evm.model.RL_6.348	XP_010429432.1, XP_019094158.1
OG0000149	evm.model.RL_7.1738	XP_010507237.1, XP_019085759.1, XP_010412591.2
OG0000149	evm.model.RL_7.1739	XP_010426071.1, XP_010514962.1, XP_010503250.1
OG0000150	evm.model.RL_8.2095	XP_010446216.1, XP_010485255.1, XP_019086924.1
OG0000150	evm.model.RL_7.1810	XP_019099657.1, XP_019085504.1
OG0000151	evm.model.RL_8.1422	XP_010442887.1, XP_010482719.1, XP_010445686.1
OG0000151	evm.model.RL_2.2307	XP_010448055.1, XP_010438527.1, XP_010433285.1
OG0000151	evm.model.RL_1.778	XP_010463518.1
OG0000151	evm.model.RL_1.2853	XP_010516221.1, XP_010496667.1, XP_010489253.1
OG0000151	evm.model.RL_8.1691	XP_019087079.1, XP_010450714.1, XP_010483082.1
OG0000151	evm.model.RL_3.61	XP_010441335.1, XP_019091804.1, XP_010418477.1, XP_010473679.1, XP_010430541.1
OG0000152	evm.model.RL_7.117, evm.model.RL_2.778, evm.model.RL_2.919, evm.model.RL_5.2414, evm.model.RL_4.661, evm.model.RL_4.735, evm.model.RL_6.581, evm.model.RL_1.2711, evm.model.RL_2.713, evm.model.RL_2.777, evm.model.RL_6.572, evm.model.RL_8.1671, evm.model.RL_6.2907, evm.model.RL_4.1821, evm.model.RL_6.815, evm.model.RL_7.1603	XP_010414897.1, XP_019097809.1, XP_010456977.1, XP_010424836.1, XP_010501420.1, XP_019087424.1, XP_019087624.1, XP_010456808.1, XP_010412533.1
OG0000154	evm.model.RL_6.951, evm.model.RL_5.1456	XP_010497610.1, XP_010459142.1, XP_010476705.1
OG0000154	evm.model.RL_4.3288	XP_010445753.2
OG0000154	evm.model.RL_1.853	XP_010464591.1, XP_010473075.1, XP_010486515.1
OG0000154	evm.model.RL_2.489	XP_010495044.1, XP_010423858.1, XP_010484430.1, XP_010446275.1, XP_010463615.1, XP_010456365.1, XP_010490742.1, XP_010423825.2
OG0000155	evm.model.RL_2.2243	XP_010448157.1, XP_010433385.1, XP_010445100.2
OG0000156	evm.model.RL_6.2689	XP_010506513.1, XP_010508155.1, XP_010508154.1, XP_010508153.1, XP_010518174.1, XP_010506515.1, XP_010508148.2, XP_010518175.2
OG0000156	evm.model.RL_4.1065	XP_010506519.1, XP_019082415.1, XP_010508143.1
OG0000156	evm.model.RL_6.2692	XP_010506516.1, XP_010508150.1, XP_010518177.1
OG0000156	evm.model.RL_8.1108, evm.model.RL_8.1107	XP_010478793.2, XP_010499912.1, XP_010478790.1
OG0000156	evm.model.RL_6.2691	XP_010518179.1, XP_010506518.1, XP_010508144.1
OG0000157	evm.model.RL_5.213	XP_010437729.1, XP_010432526.1, XP_010447206.1, XP_010415144.1, XP_010469874.2, XP_019088285.1
OG0000158	evm.model.RL_2.3209, evm.model.RL_2.3204, evm.model.RL_2.3199	XP_010451022.1, XP_010451027.1
OG0000158	evm.model.RL_2.2746	XP_019098380.1, XP_010474571.1
OG0000158	evm.model.RL_4.1378	XP_019098381.1, XP_010445231.1, XP_010436460.1
OG0000158	evm.model.RL_6.58	XP_010495192.1, XP_010424083.1, XP_010495139.1, XP_010495137.1, XP_010456480.1, XP_010424050.1, XP_010495250.1, XP_010424138.1, XP_010424095.1, XP_019084187.1, XP_010456538.2
OG0000161	evm.model.RL_3.891	XP_010463280.1, XP_019088340.1
OG0000161	evm.model.RL_3.896	XP_019101751.1
OG0000161	evm.model.RL_3.897	XP_019098467.1
OG0000162	evm.model.RL_3.1091	XP_010415154.1
OG0000162	evm.model.RL_3.978, evm.model.RL_3.979, evm.model.RL_3.975, evm.model.RL_3.977, evm.model.RL_3.976	XP_010494398.1
OG0000162	evm.model.RL_6.2628	XP_010508228.1, XP_010507742.1, XP_010518105.1
OG0000165	evm.model.RL_7.798	XP_010462647.1
OG0000165	evm.model.RL_1.2284	XP_010421838.2
OG0000167	evm.model.RL_8.1410, evm.model.RL_8.842	XP_019098659.1
OG0000167	evm.model.RL_2.1517	XP_010439682.1, XP_010434386.1, XP_010449327.1
OG0000167	evm.model.RL_2.1515	XP_010434387.1, XP_010451359.1, XP_019089428.1
OG0000167	evm.model.RL_2.1514	XP_010449335.1, XP_010434389.1
OG0000169	evm.model.RL_3.1834, evm.model.RL_3.1135.1.687c84bb	XP_019093591.1, XP_019082673.1, XP_019085326.1, XP_019082668.1, XP_019093345.1
OG0000169	evm.model.RL_6.454	XP_019093692.1
OG0000169	evm.model.RL_3.574	XP_010511092.1, XP_010470276.1, XP_019082906.1
OG0000171	evm.model.RL_6.2869, evm.model.RL_7.135	XP_010518410.1
OG0000171	evm.model.RL_3.1439	XP_010427826.1, XP_010415728.1, XP_010498859.1, XP_010460136.1, XP_010471043.1, XP_010477643.1
OG0000171	evm.model.RL_5.927.1.687c88b0, evm.model.RL_3.461	XP_010475938.1, XP_010491587.1
OG0000171	evm.model.RL_4.2162.1.687c86d7	XP_010492280.1
OG0000172	evm.model.RL_7.119	XP_010431708.1, XP_019082884.1, XP_019101747.1, XP_010468953.1, XP_019082847.1, XP_019101750.1
OG0000172	evm.model.RL_3.406, evm.model.RL_3.423	XP_010512641.1, XP_010473771.2
OG0000172	evm.model.RL_7.1680, evm.model.RL_7.1683	XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019102447.1, XP_010513709.1, XP_010513712.1, XP_019101673.1, XP_010413722.1, XP_019093914.1, XP_019100422.1, XP_010516554.1, XP_019100975.1
OG0000173	evm.model.RL_5.288	XP_019087367.1, XP_019087552.1, XP_010431369.1, XP_019092338.1, XP_010513363.1, XP_010423359.1, XP_010419245.1, XP_010440824.1, XP_010473844.1, XP_019087433.1, XP_010434792.1, XP_019087365.1, XP_010507185.1, XP_019097706.1, XP_019086317.1, XP_019089182.1, XP_019094590.1, XP_010468079.1, XP_010431167.1, XP_019089257.1, XP_010463305.1, XP_019085575.1, XP_019101840.1, XP_010412600.1, XP_019084184.1, XP_019084380.1, XP_010430878.1, XP_019097507.1, XP_010430774.1, XP_010484985.1, XP_019098319.1, XP_019089027.1, XP_019093410.1
OG0000174	evm.model.RL_1.135	XP_019087565.1, XP_019087564.1
OG0000174	evm.model.RL_7.2138	XP_010419029.1, XP_010424398.1, XP_010495504.1, XP_010417615.1
OG0000174	evm.model.RL_1.3079	XP_010495883.1, XP_010490332.1
OG0000175	evm.model.RL_7.1254	XP_010426685.1, XP_010515535.1, XP_010503823.1
OG0000175	evm.model.RL_3.1995	XP_010471725.1, XP_010428632.1
OG0000175	evm.model.RL_5.1839	XP_010477239.1, XP_010459691.1, XP_010498441.1
OG0000175	evm.model.RL_2.3025	XP_010437541.1, XP_019086115.1, XP_010447010.1
OG0000175	evm.model.RL_1.2964	XP_010467579.1, XP_010413444.1
OG0000175	evm.model.RL_2.3122	XP_010432207.1
OG0000180	evm.model.RL_4.185	XP_019100969.1
OG0000181	evm.model.RL_8.2509	XP_010465364.1
OG0000183	evm.model.RL_3.1014	XP_019092669.1
OG0000184	evm.model.RL_8.999	XP_019092310.1, XP_019085497.1
OG0000184	evm.model.RL_1.2918	XP_019084338.1
OG0000185	evm.model.RL_7.527	XP_010501556.1
OG0000185	evm.model.RL_3.588, evm.model.RL_1.1351, evm.model.RL_2.287	XP_019086253.1, XP_010436519.1
OG0000186	evm.model.RL_5.2354, evm.model.RL_8.2135	XP_010431350.1, XP_010417864.1, XP_010510807.1
OG0000187	evm.model.RL_2.2676, evm.model.RL_2.2677	XP_010477477.1
OG0000187	evm.model.RL_1.1017	XP_010488930.1, XP_019092465.1, XP_010489774.1
OG0000189	evm.model.RL_1.2758	XP_010490335.1, XP_010423607.1
OG0000189	evm.model.RL_2.3227	XP_019089000.1, XP_010436230.1, XP_010436231.1, XP_010444934.1
OG0000190	evm.model.RL_8.476, evm.model.RL_8.475	XP_010432767.1, XP_010422269.1
OG0000190	evm.model.RL_8.473	XP_010424589.1, XP_010468078.1, XP_010455738.1
OG0000190	evm.model.RL_8.474.1.687c8557	XP_010455732.1, XP_010422268.1, XP_010432755.1, XP_010496365.1, XP_010455731.1
OG0000191	evm.model.RL_1.1587	XP_010487521.1, XP_010468209.1, XP_010504457.2
OG0000192	evm.model.RL_5.3624	XP_010459834.1, XP_010498577.1, XP_010477391.1, XP_010459836.1
OG0000192	evm.model.RL_3.2103	XP_010428765.1, XP_010419233.1
OG0000192	evm.model.RL_3.2104	XP_019095422.1
OG0000195	evm.model.RL_6.761	XP_010417845.1, XP_010510825.1
OG0000195	evm.model.RL_7.686, evm.model.RL_6.2234	XP_010516281.1
OG0000195	evm.model.RL_2.437, evm.model.RL_3.1018	XP_010470516.1, XP_010415183.1, XP_010435687.1, XP_010450539.1, XP_010511465.1, XP_010440887.1
OG0000195	evm.model.RL_4.1537, evm.model.RL_7.1974	XP_010454449.1, XP_010514736.1, XP_010493243.1, XP_010503055.1, XP_010420972.1
OG0000196	evm.model.RL_5.2252	XP_010499537.1, XP_010478396.1, XP_010460804.1, XP_010478394.1, XP_010460803.1
OG0000196	evm.model.RL_4.2554	XP_010453052.1, XP_010422869.1
OG0000196	evm.model.RL_1.1858	XP_019094465.1, XP_010499535.1, XP_010460802.1, XP_019094639.1, XP_010499539.2, XP_010491683.1
OG0000197	evm.model.RL_8.487	XP_010412916.1
OG0000197	evm.model.RL_2.70	XP_019086791.1
OG0000197	evm.model.RL_2.911	XP_019086310.1, XP_019087110.1, XP_010431131.1, XP_010412635.1, XP_019101884.1, XP_019099691.1, XP_010475048.1, XP_019088773.1, XP_010450596.2, XP_010509288.1, XP_019089189.1, XP_019086311.1, XP_019093366.1, XP_019086703.1, XP_019089134.1, XP_010424190.2, XP_010495317.1, XP_010434893.1, XP_010449814.1, XP_010441124.2, XP_010450693.1, XP_019086348.1, XP_019088411.1, XP_019089597.1
OG0000200	evm.model.RL_5.455	XP_010480360.1, XP_010462576.1, XP_010501335.1, XP_010480361.1, XP_019090960.1
OG0000200	evm.model.RL_1.2415, evm.model.RL_1.2410	XP_010514019.1, XP_010514165.1, XP_019092298.1, XP_019092480.1, XP_010488630.1, XP_010488646.1, XP_010490129.2
OG0000201	evm.model.RL_1.2115	XP_019083018.1, XP_019096786.1
OG0000203	evm.model.RL_1.381	XP_010468006.1, XP_019096322.1, XP_010417686.1, XP_010468008.1, XP_010468007.1, XP_010485847.1
OG0000203	evm.model.RL_1.380	XP_019099870.1
OG0000204	evm.model.RL_1.2062	XP_010464353.1, XP_010486421.1, XP_010418583.1, XP_010484095.1, XP_010464716.1, XP_019096348.1, XP_010456916.1, XP_010467939.1, XP_010456893.1, XP_010467948.1, XP_010455758.1, XP_010432488.1, XP_010430568.1, XP_019099914.1, XP_010427191.1, XP_010468380.1, XP_019096687.1, XP_010490038.1, XP_010421105.1, XP_010490001.2, XP_010420571.2, XP_010468343.2, XP_010468345.1, XP_010468344.2, XP_010424294.1, XP_010456688.2, XP_010456693.1, XP_010424231.1, XP_010518646.1, XP_010430646.1
OG0000206	evm.model.RL_6.475, evm.model.RL_8.541	XP_010490457.1, XP_019082568.1
OG0000207	evm.model.RL_3.2270	XP_010429703.1
OG0000207	evm.model.RL_3.2271	XP_010511557.1, XP_010415172.1, XP_010470503.1
OG0000208	evm.model.RL_2.3387	XP_010431923.1, XP_010446498.1
OG0000209	evm.model.RL_2.469	XP_010430546.1
OG0000209	evm.model.RL_3.57	XP_010418482.1
OG0000209	evm.model.RL_3.240_evm.model.RL_3.241, evm.model.RL_6.275, evm.model.RL_3.242, evm.model.RL_6.274, evm.model.RL_6.276	XP_010430547.1, XP_010473683.1, XP_010418479.2
OG0000209	evm.model.RL_7.2654	XP_010430549.1, XP_010418481.1, XP_010473685.2, XP_010430553.2, XP_019082765.1
