Orthogroup	Cardamine_amara	Cardamine_hirsuta
OG0000234	evm.model.RL_7.857	CARHR165160
OG0000234	evm.model.RL_7.1848	CARHR151000
OG0000234	evm.model.RL_7.860	CARHR165130
OG0000234	evm.model.RL_7.861	CARHR165120
OG0000234	evm.model.RL_7.862	CARHR165110
OG0000234	evm.model.RL_6.2046	CARHR134140
OG0000234	evm.model.RL_4.2267	CARHR199860
OG0000239	evm.model.RL_2.228	CARHR262160
OG0000240	evm.model.RL_2.1027	CARHR004570
OG0000242	evm.model.RL_1.2752	CARHR105760, CARHR105770
OG0000242	evm.model.RL_1.2751	CARHR105730
OG0000244	evm.model.RL_2.1690	CARHR228610
OG0000248	evm.model.RL_8.548	CARHR253840, CARHR253830
OG0000248	evm.model.RL_7.722	CARHR166590
OG0000249	evm.model.RL_6.1769	CARHR131110
OG0000249	evm.model.RL_6.1770	CARHR131180, CARHR131170
OG0000250	evm.model.RL_3.1397	CARHR063140
OG0000250	evm.model.RL_2.492	CARHR215600
OG0000252	evm.model.RL_4.802	CARHR139700
OG0000252	evm.model.RL_4.3241, evm.model.RL_4.3240	CARHR210300
OG0000252	evm.model.RL_4.3242	CARHR210320
OG0000252	evm.model.RL_5.3777	CARHR100570, CARHR100650
OG0000252	evm.model.RL_1.1880	CARHR095200
OG0000252	evm.model.RL_1.1879	CARHR095190
OG0000252	evm.model.RL_1.1878	CARHR049800
OG0000253	evm.model.RL_8.1032	CARHR115150
OG0000256	evm.model.RL_8.501, evm.model.RL_8.502	CARHR253260, CARHR253390
OG0000256	evm.model.RL_6.2167	CARHR135560
OG0000257	evm.model.RL_6.895	CARHR102040
OG0000258	evm.model.RL_7.2389	CARHR147300
OG0000258	evm.model.RL_7.2388	CARHR147330
OG0000260	evm.model.RL_8.722	CARHR209980
OG0000260	evm.model.RL_5.2925	CARHR029480
OG0000260	evm.model.RL_4.3199	CARHR118070, CARHR209970
OG0000264	evm.model.RL_8.411	CARHR252330
OG0000264	evm.model.RL_8.323	CARHR251320
OG0000264	evm.model.RL_8.410	CARHR252280, CARHR252320
OG0000264	evm.model.RL_8.409	CARHR252310
OG0000264	evm.model.RL_8.324	CARHR251330
OG0000265	evm.model.RL_2.540	CARHR177480
OG0000265	evm.model.RL_3.112	CARHR104190
OG0000265	evm.model.RL_5.3116	CARHR217290
OG0000266	evm.model.RL_7.1038, evm.model.RL_3.1675	CARHR265190
OG0000266	evm.model.RL_8.1428, evm.model.RL_4.734, evm.model.RL_7.884, evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8	CARHR119130
OG0000266	evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608	CARHR167770
OG0000268	evm.model.RL_7.2613	CARHR144670
OG0000268	evm.model.RL_3.272	CARHR049930
OG0000268	evm.model.RL_4.3350	CARHR211500
OG0000268	evm.model.RL_7.967	CARHR164050
OG0000270	evm.model.RL_2.3440, evm.model.RL_2.2997	CARHR247840
OG0000270	evm.model.RL_5.1819	CARHR020400
OG0000272	evm.model.RL_5.2235, evm.model.RL_5.3642	CARHR186370
OG0000273	evm.model.RL_5.2635	CARHR038710, CARHR038690, CARHR038330, CARHR038610, CARHR021360, CARHR021380, CARHR038630, CARHR038320, CARHR032690, CARHR032680
OG0000274	evm.model.RL_8.2049	CARHR273300
OG0000274	evm.model.RL_3.504	CARHR053220
OG0000274	evm.model.RL_5.592	CARHR007140
OG0000274	evm.model.RL_5.591	CARHR007130
OG0000274	evm.model.RL_6.1051	CARHR122830
OG0000275	evm.model.RL_3.456, evm.model.RL_1.2114	CARHR097870
OG0000281	evm.model.RL_2.1747	CARHR229890, CARHR025250
OG0000282	evm.model.RL_4.226, evm.model.RL_4.2794	CARHR205620
OG0000282	evm.model.RL_4.2792	CARHR205590, CARHR205580, CARHR205600
OG0000284	evm.model.RL_4.572	CARHR119540, CARHR119080, CARHR102130, CARHR101660, CARHR102230, CARHR102520, CARHR264270, CARHR180810
OG0000285	evm.model.RL_7.689, evm.model.RL_5.1783	CARHR055980, CARHR108830
OG0000288	evm.model.RL_6.93	CARHR112900
OG0000288	evm.model.RL_1.2504	CARHR112590
OG0000290	evm.model.RL_1.1777	CARHR157630, CARHR283740, CARHR094030, CARHR112470
OG0000290	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321	CARHR279290
OG0000290	evm.model.RL_2.862	CARHR058360
OG0000294	evm.model.RL_1.1662	CARHR092710
OG0000294	evm.model.RL_6.1779	CARHR131330
OG0000294	evm.model.RL_8.188	CARHR249810
OG0000294	evm.model.RL_5.103	CARHR001810
OG0000295	evm.model.RL_3.944	CARHR057270
OG0000295	evm.model.RL_1.1387	CARHR089640
OG0000296	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476	CARHR073970
OG0000296	evm.model.RL_6.1991	CARHR133380
OG0000297	evm.model.RL_4.356	CARHR118860, CARHR244920, CARHR244890
OG0000297	evm.model.RL_8.2112	CARHR274100
OG0000297	evm.model.RL_1.1874	CARHR095150
OG0000298	evm.model.RL_2.1523	CARHR226470
OG0000299	evm.model.RL_3.177	CARHR152230
OG0000299	evm.model.RL_5.3976	CARHR045650
OG0000300	evm.model.RL_1.2517	CARHR103210
OG0000300	evm.model.RL_1.2518	CARHR103220
OG0000300	evm.model.RL_1.2516	CARHR103190
OG0000300	evm.model.RL_1.2511	CARHR103130
OG0000301	evm.model.RL_1.1569	CARHR263710, CARHR257150
OG0000303	evm.model.RL_5.1701	CARHR286360
OG0000304	evm.model.RL_4.563, evm.model.RL_4.377	CARHR177900, CARHR152170
OG0000304	evm.model.RL_6.1687	CARHR178120, CARHR177310, CARHR178860, CARHR177800, CARHR177790, CARHR177750, CARHR178140, CARHR177400, CARHR221590, CARHR177740
OG0000308	evm.model.RL_3.1685	CARHR065850
OG0000308	evm.model.RL_3.1683	CARHR065800
OG0000308	evm.model.RL_3.1679, evm.model.RL_3.1680	CARHR065780
OG0000308	evm.model.RL_2.215	CARHR262010
OG0000310	evm.model.RL_4.895, evm.model.RL_5.2036	CARHR036840
OG0000310	evm.model.RL_8.2096	CARHR183820, CARHR273750, CARHR273860, CARHR118680, CARHR285940
OG0000311	evm.model.RL_4.1982	CARHR196640
OG0000311	evm.model.RL_5.2161	CARHR038100
OG0000311	evm.model.RL_2.463	CARHR215260
OG0000311	evm.model.RL_3.998	CARHR292180
OG0000313	evm.model.RL_2.1568	CARHR227020
OG0000314	evm.model.RL_5.327	CARHR004130
OG0000314	evm.model.RL_5.328	CARHR004140
OG0000314	evm.model.RL_6.1397	CARHR127110
OG0000316	evm.model.RL_6.2182, evm.model.RL_6.2173	CARHR135700
OG0000321	evm.model.RL_2.498	CARHR215200, CARHR215650, CARHR215620, CARHR215640
OG0000322	evm.model.RL_3.2239, evm.model.RL_3.2238	CARHR071920
OG0000323	evm.model.RL_8.1505	CARHR267340
OG0000323	evm.model.RL_2.2281	CARHR235370
OG0000323	evm.model.RL_2.2282	CARHR235380
OG0000323	evm.model.RL_2.2280	CARHR235360
OG0000324	evm.model.RL_5.115, evm.model.RL_7.1914, evm.model.RL_8.923, evm.model.RL_5.476, evm.model.RL_4.668	CARHR116560
OG0000328	evm.model.RL_2.327	CARHR263600
OG0000328	evm.model.RL_2.314	CARHR263540
OG0000328	evm.model.RL_2.313, evm.model.RL_2.322, evm.model.RL_2.316, evm.model.RL_2.318, evm.model.RL_2.320	CARHR263580
OG0000328	evm.model.RL_2.325, evm.model.RL_2.324	CARHR263590
OG0000328	evm.model.RL_2.315	CARHR263560, CARHR263570
OG0000329	evm.model.RL_6.2598	CARHR139920, CARHR139910
OG0000329	evm.model.RL_1.1997	CARHR096590
OG0000330	evm.model.RL_7.370, evm.model.RL_7.371	CARHR169770, CARHR152730
OG0000330	evm.model.RL_7.397	CARHR170010
OG0000332	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a	CARHR193130, CARHR193110
OG0000334	evm.model.RL_7.998	CARHR163740
OG0000334	evm.model.RL_4.686	CARHR250680
OG0000334	evm.model.RL_8.264	CARHR250610
OG0000335	evm.model.RL_5.356	CARHR004430
OG0000335	evm.model.RL_2.1239	CARHR223360
OG0000335	evm.model.RL_5.2346, evm.model.RL_5.2348	CARHR035800
OG0000335	evm.model.RL_1.2360	CARHR100860
OG0000335	evm.model.RL_5.2876	CARHR027470
OG0000335	evm.model.RL_5.3094	CARHR027480
OG0000336	evm.model.RL_3.1689_evm.model.RL_3.1692	CARHR065900
OG0000336	evm.model.RL_3.1695	CARHR065920
OG0000336	evm.model.RL_3.1694	CARHR065910
OG0000336	evm.model.RL_3.1688	CARHR065880
OG0000338	evm.model.RL_5.818	CARHR054520, CARHR009660
OG0000338	evm.model.RL_3.628	CARHR009570
OG0000339	evm.model.RL_2.1855.1.687c86e4	CARHR230740
OG0000339	evm.model.RL_8.2868	CARHR000730
OG0000339	evm.model.RL_8.60	CARHR248520
OG0000339	evm.model.RL_6.2741	CARHR141230
OG0000339	evm.model.RL_7.229	CARHR171770
OG0000342	evm.model.RL_2.164	CARHR287600, CARHR272900, CARHR213580
OG0000342	evm.model.RL_2.1788	CARHR272910
OG0000342	evm.model.RL_6.549	CARHR262340
OG0000344	evm.model.RL_2.1757	CARHR187250, CARHR187260
OG0000344	evm.model.RL_2.1173	CARHR222620
OG0000344	evm.model.RL_4.946, evm.model.RL_4.994	CARHR184910
OG0000344	evm.model.RL_4.995	CARHR185590, CARHR184960, CARHR184950, CARHR185620
OG0000345	evm.model.RL_5.1127	CARHR012980
OG0000345	evm.model.RL_5.1126	CARHR012970
OG0000347	evm.model.RL_1.1092	CARHR086360
OG0000349	evm.model.RL_2.3096	CARHR244070
OG0000349	evm.model.RL_6.1047	CARHR112570, CARHR037360, CARHR122800, CARHR122780
OG0000350	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf	CARHR029070, CARHR029060
OG0000350	evm.model.RL_5.2955	CARHR029110
OG0000355	evm.model.RL_3.2369	CARHR073530, CARHR073430
OG0000356	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842	CARHR186490, CARHR186690
OG0000358	evm.model.RL_4.2634	CARHR203870
OG0000358	evm.model.RL_5.280	CARHR003600
OG0000358	evm.model.RL_4.512	CARHR006290
OG0000358	evm.model.RL_4.2635	CARHR203880
OG0000358	evm.model.RL_4.2636	CARHR203890
OG0000359	evm.model.RL_5.2921	CARHR029510
OG0000360	evm.model.RL_8.2764_evm.model.RL_8.2765	CARHR177840
OG0000360	evm.model.RL_8.2767	CARHR289020
OG0000360	evm.model.RL_8.2766	CARHR289650, CARHR289030
OG0000361	evm.model.RL_1.1054	CARHR086030
OG0000362	evm.model.RL_3.917	CARHR057010, CARHR016600
OG0000362	evm.model.RL_5.2675	CARHR062750
OG0000368	evm.model.RL_2.3252	CARHR245730
OG0000368	evm.model.RL_2.3251.1.687c86e8	CARHR245720
OG0000368	evm.model.RL_3.1025	CARHR058590, CARHR058530, CARHR058550
OG0000368	evm.model.RL_2.3253	CARHR245740
OG0000368	evm.model.RL_2.3254	CARHR245750
OG0000369	evm.model.RL_8.2063	CARHR154410, CARHR123820
OG0000369	evm.model.RL_5.629	CARHR273440, CARHR007590
OG0000370	evm.model.RL_5.1545	CARHR017550
OG0000370	evm.model.RL_5.1544	CARHR017540
OG0000370	evm.model.RL_5.1542	CARHR017510
OG0000370	evm.model.RL_2.604	CARHR216970, CARHR185400
OG0000370	evm.model.RL_2.2043	CARHR232710
OG0000371	evm.model.RL_5.3286	CARHR025430
OG0000371	evm.model.RL_6.2874	CARHR142610
OG0000371	evm.model.RL_5.191	CARHR002610, CARHR005930
OG0000371	evm.model.RL_5.1007	CARHR011690
OG0000371	evm.model.RL_6.2873	CARHR002600, CARHR005940, CARHR011680
OG0000371	evm.model.RL_6.2875	CARHR142620
OG0000372	evm.model.RL_2.2230, evm.model.RL_2.2229	CARHR058020
OG0000372	evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491	CARHR234800, CARHR234790, CARHR289410, CARHR289420
OG0000374	evm.model.RL_8.878	CARHR041640, CARHR041650, CARHR259760
OG0000377	evm.model.RL_3.379	CARHR051700
OG0000377	evm.model.RL_3.381	CARHR051720
OG0000377	evm.model.RL_5.946	CARHR011030
OG0000377	evm.model.RL_3.380	CARHR051710
OG0000379	evm.model.RL_6.752	CARHR286290
OG0000379	evm.model.RL_5.2400, evm.model.RL_4.2609	CARHR292240
OG0000380	evm.model.RL_3.114.1.687c84b9	CARHR052820, CARHR051010
OG0000380	evm.model.RL_3.415	CARHR151310
OG0000381	evm.model.RL_5.425	CARHR005970, CARHR007830
OG0000381	evm.model.RL_8.2652, evm.model.RL_8.2653	CARHR249280, CARHR000960, CARHR012810
OG0000382	evm.model.RL_5.113	CARHR001910
OG0000382	evm.model.RL_5.778	CARHR009120
OG0000383	evm.model.RL_5.3041	CARHR028090
OG0000383	evm.model.RL_5.3040	CARHR028100
OG0000383	evm.model.RL_5.3045	CARHR028050
OG0000383	evm.model.RL_5.3042	CARHR028080
OG0000386	evm.model.RL_7.1060	CARHR163180
OG0000386	evm.model.RL_7.1059, evm.model.RL_7.2020	CARHR260720, CARHR163200
OG0000387	evm.model.RL_6.2452	CARHR138330
OG0000387	evm.model.RL_2.1330	CARHR224500
OG0000387	evm.model.RL_6.2462, evm.model.RL_6.2791, evm.model.RL_6.2463	CARHR138350
OG0000389	evm.model.RL_7.524	CARHR054890
OG0000390	evm.model.RL_4.1377	CARHR153480, CARHR190050, CARHR179180
OG0000390	evm.model.RL_8.1517	CARHR267450
OG0000390	evm.model.RL_1.1863	CARHR095050
OG0000390	evm.model.RL_1.1673	CARHR092870
OG0000390	evm.model.RL_7.1867	CARHR151230
OG0000391	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d	CARHR022750
OG0000391	evm.model.RL_5.3528	CARHR022710
OG0000391	evm.model.RL_5.3527	CARHR022720
OG0000392	evm.model.RL_7.1360	CARHR159640
OG0000392	evm.model.RL_7.1363	CARHR159630, CARHR159620
OG0000392	evm.model.RL_7.1359	CARHR159690, CARHR159670, CARHR159720, CARHR159740, CARHR159700, CARHR159750, CARHR159650
OG0000392	evm.model.RL_7.1361	CARHR159760
OG0000392	evm.model.RL_2.417	CARHR214620
OG0000392	evm.model.RL_2.416	CARHR214610
OG0000396	evm.model.RL_7.2206	CARHR292620
OG0000398	evm.model.RL_1.1276	CARHR088350, CARHR088360
OG0000398	evm.model.RL_1.1274	CARHR088340
OG0000398	evm.model.RL_4.886	CARHR182690
OG0000398	evm.model.RL_5.3907	CARHR044860
OG0000398	evm.model.RL_5.3908	CARHR044870
OG0000401	evm.model.RL_8.2356	CARHR276640
OG0000401	evm.model.RL_8.1276	CARHR264620, CARHR264630
OG0000403	evm.model.RL_3.475	CARHR052710
OG0000403	evm.model.RL_3.476	CARHR052720
OG0000403	evm.model.RL_3.472, evm.model.RL_3.471	CARHR052690
OG0000404	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057	CARHR130390, CARHR206830, CARHR086060
OG0000406	evm.model.RL_4.1943	CARHR196180
OG0000406	evm.model.RL_7.379	CARHR170190
OG0000408	evm.model.RL_6.363	CARHR117270
OG0000410	evm.model.RL_5.1950	CARHR051060, CARHR050990
OG0000411	evm.model.RL_1.2526	CARHR103290
OG0000411	evm.model.RL_8.468	CARHR252910
OG0000411	evm.model.RL_2.1704	CARHR228790
OG0000412	evm.model.RL_8.1550	CARHR267950
OG0000412	evm.model.RL_2.2237	CARHR234870
OG0000412	evm.model.RL_5.1961	CARHR041080
OG0000412	evm.model.RL_1.1990	CARHR096480
OG0000413	evm.model.RL_1.1261	CARHR088190
OG0000413	evm.model.RL_8.1728	CARHR270190
OG0000413	evm.model.RL_5.3918	CARHR044990
OG0000414	evm.model.RL_5.3277	CARHR025530
OG0000415	evm.model.RL_4.2375, evm.model.RL_4.2377	CARHR196770, CARHR201040
OG0000415	evm.model.RL_4.1043	CARHR186080
OG0000415	evm.model.RL_6.2381	CARHR137680
OG0000416	evm.model.RL_6.1277	CARHR125380
OG0000416	evm.model.RL_5.417	CARHR005050
OG0000420	evm.model.RL_1.3253, evm.model.RL_1.3252	CARHR111270
OG0000422	evm.model.RL_5.809	CARHR009470
OG0000422	evm.model.RL_5.810	CARHR009480
OG0000422	evm.model.RL_5.808.1.687c88af	CARHR009450
OG0000423	evm.model.RL_3.1665	CARHR065650
OG0000423	evm.model.RL_5.3889	CARHR044630
OG0000423	evm.model.RL_1.1311	CARHR088730
OG0000425	evm.model.RL_5.3756	CARHR043170
OG0000426	evm.model.RL_1.2512	CARHR119980
OG0000427	evm.model.RL_3.2260	CARHR072160
OG0000427	evm.model.RL_2.1164, evm.model.RL_3.2261	CARHR072170
OG0000429	evm.model.RL_4.1204	CARHR188110
OG0000429	evm.model.RL_4.2465	CARHR202110
OG0000429	evm.model.RL_2.2744	CARHR240310
OG0000429	evm.model.RL_6.461	CARHR115900
OG0000430	evm.model.RL_1.2834	CARHR106810
OG0000430	evm.model.RL_6.22	CARHR111960
OG0000430	evm.model.RL_2.3452	CARHR294440
OG0000431	evm.model.RL_3.561	CARHR284150
OG0000431	evm.model.RL_5.862_evm.model.RL_5.863	CARHR010120
OG0000432	evm.model.RL_8.1360, evm.model.RL_8.1364	CARHR265630
OG0000435	evm.model.RL_5.1716	CARHR019430
OG0000435	evm.model.RL_5.1713	CARHR019400
OG0000435	evm.model.RL_5.1714	CARHR189080, CARHR019410
OG0000436	evm.model.RL_2.2141	CARHR233780
OG0000436	evm.model.RL_8.1743	CARHR270460
OG0000436	evm.model.RL_2.2461	CARHR237210
OG0000436	evm.model.RL_1.3151	CARHR110190
OG0000437	evm.model.RL_5.2606	CARHR033080
OG0000437	evm.model.RL_5.2608	CARHR033050
OG0000438	evm.model.RL_8.525	CARHR253620
OG0000438	evm.model.RL_2.1752	CARHR229370
OG0000439	evm.model.RL_5.461_evm.model.RL_5.462.2.687c9b4b	CARHR005540
OG0000439	evm.model.RL_7.411	CARHR169860
OG0000439	evm.model.RL_6.1235	CARHR125020
OG0000440	evm.model.RL_4.1896	CARHR195730
OG0000440	evm.model.RL_1.259	CARHR077420
OG0000440	evm.model.RL_1.260	CARHR077430
OG0000441	evm.model.RL_1.1577	CARHR091670
OG0000441	evm.model.RL_1.1575	CARHR091640
OG0000441	evm.model.RL_1.1576	CARHR091660
OG0000442	evm.model.RL_7.1601	CARHR147790, CARHR156510, CARHR220790, CARHR147780
OG0000446	evm.model.RL_8.2324	CARHR276320
OG0000446	evm.model.RL_7.2573	CARHR145200
OG0000446	evm.model.RL_5.1283	CARHR014840
OG0000447	evm.model.RL_1.1423	CARHR090020
OG0000447	evm.model.RL_8.2153	CARHR274540
OG0000447	evm.model.RL_6.1484	CARHR128030
OG0000448	evm.model.RL_4.100	CARHR174490
OG0000448	evm.model.RL_4.101	CARHR174500
OG0000448	evm.model.RL_4.102	CARHR174510
OG0000449	evm.model.RL_7.1766	CARHR154370
OG0000449	evm.model.RL_8.2067	CARHR273500
OG0000449	evm.model.RL_7.1767	CARHR154360
OG0000449	evm.model.RL_8.2066	CARHR273490
OG0000454	evm.model.RL_8.1369	CARHR265700, CARHR265680, CARHR265690, CARHR265710
OG0000457	evm.model.RL_4.2343	CARHR200680
OG0000458	evm.model.RL_6.819, evm.model.RL_6.820	CARHR119910
OG0000458	evm.model.RL_8.1388	CARHR265940
OG0000458	evm.model.RL_8.1390	CARHR265960
OG0000460	evm.model.RL_3.473	CARHR052700
OG0000461	evm.model.RL_6.1809	CARHR131820
OG0000461	evm.model.RL_8.2928	CARHR000130
OG0000461	evm.model.RL_5.2910	CARHR000120
OG0000466	evm.model.RL_1.2178	CARHR140220
OG0000467	evm.model.RL_4.251.1.687c86cd	CARHR169080, CARHR225580, CARHR176200
OG0000468	evm.model.RL_7.908	CARHR164620
OG0000468	evm.model.RL_6.1370	CARHR126780
OG0000468	evm.model.RL_6.2006	CARHR133660
OG0000471	evm.model.RL_5.3017	CARHR028400
OG0000471	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020	CARHR286910
OG0000471	evm.model.RL_5.3018	CARHR028390
OG0000471	evm.model.RL_5.3019	CARHR028370
OG0000471	evm.model.RL_5.3015	CARHR028420
OG0000472	evm.model.RL_2.9	CARHR261860, CARHR261870
OG0000472	evm.model.RL_2.8	CARHR261890
OG0000473	evm.model.RL_6.2891	CARHR142770
OG0000473	evm.model.RL_8.2204	CARHR275070
OG0000473	evm.model.RL_7.124	CARHR172740
OG0000474	evm.model.RL_4.1353	CARHR189790
OG0000474	evm.model.RL_7.1494	CARHR157730
OG0000474	evm.model.RL_2.2587	CARHR118230
OG0000474	evm.model.RL_6.296	CARHR238640
OG0000475	evm.model.RL_3.170	CARHR048280
OG0000475	evm.model.RL_3.171	CARHR048290, CARHR048270
OG0000477	evm.model.RL_4.2841	CARHR206050
OG0000477	evm.model.RL_8.1916.1.687c855e	CARHR132920, CARHR272250
OG0000477	evm.model.RL_6.1936, evm.model.RL_1.2914	CARHR107490
OG0000481	evm.model.RL_2.858	CARHR219220
OG0000482	evm.model.RL_3.1086	CARHR059540
OG0000482	evm.model.RL_2.377	CARHR214170
OG0000483	evm.model.RL_8.1626	CARHR268750
OG0000483	evm.model.RL_8.1628	CARHR268770
OG0000483	evm.model.RL_8.1627	CARHR268760
OG0000484	evm.model.RL_4.319	CARHR177030
OG0000484	evm.model.RL_4.762	CARHR177640, CARHR177140, CARHR177000
OG0000484	evm.model.RL_4.1853	CARHR195230
OG0000484	evm.model.RL_4.1855	CARHR195270
OG0000487	evm.model.RL_1.357	CARHR127370
OG0000489	evm.model.RL_1.499	CARHR284350
OG0000491	evm.model.RL_4.413, evm.model.RL_7.2269	CARHR148780
OG0000492	evm.model.RL_8.1742	CARHR270430, CARHR152840, CARHR152780, CARHR270410, CARHR270420
OG0000493	evm.model.RL_4.2806	CARHR287390
OG0000495	evm.model.RL_8.1497	CARHR267230
OG0000496	evm.model.RL_1.2426	CARHR054710, CARHR216860
OG0000498	evm.model.RL_8.1435	CARHR266530
OG0000498	evm.model.RL_5.3097	CARHR027440
OG0000499	evm.model.RL_2.1390.1.687c86e2	CARHR225130
OG0000499	evm.model.RL_3.2236, evm.model.RL_5.1890	CARHR071890, CARHR089360, CARHR089350
OG0000500	evm.model.RL_4.764	CARHR177590
OG0000500	evm.model.RL_4.344	CARHR177600, CARHR177550
OG0000500	evm.model.RL_4.352	CARHR177690
OG0000500	evm.model.RL_4.348	CARHR177670
OG0000501	evm.model.RL_5.2509	CARHR287270
OG0000501	evm.model.RL_7.1728	CARHR155300
OG0000501	evm.model.RL_7.1731	CARHR155350
OG0000501	evm.model.RL_1.2766	CARHR105900
OG0000501	evm.model.RL_7.1729	CARHR155320
OG0000501	evm.model.RL_7.1732	CARHR155360
OG0000504	evm.model.RL_4.3277	CARHR210740
OG0000504	evm.model.RL_6.2050	CARHR134240
OG0000504	evm.model.RL_1.857	CARHR083900
OG0000506	evm.model.RL_4.2927	CARHR179040, CARHR206880
OG0000506	evm.model.RL_3.1583	CARHR064690
OG0000507	evm.model.RL_3.536	CARHR052650
OG0000507	evm.model.RL_6.1857	CARHR292080
OG0000508	evm.model.RL_6.1717	CARHR130490
OG0000508	evm.model.RL_6.1844, evm.model.RL_3.268	CARHR138480
OG0000509	evm.model.RL_5.3768	CARHR223020
OG0000510	evm.model.RL_3.457	CARHR288780, CARHR052490
OG0000510	evm.model.RL_3.451	CARHR288820, CARHR052480, CARHR288790
OG0000510	evm.model.RL_3.458	CARHR288930
OG0000511	evm.model.RL_1.2121	CARHR098010
OG0000511	evm.model.RL_2.1043	CARHR221890
OG0000511	evm.model.RL_3.238	CARHR049420
OG0000512	evm.model.RL_2.1853	CARHR230700
OG0000512	evm.model.RL_2.1854	CARHR230710
OG0000512	evm.model.RL_7.2237	CARHR149360
OG0000513	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7	CARHR163540
OG0000513	evm.model.RL_7.1762	CARHR154420
OG0000513	evm.model.RL_8.2062	CARHR273420
OG0000514	evm.model.RL_1.1956	CARHR096060
OG0000514	evm.model.RL_1.1955	CARHR096040
OG0000515	evm.model.RL_5.3997, evm.model.RL_5.3996	CARHR045870
OG0000515	evm.model.RL_5.3999	CARHR045880
OG0000520	evm.model.RL_6.2708	CARHR140950
OG0000520	evm.model.RL_4.754	CARHR184330
OG0000520	evm.model.RL_7.262	CARHR171400
OG0000521	evm.model.RL_5.2511	CARHR034110
OG0000521	evm.model.RL_8.860	CARHR260010
OG0000521	evm.model.RL_3.2229	CARHR071770
OG0000522	evm.model.RL_5.2665	CARHR032270
OG0000522	evm.model.RL_8.724.1.687c8558	CARHR256050
OG0000523	evm.model.RL_5.3093	CARHR027490
OG0000523	evm.model.RL_7.198	CARHR172050
OG0000523	evm.model.RL_7.199	CARHR172040
OG0000524	evm.model.RL_1.735	CARHR082540
OG0000524	evm.model.RL_1.734	CARHR082530
OG0000524	evm.model.RL_4.768	CARHR184200
OG0000525	evm.model.RL_3.2252	CARHR072060
OG0000525	evm.model.RL_5.1541	CARHR017500
OG0000525	evm.model.RL_1.1399	CARHR089730
OG0000525	evm.model.RL_5.3805	CARHR043730
OG0000526	evm.model.RL_7.1608	CARHR156460
