Orthogroup	Cardamine_amara	Capsella_rubella
OG0000284	evm.model.RL_4.1106, evm.model.RL_4.1105	XP_006286819.1, XP_006279117.1, XP_006286567.1
OG0000284	evm.model.RL_4.572	XP_006298183.1
OG0000285	evm.model.RL_7.689, evm.model.RL_5.1783	XP_006296786.1
OG0000287	evm.model.RL_1.2024	XP_023641339.1
OG0000287	evm.model.RL_4.2391	XP_023642101.1
OG0000287	evm.model.RL_1.2027	XP_023642080.1
OG0000287	evm.model.RL_1.2026	XP_023642081.1
OG0000288	evm.model.RL_6.93, evm.model.RL_1.2504	XP_006297907.1
OG0000290	evm.model.RL_1.1777	XP_006299790.2
OG0000290	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862	XP_023633447.1
OG0000290	evm.model.RL_2.214	XP_006282935.2, XP_006299208.2, XP_006282518.2, XP_006285278.2, XP_023635052.1
OG0000294	evm.model.RL_1.1662	XP_006297742.2
OG0000294	evm.model.RL_8.188	XP_006287904.1
OG0000294	evm.model.RL_5.103	XP_006305011.1
OG0000295	evm.model.RL_3.944	XP_006300449.1
OG0000296	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476	XP_006298206.1, XP_006298477.2, XP_023636873.1, XP_006288183.1
OG0000297	evm.model.RL_4.356	XP_006286101.1
OG0000297	evm.model.RL_8.2112	XP_006282294.1
OG0000299	evm.model.RL_5.3976	XP_023645495.1
OG0000300	evm.model.RL_1.2518	XP_006298874.2
OG0000300	evm.model.RL_1.2516, evm.model.RL_1.2511	XP_023641056.1
OG0000301	evm.model.RL_2.117, evm.model.RL_2.122, evm.model.RL_5.985	XP_006300081.1
OG0000301	evm.model.RL_1.1569	XP_023636086.1, XP_023638866.1, XP_023638862.1, XP_023634027.1, XP_023644471.1, XP_023643543.1
OG0000303	evm.model.RL_5.1701	XP_023639308.1, XP_023634711.1
OG0000304	evm.model.RL_4.563, evm.model.RL_4.377, evm.model.RL_6.1687	XP_006282370.1
OG0000308	evm.model.RL_2.215	XP_023635159.1
OG0000310	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096	XP_006282003.1, XP_006282276.1
OG0000311	evm.model.RL_4.1982	XP_023636500.1
OG0000311	evm.model.RL_5.2161	XP_006306121.1
OG0000311	evm.model.RL_2.463	XP_006284008.1
OG0000311	evm.model.RL_3.998	XP_006300523.1
OG0000314	evm.model.RL_5.327	XP_006304190.1
OG0000314	evm.model.RL_5.328	XP_006306317.1
OG0000314	evm.model.RL_6.1397	XP_006294968.1
OG0000315	evm.model.RL_1.1077	XP_023638680.1, XP_023640099.1, XP_023633445.1
OG0000316	evm.model.RL_6.434	XP_023634679.1, XP_006300905.2
OG0000316	evm.model.RL_6.2182, evm.model.RL_6.2173	XP_006296154.2, XP_006296300.1, XP_006296274.2
OG0000319	evm.model.RL_8.2110	XP_006307728.2, XP_006280459.1
OG0000320	evm.model.RL_3.706, evm.model.RL_3.707, evm.model.RL_3.708	XP_023641921.1
OG0000321	evm.model.RL_2.498	XP_006285685.1, XP_006282490.1, XP_006283651.2
OG0000322	evm.model.RL_3.2239, evm.model.RL_3.2238	XP_006301427.1
OG0000323	evm.model.RL_8.1505	XP_023635692.1
OG0000323	evm.model.RL_2.2281	XP_023635366.1
OG0000323	evm.model.RL_2.2282	XP_023635068.1
OG0000323	evm.model.RL_2.2280	XP_006284880.1
OG0000328	evm.model.RL_2.327, evm.model.RL_2.314	XP_006285598.2
OG0000328	evm.model.RL_2.313, evm.model.RL_2.322, evm.model.RL_2.316, evm.model.RL_2.318, evm.model.RL_2.320	XP_006284934.2, XP_006285306.1
OG0000328	evm.model.RL_2.325, evm.model.RL_2.324	XP_006285960.2
OG0000329	evm.model.RL_6.2598	XP_006296449.1, XP_006292850.2, XP_023640002.1
OG0000329	evm.model.RL_2.90	XP_006293050.1
OG0000329	evm.model.RL_1.1997	XP_023637513.1
OG0000330	evm.model.RL_7.370, evm.model.RL_7.371	XP_023637070.1
OG0000330	evm.model.RL_7.377	XP_006291046.1
OG0000330	evm.model.RL_7.397	XP_023638528.1, XP_023635714.1
OG0000332	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a	XP_006286664.1, XP_006286795.1
OG0000332	evm.model.RL_1.1873, evm.model.RL_5.2031	XP_006307493.1, XP_006279139.1
OG0000334	evm.model.RL_7.998	XP_023639259.1
OG0000334	evm.model.RL_4.686	XP_006287213.1
OG0000335	evm.model.RL_5.357, evm.model.RL_5.356	XP_023644982.1
OG0000335	evm.model.RL_5.2346, evm.model.RL_5.2348	XP_023644521.1
OG0000336	evm.model.RL_3.1689_evm.model.RL_3.1692, evm.model.RL_3.1695, evm.model.RL_3.1694, evm.model.RL_3.1693, evm.model.RL_3.1696	XP_006294473.1, XP_006294435.1, XP_006296416.1, XP_006296260.2
OG0000336	evm.model.RL_5.1597	XP_006305103.1
OG0000336	evm.model.RL_3.1688	XP_006300480.1
OG0000339	evm.model.RL_2.1855.1.687c86e4	XP_006284249.1
OG0000339	evm.model.RL_8.60	XP_006288376.1
OG0000339	evm.model.RL_6.2741	XP_006294736.1
OG0000339	evm.model.RL_7.229	XP_023639059.1
OG0000341	evm.model.RL_5.2482	XP_023636036.1, XP_023633341.1, XP_023642569.1, XP_023634276.1, XP_023644468.1, XP_023644464.1, XP_023638852.1
OG0000341	evm.model.RL_6.793	XP_023632795.1
OG0000342	evm.model.RL_6.549	XP_023634402.1
OG0000344	evm.model.RL_2.1757	XP_006287450.1
OG0000345	evm.model.RL_5.1126	XP_023632593.1, XP_023632594.1
OG0000347	evm.model.RL_1.1092	XP_006299246.2, XP_006296244.1
OG0000348	evm.model.RL_8.988	XP_023633819.1
OG0000349	evm.model.RL_2.3096	XP_006282910.1
OG0000349	evm.model.RL_6.1047	XP_023639213.1, XP_023644494.1, XP_023644495.1
OG0000350	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf	XP_023632943.1
OG0000350	evm.model.RL_5.2955	XP_023633107.1
OG0000355	evm.model.RL_3.2369	XP_023636152.1
OG0000356	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842	XP_006290077.2, XP_006290011.1
OG0000358	evm.model.RL_4.2634	XP_006288844.1
OG0000358	evm.model.RL_5.756, evm.model.RL_5.280	XP_006303184.2
OG0000358	evm.model.RL_4.512	XP_006281260.2
OG0000358	evm.model.RL_4.2635	XP_006289613.1
OG0000358	evm.model.RL_4.2636	XP_006289891.1
OG0000359	evm.model.RL_6.1531	XP_006293384.1
OG0000360	evm.model.RL_8.2767	XP_023644261.1
OG0000361	evm.model.RL_1.1054	XP_006297904.1
OG0000362	evm.model.RL_3.1363	XP_006301027.2, XP_006300756.1
OG0000362	evm.model.RL_5.2675	XP_006304551.1
OG0000368	evm.model.RL_2.3251.1.687c86e8	XP_006283601.1
OG0000368	evm.model.RL_3.1025	XP_023643598.1, XP_006302152.1
OG0000368	evm.model.RL_2.3253	XP_006283582.1
OG0000368	evm.model.RL_2.3254	XP_006283585.1
OG0000369	evm.model.RL_8.2063	XP_006295517.1
OG0000370	evm.model.RL_5.1545	XP_006305429.2
OG0000370	evm.model.RL_5.1544	XP_006305827.1
OG0000370	evm.model.RL_2.2043	XP_006284329.1, XP_006302461.1
OG0000371	evm.model.RL_5.3286	XP_006304409.1
OG0000371	evm.model.RL_6.2874	XP_023640112.1
OG0000371	evm.model.RL_5.191	XP_006303834.1
OG0000372	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491	XP_006285843.1, XP_006282347.1, XP_006286272.1, XP_006285601.1, XP_006284992.1
OG0000374	evm.model.RL_8.878	XP_023643844.1, XP_006303728.1, XP_006306140.2, XP_023634983.1, XP_023634596.1
OG0000377	evm.model.RL_3.379	XP_006302496.1
OG0000377	evm.model.RL_3.381	XP_006302482.1
OG0000381	evm.model.RL_5.182, evm.model.RL_5.98, evm.model.RL_5.105, evm.model.RL_5.32	XP_006304734.2, XP_006303210.1, XP_023644624.1, XP_023646009.1
OG0000381	evm.model.RL_4.1255	XP_023636517.1, XP_023636519.1, XP_006281900.2
OG0000382	evm.model.RL_5.113	XP_006305654.1
OG0000382	evm.model.RL_8.159	XP_006288715.1
OG0000382	evm.model.RL_3.698	XP_006301123.2
OG0000382	evm.model.RL_5.778	XP_023645205.1
OG0000383	evm.model.RL_5.3041	XP_023644905.1, XP_023645696.1, XP_023646002.1, XP_023637173.1, XP_023632684.1
OG0000383	evm.model.RL_5.3045, evm.model.RL_5.3042	XP_023644902.1, XP_023644904.1
OG0000386	evm.model.RL_7.1060	XP_006292171.1, XP_006292361.1
OG0000386	evm.model.RL_7.1059, evm.model.RL_7.2020	XP_006292223.1
OG0000387	evm.model.RL_6.2452	XP_006294283.1
OG0000387	evm.model.RL_2.1330	XP_006285973.1
OG0000389	evm.model.RL_7.524	XP_023638962.1, XP_006290300.2
OG0000390	evm.model.RL_1.1673, evm.model.RL_7.1867	XP_006299181.1
OG0000391	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d	XP_006304493.1
OG0000391	evm.model.RL_5.3528	XP_006307682.2
OG0000391	evm.model.RL_5.3527	XP_006307366.1
OG0000392	evm.model.RL_7.1360	XP_006292899.1
OG0000392	evm.model.RL_7.1363	XP_006291128.1, XP_006291132.1
OG0000392	evm.model.RL_2.416	XP_023638913.1, XP_006293141.1
OG0000396	evm.model.RL_7.2206	XP_006290512.1
OG0000398	evm.model.RL_1.1276	XP_006298652.1
OG0000398	evm.model.RL_4.886	XP_023641278.1
OG0000398	evm.model.RL_5.3908	XP_006306130.1
OG0000403	evm.model.RL_3.475, evm.model.RL_3.476	XP_006301572.1
OG0000406	evm.model.RL_4.1943	XP_023637148.1
OG0000406	evm.model.RL_7.379	XP_006291357.2
OG0000406	evm.model.RL_1.230	XP_006300073.1
OG0000408	evm.model.RL_6.363	XP_023639406.1
OG0000410	evm.model.RL_5.1950	XP_023644075.1
OG0000411	evm.model.RL_1.2526	XP_006298837.1
OG0000411	evm.model.RL_8.468	XP_006288911.1
OG0000411	evm.model.RL_2.1704	XP_023633999.1
OG0000412	evm.model.RL_8.1550	XP_006281244.2
OG0000412	evm.model.RL_2.2237	XP_006284751.1
OG0000412	evm.model.RL_5.1961	XP_006303412.1
OG0000413	evm.model.RL_1.1261	XP_006300251.2
OG0000413	evm.model.RL_8.1728	XP_006279506.2
OG0000413	evm.model.RL_5.3918	XP_023645893.1
OG0000414	evm.model.RL_5.3277	XP_006303963.1
OG0000415	evm.model.RL_4.2375, evm.model.RL_4.2377	XP_023637706.1
OG0000415	evm.model.RL_4.1043	XP_006289424.1
OG0000415	evm.model.RL_6.2381	XP_006296273.1
OG0000416	evm.model.RL_6.1277	XP_023640386.1
OG0000421	evm.model.RL_2.302	XP_006286228.2
OG0000422	evm.model.RL_5.809	XP_006305357.1
OG0000422	evm.model.RL_5.810	XP_006304701.1
OG0000422	evm.model.RL_5.808.1.687c88af	XP_006305369.1
OG0000423	evm.model.RL_3.1665	XP_006302320.1
OG0000423	evm.model.RL_1.1311	XP_006297793.1, XP_006307670.1
OG0000424	evm.model.RL_8.374	XP_023636138.1
OG0000425	evm.model.RL_5.3756	XP_006304689.1
OG0000427	evm.model.RL_2.1164, evm.model.RL_3.2261	XP_006300414.1
OG0000429	evm.model.RL_4.1204	XP_006289091.1
OG0000429	evm.model.RL_4.2465	XP_006289984.1
OG0000429	evm.model.RL_6.461	XP_006296156.2
OG0000430	evm.model.RL_1.2834	XP_006298687.1
OG0000430	evm.model.RL_6.22	XP_006295960.1
OG0000430	evm.model.RL_2.3452	XP_006282738.1
OG0000431	evm.model.RL_3.561	XP_006302194.1
OG0000431	evm.model.RL_5.862_evm.model.RL_5.863	XP_006306441.1
OG0000432	evm.model.RL_8.1360, evm.model.RL_8.1364	XP_006280097.1
OG0000432	evm.model.RL_8.1680	XP_006287183.1, XP_006280101.1, XP_006280103.1
OG0000435	evm.model.RL_5.1716, evm.model.RL_5.1713, evm.model.RL_5.1714	XP_006303535.1
OG0000436	evm.model.RL_8.1743	XP_023640362.1, XP_006285100.1
OG0000436	evm.model.RL_2.2461	XP_006284780.1
OG0000436	evm.model.RL_1.3151	XP_006298740.2
OG0000437	evm.model.RL_5.2606	XP_006299019.1
OG0000438	evm.model.RL_8.525	XP_006289684.1, XP_006289723.1
OG0000438	evm.model.RL_2.1752	XP_023634720.1
OG0000439	evm.model.RL_7.411	XP_006292538.1
OG0000439	evm.model.RL_6.1235	XP_006294594.1
OG0000440	evm.model.RL_4.1896	XP_006295520.1, XP_006295974.1, XP_006289912.1
OG0000440	evm.model.RL_1.260	XP_006299511.1
OG0000441	evm.model.RL_1.1577	XP_006297709.1
OG0000441	evm.model.RL_1.1575	XP_006298225.1
OG0000442	evm.model.RL_7.1601	XP_023633705.1
OG0000446	evm.model.RL_8.2324	XP_006281265.1
OG0000446	evm.model.RL_7.2573	XP_006291992.1
OG0000446	evm.model.RL_5.1283	XP_006303395.1
OG0000447	evm.model.RL_1.1423	XP_023641550.1
OG0000447	evm.model.RL_8.2153	XP_006281083.1
OG0000447	evm.model.RL_6.1484	XP_006295560.1
OG0000448	evm.model.RL_4.100	XP_006281442.1
OG0000448	evm.model.RL_4.101	XP_006281981.1
OG0000448	evm.model.RL_4.102	XP_006281516.1
OG0000449	evm.model.RL_7.1766	XP_006292022.1
OG0000449	evm.model.RL_8.2067	XP_006281292.1
OG0000449	evm.model.RL_7.1767	XP_006292028.1
OG0000449	evm.model.RL_8.2066	XP_006281290.1
OG0000450	evm.model.RL_2.603, evm.model.RL_4.971	XP_023638054.1
OG0000454	evm.model.RL_8.1369	XP_023644524.1, XP_006281315.1, XP_006281300.1, XP_006281568.2, XP_006281328.1
OG0000457	evm.model.RL_4.2343	XP_006287621.1, XP_006287603.1
OG0000458	evm.model.RL_6.819, evm.model.RL_6.820, evm.model.RL_8.1388, evm.model.RL_8.1390	XP_006296289.1
OG0000460	evm.model.RL_3.473	XP_023644131.1
OG0000460	evm.model.RL_6.2924	XP_023645318.1
OG0000461	evm.model.RL_6.1809	XP_023640613.1
OG0000461	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911	XP_006306997.1
OG0000461	evm.model.RL_5.2910	XP_023633292.1
OG0000463	evm.model.RL_7.360	XP_023639149.1
OG0000468	evm.model.RL_7.908	XP_006292723.1
OG0000468	evm.model.RL_6.1370	XP_023639637.1
OG0000468	evm.model.RL_6.2006	XP_023640971.1
OG0000471	evm.model.RL_5.3017	XP_006303584.1
OG0000471	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019	XP_006306115.1
OG0000471	evm.model.RL_5.3015	XP_006306520.1, XP_006281547.1
OG0000472	evm.model.RL_2.9	XP_006283966.1
OG0000472	evm.model.RL_2.8	XP_006286126.1
OG0000473	evm.model.RL_6.2891	XP_023639393.1
OG0000473	evm.model.RL_8.2204	XP_023639792.1
OG0000474	evm.model.RL_4.1353	XP_006288822.1
OG0000474	evm.model.RL_7.1494	XP_006291971.1
OG0000475	evm.model.RL_3.170	XP_023643222.1, XP_023643220.1
OG0000475	evm.model.RL_3.171	XP_023643224.1, XP_023643863.1, XP_023643227.1, XP_023644385.1
OG0000477	evm.model.RL_4.2841, evm.model.RL_8.1916.1.687c855e, evm.model.RL_6.1936, evm.model.RL_1.2914	XP_006298349.1
OG0000480	evm.model.RL_8.1001, evm.model.RL_3.892, evm.model.RL_2.705	XP_023644207.1
OG0000481	evm.model.RL_2.858	XP_006297863.1
OG0000482	evm.model.RL_3.1086, evm.model.RL_2.377	XP_006302885.1
OG0000483	evm.model.RL_8.1626	XP_006281715.2
OG0000483	evm.model.RL_8.1628, evm.model.RL_8.1627	XP_006281362.1, XP_006281285.2
OG0000484	evm.model.RL_2.3144	XP_023633912.1
OG0000486	evm.model.RL_6.86, evm.model.RL_7.1009	XP_023638768.1
OG0000486	evm.model.RL_5.341	XP_006305621.1
OG0000486	evm.model.RL_7.1029, evm.model.RL_7.1008, evm.model.RL_6.88	XP_023638699.1
OG0000486	evm.model.RL_5.342	XP_006303350.2
OG0000487	evm.model.RL_6.1422, evm.model.RL_1.357, evm.model.RL_5.300	XP_006304841.1
OG0000489	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383	XP_023636137.1, XP_006286383.2, XP_023636135.1, XP_023637346.1
OG0000490	evm.model.RL_5.76	XP_006305341.1
OG0000493	evm.model.RL_4.2806	XP_023633318.1
OG0000495	evm.model.RL_6.241	XP_006294227.2
OG0000497	evm.model.RL_1.2355	XP_023644444.1
OG0000498	evm.model.RL_8.1435	XP_006280881.1
OG0000499	evm.model.RL_2.1390.1.687c86e2	XP_006283965.1
OG0000499	evm.model.RL_3.2236, evm.model.RL_5.1890	XP_006300515.1, XP_006297960.1, XP_006297957.1
OG0000501	evm.model.RL_5.2509	XP_006305314.1
OG0000501	evm.model.RL_7.1731, evm.model.RL_1.2766	XP_023638425.1
OG0000501	evm.model.RL_7.1729	XP_023638910.1
OG0000501	evm.model.RL_7.1732	XP_023638406.1
OG0000504	evm.model.RL_4.3277	XP_006288904.1
OG0000504	evm.model.RL_6.2050	XP_006295241.1
OG0000504	evm.model.RL_1.857	XP_006298823.1
OG0000506	evm.model.RL_4.2927	XP_006285493.1, XP_006286640.1
OG0000506	evm.model.RL_3.1583	XP_006302149.1
OG0000507	evm.model.RL_3.47, evm.model.RL_3.45, evm.model.RL_3.43	XP_006302276.1
OG0000507	evm.model.RL_6.1857	XP_006293681.2
OG0000509	evm.model.RL_2.485	XP_023634869.1, XP_023634868.1
OG0000509	evm.model.RL_5.3768	XP_023634998.1
OG0000510	evm.model.RL_3.457	XP_023643541.1
OG0000510	evm.model.RL_3.458	XP_006300628.2
OG0000511	evm.model.RL_1.2121	XP_023641355.1
OG0000511	evm.model.RL_2.1043	XP_006286225.1
OG0000511	evm.model.RL_3.238	XP_023643359.1
OG0000512	evm.model.RL_2.1854	XP_006283872.2
OG0000512	evm.model.RL_7.2237	XP_006299949.1
OG0000513	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7	XP_006291831.1
OG0000513	evm.model.RL_7.1762	XP_006291822.1
OG0000513	evm.model.RL_8.2062	XP_006279700.1
OG0000514	evm.model.RL_1.1957	XP_006299969.1
OG0000515	evm.model.RL_5.3833	XP_023645942.1, XP_023645936.1, XP_023645933.1
OG0000515	evm.model.RL_5.3997, evm.model.RL_5.3996, evm.model.RL_5.3998	XP_006306656.1
OG0000515	evm.model.RL_5.3999	XP_006303851.2
OG0000521	evm.model.RL_5.2511	XP_006303273.1
OG0000521	evm.model.RL_8.860	XP_006288456.1
OG0000522	evm.model.RL_5.2665	XP_023644931.1
OG0000522	evm.model.RL_8.724.1.687c8558	XP_023636909.1
OG0000523	evm.model.RL_5.3093	XP_023633068.1
OG0000523	evm.model.RL_7.199	XP_006299271.1
OG0000524	evm.model.RL_1.735	XP_006299382.1
OG0000524	evm.model.RL_1.734	XP_006299274.1
OG0000524	evm.model.RL_4.768	XP_006279754.1
OG0000525	evm.model.RL_3.2252	XP_006301908.1
OG0000525	evm.model.RL_1.1399	XP_006297150.1
OG0000525	evm.model.RL_5.3805	XP_006306947.1
OG0000526	evm.model.RL_7.1608	XP_006290566.1
OG0000526	evm.model.RL_7.1612, evm.model.RL_7.1611	XP_023638299.1
OG0000529	evm.model.RL_4.1462	XP_006287672.1, XP_006279136.1
OG0000530	evm.model.RL_4.1935	XP_023636180.1, XP_006286602.2
OG0000533	evm.model.RL_2.3413, evm.model.RL_6.67	XP_006284805.1
OG0000533	evm.model.RL_2.2982	XP_006284804.1
OG0000537	evm.model.RL_8.362	XP_006286433.1
OG0000537	evm.model.RL_2.772	XP_006285603.1
OG0000538	evm.model.RL_6.2482, evm.model.RL_6.2483	XP_006294804.1
OG0000538	evm.model.RL_6.2479	XP_006294823.1
OG0000539	evm.model.RL_3.492	XP_023633585.1
OG0000539	evm.model.RL_6.1158	XP_023639984.1, XP_006296089.1, XP_023640382.1
OG0000540	evm.model.RL_6.1049	XP_006294917.2
OG0000540	evm.model.RL_6.1046	XP_006296522.1
OG0000540	evm.model.RL_6.1045	XP_006293402.1
OG0000540	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044	XP_006294909.2
OG0000541	evm.model.RL_6.1036	XP_006294799.1
OG0000542	evm.model.RL_4.2027.1.687c86d7	XP_006288729.1
OG0000542	evm.model.RL_5.2133	XP_006305661.1
OG0000542	evm.model.RL_1.173	XP_023641607.1
OG0000543	evm.model.RL_6.338	XP_006295889.1, XP_006296440.1
OG0000544	evm.model.RL_5.382, evm.model.RL_5.384	XP_006306557.1
OG0000544	evm.model.RL_5.383	XP_006304823.1
OG0000545	evm.model.RL_3.1918	XP_006301180.1
OG0000545	evm.model.RL_3.1916_evm.model.RL_3.1917	XP_023643666.1
OG0000545	evm.model.RL_3.1915	XP_023642834.1
OG0000546	evm.model.RL_1.2886	XP_006299047.1
OG0000546	evm.model.RL_1.2884	XP_006299159.1
OG0000546	evm.model.RL_1.2882	XP_006299158.1
OG0000546	evm.model.RL_1.2885	XP_006300229.1
OG0000547	evm.model.RL_8.603	XP_006289788.1
OG0000550	evm.model.RL_6.1710	XP_006295234.1, XP_023638695.1, XP_006303819.1
OG0000551	evm.model.RL_8.2558	XP_006279743.1
OG0000551	evm.model.RL_2.3398	XP_006283042.1
OG0000551	evm.model.RL_4.2595.1.687c86da	XP_006286951.1
OG0000552	evm.model.RL_5.3425	XP_006306408.1
OG0000552	evm.model.RL_6.1199	XP_006293091.1
OG0000554	evm.model.RL_3.335	XP_006302364.1
OG0000556	evm.model.RL_1.2383	XP_006298559.1
OG0000557	evm.model.RL_7.336	XP_006291852.1
OG0000557	evm.model.RL_6.2607	XP_006295040.1
OG0000558	evm.model.RL_3.444, evm.model.RL_6.2355	XP_006296243.2
OG0000558	evm.model.RL_3.443	XP_006299238.2
OG0000559	evm.model.RL_4.3249	XP_006287718.1
OG0000559	evm.model.RL_4.3262	XP_023637457.1
OG0000560	evm.model.RL_8.2034	XP_006282023.1
OG0000560	evm.model.RL_8.2035	XP_006294467.1, XP_006279819.1
OG0000561	evm.model.RL_8.2590.1.687c8562	XP_006302848.1
OG0000561	evm.model.RL_8.2591	XP_006279830.1
OG0000562	evm.model.RL_1.516.4.687c87ea	XP_006299606.1
OG0000562	evm.model.RL_4.2164	XP_006287862.1
OG0000562	evm.model.RL_4.1100	XP_006289925.1
OG0000564	evm.model.RL_6.373, evm.model.RL_6.370	XP_006295556.1
OG0000564	evm.model.RL_6.369	XP_006296424.2
OG0000565	evm.model.RL_3.1396	XP_006301692.1
OG0000567	evm.model.RL_1.1621	XP_006298782.2
OG0000569	evm.model.RL_6.1611	XP_023640570.1
OG0000570	evm.model.RL_1.121	XP_006298764.1
OG0000571	evm.model.RL_8.2145	XP_006282092.1
OG0000571	evm.model.RL_5.659, evm.model.RL_5.658	XP_006307224.1, XP_006305882.1
OG0000572	evm.model.RL_7.1752	XP_023638908.1, XP_023639160.1
OG0000573	evm.model.RL_3.359.1.687c84ba	XP_006301035.1
OG0000575	evm.model.RL_7.1987	XP_023635605.1
OG0000578	evm.model.RL_5.908	XP_006304044.1
OG0000578	evm.model.RL_3.507	XP_006302601.1
OG0000578	evm.model.RL_3.1392	XP_006302599.1
OG0000578	evm.model.RL_5.3353	XP_006305436.1
OG0000579	evm.model.RL_8.1361, evm.model.RL_8.1365	XP_006281071.2
OG0000579	evm.model.RL_2.2089	XP_006284608.1, XP_006282715.2
OG0000580	evm.model.RL_6.2547	XP_006293539.1
OG0000580	evm.model.RL_6.2550	XP_006294336.1
OG0000581	evm.model.RL_1.834, evm.model.RL_1.833	XP_023641353.1
OG0000582	evm.model.RL_7.1671, evm.model.RL_4.1470	XP_006288634.1
OG0000584	evm.model.RL_5.241	XP_006305483.1, XP_023637697.1
OG0000584	evm.model.RL_2.2368	XP_006284238.1
OG0000585	evm.model.RL_1.1384, evm.model.RL_6.1536	XP_006298665.1, XP_006295085.1, XP_023645207.1
OG0000586	evm.model.RL_1.2875.1.687c87f0	XP_006297657.1
OG0000586	evm.model.RL_4.663	XP_023645110.1
OG0000587	evm.model.RL_8.220	XP_006288631.1
OG0000587	evm.model.RL_6.2828	XP_023640579.1
OG0000587	evm.model.RL_5.72	XP_006305610.1
OG0000588	evm.model.RL_1.1413	XP_006296907.1
OG0000588	evm.model.RL_6.2386	XP_006293629.1
OG0000588	evm.model.RL_5.3792	XP_006306678.2
OG0000589	evm.model.RL_8.2060	XP_023640155.1
OG0000589	evm.model.RL_7.1759	XP_006291954.1
OG0000589	evm.model.RL_7.1761	XP_006292540.1
OG0000592	evm.model.RL_5.2146	XP_006305354.1
OG0000592	evm.model.RL_1.1725	XP_006297909.2
OG0000592	evm.model.RL_5.1635	XP_006305339.1
OG0000595	evm.model.RL_7.1899	XP_006279387.1, XP_023639269.1
OG0000595	evm.model.RL_7.1900	XP_006279365.1, XP_006290972.1
OG0000595	evm.model.RL_4.1472	XP_006279379.2
OG0000596	evm.model.RL_4.1645_evm.model.RL_4.1646	XP_006286565.1, XP_006288511.2
OG0000596	evm.model.RL_8.1605	XP_006281587.2
OG0000597	evm.model.RL_6.1207, evm.model.RL_6.1195	XP_006296298.1, XP_006289264.1, XP_006296184.1
OG0000597	evm.model.RL_6.1206	XP_006296353.1, XP_006295923.1
OG0000600	evm.model.RL_8.1733	XP_023639830.1
OG0000600	evm.model.RL_1.3152	XP_006298806.1
OG0000600	evm.model.RL_2.2457	XP_006284576.2
OG0000601	evm.model.RL_2.297	XP_006283580.2
OG0000602	evm.model.RL_7.1068	XP_023638663.1
OG0000602	evm.model.RL_1.894, evm.model.RL_1.895	XP_006297006.1
OG0000604	evm.model.RL_2.2009	XP_006284383.1
