Orthogroup	Cardamine_amara	Eutrema_salsugineum
OG0000173	evm.model.RL_5.288	XP_006397382.1, XP_024004806.1, XP_024010671.1, XP_024010073.1
OG0000174	evm.model.RL_1.135	XP_024014711.1, XP_024013094.1, XP_024015854.1, XP_024006545.1
OG0000174	evm.model.RL_7.2138	XP_024016025.1
OG0000175	evm.model.RL_7.1254	XP_006409243.1
OG0000175	evm.model.RL_3.1995	XP_006390262.1
OG0000175	evm.model.RL_5.1839	XP_006416436.1
OG0000175	evm.model.RL_2.3025	XP_006412162.1
OG0000175	evm.model.RL_2.3122	XP_006412039.1
OG0000177	evm.model.RL_4.357	XP_024006586.1, XP_024014023.1
OG0000177	evm.model.RL_2.510, evm.model.RL_2.497, evm.model.RL_2.1097	XP_024004140.1
OG0000180	evm.model.RL_4.643	XP_006390571.2, XP_024016442.1
OG0000181	evm.model.RL_3.1261, evm.model.RL_2.1089, evm.model.RL_8.1686, evm.model.RL_2.403, evm.model.RL_6.478	XP_024014219.1
OG0000185	evm.model.RL_5.3641, evm.model.RL_3.292	XP_024016314.1
OG0000185	evm.model.RL_3.5, evm.model.RL_7.2167, evm.model.RL_1.2420, evm.model.RL_7.527, evm.model.RL_3.588, evm.model.RL_1.1351, evm.model.RL_2.287, evm.model.RL_8.2218, evm.model.RL_6.431, evm.model.RL_5.2237	XP_024009937.1
OG0000186	evm.model.RL_5.2354, evm.model.RL_8.2135	XP_024016126.1
OG0000189	evm.model.RL_6.2240, evm.model.RL_6.2193, evm.model.RL_2.3227	XP_006411932.1
OG0000189	evm.model.RL_4.1578	XP_024006800.1
OG0000190	evm.model.RL_8.473, evm.model.RL_8.474.1.687c8557	XP_006396683.2
OG0000190	evm.model.RL_8.472	XP_024010195.1
OG0000192	evm.model.RL_5.3624	XP_024008190.1
OG0000192	evm.model.RL_3.2104	XP_006416321.2
OG0000195	evm.model.RL_6.761	XP_006408585.1
OG0000195	evm.model.RL_7.686, evm.model.RL_6.2234	XP_006402949.1
OG0000195	evm.model.RL_2.437, evm.model.RL_3.1018	XP_006405835.1, XP_006391396.1
OG0000196	evm.model.RL_5.2252	XP_006415507.2
OG0000196	evm.model.RL_1.1858	XP_006415505.2
OG0000197	evm.model.RL_2.911	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1
OG0000203	evm.model.RL_1.381, evm.model.RL_1.380	XP_006408167.1
OG0000204	evm.model.RL_1.2062	XP_006414659.2, XP_006392176.1, XP_006406140.1, XP_024014985.1
OG0000207	evm.model.RL_3.2270	XP_024009484.1
OG0000210	evm.model.RL_7.1999, evm.model.RL_7.2509	XP_024015969.1
OG0000213	evm.model.RL_6.204	XP_024013862.1
OG0000214	evm.model.RL_7.215	XP_006398075.1
OG0000217	evm.model.RL_3.599	XP_006392266.1
OG0000218	evm.model.RL_7.2697_evm.model.RL_7.2698	XP_006395887.1, XP_006395885.1, XP_006395886.1
OG0000219	evm.model.RL_3.1053	XP_006391444.1
OG0000219	evm.model.RL_6.1077	XP_006410035.1
OG0000219	evm.model.RL_8.2397	XP_006394298.1
OG0000224	evm.model.RL_3.2156	XP_006390080.1
OG0000225	evm.model.RL_5.2978, evm.model.RL_5.2982, evm.model.RL_5.2983, evm.model.RL_5.2977	XP_006415575.2
OG0000225	evm.model.RL_5.2981	XP_006415569.1
OG0000228	evm.model.RL_3.1484, evm.model.RL_3.1485	XP_006390832.1
OG0000228	evm.model.RL_3.1486	XP_024007098.1
OG0000229	evm.model.RL_8.305, evm.model.RL_8.256, evm.model.RL_8.257	XP_006413298.1, XP_006412791.2
OG0000231	evm.model.RL_2.361	XP_006402171.2, XP_006405728.2
OG0000231	evm.model.RL_3.874, evm.model.RL_3.1104	XP_006391509.1
OG0000232	evm.model.RL_1.493	XP_024014358.1
OG0000233	evm.model.RL_7.2092	XP_024016558.1, XP_024013534.1, XP_024004135.1, XP_024014514.1
OG0000233	evm.model.RL_2.2480	XP_024010264.1, XP_024010263.1
OG0000234	evm.model.RL_7.860	XP_006403491.1
OG0000234	evm.model.RL_7.861	XP_006403492.1
OG0000234	evm.model.RL_7.862	XP_006403493.1
OG0000234	evm.model.RL_6.2046	XP_006411161.1
OG0000234	evm.model.RL_4.2267	XP_006399852.1
OG0000236	evm.model.RL_6.790	XP_024014734.1
OG0000237	evm.model.RL_2.732	XP_024011339.1
OG0000238	evm.model.RL_4.549	XP_024011137.1
OG0000242	evm.model.RL_7.2542	XP_006409559.1
OG0000244	evm.model.RL_2.1690	XP_006413726.1
OG0000248	evm.model.RL_7.722	XP_006389699.2, XP_024014433.1, XP_006405717.2
OG0000249	evm.model.RL_6.1769	XP_006410850.1
OG0000249	evm.model.RL_6.1770	XP_006410852.1
OG0000250	evm.model.RL_3.1397, evm.model.RL_2.492	XP_006390930.2
OG0000253	evm.model.RL_8.1032	XP_024014692.1
OG0000256	evm.model.RL_8.503, evm.model.RL_8.501, evm.model.RL_8.502, evm.model.RL_8.500	XP_024009992.1
OG0000256	evm.model.RL_2.275	XP_006393554.2
OG0000256	evm.model.RL_6.2167, evm.model.RL_4.439	XP_024004174.1
OG0000258	evm.model.RL_7.2389	XP_006395570.1
OG0000258	evm.model.RL_7.2388	XP_006395568.2
OG0000264	evm.model.RL_8.324	XP_006396522.2
OG0000265	evm.model.RL_4.1725	XP_024011107.1
OG0000265	evm.model.RL_2.540, evm.model.RL_3.1127, evm.model.RL_5.2471	XP_024013466.1, XP_024006182.1
OG0000266	evm.model.RL_7.1038	XP_006402522.1, XP_006405778.1
OG0000266	evm.model.RL_7.884	XP_006390108.2
OG0000266	evm.model.RL_7.114	XP_006414422.1
OG0000266	evm.model.RL_7.312, evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608	XP_006418087.2
OG0000268	evm.model.RL_7.2613	XP_006395818.1
OG0000268	evm.model.RL_3.272	XP_024016059.1
OG0000268	evm.model.RL_4.3350	XP_006398647.1
OG0000268	evm.model.RL_7.967	XP_006403613.1
OG0000271	evm.model.RL_4.3212	XP_006393349.1
OG0000272	evm.model.RL_5.2235, evm.model.RL_5.3642	XP_024006427.1
OG0000273	evm.model.RL_5.2635	XP_006393374.1, XP_006393366.1, XP_024006296.1, XP_006401972.1, XP_006417866.1, XP_006393515.2, XP_006392846.1
OG0000274	evm.model.RL_8.2049	XP_006400925.1
OG0000274	evm.model.RL_7.1747, evm.model.RL_7.1745	XP_006418933.1, XP_006418941.1
OG0000274	evm.model.RL_6.1051	XP_024003799.1
OG0000275	evm.model.RL_3.456, evm.model.RL_1.2114	XP_024014973.1, XP_024014974.1
OG0000278	evm.model.RL_8.1959, evm.model.RL_8.1993	XP_024008930.1
OG0000278	evm.model.RL_3.1756	XP_024012255.1
OG0000279	evm.model.RL_6.568	XP_024009984.1
OG0000281	evm.model.RL_2.1747	XP_006413618.1
OG0000282	evm.model.RL_4.226, evm.model.RL_4.2794	XP_006399236.1
OG0000282	evm.model.RL_4.2792	XP_024012088.1, XP_006399240.2
OG0000284	evm.model.RL_4.1106, evm.model.RL_4.1105	XP_006394900.1
OG0000284	evm.model.RL_4.572	XP_024015704.1, XP_006392079.1, XP_006392157.1
OG0000285	evm.model.RL_6.721	XP_024006539.1
OG0000288	evm.model.RL_1.2504	XP_006406044.2, XP_006406046.1
OG0000290	evm.model.RL_1.1777	XP_006406581.1
OG0000290	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862	XP_006394046.1
OG0000291	evm.model.RL_5.2580, evm.model.RL_4.862	XP_024006122.1
OG0000294	evm.model.RL_1.1662	XP_006406736.1
OG0000294	evm.model.RL_6.1779	XP_006410860.1
OG0000294	evm.model.RL_8.188	XP_006396376.1
OG0000294	evm.model.RL_5.103	XP_006418333.1
OG0000295	evm.model.RL_3.944	XP_006407057.2
OG0000296	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476	XP_006405376.2
OG0000297	evm.model.RL_4.356	XP_006411985.1
OG0000297	evm.model.RL_8.2112	XP_024013316.1, XP_024013315.1, XP_006400849.1
OG0000297	evm.model.RL_1.1874	XP_006406472.1
OG0000298	evm.model.RL_2.1523	XP_006413834.1, XP_006413902.1
OG0000299	evm.model.RL_3.177	XP_006395553.1
OG0000300	evm.model.RL_1.2518	XP_024009522.1
OG0000300	evm.model.RL_1.2516, evm.model.RL_1.2511	XP_024009515.1, XP_006396158.1
OG0000309	evm.model.RL_1.3296	XP_024015850.1, XP_024014526.1, XP_024007291.1, XP_024014699.1, XP_024015924.1, XP_024016316.1, XP_024016378.1, XP_024009485.1, XP_024010314.1, XP_024006445.1, XP_024013195.1, XP_024009478.1, XP_024013189.1, XP_024014537.1, XP_024004996.1, XP_024009283.1, XP_024010590.1, XP_024014719.1, XP_024014273.1, XP_024013378.1, XP_024013041.1, XP_024013065.1, XP_024014233.1, XP_024006534.1, XP_024013109.1, XP_024014534.1, XP_024013075.1, XP_024013933.1, XP_024010340.1, XP_024009414.1, XP_024013934.1, XP_024016115.1, XP_024010295.1, XP_024005037.1, XP_024014550.1, XP_024009481.1, XP_024010127.1, XP_024013059.1, XP_024010378.1, XP_024005033.1, XP_024015127.1, XP_024010484.1, XP_024016365.1, XP_024006129.1, XP_024010577.1, XP_024016336.1, XP_024013388.1, XP_024011385.1, XP_024007279.1, XP_024010539.1, XP_024016192.1, XP_024010151.1, XP_024013953.1, XP_024013987.1, XP_024013172.1, XP_024010751.1, XP_024007313.1, XP_024004914.1, XP_024013047.1, XP_024014513.1, XP_024010370.1, XP_024009905.1, XP_024009960.1, XP_024004959.1, XP_024013052.1, XP_024004960.1, XP_024009450.1, XP_024009398.1, XP_024014017.1, XP_024004881.1, XP_024004024.1, XP_024013324.1, XP_024016560.1, XP_024015925.1, XP_024016117.1, XP_024009426.1, XP_024015044.1, XP_024010242.1, XP_024010393.1, XP_024010537.1, XP_024015870.1, XP_024010461.1, XP_024010344.1, XP_024009357.1, XP_024015888.1, XP_024015895.1, XP_024010358.1, XP_024006499.1, XP_024010272.1, XP_024007255.1, XP_024010910.1, XP_024015140.1, XP_024004946.1, XP_024013096.1, XP_024014372.1, XP_024010648.1, XP_024009268.1, XP_024009432.1, XP_024014394.1, XP_024010322.1, XP_024013396.1, XP_024013193.1, XP_024015874.1, XP_024014632.1, XP_024016267.1, XP_024010372.1, XP_024016339.1, XP_024016870.1, XP_024013100.1, XP_024013091.1, XP_024010265.1, XP_024014286.1, XP_024009477.1, XP_024013051.1, XP_024013077.1, XP_024009643.1, XP_024009295.1, XP_024014788.1, XP_024013192.1, XP_024016871.1, XP_024010677.1, XP_024010801.1, XP_024007311.1
OG0000310	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096	XP_024012521.1, XP_024012520.1, XP_006400881.1, XP_006393432.1
OG0000311	evm.model.RL_4.1982	XP_006400196.1
OG0000311	evm.model.RL_5.2161	XP_006393403.1
OG0000311	evm.model.RL_2.463	XP_006405853.1
OG0000311	evm.model.RL_3.998	XP_006391364.1
OG0000314	evm.model.RL_5.327	XP_006418097.1
OG0000314	evm.model.RL_5.328	XP_024008616.1
OG0000314	evm.model.RL_6.1397	XP_006410450.1
OG0000315	evm.model.RL_1.1077	XP_024010215.1
OG0000316	evm.model.RL_6.2182, evm.model.RL_6.2173	XP_024003638.1, XP_006409746.1
OG0000319	evm.model.RL_8.2110	XP_006417745.1, XP_006417749.1, XP_006400853.1, XP_006417751.1
OG0000322	evm.model.RL_3.2239, evm.model.RL_3.2238	XP_006389987.1
OG0000323	evm.model.RL_8.1505	XP_024012357.1
OG0000323	evm.model.RL_2.2281	XP_024005613.1
OG0000323	evm.model.RL_2.2282	XP_024005472.1
OG0000323	evm.model.RL_2.2280	XP_006413047.1
OG0000325	evm.model.RL_1.2773	XP_024006424.1
OG0000328	evm.model.RL_2.315	XP_006405676.1, XP_006405677.2, XP_006405680.1, XP_006405679.2, XP_006405678.2, XP_006405681.2
OG0000329	evm.model.RL_1.1997	XP_006402565.2
OG0000330	evm.model.RL_7.377	XP_006402644.2
OG0000332	evm.model.RL_1.1873, evm.model.RL_5.2031	XP_006406473.1, XP_006393188.1
OG0000334	evm.model.RL_7.998	XP_006403652.1
OG0000335	evm.model.RL_5.357	XP_024008297.1
OG0000335	evm.model.RL_2.1239, evm.model.RL_5.2346, evm.model.RL_5.2348	XP_024011089.1
OG0000335	evm.model.RL_5.3094	XP_006415705.2
OG0000336	evm.model.RL_3.1688	XP_006390610.1
OG0000339	evm.model.RL_2.1855.1.687c86e4	XP_006413559.1
OG0000339	evm.model.RL_6.2741	XP_006397781.1
OG0000341	evm.model.RL_5.2482	XP_024005011.1, XP_024006610.1, XP_024006440.1, XP_024007287.1, XP_024010441.1, XP_024016189.1, XP_024009361.1, XP_024016527.1, XP_024006450.1, XP_024016196.1, XP_024016327.1, XP_024010286.1, XP_024013588.1, XP_024014466.1, XP_024014262.1, XP_024006541.1, XP_024010206.1, XP_024013203.1, XP_024014730.1, XP_024009814.1, XP_024010552.1, XP_024013707.1, XP_024004828.1, XP_024010235.1, XP_024009424.1, XP_024009805.1, XP_024007319.1, XP_024014510.1, XP_024014491.1, XP_024016588.1, XP_024015918.1, XP_024009409.1, XP_024013122.1, XP_024013976.1, XP_024014243.1, XP_024015856.1, XP_024006544.1, XP_024014462.1, XP_024011290.1, XP_024011299.1, XP_024016145.1, XP_024014751.1, XP_024014245.1, XP_024006449.1, XP_024010920.1, XP_024007310.1, XP_024013915.1, XP_024006198.1, XP_024010435.1, XP_024015882.1, XP_024013657.1, XP_024011322.1, XP_024016182.1, XP_024016335.1, XP_024004992.1
OG0000341	evm.model.RL_6.571, evm.model.RL_8.906	XP_024014252.1
OG0000341	evm.model.RL_1.2670, evm.model.RL_7.2048	XP_024016195.1, XP_024016307.1
OG0000342	evm.model.RL_6.549	XP_006391246.2
OG0000344	evm.model.RL_2.1757	XP_024011021.1, XP_024007503.1, XP_006394848.1, XP_006418706.1
OG0000345	evm.model.RL_5.1127	XP_006417207.2
OG0000345	evm.model.RL_5.1126	XP_024009081.1, XP_024009045.1
OG0000347	evm.model.RL_1.1092	XP_006407408.1, XP_006413962.1
OG0000349	evm.model.RL_2.3096	XP_006412067.1
OG0000350	evm.model.RL_5.2955	XP_024008636.1
OG0000352	evm.model.RL_7.1322	XP_024014168.1
OG0000355	evm.model.RL_3.2369	XP_006389856.2
OG0000356	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842	XP_006419039.1, XP_024006833.1, XP_006394913.1
OG0000357	evm.model.RL_7.2050	XP_024004090.1
OG0000358	evm.model.RL_5.756, evm.model.RL_5.280	XP_006418147.1
OG0000358	evm.model.RL_4.512, evm.model.RL_4.2635	XP_024013255.1
OG0000358	evm.model.RL_4.2636	XP_006399428.2
OG0000360	evm.model.RL_8.2767	XP_024006781.1
OG0000361	evm.model.RL_1.1054	XP_024015571.1
OG0000362	evm.model.RL_3.917	XP_024010631.1
OG0000364	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607, evm.model.RL_8.1057	XP_024013180.1, XP_024014045.1, XP_024015947.1, XP_024016118.1, XP_024014844.1, XP_024010586.1, XP_024007770.1, XP_024004968.1, XP_024011240.1, XP_024013615.1, XP_024013696.1, XP_024013190.1, XP_024009286.1, XP_024005933.1, XP_024010414.1, XP_024015848.1, XP_024014703.1, XP_024009488.1, XP_024013211.1, XP_024010534.1, XP_024004933.1, XP_024010256.1, XP_006397256.2, XP_024016206.1, XP_024010483.1, XP_024016244.1, XP_024004967.1, XP_024004068.1, XP_024006162.1, XP_024011266.1, XP_024013944.1, XP_024007944.1
OG0000368	evm.model.RL_2.3252	XP_006411900.1, XP_006411901.1
OG0000368	evm.model.RL_2.3251.1.687c86e8	XP_006393642.1
OG0000368	evm.model.RL_3.1025, evm.model.RL_2.3253	XP_024004487.1
OG0000368	evm.model.RL_2.3254	XP_006411898.1
OG0000370	evm.model.RL_5.1545	XP_006416751.1
OG0000370	evm.model.RL_2.604, evm.model.RL_2.2043	XP_006413319.1
OG0000371	evm.model.RL_5.3286, evm.model.RL_6.2874	XP_006397915.1, XP_024015422.1
OG0000371	evm.model.RL_5.1007	XP_024004900.1
OG0000371	evm.model.RL_6.2875	XP_006397916.1
OG0000372	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491	XP_024004324.1, XP_006413103.1
OG0000374	evm.model.RL_8.878	XP_024006233.1, XP_006393112.2
OG0000377	evm.model.RL_3.379	XP_006392127.1
OG0000377	evm.model.RL_3.381	XP_006392125.1
OG0000377	evm.model.RL_3.380	XP_006392126.1
OG0000379	evm.model.RL_6.752	XP_024009713.1
OG0000379	evm.model.RL_5.2400, evm.model.RL_4.2609	XP_024007943.1, XP_024013624.1, XP_024010341.1, XP_024010451.1, XP_024004070.1, XP_024010255.1, XP_024014459.1, XP_024011264.1, XP_024010338.1, XP_024010397.1, XP_024014767.1, XP_024006431.1, XP_024004964.1, XP_024013943.1, XP_024013614.1, XP_024015946.1, XP_024006517.1, XP_024009489.1, XP_024004956.1, XP_024014722.1, XP_024014046.1, XP_024011298.1, XP_024016205.1, XP_024013686.1, XP_024014011.1, XP_024013390.1, XP_024010656.1, XP_024013393.1, XP_024013942.1, XP_024007771.1, XP_024007315.1, XP_024011239.1, XP_024004969.1
OG0000382	evm.model.RL_5.113	XP_006418323.1
OG0000382	evm.model.RL_3.698	XP_024015516.1, XP_006392444.1
OG0000382	evm.model.RL_5.778	XP_006417597.1
OG0000383	evm.model.RL_5.3045, evm.model.RL_5.3042	XP_024008361.1
OG0000387	evm.model.RL_6.2462	XP_006411150.2
OG0000390	evm.model.RL_8.1517	XP_006401605.1, XP_006397366.1, XP_006401607.2
OG0000390	evm.model.RL_1.1863	XP_006406481.1, XP_006406482.1
OG0000390	evm.model.RL_1.1673, evm.model.RL_7.1867	XP_024016650.1
OG0000391	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d	XP_024008649.1
OG0000391	evm.model.RL_5.3527	XP_024008916.1
OG0000392	evm.model.RL_7.1360, evm.model.RL_7.1363	XP_006404046.2
OG0000392	evm.model.RL_7.1361	XP_006404045.1
OG0000392	evm.model.RL_2.416	XP_006405800.2
OG0000396	evm.model.RL_7.2206	XP_006395369.1
OG0000397	evm.model.RL_3.767	XP_024004818.1, XP_024007253.1, XP_024016329.1
OG0000398	evm.model.RL_1.1275	XP_006407189.1, XP_006407188.1
OG0000398	evm.model.RL_1.1274	XP_006407190.1
OG0000398	evm.model.RL_5.3907, evm.model.RL_5.3908	XP_006392671.1
OG0000401	evm.model.RL_8.1238, evm.model.RL_8.1309	XP_006408678.2
OG0000403	evm.model.RL_3.475, evm.model.RL_3.476	XP_006392175.1
OG0000404	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057	XP_006403789.1, XP_006410788.1, XP_006407441.1, XP_006399080.1
OG0000406	evm.model.RL_4.1943	XP_006400239.1
OG0000406	evm.model.RL_7.379	XP_006402646.2
OG0000406	evm.model.RL_1.230	XP_006408345.1
OG0000408	evm.model.RL_6.363	XP_024013952.1, XP_024014112.1
OG0000411	evm.model.RL_3.280.1.687c84ba	XP_006417319.1
OG0000411	evm.model.RL_8.468	XP_006396679.1
OG0000411	evm.model.RL_2.1704	XP_006413700.1
OG0000412	evm.model.RL_8.1550	XP_006401550.1
OG0000412	evm.model.RL_2.2237	XP_006413100.1
OG0000412	evm.model.RL_5.1961	XP_006393086.1
OG0000412	evm.model.RL_1.1990	XP_006406360.1
OG0000413	evm.model.RL_1.1261	XP_024015449.1
OG0000413	evm.model.RL_8.1728	XP_024012323.1
OG0000414	evm.model.RL_5.3277	XP_006415921.1
OG0000415	evm.model.RL_4.2375, evm.model.RL_4.2377	XP_006401986.1, XP_024010536.1, XP_024006594.1, XP_006404926.1, XP_006414753.1, XP_006393688.1, XP_006393690.1, XP_024006365.1
OG0000421	evm.model.RL_2.302	XP_006405658.1
OG0000422	evm.model.RL_5.809	XP_006417567.1
OG0000422	evm.model.RL_5.808.1.687c88af	XP_006417568.1
OG0000423	evm.model.RL_3.1665	XP_006390626.1
OG0000423	evm.model.RL_5.3889	XP_006392695.1
OG0000423	evm.model.RL_1.1311	XP_024015180.1
OG0000424	evm.model.RL_8.373	XP_024004870.1
OG0000425	evm.model.RL_5.3756	XP_006392849.1
OG0000427	evm.model.RL_3.2260	XP_006405752.1, XP_006408057.1
OG0000427	evm.model.RL_2.1164, evm.model.RL_3.2261	XP_024013937.1
OG0000427	evm.model.RL_6.1459, evm.model.RL_3.2259	XP_024016547.1
OG0000429	evm.model.RL_4.1204	XP_006394790.1
OG0000429	evm.model.RL_4.2465	XP_006399622.1
OG0000429	evm.model.RL_2.2744	XP_006412480.1
OG0000429	evm.model.RL_6.461	XP_006405188.1
OG0000430	evm.model.RL_1.2834	XP_006409418.1
OG0000430	evm.model.RL_6.22	XP_006404551.1
OG0000430	evm.model.RL_2.3452	XP_006411664.1
OG0000431	evm.model.RL_3.561	XP_006392303.1
OG0000431	evm.model.RL_5.862_evm.model.RL_5.863	XP_006417504.1
OG0000432	evm.model.RL_8.1360, evm.model.RL_8.1364	XP_006401798.1
OG0000432	evm.model.RL_2.2173	XP_006413591.1, XP_006413166.1
OG0000432	evm.model.RL_8.1680	XP_006401391.1
OG0000436	evm.model.RL_2.2141	XP_006413212.1
OG0000436	evm.model.RL_8.1743	XP_006401294.1
OG0000436	evm.model.RL_2.2461	XP_006412845.1
OG0000436	evm.model.RL_1.3151	XP_006408890.2
OG0000437	evm.model.RL_5.2606	XP_006415074.1, XP_006415068.1, XP_006415075.2
OG0000437	evm.model.RL_5.2608	XP_006415076.2
OG0000438	evm.model.RL_8.525	XP_006396746.1
OG0000439	evm.model.RL_7.411	XP_006402684.1
OG0000439	evm.model.RL_6.1235	XP_006410273.1
OG0000440	evm.model.RL_4.1896	XP_006418718.1, XP_006398844.1
OG0000440	evm.model.RL_1.259	XP_006408308.2
OG0000440	evm.model.RL_1.260	XP_006393265.2
OG0000441	evm.model.RL_1.1577	XP_006406833.1
OG0000441	evm.model.RL_1.1575	XP_006406836.1
OG0000441	evm.model.RL_1.1576	XP_024014827.1
OG0000445	evm.model.RL_3.951, evm.model.RL_2.846	XP_024005367.1, XP_024016655.1, XP_024007925.1, XP_024014826.1, XP_024007940.1, XP_024013372.1, XP_024016565.1, XP_024013359.1, XP_024004847.1, XP_024007935.1, XP_024011247.1, XP_024010216.1, XP_024013582.1, XP_024009491.1, XP_024014227.1, XP_024013232.1, XP_024013557.1, XP_024009291.1, XP_024009920.1, XP_024016492.1, XP_024015279.1, XP_024014002.1, XP_024010543.1, XP_024004510.1, XP_024007946.1, XP_024009302.1, XP_024013126.1, XP_024004044.1, XP_024014242.1, XP_024011878.1, XP_024014003.1, XP_024004805.1, XP_024015970.1, XP_024011181.1, XP_024004390.1, XP_024010300.1, XP_024010248.1, XP_024011176.1, XP_024004837.1, XP_024014478.1, XP_024010287.1, XP_024004827.1, XP_024004746.1, XP_024009335.1, XP_024011291.1, XP_024007308.1
OG0000446	evm.model.RL_8.2324	XP_006394381.1
OG0000446	evm.model.RL_7.2573	XP_006395760.1
OG0000446	evm.model.RL_5.1283	XP_006417014.1
OG0000447	evm.model.RL_1.1423	XP_024015143.1
OG0000447	evm.model.RL_8.2153	XP_024007423.1
OG0000447	evm.model.RL_6.1484	XP_006410540.1
OG0000448	evm.model.RL_4.101	XP_006398389.1
OG0000449	evm.model.RL_7.1766	XP_006418975.1
OG0000449	evm.model.RL_7.1767	XP_006418977.1
OG0000449	evm.model.RL_8.2066	XP_006400899.1
OG0000450	evm.model.RL_6.2784	XP_024011135.1, XP_024013366.1, XP_024011343.1, XP_024015908.1
OG0000453	evm.model.RL_6.1003	XP_006418911.2
OG0000454	evm.model.RL_8.1369	XP_006401786.1
OG0000457	evm.model.RL_4.2343	XP_006399759.1
OG0000458	evm.model.RL_6.819, evm.model.RL_6.820, evm.model.RL_8.1388, evm.model.RL_8.1390	XP_024012579.1, XP_006397187.1, XP_006394267.1
OG0000461	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911	XP_006418508.2
OG0000461	evm.model.RL_8.2929, evm.model.RL_5.2910	XP_024008949.1
OG0000466	evm.model.RL_4.3195, evm.model.RL_4.3197	XP_006398788.1
OG0000468	evm.model.RL_7.908	XP_024013791.1
OG0000468	evm.model.RL_6.1370	XP_006410416.1
OG0000468	evm.model.RL_6.2006	XP_006411118.1
OG0000471	evm.model.RL_5.3017	XP_006415613.1
OG0000472	evm.model.RL_2.9	XP_006405518.1
OG0000472	evm.model.RL_2.8	XP_006405526.1, XP_006405529.2, XP_024014648.1
OG0000473	evm.model.RL_6.2891	XP_024010693.1
OG0000473	evm.model.RL_8.2204	XP_024007127.1
OG0000473	evm.model.RL_7.124	XP_024012881.1
OG0000474	evm.model.RL_4.1353	XP_006394638.1, XP_006404202.1
OG0000474	evm.model.RL_7.1494, evm.model.RL_2.2587, evm.model.RL_6.296	XP_006404910.2
OG0000477	evm.model.RL_4.2841, evm.model.RL_8.1916.1.687c855e, evm.model.RL_6.1936, evm.model.RL_1.2914	XP_006411040.1, XP_006409322.1, XP_024004213.1
OG0000481	evm.model.RL_2.858	XP_024005890.1
