Orthogroup	Cardamine_amara	Arabidopsis_lyrata_NCBI
OG0000231	evm.model.RL_3.1104	XP_020891116.1
OG0000232	evm.model.RL_5.1311	XP_020877841.1
OG0000234	evm.model.RL_7.860	XP_020881605.1
OG0000234	evm.model.RL_7.861	XP_002878017.1
OG0000234	evm.model.RL_7.862	XP_002878016.1
OG0000234	evm.model.RL_6.2046	XP_002881649.1
OG0000234	evm.model.RL_4.2267	XP_002871574.1
OG0000236	evm.model.RL_6.790	XP_020884669.1
OG0000238	evm.model.RL_4.549, evm.model.RL_4.1383	XP_020885596.1, XP_020870726.1
OG0000242	evm.model.RL_1.2752, evm.model.RL_1.2751	XP_002885959.1
OG0000244	evm.model.RL_2.1690	XP_020873759.1
OG0000248	evm.model.RL_8.548	XP_002874641.2, XP_020877170.1
OG0000248	evm.model.RL_7.722	XP_002876368.2
OG0000249	evm.model.RL_6.1769	XP_020884151.1
OG0000249	evm.model.RL_6.1770	XP_002881469.1
OG0000251	evm.model.RL_1.2772	XP_020883607.1
OG0000251	evm.model.RL_3.915	XP_020879639.1
OG0000252	evm.model.RL_5.3777	XP_020879255.1
OG0000252	evm.model.RL_1.1879	XP_002871005.2
OG0000252	evm.model.RL_3.263	XP_002871008.2
OG0000256	evm.model.RL_8.503, evm.model.RL_8.501, evm.model.RL_8.502, evm.model.RL_8.500	XP_020877194.1
OG0000256	evm.model.RL_2.275	XP_002863900.1, XP_002865643.1, XP_002885797.1
OG0000256	evm.model.RL_6.2167, evm.model.RL_4.439	XP_002881723.1
OG0000257	evm.model.RL_6.895	XP_020889281.1
OG0000258	evm.model.RL_7.2389	XP_002876961.1, XP_002876962.1, XP_002876963.1
OG0000258	evm.model.RL_7.2388	XP_002876964.1
OG0000260	evm.model.RL_4.3199	XP_020881126.1
OG0000264	evm.model.RL_8.411, evm.model.RL_8.323	XP_002872741.1
OG0000264	evm.model.RL_8.410, evm.model.RL_8.409	XP_020876482.1
OG0000264	evm.model.RL_8.324	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1
OG0000265	evm.model.RL_4.1725	XP_020879047.1
OG0000265	evm.model.RL_3.1127, evm.model.RL_5.2471	XP_020871484.1, XP_020870361.1, XP_020870665.1, XP_020881798.1, XP_020872647.1, XP_020869117.1
OG0000266	evm.model.RL_7.1038	XP_020880330.1, XP_020880329.1
OG0000266	evm.model.RL_7.884	XP_020880890.1
OG0000266	evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8	XP_020882443.1
OG0000266	evm.model.RL_7.114	XP_020880843.1
OG0000266	evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608	XP_020882675.1, XP_020881705.1
OG0000268	evm.model.RL_7.2613	XP_020879860.1
OG0000268	evm.model.RL_3.272	XP_020891047.1
OG0000268	evm.model.RL_4.3350	XP_002870939.2
OG0000268	evm.model.RL_7.967	XP_002877959.1
OG0000270	evm.model.RL_5.1819	XP_020867393.1
OG0000271	evm.model.RL_4.3212	XP_020876399.1, XP_002888365.1, XP_020890201.1, XP_020878304.1
OG0000273	evm.model.RL_5.2635	XP_002891297.2, XP_020866157.1, XP_002894125.1, XP_020866874.1
OG0000274	evm.model.RL_8.2049	XP_002864649.1
OG0000274	evm.model.RL_3.504	XP_002888167.1
OG0000274	evm.model.RL_6.1051	XP_020883555.1
OG0000275	evm.model.RL_3.456, evm.model.RL_1.2114	XP_020886120.1
OG0000278	evm.model.RL_8.184, evm.model.RL_8.181	XP_002862832.1
OG0000278	evm.model.RL_8.1993	XP_020871462.1, XP_020865960.1, XP_020871126.1
OG0000281	evm.model.RL_2.1747	XP_002894688.2, XP_002892013.2
OG0000282	evm.model.RL_4.2795	XP_002873312.1, XP_020877613.1, XP_020876205.1
OG0000282	evm.model.RL_4.226, evm.model.RL_4.2794	XP_002873314.1
OG0000282	evm.model.RL_4.2792	XP_020876208.1, XP_020876210.1
OG0000284	evm.model.RL_4.1106, evm.model.RL_4.1105	XP_020879188.1
OG0000284	evm.model.RL_4.572	XP_020871231.1
OG0000285	evm.model.RL_6.721	XP_002878830.2, XP_020890798.1, XP_002863102.2, XP_020886260.1, XP_020869481.1
OG0000285	evm.model.RL_7.689, evm.model.RL_5.1783	XP_020884668.1, XP_020866215.1
OG0000287	evm.model.RL_1.2024	XP_020886036.1
OG0000287	evm.model.RL_4.2391	XP_020871918.1
OG0000287	evm.model.RL_1.2026	XP_020886039.1
OG0000288	evm.model.RL_1.2504	XP_002893341.1, XP_020886472.1, XP_020882129.1
OG0000290	evm.model.RL_1.1777	XP_002885269.2
OG0000290	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862	XP_002864952.1
OG0000290	evm.model.RL_2.214	XP_002870726.2, XP_020872955.1
OG0000293	evm.model.RL_1.1303, evm.model.RL_6.763	XP_020884729.1
OG0000294	evm.model.RL_1.1662	XP_020889164.1
OG0000294	evm.model.RL_8.188	XP_020877038.1
OG0000294	evm.model.RL_5.103	XP_020867795.1
OG0000296	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476	XP_020889468.1, XP_020888012.1, XP_020865723.1, XP_020877183.1
OG0000296	evm.model.RL_6.1991	XP_020885592.1
OG0000296	evm.model.RL_6.1978	XP_020883752.1, XP_002862453.1
OG0000297	evm.model.RL_4.356	XP_020875559.1
OG0000297	evm.model.RL_8.2112	XP_002864686.1
OG0000297	evm.model.RL_1.1874	XP_020889053.1
OG0000299	evm.model.RL_3.177	XP_002894539.1, XP_020867812.1
OG0000299	evm.model.RL_5.3976	XP_020867799.1
OG0000300	evm.model.RL_1.2517	XP_002883688.1
OG0000300	evm.model.RL_1.2518	XP_020888721.1, XP_020888706.1
OG0000300	evm.model.RL_1.2516, evm.model.RL_1.2511	XP_020887748.1
OG0000301	evm.model.RL_1.1569	XP_020883108.1, XP_020872622.1, XP_020877172.1, XP_020886446.1, XP_020868906.1, XP_020876112.1, XP_020874153.1, XP_020870118.1, XP_020886556.1, XP_020885910.1
OG0000303	evm.model.RL_5.1701	XP_020883764.1
OG0000304	evm.model.RL_6.1687	XP_020866105.1
OG0000309	evm.model.RL_1.3296	XP_020876947.1
OG0000310	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096	XP_002862953.1, XP_002864667.1, XP_002866375.1
OG0000311	evm.model.RL_4.1982	XP_020877332.1
OG0000311	evm.model.RL_5.2161	XP_002891436.1
OG0000311	evm.model.RL_2.463	XP_002870545.1
OG0000311	evm.model.RL_3.998	XP_020891044.1
OG0000314	evm.model.RL_5.327	XP_002892239.1
OG0000314	evm.model.RL_5.328	XP_002889523.1
OG0000314	evm.model.RL_6.1397	XP_020883979.1
OG0000315	evm.model.RL_1.1077	XP_020878657.1, XP_020882005.1
OG0000316	evm.model.RL_6.434	XP_020886529.1
OG0000316	evm.model.RL_6.2182, evm.model.RL_6.2173	XP_002881726.1, XP_002879874.1, XP_002881728.1
OG0000319	evm.model.RL_8.2110	XP_020870838.1, XP_002889674.1, XP_002864684.1, XP_020870839.1
OG0000320	evm.model.RL_3.706, evm.model.RL_3.707, evm.model.RL_3.708	XP_020886143.1, XP_020868852.1
OG0000321	evm.model.RL_2.498	XP_020873117.1, XP_020875512.1, XP_020875510.1
OG0000322	evm.model.RL_3.2239, evm.model.RL_3.2238	XP_002889191.1
OG0000323	evm.model.RL_8.1505	XP_020866009.1
OG0000323	evm.model.RL_2.2281	XP_002869553.1
OG0000323	evm.model.RL_2.2282	XP_002869552.1
OG0000323	evm.model.RL_2.2280	XP_020875469.1
OG0000325	evm.model.RL_1.2773	XP_002891227.2
OG0000328	evm.model.RL_2.313, evm.model.RL_2.322, evm.model.RL_2.316, evm.model.RL_2.318, evm.model.RL_2.320	XP_002870810.1, XP_002870811.1, XP_002870812.1
OG0000328	evm.model.RL_2.325, evm.model.RL_2.324	XP_002870813.1
OG0000329	evm.model.RL_2.90	XP_020884774.1
OG0000330	evm.model.RL_7.377	XP_020879727.1
OG0000332	evm.model.RL_1.1873, evm.model.RL_5.2031	XP_020866713.1
OG0000334	evm.model.RL_7.998	XP_002877942.1
OG0000334	evm.model.RL_4.686	XP_002872839.1, XP_002872840.1
OG0000334	evm.model.RL_8.264	XP_020876136.1
OG0000335	evm.model.RL_5.357, evm.model.RL_5.356	XP_020868018.1
OG0000335	evm.model.RL_2.1239	XP_002868101.1
OG0000335	evm.model.RL_5.2346, evm.model.RL_5.2348	XP_020866818.1, XP_020866817.1
OG0000335	evm.model.RL_1.1040	XP_020888216.1
OG0000335	evm.model.RL_1.2360	XP_002885658.1
OG0000335	evm.model.RL_5.3094	XP_020870970.1
OG0000336	evm.model.RL_5.1597	XP_002890238.1
OG0000336	evm.model.RL_3.1688	XP_002887457.1
OG0000339	evm.model.RL_2.1855.1.687c86e4	XP_020873658.1
OG0000339	evm.model.RL_8.60	XP_002872953.1
OG0000339	evm.model.RL_6.2741	XP_020885426.1
OG0000339	evm.model.RL_7.229	XP_020881574.1
OG0000342	evm.model.RL_2.164, evm.model.RL_2.1788	XP_020883783.1, XP_020872249.1, XP_020874890.1
OG0000344	evm.model.RL_2.1757	XP_020877847.1, XP_020876157.1
OG0000345	evm.model.RL_5.1126	XP_002889953.1
OG0000347	evm.model.RL_1.1092	XP_020887803.1, XP_020889440.1, XP_020886138.1, XP_020885147.1, XP_002880843.1
OG0000348	evm.model.RL_8.988	XP_020891714.1, XP_020875272.1
OG0000349	evm.model.RL_2.3096	XP_002869064.1
OG0000349	evm.model.RL_6.1047	XP_020883186.1, XP_020882202.1, XP_020870051.1
OG0000350	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf	XP_020867533.1
OG0000350	evm.model.RL_5.2955	XP_020867532.1
OG0000356	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842	XP_002874408.2, XP_002872250.1, XP_002874407.2
OG0000358	evm.model.RL_4.2634, evm.model.RL_5.756, evm.model.RL_5.280	XP_002892204.1
OG0000358	evm.model.RL_4.512	XP_020868529.1, XP_002865409.1
OG0000358	evm.model.RL_4.2635	XP_020877760.1
OG0000358	evm.model.RL_4.2636	XP_002873405.1
OG0000359	evm.model.RL_5.2921	XP_002890838.2, XP_002893588.2
OG0000359	evm.model.RL_6.1531	XP_002879498.1
OG0000360	evm.model.RL_8.2767	XP_020871494.1
OG0000361	evm.model.RL_1.1054	XP_002882734.1
OG0000362	evm.model.RL_3.1363	XP_020890540.1
OG0000363	evm.model.RL_4.583	XP_002886436.2
OG0000368	evm.model.RL_2.3252	XP_002866955.2
OG0000368	evm.model.RL_2.3251.1.687c86e8	XP_020874750.1
OG0000368	evm.model.RL_3.1025	XP_002888509.2, XP_020865922.1
OG0000368	evm.model.RL_2.3254	XP_020873168.1
OG0000369	evm.model.RL_8.2063	XP_002881664.1
OG0000370	evm.model.RL_5.1545	XP_002890198.2
OG0000370	evm.model.RL_5.1544	XP_020870155.1
OG0000370	evm.model.RL_2.2043	XP_020873586.1, XP_020873585.1
OG0000371	evm.model.RL_5.3286	XP_002890652.1
OG0000371	evm.model.RL_6.2874	XP_002880288.1
OG0000371	evm.model.RL_5.191	XP_020870312.1
OG0000371	evm.model.RL_5.1007	XP_020866052.1
OG0000372	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491	XP_020873782.1, XP_002869578.2, XP_002869577.1, XP_020873778.1
OG0000374	evm.model.RL_8.878	XP_020866073.1, XP_002891641.1, XP_002891287.1, XP_020869402.1
OG0000377	evm.model.RL_3.379	XP_020890102.1, XP_020890101.1
OG0000377	evm.model.RL_3.381	XP_020890100.1
OG0000377	evm.model.RL_5.946	XP_020869788.1
OG0000379	evm.model.RL_4.2609	XP_002862473.2
OG0000380	evm.model.RL_3.415	XP_020890693.1
OG0000381	evm.model.RL_2.796	XP_020869149.1, XP_020869459.1
OG0000381	evm.model.RL_5.3552	XP_002883980.2
OG0000381	evm.model.RL_8.2652, evm.model.RL_8.2653	XP_020867217.1
OG0000382	evm.model.RL_5.113	XP_002889409.1
OG0000382	evm.model.RL_8.159	XP_002874941.1
OG0000382	evm.model.RL_3.698	XP_020868304.1
OG0000382	evm.model.RL_5.778	XP_020867895.1
OG0000383	evm.model.RL_5.3041	XP_020868242.1, XP_002891138.1
OG0000383	evm.model.RL_5.3045, evm.model.RL_5.3042	XP_020868885.1, XP_020868889.1
OG0000386	evm.model.RL_7.1060	XP_002876198.1
OG0000386	evm.model.RL_7.1059, evm.model.RL_7.2020	XP_020881893.1
OG0000387	evm.model.RL_6.2452	XP_020885660.1
OG0000387	evm.model.RL_2.1330	XP_002868038.2
OG0000389	evm.model.RL_7.524	XP_002891987.1
OG0000390	evm.model.RL_4.1377	XP_002872057.1
OG0000390	evm.model.RL_8.1517	XP_002864312.1
OG0000390	evm.model.RL_1.1863	XP_002885786.1
OG0000390	evm.model.RL_1.1673, evm.model.RL_7.1867	XP_002885216.1
OG0000391	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d	XP_002891115.1, XP_020869226.1
OG0000391	evm.model.RL_5.3528	XP_002893219.1
OG0000391	evm.model.RL_5.3527	XP_020870868.1
OG0000392	evm.model.RL_7.1363	XP_002876020.1
OG0000392	evm.model.RL_2.417	XP_002870866.1
OG0000392	evm.model.RL_2.416	XP_020874849.1
OG0000396	evm.model.RL_7.2206	XP_020881129.1
OG0000398	evm.model.RL_1.1276	XP_002882837.2
OG0000398	evm.model.RL_1.1274	XP_002882836.2
OG0000398	evm.model.RL_4.886	XP_020890494.1
OG0000398	evm.model.RL_5.3908	XP_002894496.1
OG0000401	evm.model.RL_8.1276	XP_020890816.1
OG0000401	evm.model.RL_7.700	XP_020881468.1
OG0000403	evm.model.RL_3.475, evm.model.RL_3.476	XP_020891776.1
OG0000406	evm.model.RL_4.1943	XP_002873802.1
OG0000406	evm.model.RL_1.230	XP_020888940.1, XP_002884357.1
OG0000408	evm.model.RL_6.363	XP_020885753.1
OG0000409	evm.model.RL_1.3251	XP_020882951.1
OG0000410	evm.model.RL_5.1950	XP_020890049.1, XP_020890052.1
OG0000411	evm.model.RL_1.2526	XP_002885799.1
OG0000411	evm.model.RL_8.468	XP_002874805.1
OG0000411	evm.model.RL_2.1704	XP_002869850.1
OG0000412	evm.model.RL_8.1550	XP_002864349.1
OG0000412	evm.model.RL_2.2237	XP_002867518.1
OG0000413	evm.model.RL_1.1261	XP_020886129.1
OG0000413	evm.model.RL_8.1728	XP_002864463.1
OG0000413	evm.model.RL_5.3918	XP_002894500.1
OG0000414	evm.model.RL_5.3277	XP_002890659.1
OG0000415	evm.model.RL_4.2375, evm.model.RL_4.2377	XP_020879290.1
OG0000415	evm.model.RL_4.1043	XP_002874367.1
OG0000415	evm.model.RL_6.2381	XP_002879993.1
OG0000416	evm.model.RL_6.1277	XP_002881192.1, XP_002879346.1
OG0000421	evm.model.RL_2.302	XP_002868738.1
OG0000422	evm.model.RL_5.809	XP_020870169.1
OG0000422	evm.model.RL_5.810	XP_002889755.1
OG0000422	evm.model.RL_5.808.1.687c88af	XP_020870459.1
OG0000423	evm.model.RL_3.1665	XP_002888890.1
OG0000423	evm.model.RL_5.3889	XP_002891805.1
OG0000423	evm.model.RL_1.1311	XP_002884997.1
OG0000425	evm.model.RL_5.3756	XP_002894415.1
OG0000426	evm.model.RL_1.2512	XP_020890954.1, XP_020877328.1, XP_020880748.1
OG0000427	evm.model.RL_3.2260	XP_002889204.1
OG0000427	evm.model.RL_6.1459	XP_002875493.1
OG0000429	evm.model.RL_4.1204	XP_002874255.1
OG0000429	evm.model.RL_4.2465	XP_002871465.1
OG0000429	evm.model.RL_2.2744	XP_002869276.1
OG0000429	evm.model.RL_6.461	XP_002878859.1
OG0000430	evm.model.RL_1.2834	XP_002884009.1
OG0000430	evm.model.RL_6.22	XP_020885496.1
OG0000430	evm.model.RL_2.3452	XP_020874403.1
OG0000431	evm.model.RL_3.561	XP_002888218.1
OG0000431	evm.model.RL_5.862_evm.model.RL_5.863	XP_020870476.1
OG0000432	evm.model.RL_8.1360, evm.model.RL_8.1364	XP_020879107.1
OG0000432	evm.model.RL_2.2173	XP_002869603.1
OG0000432	evm.model.RL_8.1680	XP_020871919.1, XP_020871160.1
OG0000435	evm.model.RL_5.1716, evm.model.RL_5.1713, evm.model.RL_5.1714	XP_020866607.1, XP_020869582.1
OG0000436	evm.model.RL_8.1743	XP_020873821.1, XP_020871534.1
OG0000436	evm.model.RL_1.3151	XP_002886024.1
OG0000437	evm.model.RL_5.2606	XP_002891052.1
OG0000437	evm.model.RL_5.2608	XP_002891050.1
OG0000439	evm.model.RL_5.461_evm.model.RL_5.462.2.687c9b4b	XP_002889581.1
OG0000439	evm.model.RL_7.411	XP_002876506.1
OG0000439	evm.model.RL_6.1235	XP_002881172.1
OG0000440	evm.model.RL_4.1896	XP_002881428.1, XP_002873831.1
OG0000440	evm.model.RL_1.259	XP_002884376.1
OG0000440	evm.model.RL_1.260	XP_002884378.1
OG0000441	evm.model.RL_1.1577	XP_020889114.1
OG0000441	evm.model.RL_1.1575	XP_002883007.1
OG0000442	evm.model.RL_7.1601	XP_020875191.1
OG0000445	evm.model.RL_3.951, evm.model.RL_2.846	XP_020878967.1, XP_020877487.1
OG0000446	evm.model.RL_8.2324	XP_002864799.1
OG0000446	evm.model.RL_7.2573	XP_020879966.1
OG0000446	evm.model.RL_5.1283	XP_020868927.1
OG0000447	evm.model.RL_1.1423	XP_020887450.1
OG0000447	evm.model.RL_8.2153	XP_002864709.1
OG0000447	evm.model.RL_6.1484	XP_002881315.1
OG0000448	evm.model.RL_4.100	XP_002863380.1
OG0000448	evm.model.RL_4.101	XP_002863381.1
OG0000448	evm.model.RL_4.102	XP_002863382.1
OG0000449	evm.model.RL_7.1766	XP_020880864.1
OG0000449	evm.model.RL_8.2067	XP_002864657.2
OG0000449	evm.model.RL_7.1767	XP_020880865.1
OG0000449	evm.model.RL_8.2066	XP_002864656.1
OG0000450	evm.model.RL_6.2784	XP_020869456.1, XP_020868293.1, XP_020867632.1, XP_020887666.1, XP_020866033.1, XP_020885742.1, XP_020877211.1
OG0000450	evm.model.RL_2.603, evm.model.RL_4.971	XP_020885044.1, XP_020886197.1
OG0000453	evm.model.RL_6.1004	XP_020866836.1
OG0000453	evm.model.RL_8.2046, evm.model.RL_8.2045	XP_020871265.1
OG0000454	evm.model.RL_8.1369	XP_020866651.1, XP_002864192.1, XP_020866670.1
OG0000457	evm.model.RL_4.2343	XP_020879487.1, XP_020878648.1, XP_020879072.1
OG0000458	evm.model.RL_6.819, evm.model.RL_6.820, evm.model.RL_8.1388, evm.model.RL_8.1390	XP_002880906.1
OG0000460	evm.model.RL_3.473	XP_020890146.1, XP_020890731.1, XP_020891235.1
OG0000460	evm.model.RL_6.2924	XP_020869855.1
OG0000461	evm.model.RL_6.1809	XP_002881545.2
OG0000461	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911	XP_020866566.1
OG0000461	evm.model.RL_8.2929	XP_002892018.2
OG0000463	evm.model.RL_7.360	XP_002877501.1
OG0000466	evm.model.RL_4.3195, evm.model.RL_4.3197	XP_002871030.1
OG0000468	evm.model.RL_7.908	XP_002877995.1
OG0000468	evm.model.RL_6.1370	XP_002881246.1
OG0000468	evm.model.RL_6.2006	XP_020884576.1
OG0000471	evm.model.RL_5.3017	XP_002893548.1
OG0000471	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019	XP_002893547.1
OG0000471	evm.model.RL_5.3015	XP_020869685.1
OG0000472	evm.model.RL_2.9	XP_020874381.1
OG0000472	evm.model.RL_2.8	XP_002868665.1
OG0000473	evm.model.RL_7.124	XP_002876673.1, XP_020872236.1
OG0000474	evm.model.RL_4.1353	XP_002874145.1
OG0000474	evm.model.RL_7.1494	XP_002877637.1
OG0000475	evm.model.RL_3.171	XP_002886426.2, XP_002887972.2, XP_020865880.1
OG0000477	evm.model.RL_4.2841	XP_002871248.1
OG0000477	evm.model.RL_8.1916.1.687c855e, evm.model.RL_6.1936, evm.model.RL_1.2914	XP_002884052.1
OG0000481	evm.model.RL_2.858	XP_020875636.1, XP_020886805.1
OG0000482	evm.model.RL_3.1086, evm.model.RL_2.377	XP_002888576.1
OG0000483	evm.model.RL_8.1626	XP_002864390.1
OG0000483	evm.model.RL_8.1628, evm.model.RL_8.1627	XP_020871613.1, XP_020871615.1
OG0000484	evm.model.RL_4.347	XP_020887537.1
OG0000484	evm.model.RL_4.319, evm.model.RL_4.762	XP_020868157.1
OG0000484	evm.model.RL_4.1855	XP_020877773.1
OG0000486	evm.model.RL_5.341	XP_020869196.1
OG0000487	evm.model.RL_6.1422, evm.model.RL_1.357, evm.model.RL_5.300	XP_002889509.1
OG0000489	evm.model.RL_1.499	XP_002884527.1
OG0000489	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383	XP_020877209.1, XP_020876487.1
OG0000490	evm.model.RL_5.76	XP_020866030.1
OG0000492	evm.model.RL_8.1742	XP_020890802.1, XP_020890804.1
OG0000495	evm.model.RL_8.1497, evm.model.RL_8.1494	XP_020885497.1
OG0000495	evm.model.RL_2.2495	XP_002869413.1
OG0000495	evm.model.RL_6.241	XP_002880508.1
OG0000497	evm.model.RL_1.2355	XP_020866146.1, XP_020885209.1
OG0000498	evm.model.RL_8.1435	XP_002864240.1
OG0000498	evm.model.RL_5.3097	XP_020872317.1
OG0000499	evm.model.RL_2.1390.1.687c86e2	XP_002868001.1
OG0000499	evm.model.RL_3.2236, evm.model.RL_5.1890	XP_002862992.1, XP_002887734.1, XP_020889418.1, XP_020889416.1
OG0000500	evm.model.RL_4.344	XP_020874212.1
OG0000500	evm.model.RL_4.348	XP_002865287.1
OG0000501	evm.model.RL_5.2509	XP_020868804.1
OG0000501	evm.model.RL_7.1731, evm.model.RL_1.2766	XP_020873036.1, XP_020882627.1
OG0000502	evm.model.RL_4.1265	XP_020870617.1
OG0000504	evm.model.RL_4.3277	XP_020879507.1
OG0000504	evm.model.RL_6.2050	XP_020884014.1
OG0000504	evm.model.RL_1.857	XP_020887260.1
OG0000506	evm.model.RL_4.2927	XP_020888125.1, XP_020891685.1, XP_002871200.1
OG0000506	evm.model.RL_3.1583	XP_002887396.1
OG0000507	evm.model.RL_3.44, evm.model.RL_1.317, evm.model.RL_3.536	XP_002883482.1, XP_002883015.1
OG0000508	evm.model.RL_6.1717	XP_020884707.1
OG0000509	evm.model.RL_2.485	XP_020873979.1
OG0000509	evm.model.RL_2.1208	XP_020872643.1
OG0000510	evm.model.RL_3.457	XP_020891497.1
OG0000510	evm.model.RL_3.451	XP_020890728.1
OG0000510	evm.model.RL_3.458	XP_020891639.1
OG0000511	evm.model.RL_2.1043	XP_020875754.1
OG0000511	evm.model.RL_3.238	XP_020865813.1
OG0000512	evm.model.RL_2.1853	XP_002867713.1, XP_020873851.1
OG0000512	evm.model.RL_2.1854	XP_020873527.1, XP_020873533.1
OG0000512	evm.model.RL_7.2237	XP_020887561.1
OG0000513	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7	XP_020881982.1
OG0000513	evm.model.RL_7.1762	XP_020866290.1, XP_020880862.1
OG0000514	evm.model.RL_1.1956, evm.model.RL_1.1955	XP_020886192.1
OG0000514	evm.model.RL_1.1957	XP_020888107.1
OG0000515	evm.model.RL_5.3997, evm.model.RL_5.3996, evm.model.RL_5.3998	XP_020867919.1, XP_020867918.1
OG0000515	evm.model.RL_5.3999	XP_020867916.1, XP_002894562.1
OG0000520	evm.model.RL_6.2708	XP_002865574.1
OG0000520	evm.model.RL_4.754	XP_002878361.1
OG0000521	evm.model.RL_5.2511	XP_002891161.1
OG0000521	evm.model.RL_8.860	XP_002874496.1
OG0000522	evm.model.RL_5.2665	XP_020868025.1
OG0000523	evm.model.RL_5.3093	XP_020866879.1
OG0000523	evm.model.RL_7.198	XP_002878406.1
OG0000523	evm.model.RL_7.199	XP_002878405.1
OG0000524	evm.model.RL_1.734	XP_002884668.1
OG0000524	evm.model.RL_4.768	XP_002865611.1
OG0000525	evm.model.RL_3.2252	XP_020890438.1
OG0000525	evm.model.RL_1.1399	XP_020886636.1
OG0000525	evm.model.RL_5.3805	XP_020867140.1
OG0000526	evm.model.RL_7.1608	XP_020879671.1
OG0000526	evm.model.RL_7.1613	XP_002875861.1
OG0000526	evm.model.RL_7.1612, evm.model.RL_7.1611	XP_020879673.1
OG0000526	evm.model.RL_7.1609	XP_020879676.1
OG0000529	evm.model.RL_4.1462	XP_020879351.1
OG0000530	evm.model.RL_4.1935	XP_020878209.1, XP_020878217.1
OG0000533	evm.model.RL_2.3413, evm.model.RL_6.67	XP_020872547.1
OG0000533	evm.model.RL_2.2982	XP_002867113.2
OG0000537	evm.model.RL_8.362	XP_002874870.1
OG0000537	evm.model.RL_1.692	XP_002882532.1
OG0000538	evm.model.RL_6.2482, evm.model.RL_6.2483	XP_020884057.1
OG0000538	evm.model.RL_6.2479	XP_020883675.1
OG0000539	evm.model.RL_3.492	XP_020881302.1
OG0000539	evm.model.RL_6.1158	XP_020884708.1
OG0000540	evm.model.RL_6.1049	XP_020885836.1
OG0000540	evm.model.RL_6.1045	XP_002881051.1
OG0000540	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044	XP_002881050.1
OG0000541	evm.model.RL_6.1036	XP_002879212.1
OG0000542	evm.model.RL_4.2027.1.687c86d7	XP_020878539.1
OG0000542	evm.model.RL_5.2133	XP_020869735.1
OG0000542	evm.model.RL_1.173	XP_020887147.1
OG0000543	evm.model.RL_6.338	XP_020883505.1, XP_020883097.1, XP_002878793.1, XP_002878935.1, XP_002878760.1, XP_002863681.1
