Orthogroup	Arabidopsis_arenosa	Erysimum_linariifolium
OG0000209	jg416, jg418	El004G207330, El004G207320, El004G207280, El004G207300, El004G207310
OG0000209	jg415	El004G194580
OG0000209	jg12794, jg12796	El003G193190
OG0000209	jg21564	El007G345850, El007G345610, El007G345740, El007G345570
OG0000210	jg13164	El001G038720
OG0000210	jg26999, jg27000, jg27001	El005G269840, El005G269890
OG0000210	jg13160	El001G038680, El001G038660, El002G139080
OG0000210	jg13161, jg12338, jg12339, jg5057	El001G069350
OG0000210	jg18412, jg18409, jg18408	El006G298860
OG0000210	jg18405	El006G297290, El006G297480, El006G298870
OG0000213	jg2971	El004G225470, El004G225480
OG0000213	jg24982	El005G245790
OG0000213	jg16738	El006G319120
OG0000213	jg16741	El006G319100
OG0000213	jg16740	El006G319080
OG0000214	jg2493	El001G033600
OG0000214	jg7284	El001G009830
OG0000214	jg7534, jg7536	El001G007470
OG0000214	jg7999	El006G314950
OG0000216	jg10317	El003G163460, El003G163490
OG0000217	jg1148	El004G203070
OG0000217	jg1022	El004G202120
OG0000218	jg29979	El002G099000
OG0000218	jg29981	El002G099030, El002G099010
OG0000218	jg29982	El002G099020
OG0000218	jg13337	El001G040840, El001G040850
OG0000218	jg12942	El001G036390
OG0000219	jg2178, jg2182, jg2180, jg2179	El004G216370
OG0000219	jg23294, jg23293	El007G327350
OG0000219	jg22095, jg22096	El007G339360
OG0000220	jg760	El004G196230
OG0000220	jg22418, jg22417	El004G208200
OG0000220	jg13066, jg13067	El001G037770
OG0000221	jg23304	El001G033310
OG0000222	jg17673	El005G268220
OG0000224	jg3422	El004G230600
OG0000224	jg3420	El004G230590
OG0000224	jg9231	El005G267900
OG0000225	jg31470	El002G115460
OG0000225	jg31471	El002G115540, El002G115490
OG0000225	jg31469	El002G115450
OG0000225	jg31473	El002G115510
OG0000225	jg31468	El002G115440
OG0000226	jg19265	El002G108090
OG0000226	jg23338	El007G337470
OG0000226	jg26094	El005G257020
OG0000226	jg29773	El005G258620, El005G258970, El005G258600
OG0000228	jg2702	El004G222540, El004G222580
OG0000228	jg2707	El004G222640
OG0000228	jg6718	El001G048760
OG0000228	jg2698	El004G222500
OG0000229	jg9443, jg9444, jg5645, jg5642, jg9442	El003G153420
OG0000229	jg32894, jg33326	El002G136110, El002G136100, El002G136060, El002G136090, El001G062630, El002G136050
OG0000230	jg967, jg812	El004G228600, El004G228560
OG0000231	jg12412	El003G188200
OG0000234	jg15449	El001G026000
OG0000234	jg15448	El001G025990
OG0000234	jg15447	El001G025980
OG0000234	jg19118	El006G290620
OG0000234	jg5170	El001G068080
OG0000235	jg32770	El002G130000
OG0000235	jg27017	El005G270010, El005G270000
OG0000235	jg32771	El002G130030
OG0000236	jg26494	El005G261550
OG0000237	jg12894	El005G266480, El003G180350
OG0000239	jg18428	El006G298680
OG0000239	jg18343	El006G299430
OG0000239	jg17113	El006G314580, El006G314600
OG0000242	jg27567	El005G272850
OG0000242	jg29880	El002G097950
OG0000242	jg29882	El002G097960
OG0000242	jg29883	El002G097970
OG0000242	jg29879	El002G097940
OG0000244	jg10370	El003G163990
OG0000244	jg10373, jg10374, jg10376	El003G164310
OG0000244	jg10371	El003G164000
OG0000244	jg7734	El001G005170
OG0000244	jg7735	El001G005160
OG0000247	jg12066	El002G130240
OG0000248	jg1267	El004G205450
OG0000248	jg15619	El001G027800
OG0000249	jg18819	El001G010190, El001G010200
OG0000249	jg15247	El001G023760
OG0000250	jg2612, jg2609, jg2608	El004G221440, El004G221420, El004G221410, El004G221430
OG0000250	jg2620, jg2621, jg2622	El004G221620, El004G221570
OG0000250	jg8483	El003G143450, El003G143430
OG0000250	jg12494, jg12493	El003G189050
OG0000253	jg17414	El005G262180
OG0000253	jg6861	El007G351460
OG0000254	jg1307	El004G205790, El004G205810, El004G205800, El004G205770
OG0000254	jg26917	El005G255250
OG0000254	jg33080, jg33082	El002G133750, El002G133740, El002G133770, El002G133780
OG0000254	jg28872	El004G220180, El001G033560, El004G219930
OG0000255	jg1563, jg13939	El002G127510
OG0000256	jg13826	El001G045880, El006G315950
OG0000256	jg21390, jg21205, jg21204	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510
OG0000256	jg27046	El007G348440, El007G348630, El007G348410, El007G348460
OG0000256	jg19308	El006G289100
OG0000256	jg17079	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230
OG0000257	jg24983	El003G190500
OG0000258	jg13315	El001G040590, El001G040540
OG0000258	jg13316	El001G040610
OG0000258	jg13318	El001G040630
OG0000258	jg13319	El001G040650
OG0000258	jg22623	El007G334450
OG0000258	jg13320	El001G040670
OG0000260	jg4068	El006G317920, El001G008590
OG0000260	jg21365	El007G349370
OG0000264	jg7787	El001G003610
OG0000264	jg7882	El001G004700
OG0000264	jg7793	El001G004650, El001G004660
OG0000264	jg7885, jg7884, jg7892, jg7931, jg7886	El001G003620
OG0000264	jg7893	El001G003650
OG0000266	jg31826	El001G030730
OG0000266	jg15559	El001G005860, El002G136470, El004G205750
OG0000267	jg17980, jg18002, jg17981, jg17978, jg18001, jg17979, jg17999	El006G303900, El006G300950, El006G300970
OG0000268	jg13018	El001G037050
OG0000268	jg716	El004G198500
OG0000268	jg13016	El001G037010
OG0000268	jg3910	El001G081300
OG0000268	jg15354	El001G024850
OG0000270	jg8879, jg27707	El005G273730
OG0000270	jg8360	El003G142380
OG0000270	jg3222	El004G228250
OG0000271	jg6298	El002G111590
OG0000271	jg33663	El005G245000
OG0000271	jg7876	El001G004610, El001G004620
OG0000273	jg32950	El003G184360
OG0000273	jg32948	El002G132430
OG0000274	jg22908	El007G331270
OG0000274	jg33561	El002G138930
OG0000274	jg1015	El004G201760
OG0000274	jg17967	El006G303380, El006G303400
OG0000275	jg26401	El005G260480
OG0000275	jg26396	El005G260440
OG0000275	jg13712	El001G046400
OG0000275	jg26398, jg26400, jg26399	El005G260470, El005G260460
OG0000275	jg26397	El005G260450
OG0000276	jg11537, jg11540	El003G177930
OG0000276	jg10545	El003G165590
OG0000276	jg6371, jg6369	El001G054260, El001G054290
OG0000276	jg18125	El006G301860, El005G266830
OG0000277	jg11135	El003G172510
OG0000277	jg11136, jg11137	El003G172540, El003G172520
OG0000278	jg2988	El006G297740
OG0000279	jg24031, jg14913, jg32174	El006G309180
OG0000279	jg32173	El001G046110, El001G046100
OG0000281	jg33130	El002G134210
OG0000281	jg33131	El002G134220
OG0000281	jg1290, jg1284	El004G205670, El004G205700
OG0000281	jg13278	El002G136400, El001G040230, El001G039370, El001G040160, El005G265000, El007G357260, El001G040220, El001G048140
OG0000282	jg4594	El001G074250
OG0000282	jg4597	El001G074230, El001G074220
OG0000282	jg4596	El001G074240
OG0000282	jg4598	El001G074210
OG0000282	jg4599	El001G074200
OG0000283	jg20896, jg20889	El007G358950, El007G358900, El007G358940
OG0000283	jg20890, jg20895, jg20892, jg20894	El007G358910
OG0000284	jg6565	El001G051110
OG0000284	jg24512	El001G010020, El005G240890
OG0000284	jg11645, jg21432	El007G347650
OG0000286	jg22118	El007G339220, El007G356290
OG0000286	jg22116, jg22112, jg22104, jg22110, jg22111, jg22092	El007G346400, El007G339230, El007G339190, El007G339150, El007G339210, El007G356280, El007G339800, El007G339290, El007G339310, El007G347210
OG0000287	jg26271	El005G258960
OG0000287	jg26276	El005G259020
OG0000287	jg26273, jg26272	El005G258990, El005G259000
OG0000287	jg26275	El005G259010
OG0000287	jg26279	El005G259030
OG0000287	jg26277, jg26278	El005G259040
OG0000288	jg31005	El005G236820, El005G237970
OG0000288	jg2458, jg25667, jg13147	El002G127980
OG0000288	jg25139	El006G306940, El007G362290, El007G366050, El007G366090, El007G366070, El007G366110, El007G366120, El007G366080, El007G366040, El007G366150, El001G018900, El001G018820, El007G366140, El007G359310, El004G231130, El004G231090, El004G231100, El004G231180
OG0000288	jg2457, jg24919, jg24918, jg24602	El005G265170, El005G269820, El005G269800
OG0000290	jg25996	El005G255960
OG0000290	jg23546	El007G324830
OG0000290	jg12611, jg12549, jg12556	El003G191140, El003G191110
OG0000293	jg17741	El001G045760
OG0000293	jg17742, jg16229, jg17720, jg33715	El007G348670
OG0000294	jg25844	El005G254320
OG0000294	jg28558, jg8055	El002G084190
OG0000295	jg25486	El005G250990
OG0000295	jg25482, jg25485, jg25483	El005G250980
OG0000295	jg25481	El027G373380, El004G212390, El005G250970
OG0000296	jg28076	El004G224600, El004G224660
OG0000296	jg2205	El006G317420, El006G317640, El006G317430
OG0000296	jg31240	El002G114740, El002G114830
OG0000296	jg19164	El006G291480
OG0000297	jg8679	El003G145640
OG0000297	jg22984	El007G330520
OG0000297	jg21254, jg21265, jg26115	El005G257220
OG0000298	jg3425	El004G230640
OG0000298	jg9024	El006G320790
OG0000298	jg27999	El005G276710
OG0000299	jg13745	El001G044780, El001G044800, El001G044870
OG0000299	jg3528	El004G215990
OG0000299	jg33778	El002G141100
OG0000300	jg27072, jg27071	El005G270380
OG0000300	jg14552, jg14546	El005G270360, El001G016940
OG0000300	jg27067, jg27057	El005G270320, El006G312490
OG0000304	jg20637	El007G361930
OG0000304	jg17236	El001G037860, El002G117260
OG0000308	jg2927	El004G224970
OG0000308	jg12614	El003G190640
OG0000308	jg30285	El002G101720
OG0000310	jg22857, jg22859	El007G331450
OG0000310	jg22951, jg22963	El005G269120, El005G267120
OG0000311	jg5485	El001G064420
OG0000311	jg25896	El005G254740
OG0000311	jg2061	El004G215340
OG0000313	jg10546	El003G165600
OG0000313	jg16779, jg11100	El003G178140
OG0000313	jg32966, jg32963	El002G132590
OG0000314	jg28796	El002G086800
OG0000314	jg28797	El002G086810
OG0000316	jg24355	El006G313460, El006G313430, El006G288940, El006G288750, El006G313470
OG0000316	jg19320, jg19314, jg19325, jg12453	El006G289040, El006G288950
OG0000319	jg29154, jg29153, jg22981	El002G090600, El002G090610, El007G330560
OG0000320	jg13861	El001G046980
OG0000321	jg12224	El003G185760, El003G185810
OG0000322	jg3516	El004G231760
OG0000322	jg30239	El002G101250
OG0000322	jg19279, jg7268	El006G289270
OG0000322	jg19283	El006G309790, El006G309860, El002G125390
OG0000323	jg9679	El003G156480
OG0000324	jg10121	El007G351620, El007G350030
OG0000324	jg31791, jg32749	El007G350080
OG0000324	jg10120, jg31792, jg32750	El003G180670, El007G350040, El007G350060, El003G180650, El003G180660, El007G350050, El007G351610, El007G349580, El007G349590, El007G350070, El003G180640, El007G349560
OG0000324	jg26083	El007G355120
OG0000325	jg17653, jg27101, jg16718, jg13947, jg1971	El004G205680, El005G236050
OG0000325	jg1972	El007G348860
OG0000327	jg30941	El002G109100, El002G109110
OG0000327	jg13629, jg13626, jg15393, jg15391	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370
OG0000328	jg11299	El003G174750
OG0000328	jg12445, jg12437, jg12449, jg12448, jg12438, jg12436	El003G188510, El003G188530, El003G188520
OG0000329	jg19826	El006G284470, El003G174280
OG0000329	jg16118	El006G313370
OG0000330	jg16034	El001G031500
OG0000330	jg16059	El001G031820
OG0000330	jg16057	El001G031680
OG0000331	jg21410	El004G210400
OG0000331	jg11472, jg11622, jg27114	El005G263690
OG0000332	jg5839, jg5838	El001G060380
OG0000332	jg33127	El002G134240
OG0000334	jg15317	El001G024470
OG0000334	jg18934	El006G292570
OG0000334	jg7974, jg7975	El027G373440, El004G212490
OG0000334	jg7976	El001G002940
OG0000335	jg28831	El002G087130
OG0000335	jg32824	El002G130900
OG0000335	jg25082	El005G246880
OG0000335	jg25084, jg7397	El002G126300
OG0000335	jg31321	El002G113660
OG0000336	jg2932	El004G225040
OG0000336	jg30287	El002G101750
OG0000336	jg2930	El004G225030
OG0000338	jg1313, jg1242	El004G205930, El004G205250
OG0000339	jg28458	El002G083160
OG0000339	jg10163	El003G161790
OG0000339	jg8201	El001G000520
OG0000339	jg19995	El006G282150
OG0000339	jg16199	El001G033440
OG0000340	jg2171, jg19687	El006G285360
OG0000340	jg32784	El006G285350, El002G130230
OG0000340	jg19689	El006G285340
OG0000341	jg20584	El002G106720
OG0000341	jg7050	El005G263090
OG0000344	jg6493	El001G051870
OG0000344	jg6491, jg6492	El007G357010, El001G051950, El001G051990, El001G044330, El001G051920
OG0000344	jg21371	El007G349080
OG0000345	jg29718	El002G096200
OG0000345	jg29720	El002G096210
OG0000345	jg29717	El002G096170
OG0000346	jg22093, jg22108, jg22109	El005G272170
OG0000346	jg22114	El007G346340, El007G339300
OG0000347	jg27595, jg26743	El005G267560
OG0000347	jg12750, jg19271, jg17533	El005G247550
OG0000348	jg6911	El004G225860, El007G346220
OG0000348	jg20347	El004G225870
OG0000348	jg7177, jg27094	El003G159600, El003G182960
OG0000349	jg8767	El003G146500
OG0000349	jg1993, jg1995, jg1992, jg1988, jg1991, jg1994, jg1987	El004G214430, El004G214420
OG0000349	jg1996	El004G214440
OG0000349	jg32599	El002G127670, El002G127640
OG0000350	jg31511, jg31508	El002G115710
OG0000350	jg31515	El002G115770
OG0000350	jg31513	El002G115760
OG0000351	jg32030, jg32031, jg32032, jg25465, jg25470, jg25466, jg23092	El002G121580
OG0000351	jg32033, jg6347, jg32027	El002G121660
OG0000351	jg12225	El005G250830
OG0000351	jg23093, jg25467	El002G121570
OG0000351	jg25462	El005G250820
OG0000352	jg30216	El006G309450
OG0000352	jg911, jg964, jg968, jg811, jg963	El004G201170, El004G201120, El003G185340, El007G358620
OG0000353	jg19949, jg4268, jg10506	El001G081410
OG0000355	jg11230	El003G173970
OG0000355	jg2266, jg2265	El004G217540, El004G217530
OG0000355	jg3524	El004G231880
OG0000356	jg6712, jg6600, jg6710, jg6598	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	jg28744	El002G086200
OG0000358	jg20849	El007G359240
OG0000358	jg4766	El001G072540
OG0000358	jg4765	El001G072550
OG0000359	jg31532, jg31533	El002G115950, El002G115980
OG0000359	jg18544	El006G296870
OG0000359	jg18545	El006G296860
OG0000360	jg23699	El007G323130
OG0000361	jg25100	El005G247030, El005G247020
OG0000361	jg4188	El001G078160
OG0000362	jg27680	El005G273570
OG0000362	jg27678	El004G212880
OG0000368	jg8601	El003G144810
OG0000368	jg2119	El004G215830
OG0000368	jg8599	El003G144770
OG0000368	jg8598	El003G144760
OG0000369	jg29135, jg22923, jg14384, jg19181	El007G331100, El001G015190
OG0000370	jg30223	El003G185270, El002G101090, El002G101100
OG0000370	jg30222	El002G101070
OG0000370	jg9939	El001G014550, El003G159300, El003G159280
OG0000371	jg31101	El002G111190
OG0000371	jg20131	El006G280660
OG0000371	jg28645	El002G085130
OG0000372	jg9737, jg9736, jg9735	El003G157160, El003G157170, El003G173780
OG0000377	jg916	El004G200550
OG0000377	jg918	El004G200590
OG0000379	jg31721, jg1927, jg6752, jg12019, jg1641	El003G186470, El006G311540
OG0000381	jg28835	El001G076620
OG0000381	jg28979, jg31827, jg15319	El001G041360
OG0000381	jg19473	El004G194570, El005G236170, El006G287460
OG0000381	jg3712, jg8185	El006G290220
OG0000382	jg28568	El002G084270
OG0000382	jg8018	El001G002380
OG0000382	jg1426	El004G208350
OG0000382	jg29276	El002G091920
OG0000383	jg31388	El002G114440
OG0000383	jg31386	El002G114430
OG0000384	jg33477	El002G137770, El002G137730
OG0000384	jg33475	El002G137740
OG0000384	jg33476	El002G137760
OG0000386	jg15260	El001G023900
OG0000386	jg13305	El001G040470, El001G040480
OG0000386	jg15261	El001G023910
OG0000387	jg19656	El006G285610
OG0000387	jg19673, jg19682	El006G281610
OG0000389	jg15868	El001G030030
OG0000389	jg1359	El004G206640, El004G206700, El004G206670, El004G206820, El004G206780, El004G206750
OG0000389	jg15858	El001G029870
OG0000390	jg6196	El001G056560
OG0000390	jg22210	El007G338360
OG0000390	jg30557	El002G104620
OG0000390	jg27023, jg26105, jg26106	El005G257120
OG0000391	jg30802	El002G107470
OG0000391	jg27191	El005G271110
OG0000391	jg30797	El002G107410
OG0000391	jg30796	El002G107390
OG0000392	jg14890	El003G176450
OG0000392	jg14893	El003G176120, El003G176430
OG0000393	jg16938, jg25856	El005G254450, El005G254470, El001G064960, El005G254460
OG0000396	jg13894	El001G046620
OG0000396	jg13602	El001G043390
OG0000396	jg13605, jg13608	El001G043470, El001G043530
OG0000398	jg25353	El005G249600
OG0000398	jg33681	El002G140190
OG0000400	jg20048	El006G281540
OG0000401	jg21677	El007G344350, El007G344320, El007G344360
OG0000401	jg21853	El007G342040, El007G342050
OG0000402	jg17326	El004G203740
OG0000403	jg978	El004G201290
OG0000403	jg991, jg972, jg971, jg973	El004G200670
OG0000404	jg18747	El001G023000, El006G294700
OG0000404	jg25103	El005G247060
OG0000406	jg5527, jg5528, jg5529	El001G063970
OG0000406	jg16033	El001G031450
OG0000406	jg12288, jg12293, jg12284	El003G186520
OG0000406	jg24137	El005G237360
OG0000407	jg7548	El001G007400
OG0000408	jg16967	El006G316640
OG0000408	jg16973	El007G348910
OG0000408	jg16975	El006G316550
OG0000408	jg16971, jg16970	El006G316620, El006G316610
OG0000409	jg12681	El003G189770, El007G337460, El002G084720
OG0000409	jg31726, jg31724	El005G261050
OG0000409	jg667	El005G268570
OG0000411	jg731	El004G198670
OG0000411	jg27082	El005G270540
OG0000411	jg10342	El003G163700
OG0000412	jg22288	El007G337740
OG0000412	jg9732	El003G157090
OG0000413	jg25335	El005G249460
OG0000413	jg22533	El007G335400
OG0000414	jg31117	El002G110530
OG0000415	jg5048	El001G069430
OG0000415	jg6651	El001G049570, El001G049550, El001G049580, El001G049150
OG0000415	jg19571	El006G286470
OG0000416	jg18234, jg18250	El006G300650, El006G300480
OG0000416	jg28902, jg16969	El006G316630
OG0000417	jg26720	El005G267220
OG0000417	jg26719	El005G267230, El007G344240
OG0000417	jg26718	El005G267240
OG0000417	jg7721	El001G006910
OG0000417	jg7304	El001G009680
OG0000419	jg21490, jg21485	El001G006000
OG0000419	jg21498, jg21491	El001G048200
OG0000419	jg28254	El002G122010, El007G345660, El007G345790, El007G345880
OG0000420	jg28285	El003G191940, El003G191980, El003G184480
OG0000421	jg12475, jg12477, jg12476, jg12332	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490
OG0000421	jg12479	El003G188880
OG0000421	jg12478	El003G188870
OG0000422	jg29314	El002G092300
OG0000422	jg29316	El002G092310
OG0000423	jg2908	El004G224830
OG0000423	jg25396	El005G250010
OG0000424	jg7845	El001G004180
OG0000424	jg7841	El001G004250
OG0000424	jg7840, jg7766, jg11332, jg11331, jg11334	El001G004240
OG0000425	jg25151	El005G247780
OG0000426	jg1649	El006G312290
OG0000427	jg21076, jg18471, jg13731	El005G275270, El006G298230
OG0000427	jg18472	El006G298220
OG0000427	jg3544, jg3543	El004G232010
OG0000429	jg6415	El001G052920
