Orthogroup	Arabidopsis_arenosa	Cardamine_amara
OG0000290	jg23546	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862
OG0000290	jg12611, jg12549, jg12556	evm.model.RL_2.214
OG0000293	jg13739, jg17397, jg17741	evm.model.RL_3.1488, evm.model.RL_6.4, evm.model.RL_4.950
OG0000293	jg8476, jg7941, jg7460	evm.model.RL_1.1303, evm.model.RL_6.763
OG0000294	jg25844	evm.model.RL_1.1662
OG0000294	jg28558, jg8055	evm.model.RL_5.103
OG0000296	jg28105, jg28076, jg2205	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476
OG0000296	jg19164	evm.model.RL_6.1978
OG0000297	jg8679	evm.model.RL_4.356
OG0000297	jg22984	evm.model.RL_8.2112
OG0000297	jg21254, jg21265, jg26115	evm.model.RL_1.1874
OG0000298	jg9024	evm.model.RL_2.1523
OG0000299	jg574	evm.model.RL_3.177
OG0000299	jg33778	evm.model.RL_5.3976
OG0000300	jg27048	evm.model.RL_1.2517
OG0000300	jg27072, jg27071	evm.model.RL_1.2518
OG0000301	jg1040, jg31936, jg18105, jg33104, jg20960, jg32961, jg25811	evm.model.RL_1.1569
OG0000308	jg1474	evm.model.RL_6.451
OG0000308	jg2927	evm.model.RL_3.1685, evm.model.RL_3.1683
OG0000308	jg12614	evm.model.RL_2.215
OG0000309	jg11828	evm.model.RL_1.3296
OG0000310	jg22951, jg22963	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	jg5485	evm.model.RL_4.1982
OG0000311	jg12214	evm.model.RL_2.463
OG0000311	jg2061	evm.model.RL_3.998
OG0000313	jg11324	evm.model.RL_3.1012, evm.model.RL_1.2839
OG0000314	jg28796	evm.model.RL_5.327
OG0000314	jg28797	evm.model.RL_5.328
OG0000316	jg24355	evm.model.RL_6.434
OG0000316	jg19320, jg19314, jg19325, jg12453	evm.model.RL_6.2182, evm.model.RL_6.2173
OG0000321	jg10987, jg10984, jg12178, jg12174, jg12175	evm.model.RL_2.498
OG0000322	jg3516	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	jg9679	evm.model.RL_2.2280
OG0000324	jg10121, jg31791, jg32749	evm.model.RL_5.115, evm.model.RL_7.1914, evm.model.RL_8.923
OG0000325	jg17653, jg27101, jg16718, jg13947	evm.model.RL_1.2773
OG0000328	jg12445, jg12437, jg12449, jg12448, jg12438, jg12436	evm.model.RL_2.313, evm.model.RL_2.322, evm.model.RL_2.316, evm.model.RL_2.318, evm.model.RL_2.320
OG0000328	jg12435	evm.model.RL_2.325, evm.model.RL_2.324
OG0000329	jg19826	evm.model.RL_2.90
OG0000330	jg16034	evm.model.RL_7.377
OG0000330	jg16010	evm.model.RL_7.397
OG0000332	jg5838	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a
OG0000332	jg33127	evm.model.RL_1.1873
OG0000334	jg15317	evm.model.RL_7.998
OG0000334	jg7974, jg7975	evm.model.RL_4.686
OG0000334	jg7976	evm.model.RL_8.264
OG0000335	jg28831	evm.model.RL_5.357, evm.model.RL_5.356
OG0000335	jg10939	evm.model.RL_2.1239
OG0000335	jg32824	evm.model.RL_5.2346, evm.model.RL_5.2348
OG0000335	jg7398	evm.model.RL_1.1041
OG0000335	jg25082	evm.model.RL_1.1040
OG0000335	jg26786	evm.model.RL_1.2360
OG0000335	jg25084, jg7397	evm.model.RL_5.2876
OG0000335	jg31321	evm.model.RL_5.3094
OG0000336	jg30287	evm.model.RL_5.1597
OG0000336	jg2930	evm.model.RL_3.1688
OG0000339	jg10163	evm.model.RL_2.1855.1.687c86e4
OG0000339	jg8201	evm.model.RL_8.60
OG0000339	jg19995	evm.model.RL_6.2741
OG0000339	jg16199	evm.model.RL_7.229
OG0000341	jg1478, jg27068	evm.model.RL_5.2482
OG0000341	jg17248	evm.model.RL_6.571
OG0000341	jg20584	evm.model.RL_8.906
OG0000341	jg7050	evm.model.RL_3.731
OG0000342	jg12806, jg12812, jg12809, jg12803, jg12800, jg12817, jg17734, jg12816, jg12804, jg12810, jg12779	evm.model.RL_2.164, evm.model.RL_2.1788
OG0000344	jg6493	evm.model.RL_2.1757
OG0000345	jg29716	evm.model.RL_5.1126
OG0000347	jg27595, jg26743, jg27016, jg12750, jg19271, jg17533	evm.model.RL_1.1092
OG0000348	jg6911, jg20347, jg6794	evm.model.RL_8.988
OG0000349	jg8767	evm.model.RL_2.3096
OG0000349	jg17263, jg13237, jg8768, jg32599	evm.model.RL_6.1047
OG0000350	jg31511, jg31508	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf
OG0000350	jg31515	evm.model.RL_5.2955
OG0000355	jg3802	evm.model.RL_3.2369
OG0000356	jg6712, jg6600, jg6710, jg6598	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000357	jg17445, jg13708, jg26926, jg6755, jg6756	evm.model.RL_7.2050
OG0000358	jg20849	evm.model.RL_4.512
OG0000358	jg4766	evm.model.RL_4.2635
OG0000358	jg4765	evm.model.RL_4.2636
OG0000359	jg31532, jg31533	evm.model.RL_5.2921
OG0000359	jg18545	evm.model.RL_6.1531
OG0000361	jg25100	evm.model.RL_1.1054
OG0000362	jg2564, jg2563	evm.model.RL_3.1363
OG0000362	jg27678	evm.model.RL_5.2675
OG0000368	jg8600	evm.model.RL_2.3252
OG0000368	jg8601	evm.model.RL_2.3251.1.687c86e8
OG0000368	jg2119	evm.model.RL_3.1025
OG0000368	jg8599, jg8598	evm.model.RL_2.3253
OG0000369	jg29135, jg22923, jg14384, jg19181	evm.model.RL_8.2063
OG0000370	jg30223	evm.model.RL_5.1545
OG0000370	jg30222	evm.model.RL_5.1544
OG0000370	jg9938, jg9939	evm.model.RL_2.2043
OG0000371	jg31101	evm.model.RL_5.3286
OG0000371	jg20131	evm.model.RL_6.2874
OG0000371	jg28645	evm.model.RL_5.191
OG0000371	jg29567	evm.model.RL_5.1007
OG0000372	jg9737, jg9736, jg9735	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	jg33246, jg33303, jg33298, jg33305, jg33297, jg33302, jg33300, jg33301, jg33299, jg33306, jg33304, jg33307, jg10334	evm.model.RL_8.878
OG0000377	jg915, jg916	evm.model.RL_3.379
OG0000380	jg443	evm.model.RL_3.114.1.687c84b9
OG0000381	jg28637	evm.model.RL_5.182, evm.model.RL_5.98, evm.model.RL_5.105, evm.model.RL_5.32
OG0000381	jg28569, jg1652	evm.model.RL_2.796
OG0000381	jg26489	evm.model.RL_2.981, evm.model.RL_5.36, evm.model.RL_5.425
OG0000381	jg28151, jg28153	evm.model.RL_5.3552
OG0000381	jg29046	evm.model.RL_8.2652, evm.model.RL_8.2653
OG0000381	jg19473	evm.model.RL_5.706, evm.model.RL_5.397
OG0000381	jg3712	evm.model.RL_4.1255
OG0000382	jg28568	evm.model.RL_5.113
OG0000382	jg8018	evm.model.RL_8.159
OG0000382	jg1426	evm.model.RL_3.698
OG0000382	jg29276	evm.model.RL_5.778
OG0000383	jg31388, jg31780	evm.model.RL_5.3041
OG0000383	jg31386	evm.model.RL_5.3045, evm.model.RL_5.3042
OG0000386	jg15260	evm.model.RL_7.1060
OG0000386	jg15262	evm.model.RL_7.1059, evm.model.RL_7.2020
OG0000387	jg19656	evm.model.RL_6.2452
OG0000387	jg10836	evm.model.RL_2.1330
OG0000390	jg6196	evm.model.RL_4.1377
OG0000390	jg22210	evm.model.RL_8.1517
OG0000390	jg27023, jg26105, jg26106	evm.model.RL_1.1863
OG0000390	jg25857	evm.model.RL_1.1673, evm.model.RL_7.1867
OG0000391	jg30802	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d
OG0000391	jg30797, jg30796	evm.model.RL_5.3528
OG0000392	jg14890	evm.model.RL_7.1363
OG0000392	jg12312	evm.model.RL_2.417
OG0000392	jg12313	evm.model.RL_2.416
OG0000396	jg13602	evm.model.RL_7.2206
OG0000398	jg25354	evm.model.RL_1.1276
OG0000398	jg25353	evm.model.RL_1.1274
OG0000398	jg21510	evm.model.RL_4.886
OG0000398	jg33681	evm.model.RL_5.3908
OG0000401	jg21798	evm.model.RL_8.1238, evm.model.RL_8.1309
OG0000401	jg21853	evm.model.RL_8.1276
OG0000401	jg15635	evm.model.RL_7.700
OG0000403	jg978	evm.model.RL_3.475, evm.model.RL_3.476
OG0000406	jg5528	evm.model.RL_4.1943
OG0000406	jg16033	evm.model.RL_7.379
OG0000406	jg24137	evm.model.RL_1.230
OG0000408	jg16967	evm.model.RL_6.363
OG0000410	jg815, jg820, jg826	evm.model.RL_5.1950
OG0000411	jg27082	evm.model.RL_1.2526
OG0000411	jg10342	evm.model.RL_2.1704
OG0000412	jg22288	evm.model.RL_8.1550
OG0000412	jg9732	evm.model.RL_2.2237
OG0000413	jg25335	evm.model.RL_1.1261
OG0000413	jg22533	evm.model.RL_8.1728
OG0000414	jg31117	evm.model.RL_5.3277
OG0000415	jg5048	evm.model.RL_4.2375, evm.model.RL_4.2377
OG0000415	jg6651	evm.model.RL_4.1043
OG0000415	jg19571	evm.model.RL_6.2381
OG0000416	jg18234, jg18250	evm.model.RL_6.1277
OG0000416	jg28902	evm.model.RL_5.417
OG0000421	jg12479	evm.model.RL_2.302
OG0000422	jg29314	evm.model.RL_5.809
OG0000422	jg29316	evm.model.RL_5.810
OG0000423	jg2908	evm.model.RL_3.1665
OG0000423	jg25396	evm.model.RL_1.1311
OG0000424	jg7845	evm.model.RL_8.374
OG0000425	jg33495, jg33493	evm.model.RL_5.3756
OG0000427	jg3545	evm.model.RL_3.2260
OG0000427	jg21076, jg18471, jg13731	evm.model.RL_6.1459
OG0000427	jg3544, jg3543	evm.model.RL_3.2259
OG0000429	jg6415	evm.model.RL_4.1204
OG0000429	jg9154	evm.model.RL_2.2744
OG0000429	jg17131	evm.model.RL_6.461
OG0000430	jg27751	evm.model.RL_1.2834
OG0000430	jg16516	evm.model.RL_6.22
OG0000430	jg8342	evm.model.RL_2.3452
OG0000431	jg1153	evm.model.RL_3.561
OG0000431	jg29378	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	jg21967	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000432	jg9794	evm.model.RL_2.2173
OG0000432	jg22448, jg22447	evm.model.RL_8.1680
OG0000433	jg1879	evm.model.RL_4.595
OG0000435	jg30401, jg30400	evm.model.RL_5.1716, evm.model.RL_5.1713, evm.model.RL_5.1714
OG0000436	jg9831, jg22554	evm.model.RL_8.1743
OG0000436	jg28169	evm.model.RL_1.3151
OG0000437	jg32014	evm.model.RL_5.2606
OG0000437	jg32008	evm.model.RL_5.2608
OG0000438	jg10285	evm.model.RL_2.1752, evm.model.RL_2.1751
OG0000439	jg15993	evm.model.RL_7.411
OG0000439	jg18200	evm.model.RL_6.1235
OG0000440	jg18749, jg5580	evm.model.RL_4.1896
OG0000440	jg24181	evm.model.RL_1.259
OG0000440	jg24183	evm.model.RL_1.260
OG0000441	jg25701	evm.model.RL_1.1577
OG0000441	jg25698	evm.model.RL_1.1575
OG0000442	jg8354	evm.model.RL_7.1601
OG0000446	jg23206	evm.model.RL_8.2324
OG0000446	jg13074	evm.model.RL_7.2573
OG0000447	jg25527	evm.model.RL_1.1423
OG0000447	jg23026	evm.model.RL_8.2153
OG0000447	jg18497	evm.model.RL_6.1484
OG0000448	jg20366	evm.model.RL_4.100
OG0000448	jg20367	evm.model.RL_4.101
OG0000448	jg20368	evm.model.RL_4.102
OG0000449	jg14381	evm.model.RL_7.1766
OG0000449	jg22929	evm.model.RL_8.2067
OG0000449	jg14380	evm.model.RL_7.1767
OG0000449	jg22927, jg22928	evm.model.RL_8.2066
OG0000450	jg1876, jg1796, jg1235, jg12316, jg2904, jg2096, jg1849	evm.model.RL_6.2784
OG0000450	jg11745, jg1287	evm.model.RL_2.603, evm.model.RL_4.971
OG0000453	jg33350, jg17330, jg22903	evm.model.RL_6.1003
OG0000453	jg33046	evm.model.RL_6.1004
OG0000454	jg21978, jg21979, jg21980	evm.model.RL_8.1369
OG0000457	jg5458, jg5460, jg5083	evm.model.RL_4.2343
OG0000458	jg17636	evm.model.RL_6.819, evm.model.RL_6.820, evm.model.RL_8.1388, evm.model.RL_8.1390
OG0000460	jg990, jg976	evm.model.RL_3.473
OG0000460	jg32699	evm.model.RL_6.2924
OG0000461	jg18932	evm.model.RL_6.1809
OG0000461	jg28396	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911
OG0000461	jg28395	evm.model.RL_8.2929, evm.model.RL_5.2910
OG0000463	jg14450	evm.model.RL_7.360
OG0000466	jg4077	evm.model.RL_4.3195, evm.model.RL_4.3197
OG0000467	jg15897, jg10715, jg19591, jg20504	evm.model.RL_4.251.1.687c86cd
OG0000468	jg15405	evm.model.RL_7.908
OG0000468	jg18363	evm.model.RL_6.1370
OG0000468	jg19076	evm.model.RL_6.2006
OG0000471	jg31419	evm.model.RL_5.3017
OG0000471	jg31418	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019
OG0000471	jg31424	evm.model.RL_5.3015
OG0000472	jg12627	evm.model.RL_2.9
OG0000472	jg12626	evm.model.RL_2.8
OG0000474	jg6224	evm.model.RL_4.1353
OG0000474	jg14718	evm.model.RL_7.1494
OG0000475	jg559	evm.model.RL_3.170
OG0000475	jg562, jg565, jg566	evm.model.RL_3.171
OG0000477	jg4536, jg27864	evm.model.RL_8.1916.1.687c855e, evm.model.RL_6.1936, evm.model.RL_1.2914
OG0000480	jg17441	evm.model.RL_8.1001, evm.model.RL_3.892, evm.model.RL_2.705
OG0000481	jg11478, jg28172	evm.model.RL_2.858
OG0000482	jg2227	evm.model.RL_3.1086, evm.model.RL_2.377
OG0000483	jg22371	evm.model.RL_8.1626
OG0000483	jg22372, jg12274, jg22376, jg12263	evm.model.RL_8.1628, evm.model.RL_8.1627
OG0000484	jg20575	evm.model.RL_4.347, evm.model.RL_4.319, evm.model.RL_4.762
OG0000486	jg15503	evm.model.RL_6.86, evm.model.RL_7.1009
OG0000486	jg28823, jg28822	evm.model.RL_5.341
OG0000486	jg15501	evm.model.RL_7.1029, evm.model.RL_7.1008, evm.model.RL_6.88
OG0000486	jg29358	evm.model.RL_5.342
OG0000487	jg28766	evm.model.RL_6.1422, evm.model.RL_1.357
OG0000487	jg24317	evm.model.RL_5.300
OG0000489	jg7831	evm.model.RL_8.391
OG0000489	jg24485	evm.model.RL_1.499
OG0000489	jg7833, jg7828, jg7826, jg7830	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383
OG0000490	jg28531	evm.model.RL_5.76
OG0000491	jg13483	evm.model.RL_7.2269
OG0000493	jg7117	evm.model.RL_4.2806
OG0000495	jg17057, jg17059	evm.model.RL_8.1497, evm.model.RL_8.1494
OG0000495	jg9446	evm.model.RL_2.2495
OG0000495	jg16811	evm.model.RL_6.241
OG0000496	jg11820	evm.model.RL_1.2426
OG0000498	jg22061	evm.model.RL_8.1435
OG0000498	jg9651	evm.model.RL_5.3097
OG0000499	jg10760	evm.model.RL_2.1390.1.687c86e2
OG0000499	jg3514	evm.model.RL_3.2236, evm.model.RL_5.1890
OG0000500	jg20611	evm.model.RL_4.344
OG0000501	jg32175	evm.model.RL_5.2509
OG0000501	jg14430	evm.model.RL_7.1731, evm.model.RL_1.2766, evm.model.RL_7.1729
OG0000502	jg11862, jg6575, jg587, jg3185, jg1933	evm.model.RL_4.1265
OG0000502	jg6818, jg17576	evm.model.RL_7.1712
OG0000504	jg3998	evm.model.RL_4.3277
OG0000504	jg19114	evm.model.RL_6.2050
OG0000504	jg24877	evm.model.RL_1.857
OG0000506	jg27491, jg2122, jg2123, jg4379	evm.model.RL_4.2927
OG0000506	jg2816	evm.model.RL_3.1583
OG0000507	jg26681	evm.model.RL_3.536
OG0000508	jg18411	evm.model.RL_6.1717
OG0000509	jg10977, jg10980	evm.model.RL_2.485
OG0000509	jg10975	evm.model.RL_5.3768
OG0000509	jg10982	evm.model.RL_2.1208
OG0000510	jg948, jg949	evm.model.RL_3.457
OG0000510	jg947	evm.model.RL_3.458
OG0000510	jg944	evm.model.RL_3.459
OG0000511	jg11210	evm.model.RL_2.1043
OG0000511	jg673	evm.model.RL_3.238
OG0000512	jg10170, jg10168, jg10169	evm.model.RL_2.1853
OG0000512	jg10167, jg10166	evm.model.RL_2.1854
OG0000512	jg28227	evm.model.RL_7.2237
OG0000513	jg15295	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7
OG0000513	jg14385	evm.model.RL_7.1762
OG0000513	jg22921	evm.model.RL_8.2062
OG0000514	jg26192	evm.model.RL_1.1956, evm.model.RL_1.1955
OG0000514	jg26191	evm.model.RL_1.1957
OG0000515	jg33804, jg33803	evm.model.RL_5.3997, evm.model.RL_5.3996, evm.model.RL_5.3998
OG0000515	jg33807, jg33806	evm.model.RL_5.3999
OG0000520	jg21281	evm.model.RL_6.2708
OG0000520	jg16160	evm.model.RL_4.754
OG0000521	jg32168	evm.model.RL_5.2511
OG0000521	jg7215	evm.model.RL_8.860
OG0000521	jg3506	evm.model.RL_3.2229
OG0000522	jg31946	evm.model.RL_5.2665
OG0000522	jg7403	evm.model.RL_8.724.1.687c8558
OG0000523	jg31323	evm.model.RL_5.3093
OG0000523	jg16235	evm.model.RL_7.199
OG0000524	jg24739	evm.model.RL_1.734
OG0000524	jg21346	evm.model.RL_4.768
OG0000525	jg25495	evm.model.RL_1.1399
OG0000525	jg33557	evm.model.RL_5.3805
OG0000526	jg14581	evm.model.RL_7.1608
OG0000526	jg14578	evm.model.RL_7.1613
OG0000526	jg14579	evm.model.RL_7.1612, evm.model.RL_7.1611
OG0000526	jg14580	evm.model.RL_7.1609
OG0000529	jg6065	evm.model.RL_4.1462
OG0000530	jg5538	evm.model.RL_4.1935
OG0000532	jg32684	evm.model.RL_2.3383
OG0000533	jg8390	evm.model.RL_2.3413, evm.model.RL_6.67
OG0000533	jg8897	evm.model.RL_2.2982
OG0000537	jg7925	evm.model.RL_8.362
OG0000537	jg24704	evm.model.RL_1.692
OG0000538	jg19699	evm.model.RL_6.2482, evm.model.RL_6.2483
OG0000538	jg19696	evm.model.RL_6.2479
OG0000539	jg23802	evm.model.RL_3.492
OG0000539	jg18113	evm.model.RL_6.1158
OG0000540	jg17964	evm.model.RL_6.1049
OG0000540	jg17962	evm.model.RL_6.1045
OG0000540	jg17961	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044
OG0000541	jg17943	evm.model.RL_6.1036
OG0000542	jg32967	evm.model.RL_5.2133
OG0000542	jg24075	evm.model.RL_1.173
OG0000543	jg16929, jg16931, jg17291, jg17003, jg16987, jg17292, jg16935, jg20923, jg16934	evm.model.RL_6.338
OG0000544	jg28859, jg28860	evm.model.RL_5.383
OG0000545	jg3158	evm.model.RL_3.1918
OG0000545	jg3155, jg3157	evm.model.RL_3.1916_evm.model.RL_3.1917
OG0000545	jg3154	evm.model.RL_3.1915
OG0000546	jg27825	evm.model.RL_1.2886
OG0000546	jg27824	evm.model.RL_1.2884
OG0000546	jg27811	evm.model.RL_1.2882, evm.model.RL_1.2883
OG0000546	jg27820, jg27810, jg27823	evm.model.RL_1.2885
OG0000547	jg10575, jg10586	evm.model.RL_7.2475
OG0000548	jg27340, jg1782, jg11567, jg32709, jg21194, jg7213, jg28356, jg6524, jg1388, jg79, jg21308, jg6849, jg8266, jg11829, jg11805, jg11753, jg73, jg11891, jg32438, jg32697, jg12346	evm.model.RL_1.3298
OG0000550	jg15181, jg18748, jg33622	evm.model.RL_6.1710
OG0000551	jg23481	evm.model.RL_8.2558
OG0000551	jg8404	evm.model.RL_2.3398
OG0000551	jg4806	evm.model.RL_4.2595.1.687c86da
OG0000552	jg30914, jg32005	evm.model.RL_5.3425
OG0000552	jg16295	evm.model.RL_6.1199
OG0000553	jg32059	evm.model.RL_5.2576
OG0000553	jg32050	evm.model.RL_5.2594
OG0000553	jg32045	evm.model.RL_5.2596
OG0000553	jg32049	evm.model.RL_5.2595
OG0000553	jg32058	evm.model.RL_5.2577
OG0000553	jg32057	evm.model.RL_5.2578
OG0000553	jg32051	evm.model.RL_5.2593
OG0000554	jg32499, jg1218	evm.model.RL_3.335
OG0000556	jg26824	evm.model.RL_1.2383
OG0000557	jg16084	evm.model.RL_7.337
OG0000558	jg19487	evm.model.RL_3.444, evm.model.RL_6.2355
OG0000559	jg4024	evm.model.RL_4.3249
OG0000559	jg4012	evm.model.RL_4.3262
OG0000560	jg22886	evm.model.RL_8.2034
OG0000560	jg22887	evm.model.RL_8.2035
OG0000561	jg3374	evm.model.RL_8.2590.1.687c8562
OG0000561	jg23515	evm.model.RL_8.2591
OG0000562	jg24508	evm.model.RL_1.516.4.687c87ea
OG0000562	jg5286	evm.model.RL_4.2164
OG0000562	jg6572	evm.model.RL_4.1100
OG0000564	jg16981	evm.model.RL_6.373, evm.model.RL_6.370
OG0000564	jg16982, jg16980	evm.model.RL_6.367
OG0000565	jg2605	evm.model.RL_3.1396
OG0000566	jg5921, jg26863	evm.model.RL_4.1597
OG0000567	jg25775	evm.model.RL_1.1621
OG0000569	jg18645, jg18647	evm.model.RL_6.1611
OG0000570	jg24012	evm.model.RL_1.121
OG0000571	jg23018	evm.model.RL_8.2145
OG0000571	jg29172	evm.model.RL_5.659, evm.model.RL_5.658
OG0000572	jg16645	evm.model.RL_3.1622
OG0000572	jg14399	evm.model.RL_7.1752
OG0000572	jg3001	evm.model.RL_3.1767
OG0000573	jg846	evm.model.RL_3.359.1.687c84ba
OG0000575	jg8980	evm.model.RL_7.1987
OG0000578	jg29431	evm.model.RL_5.908
OG0000578	jg1019	evm.model.RL_3.507
OG0000578	jg2597	evm.model.RL_3.1392
OG0000579	jg21968, jg9891	evm.model.RL_8.1361, evm.model.RL_8.1365
OG0000579	jg12774	evm.model.RL_2.2089
OG0000580	jg19773	evm.model.RL_6.2547
OG0000581	jg24849	evm.model.RL_1.834, evm.model.RL_1.833
OG0000582	jg6054	evm.model.RL_7.1671, evm.model.RL_4.1470
OG0000582	jg17669	evm.model.RL_5.694.2.687c88ae
OG0000584	jg20779	evm.model.RL_5.241
OG0000584	jg9581	evm.model.RL_2.2368
OG0000585	jg25476	evm.model.RL_1.1384, evm.model.RL_6.1536
OG0000586	jg27799	evm.model.RL_1.2875.1.687c87f0
OG0000586	jg21166	evm.model.RL_4.663
OG0000587	jg8090	evm.model.RL_8.220
OG0000587	jg20091	evm.model.RL_6.2828
OG0000587	jg28523	evm.model.RL_5.72
OG0000588	jg25511	evm.model.RL_1.1413
OG0000588	jg19576	evm.model.RL_6.2386
OG0000588	jg33536	evm.model.RL_5.3792
OG0000589	jg22919	evm.model.RL_8.2060
OG0000589	jg14387	evm.model.RL_7.1759
OG0000589	jg14386	evm.model.RL_7.1761
OG0000590	jg6614	evm.model.RL_4.1063.1.687c86d1
OG0000590	jg28594	evm.model.RL_5.138
OG0000592	jg32943	evm.model.RL_5.2146
OG0000592	jg30331	evm.model.RL_5.1635
OG0000593	jg28016, jg3525	evm.model.RL_3.2245
OG0000595	jg14169	evm.model.RL_7.1899
OG0000595	jg14167	evm.model.RL_7.1900
OG0000596	jg5866	evm.model.RL_4.1645_evm.model.RL_4.1646
OG0000596	jg22332	evm.model.RL_8.1605
OG0000597	jg18157, jg17982	evm.model.RL_6.1207, evm.model.RL_6.1195
OG0000597	jg18166	evm.model.RL_6.1206
OG0000600	jg22542	evm.model.RL_8.1733
OG0000600	jg28170	evm.model.RL_1.3152
OG0000600	jg9501	evm.model.RL_2.2457
OG0000601	jg12491	evm.model.RL_2.297
OG0000602	jg24911	evm.model.RL_1.894, evm.model.RL_1.895
OG0000604	jg9978	evm.model.RL_2.2009
OG0000605	jg3048	evm.model.RL_3.1817
OG0000605	jg3046	evm.model.RL_3.1815
OG0000605	jg3047	evm.model.RL_3.1816
OG0000606	jg25639	evm.model.RL_1.1521
OG0000606	jg3771	evm.model.RL_3.2481
OG0000606	jg33426	evm.model.RL_5.3705.2.687c88c4
OG0000607	jg26039	evm.model.RL_1.1811
OG0000607	jg27622	evm.model.RL_1.2784
OG0000607	jg8969	evm.model.RL_2.2912
OG0000608	jg15793	evm.model.RL_7.582_evm.model.RL_7.583.1.687c9765, evm.model.RL_7.585
OG0000608	jg20346	evm.model.RL_7.586
OG0000608	jg15788	evm.model.RL_7.588
OG0000612	jg1116, jg1151	evm.model.RL_3.547
OG0000612	jg15760	evm.model.RL_7.617
OG0000613	jg24063	evm.model.RL_1.163
OG0000613	jg12418	evm.model.RL_2.347, evm.model.RL_2.354
OG0000614	jg4725	evm.model.RL_8.733
OG0000614	jg4726, jg4724	evm.model.RL_8.730, evm.model.RL_8.731
OG0000615	jg27944	evm.model.RL_1.2984
OG0000615	jg8720	evm.model.RL_2.3143
OG0000615	jg15003	evm.model.RL_7.1268
OG0000616	jg23007	evm.model.RL_8.2134
OG0000617	jg8061, jg8062	evm.model.RL_8.191, evm.model.RL_8.199
OG0000617	jg8112	evm.model.RL_8.110
OG0000618	jg3537	evm.model.RL_3.2253
OG0000618	jg30221	evm.model.RL_5.1540
OG0000618	jg9695	evm.model.RL_2.2268
OG0000619	jg15274	evm.model.RL_7.1046
OG0000620	jg30377	evm.model.RL_5.1688
OG0000620	jg3057, jg3055	evm.model.RL_3.1824
OG0000621	jg7674	evm.model.RL_8.514
OG0000621	jg12117	evm.model.RL_2.528
OG0000621	jg12138	evm.model.RL_2.525_evm.model.RL_2.524
OG0000622	jg16630	evm.model.RL_6.110
OG0000626	jg518	evm.model.RL_3.143, evm.model.RL_3.144, evm.model.RL_3.142
OG0000626	jg512	evm.model.RL_3.138
OG0000626	jg516	evm.model.RL_3.139
OG0000627	jg2207	evm.model.RL_3.1076
OG0000627	jg22380	evm.model.RL_8.1631
OG0000628	jg11908, jg32279, jg3467	evm.model.RL_3.2192.1.687c84bd
OG0000628	jg26006	evm.model.RL_1.1784
OG0000630	jg12315	evm.model.RL_2.413
OG0000633	jg30016	evm.model.RL_5.1382
OG0000633	jg13948	evm.model.RL_7.2010
OG0000633	jg3768	evm.model.RL_3.2473
OG0000634	jg22863	evm.model.RL_8.2014
OG0000634	jg22865	evm.model.RL_8.2015
OG0000635	jg18072	evm.model.RL_6.1124
OG0000635	jg18217, jg1138	evm.model.RL_3.556
OG0000636	jg4344	evm.model.RL_4.2957
OG0000636	jg4345	evm.model.RL_4.2955
OG0000638	jg23362, jg23366, jg23367	evm.model.RL_1.2536, evm.model.RL_2.150
OG0000639	jg9275	evm.model.RL_2.2723
OG0000639	jg10684	evm.model.RL_2.1461
