Orthogroup	Arabidopsis_arenosa	Brassica_napus
OG0000089	jg4799	XP_013738692.2, XP_013680302.1, XP_013715593.1, XP_022570770.1, XP_048603560.1, XP_013678548.1
OG0000089	jg26012, jg33022	XP_013744099.1, XP_013749375.1, XP_048635593.1, XP_013641664.1, XP_013684896.1, NP_001302489.1, XP_013736468.1
OG0000089	jg22870, jg14433	XP_013703107.1
OG0000090	jg4483, jg30544, jg16631	XP_013642020.1, XP_013729969.1
OG0000090	jg3251	XP_013648765.1, XP_013721160.1, XP_013702919.2, XP_013717976.1, XP_013693443.1, XP_022551927.1
OG0000090	jg29403	XP_013685705.1, XP_022560926.1, XP_048630146.1, XP_013730312.2
OG0000091	jg11947, jg19288, jg20822	XP_048593297.1, XP_048593705.1, XP_022545742.2, XP_048599114.1, XP_022547657.2, XP_022562419.2, XP_048620428.1, XP_048633438.1, XP_048633226.1, XP_048618496.1, XP_048596983.1, XP_048591399.1, XP_048633033.1, XP_048594579.1, XP_048627329.1, XP_048604790.1, XP_048611766.1, XP_048611816.1, XP_048610908.1, XP_048619916.1, XP_048605058.1, XP_048637516.1, XP_048600324.1, XP_048627376.1, XP_048599718.1, XP_048623586.1, XP_048614765.1, XP_048622838.1, XP_048604838.1, XP_048606406.1, XP_048593183.1, XP_048622543.1, XP_048633151.1, XP_048634899.1, XP_048606392.1, XP_048619743.1, XP_022557497.2, XP_048623432.1, XP_048594718.1, XP_048627320.1, XP_048630477.1, XP_048599438.1, XP_048635272.1, XP_048593298.1, XP_048615324.1, XP_048597000.1, XP_048635222.1, XP_048597541.1, XP_048618470.1, XP_048592012.1, XP_048625213.1, XP_048634093.1, XP_048637131.1, XP_048591776.1, XP_048596856.1, XP_048594535.1, XP_013749125.2, XP_022565263.2, XP_048600327.1, XP_048606391.1, XP_013675098.2, XP_048618789.1, XP_048622294.1, XP_048618498.1, XP_048610648.1, XP_048633437.1, XP_048627562.1, XP_048596853.1, XP_048590731.1, XP_022547658.2, XP_013752544.3, XP_048593186.1, XP_048593323.1, XP_048618479.1, XP_048622556.1, XP_048593246.1, XP_013651724.2, XP_048593303.1, XP_048615320.1, XP_022573140.2, XP_048593310.1, XP_048633232.1, XP_048595900.1, XP_048638628.1, XP_048596383.1, XP_048623307.1, XP_048606289.1, XP_013725772.2
OG0000093	jg15862	XP_048634291.1, XP_013691599.1, XP_013728903.1, XP_013691684.1
OG0000093	jg15863	XP_048596501.1, XP_048597205.1, XP_048597208.1, XP_013659934.2
OG0000093	jg15851	XP_022572075.2
OG0000096	jg1247	XP_048599796.1
OG0000096	jg20644	XP_048603802.1
OG0000097	jg7810	XP_013657561.2, XP_048621400.1, XP_022547315.1
OG0000097	jg7819	XP_048595228.1
OG0000097	jg21543, jg7817	XP_013664501.1, XP_048633521.1
OG0000098	jg650	XP_022564393.1
OG0000098	jg649	XP_048625900.1
OG0000098	jg849, jg850	XP_048619287.1, XP_013719593.1, XP_048626041.1
OG0000098	jg29677	XP_048594192.1, XP_048613985.1, XP_013671755.2
OG0000098	jg29672	XP_048621297.1, XP_048597756.1
OG0000098	jg11302, jg29664	XP_013657483.2, XP_048622325.1
OG0000098	jg32282, jg12025	XP_048597623.1, XP_048597733.1, XP_013694439.2, XP_013708508.2, XP_048638194.1
OG0000099	jg455, jg458, jg453, jg457	XP_013691533.1, XP_013659324.1, XP_048627224.1
OG0000099	jg542, jg27475, jg7311, jg460	XP_048627225.1
OG0000101	jg476	XP_048595710.1, XP_048625968.1
OG0000101	jg492	XP_013661566.1, XP_013688447.1
OG0000101	jg1001	XP_013672144.1, XP_013713492.2
OG0000104	jg29111	XP_048597860.1
OG0000104	jg17890, jg17887, jg17891, jg17877, jg17884, jg17896, jg17897	XP_048592849.1
OG0000104	jg33004	XP_013641320.1
OG0000104	jg26323	XP_013739506.2, XP_048609186.1
OG0000104	jg33347	XP_013749139.1
OG0000104	jg17886, jg17879	XP_013747135.1, XP_048611967.1
OG0000105	jg11589	XP_013709582.1
OG0000105	jg7189, jg11867, jg6721, jg13803, jg26770	XP_048605034.1
OG0000105	jg7236, jg13734	XP_013704437.2, XP_048608535.1, XP_013739657.2, XP_048637500.1
OG0000105	jg7619	XP_013745676.2, XP_048623640.1, XP_013668588.1, XP_048615516.1, XP_048604846.1, XP_013679748.1, XP_048593418.1, XP_048599830.1
OG0000105	jg27619, jg7054, jg7052	XP_048613532.1, XP_013704637.2, XP_022562604.2, XP_048622938.1, XP_013715023.2, XP_048634095.1, XP_048615834.1, XP_048613162.1, XP_048611354.1, XP_013700043.1, XP_048623800.1, XP_013673999.1, XP_048624158.1, XP_048632996.1, XP_048599695.1, XP_048605510.1, XP_048604993.1, XP_048637583.1, XP_048628851.1, XP_013728309.1, XP_013700550.1
OG0000105	jg17571	XP_022562480.1, XP_013715857.1, XP_048605455.1, XP_048608688.1, XP_048593393.1, XP_013718782.2, XP_013694042.1, XP_022553563.2, XP_013704439.1, XP_013665256.1, XP_013694025.1, XP_048605077.1, XP_048593218.1, XP_048594082.1, XP_048637657.1, XP_022565169.1, XP_013731282.2, XP_048596450.1, XP_048611408.1, XP_013733161.1, XP_013745528.1, XP_048613395.1, XP_013659789.1, XP_048605554.1, XP_013654367.1, XP_048619854.1, XP_013717729.1, XP_013713812.1, XP_048615748.1, XP_013650456.2, XP_048619914.1, XP_013669009.2, XP_013658425.3, XP_048623628.1, XP_048629474.1, XP_048605414.1, XP_048631077.1, XP_048624189.1, XP_013725027.1, XP_048635060.1, XP_013720324.1, XP_048637550.1, XP_048617048.1, XP_013658413.2, XP_048611581.1, XP_048628904.1, XP_013729815.1, XP_048628897.1, XP_013689368.1, XP_048617223.1, XP_048637526.1, XP_048593216.1
OG0000106	jg14860	XP_022549816.1, XP_013724543.2, XP_048630737.1, XP_013732001.1
OG0000106	jg6740, jg25958	XP_048631306.1
OG0000106	jg26888, jg26886	XP_048607054.1, XP_013655148.2
OG0000107	jg17559, jg17556	XP_013651532.2
OG0000107	jg26157	XP_048626536.1, XP_048612847.1, XP_013721342.1, XP_048612849.1
OG0000107	jg26159	XP_013741568.1, XP_013746885.2, XP_048632489.1
OG0000107	jg26158	XP_013684958.2, XP_022555319.1
OG0000107	jg26161	XP_048626537.1
OG0000107	jg26160	XP_048614606.1, XP_013741179.1, XP_048607094.1
OG0000108	jg17595, jg31284, jg16872	XP_013647147.2
OG0000108	jg2306	XP_048591517.1, XP_013738590.1, XP_013654138.2, XP_048597131.1, XP_013679734.2
OG0000108	jg11987, jg17594, jg31283, jg16874	XP_013711330.1
OG0000110	jg15960	XP_013648313.1, XP_048591595.1, XP_013724438.1
OG0000110	jg15959	XP_048620750.1, XP_013663751.2, XP_013724437.1
OG0000110	jg15966	XP_013724441.1, XP_048591598.1, XP_013724449.1
OG0000110	jg15969	XP_013651996.2, XP_048617731.1
OG0000111	jg12398, jg12393, jg12389, jg12394, jg12395	XP_013742754.2, XP_048630010.1, XP_048636944.1, XP_022571049.1
OG0000111	jg11228	XP_022562617.1, XP_048595446.1
OG0000111	jg11226, jg11227	XP_022546436.2
OG0000111	jg15428	XP_048597120.1, XP_022571256.1, XP_013708223.1, XP_048620603.1, XP_048597109.1, XP_048620602.1, XP_013690802.1, XP_013707956.2, XP_048597113.1, XP_048620623.1, XP_022546856.2, XP_048597111.1
OG0000112	jg21770	XP_048608347.1, XP_013679348.1, XP_048608346.1
OG0000113	jg12808	XP_013644478.1, XP_048595848.1, XP_013659064.1
OG0000113	jg509	XP_013713013.1
OG0000113	jg14194, jg14191	XP_013751710.1, XP_022545824.1
OG0000114	jg17682	XP_013649086.2
OG0000114	jg20706	XP_048635127.1
OG0000114	jg1324, jg1320, jg1319, jg1317, jg1326, jg1329, jg1330, jg27021	XP_013742280.2, XP_048601725.1, XP_013750066.1, XP_048602540.1, XP_013742273.2, XP_048591888.1
OG0000115	jg12949, jg10772, jg12951	XP_048604190.1, XP_048612682.1, XP_048614070.1, XP_048600458.1, XP_048609622.1, XP_048628466.1, XP_048615956.1, XP_013733314.2, XP_048638551.1, XP_048621056.1, XP_022546450.2, XP_048638438.1, XP_048599605.1, XP_048608906.1, XP_048618571.1, XP_048629114.1, XP_013691274.1, XP_048602817.1, XP_048603175.1, XP_013718387.1, XP_048612044.1, XP_048623554.1, XP_022565249.1, XP_048630961.1, XP_048590938.1, XP_048591102.1, XP_048624029.1, XP_013738579.2, XP_048636801.1, XP_048633066.1, XP_048594870.1, XP_048630550.1, XP_022570997.1, XP_048613922.1, XP_048622257.1, XP_048618879.1, XP_048638478.1, XP_048618733.1, XP_048592681.1, XP_048623304.1, XP_048591398.1, XP_048634318.1, XP_048630903.1, XP_022559336.2, XP_022571250.1, XP_048614657.1, XP_022549921.2, XP_048633085.1, XP_048616056.1, XP_013691285.2, XP_013694542.2, XP_048622340.1, XP_048614959.1, XP_048593342.1, XP_048610450.1, XP_048597019.1, XP_048592782.1, XP_022547568.1, XP_048637863.1, XP_048621432.1, XP_048590965.1, XP_048633091.1, XP_048622516.1, XP_048621767.1, XP_013709400.1
OG0000116	jg1481, jg15996, jg6981, jg14689, jg7083, jg1902	XP_022544167.1, XP_048608432.1, XP_048638188.1, XP_013716376.1, XP_022550104.1, XP_022556923.1, XP_048593732.1, XP_022556736.1, XP_022549872.2, XP_022575985.1, XP_048625853.1, XP_048617918.1, XP_048606284.1, XP_048622376.1, XP_048630379.1, XP_048635896.1, XP_048615261.1, XP_048593658.1, XP_048592752.1, XP_022569738.2, XP_048604512.1, XP_013704929.1
OG0000118	jg13696, jg13697, jg13695	XP_013721571.1, XP_013653227.2, XP_022559841.1, XP_048593021.1, XP_048625105.1, XP_048598243.1, XP_048599293.1, XP_013696139.2, XP_013665018.2, XP_048620842.1, XP_013658816.2
OG0000118	jg3144	XP_048608723.1, XP_022573293.1, XP_013699906.2, XP_048620357.1, XP_013699908.2, XP_048620154.1, XP_013700610.1, XP_048637977.1, XP_048633963.1, XP_013712921.1, XP_013704284.3, XP_048619514.1
OG0000119	jg20878	XP_048608170.1, XP_013725180.1, XP_048627629.1, XP_048611711.1, XP_048620164.1, XP_048611930.1, XP_013729112.1, XP_013689486.1, XP_022570381.2, XP_048629988.1, XP_013669078.1, XP_013708039.1, XP_048624841.1
OG0000119	jg12954	XP_013694934.1
OG0000119	jg13725, jg9836, jg1719, jg21576, jg27974, jg7024	XP_048611665.1
OG0000120	jg893, jg889	XP_048595818.1, XP_048626059.1, XP_013700597.2, XP_048595780.1
OG0000120	jg21600, jg21583, jg21561, jg21534, jg21584, jg21558	XP_048593515.1, XP_048621623.1, XP_013690264.1, XP_013739293.2, XP_048617643.1, XP_048617725.1, XP_048637971.1, XP_048617632.1
OG0000120	jg13317, jg4214, jg4213, jg2215, jg14374	XP_022548769.1, XP_048623248.1
OG0000122	jg22508	XP_013725365.1, XP_013714453.2
OG0000122	jg32572	XP_048605308.1, XP_048629042.1, XP_048608260.1, XP_048621011.1
OG0000122	jg22505	XP_048624005.1
OG0000122	jg22507	XP_048626415.1, XP_048632035.1
OG0000122	jg22487, jg22488	XP_013700096.2, XP_022570740.2, XP_022570742.2
OG0000123	jg31338	XP_013655114.1, XP_013681615.1
OG0000123	jg29806	XP_013652310.2
OG0000123	jg9826	XP_013741543.2, XP_013705830.2, XP_013696173.1, XP_013741231.1
OG0000124	jg27275, jg20993, jg25905, jg11327, jg33081, jg14104, jg9592, jg12111, jg17565	XP_013703401.2, XP_013710827.1, XP_048594892.1, XP_013645068.1, XP_048625440.1, XP_013694405.2
OG0000124	jg20179	XP_013650484.1
OG0000125	jg6123	XP_013724039.1, XP_048628026.1, XP_013680559.2, XP_013667165.1
OG0000125	jg14378, jg22931	XP_013714507.1, XP_013712083.2
OG0000125	jg17851	XP_048610082.1, XP_013733819.1, XP_013647688.1, XP_013702707.1, XP_048633779.1
OG0000126	jg21202, jg10180, jg32086, jg12955, jg6735, jg10767	XP_048599896.1, XP_048599677.1, XP_022564357.2, XP_013646056.1, XP_048615725.1, XP_013751182.1, XP_048611801.1, XP_013645680.1, XP_048613149.1, XP_048605174.1, XP_022570246.1, XP_013726756.1, XP_048596505.1, XP_013751451.1, XP_048599899.1, XP_048613127.1, XP_022549188.2, XP_013699741.1, XP_022547811.1, XP_048634932.1, XP_013669342.1, XP_048605467.1, XP_022548959.1, XP_022543405.2, XP_048634967.1, XP_013728259.2, XP_013651076.1
OG0000126	jg13974	XP_013662639.1, XP_013689270.2, XP_013728260.1, XP_013689902.1, XP_013704251.1, XP_022567855.1, XP_013654696.1
OG0000127	jg3917, jg3918	XP_048624384.1
OG0000127	jg20918, jg3920	XP_013732255.2
OG0000127	jg11550	XP_048635996.1, XP_048615291.1
OG0000127	jg24833	XP_048634173.1, XP_013650485.1
OG0000127	jg24836	XP_048615293.1, XP_048635993.1, XP_048591839.1, XP_048617251.1, XP_048592066.1, XP_013746803.3, XP_048634084.1
OG0000127	jg29526, jg29071	XP_022558142.1
OG0000131	jg6733	XP_048615724.1, XP_013689348.2, XP_013668884.1, XP_048611423.1, XP_048637079.1, XP_048604945.1, XP_048613150.1, XP_013650870.1, XP_048611800.1, XP_013646974.1, XP_048591413.1, XP_022570245.1
OG0000132	jg16608, jg16609	XP_048623346.1, XP_022552284.1, XP_013661403.1, XP_022560492.1, XP_013743839.2, XP_048612853.1, XP_048635355.1, XP_048595665.1, XP_022562918.2, XP_048603914.1, XP_048616654.1, XP_048634161.1, XP_048595664.1, XP_048619608.1
OG0000132	jg21091, jg22360, jg6813, jg6561	XP_048592631.1, XP_048616656.1, XP_048596189.1, XP_013713021.2, XP_013644582.1, XP_048638584.1, XP_013733869.1, XP_048633159.1, XP_022570321.1, XP_048595243.1, XP_048627586.1, XP_022552664.1, XP_022558226.1, XP_022567202.1, XP_048621996.1, XP_048607190.1, XP_048627173.1, XP_048593587.1
OG0000133	jg7039	XP_048605712.1, XP_013720988.1, XP_048603901.1, XP_048610560.1, XP_013677132.1, XP_022561458.1, XP_048624232.1, XP_048617376.1
OG0000133	jg6891	XP_013700850.2, XP_048606577.1, XP_048593307.1, XP_048638477.1, XP_048636877.1, XP_048623900.1, XP_048625819.1, XP_013694505.2, XP_048601493.1, XP_048601605.1, XP_048633105.1, XP_048610426.1, XP_048606779.1, XP_048595013.1, XP_048616767.1, XP_048630751.1
OG0000133	jg17431	XP_048611440.1, XP_048637518.1, XP_013725733.2, XP_022558112.2, XP_022549598.1, XP_013705736.1, XP_048615754.1, XP_013679739.1, XP_013642601.2, XP_048615616.1, XP_022553480.1, XP_048611892.1, XP_048599828.1, XP_048606740.1, XP_022557385.2, XP_048605021.1, XP_048601774.1, XP_022556311.2
OG0000135	jg27483, jg27127	XP_013722991.2
OG0000136	jg12281	XP_022575046.2
OG0000136	jg12260	XP_013743506.2, XP_013672039.1
OG0000137	jg17603	XP_048625125.1, XP_013713093.1, XP_048604869.1, XP_022570847.1, XP_048612488.1, XP_048622855.1, XP_048610170.1, XP_048599951.1, XP_022552119.1, XP_013672832.1, XP_013676966.2, XP_013641393.2, XP_013658059.2, XP_048634031.1, XP_048590805.1, XP_013724945.1, XP_048636952.1, XP_048631656.1, XP_048613388.1, XP_013709437.1, XP_048630338.1, XP_048630388.1, XP_048634920.1, XP_022546341.1, XP_013721216.1, XP_048612208.1, XP_013642218.1, XP_048633382.1, XP_022557441.1
OG0000137	jg27681	XP_048626902.1
OG0000137	jg12674	XP_048612120.1
OG0000138	jg13824	XP_048615898.1
OG0000138	jg12474	XP_013689399.2, XP_022545049.2
OG0000138	jg13818	XP_013693477.2
OG0000138	jg13819	XP_048595279.1, XP_013694053.2
OG0000138	jg13817, jg13821	XP_013644477.2, XP_013703822.2
OG0000139	jg6519, jg6518	XP_048629931.1
OG0000139	jg6848, jg7487, jg11793	XP_048601600.1, XP_022570285.1, XP_022553532.2, XP_022565185.1, XP_048623739.1, XP_048622624.1, XP_048593503.1, XP_048632966.1, XP_048615733.1, XP_048599548.1, XP_048609429.1, XP_048624636.1, XP_048599595.1, XP_022565122.1, XP_022553081.1, XP_048624571.1
OG0000139	jg6850	XP_048616877.1, XP_048626074.1, XP_048631197.1, XP_022574458.2, XP_048599700.1, XP_013652100.2, XP_048627238.1, XP_048599872.1, XP_048617772.1
OG0000140	jg22845	XP_013740286.2, XP_013681326.3, XP_048608044.1, XP_048630919.1
OG0000140	jg22800, jg21885, jg22801	XP_048606408.1, XP_013713879.2, XP_048604485.1, XP_048606386.1, XP_013674904.1, XP_013733786.2, XP_048604591.1, XP_022556278.2, XP_013743782.2
OG0000140	jg22851, jg22847	XP_013729602.1, XP_022549051.2
OG0000142	jg17934, jg17935	XP_048630429.1, XP_013732593.2, XP_048636860.1, XP_013648742.2
OG0000142	jg17933	XP_013734927.2, XP_013744626.2
OG0000142	jg17936	XP_048630430.1, XP_022564993.1
OG0000142	jg18114, jg18115	XP_013744231.2, XP_013744228.3
OG0000143	jg19287, jg11883	XP_013668917.2, XP_022567998.1, XP_022566329.1, XP_048624065.1, XP_013713307.1, XP_013746133.2
OG0000144	jg13975	XP_048608091.1
OG0000144	jg1809	XP_048595688.1
OG0000144	jg6805	XP_022552373.1, XP_048611630.1
OG0000145	jg13700	XP_048611366.1, XP_048626779.1
OG0000145	jg12283, jg27177	XP_048611373.1, XP_048622887.1, XP_048628957.1, XP_048616276.1, XP_048613451.1, XP_048605829.1, XP_048593413.1, XP_048604948.1, XP_013689832.1, XP_048601249.1, XP_048633052.1, XP_048633053.1, XP_048595385.1
OG0000145	jg2060	XP_013669496.2, XP_048622999.1, XP_013645531.2, XP_048615538.1, XP_048605737.1, XP_013704319.2, XP_013719210.1, XP_048605867.1, XP_048609993.1, XP_022557814.2, XP_048622774.1, XP_048633157.1, XP_048634906.1, XP_048602089.1, XP_048602087.1, XP_048596945.1
OG0000145	jg27538	XP_013730850.1, XP_022548307.2, XP_048630104.1, XP_013649247.1, XP_048613514.1, XP_048613361.1, XP_022547756.1, XP_048630100.1, XP_013730280.1, XP_013750196.2, XP_048600399.1, XP_048619895.1, XP_013718679.2, XP_048609370.1, XP_048619379.1, XP_048616196.1, XP_048624982.1, XP_013671935.2, XP_022564568.2, XP_048630292.1, XP_048626780.1, XP_048628845.1, XP_013709538.1, XP_048599871.1
OG0000146	jg22363	XP_013705645.2, XP_013665791.2, XP_048629397.1
OG0000146	jg22365, jg22366	XP_013683699.1, XP_013665789.1, XP_013665790.1, XP_013651101.2
OG0000146	jg22364	XP_013646341.2, XP_022573245.1
OG0000147	jg28078	XP_013652767.1, XP_013652756.1, XP_048625859.1, XP_013738909.2
OG0000147	jg9392	XP_013656312.2
OG0000147	jg22635	XP_048606815.1, XP_048603056.1, XP_048624774.1, XP_048598891.1
OG0000147	jg3697	XP_013726987.1, XP_013650334.2, XP_013648576.1
OG0000147	jg13954	XP_013701019.2
OG0000147	jg27288	XP_013681235.2, XP_048632582.1
OG0000147	jg16942	XP_048620974.1, XP_013664071.2
OG0000149	jg14421	XP_048615922.1, XP_048606719.1
OG0000149	jg22898	XP_048598963.1, XP_013716590.2
OG0000149	jg22904	XP_048602602.1, XP_048606211.1
OG0000149	jg14420	XP_048601079.1
OG0000150	jg14319	XP_048610496.1
OG0000150	jg14002	XP_048592475.1
OG0000150	jg14325	XP_022551264.2, XP_048615138.1
OG0000150	jg14324, jg14316, jg14315, jg14313	XP_022557713.2, XP_013745990.2
OG0000151	jg22050	XP_013666811.1, XP_013714744.1
OG0000151	jg24782	XP_013736096.1, XP_048600778.1, XP_013696468.1, XP_013648126.1, XP_013750474.1
OG0000151	jg27769	XP_022555445.1, XP_013741197.1, XP_013690523.1, XP_048593192.1
OG0000151	jg22463	XP_013685382.1, XP_013680464.1, XP_048598833.1, XP_013733435.1
OG0000152	jg21089, jg13815	XP_022558237.1, XP_013680119.1, XP_048622801.1, XP_048611899.1, XP_022553260.1, XP_048604815.1, XP_048611415.1, XP_048623564.1, XP_022566227.2, XP_048601872.1, XP_048623645.1, XP_048609835.1, XP_048603127.1, XP_048609486.1, XP_048603122.1, XP_013684395.2, XP_048600462.1, XP_048600451.1, XP_048600538.1, XP_048604191.1, XP_048609038.1, XP_048609844.1, XP_048614714.1, XP_048614200.1, XP_013706323.1, XP_048612558.1, XP_022550713.1, XP_048604577.1, XP_048613034.1, XP_048618542.1, XP_048625770.1, XP_048612291.1, XP_048603571.1, XP_048613090.1, XP_048625013.1, XP_048626055.1, XP_048616617.1, XP_048616869.1, XP_048616543.1, XP_048618818.1, XP_048606691.1, XP_048626125.1, XP_048608938.1, XP_048610595.1, XP_048624702.1, XP_048601429.1, XP_022558865.2, XP_022565689.2, XP_022560790.2, XP_022554936.2, XP_048625850.1, XP_048602261.1, XP_048611203.1, XP_048625904.1, XP_048605452.1, XP_048625984.1, XP_048604589.1, XP_048608767.1, XP_048603702.1, XP_048630078.1, XP_048629704.1, XP_048603919.1, XP_048608148.1, XP_048605384.1, XP_048603742.1
OG0000154	jg30094	XP_013682918.2, XP_048622370.1, XP_013702845.1, XP_013692504.2, XP_013641680.1
OG0000154	jg25213	XP_013673168.1, XP_013646788.2
OG0000154	jg3985	XP_048614596.1, XP_048596233.1, XP_013655775.2, XP_013685168.1, XP_013736813.2
OG0000154	jg3984	XP_013661106.1, NP_001302519.1, XP_048624365.1, XP_013656843.2, XP_048598646.1
OG0000155	jg9725	XP_048598681.1, XP_048600242.1, XP_013705446.2, XP_013741574.2
OG0000155	jg14971	XP_048634505.1
OG0000155	jg10429	XP_013647261.1, XP_048601146.1, XP_048591924.1
OG0000155	jg2004	XP_013724354.2, XP_013683763.2, XP_013722430.3, XP_022560648.2, XP_022544794.2, XP_022544795.2
OG0000155	jg10428	XP_013734858.2, XP_048601553.1
OG0000155	jg25152	XP_013695739.1
OG0000155	jg7743	XP_048591923.1, XP_013675630.1, XP_013701045.1, XP_048616734.1
OG0000156	jg16151	XP_013689481.2, XP_013745192.3
OG0000156	jg19951	XP_013749648.1, XP_013688285.1
OG0000156	jg16152	XP_013710705.2
OG0000157	jg12773, jg19021, jg19020, jg19023, jg19043, jg19019	XP_048596064.1, XP_048614930.1, XP_048596921.1, XP_013650950.1, XP_013739346.2
OG0000158	jg28264	XP_048597975.1, XP_013670384.2
OG0000161	jg21823, jg17685, jg17683, jg17687	XP_048627955.1, XP_048603220.1, XP_048627950.1, XP_048603222.1, XP_048627949.1
OG0000161	jg1847	XP_048604730.1, XP_013699317.2
OG0000161	jg1820, jg1821, jg1704	XP_048636143.1, XP_048614546.1
OG0000162	jg15299	XP_013708176.1, XP_013670399.1
OG0000162	jg16105	XP_013705409.2, XP_022569453.1, XP_022573600.2
OG0000162	jg19860	XP_048620816.1, XP_022547562.2
OG0000162	jg2591	XP_013701394.2, XP_048591524.1
OG0000162	jg2036	XP_013702986.2
OG0000164	jg9497, jg31608	XP_022561173.2, XP_022573474.2
OG0000164	jg1130	XP_013723161.1
OG0000166	jg11859	XP_048596620.1, XP_048599588.1, XP_013668940.1
OG0000166	jg10075, jg17325	XP_013689431.1, XP_013751056.1
OG0000167	jg12243, jg10625	XP_013718480.1
OG0000167	jg10624	XP_013674586.2, XP_013669834.2
OG0000167	jg12242	XP_022546462.1, XP_022554030.2
OG0000169	jg21554	XP_022573898.2
OG0000169	jg3072	XP_048592193.1, XP_022564424.1
OG0000169	jg17505	XP_013681623.1
OG0000169	jg17119	XP_048633706.1, XP_048612410.1
OG0000170	jg1519	XP_048621823.1
OG0000171	jg20125	XP_013688609.1, XP_013748359.1, XP_013691920.1, XP_013692945.1, XP_013732812.1
