Orthogroup	Arabidopsis_arenosa	Aethionema_saxatile
OG0000570	jg24012	As006G135060
OG0000570	jg23059	As009G217810
OG0000571	jg23018	As005G113940
OG0000571	jg29172, jg29173	As008G191230
OG0000572	jg16645	As010G240060
OG0000572	jg14399	As010G240020, As010G240030, As010G240050, As010G240010
OG0000573	jg21636, jg21633	As012G270960, As012G270950, As012G270940
OG0000578	jg29431	As008G187240
OG0000578	jg1019	As001G020350
OG0000579	jg21968, jg9891	As002G044410
OG0000579	jg12774	As004G098040
OG0000580	jg19773	As005G102980
OG0000582	jg29198, jg6054	As005G113410
OG0000582	jg17669	As006G130460
OG0000583	jg28960, jg18195	As006G127330
OG0000584	jg20779	As006G124400
OG0000584	jg9581	As001G000400
OG0000585	jg25476	As012G275350
OG0000586	jg27797, jg27796	As011G263800
OG0000586	jg21166	As004G082960
OG0000587	jg8090	As006G122410
OG0000587	jg20091	As005G100170
OG0000587	jg28523	As008G198370
OG0000588	jg25511	As011G247080
OG0000588	jg19576	As005G104750
OG0000588	jg33536	As012G269820
OG0000589	jg22919	As005G114800
OG0000589	jg14387, jg14386	As010G224800
OG0000590	jg6614	As009G205980
OG0000590	jg28594	As008G197660
OG0000591	jg27679, jg32154	As007G152600
OG0000592	jg30331	As010G239910, As007G154690
OG0000593	jg28016, jg3525	As008G192880, As010G241820, As010G241840
OG0000594	jg14642, jg14641, jg14643, jg14645	As010G222860
OG0000595	jg14167	As010G226140
OG0000596	jg22346	As010G227450
OG0000600	jg22542	As002G048280
OG0000600	jg9501	As001G001180
OG0000601	jg5374, jg24008	As009G201050, As006G135040
OG0000601	jg12491, jg13777	As001G027850
OG0000602	jg24911	As002G034860
OG0000603	jg13423	As002G036280, As002G036560
OG0000604	jg16354, jg9978	As007G163770, As012G288540
OG0000605	jg3048	As010G239470
OG0000605	jg3046	As010G239480
OG0000606	jg25639	As011G248160
OG0000606	jg3771	As010G244280
OG0000606	jg33426	As012G270700
OG0000607	jg26039	As011G251140
OG0000607	jg27622	As011G262980
OG0000608	jg15788	As012G284160
OG0000613	jg24063	As006G135470
OG0000613	jg22144, jg12418	As002G045780
OG0000614	jg4725	As002G054140, As005G116690, As002G054130
OG0000615	jg27944	As011G264960
OG0000615	jg8720	As003G072430
OG0000616	jg23007	As005G114070
OG0000616	jg18864, jg15275	As012G277180
OG0000617	jg8112	As006G121910
OG0000618	jg3537	As010G241950
OG0000618	jg30221, jg9695	As006G132210
OG0000619	jg18862, jg18863	As006G145810, As006G145800
OG0000619	jg15274	As012G277130
OG0000620	jg30377, jg3057, jg3055	As010G239430, As007G154950
OG0000626	jg518, jg520, jg512, jg516, jg519	As001G031250
OG0000627	jg2207, jg2201, jg9780	As006G134640
OG0000627	jg22380	As002G047240
OG0000628	jg26006	As003G064150, As011G250810
OG0000630	jg12315, jg15742	As004G077630, As004G077620, As004G077610
OG0000631	jg14865	As012G277780
OG0000632	jg16134	As012G286880, As012G286870
OG0000633	jg3768	As010G244250
OG0000634	jg22864, jg22863, jg22865	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	jg18072, jg18062	As006G128210
OG0000635	jg16950, jg18217, jg1138	As006G127130
OG0000636	jg4344, jg4345	As009G212850
OG0000645	jg11357	As001G004340
OG0000646	jg13733	As001G027670
OG0000646	jg23996	As006G134940
OG0000647	jg24894, jg1141	As002G034480, As005G107800
OG0000648	jg9658, jg16341, jg28245, jg14836	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	jg32443	As003G066660
OG0000649	jg3275	As010G237340
OG0000650	jg20468	As004G088550
OG0000651	jg7547	As005G115100
OG0000652	jg6184, jg6183, jg6185	As009G217160
OG0000658	jg6629	As009G206090, As012G277750, As001G026410
OG0000660	jg14470	As010G224220
OG0000661	jg11941, jg15323, jg18223	As010G223120, As006G127120, As006G127080
OG0000662	jg5409	As009G201630
OG0000662	jg24052	As006G135390
OG0000662	jg5411	As009G201640
OG0000663	jg31209	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000664	jg12034	As011G245420
OG0000664	jg25086, jg25087	As011G245410
OG0000669	jg19759	As005G103090
OG0000669	jg25341, jg12915	As001G022370
OG0000670	jg10136, jg10135	As003G061610, As003G061660
OG0000671	jg12471	As004G078130
OG0000672	jg31455	As004G081100, As011G248400
OG0000674	jg28590	As008G197690
OG0000674	jg20170	As005G099330
OG0000674	jg7985	As006G123130
OG0000675	jg3680	As010G243370
OG0000676	jg29059	As008G193080
OG0000676	jg3081	As012G282240
OG0000677	jg31035, jg31038, jg31036, jg32202	As007G160250
OG0000685	jg9487	As001G001340
OG0000685	jg9833	As002G032860
OG0000686	jg8987, jg8986, jg8985	As001G012430
OG0000687	jg10990	As001G017930
OG0000687	jg19905	As005G101960
OG0000687	jg16123	As012G286760
OG0000688	jg13042	As001G023430
OG0000688	jg13039	As001G023420
OG0000689	jg7297, jg32073	As007G158860, As003G063160, As004G080020
OG0000690	jg10358	As007G154700, As003G065860, As008G196720, As010G226610
OG0000691	jg25695, jg25694	As004G080740, As011G248640
OG0000692	jg15901, jg15902, jg19597	As005G104580
OG0000693	jg15530	As012G282230
OG0000693	jg18797, jg19220	As006G143100
OG0000694	jg16966, jg17002, jg17004, jg16990	As007G177770
OG0000695	jg3061	As010G239400
OG0000696	jg33413, jg25652	As012G270790, As011G248260
OG0000697	jg33312, jg33219	As012G271560
OG0000702	jg5269	As009G199960
OG0000702	jg13510	As001G026500
OG0000702	jg23933	As006G132970
OG0000703	jg4113	As002G035150
OG0000703	jg18782	As006G145070
OG0000703	jg15218	As012G276510
OG0000704	jg10608, jg20606, jg20605	As003G058000
OG0000705	jg19295, jg19719	As005G103510, As005G103480
OG0000706	jg23494	As005G117900
OG0000707	jg24863	As007G161420
OG0000708	jg29593	As008G185890
OG0000709	jg20576, jg15043, jg5626	As009G203840
OG0000714	jg12325	As004G077650
OG0000716	jg12148, jg12146, jg12150	As004G088610, As007G165810
OG0000718	jg25127, jg3840	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	jg22922	As005G114760
OG0000720	jg16333	As012G288480
OG0000720	jg8009	As006G122970
OG0000720	jg28582	As008G197790
OG0000721	jg7994	As006G123060
OG0000721	jg25749	As008G197760, As012G274520, As011G248980
OG0000722	jg2566	As010G232800
OG0000722	jg29905	As008G183090
OG0000723	jg26920	As009G205300, As009G205260
OG0000723	jg6538, jg6537	As009G205270, As009G205280, As009G205290, As009G205310
OG0000724	jg27921	As012G281700, As012G281680, As012G281690, As012G281640
OG0000730	jg13121	As001G023940
OG0000730	jg29875	As008G183370
OG0000731	jg13303, jg13301, jg13300, jg13302	As001G025190, As001G025200, As001G025210
OG0000732	jg15206	As012G276370
OG0000733	jg13883	As002G035910
OG0000733	jg32285	As007G178640
OG0000733	jg19855	As008G188440
OG0000733	jg27519	As004G093360
OG0000734	jg14522	As002G043480
OG0000735	jg6374, jg1450, jg2339, jg1451, jg22455, jg22454	As002G047800
OG0000736	jg4856	As002G053050
OG0000736	jg8490	As003G074810
OG0000737	jg8415, jg8416, jg16766	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	jg18389	As006G125610
OG0000739	jg1966	As009G216850, As008G197070
OG0000749	jg29796, jg29795	As008G184000
OG0000749	jg31164	As007G161240
OG0000750	jg12798, jg409, jg407, jg411	As001G030660
OG0000751	jg4130	As005G108820, As002G035280
OG0000752	jg6373	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	jg4905	As002G052450
OG0000753	jg26936, jg26935, jg32585	As003G064670
OG0000754	jg32553	As003G064750
OG0000754	jg21141, jg21154, jg21161	As004G082990
OG0000755	jg793, jg7774, jg7775, jg7777, jg7776	As004G086160
OG0000756	jg20650, jg8777, jg6649, jg20649	As004G087220
OG0000757	jg3980	As005G107510
OG0000757	jg15310, jg18918	As006G146500
OG0000758	jg18280	As006G126420
OG0000759	jg22773	As009G219760
OG0000759	jg18040	As006G128470
OG0000760	jg19323, jg19315	As006G142310
OG0000760	jg15605	As012G282830
OG0000762	jg28193	As011G266570
OG0000763	jg33628, jg33630	As012G269290
OG0000764	jg33255, jg33205	As012G271730
OG0000765	jg15108, jg15109, jg15107, jg15104, jg15110	As012G275540, As012G275570, As012G275590
OG0000772	jg13621, jg13630, jg13622, jg13623, jg13624	As002G037440, As001G027110, As001G015580
OG0000774	jg9824	As002G033010
OG0000776	jg25072, jg24843	As009G213010, As002G037060
OG0000778	jg5151, jg5150, jg5149	As002G050230
OG0000779	jg10300	As003G060370
OG0000779	jg7672	As004G085410
OG0000779	jg11290	As004G085400
OG0000780	jg8480	As003G074900
OG0000780	jg16653, jg4847	As007G180430
OG0000781	jg19730	As004G079650
OG0000781	jg19731	As005G103380, As005G103370
OG0000782	jg11218, jg11222, jg26302	As005G107060, As005G106550
OG0000783	jg6008	As005G113140
OG0000783	jg14112	As010G226400
OG0000784	jg14210	As010G225950
OG0000784	jg6087	As005G113590
OG0000785	jg9051	As007G161520
OG0000785	jg4219	As009G214360
OG0000786	jg31666, jg31667	As012G288100
OG0000786	jg23060, jg23062, jg7465	As009G217820, As009G217830
OG0000787	jg25201	As010G222930, As010G222920
OG0000788	jg14268	As010G225660, As010G225670, As010G225650
OG0000789	jg3643	As010G242960
OG0000789	jg25235, jg33815	As012G267770
OG0000798	jg10949, jg18704	As001G017630, As003G055740, As004G083120
OG0000800	jg13156, jg13154	As001G024200, As001G024190, As001G024170
OG0000801	jg24995, jg4212	As002G035990
OG0000801	jg4215	As009G214440
OG0000801	jg24996	As002G036000
OG0000802	jg20453	As004G088660
OG0000802	jg31565	As003G070730
OG0000802	jg10755	As003G056750
OG0000803	jg10600	As003G058030
OG0000803	jg10602, jg10601	As003G070410, As003G065450
OG0000804	jg12639	As004G097150
OG0000806	jg19791, jg19790, jg20857	As005G102850
OG0000807	jg19776	As005G102950
OG0000807	jg23902, jg23903	As006G139170, As006G133330
OG0000808	jg17854	As006G129450
OG0000808	jg14426	As010G224570
OG0000808	jg22860	As005G114980
OG0000809	jg31093	As007G160640
OG0000809	jg29864	As008G183460
OG0000818	jg14771	As010G221920
OG0000818	jg9671, jg365	As001G030280
OG0000819	jg2066	As002G036020
OG0000819	jg15594	As012G282730
OG0000821	jg21878, jg21876	As002G043850
OG0000823	jg20328	As004G090360
OG0000823	jg10866	As003G055870
OG0000824	jg31967, jg31966, jg12014	As003G062540
OG0000824	jg7391	As004G083720
OG0000825	jg16216	As012G287570
OG0000825	jg20027	As005G100830
OG0000826	jg19800	As005G102780
OG0000827	jg22321	As012G278780
OG0000827	jg9076, jg3893, jg3894	As005G106720
OG0000828	jg6099, jg21117, jg18394	As012G285140, As006G125590
OG0000829	jg24190	As006G136530
OG0000829	jg5587	As009G203460, As009G203470
OG0000830	jg8314, jg3257, jg30553	As007G156440
OG0000831	jg30585, jg30587, jg12311	As007G156620, As007G156630
OG0000832	jg33006, jg2372, jg27626, jg2371, jg21269, jg1803, jg16860, jg16861, jg10114, jg1739, jg1561	As008G195870
OG0000833	jg25500, jg33550	As011G246960
OG0000834	jg25992	As011G250710
OG0000835	jg26050	As011G251220
OG0000835	jg33079	As012G272760
OG0000836	jg15652, jg15729	As012G283770, As012G283780, As012G283790
OG0000842	jg13311, jg13310, jg13313, jg13314	As001G025250
OG0000843	jg1754, jg1760, jg1756, jg23076	As001G029790, As001G029800
OG0000844	jg24889	As002G034430
OG0000844	jg4020	As005G107840
OG0000845	jg14675, jg21716	As002G042280, As010G222560
OG0000846	jg9057, jg9056	As004G079020, As002G046530, As006G146430
OG0000847	jg4785, jg4784	As002G053580
OG0000847	jg23461	As005G117570
OG0000849	jg8149	As006G122200
OG0000850	jg19981	As005G101230
OG0000851	jg19469, jg15758, jg15757	As005G105540
OG0000853	jg27529, jg7904	As006G123840
OG0000854	jg17795, jg29161	As008G191240
OG0000855	jg14598	As010G223210
OG0000855	jg23222	As009G219120
OG0000857	jg13905	As010G227430, As010G227420
OG0000858	jg13674, jg26666, jg26665	As011G255880, As011G255860
OG0000868	jg4451, jg4440	As009G211830
OG0000868	jg25143	As006G130700, As002G037910
OG0000869	jg20329	As004G090370
OG0000869	jg10865	As003G055880
OG0000870	jg31345	As003G068700
OG0000870	jg18476	As004G081540
OG0000871	jg24070	As006G135520
OG0000871	jg5430	As009G201940
OG0000872	jg18325, jg18324, jg18323	As006G126250
OG0000873	jg24300	As010G233530, As006G137440, As009G204210
OG0000875	jg29010	As008G193510
OG0000876	jg6136, jg6137, jg6138	As009G217470, As009G217500, As009G217530
OG0000883	jg8883	As001G014390
OG0000883	jg24372	As006G138050
OG0000884	jg31179	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400
OG0000885	jg22684, jg9631	As002G049480
OG0000886	jg20963	As004G082110
OG0000887	jg20122	As005G099860
OG0000888	jg15877	As012G284780
OG0000888	jg19566	As005G104850
OG0000889	jg15476	As005G114990
OG0000889	jg14428	As010G224550
OG0000890	jg15302	As012G277560
OG0000890	jg18906, jg18903	As006G146240
OG0000891	jg10330, jg30805, jg30806	As007G158460, As007G158450, As007G158470, As007G158440
OG0000892	jg6431, jg6432	As009G215030, As009G215020
OG0000894	jg14468	As010G223940, As010G223960
OG0000895	jg26907	As011G258420
OG0000897	jg15332, jg18954	As012G277910, As012G277930
OG0000900	jg29813, jg29812, jg29814	As001G016830, As001G016840
OG0000901	jg10994	As001G017960, As001G018000, As001G017970, As001G017990, As001G017980
OG0000902	jg4293	As009G213330
OG0000902	jg25029	As002G036680, As002G036460
OG0000903	jg1750, jg4951	As002G052040
OG0000905	jg4857	As002G053040
OG0000905	jg23504	As005G118090
OG0000906	jg4825	As002G053300
OG0000907	jg10729	As003G057070
OG0000907	jg20491	As004G088350
OG0000908	jg8394	As003G075600, As010G234720
OG0000911	jg23719	As005G119970
OG0000911	jg14942, jg14941	As010G220810
OG0000912	jg7958, jg28612	As006G123380
OG0000913	jg29754	As007G159440, As010G233540, As006G125620
OG0000914	jg24286, jg24172, jg24174, jg24193, jg24178	As006G137210
OG0000915	jg15216	As012G276470
OG0000915	jg18775	As006G145010
OG0000918	jg11545, jg11539	As009G205850
OG0000919	jg25817, jg25816, jg25818	As011G249370
OG0000920	jg12718, jg33625	As012G269320, As012G269300
OG0000921	jg33086, jg33085, jg33087	As012G272730
OG0000930	jg28171	As011G266460
OG0000930	jg9502	As001G001170
OG0000931	jg25061	As002G036870
OG0000932	jg18876	As004G079170, As002G037970
OG0000933	jg21929	As002G044170, As007G165200
OG0000935	jg7798	As004G086290
OG0000935	jg10452, jg7875	As003G059060
OG0000938	jg8435, jg2577, jg8434	As003G075080
OG0000939	jg16556, jg16555	As007G181030, As007G181020, As003G075790
OG0000940	jg11955, jg8755, jg27085	As004G090050
OG0000941	jg11370	As004G095180
OG0000941	jg28889	As008G194780
OG0000943	jg24471, jg6610	As006G138940
OG0000944	jg19679, jg16002	As005G103890, As012G285600
OG0000946	jg3859	As005G106490, As005G106480
OG0000947	jg24028	As006G135230
OG0000948	jg15466	As012G281630, As010G224740, As010G224730, As006G143570
OG0000950	jg6584, jg7565, jg24502, jg24503	As009G205820
OG0000953	jg14879, jg14884, jg14883, jg14882	As010G221250
OG0000954	jg26078	As011G251450
OG0000961	jg2125, jg2124, jg2121, jg2120	As002G047500, As010G227170, As010G227150, As010G227180, As010G227140, As009G213740, As001G020280, As001G020290, As001G020270, As001G020260, As010G243570, As001G014010, As001G014040, As001G013950
OG0000962	jg12592, jg13635	As001G027150
OG0000963	jg3972	As002G034260
OG0000964	jg21623, jg21625, jg21627, jg21626	As002G040430
OG0000965	jg25350, jg2759	As011G245590, As011G255900
OG0000965	jg10655	As003G057680
OG0000966	jg10631, jg10635	As003G057820
OG0000967	jg32270	As003G064080
OG0000967	jg30781	As007G158200
OG0000968	jg12251	As004G077430
OG0000969	jg20688	As004G086960, As004G086930, As004G086940, As004G086920
OG0000969	jg20692	As004G086790, As004G086800
OG0000970	jg23657, jg14876, jg14877	As005G119400
OG0000971	jg15518, jg15536, jg24267	As006G137320
OG0000972	jg6567	As009G205570
OG0000972	jg24510	As006G139250
OG0000973	jg5751	As009G204830
OG0000973	jg24551	As006G139760
OG0000974	jg18768, jg12734, jg12735, jg14174, jg12775	As006G144950
OG0000975	jg30501	As007G155990
OG0000977	jg14502	As010G224030
OG0000977	jg14503, jg14497	As010G224040
OG0000977	jg14496	As010G224050
OG0000979	jg11119, jg11120, jg11121	As012G274790
OG0000986	jg9281, jg15331	As004G094360, As001G003430
OG0000987	jg31803	As001G016180
OG0000988	jg4336	As009G212980
OG0000988	jg28110, jg28109, jg25078, jg25077, jg25076	As002G037150
OG0000989	jg21892, jg21043	As002G043930
OG0000991	jg31960	As003G062520
OG0000992	jg8403	As003G075530
OG0000993	jg26904, jg12547	As004G092920
OG0000993	jg16024	As009G205750, As006G141230
OG0000994	jg18055, jg18056	As005G113560
OG0000994	jg18054	As006G128340, As006G128350, As006G128360
OG0000995	jg18215	As006G127150
OG0000995	jg28938	As008G194310
OG0000996	jg29018	As008G193450
OG0000996	jg18121	As006G127870
OG0000997	jg29807	As008G184100
OG0000998	jg19189, jg15488	As006G143360
OG0000999	jg31132	As007G160930
OG0001000	jg27785, jg27786, jg5307	As009G200600
OG0001002	jg25314	As011G245250
OG0001003	jg33452	As012G270560
OG0001004	jg32567, jg21684, jg12616	As011G266800, As011G266810, As011G266820, As011G266860, As011G266830, As011G266870
OG0001008	jg9507, jg9508	As001G001100
OG0001008	jg9509	As001G001090
OG0001009	jg9458	As001G001490
OG0001009	jg9459, jg21337	As001G001470
OG0001010	jg31821	As003G068260, As001G016390
OG0001010	jg18686	As004G079320
OG0001011	jg31842	As001G016600, As001G016620, As001G016630, As001G016640, As001G016610, As001G016590, As001G016580, As001G016560
OG0001011	jg11449	As004G079380
OG0001012	jg1331	As001G019280
OG0001012	jg29324	As008G188200
OG0001013	jg1830, jg1707, jg1823, jg1828	As001G029630, As001G029620
OG0001015	jg9904	As007G165030
OG0001015	jg21942	As002G044280
OG0001016	jg4939	As002G052140
OG0001017	jg23572, jg11031, jg6627, jg22184, jg4882	As002G052670, As002G052700
OG0001018	jg4707, jg6212	As002G054290
OG0001019	jg10852	As003G056000
OG0001020	jg10819	As003G056290
OG0001020	jg20391	As004G089150
OG0001021	jg16365	As012G288810
OG0001021	jg20203	As005G098840
OG0001022	jg20137	As005G099680
OG0001022	jg16301	As012G288250
OG0001023	jg27605	As006G142040
OG0001023	jg6134	As005G113850, As005G114020
OG0001024	jg18204	As006G127250, As006G127210, As006G127200
OG0001026	jg23976	As006G134780
OG0001026	jg5336	As009G200810
OG0001027	jg29811	As006G142630, As006G142620
OG0001028	jg15453	As012G281510
OG0001029	jg30743	As006G146260, As007G157960
OG0001029	jg3434	As010G235770
